wavelength,Back_SpoCorf,Belly_SpoCorf,Breast_SpoCorf,Crissum_SpoCorf,Crown_SpoCorf,DorTail_SpoCorf,Patch10_SpoCorf,Rump_SpoCorf,Throat_SpoCorf,WingTip_SpoCorf
193.61,-11.6837777778,-17.2966111111,-28.5223333333,-43.5280555556,-44.559,-8.13277777777,-18.4421111111,3.55088888889,-56.3573333333,10.1947777778
193.99,0.305777777767,-6.42216666668,-12.4364444444,-27.9307222222,-29.3578888889,7.54322222223,-1.529,12.9461111111,-31.8043333334,22.9867777778
194.37,10.628,7.24633333333,-1.15955555554,-18.8889444444,-17.8744444444,25.7971111111,3.47822222222,25.0241111111,-21.1593333333,30.5798333333
194.75,10.3091111111,10.9392777778,-5.95655555556,-25.8878888889,-22.1077777778,34.2495555556,2.06188888889,30.4695555556,-22.3367777778,39.1179444444
195.13,17.1605555555,12.4690555555,-2.96311111111,-22.7161111111,-12.9631111111,39.5061111111,8.39522222221,36.9137777778,-19.7531111111,39.0121666667
195.51,13.3074444444,9.4315,-2.84233333333,-19.5737222222,-14.2118888889,45.2196666667,6.07244444446,36.4341111111,-20.801,43.0232777778
195.89,-7.265,-9.11677777779,-19.2306666667,-36.2536666667,-29.0597777778,29.6297777778,-2.84911111109,22.6495555555,-44.8717777778,26.3533333333
196.27,-10.0601111111,-20.7206111111,-29.5796666667,-46.0210555556,-36.036,18.7687777778,-11.2613333333,9.75966666668,-49.3994444445,23.4985555555
196.65,-22.2222222222,-41.5080000001,-52.0634444445,-63.1745,-51.7461111111,-0.793444444467,-28.2538888889,-2.22222222223,-58.8887777778,5.79366666667
197.03,-13.8888888889,-31.8627777778,-46.5684444445,-56.4543888889,-44.7711111111,12.5816666667,-19.1177777778,5.39200000001,-49.8365555556,16.0948888889
197.40,-22.2222222221,-43.4893888888,-54.1665555557,-72.8297222222,-58.1596666667,1.21511111111,-32.118,-10.4165555555,-58.1596666667,6.51033333332
197.78,-112.903111111,-154.838722222,-155.914,-206.272333333,-171.684444444,-62.0072222221,-126.523222222,-95.6987777778,-197.849555556,-40.3227777778
198.16,-2438.88888889,-3250.0,-3038.88888889,-4022.22222222,-3427.77777778,-2055.55555555,-2855.55555556,-2155.55555555,-3922.22222222,-1300.0
198.54,1002.22222222,1408.88888889,1093.33333333,1606.66666667,1386.66666667,946.666666667,1102.22222222,891.111111111,1440.0,532.222222222
198.92,-238.271666667,-368.518388889,-254.938111111,-408.950722222,-337.654333333,-259.876555556,-293.209666667,-219.135666667,-372.222,-107.716
199.30,-362.698222222,-516.27,-377.777666667,-518.254111111,-453.174666667,-372.222222222,-405.555333333,-341.269777778,-525.396777778,-160.714388889
199.68,682.222222223,887.222222223,674.444444445,880.0,836.666666668,721.111111111,744.444444443,664.444444444,921.111111112,422.777777778
200.06,332.748666667,430.409333333,339.181111111,467.836444444,427.485444445,349.707666667,402.339444444,343.274888889,432.163888889,179.824611111
200.44,349.019555556,445.751555556,341.830111111,486.928277778,427.450888889,362.745,432.026222222,335.947666667,461.437777778,173.855944444
200.82,214.337,263.619944445,196.415888889,281.720222222,255.197111111,208.243666666,269.534222222,225.089777778,296.415777778,125.448055555
201.19,210.833333333,246.805555556,185.0,262.638888889,228.888888889,203.888888889,252.222222222,218.611111111,269.166666667,146.527777778
201.57,237.467444444,265.374666667,199.741555556,285.917222222,248.061888889,228.940555556,281.395222222,240.31,288.372222222,169.379944445
201.95,347.435888889,404.487111111,323.076777778,438.247722222,376.068333333,340.598222222,444.017222222,363.675111111,428.632555555,266.239166667
202.33,422.222333333,483.333333333,391.666777778,514.120333333,443.055555556,393.518555555,531.481333333,438.888888889,521.759444444,342.824055556
202.71,380.842888889,430.459944445,361.302777778,446.743444444,384.674222222,349.042111111,478.544,391.953777778,480.459666667,303.256777778
203.09,216.179555556,247.465888889,208.771777778,253.508666667,204.093555555,201.559333333,266.471777778,228.655111111,268.031222222,182.066
203.47,181.159333333,211.755166667,166.344777778,220.772944444,174.074111111,171.014333333,224.476777778,193.880888889,224.315666667,151.529777778
203.85,146.969555555,171.085722222,135.606111111,175.315833333,132.702,138.762666667,184.217,155.555666667,178.283,120.075777778
204.22,131.111111111,151.746055555,118.835777778,155.661333333,116.825333333,128.677333333,164.338666667,138.941888889,156.402,112.0635
204.60,118.916333333,136.868722222,109.550222222,139.072388889,106.611555555,115.702555555,150.229555556,126.079,138.843,102.8925
204.98,110.933333333,126.8,101.866666667,131.6,95.9111111111,110.311111111,141.422222222,114.844444444,126.488888889,93.288888889
205.36,98.3417777777,113.971777778,92.1226666667,118.3665,85.9866666666,100.248888889,130.016777778,102.321777778,115.422666667,86.7743888888
205.74,86.9047777779,105.396888889,84.4445555555,105.1985,74.9206666667,87.8572222222,116.190444444,89.7616666667,102.857222222,77.1033888888
206.12,85.7947777778,100.667888889,78.1996666667,100.386888889,70.6046666667,84.5287777778,106.821444444,83.685,97.3277777777,73.8747222221
206.50,79.5029999999,93.9613333333,73.982,94.5136111111,60.8006666667,79.02,98.9649999999,79.0891111111,90.8901111112,67.5983888889
206.87,75.4551111111,89.0456666667,68.8011111111,91.494,62.0838888889,75.8944444444,92.5926666665,75.6435555556,85.6245555556,67.0119444444
207.25,82.9944444444,93.0894444443,70.6638888889,97.2898888889,67.5474444444,80.4878888889,98.7805555557,81.0977777778,90.786111111,70.8333333333
207.63,85.2904444446,91.0353888889,77.2095555555,97.8218888889,72.0327777777,85.4796666666,100.441777778,84.1538888889,93.0554444443,75.8521666666
208.01,89.3465555555,94.9347777777,82.6797777778,105.228722222,76.7319999999,86.732,103.790888889,88.4964444444,96.5361111113,80.7517777779
208.39,96.3872222222,104.158111111,91.5474444444,112.304,85.0716666665,94.6830000001,108.589,95.2965555555,106.066777778,88.3095
208.77,97.7486666668,107.589,94.6985555553,117.465666667,87.2913333333,98.4022222223,108.569555555,93.6817777779,110.893,89.1792777777
209.14,101.03,111.552611111,95.9528888888,120.640444444,91.5379999999,101.765888889,109.271555555,94.0398888889,114.054333333,94.2236111112
209.52,106.273555556,113.454277778,94.1042222222,125.888277778,95.389111111,105.971222222,111.262222222,99.0174444445,116.628777778,90.7029444444
209.90,112.615,116.499611111,94.8204444445,134.127,97.1593333333,110.693444444,114.787,103.759333333,122.974222222,95.9064444446
210.28,111.466666667,114.533333333,94.3999999999,135.111111111,96.6222222221,110.4,114.844444445,102.4,122.4,92.9777777777
210.66,119.375555555,120.064277778,99.3573333332,134.940166667,104.132222222,119.008444444,122.497777778,106.336111111,126.538222222,98.6225555557
211.03,130.010444445,129.075944444,104.361333333,140.861611111,106.022777778,132.918,132.710222222,113.914888889,137.694666667,103.374777778
211.41,115.238111111,119.576722222,93.2275555556,126.666555556,95.6614444446,121.375666667,121.058222222,100.529111111,123.597888889,93.4918333333
211.79,119.696888889,126.893833333,85.606111111,129.292777778,87.7525555556,122.222222222,119.444333333,92.1718888888,127.399111111,87.5
212.17,127.927888889,141.741611111,87.9881111112,140.465333333,90.8408888889,144.895,133.033,101.201222222,143.093111111,93.018111111
212.55,129.501888889,145.593944444,82.1839999999,148.467277778,83.9080000001,140.613,140.038333333,95.4023333332,148.659,84.5784444443
212.92,140.740777778,150.544611111,74.7275555555,168.954333333,82.135111111,155.337777778,152.069666667,108.278777778,161.873666667,94.5533333332
213.30,129.555555556,146.444444445,74.888888889,165.666666667,71.9999999998,146.222222222,152.666666667,104.0,150.888888889,78.0000000001
213.68,159.259333333,196.957777778,112.698111111,195.635111111,88.8887777778,178.042333333,184.126888889,119.047555556,177.248777778,105.158777778
214.06,139.455888889,176.190333333,105.442222222,179.478166667,89.7958888889,168.707444444,169.614444444,116.553222222,151.700666666,98.6394444444
214.44,147.474777778,178.535333333,96.717111111,183.333388889,90.9091111113,177.020222222,179.040555556,120.707,143.181777778,97.6008888889
214.81,116.785,156.028277778,79.6691111112,167.139555556,74.4680000002,146.808444445,156.264888889,105.673888889,123.640555555,79.1962777779
215.19,102.415333333,155.314055556,86.7147777779,168.840555556,70.7731111111,140.096555556,150.724666667,106.280111111,118.357444444,76.4491111112
215.57,108.045888889,152.011611111,93.4867777779,155.268222222,84.4827777777,136.015222222,143.295,107.088111111,128.735777778,87.068888889
215.95,99.3995555557,137.987944445,98.0481111112,143.993833333,90.0902222223,125.825666667,137.387444444,111.711666667,118.768555555,89.7897777778
216.32,98.3897777778,143.397888889,98.0675555555,145.652111111,89.855,128.180333333,135.587666666,108.212555556,117.230333333,87.922611111
216.70,99.3994444443,140.090111111,92.1923333333,138.138166667,87.9878888888,129.729666667,127.177111111,107.057,114.114,90.8407222223
217.08,106.349222222,156.190333333,98.8888888887,138.5715,98.4126666668,134.603222222,136.031666667,110.476222222,113.650777778,94.5238888889
217.46,129.693555556,191.092,113.984777778,162.164722222,122.797,163.601555555,160.344777778,139.846666667,140.996,125.958
217.83,110.447666667,158.540611111,95.3565555556,139.883777778,102.487666667,140.298555556,135.655111111,120.066333334,123.217222222,119.154444444
218.21,115.277777778,169.791722222,97.7432222222,144.184111111,101.736333334,152.083444445,140.451666667,118.055666667,133.333333333,133.072722222
218.59,103.174555555,162.433888889,96.6487777779,133.862277778,94.3562222222,137.918888889,127.865888889,106.525555555,131.393,133.597777778
218.97,99.616888889,157.662888889,91.7627777778,131.8965,90.0383333333,135.057555556,124.329444445,96.3601111111,126.628444445,140.229888889
219.34,110.683555556,172.542555555,95.5124444445,155.341888889,102.564111111,143.803222222,137.606777778,106.837555556,134.615444444,162.393166667
219.72,128.774888889,207.549833333,117.663777778,201.139722222,124.216444444,178.917333333,170.370222222,130.769111111,167.806111111,197.435888889
220.10,345.454555556,575.252611111,295.959444444,570.707111111,285.858555555,466.666666667,462.626333333,304.040444444,456.565666667,565.151555556
220.47,350.427333333,558.547055555,344.444555556,588.034055556,319.658,457.265,466.666777778,333.333333333,472.649666666,562.820555556
220.85,259.259333333,431.481388889,296.296555555,446.296277778,261.111111111,344.444444444,359.876222222,245.679,346.296444445,403.086388889
221.23,122.480555556,200.516722222,144.961333333,214.857777778,131.524555555,165.891555555,163.565888889,130.491,167.958666667,190.439444444
221.61,112.179555556,171.901666667,132.478666667,199.465944444,114.957222222,145.512666667,141.452888889,119.230666667,140.812,154.700888889
221.98,105.555555555,171.193444445,133.950666667,194.753111111,112.14,141.769555556,148.148333333,126.337333333,134.362111111,148.559555556
222.36,120.413444445,196.253166667,163.824222222,238.372166667,139.534888889,160.982111111,172.093,151.679666667,158.139555556,168.217333333
222.74,135.658888889,211.369444445,180.361555556,259.948055556,150.646111111,178.552888889,185.788,177.777666667,178.294555555,182.816555556
223.11,146.212111111,221.212166667,191.414222222,267.929111111,165.404111111,188.383888889,200.757444444,194.697,191.161666666,179.924166667
223.49,137.726111111,207.493388889,188.888888889,242.764777778,147.028333333,176.227444444,191.989555556,184.496111111,183.720888889,160.594388889
223.87,197.119333333,309.053555556,271.193333333,360.6995,209.465,250.617222222,273.662444444,264.197444444,250.205555556,254.115277778
224.24,200.854666667,335.897444444,282.906111111,384.401888889,244.017,271.794888889,302.136444444,296.153888889,253.846222222,271.794888889
224.62,196.135333333,340.096722222,273.913,403.623,227.053111111,257.488111111,298.067555555,308.212333333,256.038777778,267.149888889
225.00,286.666666667,656.666666667,505.555555556,809.444444444,391.111111111,433.333333333,550.0,617.777777778,502.222222222,497.777777778
225.38,-197.777777778,-563.333333333,-473.333333333,-718.333333333,-331.111111111,-343.333333333,-496.666666667,-532.222222222,-450.0,-383.333333333
225.75,-171.111111111,-609.444444444,-504.444444444,-682.777777778,-355.555555555,-315.555555556,-510.0,-506.666666667,-525.555555556,-412.777777778
226.13,-60.5555555556,-246.111111111,-185.0,-305.277777778,-169.444444444,-120.555555555,-211.111111111,-212.777777778,-232.777777778,-158.333333333
226.51,-46.4053333333,-271.895388889,-200.653444444,-299.3465,-181.699444445,-118.954333333,-247.712333333,-228.104444445,-241.176666667,-163.071833333
226.88,-17.6766666667,-207.323166667,-133.838444444,-236.111055556,-156.060555556,-94.4443333334,-209.595777778,-153.535444445,-186.868777778,-113.6365
227.26,-32.4444444443,-193.555555556,-102.222222222,-206.888888889,-134.666666667,-78.2222222222,-156.0,-124.888888889,-169.777777778,-107.777777778
227.64,-51.2076666667,-246.86,-140.096666667,-253.381444444,-177.294555555,-119.323777778,-200.966333333,-157.971111111,-215.459,-161.594277778
228.01,-143.589888889,-475.213666667,-290.598333333,-454.273666667,-334.188222222,-211.965888889,-379.487111111,-319.658222222,-405.128111111,-311.111055555
228.39,-109.629666667,-388.518388889,-260.0,-392.592555556,-262.962888889,-182.962888889,-285.925888889,-243.703666667,-365.185111111,-284.814833333
228.76,-68.1818888888,-259.090944444,-172.222222222,-261.363555556,-174.747444445,-114.141333333,-198.484666667,-164.141555556,-232.323111111,-196.212388889
229.14,-85.1851111111,-269.841166667,-172.486555555,-260.052777778,-179.894111111,-133.333333333,-220.634888889,-190.476222222,-247.619,-216.402388889
229.52,-37.1527777777,-156.25,-81.5972222222,-138.541666667,-75.6944444446,-59.0277777778,-114.583333333,-92.0138888887,-142.708333333,-120.486111111
229.89,-41.7507777779,-137.878611111,-79.4613333335,-121.548833333,-65.3198888889,-68.3501111111,-108.417333334,-80.4713333333,-134.006777778,-117.845111111
230.27,-60.5734444446,-179.928277778,-122.939,-134.588,-77.4193333333,-92.8314444445,-135.483888889,-93.5483333331,-167.741777778,-137.813444444
230.65,-60.8025555556,-161.574222222,-98.4566666667,-121.450388889,-68.5185555554,-69.136,-112.654444444,-78.7036666667,-143.827222222,-113.734333333
231.02,-32.8704444444,-107.870333333,-65.7408888888,-73.9582222222,-29.6295555555,-28.9352222222,-62.7313333333,-52.0831111111,-89.8146666666,-64.1204444444
231.40,-12.2041111111,-70.0363333333,-50.8196666667,-53.0963888889,-12.2041111111,-16.0291111111,-43.1693333333,-33.5155555556,-55.7378888889,-37.0673333333
231.78,0.1388888889,-37.9166666667,-28.0555555556,-29.0972222222,1.66666666664,2.22222222222,-15.5555555555,-15.6944444445,-30.8333333333,-13.6111111111
232.15,12.6984444444,-21.7948888889,-14.1635555555,-25.2137222222,8.91344444445,6.2271111111,-7.20411111111,-6.83755555556,-23.199,-2.38100000001
232.53,16.6014444444,-19.4772222222,-6.92822222224,-20.5880555556,11.634,12.5488888889,-5.62100000001,-3.79088888888,-20.7844444444,5.29399999999
232.90,10.9928888889,-15.5436666667,-7.56500000001,-13.5342777778,11.1112222222,8.98333333332,-1.41855555556,0.5911111111,-20.5673333334,6.67855555554
233.28,5.95633333332,-17.8692777778,-7.21644444445,-19.6448888889,8.59100000001,5.61266666667,0.801666666667,3.55088888888,-22.2221111111,10.7101666667
233.66,13.5376666666,-10.4087222222,2.29877777778,-16.0282777778,9.06766666666,12.3881111111,5.10844444446,10.9833333333,-15.1981111111,17.6883333333
234.03,26.376,8.09966666666,15.888,-3.47877777778,19.3146666666,24.7144444444,15.6803333333,18.3801111111,0.934666666643,27.8297777778
234.41,34.5574444444,19.3504444444,25.9887777778,8.38033333333,27.3071111111,35.4047777778,27.872,25.4238888889,13.9357777778,33.6158888889
234.78,41.0394444445,27.8672222222,31.6307777778,12.6343333333,36.7383333333,43.9067777778,35.5734444444,33.6022222222,22.8495555555,41.3978333333
235.16,47.0428888889,33.1542222222,38.7993333333,18.9963888889,42.4731111111,50.0895555555,44.355,44.2653333333,27.4193333333,49.1935555555
235.54,52.6094444444,34.2172222222,42.0875555556,24.5371111111,45.4544444444,53.2828888889,45.2018888889,45.2862222222,30.8921111111,51.6834444444
235.91,53.5841111111,29.0770555555,40.681,19.4445,41.4876666667,51.1648888889,42.5628888889,45.4303333333,26.5233333333,50.2238888889
236.29,55.8308888889,31.5427777778,41.5977777778,23.1403888889,42.2406666667,54.7291111111,46.7398888889,48.8522222222,31.1294444445,52.3877222222
236.66,48.4925555556,25.1936111111,32.3858888889,18.0876666667,35.056,43.0662222222,38.5013333333,39.8794444444,25.9257777778,42.6356666667
237.04,54.7264444444,32.4213333333,42.04,21.9321666667,37.8107777778,48.5903333333,42.6202222222,42.2055555555,31.8408888889,44.0712222222
237.41,55.475,35.7086666667,37.7617777778,24.5168888889,40.0966666667,50.6438888889,39.2914444444,39.694,34.6216666667,39.5734444444
237.79,49.1954444444,29.1571666667,28.1991111111,20.1531111111,35.4787777778,43.908,32.4137777778,30.4981111111,27.0496666667,30.8813333333
238.17,46.7121111111,26.7573333333,26.0772222222,20.3703888889,34.7695555556,40.8163333333,30.839,29.4785555556,27.9667777778,26.2283888889
238.54,42.4575555555,24.4666666667,24.2091111111,14.6065,35.3937777778,38.0425555555,31.6408888889,28.5506666667,25.3125555556,24.0620555556
238.92,38.6211111111,21.4525555555,20.2143333333,14.4912777778,29.0495555556,30.9238888889,25.8365555555,23.427,20.3482222222,17.905
239.29,30.7494444445,15.6975555555,11.1754444444,10.7557222222,23.4497777778,23.2556666667,16.4728888889,13.5013333333,14.5995555556,7.39638888888
239.67,24.2366666667,14.1002222222,7.40744444446,7.60238888889,20.7927777778,19.818,17.739,12.4756666667,12.1507777778,1.68955555556
240.04,21.4498888889,13.1015555556,6.17944444446,7.45694444444,19.7861111111,19.9047777778,16.5181111111,9.62577777777,13.7253333333,0.683333333323
240.42,16.796,9.89666666667,3.72077777778,7.67438888889,15.5555555556,16.3824444444,13.1267777778,6.56344444443,9.25055555557,1.91194444444
240.79,18.9027777778,15.2605,9.49733333332,13.8771666667,20.7467777778,24.1586666666,18.7182222222,12.7246666667,14.7534444444,10.0739444444
241.17,15.4272222222,12.4786666667,4.27355555556,12.051,17.9914444445,22.0941111111,15.9403333334,10.2992222222,9.91455555556,10.4273333333
241.54,13.6296666667,11.463,4.66677777778,10.4813888889,15.1112222222,19.8147777778,15.3703333333,10.5555555555,8.51855555556,10.4260555556
241.92,12.0964444444,12.0457777778,5.36866666666,10.2276666667,15.1545555555,18.6202222222,16.14,11.3831111111,9.17433333334,12.5041666667
242.29,12.0035555555,12.0959444444,4.61666666668,9.32583333333,14.743,18.2825555556,15.5431111111,10.9877777778,8.95633333332,13.8812777778
242.67,13.3275555556,14.8100555556,5.81477777778,10.0460555556,14.2775555555,19.2571111111,14.9107777778,12.3776666667,9.09611111111,15.0834444444
243.05,11.3051111111,12.3025555556,3.26966666666,6.49766666667,11.4434444445,16.3481111111,13.1616666667,8.78355555556,7.17644444444,14.6024444444
243.42,11.752,13.4215,4.22,7.1715,11.5117777778,16.827,14.6367777778,10.6836666667,7.69222222222,16.4393888889
243.80,12.7867777778,12.2325555556,4.17633333334,6.18722222222,10.9563333333,16.7052222222,12.3228888889,10.8275555555,7.42455555556,16.6536666667
244.17,12.465,12.286,4.47,6.11733333333,11.0345555556,15.8364444444,12.1838888889,11.1367777778,6.76877777778,16.0153333333
244.55,13.7668888889,13.2309444445,5.28755555556,5.66511111111,12.6705555556,16.3985555556,12.914,12.9873333333,8.30911111112,16.2525
244.92,13.0786666666,11.1573888889,4.12044444445,3.64594444444,10.7871111111,14.1435555556,11.088,11.6665555556,7.19911111112,14.1552777778
245.30,12.254,10.7936666667,4.48688888889,2.93127777778,9.41800000001,13.6507777778,10.4761111111,11.3862222222,8.40222222223,13.0687222222
245.67,13.2405555556,11.7981111111,6.34933333333,4.16166666667,10.4723333333,14.4211111111,11.8274444444,12.5435555556,9.48500000001,14.6436666667
246.05,13.0412222222,11.7283333333,6.86855555556,4.97294444444,10.2243333333,15.667,11.4066666667,11.8414444445,9.78977777778,14.7105555556
246.42,13.1964444445,11.9945,8.21400000001,5.75461111111,9.86944444444,15.9344444444,12.0024444444,12.3526666667,9.78977777779,14.6452222222
246.79,11.5351111111,9.3641111111,6.88611111111,5.49727777778,8.5378888889,13.962,11.1991111111,10.6725555555,8.56722222222,13.8010555556
247.17,10.5322222222,9.36716666666,6.89266666667,6.67222222222,8.36777777778,14.3367777778,11.1936666667,11.1386666667,8.43677777778,13.8615555555
247.54,10.2755555555,8.86544444444,7.15488888889,7.11572222222,8.48677777778,13.9572222222,10.7585555556,10.6281111111,8.43455555556,13.5526666667
247.92,9.83522222223,9.16550000001,7.33522222222,7.89016666667,8.53422222221,14.3384444444,11.1365555555,10.1798888889,8.78944444443,14.0196111111
248.29,10.1292222222,10.0983333333,7.91688888889,9.31516666667,9.29655555553,14.877,11.9062222222,10.6885555555,9.83111111111,15.2062222222
248.67,9.96377777777,10.3505,8.28033333332,9.87644444444,9.37788888888,14.8894444444,12.5078888889,10.6121111111,9.76444444443,15.4132777778
249.04,9.26555555555,10.3102777778,7.99677777777,10.2140555556,9.26566666667,14.7121111111,12.5335555556,10.4831111111,9.67577777778,14.975
249.42,9.30933333335,10.2581111111,7.61677777778,11.0498888889,9.81444444443,14.9057777778,12.8857777778,10.9336666667,9.82788888888,14.8650555556
249.79,8.41911111112,9.7295,7.13055555556,11.1969444444,9.536,14.4758888889,12.6144444444,10.5668888889,9.42144444442,13.9605555556
250.17,7.45211111111,9.1773888889,6.81233333333,11.0515555556,9.19244444446,13.6397777778,12.1671111111,10.5756666667,9.38555555555,12.4201666667
250.54,4.46388888889,7.61766666667,5.38566666667,10.9817777778,8.47477777778,12.2915555556,10.6744444445,8.89544444444,8.2971111111,10.4723888889
250.92,4.49855555555,8.41366666666,5.64855555556,10.9333888889,9.01411111112,12.8191111111,9.96111111111,9.45377777778,8.91266666666,9.8935
251.29,5.538,9.1545,6.95322222222,11.2505555556,10.0977777778,13.4346666667,10.5695555556,9.94055555554,9.50377777777,9.99277777778
251.66,6.01622222222,9.18700000001,6.86522222222,10.5508333333,9.702,13.5321111111,10.5332222222,9.4308888889,9.30444444444,10.1898888889
252.04,4.83733333334,7.20127777778,5.76466666667,8.556,8.27422222222,11.4204444445,9.01977777779,8.25622222222,7.27388888889,8.38344444444
252.41,4.07888888889,6.41372222221,5.03866666667,7.53033333333,7.36433333334,10.9265555556,8.74866666668,7.62277777778,6.14633333333,7.46583333333
