wavelength,Back_TanArtm,Belly_TanArtm,Breast_TanArtm,Crissum_TanArtm,Crown_TanArtm,DorTail_TanArtm,Patch10_TanArtm,Patch11_TanArtm,Patch12_TanArtm,Patch13_TanArtm,Rump_TanArtm,Throat_TanArtm,WingTip_TanArtm
544.49,4.44033333333,27.57775,29.2130833333,22.2729166667,17.5759166667,5.133,10.5785833333,15.9209166667,3.602375,24.54175,25.2995,31.7236666667,5.98741666667
544.84,4.4355,27.6624583333,29.3139166667,22.33575,17.68625,5.12675,10.6158333333,15.9771666666,3.596375,24.6406666667,25.3883333333,31.796,5.99008333333
545.18,4.43983333333,27.787125,29.42175,22.4219166667,17.8241666667,5.14308333333,10.6714166667,16.05875,3.60958333333,24.7675,25.4964166667,31.9108333333,6.00233333334
545.52,4.47366666667,27.8769166667,29.5379166667,22.5205833333,17.9535,5.16558333333,10.7234166667,16.1229166667,3.63158333334,24.8825833333,25.6016666667,31.9994166666,6.012
545.87,4.50908333333,28.0050833333,29.6825,22.642,18.1249166667,5.19958333334,10.7949166667,16.2191666667,3.65822916667,25.0249166667,25.7585833333,32.15825,6.02983333333
546.21,4.50733333333,28.1113333334,29.8036666666,22.7193333334,18.2608333333,5.19241666667,10.82375,16.2933333333,3.66758333333,25.1233333333,25.8930833333,32.2725833333,6.03958333333
546.55,4.49916666667,28.1785833333,29.8775,22.7751666667,18.3563333333,5.17591666666,10.8510833333,16.3336666667,3.66797916667,25.2175,25.9966666667,32.3490833333,6.0175
546.90,4.51241666667,28.2640416667,29.9529166667,22.8609166667,18.4834166667,5.17241666666,10.8901666667,16.37875,3.6789375,25.3095833333,26.1066666667,32.4190833333,6.01566666667
547.24,4.53208333333,28.3847083333,30.0418333333,22.9541666666,18.6075,5.19808333333,10.9374166667,16.4423333333,3.701375,25.4190833333,26.20875,32.51,6.02683333333
547.58,4.53116666667,28.4921666667,30.1475833333,23.0103333334,18.7205833333,5.21133333334,10.9681666667,16.4991666667,3.69814583333,25.5013333333,26.314,32.60075,6.027
547.92,4.54841666667,28.573875,30.2281666667,23.0919166667,18.8429166667,5.22525,10.9946666667,16.5545,3.71045833333,25.6113333333,26.3925833334,32.6804166667,6.02758333333
548.27,4.53308333334,28.6273333333,30.28175,23.1476666667,18.9153333333,5.21666666667,10.9980833333,16.5758333334,3.696875,25.65675,26.4480833333,32.7434166667,6.01366666666
548.61,4.53691666667,28.7260833334,30.3946666667,23.24275,19.0600833333,5.22066666667,11.02425,16.6366666667,3.70477083333,25.7580833334,26.5759166667,32.8819166667,6.0125
548.95,4.56341666667,28.8320416667,30.49625,23.38175,19.19625,5.23308333333,11.0659166667,16.7153333333,3.72902083333,25.86075,26.7114166667,32.97425,6.0525
549.29,4.56891666667,28.9375416667,30.6189166667,23.4785833333,19.33425,5.22708333333,11.1135833333,16.8045,3.74391666667,25.9900833333,26.8466666667,33.10175,6.08708333333
549.64,4.57325,29.027,30.7056666666,23.5550833333,19.4366666667,5.22391666666,11.1399166667,16.8501666667,3.74941666667,26.079,26.9383333334,33.1755,6.09141666667
549.98,4.60933333333,29.1646666667,30.83675,23.64925,19.5741666667,5.25291666666,11.1931666667,16.93175,3.7825,26.2193333333,27.056,33.2920833333,6.10341666667
550.32,4.64275,29.27975,30.92675,23.7566666667,19.7208333333,5.281,11.2474166667,17.0094166667,3.80191666667,26.3075833333,27.19375,33.4025,6.13391666667
550.66,4.65133333333,29.355625,31.0345833333,23.8164166667,19.8064166667,5.293,11.2785833333,17.095,3.81022916667,26.3910833333,27.2951666667,33.4626666667,6.13891666667
551.01,4.63016666666,29.4055,31.1371666666,23.8628333333,19.8995833333,5.2625,11.2960833333,17.1295,3.805625,26.45225,27.3559166666,33.5341666667,6.12316666666
551.35,4.65325,29.468125,31.2321666667,23.9620833334,20.01375,5.28633333333,11.3509166667,17.2058333333,3.84647916667,26.59175,27.4559166666,33.5906666667,6.157
551.69,4.67,29.569875,31.3525,24.0519166667,20.13875,5.29675,11.3920833333,17.2881666666,3.86395833333,26.6875,27.5855833333,33.7220833333,6.1785
552.03,4.72716666667,29.722,31.5190833334,24.2019166666,20.3166666667,5.33641666667,11.4629166667,17.3940833333,3.89741666666,26.8285833333,27.7491666667,33.8775,6.22858333334
552.38,4.76458333334,29.7654583333,31.5585833333,24.2638333333,20.3883333333,5.34583333333,11.50125,17.43975,3.91616666667,26.8738333333,27.80425,33.889,6.23775
552.72,4.79691666667,29.836875,31.6435833333,24.3173333333,20.4808333333,5.37225,11.5590833333,17.49675,3.9435625,26.9503333333,27.8934166667,33.9726666666,6.2465
553.06,4.78483333333,29.9091666667,31.7016666666,24.33975,20.5265833333,5.365,11.56025,17.5120833333,3.92352083333,26.98875,27.9605833333,34.0399166667,6.21708333333
553.40,4.79583333334,29.95875,31.77625,24.4005,20.6195833334,5.39266666667,11.5936666667,17.5713333333,3.941,27.0635,28.0429166667,34.0984166667,6.2245
553.74,4.78366666666,30.0280833333,31.8515833333,24.4745833333,20.7103333334,5.3855,11.6339166667,17.62025,3.92722916667,27.11625,28.12875,34.1900833333,6.22025
554.09,4.75841666667,30.0881666667,31.93475,24.52175,20.77025,5.3685,11.6543333333,17.66875,3.90220833333,27.1730833333,28.1773333333,34.2611666667,6.19941666667
554.43,4.80283333334,30.21425,32.07025,24.63875,20.90075,5.41383333333,11.7195833333,17.7549166667,3.95058333333,27.2750833333,28.30475,34.38675,6.238
554.77,4.82275,30.3499583333,32.1761666666,24.7410833333,21.0274166667,5.4345,11.7659166667,17.8506666667,3.96289583333,27.3758333334,28.4460833333,34.4898333333,6.25208333333
555.11,4.83541666667,30.4265833334,32.2690833333,24.79375,21.10725,5.43908333333,11.7885,17.8985833333,3.9828125,27.3935833333,28.5144166667,34.5753333334,6.2525
555.45,4.857,30.536,32.3615,24.8985,21.2210833333,5.463,11.8635833333,17.9736666667,3.99845833333,27.4939166667,28.6565,34.6451666666,6.28675
555.80,4.83241666666,30.5649166666,32.3444166666,24.886,21.24225,5.43366666667,11.8848333333,17.9846666667,3.98495833333,27.5003333333,28.6995,34.6408333333,6.24433333333
556.14,4.80108333333,30.6607083333,32.4265833333,24.9335,21.3209166666,5.41075,11.9135,18.0419166666,3.96135416667,27.5806666667,28.8096666667,34.7364166667,6.2425
556.48,4.71625,30.64725,32.4545833333,24.93625,21.3396666667,5.30875,11.8546666667,18.01,3.86770833333,27.5850833333,28.827,34.7385833333,6.16525
556.82,4.72091666667,30.7185,32.5388333333,25.0590833333,21.4339166666,5.30816666667,11.90925,18.0753333334,3.87552083333,27.6616666667,28.92475,34.8219166667,6.16258333334
557.16,4.636,30.742875,32.5381666667,25.0639166667,21.448,5.20108333334,11.8659166667,18.0801666667,3.781875,27.6803333333,28.952,34.8450833334,6.07833333333
557.50,4.60516666667,30.7359583333,32.5384166667,25.10275,21.4605833333,5.15191666667,11.8415,18.0911666667,3.73066666666,27.7063333333,28.9635,34.8405833333,6.02908333333
557.85,4.67033333333,30.846625,32.6604166667,25.2341666667,21.6173333333,5.2105,11.9205,18.1790833333,3.78045833333,27.834,29.1066666667,34.9679166666,6.06775
558.19,4.64575,30.9072083333,32.749,25.30025,21.6893333333,5.18083333333,11.9296666667,18.23475,3.77625,27.8935833333,29.2079166667,35.063,6.03925
558.53,4.62816666667,30.9171666667,32.8109166667,25.3504166667,21.7264166667,5.15791666667,11.94375,18.26375,3.75397916667,27.9385,29.28825,35.1011666667,6.01858333334
558.87,4.62225,30.9815,32.8674166667,25.4465833333,21.813,5.14091666667,11.9759166667,18.3314166667,3.73695833333,28.0144166667,29.3716666667,35.1830833333,6.00383333333
559.21,4.635,31.0645,32.9199166667,25.4789166667,21.8775,5.147,11.9968333333,18.40075,3.75552083333,28.07675,29.4289166667,35.247,5.98366666667
559.55,4.64241666667,31.1299583333,33.0101666667,25.5761666667,21.9819166667,5.14475,12.0246666666,18.4514166667,3.75339583333,28.155,29.5214166666,35.309,5.98725
559.89,4.67166666666,31.2330416667,33.1365833333,25.6825833333,22.09475,5.17566666667,12.1114166667,18.5488333333,3.78235416667,28.2705833334,29.6498333333,35.42775,5.99933333333
560.23,4.72791666667,31.3752916666,33.2571666667,25.8086666666,22.195,5.24675,12.188,18.66875,3.87379166667,28.3885,29.7973333334,35.5351666666,6.03491666667
560.58,4.73941666667,31.423,33.3383333333,25.8438333333,22.28625,5.27091666667,12.2464166667,18.72325,3.90816666667,28.46175,29.8846666666,35.6174166667,6.07666666667
560.92,4.82141666667,31.5514166666,33.4885833333,25.9900833334,22.4330833334,5.3635,12.3846666667,18.8606666667,4.00325,28.5848333333,30.06675,35.75425,6.16375
561.26,4.87558333333,31.693625,33.6376666667,26.1028333333,22.5599166667,5.42308333333,12.4754166667,18.95475,4.06645833333,28.69975,30.227,35.8928333333,6.21058333334
561.60,4.86758333333,31.8030416666,33.7138333334,26.17475,22.6283333333,5.42683333333,12.4754166667,19.0109166667,4.08641666667,28.7804166667,30.3255,35.9793333333,6.2315
561.94,4.91141666667,31.9154166667,33.8164166667,26.2769166667,22.74025,5.47208333333,12.5731666667,19.1123333334,4.12439583333,28.8775833333,30.4329166666,36.079,6.27283333333
562.28,4.96325,32.02525,33.918,26.3681666666,22.8465833333,5.52758333333,12.6481666666,19.1919166667,4.16564583333,28.9625833333,30.5555833334,36.1803333333,6.31541666667
562.62,4.96483333334,32.0962916667,34.0183333334,26.4351666667,22.9196666667,5.4995,12.66375,19.2295833333,4.14191666667,29.0408333333,30.6973333334,36.268,6.3075
562.96,4.92683333333,32.1323333333,34.1056666667,26.4819166667,22.9865833333,5.47083333333,12.6844166667,19.2294166666,4.09783333333,29.0733333333,30.7589166667,36.34225,6.29725
563.30,4.93916666666,32.2188333333,34.1854166666,26.551,23.0581666666,5.49308333333,12.71875,19.3038333333,4.11097916667,29.1539166666,30.8604166666,36.40975,6.32883333333
563.64,4.96683333333,32.342,34.25975,26.64825,23.1391666666,5.51916666667,12.7428333333,19.3703333333,4.13620833333,29.22225,30.96825,36.51025,6.36583333333
563.99,5.01041666667,32.4418333333,34.3329166667,26.7169166667,23.25475,5.56325,12.833,19.4463333334,4.1631875,29.3015,31.0611666666,36.6056666667,6.41783333333
564.33,5.04516666667,32.548875,34.43125,26.8081666667,23.3359166667,5.58958333333,12.8886666667,19.54475,4.19175,29.3936666667,31.1775,36.67425,6.44491666666
564.67,5.04791666667,32.6350833333,34.4989166667,26.8623333333,23.3851666667,5.5905,12.9124166667,19.5726666667,4.1850625,29.44025,31.2341666666,36.74575,6.4535
565.01,5.04466666667,32.665625,34.5536666667,26.89375,23.4426666667,5.59658333334,12.93675,19.6165,4.16872916667,29.4811666667,31.2943333334,36.7894166667,6.48458333333
565.35,5.03308333333,32.6954166666,34.61325,26.94225,23.4988333333,5.57,12.971,19.661,4.15108333333,29.50375,31.3300833334,36.8155,6.45016666667
565.69,5.0225,32.7260416666,34.64725,26.9750833333,23.5425,5.54558333334,12.9824166667,19.67875,4.1323125,29.5509166667,31.3641666667,36.87075,6.45808333333
566.03,5.00283333334,32.7557083333,34.6873333333,27.0085,23.5835833333,5.5255,12.9874166667,19.7015833334,4.12785416667,29.5934166667,31.4066666667,36.9446666667,6.45958333333
566.37,5.02066666666,32.802125,34.7410833333,27.0424166666,23.6381666667,5.56033333333,13.0266666667,19.7615833333,4.17183333333,29.668,31.4510833333,36.9595,6.49433333333
566.71,5.03208333334,32.8412916667,34.8025833334,27.1103333333,23.7030833334,5.56008333334,13.064,19.8023333333,4.199875,29.7239166666,31.5269166666,36.985,6.49041666667
567.05,5.03891666667,32.9010833334,34.8983333333,27.1886666667,23.7806666666,5.57508333333,13.097,19.8830833333,4.22860416667,29.7988333334,31.6109166667,37.0775,6.49025
567.39,5.03025,32.9208333333,34.9746666666,27.2375833333,23.8450833334,5.55325,13.1323333333,19.8980833334,4.20441666667,29.8580833333,31.6856666667,37.1033333333,6.46966666666
567.73,4.98566666667,32.9661666667,35.0445,27.2975,23.9036666667,5.50033333333,13.1145833333,19.9421666666,4.15822916667,29.9179166667,31.7775833333,37.1838333333,6.43816666667
568.07,4.95883333333,33.01125,35.05575,27.3326666667,23.9563333333,5.47008333333,13.08575,19.9330833333,4.12729166667,29.95175,31.8271666667,37.2261666667,6.387
568.41,4.96016666667,33.0629166667,35.1231666667,27.3731666667,24.02775,5.46266666667,13.10675,19.9884166667,4.12922916667,30.0169166667,31.9165,37.2689166667,6.37066666667
568.75,4.9825,33.1759583334,35.2020833333,27.4694166667,24.1003333333,5.46908333333,13.1405833333,20.05375,4.1588125,30.1034166666,32.0326666667,37.3574166666,6.35841666667
569.09,4.97525,33.211875,35.2479166667,27.4943333333,24.118,5.45116666667,13.1520833333,20.0738333333,4.13020833333,30.1503333333,32.11025,37.3984166667,6.33475
569.43,4.95733333334,33.2653333333,35.3056666666,27.5283333333,24.1655,5.43466666667,13.1364166667,20.1065,4.09241666667,30.1988333333,32.21675,37.4311666667,6.288
569.77,4.9385,33.3661666667,35.3970833333,27.5868333334,24.2345,5.40883333333,13.1761666667,20.1669166667,4.07614583333,30.2800833333,32.32725,37.4778333334,6.26841666666
570.11,4.95441666667,33.4759583333,35.4850833333,27.6813333333,24.3269166667,5.42041666667,13.2439166667,20.2315,4.07952083333,30.3775833333,32.4771666667,37.6214166667,6.27075
570.45,4.97233333334,33.558875,35.546,27.7529166667,24.37475,5.43216666667,13.2846666667,20.3059166667,4.0649375,30.4268333334,32.5625833333,37.7120833334,6.26633333333
570.79,4.98133333333,33.6285416667,35.5940833333,27.8021666667,24.4259166667,5.432,13.322,20.3325,4.07372916667,30.4821666667,32.6451666667,37.7565833333,6.28116666667
571.13,4.98541666667,33.7102916667,35.6905833333,27.8603333333,24.49975,5.44216666666,13.3581666667,20.4180833333,4.0993125,30.56,32.7313333333,37.8430833333,6.28883333333
571.47,4.98508333333,33.753875,35.7464166667,27.89475,24.5410833333,5.44525,13.3749166667,20.4414166667,4.101875,30.617,32.7928333333,37.869,6.28475
571.81,5.00441666667,33.8282916667,35.8574166667,27.9816666667,24.6315833333,5.463,13.42625,20.5136666667,4.1173125,30.67775,32.8956666667,37.9515,6.29325
572.15,4.99966666667,33.862375,35.89775,28.0295833334,24.66975,5.4625,13.4499166667,20.5245,4.12579166667,30.7218333333,32.9524166666,37.9715833333,6.29975
572.49,4.98266666667,33.891625,35.9303333333,28.0555833333,24.6983333333,5.43733333333,13.4501666667,20.5533333333,4.10327083333,30.7653333333,32.9855,38.0084166667,6.28716666667
572.83,4.95633333334,33.9205833333,35.9805833333,28.09775,24.7545,5.416,13.45675,20.563,4.09952083333,30.8326666667,33.0531666667,38.0616666667,6.28583333333
573.17,4.98741666667,33.9800416667,35.997,28.1415,24.80775,5.44983333334,13.5094166667,20.6181666667,4.14679166667,30.8666666667,33.1229166667,38.0883333333,6.322
573.51,5.03666666667,34.051125,36.04125,28.2275833334,24.8983333333,5.49508333333,13.5301666667,20.6809166667,4.18002083333,30.9406666666,33.2040833333,38.1736666667,6.34391666667
573.85,5.00158333333,34.0449583333,36.0396666667,28.23775,24.93325,5.45783333333,13.5138333334,20.6846666667,4.15979166667,30.94425,33.1996666667,38.1674166667,6.31408333333
574.19,4.99583333333,34.09275,36.07975,28.2711666667,24.98275,5.45083333333,13.5329166667,20.71375,4.16035416667,31.0185,33.2844166666,38.19025,6.324
574.53,5.00825,34.13875,36.13025,28.309,25.0421666667,5.45933333333,13.57625,20.7728333333,4.163125,31.067,33.3750833333,38.2359166667,6.32825
574.87,5.0415,34.2124583333,36.1955,28.3848333333,25.1226666667,5.49616666667,13.5995,20.8273333333,4.19810416666,31.1500833333,33.4636666667,38.3070833333,6.36166666667
575.21,5.04,34.2416666667,36.2251666667,28.4340833333,25.1604166667,5.48216666667,13.6095,20.8455833333,4.20072916666,31.16875,33.5146666667,38.312,6.34666666667
575.55,5.04266666667,34.3470833333,36.3226666667,28.5004166667,25.2168333333,5.48891666667,13.6271666667,20.9039166667,4.1980625,31.2741666667,33.6294166667,38.3975,6.37183333333
575.89,5.0675,34.4328333333,36.428,28.6025,25.3296666667,5.50641666667,13.651,20.995,4.1919375,31.37075,33.76575,38.5175833334,6.38591666667
576.22,5.10666666667,34.5084166667,36.5063333333,28.6728333333,25.4531666667,5.55516666667,13.7320833333,21.0710833333,4.24202083333,31.4749166666,33.8823333333,38.6076666667,6.44275
576.56,5.16425,34.63925,36.614,28.7964166666,25.5719166667,5.6185,13.8174166667,21.1983333333,4.292875,31.57625,34.0040833333,38.7215833333,6.49566666667
576.90,5.17133333334,34.7266666667,36.7490833333,28.8995833333,25.686,5.62558333333,13.86875,21.2681666667,4.3091875,31.7045,34.1213333334,38.8210833333,6.51208333333
577.24,5.15875,34.7570833333,36.8124166667,28.9293333333,25.7238333333,5.61383333333,13.8998333333,21.2791666666,4.31183333333,31.7361666667,34.1789166667,38.8519166667,6.5175
577.58,5.17141666667,34.8620416667,36.9075,29.0214166667,25.8049166667,5.63016666666,13.9450833333,21.34725,4.30872916666,31.8044166667,34.3048333333,38.9220833333,6.51516666666
577.92,5.20066666667,34.99175,37.0364166667,29.1410833334,25.93275,5.659,13.9926666667,21.4498333333,4.35841666667,31.9081666667,34.432,39.0606666667,6.56508333333
578.26,5.17458333333,35.031375,37.1265,29.22875,26.0258333333,5.63691666667,13.9861666667,21.4795,4.3453125,31.98725,34.5315833333,39.1219166667,6.54266666667
578.60,5.1105,35.0200416667,37.1259166667,29.2514166667,26.0585833333,5.57258333333,13.9870833333,21.4645,4.29075,32.0123333333,34.5764166667,39.1143333333,6.48183333333
578.94,5.14025,35.1600416667,37.26225,29.3886666667,26.1879166667,5.60741666667,14.0455,21.5579166667,4.29508333334,32.147,34.7045,39.28175,6.51616666667
579.28,5.12566666667,35.1495833334,37.2556666667,29.4351666667,26.2414166667,5.58341666667,14.0860833334,21.5936666667,4.2974375,32.16575,34.72375,39.2949166667,6.50175
579.61,5.13383333333,35.195875,37.2895,29.455,26.2794166667,5.57591666666,14.1031666667,21.632,4.31175,32.253,34.7714166667,39.3389166667,6.49541666667
579.95,5.09833333333,35.2482083333,37.36275,29.5315,26.32525,5.54875,14.11,21.6548333334,4.29616666667,32.30175,34.84975,39.3638333333,6.47158333334
580.29,5.12658333334,35.3195416666,37.4201666667,29.597,26.43175,5.57275,14.1444166667,21.7216666667,4.32458333333,32.3940833333,34.9470833333,39.4038333333,6.49566666667
580.63,5.12175,35.3560416667,37.4428333333,29.6476666667,26.4613333333,5.56833333333,14.1558333333,21.7188333333,4.322375,32.4235833333,34.973,39.429,6.50283333333
580.97,5.1455,35.425,37.523,29.74975,26.5580833333,5.56916666667,14.2043333333,21.8144166667,4.34216666667,32.52675,35.0530833333,39.49725,6.54266666667
581.31,5.14716666667,35.5015833333,37.5885,29.8135,26.62825,5.56566666667,14.222,21.8726666667,4.34483333333,32.6109166666,35.1475,39.596,6.56308333333
581.65,5.09683333333,35.4832916667,37.5805833333,29.81125,26.6269166667,5.522,14.1700833333,21.8396666667,4.28239583333,32.6316666667,35.1561666667,39.5975,6.49625
581.98,5.11066666667,35.5640833333,37.6335,29.8731666667,26.6728333333,5.53716666666,14.1919166667,21.8761666667,4.29141666667,32.7196666667,35.1900833333,39.7005833333,6.49716666667
582.32,5.13566666667,35.6234166667,37.67175,29.9319166667,26.6988333333,5.55258333333,14.20225,21.918,4.31525,32.7704166667,35.2476666667,39.763,6.52725
582.66,5.16058333333,35.6951666667,37.71275,29.9665833333,26.7880833333,5.5515,14.2411666667,21.98575,4.352,32.8614166667,35.3424166667,39.7891666667,6.56591666667
583.00,5.16133333333,35.7826666667,37.8045,30.0245833333,26.8444166666,5.55525,14.2596666667,22.0350833333,4.35166666667,32.9521666667,35.4341666667,39.8590833334,6.58091666666
583.34,5.18666666667,35.8820416666,37.8931666666,30.1585,26.947,5.60166666666,14.3534166667,22.09875,4.39547916666,33.0255833333,35.5540833334,39.9130833333,6.63483333333
583.68,5.18841666667,35.90875,37.8871666667,30.1599166667,26.9675833333,5.60116666666,14.3310833333,22.1205,4.38858333333,33.0625833333,35.5730833333,39.9720833333,6.61058333333
584.01,5.17441666667,35.9702916667,37.9775,30.1913333333,27.03275,5.5725,14.3595,22.16125,4.38499999999,33.1175833333,35.6703333333,40.02625,6.60025
584.35,5.15616666667,36.0504166666,38.053,30.2715833333,27.14175,5.54458333333,14.3725833333,22.2374166666,4.356875,33.2368333333,35.78725,40.1341666667,6.58416666667
584.69,5.14025,36.1329166666,38.1224166666,30.34425,27.20275,5.53583333333,14.391,22.2830833333,4.33352083334,33.2945833333,35.8766666667,40.1925833334,6.56266666667
585.03,5.20675,36.1859583334,38.2249166667,30.3979166667,27.3039166667,5.60366666667,14.4584166667,22.3433333333,4.37958333332,33.3943333333,35.9605,40.2221666667,6.636
585.37,5.26925,36.328625,38.3843333333,30.5419166667,27.48475,5.69108333333,14.6018333333,22.4751666667,4.43820833333,33.5521666667,36.1215833333,40.34275,6.73358333333
585.70,5.31133333333,36.408625,38.4875833333,30.6060833333,27.5754166667,5.73508333333,14.6811666667,22.5624166667,4.4803125,33.6171666667,36.2545833333,40.3945,6.80375
586.04,5.38241666667,36.4961666667,38.596,30.673,27.7020833333,5.78366666667,14.7778333333,22.658,4.54166666666,33.6978333333,36.3568333333,40.4945833333,6.85441666667
586.38,5.31658333333,36.4734583333,38.59025,30.6504166667,27.6948333333,5.75891666666,14.7650833333,22.6315,4.53070833334,33.6685,36.3676666667,40.4856666666,6.8115
586.72,5.39433333333,36.6188333334,38.72625,30.81025,27.884,5.85558333333,14.906,22.7591666667,4.60460416666,33.85375,36.55525,40.6161666667,6.901
587.06,5.37333333334,36.6624583333,38.7645833334,30.82275,27.9374166666,5.832,14.8625,22.7780833333,4.58889583334,33.8766666666,36.5615,40.6835,6.86508333333
587.39,5.39933333333,36.756375,38.9038333333,30.95375,28.0725,5.86208333333,14.9618333333,22.88225,4.62035416666,33.9656666667,36.71625,40.77025,6.913
587.73,5.42083333333,36.8041666667,38.9363333333,31.0359166666,28.10825,5.90516666667,15.0015833333,22.9069166667,4.62460416667,34.0413333334,36.7536666667,40.8006666667,6.92566666667
588.07,5.45383333333,36.85375,39.0173333334,31.0909166666,28.17925,5.9235,15.0479166667,22.94775,4.65750000001,34.04575,36.8389166667,40.8409166667,6.93425
588.41,5.47141666667,36.87925,39.0663333333,31.1165,28.2478333333,5.92708333333,15.0794166667,22.979,4.67229166667,34.0965833333,36.9178333333,40.9154166667,6.93558333333
588.74,5.50333333333,36.950625,39.14125,31.2091666666,28.3175,5.93133333334,15.1164166667,23.0334166666,4.71637499999,34.1909166667,36.9794166667,41.0035833333,6.93591666667
589.08,5.52691666667,36.9736666667,39.18175,31.24725,28.339,5.93216666667,15.1024166667,23.08375,4.74554166666,34.2154166667,37.05775,41.05625,6.93241666666
589.42,5.52158333334,37.0305833333,39.27425,31.3069166667,28.4285,5.91608333333,15.12,23.13325,4.74464583333,34.2861666667,37.1215,41.1029166667,6.91933333333
589.76,5.449,37.082125,39.3375833333,31.3859166667,28.46475,5.87141666667,15.095,23.1844166667,4.67072916666,34.3369166666,37.2091666667,41.15475,6.8775
590.09,5.541,37.1605416666,39.476,31.50875,28.5705,5.93833333333,15.1818333334,23.2991666667,4.70895833333,34.4806666667,37.3215833333,41.26175,6.93066666667
590.43,5.4965,37.111125,39.43425,31.4391666666,28.532,5.85583333333,15.1030833333,23.252,4.64939583333,34.4111666667,37.2670833333,41.2235,6.84316666667
590.77,5.4785,37.1595833333,39.5163333333,31.4975833333,28.5930833333,5.8525,15.1440833333,23.2774166667,4.63504166667,34.4773333333,37.3464166667,41.27,6.8365
591.11,5.47958333334,37.1999166667,39.5380833334,31.4985,28.6095,5.82816666667,15.14725,23.2779166667,4.62591666666,34.5299166667,37.38325,41.291,6.80933333334
591.44,5.45108333333,37.281125,39.6265,31.5741666667,28.6941666667,5.79616666667,15.1576666667,23.3351666667,4.60652083332,34.57925,37.4915833334,41.4205,6.80116666667
591.78,5.41133333334,37.328625,39.6888333333,31.6441666667,28.6964166667,5.76391666666,15.1543333333,23.3824166667,4.57337500001,34.7029166666,37.5388333333,41.47075,6.7555
592.12,5.37308333333,37.3570416667,39.7305833333,31.6858333333,28.72425,5.7155,15.1456666667,23.38375,4.53135416668,34.781,37.60725,41.4955833333,6.72583333333
592.46,5.31075,37.3954166667,39.74775,31.6976666667,28.7080833333,5.6645,15.1006666667,23.40675,4.48206249999,34.7774166666,37.6568333334,41.5124166667,6.67958333333
592.79,5.28308333334,37.4568333333,39.8014166667,31.7384166667,28.7776666666,5.64433333334,15.0903333333,23.4264166666,4.46687499999,34.8504166666,37.6730833334,41.5606666667,6.63325
593.13,5.278,37.5455416667,39.8270833334,31.7954166666,28.7904166667,5.66941666667,15.116,23.4653333333,4.46222916666,34.91675,37.76825,41.6465,6.64641666666
593.47,5.30616666666,37.6297083333,39.8935833333,31.8543333333,28.8809166666,5.6845,15.1570833333,23.486,4.49029166667,34.9986666667,37.8418333333,41.7053333333,6.67025
593.80,5.28341666667,37.6827916667,39.9545,31.8936666667,28.9264166667,5.64708333333,15.1588333333,23.4951666667,4.45345833332,35.0340833333,37.94225,41.8041666666,6.65425
594.14,5.315,37.81475,40.0970833333,32.0255,29.0193333333,5.66391666667,15.2375,23.574,4.50256250001,35.1888333334,38.0861666667,41.9134166667,6.70308333333
594.48,5.34275,37.895375,40.1795833333,32.0919166667,29.1005,5.674,15.2864166667,23.6566666667,4.56002083332,35.31425,38.2046666666,41.9784166666,6.743
594.81,5.39458333333,37.9790833333,40.2978333333,32.1690833333,29.1870833333,5.72866666667,15.3254166666,23.7360833333,4.59287500001,35.42375,38.3111666667,42.08025,6.77441666667
595.15,5.41575,38.0117083333,40.3360833333,32.19725,29.1973333333,5.74575,15.3298333333,23.76375,4.60602083334,35.47975,38.3816666666,42.0910833333,6.78766666667
595.49,5.44425,38.0670416666,40.3783333333,32.2036666667,29.2911666667,5.79025,15.3646666666,23.7775,4.646875,35.5116666667,38.4575,42.12525,6.85175
595.82,5.48075,38.1723333333,40.4759166667,32.2770833333,29.3743333333,5.84916666667,15.4164166667,23.8703333333,4.69214583334,35.5889166667,38.5785833333,42.2179166667,6.88675
596.16,5.4665,38.2221666666,40.5321666666,32.3149166667,29.4720833333,5.85366666667,15.44175,23.87825,4.67591666666,35.6481666666,38.6446666667,42.2828333333,6.88675
596.50,5.414,38.2382083333,40.5435,32.2973333333,29.4511666667,5.78783333333,15.3978333334,23.8473333333,4.60483333333,35.6483333333,38.6758333333,42.2675,6.85408333333
596.83,5.39833333333,38.2980416667,40.60175,32.3495833333,29.5303333333,5.75333333334,15.39,23.8721666667,4.57462500001,35.71675,38.7489166667,42.29875,6.8105
597.17,5.424,38.3525833333,40.6415,32.3719166667,29.5713333334,5.76558333333,15.4203333333,23.8909166666,4.59220833332,35.76875,38.7954166667,42.2954166667,6.83933333333
597.51,5.37975,38.4024166667,40.654,32.3849166666,29.60225,5.73691666667,15.3868333333,23.9000833333,4.56922916668,35.7975833333,38.832,42.2796666667,6.801
597.84,5.36625,38.3896666667,40.63125,32.3908333334,29.6374166667,5.73583333334,15.3443333333,23.8906666667,4.53085416667,35.7726666667,38.84075,42.297,6.7765
598.18,5.33375,38.39625,40.63,32.3965833334,29.6500833333,5.69825,15.3260833333,23.8863333333,4.47947916666,35.7640833333,38.85525,42.3175833333,6.74108333334
598.52,5.30016666667,38.4694583333,40.7120833333,32.4938333333,29.756,5.67625,15.3465,23.89975,4.46995833334,35.8243333333,38.9418333334,42.38475,6.74375
598.85,5.24691666667,38.4705,40.7503333333,32.4914166667,29.7995833334,5.64758333333,15.31925,23.8754166667,4.44493749999,35.8273333333,38.9603333333,42.4138333333,6.71941666667
