wavelength,Back_CamHelm,Belly_CamHelm,Breast_CamHelm,Crissum_CamHelm,Crown_CamHelm,DorTail_CamHelm,Rump_CamHelm,Throat_CamHelm,WingTip_CamHelm
229.52,38.6795333333,40.1128666667,50.2092666667,41.0306666667,35.7488,43.1401333333,41.4976333333,37.4558666667,36.6183333333
229.89,34.4496,35.3997333333,44.012,36.1990666667,31.463,35.8371,36.6515,33.6049333334,29.7738666667
230.27,32.0393333333,33.8959666667,38.9592666667,33.1082666667,28.8607333333,32.6441333333,34.0647666667,29.8734,27.3698
230.65,28.1781333333,29.8651666667,35.0876666666,28.448,25.5332,28.1918,29.5681333333,25.3711333333,23.3196666667
231.02,25.4350666667,27.5770333333,32.2356,26.2114666667,22.5970666667,23.5876666667,26.4791333333,23.6948,20.7227333333
231.40,27.0600666667,30.1597,33.4562,29.9875333333,24.2802,25.4612,28.8067666667,25.2888666667,24.5508666667
231.78,26.4994666667,30.0477666667,31.7323333333,27.9333333333,25.5435333333,24.4204,28.4946666667,25.3046666667,25.0418
232.15,24.8484666667,30.6313666667,33.1817333334,27.4241333333,26.6162,25.2651333333,28.1186666667,25.0758666667,25.3536666667
232.53,22.1052666667,28.8094666667,32.0050666667,26.6416666667,26.0400666667,24.4485333333,26.5288666667,23.3080666667,23.3836666667
232.90,24.5186666667,33.1233666667,37.5062,30.4197333333,29.8272,28.1603666667,29.9258666667,28.4445333333,28.0742
233.28,19.7602666667,29.6043333333,33.789,25.4675333333,26.7145333333,24.6403333333,25.6715,26.091,24.5564
233.66,21.0344666667,30.8851,35.3333333333,25.7012,28.7356666667,28.0000333333,26.2299,29.6551333333,27.4252
234.03,23.2042666667,34.1183333333,38.5807333333,28.0000666667,30.6883333333,34.5806,28.914,31.9355333333,31.914
234.41,26.1877333333,36.8963,41.2774,31.497,34.7104666667,37.8342666667,32.1058,35.2894,36.5068666666
234.78,27.4667333333,37.3523,42.4953333333,32.4951333333,35.4286,39.4379666667,34.6381666667,36.4951333333,38.2665333333
235.16,25.7558666667,35.9379333333,41.4572666667,30.9652666667,34.2078,39.5903,33.3607,34.9362666667,37.2131333333
235.54,25.2940666667,35.3118666667,40.2673333333,30.1246,34.884,39.3672666667,33.3955666667,35.3119333333,36.5063333333
235.91,25.1002,35.9290333333,41.0381333333,31.4024666666,34.7722666667,40.1001666667,34.4534333333,35.4282,37.3406666667
236.29,23.7114666667,32.9727333333,36.8161333333,28.8126666667,32.0317333333,38.505,32.8495333333,32.9288,35.5674
236.66,24.7312,33.9158333333,38.0824666667,29.2652,33.4768,40.4211333333,33.0644,34.0859333333,37.2937333333
237.04,24.9468666667,34.4503,37.3048,29.7872,33.4043333333,39.9911666667,33.6258333333,34.2554,37.6418666667
237.41,27.3455333333,37.5021,37.6676,32.3410666667,35.2654666666,41.6449333333,35.718,35.8746666667,40.2438
237.79,25.7833333333,35.7833333333,35.55,29.7,32.4833333334,39.075,34.525,32.4166666667,36.6666666667
238.17,24.6768,35.0850666667,33.6392666667,28.5374,31.1223333333,35.7313333333,33.4948,30.7312,35.17
238.54,24.3550666667,35.4271666667,34.2376666667,27.8726,30.8375333333,34.7403333333,34.1624666667,30.8543333333,34.7403333333
238.92,23.8622,34.8798,32.8366,26.3620666667,29.1025333333,33.3655333333,33.0609,30.5128,33.5896666667
239.29,24.2844666667,34.1221666667,31.3070666667,25.7077333333,28.5693333333,30.8972,33.1013333333,29.6519333333,32.7144666667
239.67,22.6874666667,32.3459666667,29.1612,24.291,26.9785333333,29.3838666667,30.6460333333,27.2308666667,31.2397333333
240.04,19.5034,28.2185666667,25.0278,21.8747333333,23.4264,26.4558,26.6108666667,23.8486,27.6722666667
240.42,17.5907333333,26.0010333333,23.2451333333,20.352,21.1662,24.8186,23.6303666666,21.7162666667,25.1817333333
240.79,15.7874666667,22.8515,20.0596666667,18.0924666667,18.0924,21.8729666667,21.0630666667,18.8476666667,22.0666666667
241.17,13.8918,19.8626,17.0922,15.3812666667,15.7090666667,19.468,18.2890333333,16.4361333334,19.4682
241.54,11.9341333333,17.0527,14.9095333333,13.1322666666,13.1482,17.3501666667,15.5529333333,14.1938666667,17.0002
241.92,11.2979333333,15.5752666667,14.3068,12.7507333333,12.3009333333,15.9623,14.3510666667,13.6136,16.6815333333
242.29,10.3986666667,14.1375666667,13.1684,12.2268666667,11.5464666667,14.9655333333,13.3711666666,12.7628666667,15.9175333334
242.67,9.75026666665,13.0969333333,11.5751333333,11.3421333333,10.5428,14.1190333333,12.2243,11.5019333333,14.8852
243.05,9.25706666668,12.5226666667,10.6458666667,11.4792666666,10.2649333333,13.6081,11.6247666667,10.5103333333,14.5348
243.42,9.18226666666,12.4999666667,10.6555333333,11.8352666667,9.80026666665,13.9825333333,10.8646666667,10.4681333333,14.3633333333
243.80,8.67033333333,12.0528,10.4719333333,11.2561333333,8.82346666667,13.1557333333,10.4412666667,9.99393333334,13.5662666667
244.17,8.80039999999,11.8777666667,10.2004666667,11.0514666667,8.4428,12.7753,9.93513333333,9.98459999999,13.0868
244.55,9.14626666667,11.5204666667,10.0331333333,10.8717333333,8.22326666666,12.3590333333,9.86423333333,10.0512,13.2789333333
244.92,8.85906666667,11.3027333333,9.76286666667,10.3264666667,7.72113333333,12.0780666667,9.72096666667,9.89673333333,13.0319333333
245.30,8.31286666666,10.1870666667,8.88726666667,9.35386666665,6.72826666667,11.7999333333,8.81033333333,8.58980000001,11.7384
245.67,7.85073333333,9.4644,8.43313333334,8.86526666667,6.0278,11.0641,8.4191,7.80353333333,11.2614
246.05,8.14939999999,9.44243333333,8.18846666667,8.98393333334,6.0008,11.4483,8.47603333334,7.57866666666,11.4871333333
246.42,7.92026666667,8.93826666667,7.71846666667,8.40653333333,5.46066666666,10.7690666667,7.94183333333,7.16886666667,11.0597333333
246.79,7.0006,7.7995,7.117,7.45453333334,4.61873333333,9.90206666666,7.10426666667,6.43433333333,10.2360666667
247.17,6.527,7.06653333333,6.38433333333,6.813,3.89313333333,9.34329999999,6.38936666667,5.77846666667,9.50153333332
247.54,5.79873333333,6.2622,5.4472,5.7298,3.01453333333,8.3926,5.63283333333,4.7698,8.80353333333
247.92,5.8178,6.08313333333,5.37926666667,5.67153333333,3.05193333333,8.34686666667,5.68746666666,4.68926666667,8.90473333333
248.29,5.44686666667,5.62646666667,4.8258,5.23873333333,2.53113333333,7.822,5.3017,4.08826666667,8.64006666666
248.67,5.11953333333,5.4548,4.42026666666,4.88526666667,2.23706666667,7.39766666667,5.04663333333,3.8382,8.2994
249.04,5.38813333333,5.517,4.407,5.05786666667,2.22993333333,7.35216666666,5.14526666667,3.82893333333,8.68193333333
249.42,5.4876,5.77373333333,4.55793333333,5.36486666667,2.35433333333,7.17563333333,5.39636666667,4.3648,9.11573333334
249.79,5.29266666667,5.69053333333,4.3994,5.334,2.21466666667,6.9069,5.2178,4.4258,8.97146666666
250.17,4.8242,5.3534,3.8424,4.94146666667,1.82226666667,5.9698,4.76366666667,4.38366666667,8.43646666665
250.54,4.42286666667,4.99253333333,3.3614,4.60833333333,1.355,5.9719,4.4487,4.2072,7.97406666665
250.92,4.39693333334,5.11143333333,2.8074,4.7324,0.836199999999,5.77756666667,4.04326666667,3.96973333333,8.00353333333
251.29,5.0012,5.58593333333,3.30693333334,5.17293333333,1.36953333333,6.17953333333,4.58133333333,4.63846666667,8.85240000001
251.66,4.69553333333,5.16253333333,2.70966666667,4.994,1.04666666667,5.9622,4.43636666667,4.49486666667,8.65733333334
252.04,4.81913333333,5.22286666667,2.44673333333,5.04226666667,0.767666666665,5.71073333333,4.0663,4.6558,8.76173333333
252.41,5.1618,5.375,2.49293333334,5.39753333333,0.998200000001,6.1199,4.3741,4.91593333333,8.89386666667
252.79,5.0576,5.2191,2.38793333333,5.42153333333,1.11706666667,6.15673333333,4.28643333333,4.83733333333,8.80853333333
253.16,4.18366666667,4.23576666667,1.43453333333,4.65833333333,0.3234,5.4252,3.30456666667,3.9958,7.38133333334
253.54,3.99993333333,3.89723333333,0.869599999999,4.43213333333,-0.0895333333326,4.9064,2.9566,3.19366666667,6.80886666667
253.91,4.17213333333,3.65466666667,0.495533333332,4.3464,-0.223333333336,5.03283333333,2.69606666667,2.93026666667,6.66666666667
254.28,3.88426666667,3.74243333333,0.295066666666,4.118,-0.361866666668,5.3313,2.5236,2.5096,6.48320000001
254.66,4.545,4.46673333333,1.0608,4.85806666667,0.231999999999,5.62896666667,3.16516666667,2.8754,6.98533333333
255.03,4.782,4.13943333333,1.32733333333,4.66666666667,0.3698,5.13933333333,3.18483333333,2.818,6.60619999999
255.41,4.41666666667,3.13896666667,0.905066666666,4.46146666667,-0.178333333332,4.68136666667,2.53673333333,2.4538,6.31606666667
255.78,6.11913333334,4.87753333334,2.6426,6.1,2.0248,6.28146666667,4.4572,4.24706666667,7.94653333334
256.15,5.60993333333,4.1979,2.08766666667,5.71240000001,1.44733333333,5.7349,4.01206666667,3.61186666667,7.05746666667
256.53,5.11006666667,3.90706666667,1.71166666667,4.96733333333,0.992200000001,4.9211,3.3085,3.1566,6.52406666667
256.90,4.4992,2.9671,0.984133333334,4.25306666667,-0.333933333335,3.72006666667,2.34913333333,2.22613333333,5.88746666666
257.28,4.836,3.38083333333,1.6086,4.344,0.100466666665,4.34636666667,2.94713333333,2.85193333333,6.54479999999
257.65,4.98346666667,3.34516666667,2.0758,4.2884,0.354533333334,4.93146666667,2.9457,3.26246666667,7.05906666667
258.02,4.63706666667,3.1555,1.92853333333,4.09553333333,0.299133333334,4.73623333333,2.9977,3.21406666667,6.75160000001
258.40,4.4642,2.61766666667,1.76826666667,3.5818,0.1772,4.53363333333,2.6976,2.9252,6.5486
258.77,4.60353333333,2.6968,1.83793333333,3.60066666666,0.540466666666,4.9412,2.83933333333,3.02093333333,6.75066666667
259.15,4.8832,3.216,2.2186,4.04213333334,1.07853333333,5.64143333333,3.26656666667,3.59633333333,7.11513333333
259.52,5.12513333333,3.67383333334,2.33573333333,4.09926666667,1.29253333333,5.98333333333,3.48863333333,3.791,7.07106666667
259.89,5.12373333333,3.48896666667,2.43973333333,4.05266666667,1.2176,5.93583333333,3.3775,3.79213333333,6.98033333333
260.27,5.3644,3.75173333333,2.6924,4.18353333333,1.62846666667,6.22456666667,3.63796666667,3.91586666667,7.13680000001
260.64,5.32093333333,3.7192,2.89993333333,4.29673333333,1.76706666667,6.34183333333,3.7733,3.96853333333,7.12553333334
261.01,5.57806666667,4.008,3.15333333333,4.59973333333,2.24806666667,6.66983333333,4.10066666667,4.3834,7.33139999999
261.39,5.468,3.7986,3.0572,4.5108,2.35933333333,6.5392,3.95176666667,4.2402,7.16993333333
261.76,5.61473333333,3.93986666667,3.13293333333,4.67546666667,2.5668,6.61033333333,4.13676666667,4.4312,7.15713333333
262.13,6.30406666667,4.39273333333,3.87126666667,5.1994,3.18486666667,7.13616666667,4.7068,5.08273333333,7.75180000001
262.51,6.25893333333,4.2753,3.8076,5.2012,3.003,6.88923333333,4.64163333333,5.05733333333,7.50066666666
262.88,6.08306666667,3.8539,3.3542,4.9072,2.69906666667,6.3778,4.1935,4.88626666667,7.27106666667
263.25,6.01333333333,3.75166666667,3.21666666667,4.82333333334,2.55333333333,6.075,4.175,4.79333333333,7.16666666666
