wavelength,Back_ConCinf,Belly_ConCinf,Breast_ConCinf,Crissum_ConCinf,Crown_ConCinf,DorTail_ConCinf,Patch10_ConCinf,Patch11_ConCinf,Rump_ConCinf,Throat_ConCinf,WingTip_ConCinf
194.37,136.363666667,157.4915,167.424166667,104.124416667,141.540166667,121.548833333,142.340083333,139.057083333,163.552083333,133.207125,145.707
194.75,129.285583333,148.96825,157.380833333,98.3332500001,135.396625,115.952333333,131.190416667,130.714416667,154.28575,125.793583333,136.66675
195.13,132.843166667,150.163416667,159.313666667,101.062083333,135.620791667,119.199416667,133.90525,133.986916667,157.271166667,130.146916667,135.37575
195.51,120.728333333,133.613416667,144.04775,99.5797500001,128.991625,110.223916667,121.568583333,123.94975,146.078416667,117.927083333,121.218416667
195.89,131.73075,145.83325,161.137833333,112.820583333,142.38775,120.833333333,129.086583333,137.900583333,161.298166667,129.006416667,135.416583333
196.27,129.279166667,146.17125,156.456416667,113.063083333,139.189125,123.873916667,124.849666667,134.534416667,162.687833333,125.487916667,135.73575
196.65,119.844583333,140.1835,145.621416667,107.415166667,128.742958333,117.4435,118.220333333,125.565083333,152.613,119.279791667,128.107416667
197.03,110.8,128.266666667,137.333333333,102.4,119.033333333,108.533333333,107.733333333,118.466666667,139.666666667,112.233333333,122.4
197.40,104.137166667,115.484666667,128.073166667,101.122916667,110.608708333,100.768416667,99.7634999998,111.229333333,129.669083333,107.387791667,116.903
197.78,99.1093333333,109.669333333,126.972,97.5825833334,104.421125,91.7940000001,93.0661666668,104.516583333,126.844833333,103.339625,114.249333333
198.16,99.1229166665,107.142833333,122.744416667,96.2405833335,99.0601250001,92.3558333332,88.2831666666,100.877166667,124.248166667,103.602958333,108.270666667
198.54,104.102416666,114.359,124.679416667,102.948666666,109.7435,101.666666667,94.1024166668,108.07675,131.282,111.506375,116.602416667
198.92,110.434666667,126.521916667,137.31875,112.826,121.920208333,108.623166667,104.710166667,119.855,146.0145,124.202833333,124.637583333
199.30,118.79425,137.056833333,152.83675,126.507083333,135.638166667,115.425416667,110.549666667,131.382833333,163.741166666,136.569166667,139.539
199.68,151.547583333,176.071333333,199.047833333,163.095333333,172.380791667,145.238,141.1905,174.523833333,210.47625,182.738083333,181.309583333
200.06,128.503833333,147.822,164.583416667,134.564416667,143.892,126.136333333,119.886333333,148.768916667,175.189333333,154.592958333,151.32575
200.44,157.29175,185.547,202.734583333,168.099,185.026041667,147.526166667,146.61475,186.458416667,216.145916667,197.20075,185.41675
200.82,141.561083333,161.3925,177.531666667,151.054833333,169.936625,135.337583333,134.493583333,166.350333333,190.400833333,171.887958333,168.565333333
201.19,124.719166667,143.632916666,155.15,140.074833333,153.979416667,125.562,123.501916667,144.850083333,172.84625,151.545083333,151.029916667
201.57,137.793333333,163.028083333,175.0,161.854333333,181.044625,146.244166667,141.783916666,165.845166667,196.948333333,165.845041667,171.244
201.95,159.946333333,184.27425,199.596833333,188.978666667,214.919416667,173.521416667,166.801083333,195.699083333,229.435666667,190.121125,199.193583333
202.33,224.0195,275.245166667,321.078416667,282.352833333,348.774458333,259.558916667,249.754916667,314.21575,358.333333333,283.701041667,304.901833333
202.71,249.666666667,314.666666667,401.333333333,345.666666667,423.666666667,304.0,290.666666666,374.333333333,431.666666667,330.0,353.666666667
203.09,214.285833333,263.392833333,344.940416667,308.333333333,364.136833333,266.071416667,247.023833333,315.47625,372.619,275.595333333,318.452416667
203.47,178.50875,223.245583333,279.8245,255.263166667,298.793833333,218.201833333,211.622833333,255.4825,295.833416667,226.425375,241.886
203.85,112.566083333,135.44975,170.634916667,159.92075,181.547708333,138.35975,132.539583333,154.629666667,183.99475,135.978875,147.48675
204.22,108.333333333,129.577416667,158.568,153.40375,170.892,134.037666667,133.6855,142.37075,175.352083333,130.81,140.375583333
204.60,104.16675,118.844583333,144.791583333,137.59475,152.27275,124.715916667,126.32575,128.409083333,158.617333333,119.933708333,130.303166667
204.98,113.356083333,126.02725,158.904,148.972666667,167.408666667,132.420083333,138.81275,139.954333333,173.173416667,129.28075,140.296666667
205.36,135.416666667,153.685833333,192.30775,175.160333333,201.923041667,157.692166667,179.166833333,181.249833333,217.467916667,162.019125,167.147583333
205.74,151.634083334,166.666666667,199.346416667,189.052416667,215.359375,169.93475,188.071916667,198.692833333,233.169916667,183.251791666,179.411666667
206.12,156.891083333,175.16025,203.205,188.782,213.621833333,177.724333333,191.666666667,199.358916667,232.05125,194.391083334,181.249833333
206.50,148.461416667,160.128333333,181.923083333,172.820583333,188.84625,164.230833333,170.897416666,175.76925,202.948833333,176.859,168.33325
206.87,135.625,144.270833333,157.708333333,159.791666667,165.885416667,144.0625,153.958333333,155.104166667,177.8125,154.947916666,150.729166667
207.25,140.111166667,148.4445,161.4445,161.777666667,169.611041667,148.444333333,158.111166667,158.888833333,186.222166667,157.555625,154.889
207.63,139.102583333,148.183666667,158.653833333,158.974416666,168.482958333,153.418833333,158.226333333,159.508583333,190.705083333,159.775625,161.859
208.01,161.940333333,173.13425,184.701583333,182.835833333,197.014958333,185.199,188.930333333,186.194083333,221.020083333,186.442916667,190.174333333
208.39,219.246083333,229.761833333,259.920666667,263.492083333,274.107291667,259.32525,262.10325,262.10325,316.468333333,256.944541667,268.651
208.77,255.637333333,270.588166667,316.42175,330.63725,329.166833333,331.862833334,318.8725,331.127416667,372.303916667,310.78425,313.2355
209.14,275.5555,291.38875,346.388833333,374.72225,363.889,375.555583333,352.777916667,364.166666667,425.5555,344.999958333,350.555416667
209.52,176.602583333,181.089916667,216.5065,232.692333333,234.775666667,241.18575,210.897416667,217.307666667,262.1795,205.048208333,223.557666667
209.90,165.306083333,168.197333333,215.816416667,221.598583334,225.084958333,242.347,202.210916667,200.340083333,257.14275,188.520458333,209.693916667
210.28,149.612333333,138.759666667,212.209333333,217.635833333,226.162791667,233.914666667,190.11625,192.441916667,250.581333334,181.87975,200.193833333
210.66,140.555416667,126.851833333,190.185083333,202.592666666,218.425916667,224.074,185.740666667,178.5185,237.77775,172.500083333,189.814666667
211.03,238.725333333,188.7255,340.686166667,367.647083334,444.852999999,476.470666667,335.294083333,320.588166666,487.745250001,331.372541667,359.313833332
211.41,144.761916667,112.142833333,184.047583333,212.142833333,238.690583333,256.904833333,180.000083333,170.714416666,250.47625,186.547583333,196.66675
211.79,139.460833333,94.6075833334,161.764583334,198.774583333,228.186208333,251.7155,170.098,162.74525,239.951083333,173.16175,196.3235
212.17,243.452333334,141.66675,299.404833334,396.428583332,483.928666666,527.976249998,328.571500001,280.357166667,505.952416666,354.166833333,370.238250001
212.55,164.197583333,112.963166667,187.654416667,235.49375,287.654291667,302.469166667,221.605,182.715916666,294.135833333,227.777791667,218.827083333
212.92,119.583333333,80.8333333332,127.083333333,168.125,194.583333333,197.083333333,156.25,119.791666667,213.541666667,159.0625,170.625
213.30,112.103166666,75.9921666667,127.77775,155.357166667,182.341291667,176.78575,140.873,116.46825,196.627083333,149.404791667,159.325333333
213.68,123.11825,65.3225,150.000166666,186.55925,208.871083333,205.1075,167.473166667,138.172083333,233.333416667,197.8495,180.64525
214.06,310.000000001,176.666666666,372.500000001,544.166666667,587.916666665,538.333333335,516.666666668,400.833333333,668.333333334,557.916666667,529.166666667
214.44,264.880916667,188.09525,262.500083333,442.261916669,434.523791666,424.999916667,433.333333334,339.285666667,515.476333334,387.202291667,412.500083334
214.81,252.631583333,156.579,230.263166667,370.175333333,339.034875001,338.157833333,367.543916667,300.438583333,416.666583333,334.868583333,340.789416666
215.19,296.052666667,189.035,294.29825,418.859666667,368.859666667,375.43875,416.666666668,345.614083333,456.579,365.570291666,373.245583333
215.57,337.745,247.549,370.58825,490.196083333,433.578291667,455.88225,501.960833333,444.117416666,542.156833333,447.058916667,424.019499999
215.95,270.416666667,204.166666667,332.5,425.0,349.166666667,370.833333334,430.0,359.166666667,449.166666666,373.333333333,349.166666667
216.32,279.583333333,197.916666667,311.25,404.583333333,325.833333333,348.333333333,403.333333333,356.25,422.083333333,344.166666667,362.5
216.70,250.641166667,169.551333333,250.641,323.397333334,258.814166667,282.37175,317.628166667,293.26925,331.08975,282.532041667,314.743583333
217.08,419.607916667,289.705916667,425.980333333,484.803916666,423.039125,459.803916667,506.86275,487.745166667,521.078499999,447.304,495.588416667
217.46,334.72225,232.29175,317.361166667,367.708333333,317.708416667,365.625083333,397.916666667,357.986166667,393.40275,347.395875,364.236083334
217.83,401.136333333,309.090916666,369.318083333,438.63625,372.916541667,425.757583333,456.818083333,401.515083334,460.227166667,400.189416667,434.848500001
218.21,190.178583333,148.512083333,180.357166667,202.6785,173.660708333,195.833416667,201.1905,187.351083333,210.267916667,190.252958334,206.994083333
218.59,204.597666667,162.499916667,198.563166667,218.103416667,191.882083333,203.160833333,210.775833333,203.879333333,226.5805,207.184,219.253
218.97,195.386833333,165.3275,193.3035,221.875083333,192.633833333,203.571333333,204.613166667,200.892833333,232.142833333,205.059708333,219.196416667
219.34,145.464083333,132.7005,146.8355,166.455666667,149.999958333,152.109666667,158.755166667,158.016833333,179.64125,156.80375,165.611833333
219.72,143.666666667,125.77775,144.111083333,163.111166667,149.111166667,147.111166667,158.000166667,154.333333333,181.777666667,152.11125,169.888916667
220.10,163.480416667,140.686166667,163.357833333,181.3725,170.036958333,170.343,176.102833333,172.426416667,201.83825,165.87,185.661833333
220.47,144.212916667,120.7175,149.42125,164.120166667,155.787166667,155.208333333,157.754666667,155.324166667,181.828833334,149.479208333,163.888916667
220.85,140.6945,118.055416667,152.777666667,174.02775,161.666625,161.111,164.722333333,156.805583333,193.889,148.333333333,166.250166667
221.23,106.691916667,86.1110000001,119.57075,146.46475,129.6085,131.818166667,135.73225,121.969666667,159.722333333,124.621291667,131.818083333
221.61,96.5516666666,78.7356666667,123.850583333,148.419583333,128.304666667,134.195333333,135.057416667,114.79875,165.373416667,125.790166667,135.201166667
221.98,81.76325,64.6134999999,110.628,128.864666667,115.338125,115.942083333,118.961333333,106.28025,143.115916667,102.898416667,118.23675
222.36,85.3031666668,62.4242499998,112.87875,142.57575,125.303,129.090916667,128.636333333,105.454583333,159.2425,104.318083333,124.8485
222.74,72.7863333332,51.8229166665,94.2707499999,121.093833333,101.236791667,117.3175,113.151083333,85.5468333332,134.895666667,91.9920416667,106.25
223.11,68.7500000002,45.0658333333,82.56575,101.4255,85.3619166668,100.54825,97.8069166668,68.3114166667,108.991166667,79.2214166666,91.8859999999
223.49,65.2083333333,38.8541666667,76.3541666666,94.6875000001,75.7291666668,95.4166666667,90.4166666667,61.9791666667,98.1249999999,78.5416666668,90.3125
223.87,60.8333333333,39.6875000001,70.9374999999,90.9375000001,72.1354166668,93.3333333335,86.6666666668,58.8541666665,91.0416666666,76.4583333333,81.6666666668
224.24,54.5369999998,38.1482499999,57.1295,77.8703333333,60.8796250001,79.9074166668,77.5926666667,53.2407500001,75.463,68.5184166667,71.5739166666
224.62,57.0218333333,47.3766666667,54.39825,73.3024166667,57.0603333335,73.1481666666,78.3951666668,56.3270833335,72.9166666668,65.2391249999,70.6019166666
225.00,53.125,43.5546666667,48.4373333333,62.0443333333,51.0416249999,63.7370000001,66.4712500001,52.539,64.7135833334,54.4596250001,62.0444166667
225.38,54.5572499999,43.9451666667,44.2057500001,59.1145000001,49.8046249999,59.6353333334,63.0207500002,50.3254166668,62.3697499999,50.9113749999,59.2449166666
225.75,64.2019166666,52.9342500001,47.0071666666,66.66675,58.15725,65.7276666666,68.3099166668,62.7934999999,66.8427499998,56.103375,66.3733333333
226.13,74.6745833334,62.5000833333,51.4322499999,74.1533333334,63.3788333334,73.6977500002,77.6691666666,69.8568333333,75.0649999999,65.6248333332,73.2420833335
226.51,74.64525,65.3074166667,51.5955833332,70.6856666667,63.4455833332,71.6904166667,76.5366666667,70.3901666667,73.8180833334,66.5189999999,69.6809166667
226.88,64.6481666668,58.9028333333,44.203,59.1614166667,56.9617916667,60.4038333334,65.7349166668,60.6106666667,63.4575833332,56.2888333334,61.9046666667
227.26,54.6394166666,53.33325,38.2431666667,53.2431666667,47.45475,53.8739166666,59.6846666666,56.2613333333,54.4595,46.9820000001,55.4503333333
227.64,50.11975,48.684,35.40675,48.8038333334,41.6865833333,49.3620000001,54.8245833334,50.67775,48.8038333334,39.7329583333,49.6809166667
228.01,44.6180833334,41.8750833333,31.8055833333,42.7779166667,34.9825833333,42.6735833334,48.5765,43.57625,42.0833333333,33.7327083333,44.1319166667
228.39,39.3995,38.0515833333,31.1885833333,40.1653333333,32.32225,40.34925,43.9033333333,39.277,39.4915,30.9894166667,42.1569166666
228.76,34.03475,33.0246666667,29.2928333333,36.41975,29.0682916667,38.2155,39.78675,34.3713333333,35.91475,27.314875,38.5520833333
229.14,33.89075,33.3599166667,31.6613333333,37.4204166667,30.4405416667,39.9151666667,41.0828333334,35.3769166667,35.6423333333,29.6177916667,39.8088333333
229.52,32.8796666667,32.4021666667,31.4948333333,36.1508333333,29.42925,39.4699166667,39.7566666667,35.31525,33.9301666667,29.4413333333,39.30275
229.89,28.301,29.22425,29.109,31.302,25.4734583333,35.8264166667,36.6805,31.1403333333,29.9630833333,25.681,35.4800833334
230.27,25.9113333333,27.23525,28.1685833333,29.2969166667,23.784875,34.5919166667,34.6355833333,29.3405,27.539,24.6853333333,33.9191666667
230.65,23.7943333333,25.0634166667,27.3265,27.8554166667,21.4254583333,33.6505833333,33.3756666666,27.7495,25.6135833333,23.0646666667,33.5448333333
231.02,23.9966666667,25.22525,27.8255,28.5831666667,21.9594166667,34.2751666667,33.35375,28.4600833333,25.53225,23.6484583333,33.51775
231.40,24.0833333333,25.1666666667,28.5208333333,27.5833333333,23.28125,33.6666666667,33.0416666667,27.8333333333,27.0416666666,24.09375,32.8333333333
231.78,25.69275,26.0074166667,29.681,27.7288333333,25.37775,34.9286666667,33.7531666667,29.1141666667,28.0856666667,26.070625,34.194
232.15,27.5540833334,27.5109166667,31.948,29.5889166667,28.4956666667,38.16025,35.3895833333,31.0606666667,30.41125,28.928625,36.88325
232.53,29.8649166667,29.39175,32.3423333333,30.81075,30.349125,38.9863333333,37.1621666667,33.0631666667,31.3289166667,30.157625,37.56775
232.90,31.9561666667,30.8123333333,33.0999166667,33.0064166667,31.9210833333,40.6395833333,37.9785833334,35.014,32.8896666667,33.2050416667,38.3753333333
233.28,30.81225,29.1083333333,31.2791666666,32.0493333333,30.287,39.4491666667,35.6910833333,32.3996666667,31.7694166667,32.2712083333,37.2781666667
233.66,30.95225,28.94325,32.2916666667,32.66375,30.332375,39.9306666667,36.3343333333,31.8205,32.0684166667,32.3412083333,38.71525
234.03,32.0344166667,28.6275833333,33.33325,34.9509166667,31.176625,40.1715833333,36.593,32.2550833333,32.8430833333,33.63975,38.5295
234.41,31.085,27.8349166667,32.6,34.8974166667,30.8650416667,39.1984166667,35.9971666667,31.1338333333,32.9666666666,31.915875,36.3880833333
234.78,32.8873333333,29.6008333333,34.2253333333,36.4319166667,33.6970833333,39.8590833333,37.0891666667,33.5209166667,35.2345833333,33.2276666667,36.737
235.16,32.4424166667,28.468,34.48925,35.6454166667,32.358,39.5229166666,36.0549166667,32.73125,35.83825,32.7673333333,36.7533333333
235.54,35.7175,30.8563333333,37.2454166667,38.4953333333,34.687625,41.9443333334,37.84725,35.8565,37.06025,34.82625,39.5138333333
235.91,33.7975833333,29.8513333333,36.5598333333,39.04375,33.8905,40.8773333333,36.8384166667,34.95825,35.77075,33.3449166667,38.1615
236.29,33.1069166667,30.81975,35.643,39.2211666667,33.27675,38.7680833334,36.5715833333,34.9411666667,35.03175,31.7594583333,37.817
236.66,31.3270833333,28.5053333333,33.9728333333,37.7426666667,31.76825,36.5741666667,35.2071666667,33.9945833333,33.7080833333,29.640625,36.64
237.04,28.5223333333,26.7396666667,32.5385833334,35.0515,29.1344583333,33.18275,32.4525833333,32.0446666667,31.0783333333,25.6443333333,34.1494166667
237.41,28.5865,28.6918333334,32.7215833333,34.4725833333,29.4831666667,33.059,33.7553333333,32.67925,31.0126666667,25.6540416667,32.6160833333
237.79,27.0733333333,28.2205833333,30.65625,32.83,28.7137916667,31.401,32.1458333333,31.9041666667,29.4283333333,23.9332083333,30.01225
238.17,28.18475,29.5385833333,31.369,32.62775,29.3383333333,32.1509166667,33.1618333334,32.9138333333,29.958,24.7423333333,31.00675
238.54,28.5086666667,29.4561666667,30.8070833333,31.54375,29.3244583333,31.64925,32.3334166667,32.807,30.1929166667,25.1052916667,31.7545
238.92,27.7131666667,29.3766666666,30.2648333333,30.7331666667,29.0374583333,31.2823333333,32.0736666667,32.36425,29.0535833333,25.2100833333,31.557
239.29,25.5178333333,27.3918333333,27.27,28.123,27.2395,28.6866666667,30.3776666667,29.7075,26.7521666667,22.93575,29.54
239.67,20.9201666667,22.7865833333,22.5695,23.5099166667,22.4897083333,24.89875,26.5624166667,24.9130833333,22.5693333333,19.2999583333,25.1011666667
240.04,19.1444166667,20.6703333333,20.0051666667,20.9181666667,20.1226666667,23.0829166667,24.10025,22.66575,20.6703333333,17.50125,23.6045833333
240.42,16.5506666667,17.4895,16.87525,17.5590833333,17.321375,21.094,21.326,19.7495833333,17.5591666667,15.4381666667,20.8043333333
240.79,14.652,14.9158333333,14.8945833333,15.3796666667,15.0896666667,19.38825,19.17725,17.22575,15.5485833333,13.560125,19.1349166667
241.17,14.4475833333,14.1198333333,14.1854166667,14.7379166667,14.8642083333,18.60475,18.62375,16.1048333333,15.0749166666,13.235,19.0544166667
241.54,13.1168333333,12.1534166667,12.71125,13.3959166667,13.4338333333,16.8019166667,16.6244166666,14.6298333333,13.8944166667,12.030875,18.0865
241.92,12.0421666667,10.9234166667,11.5024166667,12.316,12.2417916667,15.5555,15.3520833333,13.0750833333,12.7778333333,10.704125,17.2455833333
242.29,10.5433333333,8.81058333332,9.61808333333,10.3450833333,10.6460833333,13.9060833333,13.7225,11.15275,11.2335833333,8.920625,15.75625
242.67,9.09550000001,6.94449999999,7.65675000002,8.86033333332,8.95299999999,12.5641666667,12.3716666667,9.55125000001,9.28758333332,7.17954166668,14.0385
243.05,7.55324999999,4.80841666666,5.52483333334,7.00700000002,7.03204166668,10.9008333333,10.6880833333,7.58158333333,7.37591666666,5.49287499999,12.4325833333
243.42,8.45158333333,5.70825000001,6.43750000002,8.08333333335,7.65962500002,11.8474166667,11.4305,8.22216666667,8.34725000002,6.61470833332,13.2848333333
243.80,9.42633333334,6.76916666667,7.25391666667,9.23491666666,8.49387499999,12.5273333333,12.2200833333,9.07799999998,8.97533333335,7.49649999999,14.5015
244.17,9.83175,6.89666666667,7.48500000001,9.53741666668,8.97291666666,12.88325,12.6575,9.14766666667,8.96958333334,7.88504166667,14.7850833333
244.55,10.8165833333,7.59100000001,8.30624999999,10.2225,9.80775,13.5290833333,13.5155,9.81783333335,9.78416666667,8.51541666666,15.68825
244.92,10.7088333333,7.97566666668,8.3525,10.3320833333,9.78591666667,13.3525,13.4165,9.48266666667,9.79575,8.68775000001,15.4406666667
245.30,10.2294166666,7.51899999999,7.70933333334,9.99158333333,9.17724999999,13.0825,12.93975,9.20699999999,9.18925000001,8.60975000001,14.8716666667
245.67,10.0708333333,7.50533333332,7.46200000002,9.70050000002,8.70641666666,12.8595,12.7723333333,8.86699999998,8.88341666668,8.45591666666,14.5098333333
246.05,10.08475,7.68700000001,7.67708333334,9.52241666667,9.07091666666,12.9564166667,12.8183333333,8.93525,8.97475000002,8.93033333333,14.4216666667
246.42,10.3278333333,8.20300000002,8.05041666667,9.91008333332,9.38904166666,13.1536666667,13.03675,9.20483333334,9.32166666667,9.42941666667,14.49225
246.79,10.74925,8.82233333333,8.88025,10.2229166667,10.0197083333,13.5711666667,13.3140833333,9.63458333334,9.73808333333,9.95987500001,14.8681666667
247.17,10.9643333333,9.20650000002,9.42483333333,10.5545,10.3074166667,13.8326666667,13.4535,10.0184166667,10.33625,10.2194166667,15.0696666667
247.54,10.3231666667,8.50583333334,8.75183333335,9.68808333331,9.73199999998,13.1755833333,12.6175,9.41633333334,9.5045,9.38154166666,14.321
247.92,10.2514166666,8.30825,8.80833333334,9.49425,9.71749999999,13.04125,12.4695833333,9.32275,9.55500000001,9.22633333333,13.98775
248.29,9.989,7.9695,8.505,9.17,9.33625,12.502,11.9245,9.107,9.247,8.89525,13.6045
248.67,9.76425000002,7.76866666666,8.25958333333,8.98558333335,8.97345833333,12.1106666667,11.5846666667,9.05933333333,9.03133333333,8.70674999999,13.2645833333
249.04,10.5409166667,8.41608333334,8.92391666668,9.37041666668,9.56320833333,12.8565833333,12.1758333334,10.0008333333,9.71974999999,9.53266666666,13.8253333333
249.42,11.0488333333,8.85650000001,9.55149999998,9.71200000001,10.0155833333,13.1720833333,12.7290833333,10.5520833333,10.2314166667,9.74833333334,14.1574166667
249.79,11.42375,9.03566666668,9.90741666667,9.80825,10.3536666666,13.34075,12.9648333333,10.9611666667,10.5725833333,10.1427916667,14.4440833334
250.17,12.1403333333,9.65141666666,10.6746666667,10.621,10.8782083333,13.999,13.7534166667,12.0063333333,11.35375,10.9092916667,15.11175
250.54,12.6329166667,10.2438333333,11.0419166667,10.95475,11.1699583333,14.4758333333,13.9485,12.5846666667,11.5980833333,11.0346666667,15.67025
250.92,13.0499166667,10.7786666667,11.3975833333,11.3565833333,11.3566666667,14.7175833333,14.2675,12.9834166667,12.1393333333,11.3642916667,16.3904166667
