wavelength,Back_MelRicm,Belly_MelRicm,Breast_MelRicm,Crissum_MelRicm,Crown_MelRicm,DorTail_MelRicm,Rump_MelRicm,Throat_MelRicm,WingTip_MelRicm
352.92,3.30166666667,1.19133333333,1.47633333333,1.58866666667,1.968,2.11633333333,1.82566666667,1.47633333333,7.51666666667
353.28,3.31,1.02866666667,1.36366666667,1.56366666667,1.99266666667,2.093,1.658,1.16966666667,7.30733333333
353.65,3.27833333333,0.967333333333,1.33233333333,1.52333333333,1.975,1.90533333333,1.529,1.066,7.107
354.01,3.33966666667,0.958333333333,1.36033333333,1.54366666667,2.07733333333,1.85933333333,1.578,1.073,7.012
354.38,3.60433333333,1.14866666667,1.59933333333,1.77966666667,2.33733333333,1.971,1.757,1.09266666667,7.10733333333
354.74,3.65,1.13866666667,1.53866666667,1.778,2.31133333333,1.89966666667,1.69966666667,0.933333333333,7.10533333333
355.11,3.654,1.23066666667,1.56833333333,1.75366666667,2.36866666667,1.868,1.64466666667,0.904,6.889
355.47,3.75833333333,1.30233333333,1.655,1.87933333333,2.434,2.00166666667,1.82566666667,1.00366666667,6.91333333333
355.83,3.707,1.15566666667,1.66266666667,1.88733333333,2.36333333333,1.98166666667,1.84566666667,0.904666666667,6.89133333333
356.20,3.94566666667,1.475,1.96033333333,2.001,2.56266666667,2.07766666667,1.97533333333,1.154,7.10033333333
356.56,4.00166666667,1.62,2.071,2.051,2.60766666667,2.171,1.96566666667,1.23366666667,7.34666666667
356.93,4.025,1.594,2.047,1.983,2.613,2.29266666667,2.13066666667,1.17133333333,7.38633333333
357.29,4.19866666667,1.77433333333,2.18666666667,2.148,2.725,2.57,2.37566666667,1.33366666667,7.559
357.66,4.01766666667,1.78566666667,2.17966666667,2.17466666667,2.75066666667,2.669,2.37133333333,1.296,7.50766666667
358.02,3.89,1.72266666667,2.049,2.13433333333,2.721,2.76833333333,2.29,1.24933333333,7.44366666667
358.38,3.91866666667,1.7,1.99433333333,2.15333333333,2.709,2.872,2.30266666667,1.24266666667,7.46333333333
358.75,3.86733333333,1.688,1.94966666667,2.16066666667,2.76666666667,3.00966666667,2.25233333333,1.11966666667,7.45933333333
359.11,3.97533333333,1.76333333333,2.14033333333,2.40033333333,2.97966666667,3.29766666667,2.36433333333,1.24266666667,7.74466666667
359.48,4.152,1.882,2.222,2.50966666667,3.006,3.42866666667,2.396,1.18933333333,7.75066666667
359.84,4.30066666667,2.032,2.34,2.76266666667,3.13433333333,3.49733333333,2.53433333333,1.32233333333,7.83166666667
360.20,4.26866666667,1.94766666667,2.264,2.77366666667,3.11033333333,3.56633333333,2.543,1.27766666667,7.798
360.57,4.274,1.991,2.275,2.843,3.15466666667,3.57,2.631,1.27966666667,7.81633333333
360.93,4.31966666667,2.05833333333,2.32766666667,2.94766666667,3.19333333333,3.61033333333,2.62766666667,1.38766666667,7.81666666667
361.29,4.23766666667,1.98333333333,2.29233333333,2.91033333333,3.11233333333,3.47466666667,2.51,1.293,7.67833333333
361.66,4.39933333333,2.08133333333,2.35166666667,2.97033333333,3.08633333333,3.49533333333,2.50166666667,1.28633333333,7.84566666667
362.02,4.326,1.99433333333,2.25366666667,2.879,2.92733333333,3.334,2.48666666667,1.13233333333,7.771
362.39,4.21533333333,1.933,2.18266666667,2.782,2.78933333333,3.17866666667,2.31166666667,1.04766666667,7.55233333333
362.75,4.28633333333,2.03,2.17266666667,2.80866666667,2.80533333333,3.20766666667,2.34066666667,1.112,7.60366666667
363.11,4.36633333333,2.14133333333,2.211,2.83066666667,2.79033333333,3.14966666667,2.42733333333,1.089,7.47166666667
363.48,4.269,2.116,2.157,2.821,2.68,2.95133333333,2.38333333333,0.984,7.43933333333
363.84,4.13533333333,2.03766666667,2.06033333333,2.67633333333,2.60466666667,2.86533333333,2.27966666667,0.880333333333,7.462
364.20,4.195,2.09533333333,2.138,2.844,2.71666666667,2.84766666667,2.26933333333,0.876,7.50166666667
364.57,4.159,1.93,2.044,2.75966666667,2.60233333333,2.74766666667,2.205,0.766666666667,7.33466666667
364.93,4.06666666667,1.86733333333,1.91933333333,2.707,2.511,2.707,2.059,0.6,7.23766666667
365.29,4.33166666667,2.103,2.15166666667,2.865,2.75166666667,2.881,2.26133333333,0.871333333333,7.49633333333
365.66,4.29966666667,2.105,2.219,2.85566666667,2.78233333333,2.84333333333,2.27233333333,0.857,7.502
366.02,4.62233333333,2.35,2.59166666667,3.14,3.005,3.04566666667,2.38266666667,1.10133333333,7.66433333333
366.38,4.81933333333,2.59,2.79466666667,3.332,3.16766666667,3.254,2.512,1.31133333333,7.901
366.75,5.034,2.747,3.104,3.58866666667,3.34633333333,3.55966666667,2.706,1.593,7.96166666667
367.11,5.14033333333,2.89533333333,3.18366666667,3.699,3.468,3.74,2.776,1.738,8.184
367.47,5.26333333333,2.97333333333,3.307,3.83,3.71066666667,4.10566666667,2.84166666667,1.92333333333,8.282
367.84,5.475,3.224,3.414,3.94566666667,3.896,4.36166666667,2.93933333333,2.057,8.37366666667
368.20,5.49133333333,3.29166666667,3.34033333333,3.77333333333,3.86833333333,4.36633333333,2.92866666667,2.10066666667,8.395
368.56,5.52233333333,3.44133333333,3.285,3.83633333333,3.976,4.43666666667,2.89433333333,2.07666666667,8.38766666667
368.93,5.51633333333,3.45066666667,3.30233333333,3.861,4.05833333333,4.35,2.88333333333,2.058,8.40833333333
369.29,5.21833333333,3.27466666667,3.06266666667,3.728,3.89566666667,4.21433333333,2.73566666667,1.78866666667,8.318
369.65,5.16666666667,3.23866666667,2.93433333333,3.677,3.91633333333,4.31866666667,2.772,1.82666666667,8.308
370.01,4.91533333333,3.265,2.736,3.58733333333,3.89033333333,4.33433333333,2.716,1.79566666667,8.38566666667
370.38,4.63666666667,3.02033333333,2.403,3.34133333333,3.63433333333,4.031,2.62733333333,1.50033333333,8.159
370.74,4.42466666667,2.91,2.12266666667,3.18033333333,3.46666666667,3.82433333333,2.425,1.3,8.062
371.10,4.17633333333,2.73833333333,1.90066666667,3.007,3.30733333333,3.718,2.28,1.142,7.95033333333
371.46,3.97866666667,2.55666666667,1.70466666667,2.85133333333,3.14633333333,3.46766666667,2.08933333333,1.084,7.804
371.83,3.82133333333,2.436,1.66533333333,2.681,2.98466666667,3.405,1.91066666667,0.996333333333,7.59566666667
372.19,3.76633333333,2.41566666667,1.69166666667,2.77533333333,2.884,3.507,1.86966666667,1.014,7.595
372.55,3.74333333333,2.341,1.75366666667,2.75033333333,2.78533333333,3.546,1.866,0.977333333333,7.52866666667
372.92,3.66733333333,2.35266666667,1.83733333333,2.791,2.78733333333,3.587,1.93733333333,1.02266666667,7.56166666667
373.28,3.65533333333,2.406,1.81066666667,2.883,2.76733333333,3.632,1.98333333333,1.05733333333,7.49933333333
373.64,3.74866666667,2.549,1.897,3.03166666667,2.863,3.70266666667,2.112,1.11533333333,7.53133333333
374.00,3.817,2.48133333333,1.989,3.073,2.92033333333,3.76766666667,2.16466666667,1.11833333333,7.51633333333
374.37,3.931,2.665,2.186,3.19733333333,3.06,4.02966666667,2.23533333333,1.31933333333,7.70633333333
374.73,4.04866666667,2.74666666667,2.32033333333,3.21433333333,3.124,4.09766666667,2.35066666667,1.45266666667,7.84366666667
375.09,4.15733333333,2.84233333333,2.45966666667,3.33666666667,3.15766666667,4.09433333333,2.39633333333,1.475,7.86866666667
375.45,4.407,3.186,2.72666666667,3.53966666667,3.332,4.32366666667,2.767,1.666,8.122
375.81,4.482,3.27233333333,2.91033333333,3.74433333333,3.487,4.29266666667,2.91766666667,1.765,8.29133333333
376.18,4.46666666667,3.36766666667,3.01766666667,3.854,3.578,4.285,3.07033333333,1.796,8.377
376.54,4.53266666667,3.46033333333,3.10066666667,3.868,3.707,4.32733333333,3.15233333333,1.99733333333,8.49366666667
376.90,4.74433333333,3.59966666667,3.16633333333,3.88466666667,3.75033333333,4.425,3.16933333333,2.112,8.481
377.26,4.87866666667,3.73933333333,3.31633333333,3.888,3.84533333333,4.552,3.181,2.26266666667,8.635
377.63,4.862,3.702,3.324,3.816,3.77033333333,4.47733333333,3.09566666667,2.27466666667,8.63566666667
377.99,4.90233333333,3.79733333333,3.25666666667,3.814,3.72633333333,4.49333333333,3.08233333333,2.25133333333,8.61933333333
378.35,4.92366666667,3.78066666667,3.22833333333,3.82533333333,3.71066666667,4.48,3.07833333333,2.29266666667,8.60566666667
378.71,4.895,3.799,3.28866666667,3.86833333333,3.71933333333,4.53366666667,3.09866666667,2.29066666667,8.57033333333
379.07,4.90133333333,3.814,3.28433333333,3.84866666667,3.685,4.687,3.092,2.39533333333,8.558
379.44,4.80766666667,3.69833333333,3.17866666667,3.686,3.585,4.628,2.92066666667,2.25866666667,8.449
379.80,4.75066666667,3.68866666667,3.054,3.59766666667,3.50333333333,4.603,2.831,2.24333333333,8.37333333333
380.16,4.70166666667,3.59066666667,2.96133333333,3.43666666667,3.38633333333,4.49733333333,2.68433333333,2.222,8.23266666667
380.52,4.671,3.55366666667,2.91133333333,3.459,3.286,4.52333333333,2.644,2.172,8.29733333333
380.88,4.67533333333,3.607,3.00066666667,3.59433333333,3.337,4.628,2.762,2.322,8.48033333333
381.24,4.551,3.51166666667,2.89966666667,3.524,3.27133333333,4.49466666667,2.778,2.25333333333,8.34333333333
381.61,4.53133333333,3.538,2.94666666667,3.48833333333,3.33066666667,4.451,2.77333333333,2.306,8.37266666667
381.97,4.46633333333,3.49166666667,3.07466666667,3.47,3.33833333333,4.37133333333,2.77433333333,2.41833333333,8.42066666667
382.33,4.521,3.59566666667,3.21566666667,3.59866666667,3.39933333333,4.44833333333,2.84166666667,2.49233333333,8.46
382.69,4.44466666667,3.54766666667,3.179,3.51766666667,3.301,4.341,2.81366666667,2.48666666667,8.39066666667
383.05,4.427,3.50366666667,3.21366666667,3.51533333333,3.32766666667,4.154,2.81266666667,2.51066666667,8.42566666667
383.41,4.39,3.496,3.20766666667,3.499,3.26233333333,3.998,2.769,2.56733333333,8.41133333333
383.77,4.37833333333,3.54066666667,3.219,3.44366666667,3.18166666667,4.065,2.81133333333,2.63466666667,8.44333333333
384.14,4.494,3.59933333333,3.24133333333,3.499,3.25233333333,4.11933333333,2.94766666667,2.637,8.49333333333
384.50,4.44633333333,3.61633333333,3.308,3.53366666667,3.278,4.12733333333,2.967,2.68933333333,8.37866666667
384.86,4.312,3.50533333333,3.18833333333,3.36733333333,3.12333333333,4.03866666667,2.883,2.612,8.20666666667
385.22,4.454,3.58,3.24566666667,3.45966666667,3.14366666667,4.11733333333,2.91966666667,2.711,8.33033333333
385.58,4.55066666667,3.62933333333,3.278,3.52633333333,3.14333333333,4.15966666667,2.96166666667,2.782,8.34033333333
385.94,4.61733333333,3.629,3.271,3.47733333333,3.09033333333,4.11266666667,2.978,2.782,8.291
386.30,4.54,3.53966666667,3.19533333333,3.27566666667,2.99333333333,4.02966666667,2.90233333333,2.71033333333,8.25366666667
386.66,4.56833333333,3.52566666667,3.136,3.28033333333,2.97866666667,3.98766666667,2.90633333333,2.69733333333,8.25366666667
387.03,4.56866666667,3.512,3.13233333333,3.29633333333,3.032,4.056,2.97866666667,2.73466666667,8.28333333333
387.39,4.60966666667,3.51133333333,3.17433333333,3.32233333333,3.13333333333,4.183,3.044,2.725,8.29666666667
387.75,4.63766666667,3.47266666667,3.16,3.36833333333,3.16733333333,4.15933333333,3.035,2.717,8.32733333333
388.11,4.55466666667,3.43933333333,3.15566666667,3.323,3.128,4.11366666667,2.98066666667,2.75,8.35433333333
388.47,4.55733333333,3.397,3.07366666667,3.19233333333,3.066,4.019,2.98533333333,2.68966666667,8.33366666667
388.83,4.58166666667,3.36866666667,3.10233333333,3.223,3.117,3.935,3.00133333333,2.639,8.38033333333
389.19,4.55733333333,3.30033333333,3.15633333333,3.12866666667,3.14366666667,3.94233333333,2.99933333333,2.616,8.30833333333
389.55,4.412,3.16833333333,3.075,3.026,3.07033333333,3.92933333333,2.96433333333,2.50133333333,8.265
389.91,4.279,3.12466666667,2.965,3.018,3.042,3.88466666667,2.92833333333,2.44933333333,8.22366666667
390.27,4.366,3.12,2.98633333333,3.07933333333,3.11033333333,3.86433333333,3.041,2.49433333333,8.271
390.63,4.33966666667,3.15333333333,2.998,3.01433333333,3.13666666667,3.905,3.071,2.46966666667,8.27766666667
391.00,4.315,3.093,2.93066666667,2.93533333333,3.00033333333,3.78633333333,2.961,2.38133333333,8.248
391.36,4.24966666667,3.07333333333,2.91966666667,2.892,2.96533333333,3.699,2.90566666667,2.35066666667,8.19433333333
391.72,4.201,3.01166666667,2.903,2.874,2.93233333333,3.64033333333,2.87133333333,2.34233333333,8.14866666667
392.08,4.26766666667,3.024,2.872,2.95233333333,2.97066666667,3.65833333333,2.89,2.38533333333,8.19433333333
392.44,4.327,3.067,2.93333333333,3.045,3.00766666667,3.65966666667,2.93966666667,2.446,8.279
392.80,4.31233333333,3.06266666667,2.895,2.96066666667,2.97333333333,3.643,2.86933333333,2.402,8.19266666667
393.16,4.31033333333,3.066,2.89133333333,3.036,2.98433333333,3.628,2.91933333333,2.40933333333,8.229
393.52,4.34466666667,3.09,2.91833333333,3.03433333333,2.94866666667,3.53366666667,2.94633333333,2.44433333333,8.17633333333
393.88,4.40366666667,3.03866666667,2.94866666667,3.02366666667,2.98933333333,3.52533333333,3.011,2.41233333333,8.17833333333
394.24,4.30766666667,3.008,2.967,3.02933333333,2.92166666667,3.47466666667,2.941,2.32966666667,8.11033333333
394.60,4.35866666667,2.96966666667,2.98733333333,3.063,2.93033333333,3.42633333333,2.90866666667,2.385,8.12166666667
394.96,4.31433333333,2.98133333333,3.025,3.036,2.933,3.373,2.905,2.37733333333,8.02033333333
395.32,4.378,2.993,3.03433333333,3.05866666667,2.96866666667,3.39066666667,2.90466666667,2.40333333333,8.06766666667
395.68,4.449,3.008,3.05433333333,3.06766666667,2.999,3.34433333333,2.933,2.411,8.03166666667
396.04,4.32266666667,2.87733333333,3.022,2.90833333333,2.904,3.23533333333,2.82833333333,2.28033333333,7.868
396.40,4.25066666667,2.75266666667,2.91266666667,2.746,2.83133333333,3.12866666667,2.69,2.16166666667,7.76166666667
396.76,4.261,2.741,2.89666666667,2.78866666667,2.87666666667,3.143,2.74566666667,2.20366666667,7.88466666667
397.12,4.20233333333,2.71533333333,2.872,2.75166666667,2.82633333333,3.05633333333,2.663,2.16933333333,7.83833333333
397.48,4.179,2.67633333333,2.875,2.78333333333,2.86833333333,3.11866666667,2.615,2.15,7.804
397.84,4.21333333333,2.72,2.9,2.85433333333,2.86566666667,3.16166666667,2.577,2.20766666667,7.82566666667
398.20,4.21466666667,2.66066666667,2.81733333333,2.78366666667,2.89733333333,3.106,2.54266666667,2.24966666667,7.82333333333
398.56,4.19933333333,2.64166666667,2.779,2.82233333333,2.933,3.114,2.499,2.232,7.78833333333
398.92,4.22433333333,2.649,2.791,2.83133333333,3.00733333333,3.17,2.55866666667,2.22966666667,7.82733333333
399.28,4.13833333333,2.59266666667,2.714,2.82633333333,2.94766666667,3.06233333333,2.59733333333,2.17233333333,7.80033333333
399.64,4.09633333333,2.55333333333,2.717,2.817,2.92933333333,3.10133333333,2.61866666667,2.08166666667,7.81466666667
400.00,4.106,2.579,2.69933333333,2.858,2.99166666667,3.13266666667,2.657,2.08966666667,7.85933333333
400.36,4.17666666667,2.626,2.77233333333,2.99033333333,3.09033333333,3.24133333333,2.78166666667,2.12633333333,7.94433333333
400.72,4.24533333333,2.653,2.83,3.07333333333,3.12866666667,3.34333333333,2.84766666667,2.15566666667,7.91766666667
401.08,4.29233333333,2.64366666667,2.80666666667,3.04633333333,3.12566666667,3.355,2.85066666667,2.13966666667,7.91766666667
401.44,4.20033333333,2.52133333333,2.665,2.94166666667,3.02233333333,3.21233333333,2.79566666667,2.03666666667,7.88566666667
401.80,4.168,2.503,2.589,2.91566666667,3.01233333333,3.23366666667,2.74566666667,2.01066666667,7.89966666667
402.16,4.23666666667,2.55733333333,2.63333333333,2.992,3.051,3.34833333333,2.79166666667,2.049,7.89366666667
402.52,4.20966666667,2.56066666667,2.66633333333,2.96166666667,3.05666666667,3.37266666667,2.77966666667,2.05833333333,7.92133333333
402.88,4.26066666667,2.59366666667,2.64033333333,2.99133333333,3.04566666667,3.393,2.743,2.089,7.926
403.24,4.30833333333,2.62933333333,2.67233333333,3.035,3.07633333333,3.43633333333,2.73933333333,2.13166666667,7.92333333333
403.60,4.46,2.78566666667,2.77433333333,3.132,3.262,3.53566666667,2.874,2.35133333333,8.06066666667
403.95,4.56366666667,2.87266666667,2.87133333333,3.20066666667,3.315,3.58666666667,2.93233333333,2.429,8.16533333333
404.31,4.557,2.91433333333,2.87433333333,3.19933333333,3.3,3.538,2.89633333333,2.447,8.17866666667
404.67,4.52566666667,2.88366666667,2.84233333333,3.13133333333,3.25333333333,3.46866666667,2.81533333333,2.39933333333,8.12133333333
405.03,4.528,2.90966666667,2.87966666667,3.171,3.25033333333,3.47466666667,2.86033333333,2.408,8.14933333333
405.39,4.64766666667,3.03733333333,2.95833333333,3.27066666667,3.36033333333,3.59133333333,2.92333333333,2.48166666667,8.211
405.75,4.708,3.04766666667,2.94266666667,3.252,3.36733333333,3.565,2.95166666667,2.47833333333,8.172
406.11,4.76966666667,3.07533333333,2.98133333333,3.32666666667,3.42433333333,3.53766666667,2.99166666667,2.49266666667,8.25466666667
406.47,4.81333333333,3.07833333333,2.95233333333,3.34266666667,3.399,3.50933333333,2.99966666667,2.47933333333,8.28033333333
406.83,4.78966666667,3.03133333333,2.926,3.336,3.405,3.49666666667,2.984,2.46766666667,8.277
407.19,4.792,3.024,2.92933333333,3.34233333333,3.40466666667,3.53433333333,2.95466666667,2.44566666667,8.312
407.55,4.69166666667,2.89766666667,2.86,3.27733333333,3.26266666667,3.49733333333,2.84166666667,2.28133333333,8.23733333333
407.90,4.72266666667,2.90033333333,2.86266666667,3.31633333333,3.286,3.56766666667,2.86066666667,2.29033333333,8.20933333333
408.26,4.72433333333,2.88733333333,2.88733333333,3.32166666667,3.32366666667,3.62733333333,2.882,2.271,8.207
408.62,4.69033333333,2.91966666667,2.884,3.33133333333,3.34733333333,3.54866666667,2.88233333333,2.257,8.216
408.98,4.65666666667,2.846,2.807,3.28366666667,3.38833333333,3.51833333333,2.78933333333,2.20233333333,8.16833333333
409.34,4.66733333333,2.88533333333,2.868,3.336,3.48266666667,3.60966666667,2.82733333333,2.23066666667,8.24333333333
409.70,4.643,2.954,2.95066666667,3.364,3.55133333333,3.639,2.86633333333,2.25666666667,8.27633333333
410.06,4.642,3.016,2.93933333333,3.34,3.556,3.69533333333,2.87833333333,2.26533333333,8.276
410.42,4.662,3.074,2.98566666667,3.384,3.571,3.72866666667,2.94033333333,2.27233333333,8.30066666667
410.77,4.71233333333,3.18,3.04233333333,3.42966666667,3.571,3.809,3.02833333333,2.31633333333,8.40566666667
411.13,4.745,3.22466666667,3.06066666667,3.43166666667,3.585,3.80866666667,3.06966666667,2.37833333333,8.38166666667
411.49,4.744,3.26066666667,3.021,3.43933333333,3.61333333333,3.798,3.07766666667,2.37933333333,8.33666666667
411.85,4.69566666667,3.23366666667,2.99533333333,3.35966666667,3.56733333333,3.759,3.028,2.311,8.29233333333
412.21,4.706,3.24166666667,2.993,3.352,3.53166666667,3.78733333333,2.98233333333,2.32666666667,8.269
412.57,4.77866666667,3.277,3.02833333333,3.39433333333,3.59033333333,3.90133333333,3.03166666667,2.361,8.309
412.92,4.87466666667,3.385,3.116,3.51466666667,3.62666666667,4.02066666667,3.09833333333,2.463,8.40366666667
413.28,4.857,3.35666666667,3.07366666667,3.51566666667,3.52033333333,3.93266666667,3.07033333333,2.45033333333,8.36366666667
413.64,4.751,3.24266666667,2.96966666667,3.45933333333,3.38066666667,3.86033333333,2.97666666667,2.34666666667,8.26666666667
414.00,4.67333333333,3.177,2.92966666667,3.42266666667,3.33033333333,3.799,2.92966666667,2.27833333333,8.23366666667
414.36,4.61133333333,3.12466666667,2.87533333333,3.37733333333,3.29466666667,3.75066666667,2.88766666667,2.26366666667,8.18466666667
414.72,4.60233333333,3.08166666667,2.89766666667,3.41,3.34066666667,3.74833333333,2.87366666667,2.24466666667,8.13266666667
415.07,4.582,3.081,2.91633333333,3.44166666667,3.34433333333,3.77233333333,2.887,2.23333333333,8.21466666667
415.43,4.595,3.14433333333,2.98166666667,3.47733333333,3.369,3.806,2.918,2.274,8.31666666667
415.79,4.60766666667,3.188,3.01533333333,3.529,3.404,3.85633333333,2.94266666667,2.321,8.36866666667
416.15,4.63,3.23033333333,3.01566666667,3.58,3.439,3.85833333333,2.986,2.33533333333,8.42566666667
416.51,4.67,3.281,3.06733333333,3.66666666667,3.44033333333,3.90033333333,3.02033333333,2.413,8.512
416.86,4.65933333333,3.32233333333,3.02833333333,3.67333333333,3.449,3.896,3.05066666667,2.429,8.53533333333
417.22,4.68466666667,3.33866666667,3.05,3.68833333333,3.51866666667,3.96233333333,3.07233333333,2.46266666667,8.56466666667
417.58,4.774,3.40566666667,3.11333333333,3.73866666667,3.59266666667,4.039,3.13633333333,2.52866666667,8.67166666667
417.94,4.779,3.43233333333,3.14333333333,3.754,3.609,4.06,3.13533333333,2.56366666667,8.688
418.29,4.79166666667,3.461,3.17766666667,3.75766666667,3.62033333333,4.11766666667,3.16433333333,2.57566666667,8.69566666667
418.65,4.81266666667,3.479,3.16666666667,3.754,3.642,4.13733333333,3.17633333333,2.58666666667,8.71166666667
419.01,4.83266666667,3.49533333333,3.19466666667,3.74366666667,3.67766666667,4.14933333333,3.17833333333,2.60666666667,8.72066666667
419.37,4.843,3.49666666667,3.21066666667,3.74133333333,3.686,4.152,3.168,2.62266666667,8.71633333333
419.73,4.83,3.495,3.217,3.75766666667,3.689,4.14566666667,3.174,2.62566666667,8.70933333333
420.08,4.78766666667,3.48766666667,3.23033333333,3.75133333333,3.706,4.14466666667,3.191,2.63766666667,8.70633333333
420.44,4.757,3.475,3.217,3.7,3.688,4.148,3.17266666667,2.60966666667,8.67266666667
420.80,4.70333333333,3.432,3.22366666667,3.65966666667,3.666,4.11033333333,3.146,2.569,8.62766666667
421.16,4.66533333333,3.43966666667,3.20166666667,3.63666666667,3.61766666667,4.06066666667,3.13533333333,2.55366666667,8.582
421.51,4.661,3.465,3.225,3.62933333333,3.61566666667,4.05366666667,3.136,2.57,8.583
421.87,4.646,3.44633333333,3.22166666667,3.63166666667,3.597,4.05666666667,3.13433333333,2.57266666667,8.56833333333
422.23,4.645,3.443,3.23233333333,3.64,3.608,4.05733333333,3.11866666667,2.58133333333,8.587
422.58,4.62166666667,3.44933333333,3.24533333333,3.65066666667,3.58666666667,4.053,3.102,2.578,8.58633333333
422.94,4.58666666667,3.42466666667,3.219,3.64733333333,3.55233333333,4.04166666667,3.095,2.56766666667,8.56633333333
423.30,4.583,3.41266666667,3.20533333333,3.64233333333,3.53266666667,4.058,3.10533333333,2.56433333333,8.56833333333
423.66,4.58733333333,3.41466666667,3.21466666667,3.64633333333,3.531,4.061,3.12,2.57533333333,8.59133333333
424.01,4.61566666667,3.44066666667,3.23033333333,3.66666666667,3.51933333333,4.077,3.11966666667,2.60666666667,8.59333333333
424.37,4.64366666667,3.46833333333,3.261,3.706,3.539,4.102,3.155,2.642,8.60033333333
424.73,4.67033333333,3.49733333333,3.293,3.72,3.55366666667,4.13633333333,3.18,2.665,8.61633333333
425.08,4.70566666667,3.515,3.32333333333,3.72266666667,3.58833333333,4.175,3.19433333333,2.70366666667,8.679
425.44,4.711,3.521,3.34033333333,3.741,3.58666666667,4.18033333333,3.20733333333,2.70233333333,8.694
425.80,4.77166666667,3.57333333333,3.39,3.77366666667,3.64766666667,4.25033333333,3.257,2.71633333333,8.73533333333
426.16,4.765,3.61333333333,3.42433333333,3.79766666667,3.66433333333,4.266,3.29766666667,2.73066666667,8.74433333333
426.51,4.78133333333,3.63166666667,3.45633333333,3.82033333333,3.68366666667,4.25933333333,3.349,2.77433333333,8.771
426.87,4.84933333333,3.68133333333,3.50066666667,3.84833333333,3.72933333333,4.31133333333,3.38766666667,2.80166666667,8.79666666667
427.23,4.84133333333,3.693,3.51766666667,3.88666666667,3.75433333333,4.28233333333,3.39333333333,2.81633333333,8.79866666667
427.58,4.87466666667,3.72733333333,3.518,3.89566666667,3.77,4.32,3.40766666667,2.836,8.817
427.94,4.83566666667,3.72066666667,3.511,3.91033333333,3.80533333333,4.31033333333,3.40933333333,2.81166666667,8.816
428.30,4.77733333333,3.66166666667,3.45666666667,3.88866666667,3.74966666667,4.23433333333,3.341,2.75066666667,8.78733333333
428.65,4.77266666667,3.64233333333,3.44666666667,3.88833333333,3.73866666667,4.22233333333,3.31633333333,2.74733333333,8.77966666667
429.01,4.72366666667,3.59233333333,3.43333333333,3.87233333333,3.68466666667,4.19566666667,3.29,2.68333333333,8.749
429.37,4.708,3.568,3.41333333333,3.87533333333,3.688,4.204,3.28566666667,2.70033333333,8.752
429.72,4.678,3.546,3.36933333333,3.87533333333,3.66066666667,4.12133333333,3.26166666667,2.71766666667,8.74533333333
430.08,4.73233333333,3.50966666667,3.348,3.85533333333,3.66,4.10466666667,3.24633333333,2.72666666667,8.74466666667
430.44,4.72966666667,3.47466666667,3.34133333333,3.82866666667,3.631,4.11266666667,3.207,2.68466666667,8.71633333333
430.79,4.65833333333,3.43633333333,3.30966666667,3.76866666667,3.58533333333,4.1,3.14633333333,2.65366666667,8.701
431.15,4.63666666667,3.437,3.32033333333,3.706,3.60566666667,4.08666666667,3.13033333333,2.63333333333,8.658
431.50,4.647,3.446,3.33066666667,3.73066666667,3.606,4.074,3.12333333333,2.663,8.69566666667
431.86,4.72233333333,3.48333333333,3.37066666667,3.72466666667,3.60466666667,4.09766666667,3.147,2.697,8.733
432.22,4.748,3.54066666667,3.39633333333,3.733,3.63766666667,4.147,3.186,2.70966666667,8.78366666667
432.57,4.81033333333,3.592,3.44,3.75933333333,3.71966666667,4.17133333333,3.25366666667,2.76466666667,8.82833333333
432.93,4.79133333333,3.60033333333,3.46333333333,3.74933333333,3.726,4.15966666667,3.23266666667,2.76966666667,8.82866666667
433.29,4.79466666667,3.59866666667,3.47933333333,3.71633333333,3.706,4.141,3.23566666667,2.76066666667,8.811
433.64,4.79233333333,3.57366666667,3.48433333333,3.70433333333,3.68266666667,4.13533333333,3.231,2.756,8.80933333333
434.00,4.772,3.599,3.47533333333,3.72833333333,3.70333333333,4.161,3.26166666667,2.75166666667,8.83
434.35,4.76233333333,3.63866666667,3.47,3.71633333333,3.71266666667,4.14966666667,3.25933333333,2.778,8.841
434.71,4.816,3.679,3.507,3.76833333333,3.754,4.15266666667,3.32066666667,2.81233333333,8.86166666667
435.07,4.83933333333,3.68966666667,3.54466666667,3.80933333333,3.72966666667,4.16966666667,3.35233333333,2.84866666667,8.88466666667
435.42,4.782,3.641,3.549,3.75133333333,3.69666666667,4.13566666667,3.33733333333,2.80133333333,8.83133333333
435.78,4.76666666667,3.61933333333,3.53533333333,3.76733333333,3.695,4.12866666667,3.33066666667,2.79333333333,8.846
436.13,4.74133333333,3.587,3.55766666667,3.75033333333,3.70266666667,4.10633333333,3.34766666667,2.82966666667,8.84966666667
436.49,4.68366666667,3.532,3.538,3.721,3.63433333333,4.088,3.3,2.80033333333,8.83266666667
436.84,4.75666666667,3.556,3.558,3.764,3.67933333333,4.148,3.368,2.841,8.859
437.20,4.72833333333,3.531,3.54033333333,3.779,3.69333333333,4.14666666667,3.358,2.84566666667,8.87966666667
437.56,4.71933333333,3.556,3.571,3.77066666667,3.698,4.14566666667,3.38133333333,2.85433333333,8.884
437.91,4.739,3.557,3.583,3.782,3.69333333333,4.15333333333,3.37633333333,2.86366666667,8.91233333333
438.27,4.762,3.53166666667,3.598,3.771,3.68766666667,4.16233333333,3.38233333333,2.85033333333,8.92033333333
