wavelength,Back_PooCinm,Belly_PooCinm,Breast_PooCinm,Crissum_PooCinm,Crown_PooCinm,DorTail_PooCinm,Patch10_PooCinm,Rump_PooCinm,Throat_PooCinm,WingTip_PooCinm
715.72,9.83766666667,52.0993333333,55.7419333333,46.1176,8.56406666666,11.8414666667,43.0304666667,12.0139777778,54.9849666667,8.85073333333
716.04,9.76826666665,52.136,55.7411333333,46.1660666667,8.49373333334,11.6936,42.964,11.9636888889,54.9108333333,8.8194
716.36,9.85399999999,52.148,55.6566,46.1378666667,8.59453333333,11.801,42.9640666666,12.0376222222,54.9037333333,8.899
716.68,9.91546666667,52.1214666667,55.6364,46.0999333333,8.69580000001,11.918,42.9974666667,12.0667111111,54.8944,9.00413333333
717.00,10.0091333333,52.2168666667,55.5883333333,46.1434666666,8.85853333334,12.0064666667,43.1018,12.1750888889,54.9473333333,9.12799999999
717.32,10.0405333333,52.2844666667,55.7056,46.1580666667,8.8626,12.0118666667,43.0971333333,12.2019555556,54.9567,9.14746666666
717.64,10.0804666667,52.2721333334,55.7607333333,46.124,8.83426666667,12.0650666667,43.1035333333,12.2312222222,54.9967,9.21193333333
717.96,10.2254,52.3788666667,55.8428,46.2051333333,9.06286666666,12.2505333333,43.1866666667,12.353,55.0517333333,9.35726666666
718.28,10.3324666667,52.3314,55.8935333333,46.1553333333,9.17493333333,12.3448666667,43.171,12.4477333333,55.0805333333,9.43559999999
718.60,10.4694,52.2804666666,55.7888666667,46.1058666667,9.23493333333,12.3707333333,43.1527333333,12.542,55.0507333333,9.48879999999
718.92,10.3788666667,52.0462,55.5867333333,45.9366666667,9.17213333333,12.3476666667,43.0571333333,12.4798666667,54.7714666667,9.40593333334
719.24,10.4322666667,51.8622666667,55.3474,45.7279333333,9.11826666666,12.3493333333,42.8963333333,12.4788,54.6813666667,9.43773333334
719.56,10.4456666667,51.6041333333,55.1468,45.5523333333,9.13539999999,12.3944,42.7642,12.4990222222,54.5718666667,9.46399999999
719.88,10.2839333333,51.5271333333,55.1626666667,45.5872,8.9296,12.2490666667,42.7524,12.3176444444,54.6005,9.3076
720.20,10.3466,51.5356666667,55.2586,45.6702666667,9.0092,12.2914666667,42.8246,12.4293777778,54.6175,9.36739999999
720.52,10.3645333333,51.4182,55.1331333333,45.5858666667,8.97473333334,12.3527333333,42.7456666667,12.4504222222,54.5017333333,9.40126666667
720.84,10.3158,51.232,54.9608666667,45.4565333333,8.93053333333,12.2684,42.6065333333,12.3933777778,54.2817,9.35066666667
721.16,10.201,51.1149333333,54.8207333333,45.3621333333,8.86873333333,12.2580666667,42.5562,12.3379777778,54.1178666667,9.23673333333
721.48,10.1596,51.1404,54.8521333333,45.3705333333,8.77566666667,12.1962,42.5365333333,12.3322666667,54.192,9.24499999999
721.79,10.1446,51.1811333333,54.8546666667,45.4819333333,8.83039999999,12.2305333333,42.5988,12.4056666667,54.1753666667,9.3794
722.11,9.94073333335,51.023,54.7236666667,45.3743333333,8.68446666667,12.0615333333,42.4056666667,12.2588,54.0658333333,9.20746666667
722.43,10.0226666667,51.0839333333,54.7088,45.3752,8.68079999999,12.1052,42.4058,12.2874888889,54.1690666667,9.26246666666
722.75,10.1151333333,51.1562,54.8834,45.4981333334,8.82173333334,12.1373333333,42.5374666667,12.3633333333,54.2528,9.37339999999
723.07,10.1154666667,51.3653333333,55.1818666667,45.6597333333,8.79206666667,12.1398666667,42.7229333333,12.3619111111,54.4373666667,9.40773333334
723.39,9.98353333333,51.2628666667,55.0095333333,45.4650666667,8.65846666667,12.0082,42.5477333333,12.2820888889,54.2195333333,9.30126666666
723.71,9.64766666667,51.191,54.9788,45.2862666667,8.28033333334,11.664,42.3157333333,11.9798,54.0726,8.90826666667
724.03,9.68826666667,51.4468,55.3743333334,45.533,8.3426,11.7612666667,42.5298,12.0542444444,54.4152,8.93953333333
724.35,9.86086666667,51.7748666667,55.4964,45.7089333333,8.53679999999,11.9654,42.7426,12.2304666667,54.7198333333,9.07366666667
724.67,10.2024,51.9923333333,55.7923333333,46.0147333333,8.87739999999,12.2511333333,42.9820666667,12.4955111111,55.0009666667,9.40706666667
724.98,10.2340666667,51.8303333333,55.6007333333,45.9204666667,8.97226666666,12.3168,42.8501333333,12.4790444445,54.7886666667,9.4364
725.30,10.1819333333,52.0554666667,55.8101333333,45.9840666667,8.83786666666,12.2366,42.9490666667,12.3904444445,55.0405666667,9.30226666666
725.62,10.3026666667,52.0530666667,55.8348666667,46.0193333333,8.96193333333,12.3669333333,43.0005333333,12.3996444444,54.9682,9.45046666667
725.94,10.2452666667,52.0038666667,55.8304,46.0012,9.00966666667,12.3587333333,42.9563333333,12.3244666667,54.9100333333,9.4182
726.26,10.1042,51.9342666667,55.7225333333,45.9264,8.8564,12.2902,42.7386666667,12.2362666667,54.7660666667,9.30180000001
726.58,10.2462,51.8770666667,55.5922,45.8740666666,9.00726666666,12.4678666667,42.7165333333,12.3392222222,54.6889666667,9.36533333333
726.90,10.5533333333,52.1620666667,55.8295333333,46.1646,9.27173333334,12.7211333333,42.9511333333,12.5896444444,54.9972,9.62160000001
727.21,10.8310666667,52.1724,55.7993333333,46.2872666667,9.54973333334,12.9564,43.1222666667,12.7972444444,55.1011,9.91426666665
727.53,10.8584,52.1516666667,55.6594,46.3712,9.5526,12.9608666667,43.087,12.8090888889,55.0593,9.96333333334
727.85,10.7524666667,52.0392666667,55.5712,46.2989333333,9.39166666666,12.8621333333,42.9336666667,12.6865111111,54.9265666667,9.8964
728.17,10.5504,51.9817333333,55.4171333333,46.3114666667,9.16826666667,12.7386666667,42.8283333333,12.5451111111,54.7587666667,9.72973333333
728.49,10.5401333333,52.123,55.5392666667,46.4632,9.08099999999,12.8,42.9882666667,12.5628444444,54.9506666667,9.7198
728.80,10.5296666667,51.8896,55.2745333333,46.2784,9.07633333334,12.8128,42.7783333333,12.5858888889,54.7024,9.73986666666
729.12,10.6882666667,52.1392666667,55.4325333333,46.4961333333,9.15553333333,12.9534666667,42.9848666667,12.7554222222,54.9206333333,9.85833333335
729.44,10.6848666667,52.3185333333,55.5483333333,46.5928,9.12140000001,12.8973333333,43.1352666667,12.8606,55.0953666667,9.87706666666
729.76,10.807,52.4658666667,55.7254666667,46.6859333333,9.33666666666,13.1062666667,43.3828666667,13.0659111111,55.2563,10.0302
730.08,10.7104666667,52.5220666667,55.7964666667,46.6824,9.25559999999,13.0320666667,43.3979333333,12.9946444444,55.3328,9.98386666668
730.39,10.6901333333,52.5354,55.7740666667,46.6306,9.30393333333,13.0561333333,43.446,13.0307777778,55.2878,10.0740666667
730.71,10.7034,52.7062666667,55.8826,46.6919333333,9.40126666667,13.1504,43.5422666667,13.0857777778,55.4125,10.1341333333
731.03,10.6968666667,52.7294,55.9877333333,46.6054666667,9.45446666667,13.1365333333,43.5488,13.0860222222,55.3876,10.0917333333
731.35,10.6808,52.7135333333,55.9954666667,46.5615333333,9.48546666667,13.1346666667,43.6743333333,13.1174888889,55.3918666667,10.1291333333
731.67,10.6904666667,52.6190666667,55.9607333333,46.3166,9.47966666667,13.1451333333,43.6272666666,13.1550888889,55.4096333333,10.1893333333
731.98,10.7883333333,52.7884,56.155,46.5307333333,9.60153333333,13.1545333333,43.8747333333,13.2904666667,55.5808,10.2658666667
732.30,10.9447333333,52.9832666667,56.3634,46.7158666667,9.71826666666,13.2698666667,44.0633333333,13.3688888889,55.7480333333,10.374
732.62,11.0495333333,52.8738,56.3020666667,46.5982666667,9.87293333334,13.3393333333,43.9895333333,13.4848666667,55.6722,10.5000666667
732.94,11.1536,52.9144,56.3594,46.6835333333,10.0246666667,13.4794,43.9774666667,13.5656222222,55.6892333333,10.6260666667
733.25,10.9916,52.6876666667,56.1010666667,46.4909333333,9.79433333333,13.2526666667,43.7354666667,13.3176444445,55.4335333333,10.4460666667
733.57,11.0032,52.7896,56.0414666667,46.5072,9.75419999999,13.2209333333,43.7188,13.3192888889,55.4120666667,10.4225333333
733.89,10.9806666667,52.6590666667,56.0162666667,46.4482666667,9.63593333333,13.1450666667,43.5818666667,13.2159111111,55.3622666667,10.3226666667
734.21,10.9168666667,52.6376,55.8896,46.4296,9.46773333333,13.0129333333,43.3967333333,13.0707111111,55.2969333333,10.2530666667
734.52,10.7922,52.4600666667,55.5507333333,46.2320666667,9.31086666667,12.8646666667,43.3385333333,12.9418222222,55.1410333333,10.1944
734.84,10.9823333333,52.5096666667,55.5764666667,46.3228,9.37766666667,12.9547333333,43.3747333334,12.9980444444,55.1393333333,10.2599333333
735.16,11.102,52.6922666667,55.7105333333,46.5617333334,9.54180000001,13.0018666667,43.5979333333,13.0845111111,55.3212333333,10.3122666667
735.48,11.102,52.4646666666,55.5855333333,46.2904,9.62993333333,13.0828666667,43.3574666667,13.0521555555,55.0931,10.352
735.79,11.0634666667,52.3357333333,55.5611333333,46.2253333333,9.68473333333,13.098,43.2913333333,13.0554666667,54.9818,10.3811333333
736.11,10.7458666667,52.2262,55.4264,46.1054,9.40653333334,12.7891333333,43.2172666667,12.7580888889,54.8352,10.0676666667
736.43,10.8284666667,52.1096666667,55.3088666667,46.0326,9.4082,12.7954,43.1677333333,12.681,54.7004,10.0552
736.74,10.92,52.253,55.4650666667,46.1336666666,9.51186666667,12.9274,43.2885333333,12.76,54.9227666666,10.1778
737.06,10.8151333333,52.1460666667,55.4824,46.1814,9.40566666666,12.7986666667,43.2882,12.6290666666,54.9848,10.0900666667
737.38,10.6766,51.9933333333,55.3208,46.0700666667,9.31180000001,12.747,43.2781333333,12.4952444444,54.9274666667,10.0058
737.69,10.5654,51.6422666667,55.0747333333,45.7648,9.17259999999,12.5892666667,43.0908666667,12.2942666667,54.6160666667,9.895
738.01,10.5461333333,51.7226666666,55.2359333334,45.8664,9.10380000001,12.5970666667,43.13,12.2368222222,54.6726333333,9.83299999999
738.33,10.3892666667,51.6975333333,55.2237333333,45.8661333333,8.97779999999,12.4571333333,43.0312666667,12.1496666667,54.7218666667,9.77219999999
738.64,10.2706,51.4768,55.0182,45.6787333333,8.78806666666,12.3148666667,42.7702,11.9351555555,54.4326666667,9.74246666667
738.96,10.2093333333,51.6294666667,54.9612666667,45.7517333333,8.57546666667,12.2032,42.8385333333,11.8426888889,54.585,9.63986666667
739.28,10.1170666667,51.6522,54.761,45.6810666667,8.42573333334,12.0604666667,42.7948666667,11.7966444444,54.6409666667,9.61773333333
739.59,10.0788666667,51.7104666667,54.7716,45.6715333333,8.32366666666,12.0554,42.7858,11.6677777778,54.7144,9.58193333332
739.91,10.0652666667,51.8135333333,54.8412,45.6664666666,8.29919999999,12.1092666667,42.8399333333,11.7539111111,54.9224,9.63733333333
740.23,10.0955333333,51.7916666667,54.8234,45.7315333333,8.32800000001,12.1449333333,42.8452666667,11.7805111111,54.9204,9.62106666667
740.54,10.2140666667,51.5579333333,54.6057333333,45.5832,8.45113333334,12.3596666667,42.6743333333,11.8867555556,54.7413666667,9.77066666667
740.86,10.2704,51.8716666667,54.891,45.8902,8.64146666667,12.5210666667,42.9186666667,12.0601555555,55.0313,9.89393333333
741.18,10.3972,52.1192666667,55.1514666667,46.1448,8.81113333333,12.7656,43.2638,12.3283333333,55.4281333333,10.0094666667
741.49,10.4750666667,52.1449333333,55.3039333333,46.1995333333,8.90266666666,12.7847333333,43.2262666667,12.4024888889,55.4671,10.0479333333
741.81,10.5520666667,52.0479333333,55.4555333333,46.1646666667,9.02860000001,12.9463333333,43.2409333333,12.4892666667,55.4105,10.0892
742.12,10.5734,52.2110666667,55.7392,46.2980666666,9.08246666667,13.0157333333,43.3901333333,12.5721333333,55.5927666667,10.1044666667
742.44,10.5206666667,52.1204,55.769,46.2028666667,9.07406666667,12.9729333333,43.2632666667,12.5185333333,55.6082,10.1402
742.76,10.5612,52.1015333333,55.8444666667,46.2909333333,9.12040000001,13.0366666667,43.3282,12.5782888889,55.6681666667,10.1683333333
743.07,10.3690666667,51.8256666667,55.7991333334,46.0999333333,8.93613333333,12.8893333333,43.0926,12.5125555556,55.4994,9.9608
743.39,10.3188666667,51.7166,55.7566,46.1013333333,8.90053333333,12.7904,43.1368666667,12.5623333333,55.5127333333,9.88620000001
743.70,10.4077333333,51.6904666667,55.788,46.1208666667,8.99080000001,12.8519333333,43.1168,12.6694,55.582,10.0078
744.02,10.4694,52.0159333333,56.067,46.3778,9.11846666666,12.8471333333,43.4399333333,12.8424888889,55.8642666667,10.1540666667
744.34,10.519,51.7015333333,55.7616,46.0058666667,9.10033333334,12.7606666667,43.1948666667,12.7657777778,55.4048,10.1400666667
744.65,10.5855333333,51.5832666667,55.682,45.9072666666,9.07380000001,12.6904666667,42.9986666667,12.7771555556,55.1884666667,10.2428
744.97,10.475,51.4089333333,55.3994,45.7098,8.99793333332,12.6844,42.8691333333,12.7720222222,55.0712,10.2379333333
745.28,10.358,51.5624,55.3158,45.7109333333,8.95093333334,12.6832,42.8582,12.7654888889,55.1051333333,10.1945333333
745.60,10.3084666667,51.4760666666,54.9719333333,45.6307333334,8.95760000001,12.6828666667,42.8206,12.7438444444,55.0163,10.1431333333
745.91,10.3910666667,51.4409333333,54.7983333333,45.6646,9.12480000001,12.7374666667,42.8907333333,12.7882444444,54.7504666667,10.2066
746.23,10.5066666667,51.4,54.8291333334,45.6352666667,9.15113333334,12.8779333333,42.8584,12.7763111111,54.7891333333,10.2072666667
746.55,10.9901333333,51.8382,55.0771333333,45.9455333333,9.55146666666,13.3084666667,43.2512666667,13.0946666667,55.1405333333,10.6673333333
746.86,10.8716,51.6285333333,54.8523333333,45.703,9.5454,13.2087333333,42.9329333333,12.865,54.7158666667,10.551
747.18,10.678,51.5664666667,54.703,45.5664,9.40613333333,13.1111333333,42.9178666667,12.6639111111,54.6820666667,10.3787333333
747.49,10.5858,51.3501333333,54.6165333333,45.2406,9.17033333333,13.0199333333,42.7841333333,12.4528444445,54.4101333333,10.1714666667
747.81,10.6760666667,51.754,55.0768,45.6201333333,9.18766666666,13.1603333333,43.1148,12.6183111111,54.8996666667,10.2497333333
748.12,10.7164,52.0230666667,55.3808666667,45.8316,9.33086666666,13.3192666667,43.4259333333,12.6911111111,55.0595666667,10.2847333333
748.44,10.8903333333,52.2952666667,55.566,45.9834,9.48533333333,13.4949333333,43.6740666667,12.8151555555,55.1835666667,10.4557333333
748.75,11.0118,52.3946666667,55.7575333333,46.2226,9.54373333334,13.3927333333,43.7618,12.8236666667,55.3518333333,10.4981333333
749.07,11.0456,52.3667333333,55.8922666667,46.1643333333,9.47060000001,13.4081333333,43.8297333333,12.8350444444,55.3150333333,10.505
749.38,11.0416666667,52.4312,56.0483333333,46.1046,9.32266666666,13.4790666667,43.8807333334,12.8395111111,55.4315666667,10.4779333333
749.70,10.7136666667,52.2456,55.7318666667,45.8624666667,9.00440000001,13.1627333333,43.5718,12.5233777778,55.0382333333,10.2366666667
750.01,10.432,51.8852666667,55.3358666666,45.6496666667,8.80993333333,12.9003333333,43.3115333333,12.3638222222,54.7152666667,10.0704666667
750.33,10.5589333333,52.09,55.4295333333,45.7564666667,8.85699999999,13.0805333333,43.5888,12.531,54.9699666667,10.2817333333
750.64,10.7582,52.2051333333,55.487,45.8500666667,9.06420000001,13.1958,43.7294666667,12.7437777778,54.8916333333,10.4396
750.96,10.6619333333,52.2411333333,55.4881333333,45.8903333333,9.13720000001,13.1431333333,43.6219333333,12.7849111111,54.8878333333,10.4038
751.27,10.3538666667,51.7818666667,54.9907333333,45.4631333333,9.00426666667,12.9073333333,43.2334,12.5067111111,54.3604333333,10.1852666667
751.59,10.0825333333,51.3856,54.546,45.2072666667,8.78986666667,12.6122,42.8303333333,12.3406888889,54.0692666667,9.98873333333
751.90,9.98773333333,51.2531333333,54.5253333333,45.2670666667,8.69106666667,12.5777333333,42.7156,12.2873777778,54.1308333333,9.84473333333
752.22,9.76980000001,51.0389333333,54.3131333333,45.0139333333,8.48486666667,12.5592,42.6691333333,12.1757555556,53.9250333333,9.70186666665
752.53,9.82473333333,51.0246,54.3569333333,44.9733333333,8.65633333333,12.6966666667,42.6662,12.3143333333,54.0429333333,9.78113333333
752.85,9.8686,51.1339333333,54.4829333333,45.1069333333,8.84346666667,12.7549333333,42.7445333333,12.4809555556,54.157,9.94579999999
753.16,10.2065333333,51.2821333333,54.7077333333,45.355,9.23573333333,13.0989333333,43.0519333333,12.9276444444,54.3772333333,10.3078
753.47,10.3325333333,51.5610666667,54.9948,45.5544,9.31706666666,13.2102,43.2524,13.1597333333,54.5847333333,10.3854666667
753.79,10.3914666667,51.7122666667,55.2313333333,45.7752,9.31906666666,13.2374,43.3894,13.1990444444,54.7271666667,10.4447333333
754.10,10.4085333333,51.6716,55.3045333333,45.8332,9.19420000001,13.2313333333,43.4146666667,13.2698,54.8072333333,10.5144
754.42,10.8616,51.9992,55.5748666667,46.2723333333,9.52753333334,13.6484666667,43.8528,13.5590444444,55.1500333333,10.9930666667
754.73,11.3170666667,52.3941333334,55.8972,46.6738666667,9.87393333334,13.9823333333,44.1556,13.8506222222,55.6141333333,11.4006
755.05,11.2634,52.3185333333,55.7524666667,46.5715333333,9.85740000001,13.9404666667,44.0794666667,13.7057111111,55.5486,11.3330666667
755.36,11.081,52.1878666667,55.5874666666,46.4474666667,9.71466666667,13.7254666667,43.9337333333,13.5021777778,55.3553666666,11.2246666667
755.67,11.1581333333,52.1689333333,55.3493333333,46.3926,9.82873333333,13.7498,43.8860666667,13.4400444445,55.3531,11.2598
755.99,10.8957333333,51.9646,55.1042666667,46.2346666667,9.5512,13.5139333333,43.7206,13.1757555556,55.0091333333,11.0036666667
756.30,10.7437333333,51.6535333333,54.7946,46.1116666667,9.37033333333,13.3501333333,43.4211333333,12.9272222222,54.6981666667,10.6932
756.62,10.7971333333,51.6978666667,54.8154,46.0779333333,9.41033333333,13.3388666667,43.3584,12.8693111111,54.7146333333,10.6886666667
756.93,10.8504666667,51.9650666667,55.132,46.3322,9.53853333334,13.3314,43.4433333333,12.8571555556,54.9281666667,10.8202666667
757.24,10.6793333333,51.9310666667,55.1233333333,46.2186666667,9.42019999999,13.2336,43.2956,12.8063333333,54.7892333333,10.7209333333
757.56,10.5649333333,52.2036666667,55.3998,46.2956666667,9.34053333334,13.1573333333,43.2775333333,12.6344888889,54.9683666667,10.5838
757.87,10.1388,51.8022,55.0381333333,45.9812,9.0266,12.7763333333,42.7924,12.3968222222,54.5784666667,10.2672
758.18,9.68773333333,51.3528,54.6568,45.5641333333,8.57546666667,12.2628,42.3808,12.0192666667,54.0886,9.83473333333
758.50,9.92246666666,51.7404,55.2174666667,45.8776,8.69293333334,12.427,42.6636,12.2461777778,54.4070666667,9.98300000001
758.81,10.1912,51.9223333333,55.3698,45.8624,8.90080000001,12.5987333333,42.7183333333,12.5018888889,54.4938,10.2778666667
759.13,10.4380666667,52.1579333333,55.8085333333,46.1806666667,9.142,12.7323333333,42.8444666667,12.8422222222,54.832,10.4813333333
759.44,10.8795333333,52.4219333333,55.8618,46.4738666667,9.59760000001,13.0449333333,43.0076,13.1817555556,55.1010666667,10.8479333333
759.75,10.8275333333,52.4656666667,55.9176666667,46.4648,9.42873333333,12.9706666667,43.0986,13.1125555556,55.1218666667,10.8462666667
760.07,10.6434,52.3381333333,55.8754,46.3395333333,9.21440000001,12.7479333333,42.9536666667,12.9630888889,54.9737333334,10.6508666667
760.38,10.4996666667,52.0156,55.5766,46.0263333334,9.07266666666,12.7264,42.8909333333,12.8267555555,54.6233,10.4775333333
760.69,10.2956666667,52.0588666667,55.6952666666,46.1008666667,8.97366666666,12.4325333333,42.8618666667,12.6264888889,54.7213,10.2425333333
761.01,10.2512,51.7204666667,55.3207333333,46.0277333333,8.9522,12.3749333333,42.6954666667,12.5459777778,54.4913,10.2102
761.32,10.0765333333,51.6353333333,55.2668666667,45.8554666667,8.76006666666,12.2368,42.5779333333,12.3016222222,54.4092333333,9.91646666667
761.63,10.3138,51.8359333333,55.4746666667,46.0409333333,8.97146666666,12.5754,42.7456,12.5321555556,54.6153,10.1239333333
761.94,10.299,51.9402666667,55.5503333333,46.1419333334,8.89333333334,12.6955333333,42.8134,12.4444,54.6779333333,10.1828666667
762.26,10.4176666667,51.8776666667,55.5342,46.2856666667,9.01246666666,12.7908666667,42.841,12.4604666667,54.7027666667,10.2743333333
762.57,10.4630666667,51.9019333333,55.5502,46.1938666666,9.11113333334,12.9428666667,42.8995333333,12.4756222222,54.5255,10.4206666667
762.88,10.4504,51.8042666667,55.5351333333,46.1070666667,9.00973333333,12.8778,42.7600666667,12.4428666667,54.3869333333,10.4047333333
763.20,10.6040666667,51.9387333333,55.6897333333,46.1900666667,9.26279999999,13.1356,42.9618,12.6141111111,54.5424,10.6266666667
763.51,10.6291333333,52.0262666667,55.8154,46.3018,9.37493333334,13.257,43.1563333333,12.6894666667,54.6658666667,10.7028666667
763.82,10.6436666667,52.0529333333,55.7682,46.3358666667,9.42286666667,13.2919333333,43.0746,12.6509111111,54.6068,10.7156666667
764.14,10.7177333333,51.8368,55.4032666667,46.2378,9.39186666667,13.339,42.9139333333,12.6494,54.3905,10.8272666667
764.45,10.5503333333,51.6967333333,55.256,45.9808,9.23693333334,13.2739333333,42.8422666667,12.5105555556,54.2288666667,10.7432
764.76,10.5964,51.7702,55.2028,45.939,9.30146666667,13.3289333333,42.9089333333,12.5414888889,54.2592,10.8690666667
765.07,10.467,51.6083333333,55.0053333333,45.8209333333,9.14506666667,13.2195333333,42.7936666667,12.4138222222,54.1169666667,10.7747333333
765.39,10.5416,51.4386,54.7110666667,45.5505333333,9.25506666667,13.1835333333,42.694,12.5588,53.9314666667,10.8614666667
765.70,10.1529333333,51.3204666667,54.4875333334,45.2919333334,8.94179999999,12.9391333333,42.5122,12.2613777778,53.7745666667,10.5637333333
766.01,9.77513333333,50.9231333333,53.9488,44.9476666667,8.50746666666,12.5980666667,42.1845333333,11.9333333333,53.4735,10.2299333333
766.32,9.23426666667,50.9985333333,53.9902,44.9080666667,8.08766666667,12.1528666667,42.2222666667,11.5400888889,53.5709666667,9.87999999999
766.64,8.72726666667,50.6872666667,53.5303333334,44.5430666667,7.51853333333,11.4404666667,41.6386666667,11.0126,53.2356666666,9.32473333333
766.95,8.4602,50.6047333333,53.3271333333,44.4148,7.08360000001,11.1538,41.453,10.7031777778,53.1692333333,9.08773333333
767.26,8.37553333333,50.3946,53.0725333333,44.1942666667,6.89986666667,10.9122666667,41.3539333333,10.5693111111,53.1579666667,9.00013333333
767.57,8.38293333334,50.2626,53.1877333333,44.0679333333,6.9644,10.964,41.4207333333,10.5757777778,53.2076333333,9.11753333333
767.88,8.76846666667,50.5841333333,53.4492,44.4194666667,7.35266666666,11.1474,41.6517333333,10.8227111111,53.4073333334,9.45246666667
768.20,9.0376,50.64,53.5623333333,44.5526666667,7.50060000001,11.3548,41.6935333333,10.9249111111,53.4547666667,9.64719999999
768.51,9.14519999999,50.6823333333,53.5776,44.4037333333,7.54066666667,11.4201333333,41.7242,10.9228666667,53.3371,9.71273333333
768.82,8.69626666667,50.3925333333,53.3234666667,44.2838666667,7.15053333333,11.0715333333,41.6471333333,10.4592,53.1875666667,9.23453333334
769.13,8.61686666667,50.0756666667,53.1746,44.137,6.96653333333,10.9599333333,41.5797333333,10.3561555555,52.9592333333,9.06786666666
769.44,8.6834,50.1636666667,53.4287333333,44.1496,7.00706666666,10.8807333333,41.5756666667,10.2489333333,53.0082666667,9.05739999999
769.76,8.97146666666,49.7780666667,53.2367333333,43.9389333333,7.07120000001,11.0336666667,41.2764666667,10.3184,52.6244666667,9.0394
770.07,9.26719999999,49.7884,53.3889333333,43.939,7.35186666666,11.3412666667,41.4020666667,10.7231555556,52.7474,9.2858
770.38,9.18586666667,49.7025333333,53.3036666667,43.8838666667,7.42286666667,11.3014666667,41.273,10.7647777778,52.7722333333,9.1212
770.69,8.69813333333,49.1369333333,52.8342666667,43.3946,7.04566666668,10.9556,40.8070666667,10.4393333333,52.3177,8.73626666667
771.00,8.74499999999,49.1683333333,52.647,43.3154,7.06800000001,11.0252666667,40.9438,10.4478,52.2637333333,8.6952
771.32,8.49133333333,48.7299333333,52.4126,42.9446,6.67793333332,10.6582,40.7073333333,10.1744666667,52.0211,8.26673333333
771.63,8.08006666666,48.4166666667,52.1483333333,42.6581333333,6.32699999999,10.2784,40.7453333333,9.92057777777,51.7116,7.83733333334
771.94,7.89473333333,47.7739333333,51.7226666667,42.2778,6.26973333334,10.0575333333,40.371,9.92624444445,51.5631333333,7.79126666667
772.25,8.476,47.8912666667,52.0075333334,42.4982666667,6.75346666667,10.6296666667,40.5241333333,10.4742666667,51.7629666667,8.38613333333
772.56,8.56113333334,47.7436666667,51.8301333333,42.3234,6.9264,10.6888,40.4640666667,10.6167777778,51.6417333333,8.55526666666
772.87,8.7522,47.7934666667,51.9322,42.4248,7.02653333333,10.9972666667,40.708,10.7552444445,51.6946666667,8.71386666667
773.18,8.49006666666,47.5708666667,51.6771333333,42.1546,6.83973333333,11.0174666667,40.7876666667,10.5005555555,51.7442333333,8.65400000001
773.50,8.44546666667,47.4822666667,51.5214,42.0497333333,6.87733333333,11.1212,40.8006,10.4440444445,51.5727,8.6922
773.81,8.35233333333,47.572,51.6780666667,42.015,6.84953333334,11.1265333333,40.8443333333,10.2149333333,51.5499666667,8.61140000001
774.12,8.46333333333,47.5588666667,51.8166666667,42.1504666667,6.879,11.1615333333,40.8798666667,10.1943555555,51.5767333333,8.60480000001
774.43,8.17146666666,47.2180666667,51.6449333333,41.8971333333,6.54213333334,10.9002666667,40.4704,9.84633333333,51.1775333333,8.16506666667
774.74,8.1386,47.3002666667,51.8989333333,42.1212,6.71699999999,11.2309333333,40.7217333333,9.95428888888,51.4278,8.39713333334
775.05,8.04906666666,47.3673333333,51.9604666667,42.3029333333,6.71139999999,11.1291333333,40.6116,9.90297777779,51.6244333333,8.26253333333
775.36,7.69093333334,48.013,52.2959333333,42.748,6.2828,10.8552,40.9105333333,9.51862222223,51.6974666667,7.78853333333
775.67,7.49426666667,48.4274,52.5188666666,43.0959333333,6.10953333333,10.6264666667,41.2332,9.44608888888,51.9373333333,7.5898
775.98,7.67200000001,49.2585333333,53.2064666667,43.6706666667,6.2926,10.8516,41.7968666667,9.74059999999,52.5783333333,7.66199999999
776.30,7.14886666666,49.0072,52.7541333333,43.3651333333,5.98019999999,10.4334666667,41.4464666667,9.61328888887,52.3036,7.12866666666
776.61,7.27533333333,49.3946,53.0442,43.8816,6.19233333333,10.5078,41.4462666667,10.0145111111,52.5547333333,7.32273333333
776.92,7.16706666667,49.2495333333,53.0494666667,43.9384666667,6.13593333334,10.4429333333,41.4334666667,9.91320000001,52.811,7.38673333333
777.23,7.62393333333,49.3528,53.1042,44.0579333333,6.51160000001,10.7583333333,41.8065333333,10.4550444444,52.8598333333,8.1026
777.54,7.70466666667,49.7601333333,53.5714666667,44.3458666667,6.73139999999,10.9614,42.3004666667,10.7618444445,53.3366666667,8.41253333334
777.85,7.46439999999,49.7517333333,53.4429333333,44.3795333333,6.65306666667,10.7310666667,42.0236666667,10.6545555556,53.3742666667,8.09113333334
778.16,6.9746,49.8184666667,53.2019333333,44.2276,6.0716,10.2785333333,41.5118666667,10.2934666667,53.2225666667,7.53853333333
778.47,7.14433333334,49.8927333333,53.316,44.1225333333,6.08173333334,10.6370666667,41.5747333333,10.4847111111,53.2139,7.87479999999
778.78,7.78619999999,50.0779333333,53.8359333333,44.2157333334,6.80186666666,11.2393333333,41.9519333333,11.1086,53.9451333333,8.71193333333
779.09,7.59613333333,49.7448666667,53.6163333333,43.7840666667,6.58986666666,10.9887333333,41.7226,10.7896222222,53.9116666667,8.52913333334
779.40,7.13386666667,48.8900666667,52.8768,42.9927333333,5.86593333333,10.3548666667,40.9275333333,10.0445555556,53.1715333333,8.05066666667
