wavelength,Back_HetXanf,Belly_HetXanf,Breast_HetXanf,Crissum_HetXanf,Crown_HetXanf,DorTail_HetXanf,Patch10_HetXanf,Patch11_HetXanf,Patch12_HetXanf,Rump_HetXanf,Throat_HetXanf,WingTip_HetXanf
187.15,129.023083334,136.7815,56.7528333332,15.8046666666,169.8275,227.298833333,98.2758333334,156.609125,144.827666667,59.605952381,225.000083334,200.0
187.53,113.759833333,134.1085,71.0272083334,36.0466666666,148.062,176.162833333,100.193583333,132.751958333,124.612416667,73.9688824405,174.418583334,174.224833333
187.91,128.623166667,168.478166667,54.529125,-19.2028333333,196.014333333,259.78275,120.28975,180.072458333,142.39125,64.3828258927,245.289833333,246.739083333
188.29,376.389000001,534.722166667,-4.86116666658,-179.166666667,563.888916667,838.888833333,288.888833333,508.333458333,426.388833333,139.360159226,759.722,751.388833333
188.67,329.166666667,409.166666667,95.0,34.1666666666,440.0,595.833333333,260.833333333,443.75,324.166666667,208.065476191,545.833333334,540.833333333
189.05,359.523666667,444.047666666,7.14283333333,26.1905,502.381,720.238166667,251.190333333,566.666625,280.95225,218.962516369,663.095250001,663.095166667
189.43,1191.66666667,1350.0,-291.666666667,-20.8333333325,1383.33333333,2325.0,629.166666666,1625.0,483.333333333,655.729166668,1958.33333333,2120.83333333
189.81,1841.66666666,1891.66666667,-1254.16666667,-775.0,1408.33333333,3950.0,716.666666668,3154.16666667,116.666666668,315.178571428,3591.66666667,3516.66666667
190.19,-22.6853333335,-68.0556666667,119.213041667,109.722333333,8.33325,-185.648166667,27.7778333332,-111.11125,56.4815,26.6700163692,-138.889,-146.75925
190.57,5.37625,-13.4409166667,100.672125,91.3978333334,33.8710000001,-81.1828333334,48.38725,-36.6935416667,54.5699166666,36.6792410713,-65.0537499999,-55.1075833333
190.95,15.1161666666,1.35675000001,86.7249166667,67.0544166667,32.1705833333,-34.6897500002,38.1784166668,-10.0774166667,56.3953333333,36.51015625,-30.4261666667,-21.3179166667
191.33,33.0065000001,25.65375,84.4773333333,64.21575,36.1111666667,-20.0980833333,40.3594999999,10.130875,61.1110833334,41.2843854167,-14.5425,-2.45091666665
191.71,26.3513333333,26.8018333334,62.2185416667,47.6350833333,35.8108333334,-4.50450000003,31.5315833333,14.358,49.9999166667,35.6058139881,-0.3378333333,13.7386666666
192.09,-0.26883333335,2.01608333335,35.8870833333,17.2043333334,6.98941666667,-28.8979166667,6.85483333333,-12.9705416667,23.6559166667,5.09310863094,-29.0323333333,-17.3385833334
192.47,-7.598,-8.94600000002,13.848125,5.39216666668,3.43133333333,-24.2646666667,-4.53424999999,-15.6250833333,17.1568333333,-4.32205505953,-29.28925,-29.04425
192.85,16.1521666667,12.7571666667,34.619375,30.9671666667,28.0864166667,8.64191666667,17.0781666666,12.39725,32.0988333333,22.6319806548,-0.103,-4.52674999999
193.23,8.42916666665,10.7279166667,29.2624166667,29.3101666667,26.2453333333,4.78924999999,9.77016666665,15.2777083333,25.2873333333,16.3810997024,0.09583333335,-6.89658333333
193.61,8.04925,6.72341666667,25.9470416667,26.4204166666,18.4659166667,0.283916666668,7.10225,7.95454166666,19.60225,15.1904508929,-1.89391666665,-7.19708333332
193.99,14.9038333333,12.98075,31.5304166667,30.2085833333,17.5480833334,11.2981666667,13.3815833334,14.9037916667,29.888,17.4306919643,10.8973333333,1.84300000001
194.37,10.9035833333,18.92525,33.3724583334,25.38925,14.95325,17.913,9.34574999999,13.4735416667,29.5171666667,17.8906785714,11.7600833333,1.40191666666
194.75,15.8730833333,21.11125,32.024,24.2063333333,14.6031666667,24.6034166666,10.5555833333,15.7936666667,33.4125833333,18.6735267857,18.254,2.77766666668
195.13,7.18383333335,12.4521666667,24.4252916667,15.6129166667,7.37558333333,17.9118333333,4.31041666666,4.64541666668,24.9040833333,5.72320833332,7.85441666667,-8.81241666664
195.51,-4.89583333335,0.520833333325,14.0625,5.62500000001,-0.833333333326,12.7083333334,-7.50000000001,-7.13541666667,14.1666666667,-5.17113095237,3.02083333334,-23.4375
195.89,-16.2429166667,-14.6893333333,4.37854166668,-7.20333333332,-18.9265,-4.8023333334,-25.5649166666,-30.7203333333,11.017,-18.8257053571,-9.60458333332,-48.3050833333
196.27,0.456583333325,4.90866666667,23.002375,6.39266666667,2.39733333334,13.5845833333,-9.70308333334,-15.8675,27.9680833333,-1.21088690474,5.02291666667,-27.2830833333
196.65,-8.83075,1.99,16.7909166667,-4.72633333334,-8.58200000002,2.98516666667,-21.5175,-30.7837083333,26.24375,-12.9931130952,-4.35316666665,-34.32825
197.03,-8.33341666667,7.37175000002,13.5683333333,-9.08108333333,-2.2435,3.73925,-19.23075,-29.2200416666,27.77775,-13.2821994048,-0.427250000007,-26.9231666667
197.40,1.35133333335,13.17575,12.6125416666,-5.29266666667,0.900916666678,15.4279166667,-13.8514166667,-28.3220833333,35.3603333333,-7.96725892858,7.65741666666,-20.946
197.78,-15.0539166667,-1.07516666667,-9.13983333333,-34.5429166667,-18.68275,4.301,-37.7686666666,-53.629,31.5859166667,-28.7729732143,-12.6343333333,-47.4461666667
198.16,-41.6665833334,-38.8211666666,-48.9836250001,-80.8944166667,-44.91875,-23.5772499999,-82.11375,-110.569041667,13.0080833334,-76.226845238,-54.065,-98.7805000001
198.54,-86.3095000001,-134.8215,-131.696416667,-159.523666667,-109.226166667,-72.6190833333,-163.392833333,-190.624916667,-16.6665833333,-158.290607143,-125.893083333,-182.440333334
198.92,-142.543916667,-207.0175,-205.482541667,-250.438666667,-174.122833333,-132.89475,-278.508833333,-321.710625,-48.6843333335,-250.469955357,-203.508916666,-289.035083333
199.30,-90.7406666667,-144.753,-145.061666667,-176.85175,-129.938333333,-92.284,-201.234583333,-215.432166667,-42.5926666666,-171.356971726,-136.111083333,-210.802583333
199.68,-21.76875,-63.4352500001,-54.0816249999,-85.7144166666,-50.68025,-28.7415,-81.9728333333,-99.1496666666,7.14283333325,-76.3574479167,-56.6326666667,-89.1155833333
200.06,5.04391666667,-25.1096666667,-21.3814166667,-42.215,-17.3244166667,-0.657750000008,-36.9516666667,-43.4757083333,14.58325,-35.2737842262,-20.8333333333,-40.1315
200.44,2.22216666665,-41.8056666667,-36.7360833333,-60.1387500001,-31.1111666667,-8.74991666668,-60.6945,-54.5137916667,8.33349999992,-55.9970997024,-30.2776666667,-53.47225
200.82,19.7435,-27.3076666667,-19.0384166667,-42.6923333333,-18.2051666667,6.41041666667,-40.3846666666,-35.0643333333,14.1025833333,-39.5742663691,-14.7435,-31.9230833333
201.19,6.28675000003,-56.2864999999,-44.5175833333,-74.7075000001,-40.3510833333,-13.8889166667,-63.889,-50.365625,-10.0877499999,-61.7037678571,-35.5261666666,-53.6550833333
201.57,-10.6061666667,-78.0301666667,-56.818125,-103.636333333,-55.7575,-36.8182499999,-79.9999166666,-65.7575,-27.8788333334,-78.839266369,-57.42425,-73.9394166667
201.95,5.75991666666,-49.26475,-31.3725833333,-68.3824166668,-23.2844166667,-6.74041666668,-45.2206666666,-33.3335,-14.46075,-47.4899300595,-24.7549166667,-42.647
202.33,16.46575,-26.5061666667,-24.0961666667,-51.004,-10.9436666666,7.02799999998,-26.5060833333,-13.0020416667,-4.41758333334,-26.3212157738,-11.8474166667,-23.8954166667
202.71,9.92075,-24.504,-30.059625,-53.3729166667,-12.9959166667,3.96816666667,-28.8690833333,-19.891,-8.23408333335,-31.1012604166,-14.2858333333,-23.8096666667
203.09,5.35066666668,-21.1404166667,-29.956125,-53.2456666667,-11.3156666667,3.94724999999,-27.8945833333,-18.6842916667,-11.0525833333,-33.2472514881,-14.298,-21.31575
203.47,4.48724999998,-20.3296666667,-34.2491666667,-56.7765,-8.33325000001,2.38091666666,-30.7691666667,-19.9633333333,-17.21625,-39.2529880952,-17.1246666667,-19.6885833333
203.85,-6.20158333332,-23.9341666667,-49.4669583333,-64.3411666666,-11.0466666666,-0.678333333325,-47.3836666667,-28.58525,-28.682,-51.5590669643,-25.0000833333,-27.3255
204.22,-11.82425,-30.4055,-67.961625,-79.3919166667,-15.991,-0.788333333332,-58.6711666667,-38.3447083333,-38.96375,-64.5251354167,-32.0945833334,-35.1350833333
204.60,-37.4358333333,-58.0770000001,-106.6025,-119.359083333,-39.7435833333,-23.7178333333,-91.5384166667,-65.2562916667,-75.3845833334,-97.8364360119,-64.4871666666,-61.1539166667
204.98,-76.3071666667,-93.9543333333,-169.036083333,-179.902,-75.1634166667,-58.1698333332,-154.2485,-108.5785,-117.32025,-151.715825893,-115.032583333,-106.699333333
205.36,-94.7464166666,-107.427416667,-193.65925,-195.471,-94.5651666668,-59.2391666667,-176.6305,-125.000083334,-133.876833334,-174.744324405,-130.97825,-120.289833333
205.74,-103.90075,-112.943166667,-202.836791667,-193.085,-98.4041666669,-51.7730833333,-183.33325,-128.546208333,-143.794333333,-189.282668155,-136.3475,-122.517583333
206.12,-112.499916667,-124.999833333,-233.134916667,-222.817333334,-116.666583333,-60.71425,-218.65075,-149.603083333,-158.928583333,-215.089989583,-161.507916667,-130.357083333
206.50,-178.448333333,-182.7585,-342.241375,-353.160833333,-179.310416667,-97.9885000001,-335.34475,-226.1495,-256.034666667,-334.523998512,-243.965333333,-192.52875
206.87,-125.490166667,-125.490333334,-268.6275,-292.15675,-149.509916667,-82.353,-281.1275,-180.514791667,-214.70575,-277.083409226,-187.99025,-151.470583334
207.25,-238.75,-242.916666667,-500.208333334,-535.0,-304.583333333,-176.666666666,-505.0,-328.333333333,-393.75,-501.183035714,-355.833333333,-271.25
207.63,-105.180166667,-102.027,-235.923458333,-257.657666667,-147.071916667,-53.37825,-245.045,-149.436916667,-179.729916667,-237.057696429,-160.135083333,-119.3695
208.01,-121.9445,-127.500083333,-283.1945,-318.0555,-180.555583333,-57.4999166667,-290.000083334,-181.388833333,-214.166666667,-277.936458333,-188.055583333,-133.055666667
208.39,-74.1453333334,-73.71775,-188.247791667,-232.478666667,-116.666583334,-18.5898333334,-201.068416667,-120.192333333,-151.068416667,-195.032171131,-122.436,-76.2819999999
208.77,-22.6776666667,-20.082,-89.3442083333,-118.44275,-44.3988333333,13.93425,-89.6176666667,-51.5027916667,-64.071,-86.2388333333,-45.2185,-18.4425833333
209.14,-6.03458333335,-4.50208333332,-53.639875,-73.6591666667,-17.0498333333,27.0115833333,-48.08425,-26.3889583334,-37.9311666667,-48.5476815477,-20.0191666667,-5.65125
209.52,7.28233333334,6.83175000001,-32.5075,-46.6215,-0.75075,31.8318333333,-24.77475,-9.30937499998,-18.9941666667,-27.7684077381,-6.90691666666,5.78083333332
209.90,12.8439166666,10.0153333333,-32.0719583333,-46.0245833333,-0.45875,30.8868333333,-25.4586666667,-6.34558333334,-16.7431666667,-24.5030997024,-3.66975000003,8.10391666667
210.28,11.1356666667,10.1031666666,-28.5767083333,-44.3216666667,1.03241666667,28.9085833333,-21.9026666667,-3.31866666667,-18.51025,-23.0101235119,-0.663749999993,8.62825000001
210.66,3.71908333332,1.72175000001,-32.1970833333,-42.4930833333,-3.37466666667,22.865,-25.7575,-7.88574999999,-21.3499166667,-26.4746041667,-3.78791666667,0.826416666668
211.03,-4.74149999999,-6.82475000001,-41.9900833333,-50.2874166667,-6.46558333332,21.7675,-31.4655,-13.7213333333,-29.7414166667,-33.3076354167,-13.2901666667,-6.32175
211.41,-10.0,-21.8181666667,-54.7347083333,-60.3031666666,-11.6665833333,16.1364166667,-42.1970833333,-19.7348333333,-42.8789166667,-43.9663943452,-21.8180833333,-14.6211666667
211.79,-26.30725,-42.8920833333,-81.0050416667,-82.27125,-27.7778333333,-5.06533333334,-63.80725,-38.7663333333,-60.3758333333,-64.7584866072,-39.8694166667,-31.0455833333
212.17,-42.2744166667,-59.02775,-103.124916667,-103.21175,-43.40275,-23.09025,-81.7708333332,-52.951375,-81.0764166667,-82.234404762,-53.6458333333,-46.78825
212.55,-52.9761666667,-71.6836666667,-112.882416667,-113.690666667,-52.2109166667,-32.0576666667,-92.3469166666,-57.0579166667,-90.9863333333,-92.4942425595,-64.2855833334,-57.0578333333
212.92,-69.6629166667,-93.1647500001,-140.075,-144.2885,-73.7828333332,-47.2845833333,-117.228583333,-74.8126250001,-119.10125,-120.841752976,-88.9514166667,-74.43825
213.30,-90.2025833333,-119.707166667,-177.252166666,-182.207166667,-99.9999166667,-72.74775,-152.027166667,-100.4505,-155.855833333,-153.919389881,-112.0495,-95.2701666668
213.68,-177.77775,-222.222083333,-320.370416667,-333.889,-198.333333333,-155.18525,-294.814666667,-203.148,-289.444416667,-284.881004464,-211.851666667,-186.851916667
214.06,-194.186083333,-233.33325,-328.100833333,-349.6125,-209.690083334,-156.395333333,-308.720833333,-224.127833333,-309.3025,-294.435325893,-224.612333333,-197.092916667
214.44,-269.791666666,-322.65625,-444.401041667,-476.822916667,-297.65625,-226.5625,-434.635416667,-325.911458333,-436.458333333,-421.130952381,-316.40625,-284.375
214.81,-253.53525,-296.212,-416.919291666,-452.272833333,-272.47475,-221.464583334,-411.111083334,-299.368708333,-408.838333333,-389.330757441,-307.070666667,-253.53525
215.19,-156.782916667,-189.341083333,-278.100916667,-309.883833333,-165.697583333,-134.883833333,-276.550333334,-188.953291667,-273.25575,-255.775837798,-194.961166667,-149.030916667
215.57,-113.07475,-116.66675,-184.841958333,-213.793083333,-107.758833334,-83.9081666666,-189.0805,-129.022958333,-178.304666666,-168.162535714,-127.011583334,-96.9826666666
215.95,-104.47525,-99.9999166668,-169.753,-213.58025,-90.7405833333,-61.5740833334,-181.635666667,-116.666625,-168.67275,-157.098831846,-109.876583334,-86.2653333332
216.32,-86.9884166667,-81.4328333333,-144.005833333,-192.690083334,-78.8011666667,-47.0760833333,-165.93575,-103.508625,-146.637333333,-140.450019345,-100.146083333,-75.0
216.70,-66.5320833333,-58.33325,-120.363,-155.645083333,-59.4084166667,-39.7850833333,-139.785083333,-92.8092916666,-113.30625,-114.681755952,-77.8225833333,-58.1988333333
217.08,-57.0105,-41.2699999999,-105.357125,-128.439166667,-41.7990000001,-25.7935833333,-123.8095,-81.4814999999,-95.10575,-97.0213139881,-60.4496666667,-45.1056666667
217.46,-56.9444166666,-41.9444166667,-100.34725,-133.611083334,-43.8888333332,-21.9444166667,-123.611166667,-78.7501250001,-95.0000833333,-100.064581845,-70.9721666667,-42.4999166667
217.83,-49.8791666667,-35.7488333332,-79.7102499999,-111.9565,-35.9904166667,-16.5460833333,-101.44925,-61.2923333334,-79.4686666667,-81.9962157738,-59.9034166667,-34.5411666667
218.21,-42.4549166667,-31.6441666667,-76.520375,-99.8875,-27.59025,-20.946,-92.3423333334,-52.026875,-67.9051666667,-76.2206547618,-56.3063333333,-28.4910833333
218.59,-33.428,-30.3031666667,-65.6249166667,-81.7233333332,-22.3484166667,-19.0341666667,-77.3673333333,-38.3048333333,-53.2195833333,-59.0977053572,-47.2538333334,-21.5908333333
218.97,-38.7550833333,-39.5583333333,-66.1144166667,-90.6627500001,-32.0280833333,-24.3974166666,-82.5300833334,-44.8795416667,-57.229,-67.5056473214,-52.9115833333,-28.3131666667
219.34,-48.2510833333,-47.4280833333,-76.1831666667,-98.0452500001,-42.07825,-37.3456666667,-88.9919166666,-52.4692083333,-63.6829166667,-77.3350967262,-61.3169166667,-39.7118333333
219.72,-54.4519166666,-57.306,-81.8492083333,-111.187,-48.9726666666,-50.9133333333,-98.9724166667,-59.7031666667,-73.6301666667,-87.3063675594,-71.3471666667,-47.6029166667
220.10,-66.7840833333,-75.5866666668,-96.6550416666,-125.234833333,-66.0798333333,-68.662,-114.436666667,-76.9367499999,-86.9716666666,-104.290299107,-88.7324166667,-57.277
220.47,-77.6994166667,-88.4976666668,-102.758291667,-124.1785,-73.8261666667,-78.1689999999,-122.417833334,-83.4508333333,-88.7325000001,-113.065834821,-100.234833334,-62.5588333333
220.85,-93.4897499999,-103.9065,-111.84925,-136.067833333,-90.6251666668,-85.2866666665,-139.45325,-95.0522916667,-97.3961666666,-129.360019345,-117.448083333,-67.7085
221.23,-73.5930833333,-88.5282499999,-84.3615416667,-112.6625,-74.3506666667,-72.0779166667,-112.337666667,-76.56925,-77.5973333333,-105.631427083,-94.4805833331,-52.5973333333
221.61,-71.9791666667,-86.9791666665,-80.7812499999,-105.625,-70.9375,-70.0000000002,-110.625,-78.6458333332,-71.0416666667,-104.170386905,-85.8333333334,-49.375
221.98,-56.5413333333,-69.803,-64.5162499999,-85.9317500001,-54.3905833334,-56.3618333333,-89.1575833334,-62.813625,-52.1504166667,-84.586139881,-65.1434166667,-33.5125833333
222.36,-63.2616666667,-73.2079166666,-63.5305833333,-93.1900000002,-62.09675,-59.22925,-88.0824166668,-66.0842500001,-59.6775833334,-86.6247321429,-68.1005,-40.8600833333
222.74,-87.9869166667,-93.723,-78.5716249999,-115.151333333,-81.2771666667,-75.1082500001,-107.683916667,-93.5606666665,-87.7706666667,-113.750395833,-85.8224166667,-55.4114166667
223.11,-92.6406666667,-98.2683333334,-85.2815000001,-122.077916667,-88.3115833334,-82.3594166667,-114.71875,-99.1340833334,-100.324833333,-119.921136905,-88.8529166667,-63.0951666667
223.49,-142.34975,-154.098416667,-130.737833333,-179.781333334,-142.34975,-124.18025,-180.191333334,-157.035541666,-154.508333333,-178.300574405,-138.661333333,-107.2405
223.87,-168.030333334,-186.3635,-159.469625,-209.090833333,-176.212,-150.454333333,-216.666666667,-193.712291666,-186.060583333,-210.922608631,-167.878666667,-134.697
224.24,-114.155166667,-122.60275,-105.707666667,-139.954333333,-121.461166667,-103.653083333,-149.771833333,-129.166708333,-131.9635,-141.405822917,-114.725916667,-93.6074166667
224.62,-74.1379999999,-78.7356666666,-70.8812916668,-99.5211666666,-85.0574999999,-70.97725,-106.609333333,-91.4271250001,-98.8505,-97.2769136904,-74.8084999999,-62.64375
225.00,-112.064666667,-119.900416666,-112.064875,-148.880583333,-128.358166667,-119.27875,-156.7165,-139.365708333,-161.567083333,-139.430105655,-114.179166667,-106.218833333
225.38,-161.37825,-170.19225,-164.903916667,-207.532166666,-184.7755,-181.570666667,-229.807666667,-200.3205,-228.365333333,-195.750410714,-166.666666667,-167.467916667
225.75,-156.41025,-165.224416667,-161.057625,-201.762833333,-183.493666666,-183.173166666,-230.128333333,-201.842791667,-228.205166666,-186.861852678,-161.698583333,-169.23075
226.13,-160.691833333,-166.666666667,-160.849375,-197.327,-187.73575,-183.019,-228.144666667,-209.984333333,-232.547083333,-183.566349702,-172.327,-172.6415
226.51,-137.575833333,-151.212166667,-141.363458333,-169.393916667,-172.121166667,-166.363666667,-215.1515,-194.848458333,-206.363583333,-161.866869048,-153.030333333,-154.242416666
226.88,-107.2305,-118.8725,-114.950791667,-138.848,-140.56375,-138.480333333,-175.490083333,-155.4535,-154.411666667,-123.345635417,-127.3285,-125.612833333
227.26,-93.2431666666,-99.7748333334,-106.02475,-113.851416667,-123.9865,-124.436833334,-157.995333333,-143.581166667,-132.432333333,-104.049903274,-112.725166667,-113.063083333
227.64,-59.72225,-63.28125,-65.6251250001,-74.5659166667,-82.46525,-81.77075,-106.77075,-99.1320000001,-84.3749166667,-61.6737455357,-72.0485833333,-72.7430833334
228.01,-52.6043333333,-50.0743333333,-54.0177916667,-60.5654166667,-67.4105833333,-65.1785,-88.1695833334,-82.8870000001,-72.6191666667,-52.8100119047,-60.7886666667,-59.4494166667
228.39,-52.8955,-48.0224166667,-52.6130833333,-56.8503333334,-66.8785,-58.7570833333,-84.6045000001,-82.6979583334,-68.1499166667,-52.1085610119,-60.16975,-57.9801666667
228.76,-54.50825,-51.70775,-53.17625,-57.0355833333,-66.80325,-57.9235833333,-81.2841666667,-80.7035416667,-66.8035,-52.7297455357,-58.8114166666,-59.2213333334
229.14,-46.141,-40.548,-42.505625,-47.48325,-55.8725833333,-43.1766666667,-66.1073333333,-64.2059583333,-51.11875,-44.732875,-47.9865833333,-49.38475
229.52,-35.7676666667,-28.2771666667,-29.822125,-33.3803333334,-41.4793333333,-27.9494166667,-47.6125,-48.0569583333,-35.5336666667,-32.4229300595,-35.3930833333,-36.1891666667
229.89,-34.5810833334,-26.3815833334,-27.9414583333,-31.1941666667,-38.3689166667,-26.47075,-42.335,-43.80575,-33.5115833333,-28.7329925595,-32.531,-34.4473333334
230.27,-38.31375,-29.2406666667,-35.2810416667,-39.8421666667,-44.6745833333,-32.7415,-49.4575,-51.996875,-37.3275833333,-35.1235758928,-36.8343333333,-43.19525
230.65,-28.889,-20.812,-29.0385,-31.4104166667,-34.7864166667,-24.4445,-38.3333333333,-42.3075833333,-28.8888333333,-27.3643229167,-26.5811666666,-32.4358333333
231.02,-28.9765,-19.7545833333,-28.2996666667,-29.3149166666,-31.726,-23.90025,-38.5785833333,-42.2379166667,-30.922,-28.2449925595,-25.3384166667,-32.9526666667
231.40,-24.67475,-17.0733333333,-23.2318333333,-25.0811666666,-27.317,-19.6748333333,-32.683,-35.71125,-24.756,-24.8365773809,-20.0813333333,-27.6016666667
231.78,-26.8940833333,-18.1396666667,-26.8097916667,-24.6633333333,-29.4613333333,-23.2323333333,-33.3754166666,-36.4266666667,-27.06225,-27.1396488095,-22.8534166667,-31.3130833333
232.15,-29.31625,-21.5810833333,-29.038625,-26.32475,-32.7351666667,-26.2393333333,-35.76925,-39.5085,-27.86325,-27.9610401786,-24.1453333333,-34.359
232.53,-29.0608333334,-22.2506666667,-27.1785833333,-25.8461666667,-30.7954166666,-27.4955833333,-33.8831666667,-37.0136666666,-26.9458333333,-26.1814181547,-23.6886666667,-34.22175
232.90,-32.22525,-23.8475,-27.3270833333,-26.9946666666,-31.3385833333,-29.6986666667,-36.968,-39.649875,-27.172,-28.2334270833,-26.1525,-37.1453333334
233.28,-23.03425,-15.4701666667,-14.3377083333,-14.8289166667,-18.5470833333,-19.829,-26.0684166667,-29.1239166667,-16.8804166667,-18.0319747024,-15.1283333333,-26.2394166667
233.66,-23.8918333333,-16.9769166667,-16.3785416667,-16.79975,-19.1045833333,-21.4096666667,-27.4379166667,-31.6931666667,-18.0850833333,-19.3548184524,-17.1986666667,-28.1029166667
234.03,-21.6918333334,-15.6198333333,-14.887,-14.7403333333,-18.2160833333,-19.0119166667,-25.33525,-29.0829166667,-15.9129166667,-19.0641190476,-17.3368333333,-25.7956666667
234.41,-16.0086666667,-10.7455833333,-7.71195833333,-5.5555,-12.1345833333,-13.2674166667,-16.5570833333,-19.389625,-10.3436666667,-11.8890684524,-11.0380833333,-17.2148333334
234.78,-21.4874166667,-12.2943333334,-9.08075,-6.76383333333,-15.9193333333,-17.1150833334,-20.7025833333,-22.29075,-13.6770833333,-14.2790967262,-17.07775,-21.2258333333
235.16,-17.4308333333,-9.89799999998,-6.33183333332,-3.16616666667,-12.8456666667,-12.8093333333,-15.6114166667,-17.267,-8.11500000002,-11.1873824405,-14.1921666667,-17.9766666667
235.54,-16.6665833333,-9.8125,-5.46554166665,-2.74174999999,-12.4458333333,-11.4355833333,-15.5484166667,-17.7488333333,-8.94666666668,-11.3417351191,-14.71875,-17.85725
235.91,-13.56275,-7.55733333333,-3.64374999999,-2.19291666667,-10.4925,-9.278,-13.7651666667,-16.09325,-7.75975000002,-9.16117410714,-12.3818333333,-14.91225
236.29,-6.01508333334,0.532666666667,2.788125,5.73300000002,-3.13283333333,-2.66300000001,-6.76691666666,-9.22620833334,0.751666666683,-2.89283779762,-6.54750000001,-7.83208333334
236.66,-6.89100000002,-1.02550000001,0.929625,5.76933333333,-4.87191666667,-2.88458333334,-8.65391666666,-12.019375,0.44875,-3.95777678572,-7.98074999999,-8.87816666667
237.04,-7.38349999999,0.980416666667,0.0765833333243,6.12758333333,-5.48399999999,-2.69591666668,-7.75116666667,-12.4540833333,1.25616666668,-2.12438839284,-6.587,-8.70099999999
237.41,-8.15216666668,0.120583333335,-3.33645833334,3.01924999999,-8.39383333333,-4.80083333333,-10.44675,-14.73425,-0.48308333335,-3.60856994048,-9.72233333333,-10.779
