wavelength,Back_DiuDium,Belly_DiuDium,Breast_DiuDium,Crissum_DiuDium,Crown_DiuDium,DorTail_DiuDium,Patch10_DiuDium,Rump_DiuDium,Throat_DiuDium,WingTip_DiuDium
211.03,-90.2126999999,-60.4256666667,-81.4184666666,-73.4751333333,-116.453866667,-101.631033333,-72.1986666665,-61.1347333333,-97.5886666666,-96.3119333332
211.41,-84.4871333333,-54.6793666667,-75.3846666667,-65.8973999999,-102.692333333,-89.9999666668,-65.3846666667,-58.3331999999,-83.0768666667,-97.6924666667
211.79,-87.3201666666,-63.2028,-79.8692,-72.6795999999,-110.8496,-101.111066667,-63.6602000001,-64.3137999999,-87.3202666667,-103.790866667
212.17,-96.0417333333,-66.6667666667,-73.0555333333,-89.3055333332,-117.7778,-114.235966667,-68.6111999999,-81.9444000001,-95.2778,-99.5834000001
212.55,-105.744566667,-69.4326333333,-79.4327333334,-101.7022,-124.397266667,-117.375866667,-72.4821333333,-91.0640000001,-101.276666667,-117.730466667
212.92,-365.7142,-280.793733333,-316.190466667,-360.634933333,-397.7778,-384.127066667,-284.761866667,-315.555666667,-347.619066667,-402.5396
213.30,-8270.0,-6520.0,-6233.33333333,-8033.33333333,-8100.0,-8400.0,-6613.33333333,-7053.33333334,-7459.99999999,-8826.66666665
213.68,3113.33336667,2526.66666667,2457.77786667,3148.88893333,3104.4444,3063.33343333,2657.7778,2880.0,2800.0,3388.88886667
214.06,-925.1852,-751.1111,-725.925933333,-1014.8148,-955.555466667,-924.814966666,-752.5926,-869.629733333,-807.407466666,-1037.03706666
214.44,2098.33333333,1826.66666667,1670.0,2338.33333333,2220.0,2106.66666667,1700.0,2120.0,1961.66666667,2296.66666667
214.81,507.647,394.1177,375.294133333,554.117666667,511.764666667,480.980366667,384.313666667,504.313666667,436.470666667,546.274466667
215.19,-270.7693,-215.897466667,-165.897533333,-299.7434,-278.205133333,-260.897366667,-194.871866667,-279.999933333,-222.564133333,-301.794866667
215.57,-261.149366667,-197.471233333,-158.620733333,-295.1724,-267.816066667,-257.126333333,-179.310266667,-262.758666667,-210.344933333,-268.2758
215.95,-798.484866667,-611.2122,-523.636266667,-847.272733333,-781.212066666,-791.5152,-574.545466667,-796.969599999,-656.363666667,-747.272800001
216.32,5271.66666667,4256.66666667,3660.0,5326.66666667,5166.66666667,5286.66666667,3916.66666667,4866.66666667,4333.33333334,5120.0
216.70,1444.76196667,1164.28576667,996.1906,1529.5238,1411.4286,1484.76176667,1049.52393333,1338.09526667,1219.04766667,1329.52386667
217.08,-253.111166667,-179.111166667,-136.666666667,-279.7778,-248.888933333,-261.555466667,-155.5554,-229.555466667,-195.777733333,-214.444466667
217.46,-168.8653,-117.8722,-101.985733333,-185.1064,-172.3402,-184.822666667,-99.2907333332,-155.319133333,-133.3334,-143.546
217.83,-121.030366667,-72.909,-68.4848666667,-138.5454,-118.303066667,-136.1213,-58.6666666667,-112.1212,-91.5151333333,-93.6970666667
218.21,-137.266666667,-77.0666666667,-78.3999999999,-147.066666667,-136.533333333,-152.666666667,-66.5333333335,-120.666666667,-99.6,-100.933333333
218.59,-89.3333333334,-46.4761666667,-51.5238,-99.2380666666,-90.9522666666,-99.476,-39.8095333333,-77.5239333333,-65.5237333333,-68.8572000001
218.97,-77.7368333333,-47.7366333333,-43.9506,-85.5143333334,-75.8025333334,-88.1893666667,-35.3087333333,-67.7366666667,-62.5514666667,-60.7405333334
219.34,-75.6539666667,-42.0251666667,-44.7256666667,-82.7004000001,-74.3460666667,-87.9325666667,-28.8607333333,-65.5696666667,-64.1350666667,-62.1097333333
219.72,-69.6928999999,-35.9212,-32.1052666667,-69.1227999999,-66.4910666666,-81.2718666667,-21.3157333334,-59.6492,-57.7193333333,-52.1930666667
220.10,-78.1578666667,-43.4212,-35.965,-80.7018,-77.456,-82.2367666667,-26.5789333334,-66.6665999999,-59.1227333333,-63.2457333333
220.47,-76.4734,-41.6908,-37.1014,-81.4493333334,-77.4878666667,-81.8355666667,-20.0,-77.2947999999,-58.8406,-61.6424000001
220.85,-85.4628666667,-53.5648,-48.4259333333,-85.7407999999,-84.9073333334,-91.1111000001,-32.3149333333,-88.6111333334,-65.2778,-74.9072666666
221.23,-152.777933333,-98.7500333333,-97.3610666667,-143.750066667,-150.5556,-166.597133333,-69.8611333334,-164.0278,-116.527866667,-137.638733333
221.61,-157.348433333,-104.318366667,-106.212133333,-153.787933333,-158.939333333,-176.060766667,-66.2119333333,-169.8484,-121.060466667,-143.787866667
221.98,-264.000033333,-182.888966667,-185.333266667,-253.777866667,-267.555533333,-269.222166667,-118.0,-269.333333333,-196.444466666,-243.999933333
222.36,-220.000133333,-143.235066667,-146.862866667,-217.2548,-224.1176,-225.980466667,-86.2747333333,-220.0,-165.882466667,-202.156866667
222.74,-804.242333333,-542.121233333,-539.999933333,-719.393999999,-784.242333333,-803.333233333,-373.333333333,-752.121333333,-589.696933333,-716.969666667
223.11,-3142.2222,-2116.6666,-2200.00013333,-2802.2222,-3142.2222,-3164.44446667,-1506.6666,-3033.33326667,-2282.2222,-2922.2222
223.49,847.142866667,608.809466667,618.095466667,807.619066666,816.190466667,842.142833333,524.761933333,829.5238,640.476,777.142866667
223.87,492.3077,361.666666667,385.897466666,476.923066667,493.589733333,499.871866667,319.743533333,486.4102,385.640933333,460.256466667
224.24,-3677.7777,-2574.44453333,-2906.6666,-3582.22206667,-3673.33346667,-3849.99996667,-2206.66666667,-3626.66673334,-2746.6666,-3348.8888
224.62,-1855.5554,-1299.4444,-1468.88886667,-1859.99993333,-1809.99993333,-1935.55553333,-1136.66673333,-1757.7778,-1371.111,-1706.66666667
225.00,-5350.0,-3508.33333333,-4023.33333333,-5393.33333333,-5030.0,-5601.66666667,-3140.0,-4870.0,-3850.0,-4560.0
225.38,-2300.0,-1616.0,-1802.66666667,-2293.33333333,-2105.33333333,-2343.33333333,-1396.0,-1976.0,-1698.66666667,-1990.66666667
225.75,-931.944400001,-661.111066667,-717.777666667,-918.333266668,-836.111133333,-886.389066666,-581.111133333,-786.666666667,-679.999933333,-782.2222
226.13,-477.916566666,-350.555466667,-350.833466667,-440.0,-423.333333334,-457.3611,-297.499866666,-398.611066667,-344.1668,-390.2778
226.51,-822.857233333,-647.619033333,-631.428533333,-768.0952,-719.047666667,-794.761933333,-535.238066667,-736.190666666,-597.619,-694.285733333
226.88,-368.275866667,-265.0577,-281.379333333,-351.4942,-314.023066667,-358.045933333,-224.137933333,-323.448266667,-247.356333333,-300.0
227.26,-278.1981,-203.964066667,-203.243266666,-265.5856,-225.585533333,-265.6757,-168.2884,-242.522466667,-183.063133333,-206.6666
227.64,-226.016266667,-171.300833333,-159.837333333,-208.455266667,-179.5122,-213.902533333,-131.544666667,-190.894333333,-134.471733333,-160.000066667
228.01,-208.780533333,-171.544766667,-153.333266667,-208.780466667,-160.6504,-201.3009,-119.674933333,-183.414666667,-121.788533333,-150.406533333
228.39,-409.565133333,-349.565166667,-319.999933333,-402.608733333,-323.4782,-398.116033333,-235.942133334,-362.608733334,-275.072466667,-292.4638
228.76,-196.742466667,-171.3635,-162.1212,-190.757533333,-165.3032,-195.454366667,-112.272733333,-175.606,-136.666733334,-142.727133333
229.14,-235.726433333,-219.658166667,-208.375933333,-223.760666667,-219.316133334,-225.982766666,-140.171,-216.581266667,-175.384533333,-181.196533333
229.52,-455.555466667,-440.158766667,-402.539733333,-432.380933333,-423.492133333,-442.063433333,-288.253933333,-427.936533333,-352.381,-343.492066667
229.89,-419.999933333,-414.2856,-351.746066667,-390.476266667,-395.555466666,-420.9523,-232.698266666,-397.4602,-322.2222,-313.333333333
230.27,-654.102633333,-672.051266667,-602.564133333,-669.2308,-677.436133333,-726.6669,-395.897466667,-673.846066667,-560.512733333,-532.820466667
230.65,-2605.0,-2586.66666667,-2400.0,-2535.0,-2580.0,-2748.33333333,-1696.66666667,-2578.33333333,-2258.33333333,-2235.0
231.02,-1720.00016667,-1797.77783333,-1588.88886667,-1664.44446667,-1686.6666,-1813.33326667,-1173.3334,-1748.8888,-1587.77793333,-1481.11106667
231.40,-2055.33333333,-2028.0,-1998.66666667,-1988.0,-2053.33333333,-2222.66666667,-1445.33333333,-2122.66666667,-1948.0,-1814.66666667
231.78,2268.33333333,2217.5,2276.66666667,2175.0,2291.66666667,2559.16666667,1461.66666667,2263.33333333,2150.0,1948.33333333
232.15,-8726.66666666,-8090.0,-8513.33333333,-7686.66666667,-8286.66666667,-9136.66666667,-5666.66666667,-8246.66666667,-8053.33333333,-7406.66666667
232.53,1423.88896666,1244.44433333,1302.22213333,1198.88873333,1363.3334,1431.66666667,922.222266667,1258.88886667,1269.99993333,1303.33326667
232.90,-2018.33333333,-1729.16666667,-1828.33333333,-1761.66666667,-1938.33333333,-2038.33333333,-1270.0,-1780.0,-1765.0,-1825.0
233.28,-307.936466667,-245.238,-258.730266667,-252.6984,-268.888733333,-307.619,-157.777666667,-245.7144,-240.317533333,-264.444333333
233.66,-79.2517666667,-47.5509333333,-62.585,-55.3742,-59.1835999999,-76.7346999999,-10.068,-59.0477333333,-44.0816,-64.0815999999
234.03,-83.0815666666,-38.5534333333,-67.673,-57.4843333334,-57.2326666667,-75.1572333333,-17.7358666667,-53.0817333333,-46.7926,-65.7861999999
234.41,-47.9601333333,-13.7315333333,-34.1292666667,-24.6766,-20.597,-32.7361333333,7.06466666667,-16.5172666667,-15.7214,-30.7464666668
234.78,-19.3703333333,6.963,-11.7035333333,-0.518533333326,0.592533333332,-5.77790000002,21.7036666667,7.33319999999,7.85180000001,-2.81479999999
235.16,-12.6242333333,7.90783333333,-8.93613333333,-1.63119999998,3.75886666667,-0.28363333334,27.0212666666,15.7447333333,10.4964666667,2.69520000001
235.54,-17.8715333333,4.01619999999,-12.3694666667,-6.3454,-4.01613333333,0.281066666654,27.47,22.249,11.8072666667,-0.241066666674
235.91,-0.463733333326,21.3912,2.02906666668,9.85499999998,8.63766666667,17.4493333333,35.6522,28.2319333333,22.029,11.4780666667
236.29,-2.06113333333,17.5319333333,-0.101799999992,4.78373333333,3.66413333333,14.5039,31.3995333333,27.4301333333,16.1324,10.1271333333
236.66,6.56370000001,23.2923,8.84773333332,11.4814666667,12.9218,24.1563666667,32.6338,30.0000666667,22.0986666667,19.8765333333
237.04,1.78909999999,20.9313,5.00013333333,9.4608,10.7352,24.9021333333,32.2057333333,29.1666666667,21.7157333333,19.1666
237.41,7.19526666667,26.3448,7.99993333334,14.8966666667,14.3448666667,28.8966,34.5288,32.9194666667,25.1494666667,23.3104
237.79,-1.75999999999,22.2133333333,0.37333333334,5.28,3.73333333333,24.8266666667,29.76,32.5333333333,17.3866666667,18.3466666667
238.17,-3.66386666666,16.1157666667,-2.4794,2.92013333334,1.65299999999,22.7274,30.0275333333,29.3113333333,17.3554666667,19.4491333333
238.54,-9.04036666667,12.2222,-6.56560000001,-1.46466666666,-2.42433333334,16.9697333333,23.9393333333,24.899,12.3232666667,13.4848666667
238.92,-3.89269999999,15.2796666667,-0.492066666666,1.20800000001,-0.134133333332,18.5682,28.9036666667,25.1453333333,11.1409333333,17.0917333333
239.29,-14.0089,7.50006666667,-8.15306666667,-6.12626666667,-11.036,12.9054,22.3423333333,15.7206,3.06313333335,9.23420000001
239.67,-2.55323333334,12.8900666667,0.74466666666,3.86513333334,0.354533333327,17.8013,29.3616,19.7163333333,8.47513333333,17.3404
240.04,-1.98646666667,8.3333,0.067266666668,3.97306666667,0.60606666666,16.9529333333,29.192,17.5420666667,5.65660000001,16.9697333333
240.42,4.13206666666,12.0584333333,5.28413333334,10.4760666667,4.73113333333,19.0321666667,35.6067333333,20.3686666667,11.3978,21.8433333333
240.79,4.38133333335,12.5474666667,4.10486666667,9.84,4.13380000001,17.147,38.1660666667,19.7087333333,10.626,21.2518666666
241.17,4.73359999999,11.7101666667,4.13866666667,9.73973333332,4.36193333332,16.4064333333,37.5218,20.2230666667,9.61573333334,20.2974
241.54,3.21806666667,8.0739,1.33793333333,7.40486666668,2.1684,13.368,35.1326666667,17.2317333333,5.35160000001,16.8165333333
241.92,8.98116666667,11.7111,5.5588,12.6014666667,7.08206666667,18.9218666667,37.9031333333,20.2570666667,9.3174,19.9802666667
242.29,7.58073333333,11.6158666667,3.87806666666,11.2464,5.17086666666,18.1349,35.4754666667,18.3933333333,7.16526666666,17.3037333333
242.67,9.1196,12.9562,5.39093333333,13.1177333333,6.82833333335,19.4609,36.7655333333,19.461,8.98473333334,18.1492
243.05,11.0963,14.5276,6.22106666667,14.1353333333,7.82526666666,20.4366333333,38.1460666667,21.1944,10.3564666667,19.4296
243.42,15.0468333333,19.1475,9.34346666667,17.7152666667,11.5942666667,23.3162666667,41.4833333333,24.5354,13.6402,21.8414
243.80,14.6242666667,19.4200333333,9.60786666668,17.4835333333,11.0457333333,23.1780333333,40.7188,23.9054,13.4478,20.719
244.17,12.1176666667,17.9279666667,7.44646666668,14.0674,8.71573333332,21.0550333333,38.1956,20.9937333333,11.5136,18.1958
244.55,13.2306,19.1922333333,8.28206666667,14.6064666667,9.62353333333,22.1425666667,36.9336,20.7255333333,11.9232666667,19.0007333333
244.92,11.6917333333,16.5230333333,7.47826666666,12.6716,7.61553333333,20.5241333333,34.5192,17.603,9.36340000001,16.8416
245.30,12.2451666667,17.4055333333,8.27033333333,12.7948666667,8.76286666667,20.9852333334,35.0056666667,17.4226,10.2748666667,18.2359333333
245.67,11.9748666667,16.2423666667,8.17166666666,11.4949333333,8.10093333334,20.4040333333,33.8182,16.5352666667,9.84833333333,17.8786666667
246.05,10.9570333333,14.9998666667,7.88039999999,9.9438,7.04006666667,18.7535333333,33.0905333333,15.2474,9.21566666667,17.3855333333
246.42,11.8354333333,15.6581333333,9.1478,10.7004,8.19413333334,19.6582333333,33.8058,15.536,10.2194,18.5232
246.79,11.2514,15.2405,8.60546666666,10.0198,7.52486666666,19.0981666667,34.0642666667,15.1052666667,9.39199999999,18.2518666667
247.17,11.3542,15.1078333333,9.08480000001,10.0371333333,7.99113333333,19.0513333333,33.5119333333,15.3795333333,9.76933333333,18.0058666667
247.54,11.5999666667,15.1262333333,9.27013333334,10.6245333333,8.31573333334,19.1964,33.6352,15.7756,10.7438,18.3298
247.92,12.5257333333,15.6946333333,9.94526666666,11.0745333333,9.49346666667,20.1404,34.0040666667,16.7692,11.8274666667,19.7330666667
248.29,13.9774333333,17.0075,11.4723333333,12.9311333333,11.0018666667,21.4315333333,35.0648,18.2685333333,13.0674,20.8452666667
248.67,13.3440333333,16.4197,10.8077333333,12.0353333333,10.4338666667,20.9028666667,35.0476,17.6718666667,12.5996666667,20.1412666667
249.04,13.1289,16.6295333333,10.3605333333,11.7578,10.7842,20.9180333333,34.9759333333,18.075,13.0062666667,19.8438666667
249.42,12.4742666667,16.3103666667,10.0633333333,11.3777333333,10.095,20.6809666667,34.6318,17.8622,12.7396,19.0498666667
249.79,12.6453666667,16.7430666667,10.5732,11.5669333333,10.3948,21.0191,35.2526666667,18.1742,13.4437333333,19.1082
250.17,12.6607333333,16.9622333333,10.5227333333,11.7480666667,10.7539333333,21.0154333333,34.0958666666,18.1748,13.5476,18.3633333333
250.54,12.8604666667,17.2223333333,10.7162,12.1122,11.0192666667,20.6566333333,34.3709333333,18.9532666666,13.9302666667,18.2920666667
250.92,14.507,18.5983333333,11.9543333333,13.379,12.5388,21.9315666667,34.4748666666,19.6347333333,15.4520666667,19.9726
251.29,13.5406,17.9142,11.1205333333,12.5518,11.4313333333,20.9698333333,34.2278,19.1242,14.7363333333,19.3504
251.66,12.1946333333,15.9513,10.2774,11.056,10.1994666667,19.6350666667,32.506,16.6034666666,12.3211333333,17.7420666667
252.04,10.7121,13.8284666667,9.12120000001,9.72726666665,8.33333333333,18.111,31.5454666667,14.6364,10.5454666667,15.1718
252.41,8.87029999999,11.6059666667,7.24413333333,7.16313333333,6.1298,15.608,29.1186666667,12.9077333333,8.57146666667,13.455
