wavelength,Back_PooCabf,Belly_PooCabf,Breast_PooCabf,Crissum_PooCabf,Crown_PooCabf,DorTail_PooCabf,Patch10_PooCabf,Patch11_PooCabf,Patch12_PooCabf,Rump_PooCabf,Throat_PooCabf,WingTip_PooCabf
183.35,230.833333334,-114.583333333,-130.416666667,16.6666666667,-14.9999999999,-181.666666667,-93.7499999999,-71.6666666667,-59.5833333333,-30.8333333333,-207.563131313,-53.7500000001
183.73,137.083333333,-41.8749999998,-41.0416666667,18.9583333334,10.4166666666,-69.7916666666,-27.2916666666,-20.8333333333,-14.3750000001,4.375,-82.3989898989,-13.75
184.11,112.121133333,-17.7272666667,-9.54553333334,19.8484666666,25.1515333334,-33.0302666667,-11.8181333334,-10.6061333333,-3.78780000006,18.1818,-52.6032989898,0.605999999987
184.49,97.2328,-13.9622,2.64146666668,24.0253333333,31.5722666666,-18.7422,-1.3836,-5.28306666668,-0.12586666666,21.2578,-33.299040404,12.7044
184.87,96.0783999999,-14.9019333333,8.23526666668,26.0129333333,34.5096666667,-13.0719333333,6.27446666668,-8.1046666667,0.784333333334,28.1045333333,-32.4303151516,16.6013333333
185.25,114.871933333,-23.7606666667,9.05966666666,33.8460666666,41.8802666666,-14.7009333334,3.07706666676,-31.4529333333,-4.78633333326,41.5385333333,-41.056690909,16.5812
185.63,112.105333333,-29.4736000001,5.08773333336,33.1578666666,37.3683333333,-13.3332666667,4.91219999998,-35.4384666666,-8.07020000006,44.7367333333,-44.0458505052,12.1052
186.01,107.5176,1.8440666666,26.6666,50.4964666667,50.3546666666,8.2268,22.2694,-5.24813333333,21.2764666667,56.0283333334,-13.6342343434,25.1065333333
186.39,96.7777333334,18.4444666667,27.5555333333,49.6665999999,52.5554666666,13.2220666667,24.4444666667,1.11106666668,28.3333333333,55.2222666667,0.76095555548,28.7778
186.77,98.5185999999,29.8413333333,31.9576,52.6985333333,59.9998666667,19.5766666667,33.2276666667,5.71426666668,35.1322666667,64.4443333333,12.2046464646,35.9788666667
187.15,95.2821333333,32.5128666667,32.6154,52.5127999999,59.3846000001,22.4614666667,33.6410666667,5.74360000001,33.3332666667,67.1795333334,15.4095919191,36.7180666667
187.53,90.5820666667,29.2063333334,29.5237333333,51.7461333333,59.9999333333,17.6718666667,28.2539999999,4.76186666666,29.2062666667,70.2645333333,15.4946444444,33.0158666667
187.91,93.8333333335,-0.666666666646,-5.5,25.5,44.5,-30.3333333333,-4.49999999998,-36.1666666666,-2.66666666666,62.6666666667,-29.7727272727,5.99996496931e-11
188.29,92.7452000001,-10.7843333333,-25.4902000001,9.41173333333,39.4117333333,-65.6863333333,-15.4901333332,-48.6274666667,-9.80393333334,52.3528666668,-38.865018182,-18.0392666667
188.67,135.384666667,-0.25626666674,-23.8461333333,3.84626666666,45.8975333334,-95.8973999999,-6.1538,-46.4103333333,-11.2820666667,67.9487333332,-49.7434787879,-21.7949333333
189.05,153.75,51.0416666667,26.2500000001,42.9166666667,74.5833333333,-50.2083333333,35.2083333333,11.875,21.4583333333,82.4999999999,-3.48484848498,12.2916666666
189.43,110.972266667,48.8889333333,25.2778,35.4167333333,53.3333999999,-30.0001333333,36.25,23.3333333333,18.3334,53.8890666667,0.90912525258,13.3334
189.81,108.553466667,58.7421333333,35.3458,39.2452666667,58.8679333334,-21.2578666667,37.3584666666,30.9433333333,27.4214,52.3270666667,12.7233878788,25.786
190.19,85.0291333333,36.959,20.5846666667,17.0760666667,35.0876,-38.7135333333,19.9999333334,8.42100000001,5.73099999999,31.345,-1.76136363634,7.13453333333
190.57,101.705266667,41.7054666667,26.6666,10.3876,35.9690666667,-62.1703999999,19.9999333333,10.5427333334,-3.10073333334,31.0077333333,-9.72036767676,5.73659999999
190.95,93.7177999999,45.641,35.641,17.4360666667,38.4614666666,-41.4101999999,25.8975333332,21.1538,4.61533333335,27.564,-0.20206060606,17.5641333333
191.33,85.6604000001,41.0062666667,37.4843333333,13.7106666667,33.3333333334,-43.6478666667,24.1508000001,22.6414666667,4.2768,19.6227333333,0.868917171666,13.7107333333
191.71,68.2539333332,38.3067333333,36.0846,10.8994,26.6666,-34.9204666667,19.6825333333,20.0,2.96293333335,7.4074,-3.14259393941,13.545
192.09,68.6842666667,49.2105333333,43.7718,27.3684666667,35.6140666667,-12.2807333333,28.8596,28.0702,14.2106,18.0702666667,13.4874525252,27.2807333333
192.47,59.7826,45.5797333333,43.5508666667,29.3478,30.4347333333,-3.40593333334,29.0579333333,25.3623333333,15.0001333333,20.3623333333,16.0276525253,31.5216666667
192.85,47.9750666667,41.2460666667,38.3178,26.9780666667,24.2990666667,-0.373666666654,22.7414666667,18.3800666667,14.517,16.0748666667,16.805389899,28.4736
193.23,39.5321333333,35.3216666667,35.0876666667,23.2747333333,19.0643333334,-0.350999999986,16.7835333333,11.0526,12.6900666667,12.9824666667,15.9470606061,27.5438
193.61,34.3417333333,31.0924,35.3502,21.1764,16.1903333333,-0.560333333326,15.2382,7.39486666667,13.3332666667,13.7255333333,17.9237656566,28.4594
193.99,26.4444666667,24.389,31.6111333333,15.3333333333,9.49999999999,-5.27780000002,12.4444,-0.277866666668,6.55546666667,8.83326666666,11.6077777778,21.7220666667
194.37,27.8062666667,25.8689333334,32.3076,17.6639333333,12.0798,-1.31046666665,16.8092,-0.398799999998,10.8832,10.5981333333,14.3969757576,22.9628666667
194.75,21.6071333333,22.2023333333,26.9642666667,15.4166666667,6.78573333334,-4.1072,13.8690666666,-6.60706666667,8.80946666666,6.84519999999,11.8471818182,18.8095333333
195.13,2.4718,6.6666,10.9362666667,-2.39700000001,-12.734,-26.9662666667,-4.41946666668,-31.311,-8.16479999999,-8.68913333334,-6.09690707073,3.14599999999
195.51,-10.6024666667,-0.8836,1.84726666669,-16.8674,-26.1044,-39.3574666667,-17.9918666667,-48.0320666667,-23.6144666667,-18.3934666667,-19.048379798,-5.14060000001
195.89,-18.6146,-5.10820000001,-7.79226666667,-24.7618666667,-32.7273333333,-45.5411333334,-23.6364,-63.4632,-32.0346666667,-23.3766,-25.0662949495,-8.39826666666
196.27,-20.8658,-3.11693333333,-1.21213333334,-25.5411333333,-32.7274,-39.9999999999,-19.9999333333,-60.6060666667,-28.3982666667,-21.039,-22.0988565657,-3.54966666669
196.65,-33.7703999999,-3.06006666666,-4.04373333334,-36.3934666667,-44.5900666667,-51.2568000001,-28.3059333333,-75.4098000001,-41.6392666666,-29.836,-29.220010101,-3.71586666666
197.03,-111.827933333,-46.0214666668,-53.5484666667,-112.903266666,-121.2904,-148.817066666,-103.440866667,-181.720466667,-133.763466667,-102.365533333,-104.301232323,-50.9675999999
197.40,-255.185133333,-120.370266667,-141.851866667,-238.148066667,-247.4074,-311.111133333,-224.074066667,-352.5924,-274.0742,-204.814866667,-202.873058586,-144.444466667
197.78,1913.3334,1100.0,1295.5556,1791.11106667,1826.6668,2311.11113333,1762.22226667,2528.88886667,2042.2222,1631.11113333,1547.47468485,1317.77786667
198.16,363.921466667,216.078466667,260.784333333,353.333333333,356.470666667,440.392133333,344.3136,472.941,383.529533333,306.274466667,293.428379798,255.294133333
198.54,209.333266667,130.666666667,154.8572,200.190466667,197.9048,237.523666667,200.190533333,246.0952,217.5238,174.095266667,165.962434343,139.0476
198.92,315.128066667,203.3334,241.281933333,302.820466667,283.846133333,346.666666667,300.256333333,349.743333333,320.512733333,264.358933333,250.815781818,204.871933333
199.30,392.0636,254.920733333,302.8572,379.365,358.095266667,421.904733333,379.047666667,412.6984,402.8572,333.333333333,319.567175758,253.0158
199.68,415.087666667,265.614066667,307.368466667,399.298266667,395.789666667,449.473733333,402.105266667,425.965,409.824533333,346.315866667,339.744777778,278.245666667
200.06,441.481533333,277.777866667,301.111066667,414.4444,418.1482,468.518333333,415.1852,414.444466667,421.111133333,363.333333333,336.385947475,286.6668
200.44,402.029,270.145,282.898533333,372.4636,368.695733333,421.159466666,365.797133333,354.7828,363.4782,333.913066667,315.546640404,285.217333333
200.82,275.789533333,199.473733333,206.842066667,267.3684,257.543866666,292.6316,257.894866667,247.7194,245.614066667,239.4736,226.634773737,215.263133333
201.19,413.333333333,298.133333333,295.733333333,401.333333333,377.333333333,430.4,376.0,368.8,344.533333333,351.2,340.622222222,322.666666667
201.57,442.5,331.111266667,336.9444,449.444533333,418.055466667,456.1112,409.999866667,397.499866666,373.055466667,396.6666,386.961214142,352.222266667
201.95,397.0372,279.7532,300.494,407.654333333,383.950733333,384.6914,366.419733333,346.172933333,341.975466667,350.370333333,352.442834344,306.4198
202.33,372.8736,275.632333333,285.747133333,394.7126,374.023133333,370.115,354.023,331.954066667,332.643733333,341.839133333,344.743937374,286.4368
202.71,330.1962,245.294066667,247.646933333,352.549,332.352933333,326.274466667,313.5294,293.725466667,299.019533333,306.862666667,311.342816162,256.470733333
203.09,333.999866667,245.333333333,240.2222,375.7778,354.6666,334.666666667,326.888933333,302.222266667,309.333266667,319.555466667,327.010044445,259.333333333
203.47,355.277733333,256.111066666,253.611133333,414.7222,395.277733333,368.055466667,349.444466667,335.555533333,325.2778,358.333333333,352.255931313,267.2222
203.85,237.477533334,172.252266667,185.045066667,282.522466667,257.477466667,245.4054,227.927933333,227.928,215.135066667,247.5676,235.140670707,176.7568
204.22,198.222133333,151.111066667,162.963,244.888866667,219.703666667,209.629466667,194.814866667,197.037,183.851866667,210.518533333,204.628464646,153.9258
204.60,157.697,123.636333333,130.909066667,202.9092,179.151533333,171.151533333,160.7272,165.697,155.636333333,169.697,166.824555556,123.394
204.98,174.966,136.870666667,148.7074,224.761866667,200.408133333,191.1564,177.1428,184.353666667,176.190466667,191.836666667,186.97600202,133.741466667
205.36,177.021266666,140.425533333,160.425666667,242.127666667,214.61,205.815533333,185.531866667,193.900666667,184.538933333,200.2838,197.635989899,135.744733333
205.74,171.159466667,134.202866667,153.043533333,238.405733333,215.362333334,203.6232,181.594266667,194.058066667,178.550733334,196.376733333,199.07759798,125.507133334
206.12,196.333333333,156.333333333,173.166666667,266.0,236.5,234.166666667,205.5,222.166666667,197.166666667,228.5,231.116161616,142.833333333
206.50,210.370466667,154.444533333,184.4444,291.111133333,242.037,244.629733333,221.296266667,234.999866667,199.074133333,244.629666667,245.375997979,156.481533333
206.87,329.3938,230.303,285.4546,457.5756,381.515266667,382.424266667,345.7576,362.727333333,301.515133333,393.9394,378.255351515,239.394066667
207.25,234.074,178.518333333,208.888933333,307.4074,257.962866667,263.703733333,242.963133333,254.074066667,219.814866667,273.703666667,265.028070707,178.148133333
207.63,234.761933333,186.507933333,200.476266667,292.8572,248.571466667,259.682466667,245.3968,253.333333333,226.984133333,264.6032,261.861468687,185.5556
208.01,213.611133333,169.583333333,181.944533333,257.361133333,226.249933333,233.472333333,222.2222,232.500133333,208.75,238.4722,238.956133333,168.472266667
208.39,213.8776,164.489666667,181.7688,248.299266667,227.8912,231.292533333,218.6394,228.299466667,205.986466667,238.3674,233.63849697,162.9932
208.77,227.703733333,170.6666,197.6296,265.333266667,245.7778,246.370333333,229.481466667,241.925933333,209.185133333,257.185133333,242.186256566,170.3704
209.14,267.450933333,198.039266667,221.764666666,312.548933333,292.549,282.745133333,275.098133333,291.568666667,231.3726,302.1568,287.789612121,197.451066667
209.52,267.238133333,205.5238,217.1428,297.904733333,291.047533333,262.666733333,270.666666667,283.8096,224.190533333,292.952333333,281.287074747,195.238066667
209.90,190.666666666,149.866666667,158.8,209.2,203.333333333,188.666666667,194.8,196.266666667,163.066666667,212.533333333,203.523232323,150.0
210.28,198.5508,160.7248,172.7536,230.8696,220.145,202.318866667,211.5942,206.086866667,172.174,226.956466667,217.132137374,166.521733333
210.66,251.531533333,208.648533333,220.1802,275.675733333,277.477466667,247.027066667,254.5946,250.2702,210.810666667,276.396333333,263.745428283,203.423466667
211.03,205.531866667,172.1986,184.113466667,215.035466666,226.2412,201.560333334,203.262533333,199.999933333,169.2198,217.446866667,213.423626263,165.390133333
211.41,197.7358,162.389933333,175.346,195.849,213.0818,191.572266667,189.811266667,187.547266667,154.717,203.647866667,196.908672727,159.7484
211.79,196.8486,159.272666667,172.484666667,190.424333333,210.5454,182.7878,181.454533334,179.7576,145.212133333,200.363733333,190.431591919,160.363666667
212.17,224.320933333,187.407466667,197.530866667,213.8272,231.9754,207.2838,206.172666667,198.7654,166.296266667,230.864133333,210.980161616,190.2468
212.55,181.435866667,156.820666667,166.769266667,175.589733333,190.564133333,173.7436,173.538466667,163.897533333,131.384666667,190.358866667,176.071515152,164.3076
212.92,175.0,150.098133333,160.294,167.941066667,182.450933333,164.117666667,167.7452,159.215733333,127.745133333,182.450933333,173.04809899,161.666666667
213.30,167.387333333,145.585466667,161.711666667,161.801733333,173.2434,163.4234,160.5406,152.7026,128.288266667,180.8108,166.240753535,157.747666667
213.68,153.253,132.208933333,150.4418,149.076333333,152.5302,155.4218,143.775133333,139.518066667,120.481866667,169.156666667,151.670814141,146.264933333
214.06,195.223933333,166.467666667,183.4826,188.059666666,191.3432,192.7362,178.407933333,174.5272,152.6368,213.731333333,186.13899798,177.910533333
214.44,231.975333333,189.999933333,212.222133333,212.839466667,222.0988,224.444333333,203.580266667,195.1852,172.962866667,249.506066667,211.200882828,202.963
214.81,200.874333333,168.196666667,188.8524,191.4754,194.426266667,196.174866667,186.666666667,173.770333333,156.284133333,223.715666667,188.359056566,185.1366
215.19,224.4,188.666666667,215.733333333,221.066666667,214.133333333,218.8,214.533333333,193.066666667,171.866666667,257.733333333,213.078787879,212.266666666
215.57,230.454533333,191.363666667,223.484866667,238.333466667,216.818133333,225.000066667,221.666733334,198.333266667,175.606,268.9394,219.054163636,223.939466667
215.95,330.7692,256.923,326.923066667,363.3334,310.2564,334.358933333,325.1282,271.025666667,238.974266666,401.282066667,307.024135354,313.846066667
216.32,604.444333333,453.889,588.888933333,699.444333333,574.999933333,620.555533333,616.6666,463.888733333,425.5556,748.889,559.309806061,558.888866667
216.70,555.3846,405.641,517.948733333,663.076933333,525.128333333,558.461466667,545.641066667,418.461533333,415.3846,690.769133333,501.553991919,511.281933333
217.08,1396.0,1041.33333333,1330.66666667,1677.33333333,1330.66666667,1438.66666667,1404.0,1016.0,1066.66666667,1781.33333333,1209.93939394,1290.66666667
217.46,-466.666666667,-308.2052,-417.435866666,-582.051333333,-439.487266667,-456.4102,-450.769133333,-305.128266667,-333.846133333,-607.1794,-355.788664647,-440.512733333
217.83,-208.611,-125.277733333,-186.944466667,-281.6668,-213.333333333,-201.944466667,-208.888866666,-139.444466666,-136.666666667,-290.5556,-153.383860606,-203.889
218.21,-202.898533333,-118.260933333,-196.521666667,-290.724666667,-202.898466667,-201.4494,-197.971,-131.304466667,-124.347733333,-274.7826,-144.874967677,-201.449133333
218.59,-409.230733333,-271.795,-413.333333333,-586.153866667,-422.564266667,-434.871933333,-404.102733334,-315.897333333,-288.718,-536.410333333,-334.700979798,-414.871733333
218.97,-242.318866667,-143.478266667,-220.289733333,-322.3188,-242.898533333,-253.623266667,-213.913266667,-178.260933333,-159.710266667,-299.420333333,-196.398925252,-231.594133333
219.34,-230.666666666,-143.2,-206.666666667,-306.4,-241.333333333,-247.466666667,-206.666666667,-174.933333333,-158.4,-282.933333333,-185.357575757,-222.133333333
219.72,-150.588133333,-87.0589333333,-129.411666667,-201.5686,-166.666666667,-158.2352,-131.176333333,-101.764733333,-98.4314666667,-184.705933333,-110.784321212,-146.862733333
220.10,-1276.0,-948.0,-1114.66666667,-1530.66666667,-1410.66666667,-1334.66666667,-1070.66666667,-982.666666667,-914.666666667,-1440.0,-1023.63636363,-1322.66666667
220.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.85,-448.571333333,-349.523733333,-379.999933333,-496.6666,-475.7144,-503.809466667,-317.142933333,-360.952333333,-280.952266667,-493.333333333,-329.119850505,-416.190533333
221.23,-307.5,-235.416666667,-243.75,-329.583333333,-309.166666667,-374.166666667,-182.083333333,-233.333333333,-130.0,-322.5,-210.542929293,-275.833333333
221.61,-421.025533333,-334.358866667,-323.076933333,-420.5128,-394.358866667,-494.871866667,-247.692333333,-310.769333333,-164.102466667,-393.333333333,-332.354290909,-369.7436
221.98,-3413.33333333,-2890.0,-2686.66666667,-3193.33333333,-3133.33333334,-3806.66666667,-2186.66666667,-2530.0,-1700.0,-3150.0,-2774.04040404,-3043.33333333
222.36,-1673.33333333,-1451.66666667,-1331.66666667,-1503.33333333,-1618.33333333,-1928.33333333,-1135.0,-1296.66666667,-846.666666667,-1581.66666667,-1346.16161616,-1563.33333334
222.74,-267.719266667,-249.4736,-208.421133334,-241.403533333,-259.2984,-333.333333333,-175.438533333,-198.2456,-104.5614,-255.438533333,-191.717292929,-245.614
223.11,-197.101466667,-200.8696,-164.057933333,-188.405933333,-204.6378,-261.739133333,-130.434666667,-138.260933333,-73.9129333332,-187.826066667,-135.318351515,-182.029066666
223.49,-305.098133334,-314.5098,-258.039266666,-285.098066667,-308.627333333,-389.411733334,-188.627466667,-222.352933333,-143.137266667,-296.078466667,-225.716109091,-270.196133333
223.87,-331.666666667,-343.75,-285.416666667,-303.75,-337.083333333,-426.25,-204.583333333,-260.416666667,-175.833333333,-348.75,-270.934343434,-289.166666667
224.24,-73.7500666667,-76.9443333333,-63.6111999999,-63.8889333333,-71.1112,-97.6388666665,-33.3333333333,-49.3055333333,-28.1944,-87.5,-56.2331010101,-60.4165333333
224.62,-38.2515333333,-38.1422,-32.131,-27.6502666667,-33.0054666667,-51.8034,-8.74306666666,-20.0000666667,-5.46446666666,-50.2732666667,-29.6804141414,-32.6776
225.00,-28.4314666667,-25.2941333333,-27.3530666667,-23.9216,-28.7254666667,-40.294,-11.5686666667,-13.7256,-2.54913333332,-37.5490666667,-23.2679777778,-28.5292666667
225.38,-42.9223333333,-37.9908666667,-42.6484666667,-37.3516666667,-46.1188666667,-52.4200666667,-29.9543333333,-28.9497333333,-24.1096,-53.8813333333,-37.2105656565,-42.9223333333
225.75,-40.8451333333,-40.3756,-45.4459333333,-39.8122666667,-51.3615333334,-54.1784,-32.2066,-30.8918666666,-26.3851333333,-56.7136666667,-38.1220969697,-43.0986666667
226.13,-20.5243333333,-19.4006,-25.2435333333,-22.9212,-30.0374666667,-27.5656666667,-17.9776,-12.4345333333,-11.3856666666,-31.2360666667,-19.7297474748,-22.3970666667
226.51,-3.27673333333,-1.80779999999,-4.51973333333,-5.87560000001,-8.75713333334,-6.7796,-0.395533333328,2.82493333331,2.09033333333,-12.0338666667,-3.32472929293,-3.78533333335
226.88,-7.38613333333,-3.74100000002,-5.89939999999,-7.81773333335,-10.7434,-6.85853333333,-1.67873333335,-1.24706666667,1.10306666666,-15.8752666667,-8.62432525252,-8.68106666668
227.26,-4.41713333333,1.75860000001,-1.39066666666,-3.27199999999,-4.86706666665,-2.20866666667,0.531666666674,0.490866666665,5.48053333334,-11.2882666667,-3.90528484848,-3.88546666667
227.64,4.83333333333,10.7666666667,5.36666666666,4.80000000001,4.40000000001,7.76666666666,6.9,7.49999999999,15.7,0.499999999993,4.43131313131,5.36666666668
228.01,6.41573333332,11.2413333333,7.1688,7.30820000001,7.19666666669,10.5439333333,8.06146666666,8.67506666668,18.94,4.90933333333,7.18986464646,8.53560000001
228.39,4.72120000001,10.0390666667,5.55119999999,4.33193333333,4.04666666666,9.18293333333,5.39553333333,6.17386666667,17.873,3.50186666666,6.01819999999,7.7822
228.76,4.7716,10.137,5.3654,4.13253333334,2.96800000001,9.04100000001,5.0456,6.07299999999,17.5114,3.90406666667,6.77312727273,8.17353333333
229.14,5.95600000001,10.0522666667,6.83379999999,4.53506666666,3.84533333333,10.7419333333,6.165,6.93833333333,18.5998666667,4.40966666667,7.63124646463,9.73873333333
229.52,7.53286666667,11.6385333333,8.43693333333,5.48026666667,6.10166666667,13.1638,7.8344,8.324,18.9642666667,6.72313333333,9.45773939393,11.7325333333
229.89,8.68726666667,13.1779333333,10.3972,7.32293333334,8.34206666667,16.0622,9.42999999999,9.93086666669,19.5854666666,9.23993333334,11.7746525253,14.1106
230.27,9.52379999999,13.8982666667,11.4930666667,9.05559999999,9.556,16.9976,10.8958,11.0412,20.4520666667,10.7990666667,13.4272929293,15.6416
230.65,7.89213333333,12.6145333333,9.44446666667,6.99346666666,7.20586666667,15.3431333333,8.74173333334,9.73846666667,20.0817333333,9.46073333335,12.1905272727,14.281
231.02,7.2922,12.7736,9.08626666667,6.37046666666,6.45273333333,15.0946,8.42793333334,9.03713333333,19.5062,9.36626666666,12.3991656566,14.0412
231.40,6.49433333333,11.8000666667,8.1998,4.87513333333,5.1508,14.8838,8.4066,8.52713333333,18.1568,8.35486666667,11.7860464646,13.2299333333
231.78,3.94606666667,10.0721333333,7.31533333334,2.847,1.91,12.5586,6.46846666667,6.64873333333,14.8648666667,5.62153333333,10.3772484849,10.8827333333
232.15,1.90746666667,9.19733333335,5.98673333333,-0.05666666668,-1.30306666667,10.1982666667,4.98586666667,4.79706666667,12.2379333333,3.34266666667,8.33030505049,8.8574
232.53,1.23253333333,8.98226666667,6.27459999999,0.429399999993,-0.821600000001,8.6088,4.68733333333,4.6126,11.578,3.26806666667,7.4097030303,8.49680000001
232.90,-0.194866666668,7.56340000001,5.18526666666,-0.253466666668,-0.974733333332,7.48533333333,3.82066666666,3.76206666667,10.5458666667,2.49506666667,6.29105858586,7.30993333332
233.28,-0.233133333333,8.51319999999,4.56773333333,-0.311133333333,-1.04953333333,6.41413333335,4.10106666667,4.27606666667,9.91260000001,2.13806666667,5.95408282828,6.64733333334
233.66,0.154466666666,9.10153333335,5.75839999999,0.115933333332,-1.1788,6.24153333333,5.73906666666,4.52186666666,11.1111333333,1.81633333333,5.77128888889,7.13039999999
234.03,1.53573333333,9.56926666667,6.8164,1.3858,-0.393133333335,5.37446666666,7.02240000001,4.40079999999,11.7229333333,1.83526666667,6.01632525253,7.65913333333
234.41,1.73113333333,8.74760000001,6.00366666667,0.957666666668,-1.1786,3.97793333333,5.9484,3.07546666667,11.9522,0.534,4.7424969697,6.55619999999
234.78,2.2812,8.71806666667,6.54293333333,1.48546666667,0.123733333333,4.95126666667,6.9318,3.53666666667,12.1486,0.654399999999,4.5987030303,6.84353333333
235.16,5.65,10.8333333333,9.56666666667,4.46666666666,3.0,7.98333333333,9.39999999999,7.06666666667,14.4333333333,4.1,7.06313131313,9.78333333334
235.54,7.47666666667,11.9004,11.2304666667,6.97806666668,4.9378,9.67286666667,10.6697333333,8.90960000001,16.5888666666,6.13713333334,8.83941818183,11.1839333333
235.91,7.98813333333,11.9079333333,11.2398,6.8894,5.6572,9.69559999999,10.3638,8.9978,17.1194666667,6.31033333333,8.89155757575,11.4178666667
236.29,8.36566666667,11.2023333333,9.97839999999,6.46513333333,5.5148,9.18640000001,9.84886666666,8.66806666667,17.3362666667,5.87473333333,8.49524848485,10.8423333333
236.66,8.24786666667,10.299,8.57560000001,5.34186666667,4.99993333334,8.81773333333,9.08833333333,8.0628,16.8946,5.55546666667,8.21168484849,10.3703333333
237.04,8.17386666666,10.5227333333,8.92066666667,5.05099999999,5.24106666667,9.45006666666,9.40953333333,7.76639999999,17.1215333333,6.0014,8.3720080808,11.2695333333
237.41,8.33993333333,10.0665333333,9.33606666667,5.40513333333,5.77686666666,9.89386666667,9.41566666667,7.30413333334,17.0916666667,6.3746,8.69445252525,11.8591333333
237.79,7.53566666667,8.56033333333,8.249,4.73419999999,5.11020000001,9.4682,7.6784,6.4722,15.9402666667,5.29186666667,7.6378020202,11.1802666667
238.17,5.42233333333,6.82366666666,6.3262,2.25273333333,2.8944,7.78000000001,5.26526666667,4.93773333333,14.1582666667,2.81606666667,5.15218787879,9.01113333335
238.54,6.03533333333,7.72726666667,7.27266666667,2.80306666666,3.8004,8.80046666666,6.2122,5.82066666667,14.154,3.39646666667,5.95241010101,10.0505333333
238.92,6.7724,8.07513333334,7.80513333333,4.04933333333,4.4014,9.50713333333,5.9978,5.86853333334,14.7534666667,4.34273333333,6.89109292929,10.8569333333
239.29,4.2634,5.89253333333,4.78326666667,2.207,2.38013333333,7.5794,3.60493333334,3.7782,13.0446,1.91806666667,5.02738181818,9.25486666665
239.67,4.0806,6.09446666667,4.0276,2.00326666667,2.43773333333,7.58886666666,3.51886666667,3.43393333333,12.7185333333,1.40966666667,4.70266464646,9.35866666667
240.04,4.9238,6.71433333333,4.46666666667,3.16193333333,3.35246666667,8.78100000001,4.47606666667,4.38086666667,13.4,2.34293333333,5.62218585859,10.1428666667
240.42,4.9534,6.75993333333,4.88553333333,3.4012,3.66406666667,8.8804,4.36813333333,4.5462,13.4266,2.74813333333,6.07375555556,10.4072
240.79,4.8132,6.5642,4.64466666667,3.41386666667,3.36993333333,8.71806666667,4.3004,4.43233333333,13.3112666667,2.64473333333,6.06521818182,9.8536
241.17,6.419,7.75866666667,5.88566666667,5.18726666667,4.77473333333,9.87286666667,5.48573333333,5.68266666667,14.654,4.00633333333,7.62574141414,11.111
241.54,6.1556,7.72813333333,5.79046666667,5.35233333333,4.59433333333,9.83426666669,5.71753333333,5.90846666667,15.1024666667,4.1506,7.5837979798,11.3284666667
241.92,5.5606,7.2504,5.19206666666,4.72093333333,3.9478,9.18073333334,5.2074,5.42753333334,14.7517333333,3.83,7.01746060606,10.7937333333
