wavelength,Back_HapRusf,Belly_HapRusf,Breast_HapRusf,Crissum_HapRusf,Crown_HapRusf,DorTail_HapRusf,Rump_HapRusf,Throat_HapRusf,WingTip_HapRusf
184.49,-237.333333333,-82.0,149.333333333,-0.6666666668,-216.0,-234.0,-235.166666667,-52.6666666667,-184.666666667
184.87,-380.952466667,-139.999866667,156.190533333,-41.9047333334,-397.142933333,-347.619066667,-387.976241666,-148.571333334,-312.857033333
185.25,-195.714133333,-99.9999333335,35.2381333333,-71.4286000002,-219.523866667,-172.857066667,-246.368933333,-128.571466667,-191.428566667
185.63,-151.764666667,-93.3334,-5.49019999999,-81.9607999999,-192.549133333,-136.862666667,-189.902108333,-119.215733333,-181.960866667
186.01,-106.349266666,-85.7143333334,-9.5238666666,-72.3810000001,-164.127,-95.2380666666,-140.91275,-89.5238,-160.476266667
186.39,-77.0833333335,-88.3333333332,25.8333333333,-69.5833333333,-170.416666667,-77.0833333333,-152.083333333,-88.3333333333,-151.458333333
186.77,-14.3435333333,-16.5657333333,28.2827333333,-19.5958,-50.5050666667,-6.66680000008,-52.8786083333,-17.5757333333,-41.7172333333
187.15,-6.66666666672,-6.66666666664,24.5,-20.0,-33.1666666667,1.33333333338,-40.1041666667,-13.5000000001,-16.3333333333
187.53,-16.6667333334,-22.745,6.27446666668,-35.2942,-51.3725333333,2.35286666674,-70.0245916667,-24.5096666665,-34.2156000001
187.91,-6.20699999999,-5.97713333333,9.54020000002,-10.2298666667,-29.5403333333,10.2299333333,-32.0832416667,-7.47126666667,-16.3794333333
188.29,0.52099999998,-1.04153333332,9.79166666668,-7.60406666667,-30.3126,3.64586666668,-30.3775,-5.62479999999,-18.9060333333
188.67,11.4813333333,6.94453333334,19.1666666667,3.05560000001,-17.8703333333,9.35173333334,-24.5023333333,2.40739999999,-13.8426
189.05,2.51193333333,-6.66666666665,5.12079999998,-7.53613333333,-30.4348,-2.31886666668,-39.1666583333,-14.0096666667,-27.5361666667
189.43,11.2675333333,0.28146666668,10.0469333333,5.82166666669,-23.9436666667,4.31926666667,-30.8920666667,-7.69960000002,-18.3098
189.81,29.9598,16.8674,27.4698,25.7028666667,-1.52606666667,24.8996666667,-7.67065833333,14.1365333333,4.29726666666
190.19,41.1363333334,27.0454,36.9696666667,35.9091333333,11.2878666667,44.1666,4.47901666667,25.7574666667,21.2879
190.57,36.8350666667,23.9056666667,27.1380666667,31.1112,6.19533333333,40.8754,3.82154166667,20.4713333333,16.9696
190.95,34.1667333333,17.8029333333,24.0152666667,30.6818666667,-3.63646666667,39.0908666667,-6.05118333334,11.3636,11.9696333333
191.33,36.6290666667,20.5993333333,20.5993333333,31.0861333333,-3.74519999999,39.7752666667,-3.82954166667,11.6853333333,15.0187
191.71,43.158,25.0876666667,20.5264,35.0,-6.84213333333,42.0175333333,-0.77841666666,10.5265333333,18.7719
192.09,49.6969333333,30.303,24.0403333333,39.0908666667,-7.87879999999,49.798,-1.91924166666,6.86866666666,26.5150666667
192.47,52.9524666665,37.1429333333,27.5238666667,41.0476,2.09526666667,60.1905333333,9.880975,11.4284666666,39.3808666667
192.85,56.9311333332,35.4496666667,20.1058666667,31.8518666667,0.317466666666,56.4020666667,11.0449583333,6.9842,45.1851333333
193.23,61.4034666667,45.4387333333,31.3158666667,36.9296666667,16.7542666666,64.5613999999,28.4101416667,23.0702,54.9123
193.61,48.9474,35.1754,15.0877333333,20.8771333333,5.96506666667,55.5262,18.15795,10.6140666667,46.8421
193.99,40.9909333334,27.2073333333,0.0902,9.00893333332,-6.75679999999,44.1441333333,6.61043333332,-2.43246666666,34.8649
194.37,43.5088,27.7192666667,-13.8010666666,-0.11693333334,-16.6083333333,34.503,1.85661666666,-13.5672666666,35.0292
194.75,31.6240666667,15.5556666667,-43.9316,-26.4956666667,-32.4786666667,23.5898666667,-22.4145749999,-36.7521999999,22.9916333333
195.13,58.1482,51.2962666665,-27.2221333333,-7.7778,1.29633333331,56.8518666667,14.3055833333,-8.8889333332,43.5184666667
195.51,41.8666666666,38.1333333334,-73.3333333334,-44.7999999999,-17.0666666667,53.0666666665,-7.30000000006,-34.9333333334,17.2
195.89,10.6666000001,0.22206666666,-96.0,-70.6666666666,-38.8888666666,25.9999333334,-29.0833416667,-49.9999333333,-19.3333333333
196.27,-20.6666666666,-59.3333333333,-216.666666667,-152.666666667,-104.333333333,-2.0,-101.375,-130.0,-67.3333333333
196.65,-39.9999333332,-128.627466667,-317.255066666,-215.686333333,-163.1372,-37.647,-164.460716667,-207.058733333,-146.862633333
197.03,-41.4033999999,-131.578933333,-300.350866667,-179.6492,-142.456333333,-31.5789333333,-153.508725,-198.5966,-147.719266667
197.40,-36.8253333333,-122.539666667,-294.9206,-156.825533333,-120.317333333,-39.3650666668,-145.5159,-179.999866667,-143.333466667
197.78,9.16666666666,-75.2777999999,-224.166733333,-97.7778000001,-55.0001333334,4.44440000012,-68.5765333333,-118.611133333,-105.2778
198.16,7.94866666668,-57.9487333333,-192.564133333,-75.1281333333,-24.3589999999,12.5640666668,-33.9423416667,-91.0256000001,-79.7435999999
198.54,9.59333333334,-29.2682666667,-120.9756,-39.0243333333,-12.0325333334,23.0894666666,-11.7682583333,-52.3576666667,-45.122
198.92,10.1538666667,-16.1026,-73.1282666667,-19.6922666667,-7.69239999999,17.4359333334,1.75638333335,-29.2307333333,-22.4615333333
199.30,-10.0000000001,-45.6321333333,-109.425333333,-47.4712,-32.1837333333,-8.62066666667,-17.959825,-59.6552000001,-44.3104000001
199.68,-13.5557333334,-59.1111333333,-113.889,-53.3333333333,-38.3332666667,-19.3333333335,-22.2083083333,-66.6666666667,-48.6110333333
200.06,-25.2121333334,-77.6968666666,-133.4546,-65.8181333333,-48.6060666667,-34.0605999999,-31.8484833333,-77.4544666665,-57.4544666667
200.44,-10.6250000001,-53.3330666667,-98.5414666667,-47.3958,-27.2916666667,-20.3125999999,-11.0416583334,-46.1456666666,-38.7499
200.82,-38.6163333333,-82.0126666666,-136.226466667,-78.6163333333,-49.0565333334,-53.8364666667,-33.1289749999,-72.2013333333,-61.1320333333
201.19,-26.8964666667,-60.4597333334,-114.5976,-63.5632666667,-34.4827999999,-40.5746666667,-17.6723916667,-48.7356666667,-40.2299
201.57,-41.5384666667,-77.9487999999,-132.9486,-80.7692000001,-49.3589333334,-57.4358000001,-28.8781416666,-57.1794,-51.4743
201.95,-52.1794666667,-76.7950666667,-137.9488,-80.3845333333,-54.4872666667,-63.5898,-34.7756333334,-61.2820000001,-51.1538666666
202.33,-56.6012,-81.0458,-146.274466667,-94.2484666665,-63.0065999999,-69.6731333333,-47.8920833334,-69.2811333333,-47.6471333333
202.71,-43.1578666666,-63.2747333333,-126.4328,-84.0934666667,-47.0175333333,-66.5498000001,-42.2952333333,-56.8421333333,-43.2163333333
203.09,-45.3593333333,-63.5294666666,-144.313733333,-99.8694000001,-44.7058,-76.3398000001,-50.8005583333,-62.4837333333,-51.1765333333
203.47,-26.0819333333,-37.8948666667,-111.929866667,-76.9590666667,-23.2748,-55.5556,-33.1870666666,-42.5730666667,-36.9004999999
203.85,-18.9285333333,-19.6427333333,-98.3333999999,-67.3810000001,-12.6191333333,-44.2857333333,-22.797625,-36.1905333334,-25.8333999999
204.22,-20.2381333333,-10.1190666667,-90.7142666667,-62.8571333333,-4.40473333332,-39.5238666667,-13.9880916667,-34.881,-21.6070333333
204.60,-49.1666000001,-27.9166666667,-133.333333333,-95.6945333335,-16.9444666667,-76.1112,-35.0520833333,-67.2222,-53.3332666667
204.98,-63.4186666666,-35.0427333333,-161.1966,-124.6154,-14.5299333334,-89.9146000001,-30.5341666667,-84.9572666667,-64.701
205.36,-148.974333333,-109.743466667,-283.5896,-245.897466667,-59.4871333333,-182.051266667,-108.557716667,-186.923066667,-159.230733333
205.74,-402.777933333,-309.4446,-726.111133332,-633.333266667,-188.333333333,-473.333333334,-309.236083333,-519.999999999,-429.7222
206.12,3.31799290728e+15,2.47783274953e+15,5.78303133969e+15,5.1987575244e+15,1.68458508789e+15,3.95344399107e+15,2.51568260435e+15,4.04300421093e+15,3.52696675363e+15
206.50,6066.66666667,4573.33333333,9800.00000001,8606.66666666,3213.33333333,6886.66666666,4156.66666666,6980.00000001,6533.33333333
206.87,538.974466667,415.897466667,804.615399999,709.230733333,323.076866667,564.102466666,358.974283333,592.307733333,556.6667
207.25,373.333333333,294.666666667,530.333333333,476.666666666,228.666666667,371.0,237.25,406.333333333,364.0
207.63,387.936466667,320.0,525.079466667,480.000133333,253.6508,373.650866667,235.714341667,390.7936,362.6985
208.01,300.0,260.0,402.666733333,364.2222,199.333333333,297.777733333,197.527808334,287.999933333,284.3334
208.39,302.3658,264.731333333,416.3442,382.795733333,220.430133333,320.43,219.623641667,297.2042,301.290333333
208.77,344.266666667,297.6,478.933333333,434.933333334,258.933333333,353.066666666,231.433333333,332.266666667,330.266666667
209.14,375.666666667,319.666666667,562.333333333,485.666666667,296.666666667,385.666666667,238.958333333,363.666666667,358.333333333
209.52,835.0,685.833333332,1368.33333333,1085.83333333,699.166666667,845.0,413.645833333,795.833333334,776.250000001
209.90,-1078.66666667,-801.333333333,-1870.66666667,-1405.33333333,-868.000000001,-1062.66666667,-339.166666667,-982.666666667,-955.333333333
210.28,-440.512866667,-366.1538,-762.051266666,-582.564133333,-369.230733333,-448.717933333,-148.846266666,-429.743466667,-404.615366667
210.66,-691.428666667,-591.4286,-1360.0,-981.904933333,-578.095133333,-753.333333335,-183.571408333,-673.333399999,-692.380966668
211.03,-2706.66666667,-2430.0,-5113.33333333,-3643.33333333,-2113.33333334,-2940.0,-802.499999999,-2630.0,-2553.33333333
211.41,2836.66666667,2750.0,5223.33333333,3803.33333333,2390.0,3286.66666667,1085.0,2876.66666667,2961.66666667
211.79,1165.33333333,1086.66666667,2086.66666667,1509.33333333,944.0,1372.0,517.666666667,1165.33333333,1217.33333334
212.17,-266.666666667,-239.583333333,-551.25,-380.833333333,-213.333333333,-348.333333333,-66.6666666665,-285.416666667,-294.166666667
212.55,-5040.0,-4786.66666667,-9220.0,-6440.0,-4186.66666667,-6173.33333334,-1803.33333333,-5306.66666666,-5570.0
212.92,431.904666667,420.952466667,708.571333333,532.380933333,340.952466667,501.9048,213.80935,432.857133333,474.9999
213.30,1490.0,1441.66666667,2340.0,1835.0,1096.66666667,1748.33333334,806.249999999,1433.33333333,1646.66666667
213.68,701.481599999,680.0,1005.18533333,834.814733334,494.074133333,797.037000001,405.185225,675.555533333,731.111066667
214.06,1658.33333333,1563.33333333,2330.0,1951.66666667,1165.0,1943.33333333,986.874999999,1598.33333333,1661.66666667
214.44,522.051133333,486.153733333,690.769266667,607.179666667,357.435866667,610.7694,323.5898,509.743799999,509.7437
214.81,865.185066665,818.518399999,1013.3334,974.814866667,600.740733334,990.3704,576.66675,885.925933334,817.407433334
215.19,-3516.66666667,-3246.66666667,-4130.0,-3890.0,-2300.0,-4176.66666667,-2310.83333333,-3500.0,-3478.33333333
215.57,-385.3334,-332.888866667,-477.333333333,-417.777733333,-210.222333333,-467.111133333,-219.833291667,-358.6668,-364.666766667
215.95,-220.0,-194.666666667,-288.266666667,-225.333333333,-119.2,-255.466666667,-118.5,-197.6,-209.066666667
216.32,-410.2222,-377.333333333,-526.666666667,-408.000066667,-242.666666667,-462.6666,-234.166691667,-361.3332,-404.222133333
216.70,-108.130266667,-92.8453999999,-146.504,-107.6422,-42.2764666667,-126.666666667,-38.3536166667,-85.5286,-110.487766667
217.08,-83.4073333333,-69.7776666666,-119.555533333,-80.4444000001,-31.2593333333,-98.3704,-24.2408083333,-70.2222666667,-89.7778333333
217.46,-109.91,-90.6304666667,-155.855866667,-100.720666667,-36.5766,-118.378333333,-33.310825,-89.0091999999,-116.3063
217.83,-140.0002,-114.358866667,-208.461333333,-130.512866667,-35.1282,-164.871866667,-41.185925,-104.359,-169.230733333
218.21,-159.333333333,-154.666666667,-262.333333333,-188.666666667,-40.0,-203.666666667,-40.7916666667,-109.333333333,-223.0
218.59,-57.5238,-54.0953333333,-120.380933333,-68.7618,13.7141333333,-77.1429333333,9.28574999999,-22.0951333333,-92.1904666667
218.97,-31.9047333332,-20.7937333334,-90.0000666665,-35.7142666667,25.3967999999,-44.1270000001,25.01975,2.53960000002,-62.2221000001
219.34,-29.9186666667,-20.6504,-84.2277333333,-46.8292,14.7968666666,-38.8618,28.6178916667,-4.7156,-50.7317666667
219.72,-68.8889333334,-48.485,-118.585933333,-83.8382,-5.65666666669,-68.8888,15.4796583333,-26.0605333334,-82.9294
220.10,-92.3807999999,-61.1904666667,-129.761866667,-108.8096,-9.04766666675,-93.3333333333,28.72025,-37.3808666667,-100.9523
220.47,-74.9550666667,-52.0720666667,-100.3604,-82.8828666667,-10.2702,-68.1080666667,18.9639166667,-28.6486666667,-78.7387999999
220.85,-81.8516666667,-64.0740666667,-116.1112,-96.2963333333,-21.1111333334,-78.8888000001,13.7036,-36.1110666666,-72.8702666667
221.23,-31.8789333333,-23.5151333333,-59.8786666667,-52.4848666667,1.33319999999,-38.5453333333,30.12115,-2.66679999999,-28.5455333333
221.61,-9.8148,-8.42593333334,-30.8333333333,-29.6296666667,8.33320000001,-22.4072,36.12275,9.35186666668,-10.7406
221.98,-16.6265333333,-17.8313333333,-34.5382,-36.8675333333,-5.86333333334,-29.3172,21.0341,-3.45386666665,-16.5864
222.36,-18.6046,-17.8295333333,-29.4574,-32.248,-9.53493333332,-23.8758666667,17.4806333333,-4.26346666667,-15.3101666667
222.74,-26.2651333333,-25.3012,-32.9317333333,-41.6868,-19.5984,-30.9236,9.91964166666,-11.1645333333,-21.4859666667
223.11,-35.0925333333,-36.4814,-41.6665333333,-56.9444666667,-34.5371333333,-42.8703333334,0.34721666668,-20.7408666667,-28.287
223.49,-43.5237333333,-42.8572,-45.5236666667,-60.9523333333,-43.2381333333,-55.7142,-10.809625,-24.0,-35.6192666667
223.87,-14.2857333333,-15.6776,-13.1869333333,-27.6189333333,-16.63,-24.6885333333,9.99989166667,-0.073200000012,-7.80213333334
224.24,-3.58973333333,-5.96146666666,-4.67953333331,-16.4742666667,-8.14100000001,-14.2948,12.7963833333,5.64093333334,1.53846666667
224.62,-6.66666666666,-11.5151333333,-12.1212666667,-26.7340666667,-17.7778666667,-25.2526666667,4.25089166667,-5.05053333334,-4.78116666667
225.00,-6.5232,-10.6808666667,-10.0357333333,-25.2329333334,-17.3476,-23.6559333333,0.914008333327,-7.95700000001,-9.92836666666
225.38,-15.7016666666,-24.3859333333,-22.3684,-36.228,-26.3157333333,-41.3157333333,-9.16664166667,-17.7192666667,-19.6492333333
225.75,-39.5959333333,-45.6564666667,-48.2828666667,-54.5454666667,-49.1918666667,-69.1919333333,-32.6893083333,-40.0,-41.111
226.13,-41.6932,-45.1853333333,-51.8517333333,-53.9681333333,-44.4445333333,-70.4760666667,-30.2512333333,-38.2011333333,-37.4072666667
226.51,-44.4101333333,-49.1281333333,-54.0511333333,-50.5641333333,-41.1282,-76.2051333333,-29.6025916667,-39.077,-30.9232
226.88,-38.3548666667,-46.8398666667,-51.4286,-45.1948,-35.9306666667,-68.8312,-27.186225,-33.9394666667,-30.1298666667
227.26,-26.7827333333,-33.9130666667,-37.6810666667,-32.0,-25.1014,-46.0289333333,-17.3985083334,-21.7972,-20.8986
227.64,-16.8276666667,-21.9310666666,-26.3908,-21.4712666667,-12.8276,-29.4253333333,-10.0230416667,-12.7355333333,-13.5172
228.01,-25.8447333333,-32.8767333333,-39.3608,-32.1460666667,-25.2054666667,-39.7261333333,-24.1781,-26.758,-25.1141333333
228.39,-23.4456,-30.1123333333,-35.6178666667,-32.0223333333,-24.1574,-36.2546,-24.0682416666,-27.5655333333,-23.8390666667
228.76,-21.641,-27.0086,-31.5213333333,-27.9658666667,-20.8888666667,-31.3162,-22.1325083333,-25.2649333333,-19.7607
229.14,-19.9073333333,-25.1235333333,-29.3209333333,-26.5432666667,-18.9815333334,-28.5184666667,-19.779975,-23.3642,-15.5709666667
229.52,-19.1362666666,-22.834,-27.9621333333,-26.9366,-19.5950666667,-26.5856666667,-19.37245,-24.6693333333,-15.4116
229.89,-14.5758,-16.5829333333,-21.3858,-22.1266666667,-14.2413333333,-19.4503333333,-14.0621,-19.6414666667,-11.1469
230.27,-11.2788,-12.7043333333,-16.8972,-16.6457333334,-11.2788,-14.6961333333,-11.0822666667,-15.4717333334,-9.05663333333
230.65,-8.74646666667,-9.78646666667,-14.2804666666,-14.2060666667,-8.74646666667,-11.8848666667,-9.42663333333,-14.1132,-9.443
231.02,-9.25526666667,-10.0559333333,-15.0652666667,-14.3574666667,-10.3910666667,-12.3835333333,-10.1467916667,-14.8231333333,-9.64623333335
231.40,-9.44606666667,-10.2818666667,-14.9660666667,-15.3157333334,-10.7676666667,-12.1477333333,-11.1639583333,-15.9572,-10.1946
231.78,-9.02079999999,-10.8408,-14.1444666667,-15.0544,-10.0296666667,-12.1464666667,-10.5685333333,-16.0236666666,-9.64386666667
232.15,-8.36286666667,-9.21093333333,-13.215,-14.4575333333,-8.12613333333,-10.7298666667,-8.76230000001,-14.0236,-8.31356666666
232.53,-13.0905333333,-12.9802666667,-17.9470666667,-18.9624666666,-12.384,-16.3134666667,-12.5193416667,-18.3222,-12.2849333333
232.90,-12.2924,-11.8270666667,-15.8139333333,-18.7818666667,-11.3620666667,-15.681,-11.2762,-17.2536,-10.7418666667
233.28,-7.67293333335,-5.61833333333,-9.68553333335,-12.935,-7.02306666667,-9.91613333334,-6.119,-11.7189333334,-5.06286666667
233.66,-4.80253333334,-2.7356,-5.9776,-8.99693333332,-3.89059999999,-6.3222,-3.041975,-7.53786666665,-0.972733333334
234.03,-3.3232,-3.30286666668,-5.93706666665,-8.71333333333,-3.78933333334,-5.8358,-2.6241,-7.01099999999,0.587666666666
234.41,-3.75646666667,-4.52020000001,-6.72859999999,-10.6499333333,-5.49006666667,-6.41893333334,-3.36166666667,-7.98766666665,0.381833333333
234.78,-3.20666666667,-4.59913333334,-6.58219999999,-9.93666666667,-6.32913333335,-6.09700000001,-2.62919166667,-6.41360000001,2.405
235.16,-0.2498,-1.26793333333,-2.80493333333,-5.9558,-2.363,-2.5744,0.283450000002,-3.2276,4.98563333334
235.54,0.407533333333,-0.907466666668,-2.61106666667,-4.61113333333,-1.48153333333,-2.8704,0.340208333332,-2.1852,5.19446666667
235.91,0.4826,-1.269,-3.10993333333,-4.71853333333,-1.7694,-3.27093333333,0.0872,-2.127,5.77310000001
236.29,1.77186666667,-0.842133333332,-2.03506666667,-3.0176,-1.08773333333,-2.54373333334,1.07458333333,-1.7894,6.54383333333
236.66,3.9418,1.09673333333,-0.0170000000007,-0.205599999999,0.582733333332,0.891266666666,2.58783333333,1.06266666667,8.53473333333
237.04,4.31666666667,2.28333333333,-0.0833333333326,1.35,0.666666666667,2.2,3.15416666667,2.46666666667,9.08333333334
237.41,3.55233333333,0.9732,-0.713666666666,0.243333333333,-0.0323999999986,0.616399999999,2.78796666667,1.88166666667,7.79393333334
237.79,3.1974,1.0712,-0.655466666669,0.527533333333,0.1118,0.415666666667,2.66978333333,1.5988,7.0903
238.17,1.56033333333,1.07173333333,-1.27653333333,-0.378266666667,-1.16626666667,-0.835200000001,1.00481666667,0.6146,6.14640000001
238.54,4.92746666667,4.46373333333,2.04346666667,2.71006666667,2.04346666667,2.116,3.69753333333,2.9854,8.89136666666
238.92,7.463,7.57093333333,5.08766666667,5.27666666667,4.92579999999,5.96486666668,6.68856666667,5.4656,11.9702
239.29,7.31933333333,7.4216,5.643,5.13113333333,5.52793333334,6.66653333333,6.53064999999,5.60466666667,12.2776333333
239.67,6.91053333333,7.65393333333,6.46926666667,5.33106666667,6.1556,7.61913333334,6.84384166666,6.01606666667,12.6479
240.04,7.40286666666,8.82319999999,7.08140000001,5.7542,6.53186666667,9.09280000001,7.13328333333,6.63566666667,12.5195666667
240.42,5.89426666666,7.46659999999,5.78379999999,4.42306666667,5.361,7.86219999999,5.77598333333,5.27813333333,11.6184333333
240.79,5.73513333333,6.91780000001,5.35453333333,4.27706666667,5.53273333333,7.63873333334,5.62569166666,4.86846666667,11.1258333333
241.17,6.21366666667,7.34253333333,5.69573333334,4.6458,6.34306666666,8.37813333332,6.08305,5.45846666667,11.4023666667
241.54,5.79973333333,6.66013333333,4.85386666666,4.30213333333,5.6946,7.90826666667,5.42941666667,5.06406666667,10.5944
241.92,5.0466,5.71506666667,4.17946666667,3.75786666667,5.01053333333,7.32906666667,4.729725,4.69146666667,10.2678666667
242.29,5.5658,5.7604,4.39253333333,4.0812,5.449,7.51726666667,5.107675,4.9096,10.3140333333
242.67,4.67853333333,5.19306666667,3.54246666666,3.28513333333,4.62493333333,6.99346666667,4.49426666667,4.12106666667,9.54186666667
243.05,2.74473333333,3.23566666667,1.62573333333,1.3988,2.69726666667,5.05133333333,2.75466666667,2.17993333333,7.65896666667
243.42,2.085,2.68433333333,0.802599999999,0.734866666668,1.8296,4.26373333333,2.27914166667,1.52206666667,6.6954
243.80,2.42,3.05473333333,1.09386666667,1.34666666667,2.13113333333,4.515,2.91930833333,1.81633333333,6.8679
244.17,2.06033333333,2.79133333333,1.0174,1.51846666667,2.01946666667,4.21773333333,2.77984166667,1.45193333333,6.70493333333
244.55,1.87,2.67873333333,1.04626666667,1.33446666666,1.78926666667,4.0486,2.6131,1.577,6.19416666667
244.92,2.7032,3.31886666666,1.799,2.11166666667,2.5156,4.71386666667,3.09224166667,2.28,6.86633333333
245.30,2.4466,2.7878,1.6792,1.8406,1.9528,4.34566666667,2.7521,1.8316,6.5791
245.67,3.2966,3.3292,2.5266,2.73953333333,2.73546666667,5.33573333333,3.38604166667,2.37113333333,7.61466666667
246.05,4.09893333333,4.01333333333,3.48566666667,3.56746666667,3.4782,6.3098,4.340875,3.02486666666,8.25906666667
246.42,4.05346666667,4.03633333333,3.73806666667,3.81693333333,3.5802,6.72153333334,4.44413333333,3.32993333333,8.30926666667
246.79,3.61173333333,3.71046666666,3.57666666667,3.74213333333,3.3542,6.53,4.11303333333,3.15653333333,8.0987
247.17,4.10913333334,4.42346666667,4.34286666667,4.40553333333,4.02513333333,7.22973333333,4.58438333333,3.7586,8.6312
247.54,4.26473333333,4.64013333333,4.57706666667,4.62886666667,4.29053333333,7.4634,4.78969166667,3.984,9.0198
247.92,4.3344,4.68966666667,4.61753333333,4.55366666667,4.3816,7.56346666667,4.68306666667,4.09833333333,9.10723333333
248.29,4.2528,4.58133333333,4.49093333333,4.5128,4.2146,7.47953333333,4.68298333333,4.09693333333,9.1132
248.67,4.0758,4.39693333333,4.22946666667,4.3556,4.00726666667,7.35546666667,4.466775,3.7602,8.9159
249.04,3.69093333333,4.1344,4.01293333333,4.05533333334,3.69373333334,7.2008,4.32708333333,3.35733333333,8.67886666667
249.42,3.46906666667,4.10146666667,3.7554,4.00293333334,3.79133333333,7.117,4.20580833333,3.15,8.47563333333
249.79,2.9382,3.84706666667,3.34453333333,3.52373333333,3.5076,6.74666666667,3.80510833334,2.7908,7.88283333333
250.17,2.2408,3.33513333334,2.59053333334,2.84553333334,2.95053333334,6.0864,2.85915,2.1884,7.2521
250.54,1.86286666667,3.08353333333,2.1146,2.37,2.7154,5.70886666667,2.48130833333,1.675,7.02723333333
250.92,1.858,2.97873333333,2.12026666667,2.1442,2.88586666667,5.60253333333,2.3473,1.53986666667,6.981
251.29,1.08026666667,2.13946666667,1.1812,1.1392,2.11433333333,4.5648,1.44546666667,0.462399999999,6.11396666667
251.66,1.32473333333,2.29873333333,1.1126,0.965400000001,2.24233333333,4.62333333333,1.36261666667,0.346199999999,6.08013333333
252.04,0.645133333334,1.72946666667,0.457066666667,0.206000000001,1.5188,3.88886666667,0.883816666667,-0.663066666669,5.64746666667
252.41,0.0322666666667,1.06633333333,-0.346266666666,-0.655533333335,0.950933333333,3.2548,0.02425,-1.5512,4.8545
252.79,1.24473333333,2.20973333333,0.638733333333,0.391666666666,2.13046666666,4.2144,1.13344166667,-0.247066666667,6.00696666667
253.16,1.57786666667,2.57293333333,0.886,0.739066666667,2.49706666667,4.48713333333,1.39075833333,0.199200000001,6.42976666667
253.54,1.44266666667,2.40126666667,0.963466666665,0.455133333333,2.26573333333,4.19273333333,1.160125,0.241999999999,6.69343333333
253.91,1.815,2.87966666667,1.37866666667,0.995800000001,2.3792,4.50826666667,1.46069166666,0.426666666666,7.40743333333
254.28,1.68173333333,3.1426,1.69686666667,1.03413333333,2.56526666667,4.754,1.724425,0.306133333333,7.4899
254.66,1.52106666667,3.2624,2.01413333333,1.02806666667,2.43386666667,4.74706666667,1.674575,0.3356,7.4876
255.03,1.93273333333,3.55046666667,2.15526666667,1.49286666667,2.7036,4.83706666667,1.94435833333,0.841600000001,8.1134
255.41,2.837,4.27533333333,2.9722,2.30113333333,3.25993333333,5.54433333333,2.79829166667,1.99093333333,8.94526666667
255.78,2.53893333333,3.96093333333,2.89,2.49293333333,3.1146,5.20453333333,2.40649166667,2.07253333333,8.54646666666
256.15,3.22706666667,4.26646666667,3.16386666667,3.10666666667,3.35906666667,5.59286666667,2.6041,2.75053333333,8.63339999999
256.53,3.69146666667,4.64046666667,3.70813333333,3.6414,3.67466666667,6.2116,3.207175,3.34146666667,9.18400000001
256.90,2.6814,3.5926,2.9798,2.9642,2.66033333333,5.3102,2.3723,2.3618,8.24563333334
257.28,2.4386,3.2036,2.77053333333,2.73693333333,2.26573333333,5.20926666667,2.20414166667,2.3522,7.83799999999
257.65,3.23853333333,3.72286666667,3.3564,3.29746666667,2.767,6.0686,3.19164166667,3.04906666667,8.1639
