wavelength,Back_HapRusf,Belly_HapRusf,Breast_HapRusf,Crissum_HapRusf,Crown_HapRusf,DorTail_HapRusf,Rump_HapRusf,Throat_HapRusf,WingTip_HapRusf
567.39,9.81386666666,23.6036666667,18.9202666667,21.2172666666,8.87653333333,11.0797333333,10.7763083333,17.7152666667,11.6788666667
567.73,9.826,23.6115333333,18.95,21.2379333333,8.88713333333,11.0938666667,10.7788916667,17.7358,11.6965333333
568.07,9.86273333334,23.6384666667,18.9795333333,21.2862666667,8.92686666666,11.1236666666,10.8211666667,17.7652666667,11.7286
568.41,9.8468,23.6298666667,18.9772666667,21.2849333333,8.92806666667,11.1310666667,10.8121916667,17.7877333333,11.7137666667
568.75,9.84826666667,23.6295333333,18.9547333333,21.2849333333,8.90966666667,11.0870666667,10.78385,17.7582666667,11.683
569.09,9.88286666667,23.6685333333,18.9749333333,21.3305333333,8.93693333333,11.0892,10.817825,17.7882,11.7344333333
569.43,9.93359999999,23.7182666667,19.054,21.3734666667,8.9656,11.1390666667,10.8864,17.8534,11.7925333333
569.77,9.91040000001,23.7068666667,19.0673333333,21.3586666667,8.94906666667,11.1148666667,10.885425,17.8428,11.7830333334
570.11,9.95546666666,23.7416,19.1214,21.407,8.98506666667,11.1521333333,10.9152166667,17.8995333333,11.8365666667
570.45,10.0032,23.7606666667,19.1729333333,21.4489333333,9.01353333333,11.1914,10.974475,17.9208,11.8785333333
570.79,10.0244666667,23.803,19.1797333333,21.5032,9.02406666666,11.1918666667,10.9898,17.957,11.9140666667
571.13,10.0063333333,23.7924666667,19.1814666667,21.4810666667,9.0286,11.2021333333,10.9964666667,17.9444666667,11.8948
571.47,10.0477333333,23.8376,19.2105333333,21.5088,9.0526,11.2212666667,11.0252416667,17.9762666667,11.9294333333
571.81,10.0648666667,23.8744666667,19.2573333333,21.5329333333,9.06393333333,11.2411333333,11.0557583333,18.0266666667,11.9509666666
572.15,10.0995333333,23.8846,19.2798,21.5481333333,9.09626666667,11.268,11.0768416667,18.0506666667,11.9960333333
572.49,10.142,23.9498,19.3369333333,21.6047333333,9.1404,11.3175333334,11.12495,18.0990666667,12.0496
572.83,10.1195333333,23.9458,19.3002666667,21.5600666667,9.11693333333,11.3087333333,11.0882833333,18.0646666667,12.0253666667
573.17,10.0987333333,23.9161333333,19.2519333333,21.5625333333,9.10613333333,11.2816666667,11.0562916667,18.0457333333,12.0177333333
573.51,10.1086,23.9376666667,19.2645333333,21.5814666667,9.11146666667,11.3138666667,11.0488083333,18.0665333333,12.0335
573.85,10.064,23.9122666667,19.2156666667,21.5356,9.06626666667,11.2746,10.9967833334,18.0206666666,11.9981
574.19,10.0407333333,23.9127333333,19.1916,21.5236666667,9.0568,11.2472666667,10.9740583333,18.0174666667,11.9757666667
574.53,10.0572666667,23.9283333333,19.2353333333,21.5262,9.07233333333,11.2975333333,10.9965166667,18.0498,11.9810333333
574.87,10.1060666667,23.9368666666,19.269,21.566,9.09333333333,11.3248,11.0129416667,18.0753333333,12.0333333333
575.21,10.0986,23.9618666667,19.2584,21.5749333333,9.0998,11.3343333333,11.017475,18.071,12.0350333333
575.55,10.0692666667,23.9184666666,19.2328666667,21.5501333334,9.07446666667,11.3054,10.9808333333,18.0136666667,12.0226
575.89,10.0747333334,23.9222,19.2306666667,21.5526,9.04886666667,11.2954,10.9600666667,17.9911333333,12.0045333333
576.22,10.0573333333,23.8834,19.2144,21.5305333333,9.05853333333,11.3012666667,10.9488,17.9914,11.9995333333
576.56,10.0748666667,23.8593333333,19.2461333333,21.5806,9.07306666667,11.3078666667,10.9574416667,18.0105333333,12.0079
576.90,10.0554,23.8758,19.2362,21.5616,9.05913333333,11.2894,10.9112916667,17.9746,11.9852333333
577.24,10.0514666667,23.8644,19.2172,21.5304666667,9.06046666667,11.2734,10.8902916667,17.9625333333,11.9688333333
577.58,10.0334,23.8222,19.2028666667,21.5032,9.03113333333,11.2408666667,10.8807083333,17.9541333333,11.9276666667
577.92,10.0258666667,23.8282,19.2120666667,21.4890666666,9.01113333333,11.2344666667,10.8467083333,17.9255333333,11.9296666667
578.26,9.99086666667,23.8072,19.1798666667,21.495,8.9892,11.1945333333,10.8029583334,17.9053333333,11.8947666667
578.60,9.97926666667,23.8062666666,19.1374,21.4690666667,8.9702,11.1724,10.77765,17.9074,11.8837333333
578.94,9.97719999999,23.7722,19.149,21.4523333333,8.9568,11.1852,10.7762416667,17.8994666667,11.8826
579.28,9.97926666667,23.8036,19.1331333334,21.4445333333,8.9394,11.1904666667,10.74965,17.9543333333,11.8844
579.61,9.91313333333,23.7321333333,19.0662666666,21.3654,8.86586666667,11.1422666667,10.6824833333,17.8848,11.8349666667
579.95,9.86573333334,23.7434,19.0495333333,21.3294,8.81646666667,11.1091333333,10.647,17.8512666667,11.8026
580.29,9.83046666667,23.7701333333,19.0495333333,21.3127333333,8.7944,11.1276666667,10.6560666667,17.8705333333,11.8074666667
580.63,9.80613333333,23.7139333333,19.0352,21.2884,8.79706666667,11.157,10.6842583333,17.8642666667,11.8125
580.97,9.79366666667,23.6942666667,19.0338,21.3048,8.76906666666,11.1419333333,10.6615916667,17.8560666667,11.8210666667
581.31,9.82533333333,23.777,19.0654,21.3601333333,8.80333333333,11.2082,10.6877416667,17.869,11.8747333333
581.65,9.86526666668,23.7880666667,19.1150666667,21.3929333333,8.8494,11.25,10.7403333333,17.9115333333,11.9097666667
581.98,9.86693333334,23.794,19.113,21.3635333333,8.84906666667,11.255,10.7667,17.912,11.9453
582.32,9.82113333333,23.7605333333,19.0974666667,21.3706,8.81906666667,11.2418666667,10.7456,17.8708,11.8884333333
582.66,9.84166666667,23.8016,19.1049333333,21.4008,8.85906666667,11.2525333333,10.7520333333,17.8925333333,11.9325
583.00,9.83373333333,23.8037333333,19.1214,21.3861333333,8.8638,11.2679333333,10.7870916667,17.8831333333,11.9270333333
583.34,9.85126666667,23.8876,19.1896666667,21.4809333333,8.92,11.3183333333,10.8459666667,17.9446666666,11.9808666667
583.68,9.93246666667,23.9105333333,19.2079333333,21.5452,8.97833333333,11.408,10.8732583333,17.9835333333,12.0583666667
584.01,9.95146666666,23.8687333333,19.2010666667,21.5492666667,8.99726666667,11.4069333333,10.8837416667,17.9576,12.0697333333
584.35,10.0056666667,23.9349333333,19.25,21.587,9.038,11.4268666667,10.8981833333,18.0092666667,12.1205666667
584.69,10.022,23.9531333334,19.2627333333,21.6304666667,9.06106666667,11.4673333334,10.915275,18.0192666666,12.1224
585.03,10.0878,23.9664666667,19.3230666667,21.7028666667,9.12499999999,11.5414666667,10.9599,18.0708,12.1681666667
585.37,10.0529333333,23.9874,19.3174,21.7187333333,9.0994,11.5368,10.9463333334,18.0565333333,12.1716
585.70,10.0145333333,23.9519333334,19.302,21.7193333333,9.0494,11.5274666667,10.8822083333,18.0064666667,12.1627333333
586.04,10.0278,24.0058,19.3339333334,21.7126666667,9.0586,11.5656,10.8734083333,18.0304,12.1733
586.38,9.95993333333,23.9474,19.3051333333,21.6991333333,8.9942,11.5033333333,10.82565,17.9922666667,12.1014
586.72,9.95900000001,23.9931333333,19.3226666666,21.7551333334,8.9958,11.5116666667,10.8418416667,18.0075333333,12.1218333333
587.06,9.95860000001,23.9568666667,19.2983333333,21.7187333333,9.00466666667,11.4915333333,10.8289416667,17.9755333333,12.1177333333
587.39,9.87213333332,23.8912666666,19.2737333333,21.6837333333,8.93626666667,11.3970666667,10.7907166667,17.9557333334,12.0386333333
587.73,9.81813333333,23.9045333333,19.2726,21.6343333333,8.8932,11.3391333333,10.7426,17.9274666667,11.9868
588.07,9.77500000001,23.8955333333,19.2803333333,21.6364666667,8.84006666667,11.3334,10.7231666667,17.8940666667,11.9642666667
588.41,9.78093333334,23.9289333333,19.313,21.6356666667,8.81553333333,11.335,10.7542916667,17.9216,11.9919666667
588.74,9.67106666667,23.869,19.2676,21.5242666667,8.7038,11.2406666667,10.6573416667,17.8592666667,11.8972333333
589.08,9.68019999999,23.83,19.2244666667,21.5183333333,8.68206666667,11.2367333333,10.6240583333,17.8667333333,11.8490333333
589.42,9.68526666666,23.8503333333,19.2489333333,21.4779333333,8.69413333333,11.2300666667,10.644925,17.8723333333,11.8229333333
589.76,9.70219999999,23.8545333333,19.2576,21.4778,8.68473333333,11.2293333333,10.6581916667,17.8666666667,11.8438
590.09,9.79566666667,23.93,19.3372666667,21.5338,8.74426666667,11.3093333333,10.7345583333,17.9506,11.9368666667
590.43,9.809,23.8936666667,19.3476666667,21.531,8.7902,11.3020666667,10.7002416667,17.9104,11.92
590.77,9.84566666667,23.9572666667,19.3884666667,21.5774,8.83,11.3602666667,10.7593,17.9730666667,11.9587333333
591.11,9.89579999999,24.0309333333,19.4663333333,21.6202,8.87473333333,11.4297333333,10.8026833333,17.9936,12.0032
591.44,9.89980000001,24.0077333333,19.4439333333,21.6398666667,8.86666666667,11.4614666667,10.7905416667,18.0148666666,11.9891333333
591.78,9.95273333334,24.0611333333,19.4783333333,21.6903333333,8.9086,11.5032666667,10.8303416667,18.0809333333,12.0112333333
592.12,9.93966666666,24.0496666667,19.4638,21.6767333333,8.8954,11.4991333333,10.7862583333,18.0658,11.9949333333
592.46,9.98466666668,24.0968666666,19.4979333333,21.77,8.97766666667,11.5644,10.8495416667,18.1014,12.0934
592.79,9.97913333333,24.1346666667,19.5239333333,21.7857333333,9.0168,11.5909333334,10.8821166667,18.1072,12.1273
593.13,9.92413333333,24.0807333333,19.4377333333,21.7718,8.98666666666,11.5490666667,10.8223916667,18.0622666667,12.0809333333
593.47,9.93933333333,24.0968,19.4622666667,21.7944666667,9.00873333334,11.5874666667,10.82945,18.0986,12.1088
593.80,9.81186666667,23.9928,19.3384,21.6672666667,8.912,11.4872,10.7150583333,17.9822666667,11.9879666667
594.14,9.84613333333,24.0612,19.3866,21.7194,8.90613333333,11.5294,10.767925,18.0465333334,12.0769666667
594.48,9.89659999999,24.0932,19.4332,21.7526,8.90466666667,11.547,10.7823166667,18.0801333333,12.1049
594.81,9.91033333333,24.1048,19.414,21.7659333333,8.887,11.5406666667,10.7927083333,18.1017333333,12.1270666667
595.15,9.97266666665,24.1536,19.4837333333,21.8138666667,8.9582,11.6015333333,10.8624916667,18.1589333333,12.2303666667
595.49,9.91819999999,24.1228666666,19.4693333333,21.7602,8.9378,11.5578,10.83055,18.1388666667,12.2177
595.82,9.98306666667,24.1654,19.5207333334,21.8226666667,8.98746666667,11.5794,10.8964083333,18.1732,12.2602
596.16,10.0445333333,24.2356666666,19.5727333333,21.8556,9.02639999999,11.6286666667,10.9528666667,18.2362666667,12.2859666667
596.50,10.0837333333,24.2611333333,19.5949333333,21.8718,9.05686666667,11.6428666667,10.96255,18.2770666667,12.3238333333
596.83,10.1368666667,24.315,19.6682666667,21.9141333333,9.09420000001,11.6905333333,11.0177833333,18.3189333333,12.3673666667
597.17,10.1209333333,24.3046,19.6333333334,21.9130666667,9.09106666667,11.6652,11.0173416667,18.3176,12.3778666667
597.51,10.2008,24.3957333333,19.7373333333,22.0071333333,9.16913333333,11.7692,11.1198666667,18.3846,12.4479
597.84,10.1577333333,24.3112666667,19.6932,21.9465333333,9.15153333334,11.7146,11.0799416667,18.325,12.3667666667
598.18,10.1118666667,24.2448666666,19.6276666667,21.8875333333,9.14406666667,11.6834666667,11.05755,18.2666,12.3166333333
598.52,10.146,24.2543333333,19.66,21.9162666667,9.19666666667,11.7181333333,11.0868,18.2738666667,12.3475666667
598.85,10.1105333333,24.2144,19.5999333333,21.9076,9.14406666667,11.6982666667,11.0323,18.2282666667,12.2952333333
599.19,10.1208666667,24.2257333333,19.5901333333,21.9262666667,9.11706666667,11.6996,11.034625,18.2142666667,12.2837
599.53,10.1137333333,24.2622,19.6239333333,21.9356666667,9.16566666666,11.7578,11.05175,18.2292666667,12.3238333333
599.86,10.0810666667,24.1997333333,19.5907333333,21.9132,9.12533333333,11.6990666667,11.001775,18.2003333333,12.3045666667
600.20,10.0688,24.1994,19.5774666667,21.9035333333,9.099,11.7157333333,10.995025,18.1734666667,12.305
600.53,10.1264666667,24.2598666667,19.6429333333,21.9818666667,9.15219999999,11.7894,11.044,18.2501333333,12.3726
600.87,10.1568,24.2848666667,19.6660666667,21.9972666667,9.18473333333,11.8260666667,11.0793,18.27,12.3818
601.21,10.1721333333,24.2978,19.6841333333,22.0104,9.18659999999,11.8125333333,11.100075,18.353,12.4221
601.54,10.232,24.4668,19.7923333333,22.1517333333,9.24833333333,11.8951333333,11.1961833333,18.4743333333,12.5311666667
601.88,10.2734666667,24.5623333333,19.8696666667,22.2382666667,9.26686666667,11.9492,11.2335833333,18.5254666667,12.5913666667
602.21,10.2778,24.6254,19.9123333333,22.2596,9.273,11.9826,11.2629916667,18.5753333333,12.6353666666
602.55,10.3293333333,24.719,20.0214666667,22.3203333333,9.34066666666,12.0126666667,11.32485,18.6442666667,12.7102
602.88,10.3184666667,24.7143333333,20.0192666667,22.2898,9.34866666667,12.0305333333,11.3294333333,18.6279333333,12.7182333333
603.22,10.3504,24.7156666667,20.0235333333,22.3231333333,9.36526666667,12.0502,11.357475,18.6678,12.7476333333
603.56,10.3348,24.7084,19.9836666667,22.292,9.35133333334,12.066,11.3453666667,18.6471333333,12.7279666667
603.89,10.2676,24.6351333333,19.9263333333,22.2526666667,9.2832,11.9998666667,11.2999583333,18.5913333333,12.6752666667
604.23,10.2568,24.6431333333,19.908,22.2440666667,9.2752,11.9922666667,11.3113916666,18.5798666667,12.7003333333
604.56,10.2720666667,24.6422666667,19.9266666667,22.2575333333,9.26266666666,11.9811333333,11.33165,18.5788666667,12.7133
604.90,10.2946666667,24.6345333333,19.9351333333,22.274,9.30853333333,12.0108,11.3415083333,18.5713333333,12.7425333333
605.23,10.2707333333,24.5486,19.8631333333,22.1675333333,9.28540000001,11.9866666667,11.2778416667,18.5304,12.7002333333
605.57,10.2736666667,24.5278,19.8731333333,22.1672666667,9.29133333333,11.9796,11.287575,18.5575333333,12.716
605.90,10.2742,24.4606,19.8318666667,22.1368666667,9.29080000001,11.9806666667,11.2557166667,18.5302666667,12.686
606.24,10.2612,24.4532666667,19.8018,22.1146,9.2932,11.9972,11.2721583333,18.5141333333,12.6829333333
606.58,10.314,24.4899333334,19.8560666667,22.1696666667,9.33946666667,12.0125333333,11.3136083333,18.5776,12.7132666667
606.91,10.2390666667,24.4354666667,19.8171333334,22.0827333333,9.26173333333,11.9320666667,11.2439083333,18.5016666667,12.6440666666
607.25,10.2625333334,24.4723333333,19.859,22.1137333333,9.29193333333,11.9708,11.281025,18.5432,12.6869333333
607.58,10.3019333333,24.5134,19.9414,22.1419333333,9.36120000001,12.0335333333,11.319875,18.5760666667,12.7252333333
607.92,10.2994,24.4782,19.9379333333,22.1246666667,9.34213333333,12.0190666667,11.291225,18.5466666667,12.6999666667
608.25,10.273,24.4724666667,19.9353333333,22.1037333333,9.33113333333,12.0511333333,11.28875,18.5392,12.7056
608.59,10.2696666667,24.4402666667,19.9343333333,22.0864666667,9.30040000001,12.0682666666,11.2616916667,18.5262,12.6657666666
608.92,10.2770666667,24.4364,19.9302666667,22.1128666667,9.29813333333,12.0913333333,11.265,18.4954,12.6909666667
609.26,10.2742,24.4140666667,19.9144,22.0988,9.28753333334,12.1156,11.25125,18.4773333333,12.7022333333
609.59,10.2234666667,24.3990666667,19.8662666667,22.0604,9.23373333333,12.0854666667,11.22735,18.4326,12.6774666667
609.93,10.3025333333,24.4546666667,19.939,22.1367333333,9.30146666667,12.1871333333,11.2848833333,18.4876666667,12.7539
610.26,10.3005333333,24.3993333333,19.9136666667,22.1487333333,9.30959999999,12.2217333333,11.27135,18.4764666667,12.7774333333
610.60,10.366,24.4239333333,19.9364666667,22.2031333333,9.36919999999,12.2917333333,11.3241,18.5204,12.8282
610.93,10.3337333333,24.3932,19.9233333333,22.1826,9.31593333334,12.2535333333,11.287825,18.4892,12.7978333333
611.27,10.4284666667,24.4863333333,19.9960666667,22.2774666667,9.37300000001,12.3293333333,11.355275,18.5995333334,12.9037
611.60,10.465,24.519,20.0242,22.2964666667,9.40733333333,12.4,11.3921083333,18.6534,12.9168333333
611.93,10.5153333334,24.5579333333,20.0402666667,22.3300666667,9.45093333333,12.4213333333,11.3965916667,18.6926,12.9734666667
612.27,10.5230666667,24.6324666667,20.0399333333,22.3959333333,9.46513333334,12.4578666667,11.4314416667,18.7035333333,13.0579333333
612.60,10.6479333333,24.7063333333,20.1111333333,22.4701333333,9.57253333333,12.5687333333,11.5371166666,18.8006,13.1224666667
612.94,10.6738666667,24.7678666667,20.1232,22.4797333333,9.60566666666,12.5812666667,11.5471166667,18.8258,13.1252
613.27,10.7484,24.8284666667,20.1901333333,22.5284,9.65299999999,12.6326,11.598375,18.8821333333,13.1854
613.61,10.6948666667,24.8068,20.1403333334,22.4761333333,9.57513333333,12.5479333333,11.5378666667,18.8672,13.1396
613.94,10.6518666667,24.8276,20.1109333333,22.4280666667,9.52953333333,12.5116,11.5098333333,18.8524666667,13.1123666667
614.28,10.6399333333,24.8525333333,20.1005333333,22.4492,9.52326666667,12.5122666667,11.4756833333,18.8722666667,13.0571
614.61,10.7387333333,24.9438666667,20.1898666666,22.533,9.63033333332,12.5893333333,11.5786666667,18.9756666666,13.1609666667
614.94,10.7003333333,24.9228,20.1670666667,22.5006,9.58266666667,12.5453333333,11.5512916667,18.9297333333,13.1168666667
615.28,10.7136666667,24.9567333333,20.2285333333,22.5631333333,9.58619999999,12.5578,11.5562083333,18.9812,13.1669
615.61,10.7546,24.9966,20.3013333333,22.596,9.61053333334,12.5681333333,11.60635,19.0472,13.1516
615.95,10.7403333333,24.9539333333,20.307,22.5285333333,9.5764,12.5028666667,11.570825,19.0404,13.1107
616.28,10.6002,24.8572666666,20.2731333333,22.4634666667,9.44566666666,12.3692,11.4625333333,18.9396666667,13.0239
616.61,10.5587333333,24.828,20.2773333333,22.4558,9.43079999999,12.3174,11.4239166667,18.9164,12.9881666667
616.95,10.5542,24.8483333333,20.3119333333,22.4994666667,9.44966666667,12.3186,11.3992,18.9543333333,12.9703666667
617.28,10.5254666667,24.8097333333,20.2628666667,22.4744666667,9.42053333332,12.2896,11.349775,18.9172666667,12.9056
617.62,10.5687333333,24.8808666667,20.3050666667,22.4865333333,9.43293333334,12.3479333333,11.3790583333,18.9196,12.93
617.95,10.5302666667,24.8713333333,20.2739333333,22.4630666667,9.37679999999,12.3370666667,11.3620916667,18.8708666667,12.9440333333
618.28,10.4938666667,24.8397333333,20.2501333333,22.4529333333,9.33766666666,12.3015333333,11.2874916667,18.836,12.8799
618.62,10.4813333333,24.8544666667,20.2594666667,22.4914,9.34226666668,12.3046,11.2770083333,18.8445333333,12.8734333333
618.95,10.4766,24.8652666667,20.2212,22.4552666666,9.36733333334,12.2768666667,11.274075,18.8354,12.8639333333
619.28,10.4292,24.8806666667,20.2158666667,22.4659333333,9.34839999999,12.2662,11.26205,18.8209333333,12.8742333333
619.62,10.4237333333,24.8749333333,20.2161333333,22.4549333333,9.35553333333,12.2916,11.2374083333,18.792,12.8807666667
619.95,10.523,24.985,20.3038,22.5308,9.42046666666,12.3906,11.3301166667,18.9416,12.9969
620.28,10.5126,24.9777333334,20.3098,22.5430666667,9.37833333333,12.3848666667,11.2968833333,18.9395333333,12.9945
620.62,10.4464,24.9566,20.2448666666,22.5235333333,9.32766666667,12.3118666667,11.2700166667,18.8665333333,12.9706
620.95,10.4528666667,25.005,20.302,22.5592666667,9.33606666666,12.3238,11.3061916667,18.8898666667,12.9955666667
621.28,10.4426,24.9753333333,20.3084666667,22.6107333333,9.31180000001,12.3006,11.3045416667,18.9182,12.9849
621.62,10.4487333333,24.9488,20.3186666667,22.5995333333,9.30606666667,12.2736666667,11.3146333333,18.9402666667,12.9959
621.95,10.4956,24.9735333333,20.3754,22.6326666667,9.35073333332,12.3233333333,11.3746,18.967,13.0504666667
622.28,10.5332,24.9966,20.4161333333,22.6306,9.37980000001,12.382,11.435425,19.0139333333,13.0778333333
622.62,10.465,24.9235333333,20.3718,22.605,9.29093333333,12.3065333333,11.3500583333,18.9202666667,12.9985333333
622.95,10.4336,24.8786,20.3401333333,22.6090666667,9.23946666667,12.2759333333,11.2823083333,18.8623333333,12.9482
623.28,10.3874,24.9084666667,20.3092,22.6246,9.17413333333,12.2185333333,11.252825,18.8548,12.872
623.62,10.3157333333,24.8774666667,20.2439333333,22.6193333333,9.12453333334,12.1647333333,11.18995,18.7731333333,12.7754
623.95,10.3411333333,24.9214,20.2392666667,22.6262666667,9.14679999999,12.1968666666,11.2238583333,18.8214666667,12.8161333333
624.28,10.3517333333,24.9254666667,20.2908666667,22.6359333333,9.16619999999,12.2474,11.2613166667,18.9015333333,12.8439
624.62,10.3527333333,24.8594,20.2610666667,22.6114666667,9.15993333334,12.2291333333,11.2306416667,18.8756,12.8199666667
624.95,10.3518666667,24.8952666667,20.2929333333,22.6292666667,9.16173333334,12.2488666667,11.214525,18.8657333333,12.8208
625.28,10.3456,24.9384,20.2994,22.6418,9.17526666667,12.2656,11.212275,18.8373333333,12.7981333333
625.61,10.2927333333,24.8933333333,20.2313333333,22.5738,9.11526666667,12.2315333333,11.167575,18.7494666666,12.7702
625.95,10.2966666667,24.8751333333,20.2055333333,22.55,9.09866666667,12.1756666667,11.144475,18.7386666666,12.7683
626.28,10.3240666667,24.9272,20.2003333333,22.5714666667,9.14046666667,12.2029333333,11.171975,18.7417333333,12.8100666667
626.61,10.3015333333,24.8795333333,20.2051333333,22.5474666667,9.125,12.2017333333,11.1584083333,18.7455333333,12.8074333333
626.94,10.3032,24.832,20.2078,22.5316,9.1396,12.1984666667,11.1614083333,18.7097333333,12.8301666667
627.28,10.3184,24.86,20.2694666667,22.5304666667,9.1234,12.2089333333,11.1515333333,18.741,12.8412
627.61,10.291,24.7868666667,20.2321333333,22.506,9.0896,12.1837333333,11.1093083333,18.6822,12.7926
627.94,10.255,24.7405333333,20.1626,22.447,9.04353333333,12.1281333333,11.0437083333,18.6273333333,12.7536
628.27,10.2542666667,24.7852666667,20.205,22.468,9.07326666667,12.1599333333,11.0768083333,18.6432666667,12.8028
628.61,10.1697333333,24.663,20.0970666667,22.3796,9.02626666667,12.0336,11.0230083334,18.5462,12.7307333333
628.94,10.1065333333,24.5684666667,20.1101333333,22.3047333333,9.00493333333,12.001,10.9591083333,18.5202,12.7088666667
629.27,10.1757333333,24.6417333333,20.1734666667,22.4056,9.08853333333,12.0802,11.0192333333,18.6232666667,12.7751333333
629.60,10.1328666667,24.6114,20.1752,22.3532666667,9.0748,12.1072666667,10.9788666667,18.6010666666,12.7733333333
629.94,10.1108,24.5723333333,20.209,22.3478666667,9.03973333333,12.1546666667,10.9500333333,18.6136666666,12.7561666667
630.27,10.1508666667,24.6414,20.2178,22.3577333333,9.07606666667,12.1992666667,10.9686416667,18.6232,12.7883333333
630.60,10.2257333333,24.7295333333,20.2687333333,22.4611333333,9.13573333334,12.2654,11.0195583333,18.7262666667,12.8181333333
630.93,10.2192666667,24.7118,20.2057333333,22.4649333333,9.17933333333,12.2898666667,10.99705,18.6958666667,12.8684666667
631.26,10.2702,24.8386666666,20.3280666667,22.5664666667,9.26006666667,12.4058,11.0863916667,18.77,12.9425666667
631.60,10.2978,24.8178666667,20.3408666667,22.5703333333,9.26926666667,12.4363333334,11.0875166667,18.7428,12.9641
631.93,10.4070666667,24.8621333333,20.4353333333,22.6306666666,9.31833333333,12.5322,11.1432916667,18.7929333333,13.0278
632.26,10.5387333333,25.0118666666,20.5534666667,22.7714,9.43173333333,12.7242666667,11.2285333333,18.9292,13.1644666667
632.59,10.6556666667,25.1273333333,20.6022,22.8706,9.47986666667,12.7822666667,11.30385,18.9986666666,13.2624
632.92,10.6374666667,25.0471333333,20.5895333333,22.8496666667,9.41520000001,12.7296666667,11.2486583333,18.9608666667,13.2018333333
633.26,10.6665333333,25.1145333333,20.6150666667,22.9522666667,9.43199999999,12.7578,11.28825,18.977,13.211
633.59,10.7553333333,25.1907333333,20.6550666667,23.0169333333,9.49659999999,12.7796666667,11.35125,19.0617333333,13.2913
633.92,10.8294,25.2207333333,20.7125333333,23.0794666667,9.5534,12.8727333333,11.4436,19.1146,13.3767333333
634.25,10.8316,25.1869333334,20.7025333333,23.0390666666,9.52506666666,12.8619333333,11.4286083333,19.0929333333,13.4274
634.58,10.8231333333,25.1830666667,20.7208,23.0259333333,9.48593333333,12.8293333333,11.4550833333,19.0867333333,13.3838333333
634.91,10.8253333333,25.1534,20.7219333333,23.0177333333,9.48679999999,12.7952,11.43705,19.118,13.3927
635.25,10.8754666667,25.2104666667,20.8274666667,23.1023333334,9.5376,12.8501333333,11.4974666667,19.2105333334,13.427
635.58,10.7586666667,25.159,20.69,23.0274,9.46839999999,12.7494,11.417975,19.1574666667,13.3470333333
635.91,10.8067333333,25.1570666667,20.7211333333,22.9876,9.49053333333,12.7038666666,11.4536,19.1468666667,13.3720666667
636.24,10.7685333333,25.1241333333,20.7133333333,22.9681333333,9.47659999999,12.7105333333,11.45325,19.1531333334,13.3455333333
636.57,10.8808666667,25.2807333333,20.8137333333,23.0751333333,9.60726666667,12.8450666667,11.594175,19.2597333334,13.4946
636.90,10.938,25.2527333333,20.8481333333,23.0586666667,9.66486666667,12.8762,11.6297583333,19.2719333333,13.5448333333
637.23,10.9453333333,25.2842,20.9072666667,23.0807333333,9.68006666667,12.9464,11.6685,19.3197333333,13.5686333333
637.56,10.9418,25.3198666667,20.933,23.1166666667,9.69366666666,12.9568666667,11.6475583333,19.3440666667,13.5637333333
637.90,10.8706,25.2783333333,20.8994666667,23.0691333333,9.68313333333,12.9398,11.6128333333,19.3276,13.5025
638.23,10.9728666667,25.3503333333,21.0259333333,23.1466666667,9.8306,13.0881333333,11.6920916667,19.4374666667,13.6355
638.56,10.9690666667,25.3716,21.022,23.0791333333,9.816,13.1249333333,11.7024,19.4415333334,13.6603
638.89,11.1038,25.5173333333,21.1656,23.1786666667,9.96526666666,13.2787333333,11.8165833333,19.5298,13.7986
639.22,11.1742,25.5471333333,21.2225333334,23.2292,10.0113333333,13.3580666667,11.8685666667,19.589,13.8562666667
639.55,11.2366,25.6032,21.2633333333,23.3092,10.0941333333,13.4667333333,11.9311666667,19.6550666667,13.9277
639.88,11.3452666667,25.7070666667,21.3580666667,23.4244666667,10.224,13.6064666667,12.0374666667,19.7366,14.0596
640.21,11.2757333333,25.6395333334,21.3368,23.3634666667,10.1493333333,13.5707333333,11.9860916666,19.6418666667,13.9921
640.54,11.2746666667,25.7315333333,21.3778,23.4458666666,10.1677333333,13.5783333333,12.00795,19.7270666667,14.0465333333
640.87,11.2955333333,25.7961333333,21.3754,23.4735333333,10.2442666667,13.6085333333,12.0468666667,19.7676666667,14.1276
641.20,11.3210666667,25.8041333333,21.3935333333,23.4898,10.2948666667,13.6421333333,12.090775,19.7968,14.1934666667
641.53,11.3140666667,25.8509333333,21.4008,23.5356666667,10.2867333333,13.6561333333,12.109625,19.7459333333,14.1696333334
641.87,11.175,25.7588,21.2567333333,23.4475333333,10.1149333333,13.5397333333,12.0251416667,19.6115333333,14.0838666667
642.20,11.1973333333,25.7665333333,21.2017333333,23.4962666667,10.1162,13.5315333333,12.062575,19.6141333333,14.1068
642.53,11.0670666667,25.6954,20.977,23.4065333333,9.97619999999,13.3791333333,11.961625,19.5118666667,14.0035333333
642.86,11.0944,25.7493333334,20.9909333333,23.4850666667,10.0032666667,13.4526666666,11.9963333333,19.524,14.0195
643.19,11.018,25.7298,20.9625333333,23.4532,9.93306666665,13.4452666667,11.9251583333,19.5412,13.9555333333
643.52,10.9100666667,25.6537333333,20.8094,23.3516666667,9.81700000001,13.3297333333,11.8318166667,19.4691333333,13.9092666667
