wavelength,Back_IncPerm,Belly_IncPerm,Breast_IncPerm,Crissum_IncPerm,Crown_IncPerm,DorTail_IncPerm,Patch10_IncPerm,Patch11_IncPerm,Rump_IncPerm,Throat_IncPerm,WingTip_IncPerm
185.25,283.333333333,375.0,166.666666667,341.666666667,90.0,160.0,171.666666666,-133.333333333,28.3333333333,-15.0,71.6666666667
185.63,218.333333333,341.666666666,156.666666667,305.0,46.6666666665,99.9999999999,208.333333334,-170.0,11.6666666667,-23.3333333333,71.6666666667
186.01,68.3908333333,121.264166666,78.1608333333,106.321833333,18.9655,29.885,82.7586666665,-64.3678333335,6.89666666665,-16.092,39.0806666667
186.39,29.6295,121.296333334,82.4073333331,122.222166667,-22.2223333331,-22.2223333331,93.5183333331,-171.296333333,-26.852,-92.5926666665,12.0371666667
186.77,26.0416666667,162.5,101.041666667,160.416666667,-9.375,-10.416666667,141.666666667,-159.375,52.0833333333,-70.8333333333,45.8333333333
187.15,450.0,-355.555666665,-83.3335,-377.777833335,661.111166667,744.444333335,-61.111166667,1133.33333334,-5.5555,772.221999998,183.3335
187.53,162.5,-69.4445,26.3888333335,-37.4998333335,218.0555,222.222333333,36.1111666668,331.944666666,37.5,190.277666667,70.8331666667
187.91,173.333333334,-116.666666666,18.333333333,-78.3333333335,213.333333333,181.666666666,36.6666666668,400.0,10.0,201.666666667,63.3333333333
188.29,-254.166666667,374.999999999,120.833333333,383.333333333,-479.166666668,-287.5,12.5,-741.666666667,191.666666667,-416.666666666,16.6666666667
188.67,-53.9215,64.706,55.882333333,88.235333333,-129.411666667,-68.6273333335,23.5291666667,-175.49,44.1176666668,-120.588166667,30.3921666667
189.05,-83.3335,3.703666667,32.4073333335,72.2221666665,-109.259,-86.1111666665,-19.4446666667,-156.481333334,-6.48166666665,-129.629666667,34.2593333333
189.43,-173.3335,-72.222333333,-72.2221666665,28.889,-203.333333334,-188.888833333,-123.333333333,-241.111166666,-68.8889999998,-221.110833333,-52.2221666666
189.81,-160.714166667,-92.857333333,-113.095166667,42.8571666665,-217.857,-180.952333334,-161.904666667,-246.428666666,-40.4761666667,-257.142833333,-85.7141666667
190.19,-120.3705,-76.852,-129.629833333,56.4815,-177.777666666,-115.740666667,-141.666666666,-184.2595,-16.6666666667,-207.407333333,-76.8518333334
190.57,-43.9393333333,-23.484833333,-70.4545,92.424166667,-127.2725,-24.9999999999,-96.9698333332,-112.878666666,27.2726666666,-141.666666667,-27.2726666667
190.95,-30.1281666667,-31.4101666666,-65.3848333334,98.0768333331,-105.769333333,-20.513,-81.4103333335,-93.5898333335,7.05116666666,-139.743666667,-6.41016666666
191.33,0.520833333335,-25.0000000001,-48.9583333335,81.25,-72.3958333333,-1.0416666667,-43.2291666667,-74.4791666665,10.4166666667,-116.145833333,9.89583333332
191.71,1.47066666667,-43.6273333335,-56.8630000002,57.3529999998,-82.8429999998,-17.1568333333,-48.5293333333,-79.4116666668,-10.7841666667,-136.2745,-3.9215
192.09,-57.738,-91.0711666665,-112.5,13.6903333335,-152.380833333,-66.0715,-109.523666667,-136.904666667,-45.8333333333,-235.119166667,-53.5715
192.47,-117.391333334,-138.405833333,-155.797,-15.2175,-220.289833333,-94.9275000002,-163.768,-213.768,-89.855,-305.797,-94.2028333334
192.85,-476.190333334,-554.761666667,-569.047333333,-50.0001666665,-747.618833333,-347.619166667,-628.571666667,-788.095166667,-321.4285,-1038.095,-397.619
193.23,-364.285666666,-438.095000002,-514.285833334,28.571333333,-707.142666666,-250.0,-576.1905,-752.381,-169.047666667,-980.9525,-359.523833333
193.61,-176.666666667,-285.0,-290.0,61.6666666665,-465.0,-108.333333333,-291.666666667,-471.666666667,-58.3333333333,-666.666666667,-173.333333334
193.99,-47.5,-101.666666667,-94.1666666667,50.0000000001,-193.333333333,-20.833333333,-79.9999999999,-177.5,0.8333333333,-295.0,-23.3333333333
194.37,-58.9741666668,-124.358833333,-76.9231666669,115.3845,-235.8975,-28.2051666665,-83.3333333335,-216.666833333,43.5896666667,-382.051333333,16.6668333332
194.75,-48.4126666665,-80.9521666665,-66.6666666667,58.7301666666,-138.095166667,-71.4286666667,-53.1746666666,-125.396666667,24.6031666667,-245.238,11.9046666665
195.13,-9.58333333335,-12.9166666667,-9.16666666668,52.5,-41.6666666667,-16.25,-6.25,-49.1666666667,42.9166666667,-108.75,37.0833333333
195.51,-49.0475,-28.5713333334,-30.0,42.3811666667,-63.8096666667,-41.9045,-32.8571666669,-71.9045000001,34.762,-131.4285,30.0
195.89,-65.6566666667,-28.2826666665,-30.808,56.0605,-64.1415,-41.9191666667,-37.3736666667,-71.7171666669,39.394,-127.778,36.8688333332
196.27,4.0818333333,16.6668333333,23.129,85.0338333334,-4.42183333333,15.9865,12.585,-6.80266666665,65.9863333334,-32.9931666666,71.7684999998
196.65,22.1311666667,35.2458333333,33.3333333333,93.4426666667,25.4096666666,30.3278333334,32.5136666667,21.0383333333,76.5026666667,-3.0055,78.9618333335
197.03,13.5416666667,32.2916666667,21.4583333333,67.0833333333,17.2916666667,20.4166666667,24.375,19.375,56.875,-3.125,62.9166666668
197.40,0.0,25.1173333333,11.5023333334,68.3098333333,10.798,16.9013333333,26.7606666666,16.9011666667,51.6431666667,-14.0845,67.8401666667
197.78,-9.23416666666,25.9008333334,8.55850000001,64.1891666667,17.7926666666,18.4683333333,23.6486666667,14.6396666667,55.1801666667,-3.15316666665,64.8649999998
198.16,-15.111,17.9998333333,2.0,69.5556666666,20.2221666667,16.889,16.222,9.55566666668,49.5556666667,1.5555,61.7776666665
198.54,-30.1933333333,3.86483333335,-13.2848333334,65.7005,9.90316666666,8.454,4.3475,-3.14,40.3381666667,-10.628,54.1063333335
198.92,-42.0515,1.5385,-17.6921666666,58.9741666667,6.41033333334,12.0513333333,-5.3846666667,-15.1285,36.6668333333,-10.0,52.0513333331
199.30,-112.3935,-52.5641666665,-73.0769999999,52.1368333334,-49.5726666667,-29.4873333333,-51.7093333331,-63.6751666667,14.9573333333,-53.8463333332,43.5898333332
199.68,-96.2121666669,-65.5303333334,-74.2423333332,42.4241666667,-45.4545,-36.7425,-49.2425,-56.0606666666,6.06066666665,-58.7123333333,15.5303333335
200.06,-80.2778333333,-56.111,-57.2223333333,21.389,-33.0555,-33.611,-43.8889999999,-42.5001666667,-3.88900000002,-52.222,5.8335
200.44,-98.512,-73.8095000001,-77.6786666665,10.4168333333,-34.2261666667,-50.0,-49.4046666667,-44.3451666667,-15.1786666667,-70.8331666665,-2.97616666665
200.82,-88.8889999999,-77.5001666667,-75.2778333335,11.1111666666,-39.4445,-48.0555,-48.3335,-33.8888333334,-17.7776666667,-71.389,2.77783333335
201.19,-103.401333333,-109.524,-90.8163333331,9.86383333332,-48.6395,-56.4628333334,-67.0066666667,-47.2788333334,-18.7073333334,-92.5170000002,-2.04066666685
201.57,-79.7223333332,-97.2223333334,-69.7221666669,-0.8335,-41.6668333333,-46.3888333334,-59.7221666665,-44.9998333333,-16.3888333334,-77.5,-9.4445
201.95,-88.3648333331,-124.528333334,-92.4526666669,-3.14466666667,-56.6038333333,-55.0316666666,-76.4149999998,-54.0878333334,-30.8175,-95.5973333334,-18.2388333331
202.33,-126.894,-176.1365,-141.666833333,-41.6666666667,-102.6515,-86.3636666667,-128.030333333,-90.9089999998,-62.5,-155.303,-45.8333333335
202.71,-59.3753333333,-102.6045,-82.0314999998,-15.625,-55.7295,-42.1876666667,-73.6981666668,-42.7085,-28.9063333333,-95.3126666667,-7.292
203.09,-72.4044999999,-118.305833334,-102.732333333,-18.5793333333,-70.2186666666,-56.5573333334,-78.4153333332,-49.7268333333,-39.0708333333,-110.929,-13.3878333334
203.47,-82.7868333335,-122.131,-112.295166666,-25.4098333333,-70.4918333334,-64.4808333334,-82.2404999999,-59.2895,-46.1751666667,-115.3005,-24.0438333332
203.85,-89.1813333332,-116.082,-111.988333334,-19.0058333333,-67.8363333333,-52.6315,-73.9766666668,-52.6315,-31.5786666666,-110.233666666,-4.97083333335
204.22,-80.6666666667,-119.333333333,-136.666666667,-15.0,-69.3333333333,-47.6666666668,-62.0000000001,-47.0,-14.0,-106.666666666,11.6666666667
204.60,-127.928,-185.585666667,-226.576666667,-54.9548333333,-132.4325,-100.4505,-106.756833333,-90.0903333331,-47.7476666666,-168.4685,-17.5675
204.98,-200.6175,-277.1605,-353.703666666,-127.160333334,-209.8765,-165.432166667,-172.8395,-163.580166667,-80.2469999999,-263.580333333,-76.543166667
205.36,-279.365166667,-359.523833333,-477.777833333,-199.2065,-323.809666667,-269.841166666,-241.269666667,-218.254166667,-143.650666667,-356.349,-119.841333333
205.74,-622.222166667,-742.592666667,-1150.0,-440.740833333,-738.889,-638.889,-546.296166667,-438.888833333,-292.592833333,-803.7035,-259.259333333
206.12,-434.722166667,-454.166666667,-809.722333334,-315.277666666,-498.611,-494.444333333,-408.333166667,-330.555333334,-170.833166667,-593.0555,-155.5555
206.50,-344.117666666,-328.431333333,-592.157,-247.059,-374.509833333,-380.392166667,-277.451,-269.607833334,-144.117666666,-445.098,-141.1765
206.87,778.333333331,703.333333333,1178.33333334,636.666666667,788.333333333,826.666666667,635.0,635.0,416.666666667,930.0,418.333333333
207.25,625.0,580.555666667,959.722166667,552.777666666,619.4445,702.777833333,580.555333334,534.722166667,354.166666666,770.8335,351.388833333
207.63,1140.0,1003.33333334,1976.66666667,999.999999999,1106.66666667,1263.33333334,1143.33333333,966.666666665,523.333333334,1510.0,576.666666669
208.01,674.074000002,575.925833334,1175.92583333,607.4075,640.740666667,700.0,701.851833331,614.815,390.740833333,844.4445,398.148166667
208.39,302.381,238.095166667,492.063333333,247.619,296.825333333,302.381,337.3015,296.825333333,189.6825,375.396666667,202.381
208.77,323.333333333,233.333333333,465.833333334,260.833333334,306.666666666,283.333333333,359.166666667,341.666666666,182.5,390.0,193.333333334
209.14,215.104166666,155.208333334,284.375,164.0625,198.4375,182.291666667,221.875,230.729166667,127.083333333,240.625,103.125
209.52,247.619166667,179.166666667,332.738166667,182.142833333,213.690666667,182.738166667,257.738,254.166666667,136.309666667,275.595166667,114.881
209.90,580.303,380.303166667,725.7575,395.454666666,416.666666666,345.454666666,534.848666667,559.090833334,227.272666666,613.636333334,157.575666667
210.28,1011.90466667,716.6665,1147.619,652.380833333,690.476166667,488.095166667,859.523833333,861.904833333,454.761833333,990.476166665,283.333166667
210.66,439.583333333,335.416666667,481.25,270.833333333,297.916666667,208.333333334,393.75,351.041666666,217.708333334,402.083333333,123.958333333
211.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.41,-1313.33333333,-986.666666667,-1213.33333334,-656.666666667,-786.666666667,-403.333333333,-1023.33333334,-816.666666667,-583.333333333,-1010.0,-230.000000002
211.79,2605.55566666,2161.11116666,2438.88883333,1500.0,1672.22216667,1116.66683333,2061.11116667,1611.11116666,1477.77783333,2061.11116667,627.778000002
212.17,-1191.66666666,-1049.99983333,-1061.11116667,-725.0,-816.666666665,-550.0,-969.4445,-766.666666667,-711.111166665,-1030.5555,-241.666666667
212.55,-1875.0,-1700.0,-1620.83333334,-1237.5,-1270.83333333,-979.166666669,-1408.33333333,-1212.5,-1104.16666666,-1637.5,-391.666666666
212.92,-372.916666666,-383.333333334,-388.541666667,-260.416666667,-258.333333333,-214.583333333,-298.958333333,-246.875,-251.041666667,-350.0,-66.6666666665
213.30,-152.777666667,-163.888833334,-170.5555,-91.1110000001,-89.9999999999,-80.5554999998,-132.222166667,-78.8888333333,-101.111166667,-139.999833333,-19.4445
213.68,-135.5555,-145.0,-153.333333333,-87.7778333331,-70.5556666665,-80.5555,-126.111166667,-63.3333333333,-98.3333333335,-131.111166666,-14.4445000002
214.06,-242.105166667,-277.193,-293.8595,-194.737,-172.807,-186.842166666,-271.93,-164.9125,-244.736833333,-253.509,-92.9823333331
214.44,-287.777833333,-358.888833333,-401.111166667,-302.222333334,-255.555666667,-294.444333333,-358.888833333,-238.888833334,-313.3335,-321.111,-155.5555
214.81,-324.444333333,-366.666666666,-457.777666666,-331.111166667,-276.666666666,-362.222166667,-366.666666667,-276.666333333,-309.999833333,-368.889,-184.444333333
215.19,-906.666666669,-1100.0,-1370.0,-1006.66666667,-923.333333333,-1073.33333334,-1046.66666667,-853.333333335,-846.666666667,-1140.0,-613.333333334
215.57,5100.0,5950.0,8133.33333333,5883.33333334,5133.33333334,6200.0,5616.66666667,4750.0,4866.66666667,6050.0,3733.33333334
215.95,-590.7405,-685.185333334,-974.074333331,-744.4445,-612.962833333,-731.4815,-603.703666668,-533.333333333,-588.888666667,-675.925833334,-512.963
216.32,-465.1515,-574.2425,-818.181666666,-590.909166667,-486.3635,-628.787833333,-504.5455,-407.576,-506.060666667,-534.8485,-434.848666666
216.70,-163.095166667,-213.6905,-296.428666667,-209.523666667,-168.452333334,-222.619166667,-202.381,-139.285666667,-190.476166667,-193.452666667,-136.9045
217.08,-144.444333333,-174.537166667,-225.925833333,-161.573833333,-135.185333334,-174.537,-163.889,-103.703666666,-142.1295,-151.852,-104.166833334
217.46,-301.449166666,-344.203,-438.405833333,-333.333333333,-290.5795,-363.768166667,-339.1305,-249.275333334,-282.608666667,-297.101666667,-226.086833333
217.83,-276.389,-320.833333334,-418.750166667,-295.833333333,-259.028,-350.694333334,-293.75,-239.583333334,-259.027833333,-270.833166667,-189.5835
218.21,-136.111,-168.650666667,-222.222166667,-155.9525,-138.888833334,-197.222333333,-139.285666667,-111.508,-123.8095,-138.888833334,-88.4920000002
218.59,-65.174,-76.8655,-107.960166667,-68.1593333333,-63.4328333334,-98.5076666666,-58.7065,-41.791,-57.463,-62.6866666667,-32.3385
218.97,-38.9583333333,-49.5833333333,-75.8333333333,-43.9583333333,-44.375,-64.7916666667,-40.8333333333,-24.7916666667,-36.875,-33.75,-18.75
219.34,-33.3335,-40.0,-62.1053333333,-36.8421666667,-35.7895,-58.07,-40.0,-24.0351666667,-32.2808333333,-25.7895,-15.7895
219.72,-16.5191666667,-20.944,-36.1356666666,-14.4545,-18.1415,-38.4956666667,-25.0738333333,-7.66983333332,-16.9616666667,-10.3246666666,-2.50733333331
220.10,-18.3641666667,-19.9073333333,-30.5555,-13.2716666666,-19.9073333333,-39.506,-26.5435,-10.0308333333,-14.1976666667,-15.1236666667,2.62333333332
220.47,-22.6073333333,-21.782,-30.0331666667,-17.822,-23.9273333333,-41.9143333334,-25.4125,-13.8613333333,-14.0265,-19.1418333334,-0.65983333335
220.85,-36.1445,-32.3295,-48.996,-35.5423333334,-37.5503333333,-63.8555,-33.9358333333,-26.1046666667,-29.9198333333,-30.1206666667,-18.474
221.23,-55.6338333333,-46.0093333333,-72.0658333333,-53.0516666667,-53.2865,-85.9155,-47.4176666667,-38.7323333333,-53.5211666667,-46.0095,-38.4976666667
221.61,-56.2221666667,-43.5555,-64.2221666666,-52.2221666666,-45.3331666667,-70.4443333333,-35.5556666667,-38.6666666667,-54.8886666667,-46.889,-34.6666666667
221.98,-95.5026666667,-73.016,-96.5610000002,-84.9208333334,-75.926,-97.8836666667,-69.0476666669,-73.5448333333,-86.5079999998,-82.5396666666,-67.7248333335
222.36,-178.030333333,-133.333333333,-170.075666667,-147.727333333,-140.909,-167.803,-148.485,-136.363666666,-161.742166666,-159.091,-142.045333333
222.74,-843.0555,-701.388833333,-830.5555,-741.666833333,-700.0,-805.5555,-736.111166665,-649.999833333,-754.166666667,-766.666666667,-669.444666666
223.11,-707.692333333,-551.282166666,-680.769166667,-634.615166667,-555.128166666,-666.666666666,-562.8205,-491.025666667,-629.487166667,-680.769333333,-520.512666667
223.49,-780.303,-580.303166667,-768.182,-687.878833333,-613.6365,-683.3335,-578.787666667,-483.333333333,-693.9395,-760.606,-560.606
223.87,2300.0,1720.83333333,2333.33333333,2141.66666667,1975.0,2033.33333334,1766.66666667,1570.83333333,2054.16666667,2291.66666666,1775.0
224.24,822.7275,590.909,859.091000002,762.121166667,721.212166667,706.060666667,675.757500002,562.121333333,771.212,818.181666666,677.272666666
224.62,717.9485,511.538333334,758.974166667,642.307833333,638.4615,616.666666667,641.0255,493.589833333,657.692333333,703.846166667,584.615333333
225.00,3.94491444632e+15,2.8147497671e+15,4.13682920318e+15,3.30519859016e+15,3.41892585348e+15,3.26965882038e+15,3.51843720888e+15,2.6157270563e+15,3.55397697867e+15,3.89515876862e+15,2.96401680021e+15
225.38,-9733.33333335,-7083.33333333,-9983.33333334,-8200.0,-9033.33333332,-8250.0,-9133.33333332,-6766.66666667,-8866.66666667,-9916.66666666,-7450.0
225.75,-588.541666667,-422.916666667,-613.541666667,-494.791666667,-591.666666667,-533.333333333,-585.416666666,-419.791666667,-561.458333333,-646.875,-490.625
226.13,-264.141333334,-189.899166667,-283.333333333,-227.777833333,-279.293,-258.080833333,-275.2525,-172.727166667,-260.100833334,-288.383833333,-226.767833333
226.51,-122.222166667,-85.6725000001,-137.719166667,-99.7075000001,-135.087666667,-118.128666667,-131.871333333,-78.07,-124.853833334,-137.719166667,-104.678166667
226.88,-66.2743333334,-51.1763333333,-84.902,-55.294,-82.5491666666,-62.1566666667,-78.6273333335,-49.4118333334,-71.3725,-82.9411666666,-62.353
227.26,-56.7308333333,-49.6795,-75.0,-45.3525,-69.5511666667,-52.0831666667,-72.4356666667,-43.5895,-60.8973333333,-64.9038333334,-55.9295
227.64,-41.2471666667,-37.2901666666,-54.3165,-34.6521666667,-49.8801666666,-39.9281666667,-55.3958333333,-31.055,-42.566,-46.163,-37.7698333334
228.01,-24.3523333333,-23.6616666667,-34.7148333334,-21.6751666667,-31.0015,-24.6978333333,-35.7511666667,-19.2571666667,-23.057,-29.7063333334,-20.2073333333
228.39,-16.3293333334,-16.7341666667,-25.776,-14.0351666667,-22.807,-17.6788333333,-24.4265,-9.91916666666,-13.9676666667,-20.8501666667,-11.9433333334
228.76,-13.1155,-12.4283333333,-21.3056666667,-11.054,-17.2963333333,-13.9173333333,-18.0411666667,-6.12816666665,-10.7673333333,-17.2968333334,-8.59100000002
229.14,-10.1626666667,-8.58733333331,-17.4795,-8.28250000002,-13.6686666667,-10.5691666667,-14.4816666666,-2.998,-5.74166666668,-13.3133333333,-7.11383333334
229.52,-5.8265,-4.2005,-13.1435,-4.06499999998,-9.53016666665,-6.72983333333,-10.2528333333,0.1355,-1.12916666666,-7.90416666667,-2.52933333334
229.89,-4.0085,-2.27833333333,-11.3923333334,-2.3205,-6.24483333332,-4.388,-8.3965,2.57383333333,2.23616666667,-4.85233333334,-0.29533333333
230.27,0.728000000002,1.95416666666,-5.70866666667,2.68216666667,-0.843,1.41766666667,-2.79683333333,7.24133333331,6.59016666666,0.996,4.71266666667
230.65,-0.384833333331,0.769666666668,-6.46633333333,1.53966666667,-0.92366666667,0.88533333333,-3.31016666667,8.16033333335,5.889,1.53966666666,5.23483333333
231.02,-2.7185,0.157666666666,-7.01333333333,0.5515,-1.49716666667,-0.6305,-4.3735,7.68333333335,4.29466666667,0.74883333333,4.8465
231.40,-3.40383333333,0.234666666665,-7.43350000001,-0.1565,-2.4255,-1.0955,-4.6165,7.355,3.3645,-0.1175,4.65583333333
231.78,-5.86116666667,-1.834,-10.4068333334,-1.9935,-4.067,-3.15,-6.93766666667,4.10683333334,0.558333333335,-2.07333333333,1.63466666667
232.15,-9.57350000002,-4.0905,-14.0991666667,-3.56833333334,-6.39699999998,-5.048,-9.52999999998,3.046,-3.39433333334,-4.35183333333,-1.08816666667
232.53,-14.6071666667,-9.72233333335,-19.3005,-9.05166666665,-10.4883333333,-10.3448333333,-16.0438333334,-3.63983333333,-8.90816666667,-9.818,-6.08233333334
232.90,-15.8131666667,-12.199,-19.4778333333,-10.1906666666,-11.3955,-11.3453333334,-18.4738333333,-4.86933333333,-10.5923333333,-10.9438333333,-7.47983333331
233.28,-18.1358333333,-15.0963333333,-19.301,-12.5633333334,-13.2218333333,-12.0566666667,-19.9595,-5.52183333334,-13.8296666667,-13.6271666667,-7.70016666665
233.66,-19.8875,-17.9446666667,-19.8875,-13.7013333334,-12.9343333333,-11.9631666667,-21.2166666667,-4.75466666666,-15.1838333333,-15.5931666667,-7.36183333333
234.03,-17.9758333334,-17.8246666666,-17.5728333333,-11.8833333333,-12.3866666667,-11.4301666667,-20.1915,-3.32316666667,-14.8035,-15.559,-6.09283333334
234.41,-25.1851666666,-26.8255,-25.1851666667,-18.4128333334,-20.4231666667,-19.1533333333,-27.6718333334,-11.4815,-22.5926666667,-23.7565,-14.709
234.78,-22.985,-25.5223333333,-24.2288333333,-17.6616666666,-19.8008333333,-18.5573333333,-25.6716666666,-11.2936666667,-21.0946666666,-22.3381666667,-13.8806666667
235.16,-21.3298333334,-23.2685,-22.6688333333,-16.7128333333,-17.7285,-16.759,-23.8228333333,-9.141,-19.8063333333,-21.7453333333,-12.8806666667
235.54,-20.4446666667,-21.9556666666,-19.911,-15.2,-16.0,-15.2888333333,-21.8666666667,-7.68883333333,-18.3111666666,-21.289,-12.6668333333
235.91,-18.7175,-19.2406666667,-18.281,-13.4816666666,-14.0926666667,-12.8273333334,-19.3718333333,-4.84283333333,-17.5393333333,-20.768,-11.3438333333
236.29,-16.082,-17.168,-15.9146666666,-12.1556666667,-12.0718333333,-10.7766666666,-17.335,-3.55066666667,-16.4998333333,-18.6301666666,-9.691
236.66,-11.034,-12.6158333334,-11.6126666667,-8.06333333332,-8.21750000002,-6.8285,-12.5385,0.848833333332,-12.963,-13.9275,-6.09583333332
237.04,-10.9513333333,-10.5455,-11.099,-6.932,-7.89083333331,-5.236,-11.1355,2.02816666667,-11.4675,-13.1636666667,-5.08866666667
237.41,-12.215,-12.0308333333,-12.7668333334,-8.20466666669,-10.6328333333,-7.39516666667,-13.8706666666,0.184,-12.9875,-13.6866666667,-7.39516666665
237.79,-12.5738333333,-12.2048333333,-12.3525,-9.84516666666,-12.9055,-9.25516666667,-15.3391666667,-1.32733333333,-13.7536666667,-14.2698333333,-9.10783333331
238.17,-12.1573333333,-10.4616666667,-11.544,-9.16316666669,-11.977,-8.44166666667,-14.8628333333,0.036333333335,-13.0593333334,-12.7706666667,-8.22516666667
238.54,-7.93166666669,-5.45516666665,-7.36266666666,-5.68933333334,-7.32933333335,-4.45116666667,-10.174,5.55566666667,-8.50066666668,-8.66800000001,-2.81116666667
238.92,-7.86950000001,-4.22233333333,-6.78183333333,-5.31016666667,-6.97383333333,-2.71916666667,-9.50116666665,6.526,-7.4535,-7.35766666666,-2.27116666667
239.29,-6.43733333333,-3.49783333333,-6.23166666667,-4.58566666667,-6.11416666666,-2.32233333333,-8.9655,6.64333333333,-6.20216666666,-5.73183333333,-1.2935
239.67,-6.4785,-4.38183333333,-7.09683333334,-5.34933333334,-6.4785,-3.0645,-10.1615,5.5915,-6.2095,-6.34433333334,-0.88683333333
240.04,-6.47733333334,-4.31816666667,-6.45316666667,-4.852,-6.45316666667,-2.62,-10.1891666667,5.6525,-5.3615,-5.84683333333,-0.1215
240.42,-5.49183333334,-3.41383333333,-5.51316666667,-3.7105,-5.06766666666,-1.76,-8.8845,6.7855,-4.02866666667,-4.559,1.31483333334
240.79,-5.26033333333,-2.65783333334,-4.85416666667,-3.0085,-4.116,-1.10733333333,-7.752,7.29083333333,-3.08216666667,-3.61766666666,2.41783333333
241.17,-4.08916666667,-1.82483333333,-4.07316666667,-2.5905,-3.4375,-0.570166666666,-6.5005,8.25983333334,-2.46016666667,-1.95516666667,3.61683333334
241.54,-2.0815,0.17216666667,-2.3255,-0.602833333333,-1.1485,1.46433333333,-4.364,10.2496666667,-0.114833333334,0.114833333334,5.44066666667
241.92,-1.26033333333,1.18316666667,-1.51766666666,0.36,0.398666666666,2.70066666667,-3.08633333333,11.1881666667,0.9775,1.466,6.30133333334
242.29,-1.376,0.830333333335,-1.20983333333,0.284833333333,0.320166666667,2.835,-2.75216666666,10.7356666667,0.830166666665,1.69633333333,6.42933333334
242.67,-1.23666666667,0.759999999999,-1.078,0.170166666665,0.113333333333,2.81383333334,-3.00633333334,10.3131666667,0.737499999999,1.71316666667,6.399
243.05,-0.730333333335,0.948500000002,-0.523166666667,0.555999999998,0.686666666667,3.09566666667,-2.70333333334,10.519,1.07883333333,1.74416666666,6.682
243.42,-1.01566666667,0.834166666667,-0.481333333333,0.128333333335,0.192333333333,3.15383333334,-2.865,10.3803333333,0.823166666668,1.593,6.33966666666
243.80,-0.491833333333,1.50666666667,0.1465,1.015,0.6695,3.82916666667,-2.07166666667,10.8913333334,1.33916666666,2.58416666667,6.87383333333
244.17,-0.381,1.63783333333,0.3605,1.133,1.13316666666,4.06866666666,-1.74066666667,11.063,1.957,3.1625,7.159
244.55,0.0401666666667,1.99366666666,0.9265,1.36966666666,1.299,4.49133333333,-1.25866666667,11.601,2.56783333333,3.46416666667,7.26083333333
244.92,0.565833333333,2.49333333334,1.7165,1.9755,1.78366666667,5.03433333333,-0.604,12.3703333333,3.34683333333,3.98933333333,7.403
