wavelength,Back_IncPerm,Belly_IncPerm,Breast_IncPerm,Crissum_IncPerm,Crown_IncPerm,DorTail_IncPerm,Patch10_IncPerm,Patch11_IncPerm,Rump_IncPerm,Throat_IncPerm,WingTip_IncPerm
512.40,4.36283333333,37.8003333333,17.9553333334,18.967,7.98533333334,5.4385,2.29316666666,42.3918333334,8.07083333334,16.074,9.32100000002
512.75,4.399,37.8456666667,18.0116666667,19.0331666667,8.04683333333,5.4755,2.34433333334,42.4263333334,8.12216666667,16.1161666667,9.37666666665
513.09,4.41233333333,37.9476666667,18.0393333334,19.0746666666,8.0885,5.48866666667,2.364,42.4871666666,8.16283333333,16.1546666667,9.39150000002
513.44,4.42516666666,37.969,18.044,19.0846666667,8.098,5.49816666667,2.36966666667,42.4601666667,8.16666666667,16.1605,9.40716666667
513.79,4.40783333333,37.9488333333,18.0285,19.0781666666,8.07933333333,5.50433333333,2.35616666666,42.444,8.16533333333,16.1651666667,9.41133333333
514.13,4.40916666666,37.9565,18.0346666667,19.0943333333,8.073,5.504,2.34933333334,42.4446666666,8.1705,16.151,9.39916666666
514.48,4.43766666666,37.9993333333,18.0671666667,19.1291666667,8.1005,5.5345,2.38966666667,42.439,8.20866666667,16.1765,9.40400000001
514.83,4.45716666666,38.0645,18.107,19.1751666667,8.1185,5.55383333333,2.37166666666,42.4951666667,8.24066666667,16.1971666667,9.42016666665
515.17,4.476,38.1158333333,18.1503333334,19.212,8.14566666667,5.55916666667,2.3745,42.4945,8.23583333334,16.1835,9.43933333332
515.52,4.4715,38.1083333334,18.1345,19.2205,8.15733333333,5.56233333333,2.366,42.4891666667,8.24766666667,16.1781666667,9.45516666665
515.87,4.48566666667,38.1206666667,18.149,19.2598333333,8.17883333333,5.587,2.35233333333,42.5118333333,8.255,16.1955,9.49616666668
516.21,4.4855,38.1411666667,18.1548333333,19.282,8.18083333334,5.5815,2.34633333333,42.5178333333,8.25183333334,16.1915,9.51683333335
516.56,4.493,38.1938333333,18.158,19.2983333334,8.15433333333,5.5815,2.322,42.5345,8.23683333333,16.197,9.50083333335
516.91,4.47266666666,38.1585,18.1423333334,19.2735,8.125,5.55233333333,2.29,42.5033333333,8.20083333333,16.1808333333,9.49016666669
517.25,4.45766666667,38.1936666667,18.1398333334,19.2933333333,8.12866666667,5.53866666667,2.2865,42.5226666666,8.20816666667,16.1735,9.48183333332
517.60,4.47266666667,38.2323333333,18.1696666667,19.343,8.13333333333,5.53833333333,2.29033333333,42.5538333333,8.21733333333,16.1888333333,9.49249999999
517.95,4.47683333333,38.2348333333,18.1686666667,19.3348333333,8.128,5.52616666667,2.2855,42.54,8.2115,16.1981666666,9.50166666669
518.29,4.465,38.2305,18.1536666667,19.3435,8.12233333333,5.51116666667,2.26733333333,42.5238333333,8.17983333333,16.1755,9.49483333335
518.64,4.46983333333,38.2486666666,18.1835,19.3488333333,8.13433333333,5.51366666666,2.27833333334,42.5398333334,8.179,16.1751666667,9.49349999999
518.99,4.454,38.2595,18.177,19.3658333334,8.12633333333,5.52583333334,2.28166666667,42.5368333334,8.19033333334,16.1716666667,9.50633333334
519.33,4.4655,38.313,18.2156666667,19.407,8.13183333333,5.54166666667,2.28716666666,42.5516666667,8.193,16.1693333334,9.50716666665
519.68,4.47883333334,38.363,18.2313333334,19.423,8.132,5.54933333333,2.29783333334,42.5646666666,8.21383333333,16.1755,9.49016666667
520.02,4.48866666666,38.3961666667,18.2528333333,19.4398333334,8.1365,5.55616666666,2.29183333334,42.5745,8.22066666667,16.1713333333,9.47583333334
520.37,4.49666666667,38.3665,18.2603333333,19.454,8.16133333333,5.55333333333,2.293,42.544,8.22183333333,16.1561666667,9.48466666665
520.72,4.53533333334,38.383,18.2936666666,19.5048333333,8.18166666667,5.58733333333,2.328,42.5785,8.2445,16.162,9.5075
521.06,4.5745,38.4078333333,18.355,19.5581666667,8.195,5.62616666667,2.34283333333,42.5956666667,8.25333333334,16.1983333333,9.51883333333
521.41,4.58283333333,38.4515,18.3543333333,19.5625,8.211,5.6325,2.34183333333,42.6133333333,8.248,16.1871666667,9.508
521.75,4.58916666667,38.46,18.356,19.5956666667,8.212,5.63616666666,2.34766666667,42.6063333334,8.2605,16.1755,9.50883333331
522.10,4.59766666666,38.5063333333,18.3853333333,19.6276666667,8.22033333333,5.65583333333,2.35516666667,42.6616666667,8.29466666666,16.1946666667,9.52383333335
522.45,4.602,38.5575,18.3981666666,19.6555,8.19966666666,5.677,2.34616666666,42.6493333334,8.307,16.2148333334,9.53783333333
522.79,4.63283333334,38.5716666667,18.4153333333,19.6923333333,8.20933333333,5.68483333333,2.35883333333,42.639,8.30716666667,16.2375,9.55433333335
523.14,4.64616666667,38.54,18.416,19.6878333333,8.21816666667,5.69216666667,2.35716666666,42.589,8.31566666666,16.2478333333,9.56750000002
523.48,4.65083333333,38.5655,18.437,19.7061666666,8.24116666667,5.70483333334,2.364,42.6003333333,8.338,16.269,9.58833333332
523.83,4.66716666667,38.5746666667,18.4375,19.7296666667,8.24883333333,5.70633333333,2.37466666667,42.601,8.34766666666,16.2838333333,9.61333333333
524.17,4.67366666667,38.6441666667,18.4686666667,19.7665,8.23466666666,5.70566666666,2.37383333333,42.6345,8.36116666667,16.3216666666,9.61283333334
524.52,4.6855,38.7161666666,18.4701666667,19.7841666667,8.23966666667,5.70466666667,2.36316666667,42.64,8.37183333333,16.3303333333,9.61066666668
524.87,4.691,38.7771666667,18.4786666667,19.8031666667,8.25883333333,5.69883333334,2.3635,42.676,8.3935,16.3351666667,9.62950000001
525.21,4.695,38.7855,18.5073333334,19.8315,8.26983333334,5.71133333334,2.36,42.6953333333,8.41416666667,16.3503333334,9.64266666669
525.56,4.71783333333,38.848,18.5355,19.874,8.2745,5.7205,2.35433333334,42.7513333333,8.427,16.379,9.65066666666
525.90,4.71916666667,38.9096666666,18.5505,19.8901666667,8.2695,5.71383333333,2.33733333333,42.786,8.42483333334,16.3861666666,9.65849999999
526.25,4.7315,38.9968333333,18.57,19.9391666666,8.28183333333,5.71166666666,2.337,42.8771666667,8.43433333333,16.4031666667,9.67333333335
526.59,4.7425,39.104,18.6148333333,19.9831666667,8.30033333333,5.7175,2.3265,43.0091666667,8.45683333333,16.445,9.68716666669
526.94,4.73866666666,39.2145,18.6491666667,20.031,8.29566666666,5.71216666667,2.3135,43.1398333333,8.46633333333,16.4758333333,9.70050000002
527.28,4.7415,39.3178333333,18.6733333333,20.0913333334,8.2935,5.71066666667,2.31,43.2216666667,8.47116666667,16.5066666666,9.72233333335
527.63,4.74016666666,39.4016666667,18.7021666667,20.1321666667,8.2895,5.71266666667,2.29916666667,43.2951666666,8.47116666667,16.527,9.72649999999
527.97,4.74266666667,39.4641666667,18.711,20.1643333334,8.29366666667,5.7195,2.2965,43.3516666667,8.47866666666,16.5286666667,9.73149999999
528.32,4.72833333333,39.4545,18.7238333334,20.166,8.28633333333,5.71466666667,2.28666666667,43.3658333333,8.4775,16.5325,9.72999999999
528.66,4.72966666667,39.4538333333,18.7218333333,20.1706666667,8.27666666667,5.715,2.28766666666,43.3643333334,8.4735,16.5331666666,9.73083333335
529.01,4.74283333333,39.4823333333,18.7335,20.1935,8.28266666667,5.7215,2.29933333333,43.3881666667,8.481,16.5443333333,9.746
529.35,4.73133333333,39.5075,18.7421666667,20.2021666667,8.293,5.72133333334,2.29466666667,43.4016666667,8.47533333333,16.5438333334,9.75316666665
529.70,4.73933333333,39.5033333333,18.7508333333,20.2273333333,8.30383333333,5.7295,2.30683333333,43.3996666667,8.48866666667,16.5575,9.759
530.04,4.73933333333,39.4598333333,18.7498333334,20.2233333333,8.29316666667,5.73166666666,2.29933333334,43.3598333333,8.48716666667,16.5523333333,9.75516666666
530.39,4.7475,39.4346666667,18.7425,20.2245,8.2885,5.7345,2.303,43.2965,8.492,16.545,9.75416666665
530.73,4.76416666666,39.4078333333,18.7548333333,20.2448333334,8.30983333333,5.75933333334,2.327,43.2578333333,8.50833333333,16.5528333333,9.76766666665
531.08,4.78783333333,39.3613333333,18.7525,20.2435,8.318,5.76833333334,2.33,43.2,8.51366666666,16.5278333333,9.76483333335
531.42,4.80166666666,39.3208333333,18.7576666667,20.252,8.3315,5.77766666666,2.33333333333,43.1521666667,8.53216666666,16.5275,9.76866666669
531.77,4.818,39.3051666666,18.7661666667,20.2491666666,8.3435,5.795,2.3495,43.124,8.54933333333,16.5478333333,9.7905
532.11,4.84516666666,39.3501666667,18.7905,20.2875,8.36133333334,5.815,2.36283333333,43.1461666667,8.56766666667,16.5558333334,9.80566666667
532.46,4.86016666667,39.3858333333,18.8083333333,20.3355,8.3815,5.84083333333,2.36866666666,43.1591666667,8.58266666666,16.5701666666,9.8255
532.80,4.864,39.3843333333,18.813,20.3488333334,8.38583333333,5.8415,2.36683333333,43.135,8.582,16.5716666666,9.82266666665
533.15,4.89283333333,39.4063333333,18.8371666667,20.3808333334,8.40316666666,5.85733333333,2.39433333333,43.1288333334,8.6125,16.5846666667,9.83266666669
533.49,4.908,39.4146666666,18.8495,20.3951666666,8.4095,5.86133333333,2.39216666667,43.1211666666,8.61833333334,16.5945,9.83783333334
533.84,4.91816666666,39.4645,18.8683333334,20.4231666667,8.42766666667,5.874,2.41566666666,43.125,8.6355,16.6033333334,9.84899999999
534.18,4.91966666666,39.4883333333,18.8755,20.4458333333,8.44133333334,5.89033333333,2.42716666667,43.1301666667,8.64433333333,16.5921666667,9.85166666669
534.52,4.9395,39.4883333333,18.878,20.4635,8.448,5.89733333334,2.41566666667,43.1113333334,8.65,16.5936666667,9.84666666667
534.87,4.93033333333,39.483,18.879,20.464,8.44,5.88866666667,2.406,43.0955,8.643,16.6031666666,9.8245
535.21,4.93983333333,39.4535,18.8636666667,20.4651666667,8.4375,5.90333333333,2.41766666667,43.0511666666,8.641,16.5836666667,9.81566666666
535.56,4.94983333334,39.4396666666,18.862,20.4881666667,8.4425,5.89833333333,2.41316666667,43.0038333334,8.63516666667,16.566,9.802
535.90,4.95166666666,39.4286666667,18.8515,20.5096666667,8.449,5.90166666667,2.41616666667,42.9553333333,8.63916666667,16.5693333333,9.81233333331
536.25,4.97016666666,39.4553333333,18.8533333333,20.5006666667,8.46216666667,5.88883333334,2.41883333333,42.9303333333,8.64433333333,16.5771666667,9.81299999998
536.59,4.984,39.514,18.8683333334,20.52,8.47216666667,5.87883333333,2.41366666666,42.9296666666,8.65783333333,16.5906666667,9.82083333331
536.93,4.99816666667,39.5303333334,18.8696666666,20.542,8.478,5.88383333333,2.40166666667,42.9583333333,8.66066666667,16.6013333333,9.82883333335
537.28,5.00383333333,39.5605,18.8683333334,20.568,8.48716666667,5.88333333333,2.40333333333,42.9535,8.6675,16.5875,9.836
537.62,5.01033333333,39.5863333333,18.879,20.5941666667,8.50966666666,5.8825,2.41266666667,42.9685,8.68166666666,16.6001666667,9.84866666665
537.97,5.01483333333,39.616,18.9001666667,20.6196666667,8.50316666666,5.86033333334,2.397,42.9841666666,8.6605,16.6056666667,9.84700000001
538.31,5.00016666667,39.6483333333,18.902,20.6103333333,8.4995,5.8555,2.39683333333,42.962,8.66866666667,16.6043333333,9.85333333331
538.65,5.0265,39.6823333334,18.9248333333,20.626,8.5175,5.86216666666,2.41683333333,42.9693333333,8.6925,16.6126666667,9.87916666667
539.00,5.05416666667,39.7683333334,18.9693333334,20.6838333333,8.5475,5.87216666667,2.43666666666,43.0288333334,8.71966666666,16.6555,9.9065
539.34,5.0685,39.859,18.9968333334,20.7478333334,8.566,5.91183333333,2.43966666667,43.1251666667,8.73783333334,16.6971666666,9.92833333332
539.69,5.09133333334,39.9341666667,19.0293333333,20.7846666667,8.57366666666,5.92466666666,2.44166666667,43.1953333333,8.753,16.7295,9.93433333331
540.03,5.0895,39.9711666667,19.0446666667,20.821,8.5585,5.92333333333,2.4245,43.2601666667,8.75866666667,16.7223333334,9.93333333333
540.37,5.0895,40.0211666667,19.0761666666,20.8636666667,8.55633333333,5.92916666667,2.41866666667,43.3155,8.7715,16.7323333333,9.93433333335
540.72,5.08066666666,40.0246666666,19.0693333334,20.8795,8.5495,5.92783333333,2.40483333333,43.2835,8.761,16.7353333333,9.92916666665
541.06,5.091,40.0676666666,19.1011666667,20.895,8.55383333333,5.92983333333,2.40383333334,43.3513333333,8.7675,16.758,9.93766666669
541.40,5.10783333333,40.0791666667,19.1148333333,20.9193333334,8.55333333334,5.93916666667,2.40616666667,43.3668333334,8.77466666666,16.7578333333,9.94183333333
541.75,5.1285,40.0738333333,19.1306666667,20.9313333333,8.56266666667,5.955,2.4135,43.3698333334,8.798,16.7625,9.95966666665
542.09,5.1485,40.0926666667,19.157,20.9618333334,8.56316666666,5.96,2.42483333334,43.4001666667,8.8005,16.7735,9.95866666666
542.43,5.16083333333,40.1216666667,19.1683333333,20.9946666667,8.58266666667,5.97866666667,2.43166666667,43.4208333334,8.80633333334,16.7793333334,9.97000000002
542.78,5.15983333333,40.1381666667,19.1743333333,20.9996666667,8.5865,5.97933333333,2.427,43.4336666666,8.8035,16.769,9.9735
543.12,5.164,40.1121666667,19.172,20.9716666666,8.57716666667,5.95216666666,2.42333333334,43.3856666667,8.805,16.738,9.96400000001
543.46,5.16283333333,40.1055,19.1853333333,21.0068333334,8.58466666667,5.9575,2.42666666667,43.3786666667,8.81233333334,16.7336666667,9.97733333334
543.81,5.1735,40.0858333334,19.1928333334,21.021,8.59533333333,5.9655,2.437,43.3605,8.8265,16.7455,9.97466666665
544.15,5.19166666667,40.0325,19.1735,21.023,8.59766666667,5.97316666667,2.448,43.3288333333,8.81716666666,16.7371666667,9.98450000002
544.49,5.20866666667,40.0765,19.2105,21.0448333333,8.60783333334,5.98766666667,2.4595,43.3598333333,8.84366666667,16.7518333333,10.0078333333
544.84,5.215,40.0671666667,19.2115,21.0553333333,8.60483333333,5.9955,2.45183333334,43.3346666667,8.8525,16.7408333334,10.0038333334
545.18,5.22966666667,40.1193333333,19.2045,21.0625,8.61566666667,5.9845,2.43333333333,43.3425,8.84983333334,16.7355,10.0095
545.52,5.225,40.1845,19.2186666667,21.0996666667,8.62283333333,5.993,2.42466666666,43.3803333333,8.86966666667,16.7703333333,10.0071666667
545.87,5.2295,40.2573333333,19.2195,21.1366666667,8.645,5.98733333334,2.41266666667,43.4028333334,8.86716666666,16.7891666666,10.0098333333
546.21,5.233,40.3046666667,19.2568333333,21.179,8.641,5.9935,2.41683333334,43.4335,8.89633333334,16.8216666667,10.0305
546.55,5.22866666667,40.3316666667,19.2585,21.1986666667,8.62383333333,5.97883333333,2.39983333333,43.4248333333,8.89466666666,16.8476666666,10.0241666667
546.90,5.2295,40.3633333333,19.2735,21.2473333333,8.63933333333,5.99216666666,2.41066666667,43.4581666667,8.8915,16.8625,10.0473333334
547.24,5.26233333334,40.4126666666,19.2765,21.2485,8.63516666667,5.9785,2.399,43.4258333333,8.88533333333,16.8531666666,10.0181666667
547.58,5.2615,40.4561666666,19.3095,21.28,8.64983333333,5.98266666667,2.39833333334,43.4086666666,8.8785,16.8496666666,10.0325
547.92,5.274,40.5731666666,19.3491666666,21.3208333334,8.68733333334,6.0105,2.40033333333,43.438,8.89916666666,16.8651666667,10.0513333334
548.27,5.288,40.6175,19.3693333333,21.348,8.71566666667,6.01183333333,2.41816666666,43.474,8.917,16.8755,10.0538333333
548.61,5.31316666666,40.6871666667,19.3998333334,21.3925,8.73833333333,6.023,2.44633333333,43.4553333333,8.9325,16.875,10.0778333333
548.95,5.331,40.6928333333,19.4363333333,21.4476666667,8.76333333333,6.04416666666,2.4695,43.4593333334,8.95183333333,16.9166666667,10.0895
549.29,5.363,40.7223333333,19.4485,21.465,8.7915,6.04666666667,2.488,43.4433333333,8.95183333333,16.9173333333,10.105
549.64,5.355,40.7316666666,19.4208333334,21.4513333334,8.7715,6.05616666667,2.48116666667,43.4201666667,8.95183333333,16.8706666667,10.1311666667
549.98,5.36183333333,40.7338333333,19.4113333334,21.45,8.76333333333,6.03883333333,2.45183333334,43.3871666667,8.9175,16.839,10.1016666667
550.32,5.416,40.76,19.4381666667,21.48,8.80883333333,6.0655,2.47333333333,43.4048333333,8.93716666667,16.844,10.1333333333
550.66,5.462,40.8025,19.4913333333,21.5128333333,8.817,6.09616666666,2.477,43.416,8.98916666666,16.8745,10.155
551.01,5.46666666667,40.8155,19.5331666666,21.529,8.83466666667,6.12166666667,2.4915,43.4515,9.0285,16.8915,10.1855
551.35,5.5215,40.874,19.5643333333,21.5485,8.862,6.1605,2.51916666666,43.515,9.07583333333,16.9243333333,10.2163333333
551.69,5.548,40.9031666667,19.5806666666,21.588,8.86,6.167,2.54233333333,43.5343333333,9.10566666667,16.9601666667,10.242
552.03,5.58033333333,40.9198333333,19.5951666667,21.6323333333,8.86733333334,6.17716666667,2.54633333334,43.526,9.10283333333,16.9526666667,10.244
552.38,5.60516666667,40.99,19.6548333333,21.6665,8.896,6.21966666667,2.57983333333,43.5906666667,9.12733333333,17.0163333333,10.2811666667
552.72,5.60233333333,41.0038333333,19.654,21.648,8.85616666667,6.19366666666,2.564,43.5476666667,9.12066666666,16.9908333334,10.2746666666
553.06,5.59366666667,40.971,19.6448333334,21.6401666666,8.81766666667,6.1995,2.56566666666,43.515,9.12516666667,16.9761666667,10.2665
553.40,5.60933333333,40.9346666667,19.6771666667,21.662,8.81533333334,6.18783333333,2.56966666666,43.4963333334,9.117,16.9743333333,10.2361666667
553.74,5.60933333333,40.9706666667,19.6751666667,21.6786666667,8.815,6.16966666666,2.56,43.515,9.10583333333,16.9928333333,10.2371666667
554.09,5.60266666667,40.9653333334,19.6891666666,21.68,8.79416666666,6.16766666667,2.553,43.5003333333,9.088,16.9701666667,10.2018333333
554.43,5.6055,40.9835,19.6925,21.6788333333,8.81916666667,6.1665,2.56266666667,43.52,9.06416666667,16.9865,10.1815
554.77,5.61383333334,41.0288333333,19.6905,21.7136666667,8.82883333333,6.16383333333,2.55966666667,43.5746666667,9.04233333333,17.016,10.1808333333
555.11,5.58316666666,41.0225,19.6883333334,21.7216666667,8.79583333334,6.12483333333,2.5325,43.5401666667,8.98866666667,17.0155,10.151
555.45,5.5895,41.0541666667,19.692,21.737,8.806,6.124,2.52483333333,43.5133333333,8.9985,17.001,10.1431666666
555.80,5.604,41.0273333333,19.6991666667,21.7486666666,8.79466666666,6.13316666667,2.52783333333,43.4825,8.99883333333,17.0186666666,10.1266666667
556.14,5.60166666667,40.9835,19.6235,21.7615,8.748,6.06866666666,2.47516666667,43.4428333333,8.95233333333,16.9681666667,10.0908333333
556.48,5.5965,41.023,19.6298333333,21.7788333333,8.76066666666,6.08416666667,2.46233333333,43.4668333333,8.94916666667,16.9916666667,10.0876666666
556.82,5.63033333333,41.1271666666,19.6598333333,21.8305,8.786,6.08266666667,2.44233333334,43.5618333334,8.93233333333,17.0155,10.0891666667
557.16,5.64,41.219,19.6631666667,21.8745,8.80366666667,6.09666666667,2.44066666666,43.5625,8.954,17.042,10.1196666667
557.50,5.70166666667,41.2911666667,19.7176666667,21.9671666667,8.85933333333,6.158,2.48483333334,43.605,9.0245,17.0713333333,10.1578333333
557.85,5.7435,41.3623333333,19.769,22.0675,8.92066666666,6.2025,2.50966666666,43.651,9.097,17.1271666666,10.2538333333
558.19,5.72183333334,41.3918333333,19.7601666667,22.1161666667,8.88216666667,6.18566666666,2.487,43.6805,9.0985,17.096,10.2596666667
558.53,5.72583333334,41.3805,19.7448333334,22.116,8.87,6.18983333333,2.49433333333,43.6156666667,9.11283333334,17.073,10.2696666667
558.87,5.76483333333,41.4508333334,19.7808333334,22.1851666667,8.906,6.21533333333,2.52266666667,43.6683333333,9.17233333333,17.0773333333,10.2876666667
559.21,5.77416666666,41.4188333333,19.805,22.1971666666,8.90083333334,6.22,2.5265,43.7113333333,9.15666666667,17.1186666667,10.272
559.55,5.78,41.4475,19.8093333334,22.2231666667,8.88766666666,6.21116666667,2.52216666667,43.7268333334,9.16666666666,17.1288333334,10.3155
559.89,5.79766666667,41.5203333333,19.8738333333,22.2831666667,8.9395,6.25466666667,2.542,43.8123333333,9.21783333334,17.1751666667,10.3425
560.23,5.84716666667,41.5395,19.9108333333,22.3298333333,8.95516666667,6.2855,2.56633333333,43.8713333334,9.255,17.1915,10.3946666667
560.58,5.84816666666,41.5078333333,19.9178333333,22.3203333333,8.95483333333,6.29033333333,2.58883333333,43.8238333333,9.272,17.1951666666,10.416
560.92,5.87416666667,41.4773333334,19.9406666667,22.3386666667,8.98966666666,6.30516666667,2.599,43.831,9.28066666667,17.2275,10.4161666667
561.26,5.86133333333,41.4248333334,19.9061666667,22.3128333333,8.96866666667,6.30016666666,2.5915,43.7646666667,9.25983333333,17.213,10.4211666667
561.60,5.84766666667,41.4565,19.9015,22.284,8.94966666666,6.2585,2.55566666667,43.7661666666,9.22116666666,17.1938333333,10.3708333333
561.94,5.89066666667,41.493,19.9415,22.3058333334,8.97816666667,6.28833333333,2.55516666667,43.7603333333,9.237,17.2273333333,10.3885
562.28,5.92716666667,41.5603333334,20.009,22.3705,9.02083333333,6.32133333333,2.57333333333,43.8571666667,9.28116666667,17.2813333333,10.4266666667
562.62,5.96366666667,41.5766666666,20.0125,22.3903333334,9.04,6.33966666667,2.5785,43.844,9.28066666667,17.3195,10.4693333334
562.96,6.0025,41.6015,20.0306666667,22.4343333334,9.05,6.367,2.57533333334,43.85,9.30016666667,17.3163333334,10.5095
563.30,6.011,41.6711666667,20.0545,22.4371666667,9.07483333334,6.38433333334,2.56816666667,43.8936666667,9.29016666667,17.3221666667,10.4951666667
563.64,6.03616666667,41.7048333334,20.0805,22.4313333333,9.05616666666,6.39916666666,2.5655,43.8721666667,9.2825,17.3326666667,10.515
563.99,6.06416666666,41.7621666667,20.1208333333,22.4788333333,9.10366666666,6.43,2.59033333333,43.9091666666,9.30616666666,17.3721666667,10.5028333334
564.33,6.133,41.8463333333,20.1475,22.5643333333,9.14366666667,6.4765,2.61516666666,43.9871666666,9.36633333333,17.418,10.5641666667
564.67,6.19216666667,41.9431666667,20.1865,22.6118333333,9.17583333333,6.50866666667,2.641,44.0751666667,9.40616666667,17.4425,10.6061666667
565.01,6.2425,42.0005,20.2651666666,22.6546666667,9.20383333333,6.5385,2.65216666667,44.1831666666,9.43316666666,17.4975,10.6418333333
565.35,6.265,42.0625,20.2718333333,22.6995,9.20366666667,6.5645,2.665,44.2215,9.46666666666,17.5228333333,10.6701666667
565.69,6.28533333334,42.0935,20.2741666667,22.7211666666,9.21766666667,6.55133333334,2.67683333333,44.2501666667,9.4665,17.5435,10.689
566.03,6.29016666667,42.0991666666,20.258,22.7323333333,9.222,6.54016666666,2.665,44.2186666667,9.45933333333,17.5165,10.677
566.37,6.278,42.0953333333,20.2461666666,22.7241666666,9.20716666666,6.534,2.6375,44.2191666667,9.44516666666,17.49,10.6621666667
566.71,6.272,42.0848333333,20.2343333333,22.7203333333,9.21666666667,6.523,2.63033333333,44.1935,9.42116666667,17.462,10.6583333333
567.05,6.2955,42.0948333334,20.2271666667,22.7573333333,9.19383333334,6.51883333333,2.62666666666,44.1913333334,9.43266666666,17.4421666667,10.653
567.39,6.30066666667,42.1051666667,20.2126666667,22.799,9.20716666667,6.52133333333,2.62983333333,44.1955,9.4205,17.4413333333,10.6371666667
567.73,6.2755,42.122,20.19,22.8013333333,9.167,6.483,2.58016666666,44.1868333334,9.37433333333,17.3961666667,10.6108333333
568.07,6.26516666667,42.1283333333,20.1973333333,22.8131666667,9.1565,6.471,2.54483333334,44.1961666667,9.34166666667,17.3948333333,10.5896666667
568.41,6.2485,42.109,20.1798333334,22.7885,9.11783333333,6.44066666667,2.51583333333,44.1793333333,9.32116666667,17.3483333333,10.5733333333
568.75,6.22766666667,42.1138333334,20.1471666667,22.8143333333,9.11316666667,6.43583333333,2.5085,44.1276666667,9.317,17.3131666666,10.5753333333
569.09,6.26316666667,42.1141666667,20.1933333333,22.8446666666,9.15533333334,6.46516666667,2.54183333333,44.1338333333,9.328,17.3411666667,10.5908333333
569.43,6.265,42.1016666667,20.1981666667,22.8605,9.1435,6.4805,2.53283333333,44.1078333333,9.34366666667,17.3218333333,10.5833333333
569.77,6.28666666666,42.1158333333,20.2046666666,22.8606666666,9.152,6.50116666667,2.54916666667,44.1243333333,9.33283333333,17.3353333334,10.5873333333
570.11,6.31033333333,42.1553333334,20.2521666666,22.8561666666,9.17233333333,6.51633333333,2.58016666667,44.1406666666,9.362,17.3611666666,10.609
570.45,6.31,42.21,20.2458333333,22.8695,9.1365,6.502,2.57583333333,44.1618333333,9.38716666666,17.3816666666,10.5935
570.79,6.33583333333,42.271,20.2871666667,22.8863333333,9.18133333333,6.51933333333,2.587,44.2088333334,9.422,17.4158333333,10.6338333334
571.13,6.348,42.2746666666,20.288,22.8853333333,9.1995,6.52133333333,2.57766666667,44.224,9.44483333333,17.4358333333,10.6596666667
571.47,6.38083333333,42.2563333333,20.295,22.8933333334,9.22266666667,6.54366666666,2.58883333333,44.2046666666,9.46666666667,17.4586666666,10.6803333333
571.81,6.37616666667,42.2405,20.2646666667,22.885,9.19483333333,6.52316666667,2.57933333333,44.1518333333,9.45316666667,17.429,10.6581666667
572.15,6.419,42.2695,20.3065,22.9711666666,9.2495,6.55566666667,2.6095,44.1736666666,9.49283333333,17.5086666667,10.7103333333
572.49,6.459,42.3246666667,20.3368333334,22.9821666666,9.25833333333,6.56366666667,2.627,44.1966666667,9.50666666667,17.5346666666,10.6983333333
572.83,6.46666666667,42.3448333333,20.3016666667,22.9761666667,9.2465,6.53683333334,2.61266666667,44.1773333333,9.49233333334,17.5338333333,10.6918333333
573.17,6.50366666667,42.385,20.3271666667,23.0095,9.27516666667,6.54866666666,2.621,44.2236666667,9.51583333333,17.5546666667,10.6981666667
573.51,6.538,42.4091666667,20.3593333333,23.0551666666,9.2635,6.54066666667,2.62133333334,44.2593333333,9.55166666666,17.5765,10.7258333333
573.85,6.57816666667,42.3925,20.3511666667,23.1001666667,9.26066666666,6.5505,2.6115,44.2435,9.57416666667,17.5763333334,10.7383333333
574.19,6.6405,42.42,20.3948333333,23.1146666667,9.32233333335,6.57966666667,2.64283333334,44.254,9.5895,17.5715,10.7785
574.53,6.66766666667,42.4076666667,20.4145,23.1633333333,9.3465,6.5765,2.65216666667,44.2813333334,9.59383333334,17.5935,10.7746666666
574.87,6.69183333333,42.46,20.4456666667,23.1935,9.35266666665,6.59333333333,2.65316666667,44.2701666666,9.61983333333,17.5855,10.7918333333
575.21,6.69433333333,42.4793333333,20.4601666666,23.2403333334,9.32883333333,6.59716666667,2.6635,44.3198333334,9.63133333333,17.5928333334,10.8108333334
575.55,6.73516666667,42.487,20.4815,23.2648333334,9.37449999999,6.62433333333,2.70466666667,44.332,9.66533333333,17.6066666667,10.8515
575.89,6.72316666666,42.4685,20.4535,23.2438333334,9.34516666668,6.59483333333,2.67966666666,44.307,9.63016666666,17.5416666667,10.806
576.22,6.74116666667,42.4758333334,20.4588333333,23.2768333333,9.3545,6.59883333333,2.68433333334,44.3538333333,9.641,17.5645,10.8446666666
576.56,6.782,42.4838333333,20.5268333333,23.3416666666,9.3595,6.629,2.69033333333,44.373,9.676,17.596,10.8473333334
576.90,6.81233333333,42.4921666667,20.549,23.3725,9.37266666665,6.66816666666,2.72183333333,44.3388333333,9.706,17.6458333333,10.9056666666
577.24,6.82916666667,42.5323333333,20.555,23.392,9.41016666665,6.69066666667,2.73233333334,44.307,9.701,17.6416666666,10.9181666667
577.58,6.80933333334,42.5191666666,20.5631666666,23.3903333333,9.41833333335,6.6935,2.7405,44.2915,9.68383333333,17.6221666667,10.9181666667
577.92,6.833,42.4995,20.5625,23.4563333333,9.41533333333,6.70133333334,2.7325,44.2911666667,9.7135,17.6666666667,10.9246666666
