wavelength,Back_IriAnaf,Belly_IriAnaf,Breast_IriAnaf,Crissum_IriAnaf,Crown_IriAnaf,DorTail_IriAnaf,Patch10_IriAnaf,Rump_IriAnaf,Throat_IriAnaf,WingTip_IriAnaf
311.12,4.7888,6.39786666666,6.20673333333,4.9368,6.09226666667,7.32666666667,4.42673333333,6.10326666667,6.60773333333,7.3144
311.49,4.98146666667,6.52873333333,6.38313333333,5.1292,6.21,7.51046666667,4.60666666667,6.2544,6.7824,7.45593333334
311.85,5.13046666667,6.6274,6.44293333333,5.1874,6.24046666667,7.57313333333,4.6862,6.3658,6.89726666667,7.57406666667
312.22,5.19466666667,6.711,6.49066666666,5.18,6.26613333333,7.57473333334,4.72933333333,6.3808,6.99926666667,7.60533333333
312.59,5.2652,6.7558,6.51373333333,5.17146666667,6.29713333333,7.6142,4.7486,6.3922,7.09626666667,7.6278
312.96,5.339,6.74853333333,6.586,5.1514,6.3104,7.67253333333,4.8106,6.3852,7.15226666667,7.62733333333
313.33,5.25693333334,6.67873333333,6.37573333333,5.01566666667,6.154,7.53946666667,4.73093333333,6.2522,7.103,7.5442
313.70,5.34086666667,6.6954,6.3496,5.09106666667,6.13973333333,7.5804,4.83013333333,6.236,7.1822,7.49813333333
314.07,5.39146666667,6.78586666666,6.4488,5.21986666667,6.22073333333,7.62013333333,4.9648,6.36286666667,7.31786666667,7.6368
314.43,5.6818,7.0956,6.76373333333,5.61873333333,6.6484,7.90333333333,5.30126666666,6.75206666667,7.7094,8.02406666667
314.80,5.70226666667,7.12726666667,6.83226666667,5.66466666667,6.6424,7.95146666667,5.29693333333,6.82013333333,7.78186666667,8.0876
315.17,5.5482,6.96626666667,6.74546666667,5.60626666667,6.55906666666,7.78633333333,5.1312,6.69833333333,7.66906666667,7.8914
315.54,5.31393333333,6.71306666667,6.55153333333,5.3646,6.39693333333,7.54746666667,4.9234,6.49386666667,7.52206666667,7.6332
315.91,5.14206666667,6.61553333333,6.46386666667,5.22866666666,6.3644,7.3934,4.8582,6.37133333333,7.53686666667,7.55686666667
316.28,4.93786666667,6.38233333333,6.22233333333,5.04346666666,6.1122,7.204,4.67213333333,6.1308,7.3196,7.2938
316.64,5.01286666667,6.3472,6.29986666667,5.1448,6.16646666667,7.25133333333,4.7134,6.22966666667,7.42186666667,7.3288
317.01,4.84466666667,6.21373333333,6.15473333333,4.96986666667,6.04393333333,7.0132,4.48093333333,6.1116,7.29226666667,7.137
317.38,4.746,6.1636,6.3014,4.98653333333,5.9998,6.98266666667,4.50246666667,6.08686666667,7.3654,7.07693333333
317.75,4.62353333333,6.026,6.28073333333,4.87986666667,5.97353333334,6.81513333333,4.3046,5.96906666667,7.2768,6.97686666667
