wavelength,Back_TanXagm,Belly_TanXagm,Breast_TanXagm,Crissum_TanXagm,Crown_TanXagm,DorTail_TanXagm,Patch10_TanXagm,Patch11_TanXagm,Patch12_TanXagm,Rump_TanXagm,Throat_TanXagm,WingTip_TanXagm
315.54,8.17477777777,20.6023333333,14.1894444444,16.7571111111,9.62355555557,5.54277777778,7.64122222222,4.10344444444,16.8994444444,12.023,15.1825555555,6.62933333333
315.91,7.87033333333,20.4943333333,14.1301111111,16.6372222222,9.39944444444,5.22966666667,7.303,3.77544444444,16.7482222222,11.7077777778,14.815,6.30244444444
316.28,7.626,20.3394444445,13.8508888889,16.482,9.19544444443,4.98166666667,6.90077777778,3.42233333333,16.6205555555,11.4374444444,14.5861111111,5.95111111111
316.64,7.52144444444,20.3724444444,13.9254444445,16.6133333333,9.25155555555,4.90022222222,6.793,3.23022222222,16.7032222222,11.1876666666,14.6275555556,5.77522222222
317.01,7.70233333333,20.6923333333,14.204,16.8177777778,9.54799999999,5.04166666667,6.92411111111,3.34566666667,16.818,11.3672222222,14.9588888889,6.08266666667
317.38,7.89211111111,21.1303333333,14.481,17.211,9.90855555556,5.269,7.12822222222,3.46355555556,16.9028888889,11.5501111111,15.4054444444,6.10644444444
317.75,8.06088888889,21.3686666667,14.6281111111,17.5517777778,10.0043333333,5.38733333333,7.35088888889,3.62,17.0184444445,11.5876666667,15.4882222222,6.03088888889
318.12,8.04422222222,21.659,14.5735555556,17.6606666667,10.0553333333,5.36977777778,7.28022222222,3.74377777778,17.1677777778,11.5836666667,15.6996666666,5.91911111111
318.49,7.85844444444,21.5923333333,14.4738888889,17.603,10.0678888889,5.319,7.062,3.75566666667,17.1532222222,11.4408888889,15.6968888889,5.95566666667
318.85,8.05166666667,21.9613333333,14.806,17.8118888889,10.3855555556,5.38011111111,7.18222222222,3.84844444444,17.4475555556,11.6192222222,16.0596666666,6.07544444444
319.22,8.22055555555,22.387,15.1826666666,18.1371111111,10.7308888889,5.76088888889,7.31888888889,4.03788888889,17.8846666666,11.7032222222,16.4882222222,6.44388888889
319.59,8.21911111111,22.5841111111,15.2883333333,18.478,10.8607777778,5.828,7.32266666667,4.00811111111,18.1091111111,11.6117777778,16.5973333333,6.49433333333
319.96,8.57644444443,23.1511111111,15.6222222222,18.9085555556,11.1008888889,6.16444444445,7.68533333333,4.28988888889,18.5174444444,12.0226666667,17.1326666667,6.75677777778
320.32,9.32322222222,24.0745555556,16.4508888889,19.7307777778,11.8724444444,6.82844444444,8.44300000001,4.88088888889,19.391,12.6984444445,17.9666666666,7.45366666667
320.69,9.29622222223,24.2452222222,16.4737777778,19.8921111111,11.7457777778,6.81955555555,8.40577777777,4.84077777778,19.6125555556,12.8065555556,18.282,7.37577777778
321.06,9.14711111111,24.193,16.4058888889,19.939,11.5712222222,6.50988888889,8.27866666668,4.53233333333,19.6781111111,12.6938888889,18.3765555556,7.07988888889
321.43,8.67044444443,23.7421111111,16.1598888889,19.6038888889,11.255,6.12366666667,7.97577777778,4.20677777778,19.5418888889,12.316,18.0461111111,6.62355555555
321.80,8.65077777777,23.9237777778,16.3314444444,19.5948888889,11.4072222222,6.03366666667,7.78955555556,4.00877777778,19.6257777778,12.4282222222,18.1181111111,6.67688888889
322.16,8.54066666665,23.9018888889,16.4076666667,19.6214444444,11.3786666667,5.90933333333,7.63311111111,3.77588888889,19.6722222222,12.3166666667,18.0332222222,6.746
322.53,8.7088888889,23.9446666667,16.6216666667,19.9267777778,11.5008888889,5.95366666667,7.69944444444,3.79811111111,19.8267777778,12.4405555556,18.1675555556,6.76311111111
322.90,8.46355555556,23.9176666667,16.4654444444,19.9542222222,11.3141111111,5.85188888889,7.54711111111,3.55744444445,19.7022222222,12.2794444445,18.0527777778,6.76155555556
323.27,8.40355555556,24.0485555556,16.609,20.1662222222,11.3347777778,5.69288888889,7.41055555556,3.50266666667,19.6904444445,12.3115555556,17.9693333333,6.68888888889
323.63,8.15722222222,23.8426666667,16.4703333333,20.1036666667,11.1796666667,5.36844444444,7.20088888889,3.29344444445,19.4988888889,12.0645555556,17.7417777778,6.56188888889
324.00,8.03677777778,23.6987777778,16.4427777778,20.0616666667,11.1504444444,5.19844444445,7.24088888889,3.13177777778,19.4082222222,11.8948888889,17.5925555556,6.55422222222
324.37,7.70422222222,23.5345555555,16.3458888889,19.8171111111,11.029,5.01511111111,7.00411111111,3.02888888889,19.1844444445,11.7176666667,17.4325555555,6.31855555555
324.74,7.60177777778,23.631,16.4275555556,19.6948888889,11.111,5.00622222222,6.88188888889,2.94844444445,19.0915555556,11.743,17.2728888889,6.33811111111
325.10,7.56466666667,23.9635555555,16.6598888889,19.9427777778,11.3688888889,5.138,6.83533333333,3.06122222222,19.319,11.9013333333,17.3308888889,6.46077777778
325.47,7.76122222222,24.4592222222,16.9991111111,20.273,11.6051111111,5.39111111111,6.88166666667,3.18422222222,19.6514444445,12.2077777778,17.5341111111,6.64288888889
325.84,7.65433333333,24.3911111111,16.9095555555,20.3664444444,11.5863333333,5.34455555556,6.83655555556,3.11688888889,19.8088888889,12.1014444445,17.5813333333,6.60277777778
326.21,7.68077777778,24.5123333333,16.9224444444,20.4563333333,11.7238888889,5.49722222222,6.94077777778,3.24066666667,19.958,12.207,17.7196666667,6.60311111111
326.57,7.91455555555,24.9936666667,17.2363333333,20.6572222222,12.0935555555,5.76433333333,7.08455555556,3.53188888889,20.294,12.48,18.0176666667,6.77222222222
326.94,7.96411111111,25.2048888889,17.3308888889,20.8171111111,12.2568888889,5.824,6.99288888889,3.63511111111,20.365,12.5316666667,18.0707777778,6.75388888889
327.31,7.63388888889,24.8937777778,17.0257777778,20.5338888889,12.0892222222,5.52077777778,6.66366666667,3.23022222222,20.2378888889,12.228,17.8441111111,6.36777777778
327.67,7.485,24.9263333334,16.9845555556,20.4684444444,12.1105555556,5.52722222222,6.50844444445,3.03733333334,20.1223333333,12.2293333333,17.9116666667,6.12888888889
328.04,7.52622222222,25.0662222222,17.1137777778,20.5817777778,12.2757777778,5.63877777778,6.38477777778,3.17411111111,20.3191111111,12.3303333333,18.0551111111,6.21611111111
328.41,7.641,25.1405555556,17.2902222222,20.8442222222,12.327,5.90188888889,6.42255555555,3.29222222222,20.4125555556,12.374,18.0747777778,6.27866666667
328.78,7.734,25.3116666667,17.5696666667,20.9706666667,12.508,5.97555555556,6.51144444444,3.40366666667,20.6483333333,12.4181111111,18.1532222222,6.33455555556
329.14,7.71477777778,25.3108888889,17.5612222222,20.8343333333,12.515,5.88566666667,6.48477777778,3.37755555555,20.6446666667,12.3278888889,18.251,6.20966666667
329.51,7.67933333333,25.486,17.6195555556,20.9263333333,12.5748888889,5.77655555556,6.40811111111,3.40722222222,20.7178888889,12.3146666666,18.487,6.13711111111
329.88,7.686,25.7897777778,17.7475555556,21.0906666667,12.7443333333,5.82544444445,6.53511111111,3.58422222222,20.7426666666,12.3385555556,18.6353333333,6.07477777778
330.24,7.819,26.1595555555,18.1576666666,21.4357777778,13.0767777778,5.96388888889,6.72255555556,3.79044444445,21.1091111111,12.595,18.955,6.191
330.61,7.87244444444,26.4297777778,18.5407777778,21.688,13.2756666667,6.08722222222,6.91188888889,3.87544444444,21.32,12.711,19.1578888889,6.33055555556
330.98,7.82111111111,26.5117777778,18.7318888889,21.7224444445,13.2476666667,6.061,6.91755555556,3.78422222222,21.5108888889,12.7122222222,19.3744444444,6.14577777778
331.34,8.16955555555,27.0334444444,19.3104444444,22.2413333333,13.5632222222,6.433,7.30944444445,4.13922222222,21.8982222222,13.065,19.8002222222,6.51211111111
331.71,8.12866666667,27.2125555556,19.5494444445,22.4025555556,13.5847777778,6.34955555556,7.35088888889,4.15055555556,22.1467777778,13.0895555556,19.9935555556,6.52444444444
332.08,7.85544444444,27.2311111111,19.5841111111,22.5108888889,13.5541111111,6.07811111111,7.206,3.92111111111,22.0592222222,12.974,20.0091111111,6.20633333333
332.44,7.71188888889,27.3618888889,19.6973333333,22.5786666667,13.6041111111,5.89233333334,7.197,3.80588888889,22.1641111111,12.9598888889,20.0907777778,6.09822222222
332.81,7.66366666667,27.4257777778,19.7594444444,22.7028888889,13.5271111111,5.82177777778,7.14166666667,3.75911111111,22.204,12.953,20.1725555556,6.05044444444
333.18,7.86977777778,27.5536666667,19.9485555555,22.9682222222,13.6978888889,6.01122222222,7.16977777778,3.87255555556,22.3674444444,13.0562222222,20.295,6.159
333.54,7.83622222222,27.5055555556,20.0814444444,22.9566666667,13.7115555556,5.97533333333,7.21911111111,3.81444444444,22.3845555556,13.0121111111,20.1963333333,6.29233333333
333.91,7.97222222222,27.6018888889,20.3287777778,23.1011111111,13.7577777778,5.96322222222,7.17688888889,3.68333333333,22.5178888889,13.1152222222,20.3214444444,6.48977777778
334.28,7.97788888889,27.5165555555,20.3026666667,23.1434444444,13.6036666667,5.78988888889,7.06166666667,3.52488888889,22.3938888889,12.8856666667,20.2302222222,6.41388888889
334.64,7.77944444445,27.3006666667,19.9091111111,22.8482222222,13.3314444444,5.44955555556,6.78488888889,3.18633333333,22.1674444444,12.6246666666,20.0495555556,6.14711111111
335.01,7.72188888889,27.3308888889,19.9273333333,22.8236666667,13.4012222222,5.31377777778,6.70755555556,3.15333333333,22.2833333333,12.6087777778,20.0545555555,6.22888888889
335.38,7.777,27.3417777778,19.9112222222,22.815,13.3965555555,5.22888888889,6.62866666666,3.14333333333,22.3803333334,12.6014444445,20.032,6.152
335.74,7.97833333333,27.6618888889,20.1835555555,23.0867777778,13.7712222222,5.46955555556,6.81111111111,3.39177777778,22.6395555556,12.7531111111,20.2087777778,6.29266666667
336.11,8.27855555556,28.0772222222,20.5461111111,23.2682222222,14.1017777778,5.81188888889,7.04288888889,3.62077777778,22.9518888889,13.0718888889,20.5416666667,6.69966666667
336.47,8.24244444445,28.1662222222,20.4961111111,23.2546666667,14.1478888889,5.70388888889,6.90233333334,3.58033333333,22.909,12.9786666667,20.588,6.65755555556
336.84,8.19722222222,28.2796666667,20.4151111111,23.349,14.2882222222,5.69611111111,6.84077777778,3.561,22.9763333333,12.9717777778,20.6134444445,6.57744444444
337.21,8.14177777778,28.4153333333,20.5194444444,23.4356666667,14.3217777778,5.73266666667,6.87077777778,3.68677777778,23.0903333333,13.0773333334,20.7742222222,6.68044444445
337.57,8.29755555556,28.6602222222,20.6425555556,23.7248888889,14.4842222222,5.77266666667,6.87633333333,3.86011111111,23.282,13.1998888889,20.9706666667,6.614
337.94,8.40111111111,28.7838888889,20.7502222222,23.8253333333,14.6895555555,5.85088888889,7.01433333333,3.99822222222,23.4754444445,13.2304444445,21.1503333333,6.57022222222
338.31,8.54833333333,29.1475555556,21.0595555556,24.072,15.0307777778,6.08555555555,7.18711111111,4.13555555555,23.6857777778,13.5236666667,21.5067777778,6.68333333333
338.67,8.51033333333,29.2834444444,21.2618888889,24.1733333333,15.1805555556,6.05533333333,7.13933333334,4.12577777778,23.7974444444,13.5532222222,21.5922222222,6.618
339.04,8.71155555556,29.4722222222,21.4195555556,24.4072222222,15.4122222222,6.34011111111,7.34011111111,4.32666666667,23.8618888889,13.7467777778,21.6985555556,6.75633333333
339.40,8.77944444445,29.7154444445,21.5834444444,24.5092222222,15.6148888889,6.47122222222,7.419,4.53988888889,23.9981111111,13.9941111111,21.9856666667,6.85877777778
339.77,8.74722222222,29.8308888889,21.5841111111,24.5477777778,15.6076666667,6.44477777778,7.35855555555,4.44988888889,24.1111111111,14.1024444445,22.1098888889,6.81366666667
340.14,8.94766666668,30.0976666667,21.9235555556,24.8522222222,15.953,6.64344444444,7.476,4.62111111111,24.3983333333,14.2708888889,22.485,6.82222222222
340.50,9.08044444446,30.3864444444,22.1327777778,24.99,16.1678888889,6.802,7.61844444444,4.711,24.7152222222,14.4746666667,22.6992222222,6.89388888889
340.87,9.14355555554,30.4871111111,22.3332222222,25.0746666667,16.221,6.83277777778,7.65766666667,4.69633333333,24.7637777778,14.4821111111,22.8272222222,6.89833333333
341.23,9.19088888889,30.5988888889,22.4462222222,25.1886666667,16.3968888889,6.83111111111,7.74344444444,4.69944444444,24.8282222222,14.4197777778,22.8636666666,6.84111111111
341.60,9.22588888888,30.7678888889,22.5884444445,25.0956666667,16.4714444444,6.81511111111,7.80111111111,4.66022222222,24.9065555556,14.4393333334,22.9284444444,6.88566666667
341.96,9.16844444444,30.9067777778,22.7518888889,25.1961111111,16.5868888889,6.85755555556,7.769,4.78322222222,24.989,14.4928888889,23.0204444444,6.91911111111
342.33,8.91866666667,30.9347777778,22.7166666667,24.9938888889,16.5262222222,6.67533333333,7.55866666667,4.66922222222,24.968,14.4006666667,22.9345555556,6.76766666667
342.70,8.91255555556,30.9784444444,22.764,24.9974444444,16.5596666667,6.704,7.541,4.68088888889,24.9897777778,14.3841111111,22.9126666667,6.76211111111
343.06,8.75755555555,31.0524444444,22.8815555556,25.0156666667,16.5647777778,6.52855555555,7.41622222222,4.50455555556,25.1243333333,14.2952222222,23.0281111111,6.62555555555
343.43,8.70855555556,31.2036666667,22.9924444445,25.1124444444,16.6111111111,6.44522222222,7.38666666667,4.39677777778,25.1838888889,14.216,23.0073333333,6.58277777778
343.79,8.77877777777,31.3048888889,23.2411111111,25.1844444445,16.7463333333,6.45222222222,7.42855555555,4.46266666667,25.2677777778,14.2787777778,23.065,6.71911111111
344.16,8.73377777779,31.3785555556,23.1903333333,25.2748888889,16.609,6.34888888889,7.44888888889,4.38155555555,25.3353333334,14.228,23.0146666667,6.71133333333
344.52,8.70311111111,31.395,23.2573333333,25.3672222222,16.5266666667,6.27366666667,7.35377777778,4.30266666667,25.3165555555,14.2017777778,23.1505555556,6.801
344.89,8.64222222222,31.3856666667,23.27,25.3747777778,16.5148888889,6.22866666667,7.29788888889,4.26844444444,25.3337777778,14.2065555555,23.238,6.83555555556
345.25,8.44577777778,31.4161111111,23.2743333333,25.3727777778,16.3456666667,6.00933333333,7.03133333333,4.02833333333,25.3851111111,14.1567777778,23.1906666667,6.67755555556
345.62,8.29777777778,31.5618888889,23.3421111111,25.4882222222,16.317,5.93011111111,6.93277777778,3.919,25.5803333333,14.1462222222,23.314,6.65255555555
345.99,8.18344444444,31.6193333333,23.3968888889,25.4401111111,16.197,5.79722222222,6.777,3.70422222222,25.5796666667,14.0742222222,23.3277777778,6.52411111111
346.35,8.17744444445,31.5841111111,23.3712222222,25.4425555556,16.1533333333,5.74855555555,6.71144444444,3.59755555556,25.6142222222,13.9684444445,23.3695555556,6.55233333333
346.72,8.14877777778,31.8315555556,23.4706666667,25.5574444444,16.1406666667,5.70711111111,6.697,3.551,25.8212222222,14.0038888889,23.5598888889,6.66111111111
347.08,8.28622222222,32.0497777778,23.6633333333,25.7433333333,16.2503333333,5.84277777778,6.84177777778,3.70555555556,25.9473333333,14.1775555555,23.7598888889,6.81333333333
347.45,8.09588888889,31.8998888889,23.5626666666,25.5882222222,16.0733333333,5.689,6.65333333333,3.48588888889,25.8172222222,13.9778888889,23.6251111111,6.62666666667
347.81,8.00122222222,31.8151111111,23.4734444444,25.5772222222,15.9522222222,5.638,6.60633333333,3.42322222222,25.8548888889,13.9472222222,23.5901111111,6.59922222222
348.18,7.71477777778,31.7096666667,23.3506666667,25.3298888889,15.8674444444,5.41655555556,6.29388888889,3.21677777778,25.7046666667,13.777,23.3775555556,6.335
348.54,7.58311111111,31.6311111111,23.3537777778,25.2031111111,15.8802222222,5.38611111111,6.16811111111,3.12611111111,25.6765555556,13.7205555556,23.3146666667,6.13422222222
348.91,7.62411111111,31.8663333333,23.5957777778,25.359,15.9592222222,5.46933333333,6.13566666667,3.09922222222,25.9266666667,13.7794444444,23.4772222222,6.107
349.27,7.85444444444,32.1092222222,23.8202222222,25.4448888889,16.1867777778,5.765,6.40988888889,3.29944444445,26.0985555555,13.9704444445,23.7596666667,6.34033333333
349.64,8.05055555556,32.1524444444,23.9766666667,25.6235555555,16.4081111111,5.92522222222,6.51844444445,3.47733333333,26.2236666667,14.0887777778,23.8514444444,6.40011111111
350.00,7.99555555556,32.1975555556,24.0805555556,25.7012222222,16.4697777778,5.944,6.47855555555,3.47755555555,26.3748888889,14.1278888889,23.901,6.38344444444
350.37,8.046,32.3545555556,24.2511111111,25.788,16.5666666667,5.97022222222,6.584,3.63533333333,26.4434444445,14.2614444444,23.9278888889,6.42066666667
350.73,8.11777777778,32.4793333333,24.4737777778,25.9524444444,16.689,6.01433333333,6.62177777778,3.74566666666,26.544,14.3183333333,24.0753333333,6.35611111111
351.10,8.03255555556,32.5204444444,24.4465555556,25.882,16.6702222222,5.88366666667,6.48722222222,3.61333333333,26.5796666667,14.2053333333,24.029,6.20522222222
351.46,8.25677777778,32.8508888889,24.7668888889,26.1718888889,16.9498888889,6.04411111111,6.679,3.775,26.8613333333,14.501,24.416,6.417
351.83,8.32788888889,33.0291111111,24.9443333333,26.2187777778,17.0752222222,6.01188888889,6.69666666667,3.76366666667,26.9288888889,14.4872222222,24.4956666667,6.28388888889
352.19,8.40711111111,33.2794444445,25.1251111111,26.3456666667,17.208,6.01766666667,6.75855555556,3.81533333333,27.1287777778,14.5712222222,24.6821111111,6.40011111111
352.55,8.64911111111,33.7958888889,25.5271111111,26.774,17.533,6.20411111111,6.97844444444,4.002,27.5094444444,14.8214444444,24.9873333333,6.593
352.92,8.67888888889,33.9114444444,25.5631111111,26.8307777778,17.69,6.18511111111,7.10211111111,4.08377777778,27.6382222222,14.8938888889,24.985,6.57222222222
353.28,8.63777777778,33.9955555555,25.5781111111,26.9288888889,17.7734444445,6.08544444444,7.09444444444,4.033,27.7128888889,14.8958888889,25.0374444445,6.50611111111
353.65,8.60200000001,34.0833333333,25.676,26.9354444444,17.8692222222,6.13822222222,7.09744444444,4.03955555556,27.7097777778,14.9348888889,25.0852222222,6.59588888889
354.01,8.71844444443,34.2394444444,25.7457777778,26.9771111111,17.9745555555,6.16155555556,7.24633333333,4.15977777778,27.8032222222,14.987,25.1968888889,6.67211111111
354.38,8.77511111112,34.3257777778,25.8308888889,27.1572222222,18.1236666667,6.18566666667,7.26155555556,4.16155555556,28.0312222222,15.0095555556,25.3506666667,6.666
354.74,8.76577777778,34.5432222222,26.008,27.2703333333,18.1904444444,6.258,7.33788888889,4.19277777778,28.2032222222,15.1676666666,25.4432222222,6.81155555556
355.11,8.98299999999,34.6826666667,26.1657777778,27.4818888889,18.3554444445,6.42788888889,7.45888888889,4.35866666667,28.3845555556,15.3716666667,25.5561111111,6.94866666667
355.47,9.09911111112,34.8846666667,26.2801111111,27.5792222222,18.4935555556,6.53788888889,7.53411111111,4.50233333333,28.6096666667,15.4952222222,25.6957777778,7.09733333333
355.83,9.16000000001,35.0584444445,26.4168888889,27.7537777778,18.6113333333,6.59766666667,7.58833333333,4.573,28.8823333334,15.6346666667,25.923,7.22344444444
356.20,9.24188888889,35.2024444445,26.6121111111,27.9418888889,18.6928888889,6.75677777778,7.75244444444,4.75666666667,29.0915555556,15.7455555555,26.09,7.27166666667
356.56,9.19866666667,35.2278888889,26.5424444444,27.9028888889,18.6402222222,6.67488888889,7.74422222222,4.723,29.1834444444,15.7487777778,26.1372222222,7.20322222222
356.93,9.17055555554,35.3662222222,26.5888888889,28.0066666667,18.6058888889,6.62588888889,7.64244444444,4.67833333333,29.2618888889,15.7372222222,26.2166666667,7.26855555555
357.29,9.18144444444,35.4283333333,26.7302222222,28.0654444444,18.6488888889,6.60422222222,7.56622222222,4.68022222222,29.376,15.7367777778,26.2547777778,7.22888888889
357.66,9.03722222222,35.5286666667,26.7588888889,28.0736666667,18.5811111111,6.47977777778,7.51866666667,4.58144444444,29.4613333333,15.6777777778,26.2902222222,7.10522222222
358.02,9.05244444444,35.5876666667,26.7966666667,28.1152222222,18.5945555556,6.54488888889,7.50177777778,4.62266666667,29.5085555556,15.8003333333,26.2953333333,7.122
358.38,8.95222222223,35.6748888889,26.8463333333,28.1394444445,18.5136666667,6.53577777778,7.43555555555,4.55033333333,29.5182222222,15.8128888889,26.2792222222,7.109
358.75,9.02255555557,35.6115555556,26.8136666667,28.1982222222,18.5374444444,6.56222222222,7.42111111111,4.55022222222,29.5323333333,15.7915555556,26.3203333333,7.05466666667
359.11,8.96166666666,35.6938888889,26.8283333333,28.1997777778,18.5586666667,6.6,7.41733333333,4.51744444445,29.6418888889,15.8448888889,26.3993333333,7.078
359.48,8.78888888889,35.6557777778,26.8263333333,28.141,18.4222222222,6.51577777778,7.353,4.40322222222,29.5876666667,15.7287777778,26.3095555556,6.87355555556
359.84,8.70988888889,35.8104444445,26.8537777778,28.2223333333,18.4376666667,6.49877777778,7.31577777778,4.42922222222,29.6368888889,15.7585555556,26.3983333333,6.84844444444
360.20,8.75644444445,35.7922222222,26.8134444445,28.2247777778,18.4338888889,6.46155555556,7.29222222222,4.39122222222,29.6491111111,15.7642222222,26.3781111111,6.87233333333
360.57,8.58077777778,35.6748888889,26.739,28.1578888889,18.2801111111,6.336,7.18133333334,4.26088888889,29.5664444445,15.5961111111,26.2943333333,6.73755555556
360.93,8.57277777778,35.67,26.7827777778,28.1471111111,18.28,6.36344444444,7.24066666667,4.235,29.5691111111,15.6926666666,26.2643333333,6.69444444444
361.29,8.64833333333,35.7517777778,26.8257777778,28.2241111111,18.2962222222,6.48488888889,7.35144444445,4.31622222222,29.6702222222,15.7966666667,26.2941111111,6.81133333333
361.66,8.76755555556,35.8452222222,26.8391111111,28.2616666667,18.3252222222,6.51566666667,7.36744444445,4.32611111111,29.7323333333,15.8751111111,26.3302222222,6.87644444444
362.02,8.91488888889,35.8696666667,26.915,28.3277777778,18.3801111111,6.65455555555,7.48666666667,4.39544444444,29.8033333333,15.932,26.4465555555,6.972
362.39,8.95944444445,35.8681111111,26.9003333333,28.2991111111,18.3398888889,6.67033333333,7.49422222222,4.43655555555,29.8352222222,15.9123333334,26.4191111111,6.95677777778
362.75,8.822,35.7867777778,26.7721111111,28.1694444445,18.233,6.55488888889,7.39144444444,4.34722222222,29.8105555556,15.833,26.3363333333,6.84722222222
363.11,8.72355555556,35.7397777778,26.814,28.1421111111,18.1376666667,6.44266666667,7.29677777778,4.273,29.7508888889,15.7407777778,26.225,6.75566666667
363.48,8.67511111111,35.659,26.695,28.1125555556,18.0984444444,6.38911111111,7.21322222222,4.23311111111,29.7633333333,15.7368888889,26.1306666666,6.73922222222
363.84,8.72911111111,35.6261111111,26.6883333333,28.013,18.0536666667,6.42144444444,7.23044444444,4.22755555555,29.7846666667,15.7577777778,26.0673333333,6.69955555556
364.20,8.61955555556,35.606,26.6361111111,27.9011111111,17.9605555556,6.39711111111,7.14866666667,4.15655555556,29.7607777778,15.7438888889,26.0257777778,6.60311111111
364.57,8.73788888889,35.7311111111,26.7685555556,28.0228888889,18.1341111111,6.53944444444,7.26366666667,4.24522222222,29.906,15.9524444445,26.0896666667,6.72855555556
364.93,8.79088888889,35.7213333333,26.7364444444,27.9971111111,18.1565555556,6.545,7.25911111111,4.29622222222,29.8925555556,15.9831111111,26.0992222222,6.734
365.29,8.68988888889,35.712,26.7038888889,27.9644444445,17.9955555556,6.38122222222,7.12,4.14611111111,29.8836666667,15.9477777778,26.0422222222,6.60544444444
365.66,8.61488888889,35.5972222222,26.5937777778,27.8308888889,17.86,6.28166666667,7.03433333333,4.05588888889,29.8082222222,15.8561111111,25.9186666667,6.51755555556
366.02,8.50388888889,35.6885555555,26.5786666667,27.8374444444,17.7875555555,6.16377777778,6.92511111111,3.94666666667,29.883,15.8774444445,25.9118888889,6.47211111111
366.38,8.50766666667,35.7,26.5258888889,27.7865555556,17.7624444444,6.14,6.90833333333,3.88744444445,29.9034444444,15.919,25.8808888889,6.49655555556
366.75,8.66566666667,35.8682222222,26.6742222222,27.8897777778,17.8526666667,6.27711111111,7.07188888889,3.99333333333,29.9966666667,16.109,25.9194444444,6.626
367.11,8.65466666666,35.8752222222,26.5637777778,27.8393333334,17.7384444444,6.25144444444,7.10855555556,3.95644444445,29.9626666667,16.0808888889,25.9081111111,6.587
367.47,8.77888888889,35.9777777778,26.6645555556,27.8295555556,17.7823333333,6.31744444444,7.234,4.02555555556,30.0688888889,16.184,26.0151111111,6.683
367.84,8.71011111111,35.8211111111,26.5202222222,27.7794444445,17.5811111111,6.24977777778,7.19333333333,3.89877777778,29.9195555556,16.093,25.8566666667,6.656
368.20,8.69033333333,35.7086666667,26.397,27.7636666667,17.4322222222,6.15422222222,7.12611111111,3.84911111111,29.7905555556,16.0143333333,25.6373333333,6.6
368.56,8.68966666667,35.5427777778,26.2096666667,27.5701111111,17.2305555556,6.08611111111,7.07255555556,3.85877777778,29.6864444445,15.9074444444,25.4831111111,6.566
368.93,8.68011111111,35.5577777778,26.2238888889,27.544,17.1654444444,6.07222222222,7.11655555555,3.85966666667,29.7183333334,15.8932222222,25.4934444445,6.53666666667
369.29,8.80155555556,35.5715555556,26.1816666667,27.5594444444,17.2278888889,6.18933333333,7.23366666667,3.99477777778,29.7562222222,15.9984444445,25.5073333333,6.62944444444
369.65,8.88555555555,35.5834444445,26.2098888889,27.6934444444,17.1977777778,6.31844444444,7.34677777778,4.10811111111,29.7498888889,16.1317777778,25.5172222222,6.61766666667
370.01,8.89955555556,35.3665555556,25.9533333333,27.5585555556,17.0196666666,6.23566666667,7.264,4.06055555556,29.5332222222,16.0042222222,25.2426666667,6.48422222222
370.38,8.95411111111,35.3773333333,25.8914444444,27.5528888889,16.9511111111,6.27488888889,7.31044444444,4.131,29.5385555556,16.1008888889,25.2271111111,6.44722222222
370.74,8.90211111111,35.2202222222,25.6862222222,27.4772222222,16.7921111111,6.21411111111,7.22333333333,4.08533333333,29.3801111111,16.0577777778,25.0933333333,6.40644444445
371.10,8.99044444444,35.1458888889,25.6182222222,27.4296666667,16.7592222222,6.264,7.22788888889,4.21966666667,29.4078888889,16.1246666667,25.0444444444,6.47933333333
371.46,8.98477777778,35.0047777778,25.4143333333,27.371,16.5395555556,6.23966666667,7.14255555555,4.21733333333,29.2112222222,16.0878888889,24.8034444445,6.441
371.83,9.10811111111,34.9882222222,25.3241111111,27.3432222222,16.5656666667,6.30044444444,7.21711111111,4.32866666667,29.2044444445,16.1611111111,24.7095555556,6.50488888889
372.19,9.27422222222,34.9986666667,25.2808888889,27.2816666667,16.593,6.46644444445,7.41688888889,4.49677777778,29.2615555556,16.2854444445,24.7682222222,6.65577777778
372.55,9.35022222222,34.9628888889,25.1587777778,27.2661111111,16.5481111111,6.47944444445,7.46266666667,4.534,29.2251111111,16.3575555556,24.7245555555,6.63855555556
372.92,9.50766666664,34.9477777778,25.0387777778,27.2432222222,16.5412222222,6.64788888889,7.59366666667,4.70722222222,29.2172222222,16.4305555556,24.6131111111,6.824
373.28,9.43222222222,34.754,24.8343333333,27.0054444445,16.3107777778,6.55533333333,7.50711111111,4.60155555555,28.9746666667,16.2843333333,24.3832222222,6.74255555556
373.64,9.40933333333,34.5435555556,24.5686666667,26.7774444444,16.173,6.56366666667,7.52211111111,4.58266666667,28.9074444445,16.2041111111,24.1293333333,6.77144444445
374.00,9.34444444443,34.3815555556,24.3976666667,26.5631111111,16.0131111111,6.511,7.52155555556,4.55266666667,28.7905555555,16.1498888889,23.9458888889,6.74455555556
374.37,9.34822222222,34.1632222222,24.1938888889,26.456,15.8313333333,6.51933333333,7.57322222222,4.54011111111,28.6504444444,16.0967777778,23.7492222222,6.74666666667
374.73,9.41877777777,34.057,24.0581111111,26.276,15.6731111111,6.60022222222,7.61566666667,4.52155555555,28.607,16.0551111111,23.5954444445,6.77744444445
375.09,9.46766666667,33.9368888889,23.8718888889,26.1856666667,15.5462222222,6.67044444444,7.732,4.52933333333,28.4983333333,16.0964444444,23.409,6.81733333333
