wavelength,Back_HemGuim,Belly_HemGuim,Breast_HemGuim,Crissum_HemGuim,Crown_HemGuim,DorTail_HemGuim,Patch10_HemGuim,Patch11_HemGuim,Rump_HemGuim,Throat_HemGuim,WingTip_HemGuim
192.85,127.189533333,130.065266667,170.196066667,181.437933333,132.941133333,152.4184,143.006533333,157.254933333,124.8366,126.797333333,162.352866667
193.23,136.0282,142.127666667,184.397133333,188.085066667,154.8936,162.127733333,153.333266667,167.943333333,127.234066667,135.177266667,165.6738
193.61,155.111133333,164.7408,198.666733333,201.925866667,178.814733333,181.481333333,174.666666667,181.333466667,141.037066667,144.148066667,184.0
193.99,202.666666667,223.555533333,272.666866667,276.444466667,254.8888,259.3334,229.5556,248.666666667,183.777733333,194.444466667,257.555666667
194.37,222.5286,256.551733333,307.586266667,295.6324,277.471266667,289.884933333,263.448266667,269.6552,201.839,222.758666667,281.149533333
194.75,165.397,194.761933333,220.952333333,218.888866667,199.682466667,203.809466667,196.031666667,195.5556,142.539666667,160.952466667,203.333333333
195.13,150.666666667,170.0,197.466666667,192.933333333,178.4,179.2,169.866666667,172.533333333,128.133333333,141.733333333,180.4
195.51,151.7392,183.768133333,207.826,202.463866667,183.768066667,188.985533333,174.4928,174.202866667,132.608666667,143.7682,193.188466667
195.89,152.272666667,188.0304,195.757533333,194.545533333,178.484866667,186.515133333,164.848333333,168.030266667,123.636333333,144.393933333,184.999933333
196.27,197.657666667,240.360333333,240.0,243.243,227.3874,234.4144,197.4774,210.810733333,154.054133333,191.5316,235.1352
196.65,179.4074,218.963,211.851866667,217.481466666,208.740733333,214.963,179.4074,183.407333333,142.518466667,176.444466667,213.036866667
197.03,150.9804,189.150266667,183.398666667,185.359466667,178.562266667,182.091466667,154.640533333,159.477066667,115.425,151.372533333,185.882333333
197.40,126.303,165.091,161.939466667,164.7274,150.1818,162.060666667,142.1818,139.393866667,99.6363999999,126.908933333,168.969666667
197.78,121.333333333,158.777733333,156.5556,156.8888,143.999933334,158.6666,135.6666,135.7778,103.888933333,127.7778,162.777666667
198.16,103.75,129.583333333,130.0,129.583333333,119.083333333,126.166666667,115.666666667,112.833333333,87.75,111.5,133.833333333
198.54,98.3150000001,116.849866667,120.219733333,126.593333334,112.2344,116.483533333,103.882733333,108.131866666,83.2966,104.1758,125.201466667
198.92,104.324333333,134.414466667,137.117066667,147.387466667,128.198266667,133.963866667,113.513533334,119.3694,90.4504,116.8468,141.261333333
199.30,110.7246,148.6958,151.304466667,163.3818,138.647266667,149.4686,127.8262,128.116066667,97.5845333334,129.758333333,153.5266
199.68,130.889,167.666666666,176.666733333,186.333333333,157.2222,178.0,143.555533333,144.1112,109.555533333,154.0,176.3334
200.06,113.421,139.298266666,154.035066667,158.1578,139.210533333,154.4736,125.350933333,123.333333333,100.350866667,130.7894,149.385933333
200.44,92.5273999999,109.7436,128.8644,131.941466667,114.652,131.3552,105.421266667,104.908333333,82.3443333335,105.7144,123.2234
200.82,90.2745333334,110.117733333,130.980333333,134.980333333,112.705933333,132.1568,108.941133333,107.686133333,80.8626666667,104.705866667,120.470533333
201.19,84.3299333333,103.642666667,120.275,125.2234,100.206066667,125.085866667,99.6563999999,100.9622,78.7627999999,96.7697999999,111.7526
201.57,92.5695333333,108.3334,124.930466667,131.458333333,103.611133333,131.1112,104.166666667,105.3472,82.7083333333,103.888933333,115.9028
201.95,83.4057999999,104.2754,121.521733333,126.5218,96.6666666666,124.637733333,98.1884,98.9129999999,72.4636666666,94.7826666665,106.086933333
202.33,82.3333333334,110.583333333,125.833333333,133.916666667,101.5,132.75,100.083333333,101.833333333,73.8333333334,95.2499999999,111.583333333
202.71,91.8974666667,124.4104,140.512733333,150.358866667,114.974333334,154.2564,114.666666667,111.4872,85.4359333335,101.7436,126.666733333
203.09,86.4614666666,113.333266667,134.153933333,139.282133334,105.846333333,146.153866667,105.9488,102.871733333,84.3077333334,94.7694,117.538333334
203.47,85.9259333333,107.301533333,131.3228,132.1694,104.3386,142.222333333,101.0582,98.8359333332,81.3756000001,92.1693333333,113.544866667
203.85,67.4317333334,86.9945333335,113.4426,117.595666667,92.022,123.060133333,82.6229999999,84.5901333335,64.0437333333,72.0218666666,96.7213333333
204.22,59.8517333333,91.4074666667,121.7778,126.814733333,89.7776666667,134.963,81.926,91.8520000001,54.8146666667,66.0739999999,105.185266667
204.60,35.2382000001,131.746066667,178.0952,187.3016,121.904733333,214.920733333,90.7936666666,113.0158,42.8572,62.2222666667,148.253866667
204.98,23.9215333332,151.372533333,186.6666,192.548933333,136.4706,242.353,78.0393333335,105.490133333,30.9804666666,50.5881333332,169.411866667
205.36,286.666666667,-726.666666667,-1023.33333333,-966.666666667,-776.666666665,-1510.0,-116.666666667,-326.666666668,296.666666667,30.0000000002,-839.999999999
205.74,-198.333333333,391.666666667,521.666666667,506.666666667,411.666666667,733.333333332,6.666666666,198.333333333,-240.0,-38.3333333334,380.0
206.12,-78.3333333335,175.0,252.5,273.333333333,242.5,345.833333334,2.49999999994,130.0,-135.833333333,0.0,225.0
206.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.87,-344.999999999,178.333333333,186.666666667,261.666666667,243.333333334,493.333333333,-219.999999999,-18.3333333334,-571.666666667,-361.666666667,110.0
207.25,-43.5087333333,79.6492666667,70.5264,95.0876666665,101.7544,160.701733333,0.3509333334,50.5263333335,-90.1754666667,-39.9999333331,62.8070666667
207.63,-41.5151999999,84.8484666667,66.9698,103.6364,94.8484666666,167.878866667,13.9393999999,57.5756666667,-71.2120000001,-34.2423333331,74.5454000001
208.01,-12.7274,117.878666667,91.2120666665,132.727333333,120.606133333,194.848533333,55.7574666667,102.7272,-43.0303999999,0.60613333334,97.8786666665
208.39,-23.8461333333,96.9230666667,66.6665999999,104.615533333,98.2050666667,154.8718,50.5128000001,76.6665999999,-49.2308,-11.7948000001,83.0770666667
208.77,-2.42433333326,82.2221333334,65.8584666667,83.0302,74.7474,124.040333333,46.6666,63.0302666667,-32.7272666667,-5.05059999994,68.0808000001
209.14,-11.1666666667,63.8333333333,49.3333333333,66.8333333333,55.0000000001,99.1666666666,32.5,49.6666666667,-26.6666666667,-6.00000000005,48.9999999999
209.52,4.56793333331,68.2716666667,53.7036666667,69.3826000001,57.6543999999,90.0,42.3457333333,54.5678666666,-3.58013333334,17.6543333334,51.3581333333
209.90,-10.5050000001,93.7374666668,62.6262666666,83.8383333333,72.5253333333,130.9092,54.7474666667,63.0302,-11.5152,14.3435333334,68.0809333334
210.28,-68.8888666666,222.222266667,147.222266667,203.888933333,155.5556,336.111,123.3334,117.222266667,-37.7778000001,21.1110666667,178.333333333
210.66,-99.0476666666,435.238066668,299.047533333,421.904866667,306.666733333,632.380933333,259.0476,216.190533333,-29.5238666668,86.6666666667,424.7618
211.03,6.66666800043e-05,228.627466667,176.078333333,231.764866667,170.9804,306.274466667,170.588266667,141.1764,43.9215333334,115.294133333,236.4706
211.41,-164.4444,1135.5556,733.333266667,1100.0,642.222199999,1346.6668,739.999933332,473.333333334,11.1111333332,473.333266667,1088.8888
211.79,-273.333333335,1673.33333333,1090.0,1536.66666667,880.0,1716.66666667,996.666666667,603.333333333,39.9999999992,706.666666665,1550.0
212.17,-43.8096000002,246.666666667,170.9524,208.095133333,124.761866667,233.809466667,131.904733333,59.5237333333,1.90473333348,101.428666666,231.4286
212.55,-2.8570666666,136.428533333,102.1428,117.142866667,84.5238666667,126.666733333,77.8571333333,44.0477333334,14.5238666667,66.6666,129.761866666
212.92,3.33333333334,112.5926,82.5925999999,102.407533333,78.7036666667,102.777866667,71.4814000001,43.7038000001,14.8148,65.9259333333,112.5926
213.30,16.1905333333,111.2382,97.5237999999,112.0,93.7143333335,111.428533333,84.1904000001,54.6667333333,11.6190666667,75.2380666666,125.714266667
213.68,28.0,101.666666667,93.8333333333,104.333333333,92.5,99.9999999999,89.1666666667,60.1666666667,19.0,72.3333333333,125.666666667
214.06,34.3435333333,71.7174,71.8180666667,83.5353333333,75.6564666667,75.2524666667,71.5152666666,51.7170666666,29.495,58.1818000001,93.9393333333
214.44,30.7936,57.7778666667,55.9522666667,67.8571333333,64.4444,62.6984,61.1109333333,45.2382666667,24.0476,48.1746,73.7301333333
214.81,23.451,48.9412,49.8039333333,59.2158,57.7254666667,56.4705333333,53.5686,41.4118666667,15.6863333333,46.2745333333,64.0
215.19,10.8601333333,44.6236666667,49.9998666667,58.0645333333,61.8279333333,54.3009999999,52.6882,36.7742,2.04313333335,44.5160666667,68.0646666667
215.57,9.6296,36.2962666667,41.3888666667,48.7037333333,54.5371333333,48.5185333333,47.5,32.4999333333,1.75906666667,39.3518666667,60.9259333333
215.95,10.2283333333,37.8081333333,39.1780666667,48.3104,53.6072666667,47.1232666667,47.7626666667,31.5981333333,0.365200000006,37.0776,59.0867333333
216.32,21.3853333333,46.5800666667,48.0518666667,60.7792,64.6754,59.8268,58.0952,44.5022666667,14.026,43.5498666667,70.5628666666
216.70,21.8666666667,64.1333333333,65.8666666665,88.1333333333,94.5333333334,86.1333333334,87.3333333333,63.6,13.8666666667,66.0000000001,96.4
217.08,29.6732,77.6470666667,78.4314666667,98.5620666667,104.836533333,96.0784,91.1111333333,71.3724666666,27.4509333333,69.8038666667,102.0916
217.46,24.5752000001,85.6208,72.9412666666,89.8039333333,102.3528,88.2352666667,90.4575333333,69.0195333333,28.2352666667,63.1372666666,103.7908
217.83,19.6227333334,85.9118666668,71.5723333333,87.9245333333,96.1007333335,88.1761333333,83.522,62.5158000001,26.9182666667,62.2640666668,96.9810666666
218.21,20.3637333333,85.5756666667,75.3939333333,80.9697333333,87.3938,85.4546,82.0605999999,63.1514666667,25.2122,59.3939333334,89.8181333333
218.59,13.4921333333,103.015866667,88.2539999998,91.2699999999,89.8414,92.8570666667,95.2380666668,70.6348666667,24.2856666667,59.0475333334,102.063533333
218.97,9.82466666666,107.193,87.5439333333,91.7543333335,89.4738000001,91.0526,98.7718666666,63.8596000001,26.1402666666,52.8069333333,108.771733333
219.34,29.3650666666,127.143,93.1746000001,102.857066667,93.4920666665,96.9841333333,99.5239333334,75.2380666667,45.0794,64.2857333333,119.841266667
219.72,36.3635333333,133.030266667,98.7880000001,109.697133333,95.6061333335,104.2424,100.151533333,83.0304666668,55.9089999999,67.7272666667,123.787933333
220.10,38.6666666666,119.1516,88.2424666667,96.0000666667,85.9393333334,89.8183333333,93.9393999999,78.5453333334,56.1212000001,66.5456000001,113.212133333
220.47,-6.66673333334,126.8572,69.3333333333,91.4287333332,66.4761333333,71.0476000001,81.3334000001,61.7143333334,23.619,51.6190666666,116.380933333
220.85,7.8014,110.070933333,62.2695333333,83.6880666667,54.3262,65.1063333333,65.9573333333,52.7658666667,29.9290666666,50.071,101.5602
221.23,-14.1271333333,101.4286,36.1904666667,74.7618666666,33.6508666667,47.1428666667,59.0475999999,35.2380666667,16.0316666667,36.1905333333,91.9046666666
221.61,-8.98546666666,90.2899333334,33.0435333333,74.7828000001,26.8116666667,46.2319333333,51.3043333333,32.6086,17.1013333334,31.1594000001,80.8696666667
221.98,-1.33333333332,93.6295333334,33.4816,74.0741333333,24.0000666667,46.8148666667,53.926,33.1851333333,20.4445333333,30.9629999999,86.5185333334
222.36,-13.926,86.2222666667,20.8889333333,62.6666666667,18.5185333333,30.3702666667,39.7036666667,17.7776666667,8.74073333333,30.9628666667,78.3703333332
222.74,-20.1551333333,79.6898666666,10.6976666667,57.5194666667,8.99219999999,18.1396,26.3566,5.73633333334,0.465133333334,23.8760666667,73.1782666667
223.11,-1.26446666666,67.3563333333,21.2645333333,54.7124666667,18.9655333334,22.4139333333,29.1952,15.6320666666,8.62066666669,23.6780666667,57.931
223.49,-4.29819999999,44.2104666667,17.9824666667,41.7542666667,13.3333333333,21.1403333333,26.0527333333,12.1052666666,6.14019999998,16.3158666667,38.2456666667
223.87,-4.21933333333,39.6624666667,18.3123333333,36.4556666667,14.3458666667,20.0,24.8102,13.5021333333,4.97879999998,14.6836,32.9112666667
224.24,-19.5833333333,19.5,0.08333333334,16.8333333333,-2.75000000001,6.58333333332,4.00000000001,-3.41666666667,-14.3333333333,-3.33333333334,9.24999999999
224.62,-3.08753333333,29.614,13.1929333333,23.5788666667,11.6492,21.2630666667,17.7544666667,8.56146666667,0.701800000006,9.47373333333,17.5438666667
225.00,-7.39126666667,22.8260666667,8.55079999999,18.116,4.34780000001,16.8839333333,12.2462666667,3.91306666668,-2.6812,2.10146666666,11.9565333333
225.38,2.35680000001,27.7440666667,18.8551333333,22.2221333333,14.1414,26.2627333334,18.9898666667,11.4477333333,7.00333333335,11.3130666667,22.3568666667
225.75,-3.71213333333,21.6666,14.6969333333,14.6212666667,7.04539999999,20.6061333334,16.3637333333,5.53033333334,-0.606066666652,9.31819999999,15.4545333333
226.13,-14.0152,11.0606,5.7576,4.46973333332,-2.12106666667,11.0606,4.77273333332,-2.65153333333,-11.2879333333,-2.50006666668,4.39393333332
226.51,-12.8986,10.2898,5.36233333334,5.65213333333,-1.08700000001,12.3189333333,1.23186666667,-1.23206666666,-10.5796666667,-8.04346666668,5.94206666667
226.88,-3.22040000001,12.4858,8.81353333333,9.83039999999,8.36173333335,19.3784666667,7.40106666667,7.51406666665,-1.2428,1.52553333333,11.3558666667
227.26,-8.88886666666,6.775,2.60166666666,3.7398,1.626,13.3332,3.3604,3.41453333334,-5.3116,-2.3848,8.50946666666
227.64,-14.9333333333,2.29333333332,-4.64000000001,-2.18666666667,-5.59999999999,4.74666666666,-2.61333333332,-0.373333333347,-14.56,-8.32,4.96
228.01,-14.1609333334,2.80466666665,-4.09186666666,-1.33326666665,-5.47119999999,2.06899999999,-5.2414,-0.91946666666,-13.2414666667,-6.39086666667,3.67806666666
228.39,-10.596,4.50333333334,-1.81026666667,1.32466666667,-4.37100000001,5.20966666666,-3.31133333333,1.63360000001,-8.34446666667,-4.10593333334,6.9758
228.76,-7.67226666667,3.12846666667,-0.297933333332,1.15460000001,-4.09679999999,5.5494,-0.968333333333,3.31459999999,-5.02806666666,-3.7616,6.85286666668
229.14,-4.21700000001,5.61246666667,2.75973333333,1.73640000001,0.682133333332,8.52713333334,1.95346666667,6.10846666667,-0.061999999998,-0.341133333334,8.99213333332
229.52,-8.07913333335,1.0452,-1.9774,-2.65533333333,-4.9152,4.03953333333,-2.8248,2.62706666667,-5.11313333333,-3.58753333333,4.03953333333
229.89,-3.44493333333,5.65066666666,1.6108,1.3382,0.495733333333,8.12880000001,0.470866666664,6.34459999999,0.247799999999,1.31353333334,7.93060000001
230.27,-1.88513333333,7.24133333333,2.27586666667,3.2414,3.81606666667,9.24140000001,2.7356,8.3218,2.345,4.32173333333,8.89653333333
230.65,-4.52146666666,3.69093333333,-1.015,0.299866666668,0.899666666665,6.02073333334,0.761266666668,6.04373333333,-0.968933333334,2.74506666667,5.55933333333
231.02,-2.0652,6.48706666667,1.39173333333,2.8282,3.2996,8.03599999999,4.21980000001,7.34013333333,2.31206666667,5.54433333333,8.23806666667
231.40,-0.985066666666,7.10193333334,1.489,3.09273333333,4.1696,9.75946666668,4.14666666666,7.99526666667,2.61166666667,5.75026666667,9.04919999999
231.78,0.906999999999,8.75273333334,2.9024,4.73913333333,5.46493333333,11.8140666667,4.87533333333,8.957,4.85266666666,6.98406666666,10.3628666667
232.15,0.262866666666,8.19579999999,1.86386666667,4.77893333333,5.3524,12.0429333333,5.11353333333,8.07660000001,4.325,6.30826666667,11.589
232.53,-1.36193333333,7.31186666666,1.43373333334,4.58780000001,5.4242,10.2508,4.0144,6.59493333334,2.93913333333,5.92586666667,11.8755333333
232.90,1.17506666667,10.9831333333,3.5252,7.09826666667,7.62586666667,11.7265333333,5.7554,8.39326666667,5.156,8.12946666666,14.7243333333
233.28,0.211266666665,10.0000666667,2.60566666667,6.38493333333,6.73706666667,8.77933333335,4.64786666667,7.53520000001,2.81693333333,7.25360000001,13.9672
233.66,0.296199999998,11.0123333333,2.54313333333,7.33326666666,7.87666666668,8.34573333334,5.58033333333,8.17286666667,3.4074,7.95059999999,15.2346
234.03,-1.476,6.4206,-0.6396,4.9938,5.0184,5.5842,3.1734,5.2644,0.4428,3.9852,13.8252
234.41,-1.23073333333,5.38453333335,-0.461466666667,4.87173333334,3.53853333334,5.30766666667,2.66666666666,4.48713333334,0.435933333334,3.2308,15.1282
234.78,4.38160000001,10.1531333333,4.14606666667,8.90453333333,7.72686666667,10.8127333333,6.00713333333,9.63486666667,5.95986666667,6.64313333333,18.6573333333
235.16,7.44446666666,12.5777333333,6.55553333334,10.7554666667,9.75546666667,12.7998666667,6.42219999999,12.7778666667,7.28886666667,8.6442,19.8667333333
235.54,8.11966666667,14.1452666667,8.3334,11.8804666667,11.4529333333,12.7350666667,6.62406666667,14.5512666667,9.20926666667,10.1708666667,20.7692
235.91,10.9218666667,15.0556666667,10.6992,13.0293333333,14.6505333333,13.6575333333,8.42966666666,16.3728,11.7932666667,12.3608,22.0467333334
236.29,13.5809333333,16.7046666667,14.0380666667,14.5904,17.6380666667,15.6381333333,11.0094666667,19.3904666667,14.5905333333,15.5238666667,24.2666666667
236.66,16.0733333333,18.4991333333,16.2303333333,16.4049333333,19.5113333333,18.1152666666,13.9616666667,21.9022666667,16.9458666667,17.8185333333,25.2706
237.04,15.9160666667,17.1728666667,15.7242,16.4223333333,18.8829333333,17.7313333333,12.8796,21.274,15.637,17.609,24.5722666667
237.41,17.0903333333,17.5875333333,16.501,18.1584666667,19.0975333333,19.8894,13.3884666667,21.7679333333,16.059,18.6188,26.2983333333
237.79,17.0156666667,17.3298,16.5969333333,17.6614666667,18.5688666667,19.7382,12.6352,21.3962,15.9336666667,17.9406666667,25.5496666667
238.17,16.22,17.1993333333,15.8245333333,17.1476666667,17.3712,19.055,12.3022666667,20.7388666667,14.8626,17.3883333333,23.9174666667
238.54,14.8844666667,15.693,14.1254666667,15.0825333333,15.2806,16.7987333333,11.1220666667,18.3828666667,12.9703333333,15.363,21.551
238.92,13.0756,14.1384,12.7858,13.3494666667,13.4782666667,14.6053333333,10.5474666667,15.9903333333,11.0789333333,14.5893333333,20.8212666667
239.29,9.45213333333,11.0958666667,9.89333333333,10.4110666667,10.411,11.5220666667,8.12780000001,12.7092666667,7.89953333333,11.2023333333,18.4017333333
239.67,8.8144,9.72093333333,8.34033333333,8.94013333333,9.20513333333,10.8369333333,7.82426666666,11.7992,7.085,10.6555333333,17.1408666667
240.04,5.73826666667,7.42753333334,5.14506666667,6.71820000001,5.9574,9.01353333334,6.06066666666,8.75566666668,4.37133333333,7.73693333334,14.5066
240.42,4.2498,6.38033333333,3.36773333333,5.4066,3.9976,8.02966666667,4.81113333333,7.17073333333,3.2416,5.77313333333,12.3712
240.79,3.58346666667,6.2482,2.89946666667,4.9208,3.2262,7.27926666665,4.39,7.2078,2.7056,4.67593333333,11.465
241.17,2.03606666667,4.60353333333,1.66673333333,3.1622,2.12606666667,6.027,3.41446666667,5.8108,1.7026,3.29726666667,9.97300000003
241.54,3.16713333333,5.43053333333,2.26333333333,3.8316,3.16726666667,6.55086666666,4.36466666667,6.74386666667,2.4796,4.23326666667,10.4518
241.92,3.73186666667,5.6156,2.51853333333,4.10593333334,3.47086666667,6.77953333333,4.7478,6.85,2.75853333334,4.68433333333,10.6174
242.29,4.2796,6.4976,3.2716,4.80653333333,4.33153333333,7.69433333334,5.22273333333,7.63573333333,3.64886666666,5.46986666667,11.5382
242.67,3.98533333333,6.21166666667,3.08753333333,4.74793333334,4.24353333333,7.69373333333,4.83393333333,7.59546666667,3.63473333333,5.08633333333,11.3098666667
243.05,3.96793333333,6.69033333333,3.35713333333,5.22546666667,4.5788,8.2504,5.27286666667,7.9952,4.19926666667,5.1362,11.6725333333
243.42,4.21,6.82506666667,3.75846666667,5.62306666667,4.72586666667,8.49006666667,5.57006666667,8.2028,4.53246666667,5.40593333333,11.8498666667
243.80,4.33193333333,6.9414,4.1488,6.16893333333,4.81826666667,8.57213333333,5.78526666667,8.26326666666,4.53793333333,5.21306666667,11.9313333333
244.17,3.84926666667,6.20746666667,3.70193333333,5.58393333333,4.25173333333,7.64746666667,5.07373333333,7.78906666667,3.73586666667,4.70513333333,11.2357333333
244.55,3.6908,5.9966,3.42266666667,5.29873333333,3.8694,7.33666666667,4.7462,7.43146666667,3.1882,4.50586666667,11.1724
244.92,3.11686666667,5.10286666667,2.7652,4.4588,3.16553333333,6.81806666667,4.06386666667,6.526,2.42426666667,4.1992,10.5518666667
245.30,3.48193333333,5.33833333333,3.2,4.6842,3.2402,6.90813333333,4.05533333333,6.551,2.76733333333,4.26153333334,10.5710666667
245.67,3.1186,4.986,3.07213333333,4.39306666667,3.00646666667,6.4612,3.64153333334,6.16713333333,2.78713333333,3.86093333333,10.2286666667
246.05,3.2954,4.8632,3.03066666667,4.51033333333,3.06426666667,6.50266666667,3.59806666666,6.00666666667,2.86666666666,3.8924,10.1933333334
246.42,3.14046666667,4.25153333333,2.57326666667,4.1166,2.55393333333,5.92586666667,3.08633333333,5.5208,2.39193333333,3.34086666667,9.69133333334
246.79,3.4432,4.43606666667,2.7412,4.29426666667,2.7908,6.08153333333,3.28726666667,5.8262,2.6276,3.66313333333,10.0533333333
247.17,3.7048,4.24546666667,2.7694,4.33513333333,2.7962,6.0232,3.1476,5.9602,2.5606,3.6484,9.99993333333
247.54,3.73413333333,4.34706666667,2.70933333334,4.19306666666,2.88533333333,6.20146666667,3.1118,6.0882,2.6308,3.6178,10.1586666667
247.92,3.14173333333,3.7874,2.01106666667,3.3736,2.27066666667,5.6596,2.4684,5.52373333333,2.00173333333,3.15733333333,9.6292
248.29,3.78626666667,4.30093333333,2.4264,3.73166666667,2.90766666667,6.291,2.90773333333,6.13973333333,2.65946666667,3.6832,10.2195333333
248.67,3.78566666667,4.23366666667,2.45426666667,3.70713333333,2.887,6.34293333334,2.9748,6.16433333333,2.81726666667,3.67993333333,10.0740666667
