wavelength,Back_HemReyf,Belly_HemReyf,Breast_HemReyf,Crissum_HemReyf,Crown_HemReyf,DorTail_HemReyf,Rump_HemReyf,Throat_HemReyf,WingTip_HemReyf
526.94,8.934,22.3893333333,22.3355,13.6046666667,8.42533333334,10.7452222222,10.2055,24.308,11.00325
527.28,8.94,22.4166666667,22.3335,13.6025,8.40333333333,10.7385277778,10.201,24.3305,10.98425
527.63,8.942,22.4475,22.3618333333,13.6208333333,8.39566666667,10.7623055555,10.20125,24.3636666667,10.972
527.97,8.9645,22.4818333334,22.4001666667,13.6273333334,8.40233333334,10.788125,10.2008333333,24.4021666667,10.97275
528.32,8.96683333333,22.4956666666,22.4266666667,13.6253333333,8.39616666666,10.7938888889,10.2058333334,24.4273333333,10.96025
528.66,8.97283333334,22.5203333333,22.4665,13.6368333334,8.38283333333,10.8008194444,10.2238333333,24.4668333333,10.981
529.01,8.95366666667,22.5083333334,22.4778333333,13.6428333333,8.35833333334,10.773625,10.209,24.4826666667,10.982
529.35,8.9695,22.5543333333,22.5271666667,13.6655,8.373,10.7957916667,10.2293333333,24.5213333334,11.00125
529.70,9.03216666666,22.6453333333,22.6098333334,13.7271666666,8.42016666667,10.833125,10.2809166667,24.591,11.055
530.04,9.05933333333,22.6788333333,22.6555,13.7641666667,8.441,10.8679861111,10.299,24.6281666667,11.0785
530.39,9.0835,22.6778333333,22.6676666666,13.7765,8.45566666666,10.8809861111,10.30075,24.6681666667,11.0805
530.73,9.07266666667,22.6786666666,22.7078333333,13.7866666666,8.43483333333,10.8827916667,10.2678333333,24.6918333334,11.0605
531.08,9.06466666667,22.699,22.766,13.7951666667,8.43633333333,10.8970138889,10.27775,24.7535,11.0605
531.42,9.07516666666,22.7518333333,22.8501666666,13.8345,8.46366666667,10.9017777778,10.2988333334,24.8295,11.08925
531.77,9.082,22.784,22.8871666667,13.8545,8.465,10.9013472222,10.3045833333,24.8903333334,11.10075
532.11,9.1135,22.8416666666,22.9438333333,13.8906666667,8.4875,10.9256111111,10.3285833334,24.9486666666,11.1265
532.46,9.14933333333,22.8786666667,22.9795,13.931,8.51633333333,10.9585416667,10.3395833333,25.0053333333,11.1455
532.80,9.17866666667,22.9645,23.0616666666,13.9643333333,8.55016666667,11.0035416667,10.3639166666,25.0746666667,11.1645
533.15,9.173,22.9965,23.0925,13.9735,8.54466666667,11.017125,10.37075,25.1048333334,11.16775
533.49,9.1735,23.0015,23.096,13.9901666666,8.52383333333,11.0028472222,10.3544166666,25.1026666667,11.164
533.84,9.17516666666,23.0471666667,23.1348333334,14.0048333333,8.52816666667,11.0131805556,10.3783333333,25.108,11.19375
534.18,9.17366666667,23.0873333333,23.1765,14.0228333333,8.52166666667,11.0235416667,10.3868333333,25.1541666666,11.19125
534.52,9.203,23.112,23.2066666667,14.0361666667,8.54183333333,11.0455138889,10.4248333333,25.1955,11.20325
534.87,9.20033333333,23.1105,23.2281666667,14.0436666667,8.54516666667,11.0546944444,10.4148333333,25.1898333334,11.19075
535.21,9.22333333333,23.1421666667,23.2478333334,14.045,8.53116666667,11.0602638889,10.4179166667,25.2273333333,11.16925
535.56,9.22933333333,23.1703333334,23.2711666667,14.0561666667,8.52666666667,11.0535277778,10.4320833333,25.248,11.1755
535.90,9.23483333334,23.231,23.3381666667,14.0786666667,8.53666666666,11.0600833333,10.44275,25.3208333333,11.18925
536.25,9.21733333333,23.2595,23.3808333333,14.0796666667,8.53,11.036875,10.4376666667,25.3526666667,11.17025
536.59,9.22916666667,23.2813333333,23.4126666667,14.1021666666,8.52566666667,11.0462777778,10.4385,25.4008333333,11.1775
536.93,9.261,23.3323333334,23.4775,14.1331666667,8.54733333334,11.0640138889,10.47725,25.462,11.2105
537.28,9.24366666666,23.3303333333,23.5173333333,14.122,8.5445,11.0767083333,10.47875,25.4971666666,11.21175
537.62,9.2325,23.3303333333,23.524,14.1251666667,8.527,11.0543194445,10.4735833333,25.5536666667,11.18375
537.97,9.24716666666,23.358,23.5693333334,14.174,8.52783333333,11.09125,10.5045833333,25.578,11.19225
538.31,9.25300000001,23.3683333333,23.5933333333,14.2086666667,8.553,11.106125,10.5293333333,25.586,11.22875
538.65,9.29100000001,23.4245,23.624,14.241,8.5795,11.1089027778,10.54925,25.6565,11.255
539.00,9.29066666665,23.4376666666,23.6795,14.2546666666,8.59616666666,11.1436111111,10.557,25.679,11.2915
539.34,9.29250000001,23.4566666667,23.775,14.2568333334,8.58866666666,11.1625277778,10.5723333333,25.7103333334,11.2595
539.69,9.28383333332,23.4506666667,23.8106666667,14.2761666666,8.57933333333,11.1622222222,10.57025,25.7006666667,11.28
540.03,9.28383333335,23.479,23.8698333333,14.2931666667,8.57866666667,11.2019861111,10.575,25.7148333334,11.3225
540.37,9.2985,23.4995,23.904,14.2828333334,8.5665,11.2188888889,10.57375,25.7071666666,11.34125
540.72,9.29100000001,23.4805,23.8655,14.2785,8.53766666667,11.2170555556,10.5305833333,25.703,11.34575
541.06,9.26250000002,23.47,23.874,14.2986666667,8.517,11.2047083333,10.512,25.6996666666,11.362
541.40,9.272,23.4895,23.922,14.3358333333,8.5285,11.246125,10.5296666666,25.7145,11.4045
541.75,9.27183333333,23.5305,23.9556666666,14.34,8.52433333334,11.2506666666,10.5223333333,25.7381666667,11.42375
542.09,9.27666666665,23.5746666666,23.9856666666,14.358,8.51866666667,11.2754027778,10.516,25.758,11.451
542.43,9.30783333334,23.6248333333,24.0638333333,14.403,8.5305,11.3069305555,10.5499166667,25.8003333333,11.51175
542.78,9.31216666665,23.6515,24.0718333333,14.43,8.52016666667,11.314375,10.5498333333,25.846,11.5005
543.12,9.3275,23.6758333333,24.0593333334,14.4606666666,8.51866666667,11.3434305556,10.53675,25.875,11.5695
543.46,9.34666666666,23.6903333333,24.0953333333,14.485,8.52333333333,11.3766666667,10.531,25.9263333334,11.587
543.81,9.35433333335,23.6946666667,24.072,14.4823333334,8.53316666667,11.3704861111,10.53025,25.9616666667,11.5825
544.15,9.37266666667,23.7113333333,24.0921666667,14.5165,8.559,11.39625,10.557,26.0338333333,11.609
544.49,9.41699999999,23.7715,24.1958333333,14.5588333333,8.60716666666,11.4347361111,10.6075,26.1166666667,11.6425
544.84,9.46216666665,23.8716666667,24.262,14.6021666666,8.645,11.482125,10.6664166667,26.21,11.6485
545.18,9.45699999999,23.8825,24.288,14.5671666666,8.61933333333,11.4532638889,10.6440833334,26.2386666667,11.634
545.52,9.49783333335,23.9105,24.3713333333,14.6053333333,8.67366666666,11.50525,10.6616666667,26.3141666667,11.67975
545.87,9.53116666666,23.938,24.4305,14.6341666666,8.68,11.5118611111,10.688,26.4115,11.69325
546.21,9.47000000001,23.9258333333,24.409,14.5985,8.6555,11.4903055556,10.63825,26.4078333333,11.65125
546.55,9.472,23.9066666667,24.4586666667,14.5528333333,8.64833333333,11.4927916666,10.62875,26.4066666667,11.67475
546.90,9.50533333332,23.9773333333,24.5606666667,14.5863333334,8.694,11.524375,10.66925,26.4693333334,11.70025
547.24,9.54500000002,24.0466666667,24.6236666666,14.5996666667,8.73533333333,11.57125,10.71775,26.5151666666,11.7685
547.58,9.558,24.0938333333,24.732,14.6223333333,8.73083333333,11.5984305555,10.7191666667,26.5311666667,11.80025
547.92,9.53099999998,24.1306666667,24.8,14.6175,8.72566666666,11.5996666666,10.6991666667,26.5458333333,11.7985
548.27,9.52766666669,24.1661666667,24.8475,14.6305,8.735,11.6187361111,10.6961666667,26.5893333333,11.816
548.61,9.52566666668,24.1755,24.9021666667,14.6436666667,8.729,11.6419722222,10.68325,26.6156666667,11.858
548.95,9.57300000001,24.2703333334,24.9588333334,14.6693333334,8.74766666667,11.6746388889,10.6768333333,26.6651666667,11.8805
549.29,9.52966666667,24.2358333334,24.9128333333,14.6436666667,8.67883333333,11.5835972222,10.65825,26.6456666667,11.814
549.64,9.49366666668,24.238,24.9266666667,14.6283333333,8.659,11.5628055556,10.6174166667,26.6076666666,11.827
549.98,9.53316666665,24.2975,25.0203333333,14.6503333333,8.68166666666,11.5878055555,10.655,26.6723333334,11.832
550.32,9.52566666666,24.3413333334,25.0858333334,14.7286666666,8.701,11.5895416667,10.6743333334,26.6995,11.844
550.66,9.52316666665,24.3456666667,25.082,14.7286666666,8.69466666667,11.5577638889,10.66375,26.7151666667,11.8105
551.01,9.46266666667,24.3535,25.066,14.6718333333,8.63533333333,11.4802916667,10.6131666666,26.7048333333,11.7525
551.35,9.48616666666,24.3931666667,25.049,14.7238333334,8.67083333334,11.5011111111,10.6705833333,26.7751666667,11.7525
551.69,9.47983333331,24.427,25.038,14.7385,8.65633333333,11.4746388889,10.6944166667,26.8056666666,11.80075
552.03,9.50000000001,24.406,25.0316666667,14.7821666666,8.65116666667,11.4634444445,10.69025,26.7753333333,11.83225
552.38,9.53666666667,24.4391666666,25.0456666667,14.728,8.6535,11.4175555555,10.68275,26.7963333333,11.77825
552.72,9.50899999999,24.4156666667,25.0765,14.7406666667,8.7035,11.4536388889,10.7159166667,26.831,11.817
553.06,9.5495,24.5461666667,25.1621666667,14.8055,8.776,11.529875,10.7869166667,26.9473333333,11.88575
553.40,9.56416666669,24.6045,25.2243333333,14.8316666667,8.7865,11.5601527778,10.8310833333,27.016,11.87025
553.74,9.60966666666,24.5831666667,25.1903333333,14.8213333334,8.77683333333,11.5662916667,10.8525833333,27.0505,11.86675
554.09,9.64166666666,24.623,25.2273333333,14.8186666666,8.7765,11.5780555555,10.8679166667,27.1036666667,11.89425
554.43,9.70716666665,24.7001666666,25.3388333333,14.889,8.84766666666,11.6723055556,10.9248333334,27.168,11.961
554.77,9.77916666666,24.7398333333,25.3955,14.9443333334,8.91016666667,11.7180972222,10.9825,27.2505,11.97575
555.11,9.8085,24.77,25.4906666667,14.9548333334,8.93333333333,11.7094583333,10.9836666667,27.2665,12.0105
555.45,9.85233333331,24.8078333334,25.5638333333,14.9515,8.94533333333,11.7493611111,10.98725,27.3318333333,11.92725
555.80,9.84933333334,24.867,25.6233333333,14.9068333333,8.942,11.7795694445,11.0126666667,27.4055,11.89525
556.14,9.89483333335,24.9196666666,25.6993333333,14.9686666666,9.04866666666,11.8849444445,11.0965,27.48,12.00075
556.48,10.042,25.0633333334,25.8208333334,15.066,9.16833333333,11.9593194444,11.2131666667,27.6371666666,12.07825
556.82,10.0601666666,25.0381666666,25.8315,15.0213333333,9.16966666666,11.9508333333,11.1921666667,27.5678333334,12.129
557.16,10.1556666667,25.1213333334,25.9068333334,15.0925,9.25016666666,12.0172638889,11.2260833333,27.669,12.1895
557.50,10.1308333334,25.1755,25.9701666667,15.1421666666,9.26933333334,12.0504027778,11.1873333334,27.6753333333,12.22375
557.85,10.1098333333,25.1986666666,25.9698333333,15.1453333333,9.23666666667,12.0320972222,11.18575,27.6968333333,12.21
558.19,10.034,25.1685,25.9016666667,15.0881666667,9.136,11.9339305556,11.1319166667,27.6638333333,12.127
558.53,10.006,25.1716666667,25.9593333333,15.0863333333,9.113,11.9335972222,11.08475,27.6651666667,12.123
558.87,9.97283333334,25.1905,25.9516666666,15.0745,9.083,11.9708333333,11.0698333334,27.664,12.12425
559.21,9.95583333332,25.2153333334,25.9813333333,15.1293333333,9.09683333333,11.9731944445,11.0810833334,27.6523333333,12.20725
559.55,9.94983333335,25.2045,25.9786666666,15.1348333333,9.10916666667,11.9719444444,11.0653333333,27.6186666667,12.26325
559.89,9.93133333334,25.1645,25.9615,15.1293333333,9.04716666666,11.9231805556,11.04325,27.5756666667,12.24675
560.23,9.89983333335,25.084,25.9111666667,15.1843333334,8.9645,11.9005972222,10.9935,27.5131666667,12.21125
560.58,9.859,25.0655,25.9665,15.2088333334,8.92783333334,11.8902222222,10.9688333334,27.5296666667,12.13975
560.92,9.82216666665,25.0223333333,25.9671666667,15.1635,8.9115,11.8554583334,10.9496666667,27.4625,12.11
561.26,9.82083333333,25.04,25.967,15.1571666667,8.88,11.8557638889,10.9818333333,27.4475,12.12975
561.60,9.827,25.0986666666,25.9731666667,15.1698333333,8.91483333334,11.8545972222,10.9926666667,27.4281666667,12.1725
561.94,9.87966666669,25.1716666667,26.0556666666,15.2075,8.98716666667,11.9235833333,11.0029166667,27.5096666666,12.2655
562.28,9.872,25.1351666667,25.9901666667,15.1783333334,8.94816666666,11.9469305556,10.99375,27.4668333334,12.3025
562.62,9.90483333333,25.1173333333,25.989,15.219,8.95216666667,11.9610833333,11.01725,27.4805,12.28675
562.96,9.93150000001,25.117,25.979,15.2376666667,8.96066666667,11.9758194444,11.0441666667,27.526,12.2615
563.30,9.96366666669,25.1631666666,26.081,15.264,8.95633333333,12.0199722222,11.0399166667,27.5901666667,12.25675
563.64,9.96316666665,25.2228333333,26.1316666666,15.313,9.00966666666,12.0661527778,11.0446666667,27.6681666667,12.29675
563.99,9.97716666669,25.3381666667,26.2066666667,15.3306666666,9.0345,12.1533333333,11.09125,27.7786666667,12.3505
564.33,10.0083333333,25.3363333333,26.202,15.3228333333,9.02283333334,12.1594305555,11.0790833333,27.7843333333,12.32525
564.67,9.99949999998,25.354,26.2281666666,15.3543333333,9.02133333334,12.1808472222,11.1005833333,27.849,12.33425
565.01,10.0156666667,25.3711666666,26.2671666667,15.3473333334,9.027,12.2157361111,11.09675,27.9216666666,12.3595
565.35,10.077,25.3886666667,26.3595,15.3978333333,9.07,12.2950833334,11.1255,28.0276666667,12.40025
565.69,10.0526666667,25.3398333334,26.3246666667,15.3898333333,9.0365,12.2774027777,11.1409166666,28.0083333334,12.37475
566.03,10.0768333333,25.4133333333,26.4338333334,15.4506666667,9.0765,12.2803333333,11.21225,28.0953333333,12.37575
566.37,10.104,25.4931666667,26.4905,15.4385,9.1115,12.3236388889,11.2186666667,28.1371666667,12.43625
566.71,10.1041666667,25.4945,26.562,15.4395,9.11383333334,12.3553055556,11.1995,28.1458333333,12.4925
567.05,10.0641666667,25.4345,26.4876666667,15.3925,9.063,12.3332638889,11.18225,28.0803333333,12.4485
567.39,10.1158333333,25.4661666667,26.5568333333,15.4063333333,9.084,12.3902777778,11.21325,28.1,12.45775
567.73,10.067,25.3841666666,26.5303333333,15.3376666667,9.03633333333,12.2893472223,11.1375,28.0295,12.39
568.07,10.0805,25.4055,26.4965,15.3345,9.05483333334,12.2908194444,11.1726666667,28.06,12.42375
568.41,10.0981666667,25.4135,26.4926666667,15.3321666667,9.0455,12.3055833334,11.1926666667,28.0963333333,12.439
568.75,10.0898333334,25.3531666666,26.513,15.3493333333,9.07566666667,12.27625,11.2048333333,28.0645,12.428
569.09,10.062,25.3206666667,26.5146666667,15.3108333333,9.0345,12.2484444445,11.205,28.002,12.36225
569.43,10.1506666667,25.3696666667,26.6398333333,15.405,9.13333333333,12.3345,11.2681666667,28.0538333333,12.43425
569.77,10.2078333333,25.4096666667,26.697,15.468,9.1775,12.4200972222,11.2994166667,28.077,12.53525
570.11,10.2316666667,25.3885,26.75,15.5116666667,9.18416666667,12.4403333334,11.34675,28.148,12.51825
570.45,10.2696666667,25.4571666667,26.7768333333,15.5481666666,9.20916666666,12.4693611111,11.3939166667,28.2398333333,12.521
570.79,10.2898333333,25.535,26.8565,15.606,9.26716666667,12.4647916667,11.4435833334,28.3465,12.5715
571.13,10.2948333333,25.5421666667,26.8485,15.6063333333,9.24766666667,12.4351944445,11.41875,28.3576666666,12.55475
571.47,10.3135,25.5651666667,26.9016666667,15.6218333334,9.26016666667,12.4808194444,11.4410833333,28.3946666667,12.58675
571.81,10.2953333333,25.5936666667,27.0028333333,15.6273333334,9.22333333333,12.4954166667,11.4474166667,28.4348333333,12.6195
572.15,10.2936666667,25.6503333333,27.113,15.666,9.24616666666,12.5090555555,11.4253333334,28.4531666666,12.6505
572.49,10.3283333333,25.7595,27.1923333333,15.7068333333,9.251,12.5553055555,11.4729166667,28.5431666667,12.70925
572.83,10.3615,25.8098333333,27.1953333333,15.751,9.31666666667,12.6292083334,11.48075,28.598,12.766
573.17,10.303,25.8096666666,27.1825,15.7136666667,9.2875,12.5981388888,11.45575,28.6231666667,12.7355
573.51,10.2591666666,25.7478333333,27.1216666667,15.6541666667,9.241,12.5377361111,11.3873333333,28.5943333334,12.634
573.85,10.1996666666,25.7631666667,27.1218333333,15.6265,9.1675,12.4882916666,11.3050833333,28.5841666667,12.59275
574.19,10.201,25.785,27.1858333334,15.6295,9.16816666667,12.5002083334,11.2885,28.5663333333,12.62325
574.53,10.199,25.7523333334,27.198,15.6221666666,9.14883333334,12.52325,11.26725,28.5496666666,12.60475
574.87,10.1615,25.7098333333,27.2163333334,15.592,9.11,12.5261527777,11.2568333333,28.5021666666,12.6465
575.21,10.1555,25.7713333334,27.3215,15.6183333333,9.12966666666,12.5566388889,11.3013333333,28.5653333333,12.67075
575.55,10.1856666667,25.7971666667,27.3688333333,15.6406666667,9.2285,12.5953472223,11.3155,28.6005,12.72175
575.89,10.2215,25.7713333334,27.3166666667,15.6201666667,9.23083333333,12.5873888889,11.3556666667,28.5893333333,12.7325
576.22,10.2391666667,25.7476666666,27.304,15.6323333333,9.25966666667,12.5880972222,11.33475,28.5633333333,12.73725
576.56,10.2273333333,25.7078333333,27.327,15.5763333334,9.21816666666,12.5090833333,11.3065,28.5246666666,12.76075
576.90,10.298,25.7513333334,27.3716666667,15.6095,9.21716666666,12.5560416667,11.35475,28.5783333333,12.81025
577.24,10.3121666667,25.7851666666,27.4635,15.6345,9.21866666667,12.5985416667,11.3930833333,28.6411666667,12.85425
577.58,10.3276666666,25.7815,27.4758333334,15.6745,9.283,12.6375555556,11.4505833333,28.6401666667,12.934
577.92,10.346,25.733,27.4688333333,15.6826666667,9.27083333334,12.6339722222,11.4668333333,28.6181666667,12.93575
578.26,10.4,25.8208333334,27.5268333333,15.7171666667,9.32366666666,12.62975,11.5325833333,28.6658333334,12.98175
578.60,10.429,25.8926666667,27.6135,15.8001666667,9.32716666667,12.6615833333,11.5709166667,28.7415,13.01
578.94,10.3861666667,25.7986666667,27.4983333334,15.7675,9.33133333333,12.6220972222,11.5303333333,28.655,12.96475
579.28,10.3973333333,25.8498333333,27.5366666666,15.8258333334,9.33383333334,12.6644305556,11.53775,28.7133333334,12.9725
579.61,10.3751666667,25.8721666667,27.5525,15.8615,9.304,12.6850972222,11.5265,28.7368333333,12.93175
579.95,10.3061666667,25.8495,27.526,15.8098333333,9.24466666667,12.6856805556,11.4825833333,28.6903333334,12.8345
580.29,10.3983333333,26.0071666667,27.6651666667,15.9505,9.37416666666,12.8125138888,11.6143333333,28.8345,12.97025
580.63,10.3545,25.986,27.6891666667,15.969,9.4025,12.8185138889,11.566,28.8286666667,12.9555
580.97,10.3588333333,26.0105,27.6675,16.0143333333,9.45616666667,12.831,11.58075,28.8141666667,13.00975
581.31,10.3573333333,26.0065,27.6826666667,15.9966666667,9.44483333333,12.8110277778,11.5731666667,28.8438333333,13.06775
581.65,10.3266666667,26.0243333333,27.7146666667,15.9665,9.45166666666,12.8234444445,11.5614166667,28.867,13.1115
581.98,10.2796666667,26.0026666667,27.7415,15.9986666666,9.434,12.8304444445,11.553,28.8903333333,13.1415
582.32,10.2243333333,25.9863333333,27.6918333333,15.9196666667,9.39516666667,12.8065694445,11.499,28.8573333333,13.079
582.66,10.2745,26.0381666666,27.7831666667,15.9038333334,9.35266666666,12.8096944444,11.49425,28.9061666667,13.09425
583.00,10.3041666667,25.9906666667,27.7945,15.9008333334,9.2805,12.8351944444,11.4873333333,28.864,13.1055
583.34,10.2725,25.9443333334,27.7878333333,15.851,9.28733333333,12.8158055555,11.4678333333,28.849,13.16125
583.68,10.373,26.0061666666,27.9635,15.9551666667,9.36066666667,12.9124305555,11.5548333334,28.976,13.304
584.01,10.2981666667,25.904,27.8586666667,15.8938333333,9.27716666666,12.9100138889,11.4985,29.0053333334,13.17125
584.35,10.2705,25.875,27.9063333333,15.846,9.2375,12.8583333333,11.504,28.9195,13.211
584.69,10.3865,25.9878333334,28.0541666666,15.9295,9.32233333333,13.0041111111,11.5988333334,29.0295,13.3125
585.03,10.4605,26.1186666667,28.2543333334,16.009,9.4055,13.1104305555,11.6706666666,29.1025,13.32225
585.37,10.4331666667,26.105,28.178,15.9705,9.37283333333,13.0790833333,11.6095,29.1205,13.2615
585.70,10.4831666666,26.0846666667,28.1313333333,15.9416666667,9.377,13.1078888888,11.6054166667,29.1,13.2115
586.04,10.5325,26.1393333333,28.267,16.0563333334,9.51333333333,13.2265555556,11.6734166666,29.2335,13.29825
586.38,10.5286666667,26.1548333333,28.3005,16.0738333334,9.53133333333,13.2486111111,11.6995,29.2591666666,13.35175
586.72,10.5266666667,26.166,28.3068333333,16.0363333333,9.555,13.2090833333,11.6725833334,29.2585,13.358
587.06,10.5525,26.2698333334,28.4141666667,16.0665,9.54783333333,13.2374722222,11.6935,29.3625,13.3565
587.39,10.5898333333,26.36,28.4326666667,16.1441666667,9.65399999999,13.2444166667,11.7745,29.4696666667,13.406
587.73,10.5726666667,26.3996666667,28.513,16.1645,9.62466666669,13.2434583333,11.7358333333,29.3795,13.44775
588.07,10.6053333333,26.5035,28.5725,16.1995,9.676,13.2915416666,11.7555,29.4476666667,13.45125
588.41,10.5295,26.4606666666,28.5595,16.1333333334,9.56733333331,13.1792222222,11.67225,29.411,13.36725
588.74,10.5398333333,26.4855,28.5015,16.1288333334,9.55433333335,13.1554861111,11.6234166667,29.4286666667,13.329
589.08,10.6143333333,26.532,28.6445,16.2303333333,9.66733333331,13.2445555556,11.72675,29.5255,13.37
589.42,10.5285,26.5421666666,28.6795,16.245,9.6015,13.2128472222,11.6513333333,29.4886666666,13.30425
589.76,10.5471666666,26.5418333333,28.5713333334,16.2183333333,9.55216666666,13.1156527778,11.6403333334,29.4541666666,13.25
590.09,10.5603333333,26.5511666667,28.6021666667,16.2748333333,9.59200000002,13.1666111111,11.6795833333,29.5083333334,13.33525
590.43,10.5483333333,26.5631666667,28.6358333333,16.3363333333,9.59033333333,13.2063194444,11.7336666667,29.5696666667,13.35525
590.77,10.5333333334,26.49,28.6311666666,16.3503333333,9.56550000001,13.2172222223,11.6821666667,29.4933333333,13.3395
591.11,10.4491666667,26.3686666667,28.5591666667,16.2361666666,9.4365,13.1306666667,11.5455833333,29.2886666667,13.223
591.44,10.4816666667,26.388,28.6336666667,16.2201666667,9.45950000002,13.1696388889,11.5989166667,29.3296666666,13.27775
591.78,10.4656666667,26.3413333333,28.5908333333,16.2255,9.4035,13.1484861111,11.5616666667,29.3535,13.23175
592.12,10.4578333333,26.3116666666,28.5735,16.2715,9.41483333334,13.1535416666,11.5595833334,29.3253333334,13.2495
592.46,10.5071666667,26.3038333333,28.6641666667,16.3418333333,9.46716666667,13.2342361111,11.6620833333,29.3733333333,13.35275
592.79,10.4646666667,26.3265,28.6731666667,16.3245,9.42033333333,13.1901666667,11.6401666667,29.3336666667,13.34575
593.13,10.569,26.4613333333,28.7755,16.4071666667,9.526,13.2883472222,11.7301666667,29.478,13.532
593.47,10.6071666667,26.502,28.9075,16.4565,9.59183333333,13.4024722222,11.8105,29.5228333334,13.63425
593.80,10.6725,26.6655,28.9116666666,16.5236666667,9.64266666665,13.4170555556,11.83875,29.5368333333,13.6295
594.14,10.7096666667,26.7138333333,28.9565,16.5195,9.70183333332,13.4241666667,11.8313333333,29.5143333333,13.65075
594.48,10.803,26.8083333333,28.9791666667,16.5593333334,9.8505,13.5003472222,11.9521666667,29.5968333333,13.73575
594.81,10.8533333334,26.8605,29.0611666667,16.601,9.89683333332,13.5475277778,11.9885833334,29.6998333333,13.78875
595.15,10.9046666666,26.8853333333,29.0755,16.69,9.96016666666,13.5658055555,12.0250833333,29.7581666666,13.83675
595.49,10.9788333333,26.9223333333,29.1251666666,16.7081666667,10.0016666666,13.5895694444,12.0511666667,29.7951666666,13.873
595.82,11.0373333333,27.0385,29.2206666667,16.7211666666,10.0928333333,13.6635972222,12.13,29.9095,13.95575
596.16,10.9851666666,27.0383333333,29.1823333334,16.6456666667,10.052,13.6368333333,12.0705833334,29.911,13.896
596.50,10.971,26.9928333333,29.1335,16.5808333333,10.0121666667,13.5921111112,12.0465,29.8736666667,13.90675
596.83,10.959,26.9485,29.1171666667,16.525,9.98166666665,13.5774722222,12.0376666667,29.8331666667,13.879
597.17,10.97,26.9715,29.142,16.4921666667,9.9745,13.5695694444,12.0146666667,29.8485,13.8425
597.51,10.9696666667,26.898,29.1673333333,16.469,10.0166666666,13.5959166666,12.0358333333,29.8585,13.892
597.84,11.0266666667,27.0048333333,29.2311666667,16.5358333333,10.0591666667,13.6914444444,12.0675833334,29.9168333333,13.89075
598.18,10.98,26.965,29.2503333333,16.4893333334,9.99233333335,13.6516666666,11.99225,29.9051666667,13.8835
598.52,10.988,26.9865,29.2361666667,16.467,9.99650000002,13.6480416667,11.9755,29.9223333333,13.86825
598.85,10.8825,26.9131666666,29.1571666666,16.3166666667,9.91716666668,13.5533888888,11.8585833333,29.8375,13.77425
599.19,10.8336666667,26.9246666666,29.1961666667,16.2915,9.89483333332,13.5846805556,11.89575,29.8135,13.884
599.53,10.7526666667,26.8088333333,29.0965,16.1898333333,9.79549999999,13.4703055556,11.8301666667,29.7048333333,13.75925
599.86,10.771,26.8395,29.1108333334,16.2566666667,9.86083333332,13.4686666666,11.9135833333,29.6703333333,13.81325
600.20,10.8666666667,26.9176666666,29.2303333333,16.3646666666,9.98783333335,13.5870138889,11.9545,29.7768333333,13.86925
600.53,10.8931666666,27.0195,29.3608333333,16.4916666666,10.0721666667,13.6517638889,11.99575,29.9218333334,13.901
600.87,10.8575,26.9846666666,29.3131666666,16.4876666667,10.0335,13.6102777777,11.9576666667,29.8426666667,13.88175
601.21,10.8146666666,27.0281666667,29.3185,16.4851666666,9.99666666665,13.6040138889,11.9145833333,29.8786666667,13.75225
601.54,10.7701666666,26.956,29.2678333333,16.4778333333,9.94699999998,13.5545138888,11.8944166666,29.9011666666,13.6735
601.88,10.734,26.9873333334,29.2486666667,16.4868333333,9.92150000002,13.5353472222,11.8481666667,29.899,13.6415
602.21,10.7023333333,27.0106666667,29.2416666667,16.4648333334,9.86066666667,13.5167222222,11.82325,29.8785,13.62875
602.55,10.8203333333,27.1286666667,29.3911666667,16.6115,9.9575,13.6452916667,11.9354166667,29.9983333333,13.74975
602.88,10.8576666667,27.151,29.3573333333,16.6748333333,9.99133333333,13.6285972222,11.935,30.0203333333,13.68925
603.22,10.896,27.2418333334,29.4515,16.7815,10.0646666667,13.7109305556,11.9734166667,30.1271666667,13.77775
603.56,10.8358333333,27.1805,29.4135,16.7128333333,9.97683333333,13.6458472222,11.8405833333,30.0965,13.68975
603.89,10.8525,27.193,29.4418333333,16.7368333333,9.94600000002,13.67075,11.8554166667,30.0621666667,13.689
604.23,10.8795,27.1446666667,29.4355,16.7048333334,9.96066666665,13.7102638889,11.8890833333,30.0306666666,13.742
604.56,10.9358333334,27.2073333334,29.4876666667,16.7053333333,9.98266666667,13.7298194445,11.9431666667,30.0935,13.7815
604.90,10.9323333333,27.184,29.5063333333,16.6845,9.96066666667,13.7172361112,11.9394166667,30.1288333333,13.8495
605.23,10.9123333334,27.1878333333,29.4906666667,16.6346666666,9.93099999998,13.6887222222,11.921,30.0895,13.89025
605.57,10.9851666667,27.2246666667,29.5726666667,16.7163333333,10.0243333334,13.7325,12.0574166666,30.1165,13.92025
605.90,11.0806666667,27.2746666666,29.667,16.8033333334,10.1091666667,13.8394861112,12.1646666667,30.2103333334,14.04225
606.24,11.0523333333,27.2691666667,29.652,16.8211666667,10.1075,13.8145833334,12.153,30.239,14.037
606.58,11.04,27.3113333333,29.7418333333,16.8395,10.144,13.88375,12.19675,30.2971666667,14.08075
606.91,11.0405,27.304,29.7035,16.7926666666,10.115,13.8299166667,12.173,30.2398333333,14.082
