wavelength,Back_CneRubm,Belly_CneRubm,Breast_CneRubm,Crissum_CneRubm,Crown_CneRubm,DorTail_CneRubm,Rump_CneRubm,Throat_CneRubm,WingTip_CneRubm
329.51,6.19736666666,16.9651333333,16.4926333333,15.0431333333,6.98086666667,7.582,7.62912,16.1914666667,8.89226666667
329.88,6.12613333333,16.965,16.4496666667,14.9543,6.9052,7.34683333333,7.51853333334,16.037,8.81100000001
330.24,6.02597777778,16.8776666667,16.4555666667,14.9875666667,6.77613333333,7.2106,7.3708,15.9599333333,8.69393333333
330.61,5.82516666667,16.8563333333,16.3604666667,14.8471666667,6.6044,7.0177,7.22802666666,15.7993333333,8.56786666667
330.98,5.44202222222,16.6291333333,16.1482,14.6161,6.2792,6.71586666667,6.90280666667,15.5256666667,8.24873333333
331.34,5.46534444445,16.698,16.1565333333,14.5896333333,6.2448,6.65103333333,6.90443999999,15.5108,8.21293333334
331.71,5.33124444444,16.7112,16.1042333333,14.5637,6.12546666667,6.51923333333,6.73271333333,15.3963333333,8.1194
332.08,4.99128888889,16.4241333333,15.9714,14.3887333333,5.71466666667,6.2096,6.37812,15.1801333333,7.72486666666
332.44,5.02402222222,16.6534666667,16.1074,14.4904333333,5.75333333333,6.38956666666,6.51037333333,15.3909333333,7.76406666667
332.81,4.88123333333,16.5730666666,15.9947,14.3761,5.656,6.2623,6.39832666667,15.3794,7.6446
333.18,5.15722222222,16.8928,16.2433,14.7038666667,5.90873333333,6.49766666667,6.69555333333,15.6273333333,7.96846666667
333.54,5.17466666667,16.9965333334,16.3999666667,14.8171333333,5.9486,6.52723333333,6.73291333333,15.6931333333,7.94753333333
333.91,5.33892222222,17.2044666667,16.5828,15.0575666667,6.0778,6.79893333333,6.93096,15.9127333333,8.05913333333
334.28,5.21336666667,17.1174,16.5611333333,14.9271666667,6.04273333333,6.74833333333,6.83793333333,15.8017333333,7.926
334.64,5.25011111111,17.0684666667,16.6243,15.0193333333,6.0762,6.6915,6.81160000001,15.823,7.87146666667
335.01,5.44004444445,17.1606,16.7592666667,15.1238,6.17,6.7124,6.90527999999,15.955,8.03253333333
335.38,5.22364444445,17.0692,16.6468,15.0833666667,5.921,6.56353333333,6.71718000001,15.7720666667,7.89713333333
335.74,5.32536666667,17.2228666667,16.8136,15.23,5.9984,6.74853333333,6.81895333334,15.9062,7.91926666667
336.11,5.39743333333,17.3132,16.8120666667,15.2828,6.0572,6.7782,6.90623333333,15.951,7.92946666667
336.47,5.33106666667,17.2561333333,16.7439,15.1940666667,5.9038,6.6756,6.76384000001,15.8301333333,7.7568
336.84,5.22956666667,17.3160666667,16.7783,15.2304666666,5.83213333333,6.59746666667,6.69807333333,15.745,7.62893333333
337.21,5.04628888889,17.1782,16.7368,15.0297333333,5.6414,6.47216666667,6.5081,15.5858666666,7.37273333333
337.57,5.04606666667,17.2138666667,16.7107666667,14.9852333333,5.5924,6.4549,6.50367333333,15.557,7.3398
337.94,4.92687777778,17.2280666666,16.7532,14.9317,5.50853333333,6.3247,6.43084,15.4928,7.32126666667
338.31,4.89448888889,17.3258666667,16.7684666667,15.0098,5.4348,6.22256666667,6.37039333333,15.4273333333,7.27153333333
338.67,4.70701111111,17.2765333333,16.7080666667,14.8843,5.2564,6.0901,6.19576,15.2657333333,7.09073333333
339.04,4.53091111111,17.2061333333,16.6002333333,14.8013333334,5.12286666667,5.9962,6.03950666667,15.131,6.83793333334
339.40,4.57233333333,17.2888,16.7033333333,14.9067666667,5.11126666667,6.03763333333,6.03344666667,15.2791333333,6.80033333333
339.77,4.46636666667,17.1368,16.5735666667,14.7447333333,4.91233333333,5.7898,5.90264666666,15.1189333333,6.6458
340.14,4.7195,17.3864666667,16.7424666667,14.9949333333,5.103,5.96223333333,6.13150666667,15.3696666667,6.81926666667
340.50,4.65421111111,17.3483333333,16.6860333333,14.9635666667,5.0302,5.8193,6.08680666666,15.3295333333,6.77366666667
340.87,4.67376666667,17.3955333333,16.6554333333,14.9518333333,4.98853333333,5.75603333333,6.05336,15.3222666667,6.73873333333
341.23,4.70588888889,17.5128666667,16.6371333333,15.0722666667,4.99233333333,5.6904,6.07016666667,15.3235333333,6.75473333333
341.60,4.7148,17.5466666667,16.6676666667,15.1214333333,4.9476,5.6913,6.06351333333,15.2975333333,6.73953333333
341.96,4.8346,17.6067333333,16.7436,15.2137333333,4.95693333333,5.74416666667,6.08634666666,15.3530666667,6.7474
342.33,4.75085555556,17.5597333333,16.6844666667,15.1163333333,4.88253333333,5.7036,5.99712,15.3090666667,6.6732
342.70,4.85773333333,17.6394666667,16.7582,15.1385666667,4.9032,5.769,6.04942666667,15.4291333333,6.74586666667
343.06,4.91658888889,17.8003333333,16.8610333333,15.235,4.91746666667,5.74396666667,6.08509333333,15.5456,6.80546666667
343.43,4.87916666667,17.7614,16.8616666667,15.1985,5.01286666667,5.7376,6.0764,15.4930666666,6.82166666667
343.79,5.05437777778,17.9430666667,17.0535,15.3778,5.1964,5.89673333333,6.21916,15.6918,6.94593333333
344.16,5.02528888889,18.044,17.1827333333,15.3937,5.19946666667,5.9493,6.25071333333,15.6826666667,6.95973333333
344.52,5.16008888889,18.2047333333,17.3821,15.5310333333,5.34353333333,6.0611,6.36310666667,15.8688666667,7.05653333333
344.89,5.30947777778,18.3654666667,17.6215,15.7201,5.483,6.25463333333,6.50305333333,16.066,7.16913333333
345.25,5.16323333333,18.2756666667,17.4887,15.5895,5.33093333333,6.17386666667,6.35,15.9342,6.9926
345.62,5.10116666667,18.3061333333,17.4860666667,15.6476333333,5.30246666667,6.13546666667,6.29554666667,15.9307333333,6.95473333333
345.99,5.0754,18.3635333333,17.5700333333,15.6122333333,5.3798,6.1513,6.29946666667,16.0423333333,6.9682
346.35,5.16555555556,18.5344666667,17.7226666667,15.7856666667,5.43806666667,6.2115,6.41804,16.2587333333,6.9992
346.72,5.0527,18.5334666667,17.6674,15.7803333333,5.42133333333,6.1437,6.40285333333,16.2084666667,6.90226666667
347.08,5.14036666667,18.5914,17.7926,15.8878666667,5.54166666667,6.25443333333,6.51398,16.2774666667,6.96866666667
347.45,5.22541111111,18.724,17.8676333333,15.9093,5.59153333333,6.27693333333,6.59173333333,16.3648666667,6.96953333334
347.81,5.21025555556,18.7929333333,17.9592,15.9241,5.64566666667,6.3015,6.65318,16.3638666667,7.02546666667
348.18,5.1375,18.7549333333,17.8926666667,15.9406333333,5.5754,6.23173333333,6.54102,16.349,6.94313333333
348.54,5.16426666667,18.9112,17.9276666667,16.0653333333,5.61133333333,6.29663333333,6.59188666667,16.4017333333,6.9526
348.91,5.08597777778,18.8822,17.9017666667,16.0554333333,5.51266666667,6.20186666667,6.56265333333,16.3994666667,6.90893333333
349.27,5.20357777778,19.0847333333,18.1650333333,16.2814,5.6182,6.27213333333,6.73080666667,16.6378666667,7.0882
349.64,5.3407,19.1858666667,18.375,16.3820666667,5.75846666667,6.4117,6.87206666666,16.8022,7.23873333333
350.00,5.41684444444,19.2832,18.4469,16.5550333333,5.7582,6.40216666667,6.89380000001,16.805,7.26526666667
350.37,5.46474444444,19.3407333333,18.4757,16.5622666667,5.78133333333,6.42463333333,6.91913333333,16.7979333333,7.3326
350.73,5.71082222222,19.5768666666,18.7689666667,16.7806,5.98173333333,6.60803333333,7.07426666667,17.0202666667,7.56433333333
351.10,5.7405,19.6478666667,18.7562333333,16.7931,6.0014,6.59986666667,7.08345333333,17.07,7.58866666667
351.46,5.87437777778,19.8207333333,18.9473,16.9385666667,6.0918,6.71736666667,7.18114666667,17.2316,7.7394
351.83,5.82095555555,19.7874666667,18.8121666667,16.9037333333,5.99846666666,6.6308,7.04096666667,17.1862,7.65753333333
352.19,5.71266666667,19.7147333333,18.7216333333,16.7441333333,5.9366,6.5111,6.94721333333,17.0704666667,7.54613333333
352.55,5.75207777778,19.7644666667,18.8396,16.8138333333,6.00106666667,6.53653333333,6.97740666667,17.1816,7.65506666667
352.92,5.9029,19.9880666667,19.0374333333,16.9787,6.1736,6.70863333333,7.12086000001,17.3436,7.8468
353.28,5.94113333333,20.0565333333,19.1419666667,16.9747,6.23426666667,6.74186666667,7.13637333333,17.4157333333,7.8564
353.65,5.82237777778,20.008,19.0128333333,16.8912,6.11506666667,6.60416666667,6.98030666666,17.4060666667,7.68433333333
354.01,5.62617777778,19.8834666667,18.8252666667,16.7397666667,5.94446666667,6.42353333333,6.85333999999,17.3426666666,7.51786666667
354.38,5.60738888889,19.9084,18.8342,16.7617,5.94626666667,6.37813333333,6.79326,17.4156666667,7.46886666667
354.74,5.59038888889,19.88,18.7786666667,16.7890333333,5.94066666667,6.37263333334,6.79618,17.4744666667,7.42853333333
355.11,5.47207777778,19.7586,18.7139666667,16.7692,5.8668,6.2791,6.68654666667,17.4314666667,7.36386666667
355.47,5.38596666667,19.6467333334,18.6048,16.6871666667,5.78406666667,6.20893333333,6.59232666666,17.3480666667,7.25133333333
355.83,5.52006666667,19.8357333333,18.8747333333,16.8606333333,5.92213333333,6.36003333333,6.78309999999,17.5867333333,7.38046666667
356.20,5.70112222222,19.9407333333,19.0250666667,17.0614333333,6.07733333333,6.5237,6.96407333334,17.7767333333,7.5474
356.56,5.58518888889,19.7705333333,18.7915666667,16.9222333333,5.90186666667,6.32776666667,6.81180666666,17.5697333333,7.33253333333
356.93,5.41302222222,19.5729333333,18.5515,16.7555333333,5.7476,6.15496666667,6.65144,17.4264666667,7.10753333333
357.29,5.42724444445,19.5660666667,18.5120666667,16.7646666667,5.779,6.1785,6.67742666667,17.4195333333,7.09833333333
357.66,5.54545555556,19.6484666666,18.6167333333,16.8539333333,5.89993333333,6.2457,6.80957333333,17.5198666667,7.1914
358.02,5.74405555555,19.778,18.799,16.988,6.1034,6.43823333333,6.98009999999,17.6722,7.38366666666
358.38,5.91946666667,19.93,18.9777,17.1590666667,6.2768,6.64673333333,7.19275333334,17.8462666667,7.5834
358.75,5.8389,19.9075333333,18.9096,17.0946,6.20926666667,6.5577,7.13661333334,17.7726,7.5146
359.11,5.8581,19.9484,19.0105,17.0602333333,6.21493333333,6.6172,7.17904666667,17.7935333333,7.4652
359.48,5.92392222222,20.0338666667,19.1184333333,17.142,6.28653333333,6.69033333333,7.24542666667,17.8479333333,7.5774
359.84,5.78826666666,19.8708666667,18.8971333333,17.0193666667,6.1744,6.59916666667,7.12764666667,17.7013333333,7.50573333333
360.20,5.65885555555,19.8480666667,18.8152666667,16.9517666667,6.08933333333,6.5205,7.00394666667,17.7168,7.39473333333
360.57,5.76125555556,19.9699333333,18.9687666667,17.0937666667,6.281,6.64486666667,7.15654,17.912,7.58513333333
360.93,5.82091111111,20.033,19.0211666667,17.1461666667,6.36326666667,6.7194,7.23548,17.9862,7.69186666667
361.29,5.8089,20.0124666667,18.9881,17.1572,6.35733333333,6.69553333333,7.2403,18.0080666667,7.70973333333
361.66,5.79871111111,19.9924,18.9770666667,17.1610333334,6.36193333333,6.70726666667,7.24433333334,18.0196666667,7.73913333333
362.02,5.77464444444,19.9762666667,18.8780333333,17.1280333333,6.37173333333,6.73756666667,7.22388666666,18.0166,7.7136
362.39,5.72081111111,19.9159333333,18.818,17.0474333333,6.36353333333,6.70426666666,7.17274000001,17.9865333333,7.69026666667
362.75,5.75113333334,19.935,18.8201,17.0721,6.42386666667,6.77336666667,7.21348,18.0799333333,7.75886666667
363.11,5.7652,19.9519333333,18.7965333333,17.0798333333,6.47053333333,6.81446666667,7.22573333333,18.1439333333,7.83953333333
363.48,5.62387777778,19.8062,18.6687333333,16.9571333333,6.3612,6.67626666667,7.12145333333,18.1001333333,7.7074
363.84,5.61833333333,19.8255333333,18.6653666667,16.952,6.38993333333,6.66173333333,7.14698666666,18.1571333333,7.67033333333
364.20,5.64952222222,19.7864666667,18.6688666667,16.945,6.4046,6.6238,7.19609333333,18.1328,7.71026666667
364.57,5.63265555556,19.7368,18.5668,16.8589333333,6.33533333333,6.61463333333,7.14752,18.1116666667,7.63706666667
364.93,5.63737777778,19.6838666667,18.5424333333,16.7964666667,6.329,6.64173333333,7.12051333334,18.0809333333,7.62646666667
365.29,5.67243333333,19.6785333333,18.5077,16.7734,6.38213333333,6.68456666667,7.12926666666,18.1084,7.66933333333
365.66,5.56598888889,19.5198666666,18.3409666667,16.6350666667,6.2856,6.5695,7.01013999999,18.0075333333,7.547
366.02,5.5208,19.4740666667,18.3360333333,16.5662666667,6.23926666667,6.5223,6.96506666667,17.9715333333,7.4884
366.38,5.38964444444,19.2454,18.1325333333,16.4374666667,6.10353333333,6.33563333333,6.83414666666,17.8664,7.32813333333
366.75,5.38834444444,19.1970666667,18.135,16.4155,6.11553333333,6.31366666667,6.82369999999,17.9023333333,7.29146666667
367.11,5.43802222222,19.2142666667,18.0798333333,16.4660333333,6.16486666666,6.29273333333,6.87792,17.9615333333,7.29933333333
367.47,5.56613333333,19.2791333333,18.0781333333,16.5619,6.3142,6.40216666667,7.00948666666,18.0752,7.40673333333
367.84,5.59783333333,19.2735333333,18.0613,16.5729333333,6.34926666667,6.42173333333,7.02222000001,18.1497333333,7.4192
368.20,5.63208888889,19.2649333333,18.0632666667,16.5685333333,6.43046666667,6.4834,7.06930000001,18.2202666667,7.46246666667
368.56,5.52014444444,19.1868666667,18.0181666667,16.4904333333,6.3702,6.45486666667,7.01380666667,18.1699333333,7.40553333333
368.93,5.69353333333,19.321,18.1021,16.6710333333,6.5622,6.57986666667,7.18425999999,18.4270666667,7.53653333333
369.29,5.58637777778,19.2101333334,18.0126,16.5788,6.48853333333,6.50973333333,7.08103333333,18.3996,7.43046666667
369.65,5.64336666666,19.2694,18.0407666667,16.6184,6.5948,6.6208,7.18592666667,18.5234,7.50966666667
370.01,5.62468888889,19.1736,17.983,16.6127,6.60706666667,6.57816666667,7.20446000001,18.6165333333,7.56253333333
370.38,5.71236666667,19.2014,17.9633,16.6283333333,6.66926666667,6.6643,7.27139333334,18.6915333333,7.63113333333
370.74,5.62224444444,19.056,17.8076333333,16.5360666667,6.5854,6.5645,7.18111333333,18.6327333333,7.55846666667
371.10,5.5925,18.8996666666,17.7139333333,16.4117666667,6.54246666667,6.55366666667,7.13323333334,18.6087333333,7.5268
371.46,5.54057777778,18.7801333333,17.5904666667,16.3125666667,6.51026666667,6.52496666667,7.09496666666,18.6161333333,7.49393333333
371.83,5.52768888889,18.6859333333,17.5187,16.2576,6.48526666667,6.53406666667,7.07150666667,18.6408,7.4946
372.19,5.54402222222,18.652,17.4676,16.2424333333,6.5136,6.6215,7.12090666666,18.7175333333,7.52846666667
372.55,5.64846666667,18.6444,17.4147,16.2605,6.63706666667,6.73476666667,7.19841999999,18.8436,7.6506
372.92,5.51445555555,18.3918,17.2195333333,16.0294666667,6.50553333333,6.62973333333,7.05110666667,18.7624666667,7.54626666667
373.28,5.60155555555,18.2939333333,17.0989333333,15.9991333333,6.59953333333,6.70793333333,7.11648666667,18.8434,7.6582
373.64,5.63921111111,18.2594,17.0529,15.9430333333,6.64693333334,6.7117,7.13904666667,18.9242666667,7.72566666667
374.00,5.74816666667,18.2780666667,16.9813333333,15.9226666667,6.7334,6.77436666667,7.19542666667,18.9887333334,7.78586666667
374.37,5.79977777778,18.2839333333,16.9290666667,15.8913,6.83366666667,6.86883333333,7.25507333333,19.057,7.88186666667
374.73,5.9613,18.3040666667,16.8779333333,15.9021,6.97513333333,7.02813333333,7.36052,19.1766666667,8.00366666667
375.09,5.96815555556,18.3074666667,16.8175333333,15.8744,7.04153333333,7.1059,7.39989333333,19.2200666667,8.02686666667
375.45,6.01236666667,18.279,16.7759333333,15.8686333333,7.07433333333,7.16863333333,7.41352,19.2828,8.0702
375.81,6.05572222222,18.1817333333,16.6885333333,15.7981,7.1126,7.21016666667,7.43281333333,19.3200666667,8.1196
376.18,6.01658888889,18.0176,16.4913333333,15.6780666667,7.027,7.12466666667,7.33110666667,19.2605333334,8.04426666667
376.54,5.95556666667,17.8429333333,16.3541,15.5472333333,6.9822,7.05136666667,7.27710666667,19.2482,7.95186666667
376.90,5.96294444444,17.8244,16.2502333333,15.5386666667,7.013,7.06113333333,7.30512000001,19.2925333333,7.98713333334
377.26,5.87551111111,17.6399333333,16.1023,15.3885,6.92973333333,6.9827,7.26147333333,19.229,7.87533333333
377.63,5.84001111111,17.4920666667,15.928,15.326,6.91133333333,6.9828,7.21992666667,19.1860666667,7.8286
377.99,5.80283333333,17.3949333333,15.8504666667,15.2970666667,6.9482,7.0178,7.2212,19.2353333333,7.829
378.35,5.71864444444,17.2135333333,15.6925,15.1509,6.87966666667,6.94863333333,7.14384,19.2490666667,7.7282
378.71,5.64332222222,17.0658666667,15.5705333333,15.0551333333,6.82273333333,6.90463333333,7.1125,19.257,7.68873333333
379.07,5.63097777778,16.9666666667,15.4589,15.0146666667,6.7974,6.87896666667,7.09854666667,19.3300666667,7.67366666667
379.44,5.5697,16.791,15.2798,14.8790333333,6.73326666667,6.81076666667,7.03679333333,19.3014666667,7.59493333333
379.80,5.53678888889,16.7419333333,15.1454666667,14.8197,6.71266666667,6.8124,7.00121333333,19.2971333333,7.5578
380.16,5.53016666667,16.6712666667,15.0486,14.7488333333,6.76246666667,6.83663333333,7.00376666667,19.3522666667,7.57006666667
380.52,5.58077777778,16.6454,15.0062333333,14.7491666667,6.83906666667,6.8845,7.04124,19.4096,7.64306666667
380.88,5.55596666667,16.5446,14.9270666667,14.6568333333,6.82006666667,6.8518,6.99086,19.3982666667,7.65206666667
381.24,5.62954444445,16.5716666667,14.9266,14.7110333333,6.9262,6.939,7.05278,19.51,7.75333333333
381.61,5.57816666667,16.5054666667,14.8584333333,14.6485,6.8982,6.90223333333,7.02857333333,19.5327333333,7.71533333333
381.97,5.4753,16.3278,14.6665,14.4567,6.76473333333,6.7976,6.91488666666,19.433,7.5822
382.33,5.48628888889,16.2796,14.6295,14.4605333333,6.77653333334,6.78036666667,6.93085333333,19.4508,7.58053333333
382.69,5.35771111111,16.1170666667,14.5062666667,14.2949,6.68466666667,6.6917,6.82421333333,19.3709333333,7.4632
383.05,5.27778888889,15.9324666667,14.3497333333,14.1254666667,6.63126666667,6.63096666667,6.7413,19.3008,7.43213333333
383.41,5.30431111111,15.9142666667,14.3353666667,14.1097,6.6784,6.63746666667,6.75536666667,19.3557333333,7.47633333333
383.77,5.28712222222,15.8014666667,14.2886666667,14.0495333333,6.6874,6.58183333333,6.74286,19.3809333334,7.481
384.14,5.26992222222,15.7528,14.2374333333,14.0120333333,6.68206666667,6.52363333333,6.7367,19.4212,7.49113333333
384.50,5.24105555556,15.6411333333,14.1802333333,13.9380333333,6.64533333333,6.48876666667,6.69666,19.4018666667,7.45773333333
384.86,5.1745,15.5160666667,14.0652,13.8473,6.61053333333,6.4252,6.64987333333,19.404,7.37493333333
385.22,5.15675555555,15.5069333334,13.9947333333,13.795,6.60333333333,6.39703333333,6.61690666667,19.4316666667,7.3592
385.58,5.1851,15.4485333333,13.9575333333,13.7322666667,6.6214,6.39123333333,6.61914,19.4556,7.38626666667
385.94,5.23934444445,15.4336666667,13.9403,13.7563666667,6.68613333333,6.44556666667,6.65805333333,19.5528666667,7.4598
386.30,5.22695555556,15.3744666667,13.8911333333,13.7079,6.6902,6.44926666667,6.63746666667,19.6006666667,7.4726
386.66,5.3498,15.4432666667,13.9025,13.7802333333,6.79433333333,6.5513,6.72677333333,19.7018,7.59193333333
387.03,5.42342222222,15.4668666667,13.9368666667,13.8309333333,6.8788,6.61143333333,6.78106666667,19.8069333333,7.6392
387.39,5.4196,15.3797333333,13.8274666667,13.7859,6.88486666667,6.60993333333,6.76615333333,19.7946666667,7.63986666667
387.75,5.41975555556,15.3579333333,13.7669333333,13.7487666667,6.92193333333,6.6426,6.76978,19.8690666667,7.66313333333
388.11,5.46505555555,15.3182,13.7688666667,13.7194,6.97,6.70283333333,6.79204,19.8990666667,7.69706666667
388.47,5.45037777778,15.29,13.6495,13.6531666667,6.96186666667,6.71246666667,6.79802666667,19.9385333333,7.6946
388.83,5.52736666667,15.2988666667,13.6524333333,13.6702666667,7.05433333333,6.83496666667,6.88143333333,20.0119333333,7.78346666667
389.19,5.48153333333,15.1522666666,13.5477,13.5454666667,7.014,6.8187,6.85546666667,19.9772,7.73273333333
389.55,5.51056666667,15.0852,13.4787666667,13.5223333333,7.05606666667,6.87853333333,6.89006666667,20.0338,7.75946666667
389.91,5.45854444445,14.9516,13.3589,13.4074333333,6.99966666667,6.84916666667,6.83101333333,20.0131333333,7.71246666667
390.27,5.47922222222,14.8932666667,13.2578333333,13.3235666667,7.02146666667,6.87373333333,6.83660666667,20.0294666666,7.75613333333
390.63,5.42701111111,14.7575333333,13.1147666667,13.1760666667,6.98346666666,6.80963333333,6.77404666667,19.9954,7.71453333333
391.00,5.40348888889,14.6476,12.9919666667,13.0924666667,6.965,6.78753333333,6.74673333333,19.9862666667,7.6976
391.36,5.37211111111,14.5691333333,12.8912,13.0125666667,6.95246666667,6.80563333334,6.7439,20.0252,7.7036
391.72,5.30527777778,14.3928666667,12.7531666667,12.8903333333,6.90833333333,6.73986666667,6.66962,19.994,7.62673333333
392.08,5.28235555555,14.2811333333,12.6158333333,12.8173666667,6.89326666667,6.74566666667,6.67012,20.0305333334,7.61286666667
392.44,5.21892222222,14.1181333333,12.4583333333,12.6966333333,6.866,6.68953333333,6.58148666667,20.0123333333,7.56193333333
392.80,5.13686666667,13.9452666667,12.2532333333,12.5334,6.7656,6.59086666667,6.4695,19.9518,7.47946666667
393.16,5.13194444444,13.8300666667,12.1452,12.4622,6.76773333333,6.58743333333,6.44408,19.9832,7.49153333333
393.52,5.12535555556,13.7119333333,12.014,12.3457333333,6.75533333333,6.54486666667,6.41892666667,19.9964666667,7.47906666667
393.88,5.14897777778,13.6429333333,11.9348,12.2991666667,6.80633333334,6.54456666667,6.46127333333,20.0592,7.52273333334
394.24,5.12536666667,13.5169333333,11.8130333333,12.2033666667,6.78046666667,6.54136666667,6.43032,20.0852,7.49193333333
394.60,5.13518888889,13.422,11.7375666667,12.178,6.818,6.5825,6.44795333333,20.1673333333,7.51146666667
394.96,5.11737777778,13.2803333333,11.5960333333,12.0469666667,6.8126,6.55253333333,6.40889333333,20.1542666667,7.50606666667
395.32,5.12356666667,13.1629333333,11.5123333333,11.9219,6.84,6.55396666666,6.37697333333,20.1725333333,7.48326666667
395.68,5.25254444444,13.1816,11.5065666667,11.9372333333,6.9452,6.69376666667,6.48592,20.2620666667,7.632
396.04,5.25143333333,13.0594,11.3667666667,11.8328666667,6.96626666667,6.70603333333,6.44844,20.2828666667,7.63806666667
396.40,5.33824444445,12.9802666667,11.3040333333,11.8036666667,7.02613333333,6.7809,6.50578666667,20.35,7.7232
396.76,5.41406666667,12.9039333333,11.2723,11.7722666667,7.12693333333,6.8691,6.57441333333,20.4332666667,7.7762
397.12,5.44447777778,12.8296666667,11.2059666667,11.6847333333,7.1684,6.89873333333,6.60750666667,20.4832,7.802
397.48,5.44672222222,12.7209333333,11.0945,11.6125,7.19733333333,6.95766666667,6.59826,20.5369333333,7.81286666667
397.84,5.42801111111,12.5910666667,10.9750333334,11.4804,7.18306666667,6.9581,6.52961333333,20.5259333333,7.76846666667
398.20,5.41012222222,12.4716666667,10.8678666667,11.3831333333,7.2094,6.9438,6.51133333333,20.5236,7.75873333333
398.56,5.37288888889,12.3478,10.7088333333,11.2565,7.19606666667,6.8749,6.47229333333,20.5077333333,7.73073333333
398.92,5.32795555556,12.2561333333,10.5798333333,11.1695333333,7.19606666667,6.8517,6.44859333333,20.5417333333,7.70173333333
399.28,5.30955555555,12.1937333333,10.5045666667,11.1405666667,7.21346666667,6.88536666667,6.46932,20.6050666667,7.7298
399.64,5.23335555556,12.0441333333,10.3360333333,10.9785,7.17506666667,6.80476666667,6.39637333333,20.5783333333,7.65506666666
400.00,5.2156,11.9493333333,10.2588333333,10.8715333333,7.17326666667,6.7802,6.38954666667,20.5474,7.649
400.36,5.276,11.9970666667,10.2852,10.9003333333,7.271,6.85936666667,6.46835333333,20.6880666667,7.7128
400.72,5.23171111111,11.9054,10.1914666667,10.8204,7.2478,6.79563333333,6.42124666667,20.6986,7.69906666667
401.08,5.15886666667,11.7719333333,10.0554666667,10.7271333333,7.1986,6.72346666667,6.33585333333,20.6920666667,7.66546666667
401.44,5.07061111111,11.6451333333,9.94246666668,10.6160333333,7.16446666667,6.6326,6.28567333333,20.6770666667,7.62286666667
401.80,5.04674444444,11.5738,9.87123333333,10.5825333333,7.181,6.6206,6.28781333333,20.7190666667,7.65226666667
402.16,5.0346,11.5111333333,9.82036666665,10.5410333333,7.17506666667,6.6122,6.29742666667,20.7457333333,7.67026666667
402.52,5.0469,11.4618,9.80773333335,10.5170666667,7.18386666667,6.67123333333,6.30673333333,20.7776,7.69746666667
402.88,5.07967777778,11.43,9.82046666667,10.5009333333,7.21133333333,6.7046,6.33598,20.8226,7.7486
403.24,5.04848888889,11.356,9.75813333334,10.4296666667,7.18453333333,6.65876666667,6.29774666667,20.8076666667,7.72446666667
403.60,4.97753333333,11.2377333333,9.69063333333,10.3408,7.1242,6.58973333333,6.24614666667,20.7670666667,7.65886666667
403.95,4.93955555555,11.1948666667,9.64563333333,10.3018666667,7.09133333333,6.56543333333,6.20879333333,20.7898,7.62393333333
404.31,4.80324444444,11.0375333333,9.48409999999,10.1487,6.979,6.45206666667,6.08611333333,20.6795333333,7.5208
404.67,4.75656666667,10.9842666667,9.42456666667,10.0840333333,6.94366666667,6.432,6.05233333333,20.6771333333,7.48026666667
405.03,4.74954444445,10.9589333333,9.3898,10.0421,6.94346666667,6.43676666667,6.0438,20.6648,7.4666
405.39,4.76583333333,10.9618,9.36723333333,10.0221,6.94946666667,6.45983333333,6.02318666667,20.6682,7.47086666667
405.75,4.76651111111,10.9496,9.34150000001,10.0056,6.9494,6.48066666667,6.02322,20.6553333333,7.45493333333
406.11,4.69871111111,10.8802666667,9.25803333333,9.94519999999,6.9046,6.4249,5.95928,20.6136666667,7.39553333333
406.47,4.70061111111,10.8787333333,9.25266666667,9.94763333333,6.929,6.43163333334,5.96627333333,20.6242666667,7.40253333333
406.83,4.70777777778,10.8918,9.225,9.94220000001,6.94013333333,6.4453,5.97316666667,20.6534,7.38953333334
407.19,4.66412222222,10.8346666667,9.1476,9.86736666667,6.88853333333,6.39,5.91325333333,20.6152666667,7.342
407.55,4.6681,10.8349333333,9.12106666666,9.86606666667,6.91913333333,6.4282,5.92579333333,20.6722,7.35646666667
407.90,4.66505555556,10.8070666667,9.08376666667,9.86523333333,6.92706666667,6.42906666667,5.91063333333,20.6968666667,7.36233333333
408.26,4.70763333333,10.8005333333,9.10263333333,9.87536666667,6.9546,6.45356666667,5.93054666667,20.7454666666,7.38306666667
408.62,4.74791111111,10.8204666667,9.1148,9.88380000001,7.0124,6.49833333333,5.97858666667,20.8075333333,7.4372
408.98,4.78107777778,10.8328,9.11326666667,9.92456666667,7.0578,6.5204,6.02046666666,20.8724666667,7.47546666667
409.34,4.80096666667,10.8321333333,9.13223333333,9.92973333333,7.08866666667,6.55436666667,6.06033333333,20.8991333333,7.5014
409.70,4.78214444445,10.7759333333,9.0913,9.88063333334,7.08226666667,6.52826666667,6.03547333333,20.9198666667,7.5022
410.06,4.85446666667,10.7954666667,9.12446666667,9.9026,7.16313333333,6.60286666667,6.10040666667,20.9879333333,7.5648
410.42,4.86523333333,10.7732,9.10856666667,9.85753333334,7.1746,6.58943333333,6.12270666667,21.0046666667,7.5806
410.77,4.89842222222,10.7612666667,9.12666666667,9.88263333334,7.21693333333,6.6282,6.15659333333,21.0304,7.62793333333
411.13,4.97785555556,10.8142666667,9.17643333333,9.96023333333,7.3178,6.7285,6.25956,21.1183333333,7.70206666667
411.49,5.00764444444,10.79,9.17743333333,9.95643333333,7.3268,6.74223333333,6.26438666667,21.1191333333,7.71673333333
