wavelength,Back_SalFulf,Belly_SalFulf,Breast_SalFulf,Crissum_SalFulf,Crown_SalFulf,DorTail_SalFulf,Rump_SalFulf,Throat_SalFulf,WingTip_SalFulf
194.75,89.947111111,179.166583333,131.746011905,106.349166667,164.484166667,38.888875,78.6706666665,117.361166667,136.607208333
195.13,92.1717222223,191.161583333,133.838309524,118.181916667,177.525166667,28.1565833332,64.1413749999,137.752625,147.979791667
195.51,92.5710277778,162.0155,126.522702381,107.558083333,142.442,31.3954583333,72.6745000002,117.635625,129.941875
195.89,160.416666667,320.416666667,237.55952381,189.583333333,262.083333333,12.5000000001,102.708333333,223.75,256.458333333
196.27,149.551861111,248.11825,203.187333333,170.699083333,201.612916667,47.9839166667,103.763416667,180.913916667,230.241666667
196.65,222.993944444,385.648166667,268.650916667,264.351666667,283.333416666,48.8426250002,115.509041667,238.425791667,337.037041666
197.03,-279.444444444,-921.666666668,-416.666666667,-461.666666666,-498.333333333,369.166666668,198.333333333,-287.5,-663.333333332
197.40,33.3332777777,-74.7024166667,20.6207380953,2.08333333335,9.52391666675,150.595291667,128.869083333,26.78575,-4.76200000008
197.78,42.7534722222,-22.2826666667,34.3427380952,30.0725,30.7970833334,114.40225,104.528875,48.0978333333,20.1990833333
198.16,33.3333055555,-11.7815,30.8700714286,28.4484166667,24.5689166667,97.0546249999,88.8650416667,39.0086666667,19.540125
198.54,33.9505833334,-8.79624999999,27.8219404762,36.2653333334,27.1603333333,103.240791667,97.7623750002,40.50925,23.533875
198.92,42.3333333333,-3.16666666668,33.0952380953,48.6666666667,37.0,107.166666667,115.75,47.4166666667,43.0
199.30,34.4444444444,-18.125,18.0654761905,47.9166666667,32.2916666667,128.541666667,123.75,50.4166666667,41.0416666667
199.68,26.5150277778,-21.7804166667,19.1830119047,35.7954166667,24.2424166667,110.416541667,113.447,32.57575,39.6778333333
200.06,20.9259444446,-45.2779166667,27.9365119047,31.9444999999,36.9445833334,151.388791667,155.83325,22.7777916667,52.3610833333
200.44,33.3939444443,-2.35508333324,45.4450833333,51.8115833334,55.6160833334,132.06525,129.619541667,35.8695,73.8225416667
200.82,38.5077222222,15.3595000001,52.3342857144,57.0260000001,62.4183333333,135.784291667,138.071916667,42.8105416667,82.1077916667
201.19,9.04766666667,-7.61908333325,39.2857142856,40.238,56.1904166665,163.690458333,169.047625,30.3572083334,86.7856666667
201.57,-7.04605555555,-5.69116666682,29.2973214287,26.0164166667,48.1706666666,141.057041666,138.821,31.9105833332,61.0770416667
201.95,-33.6206388891,-25.5748333333,26.8060357143,-0.5745833333,70.9770833335,194.252958334,183.764375,30.747125,67.8159583332
202.33,-1.41961111118,3.70366666666,40.7936666667,19.25925,78.5185833332,145.740458333,140.648166667,44.7222083333,71.3890833333
202.71,-9.45763888907,-6.5476666665,38.4070119048,-1.19058333333,74.6030000001,147.618958333,138.988125,26.3889166668,72.3214583333
203.09,9.19197222225,17.7272500001,46.5802380952,13.93925,77.4242500001,137.878708333,120.909,27.5758333333,71.5150833333
203.47,-7.3771111111,5.87441666667,31.7135476191,-2.32225000002,61.612,111.748583333,102.322416667,9.49454166668,52.1858333333
203.85,7.9513888889,23.2291666668,40.6398809524,6.6666666667,55.8333333333,100.520833333,92.03125,22.8645833333,48.3854166667
204.22,-1.42449999998,18.2691666666,30.9218809523,-4.16666666667,44.7649166667,89.3695833334,81.4101249999,15.545,41.2393333333
204.60,-2.52197222222,14.8025833334,32.612702381,-8.99133333333,38.2675,89.7479166667,78.3990833334,16.3378333333,34.3749583333
204.98,2.3663611111,19.856,33.9063809524,1.44050000001,41.1524166667,88.3744583334,73.4054166666,19.7530833333,33.0762083333
205.36,10.0308055556,24.16675,36.6401904763,10.463,48.3334166667,86.0185416667,69.537,23.6574166667,33.7964583333
205.74,7.83733333335,17.6588333333,33.5883452382,6.24991666668,46.6270833333,87.2518333333,65.3273333333,17.162875,34.2260833333
206.12,-19.6881944443,-5.70166666664,21.6164166666,-23.2456666666,23.0995,95.1754583333,62.7923333334,-10.2338333333,16.5935833333
206.50,-24.0402777778,-12.72725,20.4328809523,-34.5453333333,22.2726666667,100.302958333,58.9394583333,-13.257625,8.18179166668
206.87,-40.3704166667,-21.6665833334,18.9946666668,-50.9259166666,16.1111666667,119.907416667,59.9999583334,-13.2408333334,-2.77775
207.25,-52.656861111,-36.77525,9.13566666675,-60.8695833333,8.87691666668,102.626791667,45.8332916667,-16.3950000001,-13.5869166666
207.63,-13.7841111112,-5.97483333332,39.2633095239,-21.3835833333,34.7485833333,116.902375,63.679125,19.8112083332,6.8395
208.01,-16.6665555556,7.69241666667,72.436,5.12833333332,74.359,179.059958333,102.884625,42.4144583334,23.0769583333
208.39,15.7029722224,34.5238333334,91.4238333333,36.73475,93.5374999999,176.870791667,116.836833333,63.3503333334,52.3809166667
208.77,25.6642222222,49.63775,108.411214286,47.8261666666,109.96375,192.753625,137.499916666,79.9819999999,62.5905
209.14,19.7222222221,52.7083333333,118.452380952,48.125,121.25,216.875,151.5625,73.3333333333,62.9166666667
209.52,-8.43633333318,47.8394166667,130.07047619,33.0245833332,138.271666667,269.752916667,182.561833333,53.086625,56.9444583333
209.90,1.38894444458,80.6819166667,179.978380952,50.3787500001,179.92425,328.030375,233.143833333,59.4695416667,75.3789583332
210.28,40.2985277778,70.3979166667,101.40375,61.8159166667,109.7015,148.880458334,116.106958333,59.2039583333,63.3705833333
210.66,37.6623611111,68.0735833334,91.0173571429,58.658,96.5366666667,124.188375,107.03475,48.2683333333,58.8204583333
211.03,37.3015833333,61.3095,81.7055833334,53.9116666667,85.7993333334,98.4695416666,95.280625,40.9864166667,52.7209583333
211.41,33.2491666667,60.5219166668,81.1206904762,47.4746666667,80.9764166666,89.9830833333,90.8669166667,35.2272916666,47.5590833333
211.79,29.0188333334,52.1276666667,78.3688333334,43.8829166667,80.5851666667,84.5300833334,84.4414583332,28.1469166667,50.17725
212.17,25.2549444445,41.9725,65.5854761906,34.2506666667,67.4311666667,65.061125,68.2339583334,21.3302083334,43.7307916667
212.55,15.2778333333,35.119,53.6776071429,21.8749166667,56.0268333333,51.5250833333,56.9566666667,10.4539583333,31.7708333333
212.92,13.4680555556,34.1540833333,45.8964761905,20.3283333333,48.1690833334,41.0982916667,47.69575,6.31304166665,30.460875
213.30,15.6272777778,32.8798333333,42.0228690476,20.1246666667,44.7845,36.451375,44.4445,12.0182083333,29.96025
213.68,16.2250833333,35.81675,41.6115952381,21.41275,45.861,38.797,42.7152083333,14.6800833333,29.8840416667
214.06,8.29594444443,28.8288333333,32.1589523809,16.6103333333,39.3580833333,32.066375,36.0079166667,10.3040833333,22.7476666667
214.44,5.2632222222,27.1930833333,29.3321071428,14.9124166667,36.9048333333,28.9787916667,34.680625,9.55512500003,25.6578333333
214.81,8.0713333333,34.2765833333,37.1630595238,21.4624166667,44.5755,37.303625,42.531375,16.5486666667,30.817625
215.19,15.7789444444,45.1889166667,41.3228928571,23.71125,51.8899166667,52.6630833333,47.7233333333,25.4295416667,39.776625
215.57,23.8475833333,57.2695,51.6083928572,32.0921666667,58.7766666667,63.2535833333,56.69325,33.1117083333,49.42375
215.95,27.7776388889,65.391,53.7536904763,32.05775,57.14275,62.2024583333,63.9455416666,37.457625,49.2345833333
216.32,30.6560277778,72.8915,55.0486666667,29.7189166666,66.56625,75.55225,72.3394166666,45.2812500001,51.2550416667
216.70,28.2408333334,81.0605833333,61.7062023809,30.8080833333,75.7575833332,86.9317916666,78.7248750001,49.9999583332,51.5151666667
217.08,43.6325,96.6668333332,75.9707142857,43.205,91.2821666666,103.4615,96.1537499999,71.9231250001,66.4744583333
217.46,35.8623888889,92.9104166667,71.1797261904,35.0745833333,87.1890833334,94.5894583333,90.4229166667,62.8731666667,61.8779166667
217.83,33.9080277778,71.9348333333,69.116,29.6935,72.9884166667,76.9637916667,80.9387083334,54.2622916666,53.4002916666
218.21,34.3038888889,75.40175,75.4591547618,26.9076666666,76.7066666666,78.8151666668,86.0442083334,56.0241666667,52.2589583334
218.59,22.9861111111,65.7291666667,68.4970238096,14.0625,68.1249999999,71.9791666667,75.4166666668,46.25,34.1666666667
218.97,16.6066944444,53.9426666666,57.5269285713,6.63083333333,58.6916666667,64.1577916667,62.2312083333,40.7257916667,27.6432916667
219.34,2.48361111112,45.0001666667,53.8514642857,2.05883333332,56.6667500001,56.5195833333,61.0292916666,38.4805,21.6665833333
219.72,-2.32483333332,26.35875,41.3560119047,-1.268,46.6486666667,46.6485833333,51.947375,32.5179583333,15.8062083333
220.10,-0.841777777782,25.4208333333,41.3779761905,4.37708333332,51.7675833333,49.1160833333,50.084125,31.4392916666,18.5183333333
220.47,-0.356694444425,25.7645833333,41.9069404762,5.35166666668,45.795,40.2904583333,46.5978333333,29.4725833334,17.2783333333
220.85,0.198388888875,23.0654166667,38.3716785714,6.17558333334,43.9731666667,38.8765416667,48.5492083334,29.3899583333,15.1415416667
221.23,-0.414222222225,16.6665,35.9230357143,3.43575,39.4004166667,38.2310833333,45.285125,24.2690833333,10.8550833333
221.61,-6.52183333332,10.8695,36.3870476191,-2.89841666668,38.3151666667,43.6142916667,45.5615,23.686625,3.84958333333
221.98,-7.12733333333,16.9955833333,36.1685595238,0.548250000018,44.408,51.37075,53.2346666667,34.1009166667,7.34654166667
222.36,-1.87583333333,22.7273333333,41.4964404762,8.00866666666,48.0519166667,61.0930416667,57.5215833333,38.2035,15.313875
222.74,-6.48147222223,23.6841666667,44.1103333333,6.43291666666,59.21075,76.8274166667,78.508625,41.0818750001,15.2047916666
223.11,-9.57863888891,15.9484166667,32.47125,-0.143583333325,53.8791666668,63.7931666667,74.4972083333,30.1724166667,9.33916666666
223.49,-2.93641666667,18.9285,27.4660476191,3.33333333333,39.7618333333,51.250125,58.0355416667,26.96425,1.42854166667
223.87,-0.819833333315,32.78675,28.4934166667,9.97266666666,46.9945833333,56.9671249999,67.9645416666,29.371625,-8.33333250001e-05
224.24,-7.99327777779,25.5100833333,17.8813809524,-4.42175000001,38.6054166666,60.4591666667,69.6427916667,23.8094583333,-18.7926666667
224.62,-11.1757777778,21.5116666667,-3.793,1.16274999998,27.3256666667,73.2557916667,80.5233333333,13.66275,-25.29075
225.00,16.0790277778,41.827,12.637297619,20.9935833333,44.2309166667,85.5768333333,81.6507083332,34.2948333333,8.25316666666
225.38,-17.7001666667,30.4263333333,-13.6488452381,-2.13175000001,31.39525,65.6007916666,67.345,12.015625,-17.3449583333
225.75,-9.3748888889,32.4650833333,-10.7887142857,3.125,33.3334166667,56.6841249999,67.1007083334,16.4063333334,-11.8056666667
226.13,-57.4561388889,-11.8420833333,-64.0037142858,-53.7280833334,-3.28933333334,34.1009166667,40.350875,-38.5965833333,-70.7235833334
226.51,-39.6513611111,-13.562,-48.5294047619,-41.0129166666,0.163333333325,21.3235833333,31.8628333333,-26.960625,-62.9902916666
226.88,-20.60175,-0.231416666665,-23.2472380953,-16.8981666666,9.83816666669,20.9490416667,24.3055833333,-5.96054166665,-35.0113333333
227.26,-18.5035,3.22583333332,-22.0045,-17.7419166667,4.16666666668,29.0322083333,26.2095416667,-2.95691666665,-34.9462083333
227.64,-29.7840555556,-15.7408333333,-35.0529285714,-40.1234166667,-10.18525,24.074125,14.1976666667,-26.0030833333,-52.7007916667
228.01,-21.0574722222,-9.67725,-22.9070476191,-36.8278333333,-14.1128333334,22.7150833333,10.6855833333,-21.1021666667,-38.6424583333
228.39,-35.0282777778,-11.723,-28.2081785714,-50.2824166667,-27.1186666667,10.3814166667,0.282416666675,-29.8728333333,-51.8362083333
228.76,-41.1791944444,-13.7426666667,-22.953202381,-58.91825,-24.12275,8.77187500002,-4.38604166667,-32.8215833333,-56.1404166666
229.14,-60.1666666667,-39.0,-32.7857142857,-82.5,-47.0,-5.33333333333,-21.1666666666,-53.75,-80.25
229.52,-45.2068055556,-43.3008333333,-25.7002857143,-80.0653333333,-45.5880833333,3.26808333335,-21.5685416667,-47.2220833333,-78.34975
229.89,-49.09,-45.2584166667,-25.1027619048,-84.7701666667,-49.4253333333,-1.50879166667,-28.6636666667,-48.7788333334,-73.06025
230.27,-7.51025000001,-6.37858333333,10.8614285714,-27.9833333334,-8.23024999999,23.765375,2.05741666667,-4.784,-20.1645
230.65,-11.8054444444,-4.55724999999,9.5796190476,-38.5416666667,-20.0521666667,23.632875,-3.58091666665,-8.46345833333,-21.093875
231.02,-7.86180555555,-6.60375000001,7.59207142858,-47.9559166667,-22.1698333333,30.0315833333,-3.06608333333,-11.320875,-17.8459583334
231.40,-27.3333333334,-24.0,-5.83333333332,-62.6666666668,-34.6666666667,12.0,-24.0833333333,-24.9166666667,-39.3333333333
231.78,-1.73611111112,3.12508333332,13.4858690476,-20.4429166666,-0.390666666668,31.315,5.85945833334,6.24991666666,-1.10675
232.15,-0.705583333343,5.68783333335,20.8992857143,-16.00525,8.59783333333,38.161125,13.3597916667,20.30425,-0.000124999999999
232.53,-3.7036111111,3.70366666665,15.5707380952,-14.6825,9.25925000001,33.6640833333,16.2697916667,21.6269166666,2.844
232.90,3.83983333335,9.43616666665,13.9880952381,-12.8675833333,12.99025,33.7624583333,21.50725,25.55125,3.49270833332
233.28,13.9722222222,23.1666666667,19.5714285714,2.41666666667,21.8333333333,31.375,28.9583333333,26.7916666667,14.375
233.66,21.7798888889,27.72875,23.12475,11.7994166667,28.2448333333,34.5870833333,33.6650833333,32.1901666667,20.906875
234.03,25.8196944444,30.6694166667,24.7755833333,19.672,31.5574166667,37.19275,39.1393333333,33.982125,22.4385416666
234.41,19.1824444444,24.0565833334,19.5191904762,12.8930833333,25.3145,29.7170833333,32.7044166667,24.76425,12.0283333333
234.78,16.7795,19.3765833333,21.1768809524,14.63425,27.9809166666,28.319625,31.6732083333,23.8820416667,13.787125
235.16,10.3811666667,14.9025,17.8309880952,11.7396666667,21.107,22.2019583333,29.0755833333,18.5827083333,8.09008333333
235.54,15.5929722222,19.68275,19.9896904762,15.133,25.15325,25.6135,32.48975,19.785,14.110125
235.91,7.66361111111,12.825,12.3437738095,3.30966666667,17.9078333333,18.823875,27.2459166667,11.4360833333,4.55075
236.29,4.98866666666,8.27683333335,5.98447619048,-0.680166666667,15.2495,12.443375,21.3152916667,3.11795833333,2.09745833333
236.66,12.8450833333,11.26275,12.7993333333,5.45458333333,20.404,19.166625,23.48475,8.106125,10.2272916667
237.04,12.8131111111,10.9345833333,12.2693214286,6.45466666667,19.894,17.9673333333,18.9305,6.792,13.4392916667
237.41,8.2096388889,4.14008333333,7.77229761905,3.98066666666,17.7281666667,15.605125,14.9150833333,1.99054166666,9.448125
237.79,3.63794444445,1.82783333333,5.85254761907,4.51616666666,14.3549166667,14.7044583333,16.155875,-2.25808333333,7.68829166667
238.17,6.91872222222,1.38041666667,5.95965476192,7.05533333333,15.1328333333,15.3884583333,14.033625,0.971374999992,9.45795833334
238.54,11.1699166667,6.17283333333,9.27807142856,9.65616666666,17.284,20.657,18.6068333333,7.27520833334,15.5202916667
238.92,10.1803611111,5.67008333334,6.8605,6.44325000001,13.7885833333,18.664125,17.3325416667,4.38158333333,12.6286666667
239.29,16.3178333333,11.938,13.6265952381,11.0465833333,19.1861666667,22.7713333333,20.7752083333,10.3102083333,19.360625
239.67,16.8061666667,10.5401666667,14.3890595238,10.5785,19.7868333333,22.4314583333,20.4908333334,10.255,19.9197916667
240.04,19.0368333333,12.8056666667,17.9812738095,15.57275,22.1363333333,23.6650416666,21.4124583333,14.0927916667,21.4125416667
240.42,18.5088611111,13.59975,18.2415357143,15.4801666667,21.3830833334,24.2765,22.0630833333,14.814875,20.9636666666
240.79,16.6486388889,13.3388333333,16.6125357143,14.7456666667,18.4794166667,24.3100416667,21.5909583333,13.5957916667,20.4681666667
241.17,17.2484722222,13.6405833333,17.5943452381,16.3874166667,19.1339166667,24.7555833333,23.2891666667,15.3747083333,21.1127083333
241.54,16.8620833333,12.9558333333,16.9705238095,16.6233333333,17.6215,24.2296666667,21.4952916667,15.8309583333,20.5294583333
241.92,15.8913055555,12.52025,15.0659404762,14.7654166666,17.13175,22.9977083333,18.841,15.1698333333,20.3885416667
242.29,14.6171666667,11.8329166667,14.5758333333,14.0371666667,16.89875,22.7281666667,17.9136666667,13.5730833333,20.2339166667
242.67,14.4096388889,12.2491666666,13.7979642857,13.638,16.1458333333,20.6598333333,16.8885416667,13.0015833334,20.0425833333
243.05,15.3025555555,12.7053333333,13.8827619048,13.7706666667,16.4611666667,20.9921666667,15.9471666667,13.1912916667,21.73
243.42,12.1235555556,9.64325000001,10.4404404762,11.0098333333,13.38275,18.1759166667,12.0920416667,9.72845833333,19.096375
243.80,8.18641666668,6.41758333333,6.87742857142,9.272,10.1725,15.4979583333,8.63016666665,6.47504166667,15.3831666667
244.17,7.02013888888,6.57199999999,5.76564285714,8.59849999999,10.2650833334,15.18,8.409,4.75375,15.1040416667
244.55,8.9256388889,7.69375,7.31801190476,11.1763333333,11.8693333333,16.7468333333,9.43504166667,5.481625,17.3509166667
244.92,8.4888888889,7.68333333332,7.16904761904,10.85,11.7333333333,14.9833333333,8.40000000001,4.91666666667,15.6916666667
245.30,6.55144444443,5.99166666667,5.39173809523,7.71958333333,9.75450000001,12.8795,5.26495833333,2.76983333333,13.6224166667
245.67,7.06855555557,7.06366666667,6.2233095238,6.91775,10.8290833333,13.2879583333,5.98366666667,2.605125,14.8425
246.05,7.8401111111,7.84008333334,7.80485714286,7.12625,11.3058333333,13.1686666667,6.93795833333,3.8745,15.2065416667
246.42,7.98713888889,8.08541666667,7.39586904761,6.96416666668,10.753,12.482375,6.89920833333,3.86579166667,14.7190833333
246.79,8.46436111111,8.30150000002,7.82059523809,7.75999999999,11.5393333333,14.07125,7.35133333334,4.59129166667,14.4747083333
247.17,8.79633333333,8.56649999999,7.74508333332,8.63450000001,11.8005,14.4474166667,7.90120833334,4.94375,14.1270416667
247.54,9.41649999999,9.18683333332,8.14457142858,9.21441666667,12.3806666667,15.423125,8.80133333334,5.55241666667,14.3585
247.92,10.9343611111,10.9750833333,9.5016547619,10.2278333333,13.6775,17.0227916667,10.1495416667,6.86466666667,16.1932083333
248.29,11.1084722222,10.2715,9.47973809523,9.947,12.8245,16.8032083333,9.87875000001,7.14654166667,16.15875
248.67,9.85972222222,9.13158333332,8.24183333334,8.43858333333,11.6054166667,15.7894583333,8.60954166667,6.41666666667,15.1885833333
249.04,9.26616666667,8.51333333333,7.76130952381,7.57733333332,11.141,15.1815833333,8.03625,5.76391666667,14.8489166667
249.42,9.92969444442,9.62466666666,9.01607142857,8.40666666666,12.0055,16.09425,9.07045833332,6.69429166667,15.3937916666
249.79,10.6656666667,10.3806666667,10.1237619048,9.00625000001,12.6105833333,17.0654166667,9.68845833333,7.67004166666,15.9264583333
250.17,10.9882777778,10.50375,10.0911071429,9.21383333334,12.87875,17.9770416667,9.60787499999,7.929,16.1547083333
250.54,11.6902777778,11.1075,11.1075357143,9.931,13.8385,18.9551666667,10.1953333333,9.25091666667,17.287375
250.92,11.925,11.772,12.1766904762,10.1365833333,14.0009166667,18.6267916667,10.394125,9.75595833334,18.055375
251.29,11.5471666666,11.9445833333,12.5777619047,9.60658333334,13.6458333333,18.4085833333,9.82650000001,9.92474999999,17.9687916667
251.66,11.6222777778,12.31275,13.6218928571,9.29308333333,13.68225,17.9482916667,9.52137500001,10.229375,17.94825
252.04,11.8295277778,11.8654166666,13.2679404762,9.02791666667,13.50575,17.0378333333,8.75254166668,10.2968333333,17.6425833333
252.41,12.9223333333,13.4941666667,14.2061904762,9.94308333333,15.5066666667,17.6195833333,9.712375,11.7779166667,19.1287083333
252.79,15.7394722222,16.69,17.2676904762,12.4943333333,18.48625,19.877125,12.5059166667,14.40075,21.0420416667
253.16,16.7478055555,17.6635,17.8621309524,13.20125,19.4599166666,20.5087083334,13.5778333333,15.559875,21.9344583334
253.54,17.64375,17.8486666667,18.2708809524,14.3026666666,19.9645,20.9810833333,14.2729583333,16.0047083333,22.1455416667
253.91,16.8669722222,17.3739166667,16.8905238095,13.8495833333,19.531,19.8905,13.84375,14.9281666667,21.3872083333
254.28,16.6786111111,17.80925,16.7714047619,13.8409166667,19.2520833333,19.0777083333,13.85875,14.0633333333,20.8572083333
254.66,17.0138333333,18.4648333333,17.3894404762,13.98825,19.2335833334,19.642875,14.5275833333,13.9323333333,20.5108333333
255.03,16.6666666667,17.4503333333,16.4335,13.2576666667,18.7695833333,19.10275,14.2895416667,12.9701666667,19.958
255.41,16.2424166667,16.8035833333,15.8594642857,13.1909166667,18.6371666666,18.075875,14.251625,11.9937083333,20.0532916667
255.78,15.9309166667,16.2115,14.8988095238,13.12075,18.3223333333,17.3565,13.762375,11.2099166667,19.6399583333
256.15,14.5243333333,15.6316666667,15.0346071428,12.8269166667,17.4836666667,16.476,13.4124166666,10.3078333334,19.1790416667
256.53,14.6763055556,15.9366666667,15.6203214286,13.0440833333,16.71975,16.8458333334,13.4154583333,9.93887500001,18.3455
256.90,11.5683055555,12.043,11.8393928571,9.97916666667,13.2705833334,13.5513333333,10.2796666667,6.850875,15.079625
257.28,11.4820555555,11.35,11.1011904762,10.2619166667,12.9945833334,13.95275,9.71183333334,6.4045,15.39325
257.65,9.65994444442,9.29450000001,8.39789285714,8.34450000001,11.27325,12.0136666666,7.63229166667,4.1835,14.5015
258.02,10.9291944444,10.744,9.89657142859,9.74208333333,12.1926666667,13.46725,8.94833333334,5.88783333334,15.5854166666
258.40,11.2356944445,10.5398333333,10.0353928571,9.76741666666,12.3640833333,13.9425416667,9.05024999999,6.96275,16.03025
258.77,10.8731666667,10.2645833333,9.65800000001,9.07733333333,12.0001666667,13.521875,8.56999999999,6.45866666667,16.3435416667
259.15,10.4761388889,9.91850000002,9.28595238095,8.59333333333,11.4575,13.1560833333,8.09024999999,6.36495833334,16.0437916667
259.52,11.3184444445,10.3388333333,9.79728571428,8.71124999999,11.9788333333,13.9204166667,8.40641666667,7.016625,16.4625416667
259.89,11.2573055556,10.22625,9.50304761904,8.55266666666,11.6574166667,14.0032916667,8.41404166667,7.219375,16.5972916667
260.27,11.6961111111,10.5765833333,9.66791666667,8.73708333334,11.6980833333,14.3169166667,8.81841666666,7.67429166666,16.7563333333
260.64,11.1666388889,9.99658333333,8.91941666667,8.49958333334,11.1665,13.825125,8.2085,7.28825,16.444875
261.01,10.7830833333,9.82858333333,8.69554761905,8.20124999999,10.8013333333,13.59675,7.69841666667,7.063625,16.2160416667
261.39,10.7175277778,9.73941666665,8.87882142857,7.87733333332,10.5360833333,13.5214166667,7.59170833334,7.00945833333,15.8837916666
261.76,10.9576944444,10.2638333333,9.34919047619,8.09208333333,10.49375,13.9702916667,7.94620833333,7.34829166667,16.2092916666
