wavelength,Back_SpoBoem,Belly_SpoBoem,Breast_SpoBoem,Crissum_SpoBoem,Crown_SpoBoem,DorTail_SpoBoem,Patch10_SpoBoem,Rump_SpoBoem,Throat_SpoBoem,WingTip_SpoBoem
544.15,11.9918333333,23.3891666667,21.0843333333,22.5528333333,4.76408333333,7.60983333333,36.08,15.5805833333,23.1974166667,9.78983333332
544.49,12.0683333333,23.48475,21.166,22.64075,4.78625,7.66883333333,36.114,15.6494166666,23.3163333333,9.84200000001
544.84,12.1265,23.5703333333,21.2306666667,22.7221666667,4.80508333333,7.71483333333,36.135,15.73075,23.4161666666,9.86274999999
545.18,12.1920833333,23.6551666667,21.3085,22.81025,4.82433333333,7.7435,36.1851666667,15.8043333333,23.5184166667,9.88749999999
545.52,12.23175,23.7520833333,21.3878333333,22.89275,4.82425,7.76216666667,36.2445833333,15.8728333334,23.61,9.89758333333
545.87,12.2886666667,23.8725,21.4665833334,22.9699166667,4.84083333333,7.79025,36.30475,15.9275,23.7039166667,9.921
546.21,12.3291666666,23.914,21.50975,23.0034166667,4.84291666667,7.80908333333,36.2910833333,15.9383333333,23.7490833333,9.92483333334
546.55,12.3638333333,23.976,21.5784166666,23.075,4.836,7.80858333334,36.3376666667,15.9904166667,23.8100833333,9.92525000001
546.90,12.4003333333,24.0596666667,21.6433333334,23.16925,4.87025,7.83791666667,36.3528333333,16.05525,23.90725,9.93699999999
547.24,12.43225,24.12675,21.6794166667,23.2184166667,4.8545,7.83375,36.377,16.099,23.9886666666,9.97266666667
547.58,12.4265,24.1283333333,21.6811666667,23.22575,4.8285,7.81591666667,36.3493333333,16.13125,24.0293333333,9.95241666667
547.92,12.401,24.1318333334,21.7008333333,23.2553333333,4.83325,7.8095,36.3076666667,16.1393333333,24.0976666666,9.94383333334
548.27,12.4444166666,24.1886666667,21.7601666667,23.33075,4.852,7.83608333333,36.2810833333,16.2235833333,24.2075,9.98516666667
548.61,12.4586666667,24.2143333333,21.79025,23.3448333333,4.826,7.83916666666,36.2610833333,16.241,24.27675,9.9845
548.95,12.47525,24.2695833333,21.83375,23.37625,4.84958333333,7.88641666667,36.2250833333,16.2884166667,24.3826666667,10.0155
549.29,12.5040833333,24.3153333333,21.8409166667,23.4234166667,4.83108333333,7.88774999999,36.1946666667,16.3083333333,24.4673333333,9.99833333333
549.64,12.5576666667,24.37325,21.9281666667,23.51775,4.87225,7.92341666667,36.2104166666,16.3955833334,24.57125,10.0693333333
549.98,12.6154166667,24.4658333333,21.9745833333,23.5988333333,4.87033333333,7.93258333334,36.23125,16.46575,24.6785833333,10.1045
550.32,12.6326666666,24.5084166667,21.9943333333,23.6445,4.87783333333,7.95191666666,36.19625,16.4708333333,24.7221666667,10.12025
550.66,12.7045,24.6081666667,22.0249166667,23.7073333334,4.865,7.96916666666,36.2586666667,16.5333333334,24.76125,10.1524166667
551.01,12.7286666666,24.6491666667,22.09025,23.7908333333,4.863,7.98766666668,36.25925,16.5738333334,24.7923333334,10.1441666667
551.35,12.8255,24.8091666667,22.2421666667,23.9191666666,4.92591666667,8.07741666666,36.372,16.7176666667,24.9110833333,10.2140833333
551.69,12.8416666667,24.8596666666,22.2439166667,23.9444166667,4.89341666667,8.04233333333,36.3825,16.7365833333,24.95975,10.1881666667
552.03,12.8485,24.9084166667,22.2698333334,23.9695,4.85608333333,8.00991666668,36.4395833333,16.7246666667,25.00325,10.1599166667
552.38,12.8539166667,24.9553333333,22.3109166667,24.0201666666,4.8535,8.00091666666,36.4599166667,16.7510833333,25.0565,10.16525
552.72,12.9028333333,24.999,22.32925,24.0925,4.84583333333,7.99550000001,36.479,16.806,25.0810833334,10.1948333333
553.06,12.897,25.014,22.3456666667,24.0924166667,4.82191666667,7.98133333332,36.4506666667,16.7889166667,25.0751666667,10.18375
553.40,12.9058333333,25.0469166667,22.3635833333,24.0916666666,4.76633333333,7.95825,36.4325833334,16.7818333333,25.10475,10.1224166667
553.74,12.927,25.0669166667,22.3941666667,24.1209166667,4.766,7.98333333334,36.4068333334,16.8141666667,25.1298333333,10.11925
554.09,12.9351666667,25.08525,22.4125833333,24.1499166667,4.72958333334,7.96866666668,36.3805,16.8553333333,25.1700833334,10.1109166667
554.43,12.9271666667,25.1083333333,22.4681666667,24.1890833333,4.71333333333,7.94841666667,36.35025,16.8793333334,25.26325,10.127
554.77,12.953,25.1614166667,22.4883333333,24.1730833334,4.6995,7.92624999999,36.3406666667,16.9063333333,25.3073333333,10.1065
555.11,12.9421666667,25.1645833333,22.50475,24.2235,4.67458333333,7.88183333332,36.30175,16.9029166667,25.34375,10.0813333333
555.45,12.982,25.2266666667,22.56225,24.3205833334,4.71741666667,7.93708333332,36.2870833333,16.9883333333,25.41775,10.1256666667
555.80,12.9840833333,25.2426666666,22.5765833333,24.3635833334,4.723,7.93516666666,36.24025,17.0495,25.4079166666,10.12425
556.14,13.0763333333,25.3595,22.6774166667,24.4793333333,4.76125,7.99266666668,36.26675,17.1584166667,25.5125,10.1666666667
556.48,13.0693333334,25.4056666667,22.73875,24.5139166667,4.77308333333,7.99166666666,36.2425,17.2149166667,25.5703333333,10.1364166667
556.82,13.1331666667,25.47275,22.8259166667,24.5854166667,4.82675,8.05016666667,36.238,17.3275,25.6588333333,10.17725
557.16,13.1101666667,25.5009166667,22.8344166667,24.6338333334,4.8145,8.05641666666,36.213,17.3650833333,25.7250833333,10.1663333333
557.50,13.09575,25.53325,22.847,24.65425,4.79433333334,7.99950000001,36.2090833333,17.3724166667,25.7426666667,10.1255833333
557.85,13.1665833333,25.60725,22.91375,24.7040833333,4.83083333333,8.00858333333,36.2151666667,17.4315833333,25.7913333333,10.1218333333
558.19,13.2080833333,25.6431666666,22.9376666667,24.7821666666,4.85733333333,8.05,36.24175,17.4821666667,25.8355833334,10.1095833333
558.53,13.1764166667,25.6745833333,22.943,24.8214166667,4.812,7.97583333334,36.2188333333,17.4969166667,25.8425,10.0810833333
558.87,13.1585,25.7256666666,22.9474166667,24.8515833333,4.77016666667,7.92441666666,36.24675,17.5029166667,25.8813333333,10.0430833333
559.21,13.2188333333,25.8296666666,23.0793333333,24.9683333333,4.83683333333,7.98050000001,36.306,17.5905833333,25.9948333333,10.1036666667
559.55,13.2769166667,25.9605833334,23.2125,25.0703333333,4.87241666667,8.02224999999,36.3518333333,17.6955,26.1064166667,10.1364166667
559.89,13.2505,25.9488333334,23.2110833333,25.0480833333,4.85091666667,7.99549999999,36.30675,17.6675,26.09975,10.0879166667
560.23,13.4251666667,26.1323333334,23.3881666667,25.2055,4.94291666667,8.10566666668,36.42725,17.8185833333,26.2724166667,10.2173333333
560.58,13.4234166667,26.1840833333,23.4228333333,25.2521666666,4.92091666667,8.09775,36.4023333333,17.8200833333,26.2890833333,10.2098333333
560.92,13.56775,26.3335833333,23.5758333333,25.3700833333,5.03933333333,8.19808333333,36.4778333333,17.9369166667,26.389,10.307
561.26,13.6710833333,26.4805,23.7125,25.4794166667,5.11941666666,8.28508333333,36.5539166667,18.05975,26.51025,10.40325
561.60,13.6951666667,26.5114166667,23.7511666667,25.4921666667,5.12916666667,8.27074999999,36.54875,18.07575,26.5134166667,10.4000833333
561.94,13.7438333333,26.6271666667,23.8870833333,25.5641666667,5.14441666667,8.27708333332,36.5681666667,18.1234166667,26.5870833334,10.4416666667
562.28,13.8733333334,26.7175,24.0074166666,25.669,5.22825,8.38349999999,36.6183333333,18.2306666666,26.7043333333,10.5024166667
562.62,14.0368333333,26.85875,24.1970833333,25.837,5.34708333333,8.50974999999,36.7340833333,18.3640833333,26.8325833334,10.6185833333
562.96,14.1071666667,26.9326666667,24.2645,25.8605,5.34716666667,8.51116666666,36.7678333333,18.4060833333,26.8383333333,10.6194166667
563.30,14.1198333333,26.9483333333,24.2748333333,25.8853333333,5.319,8.47649999999,36.7559166667,18.3886666667,26.8569166667,10.6115
563.64,14.1894166667,27.039,24.376,25.9764166666,5.36133333334,8.51008333333,36.8048333333,18.4859166666,26.8933333333,10.6791666667
563.99,14.18,27.0785833333,24.4194166667,26.04725,5.368,8.50400000001,36.8105833333,18.5224166666,26.8905833334,10.67175
564.33,14.2270833333,27.1808333333,24.5140833333,26.1415833333,5.363,8.48649999999,36.89625,18.6030833333,26.9668333333,10.6888333333
564.67,14.1699166666,27.1743333333,24.5116666667,26.1351666667,5.29975,8.38400000001,36.8778333333,18.6065,26.9103333333,10.6420833333
565.01,14.2175,27.2180833333,24.5905,26.22275,5.31091666667,8.40316666666,36.88075,18.6626666667,26.9493333334,10.65725
565.35,14.26325,27.3189166667,24.6774166667,26.3179166667,5.36341666666,8.46266666668,36.91475,18.7471666667,27.0776666666,10.709
565.69,14.2335833333,27.28625,24.6689166666,26.3144166667,5.3205,8.41483333334,36.9098333333,18.7415833334,27.0749166667,10.6619166667
566.03,14.2214166667,27.3516666667,24.717,26.3606666666,5.32966666667,8.40491666666,36.93375,18.78825,27.1276666667,10.6881666667
566.37,14.2464166667,27.3884166667,24.75275,26.3723333333,5.3545,8.43558333333,36.8801666666,18.83625,27.1558333333,10.72425
566.71,14.2419166667,27.423,24.7940833333,26.41425,5.36358333334,8.43074999999,36.89,18.8500833333,27.20275,10.7323333333
567.05,14.3305833333,27.53325,24.901,26.49875,5.46441666667,8.53783333333,36.9026666667,18.9619166666,27.3123333333,10.80675
567.39,14.3435,27.5935,24.9581666666,26.5529166666,5.47125,8.54566666667,36.9188333333,19.0125,27.4090833333,10.8035
567.73,14.3433333333,27.5893333333,24.9676666667,26.5439166667,5.46141666667,8.51383333334,36.854,19.00975,27.4545833334,10.7785833333
568.07,14.3864166666,27.6120833333,25.0024166667,26.5645833333,5.50716666667,8.52991666667,36.8085833333,19.0526666667,27.4685,10.8166666667
568.41,14.4639166667,27.6850833334,25.0965833333,26.6561666667,5.52933333333,8.57849999999,36.8811666667,19.117,27.5985,10.8531666667
568.75,14.45025,27.7495,25.153,26.6945,5.525,8.57150000001,36.9130833333,19.14775,27.6694166667,10.8215833333
569.09,14.5154166667,27.8761666667,25.2885,26.8135,5.5155,8.57866666667,36.99775,19.248,27.7585,10.8534166667
569.43,14.6324166667,28.0464166667,25.43225,26.95225,5.62233333333,8.67174999999,37.064,19.39475,27.8708333333,10.965
569.77,14.6913333333,28.1201666667,25.5058333334,27.0444166667,5.6095,8.66499999999,37.092,19.4649166667,27.9075,10.9405
570.11,14.7035833334,28.224,25.5600833334,27.09625,5.59141666667,8.66591666667,37.1306666667,19.5333333333,27.9615,10.9355
570.45,14.726,28.2588333334,25.6281666667,27.1315833333,5.57266666667,8.65833333334,37.0845833333,19.574,27.9638333333,10.922
570.79,14.7299166667,28.2965,25.6799166667,27.1900833333,5.54158333333,8.61508333334,37.1365833333,19.596,27.96725,10.9035
571.13,14.8015833333,28.392,25.7911666667,27.299,5.59433333334,8.65891666667,37.17625,19.6669166667,28.0283333333,10.9749166667
571.47,14.8033333333,28.4554166667,25.8491666667,27.33325,5.58566666667,8.67416666667,37.1810833333,19.7226666666,28.0495833333,10.9531666667
571.81,14.8750833333,28.5716666666,25.9475,27.4236666666,5.63825,8.74816666667,37.2491666666,19.85025,28.1680833333,10.9959166667
572.15,14.9160833334,28.6255,26.0055833333,27.4695833334,5.636,8.76591666666,37.2095,19.9075833333,28.199,11.005
572.49,14.9335833334,28.6665,26.0603333334,27.5323333333,5.63966666667,8.76925,37.20125,19.9716666667,28.23225,11.0405833333
572.83,14.9175,28.66725,26.026,27.5605,5.61291666667,8.73658333333,37.1618333333,19.9810833333,28.2385833333,11.0044166667
573.17,14.90575,28.68775,26.044,27.5454166667,5.55516666667,8.67883333334,37.1396666667,19.9755833333,28.25875,10.9645833333
573.51,14.9151666667,28.7011666666,26.0833333333,27.551,5.57108333333,8.69866666666,37.1046666666,19.9829166667,28.3005833333,11.0050833334
573.85,14.9105833333,28.7108333333,26.1111666666,27.57675,5.54966666666,8.62908333333,37.08825,19.9875,28.3164166666,10.98025
574.19,14.9223333333,28.7490833334,26.1170833333,27.61875,5.55533333333,8.63591666667,37.0904166667,20.0339166667,28.397,10.9740833333
574.53,14.9434166667,28.8006666667,26.174,27.6516666667,5.542,8.64833333334,37.105,20.08825,28.4798333333,10.9684166667
574.87,14.97725,28.8024166667,26.2006666667,27.66725,5.57033333334,8.65566666667,37.1083333333,20.1385,28.5405833333,10.9545833333
575.21,15.01825,28.8310833333,26.2550833334,27.7266666667,5.60266666667,8.66375,37.1265833333,20.1733333333,28.6085,10.9916666667
575.55,14.9495833333,28.7838333333,26.2184166667,27.7086666667,5.50208333333,8.57124999999,37.0639166667,20.1226666667,28.61125,10.90825
575.89,14.9533333333,28.8471666667,26.2350833333,27.7785833333,5.54333333333,8.60941666666,37.054,20.1805,28.7015833333,10.9418333333
576.22,14.94975,28.8460833334,26.206,27.73725,5.4945,8.59999999999,37.00775,20.17925,28.7541666667,10.9025833333
576.56,14.9840833333,28.9031666667,26.2778333333,27.7681666667,5.52716666667,8.63016666667,36.9904166666,20.23625,28.84975,10.9494166667
576.90,15.0335833334,28.9061666666,26.31,27.8410833333,5.553,8.69083333334,36.9630833333,20.30425,28.9650833333,10.9675
577.24,15.0203333334,28.959,26.3336666667,27.8765,5.52283333333,8.68700000001,36.9746666667,20.3295833334,29.0710833333,10.92525
577.58,15.0415833333,28.9676666667,26.353,27.9130833333,5.51108333333,8.71166666668,36.8984166667,20.3561666667,29.1826666667,10.8973333333
577.92,15.1088333333,29.0655,26.436,28.0056666667,5.52333333333,8.76091666666,36.9214166667,20.43725,29.2948333333,10.932
578.26,15.1559166667,29.10875,26.4628333333,28.0463333333,5.57325,8.81716666667,36.88075,20.46125,29.40725,10.9903333333
578.60,15.2075,29.22375,26.52525,28.11325,5.60425,8.90041666667,36.8688333333,20.5539166667,29.5784166666,11.0466666667
578.94,15.2634166667,29.25675,26.5385833333,28.15475,5.567,8.90391666668,36.843,20.6066666666,29.6746666667,11.0675833333
579.28,15.3593333333,29.3468333333,26.6433333333,28.2355,5.6375,8.99583333333,36.8761666667,20.6866666667,29.81625,11.1224166667
579.61,15.3635,29.3029166667,26.6400833333,28.1640833333,5.54075,8.92216666667,36.7671666666,20.644,29.8396666667,11.0246666667
579.95,15.3956666667,29.3315833334,26.67175,28.1905833333,5.52366666667,8.88150000001,36.7534166667,20.6609166667,29.9243333333,10.9951666667
580.29,15.3720833333,29.3194166667,26.67075,28.1688333334,5.46683333333,8.84566666668,36.7060833333,20.6654166667,29.9474166667,10.9408333333
580.63,15.31775,29.30125,26.6338333333,28.11175,5.37866666667,8.73691666666,36.6299166667,20.591,29.94375,10.8071666667
580.97,15.3964166667,29.352,26.6879166667,28.1545,5.40533333334,8.79100000001,36.6185833334,20.6273333333,30.0609166667,10.8589166666
581.31,15.4474166666,29.41,26.7405833333,28.21725,5.41441666667,8.83999999999,36.6691666667,20.6724166667,30.19975,10.91325
581.65,15.47325,29.4283333333,26.7668333333,28.2484166667,5.4215,8.84058333333,36.708,20.7229166667,30.3056666667,10.9296666667
581.98,15.51975,29.4795833333,26.8075,28.3240833333,5.41725,8.81175000001,36.7431666666,20.7918333333,30.3889166667,10.8776666667
582.32,15.5163333333,29.5465833333,26.8676666667,28.3493333333,5.36191666667,8.74208333333,36.77275,20.8215,30.454,10.8745
582.66,15.498,29.6105,26.9390833333,28.419,5.35016666667,8.74041666666,36.78175,20.8678333333,30.5821666667,10.8709166667
583.00,15.45825,29.6545,26.9579166667,28.43125,5.3075,8.69191666667,36.7651666667,20.88125,30.6505833333,10.8205833333
583.34,15.4870833333,29.7509166666,27.0384166667,28.54575,5.35341666666,8.70949999999,36.8605,20.98625,30.7703333333,10.9026666667
583.68,15.4426666667,29.8031666667,27.0544166666,28.6115,5.30991666667,8.66125000001,36.847,20.9960833333,30.78525,10.8860833333
584.01,15.5061666667,29.87225,27.1004166667,28.6555833334,5.32025,8.67150000001,36.8993333334,21.05,30.9090833333,10.9138333333
584.35,15.479,29.9309166667,27.0965,28.6568333333,5.2645,8.61033333334,36.88375,21.0531666667,30.9480833333,10.918
584.69,15.44375,29.9688333333,27.09775,28.7209166667,5.24083333333,8.54666666667,36.8518333333,21.1004166667,30.9291666667,10.9138333333
585.03,15.3890833333,29.9605833333,27.0453333333,28.6318333333,5.18125,8.49166666667,36.75125,21.0950833334,30.84625,10.85375
585.37,15.3950833333,29.9893333334,27.0184166667,28.6346666667,5.14816666667,8.42741666667,36.69,21.0780833333,30.8195,10.8305833333
585.70,15.3483333333,29.987,27.0355833334,28.6265833333,5.074,8.341,36.64825,21.02725,30.8405,10.8214166667
586.04,15.2801666667,29.9019166667,26.9030833333,28.5701666667,4.96,8.23825000001,36.53375,20.9408333333,30.71125,10.73125
586.38,15.25575,29.9528333334,26.8903333333,28.5295833333,4.88633333333,8.15233333333,36.5139166667,20.94075,30.6611666667,10.6791666667
586.72,15.3269166666,29.9548333333,26.89125,28.57975,4.87458333333,8.13916666666,36.5093333333,20.98,30.62425,10.7278333333
587.06,15.281,29.9239166667,26.8538333333,28.6041666666,4.833,8.07925000001,36.47675,20.9603333333,30.56375,10.6739166667
587.39,15.3946666667,30.01675,26.9295833334,28.7050833333,4.88833333333,8.12350000001,36.5635,21.07525,30.6395,10.7525833333
587.73,15.38925,30.03575,26.92225,28.7438333334,4.85291666667,8.08425000001,36.5041666667,21.0795833333,30.5613333333,10.74825
588.07,15.4246666666,30.0935833334,27.0005833333,28.8834166667,4.88483333333,8.14425000001,36.5424166666,21.2374166667,30.582,10.8458333333
588.41,15.415,30.1086666666,27.0471666666,28.8895833333,4.82308333334,8.11808333333,36.5224166667,21.2598333333,30.5558333333,10.8120833333
588.74,15.4459166667,30.1619166667,27.10825,28.99425,4.80616666667,8.08941666666,36.5685833334,21.2930833333,30.5759166667,10.8166666667
589.08,15.45775,30.2025833333,27.1404166667,29.0495,4.80208333333,8.08541666668,36.6194166667,21.35075,30.6219166667,10.8651666667
589.42,15.3630833333,30.1410833333,27.0374166667,28.969,4.68275,8.0245,36.52,21.34675,30.47475,10.7878333333
589.76,15.355,30.1744166666,27.0889166667,29.0255,4.68916666667,8.03791666667,36.4950833333,21.4036666667,30.5183333333,10.7961666667
590.09,15.3764166666,30.13325,27.1049166666,29.03275,4.68375,8.02550000001,36.435,21.4101666667,30.508,10.7870833333
590.43,15.2531666667,30.07575,27.027,28.94275,4.56475,7.88341666666,36.3049166667,21.3350833333,30.4105833333,10.6905833333
590.77,15.2665833333,30.1624166667,27.0674166667,28.93675,4.50258333334,7.85541666666,36.30725,21.3176666666,30.4365,10.6810833333
591.11,15.1678333333,30.0991666666,26.9975833334,28.837,4.41666666667,7.76358333334,36.1540833334,21.25075,30.3114166667,10.5769166667
591.44,15.1840833334,30.175,27.0628333333,28.9116666667,4.427,7.79341666668,36.246,21.3250833334,30.3983333333,10.605
591.78,15.1710833334,30.2568333333,27.13075,28.94625,4.43816666667,7.78683333334,36.2349166667,21.3139166667,30.4664166667,10.5955833333
592.12,15.1746666667,30.2926666667,27.125,28.9940833333,4.41883333333,7.72233333333,36.2608333333,21.3389166667,30.5095833334,10.5843333333
592.46,15.2401666667,30.40275,27.2036666667,29.0845,4.50383333333,7.77999999999,36.3116666667,21.4545833333,30.5758333333,10.64275
592.79,15.19775,30.4543333333,27.2583333333,29.1410833334,4.47441666667,7.72374999999,36.2824166667,21.5038333333,30.5689166667,10.5965
593.13,15.3165833333,30.61025,27.4098333333,29.3124166667,4.54425,7.79250000001,36.3969166667,21.6625833333,30.738,10.70325
593.47,15.4235,30.7198333333,27.49825,29.4295833333,4.55416666667,7.81758333334,36.4976666667,21.7305833333,30.7875,10.7161666667
593.80,15.47,30.8745,27.56125,29.52825,4.56283333333,7.84758333333,36.59975,21.8221666667,30.8315833334,10.7380833333
594.14,15.5620833333,31.0811666667,27.73125,29.7305833334,4.65158333333,7.92683333333,36.7831666667,21.98875,30.9849166667,10.8364166667
594.48,15.5286666667,31.0936666667,27.7695833333,29.7403333334,4.59608333334,7.91391666668,36.7869166667,22.0356666667,30.9540833333,10.8184166667
594.81,15.62375,31.18725,27.8580833333,29.8335,4.67266666667,7.97874999999,36.8264166667,22.1445,31.007,10.8909166667
595.15,15.6563333334,31.2579166667,27.9455833333,29.9308333333,4.69883333334,8.00975,36.8301666667,22.2238333333,31.00625,10.922
595.49,15.7264166667,31.2855,27.9726666667,30.00425,4.74241666667,8.05574999999,36.8685833334,22.3010833333,30.98375,10.9599166667
595.82,15.7325,31.3045833333,27.9696666667,30.0209166667,4.77275,8.07133333333,36.798,22.3075,30.9641666667,10.98875
596.16,15.7518333333,31.3045,28.0088333333,30.0516666667,4.74608333334,8.03583333332,36.7885833334,22.3354166667,31.0033333333,11.0168333333
596.50,15.7818333333,31.3215833333,28.0435,30.06425,4.73166666667,8.05666666668,36.7765833333,22.36875,31.0418333333,11.04425
596.83,15.779,31.359,28.054,30.1055833333,4.75975,8.04783333333,36.7248333333,22.3916666666,31.0448333334,11.0469166667
597.17,15.7360833333,31.3615833334,28.0195,30.09275,4.72333333333,8.04425000001,36.6258333334,22.3955833333,31.0358333333,11.01475
597.51,15.7454166667,31.42175,28.083,30.2088333334,4.7005,8.06058333333,36.6150833334,22.4285,31.1200833333,11.0420833333
597.84,15.8235,31.4526666666,28.12975,30.2246666667,4.75566666667,8.12816666667,36.5874166667,22.4940833333,31.2174166666,11.0955833333
598.18,15.9585,31.53975,28.1878333333,30.3524166667,4.90691666667,8.25241666666,36.5490833333,22.5933333333,31.3489166667,11.2090833333
598.52,16.075,31.67725,28.3285833333,30.5478333334,4.96166666667,8.35341666668,36.622,22.67975,31.5760833333,11.331
598.85,16.08575,31.72325,28.32275,30.5835,4.96266666667,8.33383333333,36.6343333333,22.6985,31.678,11.34875
599.19,16.0858333333,31.7815833333,28.41475,30.6315,4.91033333333,8.30408333333,36.6281666667,22.7328333333,31.80225,11.3323333333
599.53,16.18,31.8830833334,28.5148333334,30.7166666667,4.90266666667,8.36775,36.6769166667,22.8035,31.8966666666,11.3656666667
599.86,16.23625,31.9735833333,28.59225,30.8231666667,4.92808333333,8.43366666667,36.6993333333,22.882,31.9945833333,11.3815
600.20,16.345,32.1466666667,28.7069166666,30.9716666667,5.01058333334,8.52866666667,36.7390833333,22.9845,32.11625,11.43425
600.53,16.4315833333,32.28825,28.8229166667,31.0569166667,5.07966666667,8.61399999999,36.8203333333,23.0786666667,32.21525,11.4861666667
600.87,16.5205,32.36175,28.9441666667,31.17025,5.15958333333,8.62283333333,36.88475,23.1921666666,32.2625833333,11.5595
601.21,16.575,32.47675,29.0058333333,31.2183333333,5.25375,8.65083333334,37.00475,23.2978333333,32.3188333333,11.5745
601.54,16.55,32.515,29.02375,31.27275,5.20533333333,8.61424999999,36.9959166667,23.32325,32.2734166667,11.5401666667
601.88,16.6033333333,32.67075,29.1953333333,31.3850833333,5.23058333333,8.59175,37.11625,23.4544166667,32.3073333333,11.5430833333
602.21,16.6106666667,32.7921666667,29.3118333333,31.4306666667,5.277,8.59675,37.1648333333,23.5669166667,32.2949166667,11.5533333333
602.55,16.6459166666,32.8745,29.4116666666,31.4803333333,5.29508333333,8.63858333333,37.1310833333,23.62775,32.2563333333,11.54725
602.88,16.7220833333,32.9720833333,29.5180833333,31.5675833334,5.35716666667,8.70416666668,37.2031666667,23.7374166667,32.3005833333,11.5911666667
603.22,16.71425,33.0075833333,29.5689166666,31.648,5.37741666667,8.68966666667,37.2220833333,23.826,32.3208333333,11.5940833333
603.56,16.6829166667,33.03325,29.58925,31.6466666667,5.32633333333,8.64783333332,37.2284166667,23.8255833333,32.2721666667,11.5695833333
603.89,16.6614166667,33.0703333333,29.6131666667,31.6644166666,5.29591666666,8.625,37.23675,23.8423333333,32.2924166666,11.5490833333
604.23,16.65575,33.0803333333,29.6485833334,31.6953333333,5.2905,8.61275000001,37.2134166667,23.8728333334,32.30125,11.5519166666
604.56,16.6913333333,33.1378333333,29.70625,31.7325,5.28841666667,8.63475,37.2660833333,23.8750833333,32.381,11.5521666667
604.90,16.7158333333,33.1240833333,29.7359166667,31.7476666667,5.3095,8.64966666666,37.1600833334,23.8884166667,32.4141666667,11.5975
605.23,16.8108333333,33.2356666667,29.8215,31.8628333333,5.34041666667,8.72083333333,37.20075,23.9564166667,32.5268333333,11.632
605.57,16.84175,33.2645,29.8703333334,31.952,5.35416666666,8.77516666668,37.2361666667,24.0211666667,32.6305833333,11.7011666667
605.90,16.8925,33.2474166666,29.87075,31.9764166666,5.38266666667,8.82250000001,37.186,24.0325833334,32.685,11.73025
606.24,16.9368333334,33.2841666667,29.8748333333,32.0224166667,5.4095,8.84241666666,37.1704166667,24.0561666667,32.766,11.7296666666
606.58,16.996,33.33275,29.8945833333,32.0848333333,5.42841666667,8.89175000001,37.1449166667,24.1054166667,32.8364166667,11.7479166667
606.91,17.12225,33.4783333333,30.0770833333,32.2265833333,5.51233333333,9.01375,37.2170833334,24.23075,32.97725,11.83525
607.25,17.183,33.5824166666,30.172,32.3285,5.58041666667,9.06608333334,37.2316666666,24.3418333333,33.1025,11.8765833333
607.58,17.17675,33.55225,30.1838333333,32.3230833333,5.55725,9.07633333335,37.135,24.36975,33.08775,11.8400833333
607.92,17.2289166667,33.6344166666,30.2465,32.3906666666,5.546,9.08016666669,37.1626666666,24.4146666666,33.14175,11.8133333333
608.25,17.2139166667,33.7139166667,30.34425,32.4599166667,5.54866666667,9.07991666667,37.1738333334,24.4770833333,33.2040833333,11.78575
608.59,17.316,33.8719166667,30.4753333334,32.606,5.58533333333,9.15783333332,37.2711666667,24.5963333333,33.3426666667,11.8345
608.92,17.3195,33.8880833333,30.5235,32.61075,5.5995,9.16791666666,37.2273333333,24.62125,33.3595833333,11.8101666667
609.26,17.3565833334,33.9416666667,30.53425,32.60875,5.6065,9.19566666668,37.168,24.6220833333,33.4459166666,11.7625833333
609.59,17.3995833334,34.0313333333,30.61975,32.6859166667,5.59433333334,9.22016666668,37.2130833333,24.6984166667,33.57175,11.7428333333
609.93,17.5299166667,34.13425,30.7794166667,32.8065,5.66991666667,9.34799999999,37.2828333333,24.8415833333,33.7700833333,11.8651666666
610.26,17.57575,34.18,30.8275,32.8484166667,5.73,9.35550000001,37.2856666667,24.90675,33.8653333333,11.907
610.60,17.6255,34.2363333334,30.8635,32.8615,5.7545,9.37758333334,37.2885,24.9269166667,34.0191666667,11.8686666667
610.93,17.6983333333,34.3014166667,30.92875,32.9016666667,5.79391666666,9.45149999998,37.2901666667,24.9505833333,34.174,11.8965833333
611.27,17.8263333333,34.4571666667,31.10625,33.0725,5.87816666667,9.54508333332,37.39425,25.0328333333,34.4026666666,11.9954166667
611.60,17.9315833334,34.54925,31.2461666666,33.1621666667,5.93825,9.63208333334,37.42625,25.1505833333,34.6533333333,12.0501666667
611.93,18.017,34.6315833334,31.3014166667,33.2433333333,5.98433333333,9.71283333332,37.40125,25.2175833333,34.7985833333,12.119
612.27,18.0631666667,34.6661666666,31.3688333334,33.2849166666,6.0015,9.76041666666,37.3855,25.2499166667,34.85925,12.1150833333
612.60,18.1861666666,34.76275,31.5349166667,33.41425,6.09308333334,9.8605,37.4645,25.3795833333,35.0730833333,12.2181666667
612.94,18.2375833334,34.8648333333,31.6495833334,33.5061666667,6.13708333333,9.87291666667,37.5270833333,25.4665,35.1863333333,12.2334166667
613.27,18.3038333333,34.9560833333,31.771,33.6188333333,6.18483333333,9.91558333333,37.5704166666,25.5698333334,35.30075,12.26575
613.61,18.2560833333,34.89925,31.79075,33.6140833333,6.11375,9.82608333332,37.552,25.53125,35.3025833333,12.1803333333
613.94,18.2821666667,34.9825,31.8841666667,33.6540833333,6.08775,9.83316666668,37.5263333333,25.5558333333,35.38325,12.1648333333
