wavelength,Back_SpoBoem,Belly_SpoBoem,Breast_SpoBoem,Crissum_SpoBoem,Crown_SpoBoem,DorTail_SpoBoem,Patch10_SpoBoem,Rump_SpoBoem,Throat_SpoBoem,WingTip_SpoBoem
189.05,61.8419166665,46.9298333333,154.824583333,95.1755,153.070166667,-18.4209999998,29.8246666667,210.964833333,7.0175,42.9825000001
189.43,146.153666667,107.051166667,255.128166667,219.871833333,305.128166667,5.12816666692,130.128333333,341.666833333,78.8463333333,141.666666667
189.81,535.416666668,270.833333333,835.416666668,635.416666668,1041.66666667,81.2500000008,400.0,1093.75,331.25,629.166666668
190.19,688.888916666,427.777666668,1091.66675,861.111,1375.0,122.222166667,611.111166666,1441.66666667,450.000083333,958.333333333
190.57,-345.833333333,-35.4166666667,-489.583333333,-314.583333333,-774.999999999,79.1666666675,-264.583333333,-854.166666666,-133.333333333,-462.500000001
190.95,-122.222166667,55.5555833332,-160.185083334,-63.8888333333,-300.925916667,97.2221666667,-100.0,-275.925916667,14.8148333336,-143.518666667
191.33,-38.76825,27.8984999999,-52.8985000001,-1.08691666675,-96.7392499999,69.9275000001,-37.3189166667,-88.7681666667,19.9274166668,-51.4494166666
191.71,-71.7949999999,64.1027499998,-116.025666667,-26.2820833333,-184.615416667,129.487083334,-101.923166667,-151.923,39.1025,-124.358916667
192.09,2166.66666667,-125.0,2125.0,783.333333336,3325.0,-1241.66666667,2266.66666667,2550.0,350.0,2625.0
192.47,2241.66666667,-558.333333335,1891.66666667,258.333333336,3400.0,-1566.66666666,2258.33333333,2366.66666667,341.666666665,2358.33333333
192.85,154.41175,-11.2745833332,169.117666667,43.6275,236.274416667,-61.7645,157.84325,157.353083333,46.5685833333,171.5685
193.23,195.0,0.5555,204.4445,24.4445833332,273.888833333,-61.1111666666,175.5555,189.4445,44.4443333332,183.888833333
193.61,207.4075,-81.4815000003,306.481666667,-62.0370833333,265.741,-184.25925,197.222166666,213.888833333,-37.0369166668,261.111166667
193.99,126.041666667,-204.166666667,236.458333333,-208.333333333,109.375,-322.916666666,111.458333333,62.5,-204.166666667,167.708333334
194.37,441.666666666,-497.22225,705.555666666,-502.77775,297.222250001,-855.555583333,311.111166667,194.444333334,-522.22225,538.888833334
194.75,-148.14825,130.5555,-282.407333333,126.851916667,-71.2965000001,333.333249999,-135.185166667,-78.7039166665,133.333416667,-273.148166666
195.13,-456.25,149.999999999,-745.833333334,245.833333333,-64.5833333335,637.5,-410.416666667,-277.083333334,195.833333333,-827.083333332
195.51,368.0555,-38.8887500002,506.944416667,-123.611083333,98.6111666667,-420.83325,277.77775,230.5555,-133.3335,574.999999999
195.89,326.666666667,-101.666666666,480.0,-225.000000001,35.0000000001,-536.666666667,251.666666667,243.333333333,-210.0,658.333333333
196.27,-75.7575833333,94.697,-153.03025,140.1515,72.7273333334,307.575916667,-71.9695833335,-58.3333333333,155.302833333,-228.03025
196.65,33.0555,81.3889166668,-14.1665833333,88.3333333332,84.72225,157.22225,17.2221666667,35.2778333334,106.389,-29.9999166667
197.03,4.16666666683,62.0833333333,-50.4166666668,60.8333333333,81.25,190.833333333,-34.5833333333,17.5,102.083333333,-109.166666667
197.40,38.5135833334,63.5135000001,5.85583333327,64.4143333334,83.5586666666,138.513666667,15.3153333333,47.072,91.8917500002,-27.7026666667
197.78,50.9259166666,65.3704166667,24.6295000001,68.7036666667,80.3703333334,126.296333333,41.2963333333,54.44425,92.9630000002,-5.74074999999
198.16,41.6666666667,50.3333333333,25.5,50.8333333333,59.8333333334,109.333333333,35.0,42.6666666666,70.8333333334,-6.66666666667
198.54,55.6035833333,61.7816666667,43.3909166666,67.95975,72.9885,112.068916667,46.2644166667,59.3390833333,83.3333333333,17.5287500001
198.92,76.5,75.5,63.6666666668,97.3333333332,91.1666666668,131.5,59.0,79.8333333334,107.333333333,42.0
199.30,93.0852499998,86.5249166668,89.0070833333,119.858166667,107.624166667,159.0425,82.9788333332,92.90775,120.922,59.2198333333
199.68,92.5531666665,86.8794166667,85.8155833335,128.723416667,111.170166667,148.758916667,73.2269999998,90.24825,109.5745,51.2411666668
200.06,70.3947500001,68.6403333332,67.5439166667,133.99125,111.62275,148.026333333,50.2192499999,77.1929166666,97.807,40.5700833333
200.44,57.8946666667,58.3333333332,59.2105833333,116.008833333,94.9561666665,127.631583333,44.5175000001,58.3334166666,84.2105000001,26.0964166667
200.82,49.7023333333,43.75,75.5954166665,141.368916667,106.25,135.714333333,51.1905000001,61.6071666666,90.7736666666,8.33341666675
201.19,55.0725000001,49.8188333333,54.1667500001,113.043583333,89.4927500001,105.253666667,50.3622500001,55.7969166667,75.3623333333,25.5435
201.57,54.8913333333,53.8044166668,45.2899166667,111.413166667,82.7897499999,100.5435,48.1883333333,46.0144166667,64.1304166666,25.7246666667
201.95,43.9583333334,49.3750000001,47.0833333333,128.333333334,79.5833333333,99.7916666668,22.0833333333,43.75,59.7916666666,22.7083333333
202.33,52.9570000001,55.6450833333,37.6344166666,156.18275,96.7742499999,113.978583333,12.0969166667,35.48375,74.1935833333,19.35475
202.71,42.94875,43.91025,24.3590000001,167.307666666,87.8204166668,92.9488333334,-9.93575,22.4359166667,42.6281666667,-1.28208333333
203.09,35.7142500001,31.5475833335,17.2620833333,137.202416667,87.5000833332,76.4881666668,-16.0716666667,13.9880833333,23.8095,-12.7975833333
203.47,25.5208333334,19.5312499999,-9.89583333342,95.8333333335,56.7708333334,45.8333333334,-39.8437499999,2.86458333332,16.6666666667,-21.09375
203.85,43.4782499999,34.2392500001,23.9128333333,82.6087499999,59.9636666667,59.6014166666,7.97116666667,35.6883333333,42.7535,13.94925
204.22,63.7426666665,48.3916666667,49.12275,86.1111666668,69.0059166667,74.7075833334,30.70175,53.655,60.0877499999,32.7485833333
204.60,82.6022500001,59.2105833332,58.041,107.163833333,83.7719999999,88.74275,41.8128333333,71.1989166667,72.9531666666,45.3215833333
204.98,70.1491666667,54.6018333334,46.8905,91.791,73.3830833332,80.3483333334,34.2039166667,63.6815,62.56225,40.2985833333
205.36,59.8101666666,54.0084166666,45.35875,81.43475,64.1349166666,67.8270000001,31.8566666667,56.8564166667,54.9579166667,38.7130833333
205.74,58.5416666667,51.7708333334,52.7083333333,79.375,68.3333333332,68.3333333333,31.1458333334,63.4375,53.8541666667,37.2916666667
206.12,58.3334166666,50.2136666668,52.9915,77.2436666667,71.1536666666,72.22225,33.547,61.0041666667,50.7478333333,35.7906666667
206.50,61.7905833333,55.851,61.4361666667,81.2943333333,74.2019999999,75.8864999999,41.5779166666,67.6419166667,53.1914999999,42.1099166667
206.87,64.0294999999,55.2743333333,62.7636666667,83.9663333333,81.118,85.9704166666,37.23625,70.8860833333,54.2193333333,37.34175
207.25,53.50875,49.7807500001,62.171,80.37275,69.1885000001,82.0173333332,32.89475,61.9516666666,46.7105833333,29.1665833333
207.63,55.0,53.8235,64.41175,80.9805,64.0196666666,79.11775,40.9805,67.15675,48.4315,36.1765
208.01,48.9583333333,49.375,55.7291666667,75.5208333334,53.9583333333,72.7083333332,29.1666666667,63.2291666667,39.4791666667,30.2083333333
208.39,48.8738333333,47.9729166667,53.491,79.5045833334,52.928,64.4144166667,22.0720833333,63.28825,33.7837499999,20.72075
208.77,43.8448333333,44.3181666667,50.4734166667,68.0870833333,47.2536666666,55.587,25.9471666667,53.409,27.6513333333,20.1705
209.14,49.2520833333,50.3205833333,61.218,78.73925,55.1281666667,63.99575,29.70075,59.1880833333,28.9530833333,17.2008333333
209.52,47.91675,42.87275,66.44725,80.0438333334,56.46925,68.8596666666,30.4825,60.85525,26.3158333333,18.8595833333
209.90,54.1110833333,42.0,69.7776666667,85.4444166666,57.8889166667,74.889,38.2221666667,64.4445,32.2222499999,27.5555833333
210.28,69.4444166666,53.9853333333,86.1109999998,97.8262499999,66.42525,87.0774166667,52.2946666667,81.6426666668,42.8743333332,39.0096666667
210.66,73.1768333334,49.8695833333,97.7864166666,98.0465,69.53125,87.6300833334,55.4685833333,89.5831666667,38.4113333333,48.1769166667
211.03,83.0169166667,58.7553333334,103.481,98.8396666668,76.055,86.709,66.7721666667,91.8777500001,50.0,62.86925
211.41,98.7089166664,63.49775,117.136166667,111.61975,87.08925,94.7184166667,75.3521666668,111.61975,59.6244166666,74.2958333334
211.79,112.05125,72.436,137.05125,126.282,106.15375,109.7435,84.4871666666,125.256333334,72.8205833333,82.8205833333
212.17,118.0365,76.7122499999,139.840166667,125.456583333,116.552416667,105.4795,90.5251666666,126.484,80.4795000001,88.2421666667
212.55,105.208416667,71.3069166668,126.136333333,108.428,106.913,103.219666667,83.6174999999,116.003916667,76.6097500001,88.6364166667
212.92,132.291666666,84.6063333333,156.134333333,131.597333333,131.9445,125.463083334,94.0970833334,150.347166667,98.6110833333,111.805666667
213.30,137.83775,78.9414166665,151.5765,123.648666667,126.126166666,116.21625,87.7255,152.027,96.6216666668,114.977333333
213.68,153.168916667,92.7230833333,162.323916666,133.33325,139.436583333,121.244083333,98.0044999999,170.4225,110.563416667,129.22525
214.06,146.794833333,89.2093333335,151.175333333,120.192416667,130.341916666,113.67525,93.5897500001,160.576916667,102.884666667,123.290583333
214.44,134.387,83.2375833334,137.35625,109.67425,119.06125,107.08825,86.4941666666,147.413833334,98.1800833334,116.18775
214.81,141.452916667,94.4444999999,140.38475,110.897416667,122.756333333,118.162333333,84.5085000001,154.594083334,107.906,122.008666667
215.19,141.125583334,102.489166667,143.723083333,115.151416667,123.376583333,121.8615,86.3636666666,156.0605,108.658,123.593166667
215.57,117.233083333,90.4531666667,118.527583333,100.080916667,107.11975,107.119916667,77.6700000001,131.877166667,94.3365000001,105.906083333
215.95,111.160833333,83.6310833334,109.375083333,89.65775,96.3541666667,96.65175,69.3452499999,119.866083333,81.84525,100.000083333
216.32,113.015833333,84.1270000001,111.34925,89.2062500001,95.6349166668,100.476333333,68.1745000001,122.142833333,82.7777499999,105.396833333
216.70,137.456333333,108.859833333,133.24575,111.140416667,117.28075,121.228,89.91225,145.614166667,102.368416667,131.754333333
217.08,134.5,112.416666667,130.916666666,112.166666667,113.916666666,121.166666667,93.1666666666,141.5,101.0,133.833333333
217.46,137.59475,123.484833333,140.24625,120.359833334,120.359833334,131.344583333,95.6439999999,151.04175,109.658916666,148.769
217.83,131.296416667,119.259416667,134.722166667,113.148,111.111,125.555583333,88.4258333332,145.5555,102.68525,141.66675
218.21,131.159333333,127.717333333,141.66675,120.652166667,114.039666666,129.528916667,89.1304166667,146.648583333,106.702916667,142.663166667
218.59,136.968,131.47175,141.66675,123.138333333,117.7305,130.230416666,87.0568333334,152.74825,106.56025,147.074416666
218.97,146.875083333,138.368166666,150.78125,134.809083333,124.045,131.684083333,97.3959166667,161.892333333,113.10775,153.038166667
219.34,151.26825,143.568833333,157.246416667,141.485666667,130.253583333,137.409333333,101.630416667,170.199166667,122.46375,159.329833334
219.72,231.920916667,226.977416667,242.65525,211.016916666,193.502833333,206.920833334,159.322,255.225916666,185.028416666,246.045166666
220.10,300.181166667,302.173833333,321.195666667,270.289833333,258.514583333,272.826,219.202833333,332.78975,253.260916667,326.268166667
220.47,305.072583333,307.789916667,328.9855,274.63775,267.391416666,279.16675,229.891333333,337.86225,254.710166667,330.072416667
220.85,237.797583334,231.994166667,255.65475,212.351083333,199.404666667,216.517833333,174.702333333,258.333416667,186.011833333,253.422583333
221.23,228.042333333,216.53425,246.164,200.2645,191.00525,202.91,166.005333334,243.650916667,181.08475,238.492166667
221.61,255.028666667,233.18975,269.540333333,214.798833333,206.609166667,214.942416667,182.47125,265.804583333,194.396583334,251.867833334
221.98,315.780166667,288.120583333,331.0285,268.617083333,256.205666667,270.567333333,228.36875,328.014166667,238.829666667,315.24825
222.36,360.208333333,323.958333333,369.791666666,289.583333333,276.666666667,300.208333333,256.041666667,369.375,265.0,358.958333334
222.74,357.870416667,327.314833334,383.102,288.888916666,281.250083333,296.99075,261.342583333,359.722083333,257.870416666,366.203666667
223.11,378.90625,340.364583333,405.208333334,301.5625,288.541666666,311.71875,278.90625,386.458333334,270.833333333,389.322916667
223.49,376.07525,322.849583333,384.94625,270.69875,269.892416667,281.7205,257.258083333,366.129083333,249.999916667,376.88175
223.87,265.530416667,214.962166666,266.098416667,187.689333333,188.636333333,194.697,170.454583333,248.48475,172.72725,254.356166667
224.24,264.394,205.113583333,264.962083333,192.235,185.984916666,197.537833333,171.590916667,254.356,175.37875,251.515166666
224.62,326.5625,243.229166667,320.833333333,232.291666667,210.15625,233.333333333,202.34375,309.635416666,208.59375,308.072916667
225.00,461.594166667,349.63775,449.27525,322.463833333,284.42025,307.971,300.724666667,454.710166667,305.797083333,426.449333333
225.38,615.555666667,491.66675,639.999916667,415.0,393.333333333,404.444333333,441.666666667,627.22225,414.44425,595.555583333
225.75,404.16675,335.2565,426.923166667,295.192333333,298.718,285.897333333,319.230833334,403.525583333,305.448666667,401.282166667
226.13,300.22525,241.66675,308.333416666,211.71175,221.396333333,204.5045,235.135166667,280.855916667,227.25225,283.558583333
226.51,290.57025,231.140333333,302.412083333,222.36825,239.912333333,199.78075,244.079083333,285.965,230.482416667,276.0965
226.88,266.85175,213.888916666,279.25925,212.22225,224.4445,192.592583333,227.037166667,264.4445,219.444416667,251.666583334
227.26,201.01,169.570583333,212.247416667,163.510083334,179.166666666,151.767666667,174.494833333,195.580833333,169.696916667,190.782833333
227.64,185.790583333,159.508416667,197.649666667,156.196666667,167.84175,145.299166667,166.880416667,188.141,157.906,179.80775
228.01,176.88875,156.555583333,187.444416667,146.222166667,161.4445,135.999916667,161.888833333,183.777666667,151.111166667,178.889
228.39,155.172333334,141.379333333,163.601333333,127.39475,141.954083333,119.34875,139.5595,156.705083333,127.10725,155.172416667
228.76,146.813833333,138.970583334,152.614333333,123.7745,137.826833333,113.970583333,127.859416667,147.9575,121.486916667,147.7125
229.14,146.558,139.402083334,157.4275,120.289833333,145.65225,116.304416667,125.81525,148.369333333,124.366,154.800666667
229.52,149.137916667,139.272,158.046083333,124.8085,150.383083333,120.114833333,121.934833333,151.436916667,127.969333334,157.471083333
229.89,147.11925,140.432083333,150.72025,121.502,143.209833334,114.81475,116.460916667,149.074,121.296333334,157.613
230.27,178.551833333,176.639333333,190.3005,151.092916667,181.1475,143.169333333,144.94525,181.83075,148.633916667,201.229416667
230.65,238.41475,242.47975,260.162583333,196.951166667,244.105583333,187.195083333,186.5855,242.479583333,195.5285,281.504083333
231.02,459.920666667,459.52375,496.031583333,368.253916667,450.396833334,349.206333333,349.603166667,462.3015,370.634833333,545.63475
231.40,-610.416666667,-596.527916667,-661.8055,-421.52775,-595.138916667,-428.47225,-411.111083334,-593.750166667,-439.583416666,-758.333416667
231.78,-98.913,-97.6449999999,-123.369583333,-56.7029166667,-101.6305,-59.7826666667,-53.9855000001,-96.5579166668,-60.5071666667,-140.217416667
232.15,-69.91525,-77.6836666667,-97.4576666668,-42.9379166667,-78.5308333333,-42.6554166666,-40.9605,-75.4238333334,-43.64425,-103.531083333
232.53,-43.3760833334,-46.90175,-56.7309166666,-22.9701666667,-49.5726666667,-17.9488333333,-20.4059166667,-42.0939166667,-22.5425,-67.7351666667
232.90,-24.283,-25.6270833333,-41.9355833333,-11.3799166667,-31.3619166667,-4.92816666666,-13.9784166667,-23.1184166667,-8.87108333333,-45.3405
233.28,-26.4705833333,-24.91825,-37.4999166667,-16.8300833333,-32.5980833333,-4.16658333333,-15.27775,-21.4051666667,-6.12741666667,-40.4413333334
233.66,-14.823,-12.758,-21.7550833333,-2.28600000001,-18.7314166667,6.34225,-5.75216666668,-8.62825000002,7.66958333332,-25.6638333333
234.03,0.44866666666,3.20516666666,-8.65383333334,11.4104166667,-6.34616666668,13.782,7.56408333334,6.79475,20.83325,-6.53858333333
234.41,5.27983333333,8.46041666668,-5.21641666668,13.677,-2.86250000002,16.2849166667,10.6870833333,10.0508333333,25.5089166666,-1.14499999999
234.78,6.95458333333,12.7099166667,-2.15808333333,15.7673333333,2.57791666666,16.7266666667,14.2686666667,17.2063333333,28.4171666667,5.39566666668
235.16,7.53091666668,12.963,0.30875,19.5061666667,1.91341666668,17.8395,13.3950833333,20.0618333334,29.8765833333,10.4938333333
235.54,2.56424999999,10.6411666667,-3.65400000001,15.12825,-3.46158333334,11.859,5.57699999999,15.4489166666,27.05125,6.34616666666
235.91,-1.49741666667,7.09633333333,-4.68724999999,14.4533333333,-8.91916666668,10.2214166667,0.586000000007,16.2761666667,23.1769166667,6.51058333333
236.29,-15.6819166667,3.03033333333,-10.7575,6.13641666667,-20.6819166667,2.50000000001,-6.21208333335,13.78775,19.2425833333,0.227166666665
236.66,-14.3939166667,4.92424999998,-9.46975,7.12116666668,-20.7575,3.71208333334,-4.16658333335,13.7120833333,20.9848333333,0.757583333332
237.04,-7.63891666667,11.0415833333,4.16666666667,12.0138333333,-16.8055,6.38875,2.56950000001,17.4304166667,24.7916666667,6.94441666666
237.41,-6.87133333332,7.89483333332,1.09650000001,13.1578333333,-17.0321666667,5.04375000001,-0.365416666658,17.4706666667,23.1724166667,6.2865
237.79,-20.2485,-3.80116666667,-11.3304166667,-0.730916666658,-26.5350833333,-5.84808333333,-12.9385833333,6.28675000001,11.18425,-4.89758333333
238.17,-31.3420833333,-9.51325000002,-18.80525,-12.5369166667,-35.9144166667,-15.8555,-25.66375,-5.75241666668,1.03241666667,-15.7078333333
238.54,-27.9660833333,-9.11016666665,-14.9011666667,-9.81633333332,-32.1329166667,-11.79375,-18.291,-2.68358333332,3.81341666667,-10.94625
238.92,-31.1805,-12.6389166667,-17.2915833333,-13.54175,-38.47225,-14.9305833333,-23.4026666666,-9.79158333334,0.34716666665,-15.6944166667
239.29,-15.5013333333,-1.1655,-6.81808333334,-5.76933333333,-27.2144166667,-5.24474999999,-11.014,-1.10716666666,6.58508333335,-6.177
239.67,-8.03400000001,4.99000000001,0.898249999999,0.449333333333,-15.9183333333,3.44308333334,-0.698583333333,5.98800000001,11.8263333333,4.89033333333
240.04,-8.15400000001,3.58425000001,0.447916666667,-3.27058333333,-14.068,0.58266666665,-0.179166666658,2.68825,8.37816666667,2.285
240.42,0.946083333332,8.87933333333,4.76708333333,2.91125,-6.22266666666,6.04075,5.20366666667,5.96808333333,11.3536666667,8.29691666668
240.79,5.72533333333,10.7505,7.95166666666,6.10675,-1.39958333333,8.42883333333,6.90208333333,6.67950000001,13.9314166667,13.4860833333
241.17,5.28741666668,11.00575,6.40816666666,6.00575,-0.574750000008,8.04599999998,7.44258333333,5.80449999999,13.3045833333,14.05175
241.54,8.64574999999,13.69775,10.20825,7.00516666667,0.989500000008,10.0519166667,11.0674166667,7.81233333333,14.7395,17.81225
241.92,10.71425,15.7143333333,13.1189166667,9.23808333334,1.78558333334,10.6190833333,13.97625,9.54775000001,15.28575,20.7619166667
242.29,12.0936666667,14.2290833333,13.4400833333,8.51908333333,1.78733333334,10.0510833333,14.9720833333,8.79750000002,14.3220833333,20.8914166667
242.67,12.9774166667,16.3628333334,14.3663333333,9.80891666667,3.12491666668,11.1111666667,14.6051666667,10.3299166667,14.4965833333,20.4426666666
243.05,15.2225833334,17.2854166667,16.8729166667,12.1905833333,5.63100000001,13.5314166667,16.7286666667,13.0569166667,16.4396666667,22.4010833333
243.42,18.889,20.238,21.0516666667,15.496,10.21825,16.3690833333,20.4563333333,17.4209166667,19.7619166666,25.7340833333
243.80,19.8384166667,20.9614166666,21.06,14.9134166667,10.0079166667,16.3515833333,21.5129166666,18.026,18.9125,24.92125
244.17,20.30125,21.1446666667,22.7511666667,15.6625833333,9.91966666666,16.6465833333,22.53,19.1165833333,19.3975833333,25.4616666667
244.55,21.5801666667,22.9165833333,24.6659166666,16.8239166666,11.8515833333,18.9858333333,24.4888333334,21.757,21.6390833334,27.2601666667
244.92,21.8236666667,24.3834166667,25.6353333334,17.0403333333,12.4626666667,19.9178333333,26.4946666667,22.64575,20.60925,27.5971666667
245.30,22.1081666666,23.6138333333,26.65975,18.549,13.9289166667,21.44075,27.5154166667,23.6309166667,21.0985,27.0705
245.67,19.1374166666,21.57775,24.2171666667,17.173,13.0143333333,19.4445,24.9846666667,21.0405833333,19.0915833333,25.0308333333
246.05,18.9304166667,21.2931666667,23.2455833333,17.2751666667,13.2568333333,19.8925833334,24.434,20.76975,19.39725,24.9999166666
246.42,17.41275,20.3844166666,21.9523333334,16.8435833333,12.19025,19.9544166667,23.1664166667,20.5615,18.3990833333,24.0011666667
246.79,15.2076666667,18.324,19.9928333333,15.0794166666,10.8425833333,18.1139166667,21.9655833333,17.787,16.0015833333,22.2688333333
247.17,14.44375,17.3705,18.28625,13.4495,9.87491666668,16.6219166667,21.1684166666,16.11925,14.6446666667,21.2466666667
247.54,11.8386666667,14.7926666667,15.4540833333,10.582,6.9995,14.3406666667,19.3121666667,13.1724166667,12.2464166667,19.10275
247.92,11.1003333333,13.6928333333,14.9455833333,9.42258333333,5.87133333334,13.24625,18.1808333333,11.3725833333,11.14375,18.2679166667
248.29,11.728,14.4881666667,14.8265,9.63416666665,6.75758333333,13.9275833333,18.6336666667,11.54825,11.7491666667,19.0355
248.67,10.156,13.0110833333,13.7695,8.99725000002,5.76258333333,12.0415833333,17.5516666667,10.1349166667,10.67225,17.994
249.04,9.23841666665,12.042,12.9029166667,8.77483333334,4.51433333333,10.7614166667,17.0750833334,9.54741666667,10.5075833333,17.0419166666
249.42,8.27483333334,11.26375,11.5681666667,7.55966666666,3.25825,9.37641666665,16.233,8.57941666665,9.57566666667,17.0300833333
249.79,7.87108333333,10.8629166666,11.3765,7.19049999998,2.55525,8.57725000001,16.4611666667,8.17908333333,8.84691666667,16.3840833333
250.17,7.34891666666,10.6071666667,11.7305833333,6.69725000001,2.57908333333,8.48600000001,17.0133333333,7.70941666666,8.43033333332,16.5004166667
250.54,7.97625000001,11.78575,12.3809166667,6.83041666666,3.60125,8.58633333332,19.0625,7.50008333334,8.85416666666,17.2619166667
250.92,8.38150000001,12.11375,13.5616666667,7.33583333333,3.34633333334,9.25033333333,20.4633333333,7.96333333334,9.81341666667,18.8061666667
251.29,8.56808333333,13.4475,15.8450833334,8.18241666668,4.57741666666,10.2280833333,22.1495,8.92016666667,10.9324166667,19.9195
251.66,8.29983333335,12.903,16.0449166667,8.78691666667,5.00683333334,9.71091666667,21.5726666667,8.75325,10.0806666667,19.842
252.04,9.35375000002,14.3366666667,16.9726666667,10.3230833333,6.61575000001,11.30975,23.1463333333,10.1020833333,11.6155,21.4285833334
252.41,9.62483333333,15.0655,17.6654166667,11.8114166667,7.45508333334,11.9663333333,23.9841666667,10.65775,12.1556666667,21.9698333333
252.79,9.68083333332,14.75175,16.8441666667,11.0106666667,7.0035,12.3404166667,24.1666666666,9.89366666664,11.3830833333,22.0213333333
253.16,8.83991666668,13.1025833333,15.4263333334,9.27658333334,6.09716666667,11.6001666667,22.1524166667,8.28083333334,9.7485,20.9994166667
253.54,11.8658333333,15.5350833333,18.1926666667,11.83125,8.50475,13.35725,24.0226666667,10.3051666667,10.8196666667,23.04525
253.91,13.7204166667,17.0033333334,19.6465,14.394,10.5556666667,15.1346666667,25.707,11.6330833333,12.6430833334,24.8991666667
254.28,14.4896666667,17.9931666667,20.3231666667,14.52375,10.8674166667,15.3060833333,25.7655,11.9215833334,12.9593333333,24.43875
254.66,13.9120833333,17.1723333333,20.101,14.6093333333,9.29216666667,14.313,24.1458333333,10.9309166666,12.2210833333,23.6226666667
255.03,14.0873333333,16.6668333333,19.57075,14.2135,9.14508333335,13.3838333333,22.7813333333,10.2454166667,10.6059166667,23.1420833333
255.41,12.9233333333,14.9361666667,19.1120833333,13.2995,7.52449999999,13.03625,22.0276666666,9.57491666667,8.82241666668,22.9684166667
