wavelength,Back_CorPilf,Belly_CorPilf,Breast_CorPilf,Crissum_CorPilf,Crown_CorPilf,DorTail_CorPilf,Patch10_CorPilf,Rump_CorPilf,Throat_CorPilf,WingTip_CorPilf
194.75,-88.4615833333,-26.12175,-57.2916666667,-96.3941666666,-23.5578333334,-39.5732291667,-89.2628333333,-14.0491388889,-48.5577499999,-74.8398333333
195.13,-109.280333333,-39.7726666666,-67.7082916667,-117.234833333,-32.57575,-47.7389947917,-103.787916667,-30.4292777778,-68.5605833333,-99.9053750001
195.51,-77.7776666665,-32.0834166667,-59.5834166667,-92.1527499999,-32.91675,-39.183890625,-77.2917083333,-22.4538055555,-54.4443333333,-80.4165416667
195.89,-66.9354166667,-27.9568333333,-51.2768333333,-74.932875,-22.3119166667,-30.3342552083,-65.8601666667,-9.40869444445,-46.5055000001,-69.2204583333
196.27,-47.8309166667,-20.2055833334,-41.324125,-53.3674583333,-7.19175000001,-9.63890625003,-49.143875,-7.76249999999,-29.10975,-50.2282916667
196.65,-45.0248333333,-16.66675,-47.699,-55.3482916667,-10.0746666667,-15.337421875,-52.6119583333,-12.4379166667,-33.7065,-52.674125
197.03,-35.8335,-18.4524166667,-46.8452083333,-52.2619583332,-6.07141666668,-11.7113229167,-58.2737083333,-17.8572222222,-34.9999166667,-56.3689166667
197.40,-75.0000000001,-60.6885,-95.3802916666,-101.721,-28.62325,-41.3837343751,-116.123291667,-56.5821666666,-88.0435000001,-116.575958333
197.78,-76.29625,-69.81475,-109.629416667,-112.314708333,-46.4814166666,-54.7221875,-131.574208333,-70.4320555557,-91.4815000001,-130.092541667
198.16,-41.0375833333,-38.5220833334,-70.4402916666,-84.1195833334,-26.4150833333,-31.2989375,-101.965458333,-43.6057777778,-65.8805833333,-89.9371249999
198.54,-128.009333333,-112.731666667,-178.240708333,-184.143666667,-102.546333333,-112.847348958,-214.236208333,-128.703916667,-155.787083333,-196.990583333
198.92,-114.430833333,-95.9348333333,-159.146375,-157.723541667,-82.1138333332,-95.9859010416,-191.768083333,-107.452638889,-144.7155,-171.544625
199.30,-98.4694166668,-91.4965833333,-141.751791667,-138.265291667,-81.1225833332,-86.6071927084,-170.663083333,-98.8095833335,-124.830083333,-145.578166667
199.68,-91.4773333334,-92.6136666666,-140.246166667,-140.530416667,-76.51525,-81.4747656251,-182.291833333,-105.429277778,-129.734833333,-144.981125
200.06,-135.215,-133.870833333,-202.284958333,-221.639791667,-130.645166667,-123.370244792,-266.397875,-176.523333333,-194.892583333,-231.989291667
200.44,-147.916583333,-133.631,-198.214291667,-231.101208333,-153.869166667,-136.86771875,-281.993958334,-176.388972222,-216.964416667,-264.136916666
200.82,-186.11125,-166.358166667,-213.888875,-252.314791667,-171.296083333,-149.788,-298.765375,-201.749083333,-254.93825,-283.02475
201.19,-498.611166667,-406.9445,-508.333333333,-601.735916667,-451.38875,-394.227364583,-724.305625,-465.509305555,-612.5,-687.5
201.57,-253.985666667,-197.826166667,-238.405791666,-309.420291667,-240.57975,-214.0399375,-370.108833333,-240.942,-309.057916667,-356.159333333
201.95,-251.587166667,-166.6665,-240.6745,-321.825375,-224.603166667,-203.645994792,-383.730208333,-242.195805555,-323.41275,-362.103
202.33,777.5,598.333333334,760.0,867.916666668,656.666666667,612.552083333,1017.5,724.722222222,865.833333333,1007.08333333
202.71,494.872,401.282,514.743541667,577.243541667,400.641166667,390.624895833,675.961541667,487.606916667,612.179583333,712.8205
203.09,337.698333333,297.222333333,367.857,411.110958333,284.523833333,295.858067708,469.841208333,353.306916667,421.03175,480.5555
203.47,247.580666667,213.9785,268.145333333,304.301083333,212.365583333,237.953489583,343.548375,259.767194444,317.47325,344.489125
203.85,220.625,181.666666667,228.854166666,255.729166667,196.25,213.619791667,287.1875,216.666666666,271.666666667,290.833333333
204.22,150.512916667,123.97425,157.307708333,171.410333333,132.1795,150.232359375,194.551416667,148.119694444,178.974416667,190.961625
204.60,153.787833334,121.8435,157.196833333,172.41175,128.28275,153.566838542,193.56075,148.989833334,183.080833333,185.164083333
204.98,164.2425,116.81825,168.33325,189.090958333,136.0605,168.844526042,217.348541667,151.868611111,195.4545,200.454541667
205.36,174.22825,123.611,182.716041667,196.450541666,147.68525,177.893526042,225.154125,169.547388889,209.4135,213.040166667
205.74,132.236833333,86.1843333333,136.951875,139.254291667,111.95175,126.3774375,171.052666666,123.793861111,152.960583333,163.815708333
206.12,135.625,101.145833333,135.729166666,141.354166667,120.208333333,133.645833333,175.416666667,128.819444444,159.166666667,163.802083333
206.50,150.282583333,100.2825,151.129958333,156.779666667,134.181,153.796036458,206.709,140.772055556,187.570583333,180.014083333
206.87,170.151416667,108.181833333,166.590833334,176.363708333,156.81825,178.87321875,229.393958333,157.070472222,207.72725,192.121291667
207.25,188.5,118.0,181.916666667,195.333333333,186.333333333,199.208333333,252.833333334,177.888888889,234.166666667,211.166666666
207.63,157.886833333,92.7082500002,147.544666667,159.747083334,155.208333333,159.784302083,216.369083333,150.099111111,192.5595,186.532875
208.01,146.666666667,95.1389166667,143.333291667,154.861041667,145.277833333,151.874927083,206.597333333,150.555583334,184.722166666,179.861208333
208.39,184.88375,112.015416667,182.364291667,195.445666667,191.860416666,194.670588542,256.395166667,192.5065,239.341166667,236.821583333
208.77,189.583333333,120.659833333,190.104208333,197.916625,198.611083333,192.306697917,250.434083333,193.055694445,229.86125,232.638875
209.14,205.87125,133.3335,206.818166667,214.583333334,216.098416666,207.126088542,271.401416666,211.742444444,256.25,253.693
209.52,212.036916667,142.129666667,223.032375,229.398166667,247.453666667,219.863979167,298.4955,234.722222222,286.574083334,264.120333334
209.90,305.448833334,233.012833333,328.846,335.096125,354.487166667,335.436604167,430.769458333,362.179388889,414.743666667,366.66675
210.28,286.90475,197.618833333,293.452458333,298.660625,317.261916667,296.540036458,387.499875,323.908694445,370.833416666,348.660875
210.66,260.8795,189.583333333,254.745375,266.203666666,284.259083333,256.177609375,322.916708334,287.654333334,313.6575,324.884333334
211.03,184.863916666,134.013666667,172.278875,184.353625,207.312916667,169.355802083,234.35375,203.118,221.59875,242.261916667
211.41,155.694416667,115.27775,133.333416667,144.097125,167.916666667,139.583276042,186.944416666,162.870361111,175.694416667,205.624791667
211.79,161.065583333,118.715916667,142.212916667,144.740458333,178.0055,137.798911458,184.631291667,168.078472222,182.377,210.792416667
212.17,148.846166667,101.15375,126.923083333,136.154,167.435833333,126.298286458,169.871708333,151.923138889,165.897583333,188.653916666
212.55,205.208333333,136.284666667,156.59725,185.416541667,216.666583334,162.760427083,238.975541667,198.263777778,219.09725,245.138958333
212.92,189.455833334,130.612333333,133.163458333,177.381041667,209.693833333,146.2903125,232.908208333,190.022666667,201.87075,237.755291666
213.30,159.343333333,120.580833333,115.97225,151.388666667,174.116083333,122.758984375,180.366291667,163.299611111,164.14125,192.297875
213.68,160.300833333,110.995333333,106.886541667,145.254666667,157.986083334,121.079234375,177.025541667,150.887416667,153.125,186.516083334
214.06,139.6105,92.7489999999,91.8832500001,122.889458333,135.065,98.2210625001,149.621208333,129.437138889,131.601666667,161.525958334
214.44,125.098,87.2549166668,84.3138333333,112.00975,125.000083333,90.1225364584,136.176458333,116.307222222,120.490083333,147.05875
214.81,99.2423333333,68.48475,66.1364166667,92.0456666667,99.8484166667,75.6675052082,110.378583334,89.6969444444,97.4242500001,113.371208334
215.19,103.693083333,65.5301666667,65.4355833334,99.5738333334,109.56425,75.5977031249,117.897583333,96.0225833333,104.356083333,121.875083333
215.57,99.0195833332,57.2548333334,70.2942499999,100.686208333,103.921666667,72.7389635416,117.058916667,92.4183055555,99.4118333331,111.813541667
215.95,95.3815000001,52.8113333333,68.1727083333,95.984125,99.6987500002,73.7009166668,121.837458333,88.8555555556,89.4579166668,107.17875
216.32,111.5195,60.6616666667,75.7965833333,109.129916667,115.318666667,86.4046718751,140.870125,105.80075,98.7745833333,126.470666667
216.70,91.4382500002,56.6209166667,71.5752916667,92.00925,106.164416667,78.660109375,128.481708333,98.5541666667,95.8903333334,109.246458333
217.08,98.0676666665,60.3865833333,80.0723749999,91.7873333334,110.26575,86.2394062501,134.903583333,104.388055556,99.8791666667,112.802041667
217.46,92.2979166665,50.5050000001,74.053125,84.3435416666,110.100833333,88.6915260416,135.100833333,106.270916667,98.2323333335,110.290375
217.83,74.0740833333,49.5371666667,62.0370416667,76.5047500001,98.3796666667,75.3473177083,116.840291666,92.5539444443,84.1435833333,98.3797500001
218.21,77.6924166666,51.7948333333,65.9615416667,86.1539166667,114.6155,86.8989947916,124.358875,92.8206388887,94.7435833335,101.089625
218.59,74.0909166667,41.2120833332,56.0605416667,86.7424166668,117.121416666,87.4242239583,126.363666667,101.818194445,94.0908333333,95.9848750001
218.97,80.5554166667,45.7264166669,69.9787083332,100.213625,150.854583333,102.3101875,155.448541667,141.025583333,113.247833333,120.406041667
219.34,88.8890000001,56.7459166665,75.8928333334,91.27,141.071416666,110.106630208,155.853083333,137.89675,107.539666667,121.825375
219.72,72.3765,57.7160833335,56.7901666667,75.1543750001,115.740833334,91.743765625,128.6265,110.751083333,91.9752499999,104.320875
220.10,76.1006666668,61.6353333332,43.47475,73.6635000001,109.434,91.0573541667,114.779666667,107.9665,99.8428333333,99.528125
220.47,71.1110833333,54.4445833334,38.3334583334,61.8053750001,95.9722500001,77.6649166666,103.472291667,93.4259444444,91.3889166668,91.4583749999
220.85,84.091,59.8485833334,43.1060833333,67.4999583334,103.48475,83.1627968751,103.712166667,91.3635277778,90.3029999999,109.091041667
221.23,63.8889166667,47.5145833333,33.845,61.7688333333,94.2981666665,76.2059843749,92.1782916667,78.5086944445,85.6724999998,98.5379583333
221.61,65.4971666668,50.0000833333,38.74275,55.0437500001,92.8362500001,76.63559375,99.85375,64.6685833333,83.3333333332,102.485291667
221.98,67.3976666666,41.813,45.1755416667,49.9999583333,97.9531666667,78.2528958333,94.0058333332,71.0039166667,84.6493333332,102.704666667
222.36,65.8088333333,40.9313333333,41.544125,55.88225,85.9069999999,70.7949687499,87.377375,66.2583611111,70.8333333333,97.4264166666
222.74,71.2607500001,53.31175,58.2265,57.6922916667,88.141,71.9350416666,89.7968750001,67.8063888889,69.7649166667,100.747916667
223.11,88.8888333334,70.3333333333,77.7777083333,71.8889166667,99.66675,86.5276093749,108.611041667,81.2222222222,82.4445,118.611166667
223.49,85.8901666668,69.79175,78.882625,76.562625,98.8635833334,86.9139947915,98.8162500001,81.9128333334,83.2385,109.233
223.87,106.944416667,71.0859166667,88.3838333334,86.4267500001,116.666666667,96.196296875,108.712291667,95.8754722222,90.0253333333,124.93675
224.24,139.361583333,83.6878333333,123.049708333,115.15975,152.659666667,124.401619792,143.794416667,122.51775,114.539,165.780208334
224.62,131.707416667,84.1463333334,122.6625,109.146208333,152.845333333,117.936984375,138.617791667,121.205861111,109.95925,169.105708333
225.00,107.67975,76.4708333334,106.290875,95.6699166667,131.209166667,103.707098958,121.976916667,111.873611111,99.5098333333,131.617708333
225.38,127.482333334,85.2835833333,122.429166667,110.283666667,141.489416667,112.821432292,129.610208333,124.822777778,107.624083333,148.847416667
225.75,124.621166667,91.2878333333,119.223541667,115.151458333,142.045416666,112.346114583,127.556875,133.649111111,105.303083333,146.212041666
226.13,129.411666666,101.7975,121.977166667,120.7515,142.32025,116.544067708,138.643583333,132.897722222,111.2745,144.280916667
226.51,163.1945,136.8055,160.300916667,147.569375,190.740583333,143.431723958,188.078833333,182.793194444,145.13875,182.4075
226.88,172.549083333,133.333416667,155.882291667,152.818666667,195.098166667,157.950130208,195.955916667,192.156888889,154.65675,181.985333333
227.26,153.125,113.802083333,122.786458333,135.416666667,184.635416667,136.1328125,171.744791667,174.305555556,133.59375,151.302083333
227.64,465.74075,405.555583333,352.314666667,372.222291667,556.481583333,375.231583333,569.4445,497.839583334,366.666666667,440.27775
228.01,-705.0,-845.0,-683.333333333,-634.166666666,-1005.0,-608.75,-1041.66666667,-835.0,-678.333333332,-865.0
228.39,-950.000083333,-1386.11108333,-1070.83341667,-959.722249999,-1655.55558333,-928.819473958,-1697.22220833,-1346.29630556,-1111.11108333,-1352.77770833
228.76,-180.392083333,-238.725666666,-201.96075,-188.970666667,-313.235333333,-167.953447917,-312.5,-226.634111111,-205.88225,-224.754916667
229.14,-68.3824166667,-79.1665833333,-79.1668749999,-55.8824166668,-127.205916667,-35.9680677083,-122.4265,-76.7157222223,-59.5587500001,-84.3136666667
229.52,-131.060666667,-170.83325,-150.946916667,-114.772791667,-217.803166667,-85.5350572917,-232.954458333,-158.333277778,-130.303,-157.007583334
229.89,-155.263083333,-179.385916667,-180.921041667,-124.122791667,-264.473583333,-74.0130208332,-246.929916667,-194.298222222,-152.631583334,-180.921125
230.27,-37.2223333334,-57.7778333332,-56.3888333334,-20.2777083333,-88.0557499998,8.2813697916,-81.6668333333,-51.9443888888,-42.22225,-67.2222083334
230.65,-45.3703333333,-66.3579166668,-70.8334166666,-17.1298333333,-88.58025,-3.9930104166,-100.617125,-42.9012222223,-48.1481666668,-83.0247916667
231.02,-3.88891666668,-23.8888333334,-17.8702916667,0.833375,-34.4445833333,23.6690572916,-40.555625,0.370444444442,-11.2964166667,-33.1479583333
231.40,2.46216666667,-13.63625,-10.1325416667,8.61754166665,-31.06075,27.8053072917,-37.594625,4.54555555558,-12.5,-33.2385833333
231.78,17.9629166666,9.25925,-0.83325,14.907375,-19.81475,35.4282708333,-16.296375,3.82713888887,-0.555666666657,-25.3704166667
232.15,12.5,21.3333333333,2.75,13.4166666666,-13.8333333333,37.2083333333,-18.75,0.888888888908,0.833333333332,-22.9166666666
232.53,13.0746666667,24.7126666666,9.26720833335,17.1695416667,-7.61491666668,35.14725,-4.885125,6.22602777776,11.20675,-16.8104166666
232.90,16.5094166667,34.11925,21.14775,25.3932083333,3.14466666667,51.8966822917,9.19791666668,15.9328055556,30.1885,-11.7137916667
233.28,11.8333333333,31.3333333334,23.6666666667,17.3333333333,-1.33333333333,40.5625,4.41666666668,8.66666666666,19.5,-21.25
233.66,28.18925,41.15225,31.6359583334,34.002,20.9876666667,48.1224166667,28.4464583333,29.4923611111,35.59675,6.89304166667
234.03,29.75,41.6666666667,34.2083333333,31.25,30.25,48.6354166667,30.8333333333,34.6388888889,40.0833333333,12.75
234.41,19.8378333333,28.8348333333,23.193125,22.5662916667,16.1505,35.49503125,16.2610833333,21.7552222222,29.7198333333,9.845125
234.78,18.29425,29.2316666667,23.0468333333,20.3449583333,15.9505,35.6120364584,18.6849583333,18.8368055556,27.539,11.7839166667
235.16,11.884,28.33325,17.5000833333,20.6523333333,13.4056666666,32.2148020833,13.840625,14.9516944444,28.1883333333,7.28245833333
235.54,10.8334166667,23.6309166666,17.9165833334,17.172625,13.75,28.5044895833,12.0533333333,16.1309166667,26.0119166667,8.74995833333
235.91,8.27208333333,20.7108333333,15.34925,13.9399583333,11.9485,25.9803020833,6.00475000001,15.8088055556,21.9976666667,6.15799999999
236.29,8.81541666666,21.3498333333,11.32925,14.8762083333,9.22866666668,24.6384739583,4.02887500001,15.8173333333,24.8623333333,9.91741666668
236.66,-6.93075,6.76558333332,-2.599,3.63029166667,-4.86808333332,13.0311666667,-16.0892083333,1.62272222221,13.03625,-0.330125
237.04,-12.6343333333,-4.03216666666,-15.6810416667,-5.28683333332,-17.20425,-0.0783020833175,-32.3925416667,-9.52805555556,0.447916666658,-11.0662916667
237.41,-13.5058333333,-9.38708333334,-20.8814166667,-12.6437916667,-21.9348333333,-2.97527083333,-39.7031666666,-12.8353888889,-1.53250000002,-13.07475
237.79,-17.0045,-14.0765,-27.0270416666,-20.2701666667,-33.4459166666,-9.45947395832,-60.9234166667,-24.587,-8.10825000001,-15.7092916667
238.17,-26.7413333333,-24.5024166667,-42.4128333334,-25.93275,-51.24375,-30.2083125,-79.850625,-34.8259722222,-24.7513333333,-23.1343333333
238.54,-16.4214166667,-12.745,-30.0245416667,-19.48525,-40.5636666667,-11.8489479167,-61.090625,-22.6306666667,-9.9265,-10.2327916667
238.92,1.82916666666,0.304749999992,-12.0935416667,-3.45529166666,-26.4226666667,-0.882937500017,-42.3272916667,-11.3142777778,6.40233333334,2.59158333333
239.29,8.01274999998,4.08658333333,-5.24837500001,-0.400666666667,-20.9936666667,4.64235937501,-25.7614583333,-4.62072222223,11.2181666667,11.097875
239.67,-0.797833333342,-1.50708333334,-23.1383333333,-8.55504166667,-41.6668333333,-2.31593749999,-38.2976666667,-16.0460555556,4.60983333333,4.29958333333
240.04,6.11116666667,4.51383333333,-11.3195416667,1.736125,-26.7360833333,8.58508854166,-20.4168333333,-2.93983333334,15.2776666667,12.3610833333
240.42,6.03075000001,1.86408333332,-5.29079166668,1.75449999999,-18.9693333333,7.76795833333,-11.9794166666,-1.75430555556,11.62275,7.56558333333
240.79,11.31525,8.29233333333,3.53350000001,7.0875,-7.02616666668,14.3356875,-1.63404166667,6.44069444445,15.23675,12.6225416667
241.17,11.9,10.5,6.80000000001,9.35,-1.43333333333,16.1583333333,3.15,8.6,16.0333333334,14.5
241.54,13.5920833333,10.2585833333,8.67825,10.991375,1.32191666666,16.6916041667,6.810125,11.3026388889,17.0115,15.1149166667
241.92,14.3181666667,11.3634166667,11.249875,13.42175,3.106,17.591515625,10.7197916667,13.9645833333,17.4746666667,16.8054583333
242.29,14.3163333333,10.5175833333,10.7074583333,12.4762916667,3.01525,17.5275104167,10.3276666667,13.1131944445,17.0704166667,16.97525
242.67,17.4445,12.7556666667,13.1999583333,15.6222083333,5.88891666667,19.2637916667,12.6889166667,15.9406388889,18.8445833333,18.17775
243.05,15.17375,10.2718333333,10.327375,13.7478333333,3.74333333333,17.6902291667,11.4862083333,14.7355277778,16.1096666667,16.5219583333
243.42,18.19725,13.3716666667,13.8924583333,16.634875,7.29166666666,20.9105625,14.21125,17.7863611111,18.431,18.6860833333
243.80,18.2203333333,12.4696666666,15.3954166667,17.3627083333,10.2705,20.6881458333,14.8405833333,18.3548055556,18.7449166667,19.2897083333
244.17,15.8093333334,10.4068333333,13.4170833333,15.2612916667,8.15383333333,17.5688489583,11.9219166667,15.1449444444,14.95225,16.7762916667
244.55,14.91225,10.2021666667,12.7764166667,14.569,7.74225000002,16.757296875,10.5835,15.3316944444,13.4629166666,16.4188333333
244.92,15.90225,11.3160833333,13.5159583333,15.464375,9.02316666666,17.9506875,11.1763333333,16.2877222222,14.44825,16.53625
245.30,14.7155,10.2678333333,12.847375,14.8397083333,8.87908333335,17.6742916667,10.4826666667,15.7353888889,14.03775,15.6250833334
245.67,14.0138333333,11.7056666667,12.7399583333,15.6775833333,9.08283333333,18.6320520833,9.87716666668,15.2379166667,13.9839166667,15.4675833333
246.05,11.7705833333,9.90474999999,10.0659583334,13.10325,7.42141666667,16.647296875,7.30216666667,13.9823333334,12.5700833333,13.6925833333
246.42,10.288,8.19183333333,9.15649999999,10.9889583333,6.31425,15.5878645834,5.8965,12.90725,11.5611666667,11.7090416667
246.79,9.16775000001,7.57991666667,8.79699999999,9.95591666666,5.82991666667,14.3492916667,4.86783333333,12.3048611111,10.62825,11.1729583333
247.17,9.90441666667,8.78991666667,9.75058333334,10.483,6.83658333333,15.1160572916,5.207125,13.3261944445,11.4545,11.3589166667
247.54,8.3745,7.40525000001,7.93633333333,8.50862500001,5.62083333333,13.4655520833,3.4345,11.54775,9.58125000001,9.98858333333
247.92,9.56499999999,8.701,8.37308333332,9.05849999999,6.08858333334,14.0059010417,3.88875,11.6705277778,10.2800833333,10.99525
248.29,10.4774166667,10.2444166667,8.57591666667,9.72549999999,7.38275,14.880390625,4.836125,12.2784444444,11.15625,12.0149166667
248.67,12.5288333333,12.3566666667,10.856125,11.6447083333,9.58525000002,16.9163697917,6.919,13.9112222222,13.4939166666,14.272875
249.04,12.9705,12.631,10.7343333333,12.005125,9.72058333334,17.332484375,6.59170833333,14.4386944445,14.0764166666,14.9349583333
249.42,15.0000833333,14.69975,12.2774166667,13.752625,11.1076666667,18.607625,7.68116666666,15.8004444444,15.4864166666,16.1440416667
249.79,16.51525,15.7478333334,14.0834166666,15.2182083333,12.6459166666,19.69709375,9.43591666668,17.4953888889,17.2395833333,17.9635833333
250.17,16.9590833333,16.6779166667,14.8277916667,15.8121666667,13.0905,19.9997708333,9.63779166666,17.4502222222,17.7236666667,17.914875
250.54,18.3755,18.668,16.1925416667,17.8310833333,14.3024166667,21.429453125,10.7328333333,18.9684166667,19.2885833334,20.008375
250.92,17.22225,18.5555,14.5802916667,16.4135416667,13.18525,20.566328125,9.70974999999,17.36225,18.06175,19.1790416667
251.29,16.6536666667,17.6698333333,13.7280833333,16.2744583334,12.7186666667,19.757171875,9.13704166666,16.3236666667,17.29675,18.9235
251.66,17.3343333333,18.2588333333,14.9395833334,17.53975,13.418,20.5459947916,9.78425,17.0176111111,18.0918333333,19.209125
252.04,17.6809166667,18.8769166667,15.70475,18.2075,14.19675,21.115421875,11.0567916667,18.0189444444,18.8249166667,19.4425
252.41,18.6244166667,19.5519166667,17.8322083333,19.4872916667,15.1984166667,22.4941458333,12.9508333333,19.5646944445,20.4663333333,20.7238333334
252.79,17.6763333334,19.211,16.5185416667,18.4975,14.29725,21.5888385417,12.8028333333,19.3366666667,19.69575,20.1670416667
253.16,17.1755,19.0593333334,16.7630833333,17.993875,13.9300833333,20.8366666667,13.1119166667,18.6789444444,19.2931666667,19.740125
253.54,16.6949166667,18.072,15.91475,16.715875,12.94275,20.1684166667,12.54925,17.9548611111,18.9993333334,19.2522083333
253.91,14.4115833333,15.5166666666,12.21625,13.605125,10.3048333333,17.321890625,9.49079166666,15.2728055556,16.2485,15.9871666667
