wavelength,Back_DacLinf,Belly_DacLinf,Breast_DacLinf,Crissum_DacLinf,Crown_DacLinf,DorTail_DacLinf,Rump_DacLinf,Throat_DacLinf,WingTip_DacLinf
204.98,74.6912499999,33.7964166668,103.549583333,89.0945555555,144.753166667,92.1297499999,92.9012499999,64.1975833332,113.7345
205.36,85.2199999999,49.0564999999,111.478,97.9035555555,150.629,105.188666667,105.6605,73.5849166667,126.41525
205.74,74.6153333333,47.6923333333,97.5642500001,88.3759999999,123.076916667,92.5641666667,92.3075833332,69.6155,105.769083333
206.12,59.8765,40.4321666666,78.1893333333,72.0166666667,98.4566666667,75.7201666666,72.3251666668,53.3951666667,77.5721666667
206.50,49.881,17.02375,66.1906666667,55.5554444444,88.8095833333,66.7855833333,60.9524166668,33.8095833333,62.3811666667
206.87,43.7793333333,2.46466666668,55.7511666667,43.975,75.8216666666,61.6194999999,44.2487499999,21.0095,49.6478333333
207.25,43.4156666667,7.81875,53.1893333333,46.9135555556,71.8106666666,62.9629166667,48.0454166667,27.7778333333,52.9835
207.63,40.7408333333,4.25941666665,40.4628333333,39.506,60.6480833334,50.2776666667,43.5184166667,23.9815833333,43.2405833333
208.01,41.1523333333,-4.32091666667,34.0536666667,37.5857777778,60.0824166666,46.9136666667,34.2593333333,19.6501666667,38.8890833333
208.39,39.762,-9.04766666667,24.1666666667,32.5396666667,62.7380833334,49.4046666667,29.9998333333,12.1428333333,41.0714166667
208.77,30.5554166667,-37.1526666668,3.8195,16.4352222222,66.6667499999,42.5346666667,19.2708333334,-3.99308333332,36.9791666667
209.14,42.2101666667,-30.4346666667,5.79716666666,18.5988888889,72.2824166668,53.2607500001,28.9854166666,3.26083333335,43.1161666667
209.52,44.5,-32.0,-1.00000000003,16.4444444445,69.9999999999,49.8333333334,23.3333333334,0.833333333325,39.1666666667
209.90,65.27775,-33.9285833334,-2.77791666667,20.635,97.2221666667,76.1904166667,27.7778333333,20.4364166667,58.135
210.28,93.75,-33.0729166667,6.51041666668,36.8055555555,136.979166667,122.916666667,55.4687499999,42.1875000001,90.8854166667
210.66,187.037,-22.6851666666,23.1481666668,89.5061111112,268.518416667,252.314916667,110.18525,90.7409166667,192.5925
211.03,249.479166666,39.5833333333,84.3749999999,163.194444444,344.791666667,335.9375,167.708333333,161.458333333,275.0
211.41,302.777833333,87.77775,168.3335,223.703666666,392.22225,391.111,205.555333333,193.333416667,325.5555
211.79,540.625,230.208333333,361.458333333,408.333333333,746.874999999,766.666666666,343.75,368.75,595.833333333
212.17,211.363666667,112.12125,178.787833333,171.717,295.833333333,314.015333333,147.3485,144.318,240.1515
212.55,116.856083333,62.5000000001,115.909083333,98.7372222224,160.606166667,163.825666667,86.5529166666,82.0075833332,122.3485
212.92,104.741416667,65.5171666666,110.344916667,95.0191111111,134.195333333,141.523,77.5859999999,73.2758333333,108.333416667
213.30,102.631666667,68.1287500001,111.549833333,106.043,137.28075,146.345,81.8713333334,76.31575,111.84225
213.68,97.4576666665,70.3390000001,115.819166667,110.169555556,134.322083333,143.502833333,82.7685,75.2826666667,112.147
214.06,85.3864166667,65.3381666666,112.802083333,108.856666667,119.202833333,126.087083333,80.7971666666,61.5941666666,102.294583333
214.44,84.3469166667,59.4594166666,110.5855,105.855888889,112.950333333,114.414416666,75.3379166668,59.3469166667,101.68925
214.81,73.6458333334,54.6875,101.041666667,101.527777778,101.25,99.375,70.2083333334,56.3541666667,93.4375000001
215.19,74.4368333333,55.4055,104.954833333,103.603777778,106.982,97.5225833333,74.0990833332,53.60375,94.3695833332
215.57,73.2875833333,53.6529166667,98.7442500001,101.369888889,103.538916667,92.2375000001,75.11425,57.19175,91.7808333331
215.95,67.1875000001,45.7291666667,85.5208333334,94.4444444444,92.3958333333,83.6458333333,75.7291666666,54.4791666667,85.0
216.32,72.8856666666,45.0249166667,84.9501666667,98.8392222221,99.0050833335,84.4525833334,86.9402499999,55.0993333333,94.7760000001
216.70,88.5416666667,50.3471666666,95.8333333332,119.675888889,119.791666667,101.5625,112.847166667,55.7291666667,120.312416667
217.08,86.3945,51.3605833334,90.3061666667,115.419444444,121.428583333,99.4897500001,113.945583333,60.5441666667,118.877666667
217.46,90.2244166667,51.923,91.8268333332,107.051222222,112.339833333,99.19875,100.48075,58.6539166667,120.192083333
217.83,102.477583334,48.8739166667,102.927833333,117.117111111,128.828833333,121.396416667,115.5405,70.72075,140.5405
218.21,139.28575,51.7857499999,125.29775,130.158666667,159.523916667,148.511833333,138.392666667,91.6666666667,167.26175
218.59,121.153833333,25.641,108.653833333,103.418777778,133.653833333,130.448583333,115.38475,65.0640000001,124.999916667
218.97,101.225583333,5.39216666667,84.0686666667,75.4903333335,102.941083333,102.696,85.0489999999,56.3725833334,89.9508333335
219.34,89.0070000001,15.0709166666,69.1489166667,61.2293333333,84.5745,95.9218333334,72.1630833333,65.4256666667,72.3402499999
219.72,118.489583333,9.63541666667,80.2083333333,75.3472222222,111.71875,127.864583333,88.8020833334,89.84375,84.6354166665
220.10,131.451583333,22.0430833333,97.3119166666,79.5698888888,122.849416667,129.301083333,73.92475,91.1290833335,95.1615000001
220.47,124.999916667,25.57475,104.023083333,73.5632222222,121.551833333,127.011416667,56.6092500001,91.0919999998,78.7358333334
220.85,125.0,16.3195,111.111166667,85.648111111,137.500083334,137.152916667,37.5000833333,104.166666667,68.7500833332
221.23,520.833333333,-106.25,479.166666667,258.333333333,577.083333334,608.333333333,-43.75,418.75,79.1666666665
221.61,-163.095416667,107.142833333,-215.476166667,-53.9681111111,-302.381,-279.761833334,86.9047499998,-178.5715,121.428583333
221.98,-111.458333333,112.5,-207.291666667,-36.1111111112,-254.166666667,-211.458333333,73.9583333333,-118.75,115.625
222.36,-22.7273333333,118.181833333,-58.3333333333,20.202111111,-143.18175,-102.272666667,93.9394166665,-18.9395,99.24225
222.74,19.753,62.0369999999,20.06175,20.5762222222,-48.4568333333,-10.8025833334,56.7899166665,14.1975833333,52.1604166667
223.11,38.5135833333,50.4505833333,36.48625,33.3333333333,-25.4505,9.45950000001,51.1261666667,26.5765,50.4505833333
223.49,59.7221666667,65.9721666667,52.4306666666,45.8332222222,3.99316666665,32.986,59.5486666666,52.257,59.5485833333
223.87,62.7083333333,76.4583333334,53.5416666667,45.0,-14.5833333334,27.9166666667,55.625,62.7083333334,50.8333333333
224.24,45.9350833333,59.9593333334,31.0976666667,28.4553333333,-30.48775,9.34949999998,27.64225,39.0243333333,32.9269166667
224.62,28.24075,40.8949166667,17.7468333333,15.638,-29.6295833333,-1.69750000002,10.494,17.2839166667,17.4384166667
225.00,26.5025833333,38.5246666667,10.5191666667,18.7616666667,-24.04375,-1.50266666665,11.0655,14.2076666666,14.2075833333
225.38,19.6153333333,35.8975833333,5.64116666668,10.4273333333,-31.282,-3.46158333333,5.89749999998,11.1539166667,6.79483333333
225.75,16.1971666667,40.3756666666,6.92491666665,9.07688888889,-25.3521666667,4.57741666668,4.46008333334,11.61975,6.45558333333
226.13,5.17675,33.712,-2.65166666667,-1.51499999999,-36.1110833334,-4.29291666667,-4.29283333333,-0.505083333325,-2.52533333335
226.51,12.9746666667,34.49375,-1.58225,5.34466666666,-21.7300833333,3.79741666666,0.633,4.11391666668,8.01683333332
226.88,11.0849166667,29.1666666667,-1.72958333333,6.81355555554,-12.42125,1.80808333334,2.04408333332,4.55966666668,5.97491666666
227.26,6.95491666665,21.49125,-2.69425000001,2.42255555557,-7.89491666665,-0.375916666666,1.56633333335,3.50883333333,3.44616666666
227.64,1.97658333334,14.95725,-4.05983333333,-1.13955555555,-8.54691666666,-3.47216666667,0.48075,-0.427416666675,-0.320500000008
228.01,2.58016666667,11.63275,-3.51108333334,0.281999999999,-4.78008333334,-0.888416666668,3.511,-0.634583333335,4.14558333334
228.39,8.36633333335,15.7444166667,4.28191666667,4.43566666667,2.14091666666,4.57841666667,10.50725,5.27,10.9026666667
228.76,9.51116666666,19.0223333333,8.59833333333,6.59588888889,5.41808333334,6.77283333333,13.8103333333,8.51008333334,12.9565833333
229.14,9.38183333335,18.6020833333,10.26875,7.70633333333,7.36566666667,7.41941666666,14.4086666667,9.301,13.0646666667
229.52,11.39825,19.149,12.0313333333,10.0981111111,9.16933333333,9.11849999999,14.9190833333,11.9805833333,13.982
229.89,10.05325,16.35175,10.3685,9.20533333333,7.38866666667,7.46133333334,12.9844166666,10.901,12.96025
230.27,8.67683333333,13.7591666667,9.27208333333,7.14288888889,5.79216666667,5.79200000001,10.2333333333,9.936,11.2636666667
230.65,8.02391666667,12.2458333333,8.33333333333,5.83566666667,4.97341666668,4.84075,9.81425,9.10708333334,10.787
231.02,7.43791666667,11.5471666667,6.79533333333,4.80555555555,4.33891666666,4.0175,8.95316666667,8.31033333332,11.0651666667
231.40,5.06633333333,9.32758333333,3.788,3.75622222222,1.58625,1.34941666667,6.41566666667,6.96016666667,9.91958333334
231.78,5.364,9.05175,4.11891666667,3.86322222222,2.03525,1.89175,6.08241666667,7.44724999999,10.9675833333
232.15,7.31883333334,10.5798333333,6.20758333333,6.18344444444,4.08216666666,3.5025,7.29466666668,10.0000833333,12.1978333333
232.53,6.31475,9.91208333333,5.30558333333,6.62522222222,3.31274999999,2.74341666667,5.40883333334,9.83433333334,11.3614166667
232.90,6.19725,8.22791666666,4.43025,6.25877777778,2.34708333333,2.37333333333,3.45466666667,9.65174999999,10.1265833333
233.28,5.244,6.04899999999,2.02516666667,4.43055555555,-0.80483333334,-0.233833333333,0.10383333335,8.2815,8.95633333333
233.66,4.10091666667,4.78441666667,0.762416666667,2.87411111111,-0.736249999992,-0.946250000002,-0.893833333324,6.70341666667,8.67508333332
234.03,6.17391666666,6.85966666667,3.04875,3.99722222222,1.82924999999,2.36274999999,1.27041666668,8.46033333334,9.93383333333
234.41,7.52533333334,9.36858333334,4.59608333333,6.19522222222,4.31816666666,5.47983333334,3.63633333333,10.3281666667,12.67675
234.78,4.73325,7.80458333334,2.39175,4.96811111111,3.04633333334,4.02816666666,2.6685,8.40891666666,9.94466666667
235.16,2.97966666667,6.56491666666,1.88966666667,4.65133333333,2.01066666667,2.88274999999,2.22866666665,7.04950000001,7.46125
235.54,5.10016666666,9.19858333333,4.34875,6.34488888889,3.96183333334,6.37525,4.78133333333,8.42450000001,9.22133333334
235.91,4.84283333334,9.40233333333,3.99216666667,6.16644444444,2.81416666667,6.21724999999,3.643,7.15524999999,8.07175000001
236.29,4.61,9.57441666667,2.96983333333,5.91011111111,2.06125,5.96183333333,2.90333333334,6.3165,7.24708333334
236.66,5.54824999999,9.89308333334,4.18891666667,7.15977777778,2.69608333333,7.28608333335,4.23349999999,7.353,7.82091666667
237.04,3.01575,7.20541666668,1.68033333333,5.18722222222,0.230083333333,5.98525,1.77258333333,5.34075,6.49191666667
237.41,0.735916666667,5.86425,1.23458333333,3.862,-0.379833333333,6.67133333333,1.37716666667,3.89375,5.4605
237.79,0.810833333332,5.991,1.55408333333,3.48333333333,-0.968416666668,5.24758333334,2.50008333333,3.17558333333,4.07666666667
238.17,0.714416666665,5.12983333334,1.9915,3.05911111111,-0.995833333334,3.91783333333,2.90041666667,2.12125,4.00458333333
238.54,3.42425000001,6.45283333332,4.90908333333,4.645,0.96975,5.2455,5.50283333334,4.0975,6.17575
238.92,6.56858333333,8.69708333333,9.44324999999,7.49633333333,3.94816666667,8.78816666666,7.36891666668,6.87766666667,9.06116666667
239.29,7.01024999999,7.74908333333,9.12358333332,7.58299999999,3.86591666667,9.17524999999,7.26808333333,6.27158333334,9.57058333334
239.67,7.38258333334,7.57300000001,9.67991666666,8.06933333333,4.94291666667,8.99858333332,7.63625000001,6.51133333333,10.2503333333
240.04,8.02775,7.91666666666,9.93066666666,8.40744444444,6.34716666667,9.66675000002,8.83333333334,8.02791666667,11.29175
240.42,7.14791666667,7.08816666667,9.363,7.63077777777,6.27391666667,9.14733333332,8.10575000001,8.09391666667,10.8238333333
240.79,6.48716666667,6.46675,8.48633333333,6.82733333333,6.02791666666,8.19049999999,7.2215,7.35408333333,10.2610833333
241.17,7.95216666667,7.80141666667,9.007,7.97877777779,7.25183333334,9.36158333333,8.289,8.36875,11.374
241.54,8.47591666666,8.22241666666,8.7055,8.1538888889,7.21641666667,9.39483333332,8.29375,8.57883333332,11.46225
241.92,8.65666666667,8.21133333334,8.72833333333,8.16077777778,7.38508333333,9.63366666667,8.18233333333,8.64216666667,11.8104166667
242.29,8.55308333334,8.08033333334,8.47316666667,8.37555555556,7.01441666667,9.43249999999,7.96691666667,8.67316666667,11.75725
242.67,8.25725000001,7.851,8.04783333333,8.35233333333,6.98141666667,9.17099999998,7.832,8.46675,11.46225
243.05,7.83608333333,7.31391666666,7.22183333333,7.96677777778,6.38666666667,8.21066666666,7.39383333334,7.99566666667,10.96175
243.42,7.47416666667,7.32983333334,7.08383333333,7.73055555555,6.21833333333,7.83466666667,7.01758333334,7.82875,10.6645
243.80,7.328,7.25691666667,6.53108333334,7.62155555556,5.97775,7.53025,6.763,7.63133333333,10.3735
244.17,6.59416666667,6.76658333333,5.94116666666,7.10677777778,5.47825,7.02166666667,5.971,6.79608333333,9.57383333333
244.55,6.822,6.79266666667,5.71316666667,6.94066666667,5.38641666667,6.8395,5.95225,6.65858333333,9.46533333335
244.92,6.609,6.28108333333,5.38208333334,6.39977777778,4.82816666667,6.36025,5.52925,6.19066666667,8.92133333334
245.30,5.64783333333,5.55716666667,4.68883333333,5.39222222222,4.00691666667,5.39216666667,4.83275,5.3495,7.88558333334
245.67,5.37883333333,5.33008333333,4.60941666667,5.43877777778,4.23975,5.58308333333,4.76041666667,5.26183333333,7.84641666667
246.05,4.57925,4.64658333333,4.00516666667,5.09522222222,3.642,5.19825,4.2385,4.70483333333,7.45883333333
246.42,4.40191666667,4.53791666666,3.82841666666,4.88444444444,3.6015,5.2435,4.18733333333,4.54216666667,7.31433333333
246.79,4.17258333333,4.18,3.44008333334,4.33744444444,3.013,5.09525,3.79483333334,4.06558333333,7.07858333333
247.17,3.51133333333,3.77691666667,2.82575,3.62877777778,2.42725,4.63158333333,3.235,3.58683333333,6.63158333333
247.54,3.68925,3.87816666667,2.803,3.74188888889,2.42175,4.79883333333,3.37308333333,3.74075,6.83225
247.92,3.61233333333,3.76216666667,2.89975,3.68888888889,2.44033333333,4.88091666667,3.26941666666,3.67875,6.87508333334
248.29,3.99825,4.05383333333,3.07566666667,4.09644444444,2.69258333333,5.19541666667,3.66133333333,4.05375,7.09333333333
248.67,4.1585,4.30591666667,3.3975,4.46011111111,2.909,5.48666666667,3.942,4.224,7.32325
249.04,4.586,4.99533333333,3.75066666666,5.05455555555,3.348,6.07233333333,4.47175,4.61291666666,7.87033333333
249.42,5.14975,5.62825,4.274,5.74088888889,3.86591666667,6.6625,4.99858333333,5.05491666667,8.51291666666
249.79,5.19275,5.89175,4.36133333333,5.63377777778,3.80958333333,6.57216666667,5.15125,5.102,8.54525
250.17,5.84625,6.74708333333,4.96583333334,6.24255555555,4.56025,7.1365,5.822,5.79758333333,9.10000000001
250.54,5.96483333334,7.00483333334,5.13025,6.49055555555,4.78075,7.31066666666,5.96058333333,6.026,9.36041666668
250.92,6.648,7.905,6.10341666667,7.67222222222,5.81483333333,8.15641666667,6.75508333334,6.918,9.96750000001
251.29,7.75133333333,8.75533333334,7.20791666667,8.85388888889,6.95108333333,9.36641666666,7.64441666667,7.67366666667,10.7779166667
251.66,8.36766666667,9.34491666668,7.88166666666,9.58544444445,7.86691666667,10.0423333333,8.18108333333,8.26458333334,11.3336666667
252.04,8.95025,10.1193333333,8.59708333333,9.91711111112,8.42791666667,10.5821666667,8.85566666666,8.87075,11.7461666667
252.41,9.08266666666,10.4406666667,9.08766666667,10.0315555556,8.67033333333,10.6215833333,9.16324999999,9.16816666666,12.045
252.79,8.61558333333,10.06775,8.91841666667,9.66755555556,8.2665,10.3345833333,8.85675,8.8055,11.8073333333
253.16,7.4495,8.89091666667,8.249,8.656,7.44941666667,9.61166666667,7.84941666667,8.04925,10.9270833333
253.54,6.36141666666,7.83908333333,7.2855,7.79433333333,6.57108333334,8.48916666666,6.81283333333,7.21033333333,9.88608333334
253.91,6.42133333333,7.70324999999,7.3525,8.01366666666,6.69525,8.421,6.77191666667,7.17183333333,9.97158333334
254.28,6.364,7.32058333333,6.86491666667,7.77266666667,6.29083333333,8.17025,6.1895,6.88166666667,9.74566666668
254.66,6.91241666667,7.72775,7.46575,8.23033333333,6.52791666667,8.40891666667,6.49891666667,7.30833333333,9.81233333333
255.03,6.73333333334,7.41816666667,7.07891666667,7.88688888889,6.15758333333,7.994,6.14541666667,6.99991666667,9.43624999999
255.41,5.83525,6.61033333333,6.03383333333,6.99455555556,5.16908333334,6.81533333333,5.57266666667,6.33475,8.99308333333
255.78,5.57091666667,6.65875,6.0655,6.66311111111,4.80616666666,6.55316666666,5.66316666667,6.29608333333,8.729
256.15,4.52916666666,5.56,4.66208333333,5.87911111111,3.53808333333,5.52658333334,4.88825,5.24083333333,7.73475
256.53,4.15358333333,5.06425,4.19941666666,5.61666666667,3.07266666667,5.274,4.54016666667,4.70383333333,7.26558333333
256.90,4.07691666667,4.98633333333,3.91608333333,5.47722222222,3.06233333333,4.88733333333,4.39258333333,4.38625,7.1765
257.28,5.04558333333,5.87316666666,4.4065,6.20233333333,3.66433333334,5.35383333333,5.30241666666,5.06841666666,8.17366666667
257.65,5.25075,5.88725,4.59866666667,6.14511111111,3.55775,5.76091666666,5.57408333334,5.29608333333,8.55583333334
258.02,4.76375,5.46358333334,4.3,5.62833333333,3.11466666667,5.42883333333,5.26675,4.97383333334,8.05766666666
258.40,4.2795,5.06533333333,4.30191666667,5.26488888889,2.97825,5.15183333333,5.06916666667,4.50116666667,7.65625
258.77,4.12075,4.97875,4.20616666667,4.99433333333,3.167,5.16966666666,4.94941666667,4.37041666667,7.50125
259.15,3.95175,4.85266666667,4.05108333333,4.79322222222,3.15025,5.05158333333,4.79425,4.30283333334,7.39741666667
259.52,4.09191666667,4.99083333333,4.13191666667,4.93322222222,3.39841666667,5.30041666667,4.855,4.50808333333,7.421
259.89,3.836,4.73133333333,3.89366666667,4.72566666667,3.23475,5.14383333334,4.68358333333,4.27116666666,7.24175
260.27,3.94858333333,4.79441666667,4.11575,4.84444444445,3.38383333333,5.21858333334,4.82108333334,4.36533333333,7.31558333334
260.64,4.01533333333,4.82808333333,4.12483333333,4.871,3.35775,5.24258333334,4.82316666667,4.39175,7.46116666667
261.01,3.9155,4.76291666667,4.06308333334,4.76377777778,3.3085,5.33408333333,4.84141666667,4.39633333333,7.27883333333
261.39,3.85525,4.64408333333,4.01141666667,4.72355555556,3.319,5.32233333333,4.75716666667,4.33141666666,7.01308333334
261.76,3.79666666667,4.5965,3.95116666667,4.69033333333,3.47291666667,5.28141666666,4.67625,4.30741666667,6.8635
262.13,3.73533333333,4.53733333333,3.81691666667,4.73777777778,3.53225,5.26016666667,4.59,4.19425,6.89283333333
262.51,3.87358333333,4.63566666667,3.6745,4.80711111111,3.53308333333,5.35166666667,4.68466666666,4.2145,6.97958333334
