wavelength,Back_DiuSpem,Belly_DiuSpem,Breast_DiuSpem,Crissum_DiuSpem,Crown_DiuSpem,DorTail_DiuSpem,Patch10_DiuSpem,Patch11_DiuSpem,Rump_DiuSpem,Throat_DiuSpem,WingTip_DiuSpem
547.92,12.0121,51.964,16.1728307692,43.2197,14.5756,11.7927234568,56.9862666667,21.8676,16.6394777778,48.661,7.68816666667
548.27,12.0445333333,52.0714,16.2138512821,43.283,14.606,11.8158839506,57.0791333333,21.9278666667,16.6688888889,48.7279333333,7.70736666667
548.61,12.0243333333,52.1288666667,16.2300102564,43.3481,14.6318666667,11.8357851852,57.1541333333,21.9608666667,16.6790222222,48.7833333333,7.72653333333
548.95,12.0503666667,52.1973333333,16.244625641,43.4008,14.6567333333,11.8627925926,57.2301333333,21.9983333333,16.6835666667,48.8621333333,7.73833333333
549.29,12.0424333333,52.2602666667,16.2255948718,43.4449333333,14.6566,11.844308642,57.2602,21.9906666667,16.6506111111,48.9028,7.70796666667
549.64,12.0482666667,52.2856666667,16.2177333333,43.4811333333,14.6679333333,11.8524320988,57.2744666667,22.0036666667,16.6370777778,48.9268,7.69986666667
549.98,12.0404666667,52.2694,16.2073897436,43.4855333333,14.6573333333,11.8339283951,57.267,21.9976,16.6167,48.9409333333,7.67266666667
550.32,12.0238,52.2882,16.2107128205,43.4844666667,14.6524666667,11.8423111111,57.2424,22.009,16.6028888889,48.9552666667,7.67413333333
550.66,12.0452666667,52.3810666667,16.2787179487,43.5034,14.6898666667,11.8748518518,57.3339333333,22.0652666667,16.6638666667,49.0186666667,7.71386666667
551.01,12.0936333333,52.559,16.345174359,43.6619333333,14.7212666667,11.9287753086,57.5148,22.1142666667,16.7277111111,49.1907333333,7.7601
551.35,12.0563,52.5274,16.3469846154,43.648,14.6849333333,11.8970839506,57.5284,22.0839333333,16.7084666667,49.1988666667,7.71316666667
551.69,12.074,52.5374,16.3360974359,43.6600666667,14.6934666667,11.8946666667,57.5554666667,22.0886666667,16.7213777778,49.1917333333,7.71326666667
552.03,12.0796,52.5430666667,16.3566461538,43.6601333333,14.7366666667,11.9288592593,57.5462,22.1167333333,16.7428,49.2396,7.73833333333
552.38,12.1058333333,52.4742,16.3709538461,43.6152333333,14.7597333333,11.9462790123,57.4761333333,22.1003333333,16.7347222222,49.1788666667,7.752
552.72,12.1248,52.5354,16.4024871795,43.6684666667,14.7974,11.9732938272,57.5198666667,22.1408666667,16.7617666667,49.2216,7.76753333333
553.06,12.1225,52.5748,16.4226769231,43.6938666667,14.8032,11.9717802469,57.5514666666,22.1742666667,16.7878111111,49.2707333333,7.78093333333
553.40,12.1298333334,52.5708,16.4582410257,43.6904333333,14.7945333333,11.9850888889,57.5394,22.2108,16.8218555555,49.2758666667,7.7972
553.74,12.1654333333,52.5910666667,16.4743435897,43.6925666667,14.8022666667,12.0263259259,57.5216666667,22.2243333333,16.8410444444,49.2774,7.83493333333
554.09,12.1805,52.6423333334,16.4908564103,43.7515,14.8305333333,12.0310345679,57.5576,22.2557333333,16.8549333333,49.326,7.8414
554.43,12.1670333333,52.6705333333,16.4753794872,43.8040333333,14.8351333333,12.0306962963,57.5672,22.235,16.8548333333,49.3529333333,7.8114
554.77,12.1106333333,52.5698666667,16.409748718,43.7349333333,14.8012666667,11.9941851852,57.4841333334,22.1880666667,16.8090777778,49.2763333333,7.76273333333
555.11,12.1348666667,52.671,16.4289025641,43.8275,14.845,12.0177925926,57.5196,22.2528,16.8366555555,49.3358,7.79123333333
555.45,12.1578333333,52.7417333333,16.4487128205,43.9101666667,14.8557333333,12.0316197531,57.5639333333,22.2811333333,16.8536888889,49.4157333333,7.8209
555.80,12.1760333333,52.7955333333,16.4375128205,43.9989333333,14.8357333333,12.022762963,57.6368,22.2933333333,16.8457666667,49.445,7.79863333333
556.14,12.1994,52.8991333333,16.431574359,44.0747,14.8276666667,12.0133925926,57.7115333333,22.3307333333,16.8718777778,49.5315333333,7.80263333333
556.48,12.1876,52.8082666667,16.3729435897,44.0197333333,14.7961333333,11.9801851852,57.609,22.2954666667,16.8330666667,49.4632,7.79683333333
556.82,12.1954,52.7819333333,16.3745076923,44.0501,14.8023333333,12.0202839506,57.6172666667,22.2962,16.8330444445,49.4554,7.82406666667
557.16,12.1659666667,52.7755333333,16.3287435898,44.0528333333,14.7658666667,11.9937851852,57.5896,22.2528,16.7862333333,49.4645333333,7.78686666667
557.50,12.1157666667,52.7922666667,16.3270205128,44.0757666667,14.7680666667,11.9712814815,57.6089333333,22.2707333333,16.7767555555,49.4538666667,7.7922
557.85,12.1296333333,52.8151333333,16.3215948718,44.0856,14.7587333333,11.9823604938,57.6312,22.2407333333,16.7858555556,49.4486,7.78873333333
558.19,12.1154333333,52.7368666667,16.3067794872,44.0332,14.7140666667,11.9591308642,57.5349333333,22.2478666667,16.7374444444,49.3982666667,7.78483333333
558.53,12.1610333333,52.7769333333,16.3614923077,44.0719,14.7380666667,11.9785135802,57.5714666667,22.3206666667,16.7828222222,49.4281333334,7.8307
558.87,12.1917,52.7928,16.3658974359,44.0993333333,14.7524,12.0133777778,57.6083333333,22.3328666667,16.8172222222,49.4384666667,7.8417
559.21,12.1838666667,52.7617333333,16.3847435897,44.0419666667,14.7511333333,12.0263234568,57.5822666667,22.3608666667,16.8185888889,49.3957333333,7.8525
559.55,12.1961666667,52.771,16.3962051282,44.0325666667,14.792,12.0568246914,57.591,22.391,16.8816444445,49.4102,7.90796666667
559.89,12.1559,52.7693333333,16.3942358974,44.0240333334,14.7873333333,12.0344197531,57.5891333333,22.3788666667,16.8617777778,49.3932666667,7.9014
560.23,12.1377,52.831,16.4137794872,44.0769666667,14.7832,12.0444518519,57.6692666667,22.3968666667,16.8853,49.4702666667,7.87
560.58,12.1415333334,52.8073333333,16.3919384615,44.0372666667,14.7788666667,12.0129753086,57.593,22.3839333333,16.8865666667,49.4610666667,7.86966666667
560.92,12.1833333333,52.9162666667,16.4339538461,44.1267,14.8500666667,12.0506567901,57.6948,22.4480666666,16.9456777778,49.5607333333,7.91416666667
561.26,12.2177666667,53.0244666667,16.4480615385,44.2025,14.8481333333,12.0461234568,57.7829333334,22.4638,16.9660111111,49.6816666667,7.89533333333
561.60,12.1796333333,52.9559333333,16.4328564102,44.1412,14.8126,12.0261407407,57.7201333334,22.4398,16.9242666667,49.6468,7.889
561.94,12.2049666667,52.9854666667,16.4328102564,44.1425,14.8421333333,12.0501012346,57.7170666667,22.4350666667,16.9532888889,49.6682,7.911
562.28,12.1948,53.0560666667,16.4307384615,44.1854333333,14.8527333333,12.0374666667,57.7361333333,22.4239333333,16.9456666667,49.7217333333,7.88683333333
562.62,12.1800666667,53.0034,16.4352153846,44.153,14.857,12.0234,57.6926,22.4467333333,16.9460333333,49.7122,7.8985
562.96,12.1491,53.0160666667,16.4093948718,44.2068333333,14.8571333333,12.0138790123,57.6796666667,22.416,16.9345666667,49.7454666667,7.86983333333
563.30,12.0967,52.9826666667,16.3879794872,44.218,14.8124,11.9751358025,57.6480666667,22.3918666667,16.8834888889,49.7544,7.82943333333
563.64,12.1240666667,52.9726,16.398974359,44.2206,14.8084,11.9858296296,57.6407333333,22.3982666667,16.8994333333,49.7631333334,7.8251
563.99,12.1649666667,52.961,16.4085641026,44.2164333333,14.8429333333,11.9912592593,57.6166,22.4088666667,16.8958666667,49.7324666667,7.8646
564.33,12.1550333333,52.9733333333,16.4167282051,44.2412333333,14.8366,12.0019185185,57.6565333333,22.4281333333,16.8886777778,49.7329333333,7.85303333333
564.67,12.1285333333,52.8798,16.3987846154,44.1794666667,14.7827333334,11.9860148148,57.5859333333,22.3646666667,16.8506666667,49.6230666667,7.85123333333
565.01,12.1196666667,52.7775333333,16.3904564103,44.1306666667,14.7889333333,11.9989975309,57.4962666667,22.3565333333,16.8528111111,49.5142,7.8686
565.35,12.1318,52.8390666667,16.3892615385,44.1997,14.7973333333,11.9904790123,57.5658666667,22.3872666667,16.8838111111,49.6121333333,7.86413333334
565.69,12.1234333333,52.8952666667,16.3757282051,44.2549333333,14.7845333334,11.9867259259,57.6000666667,22.3876,16.8762555555,49.6377333333,7.8626
566.03,12.1431,52.9032,16.3927846154,44.2924333333,14.8084,12.0083555556,57.6614666667,22.4196,16.8902555556,49.6858,7.89376666667
566.37,12.1280666667,52.9043333333,16.3514307692,44.2792666667,14.7713333333,11.9906814815,57.6303333333,22.3841333333,16.8529888889,49.6895333333,7.87873333333
566.71,12.1306666667,52.8376,16.3566358974,44.2698333333,14.7668666667,11.9764197531,57.5932666667,22.3641333333,16.8396666667,49.6397333333,7.87636666667
567.05,12.1639,52.8348666667,16.3597333333,44.2949333333,14.7902666667,11.973962963,57.6280666667,22.3532,16.8446888889,49.6552666667,7.8802
567.39,12.1852,52.8279333334,16.3949641025,44.3462,14.8281333333,12.0219234568,57.6448666667,22.3868666667,16.8766888889,49.6712,7.9214
567.73,12.1671,52.804,16.397574359,44.3185666667,14.816,12.0295234568,57.6306,22.4007333333,16.8757111111,49.6842666667,7.92936666667
568.07,12.1972,52.8834,16.4285846154,44.3559,14.8402666667,12.0406641975,57.6675333333,22.4312666667,16.9048888889,49.7680666667,7.93886666667
568.41,12.2319,52.9628,16.4742461538,44.4124666667,14.9048,12.0712493827,57.7375333333,22.4926666667,16.9383777778,49.8609333333,7.97396666667
568.75,12.2740333333,53.0024666667,16.5017692308,44.4468,14.9494,12.1065975309,57.797,22.5184666667,16.9535,49.9441333333,8.002
569.09,12.2939333333,53.0669333333,16.5527948718,44.4910333333,14.9909333333,12.1327654321,57.8258,22.5680666667,16.9773333333,49.9627333333,8.02153333333
569.43,12.2993,52.9917333333,16.558174359,44.4461333333,14.9889333333,12.1221950617,57.7885333333,22.5694,16.9789555556,49.944,8.0328
569.77,12.2933666667,52.9807333333,16.5589794872,44.4125333333,14.9679333333,12.1182320988,57.7494,22.5426,16.9741555556,49.9155333333,8.03653333333
570.11,12.3226,53.0632666667,16.6128717949,44.4634333333,15.0053333333,12.145,57.8308,22.5758,17.0026888889,49.9856666667,8.05136666667
570.45,12.3359666667,53.154,16.6157435898,44.5310666667,14.9978,12.1608246914,57.9097333333,22.6086666667,17.0182444445,50.051,8.04286666667
570.79,12.3782333333,53.2366,16.6494102564,44.5853,15.0312,12.2178,57.9586666667,22.6749333333,17.0692222222,50.0841333333,8.0766
571.13,12.3671666667,53.1886,16.6099487179,44.5237333334,15.0040666667,12.2048,57.8906,22.652,17.0457444444,50.0494666667,8.05683333333
571.47,12.3652,53.2075333333,16.5890051282,44.5215666667,14.9926666667,12.1874197531,57.8729333333,22.6425333333,17.0397666667,50.0264666667,8.04013333333
571.81,12.3345,53.1962666667,16.5675897436,44.5378,14.9760666666,12.1894123457,57.8977333333,22.616,17.0342666667,50.0443333334,8.03603333333
572.15,12.3598333333,53.2184666667,16.5846871795,44.5619333333,14.9957333333,12.2215209877,57.8668,22.6446,17.0571222222,50.0901333333,8.03696666667
572.49,12.3452666667,53.2448,16.5895948718,44.5684333333,14.9839333333,12.2136395062,57.8708666666,22.6701333333,17.0506444445,50.0937333333,8.03733333333
572.83,12.3951333333,53.2167333333,16.5860307692,44.561,15.0065333333,12.2377555556,57.8425333333,22.6694,17.0705444444,50.0788666667,8.06353333333
573.17,12.4182333333,53.2807333333,16.6051282051,44.6280666667,15.0392,12.2715061728,57.9299333333,22.7073333333,17.0869555556,50.1659333333,8.0764
573.51,12.4174,53.2807333333,16.6013179487,44.6614666667,15.0604666666,12.2929802469,57.9264666667,22.7383333333,17.0984333333,50.1938,8.07493333333
573.85,12.4443666667,53.2885333333,16.6230871795,44.7110333333,15.1028666666,12.3327851852,57.9362,22.7898666667,17.1366111111,50.2073333334,8.12403333334
574.19,12.4439666667,53.2365333333,16.6253128205,44.6601666667,15.1256,12.3458222222,57.8545333333,22.7948666667,17.1238666667,50.1809333333,8.15696666667
574.53,12.4041,53.2467333333,16.6187948718,44.6613,15.0944666667,12.3187506173,57.8689333333,22.7948,17.0859111111,50.2130666667,8.15563333333
574.87,12.4134333333,53.2990666667,16.640425641,44.7412666667,15.1164666667,12.3123407408,57.9253333334,22.8422666667,17.1037666667,50.2821333333,8.1663
575.21,12.4429333333,53.3898,16.7083846154,44.8571666667,15.1659333333,12.3518938272,58.0370666667,22.8868,17.1426222222,50.4117333333,8.22276666667
575.55,12.4732333333,53.3844,16.7312871795,44.8396666667,15.1970666667,12.3585308642,58.0116,22.9319333333,17.1565444445,50.3876666667,8.26146666667
575.89,12.4715,53.347,16.7294051282,44.8325,15.1949333333,12.3377209877,57.9977333333,22.9523333333,17.1558111111,50.3547333333,8.27903333333
576.22,12.5084666667,53.3767333333,16.7544923077,44.8785333333,15.2426,12.3548518519,58.0077333333,23.0129333333,17.1949777778,50.3902,8.30836666667
576.56,12.4209666667,53.3649333333,16.7257384615,44.8864,15.1898666667,12.322508642,57.9706,22.9888666667,17.1329666667,50.3832,8.27863333333
576.90,12.396,53.4042,16.7054871795,44.889,15.1602666667,12.2868024691,57.9467333334,22.9756,17.0887222222,50.3376,8.23443333334
577.24,12.3799,53.4164,16.7227025641,44.8872333333,15.1434,12.2723950617,57.9172666667,22.9863333333,17.0799555556,50.3157333333,8.2553
577.58,12.3713333333,53.3690666667,16.7100205128,44.8454666667,15.1182666667,12.2609703704,57.8574,22.9804666667,17.0570222222,50.2743333333,8.24833333333
577.92,12.4043,53.4814,16.7519076923,44.9451,15.1414666667,12.285745679,57.9771333333,23.0562666667,17.1139222222,50.3891333333,8.2671
578.26,12.4657666667,53.5265333333,16.7904307693,45.0006666667,15.1913333333,12.3312370371,57.9804666667,23.1154666667,17.1824888889,50.4298666667,8.3091
578.60,12.5099666667,53.5536666666,16.8236410256,45.0117666667,15.2377333333,12.3847333334,57.9715333334,23.1707333333,17.2173666667,50.4362,8.36933333333
578.94,12.5334,53.4785333333,16.8245692308,44.9814333333,15.2708,12.4117407408,57.8678666667,23.2035333333,17.2441555556,50.3525333333,8.3757
579.28,12.5410333333,53.5624,16.8562051282,45.098,15.2884,12.4593876543,57.9458666667,23.2552,17.2687444445,50.4142,8.39543333333
579.61,12.5406666667,53.6294,16.8487076923,45.1872,15.2882,12.4785925926,58.0142666667,23.2716666667,17.2514222222,50.4812,8.38593333333
579.95,12.4984,53.5646666667,16.8313282051,45.1618,15.2276,12.4738074074,57.9406666667,23.2198,17.2080444444,50.3959333333,8.35813333333
580.29,12.5558333333,53.5903333333,16.8508410256,45.2250666667,15.2868666667,12.5168370371,58.0358666667,23.2988,17.2666777778,50.453,8.36486666667
580.63,12.5441666667,53.5952,16.9075128205,45.2996333333,15.3326,12.5533753086,58.0769333333,23.3442,17.3373777778,50.5156,8.41
580.97,12.5344333333,53.5622,16.8651948718,45.2972666666,15.3446666667,12.5617851852,58.0606,23.3656666667,17.3609888889,50.5064,8.38873333333
581.31,12.5315333333,53.5835333333,16.843051282,45.3367,15.3368,12.5531432099,58.0969333333,23.3773333333,17.3440222222,50.5402666667,8.36213333333
581.65,12.4959,53.4435333333,16.7732871795,45.2133333333,15.2940666667,12.5124123457,57.8886666667,23.3011333333,17.2766666667,50.3681333333,8.3203
581.98,12.4532333333,53.3612666667,16.7433230769,45.1762333333,15.2822,12.5050987654,57.8051333333,23.2802,17.2512333333,50.2793333333,8.27363333334
582.32,12.3886333333,53.3447333333,16.6965128205,45.1691666667,15.2198,12.4658,57.8090666667,23.2222666667,17.1954888889,50.2616,8.20933333333
582.66,12.3102333333,53.3661333333,16.5995384615,45.1737333333,15.1408666667,12.3704049383,57.8344,23.1700666667,17.1316111111,50.2754,8.1112
583.00,12.2789333333,53.3536666667,16.5667179487,45.1484,15.1291333333,12.3371975309,57.7804666667,23.1262,17.0869,50.2204,8.06583333333
583.34,12.2853,53.3970666667,16.5799846154,45.1705,15.127,12.3620024691,57.7725333333,23.126,17.1219888889,50.2070666667,8.0743
583.68,12.3240333333,53.4673333333,16.5781641026,45.2261,15.1700666667,12.3755209877,57.8475333333,23.1619333333,17.1667888889,50.2936,8.1206
584.01,12.3241,53.4151333333,16.5728923077,45.1704,15.1750666667,12.3634172839,57.7638,23.1602,17.1425888889,50.2378666667,8.13753333333
584.35,12.4112,53.4647333333,16.6131794872,45.2283,15.2348,12.4211654321,57.809,23.2628,17.2012333333,50.2944,8.22643333333
584.69,12.5063,53.4303333333,16.6727333333,45.2363,15.2778666667,12.4751851852,57.7818666667,23.3071333333,17.2317111111,50.2677333333,8.2858
585.03,12.5283,53.3930666667,16.7057794872,45.2656666667,15.3114666667,12.5129259259,57.7694,23.3411333333,17.2814444445,50.2594,8.3146
585.37,12.6007666667,53.5155333333,16.7875179487,45.4345333333,15.384,12.5966716049,57.9943333333,23.4646666667,17.3859888889,50.4015333333,8.3873
585.70,12.5631,53.5136666667,16.7861589744,45.4491,15.3529333333,12.571617284,57.9746666667,23.448,17.3571777778,50.4242,8.37956666667
586.04,12.6324333333,53.5922666667,16.8512153846,45.5159,15.4186,12.6116641976,58.0228,23.5033333333,17.4266444444,50.4763333333,8.44063333333
586.38,12.6549333333,53.6180666667,16.889625641,45.5311333333,15.4090666667,12.6805555556,58.0400666667,23.5274666667,17.4135555556,50.5237333333,8.4696
586.72,12.7141333333,53.5230666667,16.9105641026,45.4537,15.4231333333,12.6867481482,57.9709333333,23.586,17.4290888889,50.4872,8.50543333333
587.06,12.6674333333,53.3778,16.8321025641,45.3601666667,15.3789333333,12.6272444444,57.8944666667,23.5428,17.3687555556,50.4228,8.4567
587.39,12.6520333333,53.3816,16.8332461539,45.3313333333,15.3866666667,12.629037037,57.8647333334,23.556,17.3642666667,50.4140666666,8.45343333333
587.73,12.663,53.4536666666,16.861148718,45.3840333333,15.3730666667,12.6439925926,57.8666,23.5595333333,17.3829555556,50.472,8.49663333333
588.07,12.6450666667,53.4204,16.8500923077,45.3041,15.3633333333,12.6301283951,57.8072,23.5150666667,17.3618777778,50.3958666667,8.45836666667
588.41,12.6432,53.5305333333,16.8654,45.3887333333,15.3661333333,12.6489481481,57.9253333333,23.5041333333,17.3702888889,50.4982,8.48013333333
588.74,12.6413333334,53.6163333333,16.8883333333,45.4164,15.4006666667,12.6660024691,57.9632666667,23.5234666667,17.3652888889,50.523,8.49836666667
589.08,12.5816333333,53.5983333333,16.8722102564,45.3484,15.3653333333,12.626454321,57.9094,23.4616,17.3335444445,50.5252666667,8.46383333333
589.42,12.6111333333,53.6252,16.8760820513,45.3713333333,15.3680666667,12.6205012346,57.9886666667,23.4941333334,17.3175888889,50.5571333333,8.47356666667
589.76,12.5458333334,53.6102,16.8133282051,45.3222333333,15.3038666667,12.5638691358,57.9141333333,23.4739333333,17.2499222222,50.5378666667,8.4242
590.09,12.5427333333,53.6406,16.8226410256,45.3552,15.3138,12.5576938272,57.9272,23.4963333333,17.2785444445,50.5426,8.45246666666
590.43,12.4842333334,53.6544,16.7760974359,45.4078333333,15.2840666667,12.528708642,57.9486666667,23.4336,17.2532111111,50.5825333333,8.4098
590.77,12.5123,53.7424666667,16.8355948718,45.4581333333,15.3172,12.5458987654,58.0077333333,23.4947333333,17.3015777778,50.6289333333,8.46436666667
591.11,12.4345333333,53.6392,16.7583230769,45.4101333333,15.2489333333,12.4768395062,57.9672666667,23.4030666667,17.2248777778,50.5582,8.3513
591.44,12.4001,53.5696666667,16.7264051282,45.3579666666,15.2078,12.4699160494,57.9382,23.3877333333,17.2073,50.4818,8.31043333333
591.78,12.4221333333,53.5558,16.7313128205,45.3808333333,15.2076666667,12.5096098765,57.9289333333,23.4066666667,17.2222111111,50.5100666667,8.35946666667
592.12,12.4219,53.6015333333,16.7553076923,45.4093,15.2470666667,12.5313111111,57.9516,23.4710666667,17.2404555556,50.5541333333,8.3846
592.46,12.4303666667,53.5647333333,16.7648512821,45.3989333333,15.2116,12.5165654321,57.9772666667,23.4368666667,17.2498444444,50.5818,8.38476666667
592.79,12.4759666667,53.6404,16.7679282051,45.448,15.2104,12.5333728395,58.0568666667,23.4932,17.2684222222,50.6290666667,8.40846666667
593.13,12.5534,53.6924,16.8318051282,45.4891666667,15.2929333333,12.603508642,58.062,23.5344,17.3593777778,50.6510666667,8.4659
593.47,12.6164333333,53.6823333333,16.8823589744,45.532,15.3592,12.6878148148,58.1191333333,23.5416666667,17.4241333333,50.6772,8.52096666667
593.80,12.6898,53.7004,16.9472666667,45.5355666667,15.4048,12.7460469136,58.1526666667,23.5854666667,17.4862222222,50.7415333333,8.56886666666
594.14,12.7843333333,53.8027333334,17.0223282051,45.5758666667,15.4807333333,12.8395432099,58.2536,23.6809333333,17.5499666667,50.8105333333,8.66646666667
594.48,12.8012333333,53.8586,17.0357025641,45.6268333333,15.5330666667,12.8593950617,58.3289333333,23.7024,17.5716444444,50.8765333333,8.65693333333
594.81,12.9027666667,54.0026,17.1324615385,45.7374,15.608,12.9423061728,58.4670666666,23.7976666667,17.6606666666,50.9823333333,8.7822
595.15,12.9477333333,54.0826666667,17.1644461538,45.8041666667,15.6723333333,12.9625283951,58.5698,23.8339333333,17.7026888889,51.0964,8.83356666667
595.49,12.9177666667,54.01,17.1041230769,45.7515,15.6282666667,12.9196296296,58.4669333333,23.7699333333,17.6675333333,51.0330666667,8.7912
595.82,12.9372,54.0313333333,17.1090358974,45.776,15.6272,12.9163802469,58.5234,23.7617333333,17.6624111111,51.0613333333,8.78373333333
596.16,12.9372,54.0652666667,17.1002205128,45.8033333333,15.6515333333,12.9083308642,58.5034,23.7778,17.6596333333,51.0958,8.79223333333
596.50,12.9245666667,54.0386,17.1060923077,45.7809333333,15.6488666667,12.9159629629,58.4536666667,23.7585333333,17.6613888889,51.0943333333,8.80433333333
596.83,12.8728666667,53.9627333333,17.0349333333,45.7301,15.5785333333,12.8861209877,58.408,23.7165333333,17.6176333333,51.0658666667,8.7676
597.17,12.8097,53.9064666667,16.9773589744,45.6832666667,15.5069333333,12.8448987654,58.3459333333,23.6898,17.5632444445,51.0368,8.72643333333
597.51,12.7497,53.8519333333,16.938974359,45.6433666667,15.481,12.8240444445,58.2826666667,23.6430666667,17.503,50.9646666667,8.67973333333
597.84,12.6897,53.8248666667,16.9095948718,45.6725666667,15.4386666667,12.7835901235,58.2677333333,23.6097333333,17.4776333333,50.9738666666,8.6134
598.18,12.6309,53.7671333333,16.859574359,45.6339333333,15.3642666667,12.751982716,58.1815333333,23.5505333333,17.4111444445,50.9281333334,8.57593333333
598.52,12.5846,53.6794666667,16.809148718,45.5850666667,15.3314,12.7170592593,58.0520666667,23.5136666667,17.3580888889,50.8994,8.5333
598.85,12.5289,53.6713333333,16.7927179487,45.5746666667,15.2824666667,12.6966814815,58.0399333333,23.4762666667,17.3094777778,50.8925333334,8.48216666667
599.19,12.5642666667,53.7255333333,16.8630923077,45.6407666667,15.3342,12.747491358,58.109,23.5264,17.3314555555,50.9583333334,8.5399
599.53,12.4894,53.6289333333,16.8128820513,45.5662666667,15.2788666667,12.6990345679,57.9607333333,23.476,17.2743888889,50.8706,8.47276666667
599.86,12.4948666667,53.5728,16.8238205128,45.5034666667,15.2610666666,12.7185975309,57.9171333333,23.4672,17.2801444444,50.784,8.48376666667
600.20,12.4642666667,53.5295333333,16.7794,45.5306,15.2687333333,12.6836222222,57.895,23.4364,17.2311666666,50.7566,8.43736666667
600.53,12.5104666667,53.6699333333,16.8568974359,45.6091333333,15.3632666667,12.7200765432,57.9954,23.5112,17.2688444444,50.8702666667,8.5078
600.87,12.5834,53.7910666667,16.960825641,45.6937,15.4468666667,12.7800197531,58.0816666667,23.5724,17.3176666667,50.9348666667,8.57476666667
601.21,12.5849666667,53.8351333333,16.9484307692,45.7281333333,15.4490666667,12.7331530864,58.0837333333,23.5697333333,17.3201222222,50.9410666667,8.57526666667
601.54,12.5619333333,53.8137333333,16.9178564103,45.6438333333,15.4313333333,12.7294444445,57.9998,23.5424666667,17.3051111111,50.8938,8.5993
601.88,12.6173333333,53.9117333333,16.979974359,45.7425,15.4917333333,12.8039679012,58.1039333333,23.6130666667,17.3755222222,50.9627333333,8.66186666667
602.21,12.6336666667,53.9860666667,16.9821641026,45.7504666667,15.4966666667,12.8313407408,58.1874,23.6417333333,17.4115888889,50.9795333333,8.6649
602.55,12.7062333334,53.9948,17.0019897436,45.7915666667,15.5495333333,12.8991061728,58.1661333333,23.6978,17.4628555556,50.9693333333,8.7399
602.88,12.7187,54.0768,17.0325179487,45.8684,15.5632666667,12.9228493827,58.2724666667,23.743,17.4973777778,51.0729333333,8.73226666667
603.22,12.7601,54.1142,17.039348718,45.8843333333,15.5822666667,12.9460864198,58.3452666667,23.7824,17.5392333333,51.1428666667,8.7913
603.56,12.7075,54.1470666667,16.9901230769,45.9147,15.5215333333,12.8955753086,58.3703333333,23.7617333333,17.4739,51.1492,8.74233333333
603.89,12.7499666667,54.1768666667,17.0523179487,45.9156,15.5575333333,12.9584074074,58.4171333333,23.8106,17.5232444444,51.2150666667,8.81413333334
604.23,12.7525,54.1506666667,17.0469538462,45.9479,15.5269333333,12.9624765432,58.3929333333,23.7996666667,17.5397333333,51.2178666667,8.81426666667
604.56,12.7449666667,54.1472,17.012851282,45.9714333333,15.5016666667,12.9322617284,58.409,23.8004666667,17.5408888889,51.2527333333,8.8123
604.90,12.7840333333,54.1779333333,17.0585384615,45.9905333333,15.5386666667,12.9760074074,58.4432,23.8513333333,17.5833444445,51.2731333333,8.87493333333
605.23,12.8187,54.1630666667,17.0776410257,46.0194,15.5294,12.9783975309,58.4188,23.8658666667,17.5839222222,51.2308666667,8.88116666667
605.57,12.8239,54.1026666667,17.0756717949,45.9382,15.522,12.9671481481,58.3458,23.8602,17.5859888889,51.1734,8.89676666667
605.90,12.8539666667,54.0771333333,17.1074666667,45.9859666667,15.5526666667,13.0019851852,58.3446666667,23.9062,17.6026222222,51.1959333333,8.94036666667
606.24,12.8574,54.1002666667,17.1261230769,45.9970333333,15.5594666667,13.0037975309,58.4118,23.9325333333,17.5980444445,51.2423333333,8.92716666667
606.58,12.8458,54.0634666667,17.0870871795,45.9594333333,15.5485333333,12.9616814815,58.3545333334,23.9224,17.5517333333,51.2088666667,8.9027
606.91,12.8321333333,54.0436,17.0874820513,45.9497333333,15.5367333333,12.9888814815,58.3050666667,23.9265333333,17.5369222222,51.1602666666,8.90103333333
607.25,12.9112333333,54.0237333333,17.1274974359,45.9858333333,15.6150666667,13.0695481481,58.315,23.9934,17.6282111111,51.2170666667,8.97293333333
607.58,12.9152,53.9882,17.1266,46.0075666667,15.6122666667,13.0784271605,58.2616666667,24.027,17.6238111111,51.1608666667,8.9634
607.92,12.8737,53.8636,17.0918871795,45.8777333333,15.5828666667,13.0446839506,58.1648,24.0027333333,17.5580333333,51.0229333333,8.95623333333
608.25,12.8705,53.8103333333,17.0874666667,45.8169333333,15.6122666667,13.0634617284,58.1014,24.0076,17.5343,50.9702666667,8.94946666667
608.59,12.8487333333,53.7743333334,17.0698615385,45.8416,15.6049333334,13.079854321,58.1108666667,24.0402,17.5097777778,51.0114666667,8.92456666667
608.92,12.8467333333,53.7713333333,17.0602461539,45.8342333333,15.6436,13.1017185185,58.1498666667,24.0943333333,17.5233777778,51.0212666667,8.9581
609.26,12.8398666667,53.796,17.0472153846,45.8680666667,15.64,13.1001901235,58.1925333333,24.1338,17.4939222222,51.0518666667,8.94026666667
609.59,12.8299666667,53.8391333333,17.0642666667,45.8971666667,15.6565333333,13.0911407407,58.2256666667,24.1624,17.4844333333,51.0702666667,8.92923333333
609.93,12.7855666667,53.7598,17.0267435897,45.8511333333,15.6162666667,13.0292148148,58.1064666667,24.1363333333,17.4567111111,50.9865333334,8.90626666667
610.26,12.7257666667,53.6934666667,16.9611230769,45.8125,15.5797333333,13.0040790124,58.0476,24.1041333333,17.4269555556,50.9082666667,8.86513333333
