wavelength,Back_DiuSpem,Belly_DiuSpem,Breast_DiuSpem,Crissum_DiuSpem,Crown_DiuSpem,DorTail_DiuSpem,Patch10_DiuSpem,Patch11_DiuSpem,Rump_DiuSpem,Throat_DiuSpem,WingTip_DiuSpem
193.99,120.317533333,68.4656666667,121.009364103,134.3915,96.5080666665,135.324325926,82.8570000001,125.079466667,147.125166667,120.8466,119.999966667
194.37,101.6863,64.3922000001,99.879348718,108.627466667,83.6078,114.042165432,77.1764,102.274466667,116.287388889,105.490133333,99.2156666667
194.75,96.6666666665,65.1684,97.8564820512,102.921433333,80.8239333333,107.770834568,76.8539333333,97.7528666667,108.6018,102.1722,96.3297000001
195.13,87.5626,59.3547999999,89.9860820513,93.4408333332,71.1826666666,96.3254592591,69.1757333333,88.3871333332,95.8542111112,88.6022,87.0969333334
195.51,76.9782,53.4579333333,78.7730461538,83.2087666666,64.8597333333,82.547582716,59.6262,79.9376666667,82.3260777776,77.2584666666,73.6137333334
195.89,70.9685333333,51.7948666667,75.6519743591,76.0683666667,60.7408,75.3087185186,54.473,73.5611999999,76.3057222222,69.003,67.7492333333
196.27,75.2430666667,53.4027333333,83.2478871795,78.8195333333,63.4029333333,78.7011999999,54.9306,76.7362666667,78.715211111,70.4165333335,73.3334
196.65,74.5333333334,55.6,80.9333333333,76.7666666667,59.9333333333,72.8148148149,55.6666666667,73.1333333333,73.6666666667,68.8666666666,73.2333333333
197.03,77.7777333333,66.5464666667,85.4100256411,81.7417333334,66.1261333333,75.5755283951,61.2013333333,78.9789333333,77.2170666667,73.8138666667,73.6034666667
197.40,84.3,78.4,96.6564102565,93.0333333333,76.6,84.8222222222,69.8666666666,91.4000000001,88.4111111111,82.9999999999,81.7000000001
197.78,95.5429333333,90.8615333333,110.049046154,100.4869,85.8428,96.7900814814,78.8763333333,101.423333333,103.483155556,95.4308666667,92.0599333333
198.16,101.544833333,98.5364666667,118.111189744,103.861766667,91.7072666668,103.953528395,84.4715333335,108.4552,112.303455555,102.357666667,95.2846
198.54,107.277766667,104.3334,134.341810256,113.833333333,96.5556,112.810637037,88.1110000001,121.5556,129.185255555,107.666733333,107.611133333
198.92,123.333233333,110.070933333,155.046425641,127.305,112.907866667,130.880032099,103.120533333,146.666666667,155.011755555,118.5816,117.2341
199.30,163.1482,145.3704,203.61814359,169.3517,158.5184,169.890261728,140.740733333,193.703533333,210.678944444,157.222266667,147.222366667
199.68,417.4359,342.564,497.159907692,393.333233334,382.564133333,415.327614815,361.025666667,479.487066667,530.341933333,350.256266667,377.692133333
200.06,728.749999999,576.666666666,807.051282052,679.583333333,666.666666667,741.080246912,665.833333333,835.0,886.249999999,599.166666667,640.0
200.44,387.916666667,310.833333333,410.480769231,381.666666667,355.416666667,415.709876543,382.083333333,448.333333333,485.694444444,316.666666667,345.0
200.82,354.761966667,306.666666667,382.051266667,364.444433333,334.9206,389.335671605,365.714333333,407.301666666,436.719655556,314.603133334,317.936433333
201.19,812.083333333,674.166666667,869.166666667,872.083333334,789.166666666,909.01234568,905.833333333,930.000000001,1064.30555556,705.833333333,759.166666667
201.57,1530.83333333,1233.33333333,1677.69230769,1778.33333333,1491.66666667,1744.38271605,1770.0,1771.66666667,2030.83333333,1235.0,1470.0
201.95,283.4568,245.185133333,311.491102564,324.321066667,285.679066667,305.258244445,318.5186,323.950466666,347.448611111,240.987466667,282.839433333
202.33,282.619,235.476,292.930451282,315.8333,278.0952,293.765437037,316.666666667,314.761933333,335.039788889,228.8094,288.6905
202.71,235.4386,207.894733333,243.711123077,256.491233334,236.1404,241.656962963,265.964866667,259.473666667,275.321511111,196.4912,231.7545
203.09,156.666666667,149.6296,163.239594872,177.142933333,158.9418,158.687022222,180.529266667,168.889,181.446244444,133.121733333,154.3386
203.47,138.7324,136.525866667,148.436266667,163.662066667,140.845,143.321195062,159.4366,152.77,161.158144445,122.9108,141.079833333
203.85,119.4253,122.6054,133.875528205,149.004,121.915733333,124.858802469,136.3218,135.249,139.961811111,108.735666667,120.651266667
204.22,110.0794,117.380933333,129.700923077,148.055533333,115.793733333,116.33154321,132.2222,129.4444,132.989388889,102.222133333,115.0001
204.60,109.959366667,122.1138,137.367046154,151.707333333,120.569133333,117.163390124,135.447133333,137.317066667,134.539366667,104.6342,112.805033333
204.98,104.6492,110.7894,133.562861539,149.692866667,116.403533333,111.689323457,130.350933333,134.824733333,132.558611111,94.0350666667,105.964966667
205.36,98.9430999999,101.788533334,123.026753846,133.292633333,110.243866667,102.993158025,117.479666667,127.398333333,117.872655556,85.3658666666,98.1707333333
205.74,91.3636333333,89.1666666667,111.066441026,116.5531,102.272733333,94.4724839505,104.999933333,114.9244,104.697144445,76.5909333334,88.2576666667
206.12,91.6463333333,84.1151999999,112.035482051,119.958833333,100.658333333,95.2597111113,104.279733333,114.567866667,104.129,69.3005333334,82.3458333333
206.50,83.1481000001,79.3518666666,114.045728205,122.685133333,100.833333333,95.7921679014,100.000066667,113.055666667,100.617455556,62.6852,74.4907
206.87,88.6339999999,87.3224,127.961184615,138.360666667,116.174933333,108.965701235,114.4262,128.305866667,112.9508,65.3552666666,82.1312333333
207.25,131.717233333,133.5356,200.823615385,212.020033333,176.5656,170.056158025,182.4242,202.6262,178.451177778,94.9494666666,121.919066667
207.63,161.388933334,170.555533333,252.029953846,270.8332,223.888933333,223.971190123,248.611266667,268.8888,230.324044445,97.7777333332,136.5278
208.01,814.444466667,786.666666667,1447.17947179,1636.66663333,1377.77773333,1449.9588,1640.00006667,1657.77773333,1411.48154445,353.333266668,545.555533333
208.39,2443.33333333,1946.66666667,4246.15384615,4416.66666667,3733.33333333,4080.0,4780.0,4733.33333333,4211.11111111,793.333333332,1046.66666667
208.77,-3183.33333333,-2420.0,-4796.92307692,-4873.33333333,-4246.66666667,-4425.92592593,-5346.66666667,-5380.0,-4831.11111111,-1346.66666667,-1556.66666667
209.14,-111.6666,-93.3333333333,-192.377641026,-201.515166667,-174.545333333,-186.666758025,-221.212133333,-218.788,-195.050466667,-35.7577333333,-52.5756666666
209.52,-72.7956333333,-63.6558666667,-148.023230769,-153.9786,-122.150533333,-140.039679012,-166.236533333,-158.4946,-145.340555555,-27.9570666666,-30.9677
209.90,-51.7545333333,-42.2807333333,-109.622112821,-125.175566667,-88.421,-115.354301235,-135.964933333,-124.561266667,-112.017611111,-22.9825333333,-14.2105
210.28,-21.7647,-23.2679333334,-62.7251076923,-75.8824,-53.0718666665,-70.1912888888,-87.8431333334,-78.0392000001,-63.8345333333,-8.10453333326,1.96083333334
210.66,-28.0,-26.1333333334,-65.4564102564,-76.4,-57.6,-76.5777777777,-95.7333333333,-85.5999999999,-69.5999999999,-8.2666666666,2.66666666667
211.03,-40.1710333333,-28.8888666668,-83.0768820512,-104.1881,-62.9060000001,-102.55788642,-117.265133333,-110.427266667,-81.2821111111,-6.4956,3.6751
211.41,-88.7718,-43.8596666668,-163.481748718,-217.543966667,-124.912266667,-225.665948148,-208.070266667,-234.736933333,-152.456177778,-5.96486666654,16.1403666667
211.79,-90.3920999999,-30.5883333333,-177.496123077,-237.6471,-146.6666,-257.370958024,-231.372533333,-252.549,-169.477088889,-14.9019999999,18.8236
212.17,-842.2224,-457.777866667,-1299.14530256,-1637.77776667,-1104.44426667,-1657.61323704,-1571.11113333,-1677.77786667,-1293.70367778,-413.333400001,-188.888833333
212.55,-305.833333333,-139.166666667,-452.628205128,-625.0,-412.5,-600.586419752,-535.0,-605.0,-449.444444444,-143.333333333,-90.8333333334
212.92,-790.000066667,-233.333199999,-1156.4102359,-1624.44426667,-1015.5556,-1553.16874074,-1293.33333333,-1451.11126667,-1165.18518889,-362.222333335,-285.555399999
213.30,180.000033333,82.9630666668,225.926020513,290.0001,196.666733333,292.002693827,251.1112,281.111133333,230.185244444,107.0372,84.0740333333
213.68,254.1667,96.6666666666,276.965830769,363.8889,229.999866667,384.362116049,304.444466667,367.222133333,289.259366667,112.7778,93.6110999999
214.06,246.875,131.666666667,240.288461538,283.125,210.833333333,295.555555555,242.916666667,295.416666667,254.305555556,112.916666667,115.208333333
214.44,262.856966667,120.476266667,265.457953846,304.047633333,226.666733333,335.132239506,253.809466667,331.904866667,278.968277778,106.666666667,117.142866667
214.81,233.333333333,135.666666667,238.461538462,278.833333333,206.666666667,260.172839506,209.333333333,273.0,238.0,137.333333333,144.0
215.19,414.242366667,261.2122,411.887989744,471.212033333,398.181733333,438.294046914,354.545466667,473.333333333,433.737455556,246.666733333,239.393933333
215.57,2.97894350352e+15,1.73149758401e+15,3.0739167037e+15,3.47578948514e+15,2.90430998697e+15,3.06558156454e+15,2.61430546551e+15,3.20710882555e+15,3.1154162195e+15,1.71443849451e+15,1.765615763e+15
215.95,-1028.66666666,-568.000000001,-1122.46153846,-1174.66666667,-974.666666667,-990.469135803,-817.333333333,-1120.0,-973.555555556,-612.000000001,-656.0
216.32,-214.393933333,-123.939466667,-254.358974359,-250.7576,-214.5454,-217.586948148,-162.121133333,-255.757533333,-199.292833333,-116.0606,-138.787833333
216.70,-233.333333333,-158.181933333,-273.589687179,-254.090933333,-237.878666667,-245.780034568,-184.848533333,-286.060533333,-229.646511111,-129.393933333,-154.091033333
217.08,-193.717966667,-142.820333333,-222.820476923,-214.1026,-213.333466667,-215.175733334,-152.564066667,-236.923133333,-200.128211111,-117.9488,-125.8975
217.46,-93.4814666667,-61.3334000001,-117.230830769,-105.111133333,-104.7408,-105.465037037,-62.9628666667,-115.852,-90.5679777778,-53.7777333333,-52.0740666666
217.83,-94.6969666667,-68.0302666668,-125.897405128,-107.121366667,-113.636466667,-110.432125926,-71.3636666667,-114.697,-92.0452777778,-59.8486000001,-52.4241666667
218.21,-54.2176666667,-44.6257999999,-94.3799128205,-78.3673999999,-82.5849333333,-80.6449135803,-51.5644666666,-83.4012666666,-63.4694000001,-36.1904666666,-29.6597666667
218.59,-60.4255000001,-54.6098666666,-99.6508307692,-83.9007666668,-98.156,-84.8121925925,-59.8581999999,-91.7731333335,-72.0567999999,-39.1488666667,-33.6171333333
218.97,-21.1110333333,-14.5556666667,-48.8120358975,-37.5,-55.1111333333,-41.2839308642,-24.5556,-48.4444666667,-29.7592888889,-1.0000666666,2.7222
219.34,-12.147,-7.34466666666,-45.8932153846,-33.3333666667,-51.8644666667,-41.071345679,-24.2938,-41.0167999999,-22.9188666667,0.7908666666,4.51963333333
219.72,0.8211,-0.09673333334,-29.4611589744,-15.6521,-33.7196666667,-28.6885086419,-17.8742666667,-25.1208666667,-13.2689666667,8.4058666666,14.1544333333
220.10,9.80100000002,3.78119999998,-18.5073282051,-7.56226666667,-26.8656,-23.4568320988,-14.8258,-14.0299333333,-8.72314444446,14.5275333333,21.4926333333
220.47,7.29163333334,2.70840000001,-22.4198307692,-13.4376,-28.3333333333,-26.7439308642,-21.6666,-13.4376,-15.2777444445,10.0,15.6772333333
220.85,14.7748333333,9.18926666666,-10.6929641026,-8.28830000001,-22.4324,-17.6809703704,-13.5135333333,-2.52253333333,-10.4355111111,11.9819333333,18.1982666667
221.23,20.2007333333,17.7510666667,-1.98948205128,0.04,-13.0122,-9.48991604939,-6.18473333333,2.731,-2.66398888889,18.5542666667,24.3774666667
221.61,27.9268,25.9349333333,9.33712820511,6.78883333334,-9.67486666667,-3.56522222223,-0.731733333338,12.1949333333,3.1299888889,29.3496666667,32.1544666667
221.98,27.8039,27.6862,10.3167076923,-0.078400000006,-11.1372666667,-7.76774567901,0.392199999994,8.86266666666,-1.45096666666,28.7058,28.8627
222.36,10.3110666666,15.5555333333,-7.39151794872,-17.1555666667,-31.911,-29.9688197531,-16.5334666667,-5.51119999999,-21.852,16.0000666667,15.3332
222.74,16.9478,20.3212666667,-4.05935897437,-10.7631,-20.2411333333,-24.5902666666,-10.3613333333,4.97993333336,-14.4444,17.9117333333,18.2731
223.11,18.7207333333,17.2867333333,-3.95948205128,-6.04643333333,-14.9612,-25.1909135802,-6.97686666667,7.75186666666,-13.1911888889,18.6046666667,15.2712
223.49,10.5349,8.9712,-13.5865333333,-13.786,-19.3416,-31.6140938272,-14.4858,-2.63373333332,-21.5500666667,11.1112,9.25919999999
223.87,2.59690000001,-0.38766666666,-17.2033846154,-22.5194333333,-27.2093333334,-36.0952320988,-17.7519333333,-11.9381333333,-25.5813888889,-0.542600000014,-2.36429999999
224.24,-12.4241333333,-17.4892,-35.6642871795,-39.6104333333,-45.541,-55.7704296296,-32.6406666667,-31.5152,-45.1081777778,-20.3462666667,-20.0433333333
224.62,-1.20483333333,-10.2008666667,-21.0687897436,-24.8594,-34.4576666667,-42.1657481482,-21.0443333333,-15.0202,-32.7309333333,-9.07626666667,-12.1285333333
225.00,-17.1642,-28.0598,-45.8706769231,-43.5324666667,-55.4229333333,-64.3964987654,-39.1046,-35.5222666667,-48.4079555555,-28.2586666667,-30.7463
225.38,-20.9179666667,-30.628,-51.3787179487,-38.9855333333,-55.4588,-64.6985037037,-40.5797333333,-36.7148,-44.6376444445,-30.3382,-37.8260666667
225.75,-29.8648,-42.8828,-62.7789897436,-51.2613666667,-61.4414,-73.6770148148,-51.2613333333,-52.7026666667,-56.5765111111,-44.1441333333,-54.009
226.13,-35.2251666667,-50.2702666667,-64.2687897436,-54.1441,-68.4685333333,-74.8815382715,-53.1532666667,-58.7386,-58.5436,-53.7838,-59.6846666667
226.51,-7.23810000001,-22.8569333333,-28.9914307693,-23.9365,-32.1903333333,-36.2681629629,-18.0952666667,-30.0953333333,-22.9735444444,-27.0475333333,-23.5239666667
226.88,-3.22936666665,-16.3021333333,-22.2236153846,-17.5261333333,-23.9062666667,-28.416345679,-11.9272,-26.1979333333,-17.4566444445,-21.5104666667,-16.0937666667
227.26,-2.02026666667,-11.0708,-16.5562461538,-13.9999666667,-16.1212,-19.1560765432,-9.17173333334,-18.8686,-12.6464555556,-16.0,-9.27263333333
227.64,1.8239,-4.96859999999,-8.56546153846,-7.13833333334,-9.40259999999,-11.3870962963,-3.39619999999,-11.0377333333,-7.30606666667,-8.67926666667,-4.59116666666
228.01,2.58963333333,-4.15973333334,-7.59274871795,-3.84303333333,-7.13486666667,-7.95735802469,-1.43253333333,-8.62246666667,-5.5418,-4.40759999999,-1.61143333333
228.39,7.0205,1.5296,-0.776379487178,1.4384,-1.36986666667,-1.12038518519,3.35606666667,-2.2602,0.300622222222,2.96793333333,4.32653333333
228.76,4.66456666667,0.083866666666,-2.29484102564,-0.146633333332,-3.1656,-1.5908962963,2.03346666667,-4.88466666667,0.241033333335,1.40453333333,3.90993333333
229.14,7.12826666667,2.82540000001,1.66057948718,3.51796666667,0.110866666668,1.61207160494,5.3184,-0.886399999999,3.83805555556,5.65086666667,7.61756666667
229.52,8.19593333333,4.17540000001,3.83938974359,4.14936666667,1.63226666667,2.97066172839,6.37466666666,0.996600000001,5.30071111111,7.33686666667,9.28686666667
229.89,9.36906666667,4.75733333332,5.15192820513,5.4773,2.63753333333,4.8316691358,7.6214,2.864,6.39965555556,8.59233333333,11.2055666667
230.27,11.9741666667,8.21566666666,7.98792307693,8.68643333335,6.7122,8.17626172841,10.3873333333,7.06153333333,9.40017777777,12.3767333333,14.3128
230.65,11.9089666667,9.10606666665,8.20647692307,8.894,6.42413333333,8.78628888889,10.5302666667,7.65153333333,9.57580000001,13.9394666667,14.447
231.02,9.18860000001,6.58706666666,6.09032820513,5.95863333333,3.29373333333,7.32377530864,8.32146666667,5.01193333333,7.46491111112,11.7582666667,11.6308
231.40,8.88606666666,6.12239999999,5.85289743589,5.88433333333,1.53066666667,6.76986913581,8.24826666666,4.09853333333,7.09469999999,11.0033333333,10.8673
231.78,10.9474,8.54446666665,8.39865641025,7.9328,3.80713333333,8.8015580247,10.3532,6.18426666667,9.86502222222,12.9888,13.9189
232.15,12.4185666667,10.1629333333,9.73107179487,9.17573333335,5.0906,9.78145185186,11.4131333333,7.66306666666,10.8514222222,13.9131333333,14.6919333333
232.53,12.6775666667,10.6000666667,10.3102307692,10.6000666667,6.31566666666,10.025562963,11.9852,9.63973333334,11.2310777778,14.6076666667,14.5059333333
232.90,14.5584,13.2382666667,12.2799487179,12.9631333333,9.49666666665,11.8166345679,14.0552,12.0227333333,12.3964,16.7521333333,16.5148333333
233.28,13.1071,12.9989333334,10.8283179487,11.5142,9.59686666667,10.403837037,12.3303333333,11.0522,10.7734333333,14.8475333333,14.8574666667
233.66,11.0975,10.6505333333,8.34904615385,9.73573333333,8.0894,8.92355555555,10.4267333333,9.20719999999,7.78471111112,13.2317333333,12.4897333333
234.03,8.90670000001,10.7180666667,6.58910769229,7.95286666666,7.33119999999,7.40028148147,8.12439999999,7.67413333335,6.00568888889,11.5971333333,10.536
234.41,5.65353333333,7.90859999999,3.66852307692,5.46850000001,3.35506666667,3.94663950617,4.11773333333,3.33333333333,3.0828,7.86493333334,7.36383333334
234.78,4.33223333333,6.82986666667,1.75484615385,4.46489999999,2.9766,2.81640740741,2.4466,1.85526666667,1.88925555556,5.48426666667,5.20893333333
235.16,8.03986666666,9.71593333334,5.27978461538,8.71206666666,7.02646666667,6.23955061728,5.75766666667,6.21213333333,5.40713333333,8.80673333334,8.44696666667
235.54,7.18816666667,8.28686666667,4.20143076923,7.14166666667,5.79153333333,5.09068888889,5.26993333333,5.13973333333,4.71441111111,7.44879999999,7.55126666667
235.91,2.5968,3.39146666667,-1.45638974359,2.71316666667,0.445733333333,0.523896296296,0.988466666668,0.329466666665,-0.345511111113,2.4806,2.36443333333
236.29,-0.7163,0.190933333334,-3.7558051282,-0.477466666667,-2.86533333333,-1.44667160494,-1.5282,-3.4002,-3.15813333333,-0.878666666668,-0.573
236.66,-4.2718,-2.75653333333,-7.24415897436,-4.5161,-6.41260000001,-3.87227407407,-4.2034,-7.80066666667,-6.12913333333,-4.51606666667,-3.38226666667
237.04,-5.16283333333,-3.52486666667,-7.63644102565,-4.7127,-6.72419999999,-4.06555555556,-4.23379999999,-8.46733333335,-5.68965555556,-4.48273333333,-3.96553333333
237.41,-2.41356666667,-1.1474,-4.74996923077,-1.94893333333,-3.35146666667,-0.14441234568,-0.510266666666,-5.97453333334,-2.73828888889,-1.45726666667,-1.21133333333
237.79,0.0514666666674,1.46046666667,-1.66524102564,0.249133333333,-0.824666666667,2.37053333333,2.07893333333,-4.1064,0.232066666667,0.687266666666,1.76126666667
238.17,1.08926666666,1.52846666667,-0.61661025641,1.58533333333,-0.6178,3.41586419753,3.43093333333,-3.08946666667,1.8835,1.5122,2.10576666667
238.54,2.8616,3.2482,0.972035897437,3.31766666667,1.0364,5.38681728395,5.81606666666,-1.3612,3.54995555556,2.98546666667,3.63503333333
238.92,0.239666666667,0.749000000001,-1.03364615385,1.6779,-0.913866666667,3.79457777778,3.73033333333,-3.70033333333,1.6505,0.764199999998,1.835
239.29,-1.5816,-0.680866666667,-2.66550769231,0.397166666667,-1.4752,2.59319259259,2.6524,-5.26246666667,0.406544444443,0.226933333334,0.680800000001
239.67,-0.830133333334,0.566066666666,-1.78034358974,1.80506666667,0.377333333334,3.78113580247,3.1322,-3.64786666667,0.714944444444,1.92446666667,1.7295
240.04,0.347300000001,2.17366666667,-0.04925128205,3.1597,2.17353333333,5.38443950617,4.7844,-1.92726666667,2.02998888889,3.6526,3.49033333333
240.42,2.79023333333,4.88893333333,2.37113333333,5.71846666667,4.6024,7.58997037038,7.15066666667,1.03693333333,4.52334444445,6.4394,6.1136
240.79,5.7721,7.24093333333,4.83881538462,8.28553333333,6.8582,9.65216296296,9.26346666667,4.08646666667,7.19388888888,8.64753333333,8.67663333333
241.17,6.94313333333,8.44253333333,5.94762051282,9.04296666667,7.60546666667,10.3949530864,10.1018666667,5.29846666667,7.80326666667,9.10473333333,9.82163333333
241.54,6.74883333333,7.89726666667,5.62791282051,8.33159999999,6.67986666667,9.65336296296,9.32553333333,5.17286666666,7.20086666667,8.0158,9.30903333335
241.92,6.70633333333,7.4832,5.25627692308,7.8673,6.33146666667,9.38792839508,9.07980000001,4.86286666667,6.68695555555,7.62333333333,8.93343333333
242.29,7.26263333333,7.7796,5.68669230769,8.25129999999,6.7288,9.79660987656,9.28246666667,5.28246666667,6.88984444445,8.1582,9.64120000001
242.67,7.3435,7.75826666667,5.6974051282,8.23176666666,6.97693333333,9.91378271604,9.33113333334,5.3666,6.95293333333,8.3306,9.81546666667
243.05,7.75176666667,8.21753333333,6.13193333333,8.29053333333,7.26513333333,10.2411728395,9.58120000001,5.58413333333,7.15842222222,8.90433333333,9.99993333334
243.42,8.10796666667,8.5408,6.52448717949,8.27336666666,7.31853333333,10.5529679012,9.77346666667,5.82646666667,7.43908888889,8.98906666667,10.252
243.80,8.67330000001,8.97913333333,7.1638,8.76599999999,7.72013333333,10.8222222222,10.3786666667,6.17513333333,8.12144444444,9.26013333333,10.7124
244.17,8.74063333333,9.12560000001,7.18638974359,8.92196666666,7.75466666667,10.7377506173,10.1290666667,6.02093333333,8.35561111111,9.15053333334,10.5788
244.55,8.40980000001,9.00559999999,6.87982051282,8.75753333334,7.53213333333,10.3840987654,9.75933333333,5.63106666667,8.29722222222,8.77206666666,10.3161
244.92,7.12883333333,8.0124,5.95818974359,7.58370000001,6.35053333333,9.3157308642,8.58713333334,4.10453333333,7.09523333333,7.37066666667,9.14989999999
245.30,6.525,7.29606666667,5.17735897436,6.82393333334,5.70473333333,8.54858765433,7.87146666667,3.22773333333,6.5888,6.68913333333,8.15006666667
245.67,6.4665,7.3374,5.34205128205,6.88753333333,5.6208,8.46268395063,7.94573333334,3.22886666667,6.40264444445,6.83733333333,8.02680000001
