wavelength,Back_SalAtom,Belly_SalAtom,Breast_SalAtom,Crissum_SalAtom,Crown_SalAtom,DorTail_SalAtom,Rump_SalAtom,Throat_SalAtom,WingTip_SalAtom
354.38,4.4306,14.8602,12.7450666667,6.726,3.99133333333,4.46463111111,6.26506666667,3.4896,5.35866666667
354.74,4.4986,15.0011333333,12.8181333333,6.80806666667,4.04773333333,4.53854222222,6.36766666667,3.5516,5.47466666667
355.11,4.5014,15.0478666667,12.8827333333,6.79206666667,4.0554,4.55943555556,6.34706666667,3.5202,5.505
355.47,4.50353333333,15.1412666667,12.932,6.8352,4.05026666667,4.59160888889,6.37193333333,3.51206666667,5.5172
355.83,4.564,15.2925333333,13.0654,6.92046666667,4.0976,4.62675555556,6.4676,3.5914,5.5772
356.20,4.51246666667,15.2766666666,13.0643333333,6.86613333333,4.0578,4.61015555555,6.43393333333,3.57973333333,5.50946666667
356.56,4.55013333333,15.4128666667,13.2132666667,6.927,4.11993333333,4.69494666666,6.47886666667,3.67893333333,5.55146666667
356.93,4.61,15.5138666667,13.3115333333,6.9256,4.19226666667,4.76425333333,6.52873333333,3.7402,5.57653333333
357.29,4.61346666667,15.5764666667,13.3853333333,6.9452,4.20433333333,4.81388,6.565,3.77293333333,5.56886666667
357.66,4.53006666667,15.543,13.3334,6.8544,4.1448,4.72736444444,6.49253333333,3.722,5.44193333333
358.02,4.46486666667,15.5860666667,13.3082666667,6.78373333333,4.08313333333,4.65444444444,6.42706666667,3.63173333333,5.347
358.38,4.4486,15.5914,13.2486666667,6.75553333333,4.06133333333,4.61192444445,6.35986666667,3.5784,5.27833333333
358.75,4.3938,15.5758666667,13.2972666667,6.731,4.01166666667,4.55616888889,6.30513333333,3.5202,5.183
359.11,4.4382,15.6658,13.3730666667,6.7838,4.07013333334,4.55987555555,6.36493333333,3.55186666667,5.17686666667
359.48,4.43013333333,15.7401333333,13.4542,6.79433333334,4.0754,4.55895555555,6.36466666667,3.54126666667,5.16933333333
359.84,4.3972,15.7616,13.4702666667,6.7896,4.04466666667,4.54285333333,6.283,3.484,5.115
360.20,4.48406666667,15.8888,13.5434,6.85313333333,4.11006666667,4.56632,6.34,3.51706666667,5.14226666667
360.57,4.37946666667,15.8316666667,13.4581333333,6.74626666666,4.01713333333,4.42509777778,6.2518,3.36033333333,5.0158
360.93,4.21313333333,15.7154666667,13.3519333333,6.62786666667,3.8496,4.25807555556,6.11713333333,3.18373333333,4.89766666667
361.29,4.25433333333,15.8391333333,13.4208,6.68106666667,3.92246666667,4.28887555556,6.1964,3.2002,4.95033333333
361.66,4.35506666667,15.9650666667,13.51,6.7958,3.9982,4.38037333333,6.28373333333,3.27666666667,5.05946666667
362.02,4.4186,16.1022666667,13.6243333333,6.88106666667,4.0768,4.46978666667,6.36173333333,3.3642,5.14646666666
362.39,4.45926666667,16.2377333333,13.7382666667,6.9544,4.13733333333,4.51897333333,6.4442,3.44826666667,5.19053333333
362.75,4.47273333334,16.3574,13.8050666667,7.02493333333,4.19653333333,4.52606666667,6.46346666666,3.5108,5.22913333333
363.11,4.44873333333,16.4054666667,13.8068666667,7.02753333333,4.1582,4.48865777778,6.43693333333,3.4742,5.1848
363.48,4.44493333333,16.3996,13.8007333333,7.01246666667,4.14006666667,4.45886222222,6.4508,3.44706666667,5.16133333333
363.84,4.4094,16.4223333333,13.8147333333,6.98386666667,4.1122,4.40638666667,6.46766666667,3.398,5.134
364.20,4.38253333333,16.41,13.8336,6.9872,4.0452,4.36782666667,6.44806666667,3.37466666667,5.1246
364.57,4.43833333333,16.4848,13.9121333333,7.0364,4.0462,4.36910666667,6.476,3.39633333333,5.1284
364.93,4.52066666667,16.6328,14.0142,7.09026666667,4.09653333333,4.40565777778,6.54173333333,3.45706666667,5.13753333333
365.29,4.49773333333,16.6672666667,14.0709333333,7.07346666667,4.01453333333,4.38457777778,6.4716,3.42053333333,5.134
365.66,4.49106666667,16.6956,14.1527333333,7.05953333333,3.996,4.37516888889,6.47126666667,3.40413333333,5.142
366.02,4.49266666667,16.7220666667,14.1883333333,7.07013333333,3.96193333333,4.34831555555,6.4682,3.39893333333,5.10893333333
366.38,4.47306666667,16.7472,14.2079333333,7.0564,3.92266666667,4.30815111111,6.44586666667,3.34953333333,5.09253333333
366.75,4.45606666667,16.7196,14.1917333333,6.98033333333,3.88473333333,4.29052,6.43733333333,3.296,5.07553333333
367.11,4.44806666667,16.7507333333,14.228,6.99266666667,3.88806666667,4.29818666667,6.41806666667,3.28613333333,5.0856
367.47,4.5292,16.8985333334,14.3577333333,7.0846,3.9486,4.39496444445,6.48593333333,3.3538,5.17106666667
367.84,4.54173333333,16.934,14.4647333333,7.1122,3.9934,4.44360444445,6.51966666666,3.40346666667,5.21113333333
368.20,4.47593333333,16.999,14.5206,7.0756,3.9904,4.41287555555,6.46266666667,3.38286666667,5.14966666667
368.56,4.5114,17.1184,14.6730666667,7.1288,4.05173333333,4.49725333333,6.53666666667,3.4316,5.21573333333
368.93,4.4908,17.261,14.8041333333,7.18906666667,4.0746,4.50958222222,6.54093333333,3.41913333333,5.2258
369.29,4.55293333333,17.3729333333,14.8828666667,7.28826666667,4.16113333334,4.55474222222,6.61793333333,3.50446666667,5.27486666667
369.65,4.57093333333,17.4988666667,14.967,7.36673333333,4.18393333333,4.56174666667,6.65333333334,3.5256,5.28606666667
370.01,4.58333333333,17.5862,15.038,7.3836,4.19793333333,4.54921777778,6.6678,3.5052,5.278
370.38,4.60433333333,17.6763333333,15.1588666667,7.41646666667,4.21446666667,4.59872888889,6.702,3.5304,5.31526666667
370.74,4.60726666667,17.756,15.2271333333,7.45026666667,4.20126666667,4.61592444445,6.70513333333,3.52506666667,5.31186666667
371.10,4.61106666667,17.8578666667,15.3569333333,7.46273333333,4.21546666667,4.62988,6.76213333333,3.5272,5.3218
371.46,4.6036,17.9147333333,15.4245333333,7.4948,4.23986666667,4.59698222222,6.77673333333,3.55933333333,5.30793333333
371.83,4.72233333333,18.069,15.5324,7.60086666667,4.31446666666,4.66917333333,6.85673333333,3.64793333333,5.40453333333
372.19,4.7976,18.1541333333,15.6344666667,7.67586666667,4.36626666667,4.70624444445,6.9294,3.692,5.48806666667
372.55,4.8158,18.2707333333,15.6226666667,7.70486666667,4.37393333334,4.70797777778,6.94906666667,3.69386666667,5.5038
372.92,4.92893333333,18.3320666667,15.696,7.77206666667,4.45566666667,4.77127555556,7.0132,3.75633333333,5.5886
373.28,4.9488,18.4166,15.7848,7.8088,4.49093333333,4.77524444445,7.0444,3.746,5.57993333333
373.64,5.00033333333,18.5176666667,15.8545333333,7.8564,4.56273333333,4.85098666667,7.0892,3.79073333333,5.62213333334
374.00,5.0442,18.5915333333,15.9363333333,7.91853333334,4.6336,4.90072444445,7.13753333333,3.8426,5.707
374.37,5.021,18.6236,15.9266,7.89646666667,4.6018,4.85556,7.0948,3.82153333333,5.6408
374.73,5.10546666667,18.7156666667,16.0252,7.99226666667,4.644,4.92599555555,7.16953333333,3.86433333334,5.67013333333
375.09,5.05553333334,18.7086666667,15.9648666667,7.98986666667,4.6234,4.89090666667,7.10193333333,3.82106666667,5.59553333333
375.45,5.09053333333,18.8168666667,16.0157333333,8.03346666667,4.64433333333,4.93162222222,7.11353333333,3.81773333333,5.6142
375.81,5.10626666667,18.905,16.0850666667,8.09066666667,4.6676,4.95166666667,7.12213333333,3.8648,5.6158
376.18,5.08746666667,18.9582666667,16.0977333333,8.08706666667,4.66773333333,4.94498222222,7.11446666667,3.85053333333,5.57706666667
376.54,4.97573333334,18.9054666667,16.0886,8.0094,4.55206666667,4.85537333333,7.01073333333,3.77833333334,5.4754
376.90,4.88993333333,18.8979333334,16.0406666667,7.94686666667,4.4648,4.79831555556,6.9488,3.72093333333,5.38793333333
377.26,4.8858,18.9607333333,16.0939333333,7.9518,4.45146666667,4.81468,6.9694,3.7326,5.38766666666
377.63,4.8722,18.9884,16.1446,7.95406666667,4.43093333333,4.79106666667,6.9932,3.7356,5.386
377.99,4.84486666667,19.0484,16.1634,7.95733333333,4.41486666667,4.76945777778,6.98266666667,3.7368,5.32366666667
378.35,4.88053333333,19.1629333333,16.2472,8.03306666667,4.49193333333,4.81672,7.04433333333,3.77366666667,5.36566666667
378.71,4.84253333333,19.2662666667,16.2721333333,8.016,4.4802,4.77841333333,7.0062,3.76926666667,5.35586666667
379.07,4.9158,19.4165333333,16.3836666667,8.0716,4.5084,4.82850666667,7.06513333333,3.8384,5.4558
379.44,4.91286666667,19.5158,16.4646666667,8.09266666667,4.49753333333,4.82398666667,7.06973333333,3.84053333333,5.4628
379.80,4.84126666667,19.5588,16.5244666666,8.07126666667,4.44646666667,4.78464888889,7.0466,3.7854,5.43413333333
380.16,4.87026666667,19.676,16.6302,8.13573333333,4.4688,4.81469333333,7.08333333333,3.80926666667,5.4866
380.52,4.96613333333,19.8268,16.785,8.25166666667,4.56413333333,4.91802666667,7.15446666667,3.8882,5.5802
380.88,4.9646,19.9268666667,16.859,8.30966666667,4.5658,4.91674222222,7.15793333333,3.88606666667,5.5954
381.24,4.9064,19.9246,16.859,8.24873333333,4.50946666667,4.86613333333,7.0956,3.82686666667,5.5496
381.61,4.86786666667,19.9463333333,16.8286666667,8.20833333334,4.4394,4.79783111111,7.00873333333,3.751,5.46893333333
381.97,4.85626666667,19.9655333333,16.8615333333,8.18666666667,4.41133333333,4.77032444445,6.9856,3.69433333333,5.4696
382.33,4.88586666667,20.0122,16.9366,8.2122,4.40546666667,4.79496444445,7.00973333334,3.71806666667,5.49386666667
382.69,4.9088,20.0488666667,17.0061333333,8.24800000001,4.43113333333,4.83082666667,7.03593333333,3.73893333333,5.51793333333
383.05,4.88926666667,20.0686666667,17.0383333333,8.2206,4.422,4.80590222222,7.01613333333,3.70813333334,5.46293333333
383.41,4.84493333333,20.0401333333,17.0186,8.17786666667,4.38106666667,4.76224444445,6.981,3.66666666667,5.41713333333
383.77,4.84446666667,20.0492666667,16.9838,8.1496,4.39473333334,4.72021777778,6.951,3.63093333333,5.36853333333
384.14,4.80886666667,20.0488666667,16.9978,8.1296,4.38373333333,4.68767111111,6.92953333333,3.59453333333,5.31746666667
384.50,4.75893333333,20.0718666667,16.9990666667,8.10326666667,4.37146666667,4.6348,6.94553333334,3.55446666667,5.286
384.86,4.76853333333,20.1269333333,17.0818,8.1014,4.414,4.67518666667,6.99006666667,3.58826666667,5.30273333333
385.22,4.77973333333,20.2,17.1278,8.12693333333,4.4312,4.65087111111,6.99013333333,3.58786666667,5.3108
385.58,4.87966666667,20.3631333333,17.3081333334,8.2422,4.53966666667,4.77615555555,7.127,3.7044,5.42266666666
385.94,4.95273333333,20.4868,17.4134666667,8.33360000001,4.59306666667,4.83659111111,7.18013333333,3.7476,5.48706666667
386.30,4.9714,20.5524666667,17.4529333333,8.37580000001,4.59913333333,4.83055555555,7.18393333333,3.73486666667,5.4922
386.66,4.96633333333,20.6295333333,17.5305333333,8.40453333333,4.61886666667,4.80976888889,7.21393333333,3.73453333333,5.48153333333
387.03,4.97566666667,20.6984,17.5891333333,8.45633333333,4.63173333333,4.81516,7.25153333333,3.7304,5.49786666667
387.39,5.03073333333,20.8148,17.73,8.54653333334,4.68293333333,4.87387111111,7.3338,3.78233333333,5.56593333333
387.75,5.09773333333,20.969,17.8624666667,8.63739999999,4.71626666667,4.92888888889,7.40806666667,3.83146666667,5.6074
388.11,5.11546666667,21.0859333333,17.9208,8.65879999999,4.70086666667,4.93618666667,7.42886666667,3.835,5.6254
388.47,5.15973333333,21.1346,17.9888,8.70533333333,4.71386666667,4.96496888889,7.43893333333,3.8646,5.63426666667
388.83,5.14593333333,21.1844666667,17.9953333333,8.73933333333,4.70273333333,4.92841777778,7.4294,3.83633333333,5.61073333333
389.19,5.15833333333,21.256,18.0649333333,8.79006666667,4.70913333333,4.9588,7.45706666667,3.84333333333,5.61146666667
389.55,5.07386666667,21.2355333333,18.0530666666,8.73873333334,4.63873333333,4.84977777778,7.3798,3.76106666667,5.524
389.91,5.02713333333,21.2708666667,18.1003333333,8.71013333333,4.59033333333,4.80822666667,7.34193333333,3.7342,5.4546
390.27,5.02813333333,21.3646666667,18.1758,8.72206666667,4.58413333333,4.81900444445,7.35306666667,3.72853333333,5.4404
390.63,5.07086666667,21.4571333333,18.2408666667,8.75573333334,4.59546666667,4.85905333333,7.3684,3.73946666667,5.45406666667
391.00,5.12626666667,21.5711333333,18.3614,8.81913333332,4.64613333333,4.91856,7.43413333333,3.79806666667,5.51286666667
391.36,5.10473333333,21.5984,18.3647333333,8.77166666667,4.62346666667,4.88886666666,7.3824,3.7602,5.4576
391.72,5.0406,21.6122666667,18.3673333333,8.73633333333,4.58606666667,4.86059555555,7.35066666667,3.70253333333,5.41593333333
392.08,5.03613333333,21.6508,18.4158666667,8.75933333333,4.58446666667,4.85165777778,7.32153333333,3.68366666667,5.383
392.44,5.05213333333,21.7412,18.4843333333,8.78779999999,4.5944,4.86476444445,7.3266,3.68033333333,5.39326666667
392.80,5.09106666667,21.8088,18.5726666667,8.83626666668,4.6188,4.88475111111,7.34773333333,3.7144,5.4292
393.16,5.06473333333,21.8752666667,18.6074666667,8.84186666668,4.61553333333,4.86519555555,7.35466666667,3.70106666667,5.41533333333
393.52,5.09326666667,21.9804666667,18.6839333333,8.89186666666,4.6408,4.90484888889,7.3662,3.71846666667,5.44386666667
393.88,5.1312,22.0444,18.7525333333,8.95413333333,4.69226666667,4.94036444445,7.41906666667,3.74713333333,5.4748
394.24,5.10353333333,22.0991333333,18.8198666667,8.96560000001,4.67513333333,4.91568888889,7.4372,3.73993333333,5.48066666667
394.60,5.17173333333,22.1876666667,18.9332,9.06253333332,4.73906666667,4.96077777778,7.512,3.80126666667,5.5462
394.96,5.1658,22.2508,18.9740666667,9.0946,4.73206666667,4.94670222222,7.5032,3.79026666667,5.52953333333
395.32,5.2,22.327,19.0457333333,9.17306666667,4.773,4.96757333333,7.529,3.813,5.54733333333
395.68,5.24166666667,22.3775333333,19.1087333333,9.21506666667,4.79726666667,4.98506222222,7.53853333334,3.84373333333,5.58026666667
396.04,5.30726666667,22.4796666667,19.1926666667,9.30840000001,4.87473333333,5.05405777778,7.63066666667,3.91233333333,5.6608
396.40,5.3446,22.5807333333,19.2586,9.36786666667,4.91346666667,5.08447111111,7.6886,3.94086666667,5.69446666667
396.76,5.33126666667,22.6796666667,19.3331333333,9.34826666665,4.90426666667,5.06533333333,7.7006,3.91193333333,5.66373333333
397.12,5.39373333333,22.7517333334,19.4189333334,9.40120000001,4.94446666667,5.11842222222,7.72653333333,3.95106666666,5.70226666667
397.48,5.4168,22.829,19.486,9.44833333334,4.966,5.14511111111,7.77113333333,3.9654,5.68913333334
397.84,5.40766666667,22.9056666667,19.5516666667,9.45613333333,4.93726666666,5.12126666667,7.76086666667,3.96746666667,5.6906
398.20,5.39626666667,22.9128,19.5393333333,9.45499999999,4.9374,5.09629777778,7.70933333333,3.927,5.65286666667
398.56,5.30333333333,22.9014666667,19.5044,9.39486666666,4.8548,5.01302222222,7.6208,3.8326,5.58073333333
398.92,5.292,22.9198,19.5298,9.37406666667,4.83446666667,4.99267111111,7.6034,3.79206666666,5.54573333333
399.28,5.27026666667,23.0174666667,19.5893333333,9.3946,4.81433333333,4.97098666667,7.61266666667,3.777,5.55413333333
399.64,5.275,23.0972666667,19.6502666666,9.41973333335,4.8158,4.96087555555,7.6256,3.7664,5.55266666667
400.00,5.27466666667,23.2014,19.7348,9.42580000001,4.80273333333,4.96380444445,7.6284,3.75466666667,5.55126666667
400.36,5.24726666667,23.2716666667,19.7805333333,9.43986666667,4.7926,4.95224444444,7.601,3.72366666667,5.52833333333
400.72,5.29186666667,23.3710666667,19.8730666667,9.53779999999,4.83086666667,5.02328888889,7.64526666667,3.77006666667,5.5734
401.08,5.29413333333,23.4818666667,19.9430666667,9.59306666667,4.84326666667,5.02470222222,7.68726666667,3.7886,5.5812
401.44,5.33573333333,23.5631333333,20.0226,9.6204,4.862,5.02993777778,7.71026666667,3.8066,5.62453333333
401.80,5.36493333333,23.6388,20.0721333333,9.67093333333,4.8896,5.05457777778,7.73193333333,3.80066666667,5.63313333333
402.16,5.45286666666,23.7779333333,20.2056666666,9.76233333333,4.959,5.14328888889,7.81926666667,3.887,5.70513333333
402.52,5.42073333333,23.8506,20.2362,9.75846666665,4.9362,5.13400444445,7.81526666667,3.87613333333,5.6798
402.88,5.40813333333,23.9126666667,20.2937333333,9.78446666666,4.92533333333,5.12352444445,7.80526666667,3.87406666667,5.6876
403.24,5.41913333333,23.9389333333,20.3488,9.78940000001,4.92633333333,5.14032,7.8168,3.883,5.68626666667
403.60,5.417,23.9920666667,20.413,9.81973333333,4.9106,5.14128,7.82573333333,3.88373333333,5.67453333333
403.95,5.4478,24.0744666667,20.5102666667,9.85653333332,4.95033333333,5.15370666667,7.85206666667,3.88786666667,5.69466666667
404.31,5.4614,24.0903333333,20.543,9.85786666665,4.94406666667,5.13731111111,7.8418,3.89033333333,5.68913333333
404.67,5.4304,24.0850666667,20.5312666667,9.82740000001,4.9068,5.07128,7.79693333333,3.84606666667,5.66153333333
405.03,5.42386666667,24.0814666667,20.5604666667,9.81713333332,4.89853333334,5.05642666667,7.76453333333,3.8116,5.64186666667
405.39,5.39753333333,24.1290666667,20.6085333333,9.83766666665,4.90646666667,5.06192444445,7.76613333333,3.79506666667,5.64133333333
405.75,5.42186666667,24.1848,20.6370666667,9.8562,4.92873333333,5.07199111111,7.7754,3.8236,5.6608
406.11,5.3712,24.2336666667,20.6586,9.84646666668,4.88773333333,5.02086666667,7.73753333333,3.77206666667,5.62333333333
406.47,5.42613333333,24.3124666667,20.7377333333,9.92746666666,4.94373333333,5.05968888889,7.79086666667,3.7986,5.66266666666
406.83,5.4462,24.3683333333,20.7639333333,9.95533333333,4.9608,5.07844444445,7.8196,3.807,5.66853333333
407.19,5.43906666667,24.4013333333,20.7954,9.97833333335,4.97573333333,5.08249777778,7.82926666667,3.7996,5.68166666667
407.55,5.45946666667,24.5039333333,20.858,10.0196,5.0112,5.10376444445,7.84653333333,3.8,5.71226666667
407.90,5.4256,24.5360666667,20.8596,10.0228,4.96733333333,5.07346666667,7.81726666667,3.802,5.68006666667
408.26,5.40033333333,24.5923333333,20.9142666667,10.0301333333,4.95686666667,5.06503555555,7.8242,3.78446666667,5.67873333333
408.62,5.42806666667,24.6834666667,21.0004666667,10.0824,4.9846,5.10237777778,7.86146666667,3.79313333333,5.6964
408.98,5.4108,24.7950666667,21.0598666667,10.1222,4.95666666667,5.08339555555,7.856,3.77753333333,5.68546666667
409.34,5.39086666667,24.8360666667,21.0610666667,10.1306,4.92106666667,5.06066222222,7.82806666667,3.75266666667,5.66286666667
409.70,5.3546,24.8794,21.0880666667,10.155,4.905,5.04596888889,7.82726666667,3.72166666667,5.63806666667
410.06,5.3566,24.9200666667,21.1296666666,10.1698666667,4.9016,5.04711555555,7.82566666667,3.7182,5.62306666667
410.42,5.32253333333,24.9458,21.1556666667,10.1490666667,4.86353333333,5.00637777778,7.778,3.68813333333,5.56613333333
410.77,5.32413333333,25.037,21.2315333333,10.1908,4.8796,5.01673333333,7.80306666667,3.7008,5.5684
411.13,5.35086666667,25.1457333333,21.2818,10.2316,4.87166666667,5.03014666667,7.8124,3.71273333333,5.56793333333
411.49,5.3476,25.1862,21.3233333333,10.2406,4.8656,5.02151111111,7.82986666667,3.73093333333,5.55553333333
411.85,5.352,25.2162666667,21.3749333333,10.2653333333,4.88006666667,5.01920888889,7.8498,3.7314,5.56553333333
412.21,5.403,25.3013333333,21.4306666667,10.347,4.91613333333,5.05442222222,7.90253333333,3.7798,5.59606666667
412.57,5.41073333333,25.3556,21.4670666667,10.3593333333,4.90273333333,5.05580888889,7.9162,3.77733333333,5.59133333333
412.92,5.44853333333,25.3869333333,21.5120666667,10.3692666667,4.93973333333,5.07648444445,7.9446,3.82293333333,5.6122
413.28,5.47613333333,25.4537333333,21.588,10.4028666667,4.97693333333,5.09378222222,7.98873333333,3.8512,5.62893333333
413.64,5.47473333333,25.5018,21.6371333333,10.4028666667,4.95793333333,5.09395555555,7.9704,3.84873333334,5.62706666667
414.00,5.52153333333,25.5977333334,21.7210666667,10.4838,5.01033333333,5.14197777778,8.029,3.8774,5.68406666667
414.36,5.59346666667,25.7544,21.8654666667,10.5742,5.08233333334,5.21309333333,8.10153333333,3.94006666667,5.77146666667
414.72,5.6638,25.8333333333,21.9628666667,10.6624,5.1524,5.28444444445,8.17106666667,4.01726666667,5.85113333333
415.07,5.661,25.8808666667,22.0228666666,10.7136,5.1696,5.26364,8.19146666667,4.0114,5.83826666666
415.43,5.63626666667,25.8956,22.0446666667,10.7344666667,5.14973333333,5.25133333333,8.1742,3.98473333333,5.82946666667
415.79,5.646,25.9514666667,22.0860666667,10.7908,5.1518,5.25990666667,8.19693333333,3.98873333333,5.83706666667
416.15,5.62606666667,26.0076666667,22.1628666667,10.8161333333,5.15446666667,5.25723555555,8.20006666667,3.96933333333,5.83306666667
416.51,5.59933333333,26.0072,22.1708,10.826,5.13386666667,5.23523111111,8.1716,3.94566666667,5.8146
416.86,5.59306666667,26.0692666666,22.2138,10.8696,5.14286666667,5.24914222222,8.20166666667,3.92886666667,5.82533333333
417.22,5.58326666667,26.1005333333,22.2282,10.8827333333,5.1218,5.23602666667,8.19086666667,3.91566666666,5.8136
417.58,5.58933333333,26.154,22.2896666667,10.9295333333,5.14006666667,5.24644888889,8.22113333333,3.92386666667,5.82666666667
417.94,5.559,26.1762,22.3116,10.9239333333,5.11466666667,5.22177777778,8.21106666667,3.8954,5.79373333333
418.29,5.50826666667,26.1685333334,22.2928666666,10.9178,5.05726666667,5.18074222222,8.18306666667,3.84546666667,5.75586666667
418.65,5.48153333333,26.1871333333,22.2891333333,10.9020666667,5.00646666667,5.13339111111,8.147,3.80106666667,5.71386666667
419.01,5.48946666666,26.2438666667,22.3384666667,10.9399333333,5.015,5.15049777778,8.16093333333,3.81146666667,5.7308
419.37,5.5248,26.3312666667,22.3904666667,10.9822666667,5.045,5.18270666667,8.19773333333,3.83466666667,5.75333333333
419.73,5.53613333333,26.3922666667,22.4340666667,11.0042,5.05466666667,5.19419111111,8.20413333333,3.83833333333,5.76273333333
420.08,5.53353333333,26.4133333334,22.4526666667,11.0092666667,5.03846666667,5.17483111111,8.19026666667,3.8302,5.7404
420.44,5.53453333333,26.4852,22.5042666667,11.04,5.04806666667,5.17937333333,8.20346666667,3.83906666667,5.74546666667
420.80,5.53393333333,26.5093333333,22.5269333333,11.0550666667,5.03913333333,5.17219111111,8.2,3.83813333333,5.7398
421.16,5.55093333333,26.5644666667,22.5786666667,11.0948666667,5.05253333333,5.18139555555,8.21686666667,3.84386666667,5.7526
421.51,5.58666666667,26.6404,22.6352666667,11.1346666667,5.07273333333,5.20689333333,8.25093333333,3.86306666667,5.77806666667
421.87,5.59993333333,26.6872,22.6718,11.1624666667,5.07046666667,5.21210222222,8.25886666666,3.87653333333,5.7936
422.23,5.61106666666,26.7172,22.6971333333,11.1707333333,5.0828,5.20720444445,8.25713333333,3.88166666667,5.78893333333
422.58,5.6146,26.7688666667,22.7457333333,11.1984666667,5.098,5.21901333333,8.26653333333,3.8856,5.7972
422.94,5.6278,26.837,22.7965333334,11.2224,5.10286666666,5.22551555555,8.2818,3.88246666667,5.80173333333
423.30,5.641,26.8818,22.8410666667,11.2633333333,5.11366666667,5.22954222222,8.29526666667,3.8974,5.81246666667
423.66,5.6376,26.9154666667,22.8593333333,11.2741333333,5.10786666667,5.21937333333,8.29586666667,3.88706666667,5.79506666666
424.01,5.6534,26.9996666667,22.912,11.3193333333,5.11926666667,5.24028888889,8.31593333333,3.902,5.82173333333
424.37,5.6762,27.0589333334,22.9616666667,11.3618666667,5.139,5.25630666667,8.34593333333,3.9204,5.83386666667
424.73,5.69026666667,27.1254666667,23.0174666667,11.3981333333,5.1502,5.27363111111,8.36346666667,3.93766666667,5.84666666667
425.08,5.6876,27.1778,23.0534,11.4210666667,5.14773333333,5.27014222222,8.368,3.94273333333,5.84153333333
425.44,5.6438,27.1790666667,23.057,11.4184,5.1168,5.2316,8.33433333333,3.9054,5.8052
425.80,5.6452,27.2388,23.0958666667,11.4456,5.12193333333,5.22833777778,8.33373333334,3.90306666667,5.80293333333
426.16,5.65486666667,27.3084666667,23.1563333333,11.4886666667,5.12813333333,5.23818666666,8.3614,3.91193333333,5.8138
426.51,5.6626,27.3854,23.2156666667,11.5272,5.13253333333,5.23566666667,8.37466666667,3.91993333333,5.8164
426.87,5.68373333333,27.4248,23.2536666667,11.5771333333,5.16026666667,5.25166666667,8.3974,3.9474,5.82746666667
427.23,5.68773333333,27.4814666667,23.3228666667,11.6072666667,5.16446666667,5.24940444445,8.4184,3.93986666666,5.82973333333
427.58,5.68706666667,27.5408,23.3842666667,11.6500666667,5.1692,5.24818222222,8.43226666666,3.93273333333,5.85006666667
427.94,5.68326666667,27.5964666667,23.4413333333,11.6846666667,5.1802,5.24535555555,8.45706666667,3.92446666667,5.85926666666
428.30,5.6938,27.6545333333,23.4871333333,11.7247333333,5.19486666667,5.25448444445,8.4734,3.92886666667,5.87993333333
428.65,5.6966,27.6998,23.5245333333,11.7648666667,5.20366666667,5.24772,8.48273333333,3.91626666667,5.8754
429.01,5.7122,27.7711333333,23.5922,11.8051333333,5.22733333333,5.26101777778,8.507,3.9168,5.89693333333
429.37,5.74266666667,27.9023333333,23.6779333333,11.8658666667,5.24913333333,5.27597333333,8.54066666667,3.93126666667,5.90906666667
429.72,5.7606,27.9683333333,23.739,11.9181333333,5.27686666667,5.29354666667,8.57653333333,3.9444,5.9168
430.08,5.78033333333,28.0245333333,23.7862666667,11.9649333333,5.29653333333,5.30825333333,8.60246666667,3.95613333333,5.9306
430.44,5.78453333333,28.0977333333,23.8375333333,12.0168,5.3066,5.31523555555,8.6154,3.94706666667,5.94886666667
430.79,5.7748,28.1631333333,23.885,12.0307333333,5.2926,5.31443555555,8.6154,3.92906666667,5.94333333333
431.15,5.77373333333,28.2123333333,23.9014,12.0516666667,5.2834,5.30906666667,8.607,3.91873333333,5.932
431.50,5.79086666667,28.2698,23.9609333333,12.1055333333,5.294,5.33235555555,8.6322,3.9406,5.9254
431.86,5.8172,28.3370666667,24.021,12.1551333333,5.3114,5.35407111111,8.64653333333,3.95346666667,5.93093333333
432.22,5.83026666667,28.4056,24.0791333333,12.1870666667,5.30906666667,5.35604,8.6514,3.9498,5.92333333333
432.57,5.85266666667,28.5026666667,24.1453333333,12.2316666667,5.3214,5.38083111111,8.66793333333,3.9526,5.94733333333
432.93,5.85353333333,28.5549333333,24.1888666666,12.2661333333,5.31673333333,5.38577333333,8.67553333333,3.95246666667,5.94706666666
433.29,5.85913333333,28.5782,24.2241333333,12.2968,5.32766666667,5.39922666667,8.68453333333,3.95853333333,5.95806666667
433.64,5.8572,28.6264,24.2661333333,12.323,5.32953333333,5.39885777778,8.68906666667,3.95646666667,5.97213333333
434.00,5.84846666667,28.679,24.3131333333,12.3408,5.3222,5.39109777778,8.67873333333,3.94513333333,5.96393333333
434.35,5.84893333333,28.6793333333,24.3140666667,12.3364,5.3168,5.38801333333,8.6706,3.94273333333,5.94766666667
434.71,5.84966666667,28.7200666667,24.3564666667,12.3656666667,5.31993333333,5.37980444445,8.67253333333,3.9378,5.9626
435.07,5.8354,28.771,24.3882666667,12.3818666667,5.3112,5.36559555555,8.6572,3.91446666667,5.93993333334
435.42,5.8384,28.8192,24.4108666666,12.4026666667,5.3116,5.35129333333,8.66113333333,3.89546666667,5.9428
435.78,5.84773333333,28.8583333333,24.425,12.4275333333,5.32446666667,5.34931555555,8.66813333333,3.88333333333,5.9534
