wavelength,Back_MelRicf,Belly_MelRicf,Breast_MelRicf,Crissum_MelRicf,Crown_MelRicf,DorTail_MelRicf,Rump_MelRicf,Throat_MelRicf,WingTip_MelRicf
201.19,-27.5895,-13.371,-24.388,-14.5008333333,4.99050000001,-12.6176666667,-10.6403333333,-28.7193333333,-17.9851666667
201.57,-34.8576666667,-22.3575,-33.1300833334,-23.2723333333,-2.84549999999,-17.7843333334,-17.7846666667,-35.0606666667,-24.6953333333
201.95,-38.7801666666,-28.5403333333,-39.92375,-28.3225,-6.863,-20.8061666667,-25.7081666667,-38.562,-29.303
202.33,-46.446,-41.5438333334,-51.5933333334,-36.642,-12.3775,-28.309,-37.8676666667,-51.4708333335,-36.8873333333
202.71,-43.9506666667,-50.9878333333,-55.247,-34.4445,-12.5926666667,-30.6173333333,-37.5306666666,-50.1233333335,-30.9878333334
203.09,-53.0913333334,-61.6935,-66.6666666667,-43.6826666667,-21.5053333334,-38.3065,-46.5053333333,-61.156,-38.4408333333
203.47,-63.8395,-74.1071666667,-81.9939166666,-54.4643333333,-32.2916666667,-46.4286666667,-55.2081666667,-76.1905,-45.238
203.85,-61.5741666667,-80.247,-84.4136666666,-48.9198333333,-32.8703333334,-47.0676666667,-49.6913333334,-77.1606666665,-41.5121666667
204.22,-79.8148333333,-96.4815,-101.66675,-63.1479999998,-50.1853333334,-59.8148333332,-65.3701666667,-95.5553333335,-56.2961666668
204.60,-148.214333334,-186.012,-189.285583333,-118.75,-107.738166667,-118.154833333,-130.357,-175.0,-113.095333333
204.98,-113.392833333,-161.309666666,-164.88075,-87.2024999998,-97.6189999999,-96.7263333332,-99.7021666667,-148.809333333,-85.4164999999
205.36,-131.818333333,-204.924333333,-197.3485,-100.757333333,-120.833166667,-104.166833333,-107.954666667,-179.166833333,-109.090833333
205.74,-165.811833334,-253.846,-247.435916667,-135.8975,-157.6925,-143.162333333,-137.606666667,-232.906,-135.897333333
206.12,-215.686166666,-325.490166666,-319.117666666,-195.098,-214.215833333,-198.039166666,-188.7255,-318.137333334,-200.0
206.50,-299.333333334,-419.333333334,-423.333333334,-268.666666667,-284.666666667,-269.333333333,-264.0,-410.0,-279.333333333
206.87,-772.727166667,-998.484833335,-979.5455,-709.090833335,-733.333333334,-648.484833333,-690.909166667,-1009.09083333,-768.182000002
207.25,-304.166666667,-418.055833334,-394.444333334,-293.055666666,-286.8055,-262.5,-282.638833333,-426.389,-296.527666667
207.63,-209.313666667,-298.5295,-273.284166667,-207.843166666,-198.039166667,-184.804,-207.843166667,-287.254666666,-225.000166666
208.01,-362.878833333,-507.575833333,-472.727416666,-357.575833333,-360.606,-331.060333334,-401.515,-467.424,-405.303
208.39,-535.416666666,-769.791666667,-702.083333333,-522.916666667,-526.041666667,-495.833333333,-610.416666666,-710.416666667,-628.125
208.77,-371.527833333,-512.5,-455.208333334,-368.0555,-355.5555,-342.361,-415.972166667,-498.611166667,-420.833166667
209.14,-273.3335,-377.619166667,-315.476333334,-270.0,-240.476166666,-261.428833333,-315.238166666,-355.238166666,-295.238
209.52,-241.869833333,-342.2765,-272.154166667,-242.2765,-217.4795,-241.057,-298.374,-315.447,-258.5365
209.90,-331.609166666,-474.7125,-358.04575,-336.206833333,-296.552,-309.770166667,-414.942666666,-441.954166666,-370.115
210.28,-457.936666666,-667.460166667,-487.301583333,-460.3175,-417.460333333,-420.635,-599.206333333,-607.142666666,-519.0475
210.66,-386.666666667,-549.333333333,-411.666666666,-388.666666667,-359.333333333,-325.333333333,-500.666666667,-522.666666667,-417.333333334
211.03,-366.025666667,-528.846166667,-398.077,-399.359,-337.820666667,-333.974166666,-485.8975,-485.897166667,-381.410333334
211.41,3955.5555,5350.0,3952.77758333,4200.0,3677.77766666,3566.66666666,5011.111,4894.44466667,4061.111
211.79,642.982333334,878.9475,652.193166667,721.929833333,663.157833333,640.351,831.578833334,836.842,674.561333333
212.17,583.3335,762.121333333,546.59075,653.030166667,596.969833333,556.818166667,728.030333333,772.727166667,578.0305
212.55,498.148166666,644.4445,458.333416666,572.839833333,540.123666667,476.543333333,604.321,652.469,471.605
212.92,373.423333333,484.684833334,355.630833333,432.432333333,419.3695,344.144166667,441.891666666,479.279333333,351.801833333
213.30,251.212,328.484666667,247.2725,303.030333334,291.212166667,222.727166667,300.606166667,327.272833333,239.697166667
213.68,210.0,278.717833333,212.0515,258.718,246.923166667,192.051166666,253.846166667,279.231,205.640833333
214.06,186.796333334,248.917666666,185.714416667,225.7575,217.5325,175.108166666,223.593,241.991166666,180.5195
214.44,197.555833334,258.889166667,189.333333333,233.333333333,229.333333333,190.4445,222.4445,245.5555,182.444333333
214.81,188.311666667,253.463333334,174.458916666,229.437333334,230.736,189.826666666,215.800833334,238.961,184.199166666
215.19,174.3295,231.800666667,157.375416667,205.172333333,216.2835,170.3065,196.551666667,219.731666667,172.222166667
215.57,203.186333333,277.451166667,190.56375,247.304,263.480333333,197.548833333,237.255,269.117666666,204.902
215.95,225.141333333,312.146833333,216.949,279.095833333,288.418166666,213.276666667,268.926666667,304.237333334,233.898166667
216.32,228.788,340.606,230.909,299.697166667,308.181666667,214.242333334,279.090666666,303.3335,258.181666667
216.70,243.403,389.583166667,269.444666666,328.819666667,337.500166667,236.805666667,326.041666666,334.375,290.277833333
217.08,199.434833333,324.293833334,223.587416667,274.293833333,277.683666667,208.757,277.966,276.835833333,246.327833333
217.46,186.410166667,303.846,206.53825,253.5895,266.923,205.128166666,259.743666667,259.743333334,235.3845
217.83,238.141166666,379.808,266.346333334,328.525333334,339.423,261.858833334,325.320666667,323.076833333,300.320666667
218.21,275.378666667,435.227333333,307.38625,383.712,386.742333334,301.894,375.378666667,388.257666666,343.5605
218.59,320.270166667,506.306333333,354.955,454.504333333,454.054,340.991,446.396666666,459.459333334,403.603666666
218.97,329.583333334,506.666666667,363.125,445.0,445.416666666,345.0,447.083333334,450.416666666,403.333333334
219.34,429.884833333,667.241333334,495.115,592.528833333,600.0,469.540166666,599.425166667,590.23,544.252666666
219.72,330.701833333,501.754166666,388.377333334,451.754333333,452.631666667,382.456166667,454.8245,449.561666667,412.280833333
220.10,236.388833334,344.999833333,278.055583334,308.888833333,315.833333334,265.833333334,318.333333334,324.166666667,284.722
220.47,287.5815,389.215833333,333.333416666,355.555333334,362.745166667,320.2615,376.470666666,399.346333334,325.1635
220.85,273.563166667,345.689666666,304.885416666,340.517166666,334.77,303.161166666,346.264666667,363.505833333,304.3105
221.23,254.032333333,326.612833334,289.3815,325.8065,314.785,283.064666666,330.107666666,347.312,289.247166667
221.61,264.844166666,330.208333334,307.031666666,334.896,317.969,292.969,334.114666666,350.7815,294.271166666
221.98,222.587666667,281.359666667,265.24125,285.087666667,276.316,242.324666667,287.0615,306.798166666,252.850833333
222.36,237.963,300.926,283.33325,312.268333333,302.314666666,256.712833333,315.740833333,313.194333334,271.990666667
222.74,180.882666667,226.470833333,208.986833333,238.072,228.104666667,194.607833333,242.973833334,234.967333333,205.228666667
223.11,172.115333334,214.7435,196.07375,229.807666667,217.1475,187.1795,229.327,224.999833334,200.4805
223.49,160.9145,195.722833333,177.581083334,211.357,197.345166667,173.599,211.7995,208.997166666,185.988166667
223.87,165.4545,200.454666666,182.803,211.969666667,200.454666666,174.2425,218.787833333,209.545333333,188.787833333
224.24,198.393666666,235.742833334,214.357416667,257.028,237.349666667,210.040166666,258.433833334,237.952166667,220.281166666
224.62,174.8145,210.740666666,186.4815,231.851833333,215.555666667,189.814833333,230.740833333,204.444166666,197.407333333
225.00,168.638,196.416,173.9245,217.204333334,198.5665,175.268833333,214.337,189.068333333,184.2295
225.38,207.359166667,228.5715,192.965416667,248.918,230.735833334,200.649166667,246.320333333,219.480666666,210.173166666
225.75,314.184666667,346.453833334,282.446666666,378.014166666,351.063833334,294.680833333,374.468166666,332.978666666,323.758833333
226.13,419.608166667,464.215833333,378.186333333,497.549166667,447.549333333,411.2745,509.803833333,432.843166666,434.313833333
226.51,677.5,717.5,595.833333333,779.166666667,689.166666667,666.666666667,806.666666667,702.5,695.0
226.88,-442.948833333,-452.564,-388.78225,-504.487,-425.641166666,-437.820666666,-517.307666667,-452.564166667,-437.8205
227.26,-443.4525,-439.2855,-405.654916666,-492.262,-412.5,-442.857166667,-522.024,-429.762,-410.714333334
227.64,-318.699166666,-312.195166666,-298.374083334,-336.585333333,-292.682833333,-300.406333334,-355.2845,-304.4715,-287.805166666
228.01,-231.515,-224.2425,-212.121083333,-243.939333333,-213.9395,-211.212166667,-256.363666666,-206.6665,-210.0
228.39,-184.803833333,-182.353,-170.95575,-194.117833333,-172.303833333,-168.137,-208.088166667,-166.912,-169.362666667
228.76,-148.412666667,-143.849333333,-147.61925,-162.499833334,-134.127,-139.881,-170.238166667,-135.317166666,-130.357333333
229.14,-104.572166667,-102.655166667,-108.259666667,-116.961666667,-94.1005,-103.687333333,-121.534,-96.1651666667,-93.5105000002
229.52,-73.0953333333,-73.3333333333,-85.655,-88.4523333333,-68.8095,-79.6428333333,-91.9048333335,-65.4763333333,-72.7381666667
229.89,-72.6106666667,-71.3286666665,-86.2470833335,-86.5965,-64.9185,-80.0698333333,-92.4241666665,-64.9183333334,-72.2611666667
230.27,-72.478,-65.022,-76.535,-83.443,-63.8156666667,-76.0965,-86.7325,-60.1973333334,-65.4606666667
230.65,-75.0531666667,-68.259,-79.83025,-84.9256666666,-67.3035,-79.4055,-90.0211666665,-61.4651666667,-70.0635
231.02,-93.1590000002,-86.6915000002,-102.301,-105.597,-86.816,-101.99,-110.820833333,-79.1045,-90.2985
231.40,-82.9838333333,-73.3101666668,-94.1724166665,-95.1048333335,-80.7691666666,-94.2891666669,-99.0676666665,-73.8925,-79.4873333333
231.78,-68.29,-58.4416666667,-80.4110833335,-85.9308333333,-67.5323333333,-85.2811666666,-88.2033333335,-60.1731666667,-66.7748333334
232.15,-69.8716666667,-57.3716666667,-83.76075,-88.3546666667,-67.0941666666,-87.2863333334,-90.1708333334,-66.6665,-70.6196666667
232.53,-76.3511666667,-65.5405,-92.0043333335,-99.7745,-72.7478333333,-95.7206666667,-100.1125,-74.7746666667,-75.9008333333
232.90,-80.8558333334,-64.4145,-94.0876666665,-96.3963333335,-73.0856666667,-94.2568333334,-97.7478333334,-73.5358333333,-81.0811666667
233.28,-77.4445,-59.3331666667,-89.0558333335,-89.8888333333,-68.778,-86.2221666667,-89.4445,-69.6668333333,-75.2223333334
233.66,-93.7196666666,-73.3091666665,-104.4685,-107.1255,-79.8308333334,-104.951666667,-104.468666667,-82.488,-84.1786666667
234.03,-89.6591666667,-69.7078333335,-99.635,-105.231,-79.0753333333,-106.447666666,-97.4453333332,-76.2773333334,-81.8735
234.41,-104.132333333,-77.5481666668,-117.355416667,-122.176333333,-86.9146666667,-120.385666667,-106.6115,-85.2616666667,-95.1791666666
234.78,-98.9246666668,-67.7418333334,-112.298166666,-117.8765,-78.2258333333,-113.3065,-96.7741666665,-81.1825,-86.5591666667
235.16,-77.9955,-51.5248333333,-87.0371666665,-90.8498333333,-55.4466666667,-84.3138333334,-72.3311666667,-61.002,-65.904
235.54,-70.3155,-44.7733333334,-76.8245833335,-78.008,-43.5896666667,-68.3431666667,-60.3551666667,-51.4795,-57.6921666666
235.91,-93.949,-62.4201666667,-92.9936666665,-97.1336666665,-56.0508333333,-84.1825,-73.9915,-66.5606666667,-74.2038333333
236.29,-92.3868333333,-60.4936666667,-83.282,-94.0328333333,-51.8518333333,-80.9668333333,-67.3868333333,-61.1113333334,-67.7983333334
236.66,-82.6743333333,-48.776,-69.2560833334,-80.3201666667,-41.5255,-68.8323333333,-54.3316666667,-51.0356666667,-58.0038333333
237.04,-76.721,-46.1048333333,-60.4166666667,-75.2716666666,-38.2246666667,-66.4855,-50.0906666666,-52.5365,-53.6233333333
237.41,-77.0053333333,-47.5045,-58.3333333333,-71.836,-38.9483333333,-65.597,-48.5738333333,-52.5845,-53.6543333333
237.79,-66.2541666667,-34.3235,-46.8234166667,-57.2606666666,-30.8581666667,-51.9803333333,-35.8086666666,-46.0395,-46.5346666666
238.17,-72.9883333333,-33.005,-52.545,-59.6056666666,-33.5796666666,-53.9408333333,-39.9835,-52.1348333334,-48.1116666667
238.54,-54.9458333333,-22.222,-40.8875,-41.9378333333,-21.8156666667,-39.4985,-27.0325,-39.9728333333,-32.385
238.92,-48.0646666667,-20.3493333333,-35.4246666666,-32.7715,-17.3531666667,-33.0213333334,-21.2858333333,-34.7688333334,-25.7178333334
239.29,-43.6701666667,-14.9245,-31.8231666666,-26.4226666666,-14.9245,-28.1648333334,-17.654,-31.6495,-22.1255
239.67,-35.3456666666,-10.5263333333,-24.1225833334,-18.163,-7.79149999998,-22.1878333333,-10.939,-25.1288333333,-16.0473333333
240.04,-21.0296666667,-0.8725,-12.4126666667,-5.541,2.09433333333,-10.2965,-0.48,-14.0926666667,-4.40666666665
240.42,-18.417,-1.074,-12.0326666666,-3.73916666667,2.94366666666,-8.35316666667,1.23316666667,-12.7288333333,-3.34116666667
240.79,-17.8225,-2.05066666667,-13.05,-4.1015,2.61,-9.247,0.522,-13.982,-3.35583333334
241.17,-13.139,-0.2265,-9.85441666665,-1.521,4.43366666667,-4.62783333333,2.65366666666,-9.83816666665,-0.93833333333
241.54,-9.13516666665,2.205,-7.07358333335,0.458166666665,6.3,-2.63466666667,4.23816666667,-6.8155,1.088
241.92,-6.85200000001,3.09133333333,-4.82991666666,1.3395,7.4705,-0.541,5.35816666667,-4.04433333335,4.04433333333
242.29,-4.16083333333,3.90216666666,-1.84541666666,3.71416666667,9.56733333334,2.35066666667,7.78100000002,-1.24616666665,6.15883333334
242.67,-4.32766666667,3.72933333334,-0.564083333335,3.45316666666,9.41533333333,3.2,7.78083333333,-0.5295,5.64
243.05,-5.35766666666,3.853,-0.980416666665,2.16616666667,8.68683333333,2.69033333333,7.06800000002,-0.9805,4.85633333333
243.42,-4.5925,3.7635,-0.324833333335,1.99366666667,8.89316666667,3.13633333334,8.154,-0.44783333335,5.8915
243.80,-3.85833333333,4.44166666667,8.3333335e-05,1.615,8.59116666667,4.10483333333,9.19683333335,0.24666666665,7.11083333334
244.17,-5.02016666665,3.2575,-1.29391666667,0.557833333335,6.961,2.52133333333,8.94699999998,-1.18216666665,5.89016666666
244.55,-5.27216666668,3.2025,-1.56883333333,0.196333333335,5.18533333334,1.89533333333,8.64916666666,-2.222,4.90216666666
244.92,-6.01000000002,2.89133333333,-1.71416666666,0.661,4.1925,2.3545,8.30250000001,-2.35416666665,4.23366666667
245.30,-6.59716666665,2.1025,-1.75558333333,0.88733333333,2.7585,1.77483333333,7.98599999999,-2.9515,4.051
245.67,-5.46650000002,3.31183333333,-0.649833333335,1.95866666666,3.36516666667,3.86366666666,8.92099999998,-2.11866666665,5.3775
246.05,-5.36583333333,3.02433333333,-1.02433333333,2.08116666667,2.2275,3.96766666667,8.01616666667,-2.91083333335,4.76416666666
246.42,-5.204,2.60183333334,-0.765666666665,1.561,1.66516666666,4.3265,7.34483333333,-3.3005,4.728
246.79,-4.5345,2.753,-0.60725,1.83516666666,1.22816666666,4.683,6.68,-3.42783333335,4.99316666667
247.17,-2.97816666667,2.92883333334,0.198583333335,2.3205,1.61333333333,5.659,6.91233333333,-2.82933333335,5.57183333334
247.54,-3.56716666667,2.33883333333,-0.637916666665,1.37016666666,0.874166666665,4.89,5.6935,-3.36616666665,4.76016666667
247.92,-4.29266666667,1.7855,-1.08741666666,0.744,-0.2175,4.0065,4.533,-4.07533333335,3.76616666667
248.29,-4.06266666666,2.00316666667,-0.821583333335,0.675333333335,-0.38266666667,4.35516666667,3.87116666666,-3.9725,3.8485
248.67,-3.76316666667,2.338,-0.256166666665,1.1245,0.089,4.95416666667,3.841,-3.78516666667,4.16383333333
249.04,-3.00566666666,2.328,0.039666666665,1.36716666666,0.169333333335,5.19766666667,4.079,-3.72883333333,4.10166666667
249.42,-3.18416666667,2.095,-0.272333333335,0.68666666667,0.509,5.06616666667,3.634,-4.356,3.989
249.79,-4.685,0.251333333333,-2.22933333333,-1.1555,-1.168,3.253,1.7585,-6.041,2.24816666667
250.17,-4.15,0.1875,-2.17525,-1.1245,-0.308,3.37316666667,1.64683333334,-5.46166666665,2.28933333334
250.54,-4.56233333334,-0.532333333333,-3.56225,-2.0725,-1.2235,2.10133333333,0.431666666665,-6.13133333335,1.02166666667
250.92,-4.85583333334,-1.45516666667,-4.48066666666,-3.03316666667,-1.80766666667,1.394,0.18366666667,-7.1995,0.045833333335
251.29,-6.09233333333,-2.3925,-5.68575,-3.84383333334,-2.59966666667,-0.36683333333,-0.1755,-8.198,-0.813333333333
251.66,-5.68183333333,-2.6515,-5.35241666666,-2.981,-2.6845,0.1975,0.592833333335,-7.62516666665,-0.345833333335
252.04,-5.31666666667,-2.68333333333,-5.11666666667,-2.63333333333,-2.41666666667,0.13333333333,0.68333333333,-7.38333333335,-0.46666666667
252.41,-6.44866666667,-4.66816666666,-6.95883333335,-3.90733333333,-4.13216666666,-0.864333333335,-0.83,-9.26716666665,-1.79783333333
252.79,-6.928,-6.30133333334,-8.26175,-5.17366666667,-4.923,-2.09466666667,-1.66483333334,-10.6875,-2.363
253.16,-7.70066666668,-6.797,-8.71258333335,-6.07383333332,-5.94716666665,-2.56666666667,-2.2415,-11.2258333333,-2.9285
253.54,-8.97583333334,-8.75233333334,-10.1025,-7.37433333333,-7.83983333333,-3.98516666667,-3.50066666666,-12.5323333333,-4.52516666667
253.91,-8.08816666665,-8.10716666667,-8.82358333335,-6.37250000002,-7.44716666668,-3.39366666667,-3.03533333334,-12.5945,-3.771
254.28,-10.5791666666,-10.855,-10.70725,-8.66816666666,-10.5596666666,-5.536,-4.59033333333,-16.4891666667,-6.06800000002
254.66,-11.5415,-12.833,-11.439,-9.471,-12.4435,-5.8425,-5.084,-18.7985,-7.175
255.03,-13.0013333333,-15.1143333333,-12.9044166667,-10.1551666667,-14.6186666667,-7.43866666667,-6.08016666666,-19.8791666667,-8.96950000001
255.41,-15.4891666667,-18.5825,-14.95825,-12.2576666667,-18.2363333334,-9.2335,-9.21050000001,-23.5223333333,-11.8423333333
255.78,-18.68,-22.5375,-17.989,-15.3325,-21.8825,-12.3968333333,-12.955,-27.8503333334,-14.6771666667
256.15,-17.6471666667,-22.843,-17.5735833334,-14.5833333334,-21.5196666667,-10.5393333333,-12.0345,-27.2056666666,-13.1865
256.53,-16.2451666667,-22.0271666667,-16.269,-13.6938333333,-20.6693333334,-10.2528333333,-11.2358333334,-25.1875,-12.3126666667
256.90,-15.0878333333,-19.8901666666,-15.2744166666,-12.127,-19.1886666667,-8.75,-10.0001666667,-23.465,-11.5351666667
257.28,-13.8311666667,-18.5433333333,-14.42275,-10.9141666667,-17.9108333333,-7.93549999999,-9.42466666667,-21.9705,-10.159
257.65,-11.4918333333,-14.9178333333,-12.00025,-9.26133333333,-15.9348333333,-5.72800000001,-7.8515,-18.6291666667,-8.04783333335
258.02,-11.0005,-13.8493333333,-11.49125,-9.19599999999,-15.2738333333,-5.15966666667,-7.28066666667,-17.458,-7.61316666667
258.40,-8.807,-11.1288333334,-9.24066666665,-7.45916666667,-12.0496666667,-3.1625,-5.431,-14.2248333334,-5.25733333333
258.77,-6.80316666666,-8.97433333334,-7.31116666667,-6.11016666667,-9.55200000001,-1.90566666667,-4.36583333333,-11.5151666666,-3.31483333333
259.15,-5.447,-7.55433333334,-6.21066666667,-5.18216666667,-7.91066666668,-0.885666666665,-3.66533333333,-9.85516666665,-1.81233333333
259.52,-3.3225,-5.77016666667,-4.23366666667,-3.74566666667,-5.936,0.828333333335,-1.82216666667,-7.51866666667,0.036833333335
259.89,-2.16433333334,-4.34533333334,-2.75641666667,-2.62433333334,-4.61833333334,2.0875,-0.715833333335,-5.99833333334,0.95433333333
260.27,-2.61516666667,-4.52516666667,-3.07425,-3.27116666666,-4.96816666667,1.55783333334,-1.3035,-6.59966666666,0.508166666665
260.64,-2.48566666667,-4.18266666666,-3.00366666667,-3.23433333333,-4.57283333333,1.77666666666,-1.195,-6.41316666667,0.57366666667
