wavelength,Back_CatAnaf,Belly_CatAnaf,Breast_CatAnaf,Crissum_CatAnaf,Crown_CatAnaf,DorTail_CatAnaf,Patch10_CatAnaf,Patch11_CatAnaf,Rump_CatAnaf,Throat_CatAnaf,WingTip_CatAnaf
188.67,158.333333334,58.6417499999,175.308416667,204.012333333,67.2840833333,113.580208333,175.308583333,152.777916667,148.816902778,68.8271666668,59.7223333333
189.05,200.0,80.8333333332,217.083333334,260.416666667,77.0833333335,158.958333333,236.666666667,202.916666667,195.555555555,72.0833333333,64.7916666667
189.43,277.08325,81.9445,292.7085,342.361166667,61.1110833335,236.111125,309.722166667,260.416583333,266.782402778,72.9166666668,80.9027500002
189.81,248.076833333,103.84625,218.910291667,306.41025,92.9488333333,242.307791667,300.000083333,230.769333333,250.106833333,54.487,113.140916667
190.19,160.526416667,76.3158333334,118.20175,224.122833333,41.2279166667,148.245541667,189.473666667,105.701666667,154.385972222,44.2982500001,63.1577499999
190.57,87.4999999999,22.7776666668,43.0554583334,130.555666667,4.44449999992,77.0834166667,109.16675,36.66675,79.027875,7.50008333315,27.9166666667
190.95,132.894666667,32.0175833333,46.4912500001,211.842083334,4.38583333333,101.535083333,166.228166667,58.7718333334,123.538027778,-0.438833333257,52.8509166666
191.33,116.666583333,20.1754166666,31.3595416667,202.631583334,-6.14033333333,104.166666667,164.473583333,39.9121666668,114.839041667,-9.2105,36.8419999999
191.71,122.916666667,39.5833333333,4.16666666675,183.333333333,5.83333333308,122.083333333,182.5,35.0,121.25,-3.74999999983,27.0833333333
192.09,280.0,-61.6666666665,-67.4999999998,526.666666667,-100.000000001,368.333333333,605.000000001,-3.3333333334,421.666666666,-133.333333334,-52.4999999998
192.47,120.23825,8.33325,-33.0355833333,186.904916667,-28.5713333334,158.333416667,232.737916667,-21.4285833333,143.154625,-24.4047500001,25.2976249999
192.85,229.166666667,18.0554166668,-161.111166667,419.444333334,-118.055583333,329.861166667,536.111166666,-79.1668333333,297.222208333,2.77766666683,70.1388750002
193.23,266.666583333,72.2221666668,-165.97225,470.833333332,-61.1110833332,338.194416666,561.111166667,-66.6666666666,379.861069445,55.5556666668,138.194416667
193.61,-183.333333333,-4.1666666665,334.375,-681.250000001,208.333333333,-295.833333332,-768.75,302.083333333,-445.833333333,66.6666666667,-10.4166666667
193.99,-941.666666665,225.000000002,1245.83333334,-2975.0,908.333333332,-1279.16666667,-3350.0,1366.66666667,-1587.5,-158.333333332,374.999999999
194.37,168.9395,40.1515833332,-57.5758749999,291.666583333,6.81816666675,229.924166667,403.03025,9.09100000001,219.570736111,40.9091666667,52.2728333335
194.75,-45.0979166666,28.4313333335,98.7743749999,-113.235333333,42.6470000003,-87.2551666668,-200.9805,36.7646666667,-63.4804444446,35.2941666668,25.73525
195.13,6.66674999999,49.9999166668,148.888833333,-91.1111666667,82.7778333333,-84.1667499998,-182.777666667,81.111,-36.6666805555,71.1111666667,68.8888333333
195.51,15.1960833333,26.4706666667,73.8971666667,-50.7353333332,40.9313333334,-27.3284583333,-68.6275,37.4998333333,-6.94456944443,38.2350833333,26.348
195.89,49.1666666667,58.7500000001,160.625,-62.4999999999,113.75,-9.37500000007,-73.7499999998,73.3333333333,16.6666666667,79.1666666666,70.2083333334
196.27,38.8889999999,41.2699166666,178.76975,-58.7303333334,116.269833333,-5.7539583334,-61.9047499999,78.5713333334,38.3597638888,67.8570833334,73.6111666667
196.65,65.9090833332,48.4847499999,201.893916667,-51.1363333333,125.0,3.78795833325,-50.0001666665,82.9544999999,42.1717777777,78.4092499998,108.901583333
197.03,-9.11595095029e+14,-4.53132064782e+14,-2.48689539082e+15,1.08218599e+15,-1.40737488355e+15,1.57263481305e+14,8.95602198626e+14,-8.26299647541e+14,-4.64682489962e+14,-1.05553116266e+15,-1.49267033104e+15
197.40,-480.555583334,-177.77775,-1284.72208333,522.222250001,-697.222166668,48.61125,452.777833334,-441.666833333,-295.833305556,-674.999833331,-777.777749999
197.78,9.64916666668,53.94725,-154.824583333,155.70175,-38.5965,78.0704166666,137.280666667,7.89491666677,24.634638889,-64.0349999999,-54.3858333334
198.16,-9.16666666667,49.5833333332,-172.291666666,145.833333334,-48.75,57.2916666667,112.5,11.2499999999,36.5277777778,-75.8333333334,-53.9583333334
198.54,-6.14033333332,78.5085,-180.043791667,163.157833333,-19.29825,72.587625,118.859666667,39.9122500001,74.3420555555,-52.6315000001,-38.8156666665
198.92,30.7575833333,63.9393333333,-30.757625,88.7878333333,27.8788333333,60.3030416667,73.1818333333,52.7273333334,70.7574305556,24.2425833334,26.212125
199.30,35.9289166667,68.5794166666,-23.4973333333,89.6174999998,32.7868333334,61.6804166667,76.7759166666,63.7976666666,75.7285555555,40.4371666667,33.7432083333
199.68,34.97825,65.3509166666,-13.4320416667,73.6842500002,30.1534166667,51.918875,69.4079166666,61.5131666668,67.3795833333,40.1315833333,35.2522916667
200.06,44.6429166667,77.7380833334,-7.73804166665,85.59525,46.6666666668,67.5000416667,83.2140833333,73.0953333334,78.4523888889,55.47625,48.6905416667
200.44,43.9311666667,75.6340000001,6.24987499999,77.9891666667,52.9889999999,61.5034583333,75.6340833334,68.8404166666,76.2227222223,53.71375,51.358625
200.82,47.123,81.6468333334,9.72216666667,80.5556666667,56.6469999999,64.3353333334,83.3333333334,74.5039166666,85.086,56.3493333333,57.4405416667
201.19,58.013,93.6965833332,19.1237916667,92.4145,70.7265000002,76.4955416668,97.6496666666,90.3848333333,100.391736111,70.6195833333,72.8098333333
201.57,55.876,87.7138333333,16.5062916667,87.7136666668,68.6964999998,71.7415416667,88.8889166667,92.7350833335,100.658763889,72.3291666667,68.803375
201.95,62.6665833333,92.3335,24.5555,93.4445000001,80.1110000001,81.0555,97.5555000001,107.0,113.055513889,85.6666666667,79.2220000001
202.33,67.7710000001,94.6786666668,41.4660416667,95.8834166665,85.5421666666,89.2568749999,98.0924166667,111.1445,115.445,92.8715000001,85.6927916666
202.71,68.5555833332,97.9999166667,47.8887916667,107.444416666,93.1110833334,94.6667500001,106.0,118.888833333,119.851736111,96.4445833334,87.6112500001
203.09,75.7675,104.82475,51.9737083333,116.228083333,101.31575,96.1075416666,108.004333333,122.697333333,117.379236111,98.9033333333,85.1424166666
203.47,76.9735833334,108.004416667,54.76975,116.228083333,104.276166667,97.9714583334,108.223666667,119.95625,114.108166666,96.1623333335,82.0724166666
203.85,85.2814999999,117.6405,61.2554166667,125.75775,119.264,113.636208333,117.099666666,128.138333333,121.30225,101.190416667,90.313875
204.22,84.0909166667,125.216333333,59.5780416667,125.324666667,120.13,113.419958333,115.043166667,129.43725,120.183972222,97.4026666666,89.7187083332
204.60,99.0338333333,138.647333333,66.4854999999,144.444333333,137.198,130.615958333,124.999833333,148.550583333,136.876027778,110.386583333,104.347875
204.98,101.582333333,135.548416667,74.7892500001,142.194166666,134.282666667,129.324875,121.096916667,146.624333333,127.725055556,114.97875,106.909291667
205.36,120.169083333,157.85025,85.9905,162.318916667,148.79225,153.321416667,135.50725,160.3865,143.921263889,134.9035,119.202791667
205.74,129.232666667,171.693083333,85.780375,176.322833333,161.90475,169.576791667,147.883583333,172.883666667,151.477027778,144.708916667,126.521208333
206.12,127.595666667,171.311416667,74.9315833332,174.590166667,154.371583334,167.349666667,140.027416667,169.5355,146.584708333,148.087416667,120.423458333
206.50,165.079333334,216.07125,65.7738333333,216.865,190.873,196.329291667,169.4445,208.134833333,171.461708333,185.714333333,136.507833333
206.87,207.758583333,279.885,38.3619583333,259.48275,234.48275,222.701166667,199.712583333,252.29875,211.637944444,229.5975,167.097791667
207.25,255.701666667,349.122833333,15.570125,332.456083334,295.614083333,295.39475,276.7545,346.052583334,302.192958333,291.666583333,221.491166667
207.63,379.166583334,522.91675,-5.20841666668,506.944416666,460.416583333,427.083291667,418.749916667,548.611083334,488.310222222,439.583416667,342.361125
208.01,548.958333333,779.166666666,-5.72916666667,732.291666666,640.625000001,576.041666667,564.583333333,779.166666667,714.409722222,662.5,457.812499999
208.39,493.939416667,646.212083334,126.136291667,630.302916667,546.212083333,515.909,519.696916667,678.030416666,642.298013889,624.242333333,470.833375
208.77,433.333333333,598.8095,155.654875,518.45225,460.119083333,428.273875,482.142916667,604.762,582.83725,557.142666667,438.095291667
209.14,-2570.83333333,-3958.33333334,-600.0,-3054.16666667,-2958.33333334,-2535.41666667,-3070.83333333,-4004.16666666,-3988.88888889,-3612.5,-2839.58333333
209.52,-5175.0,-8174.99999999,-1083.33333333,-6291.66666667,-6341.66666667,-4575.0,-6350.0,-8566.66666667,-8500.00000002,-7308.33333334,-6175.0
209.90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.28,935.0,1640.0,317.5,1145.0,1260.0,864.166666666,1203.33333333,1646.66666666,1693.88888889,1385.0,1285.0
210.66,395.833333333,736.111166667,189.930583333,540.27775,572.916583333,422.91675,545.833416667,729.166666667,778.009388889,616.666583333,596.527708332
211.03,183.333333333,321.389,115.416625,250.277833333,254.722166666,215.833333333,247.22225,321.389,335.092652778,279.722333333,261.25
211.41,208.908,358.620666667,143.1035,266.666666667,289.080416667,247.413916667,252.298916667,342.81625,367.816138889,303.735583333,284.626416667
211.79,247.333333333,409.666666667,173.666666667,295.666666667,344.333333333,286.5,288.0,397.333333333,420.333333333,338.333333333,329.666666667
212.17,387.222166667,642.777916667,265.277833333,450.555666667,537.777833333,466.666666666,444.444583334,657.22225,673.518638889,516.66675,522.777833333
212.55,423.809416667,694.047583333,295.238208333,510.119,608.9285,503.571458334,486.90475,702.976166667,731.646777778,557.142916667,557.738208333
212.92,-1575.0,-2780.55558333,-1161.111,-2030.55558333,-2488.88875,-2088.88875,-1791.66666667,-2761.11116667,-2859.25919444,-2172.22216666,-2105.55566667
213.30,1497.22216667,2641.66666666,1031.944375,2086.11116667,2400.0,2005.555625,1608.33333333,2591.66666666,2685.64813889,2000.0,2005.555625
213.68,-151.38875,-454.861166667,-54.1666666665,-301.389,-387.500083333,-321.875083333,-173.611083333,-411.111083333,-446.527847222,-294.444583333,-284.722333333
214.06,-45.3333333333,-210.333333333,-5.99999999998,-122.666666667,-164.666666667,-120.0,-74.3333333332,-163.333333333,-182.555555556,-127.333333333,-115.833333333
214.44,-36.1111666666,-163.657416667,-13.5416666667,-96.5275833335,-121.759333333,-93.5185833333,-61.5739166667,-124.537083334,-138.233,-97.9167500001,-98.6109583333
214.81,-28.2945833333,-143.023333333,-7.65508333332,-66.2789166667,-107.364333333,-80.0387500001,-52.1316666667,-108.139666667,-106.007819445,-76.1628333333,-78.003875
215.19,-29.0123333333,-117.1295,-9.18216666665,-49.84575,-84.7220833333,-68.6729166666,-43.0555833333,-92.5925833334,-89.7634861112,-66.8211666665,-63.5030833334
215.57,-26.2295,-109.972833333,-12.0900833333,-52.869,-75.2733333332,-61.8853333333,-40.7103333333,-86.8853333332,-74.8633472223,-68.0327499999,-58.3332916666
215.95,-41.959,-134.2105,-27.4854166667,-75.1461666666,-89.0349999999,-80.702,-53.2164166667,-102.485416667,-93.274888889,-91.8129166666,-80.4092083333
216.32,-36.3505833333,-118.24725,-22.2700416667,-70.6896666666,-85.6320833334,-72.198375,-44.54025,-91.9541666667,-85.6561944445,-87.64375,-74.5690833334
216.70,-17.3389166667,-89.5163333333,-3.628875,-45.1610833333,-60.484,-46.2365416667,-14.9194166667,-64.5162499999,-61.4918194445,-57.6614166667,-50.60475
217.08,-22.7988333333,-96.38375,-7.46858333332,-49.84275,-70.1256666666,-50.786125,-20.1258333333,-75.6286666667,-71.645736111,-62.4214166667,-59.1195000001
217.46,-20.1515,-85.4545833333,-1.66658333332,-34.6969166666,-61.6665833334,-42.5757916667,-6.21208333332,-59.0909166666,-63.4344444445,-53.93925,-45.984875
217.83,-52.4508333333,-108.8235,-27.6143333334,-61.9280833333,-89.5425,-68.7907083333,-31.0456666667,-92.3201666667,-93.2733749999,-82.6797499999,-78.8399166667
218.21,-108.838416667,-177.272666667,-57.449375,-108.585666667,-148.99,-127.778,-59.0908333333,-163.131416667,-158.501652778,-131.56575,-134.722333333
218.59,-83.7838333333,-142.792833333,-36.2611666667,-71.8469166667,-109.009,-107.7705,-37.3873333333,-131.53125,-116.028569444,-103.828833333,-107.094625
218.97,-114.880916666,-181.84525,-61.9047916667,-113.98825,-143.15475,-147.916625,-58.6310000001,-167.261916667,-154.414805556,-144.643,-161.756
219.34,-92.4730833333,-164.24725,-60.215,-112.096666667,-129.301083334,-118.414125,-50.2687500001,-134.13975,-126.702375,-124.193583333,-153.091375
219.72,-85.4166666668,-160.119166667,-33.779875,-88.0951666667,-129.464166667,-106.54775,-41.0713333333,-110.416666667,-115.079208333,-104.761833333,-154.46425
220.10,-34.9099166667,-95.0451666668,-5.18008333332,-36.9370833334,-66.892,-53.04075,-13.5135833333,-60.8107500001,-59.422,-55.6306666666,-84.6847083333
220.47,-13.09525,-62.4149166667,10.459125,-10.37425,-35.7141666667,-24.2346666667,-3.74158333335,-26.1905,-29.8469583334,-32.4829999999,-49.744875
220.85,-6.87133333332,-45.614,13.523375,-0.584666666658,-23.0994166667,-20.0292083333,1.0233333333,-19.4445,-14.62,-22.5145,-33.4065
221.23,8.19900000001,-23.6559166667,34.4757916667,12.09675,-4.56991666665,-3.561875,19.4891666667,-5.64525,0.985583333335,-6.72025,-19.2202083333
221.61,-11.7925,-44.81125,20.5975,-8.33333333332,-18.08175,-20.2830833333,-8.33333249997e-05,-26.8869166667,-15.1728055555,-23.8994166667,-42.374375
221.98,-9.96366666665,-51.2680833333,17.2101666667,-9.78266666665,-18.297,-27.083125,-2.35508333333,-31.3405,-13.7077361111,-27.8985833333,-46.6486666667
222.36,12.56825,-25.5465,22.4729583334,5.87441666665,-8.46991666666,-6.01074999999,7.24058333333,-14.3443333334,-0.569305555557,-12.56825,-18.9209166667
222.74,12.037,-20.2378333333,27.5130416667,3.04233333332,-12.6984166667,-1.25675000001,2.91008333335,-4.62966666667,-0.39666666665,-5.29091666665,-14.2195
223.11,21.9513333333,-1.72766666666,35.365875,18.5975833333,3.76016666666,15.8535416667,15.0408333333,11.7885833333,10.6876666667,13.313,8.73983333335
223.49,28.5184166667,11.0185833333,47.8704166667,31.75925,11.8518333334,20.7870416667,24.4444166667,18.7036666667,17.7624027778,23.5185,20.741
223.87,35.8975,16.2089166666,49.6794583333,34.1575833333,16.11725,26.00725,31.6848333333,23.8094166667,24.7405833333,27.65575,27.5183333333
224.24,44.253,20.9770833333,59.7702083333,41.5709166666,19.0614166667,31.2738333333,42.5286666667,34.6744166667,31.2740416667,37.54775,35.6797916667
224.62,42.9324166666,13.5020833333,52.4788333333,37.34175,13.39675,28.1645,40.82275,29.9576666667,27.9711805555,33.86075,35.2320416666
225.00,42.15125,7.55808333334,48.062125,34.1084166667,14.4380833333,27.7615833333,35.75575,24.6125,25.533,31.2986666667,31.3954166667
225.38,33.4183333333,1.27533333334,37.5849583333,24.8298333333,5.78225000001,20.068125,25.3400833334,18.2825,17.2901805556,22.1936666667,23.6395416667
225.75,35.3639166667,8.54349999999,38.6204166667,27.80125,12.3949166667,20.5182083333,28.4313333333,21.2885,21.8486527778,27.8010833333,28.2912083333
226.13,29.6099166667,12.0565833333,35.28375,25.2364166667,11.1701666667,20.1830833333,27.4821666667,20.6264166667,20.7544861111,29.25525,27.2755
226.51,23.1131666667,11.00625,29.428875,21.2263333333,9.90566666667,18.36975,24.1090833333,18.1340833333,17.7497083333,26.31025,22.35325
226.88,20.81025,9.62241666668,22.7210416666,18.7385,10.49725,19.1527916667,23.8029166666,14.3646666667,15.8225138889,23.43475,19.8895833333
227.26,17.5356666667,7.74091666667,18.6215416667,14.1785833333,8.80733333333,16.6665833334,21.9588333334,9.99208333332,13.8954027778,18.5228333333,17.23925
227.64,11.25725,2.44883333333,9.97791666665,6.87133333333,2.88733333333,12.829,14.4370833333,5.1535,8.39425,11.2206666667,10.81875
228.01,7.85083333334,1.15833333333,7.99558333334,4.247,2.09125,10.3120833333,11.3255833333,2.15566666667,5.099625,8.71933333333,8.236875
228.39,1.14433333333,-3.31575,3.081,-1.49658333333,-2.6995,4.31345833333,5.69241666668,-3.99074999999,-0.112583333335,3.63841666666,3.74116666667
228.76,0.65775,-2.0285,4.029625,-2.79608333333,-3.09766666667,4.35854166667,6.14025,-4.30366666667,-0.47498611111,5.12608333333,2.49441666667
229.14,2.12708333333,1.15108333333,4.77979166667,-0.975916666668,-2.42741666667,6.96949999999,8.18316666668,-1.35141666667,0.988680555557,6.33158333334,3.89137499999
229.52,1.28775,0.437333333333,3.72916666666,-1.11766666667,-2.45383333333,7.24004166668,8.21183333333,-1.53066666667,0.680416666669,5.22366666667,3.911625
229.89,3.08383333333,2.75408333333,4.34316666667,0.423750000001,-0.776833333333,9.55733333334,9.22791666666,0.376750000003,1.92240277778,4.63758333333,5.36733333333
230.27,3.379,1.36975,4.07541666667,0.616333333335,-0.570583333334,9.4635,8.83566666667,0.890416666668,1.97106944444,3.28766666667,4.99991666666
230.65,3.56183333333,1.8145,4.60325,0.448000000003,0.0448333333325,9.16241666668,10.1701666667,1.88175,2.49765277778,2.55391666667,5.19725000001
231.02,3.5395,1.29933333333,4.68191666667,-0.448083333332,-0.403166666666,6.95575,9.25191666667,1.63533333333,1.69136111111,0.179333333333,4.625875
231.40,1.61891666667,-0.833333333332,2.273625,-3.02375,-1.8095,3.42858333333,7.54758333333,0.380833333335,-0.210263888888,-2.19066666666,2.09529166668
231.78,5.28975,2.7535,6.691,0.024166666665,2.05316666667,5.26575,11.6184166667,2.89841666666,2.97905555556,1.15941666666,5.78504166668
232.15,6.94441666667,6.18908333334,7.97999999999,1.77883333333,3.94741666667,6.35983333334,12.98725,5.1415,5.66519444444,2.11991666667,7.45620833332
232.53,9.35075000001,9.52033333333,8.91470833333,3.73083333333,6.75866666667,9.13270833333,14.9225,7.38858333334,8.11529166666,3.02816666666,7.64283333333
232.90,8.35799999999,8.01183333333,7.04745833332,3.21475,7.02275,6.948625,13.279,8.358,7.73984722221,0.0495000000008,6.44162500001
233.28,5.58208333334,5.13241666667,2.84404166667,8.32667268469e-17,5.26450000001,3.54504166666,10.2644166667,6.00541666668,6.13763888889,-3.78308333333,4.12704166666
233.66,4.08941666666,2.31483333333,1.27320833333,-2.59775,4.39825,0.784541666666,7.51025,4.55233333334,4.26509722222,-5.34991666667,1.9805
234.03,3.22741666667,0.891166666667,-0.1325,-3.46816666667,2.86599999999,-0.0964166666668,6.26216666668,3.32374999999,2.86611111111,-4.1425,0.734583333333
234.41,1.46783333333,-1.15991666667,-2.82916666667,-5.56333333334,1.68091666667,-3.05383333333,4.59275,1.27841666668,0.228722222223,-5.18466666666,-0.295958333332
234.78,0.268833333333,-3.61683333333,-4.89970833333,-7.6735,0.171083333332,-4.71629166667,2.49275,-1.051,-2.16273611111,-6.08491666667,-1.35641666667
235.16,-0.0487500000025,-3.32841666667,-4.45808333333,-7.65300000001,0.0484166666683,-3.85083333333,3.13408333333,-1.5305,-1.68456944444,-4.98066666667,-0.765291666665
235.54,-0.561999999999,-1.36858333333,-3.15266666667,-6.52491666666,-0.146583333333,-1.35625,4.20341666667,-1.344,-0.553902777778,-5.44941666667,0.0365416666665
235.91,-3.29908333333,-4.1055,-7.27016666667,-9.62858333333,-2.02841666667,-2.95691666667,1.27083333334,-2.93241666667,-3.05463888889,-8.43116666668,-2.49258333333
236.29,-5.10983333333,-6.23191666667,-8.6915,-10.5778333333,-3.48625,-4.26220833333,1.24175,-3.93975,-5.22908333333,-8.76333333333,-3.29508333333
236.66,-4.90341666666,-6.52183333333,-8.86479166667,-10.6521666667,-4.58941666667,-4.867125,1.49766666666,-3.57475,-5.14086111111,-8.42983333334,-2.21004166667
237.04,-3.55158333333,-4.31758333333,-7.17266666667,-9.47075000001,-4.387,-3.62120833333,3.18008333333,-4.43366666667,-3.67158333334,-7.10308333333,-0.882166666666
237.41,-2.34316666667,-2.69666666667,-3.98979166667,-7.93533333333,-3.62516666666,-2.553125,4.75258333333,-2.36525,-2.76655555556,-5.19450000001,-0.0995
237.79,-3.05033333333,-0.884166666667,-4.28833333333,-8.09016666665,-4.35458333333,-2.177125,5.43766666666,-2.542,-2.09998611111,-3.55883333333,0.519375
238.17,-4.75866666666,-2.61391666667,-4.78091666667,-10.2994166667,-5.71933333334,-4.36783333333,4.33424999999,-5.13849999999,-2.74041666667,-5.429,-1.11704166667
238.54,-2.02516666667,-0.274166666667,-0.0527083333318,-6.81450000001,-2.51058333333,-0.305833333334,7.40491666667,-3.03808333333,0.766527777777,-2.97466666666,1.845875
238.92,-3.516,-0.68,-2.03970833333,-7.55624999999,-3.63241666667,-1.30141666667,6.50725000001,-3.57433333333,0.563305555555,-3.4575,1.06845833334
239.29,-3.72391666667,0.994416666668,-2.223375,-6.54358333333,-3.38041666667,-0.695833333333,7.23075000001,-2.31383333333,0.900861111112,-2.92858333333,1.34670833333
239.67,-3.48683333333,0.703833333333,-2.11925,-5.67808333334,-2.575,-0.463833333333,6.98966666667,-2.319,0.450472222222,-1.66341666667,1.31970833333
240.04,-3.2645,0.01425,-1.68245833333,-4.897,-3.29325,-0.136083333334,7.43116666666,-2.59158333333,0.31023611111,-0.859,1.78991666667
240.42,-1.7215,0.524,-0.449041666667,-3.24366666666,-2.03341666667,1.55291666667,8.03366666667,-1.54675,1.50109722222,0.0501666666657,3.15616666667
240.79,-1.741,0.175333333333,-0.700958333332,-3.11,-1.70825,1.57141666667,7.62141666667,-1.44533333333,1.12073611111,-0.1425,3.25225
241.17,-0.52575,1.25591666667,0.287125000001,-1.30458333333,-0.0875000000017,3.236875,8.68375000002,-0.223916666668,2.40622222222,1.16825,4.61441666667
241.54,0.562750000001,2.15808333333,0.946625,-0.255833333333,0.929749999999,4.294625,9.22033333332,0.1535,3.29252777778,2.50775,5.6465
241.92,1.06816666667,2.354,1.50066666667,0.31175,1.04458333333,4.45908333333,9.67416666667,0.280666666668,3.25211111111,2.27633333333,5.83108333333
242.29,1.17091666667,2.65083333334,1.45841666667,0.675250000001,0.883750000001,4.867,9.82741666667,0.797333333333,3.11666666667,2.2555,6.09187500001
242.67,1.30433333333,3.08216666667,1.2355,0.817000000002,0.720666666667,5.02129166667,9.76799999999,1.30433333333,3.22622222222,2.62225,6.081875
243.05,2.1185,3.62708333333,2.507375,1.76975,1.59558333334,5.93991666667,10.6394166667,1.79658333333,3.96658333333,3.627,6.63037500001
243.42,2.21741666667,3.44191666667,2.49545833333,1.93275,1.82683333333,5.894125,10.822,1.70116666667,4.10368055555,3.87866666667,6.72825
243.80,2.545,3.83058333334,2.51566666667,2.44716666667,1.99033333333,5.93504166667,11.1523333333,2.47325,4.503875,4.03933333333,7.00216666667
244.17,3.58325,5.4515,3.62791666667,3.71725,3.258,6.94645833333,12.2990833333,3.69808333334,5.751125,5.1325,8.06229166666
244.55,3.50541666667,5.56191666667,3.499125,3.55608333333,3.34091666667,6.84004166666,12.4525,3.80291666667,5.78861111111,5.05583333333,7.87454166666
244.92,3.48458333334,5.75841666667,3.318625,3.42916666667,3.30025,7.07341666667,12.463,3.69341666667,5.70608333333,5.18691666667,7.69429166667
245.30,3.33558333333,5.36116666667,3.38779166667,3.38758333333,3.07608333334,7.11558333333,12.604,4.01666666667,5.55468055556,4.98033333334,7.54858333334
245.67,2.69641666667,4.52125,2.84558333333,2.86975,2.42583333333,6.46804166667,12.2806666667,3.68216666667,4.90586111111,3.9255,6.87945833333
