wavelength,Back_PooTorm,Belly_PooTorm,Breast_PooTorm,Crissum_PooTorm,Crown_PooTorm,DorTail_PooTorm,Patch10_PooTorm,Patch11_PooTorm,Patch12_PooTorm,Patch13_PooTorm,Rump_PooTorm,Throat_PooTorm,WingTip_PooTorm
330.61,4.5604,13.1697333333,1.60986666667,1.93421754386,3.85453333333,4.37773333333,7.67059999999,11.1117333333,10.6884666667,18.938,8.85926666667,12.5773333333,5.33753333333
330.98,4.74846666667,13.4054,1.81453333333,1.95701403509,3.98413333333,4.46426666666,7.82639999999,11.2634,10.8927333333,19.0993333333,9.00533333333,12.8437333333,5.43973333333
331.34,4.96953333333,13.7669666667,2.13173333333,2.31809824561,4.20833333333,4.86533333333,8.20233333333,11.6134,11.2187333334,19.3934,9.27000000001,13.1966,5.64713333333
331.71,5.19420000001,13.8237666667,2.26006666667,2.59586315789,4.42706666667,5.07873333333,8.49486666666,11.8923333333,11.4418,19.5857333333,9.56246666667,13.3184,5.78613333333
332.08,5.00826666667,13.7696333333,2.00086666667,2.44256140351,4.23526666667,4.83526666667,8.37100000001,11.7302,11.2698666667,19.4246333333,9.38063333333,13.1365333333,5.55866666667
332.44,5.1944,14.0106666667,2.23913333333,2.69996491228,4.40406666667,4.98093333333,8.67246666667,11.9534666667,11.5264666667,19.5208,9.62020000001,13.355,5.62846666667
332.81,5.06993333333,13.9122666667,2.11046666667,2.58162456141,4.2244,4.8274,8.53273333333,11.8418,11.4619333333,19.4522666667,9.44613333334,13.1978666667,5.43393333333
333.18,5.16666666667,13.9868,2.25786666667,2.73957543859,4.37893333333,4.8842,8.62980000001,12.0175333333,11.5773333333,19.6298666667,9.51053333335,13.3280666667,5.3822
333.54,5.0452,14.0877,2.41833333333,2.73805263158,4.42013333333,4.81073333333,8.61800000001,12.2205333333,11.6701333333,19.7057,9.45050000001,13.4184666667,5.39593333333
333.91,5.09686666667,14.1439333333,2.63153333333,2.83383508772,4.537,4.81246666667,8.86146666665,12.4002666667,11.8216,19.9725333333,9.62000000001,13.4718666667,5.4512
334.28,5.41113333333,14.3892666667,3.01573333333,3.09395789474,4.81106666667,5.09593333333,9.28333333334,12.6461333333,12.0206666667,20.3754333333,9.92203333335,13.7691333333,5.7262
334.64,5.52273333333,14.5481333333,2.91193333333,3.08549824561,4.87373333333,5.2148,9.3618,12.7208,12.0718,20.6250666667,9.99173333333,13.7388666667,5.72126666667
335.01,5.44026666667,14.5083666667,2.7862,3.00070175439,4.82786666667,5.1494,9.41366666668,12.6816,12.0054666667,20.6794666667,9.99493333335,13.7154666667,5.6296
335.38,5.45646666667,14.4126666667,2.674,2.8820877193,4.74393333334,5.004,9.42966666667,12.561,11.9792,20.7125333333,9.96139999999,13.7275333333,5.5356
335.74,5.40693333334,14.3701666667,2.50473333333,2.64460350877,4.628,4.8724,9.31033333333,12.4394,11.9028666667,20.7032,9.79813333335,13.6926,5.34473333333
336.11,5.43693333333,14.4033666667,2.5744,2.5688,4.645,4.9252,9.38593333333,12.4814666667,11.9902666667,20.7526666667,9.88973333333,13.7868666667,5.363
336.47,5.6182,14.6050666667,2.65893333333,2.6495122807,4.76073333333,5.01593333333,9.54493333333,12.5898,12.1229333333,20.9468,9.99526666667,13.8748,5.5122
336.84,5.87293333334,14.8964666667,2.84393333333,2.83201052631,5.00666666667,5.17006666667,9.7758,12.8354,12.3313333333,21.1846666667,10.3607333333,14.1226,5.70466666667
337.21,5.75766666666,14.8785,2.67493333333,2.58085964912,4.79653333333,5.01113333333,9.76180000001,12.7922,12.2404,21.0744333333,10.2827666667,14.0202666667,5.56906666667
337.57,5.60660000001,14.7139333333,2.35333333333,2.27355438597,4.5496,4.8664,9.65966666668,12.5702666667,12.0128,20.9794,10.1195333333,13.8147333333,5.2728
337.94,5.47220000001,14.7146333333,2.24673333333,2.12557192983,4.46646666667,4.7872,9.58966666667,12.4338,11.9330666667,20.8913666667,10.0137,13.8080666667,5.1636
338.31,5.33520000001,14.8212666667,2.13246666667,1.99405263158,4.40806666667,4.63286666667,9.55780000001,12.4836666667,11.976,20.9711333333,10.0426,13.8424666667,5.0206
338.67,5.38793333334,15.0591,2.35293333333,2.16488421053,4.49686666667,4.73486666667,9.74993333333,12.6878666667,12.2226,21.0415333333,10.1538,14.1546,5.1772
339.04,5.2774,14.9815,2.16873333333,2.04397543859,4.34666666667,4.56133333333,9.58593333333,12.5962666667,12.1742,20.9762,10.0295333333,14.1140666667,5.10946666667
339.40,5.15126666666,15.1112333333,2.13733333333,1.95509122808,4.26386666667,4.44653333333,9.42126666667,12.6102666667,12.1652,21.0317333333,9.97893333333,14.073,5.005
339.77,5.20393333333,15.3535,2.265,2.05722807017,4.3442,4.51486666667,9.59666666667,12.7938666667,12.3345333333,21.1958,10.1049333333,14.2702,5.18286666667
340.14,5.434,15.6863,2.39646666667,2.32922456141,4.51193333334,4.6532,9.85439999999,13.0074666667,12.6592,21.4685666667,10.3304333333,14.5960666667,5.3394
340.50,5.4396,15.6684333333,2.3216,2.39739649123,4.51573333333,4.6644,9.89159999999,13.0883333333,12.7586,21.5166666667,10.3757333333,14.795,5.3906
340.87,5.53266666667,15.7763666667,2.37226666667,2.52010175439,4.56706666667,4.65786666667,10.0511333333,13.181,12.866,21.6059,10.3503,14.9434666667,5.46526666667
341.23,5.59326666667,15.8547666667,2.42986666667,2.5835122807,4.61586666667,4.6942,10.1467333333,13.223,12.8904,21.7742333333,10.4248333333,15.1228666667,5.50626666667
341.60,5.79486666666,16.1813,2.656,2.77262807017,4.82946666666,4.90266666667,10.3771333333,13.4712666667,13.2514666667,22.1022333333,10.7297,15.4997333333,5.75446666666
341.96,6.01606666668,16.3815666667,2.80393333333,2.97658947369,5.02953333334,5.07326666667,10.5039333333,13.6834,13.5289333333,22.3842666667,10.8598,15.7489333333,5.96086666667
342.33,6.11693333334,16.4126666667,2.8486,3.07504210526,5.08406666667,5.0924,10.5249333333,13.6942666667,13.6,22.3178666667,10.813,15.8547333333,6.01686666667
342.70,6.16426666666,16.4162,2.80633333333,3.05262807017,5.18020000001,5.02726666667,10.6033333333,13.7988,13.4738666667,22.3402333333,10.8675,15.9965333333,6.00466666667
343.06,6.31933333334,16.7303,3.1108,3.21091929825,5.36599999999,5.18766666667,10.8834666667,14.1244666667,13.7262,22.5785666667,11.1007666667,16.2670666667,6.15993333333
343.43,6.39646666667,16.8728333333,3.16206666667,3.30965614035,5.47633333333,5.313,11.0807333333,14.2836666667,13.8222,22.6393,11.1843,16.4939333333,6.24493333333
343.79,6.31799999999,16.7822,2.962,3.201,5.37180000001,5.1708,11.0454,14.2408,13.6716,22.4978,11.0946,16.4625333333,6.10006666667
344.16,6.10126666667,16.5859333333,2.7652,3.0231122807,5.19833333333,4.94633333333,10.9402,14.0969333333,13.4586666667,22.3062333333,10.9247666667,16.2997333333,5.88913333333
344.52,5.8902,16.6166666667,2.66733333333,2.86271929825,5.04026666667,4.74013333333,10.8942,13.9196666667,13.3028666667,22.2003333333,10.7568,16.1360666667,5.62933333333
344.89,5.94386666667,16.7962,2.73066666667,2.8572,5.10266666667,4.781,11.073,14.0486666667,13.4088,22.393,10.8296,16.2424666667,5.6546
345.25,6.00633333333,16.8792666667,2.75446666666,2.92364912281,5.17566666667,4.78253333333,11.1522,14.1005333333,13.5025333333,22.4584333333,10.8624333333,16.2770666666,5.65186666667
345.62,6.02353333333,16.9024333333,2.6488,2.93676842105,5.14473333334,4.69546666667,11.1904,14.0332,13.4543333333,22.3335333333,10.7862,16.2105333333,5.5892
345.99,5.96753333333,16.9714666667,2.60766666667,2.87195438597,5.13053333334,4.58866666667,11.2540666667,14.0449333333,13.3972666667,22.2697,10.7883666667,16.1955333333,5.5066
346.35,5.99066666666,17.0261,2.65606666667,2.89621403509,5.12926666666,4.6152,11.3951333333,14.1015333334,13.4304666667,22.3772333333,10.7891666667,16.2095333333,5.56273333333
346.72,6.05586666667,17.2072,2.8094,3.04846315789,5.12339999999,4.6852,11.5106,14.156,13.5723333333,22.5864333333,10.9108333333,16.2362,5.6384
347.08,6.0278,17.2424,2.69766666667,3.0397368421,5.10179999999,4.6894,11.5296666667,14.2012666667,13.5760666667,22.6407,10.8549,16.2317333333,5.5476
347.45,5.99646666667,17.2774333333,2.7066,3.03888421053,5.13319999999,4.68366666667,11.5732666667,14.2004666666,13.5626,22.6534,10.8423333333,16.2851333333,5.57293333333
347.81,6.1614,17.5797333333,2.94226666667,3.27805263158,5.40913333334,4.92733333333,11.8373333333,14.4446,13.7976666667,22.8976,11.0465333333,16.5351333333,5.69693333333
348.18,6.19653333333,17.7667666667,3.02113333333,3.36252982456,5.52360000001,4.9516,11.9539333333,14.5734666667,13.8543333333,23.0571333333,11.123,16.6891333333,5.71626666667
