wavelength,Back_TanMeyf,Belly_TanMeyf,Breast_TanMeyf,Crissum_TanMeyf,Crown_TanMeyf,DorTail_TanMeyf,Patch10_TanMeyf,Patch11_TanMeyf,Patch12_TanMeyf,Rump_TanMeyf,Throat_TanMeyf,WingTip_TanMeyf
702.24,16.2843333333,42.083,27.166,45.658,28.8066666667,11.216,12.588,13.7323333333,11.6006666667,19.8136666667,23.009,13.034
702.56,16.3166666667,41.954,27.227,45.53,28.717,11.3343333333,12.547,13.76,11.5853333333,19.84,23.0133333333,13.159
702.88,16.239,41.9233333333,27.207,45.5866666667,28.7556666667,11.4626666667,12.4253333333,13.8133333333,11.651,19.9126666667,23.0543333333,13.281
703.20,15.8933333333,41.7093333333,26.7126666667,45.347,28.3253333333,11.4303333333,12.234,13.7086666667,11.4576666667,19.7236666667,22.734,13.191
703.52,15.6343333333,41.4513333333,26.419,45.0973333333,28.1633333333,11.2406666667,12.0503333333,13.5133333333,11.2516666667,19.4036666667,22.515,13.013
703.85,15.4976666667,41.343,26.4466666667,44.832,28.0563333333,11.1033333333,11.9343333333,13.4293333333,11.098,19.2563333333,22.4473333333,12.891
704.17,15.487,41.2253333333,26.4526666667,44.7233333333,27.9113333333,11.0936666667,11.925,13.296,11.0183333333,19.177,22.4253333333,12.727
704.49,15.5583333333,41.1123333333,26.3206666667,44.575,27.812,11.1656666667,11.9376666667,13.359,11.16,19.1726666667,22.501,12.862
704.81,15.3496666667,40.87,26.1613333333,44.1443333333,27.8366666667,11.07,11.7166666667,13.263,11.076,19.083,22.222,12.698
705.13,15.3723333333,41.028,26.142,44.4286666667,28.0076666667,11.1723333333,11.8833333333,13.2516666667,11.279,19.2876666667,22.2916666667,12.6
705.45,15.0753333333,40.9366666667,25.7836666667,44.375,27.616,10.9406666667,11.7436666667,12.9396666667,11.3923333333,19.1266666667,21.9346666667,12.243
705.78,15.1296666667,40.735,25.8366666667,44.474,27.5786666667,11.0276666667,11.6876666667,13.0136666667,11.4856666667,19.1423333333,21.8713333333,12.181
706.10,15.1313333333,40.982,25.809,44.581,27.763,11.0456666667,11.788,13.077,11.5623333333,19.1696666667,21.937,12.079
706.42,15.171,40.901,25.748,44.397,27.7063333333,11.028,11.7163333333,12.9926666667,11.485,18.9993333333,21.8186666667,11.734
706.74,15.4196666667,41.0876666667,26.2603333333,44.6183333333,27.9426666667,11.0653333333,11.907,13.115,11.7943333333,19.2286666667,22.161,11.818
707.06,15.7203333333,41.1463333333,26.3603333333,44.9256666667,27.9036666667,11.1956666667,12.0593333333,13.266,11.935,19.4406666667,22.315,11.923
707.38,15.8323333333,41.2376666667,26.358,45.1663333333,27.8783333333,11.1883333333,11.9926666667,13.1763333333,11.981,19.5063333333,22.364,11.555
707.70,15.9453333333,41.3206666667,26.4336666667,45.211,27.8466666667,11.0736666667,11.9546666667,13.1426666667,11.9843333333,19.5516666667,22.301,11.529
708.03,15.831,41.2576666667,26.4223333333,45.3056666667,27.7916666667,11.042,11.9366666667,13.087,11.8186666667,19.5233333333,22.2733333333,11.575
708.35,15.911,41.5556666667,26.6226666667,45.6816666667,27.8913333333,11.1683333333,12.0223333333,13.1423333333,11.8736666667,19.515,22.4496666667,11.755
708.67,15.7426666667,41.5776666667,26.83,45.8126666667,27.997,11.1466666667,11.8216666667,13.2076666667,11.822,19.545,22.56,11.727
708.99,15.8526666667,41.6076666667,26.9166666667,45.8423333333,28.1493333333,11.1996666667,11.8836666667,13.3283333333,11.636,19.5683333333,22.747,11.624
709.31,15.877,42.0053333333,27.0593333333,45.882,28.3553333333,11.223,11.9653333333,13.3026666667,11.641,19.5533333333,22.7936666667,11.753
709.63,15.9606666667,42.1913333333,27.17,46.0203333333,28.293,11.1743333333,11.9543333333,13.3546666667,11.5523333333,19.6303333333,22.874,11.824
709.95,16.0006666667,42.5053333333,27.1436666667,46.2096666667,28.499,11.1426666667,12.054,13.3436666667,11.3796666667,19.7053333333,23.0606666667,11.805
710.27,16.032,42.6183333333,26.9173333333,46.1543333333,28.4753333333,11.0443333333,11.989,13.358,11.2386666667,19.5916666667,22.9266666667,11.528
710.59,16.048,42.9546666667,27.22,46.0913333333,28.8293333333,11.2073333333,12.1743333333,13.542,11.2486666667,19.7853333333,23.1633333333,11.779
710.91,16.0156666667,42.81,27.158,45.9653333333,28.859,11.2306666667,12.2506666667,13.6466666667,11.3653333333,19.8336666667,23.1,12.175
711.24,15.9223333333,42.812,27.094,46.1506666667,28.8506666667,11.4223333333,12.193,13.8096666667,11.2996666667,19.9613333333,23.0666666667,12.345
711.56,15.982,43.093,27.2683333333,46.2156666667,28.8646666667,11.4433333333,12.1246666667,13.809,11.3733333333,19.9556666667,23.0203333333,12.445
711.88,16.083,43.0186666667,27.4303333333,46.0403333333,28.9003333333,11.516,12.097,13.9736666667,11.655,19.993,23.1073333333,12.55
712.20,16.3536666667,42.983,27.2443333333,45.871,28.717,11.5403333333,12.1143333333,14.0336666667,11.72,20.0243333333,23.028,12.7
712.52,16.5273333333,43.1,27.4256666667,45.845,28.6503333333,11.6063333333,12.262,14.2176666667,11.9606666667,20.1833333333,23.1373333333,13.022
712.84,16.571,42.9656666667,27.3503333333,45.711,28.4913333333,11.503,12.337,14.3756666667,11.891,20.33,23.0466666667,13.328
713.16,16.6063333333,42.7403333333,27.3156666667,45.5586666667,28.5373333333,11.5453333333,12.3003333333,14.462,11.949,20.4793333333,22.9523333333,13.471
713.48,16.664,42.5046666667,27.5476666667,45.6493333333,28.281,11.5826666667,12.3786666667,14.6243333333,12.161,20.496,22.959,13.628
713.80,16.658,42.465,27.6183333333,45.692,28.392,11.602,12.399,14.6973333333,12.158,20.384,22.8946666667,13.861
714.12,16.7093333333,42.4193333333,27.5103333333,45.6826666667,28.2533333333,11.6463333333,12.3436666667,14.612,12.189,20.2813333333,22.7613333333,13.526
714.44,16.7693333333,42.663,27.766,45.8033333333,28.2286666667,11.882,12.413,14.7136666667,12.1506666667,20.3263333333,22.8733333333,13.309
714.76,16.761,42.6646666667,27.8973333333,45.747,28.166,11.732,12.482,14.676,12.1896666667,20.2613333333,22.8273333333,13.181
715.08,16.586,42.3473333333,27.6913333333,45.6393333333,27.904,11.5763333333,12.4383333333,14.346,12.013,20.1653333333,22.5666666667,13.013
715.40,16.577,42.3116666667,27.771,45.7443333333,27.9093333333,11.586,12.6303333333,14.3096666667,11.95,20.2586666667,22.5146666667,13.017
715.72,16.3123333333,42.1603333333,27.6326666667,45.653,27.8006666667,11.5006666667,12.6743333333,14.1273333333,11.6573333333,20.1183333333,22.35,12.866
716.04,16.2173333333,42.1583333333,27.626,45.781,27.9723333333,11.485,12.788,14.0506666667,11.62,20.1926666667,22.3533333333,13.0
716.36,16.156,42.2086666667,27.5876666667,45.9713333333,28.0473333333,11.4616666667,12.7093333333,13.8923333333,11.6226666667,20.122,22.3436666667,12.722
716.68,16.105,42.402,27.7676666667,46.3933333333,28.103,11.522,12.8526666667,13.8716666667,11.6076666667,20.084,22.4766666667,12.798
717.00,16.1136666667,42.5303333333,27.9413333333,46.423,28.366,11.6153333333,12.8773333333,13.7956666667,11.5216666667,20.1623333333,22.437,12.746
717.32,16.2073333333,42.4673333333,27.9943333333,46.39,28.371,11.7873333333,12.9543333333,13.854,11.768,20.4043333333,22.6366666667,12.801
717.64,16.1953333333,42.3833333333,28.0396666667,46.6233333333,28.4386666667,11.8116666667,12.9893333333,13.9706666667,11.9226666667,20.6713333333,22.8243333333,12.917
717.96,16.2226666667,42.417,28.0106666667,46.7433333333,28.435,11.7346666667,13.1276666667,13.8743333333,11.7883333333,20.7913333333,22.911,13.06
718.28,16.1523333333,42.4556666667,27.9196666667,46.82,28.4233333333,11.8086666667,13.0513333333,13.77,11.691,20.7513333333,23.0096666667,13.217
718.60,16.1316666667,42.4196666667,27.8966666667,46.793,28.4783333333,11.7443333333,13.027,13.9483333333,11.7653333333,20.7386666667,23.127,13.374
718.92,16.1696666667,42.4993333333,27.5636666667,46.607,28.304,11.728,12.9036666667,13.8473333333,11.5753333333,20.7416666667,23.2236666667,13.39
719.24,16.3116666667,42.6016666667,27.7166666667,46.6223333333,28.5586666667,11.8403333333,12.934,13.8656666667,11.685,20.8646666667,23.3186666667,13.792
719.56,16.4516666667,42.6253333333,27.7033333333,46.6273333333,28.5706666667,12.1333333333,12.955,13.9646666667,11.847,20.9813333333,23.5586666667,13.814
719.88,16.678,42.6216666667,27.7283333333,46.489,28.601,12.3976666667,13.0333333333,13.998,12.0073333333,20.9663333333,23.616,14.128
720.20,16.9066666667,42.5446666667,27.618,46.2956666667,28.6233333333,12.4283333333,13.0083333333,14.076,12.0726666667,20.7886666667,23.55,14.014
720.52,16.9916666667,42.651,27.4213333333,46.4723333333,28.6116666667,12.5363333333,12.912,14.353,12.4106666667,20.758,23.5143333333,14.306
720.84,17.015,42.5733333333,27.1893333333,46.54,28.4403333333,12.597,12.7633333333,14.3466666667,12.0193333333,20.6333333333,23.3806666667,14.252
721.16,16.8546666667,42.5796666667,26.9083333333,46.08,28.3946666667,12.4273333333,12.499,14.1133333333,11.884,20.2026666667,22.984,14.337
721.48,16.9806666667,42.5763333333,26.9723333333,46.2316666667,28.623,12.512,12.351,14.1786666667,12.142,20.2976666667,22.8823333333,14.493
721.79,17.011,42.4993333333,26.9713333333,46.0573333333,28.4466666667,12.3996666667,12.2536666667,14.1906666667,12.1,20.2286666667,22.895,14.15
722.11,17.2486666667,42.5803333333,27.3586666667,46.284,28.6773333333,12.6656666667,12.275,14.44,12.21,20.4233333333,23.0766666667,14.237
722.43,17.1333333333,42.1823333333,27.218,46.2343333333,28.4706666667,12.5736666667,12.017,14.53,11.8696666667,20.0966666667,22.7653333333,14.023
722.75,17.286,42.1823333333,27.2823333333,46.2193333333,28.1906666667,12.597,11.9943333333,14.7103333333,11.796,20.1666666667,22.8576666667,14.017
723.07,17.0093333333,41.8916666667,27.2093333333,46.051,27.9853333333,12.3793333333,11.6613333333,14.5826666667,11.331,19.9966666667,22.365,13.543
723.39,16.9023333333,42.066,27.489,46.2213333333,28.3253333333,12.3253333333,11.6713333333,14.7673333333,11.282,20.2466666667,22.4403333333,13.385
723.71,16.874,42.2143333333,27.6806666667,46.4226666667,28.4116666667,12.492,11.7033333333,14.8156666667,11.4213333333,20.4846666667,22.5183333333,13.471
724.03,16.6376666667,41.9546666667,27.431,45.917,28.1023333333,12.277,11.6556666667,14.5483333333,11.299,20.2933333333,22.4406666667,13.181
724.35,16.475,41.9166666667,27.3666666667,45.7666666667,27.8833333333,11.975,11.5166666667,14.3,11.15,20.1083333333,22.35,12.675
724.67,16.6293333333,41.714,27.4886666667,45.917,27.663,12.0453333333,11.564,14.3163333333,11.1493333333,20.1856666667,22.482,12.609
724.98,16.286,41.5756666667,27.3583333333,45.5313333333,27.1763333333,11.6433333333,11.147,14.2503333333,10.907,19.9106666667,22.294,12.239
725.30,16.3613333333,41.753,27.536,45.794,27.643,11.735,11.438,14.6376666667,11.1163333333,20.056,22.456,12.618
725.62,16.0723333333,41.7753333333,27.3833333333,45.2913333333,27.293,11.532,11.3596666667,14.4986666667,11.048,19.7363333333,22.359,11.925
725.94,16.218,42.1483333333,27.661,45.6253333333,27.7016666667,11.647,11.7286666667,14.5443333333,11.606,20.1356666667,22.641,12.365
726.26,16.0893333333,42.0763333333,27.3836666667,45.7656666667,27.9406666667,11.8026666667,11.7786666667,14.5796666667,11.7946666667,20.0613333333,22.6446666667,12.303
726.58,16.439,42.3516666667,27.3663333333,45.8503333333,28.0213333333,12.03,11.9976666667,14.6656666667,11.958,19.9853333333,22.973,12.653
726.90,16.5756666667,42.2003333333,27.2603333333,45.9156666667,27.6813333333,12.122,11.9713333333,14.44,11.7966666667,19.7743333333,22.9023333333,12.717
727.21,16.3473333333,41.8933333333,27.1223333333,45.6133333333,27.469,11.847,11.8783333333,14.1166666667,11.5786666667,19.3743333333,22.7873333333,12.485
727.53,16.647,42.1113333333,27.424,46.1636666667,27.5336666667,11.788,11.968,14.249,11.592,19.492,22.9173333333,12.626
727.85,16.865,42.4513333333,27.7583333333,46.5856666667,28.0073333333,11.874,12.3023333333,14.5213333333,11.9676666667,19.9483333333,23.2263333333,12.964
728.17,16.9533333333,42.4963333333,27.8686666667,46.674,28.101,11.8686666667,12.3023333333,14.574,11.9226666667,20.0773333333,23.1783333333,13.0
728.49,17.2263333333,42.514,27.8823333333,46.9693333333,28.4073333333,12.2,12.578,14.7786666667,11.8986666667,20.261,23.342,13.18
728.80,17.2966666667,42.5616666667,27.7623333333,46.8803333333,28.2696666667,12.2023333333,12.4096666667,14.461,12.0406666667,20.324,23.152,13.209
729.12,17.5733333333,42.8396666667,27.891,47.31,28.611,12.346,12.591,14.7416666667,12.277,20.612,23.3676666667,14.053
729.44,17.721,43.0386666667,28.0276666667,47.4083333333,28.6976666667,12.5446666667,12.7733333333,15.0413333333,12.5526666667,20.6136666667,23.5136666667,14.25
729.76,17.8686666667,43.2983333333,28.1833333333,47.3146666667,28.7386666667,12.6426666667,12.886,15.039,12.6503333333,20.759,23.4823333333,14.514
730.08,17.7253333333,43.2356666667,28.161,47.3416666667,28.862,12.5606666667,12.797,15.189,12.8273333333,20.8636666667,23.484,14.488
730.39,17.4183333333,43.0773333333,28.0986666667,47.02,28.6196666667,12.312,12.6746666667,15.311,12.886,20.7416666667,23.4306666667,14.503
730.71,17.72,43.4006666667,28.1563333333,47.1783333333,28.811,12.566,12.7843333333,15.824,13.0846666667,21.1286666667,23.6573333333,14.989
731.03,17.661,43.1506666667,28.104,46.7936666667,28.8193333333,12.7746666667,12.812,15.9253333333,13.1696666667,21.1546666667,23.4786666667,15.128
731.35,17.6076666667,42.9753333333,28.0843333333,46.4153333333,28.7116666667,12.994,12.6833333333,15.969,13.2376666667,20.9746666667,23.433,15.349
731.67,17.611,43.1456666667,28.1316666667,46.5026666667,28.9583333333,13.0586666667,12.83,16.2236666667,13.4203333333,21.064,23.5283333333,15.383
731.98,17.5726666667,43.0216666667,28.119,46.388,28.8816666667,12.9883333333,12.9956666667,15.9446666667,13.4946666667,20.7993333333,23.5713333333,15.402
732.30,17.3783333333,42.7856666667,27.8586666667,46.1763333333,28.519,12.7846666667,12.865,15.8003333333,13.364,20.696,23.3453333333,15.258
732.62,17.1853333333,42.5703333333,27.6146666667,46.2146666667,28.215,12.563,12.763,15.4593333333,13.1553333333,20.5183333333,23.1926666667,14.844
732.94,17.0736666667,42.2886666667,27.4026666667,46.0376666667,27.769,12.3986666667,12.4283333333,15.1543333333,12.8536666667,20.442,22.9666666667,14.34
733.25,17.032,42.0373333333,27.551,46.0806666667,27.5806666667,12.2133333333,12.3786666667,15.1343333333,12.8156666667,20.187,22.7396666667,14.028
733.57,17.3446666667,42.1926666667,27.7113333333,46.077,27.6963333333,12.3323333333,12.5913333333,15.219,13.071,20.3226666667,22.707,14.122
733.89,17.698,42.7193333333,27.7996666667,46.572,28.1036666667,12.6076666667,12.8726666667,15.425,13.277,20.5153333333,22.9826666667,14.056
734.21,17.4493333333,42.6536666667,27.7236666667,46.6506666667,28.0413333333,12.4276666667,12.7533333333,15.0973333333,13.055,20.4133333333,22.805,13.731
734.52,17.405,42.8466666667,27.6723333333,46.675,28.029,12.4653333333,12.7653333333,14.8663333333,12.9843333333,20.4543333333,22.9276666667,13.625
734.84,17.131,42.7326666667,27.2853333333,46.6896666667,27.6503333333,12.1786666667,12.6346666667,14.3933333333,12.7923333333,20.2836666667,22.6066666667,13.315
735.16,16.993,43.0,27.3556666667,46.8326666667,27.6943333333,12.287,12.5753333333,14.1613333333,12.7533333333,20.1473333333,22.7,13.305
735.48,17.005,43.3266666667,27.457,46.6893333333,27.7776666667,12.2376666667,12.3936666667,14.2056666667,12.9656666667,20.2376666667,22.7336666667,13.287
735.79,17.24,43.501,27.7513333333,47.046,28.148,12.4073333333,12.4163333333,14.4356666667,13.0776666667,20.1056666667,23.0866666667,13.148
736.11,17.4486666667,43.781,27.6563333333,46.8636666667,28.4383333333,12.651,12.4733333333,14.5433333333,13.3173333333,20.3266666667,23.241,13.166
736.43,17.2976666667,44.0146666667,27.6186666667,46.9263333333,28.709,12.8176666667,12.3216666667,14.3953333333,13.368,20.2723333333,23.247,13.25
736.74,17.3296666667,44.289,27.7456666667,47.0873333333,28.898,13.123,12.3916666667,14.312,13.4703333333,20.6676666667,23.859,13.443
737.06,17.2126666667,44.2516666667,28.0206666667,47.2246666667,28.865,13.2396666667,12.4506666667,14.3776666667,13.5243333333,20.7723333333,24.0206666667,13.873
737.38,16.9103333333,43.6816666667,28.0216666667,46.8893333333,28.729,13.0506666667,12.1126666667,14.2173333333,13.2433333333,20.5313333333,23.748,13.896
737.69,17.011,43.7436666667,27.972,46.571,28.7066666667,13.0453333333,12.1083333333,14.22,13.3753333333,20.527,23.832,13.798
738.01,17.027,43.7913333333,27.772,46.702,28.557,12.9433333333,11.9733333333,14.2,13.2296666667,20.473,23.8083333333,13.498
738.33,16.959,44.0546666667,27.8656666667,46.9693333333,28.6826666667,12.8653333333,12.169,14.49,13.0883333333,20.6346666667,23.7813333333,13.506
738.64,17.1116666667,43.7246666667,27.7066666667,46.774,28.4483333333,12.7546666667,12.1616666667,14.4513333333,13.0426666667,20.7173333333,23.758,13.265
738.96,17.332,43.604,27.6766666667,47.074,28.44,12.941,12.2523333333,14.6433333333,12.7546666667,21.016,23.7696666667,13.425
739.28,17.361,43.5803333333,27.7206666667,46.9,28.5686666667,13.0816666667,12.4006666667,14.5176666667,12.5683333333,21.3146666667,23.7016666667,13.566
739.59,17.4536666667,43.592,27.9556666667,46.9833333333,28.6676666667,13.191,12.629,14.8023333333,12.5446666667,21.3793333333,23.618,14.081
739.91,17.5916666667,43.3843333333,28.0673333333,47.008,28.6336666667,12.8823333333,12.703,14.883,12.5333333333,21.3756666667,23.6693333333,14.1
740.23,17.284,43.2666666667,28.034,46.866,28.452,12.3553333333,12.4216666667,14.7956666667,12.308,21.007,23.1056666667,13.875
740.54,17.0723333333,43.5903333333,27.7646666667,46.8483333333,28.3736666667,11.833,12.2003333333,14.4816666667,12.152,20.785,22.7186666667,13.225
740.86,17.1866666667,44.193,27.8203333333,47.3613333333,28.4873333333,11.9483333333,12.419,14.44,12.37,21.0806666667,22.7976666667,13.155
741.18,17.4823333333,43.9433333333,27.944,47.3746666667,28.5376666667,11.9453333333,12.568,14.7136666667,12.8153333333,21.25,22.8913333333,13.497
741.49,17.4276666667,43.9576666667,27.9813333333,47.4753333333,28.707,11.8033333333,12.388,14.7666666667,12.5793333333,21.258,22.7096666667,14.031
741.81,17.4096666667,43.6366666667,28.0903333333,46.9663333333,28.8333333333,11.851,12.1156666667,14.4676666667,12.4923333333,21.0653333333,22.765,13.745
742.12,17.075,43.562,28.069,46.954,28.6173333333,11.6353333333,11.842,14.3756666667,12.0903333333,20.8913333333,22.474,13.466
742.44,16.6716666667,43.5043333333,27.818,46.8173333333,28.4996666667,11.125,11.6493333333,14.0506666667,11.9426666667,20.7403333333,22.093,12.74
742.76,16.8303333333,43.5076666667,27.7653333333,47.1103333333,28.3676666667,11.199,11.7696666667,14.369,12.2446666667,20.761,22.3243333333,12.647
743.07,16.9073333333,43.2616666667,27.7543333333,47.141,28.086,11.2963333333,11.7773333333,14.2673333333,12.3116666667,20.7116666667,22.3896666667,12.151
743.39,16.801,43.3173333333,27.5793333333,47.085,27.815,11.444,11.7766666667,14.4066666667,12.217,20.6656666667,22.233,11.916
743.70,17.254,43.162,27.5676666667,47.1926666667,27.934,11.7903333333,12.1566666667,14.7536666667,12.5336666667,21.1123333333,22.7286666667,11.995
744.02,17.2976666667,42.888,27.672,47.331,27.952,12.1966666667,12.4336666667,14.9896666667,12.5526666667,21.2876666667,23.1746666667,12.261
744.34,17.217,42.5026666667,27.4863333333,46.947,27.6916666667,12.3083333333,12.6106666667,15.1133333333,12.4706666667,21.3486666667,23.0203333333,12.233
744.65,16.824,42.4436666667,27.375,46.907,27.3533333333,12.209,12.5883333333,15.015,12.122,21.211,22.749,12.09
744.97,17.0333333333,42.686,27.8426666667,46.958,27.5403333333,12.654,13.139,15.2753333333,12.686,21.6393333333,23.1066666667,11.942
745.28,17.412,42.7306666667,28.2246666667,47.3643333333,27.7383333333,12.994,13.61,15.8456666667,13.351,22.0783333333,23.396,12.476
745.60,17.7886666667,42.546,28.069,47.314,28.0153333333,13.01,13.948,15.9653333333,13.668,22.1143333333,23.5706666667,12.945
745.91,17.892,42.5223333333,28.1286666667,47.3056666667,28.1286666667,13.325,14.0696666667,16.294,13.94,21.8766666667,23.8526666667,13.443
746.23,17.6703333333,42.158,28.2643333333,46.9986666667,27.819,13.177,13.774,15.9446666667,13.9913333333,21.6866666667,23.543,13.741
746.55,17.55,42.3573333333,28.3393333333,47.0153333333,28.0143333333,13.1296666667,13.639,15.838,14.007,21.677,23.421,13.845
746.86,17.694,42.3536666667,28.7043333333,47.3066666667,28.3473333333,13.4436666667,13.7033333333,15.8986666667,13.9626666667,21.8363333333,23.6753333333,14.082
747.18,17.6063333333,42.6013333333,28.7426666667,47.4506666667,28.289,13.4586666667,13.3396666667,15.705,13.966,21.6463333333,23.5473333333,14.128
747.49,17.7776666667,42.8373333333,28.6193333333,47.2383333333,28.231,13.4306666667,13.107,15.642,13.6996666667,21.553,23.506,14.434
747.81,17.816,43.0923333333,29.072,47.5063333333,28.421,13.1966666667,12.9796666667,15.528,13.945,21.5786666667,23.986,14.802
748.12,17.9363333333,43.1316666667,29.0363333333,47.5586666667,28.7543333333,13.2706666667,13.0426666667,15.4186666667,13.9753333333,21.3216666667,23.9583333333,14.551
748.44,17.836,43.1103333333,28.8963333333,47.591,28.842,13.192,12.6373333333,15.3343333333,13.8013333333,21.1636666667,23.8173333333,14.356
748.75,18.0423333333,43.4046666667,28.9256666667,47.9206666667,29.0126666667,13.4286666667,12.692,15.5406666667,13.7213333333,21.4643333333,23.8683333333,14.49
749.07,18.0166666667,43.588,29.0336666667,47.9316666667,28.957,13.4006666667,12.421,15.5016666667,13.5963333333,21.424,23.808,14.108
749.38,18.0663333333,43.804,29.492,48.1226666667,28.8956666667,13.357,12.348,15.5923333333,13.596,21.5823333333,23.8496666667,14.29
749.70,17.8533333333,43.969,29.1746666667,48.0186666667,28.99,13.172,12.2796666667,15.8283333333,13.3463333333,21.5436666667,23.623,13.978
750.01,17.8583333333,43.6023333333,29.309,47.9983333333,28.828,13.036,12.106,15.9776666667,13.0906666667,21.413,23.7423333333,13.845
750.33,18.2056666667,44.112,29.4996666667,47.968,29.2146666667,12.9696666667,12.5643333333,16.1136666667,13.539,21.525,23.7046666667,14.229
750.64,18.0726666667,44.1833333333,29.055,47.679,29.2536666667,12.6916666667,12.6363333333,15.9666666667,13.331,21.4026666667,23.6633333333,13.695
750.96,18.0683333333,44.0123333333,29.035,47.9446666667,29.2346666667,12.4186666667,12.6286666667,15.775,13.7036666667,21.48,23.64,13.327
751.27,18.126,43.702,28.7253333333,47.8163333333,29.1526666667,12.541,12.7716666667,16.0193333333,13.9783333333,21.352,23.4366666667,13.364
751.59,18.2513333333,43.556,28.7926666667,48.053,29.0116666667,12.6466666667,12.57,16.124,13.9193333333,21.7396666667,23.4726666667,13.919
751.90,18.0696666667,43.0833333333,28.3216666667,47.4833333333,28.5076666667,12.294,12.5453333333,15.9843333333,13.779,21.4543333333,23.2233333333,13.921
752.22,17.906,43.2686666667,28.1033333333,47.418,28.2016666667,12.043,12.1846666667,15.9296666667,13.5166666667,21.214,22.961,13.724
752.53,17.6493333333,42.914,28.1483333333,47.0836666667,27.8786666667,12.184,12.2813333333,15.889,13.5556666667,21.322,22.813,13.739
752.85,17.4703333333,42.6986666667,27.6946666667,46.5236666667,27.564,12.0816666667,12.1036666667,15.4606666667,13.2663333333,21.1213333333,22.4143333333,13.331
753.16,17.5113333333,43.075,27.8303333333,46.66,27.7323333333,12.2153333333,12.2153333333,15.4846666667,13.218,21.0416666667,22.7196666667,13.403
753.47,17.6836666667,43.1646666667,27.7106666667,46.5363333333,27.7973333333,12.1373333333,12.3326666667,15.4976666667,13.5396666667,21.1963333333,22.436,13.246
753.79,17.2313333333,42.777,27.2893333333,46.298,27.18,11.835,11.835,15.345,13.327,21.1473333333,22.4413333333,13.064
754.10,17.3216666667,42.4686666667,27.3086666667,46.2673333333,26.992,11.9623333333,11.9736666667,15.4006666667,13.2503333333,21.1633333333,22.2223333333,13.229
754.42,17.4413333333,42.757,27.403,46.2603333333,27.018,11.9606666667,12.0046666667,15.6943333333,12.9486666667,21.296,22.2076666667,13.344
754.73,17.3676666667,42.6186666667,27.0513333333,45.6886666667,26.996,11.8473333333,11.6703333333,15.4463333333,12.2996666667,21.398,21.983,13.051
755.05,17.0163333333,42.635,26.8623333333,45.3543333333,26.8176666667,11.888,11.6993333333,15.2736666667,12.377,21.1233333333,21.7563333333,12.488
755.36,16.987,43.0356666667,27.0826666667,45.542,27.206,12.1306666667,11.793,15.0983333333,12.3216666667,21.3716666667,21.9563333333,12.378
755.67,16.8323333333,42.7673333333,26.8266666667,45.5803333333,27.1356666667,11.95,11.6526666667,14.5,12.224,21.0293333333,21.9323333333,12.075
755.99,17.0256666667,43.368,27.014,46.0763333333,27.396,12.1063333333,11.7823333333,14.711,12.4773333333,21.1806666667,22.118,12.569
756.30,17.263,43.4526666667,27.2316666667,46.3816666667,27.7296666667,12.3886666667,12.0643333333,15.063,12.9673333333,21.547,22.5773333333,12.991
756.62,17.7716666667,43.6656666667,27.5253333333,46.7086666667,27.8606666667,12.7386666667,12.5073333333,15.1566666667,13.213,21.879,22.77,13.155
756.93,17.7336666667,43.853,27.3946666667,46.857,27.9286666667,12.9086666667,12.642,15.3563333333,13.2333333333,21.8976666667,23.185,13.605
757.24,17.6773333333,43.9256666667,27.3286666667,46.806,28.0023333333,12.7176666667,12.497,15.2033333333,12.6946666667,21.684,22.857,13.275
757.56,17.7316666667,44.1826666667,27.7036666667,47.2263333333,28.406,12.9796666667,12.5586666667,15.496,12.8046666667,21.922,23.221,13.764
757.87,17.663,43.9406666667,27.6486666667,47.2573333333,28.563,13.3143333333,12.5526666667,15.436,13.0096666667,21.8123333333,23.406,14.241
758.18,17.5703333333,44.0613333333,27.805,47.324,28.3566666667,13.216,12.6056666667,15.34,13.122,21.702,23.4036666667,14.683
758.50,17.9496666667,44.4173333333,28.3773333333,47.7446666667,28.6,13.3216666667,12.7243333333,15.7116666667,13.357,22.097,23.9953333333,15.395
758.81,17.954,44.546,28.605,48.303,28.593,13.1553333333,12.6523333333,15.8356666667,13.717,22.086,24.1456666667,15.695
759.13,17.9836666667,44.7783333333,28.6713333333,47.9953333333,28.508,12.8086666667,12.5643333333,16.0143333333,13.6596666667,21.8996666667,24.1723333333,15.594
759.44,18.0393333333,44.7316666667,28.437,47.5693333333,28.3433333333,12.805,12.433,15.9803333333,13.422,21.6213333333,24.1216666667,15.213
759.75,18.0806666667,44.5526666667,28.1526666667,47.682,28.3496666667,12.6796666667,12.2393333333,15.8556666667,13.1313333333,21.3606666667,23.922,15.125
760.07,17.7243333333,44.1493333333,27.402,47.092,28.0806666667,12.414,12.069,15.6206666667,12.839,21.0343333333,23.483,15.0
760.38,17.2553333333,43.9223333333,27.1813333333,47.021,27.9933333333,12.1213333333,11.6636666667,15.163,12.2356666667,20.7433333333,22.8703333333,14.648
760.69,17.36,44.0876666667,27.6633333333,47.12,28.182,11.994,11.87,15.207,12.648,20.843,23.2893333333,14.745
761.01,17.3676666667,44.1306666667,27.4533333333,46.7693333333,27.9566666667,11.7606666667,11.6403333333,15.068,12.5713333333,20.8166666667,22.9633333333,14.52
761.32,17.6303333333,44.2023333333,27.6463333333,46.6983333333,27.8883333333,11.9536666667,11.827,15.1446666667,12.7326666667,21.032,22.7383333333,14.028
