wavelength,Back_CoeFlam,Belly_CoeFlam,Breast_CoeFlam,Crissum_CoeFlam,Crown_CoeFlam,DorTail_CoeFlam,Patch10_CoeFlam,Patch11_CoeFlam,Rump_CoeFlam,Throat_CoeFlam,WingTip_CoeFlam
197.03,48.5802222221,-126.111133333,-193.888933333,-2.2223333332,-169.444466666,-142.777733333,-257.7778,-60.5556666667,-188.888966667,-107.777733333,74.9999333335
197.40,-35.5555999999,-192.888933333,-251.555666666,-68.8888666668,-197.333266667,-208.889,-282.666733333,-123.1112,-225.777866667,-170.222266667,-33.3333333331
197.78,-8.7037407406,-236.111,-286.110933333,-91.1110666668,-261.666666667,-236.6666,-340.0,-145.5556,-306.944533333,-233.888866667,-25.5556000001
198.16,19.678037037,-103.478266667,-117.1014,-27.2464666665,-97.6809333332,-87.2464,-145.797066667,-56.5216000001,-134.202733333,-99.7100666667,12.1737333333
198.54,-128.806629629,-536.296266667,-517.037066667,-312.592666667,-458.5184,-417.777666667,-584.444466667,-364.444533333,-545.555533333,-490.370333333,-201.481466667
198.92,-123.292118518,-611.111,-557.778000001,-346.666733334,-524.444399999,-461.4814,-605.925933334,-389.6296,-558.518566667,-527.4074,-254.074133333
199.30,-312.592592593,-1771.11106667,-1562.22213333,-1042.22226667,-1420.0,-1200.0,-1722.22226667,-1115.5556,-1555.55556667,-1426.66666666,-755.555400001
199.68,-60.1234740741,-763.333199999,-650.0,-492.222200001,-640.000066667,-503.333399999,-756.666599999,-484.444533333,-652.7776,-568.888866667,-276.666733333
200.06,-39.1247185187,-416.969533333,-401.818066667,-298.1818,-356.363733333,-282.424266667,-427.272733333,-289.091,-346.9697,-346.0606,-204.848466667
200.44,-57.6296296296,-834.666666668,-858.666666665,-650.666666666,-705.333333334,-623.999999999,-836.000000001,-534.666666666,-723.333333333,-716.0,-417.333333333
200.82,-9.54725925928,-394.814733333,-451.851933334,-315.555533333,-350.3704,-288.888933333,-389.629666667,-266.666533333,-341.111166667,-351.8518,-160.0
201.19,30.8024666667,-90.2776000001,-121.666733333,-73.8888,-87.2221999999,-58.8889333333,-116.111066667,-46.1112,-95.5555666667,-90.5554666667,-33.0555333333
201.57,13.5802518518,-91.3578666666,-104.691266667,-82.2222000001,-85.9258666667,-42.2222,-99.5061333334,-44.6914,-87.6544,-83.9507333335,-29.1359333333
201.95,-2.75555555554,-110.666666667,-132.533333333,-98.4000000001,-92.2666666668,-46.6666666667,-110.933333333,-42.1333333333,-97.5999999999,-98.1333333333,-46.9333333333
202.33,-130.555555556,-753.333333335,-896.666666667,-671.666666668,-650.000000001,-329.999999999,-721.666666667,-285.0,-651.666666667,-733.333333333,-404.999999999
202.71,-24.2592592592,-523.333333333,-773.333333333,-471.666666666,-440.0,-64.9999999993,-593.333333332,-9.99999999986,-540.833333333,-571.666666667,-241.666666666
203.09,-22.962962963,-516.666666667,-764.999999999,-480.0,-321.666666667,-48.3333333327,-585.000000001,71.6666666666,-541.666666667,-575.0,-206.666666666
203.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.85,160.222222222,312.0,472.666666666,304.0,239.333333333,140.0,376.0,64.0,370.333333333,337.333333333,261.333333333
204.22,113.415555556,187.407333333,278.5184,196.296266667,155.1852,102.963,232.2222,44.0740666668,205.0,184.444533333,141.8518
204.60,169.5622,284.2424,449.090933333,298.1818,218.787933333,164.848533333,386.060666667,39.9999999999,307.5757,278.181933333,220.606
204.98,139.925925926,194.0,296.666666667,213.0,171.333333333,147.333333333,263.666666667,61.6666666667,222.5,197.333333333,197.333333333
205.36,133.5724,170.9676,235.053666667,185.8064,165.8064,143.0108,209.6774,90.9678,172.795733334,171.612866667,181.720333333
205.74,150.0,168.888933333,312.222066667,228.148133333,201.851733334,171.852,269.259266667,51.1109999999,201.296233333,204.444533333,239.999866666
206.12,99.0312666665,111.538533333,213.0768,160.256466667,133.076933333,122.307733333,179.743466667,25.3845333333,127.307566667,129.230733333,153.846
206.50,223.555555556,276.666666667,557.999999999,383.333333333,360.666666667,312.0,478.666666667,71.3333333333,307.0,298.666666667,388.666666667
206.87,310.476259259,416.190466667,787.619066665,545.714333334,547.619066667,482.857266667,688.571599999,164.762,419.047733333,400.0,613.333400001
207.25,-300.370266667,-387.777866667,-815.555533333,-605.555399999,-567.7778,-476.666533333,-668.8888,-94.4444666667,-372.2222,-351.111066667,-654.4444
207.63,-149.074074074,-303.333333333,-568.333333334,-444.166666667,-386.666666667,-287.5,-427.5,-58.3333333334,-255.833333333,-283.333333333,-443.333333333
208.01,-56.7407407406,-193.333333333,-402.0,-322.0,-263.333333333,-177.333333333,-275.333333333,-8.00000000014,-171.666666667,-239.333333333,-282.0
208.39,-72.3456740748,-537.777733332,-1120.0,-1044.44453333,-746.6666,-484.444400001,-706.666666667,113.333333334,-542.222266667,-848.888800001,-933.3334
208.77,78.5925925923,215.333333333,392.0,398.666666667,307.333333333,213.333333333,258.666666667,42.0,245.0,334.0,354.0
209.14,34.4973851851,241.9048,493.333333333,527.619,339.047666667,220.952333333,272.380933333,-38.0950666668,261.904766667,384.761666667,383.809400001
209.52,36.5277777777,144.166666667,249.583333333,250.833333333,166.666666666,124.166666667,150.833333333,19.1666666666,160.833333333,218.75,181.666666667
209.90,53.2346074075,204.000066667,321.7778,291.111133333,204.888933333,162.666733333,203.111133333,65.3332666666,206.444533333,278.222133333,220.888933333
210.28,600.370370369,1596.66666667,2520.0,2210.0,1736.66666667,1280.0,1563.33333333,786.666666666,1741.66666667,2156.66666667,1746.66666667
210.66,-364.814814815,-871.666666666,-1256.66666667,-1150.0,-831.666666667,-590.000000001,-755.0,-300.0,-906.666666667,-975.000000001,-943.333333335
211.03,-155.851851852,-569.333333333,-791.999999999,-753.333333333,-480.000000001,-287.999999999,-372.0,-2.6666666666,-582.000000001,-596.000000001,-606.666666667
211.41,95.1851111113,198.888866667,266.2962,251.111133333,182.592666667,106.296266667,153.333333333,51.4814666668,226.4816,224.074066667,225.555533333
211.79,57.7365851851,109.814866667,138.5184,133.333266667,101.296333333,56.4815333333,91.4814666667,28.7037333333,116.111233333,118.703666667,117.777866667
212.17,55.5556444445,106.126066667,134.774733333,128.108133333,95.1351333332,50.8109333333,81.6217333334,27.5675999999,101.3514,98.1981999999,119.459333333
212.55,65.1302888887,138.024666667,168.395,133.580266667,123.209733333,54.8148666666,96.7902,27.6543333333,118.024766667,108.148133333,139.506066667
212.92,64.6222222223,160.0,172.266666667,133.066666667,132.0,40.5333333333,108.266666667,23.7333333333,103.6,102.4,139.2
213.30,75.5555851852,164.137933333,156.321733333,132.873666667,136.3218,53.3334666667,105.517333333,44.5977333335,98.6206666668,93.1034,139.7702
213.68,53.4391037037,467.619,391.428599999,331.4286,340.952333333,-7.6191333332,218.0954,-80.9523333333,176.6666,80.0000666666,335.238
214.06,15.2159925926,135.8334,102.2222,88.6111999999,105.0,-13.0555333333,58.3333333333,-48.0557333333,52.2222666666,8.33333333334,95.8334
214.44,12.0739925925,111.777866667,87.3332666667,75.1110666667,94.2221333332,-6.889,52.6666666666,-39.7778,45.9999333334,24.2222000001,94.8888666667
214.81,10.3855851852,65.4422666666,53.7415999999,51.9727999999,65.1700666667,1.2244,37.1428666667,-12.1088,29.5239333333,29.2517333334,58.2314666667
215.19,0.55556296294,81.8518000001,71.8519333333,64.6296666667,85.1851333333,-6.29613333334,47.0369333333,-22.2222666667,32.7777666666,36.1111333333,67.2222
215.57,-18.2407407407,75.8333333333,72.0833333334,50.6249999999,80.6249999999,-17.4999999999,42.5,-33.125,10.2083333333,25.2083333333,62.2916666666
215.95,-15.4398148148,64.5833333332,72.0833333332,36.0416666667,69.375,-8.12500000001,32.7083333333,-33.5416666667,8.12499999998,19.1666666666,57.4999999999
216.32,-8.50726666666,62.6262,63.4345333334,22.8284,54.3433999999,-7.27279999998,33.9392666667,-34.7474666667,11.414,20.8081333333,53.3333333333
216.70,4.93833333332,61.1112000001,68.5714,36.3491333333,44.7619333333,-4.44433333333,34.127,-19.3650666667,22.3016333333,27.4602666666,56.0317333333
217.08,1.77777777778,42.1333333333,56.4000000001,23.3333333333,27.0666666667,-4.26666666667,19.2,-20.0,19.2666666667,13.8666666667,42.2666666667
217.46,13.0638888889,45.2524666667,57.7777333333,30.4039333333,30.6062,12.2222666667,33.3332666667,0.606,33.8889,27.1717333333,48.4847333333
217.83,18.2929703704,45.4106000001,57.7778,30.9179333334,29.1788666667,11.3043333333,35.5556666667,4.15453333333,34.3478333333,33.3334,49.3721333333
218.21,20.6133555555,46.6665999999,57.7082666667,33.6459333333,26.1458,10.6248666667,42.0832666667,13.3332666667,38.3855,41.6666,48.9584
218.59,20.1169037037,43.1578666666,52.5438,30.5262666667,21.2280666667,9.4738,42.193,17.8946666667,37.3683333333,31.4911333333,40.7018
218.97,36.2508592593,59.0767333333,71.4871333333,42.1538,31.1794,21.1282666667,55.0768666667,27.2820666667,55.2819666667,42.7692666667,57.4357333333
219.34,46.8061259259,62.1258000001,76.7148666666,46.8599333333,31.0144666667,30.9177333333,58.8406,37.2946666667,61.4493,47.0531333333,65.4106666667
219.72,50.1088962963,66.5686000001,78.1373333334,49.0196666667,32.1569333333,31.9608,57.6470666667,36.1766,66.8627000001,46.4706666667,70.1960666667
220.10,59.2387407407,76.4815333333,78.7963333333,60.7408666667,49.1666,39.2592666667,67.5926,46.4815333333,74.8611000001,56.2963333333,84.8147999999
220.47,61.7823703704,82.1874666665,85.1041333332,70.7292000001,60.4164,43.3333333333,77.4998,50.3124666667,83.2810666668,64.5832666667,94.8958000001
220.85,68.5185629629,85.8620666667,89.0805333332,80.5746666666,73.1035333333,55.0574666667,87.4713333333,60.6896666667,89.5977666667,70.6896666667,109.540066667
221.23,95.654274074,109.3334,113.777866667,108.7408,106.814866667,76.1481333333,117.037133333,82.6667999999,114.3703,102.2222,148.000066667
221.61,108.796296296,112.5,133.333333333,114.375,125.0,72.7083333333,125.833333333,79.5833333333,122.604166667,120.416666667,182.916666667
221.98,73.257762963,73.1973333332,101.496533333,80.6803333333,86.9388,54.6939333333,80.5442666667,60.9524000001,83.8775,87.8910666665,126.530533333
222.36,75.0513407408,84.1133333334,115.602933333,94.0425333333,100.283666667,63.8297333334,78.4396000001,64.6809333333,90.5672333334,89.2198666667,136.312
222.74,94.3757629629,109.629533333,160.493933333,135.308666667,134.814933333,79.0123999999,86.4198666667,69.8766,110.246966666,127.4074,198.024666667
223.11,57.8727851853,81.8802666667,110.427466667,101.196533333,94.1880666668,57.6068666667,68.2051999999,53.3334,73.5042333332,91.9657999998,140.170933334
223.49,46.3474592592,58.9655333333,79.5401333333,81.9540666667,75.0575333334,46.3218666667,55.4023333334,41.2644,55.4596333333,70.5747333333,97.7011999999
223.87,25.4589851852,43.0436,64.7825999999,73.7681333333,66.3767333334,27.2464,44.4927333333,25.6521333333,37.971,57.1014666667,85.7972000001
224.24,19.4321185185,40.6665333333,82.2221333333,95.3333999999,71.5554666667,13.1111333334,46.2221333334,20.6665333333,29.4443,61.9998666667,94.0
224.62,29.2355703704,34.6098,66.3828666666,76.312,54.0426,19.1489333333,35.7447333333,30.2128666666,26.454,45.2482666666,71.6313333333
225.00,13.4198666667,16.0,45.5554666667,48.889,35.6668,6.88886666667,19.9999333333,13.7778666667,13.1111,25.3334666667,42.0001333333
225.38,-1.27142962964,10.0497333333,31.4426666667,38.4080666667,19.3034666667,-2.68646666664,8.55706666666,1.69153333333,3.78113333334,14.2288,30.5473333333
225.75,-15.2524370371,0.909,22.5250666667,30.202,9.39393333333,-13.5354,-0.303,-10.606,-3.48499999999,1.00993333334,18.3838
226.13,-19.1811703704,-1.05259999999,12.9824666667,27.6022666667,8.7718,-21.1695333333,-5.38006666667,-18.2456,-6.54979999999,-12.3976666667,15.3216666667
226.51,-22.3173703704,-11.7094,-3.50439999999,7.86320000001,-3.67526666667,-26.8377333333,-14.7864666667,-26.2392666666,-18.6752666666,-21.1110666667,2.30766666666
226.88,-11.7341037037,-5.35820000001,1.68206666667,7.53893333334,3.05299999999,-14.2054666667,-7.10286666667,-17.1961333333,-13.2398,-16.1370666667,8.28673333333
227.26,-8.86800740741,-4.82259999999,3.07313333334,5.72113333334,3.59346666666,-9.64546666667,-7.32860000001,-13.0023333333,-11.5601666667,-13.2387333333,6.14660000001
227.64,-7.80437037037,-3.94106666667,2.39413333333,3.13073333333,3.24120000001,-7.99266666667,-5.1934,-11.0866666667,-9.33703333334,-10.0920666667,4.56726666667
228.01,-5.55403703704,-1.18506666665,3.0222,5.30366666667,4.26673333333,-3.97033333333,-2.37046666667,-7.05193333333,-6.32586666667,-6.39993333333,5.86673333334
228.39,-5.90984444445,-1.15940000001,1.73906666667,3.47826666667,2.82599999999,-2.02886666667,-3.91306666667,-7.02900000001,-5.99023333333,-6.28019999999,5.48313333333
228.76,-3.38562222223,0.982933333327,2.64953333333,4.27346666667,3.67513333333,0.192200000001,-1.4316,-5.1708,-2.5961,-2.75640000001,6.4316
229.14,1.13528148148,5.6658,6.04359999999,8.02646666667,6.7988,3.83373333333,3.30493333333,-0.245599999986,1.72816666667,1.86973333334,10.1794
229.52,1.49325185185,4.83253333333,5.30873333333,6.455,6.96646666668,3.29806666667,3.15693333333,0.088066666664,2.19573333334,1.2698,8.69499999999
229.89,3.26328148148,6.15900000001,6.07706666667,7.76406666666,7.64939999999,4.57,4.42266666667,2.89926666667,3.407,3.45626666667,8.9762
230.27,4.07404444444,8.04639999999,7.22486666667,9.08533333333,8.5426,6.55806666667,5.87606666667,4.80613333333,4.27903333334,5.59693333333,10.341
230.65,5.39965925927,9.30613333334,8.82353333333,10.6183333333,9.50219999999,8.40106666666,7.22473333333,6.4402,6.03323333333,7.7676,11.9456
231.02,4.3331037037,8.03360000001,7.18306666667,8.67119999999,7.80553333334,6.5148,6.12,5.71006666665,4.83673333333,7.03106666666,10.3113333333
231.40,3.60637777778,6.66673333333,5.49213333333,6.91473333333,6.2696,5.06186666667,4.5988,4.46666666666,3.9289,5.75679999999,8.17213333333
231.78,4.74331111111,7.81240000001,4.82646666667,7.34373333335,6.14586666667,4.96526666667,4.58326666667,5.31253333333,4.19276666667,5.83326666667,9.02766666667
232.15,8.62977037038,10.8442666667,8.52913333333,10.444,9.32973333333,8.87719999999,7.22373333333,9.01646666669,8.268,8.61633333334,11.9234
232.53,7.90264444444,9.83680000001,7.59059999999,11.0689333333,8.67759999999,8.8948,7.62686666666,9.54713333334,8.02546666667,9.05793333333,10.6703333333
232.90,6.77669629629,9.25706666667,7.5238,11.2952666667,9.14286666667,9.16186666666,7.23813333333,9.4286,7.31423333333,9.27620000001,10.6667333333
233.28,7.07719259261,9.10473333332,7.7332,12.1905333333,9.82866666667,9.90479999999,6.51413333333,9.18100000001,8.14273333333,10.3428666667,11.5429333333
233.66,7.83268148147,9.59833333333,8.73940000001,12.9971333333,10.4574666667,10.5694666667,7.13346666667,10.2332666667,9.11303333333,10.9431333333,12.8105333333
234.03,9.49989629629,10.8355333333,9.50593333334,13.2256,12.8122666666,12.3091333333,8.94866666667,10.7816666666,10.6469666667,11.7341333333,14.9865333333
234.41,9.64529629631,8.86553333333,9.30513333335,12.788,12.1197333333,11.8908666667,8.07393333333,9.79773333333,10.5980333333,10.8883333333,14.5470666667
234.78,11.4504,9.35413333334,10.3316,14.1185333333,13.3334666667,13.2285333333,9.42419999999,12.2338,11.9197666667,11.5706666667,15.6196
235.16,14.1281851852,11.3869333333,13.8848666667,17.3074,16.1881333333,16.0746666667,11.6950666667,14.9717333333,14.639,14.2902666667,18.1508666667
235.54,13.1238222222,10.4975333333,12.8581333333,16.9562,15.1448,15.2784,11.5367333333,14.2539333333,14.4690666667,13.7193333333,18.0547333333
235.91,13.6232296297,11.6702,15.0968666666,18.1935333333,16.8600666667,17.577,12.7742666667,15.3548,15.8637333333,15.0536666667,19.1254666667
236.29,13.8781481482,12.1389333333,15.2361333333,18.1668,17.4583333333,17.3471333333,12.8056,15.4305333333,15.5624666667,16.5276,19.0694666667
236.66,15.7811851852,14.0285333334,16.6734,18.4592666667,18.7456666667,19.0455333333,14.3692666667,16.4006666666,17.1641,17.9276,20.2044666667
237.04,14.7924666667,12.7175333333,14.9665333333,16.3721333333,17.3895333333,17.3091333333,13.3334,14.6184666667,15.8501,16.1846666667,18.233
237.41,11.9178518519,9.94606666666,12.3077333333,13.1984666667,14.2780666667,13.8327333333,10.4452666667,12.0376666667,12.7192666667,12.9824666667,14.9393333333
237.79,12.2498296296,10.4053333333,12.8628,13.3856666667,13.7778666667,13.843,10.7843333333,11.9608666667,12.4838,12.7189333333,15.0326
238.17,9.30941481481,8.03440000001,10.717,11.1421333333,10.5844666667,11.7263333334,8.10086666667,9.34926666666,9.58169999999,10.1992666667,12.1779333333
238.54,6.4688962963,5.24819999999,7.51773333333,8.69120000001,7.47913333332,8.44626666667,4.7452,6.4474,6.17673333334,6.91166666667,8.4978
238.92,4.86425925926,4.35106666667,6.0818,7.17853333333,5.3992,6.55706666666,3.16893333333,4.49733333333,4.45456666666,5.24053333333,6.66666666666
239.29,1.01873333333,0.562466666665,1.43626666667,2.5734,1.28073333333,2.8606,-0.610466666667,0.658266666669,0.700066666665,1.44826666667,2.64506666667
239.67,2.53711111111,2.1066,2.823,3.36593333333,2.975,4.10433333333,0.727599999999,1.68293333333,1.5851,2.28013333333,3.62646666667
240.04,1.95694074074,0.662666666666,1.40353333333,2.15413333333,1.803,3.00193333333,0.146266666667,0.9844,0.355666666669,1.60813333333,2.90446666667
240.42,1.5854,0.0172000000012,0.458866666667,1.11686666667,0.761933333333,2.4504,-0.181866666665,0.0346666666686,-0.489166666665,0.718666666669,2.59733333334
240.79,2.29154814815,0.586266666667,1.428,1.9992,1.51833333334,2.841,0.383266666665,0.699000000001,0.270733333334,1.4882,3.52506666667
241.17,3.41442962963,1.683,2.57066666667,2.873,2.45233333333,4.0564,1.22946666667,2.163,1.13403333333,2.51806666667,5.05593333333
241.54,3.75727407407,2.31753333333,2.85966666667,3.05626666667,2.61533333333,4.9866,1.62646666667,2.5856,1.43286666667,2.85973333334,5.76113333333
241.92,3.35827407407,2.22766666667,2.4972,3.08033333333,2.23873333333,5.02753333333,1.52906666667,2.3652,1.34206666667,2.97026666667,5.561
242.29,4.61876296296,3.6006,3.68226666667,4.497,3.26966666667,6.09633333333,2.85733333333,3.67706666667,2.75273333333,4.35946666667,6.79413333334
242.67,5.95148148148,5.19686666667,4.94726666667,5.59073333333,4.54366666667,7.25266666667,4.38506666667,5.0144,4.15213333333,5.831,8.32846666666
243.05,6.92641481482,5.8662,5.4568,6.2112,5.41066666667,8.00553333333,5.1576,5.79706666667,4.87006666667,6.61146666667,9.3904
243.42,7.93996296296,6.94326666667,6.42113333333,7.43413333334,6.39,9.16106666667,6.207,6.93,6.0128,7.61253333333,10.3836666667
243.80,7.48252592592,6.86386666667,5.9448,7.09253333333,5.8148,8.92606666666,5.8282,6.74266666667,5.6287,7.32113333333,10.2979333333
244.17,6.74,6.25306666667,5.33613333333,6.4688,4.86833333333,8.13660000001,5.2686,6.03726666667,4.82803333333,6.69366666667,9.57973333334
244.55,6.07397037037,5.7344,4.88566666667,5.9938,4.06326666667,7.7002,4.65706666667,5.47926666666,4.36226666667,6.12133333333,9.29199999999
244.92,4.86977037037,4.7632,3.697,4.83493333333,2.88926666667,6.37926666667,3.34606666667,4.43746666667,3.32283333333,5.03393333333,8.40533333333
245.30,4.5746,4.789,3.47933333333,4.88753333333,2.67046666667,6.2366,3.16766666666,4.10633333333,3.17946666667,4.8126,8.28786666667
245.67,4.64171851852,4.803,3.57393333333,4.9708,2.78646666667,6.17426666667,3.25686666667,4.23426666667,3.4336,5.00006666666,8.34806666667
246.05,4.68886666667,4.85733333333,3.5586,5.08426666667,2.89786666667,6.433,3.22806666667,4.46006666667,3.5887,5.09433333333,8.3492
246.42,4.25503703704,4.33426666667,3.05486666667,4.59446666667,2.6354,6.19813333333,2.69666666667,4.06173333333,3.1818,4.6188,7.94926666667
246.79,3.93185925926,3.9934,2.94713333333,4.405,2.39146666667,6.26646666667,2.59726666667,3.84093333333,3.06403333333,4.4896,7.73286666667
