wavelength,Back_SalSimf,Belly_SalSimf,Breast_SalSimf,Crissum_SalSimf,Crown_SalSimf,DorTail_SalSimf,Patch10_SalSimf,Patch11_SalSimf,Patch12_SalSimf,Patch13_SalSimf,Rump_SalSimf,Throat_SalSimf,WingTip_SalSimf
199.68,24.6995333333,39.0166000001,33.7706,40.1093333333,30.1639333334,9.94540000002,71.9124666666,33.3333333334,48.5792,2.04908333335,22.4043333333,61.5301333333,6.55739999999
200.06,25.7142,49.3877333333,34.5578666667,40.2720666667,32.2448666666,9.38773333334,89.1155999999,34.4219333333,48.9115,-5.27208333332,20.5442,69.7959333333,-1.49666666666
200.44,19.7333333333,43.2,28.0,38.1333333333,22.2666666666,2.66666666666,74.5333333334,25.3333333333,44.1333333333,-11.0,21.0666666667,50.9333333333,-7.86666666667
200.82,20.6667333333,41.8888,27.8888,32.2222,14.2222000001,5.0,57.4444000001,16.1111999999,30.1112,-6.11099999998,18.2222,40.3334,-5.00013333333
201.19,22.8368,47.8015333333,28.7944,33.6170000001,11.4895333334,5.532,65.9574,12.0568,32.8369,-6.20558333342,17.7305333334,44.5388666667,-14.0426
201.57,14.6405333333,43.3986666667,25.3595333333,25.4901333333,3.52953333332,1.30713333326,54.9018666666,9.15026666667,20.3268,4.4118333334,15.2941333333,36.6013333333,-19.2156666667
201.95,12.9560666667,44.0251333333,29.6855333333,26.7923999999,1.88673333334,-0.3772,53.7106666667,10.5658666666,24.2769,10.8490000001,18.8678,45.7862666667,-16.7294666667
202.33,11.4492666667,50.1449333333,36.9565333334,27.6812666667,-6.81159999999,-7.53613333334,57.8260666666,1.30426666674,20.2174333333,15.2175000001,17.5362,53.4784,-21.5942666667
202.71,30.3144,61.2578666667,47.0442000001,41.3837333334,2.01266666668,8.55326666664,66.2893333333,15.4717333333,32.8930666667,33.0190000001,37.6100666667,59.371,-3.52206666665
203.09,17.3856,40.2614,29.0196666667,21.6994666667,-20.2616,-5.3596,55.1634,-2.22213333334,14.6405,22.3857499999,26.4051333333,44.8364666667,-21.1764666667
203.47,-39.5555999999,0.888933333314,-16.8889333333,-39.3331999999,-95.1111333333,-78.4444666666,22.6665999999,-62.6666666667,-35.6665666667,-18.0555000001,-17.5556666667,10.2222,-85.7778
203.85,-84.8000000001,-38.9333333332,-56.2666666668,-87.4666666667,-150.133333333,-141.6,-5.59999999993,-117.333333333,-75.2,-39.9999999998,-45.8666666667,-20.5333333333,-124.8
204.22,-81.7283333333,-47.6543333334,-54.3209999999,-89.6297333333,-156.296266667,-141.234533333,-26.4198666665,-110.370333333,-81.1111666667,-29.9383333331,-53.0864,-22.7160000001,-123.2098
204.60,-53.3333333333,-11.6668,-19.7618666666,-61.1904666665,-116.190466667,-105.476266667,5.23813333326,-61.4287333333,-34.8810333334,14.5832499999,-34.762,18.8095999999,-86.6666666666
204.98,-77.3333333334,-33.8666666667,-47.4666666667,-83.4666666667,-142.4,-140.8,-10.6666666667,-69.3333333333,-45.4666666667,2.99999999993,-53.3333333332,10.9333333333,-109.333333333
205.36,-166.333333333,-116.333333333,-129.0,-187.333333333,-249.666666667,-251.0,-85.6666666665,-146.0,-140.666666667,-51.2499999999,-145.666666667,-54.6666666666,-208.666666667
205.74,-361.6666,-307.777733333,-306.111133333,-399.4444,-497.222133333,-501.111133333,-219.444466667,-316.111066667,-311.1111,-175.0,-322.222066667,-177.7778,-441.666733333
206.12,-2906.66666667,-2616.66666667,-2556.66666667,-3156.66666667,-3686.66666667,-3786.66666666,-2056.66666667,-2606.66666666,-2748.33333333,-1779.16666667,-2730.0,-1836.66666667,-3396.66666666
206.50,924.762000001,844.761933334,898.095333333,984.761799999,1143.80966667,1169.5238,692.380866667,821.904733333,869.523833333,639.285666666,877.142866666,666.6666,1063.80953333
206.87,393.9684,340.317466667,376.825266667,421.2698,444.444466667,464.444466667,306.666666667,346.666666667,375.555666667,301.984083333,378.095133333,311.428533333,421.2698
207.25,454.333333333,394.0,442.333333333,497.666666667,485.333333333,542.666666667,374.333333333,421.666666667,435.666666667,363.75,461.666666667,380.333333333,484.333333333
207.63,546.666666667,486.666666667,527.5,602.5,606.25,647.916666667,443.75,524.583333333,545.625,445.3125,573.333333333,443.75,597.5
208.01,1000.0,861.666666665,974.166666667,1130.0,1155.83333333,1236.66666667,834.166666667,1000.83333333,1070.83333333,882.291666668,1106.66666667,809.166666667,1145.0
208.39,443.508733333,377.894733333,422.456133333,491.579,500.000066667,549.122866667,370.526333333,435.438666667,451.929866667,404.386,484.5614,358.9474,511.2282
208.77,354.666666667,299.733333333,332.0,378.133333333,404.266666667,433.866666667,291.733333333,362.4,374.8,338.666666667,386.4,289.866666667,405.866666667
209.14,253.333266667,212.6316,243.8596,264.0352,280.000066667,301.754266667,210.3508,257.543733333,264.649066667,239.47375,275.964933333,214.385866667,280.877333333
209.52,241.441466667,196.216333333,233.873933333,254.2342,270.4504,282.882866667,200.9008,247.928,244.864866667,233.333333334,266.486533333,206.4864,265.2252
209.90,191.8054,160.8334,189.0278,204.722266667,215.555533333,219.8612,164.305666667,198.3334,196.7361,189.40975,219.861066667,168.611066667,208.055533333
210.28,217.222066667,172.963,222.222266667,239.074,254.814866667,252.2222,181.481533333,228.333333333,219.722233333,215.74075,248.518466667,195.1854,239.629733333
210.66,312.463866667,249.855,328.695666667,352.7536,382.608533333,373.333266667,278.2608,334.203,312.463833333,318.116083334,356.811533333,267.536133333,356.231933333
211.03,326.969733333,279.393866667,352.727333333,363.939266667,416.6666,398.4848,295.7576,369.999933333,317.727233333,335.227333333,365.4546,271.8182,385.151533333
211.41,291.1112,236.508,312.0634,305.396866667,390.4762,363.809466667,259.365133334,324.7618,279.6827,306.746083333,312.698466666,220.952333333,354.2856
211.79,508.0,396.0,575.333333333,537.333333333,728.000000001,672.666666667,474.0,563.333333333,506.0,561.666666667,537.333333333,360.0,667.333333333
212.17,376.444466667,321.777866667,422.222266667,395.111066667,522.222333333,468.4444,349.777733333,390.222266667,350.222333333,406.111083334,376.000066667,266.222133333,480.888866667
212.55,1173.33333333,1034.66666667,1290.66666667,1228.0,1638.66666667,1388.0,1066.66666667,1226.66666667,1038.0,1233.33333333,1101.33333333,841.333333333,1426.66666667
212.92,802.5,763.333333334,920.833333334,861.666666666,1123.33333333,950.000000001,769.166666666,838.333333333,731.25,844.791666666,750.833333333,635.833333333,980.833333333
213.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.68,-327.5556,-328.0,-388.0,-377.777866667,-516.888733333,-445.7778,-307.111,-389.777866667,-331.777866667,-362.777833333,-292.444533333,-241.333266667,-446.222266667
214.06,-245.9648,-239.999933333,-283.157933334,-283.157933333,-372.631466667,-358.596333333,-236.140466667,-308.421066666,-256.666566667,-275.877083334,-208.420933333,-177.543933333,-336.4912
214.44,-811.428600001,-797.142800001,-862.857,-900.952400001,-1098.09526667,-1091.42866667,-804.761933333,-997.1428,-839.999900001,-885.714416668,-726.666666667,-617.142933333,-1075.23806667
214.81,-460.606066667,-426.060466667,-437.575733333,-490.909133333,-592.121266667,-596.363533333,-429.697,-589.696933333,-499.6969,-474.242333334,-409.696933333,-316.363733333,-639.999866666
215.19,-136.428733333,-122.857133333,-116.4286,-148.0952,-182.381066667,-183.3334,-129.285733333,-182.619,-155.357033333,-121.428583333,-127.142933333,-78.0954,-208.3334
215.57,-137.849333333,-129.892533333,-118.924733333,-147.957,-180.8602,-176.7742,-140.215066667,-185.161266667,-144.408733333,-113.172083333,-121.935466667,-90.1076000001,-195.268866667
215.95,-258.666666667,-246.0,-228.333333333,-278.333333333,-317.666666667,-324.333333334,-266.0,-351.666666667,-262.0,-219.583333334,-240.666666667,-206.0,-349.333333333
216.32,-211.3044,-183.768133333,-185.796933333,-236.232,-267.536333333,-263.478333333,-211.884066667,-307.536333334,-214.347666667,-171.739083333,-208.695533333,-173.913,-284.6376
216.70,-185.066666667,-155.466666667,-177.6,-212.533333333,-230.133333333,-243.2,-185.866666667,-282.4,-206.533333333,-161.0,-191.733333333,-154.4,-254.133333333
217.08,-100.185066667,-71.6667333334,-95.7408666666,-123.148133333,-126.8518,-144.629666666,-96.6666666667,-171.481466667,-112.5,-79.3980833333,-108.703666667,-68.8888666666,-144.259333333
217.46,-65.5814000001,-38.6046,-63.1008666667,-88.8372666666,-93.3332666667,-104.496066667,-64.3410666666,-124.341066667,-67.5193333334,-41.6666666667,-68.3720666667,-45.5814,-99.8449999999
217.83,-103.964066667,-69.0089333334,-101.801866667,-126.666733333,-131.891866667,-139.459333333,-101.621733333,-167.927933333,-100.360433333,-65.3154166667,-103.6036,-71.1709999999,-142.702733333
218.21,-75.8519333332,-52.4444666667,-78.6666666667,-92.5925999999,-108.296266667,-104.444466667,-74.8147999999,-128.2964,-72.1482,-42.40725,-81.7778666667,-45.4814666666,-106.666733334
218.59,-84.2425333333,-69.5456000001,-90.9092666665,-101.3636,-125.303066667,-117.575733334,-86.8182000001,-137.272733333,-90.1516666667,-57.76525,-93.4849333332,-58.4848666667,-113.787866667
218.97,-238.333333333,-212.777666667,-257.499933334,-283.055533333,-327.499933334,-312.7778,-247.499866667,-330.5556,-233.3333,-212.15275,-267.5,-200.277733333,-297.7778
219.34,-311.929866667,-277.192933333,-330.8772,-372.280666667,-425.2632,-402.105333333,-318.596466667,-410.877133333,-290.175433333,-298.245666667,-341.052733333,-264.561333333,-373.333333333
219.72,-414.359,-378.461466667,-438.461533333,-512.820533333,-595.897466667,-554.359066667,-404.1026,-549.2308,-387.179466667,-405.769083333,-485.640933333,-328.718066667,-497.436
220.10,-212.631533333,-183.5088,-223.508733333,-284.210533333,-335.0878,-289.8244,-216.140266667,-304.561333333,-201.052566667,-190.351,-262.1052,-134.035066667,-263.8596
220.47,-297.916666667,-258.333333333,-296.25,-363.75,-410.416666667,-369.583333333,-293.333333333,-372.083333333,-268.333333333,-255.729166667,-341.25,-186.666666667,-342.083333333
220.85,-462.666666667,-426.666666667,-456.666666667,-568.0,-669.333333333,-572.0,-468.0,-575.333333333,-422.0,-400.0,-549.333333333,-264.0,-555.333333333
221.23,-1048.0,-1009.33333333,-959.999999999,-1218.66666667,-1426.66666666,-1209.33333333,-1044.0,-1209.33333333,-976.666666667,-938.333333334,-1164.0,-617.333333333,-1216.0
221.61,5873.33333333,5880.0,5166.66666667,6573.33333333,7353.33333333,6600.0,5553.33333333,6726.66666667,5416.66666667,5741.66666666,6360.0,3426.66666667,6620.0
221.98,1831.11113334,1942.22213333,1484.4444,2055.5554,2320.0,2060.00013333,1688.88886667,2128.889,1663.3334,1861.111,2071.11113333,1075.55553333,2019.99993333
222.36,658.333333333,671.666666667,485.833333333,746.666666667,815.0,736.666666666,585.833333334,710.000000001,588.333333333,682.291666667,730.0,361.666666667,734.166666666
222.74,456.0,415.333333333,312.0,516.0,564.0,529.333333333,380.0,507.333333333,384.666666667,435.0,508.666666667,200.0,498.0
223.11,-423.809533333,-370.476066667,-227.619066667,-471.428666667,-540.952466667,-540.000066667,-260.952466667,-492.380933333,-368.095366667,-326.190416667,-456.190466667,-68.5713333332,-435.238066667
223.49,-504.0,-454.666666667,-274.666666667,-565.333333334,-629.333333333,-709.333333333,-292.0,-642.666666667,-559.333333333,-385.0,-636.0,-55.9999999998,-557.333333333
223.87,1583.33333333,1473.33333333,1103.33333333,1850.0,1903.33333333,2036.66666667,1173.33333333,2013.33333333,1883.33333333,1362.5,2063.33333333,590.000000001,1846.66666667
224.24,1740.0,1690.0,1283.33333333,2046.66666667,2216.66666667,2300.0,1190.0,2030.0,2113.33333333,1770.83333333,2240.0,930.000000001,1966.66666667
224.62,-181.4816,-208.888933333,-82.2222666667,-256.296266667,-297.037,-318.518466667,-92.5926666665,-253.333266667,-303.7037,-232.407416667,-286.666666667,-33.3332666666,-234.074
225.00,-0.2222,-9.99999999999,31.9999333333,-23.5555333332,-32.0000666667,-30.2223333333,34.8889333333,-14.8888666667,-33.4444,-18.3334166666,-30.6666,35.1111333333,-6.6666
225.38,12.7132666667,6.0466,30.8526666667,-4.34126666667,-6.04653333332,-5.5814,43.5658,2.01553333334,-8.60466666667,-5.42625,-9.61240000002,31.1627333333,9.14739999999
225.75,21.7776666667,18.5186,34.9629333333,10.6666666666,-0.44439999998,8.29626666668,50.6666666667,16.8889333333,-2.5927,8.88891666667,-5.62979999999,37.4814666667,22.963
226.13,33.4503333333,42.3392,43.158,29.7074666667,15.6724666667,28.5379333333,59.1813333333,36.0234,20.7017333333,30.2631666667,18.1286,48.7719999999,37.8947333333
226.51,28.5584666667,33.8738,33.0632,23.5135333333,11.4414,27.2072666667,47.8380666667,26.1261333333,20.5855666667,27.3649166667,19.5495333333,39.1892,29.5492666667
226.88,30.7744,33.1312666667,35.1514666667,26.1952,16.9024,31.3132,43.2998,29.0235333333,27.7105333333,29.293,22.2222,38.3164666667,29.5623333333
227.26,30.1588666667,31.799,35.5026,26.9313333333,19.947,34.6032666667,40.1058,28.783,30.1059333333,31.5476666667,22.4338666667,38.4126666667,30.1588666667
227.64,23.9556666667,27.0222666667,28.311,21.8222666667,15.7777333333,29.8221333333,34.0444666667,23.8666666667,26.9555333333,27.5555,20.0001333333,32.5776666667,25.1110666667
228.01,23.0141333334,26.3828666667,27.8369333333,22.4822666667,19.5744666667,29.3263333333,33.5816666667,24.1133333333,27.4468,27.0834166667,22.2694666667,31.9504,25.4256
228.39,21.9457333333,23.4768666667,25.9648666667,20.5741333333,20.4466,27.2727333333,30.4306666667,21.1163333333,26.6666666667,25.2393333334,20.4148,31.0686,23.764
228.76,19.7187333333,20.5064,22.0533333333,17.7496666666,17.8902666666,24.5288,27.1449333333,16.7088,23.1646,21.73,17.5808666667,28.2981333333,20.9002
229.14,14.7353333333,15.9788,17.6983333333,13.2539333333,15.2115333333,19.2062666667,20.2380666666,10.3703333333,17.9364666667,16.4021666667,13.8359333333,22.6984666667,16.0581333333
229.52,12.6382,13.3075333333,15.2381333333,10.7078666667,12.5611333333,15.9587333333,16.3192666667,7.97939999999,15.1221666667,13.224,11.4801333333,20.309,12.6125333333
229.89,11.2822,10.795,12.9232,7.92300000001,10.0256666667,14.436,12.8462,6.20506666666,13.2948666667,9.87175,10.6154,18.1282,9.35900000001
230.27,10.8887333333,8.64193333333,10.8148,5.77786666666,9.40733333335,12.4691333334,10.4692,4.81493333333,10.4691,7.62350000001,8.98753333333,16.9136,7.48139999999
230.65,10.5942666667,7.85533333333,9.84500000001,5.11626666667,8.47559999999,11.2402666667,9.01806666667,2.99746666667,9.35399999999,6.62150000001,7.82953333332,16.0723333333,6.95093333333
231.02,7.84486666667,4.1232,5.48866666667,0.267799999995,5.48873333334,8.94246666666,5.11380000001,-1.36546666667,5.54226666666,2.17541666666,5.64926666667,13.4403333334,4.49806666667
231.40,4.22966666666,-1.37246666667,-0.672333333333,-5.93819999999,-0.924333333332,2.82913333333,-1.2604,-6.52666666666,0.154099999994,-5.70749999999,1.76473333333,7.17073333334,-0.616266666666
231.78,3.90173333333,-4.02446666667,-2.212,-7.71126666668,-4.02459999999,-0.153666666666,-4.54693333333,-9.80026666668,-1.82796666666,-10.17675,0.245666666666,5.2228,-3.80953333333
232.15,3.7186,-4.89106666667,-3.85253333334,-10.0502666667,-8.00673333333,-2.54613333333,-8.30833333333,-12.7638,-3.11546666667,-14.6148333333,-1.84253333333,3.88606666666,-5.86259999999
232.53,-4.86899999999,-10.2247333333,-11.6853333333,-19.1385333333,-17.7153333333,-10.7864,-15.2060666667,-21.498,-9.36323333332,-25.2808333334,-9.51306666665,-3.25839999999,-15.0187333333
232.90,-11.3043333333,-15.6108,-17.9709333334,-26.7909333333,-26.6666,-20.1656,-21.9876,-28.3644666666,-14.8861,-32.6085833333,-17.9709333333,-9.31660000001,-22.5673333334
233.28,-12.4998,-18.0264,-20.3508666667,-28.9911333333,-32.4122666667,-22.8947333333,-23.8596666667,-28.9474,-18.0263333333,-35.1973333333,-21.1402,-9.86840000002,-25.0877333333
233.66,-9.21693333335,-13.8703333333,-16.5548666667,-25.9060666667,-29.9328,-19.3288666667,-21.4317333333,-25.056,-11.7002333333,-30.5928333333,-18.1208666667,-6.89033333334,-19.8656666667
234.03,-10.6236666667,-14.6668,-16.3441333333,-24.3010666667,-28.6022666667,-21.1613333333,-20.344,-25.2473333333,-11.8927,-30.2688333333,-18.9247333334,-5.84946666666,-17.4623333333
234.41,-21.0291333333,-24.2506,-25.7271333333,-32.9754666667,-39.7314,-31.4093333333,-29.3512,-36.2864,-20.3801,-39.4295833333,-29.3512666667,-16.5547333333,-25.2348666667
234.78,-17.3824,-19.3046,-19.6726,-26.3394,-31.9427333333,-25.8485333333,-23.2718666667,-29.3250666667,-15.1123333333,-33.53775,-23.6808666667,-11.4927333333,-20.6952666666
235.16,-14.019,-16.2665333333,-15.1238666667,-17.9428666667,-25.1428,-22.9714,-16.3048,-23.7333333333,-11.4284666667,-27.0950833333,-19.0476666667,-8.1142,-16.9522666667
235.54,-6.98740000001,-8.44926666667,-7.20146666666,-8.23546666667,-15.3653333333,-13.7968,-7.66486666666,-15.6148,-4.90203333333,-18.0926666667,-11.9786,0.321,-9.3404
235.91,-5.30166666667,-5.61913333333,-5.07933333333,-5.71420000001,-11.7460666666,-10.0317333333,-5.01573333334,-12.1905333333,-4.65086666667,-15.2778333333,-10.1586666667,2.69846666667,-5.99993333333
236.29,-2.11593333333,-3.4202,-1.4202,-0.927600000001,-7.44926666666,-6.23186666666,1.07246666667,-7.94199999999,-2.6521,-10.10875,-5.65220000001,5.97093333333,-2.2028
236.66,-0.26553333334,-2.52313333333,-0.982666666667,1.75293333334,-5.31206666666,-4.46220000001,1.30146666667,-5.89633333333,-2.28423333333,-6.67349999999,-3.55906666666,6.26846666667,0.903066666667
237.04,-1.19526666666,-2.7092,-1.96553333333,1.51386666667,-6.18853333333,-3.79813333334,-0.0530666666666,-6.50726666665,-3.99743333334,-7.33741666666,-3.02786666668,5.28566666667,0.478133333335
237.41,-0.501333333334,-0.476199999999,-0.826866666666,2.93233333333,-4.01006666667,-2.10526666667,1.87966666667,-5.71433333334,-2.03016666667,-4.57391666668,-1.3784,5.98999999999,1.27806666667
237.79,-1.33326666667,-1.04753333333,-1.76193333333,2.78566666667,-4.80946666667,-1.33333333333,1.57133333334,-7.23806666666,-4.36909999999,-3.48224999999,-1.7142,6.52373333333,0.738066666666
238.17,3.83699999999,4.50166666667,3.40853333333,7.60980000001,1.26466666667,5.05893333333,6.77379999999,-2.29366666667,0.589499999999,2.78691666667,3.72993333333,10.6752666667,5.7448
