wavelength,Back_SalSimf,Belly_SalSimf,Breast_SalSimf,Crissum_SalSimf,Crown_SalSimf,DorTail_SalSimf,Patch10_SalSimf,Patch11_SalSimf,Patch12_SalSimf,Patch13_SalSimf,Rump_SalSimf,Throat_SalSimf,WingTip_SalSimf
499.18,10.8499333333,33.8762,26.5421333333,22.6544666667,7.69686666667,9.08626666667,6.67766666667,7.68,9.79709999999,30.0010833333,9.83393333333,51.0570666667,8.8984
499.53,10.9162,33.9581333334,26.6250666667,22.7366,7.76486666667,9.10059999999,6.7706,7.71,9.83579999999,30.0605,9.86833333333,51.1543333333,8.93373333333
499.88,10.9514,34.0001333333,26.6626,22.7649333334,7.7986,9.10946666667,6.84026666667,7.72346666667,9.84533333333,30.0925,9.88813333333,51.1744666667,8.93866666667
500.23,11.0110666667,34.0641333333,26.752,22.8394,7.8464,9.1236,6.928,7.7378,9.87746666667,30.1616666666,9.91846666667,51.249,8.95273333333
500.58,11.0737333333,34.0887333333,26.7986,22.8968666667,7.91026666667,9.14580000001,7.02626666667,7.76953333333,9.90000000001,30.1971666667,9.95793333333,51.2489333333,8.988
500.92,11.1537333333,34.1558666667,26.8648666667,22.9604666667,7.96906666667,9.16486666667,7.11366666667,7.77426666667,9.92446666666,30.2661666667,9.99126666668,51.3044,9.02653333333
501.27,11.2005333333,34.1778666667,26.8843333333,22.9899333333,7.9862,9.16033333334,7.1892,7.77673333333,9.93456666667,30.2811666667,9.99573333334,51.3084,9.0314
501.62,11.2304,34.1954,26.914,23.0092,8.02213333333,9.16746666667,7.2758,7.77093333333,9.93113333333,30.3093333333,10.0160666667,51.3073333333,9.04466666667
501.97,11.2793333333,34.2318666667,26.9546666667,23.0456,8.05846666667,9.16426666666,7.35193333334,7.77446666667,9.9508,30.3558333333,10.0146666666,51.3211333333,9.06133333333
502.32,11.3111333334,34.2762,26.9868,23.0778666667,8.06673333333,9.1572,7.41753333333,7.76413333333,9.94293333334,30.3808333334,10.0051333333,51.3511333333,9.054
502.67,11.3591333333,34.3138666667,27.0344666667,23.1092,8.07886666667,9.14766666667,7.47453333333,7.7506,9.93280000001,30.4160833333,10.0063333333,51.4049333333,9.05633333333
503.01,11.4054666667,34.3444,27.0587333333,23.1402,8.1088,9.1496,7.54946666667,7.7488,9.92539999999,30.4711666667,10.0056,51.4394,9.06046666667
503.36,11.4551333333,34.3716,27.078,23.1616666666,8.12926666667,9.1618,7.64233333333,7.7574,9.92706666667,30.5131666667,10.0226666667,51.4294666667,9.06853333333
503.71,11.5002666667,34.367,27.1052666667,23.1812666667,8.14113333333,9.15026666667,7.70333333333,7.74053333333,9.91503333334,30.5304166667,10.0255333333,51.4128666667,9.06733333333
504.06,11.527,34.3972,27.1122666667,23.1905333333,8.1582,9.1354,7.76173333333,7.73366666667,9.90463333334,30.5536666666,10.0315333333,51.4063333333,9.0602
504.41,11.5720666667,34.4656666667,27.1561333333,23.2226,8.17946666667,9.14353333333,7.82653333333,7.72486666666,9.92353333334,30.6026666667,10.0563333333,51.4646666667,9.06753333333
504.75,11.5867333333,34.461,27.1544,23.2313333333,8.16886666667,9.13726666667,7.8744,7.72046666667,9.90839999999,30.597,10.0506,51.4379333333,9.0574
505.10,11.6345333333,34.5006666667,27.2089333333,23.2694,8.20566666667,9.15913333334,7.9476,7.72273333333,9.9258,30.6474166667,10.066,51.4744666667,9.06726666667
505.45,11.7019333333,34.5702666667,27.2814666667,23.3240666667,8.227,9.1688,8.01086666667,7.72633333333,9.95016666667,30.7266666667,10.0769333333,51.5478,9.0878
505.80,11.7396666667,34.601,27.2999333333,23.3519333333,8.23273333333,9.17933333334,8.07973333333,7.71946666667,9.96070000001,30.74625,10.0876,51.5588,9.07586666667
506.15,11.7922,34.6192666667,27.3211333333,23.3784,8.25113333333,9.17540000001,8.15626666667,7.71006666667,9.97930000001,30.7783333333,10.0979333333,51.5493333333,9.0846
506.49,11.8192,34.6514,27.3391333333,23.3982666667,8.27326666667,9.18859999999,8.2202,7.70633333333,9.99116666667,30.7986666667,10.1018666667,51.5503333333,9.08686666667
506.84,11.8309333333,34.6744,27.3617333333,23.4068,8.26593333333,9.16420000001,8.26713333333,7.67573333333,9.97876666667,30.8099166666,10.102,51.5184666667,9.07646666667
507.19,11.8542,34.6988666667,27.3853333333,23.4159333333,8.2676,9.16399999999,8.31766666667,7.66513333333,9.97356666666,30.80475,10.0819333333,51.4824,9.07126666667
507.54,11.8828,34.7458,27.4182,23.4326666667,8.2916,9.16800000001,8.3794,7.66853333333,9.97796666667,30.8386666667,10.0876666667,51.4684,9.07866666667
507.88,11.9283333333,34.7508666667,27.4354,23.443,8.30886666667,9.18573333333,8.44793333333,7.6754,9.98233333334,30.8531666667,10.0951333333,51.419,9.10993333333
508.23,11.9517333333,34.7566,27.4432666667,23.4508,8.31566666666,9.1856,8.51306666667,7.68606666667,9.97346666667,30.8426666667,10.069,51.3677333333,9.1122
508.58,11.983,34.7877333333,27.4738,23.4904666667,8.3438,9.19973333334,8.59086666667,7.6998,9.99103333333,30.86425,10.0804,51.3629333333,9.1338
508.93,12.0257333333,34.8288666667,27.5138666667,23.5292666667,8.37053333333,9.21386666667,8.6654,7.715,10.0040666667,30.87975,10.1092,51.3615333333,9.16926666667
509.27,12.0426666667,34.8650666667,27.526,23.5577333333,8.39113333333,9.22400000001,8.7314,7.7142,10.0033333333,30.864,10.1238,51.3194666667,9.181
509.62,12.0522,34.8805333333,27.546,23.5744,8.4082,9.21533333333,8.78593333333,7.714,9.99313333333,30.8726666666,10.1097333333,51.2964666667,9.17826666667
509.97,12.0694666667,34.9154,27.5795333333,23.6032666667,8.4286,9.23053333333,8.84193333333,7.72566666667,10.0005,30.8815833334,10.1144666667,51.2912666667,9.18873333333
510.32,12.1100666667,34.9324666667,27.6114666667,23.6369333333,8.46,9.23933333333,8.9008,7.73126666666,10.0080333333,30.8889166667,10.1344,51.2773333333,9.20726666667
510.66,12.1365333333,34.992,27.6607333333,23.6828666666,8.48773333333,9.26373333334,8.96166666667,7.75406666667,10.0187666667,30.9209166667,10.1354,51.3057333333,9.23593333334
511.01,12.1683333333,35.0455333333,27.699,23.754,8.5212,9.26286666666,9.01953333333,7.76446666667,10.0286333333,30.9675,10.1658,51.3723333333,9.2556
511.36,12.211,35.0928666667,27.7428,23.8102666666,8.54693333334,9.28666666667,9.0914,7.7872,10.0610333333,30.9964166667,10.1888,51.4180666666,9.27853333334
511.70,12.2481333333,35.1809333333,27.8027333333,23.8756666667,8.58006666667,9.30573333333,9.14900000001,7.8062,10.0876666667,31.0100833333,10.2229333333,51.4775333333,9.29426666667
512.05,12.2612666667,35.2023333333,27.8064,23.9134,8.591,9.30780000001,9.17313333334,7.79166666666,10.0777666667,31.0175,10.2296666667,51.4861333333,9.28859999999
512.40,12.3144666667,35.2736,27.8823333333,23.9778,8.6436,9.34333333333,9.25773333333,7.83753333333,10.1122,31.04525,10.2811333333,51.5281333333,9.32393333333
512.75,12.3125333333,35.2901333333,27.8959333333,24.0033333333,8.62926666667,9.31059999999,9.27693333333,7.81433333334,10.094,31.04125,10.2663333333,51.5478,9.2948
513.09,12.3430666667,35.316,27.9329333333,24.0477333333,8.64633333333,9.31946666667,9.31679999999,7.82153333333,10.0970333333,31.0681666667,10.2736,51.6048666667,9.30606666666
513.44,12.3869333333,35.3692,27.9846,24.1081333333,8.669,9.33840000001,9.36746666666,7.8352,10.1114,31.09175,10.3102,51.6553333333,9.32913333333
513.79,12.4130666667,35.4066666666,28.0274666667,24.1419333333,8.68473333333,9.35333333334,9.40333333333,7.83646666667,10.1191,31.1220833333,10.3214,51.7098,9.33293333334
514.13,12.4132666667,35.4266666667,28.0262,24.1494,8.6746,9.34799999999,9.4212,7.83973333333,10.1227,31.1283333333,10.3102666667,51.7191333333,9.33093333334
514.48,12.4560666667,35.4678666667,28.0612,24.2002,8.69693333333,9.36166666667,9.46573333334,7.84106666667,10.1390333333,31.1391666666,10.3378666667,51.7641333333,9.33193333333
514.83,12.4533333333,35.4692666667,28.0808,24.1995333333,8.67486666667,9.35966666667,9.4716,7.8098,10.1220666667,31.1429166667,10.3348,51.7833333333,9.32059999999
515.17,12.4507333333,35.5130666667,28.0908,24.2314666667,8.66093333333,9.35006666667,9.47700000001,7.77786666667,10.0961,31.1449166667,10.3125333333,51.7998,9.3092
515.52,12.4342,35.5047333333,28.0920666667,24.2378666667,8.64053333333,9.33613333333,9.48773333333,7.74746666667,10.0742666667,31.1488333333,10.2745333333,51.7741333333,9.29853333334
515.87,12.4635333333,35.5664666667,28.1283333333,24.2777333333,8.65206666667,9.35146666667,9.53079999999,7.76466666667,10.0975,31.19075,10.2961333333,51.7919333333,9.32293333333
516.21,12.458,35.5586666667,28.1215333333,24.29,8.63833333333,9.337,9.54026666666,7.73613333333,10.0852,31.2084166666,10.2724,51.7466,9.32026666666
516.56,12.4528666667,35.5739333333,28.1248,24.2898666667,8.62573333333,9.36506666667,9.56559999999,7.73333333333,10.0907,31.2163333333,10.2744,51.6943333333,9.33146666666
516.91,12.4793333333,35.6114,28.1488666667,24.3162,8.63826666667,9.38060000001,9.59813333334,7.73893333333,10.1031333333,31.2401666667,10.2866666667,51.6677333333,9.34326666667
517.25,12.4646666667,35.6121333333,28.1510666666,24.3124666667,8.62213333333,9.37346666667,9.59859999999,7.71906666667,10.0949666667,31.2419166667,10.2652666667,51.6418,9.34533333334
517.60,12.4528,35.6266,28.1418,24.3184,8.60446666667,9.35759999999,9.60839999999,7.7034,10.0736666667,31.2214166667,10.2527333333,51.5748,9.33846666667
517.95,12.4584666667,35.6542666667,28.1546666667,24.3380666666,8.6058,9.36133333334,9.63193333335,7.69533333333,10.0677333333,31.23,10.2498666667,51.5763333333,9.33486666667
518.29,12.4366,35.6451333333,28.1554,24.3385333333,8.5922,9.3494,9.63479999999,7.67366666666,10.0515,31.2075833333,10.2278666667,51.5562666667,9.32666666667
518.64,12.4446666667,35.6812,28.169,24.3703333333,8.60873333333,9.36006666666,9.66806666667,7.69706666667,10.0671666667,31.1965,10.2275333333,51.5282666667,9.3412
518.99,12.4248666666,35.6582,28.1618666667,24.3620666667,8.5912,9.34720000001,9.66266666667,7.6818,10.0471666667,31.16375,10.2058666667,51.4814666667,9.33026666666
519.33,12.4157333333,35.6558,28.1652666667,24.3632666667,8.57373333333,9.34239999999,9.66639999999,7.67226666667,10.0414,31.1426666667,10.2098,51.4571333333,9.31893333333
519.68,12.4248,35.6542666667,28.1891333333,24.3757333333,8.57873333333,9.33473333334,9.68393333333,7.67073333333,10.0372666667,31.1245,10.2091333334,51.446,9.32313333334
520.02,12.4139333333,35.6958666667,28.1982666666,24.3874,8.5566,9.32759999999,9.67706666665,7.66353333333,10.0262666667,31.1193333333,10.1987333333,51.4679333333,9.30880000001
520.37,12.4272666667,35.7046,28.1939333333,24.4042,8.56633333333,9.3162,9.6926,7.66106666667,10.0130333333,31.1055,10.196,51.4441333333,9.30306666667
520.72,12.4208,35.7478,28.2193333334,24.4391333333,8.5676,9.31706666667,9.70740000001,7.66273333333,10.0173333333,31.1016666667,10.2074666667,51.4718,9.30720000001
521.06,12.4524,35.788,28.2566666667,24.4894,8.59853333333,9.34026666667,9.75713333332,7.69466666667,10.0297333333,31.1069166667,10.2404666667,51.4812,9.32579999999
521.41,12.4892666667,35.8192,28.2887333333,24.5470666667,8.6266,9.36126666667,9.78346666667,7.71973333333,10.0619666667,31.1269166667,10.2670666667,51.5114,9.34613333333
521.75,12.5210666667,35.8521333333,28.3304666667,24.6126,8.6552,9.37886666667,9.82306666667,7.75493333333,10.0930333333,31.1503333333,10.3048,51.5313333333,9.38073333333
522.10,12.5356,35.8826666667,28.3502,24.6464666667,8.66013333333,9.3896,9.85133333333,7.7704,10.1042,31.1614166666,10.3242,51.5106,9.39586666667
522.45,12.5708,35.9135333333,28.3869333333,24.6929333333,8.6802,9.40633333333,9.86813333333,7.76706666667,10.1223,31.1895833334,10.3568,51.5196666667,9.40526666667
522.79,12.623,35.9540666667,28.4238,24.7437333333,8.7316,9.44973333333,9.92233333335,7.81186666667,10.1679,31.2210833333,10.4176,51.5114,9.44713333334
523.14,12.6548666667,35.9937333333,28.4507333333,24.8004,8.7598,9.47539999999,9.97293333333,7.82913333333,10.1874,31.24975,10.4449333334,51.504,9.48333333334
523.48,12.6536,36.0576,28.4782666667,24.8565333333,8.7622,9.49379999999,9.99933333333,7.83053333333,10.1978,31.2900833334,10.4522666667,51.5145333333,9.50446666666
523.83,12.6696,36.0902666666,28.5018,24.8724666667,8.77233333333,9.4978,10.0206666667,7.82286666667,10.2014333333,31.3028333333,10.468,51.5051333333,9.51373333334
524.17,12.6488,36.0868,28.5020666667,24.8940666667,8.7584,9.49133333333,10.0154666667,7.81033333333,10.1916666667,31.27425,10.4529333333,51.476,9.50993333333
524.52,12.6345333334,36.0643333333,28.4859333333,24.8942,8.73893333334,9.46733333333,10.0102,7.79393333333,10.1695666667,31.2565833333,10.4243333333,51.4346,9.49553333333
524.87,12.6317333333,36.0750666667,28.4855333334,24.9104666667,8.72026666667,9.46859999999,10.0026666667,7.77313333333,10.1536666667,31.2471666667,10.4168,51.43,9.49499999999
525.21,12.6318666667,36.1203333333,28.5218,24.9546666667,8.726,9.4762,10.0173333333,7.76826666667,10.1509333333,31.2658333333,10.4305333333,51.4686,9.50686666667
525.56,12.6312,36.1762,28.5531333333,24.9870666667,8.72213333334,9.48133333333,10.0253333333,7.76093333333,10.1438333333,31.2781666667,10.4216,51.4842666667,9.50600000001
525.90,12.6472666666,36.2438,28.5918666666,25.0332666667,8.72293333333,9.49853333333,10.0432,7.77453333333,10.1525333333,31.32575,10.4386,51.5321333333,9.53093333334
526.25,12.6638666667,36.3423333333,28.651,25.087,8.71553333333,9.52066666667,10.0612,7.79226666667,10.1574666667,31.3941666667,10.449,51.6275333333,9.55193333334
526.59,12.6639333333,36.4062,28.6925333333,25.1345333333,8.6904,9.50713333334,10.0662,7.785,10.1438,31.4240833333,10.4262,51.6863333333,9.54680000001
526.94,12.6689333333,36.4698666667,28.7334,25.1695333333,8.68786666667,9.5122,10.0679333333,7.78773333333,10.1453666667,31.4535833333,10.4264666667,51.7423333333,9.5526
527.28,12.6836666667,36.5267333333,28.7759333333,25.2151333333,8.6866,9.52013333333,10.0764,7.7942,10.1519666667,31.4948333334,10.4358666667,51.8115333333,9.56046666666
527.63,12.6850666667,36.5778,28.8092666667,25.2652,8.682,9.52960000001,10.0796,7.796,10.1543666667,31.5088333333,10.4332666667,51.8662,9.56713333333
527.97,12.7089333333,36.6324666667,28.8456,25.3181333333,8.6962,9.55633333334,10.0959333333,7.81526666667,10.1715,31.54325,10.4545333333,51.9145333333,9.58860000001
528.32,12.7252,36.6820666667,28.8808666667,25.3621333333,8.698,9.56993333332,10.1169333333,7.82733333333,10.1797333333,31.5605833333,10.4705333334,51.9582,9.60286666667
528.66,12.737,36.733,28.91,25.4062,8.708,9.57499999999,10.1341333333,7.841,10.194,31.5865,10.4808,52.0115333333,9.61293333334
529.01,12.7354,36.7322666667,28.9139333333,25.4159333333,8.7066,9.5782,10.1408,7.84866666667,10.1942333333,31.5616666667,10.4782666667,51.9938666667,9.6154
529.35,12.7396,36.7477333333,28.9362666667,25.4341333333,8.70273333333,9.57946666666,10.151,7.8548,10.1942,31.5558333333,10.4777333333,52.0022,9.61633333333
529.70,12.75,36.7587333333,28.9472666667,25.4575333333,8.7134,9.58573333335,10.1587333333,7.85773333334,10.1949,31.5365833333,10.4816,52.0149333333,9.61386666667
530.04,12.7393333333,36.732,28.9354666667,25.4664666666,8.71733333333,9.57653333333,10.1666,7.86006666667,10.1929,31.4839166667,10.4735333334,51.9709333333,9.6138
530.39,12.751,36.7419333333,28.9554,25.4938,8.73653333333,9.59173333333,10.1885333333,7.87633333333,10.2095,31.4864166667,10.4967333333,51.968,9.62740000001
530.73,12.7637333333,36.775,28.9847333333,25.5428666667,8.74826666667,9.60406666667,10.212,7.89746666667,10.2207,31.4929166667,10.5082666667,51.9914,9.63793333333
531.08,12.7668666667,36.7811333333,28.9926666667,25.5582,8.76066666667,9.60760000001,10.231,7.90766666667,10.2201,31.4561666667,10.5155333333,51.956,9.64286666667
531.42,12.7836666667,36.7863333333,29.0073333333,25.5858,8.77786666667,9.62166666665,10.255,7.9294,10.2314333333,31.4595,10.5350666667,51.9371333333,9.66419999999
531.77,12.8063333333,36.8388,29.0545333333,25.6122,8.797,9.62766666668,10.2876666667,7.94653333333,10.2459333333,31.4764166666,10.552,51.9491333333,9.67860000001
532.11,12.7988666667,36.8447333333,29.05,25.6199333333,8.7964,9.62866666666,10.2818,7.9438,10.2415666667,31.4686666667,10.5498666667,51.9124666667,9.67480000001
532.46,12.7763333333,36.8406666666,29.0508666667,25.6176,8.7826,9.61873333333,10.268,7.92793333333,10.2259666667,31.4401666666,10.5341333333,51.8432,9.66526666667
532.80,12.7880666667,36.8923333333,29.0757333333,25.6434,8.7876,9.62806666668,10.2813333333,7.92793333333,10.2252333333,31.469,10.5458,51.8608666667,9.67233333333
533.15,12.7936,36.9093333333,29.0763333333,25.6671333333,8.78213333333,9.63166666668,10.2797333333,7.9286,10.2252,31.4803333333,10.5492,51.848,9.68046666667
533.49,12.8080666667,36.9385333333,29.0986666667,25.6983333333,8.78446666667,9.63773333334,10.2924,7.94486666666,10.2333,31.5110833334,10.559,51.8561333333,9.69313333335
533.84,12.8275333333,36.983,29.1244666667,25.7374,8.79233333333,9.64926666667,10.3108666667,7.9458,10.2452666667,31.5399166667,10.5672,51.8615333334,9.70079999999
534.18,12.8173333333,36.9919333333,29.1210666667,25.7592666667,8.78966666666,9.6408,10.3142666667,7.93346666667,10.2312666667,31.5185833333,10.5632,51.8469333334,9.70226666667
534.52,12.8158,37.0098,29.1228666667,25.7753333333,8.77986666667,9.636,10.3178666667,7.91866666667,10.2233,31.5065,10.5569333333,51.8312,9.69519999999
534.87,12.8198666667,37.0117333333,29.1176,25.8008,8.77373333333,9.64233333334,10.3176666667,7.91933333333,10.2234666667,31.5080833334,10.5571333333,51.8000666666,9.69353333333
535.21,12.8210666667,37.0336666667,29.1349333333,25.8256,8.7732,9.63413333334,10.3245333333,7.91346666667,10.2137333333,31.5113333334,10.5554,51.79,9.6816
535.56,12.8019333334,37.0369333333,29.1422666667,25.8594,8.754,9.62413333334,10.3183333333,7.89833333333,10.2070333333,31.5135,10.5524,51.7844666667,9.67566666666
535.90,12.8314666667,37.1078666667,29.2155333333,25.9322,8.7844,9.64939999999,10.3514666667,7.9196,10.2311666667,31.562,10.5738666667,51.8569333333,9.70446666667
536.25,12.8633333333,37.1609333333,29.2582666667,25.9809333333,8.80113333333,9.67153333333,10.382,7.94013333333,10.2532,31.59425,10.5948666667,51.9143333333,9.72759999999
536.59,12.8829333333,37.2142,29.2978,26.0401333333,8.8022,9.67439999999,10.3996,7.9518,10.2767333333,31.62725,10.6006666667,51.972,9.74273333333
536.93,12.8913333333,37.2628,29.3364,26.091,8.81073333333,9.67733333333,10.407,7.94313333333,10.2856,31.63675,10.6056,52.0152666667,9.7458
537.28,12.8818666667,37.3111333334,29.382,26.1409333333,8.8038,9.68026666667,10.4132,7.934,10.29,31.65225,10.6025333333,52.0401333334,9.76000000001
537.62,12.8695333333,37.339,29.3917333333,26.1592,8.78493333333,9.66826666666,10.4041333333,7.92666666667,10.2759333333,31.667,10.6069333333,52.0702,9.75146666666
537.97,12.889,37.4051333333,29.4444,26.2139333333,8.7922,9.6988,10.4140666667,7.9414,10.3009,31.71675,10.6269333333,52.1239333333,9.75786666667
538.31,12.8909333333,37.377,29.4397333333,26.2268666667,8.79886666667,9.71346666667,10.4168,7.95186666667,10.3119,31.7115,10.6416666667,52.0617333333,9.77559999999
538.65,12.8722666667,37.405,29.4381333333,26.2418666667,8.7696,9.69366666666,10.402,7.92393333333,10.2883333333,31.6975833333,10.6186,52.0762,9.76206666667
539.00,12.8852,37.4143333333,29.4378,26.276,8.7592,9.70939999999,10.4163333333,7.92353333333,10.2999,31.6971666667,10.6229333333,52.0641333333,9.78006666666
539.34,12.8866666667,37.4396,29.4486666667,26.2858666667,8.75786666667,9.70366666667,10.4118666666,7.91633333333,10.2891,31.6991666667,10.6094666667,52.0517333333,9.78573333335
539.69,12.8795333333,37.4703333333,29.4393333333,26.2973333333,8.73953333333,9.68799999999,10.4011333334,7.903,10.2737666667,31.6993333333,10.6013333333,52.0228,9.77873333335
540.03,12.8832,37.4966666667,29.4424666667,26.3192,8.73213333333,9.69266666667,10.407,7.90006666667,10.2749,31.7168333333,10.6077333333,51.9932666666,9.78479999999
540.37,12.8906666667,37.5134666667,29.4618666667,26.3456666667,8.74373333333,9.70866666666,10.4178666667,7.9094,10.2780333333,31.7255,10.6160666667,51.9574666667,9.8014
540.72,12.8958666667,37.5355333333,29.4670666667,26.3647333333,8.7462,9.71673333334,10.4247333333,7.91073333333,10.2728333333,31.7495833333,10.6323333333,51.9479333333,9.80686666666
541.06,12.8839333333,37.5150666667,29.4522,26.3594666667,8.7366,9.69059999999,10.4148666667,7.89366666667,10.2472333333,31.7208333333,10.6149333333,51.8928,9.78173333332
541.40,12.8822666667,37.5084,29.4493333333,26.3680666667,8.73273333333,9.69606666667,10.406,7.88426666667,10.2411,31.7121666667,10.6056666667,51.854,9.78306666667
541.75,12.8928,37.5422666666,29.4682,26.3924666667,8.73506666667,9.69173333334,10.4159333333,7.8908,10.2335,31.72375,10.6102,51.8754,9.79986666667
542.09,12.8896,37.5627333333,29.4769333333,26.4105333333,8.72146666667,9.67626666667,10.4046,7.8722,10.2246,31.7206666667,10.5919333333,51.8693333333,9.7944
542.43,12.9118,37.5897333333,29.4978666667,26.4388666667,8.737,9.69233333334,10.4192,7.88973333333,10.2386,31.7266666667,10.5997333333,51.8603333333,9.81566666668
542.78,12.914,37.6137333333,29.5202,26.4612666667,8.74433333333,9.6896,10.4082666667,7.87953333333,10.2371,31.7234166666,10.5944666667,51.8532666667,9.81266666667
543.12,12.9257333333,37.6293333333,29.5306,26.4978,8.7522,9.69606666667,10.4263333333,7.88986666667,10.2412333333,31.7004166666,10.6050666667,51.8527333333,9.82013333333
543.46,12.9503333333,37.6306,29.5470666667,26.53,8.7614,9.72206666667,10.4502,7.90846666666,10.2596,31.705,10.6237333333,51.8412,9.8426
543.81,12.9723333333,37.6457333333,29.5713333333,26.5749333333,8.7818,9.7378,10.4718666667,7.92586666667,10.2634,31.7004166667,10.6378,51.8260666667,9.86126666667
544.15,12.9870666667,37.6688666667,29.5765333333,26.605,8.78673333333,9.74273333334,10.4798,7.93,10.2617333333,31.7024166667,10.6424,51.8184,9.86340000001
544.49,13.0155333333,37.7262,29.6250666667,26.6698,8.81046666667,9.77080000001,10.5166,7.96153333333,10.2866,31.7224166667,10.6639333333,51.8389333333,9.90660000001
544.84,13.0486666667,37.8135333333,29.6630666667,26.724,8.83493333333,9.82219999999,10.5521333333,7.9884,10.3309666667,31.7770833333,10.694,51.9035333333,9.95
545.18,13.07,37.8729333333,29.6949333333,26.7582666667,8.8494,9.82980000001,10.5704666667,7.9988,10.3419,31.78675,10.7046666667,51.9334,9.96746666667
545.52,13.0910666666,37.9218,29.7245333333,26.8133333333,8.86753333334,9.86106666667,10.5930666667,8.0126,10.3751,31.8106666667,10.7215333334,51.9500666667,9.99760000001
545.87,13.1202666667,37.9998,29.7666,26.8686,8.89293333333,9.87913333335,10.6176,8.03946666667,10.3882333333,31.8493333333,10.7521333334,52.0174,10.0243333333
546.21,13.1298666667,38.048,29.8069333333,26.9144666667,8.90333333333,9.89080000001,10.6330666667,8.03686666667,10.3998666667,31.8910833333,10.7832666667,52.0604,10.0299333333
546.55,13.1654666667,38.1262666667,29.8688666667,26.9873333333,8.91826666667,9.93073333332,10.6782,8.08546666667,10.4246,31.9418333334,10.8286666667,52.1305333334,10.0792
546.90,13.1864666667,38.1748666667,29.9094666667,27.0345333333,8.92933333333,9.95440000001,10.6908666667,8.09093333333,10.437,31.99675,10.8470666667,52.1643333333,10.0918
547.24,13.1848,38.2219333333,29.9387333333,27.0850666667,8.93626666667,9.94540000001,10.6884,8.07006666667,10.4388666667,32.0045,10.8356,52.2004,10.0822666667
547.58,13.1791333333,38.2618,29.9684,27.1238,8.93393333333,9.94013333335,10.6827333333,8.0628,10.4420666667,32.0228333334,10.8423333333,52.2384666667,10.0791333333
547.92,13.1873333333,38.3105333333,30.0126,27.1643333333,8.94353333333,9.9484,10.6902,8.06286666667,10.4565,32.043,10.8517333333,52.3220666667,10.0968
548.27,13.1872666667,38.3292666667,30.0084,27.1947333333,8.93846666667,9.94740000001,10.6832666667,8.04933333333,10.4626666667,32.0468333334,10.853,52.3464,10.0841333333
548.61,13.2168,38.3402,30.0479333333,27.2460666667,8.9616,9.97446666667,10.7118666667,8.08286666667,10.4862666667,32.0416666667,10.8897333333,52.3542,10.1103333333
548.95,13.2516666667,38.4455333334,30.156,27.3603333333,8.99286666667,10.006,10.7538666667,8.12993333333,10.5318,32.1140833333,10.9264666667,52.4674,10.1581333333
549.29,13.2574,38.4552666667,30.1833333333,27.3764,8.97273333333,9.99860000001,10.747,8.1164,10.5249333333,32.1025,10.9162666667,52.4366666667,10.1358
549.64,13.2898,38.5019333333,30.2471333333,27.4474,8.99633333333,10.056,10.7947333333,8.14266666667,10.5543333333,32.14025,10.9507333333,52.4883333333,10.1776
549.98,13.3132,38.5496666667,30.309,27.52,9.01246666667,10.0767333333,10.8162666667,8.17113333333,10.5796666667,32.1614166666,10.9656,52.5290666667,10.2126
550.32,13.2858666667,38.5518,30.2926,27.5137333333,8.986,10.0357333333,10.805,8.14433333333,10.5575333333,32.1373333333,10.9378666666,52.5136,10.1642666667
550.66,13.2948,38.6622666667,30.3676,27.578,8.9908,10.0463333333,10.8165333333,8.1666,10.589,32.1860833333,10.9410666667,52.5945333333,10.1772
551.01,13.3016,38.6931333333,30.3891333333,27.5885333333,8.98266666667,10.0504,10.8312666667,8.17446666667,10.5798666667,32.2115833333,10.9504,52.6059333333,10.1831333333
551.35,13.308,38.7701333333,30.4442,27.6257333333,8.9882,10.0554,10.8448666667,8.18233333333,10.5927666667,32.2531666667,10.9567333333,52.6673333333,10.1951333333
551.69,13.3090666667,38.8436,30.4738,27.6812,8.9694,10.0562,10.8419333333,8.1848,10.5921333333,32.3053333333,10.9604,52.6855333333,10.2007333333
552.03,13.3156,38.9041333333,30.5419333333,27.7093333333,8.99166666667,10.0636,10.8516,8.19486666667,10.5928,32.32575,10.961,52.7302666666,10.1939333333
552.38,13.3081333333,38.9602,30.5950666667,27.7673333333,8.99433333333,10.0544666667,10.8509333333,8.1832,10.5940666667,32.3795,10.9598,52.7691333333,10.2044666667
552.72,13.3183333333,38.9575333334,30.605,27.7932666667,9.00353333333,10.0840666667,10.8672666667,8.16446666667,10.6069,32.38375,10.9966666667,52.7468666667,10.2086666667
553.06,13.3250666667,38.9969333333,30.6310666667,27.8483333333,9.0206,10.0987333333,10.8912666667,8.1804,10.6145666667,32.4036666666,11.0154,52.7839333333,10.2272
553.40,13.3263333333,39.0694666667,30.6685333333,27.9012,9.02606666667,10.0886666667,10.8661333333,8.1782,10.6281666667,32.4189166667,11.0193333333,52.821,10.2265333333
553.74,13.3552,39.1233333333,30.7234666667,27.9536666667,9.07366666667,10.1404,10.9182,8.19346666667,10.6573666667,32.4573333334,11.0583333333,52.8705333333,10.2402666667
554.09,13.4068666667,39.1873333333,30.7960666667,28.0259333333,9.13346666667,10.1963333333,10.9646666667,8.2362,10.7039666667,32.5075833333,11.0970666667,52.8954666667,10.2954
554.43,13.4199333333,39.2101333333,30.8081333333,28.0765333333,9.14546666667,10.2167333334,10.984,8.25106666667,10.7129333333,32.5239166667,11.1224666667,52.9166,10.324
