wavelength,Back_RamCarm,Belly_RamCarm,Breast_RamCarm,Crissum_RamCarm,Crown_RamCarm,DorTail_RamCarm,Rump_RamCarm,Throat_RamCarm,WingTip_RamCarm
193.61,113.881266667,121.826533333,111.780933333,94.3379333335,107.123266667,113.150666667,128.675866667,118.6302,125.113933333
193.99,109.009,125.225266667,107.927866667,92.3424,105.135,114.684666667,127.928,119.3694,126.396466667
194.37,97.4222666666,119.0222,96.9777333334,83.8222,96.5333333335,102.844466667,116.3556,107.111066667,114.488866666
194.75,108.2586,126.865666667,104.179133333,83.7811333334,104.875666667,109.0548,125.6716,114.626933333,123.2836
195.13,87.0130666667,105.368133333,85.3678666667,65.1948,85.2813333333,86.1472,105.0216,95.1515333335,100.432866667
195.51,73.3334000001,89.386,73.4210000001,53.8596666667,75.0000000001,73.5087999999,96.0525333333,89.3860000001,82.9824
195.89,59.0351333334,73.8596,64.6490666668,40.5263333333,63.3332666666,61.1402666666,83.9472666666,78.3334666667,64.9123333333
196.27,52.4075333334,67.5926,62.0370666667,31.1110666666,54.8148,56.8518666667,78.7963333334,73.1481333333,58.2407333333
196.65,50.8434000001,62.6505333333,57.4297999999,25.7029333333,51.9679333333,50.2007333333,70.4418666667,63.9356666667,53.494
197.03,48.4389333333,63.9663333333,55.2743333333,15.7805333333,48.3544666667,49.3670000001,65.9072000001,62.7003333333,49.8734
197.40,38.3123333333,57.8902666667,44.8101333333,7.93253333332,37.8902666667,40.9283333332,56.5401333333,56.4556666666,39.1561333333
197.78,22.3111333333,48.5333333333,34.4889333333,-3.91113333334,27.9110666667,30.8444666667,45.4221999999,49.8666666667,23.0222666667
198.16,17.6812,49.2753333333,31.111,-10.5314,23.3816666667,32.0771999999,42.2221333333,53.0434666667,20.0000666667
198.54,2.54553333333,44.7271999999,26.4243333333,-31.2728,6.06059999999,21.4546000001,34.0605999999,47.6362666667,5.33326666667
198.92,-28.5714666667,34.9204666666,13.1747333333,-64.2857333333,-14.762,-2.0635333334,13.9682,34.2857333333,-20.0
199.30,-22.2763999999,43.2521333333,22.2765333333,-53.9837333333,-7.80486666666,9.75613333326,13.3331999999,39.1870666667,-13.1707333333
199.68,-10.7801333333,47.9432666667,42.8368666667,-37.3048666667,0.425600000026,15.1774,20.8510666667,46.5247333333,1.98586666666
200.06,-49.8988666666,40.6059333333,27.0707999999,-77.9797333333,-29.4949999999,-13.1313333335,-5.05046666666,41.4141999999,-27.4747333333
200.44,-59.5958666667,33.9393333333,6.06073333332,-82.4243333334,-34.7475333333,-23.4343333333,-11.9192000002,40.2020666667,-44.6464666667
200.82,-82.6668000001,25.7778666667,-12.6667999999,-86.4443999999,-54.4445333334,-32.8890000001,-18.4444666666,49.3334000001,-66.2222666667
201.19,-97.3332666667,-7.77780000001,-44.6665999999,-99.7777999999,-75.5555333334,-55.3333999999,-37.1112000001,32.8888,-89.3332666665
201.57,-144.166733333,-41.9444666667,-78.8888666666,-149.722266667,-111.944466667,-95.5555333333,-85.5555333333,24.7222666666,-137.2222
201.95,-146.206933333,-66.4367333333,-90.8045333335,-150.344733333,-125.977,-109.1954,-101.379333333,-7.12646666654,-137.0114
202.33,-108.421066667,-56.4912,-64.7367333335,-116.3156,-98.9473999999,-89.4738000001,-82.8070666666,4.21060000006,-107.719333333
202.71,-97.1928666668,-57.0176,-68.0700666667,-105.6142,-86.4910666665,-82.4561333334,-75.2628666668,18.0702,-98.5965333334
203.09,-98.6666666668,-57.9999999999,-74.1666666665,-96.8333333334,-91.8333333335,-78.1666666668,-69.5000000001,19.1666666667,-97.3333333333
203.47,-142.162266667,-103.603666667,-121.261266667,-137.477466667,-126.8468,-112.2522,-94.7746000001,-6.8468,-137.297266667
203.85,-313.015933333,-247.3016,-310.7936,-306.0316,-289.841266667,-258.095066667,-235.238066667,-97.7777333334,-309.841333333
204.22,-216.5432,-190.3704,-231.605,-226.913533333,-213.3332,-184.938266667,-165.925933333,-66.6666666667,-217.777933333
204.60,-125.714133333,-119.619066667,-140.1904,-129.5238,-133.333333333,-108.571333333,-98.0953333334,-36.3810000001,-131.619066667
204.98,-143.333266667,-146.888933333,-148.444333333,-143.333333333,-144.888866666,-127.777733333,-117.111066667,-49.7777333334,-149.555533333
205.36,-112.1212,-107.8788,-112.9294,-107.272866667,-107.272666667,-95.1515999999,-85.6566666667,-25.0505333333,-118.181866667
205.74,-118.75,-114.791666667,-122.5,-109.166666667,-114.375,-102.291666667,-87.7083333333,-31.4583333333,-129.166666667
206.12,-124.762066667,-128.5714,-143.571466667,-116.666666666,-135.9524,-119.047533333,-87.8571333333,-28.0952,-139.5238
206.50,-91.0476666666,-86.8570666666,-95.8094666666,-65.3334,-88.3809999999,-81.9048666668,-52.5714666667,-19.6191333333,-97.5237333334
206.87,-76.8253333333,-59.8413333333,-67.9365333333,-49.3651333333,-68.5714,-64.4445999999,-35.397,-10.4762,-74.9205999999
207.25,-33.6840666667,-23.3919333333,-27.4855333333,-23.0409333333,-35.5555333333,-28.655,-6.78360000001,10.6432,-35.9064
207.63,-41.4544666667,-26.1818666667,-31.7574666667,-35.7576666667,-52.0001333333,-38.0606,-21.8181333333,8.48486666665,-42.0606
208.01,-24.3715333333,-10.8196666667,-14.6446666667,-18.907,-36.2840666667,-19.5628,-9.07106666667,27.2131333333,-31.8032
208.39,-27.7595333333,-11.1476,-15.6284,-22.7322666667,-40.8742666667,-21.7487333333,-11.4754,26.5573333333,-37.2676666667
208.77,-62.8204,-30.2563333333,-43.9742666667,-53.4616666667,-70.2563999999,-48.9744000001,-37.564,14.8717333333,-65.8974666666
209.14,-85.0341333335,-41.0884,-66.2584666666,-72.7891333333,-98.2312000001,-65.5782,-59.1836000001,-5.5782,-88.4355333333
209.52,-176.9696,-101.818266667,-133.5354,-155.353466667,-192.5252,-137.7778,-135.757466667,-56.5656666668,-175.1514
209.90,-212.083333333,-122.291666667,-163.333333333,-184.583333333,-220.833333333,-161.458333333,-165.208333333,-81.0416666667,-190.416666667
210.28,-215.619,-123.238,-163.0476,-181.7142,-206.857133333,-152.381,-170.0952,-91.4286666667,-184.762
210.66,-5100.0,-3486.66666667,-4333.33333333,-4830.0,-5066.66666667,-3983.33333333,-4356.66666667,-2886.66666667,-4466.66666667
211.03,946.666600001,729.444466667,868.888933335,942.222266667,963.333466665,792.222133334,856.111000001,581.111066667,853.888866667
211.41,730.416666667,604.166666667,706.666666667,725.416666667,745.0,620.416666667,691.25,475.0,677.083333333
211.79,489.565133333,411.8842,475.3624,472.173933333,498.550733333,414.492733333,452.174066667,327.536133333,469.855066667
212.17,429.047733333,363.809533333,408.571533333,399.285666667,428.333266666,373.333333333,395.238133333,298.5714,395.952466667
212.55,404.946333333,352.473133333,395.4838,368.8172,397.849533333,352.9032,384.946266667,288.6022,380.0
212.92,795.555666667,731.111133333,803.555600001,772.0,820.4444,738.222266667,784.444266667,578.666666667,785.777733333
213.30,1458.33333333,1426.66666667,1471.66666667,1430.0,1502.5,1409.16666667,1455.0,1062.5,1479.16666667
213.68,2153.33333333,2193.33333333,2272.0,2081.33333333,2200.0,2193.33333333,2196.0,1576.0,2232.0
214.06,488.181733333,533.6364,526.3636,499.090866667,529.999933333,529.697,506.060733333,379.697,536.060666667
214.44,296.937,322.882866667,318.918933333,302.162133334,323.963866667,339.8198,312.7928,239.459533333,329.189333333
214.81,559.999933333,626.666666667,613.725466667,576.0784,616.862666667,669.4118,609.803933333,441.176466667,647.451
215.19,8439.99999999,9560.0,9013.33333333,8593.33333334,9233.33333334,10166.6666667,9660.0,6766.66666667,10046.6666667
215.57,5.33949501275e+15,5.85979724243e+15,5.30111206138e+15,5.48023250111e+15,5.66788248558e+15,6.20950857713e+15,5.95362223467e+15,4.09418147943e+15,6.18818471526e+15
215.95,-1840.0,-2073.33333333,-1856.66666667,-1958.33333333,-1958.33333333,-2236.66666667,-2180.0,-1380.0,-2161.66666666
216.32,-1077.7778,-1151.11106667,-1074.4444,-1225.55553333,-1092.22213333,-1298.88886666,-1305.55553333,-775.555533334,-1284.4444
216.70,-259.333333333,-272.333333333,-243.333333333,-311.666666667,-246.0,-315.333333333,-308.333333333,-172.666666667,-305.333333334
217.08,-604.0,-583.333333333,-528.666666667,-615.333333333,-469.333333333,-650.666666667,-675.333333333,-391.333333334,-636.0
217.46,-552.121266667,-497.575733333,-504.848466667,-566.060666667,-400.0,-562.424266667,-589.696933333,-346.6666,-541.818333333
217.83,-261.5874,-210.793533333,-235.555466667,-275.873,-185.714266667,-260.952466667,-270.476266667,-140.317466667,-245.714333333
218.21,-83.7038,-52.5925999999,-63.4074000001,-84.2963333333,-38.5184666667,-76.5925333334,-89.3333999999,-31.4075333333,-73.7777333333
218.59,-50.3953333334,-34.2372,-34.0112666667,-57.5140666667,-18.983,-40.5648666667,-61.469,-14.5762666667,-51.6385333333
218.97,-50.3334000001,-27.5555333333,-29.1111333333,-49.2222,-14.5556666667,-34.1111333333,-55.1110666667,-13.5556666667,-50.0
219.34,-59.0124,-32.0988,-32.716,-50.8641333333,-22.0988,-41.1110666667,-58.8889333333,-17.9012,-61.7284
219.72,-84.0579333335,-47.6811333333,-54.3479333333,-73.6231333333,-42.1737333333,-71.4492666667,-82.0290666666,-38.2608666667,-92.6086
220.10,-88.4616000001,-50.5128666667,-64.359,-81.5384666667,-48.7180666667,-81.5384,-79.6153333333,-51.9228666666,-97.1795999999
220.47,-82.4562000001,-57.5438666667,-66.7836,-76.4912,-53.3333333333,-80.1169333333,-75.3217333333,-53.5672666667,-90.9941333333
220.85,-150.526333333,-104.385866667,-118.772,-139.473533333,-109.1228,-146.6666,-138.245533333,-94.0351333334,-153.684066667
221.23,-314.666666667,-217.666666667,-251.333333333,-313.333333333,-260.0,-305.0,-300.0,-209.333333333,-309.666666667
221.61,-248.1818,-157.575733333,-177.8788,-253.939466667,-203.636333333,-235.454666667,-243.333333333,-164.2424,-246.3636
221.98,-365.490266667,-249.4118,-263.9216,-377.254866667,-304.3138,-325.490066666,-355.294133333,-264.705866667,-359.2156
222.36,-3843.33333333,-2673.33333333,-3010.0,-3860.0,-3226.66666667,-3460.0,-3780.0,-2930.0,-3780.0
222.74,519.607866667,353.7254,414.117533333,498.823533333,435.294066667,457.646933333,475.294066667,404.706066667,495.686333333
223.11,282.795666667,207.527,240.645133333,289.892533333,259.785066667,265.376333333,279.57,247.311933333,287.526933333
223.49,320.987666667,237.037,286.6666,351.111133333,295.308666667,301.4814,320.740933333,286.9136,321.975266666
223.87,273.555666667,207.111266667,239.5556,295.777733333,241.7778,241.111133333,272.000066667,246.222266667,260.222133333
224.24,232.252333333,187.928,201.621733333,247.567666667,209.909933333,200.900866667,234.414533333,207.2072,218.198266667
224.62,276.551666667,213.5632,230.344733333,293.563266667,244.367666667,230.574733333,265.977,241.838933333,254.712666667
225.00,517.3334,409.7778,451.111,556.444466667,452.444533333,445.7778,514.2222,482.666666667,493.7778
225.38,-1294.66666667,-1032.0,-1149.33333333,-1422.66666667,-1142.66666667,-1122.66666667,-1314.66666667,-1216.0,-1261.33333333
225.75,723.703666667,642.222266667,705.926066666,843.703666667,715.555533334,723.703666667,834.074133333,716.2964,748.888866666
226.13,-619.166666666,-571.666666667,-605.0,-729.166666667,-640.0,-675.833333334,-780.0,-636.666666667,-650.833333333
226.51,-78.8888666667,-72.6984,-77.1428666666,-106.031733333,-90.6349333332,-92.2220666667,-107.142933333,-80.7935333334,-82.3809333333
226.88,-18.6007333333,-23.2921333333,-23.539,-41.1522666667,-30.1234666667,-29.3004,-39.8354,-21.1522666667,-23.7860666667
227.26,-3.6176,-5.42626666667,-4.65113333335,-15.1937333333,-6.09819999999,-7.70019999999,-14.7286,0.051666666674,-4.44446666667
227.64,6.66666659999e-05,-1.61226666667,0.174266666686,-8.58393333334,-2.22220000002,0.61006666668,-8.84526666665,4.35733333334,-0.566466666659
228.01,2.16586666667,1.7258,2.09806666667,-4.60233333333,-0.304666666666,2.97793333334,-5.14386666666,6.02373333332,0.812266666668
228.39,9.25766666666,9.23080000001,9.04186666665,3.75173333333,7.77339999999,11.066,2.77986666667,12.8204,8.12400000001
228.76,8.83213333334,7.59133333333,8.15086666667,3.017,6.95866666666,10.1703333333,1.8248,11.5570666667,7.51806666667
229.14,11.3035333333,10.0000666667,10.1922666667,5.83326666667,9.18799999999,13.1838,5.29906666668,13.3546666667,10.3631333333
229.52,13.4678666667,11.4121333333,11.5274,7.31986666666,10.9126,14.3515333333,7.43526666668,14.1018,10.7588666667
229.89,14.1408,12.2165333333,11.9930666667,8.76273333333,12.1478,15.8418666667,10.1375333333,14.8282666667,11.8214666667
230.27,11.8482,10.0495333334,9.85153333333,6.13866666667,9.90106666668,14.1254,8.58100000001,12.3927333333,9.58733333333
230.65,10.9223333333,9.40119999999,8.67306666667,5.92233333334,9.74106666667,14.6924666667,8.28493333333,11.9740666667,8.64073333333
231.02,9.74486666665,8.32533333333,8.10213333333,5.8534,8.43686666666,13.2535333333,7.46393333333,11.1960666667,8.00640000001
231.40,6.9842,4.36093333333,4.7118,3.12453333333,4.1604,10.2924666667,4.74526666667,7.75266666667,5.3968
231.78,6.09520000001,3.98266666667,2.99566666667,2.09513333333,2.83993333333,7.89613333333,3.6364,6.64919999999,4.7446
232.15,4.12246666668,1.57846666667,0.241400000002,0.222866666666,-0.352733333333,5.25533333333,1.46693333333,4.36413333333,2.5998
232.53,0.120533333334,-1.3654,-4.1968,-2.73093333333,-5.0402,2.53013333333,-2.48986666667,1.34533333333,-0.783133333333
232.90,-3.39466666667,-3.88546666667,-8.01633333333,-4.9488,-8.65026666667,-0.470266666667,-5.66446666667,-1.51326666667,-3.865
233.28,-5.94019999999,-6.96573333333,-10.8334666667,-7.64966666667,-12.6709333333,-2.60673333333,-8.05546666666,-4.29473333333,-6.60253333333
233.66,-7.9696,-8.85986666666,-11.9652666667,-8.92493333334,-14.9837333333,-3.06193333333,-8.70800000001,-6.18886666667,-7.18766666667
234.03,-9.97833333333,-9.56706666667,-12.2294666667,-9.54553333331,-15.5412,-3.723,-10.2813333333,-7.2512,-8.37673333333
234.41,-9.28193333333,-7.82426666667,-11.4897333333,-7.88846666666,-14.0407333333,-2.31513333333,-10.1178,-5.91646666667,-6.9882
234.78,-7.37806666667,-6.76833333333,-9.26833333333,-6.19913333334,-12.2358,-2.3374,-9.55279999999,-5.28453333333,-5.20333333334
235.16,-5.21146666666,-4.95573333333,-8.06293333332,-4.32646666667,-10.0886,-0.609733333333,-8.04313333333,-4.7002,-3.99213333333
235.54,-1.73113333333,-0.607733333332,-3.8122,-0.018533333334,-4.80666666667,3.2044,-4.14346666667,-0.478866666664,0.534133333334
235.91,-0.343599999993,0.498333333333,-1.323,1.9586,-2.42253333333,4.87973333333,-2.49126666666,0.927799999999,2.35386666667
236.29,0.894333333333,2.22773333333,0.894333333333,2.748,-0.081333333334,6.27646666667,-1.34966666667,2.47153333333,3.86986666667
236.66,0.947799999999,1.31106666667,1.45333333333,2.259,0.315866666666,5.63973333333,-1.56406666667,1.5482,3.90206666666
237.04,5.65926666667,5.65913333334,6.04446666666,6.23706666667,5.03713333333,10.0594,3.14066666667,5.77766666667,8.35560000001
237.41,5.47573333333,5.35953333333,6.26,6.07106666667,5.73699999999,10.1523333333,3.12266666667,5.66453333334,8.04646666666
237.79,5.75619999999,5.05606666667,5.5042,6.31653333333,6.31660000001,10.4201333333,3.06726666667,6.5546,8.06726666667
238.17,5.39360000001,5.1608,5.05146666667,6.68026666667,6.3518,10.6502,3.38126666667,5.87253333334,7.78926666667
238.54,6.29426666667,5.99873333333,5.78033333334,7.63013333334,6.9364,11.0469333333,4.35453333333,6.19133333334,8.04106666667
238.92,5.0936,4.8564,4.24473333333,6.20466666666,5.593,9.55053333333,3.04626666667,5.19353333333,7.0162
239.29,5.07326666667,5.27239999999,4.90913333333,6.26826666667,5.9988,10.3222,3.45633333333,5.47159999999,7.28766666667
239.67,3.9978,4.44806666667,4.1158,4.90886666667,4.909,9.82840000001,2.59373333333,4.67313333333,6.163
240.04,3.37713333333,3.6692,3.28953333333,4.0,4.21413333333,9.2944,1.927,3.65946666667,5.18733333333
240.42,1.99313333333,2.08006666667,1.1054,2.54133333333,2.463,7.53700000001,0.443866666666,1.66233333333,3.56826666667
240.79,2.42366666667,2.71806666667,0.974000000001,2.9898,2.67273333333,7.40673333333,1.208,2.1518,3.90346666667
241.17,1.37506666667,1.96153333333,0.431333333332,2.30533333333,1.7998,6.75433333333,0.438066666668,1.483,3.28273333334
241.54,1.755,2.70906666667,0.753799999999,2.9094,2.20853333333,7.08486666666,1.13673333333,2.1378,3.7396
241.92,1.342,2.74853333333,0.759933333334,2.65153333333,1.96713333333,6.7906,1.0348,1.73533333333,3.63773333333
242.29,1.34533333333,2.5806,0.705333333333,2.4006,1.6754,6.65666666667,1.1052,1.7804,3.66586666667
242.67,0.382933333332,1.42626666666,-0.210600000001,1.51233333333,0.540866666668,5.8532,0.234533333332,0.8758,2.6706
243.05,0.323133333333,1.14046666667,-0.300066666666,1.38053333333,0.313866666667,5.8494,0.2446,0.6972,2.43773333333
243.42,-0.254400000001,0.858933333335,-0.699933333333,1.00413333333,-0.0772666666667,5.53053333333,-0.1228,0.522666666666,2.17213333333
243.80,-0.409466666667,0.652199999999,-1.0796,0.688200000001,-0.269866666667,5.3172,-0.211466666667,0.161866666667,2.0422
244.17,-0.556266666667,0.463666666667,-1.28033333333,0.741733333333,-0.512266666667,5.1124,-0.172266666667,0.132399999999,2.1368
244.55,0.272799999999,1.24893333333,-0.294066666667,1.62813333333,0.456066666667,5.99313333333,1.01886666667,1.11693333333,2.9326
244.92,0.976666666667,1.84426666667,0.690066666666,2.08233333333,1.15833333333,6.59806666667,1.6504,1.5496,3.6238
245.30,1.35306666667,2.04446666667,0.895799999999,2.29413333333,1.4928,6.69313333333,1.89733333333,1.523,3.81326666667
245.67,1.71333333333,2.34393333333,1.40633333333,2.63373333333,1.758,6.94926666667,1.9786,1.77186666667,4.1262
246.05,1.6442,2.20453333333,1.3402,2.52693333333,1.6658,6.795,1.81313333333,1.48413333333,3.89533333333
246.42,1.49386666667,2.14793333333,1.23106666667,2.39646666666,1.6052,6.5896,1.60806666667,1.27113333333,3.6276
246.79,2.032,2.64946666667,1.795,2.72246666667,2.08933333333,6.91413333333,2.07373333333,1.71953333333,4.10053333333
247.17,2.27466666667,2.928,2.11013333333,2.92566666667,2.2942,7.02966666667,2.35686666667,1.8924,4.23706666667
247.54,2.61366666667,3.1726,2.29213333333,3.07453333333,2.55,7.17993333333,2.5886,2.04573333333,4.40646666667
247.92,2.59066666667,3.25033333334,2.3248,3.0754,2.53526666667,7.07193333333,2.5374,1.99926666667,4.3484
248.29,2.84413333333,3.5596,2.568,3.2094,2.82653333333,7.25593333333,2.73766666667,2.15486666667,4.52926666667
248.67,2.61413333333,3.34533333333,2.39826666667,3.04853333333,2.66673333333,6.96793333333,2.3764,1.97926666667,4.3492
249.04,2.40046666667,3.1834,2.22,2.9306,2.49753333333,6.9194,2.1974,1.83893333333,4.1106
249.42,1.955,2.94186666667,1.91706666667,2.55753333333,2.11613333333,6.6312,1.8292,1.69146666667,3.75566666667
249.79,1.83406666667,2.9168,1.7806,2.3844,2.08633333333,6.46793333333,1.67113333333,1.6024,3.6148
250.17,2.08493333333,3.2742,1.9668,2.62613333333,2.26893333333,6.543,1.78,1.8926,3.7824
250.54,2.26046666667,3.33193333333,2.0374,2.66546666667,2.28973333333,6.4406,1.71146666667,1.99033333333,3.8484
250.92,2.22006666667,3.5654,1.99746666667,2.72166666667,2.50226666667,6.50353333334,1.83126666667,2.13546666667,3.9166
251.29,2.15706666667,3.63926666667,1.79326666667,2.7658,2.59046666667,6.574,1.76353333333,2.2234,4.0596
251.66,1.72966666667,3.2348,1.4398,2.60666666667,2.12673333333,6.1592,1.34646666667,1.82973333333,3.784
252.04,2.2106,3.37186666667,1.6596,3.0702,2.5508,6.54393333333,1.81413333333,2.2,4.27373333333
252.41,1.88213333333,2.92733333333,1.311,2.74773333333,2.2342,6.2966,1.49786666667,2.07986666667,3.9942
252.79,2.50413333333,3.58886666667,1.8276,3.21746666666,2.66966666667,6.9424,2.243,2.53726666667,4.48986666666
253.16,2.50933333333,3.52726666667,1.62926666667,3.15433333333,2.43473333333,6.7262,2.25573333333,2.36393333333,4.48173333333
253.54,3.031,3.904,2.05986666667,3.63953333333,2.68713333333,7.08993333333,2.72866666667,2.59246666667,4.69766666667
253.91,3.05253333333,3.93173333333,2.11893333333,3.69153333333,2.56053333333,7.07346666667,2.93626666667,2.43273333333,4.7568
254.28,3.35106666667,4.3216,2.5272,4.0682,3.00253333333,7.52213333333,3.33133333333,2.8996,5.114
254.66,3.2692,4.56133333333,2.6956,4.289,3.3272,7.73586666667,3.6862,3.2858,5.35806666667
255.03,3.04013333334,4.13026666667,2.3366,3.80473333333,2.85786666667,7.35713333333,3.3398,2.962,4.92086666667
255.41,3.59666666667,4.51046666667,2.81786666667,4.28066666667,3.27706666667,7.79213333333,3.6776,3.33106666667,5.41073333333
255.78,4.4186,5.008,3.47273333333,5.12226666667,4.0622,8.56286666667,4.50986666667,4.19926666666,6.17326666667
256.15,4.8272,5.5364,4.18193333333,5.56386666667,4.388,9.0552,4.58933333333,4.56646666667,6.4378
256.53,5.2054,6.1026,4.5748,5.9914,4.6236,9.26946666666,4.8324,4.80126666667,6.62673333333
256.90,4.74293333333,5.6256,4.13913333333,5.58813333333,4.13486666667,8.97759999999,4.243,4.33053333333,6.23353333333
257.28,4.664,5.50153333333,4.12333333333,5.48646666667,4.306,8.88266666667,4.211,4.447,6.3126
257.65,4.08493333333,4.833,3.53706666667,4.9466,3.8978,8.10286666667,3.65413333333,3.78433333333,5.81506666667
258.02,3.6026,4.21893333333,3.0698,4.38306666667,3.4614,7.55653333333,3.21673333333,3.30013333333,5.31886666667
258.40,3.28386666666,3.80113333333,2.80866666667,3.94946666667,3.12793333333,7.23586666667,3.00906666667,2.75933333333,4.989
258.77,3.6502,4.00686666667,3.18186666667,4.17,3.33646666667,7.64866666667,3.34306666667,2.95393333333,5.19273333333
259.15,3.4532,3.833,2.9948,4.09026666667,3.23066666667,7.5702,3.1904,2.707,5.03793333333
259.52,3.23833333333,3.69046666667,2.82846666667,3.9296,3.06773333333,7.43013333333,3.05013333334,2.547,4.78806666666
259.89,3.07353333333,3.65746666667,2.655,3.73526666666,2.91633333333,7.2754,2.85013333333,2.35893333333,4.5658
260.27,3.16053333333,3.78446666667,2.66146666667,3.84046666667,2.927,7.32893333333,2.9734,2.5256,4.66573333334
260.64,3.12726666667,3.81506666667,2.70746666667,3.884,2.91433333333,7.36246666666,3.002,2.52573333333,4.683
261.01,3.168,3.88706666667,2.7998,3.98693333333,2.984,7.381,3.1508,2.67973333333,4.7838
261.39,3.31833333333,4.0808,2.96473333333,4.19126666667,3.07993333333,7.58546666667,3.26313333333,2.78166666667,4.87646666667
