wavelength,Back_HetXanm,Belly_HetXanm,Breast_HetXanm,Crissum_HetXanm,Crown_HetXanm,DorTail_HetXanm,Patch10_HetXanm,Patch11_HetXanm,Patch12_HetXanm,Rump_HetXanm,Throat_HetXanm,WingTip_HetXanm
187.15,37.0114,78.3906,83.1033333333,86.6668000001,94.4827333334,114.712466667,85.5172666667,62.9885333335,42.2988666666,74.1954499999,22.7586,51.7240333333
187.53,57.2094,77.3643333333,79.69,88.0619999999,91.4729333333,102.325666667,89.3023333334,70.0775333334,63.4107999999,73.5853249999,40.1550000001,64.6511666666
187.91,6.37686666681,65.797,54.9277333333,81.7392,68.4057333331,109.855133333,79.7101999999,51.0145333333,34.7826666667,49.7464666667,-8.6956666666,55.7970333334
188.29,-178.888866667,53.3332666666,22.7778333334,124.4444,93.3332666667,240.000066667,67.7777333341,16.6667999998,-83.3333333339,27.2222000005,-267.777866667,-3.8888666666
188.67,2.00000000006,142.0,91.0,172.0,152.0,305.333333333,129.333333333,102.666666667,27.9999999998,81.8333333333,-89.9999999998,112.333333333
189.05,-152.381,111.428666667,2.38086666674,87.6190000001,63.8094666667,279.999933333,27.6190666659,34.2857999999,-79.0477333327,-30.4761666667,-270.4762,79.9999
189.43,-776.666666667,193.333333334,-231.666666667,-209.999999999,-136.666666666,633.333333332,-289.999999999,-96.666666668,-493.333333334,-513.333333333,-1253.33333333,98.3333333334
189.81,-2393.33333333,-259.999999999,-1326.66666667,-1360.0,-1246.66666667,500.000000002,-1120.0,-553.333333332,-1440.0,-1930.83333333,-3819.99999999,-803.333333332
190.19,201.851866667,84.8149333333,155.3705,129.259333333,138.5184,12.5925333334,112.962933333,92.9630666666,146.296266667,170.416625,279.2592,110.9258
190.57,144.731133333,67.7421333334,115.914,107.957,106.451666667,33.5485333332,90.1075333333,78.4945333333,105.3764,131.263433333,189.6774,97.7419333334
190.95,116.8992,62.7907333334,95.1163000002,89.6123333335,90.3876000001,43.2557333333,71.4728666667,70.5425333331,95.8139333333,107.34495,153.798333333,83.4108000001
191.33,113.856333333,75.1634666667,88.5620999999,98.9543333333,92.6797333333,45.8822000001,70.5882,76.4708000001,90.1961999999,103.464125,144.183066667,86.5360666667
191.71,89.6396666666,56.3964666667,71.1711666666,74.1441333333,70.6306,37.6575999999,60.5407333334,58.6487333333,70.5404,79.7635249999,105.945933333,66.5765333334
192.09,65.8065333333,33.3334,54.1397999999,50.2150000001,53.0107333333,7.52686666668,39.5699333333,39.0322,43.9785333333,61.7337583333,98.8172666667,48.9783666667
192.47,53.7255333333,22.647,46.1274000001,41.1765333333,40.7843333333,1.0784,30.4902,32.7451333333,28.8235333333,50.919125,84.0195333333,39.7057
192.85,73.9917999999,43.2921333333,64.815,60.5761333333,59.5062,31.5226666667,50.2880666666,51.3580666667,45.1850666667,60.689275,92.5103333333,59.7942666667
193.23,65.747,40.9961333333,60.2680666666,53.5633333334,52.6436666667,27.1263333333,44.5212,46.8199333333,36.3218,46.7337333333,80.6897333335,50.8048333333
193.61,61.1363333334,33.2576666667,60.7197,46.5151333333,52.803,25.5303333333,42.2727333333,44.2423333333,33.9394,40.3502666666,74.1666666667,49.1288999999
193.99,58.1410666667,32.1152666667,60.4165666667,46.9870666667,53.2050666667,28.1411333333,43.7819999999,43.9104,36.3462,38.2692416667,65.7051333332,49.0705666667
194.37,53.5825333333,30.2804666667,61.4019333333,47.0406,51.5887333333,25.109,43.1775333333,43.6760666667,34.5795333333,32.803725,64.0498,46.729
194.75,54.8571333333,35.2383333333,65.4921666667,51.8094666667,53.5872,30.0316,45.5874,46.0953333333,37.9047333333,33.063525,69.0794666667,46.5080666667
195.13,57.0881333333,30.8810666667,70.3832333335,51.2642666667,57.3180666667,20.7663333333,45.1341333333,42.7586,32.0306,28.2949833333,67.8161333332,43.0649666667
195.51,49.6666666667,21.8333333333,70.6666666667,45.5,52.3333333333,14.9166666667,42.9166666666,29.9166666667,22.6666666667,19.09375,58.0000000001,32.5416666667
195.89,43.9548,17.514,80.2824,48.0226000001,58.3051333333,7.79646666668,44.4067999999,25.5367333333,18.0791333333,1.55358333333,57.5140000001,22.8814333333
196.27,50.7762666667,27.4886666667,75.1143333334,52.7852666667,61.6438666667,22.1917333333,48.3106666667,31.5982,30.2282666667,8.53881666667,53.1507333332,31.0958666667
196.65,45.2736,20.0000666667,75.5223000001,50.5472666667,66.6666,14.6269333334,37.0148666667,21.4924666667,23.2834666666,-2.48755833333,43.0846,22.1394333333
197.03,35.8974666667,15.8974666667,65.5128666666,42.3076666667,58.8888,15.2136,32.3932,21.8804,18.6325333333,0.224366666654,38.3762000001,19.4017
197.40,46.6666666667,19.2794,70.9908,47.6577333333,64.0541333333,18.9188666667,38.1081333333,29.0990666667,26.9369333333,8.33325833333,53.3332666667,32.9730666667
197.78,35.0537333333,6.34399999999,60.6453666667,36.3441333334,54.3011333333,1.3978,16.5592000001,14.086,14.3010666667,-11.4383416667,45.4837333332,20.6988000001
198.16,31.2194666666,-16.4226666667,68.3740333333,25.5283333334,57.0731333334,-23.4145333334,-3.9024,5.04066666664,-12.5203333334,-39.8779583333,47.6422666665,-0.56906666666
198.54,13.8096000001,-66.4286,58.8095666669,-11.1905333334,32.1427999999,-71.1904,-39.0476666666,-35.7140666667,-69.5237999999,-91.3988583333,23.8096,-43.4523333335
198.92,1.75433333326,-132.280666667,70.5264,-55.4384666669,41.0525333331,-146.666733333,-78.2456666666,-60.7016000001,-125.614066667,-148.728041667,-7.01753333326,-55.7895333333
199.30,-3.95053333321,-102.962866667,45.5555666668,-47.9012000001,11.6050000001,-107.901066667,-63.9506666667,-39.2593999999,-90.1234000001,-113.4568,-14.0741333333,-30.3703666667
199.68,22.1768,-43.8095333333,45.7823000001,-11.0203333333,31.4285333333,-39.3196,-13.1972666667,3.80940000001,-23.6734666667,-46.5816583334,19.8639333335,4.69396666674
200.06,39.3859333334,-10.7895333333,41.7982333334,8.85966666665,37.1053333333,-15.6142666667,3.59653333341,21.3158,-4.29833333334,-13.1797416667,28.9473333333,28.4210333333
200.44,41.5555333334,-26.7778666667,44.2778666668,6.44453333325,33.1112,-23.8888666667,-5.88900000001,25.4443333333,-15.4443999999,-23.0972166667,30.6667333334,29.2222666667
200.82,46.2564666667,-14.1539333333,46.8204666667,17.7436666667,41.3334666667,-12.3076666667,7.69233333338,35.9999333333,-2.66666666668,-9.14095833334,40.6154,43.1794666666
201.19,29.0059333333,-37.4269333334,27.8947666668,-2.10526666666,25.1462,-39.8830666666,-9.12273333333,14.386,-19.6492000001,-32.4708166668,24.0935999999,33.6256666666
201.57,8.72726666666,-56.0000666666,1.8182,-18.1819333333,14.5454000001,-53.9393333333,-23.394,-5.09093333334,-35.1514000001,-53.4847833333,-2.66673333332,23.4546666667
201.95,20.2942,-31.5685333333,11.5685333333,0.49013333332,25.6863333333,-21.5686666667,3.92173333334,11.1765333333,-16.5686666667,-30.012175,12.8429999999,29.4607666667
202.33,23.0521333333,-16.6264,12.5702333333,7.63060000001,28.3534,-5.542,15.8232,14.9398,-3.61433333333,-15.7629333333,15.9839333333,34.3374
202.71,15.1589333333,-22.6984666667,8.69043333334,0.793600000014,24.5238,-5.07933333332,12.6984,8.09539999998,-7.93666666668,-20.5655,4.04766666667,29.4049333333
203.09,13.3332666667,-20.0,4.7719,-2.66653333334,16.9122666667,0.70186666666,8.42106666666,3.78946666666,-11.9298,-22.0087666667,0.4912,20.5265333333
203.47,12.1610666667,-23.0768,3.3331,-5.93406666666,17.8021333334,1.68506666666,9.30406666669,1.24539999998,-16.7032666667,-25.3113166667,-3.15026666668,10.7326
203.85,5.11633333334,-31.0078666667,-4.57376666668,-12.2478666667,8.52720000001,-4.49626666668,3.79833333333,-6.6666,-28.4496,-33.7112166667,-11.1628,10.0388
204.22,-4.77486666665,-43.4232,-4.72966666668,-19.4594666667,3.06293333331,-4.14406666668,1.80186666666,-12.1622,-34.0540666667,-37.4549333333,-15.8558666667,7.52243333334
204.60,-36.6153333333,-69.4359333333,-28.7691333333,-46.8717333333,-13.846,-26.4614666667,-14.8718666667,-43.6923333333,-58.0512,-60.7564166667,-44.7178666667,-13.6921999999
204.98,-74.1176666667,-115.163533333,-61.9607666667,-89.5425333334,-48.8889333333,-52.2876666667,-44.4444666667,-88.2352000001,-95.1633999999,-101.339825,-85.0980666667,-52.5489333333
205.36,-83.6230666667,-136.087,-63.5507000001,-101.3044,-57.2464666667,-54.9275333333,-57.3913333333,-108.405866667,-112.173933333,-112.228266667,-106.3768,-70.5072
205.74,-92.4822666667,-152.907733333,-54.8226333333,-109.219733333,-63.2624000001,-59.8580666667,-69.5036,-119.858133333,-117.163066667,-115.053233333,-120.5674,-95.3192333334
206.12,-102.2222,-173.174666667,-52.3808666667,-122.222133333,-68.4127333333,-79.5237333333,-79.5237999999,-138.0952,-130.000133333,-126.249983333,-136.3492,-106.269833333
206.50,-167.126533333,-277.0116,-95.5172666667,-197.241466667,-117.931066667,-128.045933333,-137.011466667,-225.747266667,-211.034466667,-202.930941667,-217.0114,-172.069066667
206.87,-127.254866667,-223.7256,-81.2744333333,-152.745066667,-83.3332666667,-93.3333333334,-117.058933333,-178.8236,-166.2746,-156.397058333,-159.6078,-125.392233333
207.25,-261.666666667,-421.0,-187.166666667,-297.0,-184.0,-201.0,-230.0,-348.666666667,-310.0,-305.875,-307.0,-239.0
207.63,-119.279266667,-193.513466667,-75.4054666666,-128.6486,-76.3964000001,-71.1710666666,-100.360466667,-161.982,-127.2072,-136.891825,-133.873933333,-84.2341333334
208.01,-156.666666667,-232.8888,-94.2222333335,-166.444466667,-98.6666666667,-74.4446000001,-134.444266667,-205.111,-149.333266667,-161.52775,-181.111133333,-115.8889
208.39,-105.470133333,-154.358866667,-59.7435666667,-111.453,-57.6066666667,-29.4017333333,-86.3247333333,-152.478533333,-100.341866667,-113.397308333,-131.965933333,-67.6922
208.77,-33.4427999999,-66.776,-8.57926666666,-42.5138000001,-9.83599999993,13.0057333333,-28.5246666667,-67.7595333333,-35.9562666667,-47.1174666667,-55.6284666667,-10.6010666667
209.14,-11.341,-36.4751333333,2.91196666666,-19.4636,3.98453333335,17.9310666667,-11.2644,-33.9464666667,-15.9386666666,-20.2777333333,-29.7318666667,5.09569999998
209.52,0.960866666667,-13.3933333333,11.3213333333,-8.16833333332,12.973,23.1230666667,2.22226666666,-11.4114666667,-0.600466666674,-4.47460833335,-12.2523333333,16.6066333333
209.90,2.01826666665,-8.07339999999,11.101,-8.07346666667,15.0459333333,24.9540666667,3.60866666667,-8.50146666666,1.95720000001,0.527358333326,-10.2141333333,20.6728666667
210.28,0.648933333346,-9.26246666665,8.55446666667,-8.67260000001,15.4572666667,27.7876,2.41886666667,-6.07666666666,0.000133333354,3.54727500001,-11.2684,22.9498666667
210.66,-2.86513333334,-10.1378,2.4517,-12.1211333333,10.2480666667,19.9448666667,-2.09359999999,-8.20926666668,-5.01366666667,-0.68185833334,-15.4820666667,16.1433
211.03,-10.4598,-12.7586666667,-2.04023333333,-19.1378666667,5.51720000002,17.8160666667,-5.86213333334,-13.2184,-13.3908,-7.98138333334,-23.6782,9.77033333334
211.41,-21.5758666667,-18.7879333333,-11.697,-28.4242,0.60599999998,14.1214666667,-13.3333333333,-20.4243333333,-21.697,-11.5832,-32.8484666667,3.36363333332
211.79,-43.0718,-38.3006,-33.1046,-48.3008,-14.4444666667,-2.15700000002,-32.6144,-41.3072,-42.2222,-28.8561333333,-52.4182666667,-14.3792
212.17,-61.9444,-58.0554666666,-51.9790333334,-64.7916000001,-31.6666666667,-17.847,-51.1805333334,-59.9305333333,-61.0415999999,-45.4687416667,-66.25,-29.1666
212.55,-73.8096666667,-68.9796666666,-65.4422333333,-76.0545333334,-40.4080666667,-27.3469333333,-60.4082,-64.7618,-69.3878666666,-48.8689416667,-72.7210666668,-39.7957333333
212.92,-95.5056666667,-91.4607333334,-92.0972333333,-98.8764,-63.1460666667,-48.0150666667,-80.3744666667,-89.8877333333,-89.9626666667,-68.6516416668,-94.6817999999,-57.4159666667
213.30,-127.567666667,-119.1892,-119.234133334,-130.360266667,-89.3693999999,-62.7927999999,-102.342466667,-116.216333333,-118.6486,-95.0223833333,-125.225133333,-74.7298666667
213.68,-242.5186,-236.7408,-229.037133333,-236.148133333,-181.6296,-120.0,-197.0372,-224.444466667,-231.407466667,-188.722208333,-237.037,-162.222266667
214.06,-250.542533333,-241.240333333,-238.372133333,-237.829466667,-195.348733333,-121.550333333,-207.286866667,-226.821733333,-245.271266667,-196.143441667,-239.535,-165.6589
214.44,-347.083333333,-327.291666667,-328.333333333,-338.75,-287.5,-168.125,-283.333333333,-311.041666667,-335.0,-286.484375,-335.416666667,-241.354166667
214.81,-322.020266667,-303.838333333,-291.212,-312.323266667,-267.474933333,-139.595933333,-261.01,-279.595933333,-301.212066667,-253.611133333,-316.3636,-214.6465
215.19,-206.821733333,-200.154933333,-187.597,-199.224733333,-173.643333333,-74.1084666665,-161.8604,-176.7442,-185.581333333,-146.608408333,-204.341133333,-130.9301
215.57,-138.390733333,-139.425266667,-123.505733333,-129.1954,-119.885133333,-40.9194666666,-99.6553333333,-118.8504,-121.954066667,-94.2672333335,-137.5862,-86.0918666667
215.95,-122.4692,-126.419733334,-106.419866667,-113.0864,-107.777733333,-16.9136000001,-78.1480666666,-96.1727333333,-109.5062,-73.8425666666,-126.172866667,-67.7160666667
216.32,-99.6491333333,-106.198733333,-90.2339999999,-94.0350000001,-85.6140666667,-3.97659999998,-53.4504000001,-75.5556,-91.9297999999,-55.2632666667,-108.420933333,-51.2865333333
216.70,-77.6345333333,-85.8062666668,-70.5376333333,-68.9246666666,-67.6343333333,4.30106666668,-37.4193333333,-59.8925333333,-74.7311999999,-47.5269583333,-86.7742,-38.4946
217.08,-64.0212000001,-71.6400666668,-53.3862666667,-55.1322666667,-55.0265333333,23.0687333333,-24.5502,-39.2593333333,-61.1640666667,-29.9471,-73.9681999999,-27.8307666667
217.46,-65.3332666666,-71.3333333334,-57.7778333333,-52.3332666667,-51.4444666667,17.6664666667,-21.8888000001,-40.5554666667,-58.8889999999,-27.7222916667,-70.4444666667,-30.1667
217.83,-55.7487333334,-53.7198666667,-53.2366333333,-44.2512000001,-40.6764,13.7197333333,-16.0387333334,-33.1400666667,-46.1836666667,-18.0072166667,-55.8453333333,-17.5361666667
218.21,-57.6576666667,-52.2522666667,-52.7478,-44.8648666667,-39.9099999999,9.81973333332,-13.5135333333,-33.5135333333,-45.0451333333,-19.3355166666,-54.0540666667,-18.8287333333
218.59,-47.2726666666,-44.3939333333,-45.3408666667,-34.0909333333,-32.6515333334,10.0756,-11.8181333333,-29.3182,-36.591,-11.7235416667,-44.4697333333,-15.8711333333
218.97,-57.0281333333,-52.5300666667,-55.9037,-42.4095333333,-43.6948000001,4.09646666666,-19.277,-37.6707333333,-42.7307333333,-18.7046583333,-48.4336666667,-24.4577666667
219.34,-65.6790000001,-59.4239333333,-66.6666,-47.5722,-53.9917333333,-3.6214,-28.0657333333,-45.1028666666,-50.6996,-26.635725,-52.5925333333,-32.2631666667
219.72,-70.8676666666,-62.8309333333,-74.4748666667,-58.9042000001,-63.9270000001,-6.0272,-38.5386666667,-49.4977333334,-58.9954666667,-31.2671499999,-59.7260666667,-38.9498333333
220.10,-83.0986666667,-74.1784666667,-89.9061,-73.7087999999,-78.1220666667,-21.4083333333,-56.5257333333,-65.4460000001,-75.3991333333,-45.2699583333,-75.9624000001,-48.7793666667
220.47,-91.6431333334,-78.1219333333,-98.2628333333,-78.0282,-87.5116666667,-30.6102666667,-63.8497999999,-75.3052666667,-85.0703333334,-55.9506333334,-88.0750666665,-60.8921333333
220.85,-104.895933333,-86.6667999999,-110.1565,-92.2916666667,-101.458533333,-28.4375333333,-70.3125333334,-82.1876000001,-93.0209333334,-58.4896666667,-102.604466667,-73.2293000001
221.23,-83.5499333333,-68.4848666667,-81.9912333333,-74.5453333333,-81.2120666667,-20.6061333333,-55.5844666667,-62.251,-67.4458,-41.4067916666,-76.6233333333,-62.5972333333
221.61,-80.1666666667,-65.8333333334,-75.8750000001,-71.5833333333,-78.9999999999,-17.8333333333,-51.0833333333,-59.8333333333,-60.9166666667,-38.4062500001,-70.6666666667,-61.9166666667
221.98,-65.3047333333,-47.0967333333,-56.5949,-55.2689333334,-61.5770666667,-14.8386666667,-35.8422,-47.5985333333,-45.3047333333,-26.8102083333,-54.1218666667,-48.6021333333
222.36,-68.6022,-47.5269333333,-59.7491,-57.0609333333,-64.4444666666,-20.6451333334,-37.4911333333,-51.0395333333,-45.6632,-28.0466,-56.2723999999,-51.7563666667
222.74,-92.6406666668,-57.8353333333,-80.2163999999,-73.5931333333,-82.8571333333,-40.6060666667,-51.1688666667,-67.5324,-60.6062,-39.3506500001,-74.4589333333,-65.8873333333
223.11,-99.6537333334,-59.1342666667,-86.4502666667,-74.2857333333,-80.6062666667,-43.2036,-52.2078,-72.5540666667,-65.5411333333,-40.7575833334,-80.7792000001,-67.5758666667
223.49,-156.174866667,-104.152933333,-136.939866667,-129.071066667,-127.1038,-81.8579333333,-88.9618000001,-119.562866667,-111.1476,-77.8415,-133.442533333,-106.939833333
223.87,-194.908933333,-135.636333333,-168.121066667,-154.666666667,-156.242333333,-103.393933333,-108.8484,-144.3636,-133.212133333,-99.0908916667,-161.4544,-128.727366667
224.24,-134.977066667,-91.1416000001,-111.7351,-106.484,-105.2968,-66.6666,-66.8491999999,-88.4930666667,-84.6576000001,-62.3058250001,-108.219133333,-89.0411666667
224.62,-95.2489999999,-55.4022666667,-73.4482333333,-74.7892666667,-71.1876666667,-35.9388666667,-37.8544,-47.7393333333,-49.3486666667,-30.2202583333,-69.8083333333,-59.1572333333
225.00,-137.7114,-90.1494,-115.820966667,-117.811066667,-110.945333333,-77.0149333335,-71.0446666667,-80.8954666667,-84.7761999999,-63.6691833334,-112.935266667,-98.3084666667
225.38,-198.333266667,-127.563933333,-175.2565,-175.7692,-158.589666667,-120.0,-115.0,-127.179466667,-135.5128,-106.4104,-171.6668,-142.179366667
225.75,-199.359,-117.179466666,-173.397433333,-176.7948,-154.6154,-110.769133333,-115.0,-120.897333333,-133.589733333,-104.182858333,-172.435866667,-131.025766667
226.13,-190.943333333,-117.232666667,-179.685433333,-174.717,-160.8806,-110.1886,-122.0124,-122.389933333,-132.452866667,-105.28305,-180.377266667,-133.396133333
226.51,-171.2726,-102.060733333,-156.424166667,-154.424333334,-145.9394,-92.7272666666,-107.878866667,-99.3937999999,-114.060666667,-90.6513416667,-153.333333333,-114.000066667
226.88,-131.470666667,-85.6861333333,-124.754933333,-118.137266667,-114.411866667,-71.1764000001,-86.4706000001,-75.2942,-91.6665333333,-70.2941416666,-122.647066667,-93.3333333333
227.26,-110.5404,-75.3152666666,-104.865033333,-103.783866667,-102.072066667,-56.6665999999,-75.4052666667,-63.0630666667,-72.9730666667,-62.0044833333,-111.1712,-81.2160999999
227.64,-70.4167333333,-43.4722666667,-63.8888666667,-59.7222,-63.5416000001,-32.9167333333,-46.8055333333,-33.2637333333,-42.2915333333,-35.9807916667,-72.7082666667,-52.6042
228.01,-55.8332666667,-33.6904666667,-50.8630333333,-45.6548,-51.0118,-31.7262666667,-35.7739333333,-24.1071333333,-33.3333333334,-30.0819,-58.7499333333,-43.6011333333
228.39,-53.1074,-33.6157333333,-49.3502666667,-42.6554,-52.3164,-30.2260666667,-35.8757333333,-26.9492666667,-31.6384666666,-30.48025,-55.5933333333,-40.3390333333
228.76,-51.4754666667,-37.5956666667,-50.1639666667,-43.3333333333,-50.601,-33.6066,-36.2295333333,-29.0164,-31.4206666667,-33.1216166667,-54.2076,-37.3496333333
229.14,-42.0582666667,-30.2907333333,-39.5301666667,-31.9462666667,-40.7606666667,-23.8926,-28.0985333334,-23.669,-23.9374,-26.258625,-42.2371333333,-29.1945333333
229.52,-28.8016,-20.1872666667,-25.6366,-17.6780666667,-30.0000666667,-15.2434666667,-16.3296666667,-13.221,-15.4681333333,-16.6806333333,-28.2398666667,-18.5205666667
229.89,-24.2781333333,-17.7895333333,-22.0676666667,-14.4742,-28.1996,-14.9376666667,-14.8306666667,-11.6579333333,-14.9375333333,-14.7817,-26.0249333333,-17.5401666667
230.27,-28.639,-22.7613333333,-24.3589666666,-18.6192666667,-33.0572666667,-18.3432666667,-18.1460666667,-12.9388,-19.2110666667,-19.6597083333,-29.9802666667,-22.2879
230.65,-19.3163333333,-14.2563333333,-17.5384333333,-13.094,-23.4872,-11.0085333333,-10.2905333333,-8.54693333333,-12.3418666667,-13.3419166667,-23.9657333333,-16.1196
231.02,-17.9020666667,-15.2283333333,-15.9560666667,-15.6683333333,-24.4331333333,-11.3028,-10.2538,-9.74613333333,-11.8104666667,-14.1243166667,-23.1810666667,-14.6362333333
231.40,-14.5365333333,-10.1788666667,-11.6097666667,-12.5203333333,-21.1056,-10.2113333333,-7.57713333333,-5.26813333333,-9.04060000001,-11.8211416667,-16.7154666666,-10.1626333333
231.78,-15.7575333333,-11.0773333333,-12.3400333333,-15.6228,-23.468,-11.4813333333,-6.96979999999,-5.72386666666,-8.38380000001,-11.7972166667,-16.5993333333,-9.22576666666
232.15,-16.9572666667,-11.3845333333,-13.4530333333,-17.5042,-25.094,-12.4445333333,-8.64953333333,-8.27353333334,-9.77773333333,-13.4786833333,-18.0512,-10.9401333333
232.53,-17.5634666667,-9.40773333333,-12.8933666667,-15.1607333333,-22.7072,-12.7919333333,-5.82073333334,-6.02373333333,-7.68193333333,-11.2774833333,-16.9882666667,-10.2199333333
232.90,-19.3263333333,-9.60993333333,-13.5107333333,-14.7164,-24.2553333333,-14.397,-6.77313333334,-7.30486666667,-7.41146666666,-11.9769416667,-19.2554,-10.8156
233.28,-9.09399999999,0.41013333332,-2.15386666666,-3.99986666667,-11.1112666667,-3.65813333333,3.3846,3.99999999999,4.95719999999,-0.615416666666,-7.9316,-0.239300000002
233.66,-9.71633333333,0.425599999994,-3.22706666666,-5.78026666666,-9.36186666667,-4.6098,1.56026666667,3.79426666667,6.63113333333,-2.14978333333,-9.96466666668,-0.673766666665
234.03,-9.04533333333,1.5412,-3.48423333333,-4.1876,-7.53779999999,-5.2932,1.67499999999,4.355,8.6768,-1.95975833333,-7.06853333334,-0.485666666666
234.41,-3.45039999999,5.87733333333,1.90059999999,1.78373333332,-1.75446666667,-1.0526,6.34500000001,7.6608,14.269,1.82383333334,-0.9356,4.82453333333
234.78,-5.91926666667,2.60073333333,-0.269233333334,1.46473333335,-3.13900000001,-3.408,3.55753333335,5.56053333333,12.3468,-0.085766666672,-3.16906666666,2.27196666667
235.16,-2.3872,6.98686666666,2.96943333333,5.82233333333,1.77586666667,-0.553199999998,7.48186666665,8.90833333333,16.0990666667,2.15428333332,0.7278,3.49356666667
235.54,-0.317399999994,6.00300000001,2.81376666667,7.76339999999,4.04039999999,-0.375133333334,9.00433333334,9.78353333334,17.2584,3.18910833332,2.33759999999,4.531
235.91,2.61819999999,7.1526,3.38726666667,9.17673333335,5.82986666667,1.16066666667,8.39399999999,9.90546666667,17.3818666667,3.10058333335,3.21186666665,4.2106
236.29,9.74946666669,12.2055333333,9.53639999999,14.5612,11.7294666667,6.79193333334,12.431,15.1127333333,22.4310666666,7.7537,9.14793333333,10.5513666667
236.66,10.6666,11.8718666667,9.43586666666,13.9743333333,11.4104,5.58966666667,11.0512666667,13.7434666667,21.2307333333,5.82695000001,8.56406666667,8.85900000001
237.04,11.6177333333,12.0835333333,10.5392666667,13.5048,11.4952,5.68646666665,9.77946666666,13.9949333333,20.0735333333,5.55760833332,9.65693333334,7.90443333333
237.41,10.1448666667,11.1834666667,8.18843333333,10.8455333333,7.68113333334,2.68126666667,7.43980000001,12.2463333333,16.1593333333,3.52656666666,8.09179999999,5.95406666667
237.79,11.8465333333,12.3261333333,9.30456666667,12.0622666667,7.41,3.69306666667,9.7602,14.1728666667,15.7794,4.60729166666,9.66433333333,7.00246666667
