wavelength,Back_TanXagf,Belly_TanXagf,Breast_TanXagf,Crissum_TanXagf,Crown_TanXagf,DorTail_TanXagf,Patch10_TanXagf,Patch11_TanXagf,Patch12_TanXagf,Rump_TanXagf,Throat_TanXagf,WingTip_TanXagf
213.30,679.861111111,536.111111111,412.5,425.694444444,448.611111111,448.611111111,576.388888889,447.222222222,468.75,602.777777778,530.555555556,743.75
213.68,1237.5,956.944444446,777.777777779,820.833333333,805.555555557,852.083333333,1058.33333333,780.555555557,793.055555557,1104.16666667,974.999999999,1355.55555555
214.06,422.222222222,342.929444444,290.404111111,295.454555555,294.444444445,320.707055556,404.040333333,300.0,263.636333333,380.808,353.030111111,493.939222222
214.44,331.555555556,280.888888889,239.111111111,228.888888889,232.0,274.888888889,330.666666667,237.333333333,225.777777778,302.666666667,287.111111111,421.777777778
214.81,398.692777778,330.065222222,266.666666667,252.287555555,240.522777778,324.182833333,400.0,260.784222222,216.993666667,339.215777778,341.176555555,549.673222222
215.19,277.272666667,235.858555556,200.000111111,183.838555555,177.777777778,248.484777778,290.404,182.323111111,152.525222222,249.495,236.363777778,409.090777778
215.57,793.650666667,615.873,477.777666667,376.190555556,419.047444445,632.539611111,784.126888888,449.206333333,366.666555556,565.079555555,531.746111111,1209.52388889
215.95,-2455.55555555,-1716.66666667,-1105.55555556,-1133.33333333,-1222.22222222,-2075.0,-2188.88888889,-1216.66666667,-927.777777777,-1588.88888889,-1472.22222222,-3938.88888889
216.32,-180.117111111,-93.5673333331,-53.2165555555,-61.4035555556,-60.234,-138.304111111,-147.953,-48.537888889,-31.579,-94.7368888889,-68.4212222222,-315.789444445
216.70,-163.157666667,-73.6842222222,-51.4619999999,-66.0818888889,-56.1402222224,-123.391833333,-143.274888889,-77.7777777778,-33.3333333334,-112.865555556,-61.4034444444,-285.965
217.08,-196.296555556,-154.814888889,-72.5925555557,-133.333444445,-105.926,-172.222222222,-173.333444445,-142.222333333,-65.1852222222,-155.555555556,-88.148111111,-360.740777778
217.46,-2050.0,-1838.88888889,-1411.11111111,-1950.0,-1527.77777778,-2044.44444445,-1827.77777778,-1983.33333333,-1227.77777778,-1927.77777778,-1377.77777778,-3127.77777778
217.83,-725.926,-714.814888889,-462.962999999,-722.222222222,-564.81488889,-714.814888888,-635.185333334,-714.815,-466.666444445,-659.259222222,-503.703777778,-1107.40733333
218.21,-233.333333333,-200.529111111,-140.211666667,-224.867555556,-170.899555555,-209.523777778,-198.412444444,-208.465555555,-155.555666667,-215.344,-135.978888889,-334.920666666
218.59,-111.111,-98.5756666668,-60.3987777778,-98.8602222223,-79.772111111,-93.1623888889,-98.2906666668,-97.1507777776,-70.3703333332,-113.675222222,-56.1253333334,-157.265
218.97,-106.565666667,-99.2423333334,-57.5756666666,-100.505111111,-88.6363333333,-94.4445555557,-102.777777778,-94.9495555557,-82.5757777779,-122.979777778,-58.5859999999,-136.363777778
219.34,-86.8685555554,-80.808,-50.3029999999,-81.0101111111,-81.4141111111,-87.3736111112,-91.3132222223,-82.8281111111,-73.1309999999,-109.696888889,-59.3937777778,-113.737444445
219.72,-93.1111111111,-84.2222222222,-57.7777777779,-91.5555555557,-88.2222222224,-97.3333333333,-106.0,-90.4444444444,-81.1111111112,-128.0,-71.3333333333,-121.111111111
220.10,-90.1962222221,-81.4815555556,-63.1807777778,-86.9281111111,-88.8888888888,-88.3441666667,-109.804111111,-87.5816666664,-81.2635555557,-125.054555556,-64.7058888889,-109.368333333
220.47,-71.2204444443,-59.3806666667,-46.9945555555,-63.3881111111,-65.3916666667,-64.7542222221,-86.5211111112,-66.8487777778,-58.8342222223,-99.0891111111,-49.909,-81.2385555556
220.85,-82.3413333333,-73.016,-52.7776666665,-67.262,-68.8492222222,-77.9761666667,-102.182555556,-70.2382222222,-64.8808888889,-110.515888889,-61.111,-87.8968888889
221.23,-81.7851111112,-61.3843333333,-51.0017777777,-63.2057777778,-63.2057777778,-72.3133888887,-102.368,-66.8486666667,-62.6593333333,-105.464444444,-61.02,-89.9818888889
221.61,-41.602,-24.6768888889,-14.7285555555,-23.9016666667,-24.9353333333,-32.1060555556,-52.0673333333,-26.0981111111,-23.7724444445,-56.8475555556,-24.677,-46.77
221.98,-47.2575555555,-23.066,-13.7836666667,-28.27,-28.4105555555,-34.7398333333,-56.8213333333,-31.5048888889,-22.5036666667,-63.8537777778,-29.2545555556,-50.3516666667
222.36,-44.914,-20.5006666666,-4.06877777778,-20.9702222222,-25.665,-32.8639444444,-51.3302222222,-29.5774444444,-15.1798888889,-62.4413333333,-28.3255555556,-43.6621111111
222.74,-74.5373333334,-31.713,-17.1296666667,-50.0001111111,-40.9723333334,-62.9631111112,-82.1758888889,-50.6944444444,-41.4353333333,-87.962888889,-59.4907777778,-67.8242222221
223.11,-202.415555556,-128.019444444,-79.7101111111,-150.724555555,-127.536222222,-175.362277778,-203.864888889,-165.700555555,-140.096777778,-208.695666667,-182.608555555,-202.415444444
223.49,-82.6874444444,-39.2764444444,-6.97666666667,-63.0491111111,-32.5581111111,-53.100611111,-68.4753333332,-58.1395555556,-42.636,-75.969,-58.398,-71.0594444445
223.87,-111.764888889,-49.9998888889,-13.3986666667,-101.307,-47.0588888889,-74.5098333333,-100.327,-80.392,-48.6926666667,-111.111111111,-80.0654444443,-84.6404444443
224.24,-201.851777778,-109.259444445,-60.1852222222,-195.833333333,-99.5371111112,-143.518555556,-169.907333333,-164.814777778,-120.833222222,-195.833444445,-157.407333333,-151.388888889
224.62,-195.726666667,-121.795,-53.8461111111,-180.769111111,-110.256333333,-144.871777778,-167.521444444,-159.401777778,-127.778,-179.487111111,-158.974222222,-157.692333333
225.00,-100.757555556,-61.8687777778,-17.6767777778,-97.4748888889,-60.101,-68.8131666667,-91.1615555556,-84.0908888889,-60.3536666668,-90.6564444445,-82.0707777778,-86.3636666667
225.38,-121.904666667,-82.539888889,-25.3968888889,-114.285888889,-79.0476666668,-91.9048333333,-112.381,-102.222111111,-67.3014444446,-109.206333333,-98.0953333334,-102.857
225.75,-235.802444444,-171.604777778,-72.2221111111,-266.666444444,-159.259222222,-171.296222222,-235.185,-220.987555555,-138.271666667,-238.271666667,-186.419666667,-211.111111111
226.13,-58.8384444444,-31.5656666666,10.3534444445,-61.3637777778,-15.404,-21.3382777778,-53.5353333333,-46.2122222222,-22.9796666667,-54.2928888889,-29.2928888889,-39.6464444445
226.51,-34.84,-21.6572222222,13.371,-50.471,-9.228,-3.29577777777,-34.4632222222,-28.8134444444,-13.1826666667,-36.3466666667,-24.1055555555,-29.3784444445
226.88,-14.6913333333,-13.5803333333,16.1727777778,-31.6048888889,0.617333333332,4.56766666667,-16.4196666667,-18.0246666667,6.79011111111,-19.8765555556,-6.7901111111,-19.8764444444
227.26,2.18855555557,0.673444444443,19.7813333333,-10.9427777778,10.3535555556,13.9731666667,-2.02033333333,-3.61944444444,18.4346666667,-7.40744444446,7.40733333333,-3.70366666667
227.64,-4.96633333334,-6.65000000002,11.4478888889,-14.6465555556,3.11444444444,5.76622222222,-10.4375555555,-10.8585555556,9.51166666667,-12.542,0.673333333333,-10.606
228.01,-0.798444444447,-6.58688888888,10.3793333333,-6.58666666668,4.857,5.58888888889,-2.92755555556,-7.51833333333,5.855,-5.92144444443,2.12911111111,-8.18355555557
228.39,4.52666666667,-2.82177777778,13.8153333333,1.41088888889,8.58344444444,7.70144444446,1.88122222222,-1.99888888889,10.4645555556,-1.17577777778,6.937,-5.17344444445
228.76,-1.88322222222,-6.84244444446,8.34899999999,-4.01766666667,3.64088888889,-0.407944444443,-4.70822222223,-9.47899999999,2.13433333333,-8.41177777779,1.94611111111,-12.3665555556
229.14,-1.99266666667,-6.34077777778,9.11822222223,-1.75111111111,6.94433333332,0.573833333333,-3.68355555554,-8.99755555557,2.778,-5.91799999999,2.71744444444,-11.2923333333
229.52,0.620111111113,-0.77522222222,12.3512222222,3.82433333333,9.45755555553,5.29727777778,-0.1548888889,-3.92766666668,5.73622222222,-1.49866666667,7.85522222223,-5.78799999999
229.89,-0.979,-4.20955555556,10.5237777778,4.40511111111,6.85266666668,2.37411111111,-3.57333333332,-5.5801111111,1.61522222222,-2.44733333333,4.94366666666,-7.24433333333
230.27,-5.47655555554,-8.84666666668,5.21344444446,-0.526444444446,0.31611111111,-4.44977777778,-9.89999999998,-11.5851111111,-3.05422222222,-8.26766666666,-1.15844444444,-15.2711111111
230.65,-3.31311111111,-5.50444444445,6.31999999999,2.08955555557,1.37622222222,-3.64422222222,-8.51177777779,-8.76644444443,-2.24266666667,-5.40266666665,1.42711111111,-13.1497777778
231.02,-0.252555555557,-3.68677777778,8.98999999999,4.74755555556,2.47455555555,-2.07088888889,-6.56566666668,-5.15133333335,-1.16155555556,-2.37388888889,4.84855555556,-9.74744444444
231.40,-0.315777777779,-1.94833333333,9.5312222222,3.63366666668,2.791,-2.89616666666,-6.26644444443,-3.52811111111,-1.15844444444,-2.10644444444,3.68633333333,-9.84733333333
231.78,-0.105444444443,-3.5281111111,7.79366666666,1.36911111111,1.31633333334,-3.42272222222,-6.26655555557,-5.37133333333,-1.00066666667,-3.89688888889,0.315888888889,-11.585
232.15,-3.66666666666,-6.11111111111,3.0,-6.1111111111,-3.22222222222,-9.47222222222,-11.1111111111,-9.77777777777,-5.72222222221,-9.44444444445,-3.72222222222,-16.2222222222
232.53,-2.34500000001,-7.0911111111,2.28922222222,-7.14677777777,-4.02011111111,-8.98944444443,-11.2786666667,-9.15688888888,-3.57333333333,-8.26366666668,-6.086,-16.3037777778
232.90,-0.480777777777,-6.62377777779,1.60266666667,-7.15833333332,-4.05977777778,-4.99483333333,-9.40166666666,-6.35655555554,0.21388888889,-7.532,-4.64744444444,-12.2863333333
233.28,-3.29877777777,-8.10188888889,-3.64600000001,-12.9051111111,-9.02777777778,-7.92833333334,-12.3263333333,-10.2431111111,-3.704,-12.6735555556,-7.46533333332,-15.6251111111
233.66,-3.89755555555,-6.6898888889,-4.30477777779,-15.2995555556,-9.54033333334,-8.5225,-11.2275555555,-9.13322222222,-3.43233333333,-14.078,-12.3327777778,-17.1611111111
234.03,0.0551111111133,-0.934999999977,0.055111111111,-12.3761111111,-4.78555555555,-3.63033333334,-5.11544444444,-5.33555555556,0.82511111111,-7.97577777779,-9.46088888887,-12.4313333333
234.41,0.435777777779,-1.03477777777,-0.81688888889,-13.3986666667,-5.06544444443,-1.79744444443,-5.60988888888,-4.35722222222,0.490333333333,-6.80822222222,-9.74944444446,-10.9477777778
234.78,-1.17766666667,-1.74088888887,-1.89433333333,-11.3673333333,-5.12044444443,-0.486444444457,-3.68666666667,-4.60833333333,1.07533333333,-6.40033333334,-8.44844444445,-8.60233333334
235.16,-3.27111111112,-0.363444444444,-2.596,-10.6438888889,-6.07477777777,2.59599999999,-1.34988888889,-4.56911111111,0.62311111111,-8.6188888889,-9.55344444446,-7.42466666666
235.54,-3.06699999999,0.754222222223,-1.86033333333,-9.80388888889,-4.12266666667,4.87666666668,-0.15077777778,-4.22311111111,0.754333333333,-7.29011111112,-7.74266666668,-3.92144444444
235.91,-0.242555555557,3.68766666666,3.44488888889,-7.56899999999,-0.776444444447,8.44238888889,0.824777777777,-1.01888888889,4.80355555554,-5.62833333332,-2.86255555556,-0.630666666667
236.29,2.86277777778,8.15144444444,9.46122222222,-3.25077777777,3.88155555556,14.0707777778,2.66866666667,1.01888888889,12.5664444444,-1.79533333333,0.776444444443,3.34811111111
236.66,2.45311111111,10.3897777778,10.101,-2.06822222223,4.47344444444,14.935,1.73155555556,3.03033333333,11.6401111111,-0.57711111111,1.39488888889,3.55944444444
237.04,1.75433333333,10.77,11.4034444444,0.92588888889,4.87344444444,13.4014444444,1.51066666667,3.21633333333,11.306,1.267,1.02344444444,2.33911111111
237.41,3.14733333333,10.8248888889,12.1125555556,2.00288888889,4.43477777778,13.4715,1.71677777778,4.14866666667,10.9678888889,2.71822222222,2.52744444444,4.76877777778
237.79,0.253666666663,3.24711111111,7.61033333335,-1.57288888889,0.101333333333,9.58905555557,-1.21766666667,-1.16688888889,5.22599999999,0.862444444447,-0.608888888891,0.405999999997
238.17,-3.70074341542e-17,1.25188888889,9.33755555555,-1.252,-2.55611111111,7.92916666668,-2.60822222222,-0.834666666667,4.90333333333,1.30422222222,-1.35644444444,-0.83466666667
238.54,3.22277777778,2.02011111111,11.3515555556,0.048,0.0481111111123,7.91255555556,0.625333333334,0.33677777778,7.45566666668,2.06822222222,1.443,1.20233333333
238.92,6.224,6.31633333333,13.6928888889,0.691666666667,2.58166666667,8.92122222221,3.18133333333,2.62777777778,11.2954444444,4.14933333333,3.50388888889,3.135
239.29,3.13733333333,2.745,7.84311111111,-3.57277777778,-1.525,2.83244444444,-1.743,-2.09144444444,6.928,0.958444444447,-1.04577777778,-1.69933333333
239.67,1.59311111111,1.389,6.25011111111,-3.30888888889,-3.513,0.817,-3.79888888889,-4.08511111111,3.51311111111,0.449444444443,-1.55233333333,-4.98344444444
