wavelength,Back_BanRotm,Belly_BanRotm,Breast_BanRotm,Crissum_BanRotm,Crown_BanRotm,DorTail_BanRotm,Patch10_BanRotm,Rump_BanRotm,Throat_BanRotm,WingTip_BanRotm
184.11,182.222333333,93.3333333333,206.666666667,130.0,142.222333333,153.333,115.555666667,243.333333333,274.444333333,-52.2223333333
184.49,136.170333333,101.418333333,169.503333333,112.057,120.567333333,141.844,114.184666667,174.468,209.219666667,-6.38333333333
184.87,103.825333333,81.9673333333,150.82,115.847,101.639333333,134.426,103.825,134.972666667,171.038333333,18.033
185.25,102.525,89.899,137.879,125.252333333,110.606,140.404,116.666666667,136.868666667,174.242333333,33.3333333333
185.63,104.575333333,106.536,136.601333333,149.019666667,139.215666667,186.928333333,129.412,153.594666667,215.032666667,35.2943333333
186.01,89.216,99.5096666667,94.6076666667,128.921333333,133.823666667,152.451,107.353,123.529333333,169.608,43.1373333333
186.39,81.4343333333,94.0926666667,67.0886666667,120.253,127.848,134.177333333,105.063333333,110.548333333,161.181333333,47.6793333333
186.77,77.5193333333,91.0853333333,53.876,118.604666667,120.542666667,141.085333333,99.6123333333,102.325333333,156.201666667,42.636
187.15,74.026,97.4026666667,44.156,114.718666667,117.748666667,148.918,115.584333333,100.865666667,164.502333333,36.3636666667
187.53,66.154,110.769333333,47.6923333333,122.564,131.282,161.538666667,132.307666667,114.872,186.154,29.7433333333
187.91,50.463,93.9813333333,44.9076666667,118.518666667,118.055666667,158.796333333,126.388666667,112.962666667,162.037,49.074
188.29,54.2373333333,109.604333333,44.0676666667,165.536666667,144.068,198.87,147.457666667,139.548,190.395666667,72.3163333333
188.67,40.678,88.1356666667,20.904,153.672333333,128.813666667,175.706,138.418,107.344666667,172.316333333,67.7963333333
189.05,37.5003333333,105.952666667,8.92833333333,152.381,138.095333333,174.404666667,147.024,109.523666667,176.190666667,69.6426666667
189.43,38.0953333333,95.9186666667,-2.041,147.619,131.292333333,173.469333333,151.020333333,111.564666667,176.871,62.585
189.81,40.678,87.0056666667,19.774,132.768333333,111.864333333,136.158,149.152333333,106.779666667,149.152666667,62.147
190.19,22.8393333333,86.4196666667,20.9873333333,144.444333333,104.938333333,144.444333333,151.851666667,100.000333333,141.975666667,51.2346666667
190.57,-2.564,87.1793333333,17.9486666667,200.854666667,128.205333333,175.213666667,182.051333333,105.983,169.230666667,50.4273333333
190.95,15.0,84.1666666667,9.16666666667,185.833333333,117.5,170.0,206.666666667,98.3333333333,150.833333333,56.6666666667
191.33,5.40566666667,66.6663333333,-15.3153333333,203.603666667,110.811,181.081,207.207333333,102.702666667,141.441333333,77.4773333333
191.71,22.6666666667,64.0,12.6666666667,167.333333333,102.666666667,152.666666667,174.0,80.0,118.666666667,93.3333333333
192.09,25.1853333333,69.6296666667,7.40766666667,175.555666667,106.666666667,151.111,188.148,76.2963333333,124.444333333,89.6293333333
192.47,-26.923,62.8203333333,-32.0513333333,220.513,105.128333333,165.384666667,315.384666667,58.9743333333,141.025666667,84.6156666667
192.85,-66.6663333333,54.3856666667,-87.7193333333,257.895,94.737,164.912333333,403.509,68.4213333333,128.07,84.2106666667
193.23,-123.529333333,-39.2156666667,-143.137333333,239.215666667,41.1766666667,139.215666667,372.549,50.9803333333,123.529,72.549
193.61,-408.333333333,-191.666666667,-516.666666667,400.0,-70.8333333333,154.166666667,604.166666667,-4.16666666667,150.0,62.5
193.99,950.0,691.666666667,1233.33333333,-675.0,241.666666667,-8.33333333333,-866.666666667,333.333333333,-8.33333333333,41.6666666667
194.37,217.460333333,185.714333333,257.142666667,-111.111333333,87.3016666667,41.2696666667,-150.793666667,125.396666667,31.746,4.762
194.75,381.818,336.363666667,427.273,-175.757333333,242.424333333,21.2123333333,-248.485,248.485,93.9393333333,-78.788
195.13,341.666666667,289.583333333,295.833333333,-70.8333333333,191.666666667,43.75,-56.25,227.083333333,110.416666667,-72.9166666667
195.51,377.777666667,313.889,302.777666667,-119.444333333,177.778,-13.889,-122.222333333,263.889,88.8886666667,-186.111333333
195.89,153.704,143.518666667,149.074,-25.0,92.5926666667,28.7036666667,-6.48166666667,109.259333333,63.8886666667,-32.4073333333
196.27,141.228333333,125.438666667,135.087666667,-33.333,87.7196666667,28.07,0.877,110.526,48.2456666667,-40.3506666667
196.65,207.576,137.878666667,190.909,-110.605666667,62.1213333333,-28.788,-25.7576666667,162.121,6.06033333333,-128.787666667
197.03,157.843333333,96.0783333333,142.157,-65.6863333333,50.9803333333,-8.82333333333,11.765,118.627666667,4.902,-80.3923333333
197.40,139.814666667,78.7036666667,138.888666667,-61.111,27.7776666667,-18.5186666667,-12.037,105.555666667,4.62966666667,-102.777666667
197.78,158.064666667,68.817,127.957333333,-88.172,-10.7526666667,-64.516,-48.387,90.3226666667,-20.43,-146.236666667
198.16,167.857333333,30.9523333333,123.809666667,-101.190333333,-20.238,-85.7146666667,-66.6666666667,64.2856666667,-57.1426666667,-198.809333333
198.54,233.333333333,76.1906666667,206.349,-69.8413333333,0.0,-57.143,-63.4923333333,68.254,-79.3653333333,-273.016
198.92,191.025333333,55.128,160.256666667,-23.0766666667,11.5383333333,11.5383333333,-88.4616666667,50.0,-67.9486666667,-188.461666667
199.30,208.695333333,52.1736666667,169.565333333,-23.1886666667,30.4346666667,57.9713333333,-89.8546666667,46.3766666667,-86.9566666667,-181.159333333
199.68,203.125,80.2083333333,170.833333333,21.875,73.9583333333,118.75,-12.5,67.7083333333,-15.625,-78.125
200.06,318.181666667,130.303333333,259.091,92.4243333333,143.939333333,245.454333333,21.2123333333,121.212,4.54533333333,-87.879
200.44,236.363666667,137.373666667,213.131333333,123.232333333,128.282666667,219.192,51.5153333333,107.071,46.4643333333,-27.2726666667
200.82,259.139666667,184.946,231.182666667,155.914,165.591333333,275.269,83.871,113.978333333,64.5163333333,2.15033333333
201.19,305.555666667,230.0,262.222333333,202.222333333,210.0,344.444333333,134.444333333,123.333333333,105.555333333,46.6666666667
201.57,455.555666667,334.920666667,349.206666667,296.825666667,317.460666667,539.682333333,203.174666667,201.587333333,190.476,117.460333333
201.95,570.588333333,423.529333333,388.235333333,354.902,390.196,707.843,231.372333333,307.843,243.137,123.529666667
202.33,361.111,286.666333333,254.444666667,232.222333333,250.0,425.555666667,164.444333333,227.778,185.555666667,110.0
202.71,337.5,280.208333333,227.083333333,233.333333333,235.416666667,386.458333333,183.333333333,247.916666667,195.833333333,126.041666667
203.09,256.910666667,228.455333333,182.113666667,173.170666667,169.918333333,287.804666667,175.609666667,190.243666667,165.853666667,97.5613333333
203.47,260.162666667,226.829333333,179.674666667,175.61,165.853333333,281.301,181.300666667,195.934666667,182.113666667,85.366
203.85,257.936666667,211.904666667,174.603333333,176.984333333,157.936666667,277.777666667,178.571333333,212.698666667,195.238333333,80.9526666667
204.22,249.206666667,202.381,170.635,160.317333333,165.079333333,254.762,174.603333333,223.809666667,193.650666667,73.016
204.60,285.416666667,215.625,184.375,156.25,181.25,298.958333333,218.75,262.5,237.5,67.7083333333
204.98,212.195,172.357666667,144.715333333,123.577333333,122.764333333,230.894666667,170.731333333,208.943,192.683,38.2113333333
205.36,209.677333333,168.817333333,127.957,105.376333333,78.4946666667,229.032333333,135.484,221.505333333,212.903333333,-19.355
205.74,132.624,124.113333333,88.6523333333,88.6523333333,63.1206666667,148.227,107.801666667,147.517666667,153.900666667,-11.3476666667
206.12,124.242333333,114.545333333,99.394,93.3333333333,77.5756666667,146.060333333,133.939333333,139.394,167.878333333,12.727
206.50,157.5,132.5,132.5,124.166666667,83.3333333333,195.0,172.5,192.5,209.166666667,-3.33333333333
206.87,223.611333333,155.555666667,187.5,145.833666667,102.778,298.611,244.444666667,241.666333333,301.388666667,-55.5553333333
207.25,524.242333333,345.454666667,442.424333333,384.848666667,387.878666667,724.242666667,548.484666667,624.242666667,736.363666667,-51.5153333333
207.63,737.5,516.666666667,679.166666667,625.0,562.5,1037.5,695.833333333,895.833333333,1033.33333333,0.0
208.01,-2316.66666667,-1666.66666667,-1800.0,-2083.33333333,-2000.0,-3816.66666667,-2650.0,-2866.66666667,-3450.0,400.0
208.39,4666.66666667,3066.66666667,3166.66666667,3900.0,3133.33333333,7333.33333333,5033.33333333,5133.33333333,6933.33333333,-1033.33333333
208.77,-953.333333333,-740.0,-666.666666667,-853.333333333,-586.666666667,-1466.66666667,-813.333333333,-926.666666667,-1466.66666667,180.0
209.14,-270.588333333,-145.098333333,-150.980333333,-160.784333333,-198.039333333,-401.960666667,-194.117666667,-200.0,-423.529333333,100.0
209.52,-158.333333333,-92.8573333333,-109.523666667,-111.904666667,-166.666666667,-260.714,-145.238333333,-140.476333333,-269.047666667,52.381
209.90,-196.296333333,-77.7776666667,-138.271666667,-112.345666667,-187.654333333,-303.703666667,-156.79,-150.617333333,-254.321,37.037
210.28,-311.764666667,-125.490333333,-198.039,-172.549,-315.686,-460.784333333,-192.157,-201.961,-352.941333333,66.6666666667
210.66,-179.365333333,-95.2383333333,-88.889,-120.634666667,-300.0,-357.143,-131.746,-103.174666667,-277.777666667,68.254
211.03,-1133.33333333,-783.333333333,-608.333333333,-841.666666667,-1775.0,-2141.66666667,-825.0,-775.0,-1716.66666667,150.0
211.41,448.485,381.818333333,309.091,336.363666667,636.364,845.454333333,296.969666667,287.878666667,642.424,-24.2426666667
211.79,188.172333333,179.569666667,138.709333333,129.032333333,260.215,325.806333333,151.613,126.881666667,236.559,44.086
212.17,172.549,179.411666667,147.058666667,112.745,241.176333333,280.392,123.529333333,125.49,219.607666667,56.8626666667
212.55,140.833333333,184.166666667,113.333333333,120.0,220.0,248.333333333,125.0,119.166666667,201.666666667,62.5
212.92,114.367666667,145.402333333,87.931,95.4023333333,176.436666667,187.356333333,112.643333333,109.195333333,152.299,70.6896666667
213.30,101.801666667,133.333333333,78.8286666667,105.405666667,150.901,160.360333333,104.504666667,103.153,142.793,92.3423333333
213.68,80.392,99.673,52.2873333333,85.294,109.150333333,118.300666667,78.7583333333,77.451,110.130666667,69.9346666667
214.06,75.1636666667,111.437666667,42.157,84.967,109.477333333,114.706,83.66,72.5493333333,117.320333333,64.0523333333
214.44,81.884,126.449,48.1883333333,94.9276666667,123.550666667,135.145,101.811666667,78.9853333333,132.971,70.652
214.81,86.6666666667,119.365333333,55.8733333333,96.508,110.158666667,123.809333333,105.396666667,80.9523333333,132.698333333,71.4283333333
215.19,81.9313333333,116.822333333,54.8286666667,95.9503333333,107.476666667,122.429666667,106.230333333,82.8663333333,130.841,67.6013333333
215.57,89.1306666667,125.0,43.4783333333,103.261,114.493,130.072666667,121.014666667,86.9563333333,144.203,65.5796666667
215.95,93.9816666667,134.259,33.7963333333,116.666666667,124.074,146.296,134.722333333,92.5926666667,175.926,62.0373333333
216.32,108.433666667,140.562333333,49.3976666667,132.530333333,115.662666667,146.184666667,134.136333333,90.3613333333,174.698666667,63.454
216.70,111.111,142.460333333,61.905,133.333333333,112.301333333,149.603,131.746333333,84.524,173.015666667,65.873
217.08,100.843666667,131.223333333,46.8353333333,130.801333333,94.9366666667,133.333333333,118.565666667,61.1816666667,166.666666667,42.194
217.46,91.6666666667,125.0,46.2963333333,121.296333333,92.5923333333,131.481333333,113.426,56.0186666667,161.111,32.8703333333
217.83,112.069333333,160.345,71.2643333333,143.678,116.666333333,152.299,140.229666667,80.4596666667,191.379333333,48.8506666667
218.21,99.0476666667,136.667,76.667,123.333333333,95.238,132.857,118.571333333,83.3336666667,164.762,59.5236666667
218.59,97.807,125.877,75.4386666667,122.368666667,78.9473333333,106.579,100.438666667,92.5436666667,149.561666667,60.0876666667
218.97,107.843333333,135.784,84.804,141.666666667,76.4706666667,116.176666667,107.353,102.941,158.333333333,68.6273333333
219.34,120.098,133.823666667,103.431333333,152.450666667,86.2743333333,108.823666667,117.156666667,108.333333333,158.333,81.863
219.72,122.751333333,131.745666667,104.233,149.206666667,88.3596666667,100.529333333,106.878333333,98.9416666667,152.91,81.4813333333
220.10,131.41,138.461333333,111.538333333,157.692333333,94.8716666667,106.410333333,110.897333333,89.7433333333,164.743333333,82.692
220.47,129.078,141.134666667,114.184666667,151.063666667,122.695,114.184333333,129.078333333,107.092333333,175.886666667,107.092333333
220.85,142.5,140.833333333,106.666666667,153.333333333,135.833333333,107.5,132.5,109.166666667,175.0,128.333333333
221.23,159.420333333,157.246333333,119.565333333,163.768,155.797,126.087,158.695666667,131.884,163.768,150.0
221.61,172.463666667,165.942,116.666333333,176.087,150.724666667,134.782333333,171.014666667,129.710333333,157.246333333,123.913
221.98,120.903666667,120.339,92.0903333333,133.333333333,105.085,116.949,141.808,91.5253333333,116.384,95.48
222.36,129.787,129.787333333,97.163,151.064,131.205333333,136.879666667,165.957666667,104.255333333,128.369,90.071
222.74,183.333333333,209.090666667,112.121,209.091,231.818333333,230.303333333,280.303,125.758,187.879,101.515
223.11,153.086666667,193.827333333,82.716,128.395,220.987666667,222.222333333,219.753333333,83.9506666667,154.321,97.5306666667
223.49,93.3333333333,220.0,11.6666666667,113.333333333,240.0,256.666666667,196.666666667,36.6666666667,156.666666667,68.3333333333
223.87,50.505,164.646666667,31.3133333333,107.070666667,147.474666667,187.879,152.525333333,40.404,128.282666667,59.596
224.24,43.1373333333,141.176333333,49.0196666667,107.189666667,120.915,149.673333333,135.947333333,59.477,113.725666667,52.941
224.62,25.1573333333,120.754333333,28.931,94.9686666667,88.6793333333,127.673,105.031333333,45.912,94.9686666667,31.4466666667
225.00,23.333,110.0,24.4443333333,77.7776666667,80.5556666667,109.444333333,102.222,40.5556666667,104.444666667,15.0
225.38,33.3336666667,97.917,40.625,79.688,76.0416666667,111.979333333,98.4373333333,46.3543333333,120.833666667,25.0
225.75,20.4763333333,88.5713333333,33.8096666667,73.8093333333,71.905,97.619,91.4286666667,36.6663333333,116.666666667,25.7143333333
226.13,1.13,81.921,7.34466666667,70.0563333333,72.3166666667,93.2203333333,84.1806666667,24.859,119.774,21.469
226.51,-42.735,79.487,-52.137,58.9743333333,41.8806666667,71.795,82.9056666667,-35.0426666667,115.384666667,-5.98266666667
226.88,-47.917,56.25,-54.861,55.5556666667,13.8886666667,70.139,65.9723333333,-40.9723333333,104.166666667,11.8053333333
227.26,-91.8516666667,32.5926666667,-73.3336666667,40.7406666667,-17.7776666667,40.0,46.6666666667,-74.815,89.6296666667,-18.5186666667
227.64,-50.5206666667,34.375,-43.7496666667,27.604,-13.0206666667,35.4166666667,51.0413333333,-46.354,63.021,-3.125
228.01,-23.221,26.217,-18.7263333333,15.3556666667,-8.23966666667,25.4683333333,44.9436666667,-23.5956666667,52.8093333333,6.74166666667
228.39,-12.745,17.9743333333,-15.3593333333,10.4576666667,-11.438,21.242,35.948,-19.608,38.562,8.82366666667
228.76,-0.847666666667,24.294,-0.847666666667,19.209,-3.672,31.6383333333,35.3106666667,-14.6893333333,37.0056666667,15.5366666667
229.14,3.53533333333,22.98,7.323,23.7373333333,-1.76766666667,39.394,31.3133333333,-7.32333333333,33.8383333333,22.7273333333
229.52,-11.111,18.428,-1.626,17.344,-13.55,31.7073333333,24.661,-17.886,23.0353333333,13.5503333333
229.89,-13.9786666667,13.7096666667,0.537666666667,8.06466666667,-20.1616666667,26.6126666667,14.2473333333,-16.6666666667,12.9033333333,12.6343333333
230.27,5.324,27.778,16.204,18.9813333333,-3.00933333333,34.0276666667,23.1483333333,-3.70366666667,24.074,17.1296666667
230.65,19.203,30.616,27.7173333333,26.268,9.78266666667,39.1306666667,28.9856666667,13.0433333333,33.3333333333,27.5363333333
231.02,28.9096666667,38.0726666667,33.6496666667,30.016,19.4313333333,39.0203333333,33.8073333333,24.6446666667,33.807,32.5433333333
231.40,34.0806666667,39.9103333333,34.5293333333,30.792,22.7206666667,41.8536666667,36.7713333333,28.55,32.885,35.2766666667
231.78,36.5646666667,38.9453333333,35.8843333333,31.973,25.0,47.959,36.0543333333,31.973,34.0133333333,35.5443333333
232.15,39.4783333333,40.0373333333,36.499,35.9403333333,30.726,56.2383333333,36.499,35.5676666667,34.0783333333,39.4786666667
232.53,35.359,40.3316666667,34.254,31.3076666667,33.7013333333,53.7753333333,35.359,34.8066666667,32.4123333333,39.0423333333
232.90,30.0763333333,31.226,28.927,22.031,28.161,45.019,31.0346666667,30.0766666667,25.8623333333,33.908
233.28,28.709,29.8653333333,27.3603333333,23.314,30.8283333333,41.6186666667,28.9016666667,28.709,26.397,33.9113333333
233.66,31.3916666667,25.243,24.2716666667,17.4756666667,33.333,41.2623333333,28.9646666667,28.6406666667,27.0223333333,31.877
234.03,31.8583333333,25.074,23.304,18.7313333333,31.8583333333,42.9203333333,31.711,27.1386666667,28.0233333333,32.5956666667
234.41,30.7246666667,21.884,21.4493333333,19.42,26.0873333333,42.464,30.1446666667,27.5363333333,22.174,32.8986666667
234.78,28.2283333333,21.1713333333,19.8196666667,18.6186666667,24.4746666667,45.195,28.078,26.276,18.4683333333,31.081
235.16,21.4396666667,13.302,19.2486666667,12.8323333333,20.5006666667,42.723,22.8483333333,18.779,12.2066666667,26.7606666667
235.54,12.2383333333,7.72933333333,10.95,7.72933333333,11.111,33.0113333333,14.0093333333,14.0096666667,3.86466666667,20.9336666667
235.91,9.185,8.44466666667,7.85166666667,6.66666666667,5.03666666667,28.593,13.926,9.77766666667,1.33333333333,19.259
236.29,6.22233333333,4.74066666667,4.0,4.59233333333,-1.33333333333,24.148,13.926,6.66666666667,-0.444333333333,17.037
236.66,7.54166666667,1.80966666667,3.318,2.564,-9.35166666667,22.172,11.7646666667,2.26233333333,-2.41333333333,16.4406666667
237.04,6.269,4.12833333333,6.11633333333,2.44666666667,-10.2443333333,23.8533333333,16.9726666667,3.058,-2.90533333333,18.196
237.41,2.36966666667,3.79166666667,5.52933333333,-1.422,-16.746,22.907,14.2183333333,1.73766666667,-9.95233333333,16.114
237.79,-1.05833333333,4.05633333333,3.70366666667,1.05833333333,-25.044,23.104,7.76,0.176333333333,-17.9893333333,13.933
238.17,3.643,11.111,8.561,6.193,-22.2223333333,25.8653333333,11.1113333333,7.65033333333,-10.9286666667,16.2113333333
238.54,-0.174333333333,11.8673333333,9.94766666667,2.61766666667,-22.3386666667,25.3053333333,16.5793333333,8.20233333333,-4.712,16.0556666667
238.92,3.443,15.9626666667,14.7103333333,3.91266666667,-15.9623333333,25.1956666667,20.3443333333,13.4583333333,1.72133333333,19.875
239.29,3.01766666667,15.7753333333,13.7173333333,6.03566666667,-12.8943333333,25.6516666667,22.2223333333,13.8543333333,8.23066666667,18.5186666667
239.67,8.905,16.6066666667,17.2083333333,7.581,-6.017,26.4743333333,23.947,13.5983333333,15.764,19.7353333333
240.04,12.8286666667,17.5606666667,19.874,10.9356666667,-1.05133333333,25.3416666667,22.608,15.6676666667,19.348,20.3996666667
240.42,11.6063333333,17.0843333333,19.22,10.8636666667,-0.278333333333,24.6056666667,20.52,15.599,17.456,18.663
240.79,10.6093333333,17.577,18.0523333333,11.164,3.009,23.357,18.765,17.1023333333,16.9436666667,17.4186666667
241.17,9.248,15.8036666667,14.6996666667,9.38566666667,3.17466666667,19.8756666667,14.9066666667,15.3896666667,16.839,16.218
241.54,7.48466666667,12.6416666667,12.6413333333,9.308,2.07533333333,17.61,15.3456666667,13.8993333333,17.2326666667,14.78
241.92,6.769,12.5713333333,12.3436666667,7.62266666667,2.55966666667,16.098,15.2446666667,12.9693333333,16.8373333333,16.3253333333
242.29,4.43333333333,10.7276666667,9.79733333333,5.85666666667,0.492666666667,12.808,13.7386666667,9.35966666667,14.5043333333,14.231
242.67,5.88266666667,10.8106666667,9.645,5.40533333333,1.749,13.1953333333,12.7183333333,8.00233333333,14.2553333333,14.361
243.05,5.547,10.3746666667,8.88533333333,4.674,2.36266666667,12.789,11.4536666667,6.88233333333,13.8163333333,13.6103333333
243.42,9.531,12.4873333333,10.3976666667,6.422,5.55566666667,14.8826666667,12.3853333333,9.735,14.424,15.5963333333
243.80,9.669,13.5366666667,11.3483333333,6.66666666667,5.80166666667,15.8776666667,13.8423333333,11.145,13.588,17.6083333333
244.17,9.886,14.307,12.1213333333,6.55733333333,6.70633333333,16.2443333333,15.102,12.1213333333,13.6613333333,18.828
244.55,10.062,14.211,12.3986666667,6.91466666667,7.39166666667,15.4506666667,15.6413333333,11.254,12.8756666667,17.978
244.92,8.98533333333,14.0126666667,11.7783333333,8.00766666667,6.89033333333,16.1543333333,16.2943333333,10.149,12.2903333333,17.7376666667
245.30,10.315,15.601,12.9583333333,10.614,8.86633333333,18.4996666667,18.7126666667,12.1483333333,13.896,19.608
245.67,12.1,16.743,14.269,11.492,11.0733333333,19.9013333333,19.977,13.9653333333,13.8126666667,21.1186666667
246.05,12.0583333333,15.3153333333,12.9936666667,11.9196666667,10.707,19.7503333333,19.7503333333,13.4443333333,13.7216666667,20.7553333333
246.42,12.5696666667,13.6873333333,12.1973333333,11.5146666667,10.6766666667,20.236,19.1186666667,13.8113333333,12.88,21.105
246.79,11.2253333333,11.9943333333,10.94,10.7123333333,9.288,18.5753333333,17.3506666667,12.9913333333,11.681,19.886
247.17,10.32,10.8,9.12,10.1066666667,8.13333333333,17.9733333333,16.7733333333,12.24,10.3733333333,19.1466666667
247.54,8.86,10.0026666667,7.84466666667,9.08866666667,6.34666666667,16.6793333333,16.07,10.4846666667,9.19,18.0503333333
247.92,9.10166666667,9.66333333333,7.54033333333,9.19933333333,6.29566666667,16.4713333333,16.1543333333,10.3466666667,9.468,17.2276666667
248.29,8.982,9.39,7.18066666667,9.24566666667,6.436,16.4026666667,16.0183333333,10.2546666667,9.198,16.9786666667
248.67,9.13466666667,10.0986666667,6.89333333333,9.376,6.387,16.7026666667,15.98,10.7493333333,9.35166666667,17.7153333333
249.04,10.3263333333,9.983,6.843,9.468,6.819,16.1636666667,16.679,11.3563333333,9.713,18.8373333333
249.42,10.2303333333,8.608,6.044,8.34633333333,6.018,15.5416666667,16.248,10.9106666667,8.50366666667,17.8963333333
249.79,10.477,8.76766666667,5.98266666667,8.63,6.09333333333,16.046,15.9633333333,10.7803333333,8.51966666667,17.9763333333
250.17,10.2496666667,8.19366666667,5.991,8.54633333333,5.87366666667,15.683,15.712,11.395,8.311,17.2983333333
250.54,9.66033333333,8.389,6.101,8.61133333333,6.32366666667,15.316,16.1106666667,12.0113333333,8.07133333333,17.0956666667
250.92,10.4083333333,9.438,6.69366666667,9.672,7.26233333333,15.6293333333,17.1686666667,13.2866666667,8.50066666667,17.972
251.29,9.79566666667,9.12633333333,7.15266666667,9.549,7.08266666667,14.799,16.526,12.9316666667,8.56233333333,17.7236666667
251.66,9.04766666667,8.791,6.62966666667,9.56033333333,6.66666666667,13.773,16.4833333333,12.454,9.04733333333,17.9486666667
252.04,7.707,8.04866666667,5.92266666667,8.42833333333,5.69466666667,12.301,14.5783333333,10.6303333333,7.09933333333,17.1983333333
252.41,7.17033333333,7.71333333333,6.04666666667,7.79066666667,5.194,11.0463333333,13.5273333333,9.61233333333,6.899,17.3256666667
252.79,7.65033333333,8.00133333333,7.06466666667,8.743,6.245,12.1776666667,14.1293333333,10.3823333333,8.665,17.7206666667
253.16,6.69066666667,8.97433333333,7.77233333333,8.133,6.37,13.6616666667,13.5416666667,10.2163333333,8.45366666667,17.7083333333
253.54,6.09366666667,10.4116666667,7.66733333333,8.83766666667,7.34466666667,14.0033333333,13.519,9.48333333333,8.63633333333,18.523
253.91,5.274,10.0,6.83566666667,8.43866666667,6.91966666667,12.152,13.4176666667,9.36733333333,8.10133333333,18.186
254.28,4.88133333333,11.3456666667,6.508,8.13533333333,6.72833333333,12.0053333333,13.8083333333,8.22333333333,7.12366666667,18.2496666667
254.66,6.72,14.1466666667,7.91333333333,9.41666666667,7.78033333333,14.0583333333,15.2076666667,7.82466666667,9.59333333333,19.5403333333
255.03,7.05866666667,15.2096666667,8.42433333333,10.0636666667,8.92533333333,14.845,16.439,8.19666666667,10.4276666667,19.5356666667
255.41,7.065,15.6473333333,8.108,10.1943333333,9.19866666667,14.604,17.5913333333,8.203,9.341,20.0096666667
255.78,8.04766666667,15.7616666667,9.238,11.2853333333,10.0953333333,15.2856666667,18.8096666667,9.99966666667,9.42866666667,20.9526666667
256.15,7.97,15.19,8.72,11.2986666667,10.2203333333,16.081,19.503,11.2986666667,10.455,21.941
256.53,8.299,15.0933333333,8.02566666667,10.8986666667,10.397,16.6893333333,20.1096666667,11.9473333333,9.667,21.7963333333
256.90,7.78366666667,14.16,6.948,9.41066666667,8.17933333333,14.7316666667,18.1176666667,10.73,7.3,21.152
257.28,7.24666666667,13.285,6.03866666667,9.34,6.72333333333,13.9693333333,17.0693333333,10.5073333333,7.44766666667,20.008
257.65,7.148,11.8896666667,5.697,8.10333333333,4.069,13.1986666667,15.711,10.4033333333,7.18333333333,19.4976666667
258.02,6.164,10.365,4.63066666667,6.47066666667,2.72933333333,12.113,13.2473333333,8.80133333333,6.10266666667,17.9696666667
258.40,6.04633333333,9.971,4.98533333333,6.01966666667,3.15566666667,12.0126666667,12.6756666667,8.48566666667,6.762,17.502
258.77,5.37433333333,8.68666666667,4.471,5.30466666667,2.29333333333,10.9333333333,11.7906666667,8.154,5.791,16.3773333333
259.15,4.64633333333,7.654,3.44333333333,3.98233333333,1.307,9.79066666667,10.5166666667,6.928,4.72933333333,15.2043333333
259.52,5.055,7.88666666667,3.687,4.295,1.14033333333,10.2433333333,10.4143333333,6.99333333333,5.53033333333,15.0133333333
259.89,5.14333333333,8.04166666667,4.08266666667,4.52433333333,1.732,11.064,10.2506666667,7.19366666667,5.77933333333,14.546
260.27,5.711,8.33766666667,4.50766666667,4.93133333333,2.271,11.4726666667,10.3713333333,7.49033333333,6.04966666667,14.5396666667
260.64,6.11,8.26766666667,4.71,5.23733333333,2.33866666667,11.7753333333,10.392,7.543,6.604,14.6246666667
