wavelength,Back_BanRotm,Belly_BanRotm,Breast_BanRotm,Crissum_BanRotm,Crown_BanRotm,DorTail_BanRotm,Patch10_BanRotm,Rump_BanRotm,Throat_BanRotm,WingTip_BanRotm
561.94,4.47533333333,6.61933333333,38.334,39.1406666667,3.39566666667,8.96633333333,8.20433333333,5.95766666667,5.25833333333,11.648
562.28,4.43166666667,6.648,38.2796666667,39.1256666667,3.36933333333,8.94066666667,8.11933333333,5.95066666667,5.23166666667,11.619
562.62,4.39,6.51833333333,38.3156666667,39.1273333333,3.34466666667,8.88833333333,8.08366666667,5.898,5.16833333333,11.506
562.96,4.36266666667,6.489,38.362,39.064,3.319,8.82366666667,8.05566666667,5.86533333333,5.15,11.432
563.30,4.25633333333,6.41233333333,38.447,39.169,3.26166666667,8.80666666667,8.037,5.79,5.10066666667,11.4396666667
563.64,4.24866666667,6.42733333333,38.5003333333,39.204,3.342,8.85766666667,8.02633333333,5.79966666667,5.088,11.4956666667
563.99,4.26633333333,6.474,38.6406666667,39.3233333333,3.32366666667,8.852,8.031,5.804,5.07766666667,11.49
564.33,4.28266666667,6.45066666667,38.6813333333,39.319,3.37133333333,8.81566666667,7.99533333333,5.74566666667,5.06866666667,11.4676666667
564.67,4.3,6.44366666667,38.7186666667,39.3683333333,3.342,8.83266666667,7.94,5.74633333333,5.04766666667,11.4853333333
565.01,4.351,6.45633333333,38.7236666667,39.41,3.33566666667,8.87866666667,7.974,5.77133333333,5.069,11.5283333333
565.35,4.316,6.41133333333,38.725,39.3063333333,3.28166666667,8.84633333333,7.92466666667,5.75766666667,5.01933333333,11.4703333333
565.69,4.303,6.39266666667,38.819,39.331,3.27866666667,8.80766666667,7.91633333333,5.71066666667,5.00533333333,11.544
566.03,4.30433333333,6.34566666667,38.8863333333,39.351,3.30533333333,8.81,7.94333333333,5.713,5.02566666667,11.562
566.37,4.32566666667,6.39533333333,38.8666666667,39.295,3.292,8.86066666667,7.924,5.70166666667,5.02933333333,11.6096666667
566.71,4.36833333333,6.43766666667,38.908,39.3633333333,3.34533333333,8.969,7.98433333333,5.73466666667,5.06466666667,11.7016666667
567.05,4.44933333333,6.49966666667,38.9823333333,39.4066666667,3.422,9.01133333333,8.03133333333,5.808,5.12866666667,11.7183333333
567.39,4.437,6.47233333333,39.023,39.422,3.39966666667,9.00066666667,8.03533333333,5.81266666667,5.12333333333,11.759
567.73,4.454,6.478,39.0426666667,39.4056666667,3.43833333333,9.054,8.09633333333,5.83666666667,5.19,11.8396666667
568.07,4.51333333333,6.522,39.1873333333,39.4336666667,3.46366666667,9.127,8.14333333333,5.878,5.243,11.917
568.41,4.46666666667,6.51933333333,39.204,39.391,3.46033333333,9.09933333333,8.17,5.84933333333,5.23233333333,11.8823333333
568.75,4.46233333333,6.546,39.29,39.3816666667,3.52333333333,9.08,8.138,5.867,5.22766666667,11.9026666667
569.09,4.519,6.58033333333,39.3826666667,39.4413333333,3.55933333333,9.15966666667,8.18533333333,5.907,5.298,11.9443333333
569.43,4.55066666667,6.59466666667,39.3623333333,39.4193333333,3.537,9.138,8.18133333333,5.95433333333,5.314,11.869
569.77,4.59533333333,6.65533333333,39.5433333333,39.497,3.557,9.20833333333,8.196,6.01666666667,5.33733333333,11.9256666667
570.11,4.633,6.681,39.648,39.5646666667,3.57433333333,9.25866666667,8.27066666667,6.06933333333,5.38,11.9273333333
570.45,4.665,6.661,39.7666666667,39.588,3.57133333333,9.26533333333,8.26766666667,6.088,5.39266666667,11.9206666667
570.79,4.67133333333,6.71933333333,39.799,39.6443333333,3.58966666667,9.314,8.26966666667,6.11266666667,5.45233333333,11.9583333333
571.13,4.67,6.70566666667,39.7736666667,39.643,3.573,9.29166666667,8.257,6.069,5.46433333333,11.9153333333
571.47,4.689,6.69266666667,39.8043333333,39.6466666667,3.60433333333,9.29666666667,8.232,6.12166666667,5.46233333333,11.9566666667
571.81,4.68133333333,6.68966666667,39.8236666667,39.6966666667,3.59866666667,9.351,8.233,6.17066666667,5.49366666667,11.973
572.15,4.71533333333,6.74366666667,39.9323333333,39.7673333333,3.61033333333,9.41733333333,8.24266666667,6.229,5.55666666667,12.015
572.49,4.73033333333,6.729,39.9926666667,39.773,3.55466666667,9.453,8.27166666667,6.233,5.609,11.981
572.83,4.771,6.76166666667,40.0016666667,39.8183333333,3.54666666667,9.43266666667,8.29366666667,6.24166666667,5.593,12.023
573.17,4.79566666667,6.77966666667,40.098,39.812,3.563,9.48233333333,8.29266666667,6.24066666667,5.60266666667,12.075
573.51,4.76866666667,6.705,40.0463333333,39.7793333333,3.51966666667,9.43,8.29366666667,6.158,5.574,12.0066666667
573.85,4.74566666667,6.66166666667,40.108,39.746,3.50133333333,9.401,8.20933333333,6.127,5.55966666667,12.0253333333
574.19,4.71433333333,6.638,40.0996666667,39.6953333333,3.48866666667,9.396,8.174,6.091,5.561,12.032
574.53,4.69366666667,6.596,40.1093333333,39.6186666667,3.43466666667,9.349,8.12566666667,6.06966666667,5.49433333333,12.0463333333
574.87,4.69533333333,6.60766666667,40.2753333333,39.637,3.41066666667,9.36566666667,8.07233333333,6.09166666667,5.52033333333,12.082
575.21,4.64833333333,6.594,40.3243333333,39.5833333333,3.37566666667,9.31866666667,8.02533333333,6.01933333333,5.45066666667,12.0073333333
575.55,4.62566666667,6.57066666667,40.3766666667,39.552,3.344,9.29466666667,7.957,5.96433333333,5.45466666667,11.962
575.89,4.65766666667,6.553,40.3583333333,39.577,3.37333333333,9.30233333333,7.94933333333,5.99466666667,5.474,11.9923333333
576.22,4.69233333333,6.586,40.4063333333,39.58,3.441,9.302,7.94,6.026,5.496,12.0366666667
576.56,4.66966666667,6.549,40.527,39.632,3.50266666667,9.29766666667,7.91133333333,6.0,5.487,12.057
576.90,4.63633333333,6.53,40.6113333333,39.6923333333,3.53466666667,9.33366666667,7.93633333333,5.992,5.46566666667,12.0596666667
577.24,4.68733333333,6.64433333333,40.6593333333,39.7353333333,3.63833333333,9.37266666667,7.95833333333,6.07766666667,5.541,12.136
577.58,4.758,6.75033333333,40.7126666667,39.788,3.71833333333,9.43566666667,8.02566666667,6.122,5.63166666667,12.2016666667
577.92,4.81966666667,6.81333333333,40.841,39.882,3.753,9.449,8.02366666667,6.14066666667,5.64033333333,12.2546666667
578.26,4.875,6.768,40.9456666667,39.8693333333,3.761,9.44933333333,8.031,6.11766666667,5.671,12.289
578.60,4.911,6.78533333333,40.905,39.908,3.81433333333,9.52066666667,8.14933333333,6.16333333333,5.73833333333,12.2793333333
578.94,4.92533333333,6.786,40.9006666667,39.9563333333,3.81433333333,9.565,8.11433333333,6.17066666667,5.816,12.303
579.28,4.878,6.731,40.8116666667,39.937,3.815,9.53266666667,8.102,6.144,5.758,12.297
579.61,4.87533333333,6.74933333333,40.939,39.9116666667,3.84033333333,9.51366666667,8.10266666667,6.12866666667,5.74266666667,12.332
579.95,4.87333333333,6.75,40.9846666667,39.9396666667,3.82,9.49166666667,8.12266666667,6.16366666667,5.783,12.3773333333
580.29,4.86766666667,6.777,41.1043333333,39.9353333333,3.77866666667,9.50133333333,8.14033333333,6.217,5.83966666667,12.3796666667
580.63,4.87066666667,6.765,41.0956666667,39.8876666667,3.73766666667,9.468,8.091,6.234,5.878,12.4463333333
580.97,4.783,6.70566666667,41.1993333333,39.8796666667,3.65833333333,9.43866666667,8.01933333333,6.17433333333,5.78833333333,12.4063333333
581.31,4.766,6.66266666667,41.2696666667,39.8513333333,3.62066666667,9.39933333333,8.075,6.22666666667,5.77466666667,12.3866666667
581.65,4.72633333333,6.62333333333,41.2376666667,39.8493333333,3.58733333333,9.36166666667,8.09666666667,6.23433333333,5.81866666667,12.3366666667
581.98,4.74733333333,6.734,41.2546666667,39.955,3.63166666667,9.42766666667,8.146,6.27633333333,5.843,12.3196666667
582.32,4.76,6.79766666667,41.3986666667,40.0216666667,3.657,9.41733333333,8.14133333333,6.26033333333,5.82833333333,12.4136666667
582.66,4.835,6.86133333333,41.54,40.0953333333,3.72733333333,9.49,8.26866666667,6.344,5.86966666667,12.4946666667
583.00,4.92433333333,7.01,41.727,40.2353333333,3.83433333333,9.57533333333,8.40833333333,6.47866666667,5.95766666667,12.6383333333
583.34,4.911,6.97066666667,41.7853333333,40.283,3.86366666667,9.66266666667,8.44733333333,6.43,5.98133333333,12.581
583.68,4.894,6.94066666667,41.7326666667,40.2486666667,3.87833333333,9.64666666667,8.437,6.37766666667,5.908,12.5533333333
584.01,4.83833333333,6.868,41.6543333333,40.193,3.85133333333,9.603,8.36333333333,6.334,5.82766666667,12.4943333333
584.35,4.914,6.962,41.7413333333,40.3313333333,3.966,9.66233333333,8.40766666667,6.37733333333,5.86266666667,12.518
584.69,5.02033333333,7.00633333333,41.798,40.3053333333,4.04633333333,9.74133333333,8.45833333333,6.46166666667,6.00266666667,12.6136666667
585.03,4.98166666667,6.985,41.888,40.3653333333,4.04933333333,9.787,8.387,6.40533333333,5.995,12.587
585.37,4.996,7.051,41.8936666667,40.305,4.151,9.863,8.356,6.45133333333,5.972,12.6573333333
585.70,4.97466666667,7.03,42.02,40.3673333333,4.212,9.837,8.38066666667,6.47433333333,5.97233333333,12.6703333333
586.04,5.002,7.024,42.007,40.284,4.25333333333,9.784,8.406,6.496,5.959,12.6296666667
586.38,5.013,7.04833333333,42.0453333333,40.3083333333,4.26433333333,9.80233333333,8.395,6.543,5.93233333333,12.59
586.72,4.98066666667,7.019,41.9783333333,40.2086666667,4.15266666667,9.768,8.258,6.471,5.85833333333,12.4903333333
587.06,4.94233333333,6.99833333333,41.8926666667,40.126,4.08033333333,9.59933333333,8.17366666667,6.454,5.798,12.4833333333
587.39,4.93066666667,6.98966666667,42.0063333333,40.133,4.01966666667,9.578,8.129,6.42833333333,5.761,12.4876666667
587.73,4.95366666667,7.07766666667,42.093,40.1636666667,4.03866666667,9.64266666667,8.15133333333,6.449,5.77533333333,12.606
588.07,4.91,7.068,42.1713333333,40.159,3.98733333333,9.639,8.17633333333,6.42533333333,5.74233333333,12.6203333333
588.41,4.922,7.11033333333,42.1943333333,40.1943333333,3.99333333333,9.60566666667,8.221,6.40733333333,5.72533333333,12.6406666667
588.74,4.908,7.101,42.1073333333,40.2366666667,3.947,9.53333333333,8.18933333333,6.39166666667,5.601,12.6226666667
589.08,4.90266666667,7.06566666667,42.1993333333,40.2643333333,3.85766666667,9.51066666667,8.21033333333,6.32733333333,5.55166666667,12.601
589.42,4.93066666667,7.02733333333,42.1266666667,40.177,3.76966666667,9.52066666667,8.16966666667,6.31866666667,5.53166666667,12.5553333333
589.76,4.92,7.00933333333,42.0673333333,40.2253333333,3.74,9.54066666667,8.11933333333,6.269,5.506,12.5356666667
590.09,4.85266666667,7.001,42.104,40.1873333333,3.707,9.49633333333,8.06533333333,6.172,5.46666666667,12.5146666667
590.43,4.83933333333,6.94133333333,42.1456666667,40.2376666667,3.72166666667,9.44933333333,8.07366666667,6.134,5.45733333333,12.5506666667
590.77,4.83966666667,6.894,42.2943333333,40.2736666667,3.692,9.52,8.07533333333,6.07533333333,5.42833333333,12.5086666667
591.11,4.84333333333,6.953,42.326,40.3536666667,3.72533333333,9.57466666667,8.12766666667,6.15333333333,5.531,12.511
591.44,4.87666666667,6.967,42.3546666667,40.413,3.75,9.62866666667,8.24666666667,6.24766666667,5.64933333333,12.5573333333
591.78,4.868,6.90866666667,42.3103333333,40.306,3.73866666667,9.567,8.21233333333,6.257,5.63466666667,12.5283333333
592.12,4.84,6.811,42.3426666667,40.3523333333,3.68533333333,9.58566666667,8.163,6.222,5.562,12.4586666667
592.46,4.819,6.811,42.4486666667,40.422,3.69166666667,9.64233333333,8.17533333333,6.226,5.64966666667,12.508
592.79,4.79233333333,6.84566666667,42.387,40.364,3.67666666667,9.679,8.20633333333,6.22833333333,5.69733333333,12.474
593.13,4.669,6.76,42.4353333333,40.2736666667,3.60133333333,9.534,8.11133333333,6.11933333333,5.62733333333,12.443
593.47,4.64033333333,6.73633333333,42.5546666667,40.275,3.62033333333,9.51433333333,8.11133333333,6.10766666667,5.64366666667,12.4506666667
593.80,4.59766666667,6.662,42.603,40.216,3.522,9.47733333333,8.147,6.04033333333,5.66933333333,12.412
594.14,4.64833333333,6.722,42.627,40.1993333333,3.59433333333,9.52733333333,8.22766666667,6.09533333333,5.73266666667,12.407
594.48,4.68266666667,6.76633333333,42.5316666667,40.183,3.66533333333,9.54233333333,8.262,6.18866666667,5.798,12.501
594.81,4.667,6.74033333333,42.6056666667,40.1056666667,3.668,9.53833333333,8.27933333333,6.12033333333,5.733,12.529
595.15,4.61166666667,6.63733333333,42.5893333333,40.0113333333,3.57533333333,9.47733333333,8.14633333333,5.97733333333,5.60133333333,12.39
595.49,4.611,6.627,42.5176666667,39.97,3.591,9.52566666667,8.15666666667,5.92566666667,5.62566666667,12.3996666667
595.82,4.59033333333,6.70333333333,42.4973333333,39.9186666667,3.60366666667,9.48966666667,8.11866666667,5.86733333333,5.63366666667,12.4196666667
596.16,4.66566666667,6.725,42.4696666667,39.8206666667,3.66733333333,9.43366666667,8.1,5.84566666667,5.65466666667,12.43
596.50,4.66433333333,6.67733333333,42.6146666667,39.9086666667,3.68966666667,9.39,8.072,5.847,5.58966666667,12.4546666667
596.83,4.68233333333,6.76866666667,42.6626666667,39.9706666667,3.80466666667,9.50166666667,8.13166666667,5.88733333333,5.608,12.4783333333
597.17,4.636,6.72566666667,42.7053333333,39.9166666667,3.77566666667,9.50533333333,8.06466666667,5.883,5.54666666667,12.443
597.51,4.65333333333,6.723,42.6776666667,39.9633333333,3.81366666667,9.505,8.02933333333,5.88633333333,5.50766666667,12.495
597.84,4.61133333333,6.72633333333,42.706,39.982,3.81366666667,9.48333333333,7.988,5.842,5.44133333333,12.487
598.18,4.60166666667,6.73533333333,42.7526666667,39.9813333333,3.79533333333,9.512,7.99033333333,5.80533333333,5.39866666667,12.455
598.52,4.608,6.746,42.672,40.0356666667,3.80433333333,9.52233333333,7.982,5.804,5.40966666667,12.4566666667
598.85,4.62,6.858,42.7786666667,40.113,3.83233333333,9.54333333333,8.07733333333,5.83166666667,5.48,12.5273333333
599.19,4.57666666667,6.83566666667,42.8836666667,40.2196666667,3.746,9.43666666667,8.041,5.772,5.44766666667,12.405
599.53,4.557,6.78566666667,42.9083333333,40.2613333333,3.66833333333,9.47066666667,8.06633333333,5.79366666667,5.47333333333,12.3716666667
599.86,4.473,6.76233333333,42.8926666667,40.271,3.579,9.50366666667,8.054,5.79066666667,5.37566666667,12.27
600.20,4.535,6.79666666667,42.9903333333,40.3353333333,3.56466666667,9.54866666667,8.069,5.84233333333,5.46266666667,12.3496666667
600.53,4.55233333333,6.783,43.042,40.3506666667,3.52333333333,9.59733333333,8.109,5.89633333333,5.52166666667,12.4006666667
600.87,4.51133333333,6.84433333333,42.9926666667,40.3363333333,3.50233333333,9.57233333333,8.128,5.9,5.49366666667,12.412
601.21,4.53433333333,6.90133333333,43.0246666667,40.385,3.517,9.60266666667,8.11366666667,5.98833333333,5.51166666667,12.3483333333
601.54,4.58066666667,6.902,43.183,40.3883333333,3.472,9.58333333333,8.162,6.02,5.557,12.3913333333
601.88,4.56733333333,6.92533333333,43.31,40.376,3.446,9.51833333333,8.143,5.98733333333,5.60766666667,12.3756666667
602.21,4.534,6.853,43.3916666667,40.3226666667,3.35633333333,9.53366666667,8.10933333333,5.958,5.59233333333,12.3793333333
602.55,4.554,6.80133333333,43.408,40.3226666667,3.391,9.53,8.069,5.93766666667,5.56233333333,12.3656666667
602.88,4.517,6.80666666667,43.358,40.238,3.35833333333,9.52233333333,8.002,5.94866666667,5.52666666667,12.3913333333
603.22,4.51833333333,6.78533333333,43.4533333333,40.2396666667,3.35266666667,9.48433333333,7.977,5.934,5.47933333333,12.3723333333
603.56,4.49433333333,6.74166666667,43.5036666667,40.3093333333,3.34733333333,9.485,7.98266666667,5.865,5.46833333333,12.3776666667
603.89,4.44633333333,6.714,43.4203333333,40.2423333333,3.36233333333,9.46533333333,7.995,5.797,5.42466666667,12.3496666667
604.23,4.434,6.69366666667,43.4523333333,40.2986666667,3.32166666667,9.44133333333,7.96866666667,5.72133333333,5.35733333333,12.3193333333
604.56,4.491,6.66266666667,43.4923333333,40.323,3.29166666667,9.428,7.972,5.63166666667,5.39266666667,12.3253333333
604.90,4.50533333333,6.65466666667,43.4613333333,40.2233333333,3.303,9.43533333333,7.999,5.56266666667,5.39266666667,12.3686666667
605.23,4.46033333333,6.605,43.373,40.1893333333,3.30166666667,9.415,7.97,5.50866666667,5.32333333333,12.337
605.57,4.447,6.59566666667,43.384,40.2023333333,3.32933333333,9.45833333333,7.962,5.526,5.28633333333,12.3386666667
605.90,4.40333333333,6.57533333333,43.3733333333,40.2806666667,3.38533333333,9.44233333333,7.92933333333,5.50466666667,5.22666666667,12.2946666667
606.24,4.39233333333,6.58733333333,43.407,40.2906666667,3.39766666667,9.458,7.96166666667,5.463,5.21166666667,12.2726666667
606.58,4.46566666667,6.62833333333,43.567,40.373,3.44033333333,9.49066666667,8.05,5.482,5.22933333333,12.309
606.91,4.479,6.63233333333,43.5363333333,40.3393333333,3.47,9.502,8.12133333333,5.445,5.25733333333,12.329
607.25,4.50666666667,6.68766666667,43.488,40.2033333333,3.54166666667,9.46066666667,8.08,5.47733333333,5.27366666667,12.363
607.58,4.48533333333,6.637,43.3896666667,40.1103333333,3.48433333333,9.43633333333,7.99133333333,5.45266666667,5.24533333333,12.2636666667
607.92,4.52666666667,6.657,43.3886666667,40.067,3.53866666667,9.44466666667,7.96066666667,5.45133333333,5.30333333333,12.2976666667
608.25,4.45633333333,6.604,43.358,40.0983333333,3.55233333333,9.48433333333,7.86733333333,5.482,5.28566666667,12.2326666667
608.59,4.48266666667,6.60433333333,43.3753333333,40.109,3.55033333333,9.50066666667,7.84633333333,5.495,5.32766666667,12.2003333333
608.92,4.469,6.58166666667,43.303,40.0013333333,3.567,9.528,7.788,5.48866666667,5.34433333333,12.151
609.26,4.568,6.63166666667,43.1803333333,39.963,3.61433333333,9.52866666667,7.833,5.55366666667,5.36333333333,12.1663333333
609.59,4.56566666667,6.62533333333,43.0626666667,39.841,3.59633333333,9.519,7.80433333333,5.53666666667,5.36433333333,12.105
609.93,4.63333333333,6.67,43.0336666667,39.8406666667,3.621,9.549,7.81533333333,5.60633333333,5.417,12.191
610.26,4.61333333333,6.61566666667,42.925,39.793,3.641,9.61466666667,7.732,5.59633333333,5.4,12.1303333333
610.60,4.58733333333,6.594,42.8093333333,39.7136666667,3.647,9.58966666667,7.63866666667,5.59,5.372,12.0816666667
610.93,4.53133333333,6.52566666667,42.8106666667,39.703,3.57566666667,9.59933333333,7.609,5.57566666667,5.377,12.046
611.27,4.55333333333,6.55766666667,42.7933333333,39.73,3.60133333333,9.56633333333,7.62833333333,5.55966666667,5.382,12.047
611.60,4.49666666667,6.48366666667,42.6956666667,39.6243333333,3.557,9.52433333333,7.61166666667,5.54633333333,5.30533333333,12.001
611.93,4.65533333333,6.62866666667,42.8063333333,39.6883333333,3.68533333333,9.66566666667,7.795,5.67633333333,5.49233333333,12.1743333333
612.27,4.57,6.60566666667,42.717,39.6343333333,3.64,9.61766666667,7.755,5.64666666667,5.42566666667,12.146
612.60,4.615,6.71166666667,42.8253333333,39.7466666667,3.665,9.68833333333,7.84,5.693,5.481,12.243
612.94,4.482,6.58666666667,42.9293333333,39.803,3.58266666667,9.657,7.76166666667,5.55333333333,5.431,12.2503333333
613.27,4.542,6.65866666667,43.1063333333,39.891,3.603,9.63566666667,7.82433333333,5.53666666667,5.47166666667,12.3306666667
613.61,4.56266666667,6.60333333333,43.0896666667,39.8706666667,3.65633333333,9.705,7.84333333333,5.545,5.48366666667,12.3176666667
613.94,4.61366666667,6.655,43.1803333333,39.819,3.69966666667,9.70033333333,7.88766666667,5.57466666667,5.515,12.439
614.28,4.74333333333,6.679,43.3763333333,40.0303333333,3.723,9.78,7.94733333333,5.63633333333,5.53533333333,12.493
614.61,4.86066666667,6.758,43.432,40.104,3.79433333333,9.86766666667,8.014,5.67366666667,5.571,12.598
614.94,4.861,6.746,43.613,40.1673333333,3.79566666667,9.93766666667,7.993,5.696,5.57133333333,12.595
615.28,5.02866666667,6.92,43.7976666667,40.3496666667,3.92533333333,10.0286666667,8.07766666667,5.767,5.72766666667,12.6893333333
615.61,5.032,6.894,43.8996666667,40.361,3.90033333333,9.93533333333,8.01233333333,5.72066666667,5.61033333333,12.6436666667
615.95,5.145,6.91133333333,44.1656666667,40.4843333333,3.95466666667,9.96866666667,8.05166666667,5.724,5.62933333333,12.7563333333
616.28,5.193,6.86566666667,44.1643333333,40.4283333333,3.978,9.95633333333,8.03533333333,5.68033333333,5.73033333333,12.728
616.61,5.344,6.989,44.235,40.5273333333,4.034,10.0756666667,8.17,5.76533333333,5.80166666667,12.888
616.95,5.41333333333,7.002,44.384,40.5903333333,4.07233333333,10.1916666667,8.18433333333,5.848,5.82433333333,12.963
617.28,5.32366666667,6.96933333333,44.4903333333,40.6303333333,3.87833333333,10.0233333333,8.04166666667,5.741,5.76766666667,12.9243333333
617.62,5.338,6.99766666667,44.507,40.7436666667,3.81366666667,10.0146666667,8.06133333333,5.714,5.75366666667,12.8463333333
617.95,5.39366666667,7.09233333333,44.5563333333,40.7393333333,3.90933333333,10.132,8.09566666667,5.766,5.76333333333,12.929
618.28,5.438,7.174,44.801,40.8613333333,3.96633333333,10.165,8.173,5.82633333333,5.87933333333,13.0136666667
618.62,5.521,7.27366666667,44.822,40.961,4.06666666667,10.2613333333,8.27633333333,5.90366666667,6.00433333333,13.1303333333
618.95,5.546,7.27766666667,44.8393333333,40.9513333333,4.10433333333,10.2813333333,8.323,6.021,5.99466666667,13.2326666667
619.28,5.53333333333,7.30833333333,44.7403333333,41.02,4.117,10.2976666667,8.38166666667,6.054,5.97966666667,13.217
619.62,5.55566666667,7.35566666667,44.6653333333,41.1313333333,4.25633333333,10.3393333333,8.42266666667,6.178,6.117,13.2033333333
619.95,5.57833333333,7.302,44.737,41.1673333333,4.17866666667,10.3233333333,8.36566666667,6.20633333333,6.065,13.194
620.28,5.52366666667,7.28733333333,44.7623333333,41.0773333333,4.134,10.2533333333,8.21166666667,6.18366666667,6.018,13.0913333333
620.62,5.51033333333,7.29733333333,44.8126666667,41.0623333333,4.091,10.189,8.169,6.09766666667,5.94766666667,13.049
620.95,5.48133333333,7.34266666667,44.8046666667,41.0556666667,4.204,10.2286666667,8.21966666667,6.14333333333,6.00033333333,13.029
621.28,5.36966666667,7.274,44.8736666667,41.0916666667,4.185,10.2333333333,8.13733333333,6.10833333333,5.97566666667,13.0256666667
621.62,5.23966666667,7.23233333333,44.8416666667,41.038,4.086,10.0666666667,8.096,6.06766666667,5.96166666667,12.9746666667
621.95,5.22633333333,7.18166666667,44.7956666667,40.9533333333,4.00333333333,10.0543333333,8.06633333333,6.03766666667,5.874,12.813
622.28,5.26333333333,7.20233333333,44.935,41.0436666667,4.04133333333,10.084,8.05233333333,6.07833333333,5.91433333333,12.81
622.62,5.16966666667,7.16233333333,44.9223333333,41.044,3.933,10.0783333333,7.908,6.00266666667,5.896,12.699
622.95,5.07366666667,7.13,44.9776666667,40.9403333333,3.81433333333,10.01,7.76366666667,5.91,5.87133333333,12.6503333333
623.28,5.12,7.16033333333,45.1453333333,40.8956666667,3.732,10.0976666667,7.716,5.868,5.85666666667,12.6936666667
623.62,5.13566666667,7.279,45.2603333333,41.037,3.85066666667,10.119,7.75533333333,5.94166666667,5.84666666667,12.736
623.95,5.12133333333,7.239,45.2836666667,41.1713333333,3.87433333333,10.1343333333,7.84633333333,5.982,5.87666666667,12.7786666667
624.28,5.095,7.218,45.207,41.1496666667,3.89266666667,10.1073333333,7.819,6.04733333333,5.94333333333,12.8156666667
624.62,5.13733333333,7.19433333333,45.2316666667,41.191,3.87666666667,10.1103333333,7.813,6.11366666667,5.90766666667,12.8516666667
624.95,5.22333333333,7.26266666667,45.1873333333,41.0726666667,3.89766666667,10.036,7.857,6.15633333333,5.94966666667,12.9043333333
625.28,5.246,7.28766666667,45.2506666667,41.0926666667,3.95333333333,10.0076666667,7.85166666667,6.16433333333,5.96233333333,12.9103333333
625.61,5.13133333333,7.23,45.1426666667,41.0303333333,3.94633333333,9.903,7.75766666667,6.07666666667,5.906,13.0013333333
625.95,5.06266666667,7.21533333333,45.0103333333,40.858,3.86766666667,9.82366666667,7.73766666667,6.03233333333,5.83366666667,12.985
626.28,5.122,7.24233333333,45.043,40.8466666667,3.92133333333,9.85533333333,7.86166666667,6.07033333333,5.88633333333,13.0723333333
626.61,5.05966666667,7.129,44.9546666667,40.739,3.88266666667,9.85166666667,7.85233333333,6.08933333333,5.78233333333,13.0416666667
626.94,5.048,7.075,44.8376666667,40.6943333333,3.83433333333,9.773,7.83433333333,6.08466666667,5.713,13.0256666667
627.28,5.04133333333,7.059,44.6233333333,40.551,3.813,9.77533333333,7.86966666667,6.054,5.72966666667,13.0326666667
627.61,5.07633333333,7.055,44.6976666667,40.501,3.80533333333,9.77533333333,7.822,6.037,5.70766666667,13.0113333333
627.94,5.09766666667,7.06133333333,44.8573333333,40.567,3.75633333333,9.867,7.861,6.004,5.69233333333,13.051
628.27,5.07633333333,7.06733333333,44.874,40.5653333333,3.76,9.91066666667,7.802,5.965,5.668,13.0246666667
628.61,5.09266666667,7.059,44.945,40.719,3.81533333333,10.0146666667,7.79833333333,6.00733333333,5.72133333333,13.0376666667
628.94,5.03266666667,7.004,44.885,40.6753333333,3.81066666667,10.068,7.822,6.00233333333,5.74033333333,13.063
629.27,5.11133333333,7.02866666667,44.8023333333,40.7123333333,3.81966666667,10.1296666667,7.84966666667,6.02466666667,5.73966666667,12.9983333333
629.60,5.15766666667,6.995,44.914,40.8546666667,3.849,10.154,7.86266666667,5.99933333333,5.743,13.0406666667
629.94,5.10166666667,6.93266666667,44.892,40.8833333333,3.783,10.127,7.79133333333,5.87633333333,5.71866666667,12.938
630.27,5.13,7.02466666667,44.987,40.9773333333,3.80566666667,10.1496666667,7.81,5.81866666667,5.77033333333,12.9563333333
630.60,5.036,7.02833333333,45.038,40.942,3.793,10.107,7.77466666667,5.67933333333,5.739,12.8733333333
630.93,4.89666666667,6.945,45.2436666667,41.0413333333,3.617,10.0063333333,7.66366666667,5.52633333333,5.63766666667,12.7903333333
631.26,4.83733333333,6.93833333333,45.199,40.9493333333,3.59933333333,10.0053333333,7.661,5.48733333333,5.63866666667,12.79
631.60,4.86566666667,6.98166666667,45.0626666667,40.9796666667,3.65433333333,9.91166666667,7.68033333333,5.593,5.68266666667,12.7826666667
631.93,4.95566666667,7.054,45.1846666667,41.0376666667,3.68833333333,9.94766666667,7.86333333333,5.64266666667,5.73033333333,12.8893333333
632.26,5.00133333333,7.167,45.2643333333,41.0403333333,3.78,9.966,7.99833333333,5.652,5.81833333333,12.974
632.59,5.082,7.23666666667,45.2846666667,41.0806666667,3.75233333333,10.063,8.03533333333,5.64966666667,5.79933333333,13.013
632.92,5.202,7.38466666667,45.5793333333,41.2306666667,3.82733333333,10.241,8.23266666667,5.81066666667,5.954,13.184
633.26,5.13733333333,7.37366666667,45.575,41.1166666667,3.78233333333,10.2663333333,8.207,5.78833333333,5.94,13.1366666667
633.59,5.12333333333,7.31933333333,45.6826666667,41.101,3.80533333333,10.2076666667,8.16566666667,5.80733333333,5.85533333333,13.1516666667
633.92,5.14233333333,7.42766666667,45.6206666667,41.1393333333,3.85666666667,10.2456666667,8.198,5.87333333333,5.90166666667,13.1583333333
634.25,5.174,7.39533333333,45.6783333333,41.152,3.89,10.292,8.24466666667,5.951,5.88633333333,13.2283333333
634.58,5.29,7.54133333333,45.6953333333,41.178,4.073,10.3916666667,8.37333333333,6.07966666667,5.98966666667,13.2783333333
