wavelength,Back_SicColf,Belly_SicColf,Breast_SicColf,Crissum_SicColf,Crown_SicColf,DorTail_SicColf,Patch10_SicColf,Rump_SicColf,Throat_SicColf,WingTip_SicColf
219.34,644.444416667,490.740833333,437.963083333,595.370416666,376.851916667,780.555333333,566.666583333,545.370416666,450.926,537.037
219.72,354.583333333,279.166666667,264.583333333,346.666666667,244.583333334,457.916666667,335.833333334,338.75,270.0,318.75
220.10,265.740833333,209.95375,218.287,260.185333334,184.9535,307.87025,255.092666667,242.361166666,216.203833334,240.04625
220.47,318.0555,233.611083333,237.77775,299.444416667,224.444416667,366.111,308.055583333,287.22225,237.777583333,282.500083333
220.85,324.479166667,239.0625,241.40625,301.5625,228.385416667,365.885416667,309.895833334,297.395833334,227.604166667,278.385416667
221.23,382.098833334,292.283916667,297.839333333,365.123333333,282.71625,433.024666667,385.493916667,347.222166667,274.69125,334.876416667
221.61,832.5,658.333333333,621.666666667,813.333333333,614.166666667,1017.5,897.499999999,789.166666668,586.666666667,699.166666667
221.98,699.2425,528.03025,496.212083333,665.151333333,515.1515,859.091,750.000083333,670.454666667,470.454583333,607.575666667
222.36,-6433.33333334,-4708.33333334,-4366.66666667,-5766.66666666,-4816.66666666,-8000.0,-7233.33333333,-5858.33333333,-3066.66666667,-5325.0
222.74,-196.96975,-125.0,-118.181833333,-154.545416667,-138.63625,-253.409083334,-240.530333333,-163.2575,-51.1364166668,-169.696916667
223.11,-100.245083333,-53.6765,-61.0294166667,-80.3921666667,-76.4704999999,-135.78425,-153.6765,-85.7843333333,-8.57850000001,-106.6175
223.49,-52.21075,-30.9524166667,-34.35375,-38.7755,-37.9251666667,-84.8639999999,-86.0544166666,-49.1495833334,10.8844166667,-62.92525
223.87,-46.3889166666,-28.0555833333,-29.7221666667,-33.1943333333,-36.9444166667,-64.7223333333,-75.4165,-37.4999166667,-1.80533333333,-57.0834166667
224.24,-17.85725,8.33333324999e-05,4.11266666668,1.19033333334,-8.76616666666,-20.6711666666,-36.2554166667,-12.7705,29.0043333333,-15.368
224.62,-12.17225,1.77908333335,-0.561749999982,2.52824999998,-0.842583333358,-12.17225,-24.0636666667,-10.8614166667,22.8463333333,-9.73775
225.00,6.31316666667,11.4478333333,6.22883333333,10.7746666667,9.59599999999,1.01016666667,-14.8146666666,8.33333407498e-05,27.9460833333,-0.92575
225.38,0.085083333325,6.37758333333,-0.425166666666,4.16666666666,7.22791666667,-9.694,-21.7686666667,-12.9251666667,18.8776666667,-15.136
225.75,-4.89125000002,5.97833333333,-5.163,-1.1775,4.98191666665,-12.1378333333,-26.6305,-16.0325833333,16.12325,-22.1015
226.13,-4.53791666665,7.83816666665,-3.46525,0.990250000017,5.52800000001,-6.27049999997,-24.2575,-10.4785833333,18.4819166667,-17.7394166667
226.51,-2.58116666667,5.97349999999,-0.88491666665,0.368833333342,6.48966666665,-5.38333333334,-19.39525,-12.0943333333,16.7405,-20.42775
226.88,-6.2336666667,4.39625000001,-2.16533333332,-2.88716666666,5.77433333334,-8.66150000001,-19.9475833333,-16.4698333333,14.69825,-16.53525
227.26,-14.80725,-3.92566666666,-7.50691666668,-8.67775000001,-0.895249999975,-15.7715,-26.7216666667,-25.41325,8.05783333334,-20.11025
227.64,-24.9998333333,-7.97091666666,-14.2029166667,-17.2465,-7.39133333332,-24.7103333333,-34.49275,-34.49275,-3.33325,-27.9708333334
228.01,-17.562,2.61708333333,-5.99175000003,-7.09366666668,3.58125,-14.1875,-24.7933333333,-27.6170833333,6.33608333333,-14.0496666667
228.39,-16.3164166667,3.57150000002,-7.98316666665,-7.00275,2.03075000001,-18.6975,-23.9496666667,-26.4004166667,5.182,-15.1260833333
228.76,-6.74608333333,9.19308333335,0.529083333318,0.396833333333,9.06091666667,-9.92058333332,-16.1375,-17.5265833333,13.35975,-7.93650000001
229.14,-11.4266666667,11.6161666667,2.96716666666,1.07325000002,10.4165833333,-6.62883333335,-13.32075,-16.6666666666,13.8889166667,-7.76516666666
229.52,-5.55566666667,17.8295833333,11.5631666667,7.88116666667,17.571,0.969083333317,-3.68225000002,-8.72091666667,20.478,2.97149999999
229.89,-11.7725,13.8889166667,5.35716666668,1.19050000002,11.9708333333,-4.16658333333,-9.78824999998,-18.12175,15.344,-4.82808333333
230.27,-7.10783333334,15.3185833334,5.88241666667,2.26699999999,16.23775,-2.87991666667,-4.53441666667,-12.2549166667,15.8700833333,-1.22541666666
230.65,-14.77875,10.7421666667,3.12491666667,-2.79941666667,9.70033333335,-9.24491666668,-14.1928333333,-17.9038333333,5.40350000002,-6.70575000002
231.02,-18.994,5.55566666667,0.976083333332,-8.63383333333,5.70566666665,-15.5405,-20.7958333334,-24.5495,-3.60383333334,-17.7929166667
231.40,-15.3845833333,8.26216666668,3.84608333334,-4.05975000001,3.27641666665,-10.5414166667,-16.2391666667,-19.37325,1.35324999999,-17.8774166667
231.78,-19.0476666667,0.255083333342,0.76525,-11.0543333333,-6.88766666665,-15.8163333333,-26.7858333334,-26.95575,-0.935333333325,-30.1020833333
232.15,-14.7368333333,-2.36841666667,-1.66675,-11.3156666666,-8.77191666665,-15.4384166667,-29.12275,-29.1228333333,1.05266666667,-36.8421666667
232.53,-13.0435,-7.51808333333,-2.26449999998,-17.30075,-9.78266666668,-16.7573333333,-35.2354166666,-36.14125,-5.34408333333,-44.4745833333
232.90,-25.59525,-15.873,-9.62291666667,-26.9840833333,-24.9998333333,-27.77775,-47.1228333334,-50.0990833333,-17.9563333333,-59.52375
233.28,-32.3718333333,-28.0983333333,-24.2520833333,-39.8505,-40.0640833333,-41.56,-61.32475,-62.9274166667,-31.0898333333,-71.3674166667
233.66,-20.97075,-21.70325,-24.81675,-33.2416666667,-34.5238333333,-29.762,-56.95975,-50.0915833333,-22.0695,-59.8900833333
234.03,-15.6250833333,-10.3220833333,-14.0153333334,-24.6213333333,-24.14775,-25.5683333333,-51.1364166667,-44.413,-16.7614166667,-51.3256666667
234.41,-14.7058333334,-7.35300000001,-9.80383333334,-20.9805,-23.0391666667,-19.902,-52.5489166667,-44.9019166666,-16.6666666667,-51.4706666667
234.78,7.51624999999,14.0524166667,7.59791666665,-1.22549999999,-1.55225,-1.06208333335,-24.8365833333,-22.5490833333,4.24825,-27.2874166666
235.16,13.1160833333,22.8261666666,14.4926666667,9.78258333335,9.27541666667,9.92750000001,-8.18833333333,-9.56508333335,19.4203333333,-13.1885
235.54,17.9534166667,25.674,16.4215,11.9484166667,17.0955,10.7230833333,1.22558333333,-5.75975000003,22.12,-4.90199999999
235.91,26.5966666667,34.2315833333,21.7065833333,20.7585,28.2435833333,21.9560833334,12.4749166667,6.7865,28.2935,9.13175000001
236.29,27.2856666667,37.66675,27.6189166667,23.4760833333,30.857,25.762,18.33325,12.3333333333,27.8571666667,16.90475
236.66,30.3406666667,41.5286666667,31.2615,25.092,34.3460833333,27.6705,22.744,16.5745,30.2486666667,21.7771666667
237.04,29.2105833333,39.9560833333,31.0965,26.35975,34.342,28.81575,22.8508333333,19.0351666667,29.386,23.5964166667
237.41,35.6176666667,45.6005833333,36.4635833333,31.8526666667,39.8900833333,31.8951666666,27.41125,24.7885833334,33.67175,26.77675
237.79,32.2221666667,41.9230833334,37.5640833333,29.359,38.4615,30.1283333333,28.2050833334,21.9656666667,30.5129166667,25.47
238.17,30.8008333333,33.6601666667,31.9853333333,25.98025,34.2320833333,27.1241666667,26.0621666667,18.6681666666,25.6945833333,22.8759166666
238.54,32.4674166667,32.179,32.7561666667,24.3506666666,32.251,23.8095833333,25.0360833333,17.2439166667,24.42275,22.7995
238.92,33.2666666667,31.2666666667,32.1333333334,25.9333333333,31.3,26.2,26.0666666667,20.0333333333,24.8333333333,24.8
239.29,30.8785833334,26.4856666667,28.74675,21.99625,25.9365833333,22.5129166667,21.6085,16.3436666667,17.5065,21.8344166667
239.67,29.0726666667,23.3709166667,26.911,19.64275,22.7755833333,20.802,19.2981666667,14.9124166667,13.5965,18.2330833333
240.04,26.8845,21.2305833333,25.0,17.7855833333,19.8173333333,18.3450833334,18.1683333333,13.5455,13.516,17.75625
240.42,24.357,17.70125,21.25275,16.6108333333,17.1700833334,15.1285,15.4363333333,10.3746666667,11.9689166667,14.9609166667
240.79,20.0828333333,14.208,17.6501666667,15.2691666667,13.1470833333,15.11375,13.9234166666,8.82508333335,11.1283333333,12.65525
241.17,17.2769166666,9.88258333331,13.4976666667,11.15025,8.84966666666,11.4789166667,9.83566666667,4.95300000002,7.98116666667,9.57741666666
241.54,15.4379166667,8.10975000001,12.5558333333,9.47283333335,6.56841666667,11.6175833333,8.51216666666,3.57458333334,6.74716666666,10.2100833333
241.92,16.7503333333,9.46400000001,12.4791666667,10.4480833333,6.80483333332,12.8140833333,10.3016666667,5.27649999999,8.16591666666,12.6675833333
242.29,17.5429166667,11.5653333333,13.7265833333,11.2733333333,7.49608333333,14.817,11.8185,8.50858333333,10.78675,13.94075
242.67,18.5808333333,12.2004166666,15.15875,13.0319166667,8.89408333334,17.1693333334,13.3025,11.0401666667,13.341,16.5893333333
243.05,17.70825,11.6286666667,14.2234166666,12.6325833333,8.61733333331,16.19325,12.6325833333,10.4356666667,13.5605,16.837
243.42,18.3255833333,12.92425,14.39025,12.77,9.72216666667,17.1295833333,13.44525,10.9374166667,15.68275,19.4251666667
243.80,18.6863333333,12.4900833333,14.3529166667,13.31375,10.1373333333,18.2743333333,13.3921666666,12.1765,15.86275,21.6078333333
244.17,17.1031666667,11.23775,12.984,12.73725,8.84583333334,17.69175,12.3956666667,11.3325,13.8004166667,20.2163333334
244.55,16.3626666667,11.6236666667,11.5879166667,12.1068333333,8.65533333334,17.0420833333,12.1245,12.0351666667,13.9305833333,19.7783333333
244.92,16.9285,12.3608333333,12.0825833333,12.4754166667,9.74124999999,16.8795,13.1793333333,12.9175,13.6050833333,19.8755
245.30,18.2666666667,14.1159166666,14.0526666667,14.1158333333,12.4840833333,19.1223333333,15.5894166667,14.9715,15.46275,21.98975
245.67,17.7083333334,14.15525,13.91275,14.0125,12.32875,18.5930833333,16.3670833333,15.7961666666,15.7534166667,21.9179166667
246.05,17.1066666667,13.5866666667,13.5466666667,13.7066666667,12.2133333333,18.4,15.5066666667,15.1733333333,15.1066666666,21.36
246.42,16.0025833333,12.48125,13.2330833333,13.0703333334,11.89225,17.4813333333,14.6365833333,14.0600833334,13.88475,21.1153333333
246.79,12.36175,10.0409166667,9.59599999999,10.5339166667,8.69433333334,14.5983333334,12.025,10.6060833333,10.498,17.6769166667
247.17,10.75225,8.95825,8.64591666666,9.0855,8.13658333333,13.4954166667,11.088,9.7685,9.43300000001,16.1111666666
247.54,12.2548333333,9.86933333334,10.0763333333,10.59925,9.73841666664,14.5643333333,12.451,10.8714166667,10.6209166667,16.6993333333
247.92,12.5961666667,10.50225,10.6409166667,10.56625,10.0748333333,14.9466666667,13.5576666667,10.7693333333,11.1005,16.7735
248.29,13.6189166667,11.10025,11.7381666667,11.0461666667,11.2085,15.575,14.559,11.4245833333,11.9756666667,18.1365833333
248.67,14.4554166667,12.0111666667,12.92225,11.9333333333,12.2555833334,17.0,16.1111666667,12.1334166666,12.8221666667,19.41125
249.04,14.6899166667,11.2215833333,12.6418333333,11.0084166667,11.6476666667,15.992,15.2106666667,11.0203333333,12.287,19.31825
249.42,16.381,13.0595,13.762,12.1071666667,12.2500833334,16.21425,16.238,12.3095833333,13.1189166667,20.5118333333
249.79,17.2334166667,13.5753333333,14.8120833333,12.5321666667,13.0860833333,17.0530833333,16.60225,12.764,13.5111666667,21.1488333334
250.17,17.3566666666,14.2585833333,15.314,13.1899166667,13.6905,17.0996666667,16.5044166667,13.4739166667,14.394,20.9279166667
250.54,18.5249166667,14.38625,15.58275,13.6965,14.0623333333,17.2861666667,17.2438333333,14.2875833333,15.0619166667,21.2978333333
250.92,20.654,16.39425,17.8858333333,15.634,16.3796666667,19.8364166667,19.7075,17.02525,16.7814166666,23.9958333333
251.29,22.30625,17.62875,19.53825,17.318,18.0284166667,20.9,21.196,18.6945,18.3836666667,25.4884166667
251.66,20.2446666667,16.5610833333,18.1461666667,16.3044166667,16.1080833333,19.2935833333,19.7916666667,17.18,16.6515,24.6829166667
252.04,19.2545,16.4355833333,17.8063333334,16.6205,16.22,18.7615833333,17.9143333333,17.2520833333,17.0054166667,25.3388333333
252.41,19.3049166667,17.0700833333,18.4824166667,17.4891666667,16.5735833333,19.7238333334,18.85475,17.7839166667,18.3425833333,26.2570833333
252.79,20.7176666667,17.4985,19.3469166667,17.8834166667,17.021,20.4559166667,19.1928333333,18.7615,19.3776666667,27.0486666667
