wavelength,Back_DacBerf,Belly_DacBerf,Breast_DacBerf,Crissum_DacBerf,Crown_DacBerf,DorTail_DacBerf,Rump_DacBerf,Throat_DacBerf,WingTip_DacBerf
184.49,71.6666666667,50.0,-110.833333333,-10.0,-44.1666666667,145.0,-93.3333333333,47.5,-66.6666666667
184.87,43.8273333333,25.9256666667,-88.2716666667,-2.46933333333,-41.9753333333,104.938333333,-83.0246666667,33.333,-49.3826666667
185.25,59.6493333333,23.9766666667,-84.7956666667,-1.16966666667,-47.3683333333,113.45,-81.8713333333,29.8245,-30.994
185.63,57.8233333333,15.6463333333,-110.204333333,-27.891,-80.9526666667,112.925333333,-107.483,21.4285,-40.816
186.01,61.3333333333,16.6666666667,-100.666666667,-22.6666666667,-68.0,106.666666667,-98.6666666667,19.0,-29.3333333333
186.39,75.49,-6.86233333333,-171.568666667,-64.706,-138.235333333,157.843333333,-173.0395,-25.0,-97.0586666667
186.77,33.3333333333,-115.555666667,-473.333666667,-226.666666667,-442.222333333,233.333,-449.999833333,-196.667,-320.0
187.15,-211.111,-522.222333333,-1350.0,-866.666666667,-1505.55566667,355.555666667,-1430.55566667,-716.6665,-1177.778
187.53,-63.6366666667,-300.0,-724.242666667,-466.666666667,-839.393666667,169.697,-775.757666667,-459.0905,-706.060333333
187.91,7.143,-235.714333333,-521.428666667,-366.666333333,-664.285666667,176.190666667,-590.476,-332.143,-526.190666667
188.29,7.03687441777e+14,2.43092025341e+15,4.62727802623e+15,3.30519859016e+15,6.26921539037e+15,-1.0661930936e+15,5.41626091549e+15,3.16659348799e+15,5.16037457303e+15
188.67,100.0,262.820333333,316.666666667,251.282,443.589666667,14.1026666667,416.666833333,271.154,392.308
189.05,58.3333333333,187.5,221.875,198.958333333,356.25,-16.6666666667,311.458333333,234.375,306.25
189.43,103.333333333,171.666666667,183.333333333,158.333333333,312.5,33.3333333333,267.083333333,211.25,286.666666667
189.81,85.119,125.595333333,121.428666667,106.547666667,219.047666667,28.5713333333,199.702333333,166.0715,207.738
190.19,86.207,114.942666667,120.689333333,106.321666667,215.517333333,24.138,192.5285,158.6205,198.850333333
190.57,84.0183333333,106.849,117.808,98.63,182.648333333,31.507,162.556833333,139.0415,163.470333333
190.95,74.031,100.0,105.426333333,91.085,160.465,45.7366666667,148.255666667,125.0,146.899333333
191.33,63.9173333333,92.44,86.598,80.0686666667,141.237,52.5773333333,126.975833333,115.4635,124.055
191.71,66.3493333333,88.254,76.1903333333,75.873,131.428666667,54.9206666667,114.286,111.4285,114.285666667
192.09,69.8276666667,80.4596666667,73.8503333333,74.4253333333,121.551666667,54.023,102.729833333,109.4825,106.896666667
192.47,56.614,66.1376666667,62.963,64.021,106.878333333,46.2963333333,89.6823333333,95.635,94.4443333333
192.85,55.297,51.1626666667,67.9586666667,58.398,101.033666667,41.0856666667,80.3616666667,95.736,82.6873333333
193.23,52.2783333333,42.446,61.8703333333,49.6403333333,87.53,39.3286666667,76.0191666667,83.453,76.7386666667
193.61,49.123,34.6493333333,56.798,50.8773333333,85.965,33.5526666667,70.1755,79.2765,72.807
193.99,50.1233333333,34.074,60.7406666667,52.0986666667,91.605,34.568,73.8271666667,84.074,77.7776666667
194.37,50.552,33.3333333333,54.084,47.903,85.6513333333,35.0993333333,65.342,85.4305,73.51
194.75,44.3706666667,29.8016666667,39.5143333333,47.6823333333,84.106,37.9693333333,60.1545,84.437,71.0816666667
195.13,40.3756666667,24.8826666667,33.568,41.784,84.272,34.0376666667,56.2203333333,85.5635,69.014
195.51,29.386,14.912,29.1666666667,37.7193333333,69.079,24.7806666667,47.478,72.0395,59.8683333333
195.89,25.241,15.7996666667,24.2776666667,33.7186666667,59.152,17.1486666667,39.0171666667,63.584,51.8303333333
196.27,17.6473333333,8.378,13.7253333333,26.9163333333,50.9806666667,11.943,33.4226666667,54.0105,43.8503333333
196.65,16.7536666667,11.169,18.848,30.0176666667,52.8793333333,13.9616666667,38.3941666667,59.162,45.375
197.03,14.8146666667,13.0513333333,14.462,27.337,53.0866666667,11.993,36.2433333333,52.6455,47.4426666667
197.40,16.7556666667,14.9733333333,14.26,28.164,57.7536666667,16.043,39.4831666667,61.2295,52.941
197.78,7.40733333333,14.8146666667,8.889,20.926,48.5183333333,10.0,35.2778333333,57.5,48.1483333333
198.16,7.10366666667,12.0216666667,2.55,18.397,43.5336666667,9.47166666667,26.4116666667,53.552,45.3553333333
198.54,5.11266666667,12.0653333333,0.000333333333334,20.859,40.6953333333,8.79333333333,27.6075,54.601,49.0796666667
198.92,8.07433333333,9.10966666667,2.48466666667,21.325,37.267,7.66033333333,26.3978333333,55.59,43.8923333333
199.30,12.249,9.63866666667,4.41766666667,22.8913333333,37.3493333333,7.43,26.1043333333,57.8315,41.968
199.68,17.0066666667,11.338,0.453666666667,24.263,44.218,10.8843333333,27.2108333333,72.789,45.3513333333
200.06,24.5096666667,7.353,8.333,33.8233333333,55.8823333333,23.5293333333,39.9511666667,83.088,52.2056666667
200.44,34.4353333333,12.3966666667,15.7026666667,46.281,63.6363333333,36.9146666667,51.5153333333,99.587,62.5343333333
200.82,40.6726666667,3.97533333333,8.257,47.7066666667,55.6573333333,39.4496666667,43.2723333333,92.2015,57.798
201.19,38.141,-3.84633333333,-5.44866666667,41.346,45.5126666667,43.269,34.9356666667,86.5385,45.5126666667
201.57,39.4956666667,1.18423789293e-15,-4.20166666667,43.1373333333,41.7363333333,43.6973333333,26.1905,73.9495,33.8936666667
201.95,47.0896666667,4.762,2.38066666667,53.4393333333,46.0316666667,51.852,29.894,75.7935,34.1266666667
202.33,42.1333333333,5.86666666667,5.06666666667,55.4666666667,46.6666666667,47.2,34.5333333333,76.4,25.3333333333
202.71,42.0396666667,8.95533333333,2.985,50.2486666667,42.5373333333,46.5173333333,26.2438333333,70.8955,21.393
203.09,43.781,10.1993333333,0.994666666667,42.5373333333,38.3086666667,43.781,24.9998333333,70.5225,19.9006666667
203.47,35.8396666667,7.26833333333,-3.00766666667,38.5963333333,31.579,40.1003333333,22.3058333333,55.2635,15.2883333333
203.85,35.8023333333,6.91366666667,-2.46933333333,35.0616666667,31.1113333333,36.2963333333,16.1728333333,48.889,11.111
204.22,23.4096666667,-2.03566666667,-17.5573333333,19.593,15.5216666667,18.066,-0.763166666667,32.443,-3.81666666667
204.60,23.741,6.715,-10.3116666667,22.3023333333,13.4293333333,21.583,2.0385,35.6115,2.638
204.98,22.1476666667,11.8566666667,-7.159,21.2526666667,15.4363333333,16.107,-0.3355,35.235,6.264
205.36,23.871,20.4303333333,0.0,29.2473333333,16.129,15.914,2.043,41.613,9.67766666667
205.74,21.212,28.4386666667,1.63166666667,30.5363333333,12.3543333333,17.0163333333,0.932333333333,46.5035,8.39133333333
206.12,17.619,25.0,-2.38066666667,22.143,1.19033333333,12.8573333333,-3.9285,41.4285,5.92118946467e-16
206.50,21.7003333333,23.49,-1.79,20.8053333333,-1.11866666667,14.094,-6.15216666667,40.604,1.56566666667
206.87,14.321,12.8393333333,-9.87666666667,13.58,-14.074,2.963,-11.9753333333,30.741,-9.62966666667
207.25,11.7186666667,11.458,-11.9793333333,9.896,-17.7083333333,7.03133333333,-19.0105,22.6565,-11.719
207.63,9.38266666667,19.7533333333,-12.3456666667,9.62966666667,-14.815,10.1233333333,-21.4813333333,30.7405,-8.14833333333
208.01,3.788,16.1616666667,-18.6866666667,2.77766666667,-27.2726666667,4.54533333333,-30.5555,22.3485,-12.6263333333
208.39,6.66666666667,25.3333333333,-12.0,9.06666666667,-26.4,16.8,-32.2666666667,29.2,-12.2666666667
208.77,1.70933333333,16.5246666667,-16.809,-1.99433333333,-29.6296666667,10.2566666667,-41.7378333333,20.94,-24.7863333333
209.14,2.564,16.8093333333,-19.943,-5.983,-30.4843333333,15.9543333333,-35.043,23.9315,-21.0826666667
209.52,-4.23733333333,3.955,-24.8586666667,-14.972,-37.5706666667,18.3616666667,-32.4856666667,19.915,-21.1866666667
209.90,1.52666666667,-1.27233333333,-26.463,-14.2493333333,-36.387,16.2846666667,-26.4631666667,14.504,-11.705
210.28,-3.43933333333,-6.61366666667,-25.3966666667,-17.1956666667,-36.7723333333,15.0793333333,-33.4656666667,14.2855,-8.20133333333
210.66,1.302,-5.20833333333,-22.6563333333,-11.7186666667,-36.9793333333,18.49,-28.3855,15.2345,-0.520666666667
211.03,12.9253333333,4.98866666667,-9.52366666667,-1.134,-17.0066666667,29.025,-16.6666666667,28.2315,11.111
211.41,10.7456666667,1.09666666667,-8.33333333333,-0.877333333333,-16.228,26.754,-15.7895,29.276,8.114
211.79,7.76933333333,-15.0376666667,-23.8093333333,-13.2833333333,-35.338,21.8043333333,-26.5661666667,22.1805,-1.253
212.17,3.00533333333,-18.0326666667,-26.5026666667,-13.9343333333,-47.8143333333,17.7593333333,-32.1036666667,22.951,-2.18566666667
212.55,0.0,-22.1286666667,-32.2126666667,-18.4873333333,-58.2633333333,11.2046666667,-33.0531666667,23.529,-7.003
212.92,2.981,-14.363,-31.4363333333,-18.6993333333,-58.5366666667,14.363,-31.3008333333,22.764,-4.336
213.30,-1.12033333333,-25.21,-34.734,-22.969,-67.227,10.9246666667,-41.3165,19.7475,-14.5656666667
213.68,-2.95,-22.4186666667,-43.9526666667,-25.3686666667,-68.1416666667,-0.000333333333332,-49.2625,8.407,-23.304
214.06,-4.33333333333,-24.6666666667,-45.0,-38.6666666667,-81.6666666667,-7.33333333333,-62.3333333333,4.0,-40.6666666667
214.44,-15.0183333333,-36.2636666667,-69.597,-54.5786666667,-102.564,-21.9783333333,-88.8278333333,-14.835,-67.3993333333
214.81,-38.1576666667,-63.158,-85.5263333333,-79.8246666667,-129.386,-36.4033333333,-127.412166667,-42.763,-98.2456666667
215.19,-57.214,-77.1143333333,-101.492333333,-93.035,-165.671666667,-50.7463333333,-156.467666667,-53.7315,-128.358333333
215.57,-89.103,-114.102666667,-154.487,-129.487,-243.589666667,-103.205,-235.256333333,-102.8845,-184.615333333
215.95,-65.517,-73.5633333333,-106.322,-93.678,-199.425333333,-86.7813333333,-194.540166667,-89.655,-150.574666667
216.32,-38.426,-35.1853333333,-65.7406666667,-65.278,-126.389,-50.0,-135.416666667,-52.0835,-113.889
216.70,-40.513,-39.487,-72.8206666667,-65.641,-126.666666667,-47.1793333333,-150.000333333,-64.6155,-124.615333333
217.08,-66.6663333333,-66.0713333333,-102.976,-91.0716666667,-157.142666667,-72.619,-206.845333333,-98.214,-156.547666667
217.46,-53.1073333333,-31.0736666667,-81.921,-63.842,-129.378666667,-42.938,-180.5085,-91.5255,-127.118666667
217.83,-58.642,-27.1606666667,-78.395,-69.1356666667,-137.037,-32.716,-201.543166667,-84.2595,-127.777666667
218.21,-72.956,-30.189,-78.6163333333,-57.8616666667,-131.446333333,-25.157,-205.0315,-79.2455,-116.981
218.59,-41.1763333333,-8.82366666667,-31.863,-18.137,-80.8826666667,0.980333333333,-129.656666667,-50.0,-60.7843333333
218.97,-21.111,1.48166666667,-20.741,-9.25933333333,-54.4446666667,1.852,-85.5556666667,-25.5555,-37.7776666667
219.34,-17.5256666667,4.46733333333,-19.5873333333,-8.93466666667,-48.4536666667,6.18566666667,-71.134,-40.2065,-30.2406666667
219.72,-8.889,8.611,-1.389,2.22233333333,-26.111,20.0,-40.1386666667,-15.0,-7.5
220.10,-4.83866666667,6.18266666667,-0.806333333333,8.871,-18.0106666667,26.344,-36.6933333333,-8.468,-5.91366666667
220.47,1.695,2.82466666667,-2.825,5.36733333333,-24.294,29.3783333333,-37.0056666667,-12.712,-5.92118946467e-16
220.85,7.672,-0.264666666667,-4.76166666667,1.32266666667,-23.0156666667,29.894,-32.275,-6.349,12.434
221.23,16.7976666667,1.31233333333,1.312,11.5483333333,-18.3726666667,33.858,-20.21,6.693,19.9476666667
221.61,7.07966666667,-11.2093333333,-10.9143333333,-1.18,-29.7933333333,21.534,-32.8906666667,-2.212,7.07966666667
221.98,12.0943333333,-13.8643333333,-9.14433333333,0.885,-22.4186666667,21.8286666667,-26.106,0.4425,11.2096666667
222.36,18.97,-3.794,-7.58833333333,7.046,-20.3253333333,23.577,-19.3765,2.0325,9.214
222.74,23.306,2.168,-14.9053333333,0.0,-19.7833333333,24.661,-20.7315,6.0975,9.756
223.11,22.531,9.568,-21.605,-4.93833333333,-29.0123333333,30.247,-23.7658333333,5.5555,3.395
223.49,26.2136666667,16.505,-19.094,-1.942,-24.272,32.686,-23.7863333333,16.9905,8.09033333333
223.87,32.54,17.4606666667,-30.159,-7.143,-32.1426666667,25.0,-33.3331666667,13.6905,1.19066666667
224.24,27.711,-0.803333333333,-38.5543333333,-19.679,-44.5783333333,19.6786666667,-36.5463333333,6.6265,-4.41766666667
224.62,6.94433333333,-25.926,-62.5,-32.8703333333,-66.6666666667,4.167,-58.3331666667,-7.639,-25.463
225.00,2.16466666667,-18.6146666667,-50.2166666667,-22.9436666667,-56.277,5.62766666667,-54.1125,-12.338,-32.9003333333
225.38,1.21933333333,-10.9756666667,-47.5613333333,-17.4796666667,-52.439,3.65866666667,-50.61,-13.415,-36.5853333333
225.75,21.8636666667,-6.81,-25.0893333333,-3.94266666667,-33.3336666667,11.828,-31.0035,1.613,-26.165
226.13,20.915,-2.28766666667,-24.8366666667,-8.16966666667,-37.9086666667,0.326666666667,-35.7845,3.431,-27.124
226.51,13.2616666667,-14.337,-31.8996666667,-18.9963333333,-42.6523333333,-7.885,-43.5483333333,-5.914,-28.674
226.88,4.76166666667,-16.8496666667,-32.2343333333,-16.85,-46.154,-13.9193333333,-44.3223333333,-17.582,-28.205
227.26,-1.89366666667,-16.6666666667,-26.1366666667,-3.03033333333,-38.6366666667,-27.2726666667,-46.0225,-17.6135,-16.6666666667
227.64,-5.73466666667,-25.448,-23.656,-3.226,-30.466,-30.4663333333,-45.5196666667,-12.3655,-10.3943333333
228.01,-10.2563333333,-17.9486666667,-17.9486666667,-2.24366666667,-23.077,-18.91,-37.5,-10.577,-6.73066666667
228.39,-8.55433333333,-6.19466666667,-5.60466666667,5.60466666667,-12.9793333333,-12.3893333333,-36.4306666667,-12.3895,-5.89966666667
228.76,-3.53533333333,4.54533333333,2.52533333333,11.869,1.01,1.768,-20.707,-6.0605,1.01033333333
229.14,-4.90933333333,6.45966666667,9.56066666667,13.4366666667,1.29166666667,-2.584,-17.1835,-8.915,-1.03366666667
229.52,-5.303,8.58566666667,14.1413333333,9.34366666667,-1.01,0.252666666667,-18.1816666667,-11.7425,2.02033333333
229.89,-11.8516666667,9.38266666667,8.64166666667,5.18533333333,-5.679,-1.23433333333,-20.1236666667,-16.296,5.18533333333
230.27,-15.427,6.06066666667,7.43766666667,6.06033333333,-13.4983333333,1.37733333333,-15.8401666667,-26.8595,3.58133333333
230.65,-14.1333333333,10.9333333333,9.33333333333,6.93333333333,-6.66666666667,8.53333333333,-10.8,-22.0,3.2
231.02,-17.5593333333,2.67833333333,6.54766666667,-2.67866666667,-9.82166666667,7.44033333333,-18.1548333333,-21.875,-0.892666666667
231.40,-2.54433333333,11.196,6.616,1.78133333333,0.254666666667,25.9543333333,-5.59783333333,-13.7405,4.07133333333
231.78,-1.71566666667,15.4413333333,0.980333333333,0.735333333333,-4.16666666667,28.6763333333,-3.55416666667,-18.3825,0.735333333333
232.15,3.30966666667,16.0756666667,0.945666666667,1.89133333333,-3.30966666667,32.3873333333,0.000166666666667,-16.312,4.019
232.53,10.5633333333,18.7796666667,4.22533333333,5.16433333333,-0.704333333333,30.7513333333,8.09883333333,-8.803,11.972
232.90,25.4776666667,26.115,13.3756666667,17.8343333333,0.849333333333,31.21,13.9063333333,4.777,18.259
233.28,29.3693333333,26.3063333333,10.631,22.7026666667,5.40566666667,37.838,18.198,15.6755,24.6846666667
233.66,30.5113333333,23.4566666667,6.87866666667,22.2223333333,7.76033333333,33.6856666667,21.3405,17.9895,22.7513333333
234.03,30.4503333333,24.685,7.568,22.8826666667,10.09,35.6756666667,20.0001666667,21.6215,25.7656666667
234.41,32.6563333333,23.3503333333,8.291,20.3046666667,12.8593333333,34.8563333333,16.159,20.051,27.0726666667
234.78,34.9056666667,22.956,12.4216666667,23.113,8.96233333333,33.3333333333,15.8805,20.755,30.503
235.16,35.8863333333,24.539,12.4823333333,27.9433333333,8.65266666667,33.9006666667,20.2128333333,22.9785,30.9223333333
235.54,29.6466666667,17.204,7.83433333333,19.9693333333,-0.153666666667,24.885,13.5178333333,22.1195,27.496
235.91,31.455,19.8746666667,10.9546666667,19.5616666667,-1.252,25.0393333333,14.163,23.709,28.6386666667
236.29,32.68,19.281,8.333,17.3203333333,-4.57533333333,21.5686666667,9.395,23.0395,25.3266666667
236.66,25.3656666667,14.9593333333,4.065,11.87,-7.15433333333,19.5123333333,3.82116666667,20.244,23.0896666667
237.04,13.1313333333,6.90233333333,-2.862,0.000333333333333,-12.626,14.815,-4.88233333333,9.091,17.1716666667
237.41,4.19066666667,2.85733333333,-6.47633333333,-12.5713333333,-21.3336666667,3.80933333333,-14.3811666667,-2.2855,9.71433333333
237.79,1.087,4.52933333333,-5.797,-7.065,-17.2103333333,6.88433333333,-14.6738333333,-2.174,12.8623333333
238.17,-2.0,3.66666666667,-7.16666666667,-6.16666666667,-20.5,3.33333333333,-12.9166666667,-4.75,12.0
238.54,-10.2943333333,-0.326666666667,-4.412,-5.556,-23.0393333333,1.47066666667,-11.0295,-1.9605,9.15033333333
238.92,-12.5396666667,-3.96833333333,-6.03166666667,-7.30166666667,-20.794,-4.127,-13.0156666667,-4.762,5.39666666667
239.29,-7.852,-0.592666666667,-0.148,-4.59233333333,-14.815,-1.62933333333,-8.7405,-3.111,6.07433333333
239.67,-1.6,2.93333333333,4.53333333333,-2.4,-7.73333333333,2.4,-4.0,-3.6,6.4
240.04,-4.57266666667,-2.76766666667,2.166,-2.768,-7.822,0.842333333333,-2.76766666667,-4.332,4.332
240.42,-3.46566666667,-0.713666666667,4.791,1.12133333333,-2.65033333333,2.34466666667,0.917166666667,-1.682,6.93166666667
240.79,0.698,3.316,6.98066666667,3.22866666667,0.610666666667,6.021,4.625,1.7015,9.162
241.17,4.138,5.67033333333,8.81233333333,7.433,2.91166666667,7.893,8.42916666667,5.5175,12.0306666667
241.54,5.94533333333,6.88033333333,8.81733333333,8.95133333333,4.00833333333,9.55233333333,8.617,7.7155,13.961
241.92,5.348,4.975,8.70666666667,5.72133333333,1.928,8.33333333333,7.245,4.7575,12.3133333333
242.29,7.491,6.62033333333,10.0463333333,5.517,3.71666666667,11.208,8.6235,5.836,11.7306666667
242.67,8.89633333333,6.75466666667,8.512,5.71133333333,5.05233333333,11.642,7.77066666667,5.519,11.9166666667
243.05,10.6496666667,8.2,9.31833333333,6.97566666667,6.76266666667,13.7913333333,9.74466666667,8.5465,13.8976666667
243.42,9.73733333333,7.88233333333,9.222,5.82166666667,6.955,13.8073333333,8.83533333333,8.655,13.4983333333
243.80,9.72833333333,8.83933333333,8.29633333333,6.469,6.321,14.568,8.74066666667,10.2965,13.4813333333
244.17,11.4146666667,10.6953333333,9.88033333333,7.81766666667,7.29,16.067,9.40016666667,12.2305,14.82
244.55,11.787,9.94833333333,10.4666666667,7.308,6.17633333333,16.7373333333,9.68916666667,13.3665,15.276
244.92,12.0383333333,10.5793333333,10.2146666667,7.752,5.472,16.598,9.11983333333,14.2275,14.6373333333
245.30,11.44,9.98266666667,8.69766666667,7.15533333333,4.88433333333,15.7666666667,7.39066666667,12.982,13.882
245.67,11.388,9.17366666667,8.264,7.11733333333,4.34966666667,15.9746666667,7.4735,11.6845,12.8903333333
246.05,10.7856666667,9.04,8.09766666667,7.26,4.36333333333,15.602,6.99833333333,11.309,12.705
246.42,10.6553333333,8.77833333333,8.492,8.047,4.48466666667,15.49,7.07683333333,10.639,12.9453333333
246.79,10.8063333333,9.31966666667,8.63366666667,8.63366666667,5.03133333333,15.6376666667,7.69,10.7205,13.436
247.17,8.74533333333,7.84133333333,7.177,7.17733333333,3.58833333333,14.3803333333,6.41933333333,8.7715,12.0416666667
247.54,8.04433333333,6.70766666667,6.21933333333,6.32233333333,2.69866666667,13.6983333333,5.7825,7.556,11.411
247.92,7.54066666667,6.24233333333,6.467,6.81666666667,3.021,13.708,6.37933333333,6.6295,11.985
248.29,7.02666666667,6.213,6.213,6.82933333333,3.03266666667,13.6096666667,5.90483333333,6.065,11.7606666667
248.67,7.103,6.982,6.54566666667,7.85466666667,3.90333333333,14.085,6.83633333333,5.927,12.509
249.04,7.02666666667,6.53366666667,6.95233333333,8.01266666667,4.01866666667,13.708,7.3595,5.067,12.8943333333
249.42,7.498,7.141,7.88066666667,8.23733333333,4.38666666667,14.282,8.08466666667,5.547,13.5426666667
249.79,7.526,7.28566666667,8.43333333333,8.35333333333,5.151,14.1713333333,8.20633333333,6.085,13.5576666667
250.17,8.845,8.00933333333,9.59366666667,9.53633333333,6.65533333333,15.3846666667,9.65133333333,6.698,14.1746666667
250.54,9.033,7.75566666667,9.76266666667,10.4926666667,7.147,14.842,9.86933333333,7.3905,13.8993333333
250.92,8.86533333333,7.96266666667,10.703,10.896,8.09166666667,15.2803333333,10.332,7.592,13.83
251.29,8.85933333333,8.14633333333,11.439,11.405,8.452,15.9536666667,11.2355,8.2995,14.1886666667
251.66,8.13433333333,8.16866666667,11.9763333333,12.011,8.619,15.68,11.3706666667,8.048,14.434
252.04,8.23533333333,8.87733333333,12.1213333333,12.4423333333,8.271,15.9,10.4636666667,8.6095,14.9023333333
252.41,8.755,8.79066666667,11.9843333333,12.451,8.32466666667,15.9666666667,11.446,8.7195,14.9983333333
252.79,8.36133333333,8.66033333333,10.9743333333,10.8996666667,7.80133333333,15.08,10.0223333333,7.6145,13.587
253.16,7.532,8.80666666667,10.1196666667,10.0423333333,7.45466666667,15.1796666667,9.77216666667,7.532,13.403
253.54,7.29166666667,8.063,9.915,9.68333333333,7.48466666667,15.2003333333,9.66433333333,6.5395,12.654
253.91,8.549,8.51,10.51,10.8626666667,7.56833333333,16.549,11.1178333333,7.5295,13.6863333333
254.28,7.61433333333,9.07266666667,9.19366666667,10.3686666667,6.48033333333,16.8893333333,10.915,8.384,13.0013333333
254.66,7.10666666667,9.22133333333,9.264,8.88333333333,5.753,17.4703333333,11.6328333333,8.5025,13.579
255.03,7.20366666667,8.99333333333,9.038,7.20366666667,3.71366666667,17.8076666667,11.5215,8.859,13.4226666667
255.41,9.27466666667,9.04466666667,9.27466666667,8.40233333333,5.18833333333,18.8703333333,11.2258333333,9.2975,13.5446666667
255.78,10.2423333333,9.68366666667,9.73033333333,8.98533333333,5.26066666667,19.1343333333,11.22,10.6845,13.7803333333
256.15,10.3416666667,8.07966666667,9.46433333333,8.86433333333,4.75533333333,18.2363333333,10.9646666667,9.1415,12.1883333333
256.53,9.32966666667,7.69933333333,8.741,7.29166666667,4.393,16.6213333333,8.7865,8.6955,11.413
256.90,10.055,6.25266666667,9.80133333333,8.323,5.112,17.4483333333,8.78733333333,10.076,11.1953333333
257.28,11.0216666667,6.391,10.3713333333,9.491,6.39133333333,17.4893333333,8.70666666667,10.735,10.5623333333
257.65,9.647,6.50066666667,9.198,8.74833333333,6.708,17.531,8.54083333333,11.203,10.5806666667
258.02,7.85433333333,5.75166666667,8.41066666667,6.43166666667,5.226,15.9553333333,6.58633333333,8.8125,9.86366666667
258.40,7.381,5.185,8.62433333333,6.58733333333,5.21166666667,14.9473333333,6.045,7.5795,10.5026666667
258.77,7.83066666667,5.336,8.01566666667,6.74533333333,5.12833333333,13.7906666667,5.394,7.2765,10.0253333333
259.15,8.25166666667,5.63066666667,8.43566666667,7.86266666667,5.81466666667,13.698,5.91733333333,7.555,10.5033333333
259.52,8.258,6.13733333333,8.596,7.32,5.49933333333,13.2693333333,6.053,7.2915,10.567
259.89,8.716,6.37433333333,8.54,7.413,5.88133333333,13.136,6.40966666667,7.422,10.6883333333
260.27,8.495,6.401,8.37566666667,7.014,5.72,13.466,6.43483333333,7.8905,10.606
260.64,8.93933333333,5.965,8.588,7.15133333333,5.76466666667,13.7676666667,6.80883333333,7.694,10.7433333333
261.01,8.36666666667,6.09533333333,7.98266666667,6.847,5.277,13.31,6.62133333333,7.164,10.7046666667
261.39,7.58933333333,5.764,7.302,5.88233333333,4.39466666667,12.9986666667,5.9415,6.0345,10.362
261.76,7.39766666667,5.299,7.45033333333,5.78866666667,3.77766666667,12.452,5.229,5.509,9.89833333333
262.13,7.186,5.08333333333,6.985,6.162,4.33333333333,12.507,5.20183333333,6.034,9.49
262.51,7.27733333333,5.27466666667,6.70233333333,6.167,4.422,12.532,5.16566666667,6.633,9.28033333333
262.88,7.48266666667,5.91166666667,6.959,6.67533333333,4.99566666667,13.94,5.58466666667,7.068,9.904
263.25,7.16366666667,6.21333333333,6.67633333333,6.60333333333,4.922,14.1566666667,5.47016666667,6.3595,9.79533333333
263.63,7.18633333333,7.00066666667,6.57633333333,7.213,5.06466666667,14.6113333333,5.84683333333,6.046,10.713
264.00,7.38833333333,7.15733333333,6.49333333333,7.53233333333,4.733,15.4976666667,6.06066666667,5.974,10.5626666667
264.37,7.85366666667,7.464,6.68433333333,7.494,5.276,15.258,6.04016666667,5.5755,11.1213333333
264.75,8.341,8.099,6.709,7.76666666667,5.22833333333,15.5936666667,5.84783333333,5.9835,10.849
265.12,9.36633333333,8.445,7.55266666667,7.87966666667,5.382,15.9976666667,6.33333333333,6.5565,10.675
265.49,9.66866666667,7.95566666667,7.317,8.50733333333,5.604,15.7376666667,6.63483333333,7.883,10.6273333333
265.87,10.5806666667,8.04,7.31433333333,8.23566666667,5.807,16.1923333333,7.105,8.291,10.9436666667
