wavelength,Back_TanInof,Belly_TanInof,Breast_TanInof,Crissum_TanInof,Crown_TanInof,DorTail_TanInof,Patch10_TanInof,Patch11_TanInof,Rump_TanInof,Throat_TanInof,WingTip_TanInof
504.41,13.00075,41.3650833333,24.26825,30.1024384532,10.8284583333,6.34329166667,72.2903333334,10.81125,21.8044166667,18.6942916666,7.11716666667
504.75,12.9881666667,41.3821666667,24.2513333333,30.1179795752,10.8169166667,6.31195833333,72.3471666667,10.8006666667,21.788,18.6777083333,7.1075
505.10,12.99325,41.4640833334,24.2560833333,30.1352995643,10.806375,6.31358333333,72.438,10.77475,21.81325,18.6689583333,7.10133333333
505.45,12.9968333334,41.5264166667,24.2915416667,30.1953390523,10.7949166666,6.31133333333,72.50975,10.7701666667,21.8185833333,18.6705833333,7.09058333334
505.80,12.9643333333,41.5449166667,24.282625,30.1897810458,10.75375,6.26725,72.5579166667,10.74,21.7986666667,18.6743333333,7.05408333333
506.15,12.9605833333,41.5900833334,24.307375,30.2148760893,10.7230416667,6.26858333333,72.6403333333,10.73625,21.80875,18.6939166667,7.04625
506.49,12.9028333333,41.6088333333,24.2875,30.1955718954,10.6780416667,6.19445833333,72.6630833333,10.67175,21.7769166666,18.6582916667,6.99733333333
506.84,12.8640833333,41.6410833333,24.2702916667,30.2163017429,10.6502916667,6.13641666667,72.7489166667,10.6229166667,21.74725,18.6398333333,6.95266666667
507.19,12.8616666667,41.6848333333,24.285,30.261,10.6387916667,6.10325,72.8688333333,10.5994166667,21.7356666667,18.6539583333,6.947
507.54,12.91325,41.7336666667,24.3369583333,30.3179060458,10.6734583333,6.159625,72.9249166667,10.6178333333,21.7756666667,18.6667083333,6.98033333334
507.88,12.9246666667,41.7916666667,24.3602083333,30.3369215686,10.6822083333,6.15458333333,73.0283333334,10.6250833333,21.8015833333,18.681375,6.98658333333
508.23,12.9649166667,41.8298333333,24.393875,30.3776663944,10.70025,6.17070833333,73.076,10.6369166667,21.8286666667,18.71925,7.00991666667
508.58,12.97725,41.8660833333,24.426375,30.3992497277,10.7055833333,6.17729166666,73.07975,10.6371666667,21.8403333333,18.7181666666,7.01066666667
508.93,12.9458333333,41.8539166667,24.4025416666,30.4022426471,10.6687916667,6.153625,73.09275,10.6148333334,21.805,18.7242916667,6.99616666667
509.27,12.96875,41.9105833333,24.4118333333,30.4392606209,10.6893333333,6.16670833333,73.1033333333,10.6343333333,21.8346666667,18.7395,7.01366666667
509.62,12.9681666667,41.93375,24.3982083333,30.4555683551,10.6815,6.16070833333,73.0643333333,10.6064166667,21.8183333333,18.709375,7.016
509.97,12.9440833333,41.9469166667,24.4019583333,30.4732058823,10.673625,6.13470833334,73.0255833333,10.58,21.7845833333,18.7037083333,7.01
510.32,12.9886666667,42.0624166667,24.448375,30.5578202615,10.7014166667,6.173,73.11425,10.6150833333,21.8414166667,18.756,7.04833333333
510.66,13.0106666666,42.0828333333,24.46525,30.5886230937,10.7205833333,6.21691666667,73.0713333333,10.6523333333,21.8740833333,18.7819166667,7.09058333334
511.01,13.0106666667,42.1395833333,24.4850416667,30.6101010349,10.73325,6.23475,73.03525,10.6634166667,21.894,18.7949166667,7.09966666667
511.36,12.9936666667,42.1913333334,24.4617916667,30.6252543573,10.7376666667,6.24333333333,73.0040833333,10.666,21.885,18.807125,7.098
511.70,13.009,42.2169166667,24.4493333334,30.6669694989,10.7465,6.27125,72.93225,10.683,21.89225,18.8109166667,7.10125
512.05,13.0290833333,42.30875,24.4725,30.7475740741,10.7622083333,6.313875,72.96925,10.7120833333,21.9303333333,18.8394166666,7.12075
512.40,13.0549166667,42.36625,24.4799583333,30.8005157952,10.8012916667,6.35304166666,72.9264166667,10.7420833333,21.9550833333,18.8838333333,7.156
512.75,13.0755,42.39925,24.4995833333,30.8256427015,10.842,6.374,72.8265833333,10.7606666667,21.9443333333,18.8872083333,7.17175
513.09,13.0641666667,42.4125833333,24.4855416667,30.8213428649,10.8453333334,6.35675,72.7326666667,10.74375,21.9303333333,18.861375,7.17108333333
513.44,13.0715833333,42.4369166667,24.4814583333,30.8415531046,10.8495,6.359,72.6218333333,10.7589166667,21.932,18.8606666667,7.17441666667
513.79,13.0921666667,42.4625,24.4690833333,30.8665675381,10.862375,6.38208333333,72.54675,10.7781666667,21.9460833333,18.8625416667,7.19216666667
514.13,13.0836666667,42.4534166667,24.4281666667,30.8690057189,10.8505416666,6.37675,72.37725,10.7681666667,21.9063333334,18.8340833333,7.17475
514.48,13.0843333333,42.546,24.4472083334,30.9169253813,10.855875,6.36808333333,72.332,10.772,21.9141666667,18.8153333334,7.18033333333
514.83,13.03875,42.5466666666,24.4085833333,30.9175520153,10.8322916667,6.33858333333,72.2068333333,10.7396666667,21.864,18.7715,7.1395
515.17,13.0361666667,42.59475,24.4211666667,30.9380078976,10.825125,6.32066666667,72.1079166666,10.7149166667,21.86675,18.7783333333,7.14066666667
515.52,13.0021666667,42.6069166667,24.4116666667,30.9441418845,10.79925,6.3,72.0043333333,10.6636666667,21.83225,18.7367083333,7.1105
515.87,12.9855,42.6195833333,24.4285833334,30.9413180828,10.7987916667,6.28816666667,71.9371666667,10.656,21.8340833333,18.743875,7.11058333333
516.21,12.9840833333,42.6516666667,24.4284166667,30.9411358932,10.785875,6.28908333333,71.8983333333,10.6488333333,21.829,18.7345,7.10625
516.56,12.9785833333,42.7015,24.4519583333,30.9870247821,10.7635833333,6.275125,71.92725,10.64325,21.8646666667,18.7282083334,7.10416666667
516.91,12.9791666667,42.7315,24.46425,31.0052339325,10.7618333333,6.288625,71.9045833334,10.6539166667,21.8620833333,18.7370833333,7.11391666667
517.25,12.97775,42.7726666667,24.47425,31.0495629085,10.7875416667,6.30866666667,71.8989166667,10.6664166667,21.8755,18.7652916667,7.13391666667
517.60,12.9754166667,42.80675,24.48725,31.0630985839,10.7958333333,6.32458333334,71.8514166667,10.6515,21.8775,18.76,7.126
517.95,12.9994166667,42.8445,24.51575,31.1041546841,10.8314166667,6.34029166667,71.7930833333,10.691,21.89875,18.7764583333,7.15866666666
518.29,13.0001666667,42.8920833333,24.5160833334,31.1177249455,10.8214166667,6.33625,71.765,10.6694166667,21.9005833333,18.7830416667,7.14266666666
518.64,13.0111666667,42.9228333333,24.5164583333,31.1143107299,10.817625,6.34241666666,71.6653333333,10.66075,21.9071666667,18.7877083334,7.14641666666
518.99,13.0171666667,42.92125,24.513375,31.1200364924,10.8222916667,6.359625,71.5369166667,10.6748333334,21.8975833333,18.775625,7.1405
519.33,13.0233333333,42.9450833333,24.4924583333,31.1388308823,10.83725,6.36529166666,71.39225,10.6924166667,21.8959166667,18.78875,7.15908333334
519.68,13.01975,42.98975,24.466375,31.1503488562,10.8369166667,6.35320833334,71.2213333334,10.6923333333,21.8676666667,18.771625,7.1535
520.02,13.0233333334,43.0536666667,24.4849166667,31.2051353486,10.846125,6.35875,71.0755,10.70125,21.8704166667,18.77875,7.16683333334
520.37,13.0500833333,43.1200833333,24.4985833333,31.2314863834,10.8817083333,6.38983333333,70.9100833333,10.7256666667,21.8634166667,18.8002916667,7.18341666666
520.72,13.0723333333,43.1945,24.523125,31.2702783225,10.8760416666,6.41025,70.751,10.7240833333,21.8705,18.8148333333,7.1885
521.06,13.1021666666,43.2654166666,24.5575416667,31.3238513072,10.8874166667,6.41283333333,70.6078333333,10.7346666667,21.8845,18.8295,7.19775
521.41,13.1415833333,43.3025833333,24.551,31.3687137799,10.8996666667,6.41733333333,70.3556666667,10.7620833333,21.8820833333,18.856875,7.22091666666
521.75,13.143,43.3505833334,24.551625,31.3946914488,10.8929583333,6.43179166667,70.1548333333,10.736,21.882,18.8653333333,7.22433333334
522.10,13.1754166666,43.3585833333,24.5620833333,31.4342352941,10.92175,6.45254166666,69.9061666666,10.7608333333,21.8828333333,18.876875,7.2575
522.45,13.2275833334,43.39225,24.5910416667,31.4919436274,10.958375,6.490625,69.72775,10.8045,21.90275,18.897375,7.29975
522.79,13.2151666667,43.4538333333,24.5939166666,31.517875817,10.9573333333,6.48333333334,69.6038333333,10.7898333333,21.90575,18.9075416667,7.30883333333
523.14,13.2278333333,43.5005833334,24.635625,31.5469940087,10.9615833333,6.51483333333,69.4645833333,10.7820833333,21.89925,18.9172083334,7.31875
523.48,13.2286666667,43.49075,24.6483333333,31.5535354031,10.9424583333,6.51383333333,69.3435833333,10.7646666667,21.8719166667,18.9031666667,7.32441666666
523.83,13.1888333334,43.44925,24.6222916666,31.5084488017,10.9068333333,6.47979166666,69.1525,10.7216666666,21.82925,18.8494583334,7.28566666667
524.17,13.1551666667,43.3964166666,24.5612083333,31.4603134532,10.8638333333,6.47645833333,68.8811666667,10.6940833334,21.786,18.812,7.29783333333
524.52,13.1388333334,43.3915833333,24.5399583334,31.4551495098,10.8596666666,6.45379166667,68.7216666666,10.6728333333,21.7569166667,18.812,7.293
524.87,13.0909166666,43.3583333334,24.4970833333,31.3999896514,10.823875,6.43041666667,68.4881666667,10.64,21.6865833333,18.7615833333,7.27566666667
525.21,13.0616666667,43.3853333333,24.4945,31.3868483116,10.8042083334,6.41179166667,68.3564166667,10.6224166667,21.6623333333,18.73325,7.27266666667
525.56,13.0454166667,43.3915,24.5033333333,31.3792470043,10.783375,6.40391666667,68.2125,10.6061666667,21.6343333333,18.7259166667,7.27116666666
525.90,13.0194166667,43.3786666667,24.4788333333,31.3494000545,10.75425,6.3895,68.01625,10.5725833333,21.5859166667,18.6945,7.2535
526.25,12.9711666666,43.3958333333,24.4683333333,31.3436386166,10.71275,6.36891666667,67.8769166667,10.5245833333,21.5515,18.671875,7.24083333333
526.59,12.978,43.4411666667,24.4830416667,31.3527889434,10.691625,6.3755,67.72475,10.5118333333,21.53,18.6675,7.24916666667
526.94,12.9900833333,43.553,24.5307083333,31.4066220044,10.69775,6.37741666666,67.705,10.5291666667,21.5660833333,18.7032916667,7.26425
527.28,13.0018333333,43.6511666667,24.5719583334,31.4602862201,10.7142916667,6.38845833334,67.647,10.5375833333,21.5980833333,18.72175,7.27925
527.63,13.01675,43.71775,24.5700833333,31.4899790305,10.7095833334,6.39629166667,67.5521666667,10.538,21.5874166667,18.7469583333,7.28925
527.97,13.0290833333,43.801,24.613125,31.5468472222,10.7334166667,6.40758333333,67.48975,10.5419166667,21.6056666667,18.768625,7.30058333333
528.32,13.0165833333,43.8285,24.609125,31.5541173747,10.7256666667,6.40679166667,67.32325,10.5325,21.57825,18.7544166667,7.29591666667
528.66,13.0391666667,43.8780833333,24.6185833333,31.5954708606,10.7386666667,6.425375,67.1928333333,10.5529166667,21.5961666666,18.7795833333,7.304
529.01,13.0455,43.906,24.62675,31.6176993464,10.7525416666,6.43558333333,67.0391666667,10.5631666667,21.5836666667,18.7895833333,7.309
529.35,13.036,43.9440833333,24.6213333333,31.6312712418,10.7459166667,6.42525,66.8855,10.5575,21.5633333333,18.7798333333,7.29466666667
529.70,13.0305,44.00975,24.6399166667,31.6676791939,10.7466666667,6.43066666667,66.7224166667,10.5618333333,21.5555833334,18.7902083333,7.30058333333
530.04,13.0528333333,44.0809166666,24.654,31.7095108932,10.7735416667,6.44391666667,66.541,10.58425,21.5569166667,18.8051666666,7.30875
530.39,13.0525833333,44.109,24.645375,31.7363480392,10.7909166667,6.44045833334,66.2896666667,10.59175,21.5383333333,18.8092916667,7.31341666667
530.73,13.0359166666,44.0813333333,24.607875,31.7218902506,10.7887916667,6.42966666667,65.908,10.5773333333,21.4868333333,18.774875,7.30491666667
531.08,13.02725,44.0589166667,24.578875,31.7140397603,10.788125,6.43295833333,65.5031666667,10.5623333333,21.4384166667,18.76625,7.31175
531.42,13.02825,44.1051666666,24.5959583333,31.7429212963,10.8074583334,6.44670833333,65.1675833333,10.5750833333,21.4369166667,18.7715416667,7.32091666667
531.77,13.0386666667,44.1318333333,24.5906666667,31.7590767974,10.816,6.45233333333,64.8135833333,10.58675,21.4124166666,18.7760416667,7.32991666667
532.11,13.0635833333,44.1696666667,24.6097083333,31.7896056645,10.8392083333,6.47383333334,64.5446666667,10.6065833333,21.4201666667,18.7960833333,7.35408333333
532.46,13.0646666667,44.21525,24.631625,31.8001021242,10.8377916667,6.47425,64.3421666667,10.5895833333,21.4084166667,18.7862083333,7.36141666667
532.80,13.0626666667,44.2496666667,24.6359166667,31.8216448802,10.8221666667,6.48245833333,64.12625,10.57925,21.397,18.789,7.36933333333
533.15,13.0715833333,44.2660833334,24.6324583333,31.8291544118,10.820125,6.49920833333,63.87075,10.5768333334,21.3940833333,18.782125,7.37341666667
533.49,13.11175,44.29225,24.6365833333,31.8451505991,10.844375,6.51779166667,63.6705,10.6048333333,21.4001666667,18.8165,7.40491666666
533.84,13.1105,44.2886666667,24.623,31.8477178649,10.8354583333,6.53170833333,63.38775,10.6051666667,21.3865,18.8241666667,7.41025
534.18,13.1329166667,44.3664166667,24.6430833333,31.897085512,10.841,6.544375,63.2213333333,10.6299166667,21.4016666667,18.841375,7.41725
534.52,13.1183333333,44.3956666667,24.6307916667,31.915909586,10.82375,6.53345833333,62.9681666667,10.619,21.37025,18.8402083333,7.40241666667
534.87,13.1165833333,44.4731666667,24.6383333333,31.937918573,10.81,6.52895833333,62.6828333333,10.6203333333,21.342,18.839625,7.38233333333
535.21,13.1291666667,44.46375,24.6271666667,31.9397614379,10.8083333333,6.52266666666,62.3096666667,10.6208333333,21.3034166667,18.8341666667,7.39166666667
535.56,13.11775,44.488,24.6215833334,31.9332456427,10.7817083333,6.50883333333,61.95975,10.5985833333,21.2579166667,18.818875,7.3825
535.90,13.085,44.5016666666,24.5864166667,31.9188796296,10.7389166667,6.47595833333,61.5911666667,10.5525,21.20525,18.788375,7.34366666667
536.25,13.0686666667,44.5283333333,24.5514583333,31.9224060458,10.7155833333,6.46358333333,61.2233333333,10.5309166667,21.1499166667,18.7785833333,7.32133333333
536.59,13.0600833333,44.5734166667,24.5452083333,31.9278613835,10.7149583333,6.44745833333,60.889,10.5288333333,21.12325,18.7670416667,7.30158333333
536.93,13.0900833333,44.6464166667,24.5734583333,31.9708197168,10.7295833333,6.447,60.652,10.54225,21.1094166667,18.8017916667,7.31791666666
537.28,13.0765833333,44.6796666667,24.5864583333,31.9943058279,10.7324583333,6.441625,60.386,10.5403333333,21.0791666667,18.7909583333,7.30291666667
537.62,13.0996666667,44.7555833333,24.6115833333,32.0115631808,10.7459166667,6.43229166667,60.16175,10.5491666666,21.0655833333,18.7941666667,7.29991666667
537.97,13.07175,44.7156666667,24.5721666667,31.9520825163,10.7308333333,6.41895833334,59.7473333333,10.50525,20.9875,18.7630833333,7.27516666667
538.31,13.09925,44.7149166667,24.571125,31.9500964052,10.7465416667,6.439875,59.3850833334,10.50425,20.96225,18.7610833333,7.29675
538.65,13.1058333333,44.6838333333,24.5644166667,31.9497273965,10.754375,6.44558333333,59.0335,10.5010833333,20.9234166667,18.7589166667,7.29683333333
539.00,13.0878333333,44.7279166667,24.568625,31.955628268,10.7352083334,6.427875,58.716,10.48025,20.8879166666,18.7455416667,7.29241666667
539.34,13.1023333333,44.7655,24.5674166667,31.9737908497,10.7493333334,6.43816666667,58.4395833333,10.48175,20.8784166667,18.7670416667,7.29741666666
539.69,13.1045833333,44.8125,24.600125,31.9850095316,10.7745416667,6.46275,58.1719166667,10.51575,20.8813333333,18.7972916667,7.33633333334
540.03,13.1214166667,44.83325,24.6387916667,31.9953175381,10.801,6.47591666667,57.9196666667,10.5329166667,20.8810833333,18.8117916666,7.36475
540.37,13.13125,44.8813333333,24.6581666667,32.0038267974,10.8009166667,6.477,57.7336666666,10.51825,20.8784166667,18.8194166667,7.36833333334
540.72,13.0915,44.9100833334,24.647375,31.9959749455,10.767625,6.46391666667,57.52575,10.4943333333,20.8411666667,18.8051666666,7.349
541.06,13.0975,44.91675,24.6298333333,31.9749232026,10.7574583333,6.46729166667,57.2506666667,10.4799166667,20.8110833333,18.7785,7.35108333333
541.40,13.1011666667,44.94825,24.6403333333,32.0044610567,10.76475,6.47370833333,57.0553333333,10.4868333333,20.7948333333,18.7850833333,7.36758333334
541.75,13.1263333333,44.9666666666,24.6672916667,32.0478494009,10.7815,6.496625,56.88375,10.5126666667,20.8225,18.8031666667,7.3895
542.09,13.1399166667,45.0505,24.69625,32.0970844226,10.8029166666,6.50779166667,56.73475,10.5356666667,20.8251666667,18.831875,7.40033333333
542.43,13.1430833333,45.08925,24.6956666667,32.1057546296,10.81425,6.52483333333,56.4835833333,10.5433333334,20.8096666667,18.836875,7.41158333333
542.78,13.1621666667,45.144,24.72225,32.1524016884,10.84475,6.56691666667,56.2476666667,10.5705833334,20.80775,18.8565833333,7.43291666667
543.12,13.16025,45.1610833333,24.7150416667,32.1693129085,10.835125,6.561125,55.9455833333,10.5746666667,20.78075,18.8298333333,7.41633333334
543.46,13.2044166667,45.2448333334,24.7299166667,32.2470103486,10.8557083333,6.589875,55.6701666667,10.5985,20.7710833333,18.8427083333,7.42333333333
543.81,13.2119166667,45.31025,24.7242916667,32.2839392702,10.856625,6.60558333333,55.32425,10.6144166667,20.74375,18.8444583333,7.4315
544.15,13.2225833333,45.304,24.72575,32.30729439,10.8660416667,6.642375,54.9305833334,10.6296666666,20.7093333334,18.855,7.447
544.49,13.2708333333,45.3288333333,24.7378333333,32.3483284314,10.9101666666,6.66479166667,54.5546666667,10.658,20.7048333333,18.8721666667,7.48216666667
544.84,13.2533333333,45.3514166666,24.73525,32.3823540305,10.880875,6.639375,54.2400833333,10.63425,20.6600833333,18.8779583333,7.463
545.18,13.264,45.36775,24.733375,32.3973159041,10.87125,6.64675,53.903,10.6328333333,20.64375,18.8707083333,7.453
545.52,13.2666666667,45.4749166667,24.7529166667,32.443915305,10.8750416667,6.65454166667,53.6104166667,10.6385833333,20.6151666667,18.8939166667,7.46008333333
545.87,13.2894166667,45.51925,24.7753333333,32.457377451,10.8577083333,6.66383333333,53.2863333334,10.63275,20.5805,18.8934583333,7.47883333333
546.21,13.29475,45.6000833333,24.7822916667,32.4900724401,10.8484166666,6.64358333333,53.0304166666,10.6129166667,20.55275,18.8925833333,7.48383333334
546.55,13.2821666667,45.61125,24.7742083333,32.4732347495,10.8243333333,6.62733333333,52.7063333334,10.58525,20.4894166667,18.8735,7.47316666667
546.90,13.3146666667,45.67975,24.8280833333,32.5353809913,10.8601666667,6.66941666667,52.46175,10.6138333333,20.48975,18.9277916667,7.52325
547.24,13.2870833333,45.6438333333,24.803625,32.5049471678,10.8367083333,6.64183333333,52.12925,10.57825,20.4344166667,18.9103333333,7.51008333333
547.58,13.3049166667,45.6986666666,24.8220416667,32.5429283769,10.84075,6.65695833333,51.87075,10.5830833333,20.4311666667,18.9470833333,7.51266666666
547.92,13.2788333334,45.75175,24.8129583334,32.5491497821,10.818375,6.608125,51.5836666667,10.5515,20.3858333333,18.9105416667,7.49533333334
548.27,13.266,45.7995833333,24.8197083334,32.5745555556,10.8085833334,6.618,51.298,10.5510833334,20.3579166667,18.9094166666,7.46641666667
548.61,13.2928333333,45.90725,24.85925,32.6352486383,10.8552916667,6.64283333334,51.0270833333,10.5689166667,20.368,18.9495,7.47533333333
548.95,13.284,45.9734166667,24.8811666666,32.6661459695,10.8717916667,6.65275,50.71275,10.5620833333,20.3425833333,18.9635833333,7.48891666667
549.29,13.2776666666,46.00725,24.9085,32.693332244,10.8827083333,6.66125,50.3754166667,10.5791666667,20.3169166667,18.95375,7.50358333333
549.64,13.2484166667,46.0399166667,24.88025,32.6838327887,10.8552083333,6.646375,50.0091666667,10.546,20.2554166667,18.9237916667,7.46016666666
549.98,13.2418333333,46.0546666667,24.889125,32.7148992375,10.843,6.65429166667,49.6683333333,10.5556666667,20.2615833333,18.945,7.44841666667
550.32,13.2764166667,46.1025833333,24.90075,32.7337012527,10.858125,6.68125,49.32925,10.5801666667,20.3023333333,18.9814583334,7.45675
550.66,13.2748333333,46.1549166667,24.9132083333,32.7199387255,10.8745833333,6.69295833333,49.011,10.57275,20.2681666666,18.9937083333,7.44783333333
551.01,13.3250833333,46.25425,24.99375,32.7502584423,10.90975,6.72279166667,48.7788333333,10.6161666667,20.2935,19.018,7.46258333334
551.35,13.35225,46.2955833333,25.027625,32.7970517429,10.94675,6.74425,48.51425,10.6308333333,20.2775,19.025,7.50208333333
551.69,13.3956666667,46.4378333333,25.0592083333,32.8653202615,10.9931666666,6.795,48.319,10.6775,20.2964166667,19.1035833333,7.53183333333
552.03,13.4176666667,46.474,25.0613333333,32.8903703704,11.015875,6.81091666667,48.0426666667,10.6941666667,20.2925,19.1331666667,7.57225
552.38,13.4198333334,46.4733333333,25.0443333334,32.8822916667,11.0111666667,6.82233333334,47.7645833333,10.7128333333,20.2810833334,19.1605833333,7.58941666667
552.72,13.4285833333,46.4924166667,25.0448333333,32.873086329,10.9793333333,6.82054166667,47.5046666666,10.6853333333,20.2406666667,19.1707916667,7.57141666667
553.06,13.4703333333,46.5446666667,25.0624166667,32.8924888344,10.9993333333,6.852,47.2724166667,10.67575,20.2121666667,19.1929583333,7.59841666666
553.40,13.4719166667,46.53925,25.0705833333,32.9079373638,11.0285416666,6.848125,46.9850833334,10.67475,20.2055833333,19.1927916667,7.62575
553.74,13.49475,46.5765833333,25.0952916667,32.9273690087,11.0393333334,6.85120833333,46.7430833334,10.677,20.1734166667,19.167,7.64233333333
554.09,13.4775,46.6415,25.090625,32.9454490741,11.0390833333,6.828125,46.5025833334,10.65525,20.1221666667,19.1520416666,7.63658333333
554.43,13.4743333333,46.6765,25.0677083333,32.9766595861,11.0140833333,6.798875,46.2509166666,10.63275,20.1010833334,19.1227083333,7.62025
554.77,13.4623333333,46.6793333334,25.0520416666,33.0128205338,11.0301666667,6.810625,45.9335,10.6238333333,20.0540833334,19.1366666667,7.66633333333
555.11,13.4224166667,46.6511666666,25.0221666667,32.9605694445,10.9929166667,6.798125,45.584,10.58075,19.9958333333,19.0967916667,7.62558333334
555.45,13.42475,46.5749166667,24.9948333333,32.934630719,10.959625,6.79745833333,45.2089166666,10.5715833333,19.9471666667,19.0489583333,7.6225
555.80,13.406,46.6081666666,25.006,32.9398630174,10.9687916667,6.80095833333,44.9221666666,10.55625,19.8911666667,19.0470416666,7.63858333333
556.14,13.4378333333,46.6785,25.0699583333,32.9863853486,11.0035833334,6.852375,44.6726666667,10.5985833334,19.8875,19.0352916667,7.69375
556.48,13.4878333334,46.7571666667,25.1380416667,33.0591211874,11.0600416666,6.89845833333,44.4561666666,10.6515833333,19.8985,19.0436666667,7.77991666667
556.82,13.46275,46.7525833333,25.1269166667,33.0397965686,11.0392083333,6.86720833334,44.154,10.6230833333,19.859,19.0144166667,7.763
557.16,13.508,46.855,25.20875,33.108958878,11.0598333333,6.890875,43.9783333334,10.6876666667,19.8945,19.0715833333,7.77791666667
557.50,13.4965,46.898,25.17275,33.1079232026,11.0550833333,6.89645833333,43.70425,10.67275,19.8268333333,19.0723333333,7.76516666667
557.85,13.5094166667,46.9410833333,25.2046666667,33.1511944444,11.0482916667,6.89845833333,43.4620833333,10.6739166667,19.8316666667,19.1189583333,7.765
558.19,13.5005,46.99175,25.2275416667,33.1398902506,11.0445833333,6.91608333333,43.1494166666,10.70075,19.8159166667,19.133125,7.77375
558.53,13.5291666666,47.0974166667,25.2581666667,33.1776770153,11.06225,6.92116666667,42.93675,10.7249166667,19.8091666667,19.1465833333,7.77475
558.87,13.5358333333,47.1463333334,25.2575,33.177204793,11.0702083333,6.9005,42.6756666667,10.7184166667,19.7759166667,19.141,7.77166666667
559.21,13.4934166667,47.2648333333,25.2829583333,33.2385479303,11.0364166667,6.84604166667,42.5021666667,10.67325,19.7394166667,19.1713333333,7.73058333333
559.55,13.50225,47.279,25.2825416667,33.2353371459,11.0005416667,6.8195,42.23275,10.67275,19.7124166667,19.1449166667,7.70225
559.89,13.5214166667,47.3471666667,25.316375,33.3030043573,11.015875,6.81983333333,42.02675,10.6618333333,19.7383333333,19.1449166667,7.69825
560.23,13.5065833333,47.3416666666,25.2890416667,33.2889305556,11.0327916667,6.8325,41.7310833333,10.682,19.72225,19.1749166667,7.69275
560.58,13.52325,47.42025,25.2908333333,33.2933581155,11.0367083334,6.84320833334,41.5245,10.6975833333,19.7120833333,19.22775,7.67533333333
560.92,13.541,47.4689166667,25.2832916667,33.3094093137,11.062125,6.88941666667,41.2730833333,10.69975,19.7071666667,19.2605416666,7.71433333333
561.26,13.567,47.4424166666,25.3284166666,33.3325250545,11.1015833333,6.92004166666,40.9935833333,10.7325833333,19.73175,19.3115833333,7.76608333333
561.60,13.5531666667,47.4306666667,25.3015833333,33.2838112745,11.120875,6.92116666667,40.7230833333,10.726,19.704,19.2745,7.78416666667
561.94,13.5663333333,47.4343333333,25.3002916667,33.3036391612,11.1509583333,6.92266666667,40.4960833333,10.7044166667,19.66075,19.276625,7.81633333333
562.28,13.49475,47.3573333333,25.1986666667,33.1978545752,11.0926666667,6.86704166667,40.1411666667,10.6305,19.586,19.19175,7.75608333333
562.62,13.54525,47.4144166667,25.2485416667,33.2828995098,11.0901666667,6.89625,39.927,10.6660833333,19.5978333333,19.239125,7.79966666667
562.96,13.6351666667,47.4275833333,25.2935833333,33.2771533224,11.1677083333,6.95308333333,39.6263333334,10.7141666667,19.6165,19.2897083333,7.86658333333
563.30,13.6634166667,47.46225,25.3260833333,33.2907973856,11.2226666667,6.99883333333,39.3666666666,10.7298333333,19.6225,19.3132916667,7.89941666667
563.64,13.652,47.5146666667,25.328125,33.2843962419,11.2325416667,7.017125,39.1015,10.7238333333,19.6025833333,19.3670416666,7.93541666667
563.99,13.6565833333,47.5805,25.33875,33.3090446623,11.2222916667,6.976,38.87675,10.678,19.5780833333,19.385125,7.92816666667
564.33,13.6488333333,47.5175,25.3159583333,33.2701397059,11.2070833333,6.98375,38.5510833333,10.6606666667,19.5255,19.353,7.95675
564.67,13.6499166667,47.5688333333,25.3025416667,33.3005441176,11.2150833333,6.98275,38.3589166667,10.6421666667,19.4945833334,19.3422916667,7.948
565.01,13.6714166666,47.65925,25.3179583333,33.31783878,11.229,6.98358333333,38.1784166667,10.6615833333,19.5200833333,19.359125,7.95016666666
565.35,13.6753333333,47.6996666667,25.3232083333,33.3522780501,11.2179166666,6.97745833333,37.98225,10.6453333333,19.4754166666,19.3450833333,7.94333333333
565.69,13.5986666667,47.6666666667,25.2457083334,33.2874771242,11.1484583333,6.91058333333,37.7030833333,10.5944166666,19.3763333334,19.2786666667,7.85558333333
566.03,13.5795833333,47.6484166667,25.227625,33.2854425381,11.109,6.88625,37.4450833333,10.553,19.316,19.2611666666,7.824
566.37,13.5173333334,47.6810833333,25.1789583333,33.2522617102,11.089125,6.83595833333,37.2266666666,10.5064166667,19.2515833333,19.2482916667,7.77541666667
566.71,13.5221666667,47.7216666667,25.211375,33.2921141067,11.1134166667,6.87120833333,37.0631666667,10.5285,19.2605833333,19.244125,7.7995
567.05,13.4919166666,47.75475,25.1912083333,33.3055950436,11.075375,6.83920833333,36.8675,10.4955833333,19.219,19.248,7.76883333333
567.39,13.49025,47.765,25.174375,33.2942892157,11.0609166667,6.82420833334,36.6796666667,10.483,19.16125,19.217,7.73833333334
567.73,13.4415833333,47.7083333333,25.1034166666,33.2449735839,10.9831666667,6.787625,36.3730833333,10.4485833333,19.0779166667,19.1636666667,7.70175
568.07,13.4299166666,47.7919166667,25.0899166667,33.2819055011,10.9682916667,6.74616666667,36.19625,10.4343333333,19.067,19.1407916666,7.67675
568.41,13.398,47.7426666667,25.0608333333,33.2296949891,10.927,6.72233333333,35.883,10.4086666667,19.0196666667,19.1236666667,7.66533333333
568.75,13.3925,47.7818333333,25.0621666667,33.2484496187,10.9068333333,6.73720833334,35.6396666667,10.3928333334,18.9771666667,19.1124583333,7.68233333334
