wavelength,Back_HetRubf,Belly_HetRubf,Breast_HetRubf,Crissum_HetRubf,Crown_HetRubf,DorTail_HetRubf,Patch10_HetRubf,Rump_HetRubf,Throat_HetRubf,WingTip_HetRubf
574.87,8.38933333333,18.8283333333,17.1686666667,12.3323333333,6.32066666667,8.46266666667,77.935,57.858,16.3813333333,8.814
575.21,8.39433333333,18.8133333333,17.187,12.3723333333,6.298,8.45133333333,77.9773333333,57.9266666667,16.3756666667,8.755
575.55,8.396,18.8163333333,17.2203333333,12.4133333333,6.31533333333,8.487,78.1213333333,58.008,16.361,8.802
575.89,8.365,18.78,17.214,12.3926666667,6.308,8.46966666667,78.0693333333,58.009,16.345,8.794
576.22,8.41966666667,18.8763333333,17.2363333333,12.3666666667,6.32233333333,8.478,78.079,58.0846666667,16.3473333333,8.80566666667
576.56,8.46066666667,18.9043333333,17.236,12.4463333333,6.347,8.51,78.1816666667,58.144,16.345,8.836
576.90,8.44033333333,18.9316666667,17.2366666667,12.376,6.359,8.51766666667,78.158,58.1393333333,16.353,8.85066666667
577.24,8.43833333333,18.9173333333,17.2286666667,12.3283333333,6.365,8.543,78.0503333333,58.1063333333,16.3446666667,8.847
577.58,8.45966666667,18.9126666667,17.1883333333,12.3733333333,6.401,8.565,78.0116666667,58.0263333333,16.342,8.83066666667
577.92,8.475,18.9423333333,17.203,12.3796666667,6.44466666667,8.56433333333,78.0186666667,57.982,16.323,8.861
578.26,8.573,19.027,17.2736666667,12.4436666667,6.51033333333,8.595,77.9993333333,57.978,16.3766666667,8.88533333333
578.60,8.602,19.118,17.331,12.4706666667,6.55833333333,8.68266666667,78.0056666667,57.947,16.393,8.91
578.94,8.598,19.1433333333,17.315,12.458,6.548,8.694,78.0043333333,57.9103333333,16.402,8.941
579.28,8.61666666667,19.1873333333,17.325,12.454,6.56166666667,8.71233333333,78.0506666667,57.9306666667,16.4243333333,8.934
579.61,8.613,19.1226666667,17.2823333333,12.404,6.562,8.689,78.046,57.859,16.424,8.90333333333
579.95,8.56733333333,19.1266666667,17.215,12.3836666667,6.52366666667,8.66466666667,78.0026666667,57.834,16.4283333333,8.916
580.29,8.53466666667,19.1056666667,17.2266666667,12.304,6.50733333333,8.67866666667,77.9103333333,57.794,16.4446666667,8.90466666667
580.63,8.542,19.0993333333,17.1973333333,12.367,6.48766666667,8.61433333333,78.0036666667,57.831,16.4093333333,8.91333333333
580.97,8.50966666667,19.0716666667,17.163,12.322,6.42366666667,8.552,78.0376666667,57.843,16.3926666667,8.88766666667
581.31,8.516,19.1223333333,17.2056666667,12.3306666667,6.45333333333,8.51166666667,78.1186666667,58.0146666667,16.4383333333,8.945
581.65,8.50833333333,19.0853333333,17.1963333333,12.302,6.43133333333,8.47,78.1046666667,58.044,16.4523333333,8.92266666667
581.98,8.48766666667,19.0856666667,17.1656666667,12.2856666667,6.38766666667,8.45566666667,78.0556666667,58.0283333333,16.4166666667,8.93
582.32,8.50766666667,19.0043333333,17.1036666667,12.2856666667,6.39033333333,8.44733333333,78.0143333333,58.1466666667,16.409,8.95666666667
582.66,8.52833333333,19.0353333333,17.1156666667,12.309,6.39566666667,8.45033333333,77.931,58.0666666667,16.461,8.98666666667
583.00,8.52433333333,19.049,17.1303333333,12.3556666667,6.41433333333,8.44933333333,77.8366666667,57.984,16.4643333333,9.01633333333
583.34,8.533,19.0786666667,17.189,12.367,6.41466666667,8.49833333333,77.8906666667,58.113,16.4883333333,9.04266666667
583.68,8.58333333333,19.034,17.216,12.4376666667,6.49133333333,8.58833333333,77.9073333333,58.0976666667,16.5093333333,9.07066666667
584.01,8.58233333333,19.0343333333,17.2226666667,12.488,6.484,8.53466666667,77.8416666667,58.0616666667,16.5216666667,9.075
584.35,8.52433333333,19.048,17.2666666667,12.4196666667,6.44433333333,8.52433333333,77.7736666667,58.019,16.546,9.05133333333
584.69,8.57566666667,19.079,17.2876666667,12.4616666667,6.45466666667,8.54966666667,77.8763333333,58.033,16.5586666667,9.076
585.03,8.583,19.058,17.2743333333,12.4203333333,6.42133333333,8.583,77.8883333333,58.0366666667,16.5406666667,9.011
585.37,8.537,19.049,17.23,12.404,6.36166666667,8.56466666667,77.7703333333,58.0353333333,16.5363333333,9.00733333333
585.70,8.488,19.0063333333,17.25,12.376,6.35433333333,8.53966666667,77.7606666667,58.1366666667,16.5333333333,8.99633333333
586.04,8.454,19.0766666667,17.308,12.4023333333,6.37333333333,8.57766666667,77.785,58.1816666667,16.6396666667,8.987
586.38,8.471,19.114,17.3286666667,12.3863333333,6.414,8.62066666667,77.958,58.2883333333,16.627,9.01366666667
586.72,8.53,19.1563333333,17.3583333333,12.4153333333,6.41533333333,8.66466666667,78.0346666667,58.4026666667,16.6916666667,9.078
587.06,8.45,19.105,17.2753333333,12.3453333333,6.32933333333,8.555,78.0486666667,58.3586666667,16.6173333333,9.019
587.39,8.443,19.0773333333,17.2656666667,12.2916666667,6.27733333333,8.49766666667,78.0306666667,58.296,16.5853333333,8.97166666667
587.73,8.48533333333,19.0856666667,17.2233333333,12.2606666667,6.28733333333,8.556,78.0876666667,58.3683333333,16.5276666667,9.01633333333
588.07,8.513,19.087,17.2013333333,12.3053333333,6.38633333333,8.63866666667,77.9913333333,58.32,16.523,9.044
588.41,8.51366666667,19.07,17.2286666667,12.3176666667,6.40566666667,8.64133333333,77.925,58.3123333333,16.5646666667,9.03833333333
588.74,8.522,19.0956666667,17.2663333333,12.3726666667,6.43266666667,8.649,77.9323333333,58.3123333333,16.572,9.06466666667
589.08,8.574,19.12,17.3293333333,12.396,6.47866666667,8.68333333333,78.036,58.3253333333,16.6103333333,9.08933333333
589.42,8.641,19.1263333333,17.3113333333,12.4406666667,6.46233333333,8.72566666667,78.1453333333,58.2896666667,16.6166666667,9.116
589.76,8.59933333333,19.0876666667,17.2486666667,12.3693333333,6.42133333333,8.64,78.158,58.2,16.5003333333,9.07133333333
590.09,8.59533333333,19.0856666667,17.2536666667,12.4166666667,6.40766666667,8.61266666667,78.201,58.184,16.553,9.04366666667
590.43,8.47733333333,18.9533333333,17.1596666667,12.2933333333,6.32133333333,8.50266666667,78.1726666667,58.1073333333,16.4176666667,8.91966666667
590.77,8.55566666667,18.9843333333,17.1966666667,12.37,6.40133333333,8.581,78.1376666667,58.07,16.4606666667,9.02966666667
591.11,8.533,18.9886666667,17.266,12.3533333333,6.37833333333,8.598,78.1353333333,58.097,16.4166666667,9.04433333333
591.44,8.54033333333,19.0166666667,17.304,12.4226666667,6.40866666667,8.609,78.1926666667,58.0976666667,16.4283333333,9.02866666667
591.78,8.60166666667,19.045,17.335,12.4403333333,6.403,8.62733333333,78.3616666667,58.1933333333,16.505,9.033
592.12,8.58266666667,19.0893333333,17.3063333333,12.4123333333,6.402,8.626,78.339,58.2356666667,16.447,9.03633333333
592.46,8.60433333333,19.045,17.279,12.3596666667,6.372,8.636,78.447,58.266,16.4706666667,9.04766666667
592.79,8.52933333333,19.0066666667,17.1923333333,12.327,6.31433333333,8.594,78.467,58.2263333333,16.409,8.96866666667
593.13,8.52633333333,19.0513333333,17.2426666667,12.336,6.35333333333,8.63266666667,78.495,58.2676666667,16.4916666667,8.98866666667
593.47,8.58966666667,19.1456666667,17.298,12.418,6.373,8.74966666667,78.5916666667,58.322,16.5323333333,9.06533333333
593.80,8.6,19.1933333333,17.336,12.4343333333,6.426,8.83566666667,78.5513333333,58.4193333333,16.5273333333,9.092
594.14,8.63966666667,19.2916666667,17.385,12.5303333333,6.47,8.85733333333,78.6353333333,58.4673333333,16.6163333333,9.17166666667
594.48,8.67466666667,19.3456666667,17.461,12.5463333333,6.45666666667,8.91866666667,78.579,58.435,16.6766666667,9.17
594.81,8.70766666667,19.434,17.509,12.646,6.50833333333,8.979,78.7296666667,58.559,16.8266666667,9.20733333333
595.15,8.677,19.372,17.4813333333,12.603,6.48333333333,8.963,78.583,58.544,16.8476666667,9.213
595.49,8.676,19.3853333333,17.4946666667,12.6083333333,6.46233333333,8.94066666667,78.5816666667,58.6016666667,16.834,9.21
595.82,8.66233333333,19.3486666667,17.495,12.649,6.46766666667,8.95433333333,78.5783333333,58.608,16.8623333333,9.20966666667
596.16,8.664,19.3653333333,17.5343333333,12.6893333333,6.456,8.93666666667,78.4486666667,58.567,16.874,9.249
596.50,8.77333333333,19.4053333333,17.6413333333,12.7503333333,6.544,9.00166666667,78.5263333333,58.6663333333,16.916,9.357
596.83,8.74133333333,19.395,17.613,12.7196666667,6.493,8.93733333333,78.4836666667,58.635,16.879,9.355
597.17,8.753,19.3173333333,17.6463333333,12.7046666667,6.49866666667,8.899,78.403,58.6256666667,16.9206666667,9.39433333333
597.51,8.77366666667,19.2686666667,17.5856666667,12.67,6.483,8.86,78.315,58.52,16.8793333333,9.37433333333
597.84,8.80766666667,19.2656666667,17.5846666667,12.6353333333,6.47033333333,8.901,78.326,58.5306666667,16.9153333333,9.38766666667
598.18,8.77866666667,19.2926666667,17.5586666667,12.654,6.49533333333,8.87366666667,78.346,58.5663333333,16.8516666667,9.366
598.52,8.798,19.2166666667,17.5156666667,12.6046666667,6.47866666667,8.837,78.274,58.4843333333,16.8003333333,9.38566666667
598.85,8.81733333333,19.2196666667,17.548,12.6246666667,6.43966666667,8.82633333333,78.397,58.4716666667,16.7626666667,9.37966666667
599.19,8.76466666667,19.2116666667,17.5003333333,12.6106666667,6.42133333333,8.76966666667,78.2573333333,58.38,16.7333333333,9.361
599.53,8.76566666667,19.234,17.517,12.5643333333,6.38,8.764,78.371,58.331,16.6746666667,9.37766666667
599.86,8.666,19.1866666667,17.3493333333,12.5113333333,6.28633333333,8.71266666667,78.316,58.23,16.5503333333,9.31333333333
600.20,8.62466666667,19.1643333333,17.3016666667,12.4816666667,6.23366666667,8.71133333333,78.296,58.2106666667,16.5556666667,9.31033333333
600.53,8.56433333333,19.1453333333,17.2963333333,12.5033333333,6.20966666667,8.716,78.335,58.2916666667,16.5176666667,9.264
600.87,8.486,19.1313333333,17.2063333333,12.5143333333,6.129,8.701,78.3473333333,58.2073333333,16.4556666667,9.19233333333
601.21,8.45233333333,19.1466666667,17.2483333333,12.5206666667,6.099,8.697,78.4253333333,58.2226666667,16.4816666667,9.18333333333
601.54,8.46,19.1103333333,17.2463333333,12.5073333333,6.098,8.64633333333,78.4113333333,58.2596666667,16.4213333333,9.139
601.88,8.501,19.0613333333,17.2426666667,12.5133333333,6.08633333333,8.65633333333,78.6166666667,58.349,16.488,9.17766666667
602.21,8.45333333333,19.0766666667,17.1796666667,12.4713333333,6.031,8.64433333333,78.607,58.2846666667,16.463,9.12433333333
602.55,8.47733333333,19.118,17.2286666667,12.4826666667,6.06633333333,8.664,78.6446666667,58.3936666667,16.503,9.14233333333
602.88,8.49733333333,19.0983333333,17.2653333333,12.5056666667,6.108,8.71566666667,78.73,58.403,16.5436666667,9.191
603.22,8.503,19.036,17.2776666667,12.578,6.135,8.73866666667,78.678,58.4626666667,16.6206666667,9.18533333333
603.56,8.58866666667,19.0763333333,17.406,12.651,6.22733333333,8.803,78.676,58.4823333333,16.749,9.19133333333
603.89,8.55433333333,19.0613333333,17.3916666667,12.6153333333,6.173,8.756,78.633,58.4863333333,16.692,9.125
604.23,8.58133333333,19.0543333333,17.444,12.6033333333,6.18266666667,8.75933333333,78.6766666667,58.4756666667,16.6996666667,9.12466666667
604.56,8.62133333333,19.134,17.4836666667,12.5876666667,6.23233333333,8.779,78.688,58.5616666667,16.7186666667,9.16566666667
604.90,8.64,19.121,17.484,12.6103333333,6.25266666667,8.795,78.6706666667,58.5066666667,16.702,9.187
605.23,8.63166666667,19.1476666667,17.506,12.6066666667,6.27133333333,8.838,78.5683333333,58.42,16.7263333333,9.20766666667
605.57,8.60933333333,19.1563333333,17.4756666667,12.6106666667,6.27566666667,8.81066666667,78.4516666667,58.3573333333,16.6823333333,9.188
605.90,8.60233333333,19.2246666667,17.5313333333,12.597,6.311,8.78466666667,78.445,58.457,16.7046666667,9.22533333333
606.24,8.60166666667,19.2216666667,17.4823333333,12.5606666667,6.29866666667,8.777,78.421,58.446,16.7293333333,9.19566666667
606.58,8.60733333333,19.2366666667,17.522,12.5353333333,6.232,8.767,78.362,58.3906666667,16.685,9.177
606.91,8.66166666667,19.3493333333,17.596,12.582,6.26933333333,8.811,78.4586666667,58.437,16.6853333333,9.22433333333
607.25,8.668,19.3703333333,17.623,12.5973333333,6.263,8.78066666667,78.499,58.395,16.6416666667,9.265
607.58,8.67266666667,19.423,17.6496666667,12.6643333333,6.281,8.834,78.405,58.3883333333,16.6593333333,9.31
607.92,8.70066666667,19.415,17.5706666667,12.6533333333,6.31766666667,8.84666666667,78.141,58.268,16.6073333333,9.31933333333
608.25,8.66233333333,19.3366666667,17.5083333333,12.609,6.274,8.82733333333,77.975,58.1406666667,16.5266666667,9.26933333333
608.59,8.66433333333,19.2923333333,17.4723333333,12.5566666667,6.29166666667,8.782,77.7893333333,58.0583333333,16.4843333333,9.27533333333
608.92,8.642,19.2046666667,17.467,12.5796666667,6.28633333333,8.80766666667,77.573,57.8773333333,16.4273333333,9.276
609.26,8.61333333333,19.1326666667,17.4493333333,12.52,6.21533333333,8.75966666667,77.2853333333,57.686,16.3743333333,9.23333333333
609.59,8.609,19.0403333333,17.4076666667,12.5516666667,6.245,8.82533333333,77.125,57.558,16.344,9.19233333333
609.93,8.61033333333,19.065,17.3993333333,12.6053333333,6.28066666667,8.87133333333,76.8956666667,57.371,16.328,9.249
610.26,8.55133333333,18.945,17.256,12.546,6.247,8.85366666667,76.6933333333,57.2413333333,16.232,9.22166666667
610.60,8.50366666667,18.845,17.102,12.41,6.19766666667,8.76666666667,76.3563333333,57.025,16.131,9.167
610.93,8.49066666667,18.7943333333,17.022,12.339,6.227,8.78566666667,76.2413333333,57.0223333333,16.0996666667,9.157
611.27,8.535,18.7523333333,16.9683333333,12.3273333333,6.254,8.76633333333,76.072,56.837,16.0833333333,9.15866666667
611.60,8.52666666667,18.746,16.9143333333,12.386,6.26166666667,8.81133333333,75.9276666667,56.766,16.0386666667,9.20366666667
611.93,8.54166666667,18.761,16.9086666667,12.4323333333,6.27533333333,8.78266666667,75.9223333333,56.7573333333,16.0443333333,9.21266666667
612.27,8.51333333333,18.78,16.874,12.4396666667,6.21433333333,8.78766666667,75.895,56.76,16.0023333333,9.20166666667
612.60,8.49133333333,18.8246666667,16.7973333333,12.4343333333,6.20133333333,8.79533333333,75.9246666667,56.9126666667,15.984,9.202
612.94,8.497,18.86,16.839,12.475,6.26333333333,8.842,76.08,57.011,16.0286666667,9.235
613.27,8.56933333333,18.934,16.902,12.527,6.30066666667,8.87166666667,76.0866666667,57.056,16.099,9.291
613.61,8.52366666667,18.8343333333,16.9063333333,12.458,6.239,8.81266666667,76.195,57.1776666667,16.0186666667,9.26066666667
613.94,8.58,18.932,17.0476666667,12.5343333333,6.324,8.81566666667,76.4336666667,57.2663333333,16.1016666667,9.29933333333
614.28,8.57233333333,19.013,17.187,12.6246666667,6.374,8.90433333333,76.6223333333,57.378,16.1953333333,9.35633333333
614.61,8.52533333333,19.0403333333,17.2626666667,12.682,6.36066666667,8.885,76.7423333333,57.4763333333,16.264,9.33466666667
614.94,8.408,18.996,17.2143333333,12.5816666667,6.33033333333,8.82766666667,76.9466666667,57.595,16.2376666667,9.24033333333
615.28,8.449,19.0276666667,17.288,12.5353333333,6.322,8.82533333333,77.2606666667,57.7096666667,16.427,9.27166666667
615.61,8.49266666667,19.082,17.3473333333,12.571,6.34133333333,8.88066666667,77.4296666667,57.866,16.4456666667,9.33633333333
615.95,8.50766666667,19.1436666667,17.415,12.6106666667,6.36033333333,8.927,77.6216666667,58.004,16.545,9.40733333333
616.28,8.54233333333,19.1666666667,17.4343333333,12.6296666667,6.37966666667,8.87833333333,77.8136666667,58.0656666667,16.583,9.40933333333
616.61,8.56633333333,19.265,17.4343333333,12.636,6.39466666667,8.939,78.055,58.2183333333,16.593,9.459
616.95,8.567,19.306,17.4836666667,12.6956666667,6.41066666667,9.00966666667,78.2333333333,58.3406666667,16.561,9.5
617.28,8.607,19.4086666667,17.4483333333,12.752,6.48733333333,9.06266666667,78.241,58.2786666667,16.563,9.49433333333
617.62,8.64266666667,19.4816666667,17.4313333333,12.7686666667,6.50766666667,9.11033333333,78.198,58.4443333333,16.6163333333,9.509
617.95,8.64633333333,19.4776666667,17.3616666667,12.7776666667,6.46266666667,9.06066666667,78.191,58.4286666667,16.6136666667,9.493
618.28,8.73033333333,19.518,17.3603333333,12.841,6.48166666667,9.115,78.204,58.4333333333,16.6043333333,9.59266666667
618.62,8.83233333333,19.5773333333,17.4483333333,12.9173333333,6.524,9.21333333333,78.2953333333,58.5226666667,16.6646666667,9.695
618.95,8.765,19.5333333333,17.447,12.914,6.46866666667,9.19,78.2673333333,58.5563333333,16.5293333333,9.58766666667
619.28,8.797,19.511,17.5013333333,13.0033333333,6.48366666667,9.22966666667,78.283,58.6036666667,16.5963333333,9.60666666667
619.62,8.79066666667,19.457,17.5416666667,12.9993333333,6.49766666667,9.26833333333,78.22,58.606,16.579,9.56066666667
619.95,8.879,19.5423333333,17.61,13.0423333333,6.514,9.355,78.4246666667,58.77,16.6176666667,9.61333333333
620.28,8.87466666667,19.4896666667,17.6323333333,13.0926666667,6.54133333333,9.37033333333,78.386,58.7983333333,16.6446666667,9.615
620.62,8.85966666667,19.418,17.5763333333,13.018,6.511,9.29433333333,78.2896666667,58.6946666667,16.5943333333,9.57
620.95,8.79133333333,19.3666666667,17.6353333333,12.995,6.42233333333,9.25733333333,78.3353333333,58.8126666667,16.601,9.53866666667
621.28,8.705,19.2683333333,17.5806666667,12.981,6.37033333333,9.246,78.3176666667,58.7343333333,16.5823333333,9.51433333333
621.62,8.76833333333,19.2586666667,17.5816666667,12.934,6.42233333333,9.27233333333,78.2893333333,58.7773333333,16.5573333333,9.54333333333
621.95,8.735,19.3063333333,17.5686666667,12.8783333333,6.40133333333,9.298,78.3783333333,58.7813333333,16.5163333333,9.48233333333
622.28,8.737,19.375,17.618,12.8946666667,6.41066666667,9.299,78.3106666667,58.733,16.476,9.46466666667
622.62,8.76366666667,19.423,17.6196666667,12.8976666667,6.451,9.29533333333,78.3466666667,58.7736666667,16.5683333333,9.52333333333
622.95,8.71233333333,19.4003333333,17.5493333333,12.7973333333,6.42866666667,9.22866666667,78.2976666667,58.6393333333,16.518,9.495
623.28,8.74866666667,19.4373333333,17.5936666667,12.775,6.46833333333,9.255,78.4923333333,58.741,16.587,9.52266666667
623.62,8.73966666667,19.4476666667,17.649,12.795,6.538,9.25366666667,78.5003333333,58.7,16.6393333333,9.51633333333
623.95,8.795,19.5296666667,17.6903333333,12.8176666667,6.562,9.309,78.547,58.679,16.7446666667,9.52066666667
624.28,8.733,19.5053333333,17.636,12.762,6.489,9.26833333333,78.7496666667,58.796,16.7733333333,9.53666666667
624.62,8.73966666667,19.4743333333,17.6053333333,12.7086666667,6.47833333333,9.24566666667,78.788,58.7493333333,16.8083333333,9.51933333333
624.95,8.81066666667,19.5486666667,17.6646666667,12.7056666667,6.47366666667,9.25033333333,78.9003333333,58.8496666667,16.8086666667,9.505
625.28,8.784,19.5853333333,17.7193333333,12.7176666667,6.467,9.285,79.0966666667,58.8923333333,16.837,9.49466666667
625.61,8.77466666667,19.5116666667,17.7326666667,12.6893333333,6.47933333333,9.22533333333,78.9496666667,58.8003333333,16.8606666667,9.52966666667
625.95,8.80533333333,19.4976666667,17.715,12.7206666667,6.46833333333,9.23633333333,79.0193333333,58.8793333333,16.923,9.56833333333
626.28,8.87966666667,19.559,17.8216666667,12.7273333333,6.50266666667,9.328,79.1073333333,58.9,16.9363333333,9.606
626.61,8.902,19.604,17.882,12.762,6.581,9.43633333333,79.1076666667,58.9646666667,17.0533333333,9.64233333333
626.94,8.881,19.598,17.8353333333,12.797,6.54133333333,9.43533333333,79.055,58.9413333333,17.0653333333,9.63333333333
627.28,8.846,19.5166666667,17.7256666667,12.738,6.451,9.39766666667,78.899,58.8023333333,16.9663333333,9.599
627.61,8.79366666667,19.5033333333,17.7663333333,12.6716666667,6.42566666667,9.39666666667,78.8653333333,58.8416666667,16.928,9.60933333333
627.94,8.88033333333,19.5223333333,17.8546666667,12.744,6.46733333333,9.488,78.6333333333,58.696,16.9646666667,9.573
628.27,8.97533333333,19.5926666667,17.9376666667,12.8303333333,6.52233333333,9.56566666667,78.765,58.8113333333,17.0506666667,9.653
628.61,8.94266666667,19.5513333333,17.9546666667,12.8483333333,6.534,9.535,78.7196666667,58.6866666667,17.0993333333,9.68933333333
628.94,8.97,19.483,17.9546666667,12.9006666667,6.547,9.53233333333,78.4466666667,58.567,17.121,9.737
629.27,8.96633333333,19.4796666667,17.903,12.95,6.48266666667,9.589,78.5606666667,58.696,17.1223333333,9.70766666667
629.60,8.98133333333,19.496,17.9246666667,12.9376666667,6.46433333333,9.59733333333,78.4856666667,58.591,17.1146666667,9.75633333333
629.94,8.98,19.4446666667,17.8623333333,12.9816666667,6.44,9.55766666667,78.341,58.4926666667,17.078,9.75866666667
630.27,9.059,19.4016666667,17.85,12.9793333333,6.43833333333,9.555,78.3743333333,58.5263333333,16.9873333333,9.70966666667
630.60,9.124,19.4166666667,17.884,12.9886666667,6.418,9.49033333333,78.4103333333,58.48,16.9183333333,9.687
630.93,9.147,19.452,17.898,13.0243333333,6.38466666667,9.44466666667,78.4976666667,58.65,16.9673333333,9.66266666667
631.26,9.17633333333,19.4013333333,17.8166666667,13.102,6.36566666667,9.39033333333,78.5713333333,58.6486666667,16.9636666667,9.66866666667
631.60,9.191,19.4153333333,17.8036666667,13.172,6.44066666667,9.37566666667,78.766,58.8373333333,16.993,9.76466666667
631.93,9.22366666667,19.424,17.8456666667,13.1536666667,6.47666666667,9.403,78.7516666667,58.8016666667,17.034,9.808
632.26,9.33633333333,19.518,17.9403333333,13.2106666667,6.54566666667,9.50166666667,78.7456666667,58.989,17.1123333333,9.85733333333
632.59,9.308,19.5446666667,17.902,13.14,6.53466666667,9.47733333333,78.9593333333,59.1923333333,17.0753333333,9.79666666667
632.92,9.35866666667,19.592,17.9913333333,13.111,6.57766666667,9.47833333333,78.909,59.1223333333,17.106,9.775
633.26,9.32066666667,19.583,17.9603333333,13.138,6.60166666667,9.434,78.975,59.1973333333,17.111,9.68133333333
633.59,9.28866666667,19.62,17.9663333333,13.094,6.61833333333,9.44633333333,79.1216666667,59.2963333333,17.13,9.66933333333
633.92,9.22233333333,19.683,18.004,13.0373333333,6.606,9.39066666667,79.1413333333,59.256,17.202,9.675
634.25,9.252,19.705,17.9706666667,13.065,6.716,9.49066666667,79.0056666667,59.2376666667,17.3353333333,9.69966666667
634.58,9.25566666667,19.7633333333,18.0576666667,13.081,6.765,9.56833333333,78.986,59.1296666667,17.3573333333,9.73966666667
634.91,9.31066666667,19.8333333333,18.1533333333,13.0976666667,6.83533333333,9.63433333333,78.975,59.129,17.381,9.81966666667
635.25,9.32366666667,19.9306666667,18.1223333333,13.0093333333,6.773,9.56666666667,78.9963333333,59.1513333333,17.3053333333,9.747
635.58,9.28066666667,19.8863333333,18.0116666667,13.0366666667,6.74533333333,9.541,78.8926666667,59.0176666667,17.2053333333,9.69766666667
635.91,9.239,19.8706666667,17.909,13.0193333333,6.71233333333,9.521,79.0556666667,59.0086666667,17.111,9.69733333333
636.24,9.35333333333,19.985,18.023,13.1653333333,6.759,9.61033333333,79.0093333333,58.8906666667,17.2116666667,9.76466666667
636.57,9.348,20.0176666667,18.0396666667,13.193,6.73866666667,9.70466666667,79.2146666667,58.929,17.2086666667,9.793
636.90,9.38266666667,20.0066666667,18.0366666667,13.156,6.73233333333,9.784,79.168,58.9536666667,17.2686666667,9.793
637.23,9.33,20.0056666667,18.0406666667,13.211,6.67533333333,9.75033333333,79.006,58.837,17.2953333333,9.83233333333
637.56,9.36366666667,19.9816666667,17.991,13.2856666667,6.62266666667,9.842,78.918,58.858,17.2596666667,9.86066666667
637.90,9.313,20.0076666667,18.0553333333,13.251,6.61,9.869,79.1546666667,59.0676666667,17.2563333333,9.917
638.23,9.355,20.0106666667,18.083,13.237,6.67866666667,9.982,79.052,59.139,17.2976666667,9.98466666667
638.56,9.285,19.965,17.949,13.168,6.57666666667,9.92333333333,78.9243333333,59.009,17.2466666667,9.871
638.89,9.17833333333,19.9233333333,17.958,13.1993333333,6.53066666667,9.97566666667,78.8283333333,58.9076666667,17.3333333333,9.835
639.22,9.189,20.0696666667,18.0476666667,13.19,6.6,10.05,78.8026666667,58.992,17.4326666667,9.862
639.55,9.228,20.0963333333,18.0713333333,13.2266666667,6.60066666667,10.0786666667,78.5323333333,58.833,17.4436666667,9.83033333333
639.88,9.25333333333,20.159,18.0466666667,13.2106666667,6.61033333333,10.1213333333,78.677,59.014,17.5006666667,9.94433333333
640.21,9.25133333333,20.178,17.9753333333,13.224,6.642,10.039,78.373,59.0163333333,17.448,9.97066666667
640.54,9.133,20.099,17.961,13.1996666667,6.59466666667,9.96733333333,78.2743333333,58.8903333333,17.3463333333,9.949
640.87,9.21466666667,20.1023333333,17.963,13.1856666667,6.66766666667,10.0673333333,78.4283333333,59.077,17.3703333333,9.896
641.20,9.22033333333,20.2713333333,18.0863333333,13.2,6.75466666667,10.0706666667,78.513,59.0513333333,17.364,9.911
641.53,9.15566666667,20.285,18.104,13.2503333333,6.69633333333,10.043,78.5083333333,58.969,17.285,9.89033333333
641.87,9.11533333333,20.302,18.1316666667,13.3043333333,6.75266666667,10.038,78.638,58.975,17.3523333333,9.87833333333
642.20,9.153,20.4366666667,18.262,13.302,6.84833333333,10.0866666667,78.711,59.1076666667,17.404,9.90833333333
642.53,9.27266666667,20.4333333333,18.3333333333,13.3193333333,6.94633333333,10.1316666667,78.7923333333,59.1776666667,17.4216666667,9.98866666667
642.86,9.25166666667,20.2816666667,18.3483333333,13.308,6.895,10.041,78.9063333333,59.3346666667,17.3586666667,9.95933333333
643.19,9.21433333333,20.275,18.343,13.206,6.981,10.0266666667,79.0743333333,59.5036666667,17.4706666667,9.984
643.52,9.05533333333,20.3003333333,18.293,13.1213333333,6.962,9.93466666667,79.06,59.3563333333,17.3193333333,9.912
643.85,9.058,20.2533333333,18.3256666667,13.0743333333,6.96966666667,9.89966666667,79.2296666667,59.4156666667,17.3573333333,9.86833333333
644.18,9.25766666667,20.395,18.429,13.155,7.09833333333,9.962,79.5066666667,59.5796666667,17.4186666667,9.92466666667
644.51,9.266,20.3296666667,18.4486666667,13.2083333333,7.07833333333,9.85266666667,79.4386666667,59.4493333333,17.3703333333,9.93966666667
644.84,9.36866666667,20.277,18.4653333333,13.3053333333,7.14833333333,9.859,79.5343333333,59.5123333333,17.4276666667,10.0323333333
645.17,9.346,20.1836666667,18.3,13.1873333333,7.14366666667,9.71733333333,79.277,59.285,17.3396666667,9.95533333333
645.50,9.37766666667,20.202,18.1973333333,13.1863333333,7.071,9.71466666667,79.2866666667,59.346,17.306,10.0196666667
645.83,9.429,20.1603333333,18.2396666667,13.2693333333,7.04266666667,9.74633333333,79.5046666667,59.4756666667,17.2406666667,10.02
646.16,9.41733333333,20.1216666667,18.206,13.2783333333,6.97433333333,9.68233333333,79.398,59.419,17.1686666667,10.067
646.49,9.494,20.273,18.2386666667,13.393,6.982,9.80566666667,79.488,59.4196666667,17.219,10.129
646.82,9.542,20.2776666667,18.2856666667,13.5046666667,6.97933333333,9.87633333333,79.4463333333,59.3376666667,17.1263333333,10.1706666667
647.15,9.619,20.2436666667,18.3203333333,13.6606666667,6.96133333333,9.91366666667,79.4506666667,59.4426666667,17.1606666667,10.161
647.48,9.66866666667,20.2563333333,18.3443333333,13.681,7.01633333333,9.98,79.334,59.4003333333,17.1123333333,10.212
