wavelength,Back_SicLuom,Belly_SicLuom,Breast_SicLuom,Crissum_SicLuom,Crown_SicLuom,DorTail_SicLuom,Patch10_SicLuom,Rump_SicLuom,Throat_SicLuom,WingTip_SicLuom
333.54,9.912333333,17.6222,13.46833333,21.86173333,6.927533333,6.848066667,6.047466667,8.264733333,16.3976,6.961933333
333.91,9.782866667,17.53633333,13.32453333,21.74966667,6.7584,6.7288,5.880333333,8.165266667,16.2462,6.808633333
334.28,9.6703,17.47373333,13.23126667,21.68566667,6.602466667,6.552866667,5.726666667,8.0778,16.1908,6.7346
334.64,9.525466667,17.4528,13.1814,21.67773333,6.391866667,6.4438,5.654133333,7.997266667,16.135,6.714366667
335.01,9.644366667,17.66226667,13.40746667,21.82886667,6.5028,6.531266667,5.6874,8.186266667,16.3024,6.776433333
335.38,9.789866667,17.7928,13.5778,21.87973333,6.568333333,6.658266667,5.7618,8.251466667,16.385,6.894966667
335.74,9.840233333,17.89866667,13.66146667,22.01386667,6.558333333,6.7544,5.778533333,8.260733333,16.57546667,6.899366667
336.11,9.7176,17.972,13.6836,22.09266667,6.499066667,6.7024,5.777733333,8.178133333,16.63513333,6.836966667
336.47,9.5315,17.95173333,13.65193333,22.07706667,6.376666667,6.6068,5.664333333,8.0354,16.56513333,6.749833333
336.84,9.580366667,18.03046667,13.78346667,22.25333333,6.467933333,6.658666667,5.6624,8.1604,16.6314,6.824866667
337.21,9.560133333,18.05946667,13.80406667,22.28526667,6.464133333,6.718933333,5.576333333,8.1942,16.6216,6.8685
337.57,9.609066667,18.1988,13.86646667,22.46026667,6.5234,6.664,5.433266667,8.172,16.67866667,6.7664
337.94,9.761833333,18.38953333,14.10866667,22.57726667,6.687933333,6.8262,5.535,8.350333333,16.85366667,6.8941
338.31,9.8208,18.4344,14.13586667,22.5974,6.828933333,6.934133333,5.5912,8.3996,16.8756,6.976966667
338.67,9.907633333,18.51673333,14.16786667,22.669,6.910266667,6.9798,5.566066667,8.433,16.9482,6.925333333
339.04,9.908266667,18.61193333,14.21766667,22.7318,7.019466667,7.083333333,5.6498,8.496066667,17.02726667,6.9311
339.4,9.800266667,18.6312,14.12206667,22.75666667,6.9988,7.038933333,5.507,8.4672,17.03566667,6.828233333
339.77,9.812266667,18.62413333,14.1238,22.735,7.059933333,7.066466667,5.5188,8.4806,17.03433333,6.845266667
340.14,9.865866667,18.7184,14.1968,22.79353333,7.064666667,7.090133333,5.4702,8.560066667,17.02326667,6.8517
340.5,9.907366667,18.74646667,14.18546667,22.83173333,7.053066667,7.0908,5.4296,8.533133333,17.1004,6.815933333
340.87,9.923333333,18.7586,14.16766667,22.92613333,6.9776,7.018866667,5.394066667,8.4228,17.1214,6.680466667
341.23,10.03453333,18.8046,14.22333333,23.0356,7.098133333,7.0204,5.553666667,8.515466667,17.22186667,6.759133333
341.6,9.9903,18.75793333,14.1448,22.9502,7.0268,6.951466667,5.627733333,8.508533333,17.20313333,6.748733333
341.96,9.756033333,18.4978,13.78153333,22.85146667,6.7342,6.6184,5.311333333,8.221866667,16.87973333,6.466733333
342.33,9.627733333,18.42526667,13.72513333,22.85513333,6.570133333,6.398666667,5.148066667,8.093533333,16.8018,6.324766667
342.7,9.496766667,18.37106667,13.62466667,22.86013333,6.428133333,6.201533333,5.048066667,7.966933333,16.7254,6.203866667
343.06,9.4383,18.34153333,13.55666667,22.89033333,6.290933333,5.9804,4.946466667,7.8296,16.6876,6.070766667
343.43,9.500366667,18.36686667,13.59173333,22.96873333,6.2602,5.9246,4.991,7.781733333,16.70166667,5.9483
343.79,9.343233333,18.33126667,13.44473333,22.88993333,6.069,5.6366,4.814866667,7.5864,16.5534,5.670633333
344.16,9.2116,18.21606667,13.26806667,22.67113333,5.9186,5.462466667,4.7424,7.413733333,16.4696,5.487866667
344.52,9.296833333,18.30746667,13.3154,22.85473333,5.9146,5.429866667,4.7736,7.441,16.5648,5.4945
344.89,9.451,18.48933333,13.50826667,22.98526667,6.120466667,5.558733333,4.965266667,7.610333333,16.72606667,5.678333333
345.25,9.3523,18.50686667,13.44026667,22.95673333,6.070733333,5.454133333,4.805733333,7.532066667,16.67866667,5.598633333
345.62,9.288866667,18.53126667,13.4428,22.94926667,6.042733333,5.383066667,4.674733333,7.529933333,16.6878,5.542933333
345.99,9.397266667,18.78673333,13.68993333,23.08646667,6.1944,5.477066667,4.856133333,7.614133333,16.93613333,5.643533333
346.35,9.430066667,18.9772,13.83166667,23.29813333,6.1976,5.5344,4.909133333,7.635133333,17.12106667,5.6061
346.72,9.6161,19.1036,13.99553333,23.34046667,6.321333333,5.6744,5.040666667,7.7362,17.2468,5.660266667
347.08,9.8071,19.22426667,14.1982,23.4158,6.530733333,5.887733333,5.2282,7.930266667,17.36206667,5.861433333
347.45,9.833433333,19.36066667,14.2702,23.4512,6.534266667,5.927333333,5.309666667,8.055066667,17.39233333,5.967566667
347.81,10.02983333,19.5228,14.48186667,23.66893333,6.723,6.159133333,5.4498,8.309733333,17.55433333,6.2096
348.18,10.08596667,19.64713333,14.5986,23.87666667,6.8092,6.167866667,5.4296,8.393866667,17.63153333,6.240866667
348.54,9.950533333,19.58706667,14.57,23.6996,6.7912,6.110466667,5.3226,8.323933333,17.47326667,6.177633333
348.91,9.848833333,19.51606667,14.44573333,23.65446667,6.653666667,6.024,5.181733333,8.180866667,17.34773333,6.0479
349.27,9.896833333,19.6486,14.5676,23.7192,6.658133333,6.101333333,5.2582,8.2328,17.39626667,6.061933333
349.64,9.928966667,19.74566667,14.63173333,23.78426667,6.695666667,6.174266667,5.305666667,8.258333333,17.40653333,6.091433333
350,9.8613,19.74073333,14.57486667,23.7688,6.655933333,6.165266667,5.238666667,8.254533333,17.3752,6.059266667
350.37,10.00213333,19.842,14.6928,23.81413333,6.855333333,6.227533333,5.3728,8.417266667,17.44233333,6.206
350.73,9.9407,19.88666667,14.678,23.8524,6.8872,6.2416,5.334666667,8.448,17.45346667,6.231533333
351.1,9.8571,19.94766667,14.69866667,23.9056,6.775266667,6.180133333,5.2376,8.4108,17.48266667,6.1755
351.46,9.978133333,20.1404,14.93573333,24.1938,7.064866667,6.347266667,5.37,8.5498,17.72473333,6.343166667
351.83,10.05436667,20.2794,15.0436,24.34086667,7.175533333,6.3862,5.4914,8.628266667,17.87506667,6.352233333
352.19,10.11136667,20.29353333,15.15146667,24.43293333,7.257933333,6.430533333,5.501466667,8.670533333,18.00126667,6.416233333
352.55,10.18936667,20.4358,15.214,24.60126667,7.321866667,6.5236,5.585933333,8.819866667,18.1806,6.511633333
352.92,10.1421,20.46386667,15.23233333,24.55846667,7.3254,6.509333333,5.531933333,8.8602,18.2206,6.508866667
353.28,10.22203333,20.5692,15.30946667,24.72466667,7.410133333,6.538466667,5.538333333,8.8962,18.3046,6.5444
353.65,10.24116667,20.57726667,15.35046667,24.83553333,7.3886,6.491466667,5.553533333,8.905733333,18.32553333,6.5152
354.01,10.46303333,20.73133333,15.51373333,24.9586,7.546,6.550666667,5.716266667,9.0884,18.41653333,6.638466667
354.38,10.36556667,20.64953333,15.3922,24.83333333,7.366066667,6.476866667,5.559666667,8.974,18.32693333,6.523666667
354.74,10.31776667,20.69773333,15.3936,24.887,7.310533333,6.386733333,5.469666667,8.926333333,18.34333333,6.445533333
355.11,10.32183333,20.6742,15.35033333,24.87046667,7.304866667,6.3268,5.472533333,8.8786,18.33226667,6.401666667
355.47,10.30793333,20.66193333,15.32733333,24.86006667,7.2572,6.296333333,5.440533333,8.832866667,18.34626667,6.361066667
355.83,10.04386667,20.42413333,15.06906667,24.61693333,6.929266667,6.019933333,5.152,8.5532,18.08873333,6.093833333
356.2,9.947533333,20.3968,14.972,24.48353333,6.786533333,5.952,5.104466667,8.451266667,17.94793333,5.990066667
356.56,10.09696667,20.58473333,15.11806667,24.65186667,6.858933333,6.0256,5.1622,8.521733333,18.03906667,6.055966667
356.93,10.18163333,20.66706667,15.17373333,24.70666667,6.875533333,6.068666667,5.213533333,8.5306,18.0964,6.1195
357.29,10.20376667,20.71966667,15.2338,24.73626667,6.876266667,6.0892,5.264533333,8.597133333,18.15446667,6.151733333
357.66,10.2215,20.7974,15.308,24.72746667,6.9618,6.129066667,5.2996,8.6362,18.22613333,6.212433333
358.02,10.17123333,20.88073333,15.37226667,24.82053333,6.974066667,6.151066667,5.280066667,8.616133333,18.28153333,6.179933333
358.38,10.2914,21.08346667,15.5218,25.04726667,7.147266667,6.315466667,5.403266667,8.729,18.4288,6.297
358.75,10.39846667,21.15333333,15.6534,25.14046667,7.240933333,6.4236,5.544,8.846733333,18.50213333,6.4061
359.11,10.4029,21.19073333,15.6878,25.13013333,7.267333333,6.437866667,5.556866667,8.888466667,18.50973333,6.3755
359.48,10.4202,21.23086667,15.7312,25.1556,7.244133333,6.430066667,5.525266667,8.899533333,18.48593333,6.350066667
359.84,10.52276667,21.3798,15.9114,25.27453333,7.389333333,6.606066667,5.618,9.010866667,18.61166667,6.477466667
360.2,10.56373333,21.4806,15.9826,25.39226667,7.5016,6.687333333,5.676866667,9.0918,18.69566667,6.536133333
360.57,10.51516667,21.40406667,15.98266667,25.32966667,7.511333333,6.690933333,5.715666667,9.087266667,18.69673333,6.5523
360.93,10.5327,21.45506667,16.03793333,25.42193333,7.535133333,6.6854,5.7092,9.137133333,18.74106667,6.522066667
361.29,10.56066667,21.45413333,16.06333333,25.42706667,7.600733333,6.716866667,5.753733333,9.158466667,18.79153333,6.519866667
361.66,10.56983333,21.46906667,16.11413333,25.4292,7.6006,6.7422,5.747,9.169866667,18.7858,6.4935
362.02,10.59446667,21.46966667,16.12246667,25.3952,7.6056,6.787,5.759266667,9.224666667,18.78686667,6.490966667
362.39,10.5431,21.37473333,16.0744,25.33673333,7.589466667,6.722133333,5.732266667,9.189466667,18.7,6.458866667
362.75,10.46306667,21.30533333,15.9948,25.24486667,7.537133333,6.6224,5.618933333,9.086466667,18.61973333,6.357166667
363.11,10.40556667,21.32653333,16.00186667,25.2558,7.510666667,6.605466667,5.517266667,9.028333333,18.58466667,6.3317
363.48,10.29936667,21.20346667,15.8724,25.09133333,7.3946,6.511866667,5.411933333,8.921066667,18.45446667,6.267166667
363.84,10.24896667,21.09093333,15.78953333,25.04566667,7.336666667,6.377533333,5.342066667,8.8596,18.383,6.198533333
364.2,10.18403333,20.9692,15.72086667,24.95473333,7.237666667,6.258866667,5.305866667,8.755333333,18.29286667,6.130366667
364.57,10.1214,20.93346667,15.70073333,24.91913333,7.1576,6.165533333,5.207866667,8.680466667,18.22273333,6.0089
364.93,10.06396667,20.88393333,15.69393333,24.81146667,7.151266667,6.131733333,5.214333333,8.619666667,18.12106667,5.991166667
365.29,9.958966667,20.81013333,15.609,24.73213333,7.0728,6.032,5.101,8.516933333,18.05406667,5.927333333
365.66,9.955366667,20.80613333,15.52766667,24.75433333,7.033533333,5.963933333,5.062933333,8.489666667,18.0728,5.9247
366.02,9.856333333,20.71466667,15.4212,24.6748,6.949866667,5.871133333,4.957066667,8.378933333,18.0046,5.8896
366.38,9.7931,20.73073333,15.4092,24.59,6.832733333,5.815866667,4.8854,8.297866667,18.01593333,5.8296
366.75,9.7638,20.72213333,15.37966667,24.53626667,6.7882,5.816466667,4.880066667,8.2688,17.99633333,5.844966667
367.11,9.947433333,20.8468,15.4936,24.62766667,6.961266667,5.9896,5.098333333,8.460666667,18.17853333,6.0343
367.47,10.00173333,20.91613333,15.58306667,24.68753333,7.051266667,6.055933333,5.209,8.5418,18.24326667,6.084233333
367.84,10.0397,21.0042,15.6456,24.64973333,7.117066667,6.136133333,5.3326,8.632666667,18.27733333,6.134033333
368.2,10.079,21.09026667,15.70573333,24.6362,7.184133333,6.226466667,5.3168,8.718466667,18.33973333,6.148866667
368.56,10.0426,21.02606667,15.6498,24.52733333,7.18,6.224533333,5.314333333,8.707733333,18.2632,6.151766667
368.93,10.06953333,20.99813333,15.65986667,24.50826667,7.2134,6.278466667,5.3486,8.743666667,18.32633333,6.1847
369.29,10.08823333,21.0186,15.6456,24.4406,7.165066667,6.2884,5.3318,8.7422,18.2572,6.155466667
369.65,10.20516667,21.1082,15.77086667,24.52546667,7.303666667,6.414266667,5.4616,8.8408,18.3078,6.291866667
370.01,10.278,21.13133333,15.87966667,24.5552,7.398733333,6.477066667,5.541,8.88,18.36893333,6.3692
370.38,10.3445,21.1274,15.92873333,24.56646667,7.475733333,6.533333333,5.591466667,8.9432,18.3668,6.440866667
370.74,10.33923333,21.11293333,15.95426667,24.56186667,7.502533333,6.519266667,5.6,8.9952,18.3436,6.4271
371.1,10.12703333,20.9084,15.80086667,24.36573333,7.323933333,6.3364,5.449133333,8.8572,18.13906667,6.257233333
371.46,10.0362,20.81286667,15.72853333,24.29966667,7.2574,6.256,5.356866667,8.788666667,18.05546667,6.1859
371.83,10.03426667,20.8018,15.72433333,24.26126667,7.300333333,6.303933333,5.3492,8.791466667,18.03026667,6.2328
372.19,10.06656667,20.75733333,15.72986667,24.22766667,7.298933333,6.301666667,5.391,8.795866667,17.99486667,6.275433333
372.55,10.11376667,20.76393333,15.73946667,24.2474,7.319066667,6.317266667,5.3858,8.794533333,18.00973333,6.3183
372.92,10.0994,20.688,15.65366667,24.17133333,7.274666667,6.2754,5.3374,8.767733333,17.92466667,6.2725
373.28,10.10706667,20.62046667,15.63806667,24.10713333,7.282933333,6.2908,5.367133333,8.7634,17.88566667,6.315766667
373.64,9.964233333,20.45013333,15.46886667,23.867,7.130533333,6.1934,5.2516,8.603866667,17.72533333,6.131866667
374,9.876366667,20.29573333,15.29273333,23.68986667,7.0266,6.093466667,5.171133333,8.497133333,17.57406667,5.9915
374.37,9.8466,20.1922,15.20253333,23.57106667,7.006533333,6.045266667,5.147466667,8.4534,17.4842,5.886966667
374.73,9.8036,20.058,15.11273333,23.391,6.9386,5.980733333,5.098533333,8.376,17.38686667,5.8344
375.09,9.8235,19.95853333,15.0114,23.30666667,6.9196,5.976133333,5.053066667,8.295933333,17.31813333,5.810333333
375.45,9.9443,20.0162,15.03426667,23.2274,6.9966,6.0494,5.126666667,8.343066667,17.34406667,5.882933333
375.81,10.00143333,19.93613333,15.02226667,23.16546667,6.949133333,6.056066667,5.1204,8.324533333,17.31813333,5.893033333
376.18,9.990866667,19.85013333,14.96013333,23.0492,6.9588,6.078666667,5.112266667,8.294,17.2392,5.8878
376.54,9.946933333,19.76233333,14.879,22.89853333,6.9778,6.0894,5.135,8.2602,17.14933333,5.8668
376.9,9.915833333,19.69033333,14.83546667,22.83706667,6.957266667,6.071866667,5.120933333,8.245733333,17.05046667,5.842333333
377.26,9.8716,19.56086667,14.78873333,22.72166667,6.931466667,6.0562,5.113866667,8.217066667,16.94853333,5.775466667
377.63,9.903333333,19.50386667,14.8026,22.64433333,6.952533333,6.085066667,5.153933333,8.256666667,16.94206667,5.839366667
377.99,9.943233333,19.47206667,14.812,22.60933333,6.981466667,6.123333333,5.1898,8.300866667,16.9222,5.8831
378.35,9.8435,19.3128,14.7138,22.41486667,6.869466667,6.057666667,5.106933333,8.225933333,16.78726667,5.864433333
378.71,9.861166667,19.26386667,14.70533333,22.37566667,6.883266667,6.1234,5.129533333,8.2532,16.75353333,5.880266667
379.07,9.921166667,19.2368,14.75973333,22.31946667,6.929533333,6.191666667,5.212733333,8.315866667,16.75493333,5.9524
379.44,9.9388,19.14686667,14.73033333,22.29106667,6.964666667,6.243466667,5.270666667,8.356,16.7278,5.9973
379.8,9.878066667,19.0972,14.66673333,22.18226667,6.980733333,6.213466667,5.242466667,8.3386,16.6428,5.969533333
380.16,9.901266667,19.0624,14.65373333,22.09346667,6.968466667,6.191933333,5.2448,8.319133333,16.58726667,5.950733333
380.52,9.900633333,18.96573333,14.6292,22.012,6.903533333,6.1386,5.226933333,8.2822,16.53093333,5.932466667
380.88,9.928466667,18.9672,14.64873333,21.9628,6.934933333,6.1554,5.2554,8.3032,16.54946667,5.9772
381.24,9.870233333,18.86226667,14.5712,21.84486667,6.874866667,6.075333333,5.195666667,8.239133333,16.45593333,5.9335
381.61,9.833033333,18.8104,14.51786667,21.75826667,6.860266667,6.026533333,5.125533333,8.1874,16.34746667,5.887233333
381.97,9.749833333,18.71433333,14.43653333,21.59906667,6.808466667,5.975866667,5.0578,8.114266667,16.16946667,5.839433333
382.33,9.744333333,18.7046,14.43206667,21.53493333,6.818133333,5.965666667,5.064133333,8.089066667,16.11713333,5.826433333
382.69,9.7275,18.6896,14.3988,21.44766667,6.838533333,5.9302,5.068266667,8.042866667,16.06346667,5.840366667
383.05,9.7718,18.72426667,14.41666667,21.45593333,6.900666667,5.981866667,5.116,8.066733333,16.06993333,5.8841
383.41,9.701866667,18.63133333,14.3874,21.344,6.844666667,5.933466667,5.030133333,8.008666667,15.97346667,5.8082
383.77,9.7141,18.5884,14.36293333,21.30093333,6.821266667,5.947466667,5.048,7.983266667,15.96006667,5.783766667
384.14,9.625933333,18.46586667,14.26746667,21.2258,6.751466667,5.9002,4.991466667,7.930666667,15.87993333,5.703233333
384.5,9.673033333,18.47033333,14.2924,21.20533333,6.8206,5.9806,5.040133333,7.999533333,15.8944,5.715666667
384.86,9.649266667,18.41666667,14.25066667,21.14286667,6.794666667,5.949733333,5.037933333,7.951866667,15.84806667,5.700866667
385.22,9.748466667,18.4562,14.29993333,21.17826667,6.8588,6.042333333,5.082933333,7.9922,15.91613333,5.767166667
385.58,9.780833333,18.43593333,14.31006667,21.1616,6.853866667,6.074533333,5.127933333,7.984933333,15.929,5.798566667
385.94,9.836633333,18.4466,14.34413333,21.1528,6.872,6.118866667,5.169533333,7.999,15.97826667,5.845
386.3,9.936966667,18.45446667,14.3634,21.1758,6.955933333,6.1868,5.261466667,8.082,16.0406,5.932866667
386.66,10.00526667,18.46193333,14.3786,21.1824,7.005266667,6.261866667,5.319866667,8.1514,16.0818,5.999933333
387.03,9.9439,18.359,14.29126667,21.03726667,6.945733333,6.239466667,5.2804,8.100933333,15.988,5.964433333
387.39,9.971333333,18.3334,14.25006667,20.99466667,6.9658,6.2704,5.339133333,8.101133333,16.005,6.007466667
387.75,10.0931,18.39906667,14.3278,21.01346667,7.072866667,6.371133333,5.446466667,8.201333333,16.0624,6.139566667
388.11,10.12686667,18.40086667,14.36633333,20.9776,7.098,6.423733333,5.4912,8.239733333,16.08046667,6.210733333
388.47,10.07476667,18.3336,14.28853333,20.88046667,7.036933333,6.369133333,5.431133333,8.169733333,16.0094,6.201233333
388.83,10.03633333,18.24733333,14.2214,20.7642,7.004333333,6.358733333,5.391,8.133266667,15.93313333,6.155966667
389.19,9.985533333,18.19193333,14.15606667,20.66226667,6.981333333,6.319066667,5.381666667,8.113733333,15.85386667,6.113066667
389.55,9.971433333,18.08706667,14.06426667,20.52753333,6.974733333,6.3044,5.360866667,8.094266667,15.76946667,6.070766667
389.91,9.949066667,17.9784,14.01553333,20.467,6.961866667,6.288133333,5.3784,8.0812,15.69733333,6.041633333
390.27,9.850733333,17.8726,13.92873333,20.3288,6.900666667,6.251933333,5.316733333,8.007666667,15.5928,5.9597
390.63,9.841233333,17.78353333,13.91213333,20.24786667,6.884333333,6.263066667,5.318666667,7.9972,15.518,5.9651
391,9.853,17.7114,13.87946667,20.19453333,6.8834,6.2702,5.324,7.996,15.47353333,5.969233333
391.36,9.850633333,17.65233333,13.85446667,20.09106667,6.864333333,6.281466667,5.3132,7.986733333,15.40733333,5.988366667
391.72,9.703066667,17.457,13.70386667,19.907,6.7452,6.182533333,5.192733333,7.862666667,15.2294,5.8799
392.08,9.6874,17.38706667,13.62613333,19.80326667,6.7392,6.164,5.171866667,7.8278,15.15093333,5.8677
392.44,9.693633333,17.2742,13.58986667,19.6702,6.742866667,6.172533333,5.205133333,7.808266667,15.06813333,5.869833333
392.8,9.717333333,17.18533333,13.555,19.54433333,6.7538,6.1992,5.251333333,7.814466667,15.00633333,5.892666667
393.16,9.709266667,17.08453333,13.52526667,19.4048,6.765066667,6.2142,5.262466667,7.793,14.92673333,5.945966667
393.52,9.709333333,16.9966,13.5022,19.3288,6.783333333,6.2612,5.287466667,7.7954,14.85086667,5.9868
393.88,9.7596,16.93566667,13.47826667,19.21846667,6.8552,6.346733333,5.339933333,7.818133333,14.86293333,6.057133333
394.24,9.819266667,16.85053333,13.45906667,19.15166667,6.898333333,6.4382,5.395533333,7.854466667,14.8376,6.1395
394.6,9.855166667,16.8122,13.44386667,19.04886667,6.936866667,6.488866667,5.449066667,7.8452,14.80206667,6.1768
394.96,9.815766667,16.65033333,13.3568,18.87526667,6.9072,6.459,5.442666667,7.7974,14.67533333,6.154033333
395.32,9.775433333,16.48066667,13.2344,18.68446667,6.8766,6.447,5.4396,7.737333333,14.54493333,6.0993
395.68,9.840733333,16.406,13.23253333,18.60546667,6.958533333,6.517133333,5.528,7.775466667,14.52806667,6.1837
396.04,9.8877,16.2916,13.1926,18.48326667,6.9938,6.601,5.598666667,7.793133333,14.46953333,6.246066667
396.4,9.912033333,16.2058,13.13273333,18.38913333,7.0126,6.639333333,5.617666667,7.803466667,14.3984,6.2778
396.76,9.936433333,16.1076,13.06726667,18.29766667,7.042066667,6.6822,5.656133333,7.8052,14.35533333,6.339433333
397.12,9.982333333,16.01826667,13.01453333,18.21606667,7.058933333,6.7336,5.6976,7.8146,14.30593333,6.360766667
397.48,9.9335,15.8708,12.9166,18.04653333,7.0216,6.6828,5.681866667,7.750866667,14.214,6.3609
397.84,9.8835,15.7538,12.84146667,17.89133333,6.951866667,6.6496,5.678933333,7.7066,14.09906667,6.3541
398.2,9.8791,15.66166667,12.79833333,17.77473333,6.941466667,6.6322,5.7012,7.6868,14.01733333,6.3615
398.56,9.808233333,15.4752,12.66033333,17.636,6.862866667,6.563133333,5.633066667,7.621666667,13.8824,6.2921
398.92,9.829,15.44126667,12.64233333,17.552,6.890266667,6.5936,5.662533333,7.645066667,13.8542,6.323233333
399.28,9.8067,15.34513333,12.60193333,17.46086667,6.875666667,6.574133333,5.6486,7.6358,13.78226667,6.328533333
399.64,9.747566667,15.21666667,12.48666667,17.29493333,6.782466667,6.504333333,5.580866667,7.557133333,13.6704,6.246766667
400,9.686433333,15.08266667,12.39553333,17.1712,6.744066667,6.4594,5.560266667,7.508466667,13.5868,6.213333333
400.36,9.633366667,14.9586,12.34013333,17.06446667,6.7008,6.436733333,5.5418,7.464866667,13.52006667,6.203066667
400.72,9.623933333,14.85806667,12.29393333,16.9582,6.674466667,6.420066667,5.515533333,7.4282,13.456,6.198
401.08,9.532733333,14.704,12.1776,16.7922,6.602,6.363533333,5.447333333,7.3502,13.33413333,6.149
401.44,9.538533333,14.6278,12.15633333,16.71433333,6.591333333,6.3966,5.4662,7.363066667,13.303,6.150633333
401.8,9.520766667,14.5176,12.0766,16.59826667,6.5758,6.386733333,5.4112,7.304266667,13.2054,6.1074
402.16,9.4568,14.39873333,11.98486667,16.45346667,6.5158,6.3384,5.370133333,7.225666667,13.1236,6.041566667
402.52,9.465933333,14.327,11.9564,16.35846667,6.514333333,6.344333333,5.3842,7.2172,13.0788,6.051333333
402.88,9.4944,14.25606667,11.94166667,16.29846667,6.540333333,6.3766,5.417933333,7.208133333,13.0662,6.0899
403.24,9.5112,14.21673333,11.9094,16.25566667,6.54,6.374133333,5.428866667,7.188333333,13.0458,6.105133333
403.6,9.515433333,14.15193333,11.89093333,16.21133333,6.544133333,6.413666667,5.449533333,7.197333333,13.00973333,6.1185
403.95,9.511033333,14.13533333,11.8738,16.14386667,6.5286,6.410533333,5.4036,7.1504,12.97226667,6.103566667
404.31,9.459,14.0422,11.78213333,16.03633333,6.5086,6.3896,5.380866667,7.093466667,12.8806,6.063333333
404.67,9.418966667,13.96993333,11.73626667,15.9734,6.469666667,6.3844,5.366266667,7.060266667,12.79086667,6.036433333
405.03,9.404433333,13.92493333,11.72133333,15.94233333,6.465,6.398733333,5.3812,7.053066667,12.777,6.038633333
405.39,9.3574,13.8492,11.66293333,15.873,6.423,6.354533333,5.335866667,6.994333333,12.711,5.998166667
405.75,9.369266667,13.83186667,11.66226667,15.84453333,6.439733333,6.378733333,5.366066667,6.9996,12.70686667,6.043866667
406.11,9.415,13.83313333,11.6834,15.85646667,6.481,6.428933333,5.405266667,7.026733333,12.69326667,6.093266667
406.47,9.4143,13.78346667,11.66906667,15.81686667,6.4764,6.431666667,5.404466667,7.012,12.66833333,6.0908
406.83,9.367633333,13.74173333,11.62133333,15.76066667,6.432866667,6.406933333,5.364466667,6.966133333,12.62706667,6.0509
407.19,9.331533333,13.6958,11.6062,15.698,6.410266667,6.425733333,5.3368,6.939333333,12.57026667,6.033866667
407.55,9.323766667,13.66873333,11.58913333,15.65626667,6.4162,6.434466667,5.342333333,6.933,12.54326667,6.040533333
407.9,9.351766667,13.66106667,11.60566667,15.66466667,6.433533333,6.4594,5.3888,6.9732,12.55106667,6.064666667
408.26,9.406466667,13.69206667,11.64973333,15.67946667,6.460933333,6.4948,5.425133333,7.012,12.5992,6.1055
408.62,9.445533333,13.70886667,11.6744,15.6682,6.496666667,6.530266667,5.466133333,7.050533333,12.62726667,6.143133333
408.98,9.5141,13.77126667,11.71313333,15.6836,6.534733333,6.585266667,5.525533333,7.101866667,12.67493333,6.2085
409.34,9.558466667,13.803,11.7192,15.69706667,6.560333333,6.622066667,5.5514,7.145133333,12.70246667,6.254733333
409.7,9.523533333,13.7286,11.67086667,15.66206667,6.514133333,6.5832,5.5126,7.1196,12.66486667,6.200933333
410.06,9.4735,13.64233333,11.60553333,15.5814,6.449333333,6.525866667,5.447133333,7.070933333,12.60673333,6.144033333
410.42,9.447766667,13.62306667,11.574,15.53586667,6.433133333,6.5412,5.448533333,7.052,12.5596,6.146
410.77,9.4526,13.57073333,11.54213333,15.48586667,6.396466667,6.531133333,5.442,7.0318,12.49826667,6.147666667
411.13,9.4376,13.52226667,11.5216,15.4608,6.389733333,6.525533333,5.462466667,7.0208,12.49406667,6.1615
411.49,9.418133333,13.48893333,11.5114,15.4202,6.381533333,6.515533333,5.466466667,7.011333333,12.4824,6.161133333
411.85,9.431766667,13.44713333,11.49013333,15.3936,6.407533333,6.538733333,5.483,7.020666667,12.4654,6.2113
412.21,9.428633333,13.402,11.47346667,15.34833333,6.401333333,6.5412,5.481733333,7.033133333,12.41973333,6.214233333
412.57,9.409866667,13.34353333,11.43853333,15.2798,6.3836,6.513466667,5.468266667,7.009066667,12.3894,6.194233333
412.92,9.388366667,13.2508,11.36213333,15.18673333,6.367866667,6.489733333,5.462533333,6.985333333,12.29433333,6.160533333
413.28,9.370766667,13.1588,11.31146667,15.0848,6.356,6.4956,5.4652,6.948133333,12.20746667,6.153566667
413.64,9.3373,13.10873333,11.2614,14.99886667,6.330133333,6.4874,5.471733333,6.925666667,12.12926667,6.142766667
414,9.341233333,13.04686667,11.2346,14.93073333,6.347933333,6.532266667,5.5122,6.939933333,12.08473333,6.180866667
414.36,9.319033333,12.9578,11.17373333,14.85306667,6.347,6.534466667,5.504133333,6.9316,12.06506667,6.175166667
414.72,9.2979,12.88466667,11.139,14.76946667,6.3512,6.543733333,5.509933333,6.908,12.03013333,6.180633333
415.07,9.3017,12.79046667,11.07946667,14.65553333,6.3302,6.5308,5.5,6.892266667,11.9628,6.157533333
415.43,9.256066667,12.6496,10.965,14.4974,6.266066667,6.499933333,5.456933333,6.809066667,11.82613333,6.132633333
415.79,9.1969,12.51106667,10.87213333,14.35066667,6.223133333,6.475733333,5.442333333,6.7566,11.71766667,6.0926
416.15,9.176033333,12.40466667,10.7934,14.2322,6.193866667,6.4838,5.433933333,6.710866667,11.63313333,6.092233333
416.51,9.161733333,12.2976,10.69906667,14.101,6.181933333,6.516933333,5.4364,6.6802,11.5312,6.106966667
