wavelength,Back_TriMelf,Belly_TriMelf,Breast_TriMelf,Crissum_TriMelf,Crown_TriMelf,DorTail_TriMelf,Patch10_TriMelf,Rump_TriMelf,Throat_TriMelf,WingTip_TriMelf
190.19,82.3115777778,86.3600666666,93.4100666667,111.877366667,79.1572666667,70.6514,112.796866667,82.7586666667,65.3639333333,84.6741999999
190.57,93.6466666667,102.478666667,105.1282,131.239433333,94.1880666667,81.3673999999,129.145266667,96.0684666668,74.1024666666,100.940133333
190.95,105.808022222,113.6364,117.474933333,149.191866667,104.9496,90.7070666667,144.747533333,100.0,78.8888666666,108.787933333
191.33,106.903433333,113.661133333,125.464533333,158.087333333,104.152866667,95.6283999999,149.508133333,102.7322,80.8742666666,115.9562
191.71,99.8289888889,100.307733334,118.564066667,145.589666667,95.1794666667,90.4614666665,135.9998,95.3846666667,73.4359333332,109.435933333
192.09,76.6259555556,80.4878666667,95.0406666665,114.065033333,74.3902666667,70.2438666667,103.414666666,72.8454000001,58.3740666666,85.6098666667
192.47,77.5839666666,85.1938666667,91.9380666668,111.5116,77.2868,67.2092666667,101.240333333,73.4883333333,59.4574666667,87.5192666666
192.85,72.1359111111,80.4532,83.6245333334,98.4466333333,71.3269333333,64.1423333333,92.6213333333,67.9612000001,55.5989333333,79.8058
193.23,73.1989888888,79.4138666667,82.4907999999,99.3406666666,67.2526666667,58.9744,93.4064666666,67.1796000001,50.2564,79.4872000001
193.61,64.5994777777,69.0698,73.1783333334,86.3953333333,52.6357333333,45.969,86.124,52.4031333334,38.8370666667,70.3875333333
193.99,57.3227555556,59.1164666667,65.7028,73.8153333333,45.1404,40.6426,74.4578000001,46.5864,28.8354,61.1246
194.37,65.1642333333,70.4545999999,73.7878666667,82.9546000001,57.5001333333,54.3182,81.2120666667,56.9698000001,39.1666,72.0455333333
194.75,71.552811111,76.0643999999,75.1807999999,89.9196333334,62.1687333333,59.2772,86.1044,57.7508666666,42.4096666667,76.5462
195.13,71.1110333333,81.0851333333,74.5736,93.7984333333,65.7365333333,65.2712666667,85.5039999999,55.1163333333,45.814,70.5426666667
195.51,94.2734999999,102.307733333,97.0940000001,124.9572,86.7522666667,87.3503333333,108.461466667,78.2906666667,66.9232,94.53
195.89,86.1797999999,88.5393333333,85.3931333333,115.0186,77.4532,83.4456666667,93.1835333332,72.4343333333,60.8989333333,83.97
196.27,92.3256222222,92.9457333334,89.7674666666,123.294566667,87.1319333333,89.8449333333,97.1316,79.5348,66.2790666667,94.651
196.65,85.1738666666,91.7846000001,84.2424666666,115.185166667,86.734,93.1985333334,89.8316,75.3536000001,66.1279333333,94.6127333333
197.03,92.3962666666,105.461933333,91.8875333334,133.534033334,99.7590000001,106.104333333,97.5904000001,85.3012000001,72.8513999999,107.630466667
197.40,106.212933333,121.4084,99.6244,155.8685,111.5492,114.2722,107.042333333,95.5866000001,80.4693999999,128.7324
197.78,95.6118888889,111.476733333,87.1730666666,141.1392,102.869133333,98.6498666665,94.6835999999,88.0168666667,71.6456000001,120.0
198.16,88.4782666665,104.782533333,83.4783333333,131.521666667,96.6666666667,94.9274666665,90.0001333335,87.3189333333,67.8984666666,108.478266666
198.54,94.8190333333,105.318333333,82.9213333333,133.445733333,97.6030666667,98.8015333335,93.5580000001,95.7304666668,66.1421999999,114.8314
198.92,86.2531888889,98.4494666665,72.4031333334,122.286866667,94.2636000001,91.9380000001,85.4264,89.3798000001,57.2093333334,109.612533333
199.30,88.0330777777,107.8378,76.1260666667,130.9458,103.603466667,101.4416,93.6938000001,96.4865333335,61.0809333334,121.351333333
199.68,81.2222444444,99.9046666667,66.5713999999,125.142966667,94.6666666666,95.9047999999,80.2855999999,92.2858666667,51.4285333333,116.857266667
200.06,92.6332222223,103.105,74.7032666667,132.191833333,100.730466667,97.9910000001,89.5888666667,101.461133333,61.7353333333,119.086866667
200.44,94.2929777779,97.4242,77.2727333334,121.515266667,99.8484666668,97.9543333334,89.0151999999,100.9848,65.3032,113.106133333
200.82,88.7286444445,92.7564666665,75.1281333333,114.070566667,96.7947333334,95.705,85.8975333333,95.6410666666,67.6923999999,106.025666667
201.19,90.2267777777,94.2176666665,75.1700666667,116.122466667,96.0544,98.9115999999,86.0544,93.8096000001,66.8707333333,108.0272
201.57,98.5620333334,106.196,81.1764000001,123.451066667,109.2548,108.313733333,90.7451333334,103.294133333,69.9606666667,124.3136
201.95,105.398877778,120.854733333,91.7948,139.0172,123.418733333,115.8974,101.7094,107.6924,80.5126666667,135.384533333
202.33,109.200544445,119.349533333,93.3332666667,139.430866667,120.569133333,115.284666667,103.0894,106.9106,84.4716,133.0894
202.71,107.816444444,117.209266667,92.3254666666,134.457233333,115.658866667,106.046466667,101.395333333,100.930266667,80.8527333333,129.457466667
203.09,102.065166667,111.4478,91.9192000001,128.384,110.303066667,100.404066667,97.4409999999,93.8720666667,80.8082666666,118.788
203.47,91.0154222221,103.082333333,85.233,120.322533333,104.587933333,93.3333999999,87.0249999999,83.3692,73.5484000001,110.179333333
203.85,95.8888888889,117.166666667,90.4166666666,135.875,111.833333333,98.6666666667,94.0833333333,86.8333333333,79.2499999999,122.166666667
204.22,96.2626222223,119.9134,92.6406,140.519433333,111.1688,98.3548666669,97.3159333333,89.1774666669,78.8744666668,121.039066667
204.60,91.5089222222,111.7696,88.5595333333,131.604966667,108.148133333,95.4731999999,92.9216666667,89.5473333334,78.6008,112.263466667
204.98,94.5515777777,112.931666667,89.2370666666,136.706933333,105.863466667,95.9840666665,94.9398000002,93.4136666666,86.8272,110.0402
205.36,87.3562444443,105.134133333,84.9043333333,129.387066667,100.306533333,91.7239333331,87.8161333333,91.8007333334,84.1381333333,103.218466667
205.74,86.5955111111,115.555666667,90.5982666667,137.222266667,106.324866666,98.1198000001,95.0427333331,98.4616666665,88.8889333334,108.290666667
206.12,97.6167777778,132.077466667,102.512266667,156.763433334,122.222266667,118.8406,108.3092,116.6184,102.802066667,123.285066667
206.50,93.6157777777,138.757066667,99.7740666669,158.983066667,124.180866667,125.7626,111.299466667,124.406866667,104.519733333,124.971733333
206.87,101.217888889,156.1538,102.564266666,172.2436,133.3334,134.743666667,116.025666667,136.666533333,112.6924,134.2308
207.25,89.811388889,137.610066667,89.6856000001,153.3334,119.1194,122.641533333,95.4716,127.7988,103.270466667,118.1132
207.63,101.711111111,147.733333333,96.0000000001,162.2,132.8,133.466666667,101.866666667,136.533333333,113.733333333,124.8
208.01,143.047644444,208.571333333,135.619,230.190433333,178.857133333,176.761933333,138.285933333,188.190533333,151.809466667,176.571333333
208.39,167.5162,303.137333333,132.9412,338.627366667,257.255,243.529333333,149.411733333,248.235333333,174.509866667,255.294
208.77,104.736755555,228.0702,51.2282,230.701733333,149.4738,147.719066667,63.5088000002,157.543866667,88.7720666667,170.1754
209.14,112.173822222,194.782733333,44.6376666667,195.3622,123.768066667,137.6812,47.2464,147.246466667,74.4927333333,154.492733334
209.52,76.1111666666,149.762,13.5714,140.5953,79.7617999999,87.8571333334,12.6191333332,107.380933333,40.4762,94.0475333333
209.90,107.555555556,200.333333333,3.66666666668,185.0,100.333333333,97.6666666667,-15.3333333333,128.0,42.6666666665,124.333333333
210.28,198.282877778,340.606133333,-9.09093333326,313.939366667,143.0304,174.545466667,-44.8485333334,223.030333333,63.6363333332,226.060733333
210.66,1155.55555556,1933.33333333,50.0,1795.0,859.999999999,1063.33333333,-110.0,1220.0,343.333333335,1130.0
211.03,287.361111111,495.833333333,53.3333333333,440.833333333,180.833333333,260.833333333,-84.1666666666,335.833333333,93.3333333332,285.833333333
211.41,170.972222222,372.5,-55.8333333333,312.916666667,74.1666666668,163.333333333,-165.833333334,224.166666667,-17.5,162.5
211.79,149.494966667,214.8484,89.0909333332,190.303033333,114.8484,154.848466667,43.3332666667,179.697,83.9393999999,139.394133333
212.17,195.0506,242.7272,137.8788,245.000033333,173.333333333,224.545533333,92.4241999999,221.2122,128.787933333,194.5454
212.55,199.259233333,255.926,138.1482,261.4814,181.851933333,250.7408,81.8520000001,224.444466666,112.222266667,202.962933333
212.92,262.820533333,335.897466667,188.718066667,351.5383,224.615266667,355.8974,102.564133333,280.512866667,142.0512,278.9744
213.30,296.111066667,375.555666667,229.999933333,394.722233333,266.666533333,394.4444,139.444266667,321.666666667,155.000066667,295.000133333
213.68,269.572633333,363.076866667,235.384666667,388.4616,283.076866667,355.8974,156.923066667,310.769066667,157.435933333,306.153733333
214.06,266.868644444,389.090933333,264.848533333,426.363566667,309.696933333,373.3334,140.606066667,310.909133333,132.121066666,374.545466667
214.44,-375.925911111,-566.666666667,-373.333333333,-701.111066667,-493.333266667,-601.111133333,-239.999933333,-446.666733334,-142.222266666,-577.777866666
214.81,-978.518511112,-1348.8888,-1048.88893333,-1678.88893333,-1264.44453333,-1411.11106667,-815.555399999,-1184.44453333,-573.333266667,-1382.2222
215.19,447.111111111,677.333333334,538.666666666,924.666666667,617.333333333,692.0,392.0,556.000000001,230.666666666,722.666666666
215.57,-214.444444444,-543.333333333,-360.000000001,-794.166666668,-486.666666667,-440.0,-186.666666667,-411.666666667,-16.6666666668,-545.000000001
215.95,-62.4690777777,-201.481466667,-110.370333333,-284.814833333,-150.3704,-97.0370666664,-52.5926666666,-124.444266667,12.5926000001,-214.074066667
216.32,-66.6667444446,-117.948666667,-95.3846666667,-208.974433333,-121.025666667,-67.1794666665,-41.5385333334,-93.8462666668,-13.3332666668,-174.8718
216.70,-36.9444444446,-83.3333333333,-71.6666666667,-161.666666667,-80.4166666667,-57.4999999999,-31.6666666668,-52.9166666667,-19.1666666666,-154.583333333
217.08,-222.037177778,-302.2222,-284.444533333,-518.333233333,-308.889,-254.4446,-182.222066667,-261.111066667,-173.3334,-436.666666667
217.46,268.472222222,276.666666667,245.833333333,450.416666667,294.166666667,240.0,210.833333333,295.833333333,239.166666667,347.5
217.83,168.015922222,203.333333333,152.380866667,275.952533333,206.666733333,183.3334,149.5238,192.857,178.571333333,234.761866667
218.21,120.486111111,130.625,111.041666667,160.416666667,125.208333333,134.583333333,103.75,123.958333333,131.666666666,141.458333333
218.59,156.180555556,159.375,135.208333333,183.333333333,148.333333334,167.083333333,127.083333333,155.625,161.041666667,163.333333333
218.97,216.015333333,203.2184,183.908133333,230.459666667,193.563266666,217.4712,165.977,203.2184,218.3908,212.183933333
219.34,263.498011111,243.209933333,223.703733333,285.5555,246.172733333,262.469,202.469133334,246.666666667,259.752933333,249.8766
219.72,292.560422222,277.681266667,246.9564,314.0579,287.536333333,285.2174,238.550666667,279.4204,284.057933333,261.449133334
220.10,313.915344445,294.920533333,255.5556,336.190366667,315.5556,294.920666667,261.5874,301.587266667,273.650866667,262.222133333
220.47,342.111111111,334.666666667,285.666666667,360.0,346.0,335.0,281.333333333,333.0,276.0,297.666666667
220.85,338.011755556,350.175333334,300.701866667,369.298266667,355.789533333,349.824533333,276.491133333,340.350866667,265.964933333,302.4562
221.23,268.287133333,262.2222,231.6666,284.722266667,264.166666667,260.277733333,221.666733333,258.0556,195.277933333,241.666733333
221.61,499.222222222,518.666666667,391.333333334,539.333333333,518.666666667,489.333333333,416.0,478.0,316.0,476.666666666
221.98,-849.999999999,-920.0,-654.666666667,-947.333333333,-993.333333332,-879.999999999,-761.333333333,-817.333333333,-497.333333333,-849.333333334
222.36,-370.606011111,-421.2122,-277.575733333,-412.1211,-443.636333333,-398.788,-362.424266667,-366.0606,-181.8182,-379.394
222.74,1431.85181111,1677.77766667,1126.66673333,1580.00013333,1719.99993333,1662.22213333,1371.111,1493.33326667,802.222333334,1548.88893333
223.11,351.111111111,391.555666667,275.5556,350.444433333,394.2222,379.999866667,302.222266667,342.6668,227.111133333,390.666666667
223.49,162.793722222,180.190466667,126.4762,157.8095,176.0,180.190533333,133.904666667,152.381,136.000066667,183.619133333
223.87,149.722177778,174.5236,100.714333333,146.6666,171.190533333,171.190466667,114.047533333,135.714333333,131.428533333,173.095266667
224.24,162.222166667,189.032133333,109.892533333,167.204333333,175.484,186.881666667,133.118266667,156.559066667,153.763533333,187.096733333
224.62,140.065388889,165.882266667,95.6862000001,140.196066667,155.686333333,154.902066667,103.7254,138.2352,139.6078,156.078466667
225.00,182.361144444,202.5,109.722333333,172.2222,203.3334,184.999933333,103.055533333,181.3888,159.166533333,188.888866667
225.38,120.570588889,128.468333333,65.4054666667,112.522433333,123.783733333,115.315333333,51.1713333333,116.036133333,101.981933333,121.621733333
225.75,85.9829222221,87.0513333332,49.4873333333,82.8845999999,88.4615333333,84.2308666667,34.1026,82.9486666667,80.8973999999,86.7948000001
226.13,80.2998555555,81.0582,55.5556,80.8466666667,82.9629333333,78.6243333333,42.328,78.6241999999,80.6348666667,80.8465333334
226.51,72.3994222222,77.1981333335,50.9179333333,81.3525333333,73.4299333333,79.0337333333,44.3479333333,75.3623333333,79.4204,72.7536666667
226.88,82.0987888889,86.1375333332,62.1164,95.0793666667,82.5398,87.5132666667,52.0635333333,87.8308000001,86.1374666667,81.2698000001
227.26,74.3758222222,76.7078000001,61.1522,84.6090666667,72.8394,76.5430666667,50.7819333333,76.5431999999,75.7203333333,76.0492666667
227.64,53.8888111111,53.8889333333,45.1388666666,58.3680666667,51.9442666667,52.1528,34.6526,50.0000666667,53.4027333333,53.6806
228.01,47.0821333333,44.2898,41.7970666667,49.4781666667,44.1158666667,45.6232,30.145,42.6088,43.8260666667,45.4494
228.39,42.3905333333,39.1413333333,39.6464,46.4647,36.3638666667,41.9698,30.8082,38.3839333333,42.6262666667,44.9496
228.76,41.6269777778,38.5714666667,37.2380666667,47.8334666667,34.1428,42.5715333333,33.2382,40.0953333333,43.5715333333,43.5715333333
229.14,37.4515444444,36.2704,32.5873333333,45.1284,30.8626,37.8089333333,28.3918,36.9231333333,39.0676,41.8647333333
229.52,35.4909444445,34.2365333333,28.215,40.5591,28.9032,36.1720666667,24.6019333333,35.2258666667,36.344,38.9247333333
229.89,34.9731,33.2252,27.7477333333,37.2071666667,29.2971333333,33.4415333333,23.8198,33.2253333333,33.8378,37.8379333333
230.27,31.4099777778,29.3062,24.5344666667,32.0812333333,27.1404,30.8966666667,21.3536,29.374,30.2536666667,34.3484666667
230.65,30.0058222222,26.2032,21.7468666667,29.2692333333,24.8484,29.3406,20.3922666667,27.5578666667,31.0517333333,32.6916
231.02,33.3997333333,29.9638666667,24.2753333333,33.1885333333,29.6014666667,33.1884666667,24.6377333333,33.2608666667,35.5798,36.5216
231.40,37.0061333333,34.1481333333,25.4814,36.7038,33.148,36.1111333333,27.4075333333,36.1852666667,39.9259333333,41.2592666667
231.78,41.2275333333,38.3944,30.5060666667,39.5986,40.6282666667,40.8026,30.1920666667,38.3246,44.0837333333,43.3158666667
232.15,39.4807666666,36.4492666666,29.8551333333,34.2935333333,40.2535333333,38.6232,26.9564666667,34.0578666667,41.6668,42.5724
232.53,41.4450666667,40.2914,32.9326,34.6447,43.1329333333,42.5864666667,30.1276,34.9727333333,43.4972,44.9908
232.90,38.3899111111,37.6048,29.461,31.7164666667,41.9562,38.7225333333,28.2236666667,30.1797333333,41.2375333334,42.2754666667
233.28,36.9867333333,32.1212,26.0100666667,29.8232333333,42.6260666667,37.8281333334,26.4646,26.3637333333,40.3534,40.4545333333
233.66,37.4358888889,30.5129333333,23.3334,29.2564333333,41.0769333333,34.6154,26.3588666667,24.1538666667,36.0512,39.8974666667
234.03,37.2419444444,30.5437333333,24.8701333334,31.3239333333,40.9456,35.3664,26.4774666667,26.1940666667,33.0496666667,38.6761333333
234.41,36.5432777778,27.7314666667,24.9999333333,29.4443666666,40.324,36.6666,22.8702,23.6111333333,30.9258666667,39.1666666667
234.78,32.4536888889,24.9074,22.4075333334,27.3379,36.1112,36.4350666667,20.1851333333,23.1481333333,29.2130666667,36.3888
235.16,26.4162555556,21.2206,16.6196666667,24.2956333333,29.7183333333,29.7652666667,15.7277333333,19.0612,24.6478666666,30.0939333333
235.54,28.0164777778,23.4898666667,18.1207333333,28.0311666667,30.6936,30.425,19.4185333333,20.4922,24.7876,31.4094666666
235.91,25.1781777778,17.8616666667,15.4717333333,27.7149333333,25.4088,25.9956666667,17.1907333333,18.6582666667,23.0608666666,28.3018666667
236.29,21.6437333333,11.6896666667,13.1961333333,24.6575333333,20.0001333333,25.9361333333,13.105,14.8858666667,18.356,24.3835333333
236.66,21.5124777778,14.7097333333,15.785,23.9139666667,18.5806,26.5806666667,12.8171333333,15.3979333333,18.0646,22.6236
237.04,24.0252777778,20.1596666667,21.8762666666,29.1617666667,21.7964,30.6986666667,17.1256,20.9181333333,23.0738666667,26.1876
237.41,28.8888888889,25.5438,26.0701333333,32.1403666667,24.7718666667,34.2456666667,23.0177333333,25.2982666667,28.3158,30.3509333333
237.79,29.9892888889,28.5898,27.6602666667,32.4360333333,25.3845333333,33.8141333333,26.2499333333,27.4359333333,30.8333333333,30.8975333333
238.17,32.5464222222,31.2160666667,30.9585333333,33.5766,28.8984,34.5636666667,29.2416666667,28.3834,32.1888,31.9886666667
238.54,31.8871444444,30.291,30.6084666667,31.5210666667,27.5662,33.1482,28.4920666667,27.6453333333,30.9259333333,30.9260666667
238.92,29.5853666667,27.7114666667,28.9055333333,28.8681,24.4527333333,30.2986,25.2734666667,25.5224,29.8756,28.0596666667
239.29,29.9999444445,29.8258,30.1277333333,28.7456333333,25.3658666667,31.9628666667,26.0162666667,26.2717333333,30.0580666667,27.7352666667
239.67,30.6935111111,31.6562,29.7722,28.6749,25.5487333333,32.0702666667,25.6108,26.5423333333,30.3932666667,29.7517333333
240.04,30.0840888889,30.5406,28.7748,28.7207333333,25.1352,31.9098,25.0270666667,26.8108,29.0811333333,30.4504666667
240.42,27.6481222222,27.4761333333,25.2223333333,25.5556,22.6508,29.0476666667,22.3334,23.8888666667,26.5079333333,28.8095333333
240.79,24.3456444445,24.5333333334,21.4667333333,22.7186666666,20.3554666667,25.9408,18.7704666667,20.5778,22.4887333333,26.3406666667
241.17,21.3347444444,20.5011333333,17.5337333333,19.6611666667,16.6937333333,22.8726,15.42,17.5338,18.6315333333,23.1300666667
241.54,19.1812555556,18.2711333333,15.0,17.1454,14.3780666667,21.393,13.2463333333,15.4477333333,16.2686,20.8332666667
241.92,17.5417666667,16.3348666667,13.1871333333,15.0533666666,13.1196666667,21.0342,11.9392666667,14.7274,15.0309333333,20.2360666667
242.29,17.4697888889,16.2626,12.6362666667,14.5959,13.1515333333,21.0809333333,11.7978666667,14.8786666667,14.5556666667,20.7070666666
242.67,16.8842333333,15.2018666667,11.5682,13.4036666667,12.1689333333,19.6244666667,11.2864666667,14.1596666667,13.662,20.3662666667
243.05,17.4772888889,15.1004,11.9321333333,13.9490333333,12.9584666667,19.8214666667,12.307,15.0112,14.1900666667,20.7052
243.42,16.1634,13.8821333333,10.7394,12.3108333333,11.6599333333,18.3886,11.0138666667,13.5546666667,13.0944666667,19.4954
243.80,16.2201111111,13.7401333333,10.9548666667,12.0911333333,11.8479333333,19.0362666667,10.9284666667,13.9788,13.6074,19.2131333333
244.17,16.5627333333,14.0535333333,11.6116666667,12.3539333333,11.9805333333,19.4729333333,11.6732666667,14.6596666667,14.3082,19.4202666667
244.55,16.2196666667,13.8083333333,11.2576,12.0360666667,11.9261333333,19.4547333333,11.6358666667,14.4678,14.0457333333,19.2436
244.92,15.9775111111,12.8464666667,10.8188666667,11.8724,11.1643333333,19.0260666667,11.3146,13.9619333333,13.8910666667,19.5218666667
245.30,15.6844111111,12.603,10.7132,12.1219,10.5155333333,18.5309333333,10.9279333333,13.1185333334,12.8866,18.7543333333
245.67,12.9364666667,10.0000666667,8.73273333334,9.93943333332,8.03866666667,15.674,8.70859999999,10.46,10.113,16.0775333333
246.05,12.1153888889,9.55346666667,8.1136,9.40226666667,7.516,15.1836666667,8.30793333333,10.0142666667,9.49606666666,15.3348
246.42,10.1679,8.12273333333,6.8122,7.64493333333,5.74873333333,13.3332666667,6.62226666667,8.2558,7.9266,13.4537333333
246.79,9.76736666666,7.87513333333,6.5588,7.5236,5.4468,13.0892666667,6.37733333333,8.18713333333,7.7334,13.3332666667
247.17,9.13268888889,7.34686666667,6.11526666667,7.16383333333,5.00773333333,12.5812666667,5.935,7.67133333333,6.8058,13.0551333333
247.54,8.64147777778,6.61393333333,5.57646666667,6.3305,4.42366666667,12.0653333333,5.06233333333,6.82026666667,6.35933333333,12.4975333333
247.92,9.21424444444,7.0782,6.14993333333,6.68723333333,4.84246666667,12.3457333333,5.50973333333,7.06893333333,6.84486666667,13.0452
248.29,9.41986666667,7.5794,6.47406666667,6.7225,5.235,12.6488666667,5.72253333333,7.4318,7.02453333333,13.2170666667
248.67,9.47362222223,7.5226,6.41886666667,6.46616666667,5.2118,12.5810666667,5.81966666667,7.51339999999,7.0676,13.2118
249.04,10.3087333333,8.29813333333,7.0992,6.904,5.8674,13.6107333333,6.62913333333,8.30273333333,8.07693333333,13.8834
249.42,10.0682777778,7.68473333333,6.62066666667,6.41093333333,5.43873333333,13.0212,5.98106666667,7.60306666666,7.71560000001,13.4766
249.79,11.2001111111,8.59313333333,7.5654,7.45023333333,6.6554,13.8780666667,6.751,8.50873333333,8.46953333333,14.6644
250.17,12.0878888889,9.23420000001,8.4404,7.88216666667,7.7954,14.5734666667,7.48526666667,9.02933333334,9.24020000001,15.4107333333
250.54,12.8509111111,10.0205333333,8.89806666665,8.17926666667,8.63120000001,14.9486,7.96046666666,9.63026666666,9.96573333333,15.8248
250.92,13.2944777778,11.2809333333,9.80346666666,9.04653333333,9.62160000001,15.2694,8.68993333333,10.6332,10.6914666667,16.7758
251.29,11.9323444444,10.4402666667,8.8534,8.21556666667,8.7546,14.0396,7.62346666667,9.86333333333,9.4154,15.8008666667
251.66,10.7751888889,9.31026666665,7.74719999999,7.40223333333,7.84666666667,12.866,6.42126666667,8.94260000001,8.45966666667,15.0038
252.04,10.3627888889,8.72966666666,7.21266666667,7.1711,7.44773333333,12.0895333333,5.5972,8.3354,8.22153333333,14.4786666666
252.41,11.2314222222,9.67946666668,8.73666666666,8.593,8.80299999999,12.8104666667,6.33513333333,9.21553333333,9.05340000001,15.5212666667
252.79,12.4648111111,11.2216,10.6016666667,10.2809666666,10.3784,14.299,7.5964,10.9622,10.3494666667,16.8936666667
253.16,12.5069555555,11.6539333334,10.9953333333,10.4416,10.5826666667,14.658,7.98413333333,11.2992666667,10.8868,16.8366666667
253.54,11.7078444444,11.3046,9.87133333334,9.81626666666,9.37893333333,14.0242,7.5266,10.746,10.1212666667,16.1411333333
253.91,11.3556444444,10.7604,9.18586666667,9.31253333334,8.33333333333,13.6482,7.22733333333,10.2533333333,9.86939999999,15.8372
254.28,10.8256555555,10.1428666667,8.13553333333,8.32726666667,7.53973333333,13.3660666667,6.7564,9.78366666666,9.12280000001,15.5364
254.66,11.0454222222,10.4825333333,8.15793333333,7.99570000001,7.6316,13.8244,6.78946666667,9.70173333333,9.42113333333,16.0262666667
255.03,11.9632222222,11.2091333333,8.94720000001,8.91950000001,8.2758,14.6572666667,7.72406666667,10.547,10.1884666667,16.7908
255.41,12.2976777778,12.0729333333,9.73913333333,9.47316666665,9.02993333334,15.5686,8.62619999999,11.3144666667,11.1964666667,17.9024666667
255.78,11.9040333333,12.5386666667,8.97833333333,9.29303333333,8.90606666667,15.5108666667,8.4212,11.7440666667,11.1972,18.0805333333
