wavelength,Back_SicTacf,Belly_SicTacf,Breast_SicTacf,Crissum_SicTacf,Crown_SicTacf,DorTail_SicTacf,Patch10_SicTacf,Rump_SicTacf,Throat_SicTacf,WingTip_SicTacf
197.40,19.238,12.381,-2.28566666666,3.5713,35.0475333333,30.4361368421,17.3333333333,16.9524,0.66666666668,22.61895
197.78,-7.0,-7.77773333333,-27.5554666667,-26.9444333333,13.1111333333,6.80119649123,-2.33339999998,-7.99993333334,-23.8889333333,4.97223333333
198.16,-34.8718,-31.4529333333,-72.3078666666,-67.9486999999,-2.05140000001,-7.359368421,-23.7606666665,-31.1109999999,-50.5982000001,-2.4360833334
198.54,-124.4444,-125.833333333,-184.7222,-180.555466667,-76.9445333334,-81.0672877193,-100.555466667,-113.611,-138.055466666,-78.12495
198.92,-86.2745333333,-88.0390666667,-125.098133333,-124.117533333,-45.4902666666,-48.3281017544,-57.2549333333,-74.5098000001,-81.5686666667,-50.5390833334
199.30,-112.473133333,-130.7526,-159.784866667,-165.3763,-71.1828666666,-83.7237614034,-81.0753333333,-106.451533333,-103.2256,-88.9246000001
199.68,-152.098666667,-185.1852,-215.8024,-227.5308,-105.679,-115.67245614,-116.0494,-154.814933333,-145.185133333,-131.8517
200.06,-126.666666667,-161.875,-186.666666667,-194.479166667,-90.8333333332,-95.3508771929,-99.1666666667,-128.541666667,-122.708333333,-120.15625
200.44,-100.683733333,-133.846066667,-153.8462,-159.4017,-76.2392666666,-76.824091228,-84.6153333333,-103.760666667,-95.2136000001,-98.0341333333
200.82,-129.1428,-169.3334,-179.809466667,-196.857133333,-111.619066667,-103.177845614,-112.381,-137.523733333,-116.571466667,-138.761816667
201.19,-65.7517333333,-99.4770666667,-100.000133333,-118.039133333,-56.2092000001,-50.2511017543,-60.3922000001,-78.0392666667,-49.281,-76.3726666667
201.57,-39.6154666667,-75.2564,-73.3333333333,-84.8718333334,-31.9230666667,-24.9662736842,-34.3589333333,-50.7691999999,-27.1795333333,-57.5639833333
201.95,-25.1699333333,-66.6666,-54.6939333333,-67.2108666666,-18.3673333333,-3.18648421044,-23.2653333333,-35.7824000001,-7.07480000002,-50.54425
202.33,-36.8553333333,-77.3583333334,-56.2263333333,-73.3334999999,-28.4276,-19.8475754387,-33.5848666666,-41.8868666666,-15.22,-65.0314499999
202.71,-12.8128,-48.7503333333,-32.8126666667,-46.8231666666,-7.08326666665,1.77085263156,-14.2709333333,-17.0834,1.97906666666,-33.04715
203.09,-45.8729333334,-104.603133333,-81.1111333334,-97.6984333333,-40.9524,-23.299985965,-52.3809333333,-55.5556,-31.7461333333,-82.4206166667
203.47,-50.9399999999,-105.982933333,-86.3246666667,-97.6068666667,-41.8803333333,-17.8497052631,-51.4529333334,-59.4871333333,-38.4615999999,-81.5383999999
203.85,-42.8147999999,-79.4072666667,-69.3333333333,-77.9259666666,-33.6296,-8.43651578953,-32.4444,-44.5926,-28.0000666667,-68.8517833333
204.22,-93.7777999999,-145.333333333,-130.6666,-131.777666667,-71.3333333334,-38.3976491228,-75.9999999999,-92.4444666665,-63.3334000001,-129.666616667
204.60,-100.513,-163.589666667,-152.5642,-146.6666,-77.6924,-43.792214035,-92.8204666669,-108.717933333,-87.6922666667,-150.320583333
204.98,-153.684266667,-234.035066667,-248.771933333,-226.842133333,-134.386,-89.9354596492,-165.2632,-166.666733333,-151.579066667,-213.0702
205.36,911.999999999,1086.66666667,1264.0,1134.66666667,798.666666665,662.105263159,922.666666667,846.666666667,917.333333333,1096.66666667
205.74,1221.66666667,1378.33333333,1661.66666667,1480.0,1086.66666667,878.245614036,1231.66666667,1086.66666667,1128.33333334,1386.66666667
206.12,-1844.44446667,-1993.33346667,-2533.33326667,-2283.3333,-1582.22213333,-1436.14031228,-1933.33333333,-1697.77773333,-1808.88886667,-2000.5556
206.50,-611.666666667,-624.166666667,-900.0,-777.083333334,-488.333333333,-483.859649123,-680.833333334,-577.5,-624.166666667,-680.416666667
206.87,-358.974533333,-327.692466667,-521.538533333,-435.128133333,-268.205066667,-279.729919298,-414.359,-342.051133333,-369.230733333,-428.9744
207.25,-128.484866666,-102.626266667,-177.575733333,-151.7171,-82.8284666667,-94.2797052631,-145.858533333,-118.585866667,-123.6364,-151.616133333
207.63,-116.8518,-97.0369999999,-158.888866667,-136.481366667,-76.8517999999,-89.0741298246,-132.037,-102.037066667,-109.629733334,-133.518516667
208.01,-131.954066667,-125.517133333,-203.2184,-155.747133333,-92.6435333333,-117.096112281,-171.2644,-130.114933333,-131.034533333,-165.344983333
208.39,-61.6000000001,-54.9333333333,-99.4666666668,-70.3333333333,-33.8666666667,-54.4561403508,-84.6666666667,-60.9333333333,-63.4666666667,-81.9666666667
208.77,-78.0740666667,-62.3704000001,-107.259266667,-86.8148333334,-39.5555333333,-68.4444421052,-90.5184666665,-68.7406666667,-69.1853333333,-95.3332833333
209.14,-109.5496,-94.5944,-147.027066666,-116.9369,-59.6396666666,-95.6471719298,-114.774866667,-100.180266667,-101.801866667,-132.432533333
209.52,-62.4638666666,-51.884,-90.4347333331,-67.2463666667,-26.0869999999,-46.6666491227,-62.8985333333,-58.9854666667,-51.8841333333,-83.8405666666
209.90,-44.3537333334,-39.1837333333,-66.6666,-46.3945666667,-9.25166666665,-33.8919192982,-44.8979999999,-44.7618,-34.6937333333,-71.4625333333
210.28,-21.6352666666,-16.2264,-38.2389333333,-15.6603333333,2.26406666668,-14.1478315789,-18.9936666667,-21.0064,-11.3208,-48.7107166667
210.66,-9.6174666667,0.21846666666,-16.8306,-0.437299999992,4.59013333334,1.11021052639,-2.73213333332,-8.52473333332,0.109199999994,-30.1913666667
211.03,-19.8990666667,-10.202,-26.5656,-8.98983333333,-6.4646,-8.46349473683,-7.47473333332,-15.5554666667,-3.93926666667,-32.1717
211.41,-20.6248,-12.8124,-33.2290666667,-15.3124333333,-12.2916666667,-9.67642807018,-5.93739999999,-15.3122,-3.22900000001,-35.5728
211.79,-31.9752666667,-16.2962666667,-44.3210666666,-26.1728333333,-17.7777333333,-16.8551859649,-14.4444,-23.9506666667,-9.13573333333,-50.5555333334
212.17,-43.1446666667,-23.1447333333,-41.5094,-36.6037333333,-26.5406666667,-22.8269087719,-19.9999333333,-22.5157333333,-22.1382666667,-54.9057666667
212.55,-49.7101333333,-28.2608,-45.942,-47.5362666667,-41.0144666667,-26.048754386,-21.1592666667,-25.7971333333,-22.6086666667,-63.1523500001
212.92,-39.6,-21.6,-43.7333333333,-38.4666666667,-41.2,-16.7789473683,-16.5333333333,-22.9333333333,-14.5333333333,-50.7333333333
213.30,-15.8332,0.6252,-17.1872666667,-14.2185333333,-14.7914666667,1.57371578948,1.87520000001,-4.79139999999,8.43773333333,-18.4632
213.68,-14.6479333333,-4.1316,-19.1548666667,-13.8496333333,-11.2676666667,1.12172982456,-0.563466666668,-4.41326666668,7.13606666666,-14.2488833333
214.06,-21.4582666667,-8.54153333331,-32.0831333333,-26.3019333333,-22.0832,-3.94722807018,-10.2083333333,-13.3332,-1.66666666668,-18.7237166667
214.44,-33.0992666667,-24.7952666667,-44.0935333334,-43.0993666667,-29.5906,-7.19612280704,-19.0643333333,-24.3274666667,-10.2925333333,-27.63165
214.81,-32.3404,-32.9078,-50.0708666667,-53.5460666667,-26.6665333333,-2.0680526316,-16.1702666667,-27.9432,-3.1206,-29.5390333333
215.19,-48.0392666666,-48.6274666667,-69.4119333335,-77.7451333333,-46.6666666667,-4.1175824562,-29.9999999999,-43.7255333333,-12.1569333333,-48.1863666666
215.57,-22.2857333333,-30.0952,-42.4762,-52.0,-23.2380666666,14.2056105263,-16.0,-30.4761333333,11.2381333334,-30.2859
215.95,15.9562666667,7.43186666666,6.99453333333,2.45906666667,15.5190666667,36.7098,18.3606666667,8.96173333333,34.6448,9.94548333333
216.32,27.0370666667,21.8518666667,16.8519333333,17.2222333333,25.8334,44.4640035088,30.8333333333,18.8888,44.6296,21.4814166667
216.70,22.7192666667,15.3508,13.2457333333,10.4824666667,25.0877333333,37.9779719298,27.1930666667,10.7018666667,31.8422,15.9648333333
217.08,11.0502666667,1.36980000002,3.92699999999,-0.13706666666,15.2511333333,23.1578982456,15.1599333333,-0.913200000014,19.7261333333,1.98623333334
217.46,13.4246666667,2.55699999998,9.86300000001,3.05936666666,17.6254666667,22.7012701754,18.9041333333,5.47946666668,17.1692,0.82173333334
217.83,22.25,13.1666666667,19.25,11.625,25.0,27.9605263158,25.9166666667,16.6666666667,20.8333333333,6.87500000001
218.21,23.7036,15.6378666667,22.469,15.7613,28.1481333333,28.6030701754,31.1936,19.2592,23.3746,5.96716666669
218.59,35.2172,30.1449333333,31.9566,30.0362333333,38.4782666667,38.0282631579,43.4782,29.8550666667,37.0290666667,17.1197
218.97,34.6429333333,34.2261333333,32.0238,34.2558,36.7262,35.3477649123,43.0951333334,33.0952666667,35.4761333333,21.17565
219.34,35.3885333333,32.832,34.6366666667,36.9424,39.3984,34.2039403509,44.7619333333,33.4334666667,37.1429333333,25.0125166667
219.72,32.9825333333,31.5788,34.2857333333,35.9148,38.6966,31.6475754386,44.01,30.9774,34.1354,24.7744666667
220.10,23.1191333333,24.5870666667,21.8348,23.3945333333,27.8288,20.630922807,36.208,19.3883333333,25.1377333333,12.1253666667
220.47,10.9616,13.3974666667,9.74373333335,10.0000333333,16.9231333333,8.08362105263,22.1795333333,7.1154,16.3462,-0.352516666666
220.85,10.1618,14.5630666667,7.70219999998,7.47566666668,15.4045333333,5.51853684211,16.7636666667,6.79613333333,17.411,-0.98696666666
221.23,8.28826666665,15.9159333333,8.46853333333,7.29723333332,15.015,7.43466666666,16.5166,7.6276,16.4564,-0.2252
221.61,3.03026666667,12.3636,3.81806666666,2.36376666666,8.12133333335,5.85339649123,10.1211333333,4.72733333333,14.7878666666,-1.45465
221.98,-5.94759999999,5.22866666668,-2.41826666667,-4.05226666665,-1.83006666667,-3.61534385964,2.67973333333,-4.18300000001,9.99993333333,-9.01968333333
222.36,-7.62819999999,5.06426666667,-3.07700000001,-6.08966666666,-5.0642,-7.95222807019,-0.961666666666,-5.57686666666,7.88466666667,-12.7884833333
222.74,-20.7886666667,-7.24000000001,-17.2042666667,-22.1148333333,-19.9999333333,-24.1501578948,-17.9212,-18.3512,-8.1722,-28.3692166667
223.11,-50.3704,-37.2222666667,-44.5370666667,-53.9814666667,-46.8518,-55.9601298246,-50.7407333333,-46.4815333333,-40.6480666667,-58.4723166667
223.49,-72.5785999999,-53.7108,-72.327,-83.7735333333,-76.8553333333,-81.5028385965,-82.2639999999,-70.0628666667,-68.176,-83.7736166667
223.87,-70.6917333332,-48.6792,-68.9307333333,-85.2201333333,-81.5093333333,-76.2397017545,-76.3522,-61.0062666667,-69.3081333333,-84.1195166666
224.24,-36.4318666667,-19.4366,-27.1362,-46.6667,-44.3192666667,-39.3674140351,-36.1502,-28.5446,-33.1456666667,-44.1783333333
224.62,-29.2982,-13.8596,-20.2632666667,-37.8509,-37.8947333333,-29.8613894737,-24.6490666667,-22.6316,-28.0702,-34.5613166667
225.00,-17.2443333333,-3.82233333333,-9.8666,-26.0889666667,-28.1778,-18.5871789474,-10.8443333333,-11.0222,-19.5555333333,-19.5779166667
225.38,-3.65293333332,10.0457333333,1.2786,-13.4248,-13.4246,-7.55097192984,2.00913333334,3.74419999999,-9.40660000001,-3.67579999999
225.75,-1.73166666667,16.5368,2.85719999999,-10.2598333333,-6.6666,-7.41406666666,5.54119999999,2.251,-7.27266666667,-1.57996666665
226.13,-8.01679999999,7.5106,-6.07600000001,-21.6876666667,-11.7300666667,-13.897354386,0.843933333326,-9.11393333333,-15.6960666667,-5.73825000001
226.51,-11.5,3.16666666667,-7.33333333333,-25.7083333333,-13.25,-13.9649122807,-5.9999116786e-12,-11.0,-16.8333333333,1.22916666667
226.88,-8.41259999999,8.41280000001,0.317466666673,-20.8731333333,-9.92073333334,-10.6599298246,3.41273333333,-8.80946666666,-12.9365333333,10.0395833333
227.26,8.87060000001,22.2038666667,12.6170666667,-0.165366666666,7.7686,8.02663508772,15.3718666667,4.13233333333,8.65006666668,20.4407333333
227.64,9.93286666665,20.2238,11.9911333333,2.41620000001,11.2752,8.94622807015,16.0179333333,6.84566666666,9.9776,18.71365
228.01,5.94933333333,14.979,6.75113333334,0.421833333326,7.25746666666,5.02342105262,9.3248,0.08446666668,5.65413333333,12.8058833333
228.39,6.13333333333,14.3618666667,5.52373333333,2.87610000001,9.10473333332,6.08525263157,7.4666,2.2476,5.21906666666,14.75235
228.76,6.77306666667,15.6737333333,8.01420000001,4.00710000001,11.1702666667,7.56617894738,7.80133333333,3.33346666666,6.17033333334,15.4697833333
229.14,3.85253333333,13.5678666667,7.53753333334,4.08706666667,9.54766666667,6.24866666666,6.43220000001,3.08206666667,5.42706666667,12.7721333333
229.52,3.57726666667,12.1302,6.60153333334,4.84559999999,7.70733333332,5.90336842105,6.04866666667,1.78873333333,6.24386666666,12.0163
229.89,6.17733333334,12.8439333333,9.02146666667,6.95723333333,8.65446666665,8.31805614036,8.25700000001,4.80133333333,9.44953333335,13.2644666667
230.27,9.31619999999,16.4101333333,12.7635333333,11.8946666667,12.1937333333,11.1516350877,10.5983333333,9.48713333333,11.9375333333,15.7051833333
230.65,10.6024666667,16.6533333333,13.0923333334,13.9758666667,12.9584666667,11.8523578947,10.9772666667,9.37086666666,11.5930666667,14.5782666667
231.02,10.9612666667,15.9801333333,11.7604,14.2696333333,12.4344666667,11.5747859649,10.9114,9.73793333333,11.8352,13.1150333333
231.40,5.59133333333,11.1828666667,7.68820000001,8.83053333333,6.72046666667,7.40659298246,6.801,6.12886666667,7.71506666665,7.93675
231.78,5.26866666667,11.9354,9.48933333335,8.75003333333,6.37093333333,7.87487368421,7.44626666667,5.51080000001,8.49459999999,7.99723333333
232.15,8.69686666667,14.7875333333,13.1138666667,11.2895,10.0137333333,11.1499578948,10.7270666667,9.43759999999,12.1536,13.0247166667
232.53,8.33333333333,12.1469333333,11.2146,8.53099999999,7.03386666667,8.3052385965,9.46320000001,7.74006666665,10.5083333333,9.01831666666
232.90,12.8552666667,14.1490666667,13.6428,11.6456333333,9.31086666665,9.75808070177,12.1238,11.7018666667,12.9957333333,11.01965
233.28,16.8318666666,15.8126666667,17.2176666667,13.8841666667,11.2120666667,12.1980210526,15.3444,13.3058,16.1707333333,12.9682833333
233.66,20.7349333333,18.8976666667,21.4960666667,15.6824666667,14.6718,15.6941859649,18.6613333333,16.8242,18.4777333333,15.7546833333
234.03,20.3174,17.963,21.3756666667,14.9205666667,14.8148,15.4649649123,18.201,16.7724666667,18.1481333333,15.1190833333
234.41,17.3889333333,15.0832666667,18.1668,11.0694333333,10.4444,13.6826561404,15.9721333333,14.2500666667,16.6944,13.60425
234.78,15.2574666667,12.9269333333,16.8564666667,8.59073333333,8.83473333333,13.197845614,15.1762,14.1464,16.2602666667,12.64915
235.16,11.5076,9.68193333332,14.3844666667,5.11766666667,6.91573333333,10.634077193,13.4439333333,11.7567333333,13.7483333333,10.0968333333
235.54,15.4454,12.8754,16.9719333333,8.7149,10.9669333333,13.2676982456,16.2085333333,14.3001333333,16.3102666667,13.21235
235.91,12.869,9.80880000001,12.7049333333,5.92890000001,7.67773333335,10.1856245614,12.978,11.1476666667,12.9508,9.65861666667
236.29,6.94919999999,4.15253333333,6.77973333333,1.27116666667,2.14706666667,5.12915438596,8.22033333333,5.62146666667,7.14693333334,3.89126666667
236.66,7.173,5.73833333334,7.22926666667,3.5583,3.45993333333,7.52231578947,9.28266666666,5.14766666667,9.11393333333,5.47108333334
237.04,3.83333333334,3.91666666666,3.55553333333,2.23603333333,1.47226666666,6.32314035088,8.08333333333,1.75,8.13900000001,4.00696666667
237.41,-1.64546666667,6.66666740002e-05,-2.43960000001,-2.49653333333,-2.80853333333,1.17805614035,4.19853333333,-2.468,3.40426666667,-0.092283333332
237.79,-9.31033333333,-6.72413333335,-10.4022666667,-8.79306666667,-10.6034,-6.92833333335,-2.29886666667,-10.8621333333,-2.95973333334,-8.25443333333
238.17,-10.8815333333,-7.57586666667,-12.5619333333,-10.6887,-13.0302666667,-9.0154140351,-3.41593333333,-12.8375333333,-5.72993333333,-9.75200000001
238.54,-7.36593333335,-4.11973333333,-9.38820000001,-8.5393,-9.98753333333,-6.64564912281,-1.34833333334,-10.1372666667,-3.59533333333,-8.10231666667
238.92,-6.73626666668,-2.66199999999,-8.93519999999,-7.07183333333,-8.24080000001,-5.71889473684,-1.227,-9.49073333334,-3.61113333333,-7.17008333334
239.29,-0.940666666668,1.73813333334,-4.3762,-1.59506666667,-3.61973333333,0.52307368421,1.1862,-5.15346666667,0.102266666661,-1.35998333333
239.67,-1.62506666667,1.5882,-3.361,-1.2465,-3.52713333333,0.912638596489,0.277,-4.0628,-0.775666666666,-0.424666666666
240.04,0.965933333333,3.19873333333,0.142533333334,1.17173333333,-1.04513333333,2.98294736842,2.21686666667,-0.554133333334,1.56766666667,3.08001666667
240.42,2.53333333333,4.64,1.24,2.89333333333,0.306666666666,4.03859649123,2.82666666667,1.65333333333,3.20000000001,4.43666666667
240.79,2.87833333333,5.01706666667,2.09333333333,2.98636666667,0.603066666667,4.07811929825,2.6052,2.73033333333,3.06033333333,5.02556666667
241.17,1.65413333333,3.90313333333,1.18006666667,1.9719,-0.252133333332,2.81122807018,0.897533333333,1.8054,1.654,3.82261666667
241.54,2.2398,4.54106666667,1.73046666667,2.60856666667,0.667466666667,3.31782105263,0.887066666667,1.89713333333,1.9322,4.42021666667
241.92,3.67706666667,5.94033333333,3.20586666667,4.2448,2.53373333333,5.46523859649,2.024,3.6538,3.3682,6.2861
242.29,3.46433333333,6.036,2.99673333333,4.6935,2.42993333333,5.58130877193,1.88453333333,3.71233333333,3.1384,6.41175
242.67,3.77066666667,5.96153333333,3.33666666667,5.34773333333,2.57726666667,5.91646315789,1.87866666667,4.10313333333,3.44526666667,6.44461666667
243.05,4.78526666667,6.6732,4.1494,5.7948,2.9826,6.49180350877,2.3532,5.03453333333,4.3984,6.9369
243.42,4.5636,6.494,4.078,5.57693333333,2.91473333333,6.11470526316,2.5312,5.465,4.41046666667,6.66518333333
243.80,3.92606666667,5.76166666667,3.02113333333,4.92353333333,1.78446666667,5.16524912281,1.91826666667,4.4424,3.88786666667,5.68023333333
244.17,3.92013333334,5.7302,2.70293333333,4.80326666667,1.57313333333,5.27725614035,1.8788,4.13873333333,3.90133333333,5.19193333333
244.55,4.47093333333,6.17733333333,3.15626666667,5.17133333333,1.8592,5.79580701754,2.4096,4.0428,4.28146666667,5.26143333333
244.92,4.4784,5.98926666667,3.2014,5.2728,1.80446666667,5.78821403509,2.452,3.95073333333,4.35846666667,5.28911666667
245.30,5.47053333333,6.6886,4.3622,6.26063333333,2.72153333333,6.86791578947,3.5116,5.03693333333,5.2674,6.48983333334
245.67,5.61426666667,6.81766666667,4.85406666667,6.60366666667,2.87526666667,7.36790175439,3.95266666666,5.61933333333,5.91146666667,7.0758
246.05,5.3814,6.4962,4.8238,6.41096666667,2.58466666667,6.97636140351,3.9944,5.4688,5.74073333333,6.919
246.42,5.5486,6.45573333333,5.1182,6.47473333333,2.79326666667,7.20250175439,4.05053333333,5.3924,6.03806666667,7.12663333333
246.79,5.7356,6.7474,5.2586,6.7879,3.1698,7.40400350877,4.36226666667,5.45106666667,6.29746666667,7.50533333333
247.17,5.21326666667,6.20973333333,4.66626666667,6.52813333333,2.7884,6.77204210526,3.89633333333,4.7814,5.69153333333,7.35116666667
247.54,5.05586666667,6.2168,4.57833333333,6.47103333333,2.78206666667,6.57437192983,3.70946666666,4.51313333333,5.56753333333,7.3253
247.92,5.1972,6.2868,4.7876,6.56006666667,3.00846666667,6.74380701755,3.80806666667,4.71766666667,5.51726666667,7.62461666667
248.29,5.17133333333,6.36026666667,4.8122,6.60253333333,3.05333333333,6.79381754386,3.72866666667,4.865,5.45466666667,7.71081666667
248.67,5.31633333333,6.63713333333,5.0502,6.89666666667,3.35793333333,6.90484210526,3.90986666667,5.34246666667,5.80586666667,8.06901666667
249.04,5.52793333333,7.05733333333,5.2334,7.3635,3.69733333333,7.21479649123,4.14766666667,5.5808,6.06426666667,8.36376666667
