wavelength,Back_IriAnam,Belly_IriAnam,Breast_IriAnam,Crissum_IriAnam,Crown_IriAnam,DorTail_IriAnam,Patch10_IriAnam,Rump_IriAnam,Throat_IriAnam,WingTip_IriAnam
533.49,11.6787333333,27.6263333333,18.8861333333,11.0078,8.02993333333,8.34706666667,4.1054,11.4277333333,40.5504,8.06266666667
533.84,11.6787333333,27.6708666667,18.8980666667,11.0506,8.02973333333,8.35813333333,4.11286666667,11.4466,40.7153333333,8.06686666666
534.18,11.6687333333,27.7168666667,18.902,11.0869333333,8.0204,8.35546666667,4.11126666667,11.4544666667,40.8836,8.06440000001
534.52,11.6647333333,27.7759333333,18.9291333333,11.1365333333,8.02693333333,8.3748,4.11633333333,11.4720666667,41.0468666667,8.07713333333
534.87,11.6682,27.8151333333,18.9507333333,11.182,8.0286,8.3924,4.13246666667,11.4935333333,41.1979333333,8.09006666666
535.21,11.6802,27.8746666667,18.9893333334,11.2500666667,8.0414,8.42613333333,4.1624,11.5332666667,41.3524666667,8.11939999999
535.56,11.6873333333,27.9232,18.9975333333,11.2974666667,8.04726666667,8.43813333333,4.16073333334,11.5431333333,41.5074,8.12566666667
535.90,11.6664,27.9486,18.9762,11.3281333333,8.02226666667,8.42546666667,4.1428,11.5426,41.6112,8.11033333334
536.25,11.6895333334,28.008,19.0046666667,11.3990666667,8.04973333334,8.468,4.17966666667,11.5812,41.7804666666,8.13619999999
536.59,11.7075333333,28.0800666667,19.0391333333,11.4550666667,8.06386666667,8.49053333333,4.1938,11.6070666667,41.9498,8.1592
536.93,11.7104,28.1267333333,19.0394,11.5007333333,8.04886666667,8.49266666667,4.19413333333,11.6127333333,42.0824666667,8.15746666666
537.28,11.7093333333,28.1944666667,19.0686666667,11.5552,8.05646666667,8.50613333333,4.20686666667,11.6396,42.2616666667,8.18473333334
537.62,11.7052,28.2416666667,19.0759333333,11.6053333333,8.06286666667,8.5158,4.21533333333,11.6473333333,42.3936,8.19646666667
537.97,11.7126,28.3037333333,19.1036666667,11.6671333333,8.08066666667,8.53266666667,4.22746666667,11.6700666667,42.5477333333,8.22206666666
538.31,11.7194666667,28.3724,19.1158,11.7248,8.08673333333,8.5434,4.24413333333,11.693,42.7324,8.24486666667
538.65,11.6715333333,28.4141333333,19.1042,11.7603333333,8.06,8.52846666667,4.22606666667,11.6816666667,42.8939333334,8.23680000001
539.00,11.6368666666,28.4646,19.0950666667,11.804,8.04533333333,8.5124,4.2066,11.6780666667,43.0905333333,8.23733333333
539.34,11.5972666667,28.5328,19.1018,11.841,8.01453333333,8.50313333334,4.18346666667,11.6695333333,43.2972666667,8.22126666667
539.69,11.5839333333,28.625,19.1336666666,11.9007333333,8.02233333333,8.52033333333,4.1926,11.6830666667,43.5332666667,8.24186666667
540.03,11.5394,28.6602,19.1182,11.9218666667,7.98273333333,8.50246666667,4.1698,11.6709333333,43.6818,8.22619999999
540.37,11.5160666667,28.6954,19.1226,11.9530666667,7.97173333334,8.50313333333,4.1658,11.6660666667,43.8271333333,8.21993333333
540.72,11.4956666667,28.7465333333,19.1404666667,11.9914,7.9614,8.50433333333,4.166,11.6602666667,43.9679333333,8.22673333334
541.06,11.4736,28.771,19.1362,12.0152,7.949,8.50073333333,4.1546,11.6519333333,44.0762666667,8.21966666667
541.40,11.4648666667,28.8001333333,19.1432,12.0390666667,7.9376,8.50133333333,4.1522,11.6566666667,44.1926,8.21946666666
541.75,11.4446666666,28.8286,19.1383333333,12.0553333333,7.9192,8.50586666667,4.15086666667,11.6501333333,44.2515333333,8.22086666667
542.09,11.4349333333,28.8739333333,19.1512,12.0926,7.9116,8.5114,4.1492,11.656,44.3563333333,8.22606666666
542.43,11.4489333333,28.9381333333,19.1654,12.1422,7.91766666667,8.5218,4.157,11.6728666667,44.4698666667,8.23700000001
542.78,11.4536,28.9937333333,19.1804666667,12.1815333333,7.92353333333,8.53233333334,4.16633333333,11.684,44.5693333333,8.24466666667
543.12,11.4452666667,29.0231333334,19.1808,12.2162,7.92853333333,8.53773333333,4.17653333333,11.6897333333,44.6408,8.2514
543.46,11.426,29.0233333333,19.1606,12.2412,7.91213333333,8.5256,4.16773333333,11.6748666667,44.6762666667,8.24946666667
543.81,11.4256666667,29.0854,19.1728,12.2774,7.90806666667,8.53206666667,4.18406666667,11.6833333333,44.7726666666,8.25593333334
544.15,11.4119333333,29.136,19.1636666667,12.3191333333,7.8954,8.5268,4.17633333333,11.6822666667,44.8510666667,8.26400000001
544.49,11.399,29.1809333334,19.1598666666,12.3571333333,7.89573333333,8.52513333333,4.17086666667,11.6908,44.9520666666,8.27259999999
544.84,11.3876,29.2584666667,19.1668,12.4106,7.89246666667,8.53473333333,4.18306666667,11.7027333333,45.0600666667,8.27793333333
545.18,11.3752,29.3243333333,19.1848666667,12.4661333333,7.89733333333,8.55106666667,4.19173333333,11.7218,45.1579333333,8.29226666666
545.52,11.3671333333,29.3874666667,19.1988666667,12.5214,7.90326666667,8.55126666667,4.18386666667,11.7446666666,45.3474666666,8.29933333333
545.87,11.3402,29.4228666667,19.192,12.5564,7.88293333333,8.53946666666,4.16986666667,11.7374,45.4331333333,8.28726666666
546.21,11.3022,29.4471333333,19.1815333333,12.5905333333,7.86886666666,8.53313333333,4.15713333333,11.7264666667,45.5196666667,8.28139999999
546.55,11.2764666667,29.4811333333,19.1661333333,12.6321333333,7.85053333333,8.52126666667,4.15046666667,11.7214666667,45.627,8.27899999999
546.90,11.2636,29.5354,19.1767333333,12.6888666667,7.8424,8.53319999999,4.14913333334,11.7396666667,45.7555333333,8.29433333333
547.24,11.2826666667,29.6329333333,19.2237333333,12.7610666667,7.8576,8.55553333333,4.1668,11.7721333333,45.9326666667,8.31226666666
547.58,11.2808,29.6706,19.241,12.8372,7.87513333333,8.57066666667,4.1684,11.7856,46.008,8.32839999999
547.92,11.2819333333,29.7464,19.2688666666,12.8926,7.88106666667,8.58786666667,4.19206666667,11.8077333333,46.1677333333,8.33853333333
548.27,11.2847333333,29.8074666667,19.2923333333,12.9578666667,7.874,8.59606666666,4.19873333333,11.8233333333,46.2816666667,8.34713333333
548.61,11.2877333333,29.8446,19.3108666667,13.0206666667,7.8724,8.61346666667,4.19026666667,11.8423333334,46.4004,8.35353333333
548.95,11.2751333333,29.9406666667,19.3334666667,13.0832,7.84833333333,8.59893333333,4.16506666667,11.826,46.5926666667,8.35786666666
549.29,11.2720666667,30.0099333333,19.3620666667,13.1357333333,7.83493333333,8.61093333334,4.1784,11.8264,46.6943333333,8.35599999999
549.64,11.2765333333,30.0792,19.3950666667,13.2182,7.84226666667,8.63320000001,4.193,11.8508,46.8576666667,8.38026666667
549.98,11.2790666667,30.1471333333,19.4365333333,13.2765333333,7.83546666667,8.64833333334,4.20506666667,11.8660666667,46.9869333333,8.38813333334
550.32,11.2804666667,30.2349333334,19.4800666667,13.3576666667,7.85386666667,8.68393333334,4.2152,11.8928,47.097,8.40813333334
550.66,11.2672,30.2936,19.4776,13.3947333333,7.84066666667,8.67479999999,4.21246666667,11.871,47.1852666667,8.4036
551.01,11.2196666667,30.3174,19.4661333333,13.447,7.82566666667,8.68946666666,4.2108,11.8706666667,47.219,8.39426666667
551.35,11.1763333333,30.3529333333,19.4612666666,13.4734,7.7982,8.68093333334,4.17713333333,11.8520666667,47.3306666667,8.38966666667
551.69,11.1351333333,30.3988,19.4658666667,13.5219333333,7.7876,8.68466666667,4.15833333333,11.8578,47.4168666666,8.37059999999
552.03,11.1014,30.4506,19.4680666667,13.5564,7.7762,8.68206666666,4.14546666667,11.8507333333,47.5622,8.35566666666
552.38,11.0863333333,30.5223333333,19.4781333333,13.6146,7.76853333334,8.67726666666,4.15493333333,11.8509333333,47.7045333333,8.37453333334
552.72,11.0914666667,30.5573333333,19.4902,13.6586666667,7.78813333333,8.71279999999,4.17873333333,11.8770666667,47.7731333334,8.3824
553.06,11.0463333333,30.5714,19.4578,13.7017333333,7.769,8.69660000001,4.1664,11.8522,47.7957333333,8.38013333333
553.40,11.0309333333,30.6338666667,19.4802666667,13.7493333333,7.78286666666,8.71446666667,4.169,11.863,47.9011333333,8.37866666667
553.74,11.0370666667,30.7063333333,19.4998,13.8407333333,7.81713333333,8.75746666666,4.19906666667,11.9033333333,48.0250666667,8.42266666667
554.09,11.0218,30.7516666667,19.4976666667,13.8755333333,7.8116,8.75673333333,4.19273333333,11.8872,48.1256,8.42013333333
554.43,11.0068666667,30.8021333333,19.5154666666,13.9467333333,7.82033333333,8.77106666667,4.196,11.9073333333,48.2539333333,8.43266666667
554.77,11.0282,30.8926666667,19.5533333333,14.0128,7.853,8.79353333334,4.2058,11.9325333333,48.4364666667,8.47319999999
555.11,11.0302666667,30.9945333333,19.5844,14.0836,7.87306666667,8.80913333334,4.22993333333,11.9615333333,48.6098,8.4942
555.45,11.051,31.0259333333,19.6032,14.1528,7.8948,8.84226666666,4.24406666667,11.9645333333,48.6828666667,8.51633333334
555.80,11.0698,31.1251333333,19.6490666666,14.2343333333,7.9232,8.879,4.28046666667,12.005,48.7916666667,8.55246666666
556.14,11.0406,31.1363333333,19.6312,14.2652666666,7.91773333333,8.8814,4.28813333334,11.9919333333,48.8013333333,8.53480000001
556.48,11.0364666667,31.211,19.6566,14.3554,7.9378,8.89459999999,4.31333333333,12.0185333333,48.8878,8.56846666667
556.82,11.0547333333,31.3097333333,19.7268,14.4491333333,7.97186666667,8.93120000001,4.34546666667,12.0714,49.0621333333,8.59846666667
557.16,10.9946666667,31.3369333333,19.6782,14.4542666667,7.92933333333,8.88206666667,4.3082,12.0347333333,49.1022,8.57113333334
557.50,11.0024666667,31.4153333333,19.7018666667,14.4919333333,7.94226666667,8.87879999999,4.30746666667,12.0394,49.2143333333,8.58260000001
557.85,11.0150666667,31.5238666667,19.7633333333,14.5705333333,7.9618,8.90746666667,4.316,12.0868,49.4187333333,8.61460000001
558.19,10.9945333333,31.5861333333,19.7677333333,14.601,7.9574,8.89433333334,4.31713333333,12.0774666667,49.4866,8.62066666667
558.53,10.9307333333,31.5991333333,19.7418,14.6262,7.923,8.86613333333,4.3056,12.0452666667,49.5222666667,8.59940000001
558.87,10.924,31.6341333333,19.7689333333,14.7016666667,7.94733333333,8.89059999999,4.33893333333,12.0539333333,49.5624,8.61553333333
559.21,10.8856666667,31.654,19.7538666667,14.7316666667,7.91313333333,8.87006666666,4.3282,12.0277333333,49.6449333333,8.61086666666
559.55,10.8568,31.6821333333,19.7223333333,14.7824666667,7.89413333333,8.8686,4.30546666667,11.991,49.7138666666,8.61006666667
559.89,10.8662666667,31.7785333333,19.7592,14.8364,7.89973333333,8.88739999999,4.30213333333,12.005,49.8711333334,8.63899999999
560.23,10.8037333333,31.7512666666,19.6944666667,14.8330666667,7.85646666667,8.87,4.27393333333,11.9435333333,49.8793333333,8.60506666667
560.58,10.8086,31.7804,19.6838,14.8902,7.875,8.88746666667,4.2892,11.9453333333,49.9225333333,8.63306666666
560.92,10.8467333333,31.8660666667,19.7394,14.9906666667,7.91806666667,8.94366666667,4.34373333333,11.9820666667,50.0738666667,8.69559999999
561.26,10.7729333333,31.8578666667,19.6790666667,15.007,7.86786666667,8.90580000001,4.30593333333,11.9466666667,50.1006,8.64393333333
561.60,10.7158,31.8480666667,19.6379333333,15.0108666667,7.83426666667,8.86806666667,4.28953333333,11.8996,50.0664,8.62426666667
561.94,10.712,31.864,19.6366,15.0707333333,7.84366666667,8.90539999999,4.2974,11.9001333333,50.1294,8.63319999999
562.28,10.7011333333,31.9198666667,19.6729333333,15.1382666667,7.8382,8.91713333333,4.29393333333,11.9031333333,50.2480666667,8.64539999999
562.62,10.6729333333,31.9428,19.6458666666,15.1570666667,7.82086666667,8.89906666667,4.2772,11.8875333333,50.3306666667,8.64393333333
562.96,10.6423333333,32.0487333333,19.6696666667,15.2338666667,7.83566666667,8.90833333333,4.28573333333,11.8909333333,50.4780666667,8.68693333333
563.30,10.598,32.0445333333,19.6667333333,15.2656666667,7.8462,8.90779999999,4.2916,11.884,50.4854,8.69246666667
563.64,10.5733333333,32.0962666666,19.6802,15.3402666667,7.86166666667,8.9286,4.30893333333,11.8898666667,50.5430666667,8.71033333333
563.99,10.6023333333,32.2008,19.7471333333,15.4562666667,7.9128,8.97086666667,4.3436,11.9264,50.6837333333,8.76159999999
564.33,10.5768,32.3037333334,19.7759333333,15.5216666666,7.91153333333,8.98553333333,4.32866666667,11.9204,50.8361333333,8.77619999999
564.67,10.5398,32.3104666667,19.764,15.5527333333,7.91886666667,8.98619999999,4.32386666667,11.9092666666,50.8349333333,8.77853333333
565.01,10.5356,32.3555333334,19.7996666667,15.6354666667,7.9336,9.03126666667,4.35206666667,11.914,50.9316666667,8.82193333334
565.35,10.4985333333,32.3802,19.7892666667,15.6845333333,7.91313333333,9.0424,4.34746666667,11.8998666667,51.0036,8.80693333333
565.69,10.4510666667,32.4286,19.7886666667,15.7172666667,7.89293333333,9.0234,4.33046666667,11.8868666667,51.0496666667,8.80759999999
566.03,10.4680666667,32.515,19.7970666667,15.7738666667,7.9184,9.05479999999,4.35373333333,11.9080666667,51.1406,8.83186666666
566.37,10.4413333333,32.5593333333,19.7988666667,15.8255333333,7.90306666666,9.06546666668,4.33586666667,11.9073333333,51.1852666667,8.83939999999
566.71,10.4288,32.5698666667,19.7909333333,15.8501333333,7.90806666667,9.05233333333,4.33973333333,11.898,51.1992666667,8.82013333333
567.05,10.4472666667,32.6615333333,19.8161333333,15.937,7.93113333333,9.07546666666,4.36373333333,11.9280666666,51.336,8.84999999999
567.39,10.4482666666,32.7118,19.8392666667,15.9850666667,7.9406,9.07853333334,4.37786666667,11.9407333333,51.4472666667,8.86706666667
567.73,10.415,32.7406,19.8226,16.0094,7.9214,9.06573333333,4.35753333333,11.9332,51.5132666667,8.85133333333
568.07,10.3801333333,32.7046,19.7879333333,16.014,7.89393333333,9.0552,4.35333333333,11.9031333333,51.5012666667,8.83860000001
568.41,10.378,32.7821333333,19.7865333333,16.0849333333,7.87486666667,9.05880000001,4.35353333333,11.9099333333,51.5890666667,8.83746666667
568.75,10.3388666667,32.8358666666,19.7744,16.0962666667,7.842,9.02840000001,4.3178,11.8706666667,51.6426,8.81439999999
569.09,10.3470666666,32.8882666667,19.7876666667,16.1566666667,7.8558,9.06046666667,4.3312,11.8783333333,51.6933333333,8.85026666666
569.43,10.3206,32.9194,19.7722,16.2104666667,7.85306666667,9.06286666667,4.3258,11.8622,51.7394,8.85133333333
569.77,10.2862,32.8976,19.7356666667,16.223,7.84466666666,9.04973333333,4.31473333333,11.8364,51.6982,8.84273333334
570.11,10.2832666667,32.9411333333,19.7289333333,16.2764,7.84946666667,9.06153333333,4.33053333333,11.8202666667,51.7310666667,8.85760000001
570.45,10.2559333333,32.9692666667,19.7112,16.3244,7.82246666667,9.06460000001,4.32306666667,11.8094,51.7529333333,8.86566666667
