wavelength,Back_OrcAbem,Belly_OrcAbem,Breast_OrcAbem,Crissum_OrcAbem,Crown_OrcAbem,DorTail_OrcAbem,Patch10_OrcAbem,Patch11_OrcAbem,Rump_OrcAbem,Throat_OrcAbem,WingTip_OrcAbem
207.25,85.7142222223,59.3724444446,110.229222222,125.573222222,42.3280000001,126.631444445,46.0317777779,79.5415555555,104.409111111,100.352666667,86.0667777777
207.63,86.3387777779,63.6743730159,126.593777778,130.601111111,43.625,133.151222222,50.273111111,87.9782222221,109.107444444,100.182222222,82.3315555557
208.01,80.7017777777,70.0361904763,142.495222222,137.426777778,43.762111111,132.943333333,54.9707777778,96.4912222222,112.670555556,96.1014444446,82.651111111
208.39,79.9144444443,69.1849841269,142.948888889,144.658,35.470111111,128.418888889,53.6323333333,91.2392222224,114.529888889,99.7863333332,80.5556666666
208.77,64.7265555556,60.5821190476,120.811333333,118.871222222,27.4251666667,106.172888889,45.3262222223,69.1357777778,92.2397777777,88.3597777777,66.4903333334
209.14,79.4327777778,66.278404762,142.789555556,142.789666667,17.3757222223,123.640444444,50.8274444446,69.5033333334,110.401888889,104.491777778,76.3593333332
209.52,89.898888889,67.081468254,134.090777778,159.848444445,18.0556666668,122.979888889,47.2222222223,65.4040000001,114.394,102.525222222,84.8484444446
209.90,79.5865555554,73.9941984126,129.457111111,165.633111111,21.5762777776,125.839777778,52.713111111,71.0592222221,109.044,102.325555555,74.9353333333
210.28,87.4704444446,70.0269285714,105.200777778,158.628777778,29.0777777777,121.985888889,55.7921111111,74.9407777778,104.964555556,91.7258888889,78.9600000001
210.66,97.5308888889,72.1046507937,106.995888889,197.530888889,-12.1400555558,153.498,61.3167777778,69.5472222224,124.28,95.0617777777,93.4155555556
211.03,96.0961111111,81.3170555557,107.807777778,178.378444444,29.5794999999,147.447444444,75.9760000001,93.9939999999,118.918888889,93.993888889,113.813888889
211.41,116.931222222,100.925722222,126.984111111,186.243444444,50.5291666667,164.285666667,103.174444444,119.047555555,130.158888889,115.873,129.365111111
211.79,149.808555555,111.330015873,127.586333333,235.632333333,49.042222222,199.233666667,115.325666667,132.183666667,145.210555556,126.436777778,141.379333333
212.17,148.745444444,72.2989206349,73.835,214.695333333,44.2651111111,175.268777778,95.3406666668,98.2078888889,124.731111111,121.146888889,128.315444444
212.55,218.518555556,65.1852222222,66.6666666667,340.0,11.8517777778,304.444444444,151.111111111,87.4073333333,191.851888889,198.518444444,182.963
212.92,947.222222221,514.484126984,336.111111111,1391.66666667,236.111111112,1225.0,866.666666667,566.666666666,947.222222221,886.111111112,786.111111111
213.30,-1175.0,-826.587301588,-563.888888889,-1466.66666667,-501.38888889,-1475.0,-1088.88888889,-836.111111111,-1155.55555555,-1122.22222222,-930.555555556
213.68,-270.370444444,-176.71968254,-128.888888889,-337.777888889,-123.333388889,-359.259333333,-285.926,-208.888777778,-264.444555555,-294.074,-182.962888889
214.06,-92.0227777779,-47.4967936508,-32.7634444444,-101.424444444,-27.0655000001,-117.379,-89.4584444445,-59.8291111111,-78.9173333332,-97.4357777779,-32.1936666666
214.44,-57.7295555557,-22.1877063492,-27.5363333333,-69.5653333334,1.44933333331,-77.0532222222,-58.2124444443,-38.1643333333,-48.5505555555,-71.7391111112,-11.5938888889
214.81,-88.8888888888,-25.7106190477,-38.2428888889,-98.9663333332,-19.3800000001,-97.6743333333,-72.0928888889,-56.0724444445,-73.385,-90.6976666667,-27.132
215.19,-160.215222222,-58.576468254,-51.6126666667,-157.706111111,-37.6345000001,-152.688,-136.200666667,-81.3620000001,-124.372888889,-158.064444444,-50.8959999999
215.57,-77.2726666668,-10.317452381,-8.33355555553,-87.1211111111,-0.1262777778,-67.9293333333,-67.9293333334,-15.1514444445,-55.3031111112,-76.7674444445,0.252444444433
215.95,-45.1111111111,6.39682539683,8.66666666667,-61.3333333334,18.0,-42.8888888889,-51.9999999999,-1.77777777778,-33.7777777778,-46.8888888889,8.0
216.32,-45.7518888889,-2.36542857142,-8.2787777778,-64.7057777777,9.695,-53.5947777778,-51.852,-8.71466666669,-38.9978888889,-54.6841111111,6.10022222223
216.70,-52.3811111111,-3.79826190478,2.11644444447,-69.0474444445,13.4919444444,-60.8465555556,-51.0581111112,-8.99466666667,-31.2168888889,-44.4445555556,13.7566666666
217.08,-1.4142222222,46.3059444445,36.3637777778,-10.9093333333,64.4445000001,-6.66655555556,7.8786666668,42.4243333333,20.8082222222,20.0,45.4545555555
217.46,33.3333333333,95.5246746032,91.0495555557,2.77788888877,139.197666667,23.4567777778,37.3457777777,97.8396666666,65.7406666667,58.9506666667,104.629555555
217.83,70.6666666667,154.952380952,158.222222222,12.4444444447,232.0,68.888888889,88.888888889,171.111111111,116.888888889,119.111111111,171.555555556
218.21,755.555666666,1448.67715873,1537.03711111,288.888777776,2105.55555555,744.444333332,966.666666664,1803.70366667,1270.37033333,1311.11111111,1511.11111111
218.59,1122.22222222,2001.19047619,2366.66666667,561.111111112,2875.0,983.333333333,1416.66666667,2800.0,2055.55555555,2172.22222222,2272.22222222
218.97,-530.555555556,-762.301587302,-966.666666667,-205.555555557,-1391.66666667,-422.222222222,-647.222222222,-1302.77777778,-958.333333334,-980.555555556,-1036.11111111
219.34,457.407444444,608.06881746,624.074111111,183.333222221,910.185277777,366.666666667,550.0,920.370444446,733.333222222,801.851666667,729.629555556
219.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.10,-1.10884081734e+15,-2.03998278576e+15,-1.78409644329e+15,-5.330965468e+14,-2.60151114838e+15,-7.53443119476e+14,-1.52110214687e+15,-3.17014746497e+15,-2.28876117426e+15,-1.9831191541e+15,-1.86228393682e+15
220.47,-9.80897646114e+14,-1.9338711874e+15,-1.75566462746e+15,-6.18391994291e+14,-2.78631795127e+15,-6.6814767199e+14,-1.30786352815e+15,-3.04220429374e+15,-2.0328748318e+15,-1.96179529223e+15,-1.5495339627e+15
220.85,148.484777778,276.911992063,224.242333333,38.383777778,408.080944444,66.6666666667,175.757444445,418.181888889,290.909111111,261.616111111,217.171666667
221.23,-305.555555554,-1037.3015873,-833.333333332,377.777777777,-1669.44444444,216.666666667,-483.333333331,-1911.11111111,-1227.77777778,-777.777777778,-655.555555554
221.61,129.629555556,-98.7655714287,-17.2838888887,239.506111111,-176.543,238.271555556,46.9135555557,-249.382666667,-122.222222222,-30.8641111111,59.2593333332
221.98,599.999999999,-1215.87301587,-177.777777779,1111.11111111,-2111.11111111,2144.44444444,155.555555557,-2444.44444445,-1366.66666666,-744.444444446,544.444444443
222.36,-326.666666667,63.6507936507,-248.888888889,-515.555555556,136.666666667,-595.555555555,-282.222222222,86.6666666653,-40.0,-195.555555556,-411.111111111
222.74,-167.521333333,8.60818253967,-89.7432222223,-245.299111111,28.2050555554,-256.410444444,-134.188,16.2393333333,-70.0854444444,-113.675333333,-196.581222222
223.11,-91.3582222223,15.8142222222,-33.3333333333,-107.407444444,5.96694444443,-104.938444444,-83.1275555556,18.106888889,-11.5227777778,-41.5637777777,-95.8848888891
223.49,-68.6275555557,3.29132539682,-22.8758888889,-66.3399999999,22.2222222222,-76.1438888889,-66.9934444446,12.0914444446,-2.28755555553,-39.8692222222,-66.9935555557
223.87,-82.5925555557,-15.4233253968,-32.2221111111,-71.8517777776,26.6666666665,-105.555444444,-68.5184444445,2.59277777777,-2.22222222222,-58.1482222223,-67.4073333333
224.24,-196.913666667,-69.267968254,-108.024777778,-138.271666667,-10.8023888889,-224.691333333,-163.580111111,-57.4075555555,-72.8395555555,-124.691333333,-136.419666667
224.62,-93.9067777779,-26.7537936508,-34.7672222222,-54.8387777777,16.3082777778,-88.172,-66.3082222222,-13.6201111112,-11.8278888889,-39.785,-42.293888889
225.00,-254.248333333,-127.637674603,-152.287777778,-156.862555556,-77.1240555557,-207.843,-167.320444444,-113.072,-111.111222222,-141.83,-162.091444445
225.38,-652.777777778,-396.130952381,-375.0,-459.722222222,-329.861111111,-508.333333333,-523.611111111,-362.5,-405.555555555,-384.722222222,-470.833333333
225.75,-214.141444444,-143.758936508,-119.191888889,-160.101111111,-118.939444444,-153.535333333,-184.343333333,-118.686777778,-130.302888889,-123.737222222,-137.373666667
226.13,-349.305555556,-233.382936508,-201.388888889,-285.416666667,-223.263888889,-254.166666666,-304.166666667,-193.055555556,-221.527777778,-180.555555556,-211.805555555
226.51,-190.909111111,-115.15147619,-102.020222222,-138.383888889,-115.403944445,-130.303111111,-163.131333333,-87.8788888889,-96.4647777777,-75.2524444445,-74.7473333333
226.88,-187.037,-78.4834603175,-81.4815555557,-92.5925555558,-92.592388889,-101.234666667,-154.938333333,-84.5677777777,-58.0246666667,-31.4814444443,-23.4568888889
227.26,-90.5555555557,-7.7380952381,-7.77777777767,-24.9999999999,-16.3888888889,-64.9999999999,-38.8888888888,-23.3333333334,-8.33333333333,28.3333333332,68.3333333333
227.64,-57.4075555557,89.0211507937,56.4814444447,15.7407777779,-27.3148333333,-28.7035555557,28.7036666666,0.925777777667,46.2962222223,152.777888889,189.814777778
228.01,24.073888889,108.862428571,99.0742222223,11.1112222222,28.7037777779,64.8146666668,118.518555556,29.6295555557,131.481555556,265.740777778,229.629666667
228.39,40.0,88.9285714283,43.888888889,16.1111111111,35.8333333333,74.4444444446,97.2222222222,35.5555555557,121.111111111,178.888888889,151.111111111
228.76,40.7406666665,90.5819603173,12.5927777777,-14.8148888891,12.5925555555,54.8148888888,91.8517777778,23.7037777777,145.185222222,186.666666667,165.185222222
229.14,103.472222222,148.06547619,63.1944444446,35.4166666667,93.0555555555,99.3055555557,134.722222222,70.8333333333,204.861111111,230.555555556,240.277777778
229.52,77.7776666668,97.9214603173,40.2117777778,17.4601111111,71.428611111,56.6137777777,98.4125555557,30.6878888889,158.201111111,153.439111111,188.359888889
229.89,73.0157777777,80.6802380953,28.2538888889,34.6032222222,64.9206111111,54.2857777778,94.603111111,43.492,120.634888889,114.920666667,125.714111111
230.27,61.9444444444,66.5674603175,23.0555555555,29.1666666667,52.3611111111,51.1111111111,78.0555555555,37.5,110.833333333,86.9444444445,101.944444444
230.65,43.3333333333,38.1944444444,6.3888888889,5.27777777778,40.0,30.8333333333,62.5,34.7222222222,79.4444444445,61.1111111111,66.9444444446
231.02,33.3331111111,6.825515873,-27.3014444445,-23.1744444445,24.6032777778,8.889,43.8094444444,25.0793333333,63.8095555556,40.9523333334,55.5554444444
231.40,33.3331111111,-12.3898650794,-37.6542222222,-29.0123333334,7.56183333335,5.24688888887,15.7406666667,-0.308666666667,44.4443333333,30.5555555555,32.0987777778
231.78,17.6152222222,-24.6226349206,-24.3901111111,-34.4174444445,8.80766666667,-8.1301111111,-0.542,-5.6911111111,34.6883333333,18.1573333333,19.5124444444
232.15,7.5881111111,-28.7068888889,-17.6151111111,-26.5583333333,-1.21944444443,-18.9701111111,-16.2601111111,0.542111111133,20.3253333333,0.812888888889,7.31722222221
232.53,-20.576,-86.596047619,-10.2881111111,-59.6708888888,-41.5636666667,-82.716,-53.4978888889,-34.9793333333,-7.81877777777,-27.9836666666,-19.7531111111
232.90,-39.5555555556,-98.9523809524,-13.7777777779,-64.4444444445,-70.6666666665,-107.111111111,-79.5555555557,-55.5555555556,-37.3333333333,-27.1111111111,-32.8888888889
233.28,-20.3704444445,-57.6532063492,0.264555555567,-38.3596666667,-36.9048888889,-64.0213333335,-45.2381111111,-30.4232222222,-34.3915555555,-24.8677777778,-19.3121111111
233.66,-1.824,-17.4484920635,16.0861111111,-5.3068888889,-13.5159444444,-22.5541111111,-6.13622222221,-4.80933333333,-7.29699999999,0.331666666667,1.65844444443
234.03,-7.47122222223,-28.5987301587,24.904,-16.6667777778,-23.7547777778,-36.2068888889,-17.4328888889,-20.1148888889,-22.6054444444,-10.9195555556,-0.000111111100001
234.41,-5.17488888889,-20.5915,22.3743333333,-18.2646666667,-18.1885555555,-25.5707777778,-7.45799999998,-20.8524444444,-22.2222222222,-7.91477777779,4.4138888889
234.78,-6.10333333334,-20.8025873016,24.5697777778,-19.5617777778,-21.5962222222,-24.7262222222,-10.3287777778,-29.2643333333,-15.18,-7.66844444446,4.53822222224
235.16,4.72533333333,-2.41742063493,37.1648888889,-2.93744444444,-10.0255555555,-6.64133333332,9.19555555553,-15.9641111111,-2.55433333332,5.10877777777,9.96177777778
235.54,0.604000000033,-0.267492063467,35.0241111111,-1.44933333336,-11.8357222222,-6.03855555557,12.0773333333,-16.1837777778,-0.483111111123,1.32844444445,12.4396666667
235.91,-2.80844444446,-3.3578015873,32.3564444445,-2.80811111111,-12.4541666667,-10.2565555555,12.6983333334,-18.9255555556,-12.2101111111,-4.88411111112,9.15744444444
236.29,4.66855555556,8.757,33.8,9.33722222223,5.08872222222,3.26788888888,21.8486666667,-8.87022222221,0.560222222233,6.536,19.7012222222
236.66,8.4377777778,14.3692936508,32.9155555555,11.2782222222,11.8212222222,11.1946666667,24.0602222222,-4.42766666667,4.17722222223,9.27322222222,18.5465555556
237.04,9.9327777778,14.3878730159,31.6498888889,9.42755555557,12.7946666667,13.1314444444,25.4206666667,-3.03044444445,5.47144444443,7.49166666665,20.3704444444
237.41,11.4754444444,16.8876825397,33.1511111111,13.9344444444,11.8398333333,16.2112222222,26.776,-2.09466666667,10.5646666667,11.2023333333,21.3113333333
237.79,18.9851111111,21.8472698413,37.1828888889,19.5101111111,17.8915555556,21.6098888889,29.1338888889,6.12444444444,18.0227777778,13.6482222222,28.1714444444
238.17,13.3858888889,22.9406349206,28.8714444444,19.6848888889,13.2543888889,19.9474444444,26.5092222222,3.67455555555,17.5852222222,9.62388888889,20.6473333333
238.54,14.0254444444,22.2416428572,30.3276666667,20.8561111111,12.4317222222,16.8485555555,27.6868888889,3.00544444444,18.3971111111,6.19300000001,18.7614444444
238.92,10.2292222222,21.6362777778,30.5996666667,21.4285555555,11.5077777778,13.8447777778,22.5748888889,0.176444444433,13.7566666667,7.6718888889,18.8712222222
239.29,11.111,16.5566587301,25.3042222222,16.545,13.2198888889,11.7597777778,18.9781111111,1.70300000001,13.7065555555,5.27155555554,21.4112222222
239.67,9.11677777777,12.1388174603,23.7178888889,10.755,13.6039444444,10.1851111111,15.171,2.42166666668,11.3248888889,5.34177777777,15.812
240.04,12.8117777778,14.8161269841,20.805,12.3583333333,13.9739444445,14.059,14.1721111111,6.85933333333,15.4195555555,9.07022222223,16.8366666667
240.42,9.31222222222,9.03246825397,15.9787777778,5.13233333334,9.39144444444,9.5238888889,8.30688888888,4.65622222222,8.94177777777,4.97355555554,11.9576666667
240.79,7.88111111111,7.3918968254,11.757,3.66055555554,7.14894444445,8.57011111111,5.29711111111,2.84233333333,5.2971111111,4.39277777778,10.422
241.17,10.2894444444,10.1132539682,13.4332222222,7.21688888888,10.4501666667,11.254,9.00311111112,5.359,8.71744444444,7.14533333333,12.326
241.54,7.07911111111,8.72136507937,11.5727777778,4.49355555556,8.01794444445,10.4338888889,7.60233333332,3.41633333333,6.248,4.92444444444,10.557
241.92,4.49355555555,6.46576190476,8.08822222222,2.20588888889,6.14122222222,8.60577777777,6.18188888889,1.22533333333,4.62966666667,3.29511111111,9.01411111112
242.29,6.09411111111,7.17784920636,10.2055555556,3.71988888889,8.02727777779,10.23,7.29322222221,2.20255555556,5.33533333333,5.35966666667,11.3803333333
242.67,6.68466666666,8.28626984127,10.485,5.41033333333,9.222,11.4016666667,7.64588888889,3.62188888889,6.10333333333,6.394,12.9444444444
243.05,7.55322222222,8.27253968253,11.2568888889,6.055,10.3308888889,12.443,8.86377777779,4.59855555556,6.88722222222,7.30322222222,14.0864444444
