wavelength,Back_SteDiaf,Belly_SteDiaf,Breast_SteDiaf,Crissum_SteDiaf,Crown_SteDiaf,DorTail_SteDiaf,Patch10_SteDiaf,Patch11_SteDiaf,Patch12_SteDiaf,Rump_SteDiaf,Throat_SteDiaf,WingTip_SteDiaf
185.25,177.8204,219.615333333,226.538466667,237.692333333,241.282133333,232.051333333,208.589733333,207.820666667,228.3334,250.7692,249.487266667,205.3846
185.63,173.454533334,204.242533333,215.1516,223.636333333,237.454533333,224.606066667,198.4242,202.0606,224.2424,242.4242,243.878733333,198.909
186.01,148.0192,178.1642,183.5748,192.0774,210.434733333,199.806666667,169.661933334,177.970933333,188.985533333,201.4492,212.367133333,177.777733333
186.39,171.878666667,201.696933333,212.484733333,227.0304,244.727266667,234.545533333,198.5454,206.1818,221.8182,232.969733333,251.5152,215.515133333
186.77,143.333333333,173.0302,175.656533333,189.999866667,196.565733334,191.6162,162.929266667,168.989866667,178.181866667,196.363666667,209.394,182.6262
187.15,157.230866667,192.0,195.692266667,209.2308,217.948666667,206.974466667,180.923266667,189.846066667,190.5642,212.307733333,227.6924,206.051266667
187.53,127.037066667,152.296266667,154.740733333,163.703733333,171.259266667,166.074133333,141.407533333,147.111133333,152.074066667,169.407533333,178.0,160.7408
187.91,127.1794,148.974333333,160.940266667,171.111066667,180.854666667,167.692333333,141.538533333,144.102666666,149.487333333,167.692266667,181.282066667,162.820466667
188.29,103.9854,120.144933333,129.4204,138.5508,144.058,133.405666667,112.971066667,113.6958,118.188466667,136.449266667,150.000066667,131.9566
188.67,95.7142000001,105.654733333,114.940466667,121.607133333,128.631,115.952533333,98.1548666667,102.5,103.809533333,117.559533333,130.952466667,112.321466667
189.05,93.9081333333,96.8964,106.494333333,110.574666667,121.8392,110.229866667,90.4022666667,94.1954,98.2758666667,107.816133333,122.586266667,105.345066667
189.43,101.218066667,105.961466667,112.499933333,119.295,132.884666667,123.782133333,98.9742666665,106.217866667,104.487266667,114.230733333,137.7564,115.384533333
189.81,97.2861333334,104.365733333,109.734533333,117.581133333,124.247733333,118.2892,94.6311999999,102.8908,99.0559333333,109.3214,129.6166,114.1004
190.19,105.015933333,110.285666667,113.0794,121.2698,126.1588,122.984133333,98.0317333332,106.2856,103.809466667,115.746066667,136.8888,116.253933333
190.57,102.424266667,107.1074,103.526133333,115.537133333,118.6226,117.7962,94.9310666667,103.856733333,101.928333333,109.8624,128.099133333,109.2562
190.95,104.022933333,106.091933333,105.5172,118.103533333,123.390733333,122.126466667,94.8850666666,104.138,102.758666667,110.057533333,133.1034,111.436866667
191.33,100.5128,102.410266667,99.3334666667,111.282,116.923,117.230933333,92.0000666667,98.9743333333,98.1025333333,104.205066667,124.051333333,102.1538
191.71,118.852933333,118.9964,108.960533333,129.9642,141.577133333,136.344133334,108.8888,115.698866667,117.132533333,120.286733333,149.175466667,118.351333333
192.09,134.031,134.4186,116.899466667,140.775266667,156.046533333,152.015533333,121.937933333,131.7054,134.961266667,135.116466667,162.092933333,132.790666667
192.47,143.0652,137.1648,120.5364,145.517266667,161.072866667,157.7012,131.340866667,142.758666667,140.996266667,141.455866667,168.275933334,140.843
192.85,130.7408,126.889066667,104.148133333,131.481466667,146.1482,142.1482,119.703733333,126.370333333,129.481533333,125.926,152.074,130.2222
193.23,119.4546,113.212133333,94.1212666667,121.0302,129.151533333,128.545333333,105.757666667,112.0,112.3636,112.848466667,133.2728,113.878733333
193.61,115.013533333,104.064933333,86.7750666665,111.328,119.241133333,116.9648,97.9945999999,102.439066667,102.0054,104.661266666,118.482333333,106.991933333
193.99,116.666533333,102.982466667,84.9708666667,104.5614,121.520466667,117.777933333,97.5437333333,104.5614,102.923866667,105.204666667,119.9414,104.9708
194.37,107.9552,89.6357333333,74.9579333334,91.5408000001,113.109133334,104.705866667,86.1063333333,96.6946666666,91.9888666666,95.7982000001,107.451066667,94.8457333333
194.75,113.8562,95.3593999999,78.2353333333,91.9608,120.915133333,110.457533333,89.6732666667,98.8235999999,93.7254666667,101.045666667,109.7386,98.2352000001
195.13,111.926533333,91.8043333333,72.2935333333,83.5474,114.556666667,104.648466667,86.4832,95.8408666667,88.3180666667,96.2692000001,101.834933333,92.8439999999
195.51,121.122666667,92.1402666666,70.8069333332,83.1578666667,121.193066667,108.771933333,87.0176,98.2455999999,88.7017333333,98.1754666665,106.596533333,93.7544
195.89,117.754466667,92.7016,72.5612,81.2632,120.6316,110.2456,89.4736,100.2808,85.6140666667,96.6315333333,106.6666,95.4386
196.27,91.8933333333,75.6266666667,54.9333333333,64.3733333333,95.3066666667,87.7333333334,69.44,80.6933333333,65.6533333333,76.4266666667,88.9600000001,75.9466666667
196.65,98.7630000001,80.6184,52.7148000001,67.6976666667,104.742333333,92.0276666667,72.4399333334,83.5737333333,66.3229333333,81.2370666667,93.7458666666,83.0240666667
197.03,103.366333333,84.7525333334,60.066,72.5414,106.5346,100.330133333,77.6238,87.0627333333,69.1088666667,86.8646666667,96.3036666667,88.5148
197.40,104.1758,85.641,61.3919333332,68.9376666667,110.402933333,102.4176,81.5384666666,84.9816666667,65.3478666667,86.0073333333,98.1685333331,93.4798
197.78,103.0302,83.9826000001,54.8052000001,66.0604666667,112.987066667,101.731733333,78.2684,90.0433333333,63.5497333333,86.5802,101.125533333,90.5628000001
198.16,99.2792666667,81.7117333333,46.0359333333,61.3514,108.018133334,98.4685333332,76.4865333334,86.8469333333,53.7838666666,78.8287333333,94.6847333333,84.4143333333
198.54,99.1303333333,83.5749333333,42.2222666666,59.7103333333,108.695666667,102.318866667,77.3914666667,84.1546666667,49.1786666667,77.1013999999,95.9420666667,82.8984666667
198.92,84.6220666667,63.4667333333,25.6888666667,46.4889333333,88.8001333333,80.711,58.4888,72.3554666667,36.1778,67.4666666666,77.3332666666,67.3777333333
199.30,75.2726666666,43.8787333333,2.0606,33.0908,83.5151333334,77.0909999999,41.5758,59.0303333333,10.5454666667,51.0302666668,59.8788666667,52.3637333333
199.68,55.8666666667,26.9333333333,-23.4666666667,9.86666666667,63.3333333334,53.8666666666,15.0666666667,41.6,-20.1333333333,30.9333333333,29.8666666667,36.5333333333
200.06,40.4902,8.92159999999,-22.4508666667,0.392066666674,30.7842666666,31.7646666667,0.294,17.8430666667,-25.6863333333,11.6667333333,11.3726666667,14.2157333333
200.44,21.1111333334,-40.926,-93.7037333333,-67.7776666667,-7.96299999999,-4.62966666667,-44.6296,-26.2963999999,-112.4074,-32.9629999999,-46.1111333334,-26.2962666667
200.82,34.4793333333,-5.20813333333,-30.5206666667,-24.4790666667,10.6251333333,20.417,-10.2081333333,6.14586666668,-45.6249999999,-6.14573333333,-6.14580000002,-7.3958
201.19,4.83666666666,-32.9411333333,-73.7254666666,-62.6144,-21.8300666666,-11.1110666667,-38.0392666667,-23.0066666667,-88.7582,-39.8694,-39.0850666666,-46.4054
201.57,-2.83693333334,-44.8226666667,-93.4752666667,-69.7872,-27.9434000001,-16.0283333333,-51.9148,-19.1490000001,-97.5886666667,-51.3476,-49.7872666667,-63.9716666666
201.95,2.49999999999,-48.8889333332,-86.9445333334,-71.9444,-28.4722666666,-14.5832666667,-48.7499333333,-30.2777333334,-103.4722,-54.1667333333,-45.6943999999,-60.1389333333
202.33,13.1283333333,-33.3334,-50.2563333333,-44.5129333333,-16.2050666666,-4.82053333334,-28.6154,-18.4614,-61.0256666667,-35.4870000001,-25.846,-34.4614666667
202.71,-2.56406666666,-57.1794,-82.1794666667,-68.4615999999,-35.5128666666,-25.0,-51.9231333334,-40.8975333333,-96.2820000001,-68.2050666666,-47.5640666667,-61.7948
203.09,-22.436,-74.8718,-86.4102666665,-82.9486666666,-50.5128666666,-37.8206,-63.4616,-54.4872,-113.8462,-85.2563333332,-59.6153999999,-78.9744666666
203.47,14.1243333333,-27.4576,-38.1920666667,-42.0338666667,-12.9944,-1.46886666668,-23.0508,-12.3164666667,-61.2429333334,-37.0622000001,-16.7231333334,-40.3389333333
203.85,21.0100666667,-19.6969333333,-27.7778,-30.101,-14.8485333333,6.06060000002,-9.49499999999,-1.71706666665,-41.3132,-26.4646,-10.404,-32.9292666667
204.22,13.6231333333,-38.9854,-56.8115333333,-56.6665333333,-25.7971333333,-4.92733333332,-26.2318,-10.4348,-73.1883333333,-50.8695333333,-31.5942,-55.5072666667
204.60,9.93186666668,-42.1768666667,-52.517,-49.7958666667,-20.9524666666,-2.17679999999,-24.7618,-14.0136,-63.4014,-49.9319999999,-28.8435333333,-57.0067333333
204.98,4.96739999999,-36.3398666666,-56.8626666667,-49.5425333334,-20.2614666666,-11.2418,-26.7973333333,-13.7254666667,-63.0065999999,-49.4118666667,-31.6340000001,-56.3398666667
205.36,-29.8245333333,-92.2807333333,-112.1052,-111.929666667,-74.0351333334,-63.8596666666,-87.1929333332,-62.2807333333,-125.965,-107.3684,-82.4560666667,-124.2106
205.74,-81.0255999999,-152.307866667,-172.5642,-209.7436,-145.897333333,-130.769133333,-156.923133333,-136.923,-210.512933334,-190.5128,-148.461466667,-206.923133333
206.12,-201.5384,-348.205266667,-391.794933333,-446.153866667,-369.230733333,-304.6154,-349.743666666,-311.794866667,-472.3076,-436.923133333,-358.974333333,-502.564133333
206.50,708.5714,920.000000001,1053.33333333,1125.71426667,1036.19053333,886.6666,938.095333335,897.142933333,1262.8572,1133.33326667,974.2858,1258.09513333
206.87,285.5556,370.370466667,404.4444,457.777866667,425.185266666,370.740733333,371.481466667,358.518533333,511.4816,427.7778,396.296266667,495.555666667
207.25,189.382733333,241.728333333,278.024733333,304.691333333,280.246933333,252.592666667,251.111,253.8272,350.370266667,295.061666667,262.222333333,335.3086
207.63,238.718066667,310.256466667,354.871666667,361.794866667,355.384533333,321.538466667,307.692266667,301.282066667,415.128266667,361.025666667,322.564,392.564133333
208.01,177.619066667,211.428466667,239.0476,250.317466667,243.015933333,235.714266667,221.587266667,210.7938,287.619066667,251.111266667,217.3016,265.872866667
208.39,132.4242,155.3536,173.737333333,186.0606,177.5758,176.8686,169.090933333,152.828333333,201.111133333,181.616,159.8988,189.697066666
208.77,124.444533333,144.166666667,159.722333333,174.4446,165.555533333,167.129666667,158.4258,140.0,186.2038,163.7964,147.685133333,173.611066667
209.14,102.582466667,111.952,120.0,132.312266667,123.303333333,128.288266667,119.159133333,108.8288,138.8588,125.645533333,113.032933333,126.907066667
209.52,93.2110000001,107.0948,111.009133333,123.364066667,114.4954,118.654466667,109.847133333,98.471,132.844,116.0858,104.954133333,115.351733333
209.90,101.183733333,118.7538,124.9222,130.404866667,123.800533333,129.096533333,118.566866667,105.918866667,145.109,123.489133333,118.504666667,126.604333333
210.28,120.866666667,132.866666667,143.0,149.066666667,139.066666667,149.333333333,141.266666667,121.666666667,165.666666667,139.666666667,136.333333333,139.066666666
210.66,116.8142,123.716733333,130.3244,139.1742,126.430733333,137.699133333,127.374733333,113.864333333,150.973533333,124.955866667,124.070933333,125.6638
211.03,126.789066667,133.211,141.467933333,150.6422,138.593333333,150.581066667,139.021466667,125.1376,166.177333333,139.082533333,140.0,137.247866667
211.41,137.708266667,142.7084,148.3334,165.277733333,147.986066667,162.9166,148.958333333,133.263866667,179.513866667,150.763733333,154.6528,145.277866667
211.79,153.333466667,152.771,156.546133334,180.642533333,157.992,181.767266667,165.943866667,145.7832,199.598333333,162.9718,168.514066667,162.0884
212.17,174.328333333,179.403066667,184.975133333,215.5224,178.607,209.253733333,191.940266667,169.9502,236.616933333,192.3384,197.3134,183.283666667
212.55,237.629533333,240.0,241.481533333,281.481466667,241.481533333,274.073933334,247.5556,232.296266667,325.037,249.925866667,258.666733333,248.296266667
212.92,184.367733333,188.8506,188.5058,225.517266667,189.655133333,219.425266667,199.195533333,181.264533333,259.310266667,201.839066667,208.161,204.023
213.30,270.707066667,300.000066667,302.626266667,362.626133333,300.808133333,338.787866667,317.373733334,283.6364,418.3838,307.676866667,339.596,330.909133333
213.68,235.6758,250.450333333,251.711666667,315.135133333,252.072066667,296.576533333,276.937,240.720666667,367.7478,258.918866667,289.008933333,281.6216
214.06,185.6944,184.4444,195.138933333,248.611133333,195.4166,238.749933333,212.083333333,196.666733333,293.055466667,202.916666667,219.444466667,216.805533333
214.44,116.25,115.25,121.166666667,159.333333333,123.333333333,147.5,130.0,123.75,175.25,121.833333333,137.583333333,137.833333333
214.81,100.5622,97.3493333333,109.718933333,138.795133334,105.542266667,131.967866667,117.51,109.076333333,158.875466667,106.345266667,125.702733333,120.883466667
215.19,90.8642000001,88.3950000001,100.576133333,131.0288,95.8023999999,117.284066667,106.008266667,98.6831999999,141.3168,91.9342666667,112.098666667,111.358
215.57,96.1402666667,97.6317333335,115.175533333,138.0702,106.929733333,127.543866667,116.4036,104.824466667,150.263066667,99.2982000001,117.8948,127.719333333
215.95,82.9166,82.4999999999,100.625,116.111133333,87.014,105.416733333,89.5139333333,92.0834,123.263866667,87.6388666667,94.8611333335,101.1806
216.32,73.9063333333,69.6875333333,84.8958666667,94.7916000001,74.8958666667,87.6041333334,75.3645333334,77.2396666667,102.656266667,72.2395333334,79.4790000001,87.6041333333
216.70,80.3864666667,73.1884,87.9226666667,94.3961333334,74.4445333333,92.8018666667,77.9709999999,79.5651333334,104.202933333,74.4928666667,83.6231333333,89.6135333333
217.08,87.0229333333,75.2162,91.7048,96.1830666667,78.3205999999,95.9287333334,80.0508,84.7837333333,108.2444,77.0483333333,87.3790666667,89.2112000001
217.46,92.6153999999,81.4871333333,94.2052000001,100.769266666,81.7949333333,102.769266667,85.4870666667,91.2820666666,114.1538,81.2820000001,89.7438666666,92.4102000001
217.83,99.1604000001,87.8025333334,101.679066667,102.419666667,86.6666666666,106.172933333,89.3333333333,99.6048666666,118.5678,85.5308666667,96.4938000001,98.6174000001
218.21,109.214066667,98.4824666666,110.6234,113.0622,93.9295333333,115.013666667,99.4036666667,106.449933333,125.5826,91.3820666667,105.745266667,108.1842
218.59,160.5716,144.6666,164.476266667,160.0,130.000066667,167.333333333,136.381066667,155.238066667,191.428666667,132.761866667,153.523733333,158.857133333
218.97,175.269,168.387066667,182.043133333,187.741866667,152.688133333,190.0,161.075266667,172.903266667,213.7634,151.0752,168.924666667,185.3764
219.34,180.483,166.6666,178.6474,185.120733333,156.9082,189.951733333,166.280266667,170.821333333,208.115866667,156.618333333,168.212533333,182.705466667
219.72,142.4176,133.186733333,140.0732,148.498266667,123.882733333,151.868066667,133.6264,139.1942,164.688666667,125.934133333,137.142866667,137.7288
220.10,146.441933333,140.824066667,146.2172,154.5318,129.4382,155.805266667,143.895066667,142.322066667,177.003866666,126.966133333,145.992666667,144.9438
220.47,183.671466667,174.202733333,172.077266667,192.2704,158.067466667,198.067666667,176.715066667,179.613466667,217.004733333,156.135333333,181.642466666,178.067733333
220.85,166.984133333,166.9842,164.127066667,187.1958,151.4286,190.899466667,174.3916,175.1322,207.724866667,155.9788,169.841266667,168.042266667
221.23,185.0294,188.8888,187.953333333,209.356733333,163.742733333,211.6958,187.953266666,194.152133334,230.760266667,169.824666667,184.327533333,193.099333333
221.61,183.636333333,175.757666667,180.484866667,200.484933333,155.2726,202.666666667,176.3636,190.060466667,222.303066667,156.727266667,176.969666667,186.0606
221.98,301.3794,288.965666667,288.505733333,352.183866666,245.287266667,337.241333333,284.5976,299.540266667,351.4942,264.5978,287.816066667,311.034533333
222.36,219.145333333,211.111133333,215.3846,260.0,187.692266667,248.547066667,211.453,224.4444,269.059933333,192.991466667,211.794933333,217.948733333
222.74,208.376066667,197.606866667,199.658133333,255.5556,178.290533333,237.435866667,202.051266667,224.444466667,253.5042,182.906,201.196466667,207.863333333
223.11,177.037,166.222266667,174.666666667,207.4074,146.370333333,199.111,157.481333333,196.5926,218.370333333,153.926,181.926,172.148133333
223.49,289.2064,268.253933333,282.222266667,346.984,200.3176,330.1588,235.238133333,344.761933333,372.0636,238.7302,300.9524,276.507866667
223.87,1882.22226667,1617.7778,1746.66673333,2088.88886667,1082.22233333,1986.66666667,1231.11106667,2124.44446667,2253.33326667,1386.6666,1768.88886667,1802.2222
224.24,-956.666666667,-841.1112,-877.7778,-1054.4444,-557.7778,-1099.99986667,-659.999933334,-1142.2224,-1073.3334,-778.888866667,-911.111066667,-891.111200001
224.62,-458.181866667,-416.363733333,-435.151466667,-527.878733333,-286.060666667,-530.303,-292.121266667,-552.7272,-526.060666666,-371.5152,-448.484933333,-383.030333333
225.00,-108.2828,-87.0706,-94.7475333332,-127.8788,-41.6160666667,-112.929333333,-41.2121333333,-135.7576,-131.1112,-59.3939999999,-107.4746,-75.3534666665
225.38,-17.9762666667,-7.85726666668,-6.30946666668,-32.9762,12.619,-29.881,10.9524,-43.5715333334,-37.5,-2.02386666666,-25.1190666667,0.35706666664
225.75,-42.7536,-28.2607333333,-29.2753333333,-55.0724666667,-16.3768666667,-48.8404666667,-10.5798,-68.5506666666,-60.0,-25.2174,-51.3043333333,-14.4928666667
226.13,-118.333333333,-63.0,-78.6666666666,-121.0,-60.6666666666,-120.333333333,-52.3333333333,-186.666666667,-173.333333333,-61.3333333334,-141.666666667,-47.6666666668
226.51,-94.4444666665,-35.5556000001,-49.6296000001,-82.5926666667,-39.2592666667,-101.8518,-6.29626666674,-179.6296,-140.740866667,-40.3703333333,-121.481466667,-15.5555333333
226.88,-103.1372,-45.8823333333,-60.7844,-84.7058666665,-56.0786000001,-120.784333333,-25.0980666665,-181.568666667,-135.294133333,-63.5294000001,-127.450933333,-12.5489999999
227.26,-111.0,-59.0000000001,-73.3333333334,-104.333333333,-47.9999999999,-115.666666667,-55.0000000002,-156.666666667,-118.0,-88.3333333333,-126.0,-29.9999999998
227.64,-115.0,-72.4999999999,-63.3333333335,-117.083333333,-70.8333333333,-142.5,-56.2499999999,-174.583333333,-153.333333333,-84.1666666667,-144.166666667,-23.75
228.01,-254.074133333,-200.7408,-208.1482,-297.036866667,-260.740733333,-323.703666667,-141.481466667,-363.7036,-370.370266667,-220.740666667,-307.407466667,-54.0740666666
228.39,-17.9710666667,28.9855333333,14.7825999999,-30.1449333332,-24.9275999999,-20.5797333334,43.4782666665,-43.4782666668,-51.0144666666,22.6088000001,-38.2608666665,66.9563999999
228.76,-66.6666,35.2381333333,-20.9523333335,-65.7143333333,-42.8570666667,-35.7143999999,55.7143333335,-120.952333333,-110.952466667,9.04753333334,-82.3807999999,67.1428000001
229.14,-90.9091999999,39.9999999999,-34.5454666665,-123.636333333,-83.6363333334,-84.2425333334,64.8484666666,-160.000066667,-129.090866667,-16.9697333333,-120.0,83.6364
229.52,-286.666733333,-109.5238,-227.619,-354.2858,-225.714266667,-236.1904,9.5237333336,-355.238,-318.095333333,-169.5238,-305.714266667,-31.4286
229.89,-105.641,-51.2821333334,-90.2564000001,-128.2052,-38.4614666667,-98.4614666665,72.8204666666,-148.205,-145.641066667,-43.5897333333,-103.5898,50.7691999999
230.27,-148.888733333,-134.6668,-176.888866667,-183.111133333,-107.111,-157.333266667,15.5555333332,-184.888933333,-180.000066667,-125.777733333,-164.888866667,-16.4444000001
230.65,-89.394,-98.4848,-96.0604,-112.7272,-54.5452666665,-94.8484666667,11.2122666666,-109.697,-100.303,-93.9394,-94.2423999999,-6.36359999996
231.02,-122.222266667,-129.6296,-145.5556,-156.296266667,-78.1481333332,-115.926,24.4444666668,-148.148133333,-135.926,-88.5184666666,-128.888933333,-5.92593333328
231.40,-63.7680666667,-58.2608,-74.2027999999,-99.7101333334,-44.0580666668,-56.8116000001,60.2898666668,-95.6521999999,-85.5072666667,-35.6520666667,-48.4058666668,37.6812666666
231.78,-36.2963999999,-18.1481333333,-49.6297333333,-48.5184666667,-19.2593333333,-29.6295333333,43.1480000001,-54.4443999999,-40.1852,-23.5185333333,-26.6667333335,42.5925333333
232.15,-28.75,8.95833333338,-30.6249999999,-34.1666666667,16.0416666667,-5.2083333334,50.8333333333,-54.5833333335,-18.9583333334,-6.04166666665,-17.5,58.9583333333
232.53,-10.7017333333,-3.68426666659,-14.5614,-8.59639999999,27.193,4.73679999994,49.2982666666,-38.0702000001,-9.47373333334,-4.03499999999,-6.66653333326,55.0876666666
232.90,0.15866666668,0.31746666668,-0.63499999994,9.68246666667,42.3808666666,10.9524,52.0634000001,-24.4445333334,-0.31740000002,4.92053333333,-7.4603333334,54.2857333333
233.28,-2.61439999998,-3.00653333334,-2.87593333334,5.7516,26.0132666667,16.0784666667,45.7517333333,-26.0128666667,-9.41173333333,3.79079999999,-4.9672666667,43.1372666667
233.66,6.90479999999,4.28573333335,7.50006666666,16.0714,26.3096666667,24.4048666667,45.7141333333,-15.119,1.07133333333,19.2857333333,0.83326666668,51.7856666667
234.03,19.8850666667,20.6898,19.3102666667,20.2299333333,32.1838666667,34.7126,50.0000666666,-3.21840000001,8.27593333333,29.885,9.42519999998,55.747
234.41,32.8357333333,37.2138,36.1195333333,31.3432666667,44.975,45.4725333333,55.2239333333,5.17426666665,22.985,38.607,22.5872,69.8506666667
234.78,38.5880666667,47.1373333333,43.0588666667,42.745,50.8235333333,54.2746666667,61.6469333333,24.8626666667,31.3725333333,49.8824,34.8236,73.9607333333
235.16,25.1948,35.7576,34.4588,30.9091333333,46.407,51.0822666667,51.1688,12.2078666667,16.9697333333,36.3636666667,27.2728,70.303
235.54,36.0869333333,44.6377333333,40.3624,45.0724666667,52.8985333333,56.5218,53.8406666667,27.5362666667,24.5652,46.8840666667,36.6667333333,68.4782
235.91,23.8647333333,31.5943333333,25.9902666667,31.4976,47.4397333333,54.8792,51.2077333333,12.6572,14.3962,45.9902666667,25.5072,64.6377333333
236.29,33.1532,35.9458,29.3693333333,39.4594666667,48.8288666667,56.8468,58.1982,21.2612666667,20.3605333333,53.5136,30.9008666667,70.4504666667
236.66,21.9792,37.0833333333,15.8334,19.5834,39.896,55.7291333334,56.1460666667,8.22919999999,10.7292666667,52.0836,18.646,65.7292666667
237.04,37.0138,48.8193333333,32.7083333333,30.7639333333,45.2083333333,62.5693333333,60.4166666667,30.5554666667,34.3056,59.8611333333,38.125,70.0002
237.41,29.1138666667,45.9071333334,23.8817333333,29.8735333333,40.8437333333,60.6751333333,65.6540666667,29.1139333333,28.1858,57.5528666666,27.1728666667,70.2109333333
237.79,39.1304666667,63.4782,26.1836,39.6136,50.6280666667,72.0772666667,80.6762666666,32.1738666667,34.2994666667,68.8887333333,30.9178666667,87.343
238.17,40.2597333333,60.9524666666,29.0043333333,39.0475333333,51.7749333333,70.4762000001,79.1342,34.8052,38.8744666667,64.8484666666,30.2164666667,86.7532666667
238.54,37.2,53.6,25.6666666667,37.7333333333,46.3333333333,58.6666666667,71.8666666667,38.5333333333,34.3333333333,54.9333333333,32.0666666667,71.6000000001
238.92,28.5809333333,43.8284,10.2311333333,21.9142,35.3135333333,46.8648000001,62.9702666667,21.5840666667,20.1320666667,44.4884,16.5016,58.6798
239.29,43.1049333333,53.1508,27.9907333333,36.9862,46.0730666667,52.3744,66.5296666667,38.8584,34.6575333333,51.1873333333,31.3242,62.9224666667
239.67,37.0732666666,42.317,25.0407333333,30.0,41.5853333333,45.935,61.3821333333,31.4634666666,30.4064666667,44.7154666667,25.4064666667,56.7887333333
240.04,40.0322666667,40.3543333333,30.3059333333,34.0740666667,44.058,46.3445333333,59.8389333333,34.2029333333,28.4057333333,43.3494,28.8244666667,55.7809333333
240.42,34.6032666667,34.0211333333,23.7301333333,28.0424,36.9841333333,39.6825333333,51.9312666667,29.3120666667,21.7724666667,34.8148666667,23.4657333333,47.6454666667
240.79,33.9660666666,32.7457333333,23.1413333333,28.6780666667,36.7006,38.8926666667,50.305,30.1468666667,21.4012,34.4406666667,25.9434666667,45.7174666667
241.17,30.3048666667,26.5404,16.7613333333,24.858,32.4711333334,33.0388666667,46.9820666667,24.6477333333,14.0483333333,29.9473333333,21.262,39.6214666667
241.54,30.4865333333,25.9818666667,16.8468,24.5586666667,32.2702666667,32.3063333333,43.2432666667,23.7657333333,14.0541333333,29.6036,22.3063333333,37.3334
241.92,28.0554666667,24.5914666667,15.2778,23.3822666667,31.1111333333,31.0621333333,41.2092666667,22.9902666667,12.4836,28.6111333333,21.1274666667,35.3267333333
242.29,27.1205333333,24.022,15.227,23.5211333333,31.2832666667,31.2206666667,41.8623333333,22.1752,11.9248,28.5134,20.7042666667,33.8811333333
242.67,26.0031333333,23.0864666667,14.5834,22.5309333333,30.7254666667,31.0032,40.4938,19.9382666667,10.9722666667,28.3642,19.7685333333,32.7314666667
243.05,26.3399333334,22.7914,14.3875333333,22.7022,31.7742,30.7350666667,40.4011333333,20.5346,11.7594666667,28.2850666667,19.9258,31.2844
243.42,22.3755333333,17.9311333333,10.2374,19.3104,28.2145333333,26.8505333333,37.6704666667,15.6474,7.08053333334,25.3486666667,15.7853333333,27.5556
243.80,20.6140666667,16.1256,7.86566666666,16.9152666667,25.658,24.1082,35.9502666667,13.8304,5.8624,22.6754666667,13.1579333333,25.2924
