wavelength,Back_BanAurm,Belly_BanAurm,Breast_BanAurm,Crissum_BanAurm,Crown_BanAurm,DorTail_BanAurm,Patch10_BanAurm,Patch11_BanAurm,Patch12_BanAurm,Rump_BanAurm,Throat_BanAurm,WingTip_BanAurm
300.04,4.23766666667,4.91733333333,5.74466666667,6.09066666667,3.11333333333,7.104,5.782,7.17833333333,9.402,3.71866666667,6.60966666667,10.7366666667
300.41,4.42966666667,5.34166666667,6.112,6.18933333333,3.3,7.35766666667,5.84233333333,7.43433333333,9.61733333333,3.96766666667,6.84366666667,11.248
300.78,4.63433333333,5.62133333333,6.04233333333,6.59533333333,3.31766666667,7.583,6.161,7.41166666667,9.53133333333,3.81766666667,6.793,11.4796666667
301.15,5.141,6.31166666667,6.83633333333,7.85866666667,4.03733333333,8.20866666667,6.89,7.81833333333,9.75633333333,4.46766666667,7.092,12.3
301.52,5.39466666667,7.04633333333,7.22533333333,8.50533333333,4.47266666667,8.78066666667,7.37666666667,8.27166666667,10.2673333333,5.02333333333,7.72066666667,12.923
301.89,5.60433333333,7.426,7.50933333333,9.081,4.742,9.067,7.69033333333,8.455,10.4016666667,5.39566666667,8.03766666667,13.2803333333
302.26,5.621,7.31266666667,7.201,8.86466666667,4.34833333333,8.655,7.55033333333,8.24933333333,10.081,5.22933333333,8.012,12.808
302.63,5.39966666667,7.297,7.00433333333,8.44133333333,4.19966666667,8.316,7.28366666667,8.274,9.697,5.24633333333,7.339,12.39
303.00,5.28,7.239,6.93366666667,8.309,4.19633333333,8.073,7.46133333333,8.07266666667,9.67066666667,5.34933333333,7.08633333333,11.9356666667
303.37,4.68266666667,7.10733333333,6.78833333333,8.437,4.14233333333,7.91066666667,7.315,7.966,9.73966666667,5.348,6.69166666667,11.707
303.74,4.80733333333,7.34166666667,7.08,8.87066666667,4.77966666667,8.113,7.41033333333,8.42966666667,10.0826666667,5.45433333333,6.90066666667,12.08
304.10,5.41,7.66566666667,7.49966666667,9.78266666667,5.28566666667,8.37166666667,7.76233333333,9.257,10.641,5.67333333333,7.31966666667,12.509
304.47,5.682,7.351,7.66766666667,10.1366666667,5.70966666667,8.509,7.94366666667,9.48833333333,10.909,5.84733333333,7.44733333333,12.3983333333
304.84,6.23666666667,7.83066666667,8.316,10.506,6.445,8.77366666667,8.39933333333,10.021,11.7396666667,6.59733333333,8.38533333333,12.6816666667
305.21,6.062,7.66433333333,7.85966666667,10.047,6.29866666667,8.375,8.06866666667,9.936,11.9426666667,6.38266666667,8.58433333333,12.2773333333
305.58,5.63966666667,6.714,7.57966666667,9.51966666667,5.695,7.83066666667,7.356,9.18466666667,11.7533333333,6.086,8.06833333333,11.516
305.95,5.80733333333,6.639,7.74766666667,9.16133333333,5.82133333333,7.65066666667,7.387,9.24466666667,11.9056666667,6.34766666667,8.13566666667,11.7256666667
306.32,5.449,6.18566666667,7.61733333333,8.97966666667,6.06033333333,7.68666666667,7.52033333333,9.23,11.7043333333,6.49133333333,7.673,11.8013333333
306.69,5.652,6.20333333333,8.023,9.31933333333,6.424,7.844,7.734,9.402,12.2416666667,6.58933333333,7.94033333333,12.1723333333
307.06,6.11633333333,6.23966666667,8.306,9.55133333333,6.705,7.93666666667,7.81333333333,9.74266666667,12.767,6.67733333333,8.19666666667,12.5613333333
307.43,6.26,5.98733333333,8.31966666667,9.36966666667,6.42366666667,7.924,7.82866666667,9.79266666667,12.834,6.43766666667,7.92433333333,12.4796666667
307.80,6.121,5.39133333333,7.80966666667,9.03966666667,5.83733333333,7.67433333333,7.769,9.22866666667,12.5926666667,6.01233333333,7.60733333333,12.3633333333
308.17,5.922,5.392,7.366,8.66466666667,5.78966666667,7.43233333333,7.48533333333,8.94266666667,12.5196666667,6.041,7.22033333333,12.0826666667
308.54,5.73066666667,5.484,7.01433333333,8.42733333333,5.35433333333,7.29933333333,7.507,8.946,12.3683333333,6.01566666667,6.84566666667,11.7723333333
308.90,5.26766666667,5.167,6.75466666667,8.29233333333,4.77633333333,7.18333333333,6.95666666667,8.935,11.8463333333,5.545,5.936,11.4176666667
309.27,5.194,5.10866666667,6.99833333333,8.315,4.73066666667,7.51,6.88833333333,9.29033333333,11.8506666667,5.36466666667,5.75466666667,11.473
309.64,5.50633333333,5.49466666667,7.036,8.283,4.74166666667,7.636,7.048,9.62466666667,11.9073333333,5.40066666667,5.87133333333,11.507
310.01,5.55933333333,5.90133333333,7.14266666667,8.29366666667,4.762,7.80366666667,7.234,9.89966666667,11.9846666667,5.37733333333,5.91266666667,11.301
310.38,6.157,6.51,7.87833333333,8.61733333333,5.20766666667,8.25333333333,7.63533333333,10.3166666667,12.722,5.71566666667,6.65333333333,11.5303333333
310.75,6.34466666667,6.79066666667,7.988,8.96733333333,5.191,8.56466666667,7.98766666667,10.6103333333,12.7763333333,5.80066666667,6.88833333333,11.7423333333
311.12,6.15566666667,6.957,7.962,9.15866666667,5.10833333333,8.69933333333,8.02633333333,10.6766666667,12.75,5.75,6.936,11.6166666667
311.49,6.12,7.281,7.99833333333,9.433,5.434,8.895,8.35733333333,11.048,12.894,6.004,7.37566666667,11.533
311.85,5.789,7.44633333333,7.967,9.41166666667,5.258,8.48733333333,8.30666666667,11.228,12.8746666667,5.885,7.20166666667,11.1853333333
312.22,5.703,7.412,8.138,9.42,5.116,8.56566666667,8.36233333333,11.4066666667,12.902,5.79933333333,7.43333333333,11.022
312.59,5.96533333333,7.773,8.52033333333,9.79766666667,5.19633333333,8.80166666667,8.43366666667,11.6596666667,13.327,5.857,7.77266666667,11.1403333333
312.96,6.06633333333,8.052,8.94533333333,10.1146666667,5.43766666667,9.19933333333,8.736,11.8133333333,13.7106666667,6.254,8.21766666667,11.5153333333
313.33,6.37366666667,8.465,9.37066666667,10.623,5.75866666667,9.65033333333,9.29233333333,12.177,14.145,6.765,8.71066666667,11.752
313.70,6.951,9.26066666667,10.148,11.5356666667,6.54133333333,10.603,10.091,13.0376666667,14.9033333333,7.33766666667,9.26066666667,12.389
314.07,7.07466666667,9.27733333333,10.3033333333,11.7833333333,6.71333333333,10.7923333333,10.2446666667,13.2636666667,15.1513333333,7.47066666667,9.289,12.4356666667
314.43,6.96366666667,9.40433333333,10.3736666667,12.132,6.68833333333,10.8876666667,10.2296666667,13.7116666667,15.267,7.76533333333,9.093,12.814
314.80,6.60533333333,9.228,10.3306666667,11.7403333333,6.446,10.343,10.0856666667,13.6643333333,15.11,7.72066666667,8.738,12.059
315.17,6.591,9.30033333333,10.6866666667,11.506,6.18766666667,10.3086666667,10.1703333333,13.913,15.1103333333,7.98966666667,8.83433333333,11.6823333333
315.54,6.75866666667,9.39033333333,11.013,11.4346666667,6.27333333333,10.2336666667,10.3613333333,14.1433333333,15.2166666667,8.25333333333,8.81566666667,11.6643333333
315.91,7.50566666667,9.78966666667,11.7013333333,11.7526666667,7.031,10.88,10.816,14.5496666667,15.82,8.72466666667,9.37866666667,12.073
316.28,7.90166666667,10.518,12.1423333333,12.2196666667,7.46333333333,11.1756666667,11.6526666667,15.12,16.4216666667,9.358,9.577,12.5163333333
316.64,7.57166666667,10.359,12.1353333333,11.98,7.51966666667,11.072,11.7073333333,15.169,16.271,9.50366666667,9.231,12.0833333333
317.01,7.474,10.3643333333,11.7836666667,11.7836666667,7.526,10.8983333333,12.0183333333,15.4166666667,16.0283333333,9.40133333333,8.90633333333,11.7053333333
317.38,7.39033333333,10.2133333333,11.8266666667,11.6706666667,7.611,10.4606666667,11.8656666667,15.3783333333,15.86,9.54966666667,8.587,11.5013333333
317.75,7.02933333333,9.67033333333,11.746,11.155,7.305,9.762,11.6146666667,15.1226666667,15.543,9.48633333333,8.21166666667,11.0103333333
318.12,7.17833333333,9.94966666667,11.837,11.4013333333,7.588,9.91033333333,11.8896666667,15.3336666667,15.9936666667,9.84433333333,8.274,10.966
318.49,6.973,9.93133333333,11.5686666667,11.0406666667,7.47466666667,9.667,11.965,15.3986666667,16.0063333333,9.44266666667,8.254,10.3013333333
318.85,6.93133333333,10.2646666667,11.8386666667,11.3886666667,7.52633333333,9.934,12.024,15.5026666667,16.0976666667,9.55,8.16133333333,10.82
319.22,6.956,10.235,11.7216666667,11.43,7.806,9.96933333333,12.107,15.412,16.142,9.638,7.912,11.3236666667
319.59,6.815,10.162,11.822,11.201,7.50333333333,9.865,11.8083333333,15.1553333333,16.0326666667,9.406,7.598,11.2283333333
319.96,6.73466666667,10.1356666667,11.8153333333,11.0296666667,7.45266666667,9.72866666667,11.6666666667,15.0133333333,16.1113333333,9.59366666667,7.35766666667,11.1246666667
320.32,6.74033333333,9.84466666667,11.9416666667,10.8386666667,7.08066666667,9.64066666667,10.9066666667,14.6786666667,16.0946666667,9.50466666667,7.32566666667,10.7573333333
320.69,6.67733333333,9.88,11.897,10.9156666667,6.923,9.52566666667,10.5616666667,14.718,16.2576666667,9.25333333333,7.22266666667,10.4933333333
321.06,6.91466666667,10.0723333333,12.3043333333,11.1476666667,6.778,9.378,10.1266666667,14.5773333333,16.7416666667,9.228,7.11866666667,10.5213333333
321.43,7.05666666667,10.6536666667,12.342,11.079,6.60366666667,9.29433333333,10.2693333333,14.4013333333,16.7216666667,8.93733333333,7.20766666667,10.4473333333
321.80,6.286,10.3533333333,11.6816666667,10.6686666667,5.90233333333,8.71,9.477,13.9006666667,16.201,8.28533333333,6.62866666667,10.1753333333
322.16,5.91033333333,9.611,11.4003333333,10.3293333333,5.097,8.32333333333,8.94666666667,13.3793333333,15.6976666667,7.74,6.303,9.76033333333
322.53,5.70933333333,9.266,11.1913333333,10.5496666667,4.546,8.02266666667,8.57066666667,12.7823333333,15.2293333333,7.55466666667,5.78933333333,9.507
322.90,5.93866666667,9.05266666667,10.9313333333,10.4716666667,4.33566666667,7.93566666667,8.238,12.7706666667,15.5563333333,7.50233333333,5.84666666667,8.85566666667
323.27,5.84166666667,9.04433333333,10.9403333333,10.697,4.21466666667,7.86566666667,8.31433333333,13.0796666667,15.7313333333,7.46866666667,5.99533333333,8.85233333333
323.63,5.95633333333,9.17133333333,10.7166666667,10.9283333333,4.187,7.93766666667,8.486,13.3206666667,15.8006666667,7.564,6.03133333333,9.15866666667
324.00,5.88933333333,9.12766666667,10.6423333333,11.0583333333,4.191,7.96666666667,8.309,13.4533333333,16.141,7.52666666667,5.975,9.274
324.37,5.76,9.12766666667,10.4846666667,11.2936666667,4.23666666667,7.771,8.59233333333,13.4713333333,16.1726666667,7.22366666667,5.855,9.41333333333
324.74,5.906,9.235,10.622,11.3963333333,4.32266666667,7.72066666667,8.819,13.4533333333,16.1463333333,7.38566666667,5.96366666667,10.0206666667
325.10,6.06066666667,8.91133333333,10.3813333333,11.3583333333,4.366,7.587,8.81033333333,13.412,15.881,7.36233333333,6.08333333333,9.843
325.47,5.94633333333,8.69466666667,10.2386666667,11.2896666667,4.30366666667,7.534,8.66166666667,13.8963333333,16.163,7.622,6.15433333333,9.702
325.84,6.57033333333,9.43333333333,10.673,11.923,5.021,7.95933333333,9.34833333333,14.5083333333,16.6346666667,8.344,6.816,10.2026666667
326.21,6.522,9.96133333333,10.6426666667,12.1736666667,5.253,8.00033333333,9.77266666667,14.7426666667,16.6296666667,8.54566666667,6.98333333333,10.4746666667
326.57,6.56466666667,10.1643333333,10.8303333333,12.287,5.59733333333,8.11466666667,10.05,15.1786666667,17.01,8.88433333333,7.17833333333,10.716
326.94,6.47633333333,10.3086666667,10.9493333333,12.416,5.78466666667,8.06733333333,10.443,15.3703333333,17.0436666667,9.00733333333,7.272,10.949
327.31,6.53466666667,10.54,11.0253333333,12.3463333333,5.86333333333,8.00033333333,10.313,15.3403333333,17.0743333333,8.93966666667,7.319,10.829
327.67,6.59033333333,10.4476666667,11.3346666667,12.366,6.04366666667,8.09633333333,10.138,15.491,17.3783333333,8.83866666667,7.19866666667,10.747
328.04,6.46866666667,10.616,11.204,12.3906666667,5.674,8.119,10.0276666667,15.702,17.1256666667,8.84133333333,6.99466666667,10.678
328.41,6.192,10.3133333333,10.9166666667,11.864,5.29733333333,8.055,9.647,15.8496666667,16.8283333333,8.64833333333,6.71266666667,10.7403333333
328.78,6.362,10.488,11.0516666667,11.825,5.411,8.294,9.72533333333,16.2643333333,17.0583333333,8.83766666667,6.96766666667,10.812
329.14,6.504,10.833,11.1393333333,11.9523333333,5.70166666667,8.65833333333,10.094,16.7883333333,17.3793333333,8.92166666667,6.92633333333,11.15
329.51,6.28733333333,10.4433333333,11.011,11.9003333333,5.28033333333,8.50466666667,9.822,16.5166666667,17.0626666667,8.387,6.266,10.893
329.88,6.03033333333,10.155,10.8696666667,11.5186666667,5.00166666667,8.55233333333,9.41833333333,16.4553333333,17.17,8.00033333333,5.84633333333,10.6743333333
330.24,5.63466666667,9.811,10.8493333333,11.137,4.563,8.03233333333,8.684,16.0646666667,17.1033333333,7.67866666667,5.33633333333,10.4406666667
330.61,5.63133333333,9.755,10.7416666667,10.9633333333,4.30133333333,7.948,8.55766666667,15.985,17.1266666667,7.49333333333,5.188,10.653
330.98,5.87566666667,9.819,10.9233333333,11.1883333333,4.672,8.33866666667,8.22833333333,16.3243333333,17.3406666667,7.64266666667,5.202,10.625
331.34,5.84466666667,9.745,10.8603333333,11.3026666667,4.497,8.38566666667,8.17566666667,16.672,17.3573333333,7.66766666667,5.049,10.3416666667
331.71,5.82366666667,9.99433333333,10.5963333333,11.319,4.346,8.39633333333,8.199,16.5626666667,17.2413333333,7.838,5.2,10.367
332.08,5.57533333333,9.88666666667,10.4913333333,11.1396666667,4.441,8.22233333333,8.16833333333,16.2613333333,16.9853333333,7.63933333333,5.18633333333,10.4913333333
332.44,5.72333333333,10.216,10.676,11.393,4.675,8.19433333333,8.24766666667,16.3243333333,17.073,7.55233333333,5.14533333333,10.3446666667
332.81,5.534,9.964,10.4736666667,11.4083333333,4.451,8.14733333333,7.903,16.2843333333,17.0063333333,7.18066666667,4.99233333333,10.2296666667
333.18,5.013,9.712,10.2876666667,11.083,3.92466666667,7.92266666667,7.38866666667,15.8453333333,16.9233333333,7.033,4.75133333333,9.91066666667
333.54,5.38666666667,10.087,10.3123333333,11.275,4.31133333333,8.36666666667,7.73166666667,16.1496666667,17.2346666667,7.42466666667,5.274,10.3223333333
333.91,4.88233333333,9.70366666667,9.69333333333,11.0536666667,3.57266666667,7.765,7.26766666667,15.946,16.6563333333,6.963,4.87233333333,9.75433333333
334.28,4.71066666667,9.61066666667,9.32166666667,11.035,3.49566666667,7.73833333333,7.21033333333,16.1536666667,16.532,6.543,4.651,9.61066666667
334.64,4.925,9.88933333333,9.35233333333,11.3066666667,3.65466666667,8.04266666667,7.21166666667,16.3586666667,16.7693333333,6.782,4.65166666667,9.675
335.01,4.79633333333,9.90933333333,8.96766666667,11.1786666667,3.53733333333,7.92966666667,7.353,16.2436666667,16.811,6.70866666667,4.681,9.80433333333
335.38,4.89366666667,9.86266666667,8.95933333333,10.9636666667,3.67966666667,8.09333333333,7.33133333333,15.9326666667,16.996,6.78533333333,4.536,9.92866666667
335.74,4.60766666667,9.51333333333,8.75133333333,10.7303333333,3.68833333333,7.92433333333,6.89333333333,15.7933333333,16.9546666667,6.38233333333,4.15266666667,9.78266666667
336.11,4.69566666667,9.263,8.82,10.7946666667,3.52466666667,7.962,6.80866666667,16.0623333333,17.2063333333,6.23666666667,4.06866666667,9.70533333333
336.47,4.74266666667,9.267,8.76866666667,10.845,3.618,7.91633333333,6.85533333333,16.2136666667,17.5643333333,6.43833333333,4.25266666667,9.72033333333
336.84,4.90833333333,9.41233333333,8.85566666667,10.848,3.589,7.86,7.09733333333,16.339,17.8196666667,6.469,4.19,9.798
337.21,5.01166666667,9.363,8.775,10.79,3.54933333333,7.60666666667,7.15166666667,16.4886666667,17.808,6.269,4.16433333333,9.845
337.57,4.86033333333,9.11966666667,8.53666666667,10.4453333333,3.402,7.29966666667,6.716,16.3043333333,17.5856666667,5.86766666667,3.94133333333,9.712
337.94,5.42333333333,9.48,9.09733333333,10.9253333333,4.21366666667,7.78266666667,7.13866666667,16.6276666667,18.0116666667,6.329,4.344,10.316
338.31,6.09666666667,9.741,9.58533333333,11.2606666667,4.594,8.26433333333,7.45233333333,17.0723333333,18.4973333333,6.94266666667,4.87033333333,10.665
338.67,6.07433333333,9.53633333333,9.33833333333,11.005,4.433,8.15266666667,7.28533333333,16.993,18.17,6.555,4.725,10.318
339.04,6.143,9.25733333333,9.29166666667,10.7803333333,4.30333333333,7.94,7.13533333333,16.8633333333,17.719,6.38233333333,4.50033333333,10.2416666667
339.40,6.05366666667,9.26366666667,9.20366666667,10.8813333333,4.27433333333,7.714,7.09233333333,16.9433333333,17.8033333333,6.10466666667,4.47866666667,10.2173333333
339.77,6.30033333333,9.25133333333,9.209,11.1676666667,4.34133333333,7.69933333333,7.428,17.2136666667,18.138,6.309,4.60433333333,10.379
340.14,6.49266666667,9.50933333333,9.13366666667,11.181,4.57933333333,7.77133333333,7.52066666667,17.323,18.3003333333,6.45966666667,4.80466666667,10.245
340.50,6.755,9.588,8.998,11.258,4.528,7.81833333333,7.411,17.348,18.245,6.51366666667,4.77733333333,9.97866666667
340.87,6.92733333333,9.67733333333,8.93033333333,11.483,4.86766666667,7.896,7.60866666667,17.5486666667,18.2466666667,6.878,4.99066666667,10.1043333333
341.23,6.86733333333,9.98133333333,8.954,11.6556666667,5.07966666667,8.129,7.773,17.86,18.4826666667,7.17466666667,5.20066666667,10.151
341.60,6.917,10.1086666667,9.087,11.9193333333,5.138,8.32133333333,8.018,17.887,18.6773333333,7.30033333333,5.25,10.228
341.96,6.83966666667,10.065,9.02666666667,11.7846666667,4.94533333333,8.22633333333,8.147,17.8793333333,18.7433333333,7.25133333333,5.12733333333,10.0416666667
342.33,6.651,10.086,8.76666666667,11.733,4.89466666667,8.111,8.056,17.7126666667,18.6023333333,7.018,5.03533333333,9.85933333333
342.70,6.736,10.1076666667,9.00166666667,12.0813333333,5.06133333333,8.172,8.103,17.8496666667,18.8016666667,7.16566666667,5.26866666667,10.0
343.06,6.688,10.251,9.01766666667,12.4073333333,4.98566666667,8.36733333333,8.17066666667,18.0286666667,19.2693333333,7.21733333333,5.31066666667,10.0016666667
343.43,6.82933333333,10.3106666667,9.01366666667,12.6296666667,5.077,8.417,8.365,18.3553333333,19.22,7.50766666667,5.368,10.132
343.79,7.01733333333,10.4753333333,9.07866666667,12.6243333333,5.03666666667,8.47933333333,8.443,18.5236666667,19.1446666667,7.595,5.53366666667,10.132
344.16,6.906,10.3806666667,8.968,12.6946666667,4.938,8.38366666667,8.492,18.4756666667,18.8653333333,7.64833333333,5.34166666667,10.258
344.52,6.795,10.0996666667,8.96,12.5353333333,4.84366666667,8.33333333333,8.61833333333,18.4546666667,18.7393333333,7.57833333333,5.09266666667,10.456
344.89,6.63533333333,10.0453333333,8.83366666667,12.433,4.62833333333,8.24866666667,8.425,18.2796666667,18.7303333333,7.375,4.966,10.2773333333
345.25,6.797,9.95,8.759,12.452,4.51966666667,8.18433333333,8.28233333333,18.1556666667,18.7793333333,7.28033333333,4.94,10.2446666667
345.62,6.86333333333,9.845,8.49066666667,12.3586666667,4.44066666667,7.97366666667,8.16233333333,18.098,18.7333333333,7.32433333333,4.82466666667,9.99833333333
345.99,6.99366666667,9.74233333333,8.17766666667,12.4223333333,4.43133333333,7.99066666667,7.89366666667,18.0446666667,18.8893333333,7.15266666667,4.757,10.0053333333
346.35,7.076,9.62833333333,8.22433333333,12.43,4.51666666667,7.97533333333,8.00266666667,18.192,18.98,7.10366666667,4.64133333333,10.023
346.72,6.96,9.45333333333,7.89066666667,12.1553333333,4.279,7.73766666667,7.90433333333,18.0246666667,18.9623333333,6.89766666667,4.41766666667,9.84266666667
347.08,6.873,9.32366666667,7.67366666667,12.0116666667,4.27566666667,7.65233333333,7.785,17.7706666667,18.8496666667,6.70566666667,4.32433333333,9.76966666667
347.45,6.68766666667,9.18133333333,7.51666666667,11.724,4.10333333333,7.57233333333,7.607,17.527,18.5653333333,6.409,4.305,9.57166666667
347.81,6.531,9.18133333333,7.419,11.6566666667,4.13233333333,7.573,7.35633333333,17.3906666667,18.3693333333,6.20233333333,4.21633333333,9.51
348.18,6.804,9.338,7.511,11.732,4.235,7.763,7.364,17.528,18.473,6.041,4.333,9.366
348.54,6.83333333333,9.428,7.52566666667,11.8196666667,4.21733333333,7.90333333333,7.34366666667,17.597,18.3943333333,5.931,4.33633333333,9.15533333333
348.91,6.805,9.16366666667,7.30033333333,11.6416666667,4.12466666667,7.89366666667,7.22366666667,17.441,18.4393333333,5.674,4.27133333333,9.02466666667
349.27,6.711,9.07333333333,7.33666666667,11.6576666667,4.18933333333,7.746,7.35,17.285,18.3683333333,5.53033333333,4.07833333333,8.78133333333
349.64,6.521,9.06466666667,7.25533333333,11.8156666667,4.08166666667,7.55366666667,7.37333333333,17.1863333333,18.4753333333,5.239,3.92233333333,8.75266666667
350.00,6.54066666667,9.24466666667,7.34333333333,11.8796666667,4.08333333333,7.54933333333,7.611,17.1986666667,18.3996666667,5.22266666667,4.022,8.819
350.37,6.64633333333,9.456,7.39466666667,12.1293333333,4.0,7.79566666667,7.714,17.2856666667,18.5443333333,5.26533333333,4.05433333333,8.90466666667
350.73,6.77466666667,9.65366666667,7.53433333333,12.2903333333,4.171,7.98533333333,7.79033333333,17.5173333333,18.6006666667,5.469,4.13733333333,9.10866666667
351.10,6.88933333333,9.781,7.62233333333,12.3393333333,4.17766666667,8.022,8.01533333333,17.736,18.669,5.603,4.21766666667,9.14133333333
351.46,6.90533333333,9.65833333333,7.396,12.259,3.94066666667,7.99333333333,7.947,17.725,18.8193333333,5.43933333333,4.02666666667,8.87566666667
351.83,6.96633333333,9.60866666667,7.26833333333,12.2236666667,3.746,7.906,8.051,17.613,18.8223333333,5.435,3.81166666667,8.70133333333
352.19,6.837,9.45633333333,7.17733333333,12.233,3.54266666667,7.79966666667,8.02233333333,17.3936666667,18.9126666667,5.40933333333,3.63466666667,8.62466666667
352.55,6.65633333333,9.38366666667,7.05866666667,12.2023333333,3.51333333333,7.715,8.007,17.3,18.904,5.40933333333,3.66266666667,8.51333333333
352.92,6.72466666667,9.44433333333,7.151,12.3643333333,3.57233333333,7.75166666667,8.06866666667,17.248,18.8563333333,5.56866666667,3.43033333333,8.41066666667
353.28,6.80833333333,9.33133333333,7.08933333333,12.3906666667,3.42966666667,7.843,8.09866666667,17.3213333333,18.8606666667,5.58233333333,3.353,8.60333333333
353.65,6.938,9.40133333333,7.37166666667,12.299,3.507,8.16366666667,8.258,17.3326666667,18.8346666667,5.807,3.40633333333,8.70433333333
354.01,6.74766666667,9.109,7.30833333333,12.1933333333,3.246,7.98766666667,8.01233333333,17.0966666667,18.7226666667,5.757,3.184,8.39233333333
354.38,6.58433333333,8.78733333333,7.11833333333,11.868,3.06833333333,7.695,7.824,16.7526666667,18.514,5.70666666667,3.01933333333,8.106
354.74,6.67733333333,8.70533333333,7.19833333333,11.8533333333,3.03933333333,7.71866666667,7.87033333333,16.6966666667,18.5493333333,5.59366666667,3.06933333333,8.02733333333
355.11,6.568,8.57733333333,7.23366666667,11.8343333333,3.00766666667,7.60833333333,7.67366666667,16.5953333333,18.5986666667,5.49233333333,2.91833333333,7.911
355.47,6.70733333333,8.80166666667,7.46333333333,12.1643333333,3.32766666667,7.69633333333,7.87066666667,16.6783333333,18.854,5.73033333333,3.147,8.19666666667
355.83,6.73066666667,8.88266666667,7.59566666667,12.2706666667,3.593,7.79533333333,8.046,16.7176666667,18.9956666667,5.88766666667,3.30266666667,8.22233333333
356.20,6.719,8.85833333333,7.644,12.3516666667,3.82766666667,7.81666666667,8.123,16.6583333333,19.0036666667,5.94466666667,3.38733333333,8.22366666667
356.56,6.97266666667,9.06,7.86866666667,12.656,4.14733333333,7.97833333333,8.306,16.7433333333,19.235,6.15866666667,3.63933333333,8.388
356.93,6.83666666667,8.918,7.71633333333,12.519,4.05133333333,7.79666666667,8.26866666667,16.624,19.108,6.015,3.697,8.38166666667
357.29,6.81733333333,9.00666666667,7.65166666667,12.5246666667,4.145,7.77933333333,8.13033333333,16.6216666667,19.119,6.00433333333,3.76733333333,8.34266666667
357.66,6.73933333333,8.92633333333,7.51933333333,12.425,4.04666666667,7.67733333333,8.004,16.514,19.0163333333,5.90166666667,3.70966666667,8.215
358.02,6.834,9.072,7.54533333333,12.4836666667,4.18566666667,7.85166666667,8.06466666667,16.711,18.9956666667,6.024,3.817,8.402
358.38,6.83033333333,9.20633333333,7.49366666667,12.5133333333,4.36133333333,7.9,8.12633333333,16.7153333333,19.0453333333,6.04833333333,3.87266666667,8.481
358.75,6.63233333333,9.04166666667,7.259,12.3303333333,4.319,7.63733333333,8.01133333333,16.442,18.7753333333,5.92533333333,3.67733333333,8.39033333333
359.11,6.75033333333,9.02566666667,7.178,12.44,4.35566666667,7.68133333333,8.12433333333,16.388,18.658,5.894,3.619,8.48733333333
359.48,6.65,8.844,7.10833333333,12.408,4.24633333333,7.698,8.07366666667,16.1766666667,18.5313333333,5.85533333333,3.452,8.459
359.84,6.676,8.786,7.118,12.4166666667,4.115,7.64533333333,8.04966666667,16.1273333333,18.4746666667,5.81133333333,3.47833333333,8.44366666667
360.20,6.67866666667,8.82666666667,7.06966666667,12.281,4.00133333333,7.603,8.10466666667,16.1396666667,18.4026666667,5.80466666667,3.50933333333,8.64233333333
360.57,6.51566666667,8.61533333333,6.82433333333,12.0813333333,3.74366666667,7.402,7.97066666667,15.9096666667,18.319,5.651,3.27766666667,8.70933333333
360.93,6.468,8.666,6.89066666667,12.0286666667,3.72933333333,7.38366666667,7.942,15.8273333333,18.169,5.696,3.184,8.70533333333
361.29,6.397,8.58766666667,6.79233333333,11.956,3.64933333333,7.27766666667,8.043,15.6696666667,18.0723333333,5.66933333333,3.11366666667,8.57033333333
361.66,6.64733333333,8.71133333333,6.919,12.154,3.87733333333,7.40766666667,8.19766666667,15.8643333333,18.2166666667,5.87866666667,3.376,8.795
362.02,6.57166666667,8.63133333333,6.88166666667,11.9893333333,3.92466666667,7.26233333333,8.19666666667,15.6783333333,18.11,5.815,3.30833333333,8.656
362.39,6.62133333333,8.568,6.933,11.973,3.83533333333,7.30133333333,8.24,15.6116666667,18.1026666667,5.82233333333,3.29033333333,8.59266666667
362.75,6.52166666667,8.53933333333,6.75133333333,11.874,3.54766666667,7.235,8.17033333333,15.344,17.9893333333,5.689,3.199,8.36333333333
363.11,6.41433333333,8.51833333333,6.72666666667,11.699,3.43966666667,7.22366666667,8.062,15.2326666667,17.9196666667,5.71166666667,3.164,8.32066666667
363.48,6.41933333333,8.53833333333,6.63433333333,11.5513333333,3.45166666667,7.13933333333,8.116,15.181,17.7883333333,5.666,3.17033333333,8.203
363.84,6.357,8.52766666667,6.53733333333,11.4956666667,3.43466666667,7.15033333333,8.10766666667,15.1193333333,17.8023333333,5.622,3.11566666667,8.229
364.20,6.433,8.54033333333,6.605,11.4843333333,3.43333333333,7.184,8.13266666667,15.0423333333,17.823,5.63933333333,3.12433333333,8.137
364.57,6.526,8.69166666667,6.77066666667,11.6506666667,3.584,7.32933333333,8.20266666667,15.104,17.8103333333,5.72733333333,3.27833333333,8.20266666667
364.93,6.601,8.739,6.71633333333,11.8146666667,3.59166666667,7.383,8.339,15.0996666667,17.8113333333,5.765,3.37366666667,8.241
365.29,6.57733333333,8.652,6.79833333333,11.7983333333,3.62066666667,7.48566666667,8.372,15.044,17.824,5.93066666667,3.39933333333,8.34466666667
365.66,6.57666666667,8.55733333333,6.79033333333,11.7683333333,3.57066666667,7.42366666667,8.43033333333,14.888,17.7256666667,5.95733333333,3.24266666667,8.17533333333
366.02,6.67766666667,8.562,6.79633333333,11.8596666667,3.595,7.60166666667,8.608,14.8463333333,17.728,6.08733333333,3.42133333333,8.265
