wavelength,Back_TanFlof,Belly_TanFlof,Breast_TanFlof,Crissum_TanFlof,Crown_TanFlof,DorTail_TanFlof,Patch10_TanFlof,Patch11_TanFlof,Patch12_TanFlof,Rump_TanFlof,Throat_TanFlof,WingTip_TanFlof
197.03,-804.761888889,-688.888999999,-553.968222222,-806.34911111,-761.904777778,-1034.92044444,-704.761777779,-433.333444445,-534.920777778,-495.238111111,-928.571444446,-526.98411111
197.40,-3200.0,-2861.11111111,-2522.22222222,-3327.77777778,-2927.77777778,-4044.44444445,-2950.0,-1994.44444445,-2494.44444444,-2472.22222222,-3577.77777778,-2088.88888889
197.78,-234.782777778,-232.850222222,-187.922555555,-255.072444445,-202.415444444,-299.033888889,-226.087111111,-135.748888889,-165.217555555,-196.618555556,-266.183555556,-156.521666667
198.16,-182.936555555,-231.349,-178.174444444,-240.476111111,-184.127,-250.0,-209.920555556,-107.539777778,-154.365222222,-188.492,-238.095222222,-145.635
198.54,-1277.77777778,-1491.11111111,-1317.77777778,-1657.77777778,-1295.55555555,-1704.44444445,-1475.55555556,-831.11111111,-1208.88888889,-1355.55555556,-1582.22222222,-1100.0
198.92,6055.55555556,7399.99999999,7066.66666667,7977.77777779,6566.66666666,8933.33333332,7822.22222222,4022.22222222,6144.44444444,7355.55555555,7544.44444444,5422.22222222
199.30,405.228666667,483.660333333,480.392222222,501.307,416.993444445,554.902,500.0,257.516333333,411.111,469.281,469.934666667,352.287666667
199.68,485.185,510.370111111,566.666888889,575.555555556,505.185222222,631.111111111,582.222111111,298.518333333,456.296222222,540.0,569.629555555,412.592555556
200.06,7733.33333333,7399.99999999,8822.22222223,8844.44444445,7288.88888889,9711.11111111,8888.88888889,4900.0,7555.55555557,8800.00000001,8322.22222223,5911.11111111
200.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.82,-4338.88888889,-3855.55555555,-4877.77777778,-4922.22222222,-4222.22222222,-5522.22222222,-4800.0,-3005.55555556,-3972.22222222,-5161.11111111,-4627.77777778,-3094.44444444
201.19,-1746.66666667,-1528.88888889,-1906.66666667,-1888.88888889,-1704.44444444,-2191.11111111,-1946.66666667,-1108.88888889,-1502.22222222,-2111.11111111,-1906.66666667,-1288.88888889
201.57,1651.11111111,1326.66666667,1697.77777778,1711.11111111,1568.88888889,2057.77777778,1795.55555555,933.333333332,1393.33333333,1944.44444445,1742.22222222,1291.11111111
201.95,393.236555556,305.314111111,403.381888889,391.304333333,370.531333333,474.396333333,409.661666666,228.019333333,340.579666667,439.130444444,401.449333333,305.314111111
202.33,365.151444444,222.727222222,351.515333333,340.404,322.727333333,434.848444444,356.565666667,190.909,283.333444444,373.737222222,356.060666667,265.151555556
202.71,1344.44444444,644.444444443,1397.77777778,1211.11111111,1224.44444445,1615.55555556,1308.88888889,633.333333333,1084.44444445,1431.11111111,1317.77777778,891.111111109
203.09,481.481444444,177.037,480.000111111,444.444333333,417.037,546.666666666,461.481444444,222.963111111,417.777888889,490.370333333,477.777666667,346.666777778
203.47,774.07411111,217.284,716.049222221,645.679111111,633.333333333,867.901222221,712.345555557,345.679,690.123555555,729.629555557,709.876555555,530.864444444
203.85,520.740666667,165.925777778,474.074111111,429.629555556,403.703777778,591.111,463.703555556,254.814888889,507.407333333,485.185222222,460.000111111,382.963
204.22,455.555444444,82.2222222221,432.592777778,359.259,331.851888889,514.814777778,388.888888889,192.592666667,444.444222222,389.629666667,402.222222222,377.036888889
204.60,358.333333333,-8.33333333344,327.777777778,272.916666667,225.0,387.5,306.25,95.1388888889,356.25,278.472222222,283.333333333,289.583333333
204.98,298.148222222,7.40744444444,317.284,247.530888889,190.123555555,331.481444444,270.987666667,58.0247777778,319.135888889,229.629555555,260.493777778,283.950666667
205.36,206.018444444,-3.70388888889,222.685,193.055444444,125.463,250.926,205.555444444,31.0184444446,239.814777778,161.111,167.592555556,195.370333333
205.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.12,-68.1158888889,134.299666667,-79.226888889,-91.3042222223,-13.5264444444,-139.130444444,-81.1593333333,131.401,-117.391111111,-41.0627777779,-56.5215555556,-68.1158888889
206.50,-102.020222222,108.080777778,-138.888777778,-148.99,-47.4747777778,-182.828333333,-108.585777778,120.202111111,-163.636555555,-96.4646666666,-88.8889999999,-111.111111111
206.87,-315.151333333,146.464444445,-383.838444444,-412.121222222,-201.010111111,-468.687111111,-358.585777778,161.616111111,-423.232333334,-252.525333333,-269.696888889,-334.343333333
207.25,-110.317555555,42.4604444446,-125.396777778,-142.857,-65.4762222222,-151.587222222,-123.412666667,73.4126666668,-138.095222222,-80.5554444445,-84.9206666668,-96.4285555554
207.63,-191.975444445,15.4320000001,-211.728333333,-285.185,-145.061888889,-264.197444445,-258.642,78.3949999999,-248.765333334,-186.419888889,-186.419666667,-199.999888889
208.01,-193.055555556,2.77777777777,-213.888888889,-330.555555556,-151.388888889,-277.083333333,-288.194444444,86.8055555557,-267.361111111,-236.805555555,-208.333333334,-220.138888889
208.39,653.968222222,257.143000001,693.650888889,998.412666669,601.587333333,868.25388889,860.317444443,82.5395555558,825.396999999,846.031777777,700.0,741.269777779
208.77,681.944444445,305.555555556,676.388888889,940.277777779,622.222222222,841.666666668,819.444444445,144.444444445,762.499999999,863.888888888,694.444444445,762.499999998
209.14,488.888777778,242.592444444,515.740777778,622.222333333,442.592555556,543.518555556,593.518444445,171.296222222,550.925888889,615.741,500.926,545.370333333
209.52,441.666666666,209.259333333,550.0,565.740666667,410.185222222,478.703777778,522.222,133.333333334,503.703666667,530.555555555,468.518444445,492.592555555
209.90,275.845444444,174.879333333,372.463777778,334.782555555,263.285,301.449222222,318.357333333,152.174,329.468666667,332.850222222,298.067555555,317.874222222
210.28,142.666666667,92.4444444446,196.888888889,169.111111111,137.333333333,147.111111111,168.888888889,95.5555555553,162.444444445,164.444444444,146.666666666,162.888888889
210.66,132.151444444,94.799,196.217666667,156.974,133.333222222,136.879444444,166.194,89.8346666664,163.593444444,156.265,141.134777778,162.884111111
211.03,113.675111111,106.623888889,178.419,144.230555555,117.948666667,129.700888889,147.649555555,88.8887777776,148.504111111,150.854444445,131.410222222,155.769222222
211.41,137.467666667,115.762222222,218.346111111,180.620111111,144.702888889,168.992222222,175.969,104.651333333,160.723555555,180.361777778,155.814,198.191111111
211.79,190.158666667,152.698222222,286.349111111,233.016,191.111111111,230.476333333,213.015888889,147.619111111,207.619111111,231.746222222,203.174555555,256.508111111
212.17,194.736777778,150.877444444,273.099222222,217.836111111,191.228111111,218.421111111,202.923888889,142.69,196.198666667,223.099222222,198.537888889,242.982555555
212.55,244.444333333,186.111,344.047666667,266.269888889,238.492,277.381111111,253.968333333,169.047777778,234.920666667,270.634888889,262.698444445,301.190444445
212.92,189.225555555,147.474777778,277.104666667,212.121111111,204.040444445,226.936,203.367,134.343333333,189.225555556,207.744222222,212.794555555,246.464666666
213.30,165.432222222,130.555555556,225.000111111,179.938333333,175.308666667,206.790111111,165.740666667,106.481444445,156.172888889,176.234666667,172.222111111,214.506111111
213.68,200.694444444,140.277777778,254.166666667,201.736111111,204.166666667,227.777777778,191.319444444,128.125,173.611111111,210.069444445,197.569444445,244.097222222
214.06,181.136888889,117.054222222,203.876222222,165.633111111,162.532333334,179.586666667,159.173111111,106.46,146.511555555,180.103444444,167.958666666,196.382333333
214.44,346.377,234.299444444,359.903555556,325.603777778,300.483,349.275333333,287.439777778,203.381555556,292.270777778,350.724666667,337.681111111,377.294666667
214.81,210.840222222,133.604333333,189.973111111,192.140888889,171.273555556,215.447222222,162.601555555,124.932333333,166.124555555,211.111111111,199.458,212.466222222
215.19,216.374222222,116.081666667,173.976666667,186.549777778,172.222333333,207.31,152.631555555,108.771888889,156.432666666,205.848,195.029,207.017666667
215.57,142.701555556,73.2023333333,118.954222222,117.646888889,111.982555556,133.115555555,93.0282222223,75.1635555558,116.775555556,140.958666666,137.254888889,135.729666667
215.95,116.179444444,53.996111111,102.729,99.4152222221,89.8635555556,104.288444444,75.2436666668,51.4621111111,96.881,115.984444444,120.662777778,107.017555555
216.32,118.724333333,56.7901111111,113.992,109.259222222,89.3003333333,109.670888889,75.5144444445,56.1727777778,100.0,112.551444445,125.308555556,109.259222222
216.70,104.056555556,57.6720000001,107.054888889,100.881777778,81.305,100.352777778,71.7812222222,53.792,88.3597777778,98.060111111,108.818222222,104.056444445
217.08,113.492111111,67.261888889,117.262111111,113.690666667,83.1351111111,105.158666667,84.127,63.889,96.8252222223,110.119,114.881,111.904666667
217.46,140.0,59.4444444444,151.944444444,144.722222222,91.9444444444,120.277777778,101.944444444,75.8333333332,120.833333333,145.0,155.277777778,133.333333333
217.83,132.041222222,42.6355555557,134.883888889,133.333333333,82.1705555554,118.604555556,90.439111111,72.61,117.829333333,136.950888889,141.602,129.715777778
218.21,123.772555555,34.367,122.738777778,139.018,86.5632222221,121.963666666,92.2481111112,69.7675555554,109.560777778,126.356666667,134.108555556,129.457333333
218.59,87.499888889,24.479111111,81.7707777778,96.5280000001,61.9793333333,83.3332222221,65.1042222221,51.9096666667,74.8262222222,86.2848888888,91.8401111112,87.1526666668
218.97,124.183,45.533888889,119.825444444,130.718888889,95.6425555554,112.636333333,98.9106666665,82.788777778,110.239555556,117.211444444,123.747222222,119.172
219.34,158.080888889,58.5860000001,158.586,162.626333333,126.01,145.201888889,121.717222222,116.161666667,141.666777778,142.171666667,153.282888889,147.979888889
219.72,218.018111111,107.807555556,220.420666667,232.132111111,190.690555556,207.207222222,179.88,164.564666667,194.594555556,193.994,206.306444445,204.204111111
220.10,259.047555556,142.222111111,249.206444445,254.285666667,234.920555555,242.222222222,214.285666667,208.254,234.285888889,227.301666667,216.190444445,240.634888889
220.47,331.349222222,171.428333333,315.872888889,306.746,302.380777778,309.523888889,278.174666667,261.904777778,301.984222222,304.365222222,272.222111111,301.587333333
220.85,507.407555556,222.222111111,470.988,433.950555556,441.358,438.271666667,411.111,396.296333334,472.839444444,459.876444444,392.592444445,416.666777778
221.23,495.906444445,185.964777778,480.701888889,425.146333333,430.994111111,435.672666666,392.982333333,394.736777778,479.532111111,461.403555555,416.374222222,394.737111111
221.61,325.0,128.968222222,315.476333333,280.555333333,291.269888889,292.460333333,264.285777778,266.269888889,319.047777778,290.476222222,271.825444445,264.682444444
221.98,371.014444444,183.574666667,381.159555556,322.705222222,348.792222222,335.748666667,302.415333333,305.797222222,378.743888889,331.400888889,323.188222222,310.145
222.36,969.444444444,523.611111111,1036.11111111,823.611111111,950.0,908.333333332,795.833333333,841.666666667,1034.72222222,931.944444444,841.666666667,755.555555555
222.74,-818.518555556,-462.963,-958.024777778,-682.716,-801.234555556,-782.716111111,-722.222222223,-734.56788889,-841.975111111,-762.963000001,-687.654444444,-648.148111111
223.11,-345.679111111,-187.654444445,-420.987444445,-277.160333333,-328.395111111,-336.419666667,-322.222222222,-308.024666666,-369.135666666,-325.925888889,-278.395111111,-263.580111111
223.49,-143.055555555,-75.3472222223,-176.041666667,-103.819444445,-132.291666667,-140.625,-156.597222222,-122.916666667,-161.805555556,-138.888888889,-126.388888889,-103.819444444
223.87,-104.762,-50.2643333333,-133.068777778,-63.492,-91.5343333334,-99.4708888888,-119.047777778,-81.4814444445,-126.190555555,-98.9416666667,-95.7672222223,-83.3334444444
224.24,-61.1112222222,-23.4301111111,-102.173888889,-35.5071111111,-56.5216666667,-72.7052222222,-81.1594444443,-46.8600000001,-86.7147777778,-60.6281111112,-74.8792222221,-53.14
224.62,-40.8268888889,-8.78544444446,-88.3719999999,-25.323,-48.8372222222,-57.8811111111,-66.4083333333,-32.2998888889,-67.9586666667,-39.2764444443,-65.1161111111,-39.7933333332
225.00,-16.4444444445,4.22222222223,-51.7777777778,-14.6666666666,-33.7777777778,-34.6666666667,-42.4444444444,-8.88888888887,-48.4444444445,-22.6666666667,-39.5555555556,-20.0
225.38,-2.5088888889,1.7918888889,-27.5984444444,-3.94266666667,-19.534,-20.2506666667,-21.6844444444,9.85677777779,-25.2686666667,-7.16855555553,-17.5627777778,-5.19733333333
225.75,-16.7471111111,-10.306,-32.8502222222,-12.2382222222,-25.9258888889,-29.3076666667,-26.248,5.31399999999,-26.2478888889,-17.5522222222,-17.2301111111,-10.467
226.13,-42.1516666667,-27.3367777778,-47.6191111111,-34.9207777778,-50.0883333333,-54.1447777778,-51.1462222222,-10.2293333333,-47.9718888889,-40.2116666667,-35.6261111111,-32.6276666667
226.51,-47.7777777778,-28.5186666667,-50.1851111111,-35.7405555556,-49.8148888889,-60.0,-55.926,-16.8518888889,-50.5556666667,-36.2962222222,-40.0001111111,-43.8888888889
226.88,-33.4966666667,-19.9347777778,-33.6603333333,-24.673,-46.4051111111,-51.3071111111,-42.8105555556,-7.353,-36.9281111111,-29.2483333333,-31.0458888889,-30.7188888889
227.26,-23.8096666667,-13.7566666667,-28.1747777778,-22.3545555555,-40.8731111111,-38.4921111111,-31.7458888889,-5.95255555557,-26.1906666667,-18.9153333333,-26.3227777778,-24.3385555556
227.64,-19.6666666667,-4.55555555556,-25.1111111111,-20.5555555556,-31.1111111111,-31.0,-19.6666666667,-3.55555555553,-18.3333333334,-14.7777777778,-16.6666666667,-14.8888888889
228.01,-15.8416666667,5.39066666667,-19.472,-16.2815555555,-21.7821111111,-25.1924444444,-9.68099999999,-0.1101111111,-12.6512222222,-11.3311111111,-11.4411111111,-1.43022222223
228.39,-8.59355555554,14.41,-10.2428888889,-8.85411111112,-8.24655555555,-11.3716666667,-1.99633333333,7.20477777779,-3.47233333332,-4.25344444445,-1.12844444444,7.11822222223
228.76,-2.81388888888,17.4603333333,-4.40133333333,-5.48344444446,-1.29877777778,-4.18477777779,1.08244444443,10.101,1.58722222222,0.649333333343,5.48355555555,8.73022222223
229.14,-10.6835555556,6.9088888889,-12.3222222222,-12.3218888889,-9.82911111112,-13.3903333333,-7.2648888889,2.20788888889,-4.77200000003,-4.84322222221,-3.70366666667,0.712333333347
229.52,-13.5502222222,3.25222222222,-15.5826666667,-13.3468888889,-11.5175555556,-14.7695555556,-11.3144444444,-0.745222222223,-6.43633333333,-6.572,-6.30077777777,-3.31988888889
229.89,-16.8055555555,1.80555555556,-20.7638888889,-19.4444444445,-17.8472222222,-18.1944444444,-17.6388888889,-6.04166666667,-11.7361111111,-11.3888888889,-13.1944444445,-8.125
230.27,-6.25377777777,8.92511111111,-16.1505555555,-10.2611111111,-7.22511111111,-11.0503333333,-10.5645555556,-1.45722222222,-2.79288888889,-2.73233333333,-4.25,0.242777777777
230.65,-2.90333333333,12.0605555556,-13.7352222222,-10.1061111111,-7.53744444445,-7.48177777778,-6.03022222221,0.0558888888767,-0.111666666643,-1.39588888889,-2.56822222222,2.23333333333
231.02,-10.3427777778,8.98333333333,-20.804,-17.0805555556,-12.9432222222,-10.9928888889,-11.9385555556,-5.96922222221,-8.80611111111,-5.20088888888,-7.21022222222,-2.83688888889
231.40,-13.6752222222,6.89877777778,-22.9547777778,-20.696,-15.4456666667,-14.2246666667,-12.8204444444,-9.89011111112,-13.6142222222,-10.3174444444,-9.7068888889,-4.70077777779
231.78,-17.3053333333,-2.10722222222,-26.3727777778,-26.1815555556,-22.733,-18.7101111111,-18.1992222222,-13.7931111111,-19.6042222222,-14.4956666667,-13.9208888889,-9.45066666666
232.15,-15.7622222222,-3.35911111112,-23.7723333333,-24.4831111111,-24.6771111111,-17.5064444444,-19.5736666667,-13.114,-17.8293333333,-10.4652222222,-11.3694444444,-10.2714444444
232.53,-18.3431111111,-7.5607777778,-23.8001111111,-25.2465555556,-29.9803333333,-21.5646666667,-23.1424444444,-17.2912222222,-22.6166666667,-12.8861111111,-14.99,-12.7547777778
232.90,-22.2223333333,-8.01044444447,-27.261,-24.7415555555,-32.2353333333,-23.8372222222,-24.2895555555,-20.1551111111,-27.0026666667,-15.3102222222,-17.0542222222,-13.8242222222
233.28,-8.04011111111,6.47666666667,-13.7912222222,-11.3902222222,-18.0345555555,-9.65933333334,-10.1062222222,-7.53777777779,-12.1162222222,-3.57355555556,-2.56844444444,-0.61422222221
233.66,-10.9384444444,6.10233333333,-13.529,-14.0473333333,-21.186,-11.7443333334,-10.5928888889,-10.4777777778,-15.1987777778,-5.00877777779,-3.742,-2.13000000001
234.03,-13.6066666667,1.96088888888,-12.121,-16.0428888889,-24.3611111111,-14.2008888889,-11.1704444445,-13.7848888889,-20.0237777778,-6.06066666667,-6.35766666667,-3.14900000001
234.41,-21.4468888889,-5.55555555554,-13.372,-24.6124444444,-33.4624444444,-15.9562222222,-17.6355555555,-20.3488888889,-26.1626666667,-11.6924444444,-13.9535555555,-7.7518888889
234.78,-21.6373333333,-7.08266666666,-9.55155555557,-22.8071111111,-30.9941111111,-13.7102222222,-18.9733333334,-16.9592222222,-24.1716666666,-10.5263333333,-12.9956666667,-5.19833333333
235.16,-14.7946666667,-1.81144444444,-0.90588888889,-17.9346666667,-23.3092222222,-7.79000000001,-11.7754444445,-10.0846666667,-16.6063333333,-7.36711111111,-7.12566666667,1.14744444444
235.54,-12.6573333333,-0.172,2.97822222222,-14.9484444444,-21.5922222222,-4.92577777779,-10.9964444445,-6.75833333333,-9.73633333333,-3.43644444445,-4.86822222222,1.94711111111
235.91,-11.267,3.42711111111,4.04988888889,-11.6822222222,-15.7838888889,-3.06322222222,-7.94388888889,-4.20566666667,-7.26900000001,-3.16722222221,-3.63444444444,3.01144444444
236.29,-8.29699999999,5.96777777778,6.16211111111,-9.55844444443,-11.0626666667,0.67922222222,-6.35611111111,-2.71722222223,-5.53122222221,-3.20244444444,-1.84388888889,4.26966666667
236.66,-5.53166666666,9.18700000001,8.03288888889,-7.02266666664,-7.215,3.46333333332,-3.36711111111,1.05833333333,-0.913888888887,-0.00011111111,2.50133333332,6.205
237.04,-3.25077777778,8.24844444443,11.208,-5.62833333333,-6.84133333333,3.29944444443,-2.86266666667,3.05677777779,1.74688888889,1.98922222222,1.84366666668,7.66611111111
237.41,-5.71822222223,4.97466666667,8.83311111111,-6.04366666667,-7.34555555557,1.627,-3.998,2.185,-0.511333333333,0.604555555557,1.10001267354e-11,5.1138888889
237.79,2.963,12.6335555556,13.786,2.26322222222,0.864222222223,8.8888888889,3.08655555556,9.09477777778,6.99577777777,7.28400000001,8.23044444443,10.823
238.17,8.58588888888,17.6407777778,16.0172222222,7.64800000001,8.29733333334,12.8426666666,8.658,13.2757777778,13.8888888889,11.3996666667,13.961,14.7184444445
238.54,9.03833333334,17.5331111111,15.3246666667,7.47522222222,8.59666666667,11.6206666667,8.83455555556,12.9458888889,14.1352222222,10.5335555555,13.8634444444,13.9992222222
238.92,9.873,17.1773333333,14.3608888889,8.54211111111,9.16122222221,11.6063333333,11.4824444445,13.03,14.2681111111,11.9778888889,14.4538888889,14.0823333333
