wavelength,Back_NeoFasm,Belly_NeoFasm,Breast_NeoFasm,Crissum_NeoFasm,Crown_NeoFasm,DorTail_NeoFasm,Patch10_NeoFasm,Rump_NeoFasm,Throat_NeoFasm,WingTip_NeoFasm
327.31,9.97153333334,23.0942,15.9813333333,21.2344,8.03266666667,5.75713333333,3.9114,11.7344666667,23.7735,7.46213333333
327.67,10.1192666667,23.3554666667,16.1886666667,21.4610666667,8.26553333333,5.93846666667,4.15373333333,11.9868666667,24.0322,7.5936
328.04,10.165,23.5794,16.3124,21.5835333333,8.41233333333,6.00646666666,4.2326,12.0774666667,24.1585333333,7.69673333333
328.41,10.0673333333,23.7744,16.391,21.6205333333,8.41220000001,5.907,4.13526666667,12.0414666667,24.2109666667,7.65613333333
328.78,10.0371333333,23.7958,16.4324,21.5688666667,8.41326666666,5.82806666667,4.07933333333,12.0348666667,24.2276333333,7.69846666667
329.14,9.87706666668,23.824,16.3962666667,21.6520666667,8.27006666667,5.72206666666,3.8836,11.9442,24.2811,7.64313333333
329.51,9.91366666665,23.9572,16.5310666667,21.7547333333,8.29826666666,5.68113333333,3.876,11.941,24.4457,7.7038
329.88,9.77733333334,23.9394,16.4326666667,21.6948666667,8.22019999999,5.52633333333,3.6974,11.7650666667,24.3847666667,7.55013333333
330.24,9.76033333333,24.0464666667,16.5685333333,21.739,8.19899999999,5.51493333333,3.63446666667,11.7019333333,24.5065,7.49786666666
330.61,9.71633333335,24.1602666667,16.5584,21.7865333333,8.2066,5.41086666666,3.5656,11.6894666667,24.6693333333,7.4352
330.98,9.80886666668,24.4054666667,16.7926,22.0492666667,8.27713333333,5.47473333333,3.63973333333,11.7491333333,25.0329333333,7.4348
331.34,9.94773333335,24.6601333333,17.0468666667,22.4066,8.45313333334,5.56106666667,3.75813333333,11.8959333333,25.3801333333,7.6034
331.71,9.95033333333,24.8239333333,17.2354,22.5694,8.45286666667,5.5946,3.70386666667,11.9551333333,25.5689,7.62793333333
332.08,10.0152,25.0887333333,17.4141333333,22.7787333333,8.41419999999,5.5378,3.70373333333,12.0325333333,25.9485,7.60506666667
332.44,10.1500666667,25.2569333333,17.5058666667,22.8905333333,8.42340000001,5.57986666667,3.73993333334,12.0984,26.1707666667,7.5522
332.81,10.3880666667,25.6631333333,17.7821333333,23.2975333333,8.58333333333,5.71786666666,3.8692,12.2856666667,26.5166,7.687
333.18,10.6587333334,25.9776,18.0086,23.4466666667,8.80646666666,5.9062,4.11473333333,12.5228,26.8652666667,7.84053333333
333.54,10.6646,26.0467333333,18.0623333333,23.4824,8.84846666667,5.9138,4.12066666667,12.529,26.9178333333,7.8286
333.91,10.6576,26.1340666667,18.1555333333,23.3914666667,8.74413333334,5.8128,3.9898,12.5054666667,26.9542333333,7.74566666667
334.28,10.7148,26.3135333333,18.2885333333,23.5378,8.826,5.82206666667,4.0492,12.6224666667,27.1825,7.7576
334.64,10.8480666666,26.5785333333,18.5363333333,23.7482666667,8.88186666667,5.9504,4.17153333333,12.7084,27.442,7.825
335.01,10.8180666667,26.6493333333,18.4918666667,23.6960666667,8.82093333333,5.8502,4.0906,12.7348666667,27.3854,7.82886666667
335.38,10.7153333333,26.6624666667,18.4794666667,23.6385333333,8.65386666667,5.70833333333,3.94033333333,12.6042,27.3953666667,7.7064
335.74,10.8052,26.7746,18.4954666667,23.7218666667,8.70859999999,5.70873333333,3.97466666667,12.6123333333,27.5421666667,7.7494
336.11,10.8282,26.8944,18.5599333333,23.8294666666,8.78033333333,5.7602,3.99633333333,12.6096666667,27.5918,7.82166666667
336.47,10.8907333333,27.0650666667,18.7657333333,24.0185333333,8.91419999999,5.8482,4.11453333333,12.7688666667,27.791,7.94426666666
336.84,10.9222,27.1651333333,18.8076666667,24.1284,9.02186666666,5.94633333333,4.22213333334,12.907,27.9139333333,7.98713333333
337.21,10.8768666667,27.2306666666,18.8758666667,24.1719333333,9.04426666666,5.8842,4.14966666667,12.9068,27.9075666667,7.9404
337.57,10.9074666667,27.3258,18.994,24.296,9.08453333333,5.8968,4.1624,12.9566666667,28.0981666667,7.94793333333
337.94,10.8928,27.4707333333,19.0396,24.4886,9.12119999999,5.9236,4.19906666667,12.9588,28.2624333333,7.95273333333
338.31,10.6677333334,27.3752666667,18.8335333333,24.3508666667,8.8684,5.694,3.96386666667,12.7686,28.1100333333,7.74613333333
338.67,10.5009333333,27.3149333333,18.6565333333,24.2606,8.73606666667,5.4726,3.74073333333,12.6540666667,27.9891666667,7.54013333333
339.04,10.4996666667,27.3593333333,18.7792,24.3839333333,8.79646666668,5.46573333333,3.71686666667,12.6385333333,28.0834,7.48746666667
339.40,10.5882,27.5104,18.8711333333,24.5046,8.9422,5.5142,3.76846666667,12.7432666667,28.2687,7.50066666667
339.77,10.6026666667,27.6386,18.9246666667,24.5680666667,8.96206666666,5.4998,3.70053333333,12.7306,28.4490333333,7.41306666667
340.14,10.5887333334,27.6744666667,18.9814,24.567,8.95653333333,5.4734,3.68313333333,12.7069333333,28.5171,7.34273333333
340.50,10.6412666667,27.7762666667,19.044,24.6572666666,8.99673333335,5.49346666667,3.6888,12.7037333333,28.5939,7.36753333333
340.87,10.6482666667,27.8489333333,19.1781333333,24.7612,8.98166666667,5.46033333333,3.66713333333,12.6602,28.7423666667,7.36
341.23,10.6436666667,27.9624,19.2206666667,24.9191333333,8.95713333333,5.406,3.61673333333,12.6052666667,28.9074,7.32026666667
341.60,10.63,28.1403333333,19.2348,24.9489333333,8.93479999999,5.3442,3.5848,12.6267333333,29.0719666667,7.28426666667
341.96,10.6802,28.2004666667,19.2294,24.9949333333,8.94680000001,5.38586666667,3.61886666667,12.712,29.1528,7.32526666667
342.33,10.7814,28.3662,19.4132,25.1528666667,9.06246666665,5.46006666667,3.7026,12.7916,29.3741666667,7.37673333333
342.70,10.7921333333,28.5049333333,19.5484,25.2727333334,9.08273333332,5.48946666667,3.7084,12.8074,29.5283666667,7.4076
343.06,10.7448666667,28.5976,19.5471333333,25.3148666667,9.00093333333,5.43626666667,3.62466666667,12.7231333333,29.6215666667,7.31626666667
343.43,10.6922,28.6380666667,19.5811333333,25.3774666667,8.8836,5.41813333333,3.53353333333,12.6582666667,29.6885666667,7.241
343.79,10.5972,28.638,19.6354666667,25.3455333333,8.80033333334,5.34293333333,3.47486666667,12.6050666667,29.6957666667,7.18233333334
344.16,10.4939333333,28.6728,19.5846,25.3159333333,8.6738,5.1948,3.3252,12.5396666667,29.7065666667,7.03053333333
344.52,10.4235333333,28.7888,19.6154666667,25.407,8.6478,5.17113333333,3.2612,12.5533333333,29.8642,6.97906666667
344.89,10.384,28.9338,19.6718,25.4854,8.6318,5.1458,3.2428,12.5602666667,29.9618333333,6.9502
345.25,10.4334666667,29.0458,19.7471333333,25.5276,8.67946666665,5.2114,3.34833333333,12.6502666667,30.1056333333,7.01693333333
345.62,10.5196,29.176,19.9048666667,25.7364666667,8.74533333334,5.31646666667,3.46446666667,12.7406,30.2142333334,7.1148
345.99,10.6368,29.4308,20.1279333333,25.9456666667,8.86913333333,5.39713333333,3.51813333333,12.8021333333,30.4153333333,7.19533333333
346.35,10.7406,29.6408,20.2937333333,26.1477333333,8.96713333332,5.4418,3.53773333333,12.8865333333,30.6280333334,7.25926666667
346.72,10.8369333333,29.8572666666,20.4544666667,26.261,9.05913333333,5.48533333333,3.63026666667,12.9401333333,30.7637,7.31953333333
347.08,10.9889333333,30.0293333333,20.6336,26.4303333333,9.23333333334,5.59846666667,3.8264,13.1368666667,30.9442,7.4802
347.45,11.1175333333,30.2265333333,20.7987333333,26.6202666667,9.38273333334,5.64346666667,3.95546666667,13.2678,31.1303666667,7.58413333333
347.81,11.2038666667,30.3898,20.8873333333,26.7875333333,9.4526,5.7136,4.06833333333,13.3574666667,31.2260333333,7.6938
348.18,11.3503333333,30.6055333333,21.0908666667,27.0362,9.57493333333,5.8282,4.18066666667,13.4796,31.4558666667,7.83286666667
348.54,11.4546666667,30.7745333333,21.2137333333,27.1552,9.586,5.87046666667,4.2074,13.4864666667,31.5281666666,7.82273333334
348.91,11.4481333333,30.9279333333,21.2949333333,27.2562666667,9.59946666667,5.84933333334,4.13406666667,13.4784,31.6462333333,7.77886666667
349.27,11.4526,31.0204,21.3780666667,27.3185333333,9.63566666666,5.84286666666,4.1434,13.4802666667,31.6990666667,7.76926666667
349.64,11.4008666667,31.1162666667,21.3746666667,27.2753333333,9.60793333333,5.7186,4.0314,13.375,31.8016333333,7.62706666667
350.00,11.2910666666,31.0376666667,21.3232666667,27.1907333333,9.53686666666,5.66466666667,3.98793333333,13.3094666667,31.7686666667,7.5342
350.37,11.2457333333,31.065,21.3126666667,27.2167333334,9.499,5.65713333333,3.9644,13.255,31.7895333333,7.48486666667
350.73,11.2608,31.1122666667,21.3173333333,27.3351333333,9.46753333334,5.63853333334,3.92006666667,13.2455333334,31.9394,7.4366
351.10,11.2392666667,31.2335333333,21.3831333333,27.4092666667,9.39659999999,5.5836,3.8444,13.1983333333,32.0379,7.37286666667
351.46,11.2207333333,31.3716,21.4661333333,27.4602666667,9.381,5.57893333333,3.84626666666,13.2112,32.12,7.3952
351.83,11.2946666667,31.6446666667,21.6011333333,27.6567333333,9.50613333334,5.56853333333,3.85666666666,13.2596666667,32.3977,7.3972
352.19,11.261,31.7347333333,21.6658666667,27.7016,9.5376,5.55773333333,3.86413333333,13.2351333333,32.5028666667,7.39053333333
352.55,11.2606,31.8086666667,21.6793333333,27.7136,9.50173333334,5.46033333333,3.82446666667,13.1968666667,32.5681,7.38413333333
352.92,11.3754666667,31.8798,21.7190666667,27.7276666666,9.5316,5.4934,3.882,13.2132,32.6889,7.3966
353.28,11.3288,31.9946,21.7441333333,27.7961333333,9.40926666668,5.36506666667,3.66593333333,13.1472666667,32.8275,7.27206666667
353.65,11.3202,32.0482666667,21.805,27.8505333333,9.389,5.37093333333,3.60973333333,13.1204,32.8494,7.27233333333
354.01,11.3473333333,32.1801333333,21.8921333333,27.9576,9.37106666667,5.3364,3.54326666666,13.1270666667,33.0138,7.21726666666
354.38,11.335,32.2736666667,21.9080666667,27.9806,9.31419999999,5.27946666667,3.48413333333,13.0937333333,33.0251666667,7.16506666667
354.74,11.3842666667,32.3858,22.0077333333,28.0394,9.36693333333,5.35006666667,3.535,13.1612,33.0883666667,7.2202
355.11,11.4881333333,32.6186,22.1774666667,28.2082666667,9.47433333334,5.4502,3.6308,13.2392666667,33.288,7.31606666667
355.47,11.4400666667,32.6753333333,22.1489333333,28.2416,9.41426666667,5.34886666667,3.514,13.1792,33.4096333333,7.20546666667
355.83,11.4148,32.6643333333,22.1557333334,28.2171333333,9.30186666667,5.32166666667,3.46506666667,13.1078,33.3293666667,7.15006666667
356.20,11.4567333333,32.7731333333,22.2352666667,28.3235333333,9.31779999999,5.34353333333,3.47486666667,13.1521333333,33.438,7.16013333333
356.56,11.6045333333,32.9848,22.4528,28.5308666667,9.52819999999,5.5246,3.63193333333,13.3274,33.7056333334,7.29033333333
356.93,11.4885333333,32.9412,22.4092,28.5166,9.46986666667,5.464,3.572,13.2838666667,33.6694333333,7.2394
357.29,11.5914666667,33.0990666666,22.6034666667,28.6941333333,9.63186666667,5.6014,3.74486666667,13.4204,33.8124666667,7.36513333333
357.66,11.6187333333,33.2188666667,22.6956,28.8427333333,9.67753333332,5.62433333333,3.79753333333,13.4782666667,33.9806,7.38626666667
358.02,11.6910666667,33.3457333333,22.7824666667,28.9342,9.76319999999,5.67486666667,3.89973333333,13.5466666667,34.0948666667,7.46466666667
358.38,11.7492,33.4592666667,22.9199333333,29.0688,9.86853333333,5.7452,3.98373333333,13.6183333333,34.3554333333,7.5444
358.75,11.8184666667,33.6116666667,23.061,29.2031333333,9.95006666667,5.777,4.05073333333,13.6787333333,34.5259333333,7.6288
359.11,11.7188,33.52,22.9715333333,29.1556,9.85986666666,5.6738,3.945,13.6003333333,34.4814,7.55053333333
359.48,11.761,33.7130666667,23.102,29.3392,9.91693333333,5.70406666667,3.97126666667,13.6567333333,34.6532,7.5942
359.84,11.7288,33.8841333333,23.1746666667,29.4548,9.95799999999,5.6808,3.99026666667,13.6884,34.7928,7.55893333333
360.20,11.6996,33.992,23.2125333333,29.5173333333,9.91839999999,5.61993333333,3.9552,13.6738666667,34.9075333333,7.5036
360.57,11.48,33.9149333333,23.0734666667,29.3976666667,9.66386666666,5.3624,3.74193333333,13.482,34.8369333333,7.2818
360.93,11.6126666667,34.1568,23.2498666666,29.5932666667,9.73066666667,5.41426666667,3.81046666667,13.5629333333,35.0582333333,7.3582
361.29,11.6193333333,34.2328666667,23.2595333333,29.6441333333,9.72613333335,5.42346666667,3.8134,13.5592,35.1464,7.35793333333
361.66,11.5992,34.274,23.2481333334,29.6642,9.72119999999,5.38106666667,3.7718,13.5144666667,35.1600666667,7.33786666667
362.02,11.5282,34.2614666667,23.2641333333,29.6954,9.67699999999,5.3022,3.6964,13.4462,35.1887333333,7.27913333333
362.39,11.4875333333,34.2552666667,23.2202,29.6704,9.61640000001,5.24206666667,3.64533333333,13.4134,35.1199,7.22326666667
362.75,11.4095333333,34.3233333333,23.1966,29.7416,9.5614,5.18106666667,3.5714,13.3810666667,35.1514333333,7.12306666667
363.11,11.437,34.4417333333,23.2766666667,29.8366,9.575,5.1796,3.57573333333,13.4208666666,35.287,7.10753333333
363.48,11.4339333333,34.4373333333,23.2798666667,29.817,9.58513333333,5.24726666667,3.60273333333,13.4213333333,35.2751333333,7.114
363.84,11.4978,34.4588,23.3574666667,29.8817333333,9.62119999999,5.31506666667,3.6406,13.4680666667,35.3989333333,7.17026666667
364.20,11.5302,34.549,23.3790666667,29.958,9.6626,5.33753333333,3.63693333333,13.4674666667,35.4678333333,7.201
364.57,11.6254,34.6946,23.4998,30.1239333333,9.78146666668,5.46506666667,3.7308,13.5734666667,35.6151333333,7.30093333333
364.93,11.5265333333,34.7006,23.5116666667,30.0981333333,9.72439999999,5.39706666667,3.63773333333,13.5144,35.6675666667,7.20886666667
365.29,11.5313333333,34.7599333333,23.5570666667,30.1338666667,9.72799999999,5.3726,3.6134,13.4858666667,35.7384,7.1854
365.66,11.5800666667,34.9539333333,23.6696,30.2687333333,9.77333333333,5.431,3.66473333333,13.5484,35.9175,7.2138
366.02,11.6256,35.1392666667,23.7423333334,30.3655333334,9.83840000001,5.4598,3.71373333334,13.5951333333,36.0620666667,7.25533333333
366.38,11.7097333333,35.3305333333,23.8864,30.5520666667,9.95099999999,5.5504,3.80606666667,13.6816,36.1970333333,7.34446666667
366.75,11.85,35.4527333333,23.9754,30.6758666667,10.047,5.6236,3.89746666667,13.7674666667,36.3817666667,7.44193333333
367.11,11.8472666667,35.5642666667,23.9948666667,30.7393333333,10.0676,5.62586666667,3.89826666667,13.7892,36.4537666667,7.44966666667
367.47,11.8286,35.6687333333,24.0430666667,30.8246666667,10.0613333333,5.51426666667,3.824,13.7670666667,36.5414333333,7.37406666667
367.84,11.8221333333,35.8164666666,24.1116666667,30.9332,10.0466,5.44,3.7874,13.7767333333,36.6451666667,7.3552
368.20,11.8566666667,35.9351333333,24.2092666667,31.0226666667,10.0734666667,5.44813333333,3.80906666667,13.8313333333,36.7049333333,7.3412
368.56,11.9362666667,36.1054666667,24.3404666667,31.1994,10.1530666667,5.49066666666,3.8302,13.8814,36.8576,7.3602
368.93,11.986,36.1714666667,24.4052,31.3345333333,10.2038,5.51913333333,3.8854,13.9172666666,36.9336333333,7.4036
369.29,11.8908,36.2352,24.4,31.3745333333,10.1184,5.4246,3.7878,13.8592,36.9979666667,7.28833333333
369.65,11.8397333333,36.2229333333,24.3994666667,31.4158,10.0402,5.34293333333,3.69773333333,13.8258666667,37.0426666667,7.21786666667
370.01,11.8572,36.2932666667,24.4966666667,31.5125333333,10.0196,5.3608,3.6822,13.8354666667,37.1559333333,7.18586666667
370.38,11.8143333333,36.3631333333,24.5332666667,31.5341333333,9.99313333332,5.30006666667,3.60326666667,13.7988,37.2821,7.11626666666
370.74,11.7619333333,36.4713333333,24.659,31.6058666667,10.0010666667,5.2574,3.53913333333,13.7725333333,37.4159333333,7.07153333333
371.10,11.8332666667,36.6278,24.8238666667,31.7707333333,10.0829333333,5.31226666666,3.58426666667,13.8003333334,37.5489,7.1332
371.46,11.8550666667,36.7664666667,24.9120666667,31.8447333333,10.1193333333,5.33033333333,3.61393333333,13.8612,37.6621666667,7.18
371.83,11.7762666667,36.7446,24.8622666667,31.787,10.0532,5.2884,3.54026666667,13.7746666667,37.6619333333,7.09626666667
372.19,11.7488,36.7802666667,24.923,31.8228,10.0694,5.32306666667,3.5718,13.7982666667,37.7886666667,7.14653333333
372.55,11.7222666667,36.8154,24.9316666667,31.8212,10.0724666667,5.3212,3.55766666667,13.8123333333,37.8379,7.1806
372.92,11.6876666667,36.9444,24.9422,31.8906666667,10.0244666667,5.28806666667,3.5106,13.8213333333,37.9303333333,7.153
373.28,11.7599333333,37.06,25.0108666666,32.0042666667,10.0794666667,5.34706666667,3.53833333333,13.8836,38.0323333333,7.22446666667
373.64,11.8234666667,37.1764666667,25.0952,32.0944,10.1454,5.41893333333,3.60533333333,13.9498,38.1381,7.29053333333
374.00,11.8651333333,37.2772666666,25.1317333334,32.1733333333,10.1522,5.42686666667,3.6178,14.003,38.1891666667,7.3222
374.37,11.9461333333,37.4087333333,25.221,32.3208666667,10.1727333333,5.46253333333,3.6384,14.0622666666,38.3312333333,7.37226666667
374.73,11.9042666667,37.4859333333,25.2002666667,32.3302666667,10.132,5.4226,3.59466666667,14.0526,38.3176,7.36846666667
375.09,11.8577333333,37.5692666667,25.2057333333,32.3645333333,10.0678,5.38166666667,3.5256,14.0249333333,38.3986666667,7.3168
375.45,11.9555333333,37.6794,25.3265333333,32.5047333333,10.1336666667,5.46973333333,3.61073333333,14.0992,38.5479333334,7.39566666667
375.81,12.0036,37.7558666667,25.3711333334,32.5981333333,10.1656,5.48706666667,3.6274,14.1496,38.6567666667,7.45826666667
376.18,12.0752,37.8812,25.4326666667,32.7326,10.1960666667,5.50813333333,3.647,14.1766,38.7829666667,7.468
376.54,12.0962,37.9520666666,25.4904,32.7869333333,10.1704,5.49366666667,3.67613333333,14.2006666667,38.8878,7.4446
376.90,12.1924666667,38.1166,25.6221333333,32.8986,10.2771333333,5.5836,3.74266666667,14.249,39.0358666667,7.51053333333
377.26,12.1684,38.1252666667,25.6309333334,32.9209333333,10.2614,5.56933333333,3.74026666667,14.2362666667,39.035,7.5006
377.63,12.1036666667,38.1415333333,25.6318,32.9349333333,10.2314,5.506,3.6876,14.1975333333,39.0365,7.43746666667
377.99,12.0409333333,38.199,25.6342666666,32.9969333333,10.1754666667,5.43333333333,3.61946666667,14.1305333333,39.1333666667,7.36433333334
378.35,11.9086666667,38.1290666667,25.5392,32.9386666667,10.0808666667,5.3348,3.52353333333,14.0090666667,39.0513333333,7.2492
378.71,11.8896,38.0960666667,25.5409333333,32.9284666667,10.0267333333,5.33053333334,3.49166666667,13.9688666667,39.0448333333,7.1958
379.07,11.8794,38.1684666666,25.5744666667,32.9982,10.032,5.30046666666,3.47846666667,13.9456,39.0921,7.14733333333
379.44,11.7976666667,38.1659333333,25.5366666667,32.9822666667,9.97646666666,5.25886666666,3.44426666666,13.8929333333,39.0408333333,7.1048
379.80,11.8544,38.3529333333,25.6979333333,33.1659333333,10.0744,5.31846666666,3.5286,13.9786,39.1960666667,7.13726666667
380.16,11.8264666667,38.4288666667,25.7156,33.199,10.0856,5.30726666667,3.50086666667,13.9852,39.2498333333,7.1202
380.52,11.8664,38.4884666667,25.7582666667,33.2895333333,10.1554,5.34166666667,3.51326666667,14.0102666667,39.276,7.146
380.88,11.8522,38.5270666667,25.8045333333,33.3742666667,10.1628666667,5.3182,3.5234,14.0366666666,39.328,7.13453333333
381.24,11.8915333333,38.6491333333,25.9094666667,33.4880666667,10.2206666667,5.35186666667,3.5738,14.0806,39.4583,7.16946666667
381.61,12.0106666667,38.8474666667,26.073,33.6394,10.3217333333,5.48026666667,3.67886666667,14.1896666667,39.6435666667,7.26486666667
381.97,12.0875333333,39.0559333333,26.1837333333,33.7848,10.4316,5.58313333333,3.75533333333,14.2808,39.7690666667,7.3488
382.33,12.1318666667,39.2433333333,26.3256666667,33.8989333333,10.5120666667,5.63313333333,3.8272,14.3723333333,39.9185333334,7.4118
382.69,12.1547333333,39.437,26.3796666667,34.0698,10.5466,5.60586666667,3.84026666667,14.4116,40.1219333333,7.41413333333
383.05,12.1863333334,39.5046,26.4045333333,34.1349333333,10.5332666667,5.59726666667,3.82986666667,14.4482,40.2233666667,7.4258
383.41,12.1856,39.6035333333,26.4136666667,34.1892666667,10.4980666667,5.55313333333,3.74393333333,14.3926666667,40.2930666666,7.35153333333
383.77,12.107,39.5863333333,26.3427333333,34.1637333333,10.4072,5.47033333334,3.63586666667,14.3226,40.2811333333,7.26546666667
384.14,12.1144666667,39.6598666667,26.3856666667,34.2576666667,10.3610666667,5.44453333333,3.63953333333,14.3242,40.3512,7.24766666667
384.50,12.0351333333,39.7354666667,26.3872666666,34.2850666667,10.3005333333,5.3578,3.57306666667,14.2689333333,40.4180333333,7.1826
384.86,12.0073333333,39.7704,26.3786666667,34.2633333333,10.2688666667,5.3044,3.5136,14.2344666667,40.4444,7.13733333333
385.22,12.0211333333,39.9225333333,26.4583333333,34.3938,10.2678666667,5.2706,3.48886666667,14.2528666666,40.5981,7.11733333333
385.58,11.981,39.9528,26.4220666667,34.4373333333,10.221,5.1816,3.4186,14.2102,40.6517,7.05913333333
385.94,11.9425333333,39.9361333333,26.3985333334,34.4122,10.172,5.1224,3.36866666667,14.1622666667,40.6517333333,7.01553333333
386.30,11.9721333333,40.0418,26.4804,34.5226666667,10.1697333333,5.11953333333,3.3408,14.1845333333,40.7866333333,7.02406666667
386.66,12.0227333333,40.1566666667,26.5724666667,34.6063333333,10.2243333333,5.1862,3.3832,14.2348,40.872,7.06473333333
387.03,12.0560666667,40.2474666667,26.6938,34.6959333333,10.3078666667,5.25333333333,3.45533333333,14.2928666667,41.0043666667,7.11493333333
387.39,12.0962666667,40.3642666667,26.7966,34.8289333333,10.3691333333,5.2834,3.51953333333,14.3482,41.1622333333,7.1734
387.75,12.1633333333,40.4682666667,26.8878,34.9399333333,10.4291333333,5.3476,3.58186666667,14.3878,41.2631333333,7.2268
388.11,12.1248,40.5398666667,26.8918666667,34.9827333333,10.3988666667,5.29833333333,3.53526666667,14.3387333333,41.3210666667,7.18273333333
388.47,12.1853333334,40.6752666667,26.9980666667,35.1272,10.4408666667,5.3542,3.57373333334,14.3859333333,41.4579,7.23493333333
388.83,12.2182,40.7552666667,27.021,35.2225333334,10.4701333333,5.39473333333,3.6102,14.4405333333,41.5308333333,7.30126666667
389.19,12.253,40.8559333333,27.0808666667,35.2849333333,10.5060666667,5.4274,3.6264,14.4818,41.6178,7.34213333333
389.55,12.263,40.9572,27.1611333334,35.3452,10.5276666667,5.44166666667,3.64106666667,14.5144,41.7245333333,7.36173333333
389.91,12.3021333333,41.0805333333,27.2432,35.4468,10.5524,5.47106666667,3.66913333333,14.565,41.8355333333,7.38433333333
390.27,12.3403333333,41.1946666667,27.2668,35.5312666667,10.5841333333,5.4852,3.69826666667,14.5862,41.9181,7.38873333333
390.63,12.3230666667,41.2407333333,27.2954666667,35.5949333333,10.5762,5.47286666667,3.70013333333,14.5745333333,41.9890666666,7.39273333333
391.00,12.2866666667,41.3117333333,27.2664666667,35.6368,10.5272,5.42013333334,3.63926666667,14.5306666667,42.0182666667,7.35406666667
391.36,12.2635333333,41.3432666667,27.2534,35.6599333333,10.4948666667,5.41126666667,3.6132,14.5152666667,42.0160666667,7.34126666667
391.72,12.2686,41.4694666667,27.3048,35.7278666667,10.5015333333,5.40246666667,3.59526666667,14.5423333334,42.1264333333,7.345
392.08,12.2825333333,41.5172666667,27.3776,35.7963333333,10.5433333333,5.42126666667,3.60613333333,14.5688666667,42.2095333333,7.3716
392.44,12.2774666667,41.5658,27.3758,35.8144666667,10.5544666667,5.41286666667,3.60933333333,14.5487333334,42.2248333333,7.35253333333
392.80,12.2587333333,41.6223333333,27.4099333333,35.8508,10.5341333333,5.3958,3.59873333334,14.5038,42.2872666667,7.30693333333
393.16,12.2351333333,41.6429333333,27.3974666667,35.875,10.5119333333,5.37393333334,3.60313333333,14.4674,42.2997333333,7.2846
393.52,12.2213333333,41.6907333333,27.3982666667,35.9223333333,10.4918666667,5.3654,3.59746666667,14.4498,42.3222333333,7.26213333333
393.88,12.2042,41.7613333333,27.4109333333,35.9948666667,10.4994666667,5.3428,3.57446666667,14.4477333333,42.4376666667,7.25033333333
394.24,12.1618,41.775,27.4146,36.0058,10.4588666667,5.30026666667,3.53013333333,14.4104666667,42.4681333333,7.20593333333
394.60,12.1405333334,41.8218666667,27.4374666667,36.0346666667,10.456,5.274,3.50026666667,14.4023333333,42.4851333333,7.18593333334
394.96,12.0944666667,41.8080666667,27.4333333333,35.9950666667,10.4093333333,5.23566666666,3.47206666667,14.3683333333,42.4811666667,7.14373333333
395.32,12.0952,41.9118666667,27.5038666667,36.0987333333,10.4152,5.228,3.4696,14.3838666667,42.6326,7.12073333333
395.68,12.0731333333,41.9428,27.5038,36.1496666666,10.3816,5.18726666667,3.44166666667,14.3660666667,42.6591666667,7.09673333333
396.04,12.0528,41.993,27.4878,36.1706,10.3613333333,5.17526666667,3.41093333333,14.3338666667,42.6696333333,7.06973333333
396.40,12.0562,42.0457333333,27.5006,36.2409333333,10.3274666667,5.148,3.38686666667,14.3312666666,42.7886666667,7.0576
396.76,12.0655333333,42.189,27.5603333333,36.3607333333,10.3413333333,5.1304,3.3628,14.3568,42.9138666667,7.06593333333
397.12,12.0347333333,42.2547333333,27.5688666667,36.413,10.2962666667,5.08,3.29366666667,14.3406666666,42.9415333333,7.02433333333
397.48,12.0730666667,42.3623333333,27.6426,36.51,10.3345333333,5.08946666667,3.30853333334,14.3381333333,43.03,7.0378
397.84,12.1164,42.3816,27.6612,36.5436,10.3472666667,5.10993333333,3.34973333333,14.3496666666,43.0301,7.06626666667
398.20,12.1652666667,42.4756,27.7204,36.6481333333,10.3906666667,5.1516,3.38946666667,14.4034666667,43.1445333333,7.09933333333
398.56,12.1747333333,42.5322,27.7112666667,36.6998666667,10.3660666667,5.13446666667,3.38306666667,14.4106,43.2094333333,7.08926666667
398.92,12.2608666667,42.7016666666,27.8102,36.9003333333,10.4241333333,5.1764,3.43666666667,14.4770666667,43.3745,7.1378
399.28,12.2778,42.7854666667,27.8580666667,36.9596666667,10.4628666667,5.19293333333,3.45506666667,14.4865333333,43.4307,7.16306666667
399.64,12.2834666667,42.8817333333,27.9190666667,37.0557333333,10.4984,5.21866666667,3.4862,14.4948666667,43.5581666667,7.17513333334
400.00,12.3160666667,42.9514,27.9703333333,37.1251333333,10.5180666667,5.24193333333,3.533,14.5401333333,43.6817,7.21826666667
400.36,12.3280666667,43.0127333333,28.04,37.1834666667,10.5477333333,5.28193333333,3.55113333333,14.5832666667,43.7283,7.23666666667
400.72,12.3917333333,43.0896666667,28.1180666667,37.2888666667,10.6134,5.342,3.61546666667,14.6532666667,43.8426,7.27653333333
401.08,12.4226666667,43.1499333333,28.1674,37.3541333333,10.6483333333,5.3732,3.65013333333,14.6721333333,43.9903666667,7.31066666667
401.44,12.4232,43.2042666667,28.207,37.4326666667,10.6532,5.38766666667,3.6418,14.731,44.0963666667,7.32326666667
401.80,12.4253333333,43.3678666667,28.301,37.5530666667,10.6634666667,5.37133333333,3.63793333333,14.7588666667,44.2135333333,7.31093333333
402.16,12.4147333334,43.4570666667,28.2908,37.6084,10.6569333333,5.34933333333,3.61546666667,14.7661333333,44.276,7.3204
402.52,12.4744,43.6228,28.4011333334,37.742,10.7074,5.41146666667,3.6622,14.839,44.4159,7.36413333333
