wavelength,Back_EucPenf,Belly_EucPenf,Breast_EucPenf,Crissum_EucPenf,Crown_EucPenf,DorTail_EucPenf,Rump_EucPenf,Throat_EucPenf,WingTip_EucPenf
376.90,5.49073333333,12.4378666667,6.41126666667,9.31372087913,4.13446666667,6.41766666667,6.24875333333,18.6706333333,8.77373333333
377.26,5.6534,12.5349333333,6.59006666667,9.49387692307,4.35266666667,6.59653333333,6.40540666667,18.8442666667,8.94040000001
377.63,5.7454,12.5276,6.6346,9.55687509157,4.4272,6.68273333333,6.42828666667,18.9504,8.99213333333
377.99,5.66266666667,12.4406666667,6.55913333333,9.44798131868,4.3834,6.61013333333,6.35782,18.9463333333,8.91439999999
378.35,5.7352,12.5084666667,6.58346666667,9.47496373626,4.46593333333,6.6534,6.39566666667,19.0499,8.98026666667
378.71,5.79826666667,12.5715333333,6.67866666667,9.49658058608,4.5542,6.72813333333,6.41293333333,19.2369,9.0456
379.07,5.96193333333,12.6705333333,6.83826666667,9.62978095237,4.73346666667,6.90453333333,6.54474666667,19.4175,9.21226666666
379.44,5.97306666667,12.6558666667,6.84466666667,9.63693333334,4.75693333333,6.90073333333,6.54066666667,19.4693333333,9.23126666666
379.80,5.83953333333,12.5455333333,6.72853333333,9.57606739925,4.6728,6.73826666667,6.40336,19.4828333333,9.14946666667
380.16,5.91033333333,12.5757333333,6.826,9.66135531137,4.7524,6.80093333333,6.44997333334,19.65,9.2374
380.52,5.87826666667,12.525,6.79373333333,9.59784322344,4.7166,6.7558,6.41152666667,19.6839333333,9.16513333333
380.88,5.78373333333,12.4244,6.68093333333,9.47183699633,4.6176,6.66286666667,6.27176,19.6579,9.08553333333
381.24,5.68513333333,12.2597333333,6.54293333333,9.32068534797,4.4254,6.5182,6.11243333333,19.6042333333,8.93939999999
381.61,5.69646666667,12.2846666667,6.56773333333,9.33577582418,4.43973333333,6.56506666667,6.15627333333,19.6867,9.00626666667
381.97,5.7086,12.2846,6.583,9.36423882784,4.44793333333,6.58606666667,6.16453333333,19.8010333333,9.0744
382.33,5.65426666667,12.2367333333,6.54913333334,9.29681941392,4.38753333334,6.56173333333,6.12740666667,19.8302333333,9.06766666666
382.69,5.5956,12.1520666667,6.48006666667,9.23217912087,4.3354,6.52293333333,6.07567333333,19.8189333333,9.03046666667
383.05,5.53913333333,12.069,6.40646666667,9.16016227106,4.28,6.43666666667,6.00109333333,19.8589,8.95873333333
383.41,5.63073333333,12.1003333333,6.48386666667,9.20159084249,4.373,6.49306666667,6.07542,20.0154,9.05406666667
383.77,5.7572,12.1592,6.59973333333,9.28974945054,4.496,6.61006666667,6.18166666667,20.1794,9.17486666666
384.14,5.85393333333,12.1866666666,6.67893333333,9.34453553116,4.59346666667,6.6922,6.28014666667,20.3326333333,9.29586666668
384.50,5.85386666667,12.1874666667,6.66606666667,9.33974908425,4.60246666667,6.69793333333,6.29702666667,20.4146666667,9.3408
384.86,5.89173333333,12.1375333333,6.692,9.33130293041,4.65033333333,6.69906666667,6.33131333333,20.464,9.34893333333
385.22,5.89206666667,12.1780666667,6.703,9.33403040293,4.71766666667,6.71673333333,6.38074,20.6013666667,9.40473333334
385.58,5.9418,12.2096666667,6.71093333333,9.34433882784,4.7788,6.69473333334,6.40788,20.6901,9.42486666666
385.94,6.00526666667,12.2651333333,6.7446,9.36761941393,4.8606,6.72206666667,6.47173333333,20.8027,9.48853333332
386.30,5.9312,12.1697333333,6.66146666667,9.30973333333,4.80973333333,6.65513333333,6.39072,20.8230666667,9.4054
386.66,6.00273333333,12.1867333333,6.7086,9.36637362637,4.8886,6.70026666667,6.45275333333,20.9377333333,9.44466666667
387.03,6.07766666667,12.2601333334,6.75893333333,9.41569963369,5.00173333333,6.74213333333,6.50496,21.0427666667,9.5044
387.39,5.9886,12.1648666667,6.66513333333,9.34748864469,4.95093333333,6.67786666667,6.41984666667,21.0186,9.42800000001
387.75,5.972,12.155,6.64533333333,9.32553003663,4.9284,6.6474,6.41052,21.0839,9.41893333333
388.11,5.90986666667,12.1132666667,6.58793333333,9.2807150183,4.91066666667,6.56893333333,6.3275,21.1060333333,9.36039999999
388.47,5.97593333333,12.1208666667,6.64393333333,9.33767032966,4.98473333333,6.61046666667,6.36196,21.2261666667,9.43146666667
388.83,6.07053333333,12.1572,6.71953333333,9.40465970698,5.07226666666,6.68613333333,6.42394,21.3449333333,9.528
389.19,6.1072,12.139,6.73273333333,9.43944175824,5.09953333333,6.6914,6.44582666667,21.3976,9.54333333333
389.55,6.0486,12.0302,6.66866666667,9.36874835165,5.0428,6.6354,6.36554666667,21.4391333333,9.50166666666
389.91,5.93866666667,11.9067333333,6.5556,9.28014835166,4.95646666667,6.56333333333,6.24988,21.4534333333,9.40893333333
390.27,5.90706666667,11.7956666667,6.51413333333,9.18893223444,4.94006666667,6.50986666667,6.19309333333,21.5130333334,9.35659999999
390.63,5.86466666667,11.7359333333,6.47093333333,9.13292344322,4.92133333333,6.48926666667,6.13765333333,21.5966,9.3542
391.00,5.82126666667,11.6225333333,6.41386666667,9.04236593406,4.87913333333,6.44186666667,6.08835333334,21.6184333333,9.30559999999
391.36,5.85573333333,11.6396666667,6.41453333333,9.01687948717,4.90646666667,6.44946666667,6.11326,21.7413666667,9.35313333333
391.72,5.78406666667,11.5093333333,6.32233333333,8.91693846155,4.86926666667,6.37513333333,6.02679333333,21.7376333333,9.28386666667
392.08,5.7806,11.4388,6.27453333333,8.84727106228,4.8604,6.361,6.01530666667,21.7473666667,9.23793333334
392.44,5.73186666667,11.3718666667,6.2546,8.7904069597,4.8424,6.3264,5.98338,21.8130333333,9.19693333333
392.80,5.6324,11.2571333333,6.16573333333,8.68862820512,4.8056,6.2568,5.90692,21.8153333333,9.11420000001
393.16,5.58973333333,11.1282666667,6.101,8.61612271063,4.79086666667,6.22313333333,5.82087333333,21.8386,9.07453333333
393.52,5.58113333333,11.0819333333,6.09553333333,8.58835018315,4.79953333333,6.2256,5.82466666667,21.9036666667,9.102
393.88,5.57413333333,10.9994,6.10333333333,8.55257912087,4.83453333333,6.19786666667,5.80624666667,21.9349666667,9.09200000001
394.24,5.52773333333,10.9276666667,6.0712,8.52266959707,4.82633333333,6.1716,5.78837333334,21.9848333333,9.09926666666
394.60,5.50333333333,10.8590666667,6.04946666667,8.46590366301,4.80206666667,6.121,5.76082,22.0216666667,9.05933333333
394.96,5.5076,10.8243333333,6.0884,8.47978131869,4.85206666667,6.15566666667,5.79031333333,22.1286,9.09400000001
395.32,5.3474,10.5838,5.95526666667,8.32154029303,4.76106666667,6.0144,5.6345,22.0465,8.93666666667
395.68,5.3048,10.4869333334,5.88086666667,8.25031355312,4.73173333333,5.9872,5.56678666667,22.0722333333,8.88233333334
396.04,5.28246666667,10.3868,5.83873333333,8.21127582418,4.72586666667,5.9702,5.52386666667,22.1290666667,8.87926666667
396.40,5.28773333333,10.3139333333,5.77913333334,8.14612930402,4.72593333333,5.96086666667,5.51752,22.2035333333,8.8736
396.76,5.28566666667,10.2644666667,5.76286666667,8.08005567765,4.72113333333,5.94266666667,5.49418,22.2998666667,8.86240000001
397.12,5.24606666667,10.2246,5.72193333333,8.02324652014,4.735,5.9412,5.4777,22.4147666667,8.82826666667
397.48,5.1914,10.0984666667,5.63666666667,7.93965421245,4.72333333333,5.8864,5.39175333333,22.4606666667,8.73106666667
397.84,5.1314,10.0014,5.53713333333,7.83225641025,4.69786666667,5.85946666667,5.33326666667,22.5376666667,8.6888
398.20,5.17193333333,9.99706666667,5.55546666667,7.81066227107,4.77086666667,5.90313333333,5.34838,22.6565,8.72679999999
398.56,5.16326666667,9.96066666667,5.5312,7.79618717948,4.83026666667,5.89826666667,5.37108,22.7426333333,8.72026666667
398.92,5.14066666667,9.88973333333,5.47906666667,7.76333296703,4.82486666667,5.87446666667,5.34426,22.8006333333,8.70820000001
399.28,5.22893333333,9.95273333334,5.54846666667,7.81317582417,4.90786666667,5.9848,5.43351333333,22.9772,8.79453333334
399.64,5.23093333333,9.93299999999,5.54806666667,7.79584432235,4.97086666667,5.98826666667,5.44383333333,23.0862666667,8.81439999999
400.00,5.1706,9.86606666666,5.49373333333,7.72891684981,4.97306666667,5.9514,5.41639333333,23.1717,8.75813333333
400.36,5.15853333333,9.80506666667,5.474,7.73096886447,5.00826666667,5.96206666667,5.3965,23.2513333333,8.75153333333
400.72,5.13233333333,9.76673333333,5.44606666667,7.72442161172,5.04366666667,5.9562,5.37907333333,23.3447666667,8.70579999999
401.08,5.15133333333,9.7506,5.4652,7.70811391941,5.10553333333,5.95693333333,5.37869333333,23.4537,8.72693333333
401.44,5.1584,9.73506666666,5.50033333333,7.68395677655,5.16253333333,5.97646666666,5.41002666667,23.5734666667,8.77793333333
401.80,5.17973333333,9.70373333333,5.51573333333,7.68046813186,5.21826666667,5.9844,5.41732,23.6665333333,8.78599999999
402.16,5.18093333333,9.65566666666,5.51553333333,7.67694652015,5.25786666667,5.98733333333,5.43253333334,23.7412666667,8.78486666667
402.52,5.1846,9.61600000001,5.50586666667,7.64861941392,5.29913333333,6.017,5.4281,23.8573,8.82566666666
402.88,5.2324,9.63846666667,5.51786666666,7.66566666667,5.3842,6.05706666667,5.45728666667,23.9836,8.85146666667
403.24,5.2482,9.61186666667,5.51166666667,7.6979981685,5.44706666667,6.05493333333,5.44669333333,24.0933666667,8.87319999999
403.60,5.21773333333,9.55886666667,5.5188,7.69087619047,5.47713333333,6.06633333333,5.43489333333,24.1657333333,8.86726666667
403.95,5.24033333333,9.58886666666,5.56033333333,7.75509706959,5.5484,6.11026666667,5.47695333333,24.2917333333,8.90873333333
404.31,5.18506666667,9.52706666666,5.50893333333,7.68012417583,5.55626666667,6.0582,5.41407333333,24.3616333333,8.85713333333
404.67,5.19026666667,9.52660000001,5.51406666667,7.67340622711,5.5962,6.07266666667,5.41446666666,24.4446333333,8.90853333334
405.03,5.20006666667,9.5092,5.52846666667,7.68581794871,5.6366,6.07753333333,5.44241333333,24.5096666666,8.92299999999
405.39,5.18866666667,9.50306666666,5.51913333334,7.69068315018,5.6746,6.08386666667,5.42414666667,24.5630333333,8.90593333334
405.75,5.21273333334,9.50686666666,5.5218,7.70366776556,5.7208,6.1178,5.45214666667,24.6586333333,8.91433333333
406.11,5.23486666667,9.53213333334,5.53206666667,7.73211282052,5.80406666667,6.14566666667,5.47607333333,24.7602333334,8.93900000001
406.47,5.2618,9.55659999999,5.56046666667,7.77149120878,5.86886666667,6.18666666667,5.50214,24.8380333333,8.9514
406.83,5.23266666667,9.51613333334,5.54906666667,7.73983443223,5.88786666667,6.16626666667,5.48846,24.9139,8.93513333334
407.19,5.21473333333,9.50613333334,5.5404,7.69833406593,5.92546666667,6.16566666667,5.48548666667,24.9854666667,8.92426666667
407.55,5.2698,9.52906666667,5.53746666667,7.71141575092,6.0074,6.18526666667,5.53186666667,25.1091,8.95293333333
407.90,5.31566666667,9.52186666667,5.5666,7.70263150183,6.08633333334,6.21146666667,5.56206,25.1765,8.99433333333
408.26,5.34493333333,9.56033333334,5.61666666667,7.73347875458,6.1422,6.25706666667,5.59953333333,25.3024,9.04279999999
408.62,5.37506666667,9.58073333334,5.6266,7.7596919414,6.20726666667,6.29906666667,5.62833333333,25.4352333333,9.04333333334
408.98,5.34866666667,9.56113333334,5.58666666667,7.73914432235,6.21413333333,6.27433333333,5.59558,25.4975333333,9.03026666667
409.34,5.42986666667,9.59593333334,5.63246666667,7.81045494505,6.3188,6.3472,5.67426,25.6583333333,9.09633333334
409.70,5.40233333333,9.56986666667,5.618,7.80733553115,6.33833333333,6.334,5.65920666667,25.7078666667,9.08933333333
410.06,5.427,9.5652,5.63593333333,7.81914542123,6.3678,6.34346666667,5.65676,25.8071,9.09566666667
410.42,5.44733333334,9.57066666667,5.647,7.83114029303,6.4062,6.35486666667,5.66884666667,25.9199666667,9.09473333334
410.77,5.4306,9.55460000001,5.63726666667,7.82491428571,6.42033333333,6.35113333333,5.64032,25.9709666667,9.09253333333
411.13,5.42793333333,9.51933333333,5.6292,7.85241062271,6.46073333333,6.369,5.64934,26.0553,9.10213333333
411.49,5.38706666667,9.4844,5.60806666667,7.84147252747,6.46486666667,6.3334,5.62708666667,26.1257,9.07286666666
411.85,5.387,9.4914,5.61453333333,7.8583967033,6.50506666667,6.32153333333,5.61340666667,26.2602666667,9.07353333333
412.21,5.45326666667,9.54780000001,5.6858,7.92919560441,6.6276,6.39133333333,5.69882666667,26.3537,9.13719999999
412.57,5.44513333333,9.4748,5.67673333333,7.91529816851,6.64073333333,6.36926666667,5.69256666667,26.4231,9.14513333334
412.92,5.509,9.50946666667,5.74833333334,7.96298424908,6.72833333333,6.45,5.76419333333,26.5950666666,9.19486666668
413.28,5.42773333333,9.45093333334,5.6978,7.88739157509,6.71646666667,6.38286666667,5.71282666667,26.6228,9.13713333334
413.64,5.50133333334,9.48206666667,5.75793333333,7.92818937729,6.82386666667,6.41513333333,5.75994,26.7563,9.17906666667
414.00,5.45626666667,9.42453333333,5.71686666667,7.88857802198,6.8486,6.41433333333,5.74730666667,26.8094666667,9.14093333333
414.36,5.4852,9.41166666666,5.72446666667,7.89650476191,6.92673333334,6.4402,5.77256666667,26.903,9.19186666666
414.72,5.4854,9.38686666667,5.7254,7.90575164835,6.99373333333,6.45066666667,5.80357333333,27.0184,9.21639999999
415.07,5.48473333333,9.38493333333,5.7314,7.86729597071,7.03366666667,6.43893333333,5.81785333333,27.1124666667,9.23266666667
415.43,5.5146,9.36486666667,5.77666666667,7.87236593405,7.09113333333,6.50046666667,5.83217333333,27.1748666667,9.28339999999
415.79,5.50366666667,9.3222,5.755,7.85752820512,7.1542,6.5352,5.84158,27.2469333333,9.31913333333
416.15,5.46253333334,9.24433333333,5.685,7.8069967033,7.16726666667,6.49293333333,5.79836666667,27.3221666667,9.31413333334
416.51,5.4924,9.25413333334,5.70766666667,7.82448791209,7.27553333333,6.53666666667,5.84644,27.3967666667,9.37266666667
416.86,5.4898,9.20853333333,5.67313333333,7.8042879121,7.33966666667,6.5208,5.8397,27.4370333333,9.39766666667
417.22,5.48673333333,9.14333333333,5.65013333333,7.77514725275,7.37073333333,6.5174,5.82708,27.5106333333,9.41633333333
417.58,5.4462,9.07026666667,5.62306666667,7.73113663004,7.39573333333,6.5226,5.80314666667,27.5803333333,9.43006666667
417.94,5.46386666667,9.04933333333,5.63193333333,7.73551794873,7.47713333333,6.53973333333,5.82293333333,27.6682666667,9.48546666666
418.29,5.43873333333,8.98426666667,5.62226666667,7.70587435897,7.51746666667,6.5456,5.81745333333,27.7365333333,9.48806666667
418.65,5.43853333334,8.94,5.60546666667,7.66898205129,7.56073333333,6.54413333333,5.79142,27.8232,9.50526666667
419.01,5.45233333333,8.90206666667,5.60646666667,7.66712637362,7.63013333333,6.5758,5.80147333333,27.9059333333,9.52966666667
419.37,5.4736,8.89373333333,5.59853333333,7.66994065933,7.7034,6.59966666667,5.833,28.0035666667,9.55573333334
419.73,5.45946666667,8.85706666667,5.5786,7.63644102564,7.73586666667,6.59226666667,5.81679333333,28.0755333333,9.56073333333
420.08,5.458,8.8064,5.56593333333,7.61798168499,7.7718,6.59426666667,5.81233333333,28.1547666667,9.57133333333
420.44,5.42486666666,8.75833333333,5.5402,7.56656666667,7.7866,6.57386666667,5.78674,28.2170333333,9.56286666667
420.80,5.41573333333,8.71806666667,5.53073333333,7.53795054945,7.80613333333,6.58826666667,5.78358,28.2589333333,9.56160000001
421.16,5.44886666667,8.7138,5.54766666667,7.54836666667,7.8812,6.6252,5.81492,28.3651333334,9.61106666666
421.51,5.45433333333,8.6914,5.5424,7.54667838828,7.92553333333,6.63166666667,5.82345333333,28.4563666667,9.63880000001
421.87,5.43,8.64226666667,5.51353333333,7.50558241758,7.93886666667,6.62026666667,5.79974,28.5175666667,9.6336
422.23,5.45073333333,8.62326666667,5.50933333333,7.51114688645,8.00373333333,6.633,5.80028666667,28.6005333333,9.66533333334
422.58,5.45553333333,8.60886666667,5.50386666667,7.5110003663,8.0626,6.65946666667,5.82026666667,28.6774666667,9.68413333334
422.94,5.44273333333,8.57013333333,5.484,7.49317179487,8.09273333333,6.65166666667,5.81363333333,28.7504666667,9.68493333333
423.30,5.42693333333,8.5192,5.46346666667,7.45743003663,8.1174,6.63146666667,5.80168,28.8098,9.69560000001
423.66,5.43633333333,8.48473333333,5.4662,7.45112930403,8.15506666667,6.6396,5.81330666667,28.8932333333,9.71626666667
424.01,5.42913333334,8.443,5.45253333333,7.43097875457,8.1788,6.63826666667,5.80103333333,28.9379,9.71906666667
424.37,5.46413333333,8.4302,5.4618,7.44269047619,8.2288,6.66673333333,5.81738666667,28.9992666667,9.74579999999
424.73,5.46446666667,8.4086,5.4606,7.43201428571,8.26853333333,6.66313333333,5.81654,29.1046,9.76633333333
425.08,5.4402,8.37106666667,5.43966666667,7.41161025641,8.29713333333,6.65406666667,5.80275333333,29.1801333333,9.76293333334
425.44,5.43133333333,8.33606666667,5.42646666667,7.39138937729,8.33713333333,6.64893333333,5.79432,29.2363666667,9.77319999999
425.80,5.47066666666,8.3452,5.45113333333,7.41014322345,8.4044,6.6742,5.82123333334,29.3400333334,9.81380000001
426.16,5.43086666667,8.306,5.41546666666,7.35277985348,8.393,6.63433333333,5.80576666667,29.3812,9.80233333334
426.51,5.3904,8.22833333333,5.37506666667,7.29614395604,8.3896,6.585,5.76808666667,29.4220333333,9.77926666667
426.87,5.3838,8.197,5.37053333333,7.27620219781,8.4304,6.5754,5.75707333333,29.4958333333,9.7916
427.23,5.3772,8.18146666667,5.3688,7.27472124543,8.4802,6.5746,5.74768,29.5922333333,9.79313333333
427.58,5.37353333333,8.17226666667,5.3626,7.26295531135,8.52453333333,6.5778,5.7491,29.6805333333,9.78999999999
427.94,5.38033333333,8.18806666667,5.36913333333,7.26637142857,8.59686666667,6.584,5.7727,29.7928,9.80206666667
428.30,5.35173333333,8.171,5.3512,7.24644249084,8.63086666667,6.5534,5.76781333333,29.9196333333,9.80800000001
428.65,5.34426666667,8.148,5.343,7.25688131868,8.68413333333,6.5602,5.78366,29.9950333333,9.82946666666
429.01,5.35346666667,8.15366666667,5.34393333333,7.26867472527,8.7056,6.56553333333,5.78915333334,30.0465666667,9.83820000001
429.37,5.37486666667,8.17406666667,5.35446666667,7.2868956044,8.76026666667,6.5786,5.80191333333,30.1371666667,9.84326666667
429.72,5.37126666667,8.17006666667,5.35053333333,7.28648168499,8.79646666666,6.57013333333,5.81823333333,30.2452666667,9.84746666667
430.08,5.39713333333,8.18666666667,5.37246666667,7.31019267399,8.86506666667,6.59166666667,5.82503333334,30.3817666667,9.85366666667
430.44,5.45473333333,8.2558,5.4246,7.3757989011,8.92899999999,6.63066666667,5.8702,30.4607333333,9.90126666667
430.79,5.452,8.2542,5.41,7.37486080586,8.94219999999,6.62173333333,5.87810666667,30.5161666667,9.89346666667
431.15,5.4264,8.24186666667,5.38333333333,7.34662234432,8.93560000001,6.59466666667,5.85597333334,30.5938333333,9.88113333333
431.50,5.43493333333,8.24833333333,5.374,7.33955164835,8.9638,6.58406666667,5.84422666667,30.6347666667,9.88879999999
431.86,5.41833333334,8.2416,5.35866666667,7.33293736263,8.96426666666,6.57173333333,5.82812,30.6670666667,9.88099999999
432.22,5.4146,8.24,5.35353333333,7.33803736263,8.99613333333,6.56913333333,5.80392666667,30.7133666667,9.86920000001
432.57,5.41613333333,8.2712,5.35666666667,7.3488956044,9.03613333333,6.57546666667,5.8023,30.7648666667,9.86573333333
432.93,5.4318,8.29,5.37553333334,7.36533186814,9.07613333333,6.58253333333,5.81924,30.8235666667,9.87880000001
433.29,5.43366666667,8.29693333333,5.38366666667,7.36969157508,9.07706666666,6.58466666667,5.829,30.8724,9.88000000001
433.64,5.41546666667,8.30113333333,5.388,7.36737362637,9.0756,6.5688,5.80542,30.8714,9.86479999999
434.00,5.40486666667,8.2946,5.38806666667,7.36761794872,9.08293333333,6.5652,5.79697333333,30.8979666667,9.85580000001
434.35,5.38486666667,8.27673333334,5.3766,7.34191538461,9.104,6.54033333334,5.77478666667,30.9659666667,9.82973333333
434.71,5.42533333333,8.3406,5.42826666667,7.39973663004,9.16966666666,6.5806,5.80082,31.0711666667,9.88666666667
435.07,5.4916,8.41966666667,5.49993333334,7.48520695971,9.25800000001,6.6514,5.85812666667,31.1541666667,9.942
435.42,5.5102,8.45826666667,5.5316,7.53008754579,9.30266666666,6.67046666667,5.87912666667,31.2314333333,9.97139999999
435.78,5.5068,8.4698,5.54493333333,7.54168168499,9.33693333334,6.65473333333,5.87971333333,31.2848333333,9.95906666667
436.13,5.51813333333,8.49093333333,5.56833333333,7.56878644689,9.36906666667,6.6562,5.8999,31.3543666667,9.97659999999
436.49,5.529,8.50533333333,5.59133333333,7.57457216117,9.38666666666,6.64,5.90048666667,31.427,9.97833333333
436.84,5.5224,8.51106666667,5.58726666667,7.57615384615,9.4104,6.6326,5.89012,31.4795333333,9.98773333333
437.20,5.528,8.53493333333,5.5976,7.58541648352,9.45373333333,6.63633333333,5.89861333333,31.5492333333,9.9918
437.56,5.51633333333,8.5366,5.57593333333,7.58095531135,9.47173333334,6.6312,5.89308,31.6074666667,9.98586666666
437.91,5.52333333333,8.57133333333,5.58753333333,7.60377838828,9.50106666666,6.6378,5.90682,31.6786,10.0024
438.27,5.53593333333,8.59326666667,5.59606666667,7.62571831501,9.52566666666,6.65333333333,5.92772,31.7419333333,10.0206
438.62,5.51833333333,8.5598,5.56793333333,7.60283186813,9.50899999999,6.62766666667,5.90299333333,31.7591,9.97946666667
438.98,5.47593333334,8.51493333333,5.53453333333,7.56390586081,9.48626666667,6.591,5.8659,31.7742333333,9.94226666667
439.33,5.4686,8.50813333333,5.53333333333,7.56503040293,9.50140000001,6.59886666667,5.87067333333,31.8445666667,9.92353333333
439.69,5.47233333333,8.4992,5.52866666667,7.55502637362,9.50646666667,6.6082,5.86768,31.8928333333,9.93426666667
440.04,5.4842,8.5106,5.53913333333,7.57048754579,9.53093333334,6.6384,5.87823333334,31.9432666667,9.94686666667
440.40,5.47986666667,8.49513333334,5.52313333333,7.56939523809,9.53433333333,6.62413333333,5.85497333333,31.9830333333,9.95233333333
440.75,5.47806666667,8.48113333333,5.51586666667,7.56533369963,9.54813333334,6.6216,5.85230666667,32.0446,9.94133333333
441.11,5.4544,8.441,5.48913333334,7.54477948718,9.54240000001,6.59906666667,5.81854,32.0777666667,9.92313333333
441.47,5.47113333333,8.4432,5.5032,7.55363003663,9.5794,6.61213333333,5.82377333333,32.1514333333,9.9426
441.82,5.4816,8.43606666667,5.51066666666,7.55998461539,9.61780000001,6.62213333333,5.83934,32.2268,9.97013333333
442.18,5.474,8.42373333334,5.503,7.55726959707,9.63980000001,6.62726666667,5.83290666667,32.2909666667,9.98306666666
442.53,5.4686,8.41033333333,5.49413333333,7.54594908425,9.67873333334,6.62406666667,5.83537333333,32.3684,10.0055333333
442.89,5.49853333333,8.4198,5.51226666667,7.55083260073,9.74066666665,6.6514,5.86362666667,32.4661,10.0436666667
443.24,5.49173333333,8.38433333334,5.50006666667,7.5323025641,9.77126666667,6.6394,5.86187333333,32.5427333333,10.0633333333
443.60,5.493,8.36533333334,5.49506666667,7.52574065934,9.81213333333,6.6448,5.86216666667,32.6343333333,10.0760666667
443.95,5.48893333333,8.31013333333,5.46113333333,7.4988956044,9.84640000002,6.628,5.84588666667,32.6934666667,10.0836666667
444.31,5.49593333333,8.26826666667,5.45173333333,7.47474102564,9.88406666667,6.642,5.85961333333,32.7439333333,10.0824
444.66,5.49133333333,8.2276,5.43746666667,7.44354249084,9.90400000001,6.65186666667,5.85198666667,32.7772666666,10.0852
445.02,5.47713333333,8.1878,5.4088,7.41115677655,9.91860000001,6.63813333333,5.84689333334,32.8348,10.089
445.37,5.4638,8.1392,5.38213333333,7.3872014652,9.94739999998,6.64253333333,5.84108,32.8792,10.0848
445.72,5.43893333333,8.07606666667,5.34226666667,7.34892967033,9.95053333333,6.61953333333,5.81212,32.8979,10.0506666667
446.08,5.42913333333,8.02853333333,5.3254,7.31971538461,9.96026666667,6.61286666667,5.80121333333,32.9010666667,10.0340666667
446.43,5.4474,8.02013333333,5.3302,7.32179633699,10.0064666667,6.6372,5.82256666667,32.9522666666,10.0484
446.79,5.431,7.96913333334,5.30573333333,7.29848571429,10.0206,6.6254,5.80376,32.9828333333,10.0462666667
447.14,5.40113333333,7.90966666667,5.26626666667,7.25452380953,10.0094,6.6112,5.76857333333,32.9596333333,10.0284
447.50,5.41133333333,7.8876,5.26106666667,7.25718754579,10.0495333333,6.62513333333,5.77845333333,33.0058666667,10.0460666667
447.85,5.36666666667,7.83473333334,5.2228,7.20935934066,10.0382666667,6.5994,5.74908666666,33.0271666667,10.0067333333
448.21,5.3296,7.78246666667,5.1786,7.16503260073,10.0330666667,6.58633333333,5.72318,33.0658333333,9.9932
448.56,5.32733333333,7.7544,5.167,7.14821208791,10.0745333333,6.58633333333,5.72758,33.1401666667,10.0005333333
448.92,5.31633333333,7.71,5.1456,7.12993772893,10.1063333333,6.58813333333,5.72272,33.199,9.99780000001
449.27,5.279,7.6486,5.1096,7.0852043956,10.1048666667,6.55433333333,5.69270666667,33.2503666667,9.97293333333
449.62,5.27706666667,7.622,5.09573333333,7.06176776557,10.1366,6.56046666667,5.69029333333,33.3090666667,9.97513333334
449.98,5.24626666666,7.56186666667,5.05466666667,7.03588388278,10.1497333333,6.5406,5.65695333333,33.3742666667,9.96533333334
450.33,5.22273333333,7.5022,5.02033333333,6.99775018315,10.155,6.52393333333,5.6308,33.4287333334,9.95086666666
450.69,5.19886666666,7.45826666667,4.98633333333,6.97771098901,10.1685333333,6.52646666667,5.61984666667,33.508,9.94466666667
451.04,5.2342,7.47273333333,5.00833333333,7.00061318681,10.2486666667,6.55453333333,5.6484,33.6530333333,9.9768
451.40,5.22613333333,7.44266666667,4.99533333333,6.98338901099,10.2660666667,6.5542,5.64901333333,33.7458666667,9.97973333333
451.75,5.25106666667,7.43453333333,5.0062,6.98850769231,10.3080666667,6.5794,5.67143333333,33.8303666667,10.0090666667
452.10,5.2808,7.46026666667,5.04126666667,7.02280329671,10.3728666667,6.61913333333,5.70394666667,33.9186333333,10.0428
452.46,5.28726666667,7.45693333333,5.04726666667,7.02428644689,10.3964,6.62093333333,5.6998,33.9636333334,10.0504
452.81,5.31613333333,7.486,5.06906666667,7.04878864469,10.44,6.64653333333,5.71287333334,33.9887333333,10.0723333333
453.17,5.33473333333,7.49146666667,5.08053333333,7.06931282051,10.4734666667,6.66553333333,5.73392,34.0513333333,10.1029333333
453.52,5.3452,7.49173333333,5.09213333333,7.09121794872,10.4975333333,6.6792,5.74132,34.1201666667,10.1359333333
453.87,5.35266666667,7.50253333333,5.1078,7.09831172161,10.5333333333,6.69566666667,5.75793333333,34.2099,10.1564666667
454.23,5.32186666667,7.48806666667,5.08333333333,7.07979780219,10.5282666667,6.67713333333,5.74138,34.2497,10.1363333333
454.58,5.34346666667,7.5124,5.10986666667,7.09856117216,10.5694,6.66666666667,5.76243333333,34.2775666667,10.1509333333
454.93,5.30753333334,7.48886666667,5.097,7.08223223443,10.5564,6.64066666667,5.73662666667,34.2744,10.1297333333
455.29,5.31626666667,7.5028,5.10793333333,7.09662783883,10.5982,6.6476,5.73765333334,34.3519333333,10.1406
455.64,5.34613333333,7.53786666667,5.14293333334,7.12751098901,10.6419333333,6.67673333334,5.77345333333,34.4287666667,10.1756666667
456.00,5.333,7.54053333333,5.1388,7.13649230769,10.6496,6.664,5.77144666666,34.4771666667,10.1582666667
456.35,5.34006666667,7.55386666666,5.1442,7.16965750916,10.671,6.6724,5.79218,34.5298666667,10.1767333333
456.70,5.368,7.59346666667,5.18806666667,7.21207545787,10.7132666667,6.7128,5.82549333333,34.6498333333,10.2158
