wavelength,Back_IriPulf,Belly_IriPulf,Breast_IriPulf,Crissum_IriPulf,Crown_IriPulf,DorTail_IriPulf,Patch10_IriPulf,Patch11_IriPulf,Rump_IriPulf,Throat_IriPulf,WingTip_IriPulf
503.71,7.19011111111,38.4827777778,19.1135555556,34.2332222222,8.38855555555,10.0666666667,12.6415555556,7.30877777778,9.8112888889,20.6278888889,7.30511111111
504.06,7.29522222222,38.5973333333,19.2437777778,34.4265555556,8.47366666667,10.129,12.7722222222,7.41644444444,9.95515555557,20.6928888889,7.35866666667
504.41,7.36844444444,38.6942222222,19.3508888889,34.5925555556,8.53277777778,10.1751111111,12.8676666667,7.49777777778,10.0888666667,20.7596666667,7.38933333333
504.75,7.44011111111,38.7531111111,19.4336666667,34.6985555555,8.59844444443,10.1928888889,12.9754444444,7.58611111111,10.2204,20.7998888889,7.40455555556
505.10,7.528,38.8646666667,19.5664444444,34.8843333333,8.65066666668,10.2555555556,13.1106666667,7.68466666667,10.3773777778,20.8453333333,7.42033333333
505.45,7.577,38.993,19.6651111111,35.0638888889,8.68311111112,10.2763333333,13.2006666667,7.72922222222,10.4818222222,20.8985555555,7.411
505.80,7.638,39.1507777778,19.7638888889,35.27,8.74577777777,10.2954444444,13.2838888889,7.82177777778,10.6143333333,20.9752222222,7.42688888889
506.15,7.70066666666,39.2396666667,19.8445555555,35.4113333333,8.78322222223,10.3062222222,13.3604444444,7.91555555556,10.7426222222,21.0471111111,7.421
506.49,7.72266666667,39.3247777778,19.912,35.5278888889,8.76733333334,10.2995555556,13.4086666667,7.95266666667,10.8323333334,21.0722222222,7.38788888889
506.84,7.751,39.4024444445,20.0024444444,35.6662222222,8.77900000001,10.2977777778,13.4572222222,8.01177777778,10.9337111111,21.0911111111,7.35355555555
507.19,7.82566666667,39.4988888889,20.1014444444,35.8443333333,8.81833333332,10.3332222222,13.5524444444,8.10211111111,11.0618222222,21.1515555556,7.35333333334
507.54,7.87855555556,39.614,20.1911111111,35.9834444445,8.84177777777,10.3357777778,13.6252222222,8.15588888889,11.1744222222,21.1815555555,7.33488888889
507.88,7.91777777778,39.7533333333,20.2901111111,36.1423333333,8.86088888888,10.3443333333,13.6997777778,8.20011111111,11.2818,21.2413333333,7.31766666667
508.23,7.96766666667,39.8754444444,20.385,36.2994444445,8.89333333335,10.3595555556,13.792,8.27022222222,11.4025555556,21.2916666667,7.32177777778
508.58,8.01022222222,40.0035555556,20.4873333333,36.4716666667,8.93466666667,10.3862222222,13.8912222222,8.34066666667,11.5193777778,21.3274444445,7.34188888889
508.93,8.06611111111,40.1023333333,20.5462222222,36.582,8.97977777777,10.4,13.9626666667,8.39577777778,11.6292,21.3844444444,7.35333333334
509.27,8.13522222222,40.1632222222,20.6274444444,36.6905555556,9.03788888888,10.4404444444,14.0528888889,8.48122222221,11.7617555555,21.4478888889,7.38122222222
509.62,8.17322222222,40.2381111111,20.7158888889,36.806,9.06644444444,10.4703333333,14.1197777778,8.53688888889,11.8684444445,21.4952222222,7.38511111111
509.97,8.22611111111,40.3827777778,20.8372222222,36.9847777778,9.1301111111,10.533,14.2158888889,8.60833333334,11.9781777778,21.5531111111,7.40711111111
510.32,8.28577777778,40.4792222222,20.9403333333,37.1227777778,9.20022222223,10.5651111111,14.3065555556,8.69555555556,12.0958444444,21.5982222222,7.43688888889
510.66,8.34155555556,40.5843333333,21.0153333333,37.2385555556,9.24600000001,10.5862222222,14.396,8.75088888888,12.1882666667,21.6648888889,7.46
511.01,8.37555555556,40.6654444445,21.0782222222,37.3256666667,9.27355555557,10.596,14.4537777778,8.79955555557,12.2750222222,21.707,7.46933333333
511.36,8.43555555555,40.738,21.1548888889,37.4627777778,9.32077777779,10.642,14.5343333333,8.88022222222,12.3623111111,21.7654444444,7.481
511.70,8.47511111111,40.7891111111,21.2141111111,37.5535555555,9.34077777779,10.6677777778,14.5922222222,8.92333333332,12.4463777778,21.8024444445,7.49355555555
512.05,8.50988888889,40.8194444445,21.2701111111,37.6167777778,9.36055555554,10.6638888889,14.6297777778,8.96255555555,12.5195555556,21.8214444444,7.48377777778
512.40,8.56422222222,40.933,21.3381111111,37.7561111111,9.3908888889,10.702,14.6903333333,9.01644444443,12.6072,21.902,7.48955555556
512.75,8.58966666667,40.9372222222,21.3806666667,37.8312222222,9.40777777779,10.7106666667,14.7396666667,9.04577777778,12.6803555556,21.9241111111,7.49077777778
513.09,8.62511111111,41.0473333333,21.4573333334,37.9585555555,9.43755555554,10.726,14.7957777778,9.0981111111,12.7426444444,21.9538888889,7.48266666666
513.44,8.68611111111,41.1123333333,21.5215555556,38.047,9.46044444443,10.7393333333,14.8504444444,9.15322222221,12.8288888889,21.9812222222,7.49588888889
513.79,8.71677777778,41.1357777778,21.5462222222,38.0854444444,9.44944444443,10.6968888889,14.873,9.15822222222,12.8798666667,21.9796666667,7.47677777778
514.13,8.74688888889,41.1957777778,21.611,38.1385555556,9.45744444446,10.7074444444,14.9191111111,9.16622222223,12.9436666667,22.013,7.44722222222
514.48,8.76944444444,41.2751111111,21.6873333333,38.2498888889,9.48188888888,10.7277777778,14.9688888889,9.20533333332,13.0308888889,22.0534444444,7.439
514.83,8.82622222222,41.32,21.7543333333,38.3561111111,9.51800000001,10.7482222222,15.0211111111,9.24222222221,13.1042666667,22.0591111111,7.44444444444
515.17,8.85655555555,41.3497777778,21.8176666667,38.3866666667,9.51899999999,10.7446666667,15.0506666667,9.274,13.1805333333,22.0723333333,7.45288888889
515.52,8.89677777778,41.4215555556,21.8967777778,38.4731111111,9.56777777777,10.7643333333,15.0956666667,9.34944444444,13.2773111111,22.1336666667,7.47577777778
515.87,8.92277777778,41.4744444444,21.9587777778,38.5378888889,9.60022222222,10.7971111111,15.154,9.40022222221,13.3317111111,22.1643333333,7.47966666667
516.21,8.955,41.4988888889,22.0137777778,38.5461111111,9.60500000001,10.7867777778,15.1751111111,9.42888888888,13.3862,22.1567777778,7.47344444444
516.56,9.00022222222,41.6121111111,22.1142222222,38.6457777778,9.6388888889,10.833,15.2276666667,9.50422222222,13.4607777778,22.2428888889,7.50788888889
516.91,9.02266666667,41.6311111111,22.1708888889,38.6975555556,9.656,10.8566666667,15.2693333333,9.56022222223,13.5298222222,22.2836666667,7.524
517.25,9.01555555556,41.6541111111,22.2115555556,38.7407777778,9.66466666665,10.8533333333,15.2948888889,9.57744444446,13.5688444445,22.3067777778,7.49588888889
517.60,9.04155555556,41.7113333333,22.2892222222,38.8171111111,9.6988888889,10.8792222222,15.3321111111,9.62155555557,13.6432444445,22.3422222222,7.51022222222
517.95,9.08855555556,41.7802222222,22.3423333333,38.9054444444,9.73122222221,10.8964444444,15.376,9.66822222221,13.7050222222,22.3934444444,7.53411111111
518.29,9.13155555556,41.8605555556,22.4018888889,39.008,9.74766666665,10.9127777778,15.4162222222,9.70777777779,13.7543555555,22.4334444445,7.54744444444
518.64,9.15233333333,41.928,22.4565555556,39.0577777778,9.7751111111,10.9341111111,15.4517777778,9.75122222223,13.8225111111,22.4864444444,7.556
518.99,9.17511111111,41.9836666666,22.4895555555,39.1145555556,9.80777777778,10.9465555556,15.4871111111,9.76000000001,13.8697111111,22.5105555556,7.55411111111
519.33,9.19044444444,41.9973333333,22.5188888889,39.156,9.81677777779,10.935,15.5041111111,9.76488888888,13.8898444444,22.5084444445,7.53955555556
519.68,9.20466666667,42.0538888889,22.5557777778,39.2255555556,9.81377777778,10.9397777778,15.5197777778,9.78333333333,13.9367333333,22.5628888889,7.55277777778
520.02,9.22866666667,42.1086666667,22.6171111111,39.3091111111,9.85066666667,10.9695555555,15.5644444444,9.82266666666,13.9988222222,22.6261111111,7.56833333334
520.37,9.26144444444,42.1393333333,22.663,39.3772222222,9.87822222222,10.9875555556,15.5965555555,9.85411111112,14.0558666667,22.6324444445,7.56488888889
520.72,9.28677777778,42.1854444445,22.7042222222,39.4283333333,9.90011111112,10.9917777778,15.6093333333,9.86466666667,14.1122222222,22.6587777778,7.57366666667
521.06,9.33788888889,42.245,22.7722222222,39.5086666667,9.92988888889,11.021,15.6362222222,9.91211111111,14.1702222222,22.6846666667,7.60111111111
521.41,9.36244444445,42.277,22.8003333333,39.5767777778,9.94833333333,11.0316666667,15.6706666667,9.94611111111,14.2140222222,22.719,7.59644444444
521.75,9.37822222222,42.3151111111,22.8423333333,39.6484444445,9.95988888889,11.0414444445,15.6903333333,9.97266666667,14.2479555556,22.7492222222,7.60122222222
522.10,9.38888888889,42.2944444444,22.8617777778,39.6145555555,9.97422222222,11.0351111111,15.6903333333,9.97700000001,14.2838444444,22.7367777778,7.59822222222
522.45,9.41033333333,42.3473333333,22.9265555556,39.6566666667,9.99122222223,11.0496666667,15.7166666667,10.0097777778,14.3332222222,22.7662222222,7.59666666667
522.79,9.43933333333,42.3992222222,22.9831111111,39.6911111111,10.0132222222,11.0752222222,15.7277777778,10.0618888889,14.3962,22.8077777778,7.62188888889
523.14,9.45066666667,42.4527777778,23.0193333334,39.7524444445,10.0315555556,11.0894444444,15.7498888889,10.0901111111,14.4332888889,22.8324444444,7.63411111111
523.48,9.476,42.5094444445,23.0644444445,39.7852222222,10.0554444445,11.0845555556,15.7668888889,10.1117777778,14.4725555556,22.8208888889,7.632
523.83,9.489,42.512,23.1011111111,39.8025555555,10.0382222222,11.0721111111,15.754,10.1088888889,14.4863555555,22.817,7.62877777778
524.17,9.48388888889,42.5264444444,23.1231111111,39.7906666667,10.0148888889,11.0507777778,15.7493333333,10.1101111111,14.5007111111,22.8182222222,7.60922222222
524.52,9.48811111111,42.5516666667,23.1374444444,39.801,10.0077777778,11.0367777778,15.7517777778,10.102,14.5174444444,22.8184444444,7.59344444445
524.87,9.48022222222,42.5515555556,23.1453333333,39.8051111111,9.99633333333,11.0311111111,15.7674444444,10.1013333333,14.5178888889,22.8211111111,7.58633333333
525.21,9.49311111111,42.5738888889,23.1856666667,39.8157777778,9.99966666666,11.065,15.7702222222,10.1198888889,14.5399777778,22.837,7.60355555555
525.56,9.50466666666,42.5936666667,23.232,39.8253333333,10.0138888889,11.0851111111,15.7822222222,10.1511111111,14.5746444444,22.8381111111,7.62455555556
525.90,9.51833333333,42.6446666666,23.2832222222,39.878,10.013,11.1095555556,15.7933333333,10.1882222222,14.6203111111,22.862,7.63388888889
526.25,9.538,42.741,23.3352222222,39.955,10.026,11.1241111111,15.8096666667,10.2134444444,14.6573777778,22.8937777778,7.645
526.59,9.55233333333,42.838,23.399,40.0365555555,10.0353333333,11.1346666667,15.8355555556,10.2425555556,14.6977111111,22.929,7.64744444444
526.94,9.57277777778,42.9665555555,23.4715555556,40.1311111111,10.0446666667,11.1614444444,15.8692222222,10.2796666666,14.7495111111,22.9935555556,7.65088888889
527.28,9.58922222222,43.0356666667,23.5146666667,40.2097777778,10.0463333333,11.1791111111,15.8823333333,10.3042222222,14.7910888889,23.0363333333,7.65433333334
527.63,9.60744444444,43.1212222222,23.5562222222,40.2903333333,10.0674444444,11.1996666667,15.91,10.3411111111,14.8319111111,23.0772222222,7.65644444444
527.97,9.61522222222,43.1663333333,23.5851111111,40.3321111111,10.0698888889,11.202,15.9106666667,10.3626666667,14.8596444445,23.0956666667,7.66377777778
528.32,9.63188888889,43.2028888889,23.6147777778,40.3811111111,10.0765555556,11.2113333333,15.9215555556,10.3925555556,14.8962666667,23.1182222222,7.67477777778
528.66,9.65722222221,43.2382222222,23.647,40.422,10.092,11.2246666667,15.9382222222,10.418,14.9310666667,23.1518888889,7.69166666667
529.01,9.66477777779,43.2713333333,23.666,40.4491111111,10.0963333333,11.2065555555,15.9408888889,10.4276666667,14.9476,23.1525555556,7.68177777778
529.35,9.66977777779,43.3086666667,23.6807777778,40.4777777778,10.0988888889,11.1985555556,15.9391111111,10.4381111111,14.9723333334,23.175,7.66955555555
529.70,9.67822222221,43.3508888889,23.7125555556,40.5262222222,10.1144444444,11.2025555556,15.9558888889,10.4563333334,14.9998444445,23.2051111111,7.66611111111
530.04,9.68233333333,43.3285555555,23.7282222222,40.5421111111,10.11,11.1978888889,15.955,10.468,15.0202222222,23.2083333333,7.67455555555
530.39,9.69622222222,43.3455555555,23.7616666667,40.5747777778,10.1221111111,11.2163333333,15.9677777778,10.4963333334,15.0466666667,23.2346666667,7.68177777778
530.73,9.70266666668,43.2916666667,23.753,40.5406666667,10.1208888889,11.1993333333,15.9455555556,10.4968888889,15.0572888889,23.2224444445,7.67277777778
531.08,9.71766666667,43.2935555556,23.7876666667,40.5358888889,10.1316666667,11.2014444444,15.9444444444,10.5201111111,15.0783777778,23.2302222222,7.68155555555
531.42,9.73433333333,43.2925555555,23.8082222222,40.5428888889,10.1346666667,11.1971111111,15.9428888889,10.5376666667,15.1060666667,23.2247777778,7.69066666667
531.77,9.75333333333,43.3088888889,23.8514444445,40.5967777778,10.1448888889,11.2203333333,15.9692222222,10.5627777778,15.1365333333,23.2472222222,7.70388888889
532.11,9.76955555553,43.3218888889,23.8847777778,40.6175555555,10.1583333333,11.2355555555,15.9802222222,10.5913333333,15.1561111111,23.2692222222,7.71033333333
532.46,9.77800000002,43.3446666667,23.93,40.653,10.1711111111,11.2431111111,15.9728888889,10.6158888889,15.1808888889,23.278,7.71777777778
532.80,9.78866666668,43.3362222222,23.9505555556,40.6697777778,10.1722222222,11.2554444444,15.9716666667,10.6353333333,15.2025111111,23.297,7.72911111111
533.15,9.81633333333,43.3755555555,24.0034444444,40.712,10.1866666667,11.2858888889,15.9948888889,10.6664444444,15.2238222222,23.3346666667,7.74555555555
533.49,9.84333333332,43.3694444444,24.0263333333,40.7146666667,10.195,11.2963333333,16.0015555555,10.6887777778,15.2430888889,23.3474444444,7.77211111111
533.84,9.86955555556,43.4034444444,24.0485555556,40.7288888889,10.203,11.3033333333,16.0106666667,10.7126666667,15.262,23.3707777778,7.77
534.18,9.88411111111,43.395,24.056,40.7358888889,10.2033333333,11.3007777778,16.0131111111,10.7173333333,15.2766666666,23.3761111111,7.77133333333
534.52,9.91666666667,43.4316666667,24.0951111111,40.7721111111,10.2114444444,11.3154444444,16.0268888889,10.7512222222,15.3082888889,23.4006666667,7.79866666667
534.87,9.94811111109,43.4646666667,24.1502222222,40.8232222222,10.2454444444,11.3411111111,16.059,10.7847777778,15.3512,23.4426666667,7.82244444444
535.21,9.96455555556,43.4657777778,24.1903333333,40.8492222222,10.2598888889,11.3504444444,16.0623333333,10.8061111111,15.3729555556,23.473,7.83622222222
535.56,9.99077777777,43.4674444445,24.2252222222,40.837,10.2868888889,11.3514444444,16.0561111111,10.8234444444,15.3976666667,23.4921111111,7.83633333333
535.90,10.008,43.4881111111,24.2786666667,40.8685555556,10.2937777778,11.3604444445,16.0591111111,10.8364444444,15.4145777778,23.5206666667,7.84022222222
536.25,10.0361111111,43.496,24.2975555556,40.867,10.311,11.376,16.0687777778,10.8554444445,15.4522666667,23.5485555555,7.86033333333
536.59,10.0653333333,43.5652222222,24.3714444444,40.9357777778,10.3501111111,11.4023333334,16.1001111111,10.9098888889,15.5090444445,23.614,7.88788888889
536.93,10.0795555555,43.5866666667,24.4032222222,40.9694444444,10.3681111111,11.4113333333,16.0991111111,10.9333333333,15.5442444444,23.634,7.90733333333
537.28,10.0756666667,43.6284444445,24.4445555556,41.0326666667,10.3773333333,11.4138888889,16.0923333333,10.9458888889,15.5659333333,23.6633333333,7.90566666666
537.62,10.0806666667,43.6611111111,24.4948888889,41.0842222222,10.4015555555,11.4368888889,16.0933333333,10.9664444444,15.5864666667,23.7035555555,7.91255555556
537.97,10.0852222222,43.6818888889,24.5365555556,41.1214444444,10.406,11.4482222222,16.0744444444,10.9876666667,15.6108,23.7318888889,7.91655555556
538.31,10.1088888889,43.6945555556,24.5811111111,41.1252222222,10.4357777778,11.4821111111,16.0813333333,11.0286666667,15.6460222222,23.7611111111,7.93411111111
538.65,10.0925555555,43.6901111111,24.5786666667,41.1397777778,10.4064444444,11.4614444444,16.0508888889,11.0266666666,15.6344,23.7587777778,7.91677777778
539.00,10.0941111111,43.7095555556,24.6022222222,41.146,10.4028888889,11.4684444445,16.0395555556,11.0453333333,15.6587777778,23.7671111111,7.91877777778
539.34,10.0888888889,43.7648888889,24.6332222222,41.2,10.402,11.4771111111,16.0378888889,11.0681111111,15.6869111111,23.785,7.93111111111
539.69,10.1104444444,43.822,24.6432222222,41.23,10.411,11.4767777778,16.027,11.0955555555,15.7242444444,23.8031111111,7.94511111111
540.03,10.093,43.8786666667,24.6701111111,41.2618888889,10.393,11.459,16.0161111111,11.092,15.7172222222,23.8103333333,7.90855555555
540.37,10.096,43.8685555555,24.6567777778,41.2478888889,10.3754444445,11.4501111111,15.9976666667,11.0798888889,15.7166666667,23.7953333334,7.90288888889
540.72,10.088,43.8564444445,24.6445555556,41.2356666667,10.3518888889,11.4448888889,15.9702222222,11.0766666667,15.7202444444,23.7876666667,7.88166666667
541.06,10.1051111111,43.8743333333,24.645,41.2627777778,10.3532222222,11.4552222222,15.9791111111,11.089,15.7392444444,23.8015555555,7.88566666666
541.40,10.1046666667,43.8765555556,24.6562222222,41.2833333333,10.3503333333,11.4484444444,15.9753333333,11.097,15.7570888889,23.8173333333,7.89044444445
541.75,10.112,43.8652222222,24.661,41.2935555555,10.3521111111,11.4426666667,15.9695555556,11.1071111111,15.7741777778,23.8316666667,7.89
542.09,10.0953333333,43.8647777778,24.6696666667,41.3251111111,10.3384444444,11.4294444445,15.9631111111,11.1021111111,15.7774666667,23.831,7.884
542.43,10.1073333333,43.8691111111,24.6807777778,41.348,10.3583333333,11.4455555556,15.9654444444,11.119,15.8038222222,23.8495555556,7.89711111111
542.78,10.1168888889,43.9038888889,24.7162222222,41.3963333333,10.3787777778,11.4588888889,15.9807777778,11.1421111111,15.8275333333,23.886,7.90811111111
543.12,10.1246666667,43.8921111111,24.7233333333,41.431,10.3807777778,11.4592222222,15.9698888889,11.1474444444,15.8381555556,23.9032222222,7.90533333333
543.46,10.114,43.8824444445,24.7556666667,41.4507777778,10.3795555555,11.4682222222,15.9604444444,11.1412222222,15.844,23.926,7.88633333333
543.81,10.1203333333,43.8454444445,24.7671111111,41.4743333333,10.3923333333,11.4721111111,15.9424444444,11.1625555556,15.8675777778,23.9404444444,7.91177777778
544.15,10.1321111111,43.8532222222,24.7858888889,41.5107777778,10.408,11.4747777778,15.9418888889,11.1818888889,15.8794,23.9695555556,7.91411111111
544.49,10.1586666667,43.8885555556,24.8485555555,41.5852222222,10.4348888889,11.4801111111,15.9614444445,11.2108888889,15.9128222222,24.002,7.93922222222
544.84,10.1604444445,43.9031111111,24.8793333333,41.5822222222,10.4431111111,11.4732222222,15.9285555555,11.2358888889,15.9206,24.0288888889,7.93844444445
545.18,10.186,43.9663333333,24.9084444444,41.626,10.45,11.4791111111,15.9151111111,11.2636666667,15.9489111111,24.0397777778,7.94466666666
545.52,10.2073333333,44.0131111111,24.9428888889,41.6795555555,10.4603333333,11.4854444445,15.9131111111,11.2871111111,15.9666444445,24.0507777778,7.97111111111
545.87,10.2394444444,44.054,24.9883333333,41.7514444444,10.4786666667,11.4945555556,15.8913333333,11.3213333333,15.9949111111,24.0862222222,7.97244444444
546.21,10.269,44.0952222222,25.0321111111,41.7747777778,10.4927777778,11.5253333333,15.8844444444,11.3641111111,16.0256444444,24.1202222222,7.97755555555
546.55,10.2832222222,44.0958888889,25.044,41.8051111111,10.4882222222,11.5272222222,15.8397777778,11.377,16.0325777778,24.142,7.98044444445
546.90,10.2871111111,44.1153333333,25.0655555556,41.7964444444,10.4803333333,11.5104444444,15.8136666667,11.3831111111,16.0284222222,24.1561111111,7.97488888889
547.24,10.3188888889,44.1535555555,25.0797777778,41.8173333333,10.5086666666,11.5263333333,15.823,11.4237777778,16.0619777778,24.192,8.02322222222
547.58,10.3415555556,44.2281111111,25.1255555556,41.867,10.5238888889,11.5346666667,15.8342222222,11.4645555555,16.0928444445,24.2347777778,8.03433333333
547.92,10.3501111111,44.2928888889,25.1868888889,41.9226666667,10.5258888889,11.5462222222,15.8074444444,11.4814444445,16.1281333333,24.2506666667,8.04
548.27,10.345,44.3102222222,25.1888888889,41.9463333333,10.5233333333,11.5367777778,15.7714444445,11.4947777778,16.1262444444,24.2696666667,8.04222222222
548.61,10.3636666667,44.371,25.242,42.0447777778,10.5345555556,11.5436666666,15.7804444444,11.5143333333,16.1576222222,24.304,8.05411111111
548.95,10.3557777778,44.3695555556,25.2783333333,42.0803333333,10.5267777778,11.5538888889,15.7637777778,11.5128888889,16.1585555556,24.3445555556,8.04977777778
549.29,10.3518888889,44.4252222222,25.3035555556,42.1114444444,10.5353333333,11.5683333333,15.7438888889,11.5268888889,16.1616666667,24.3944444444,8.03644444444
549.64,10.3417777778,44.4405555556,25.3095555556,42.1036666667,10.523,11.5714444445,15.7358888889,11.5222222222,16.1647777778,24.4141111111,8.03133333333
549.98,10.3473333333,44.4897777778,25.3388888889,42.1846666667,10.5251111111,11.5608888889,15.7186666667,11.538,16.1915111111,24.457,8.06155555555
550.32,10.3414444445,44.5657777778,25.3603333333,42.1938888889,10.5028888889,11.5548888889,15.7132222222,11.5453333333,16.2039111111,24.4588888889,8.05188888889
550.66,10.3794444444,44.6738888889,25.4183333333,42.2786666667,10.5518888889,11.6138888889,15.7307777778,11.5861111111,16.267,24.5084444445,8.10633333333
551.01,10.3894444445,44.7208888889,25.4564444444,42.354,10.529,11.6203333333,15.6996666667,11.6222222222,16.2973777778,24.5093333333,8.11488888889
551.35,10.4265555556,44.7727777778,25.4853333333,42.4042222222,10.5364444445,11.6748888889,15.6975555556,11.6445555555,16.3265333333,24.5316666667,8.13144444444
551.69,10.4325555556,44.7742222222,25.4863333333,42.4065555555,10.5314444444,11.6698888889,15.683,11.642,16.3274,24.5552222222,8.12111111111
552.03,10.4544444444,44.7953333333,25.5187777778,42.4111111111,10.5408888889,11.7062222222,15.6941111111,11.6611111111,16.3570888889,24.5833333334,8.14955555555
552.38,10.4734444444,44.8096666666,25.5451111111,42.3923333333,10.5505555556,11.7588888889,15.6988888889,11.6648888889,16.3716888889,24.5971111111,8.15233333333
552.72,10.5188888889,44.8422222222,25.571,42.4284444444,10.5956666667,11.7771111111,15.7124444445,11.7233333333,16.3911333333,24.6118888889,8.18255555555
553.06,10.5802222222,44.8935555555,25.6565555556,42.508,10.6523333333,11.827,15.7494444444,11.7921111111,16.4730444444,24.6833333333,8.23255555556
553.40,10.63,44.9893333333,25.7356666667,42.6133333333,10.7003333333,11.8731111111,15.7825555556,11.837,16.5272,24.759,8.28088888889
553.74,10.65,44.9847777778,25.7746666667,42.6314444444,10.7131111111,11.8608888889,15.7767777778,11.8542222222,16.5324666667,24.7806666667,8.28577777778
554.09,10.642,44.9468888889,25.7731111111,42.6021111111,10.7281111111,11.8702222222,15.7647777778,11.8618888889,16.5422,24.7908888889,8.28755555556
554.43,10.6598888889,44.9593333333,25.8133333333,42.6244444445,10.728,11.887,15.7427777778,11.91,16.5540666666,24.8187777778,8.29255555556
554.77,10.6454444445,44.9467777778,25.8215555556,42.6206666667,10.7262222222,11.8694444444,15.72,11.8826666667,16.5260666667,24.84,8.27222222222
555.11,10.6575555556,44.927,25.8364444444,42.6068888889,10.7217777778,11.8531111111,15.6892222222,11.89,16.5310222222,24.8511111111,8.26822222222
555.45,10.6831111111,45.0534444444,25.9427777778,42.7186666667,10.7724444444,11.9204444445,15.7153333333,11.936,16.5787333333,24.9516666667,8.33155555556
555.80,10.6876666667,45.1243333333,25.9876666667,42.7757777778,10.7943333333,11.9242222222,15.7108888889,11.9668888889,16.6028444444,24.9808888889,8.32866666667
556.14,10.7162222222,45.1436666667,25.9916666667,42.7962222222,10.8233333333,11.9015555555,15.6877777778,12.006,16.6212,25.0086666667,8.37811111111
556.48,10.7395555556,45.1978888889,26.0462222222,42.8428888889,10.8525555556,11.9497777778,15.7041111111,12.0487777778,16.6866888889,25.0711111111,8.43444444444
556.82,10.7105555555,45.2076666667,26.0155555556,42.8482222222,10.8222222222,11.9025555555,15.655,12.0145555555,16.6443111111,25.0616666667,8.414
557.16,10.6997777778,45.1908888889,26.0012222222,42.8126666667,10.8178888889,11.8866666667,15.6212222222,12.0282222222,16.6502444444,25.0393333333,8.42522222222
557.50,10.6685555555,45.2404444444,26.0128888889,42.7927777778,10.7874444444,11.8864444444,15.5878888889,11.9997777778,16.6552,25.0474444445,8.40077777778
557.85,10.7158888889,45.3026666667,26.0678888889,42.8458888889,10.8422222222,11.9368888889,15.5971111111,12.0473333333,16.7024222222,25.1124444444,8.45222222222
558.19,10.689,45.3258888889,26.0716666667,42.8387777778,10.8351111111,11.8932222222,15.5705555555,12.0281111111,16.6993111111,25.1435555556,8.44333333333
558.53,10.7193333333,45.431,26.1375555556,42.9152222222,10.8668888889,11.9207777778,15.5722222222,12.0993333333,16.7381333333,25.1612222222,8.47922222222
558.87,10.7248888889,45.55,26.2038888889,43.0184444445,10.9011111111,11.9513333333,15.5976666666,12.1606666667,16.7835333334,25.244,8.52077777778
559.21,10.7366666667,45.6106666667,26.2312222222,43.0497777778,10.8962222222,11.9507777778,15.5844444445,12.2212222222,16.8206,25.2628888889,8.546
559.55,10.7486666667,45.6288888889,26.2384444445,43.0734444445,10.8934444444,11.9637777778,15.5671111111,12.253,16.8522666667,25.292,8.58177777778
559.89,10.7434444444,45.6506666667,26.2764444444,43.0801111111,10.8877777778,11.9976666667,15.5275555556,12.2798888889,16.8762222222,25.3106666667,8.57811111111
560.23,10.6997777778,45.6087777778,26.2404444444,43.0153333333,10.8386666667,11.9524444444,15.4654444444,12.2381111111,16.8125555555,25.286,8.53266666666
560.58,10.674,45.604,26.267,42.981,10.8137777778,11.9453333333,15.4084444444,12.241,16.7997777778,25.2778888889,8.50677777778
560.92,10.6638888889,45.6463333334,26.31,43.0208888889,10.8094444444,11.9426666667,15.3808888889,12.2666666667,16.7925777778,25.3191111111,8.50322222222
561.26,10.7097777778,45.6905555556,26.3582222222,43.0913333333,10.856,11.9933333333,15.412,12.3505555556,16.8316,25.3668888889,8.55744444444
561.60,10.6785555556,45.6703333333,26.3604444444,43.1117777778,10.8131111111,11.9485555556,15.3631111111,12.3325555556,16.7871777778,25.3724444445,8.52888888889
561.94,10.7134444444,45.708,26.3787777778,43.1366666667,10.8262222222,11.9861111111,15.3622222222,12.3766666667,16.8140444444,25.3937777778,8.56555555556
562.28,10.7116666667,45.6215555556,26.3374444445,43.1044444445,10.813,11.9687777778,15.3293333333,12.3385555555,16.7851555556,25.3842222222,8.54155555556
562.62,10.6876666667,45.5814444444,26.3173333334,43.0703333333,10.7755555555,11.9441111111,15.241,12.2992222222,16.7274222222,25.3291111111,8.50066666667
562.96,10.6174444444,45.4271111111,26.2368888889,42.9818888889,10.7303333333,11.8802222222,15.1284444444,12.2485555556,16.644,25.2346666667,8.43377777778
563.30,10.6301111111,45.4107777778,26.2394444444,42.9871111111,10.7196666667,11.881,15.0988888889,12.233,16.6082444444,25.254,8.40577777778
563.64,10.6163333333,45.4095555555,26.2207777778,42.999,10.6836666667,11.849,15.0724444444,12.2311111111,16.5848222222,25.2306666667,8.38877777778
563.99,10.5976666667,45.4325555556,26.2236666667,42.9908888889,10.6652222222,11.8504444444,15.0121111111,12.2215555555,16.5875333333,25.224,8.38166666667
564.33,10.6167777778,45.4244444445,26.2196666667,42.9991111111,10.6818888889,11.8711111111,14.9986666667,12.2465555556,16.5929333333,25.2155555555,8.40911111111
564.67,10.6221111111,45.4236666667,26.2003333333,42.9544444444,10.6671111111,11.8777777778,14.9645555556,12.2687777778,16.5735333334,25.1976666667,8.41333333333
565.01,10.5948888889,45.3697777778,26.1573333333,42.9282222222,10.6286666667,11.8441111111,14.8681111111,12.227,16.5322444444,25.1292222222,8.35922222222
