wavelength,Back_SpoInam,Belly_SpoInam,Breast_SpoInam,Crissum_SpoInam,Crown_SpoInam,DorTail_SpoInam,Patch10_SpoInam,Rump_SpoInam,Throat_SpoInam,WingTip_SpoInam
186.01,231.547555556,313.528,48.214,170.238,55.9523333333,77.381,75.0,61.9046666667,117.857,230.952333333
186.39,177.437611111,231.725484848,63.2655,131.292333333,84.3536666667,73.4696666667,69.388,65.3063333333,114.286,189.796
186.77,146.448055556,197.218181818,67.213,126.229666667,81.9673333333,68.3056666667,68.852,65.027,96.175,162.841666667
187.15,151.977333333,192.552727273,76.2715,142.937666667,77.9663333333,74.011,74.576,70.0563333333,94.3503333333,171.751333333
187.53,137.2135,178.691787879,80.159,126.984333333,72.4866666667,56.614,46.032,50.2646666667,83.0686666667,156.613666667
187.91,171.350833333,226.500393939,106.863,159.477,107.843333333,71.242,49.02,58.8236666667,122.222333333,203.268
188.29,196.341388889,260.384333333,108.5365,196.747666667,129.268,86.9916666667,48.78,56.9103333333,147.154666667,238.211333333
188.67,165.0,226.060606061,110.0,147.333333333,112.0,101.333333333,68.0,73.3333333333,110.0,200.666666667
189.05,155.446555556,239.869454545,118.6275,160.784333333,135.294333333,100.653333333,52.941,63.3986666667,106.536,200.0
189.43,131.343388889,193.758757576,118.657,138.308333333,117.413,87.065,43.284,52.239,77.1143333333,157.711333333
189.81,120.732,170.621090909,103.049,120.325666667,110.569333333,101.626333333,68.293,67.48,70.7316666667,139.024666667
190.19,124.792888889,179.14969697,103.7315,125.373333333,112.935333333,87.5623333333,43.284,40.2986666667,53.7313333333,143.781
190.57,142.758055556,207.900393939,127.6785,152.380666667,136.309666667,112.500333333,71.429,57.7383333333,50.595,155.952666667
190.95,168.666666667,232.848484848,136.0,154.666666667,154.0,135.333333333,88.0,75.3333333333,64.6666666667,184.666666667
191.33,185.342722222,257.253151515,148.936,163.120666667,166.666666667,147.517666667,93.617,86.5246666667,78.7236666667,212.056666667
191.71,298.809611111,413.203454545,223.214,257.142666667,278.571333333,252.381,164.286,134.524,101.190333333,340.476333333
192.09,271.264277778,377.115939394,194.8275,237.931333333,233.333,251.724333333,186.207,152.873666667,85.0576666667,312.643666667
192.47,256.272277778,348.973484848,174.1935,204.301,197.849333333,243.010666667,216.129,168.817333333,58.0643333333,276.344
192.85,244.629444444,302.626333333,123.333,202.222,171.111,242.222333333,240.0,158.889,20.0,239.999666667
193.23,241.111166667,303.030454545,116.667,158.889,158.888666667,243.333,283.333,186.666333333,-8.88866666667,223.333333333
193.61,208.531666667,284.091212121,119.643,119.047666667,108.333333333,250.0,317.857,201.190333333,-22.619,190.476
193.99,262.8655,395.374939394,160.526,140.351,110.526666667,308.771666667,410.526,247.368333333,-84.2106666667,252.631666667
194.37,117.615222222,221.507969697,126.8295,101.626,72.3576666667,177.235666667,219.512,152.845333333,-22.7643333333,126.016333333
194.75,120.238222222,246.428666667,178.5715,121.428666667,48.8096666667,216.667,271.429,172.619333333,-61.9046666667,134.524
195.13,92.3867777777,243.097575758,205.5555,127.160333333,27.1606666667,219.753333333,277.778,171.605,-97.531,97.5306666667
195.51,63.4923333333,209.632,183.9285,100.0,38.095,186.905,246.429,148.809666667,-135.714333333,65.4763333333
195.89,37.962611111,131.890151515,141.6665,70.635,34.9206666667,145.238,200.0,127.777666667,-79.365,45.2376666667
196.27,20.2896111111,98.7483030303,120.652,44.9276666667,20.2896666667,139.855,193.478,111.594,-81.1593333333,31.1593333333
196.65,-2.77777777777,78.6130606061,108.654,29.487,19.231,120.512666667,161.538,94.8713333333,-75.6413333333,21.795
197.03,-9.7505,90.5996969697,119.3875,29.932,12.245,123.809333333,161.224,102.040333333,-69.3876666667,18.3673333333
197.40,-40.8270555556,75.8280909091,124.4185,27.9066666667,-6.20133333333,130.232333333,165.116,101.550333333,-72.093,-13.1783333333
197.78,-21.3541666667,126.041666667,156.25,63.5416666667,55.2083333333,191.666666667,237.5,167.708333333,-60.4166666667,13.5416666667
198.16,-31.5972222223,212.689393939,365.625,154.166666667,122.916666667,435.416666667,550.0,406.25,-68.75,6.25
198.54,17.361111111,369.318181818,625.0,229.166666667,195.833333333,841.666666667,1125.0,779.166666667,-133.333333333,104.166666667
198.92,52.2222222223,251.96969697,265.0,116.666666667,110.0,383.333333333,510.0,363.333333333,11.6666666667,93.3333333333
199.30,48.8424444443,225.252242424,245.833,123.611,102.777666667,306.944333333,395.833,279.166333333,12.5,102.777666667
199.68,7.341388889,172.618909091,191.0715,59.524,66.6666666667,254.761666667,342.857,232.142666667,4.762,38.0953333333
200.06,-26.8520555557,254.545575758,297.222,70.3706666667,53.7036666667,351.851666667,483.333,316.666333333,-38.8886666667,12.963
200.44,0.854722222333,399.300909091,407.6925,69.2303333333,105.128,484.615,661.538,458.974,-48.718,10.2563333333
200.82,5.98277777767,419.580393939,423.0765,30.7693333333,97.436,476.922666667,661.538,446.153666667,-7.69233333333,28.205
201.19,-119.4445,762.626363636,750.0,-22.2223333333,194.444666667,927.777666667,1283.333,844.444333333,-66.667,61.1113333333
201.57,-195.370666667,696.969424242,725.0,-122.222333333,166.666666667,927.777666667,1333.333,838.888666667,-166.666666667,38.8886666667
201.95,641.111111111,-445.454545455,-710.0,620.0,220.0,-713.333333333,-1180.0,-500.0,606.666666667,320.0
202.33,696.296333333,-178.787666667,-366.667,805.555666667,450.0,-405.555333333,-783.333,-216.666333333,744.444333333,461.111
202.71,613.194444444,25.3787878787,-137.5,650.0,500.0,-179.166666667,-450.0,-20.8333333333,629.166666667,541.666666667
203.09,310.846611111,111.976939394,30.952,352.381,263.492,-31.7463333333,-119.048,34.9203333333,344.444666667,296.825666667
203.47,598.611,274.495090909,195.8335,736.111333333,486.111,-74.9996666667,-258.333,8.33366666667,613.889,594.444333333
203.85,277.777777778,165.259757576,98.2145,340.476333333,260.714333333,13.0956666667,-78.571,32.143,301.190333333,277.381
204.22,299.111111111,186.424242424,154.0,376.0,277.333333333,25.3333333333,-72.0,41.3333333333,332.0,312.0
204.60,471.568666667,354.367060606,194.1175,576.470333333,443.137333333,64.706,-88.235,68.6276666667,547.058666667,498.039
204.98,307.279666667,257.680454545,134.4825,343.678,295.402333333,74.7123333333,-6.897,68.9653333333,355.172666667,322.988333333
205.36,608.3335,487.229242424,214.2855,669.047333333,588.095333333,135.714333333,-42.857,95.2383333333,692.857,652.381333333
205.74,495.424833333,417.82530303,191.1765,592.157,521.568666667,113.725333333,-29.412,70.588,609.804,527.451333333
206.12,533.703833333,478.787727273,206.6665,615.555666667,568.889,82.222,-86.667,8.88866666667,677.777666667,586.666666667
206.50,2457.40727778,2280.80833333,850.0,2933.33366667,2422.22233333,244.444333333,-466.667,-33.3336666667,3144.44466667,2600.0
206.87,1062.69861111,951.082181818,278.5715,1223.80933333,814.285666667,57.143,-228.571,-138.095,1352.381,1057.143
207.25,-3808.33333333,-3196.96969697,-325.0,-3600.0,-2550.0,-450.0,650.0,450.0,-4600.0,-3566.66666667
207.63,1135.71422222,952.380818182,71.4285,871.428666667,776.190333333,295.238333333,14.286,9.524,1461.90466667,1019.04733333
208.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.39,-762.626166667,-559.504333333,40.909,-515.151666667,-400.0,-124.242666667,-18.182,0.0,-924.242666667,-669.697
208.77,-4230.55555556,-3021.21212121,100.0,-2333.33333333,-1950.0,-583.333333333,-200.0,-100.0,-5133.33333333,-3700.0
209.14,-635.469888889,-496.503272727,-7.6925,-343.589666667,-279.487333333,-33.3336666667,61.538,41.0253333333,-810.256333333,-605.128
209.52,818.055666667,700.000030303,145.8335,472.222333333,463.889,158.333,58.333,94.4443333333,1080.55566667,802.778
209.90,1575.92588889,1339.39372727,150.0,750.000333333,938.889,450.000333333,316.667,383.333666667,2122.22233333,1538.889
210.28,2024.44444444,1737.57575758,360.0,1026.66666667,1153.33333333,773.333333333,720.0,740.0,2606.66666667,1946.66666667
210.66,970.707,801.101969697,190.909,369.696666667,624.242333333,406.060333333,381.818,403.030333333,1190.909,893.939333333
211.03,2393.33333333,1903.63636364,730.0,1213.33333333,1573.33333333,886.666666667,840.0,1020.0,2720.0,2253.33333333
211.41,768.75,636.174242424,334.375,491.666666667,570.833333333,335.416666667,331.25,387.5,910.416666667,754.166666667
211.79,774.444555556,669.696848485,356.6665,500.000333333,646.666666667,320.0,320.0,386.666666667,926.666666667,762.222333333
212.17,1238.19444444,1224.62121212,543.75,837.5,1183.33333333,445.833333333,475.0,591.666666667,1566.66666667,1133.33333333
212.55,1055.55555556,1057.23915152,544.4445,818.518666667,1081.48133333,348.148333333,355.556,540.741,1455.55566667,981.481333333
212.92,4772.22222222,4871.21212121,2625.0,4100.0,4900.0,2050.0,2250.0,3016.66666667,6266.66666667,4216.66666667
213.30,699.999777778,699.53369697,442.3075,605.128,764.102333333,389.743333333,453.846,541.025666667,905.128333333,620.512666667
213.68,-8177.77777778,-7927.27272727,-5050.0,-7100.0,-8466.66666667,-4166.66666667,-5200.0,-6266.66666667,-10500.0,-7200.0
214.06,2953.70383333,2813.13121212,2133.3335,2700.0,2644.44466667,1311.111,1500.0,1822.22233333,3444.44433333,2644.44466667
214.44,4647.22222222,4274.24242424,3100.0,4266.66666667,4216.66666667,1916.66666667,2150.0,2866.66666667,5383.33333333,4250.0
214.81,2395.83333333,2195.45454545,1637.5,2375.0,2000.0,916.666666667,1100.0,1441.66666667,2866.66666667,2325.0
215.19,1334.92055556,1271.42869697,771.4285,1142.85733333,1142.85733333,700.0,800.0,871.428666667,1676.19033333,1242.857
215.57,-1076.38888889,-1121.59090909,-631.25,-854.166666667,-875.0,-537.5,-650.0,-695.833333333,-1362.5,-987.5
215.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.32,438.888777778,442.761060606,309.2595,345.679,337.037,301.234666667,325.926,327.160666667,502.469333333,438.271333333
216.70,249.666666667,259.939393939,180.0,208.666666667,195.333333333,194.666666667,202.0,183.333333333,279.333333333,248.666666667
217.08,215.364888889,220.596969697,156.25,186.458666667,175.0,176.562666667,179.688,159.375333333,240.625,221.875
217.46,361.111333333,376.851757576,218.0555,303.704,275.926,280.555333333,283.333,251.851666667,414.815,357.407666667
217.83,305.284388889,334.66369697,195.122,269.105333333,240.650333333,240.650333333,234.146,221.138,367.479666667,305.691
218.21,243.111111111,278.363636364,151.0,222.666666667,194.666666667,192.666666667,190.0,179.333333333,310.0,252.0
218.59,245.678888889,284.915757576,160.0,231.111,194.814666667,209.629333333,213.333,190.37,306.667,240.740666667
218.97,218.162777778,250.874393939,138.4615,201.923,167.948666667,189.102666667,192.308,174.359333333,249.359,215.385
219.34,207.201833333,237.317424242,149.074,203.703333333,167.901333333,164.197666667,175.926,163.580333333,228.395,201.852
219.72,179.248555556,190.195909091,130.147,174.509666667,145.098,143.627666667,154.412,148.039333333,186.274333333,173.529333333
220.10,163.536888889,163.252,121.1265,165.258,127.23,137.089333333,146.479,136.150333333,165.728,153.990666667
220.47,187.685277778,179.596121212,117.5,175.0,130.0,151.667,166.667,160.000333333,177.778,177.222333333
220.85,241.962444444,237.717606061,157.447,199.291,167.375666667,194.326666667,221.277,222.695333333,235.460666667,226.241333333
221.23,305.723666667,294.490393939,212.1215,225.252666667,202.02,236.364,266.667,279.798333333,307.070666667,265.656333333
221.61,175.490166667,153.431272727,140.441,135.784333333,128.431333333,133.823666667,150.0,156.862666667,173.039,159.313666667
221.98,166.378055556,143.171818182,132.4675,128.571666667,131.168666667,127.705666667,142.857,148.917666667,165.801,151.082333333
222.36,174.277277778,156.745545455,156.849,131.963666667,141.096,140.639,157.534,166.21,178.995666667,149.772
222.74,191.019833333,169.696666667,165.0685,146.575333333,158.447333333,152.055,163.014,173.972666667,196.803333333,173.972333333
223.11,246.794888889,222.727454545,216.346,187.820333333,208.333333333,194.872,213.462,216.667,264.743333333,223.718
223.49,265.530277778,242.424272727,225.0,193.182,217.424333333,225.757666667,240.909,249.242333333,296.97,239.394
223.87,265.099611111,255.788424242,212.8205,176.068666667,217.948666667,221.367333333,228.205,232.478666667,309.401666667,224.786333333
224.24,278.362611111,277.830878788,217.105,189.473333333,227.193,242.105333333,250.0,248.245666667,323.684,230.701666667
224.62,420.601777778,389.267787879,320.8335,256.944333333,352.777666667,344.444333333,358.333,358.333,447.222333333,334.722
225.00,426.190555556,393.217575758,342.857,279.365,334.920666667,334.920333333,328.571,347.618666667,449.206666667,319.047666667
225.38,324.896944444,307.856121212,264.815,243.210333333,265.432333333,279.012,281.481,274.073666667,346.913666667,250.617333333
225.75,409.848444444,418.457212121,327.273,322.727333333,307.576,377.272666667,390.909,381.818,425.757333333,337.879
226.13,546.296222222,560.80830303,416.6665,382.222,388.888666667,500.0,540.0,508.889,520.0,417.777666667
226.51,768.181777778,676.308575758,518.1815,445.454666667,515.151333333,612.121,663.636,599.999666667,603.030333333,596.969666667
226.88,2475.926,2131.31336364,1550.0,1100.00033333,1577.778,1911.111,2133.333,1922.222,2122.22233333,1844.44433333
227.26,1134.12672222,955.844181818,621.4285,533.333666667,728.571333333,947.619,985.714,923.809333333,1085.71433333,857.142666667
227.64,-8050.0,-6318.18181818,-3700.0,-4366.66666667,-5500.0,-6633.33333333,-6800.0,-6233.33333333,-7633.33333333,-6333.33333333
228.01,-1272.222,-936.363393939,-664.286,-776.190333333,-890.476333333,-1023.80933333,-1042.857,-961.904666667,-1204.762,-1047.619
228.39,-272.222055556,-209.299939394,-163.793,-154.023333333,-182.758666667,-186.206666667,-193.103,-186.206666667,-263.218333333,-224.138
228.76,-229.340277778,-213.068181818,-160.9375,-173.958333333,-175.0,-158.333333333,-159.375,-147.916666667,-263.541666667,-194.791666667
229.14,-232.026111111,-201.247606061,-116.1765,-155.882,-163.725333333,-141.176666667,-144.118,-122.549333333,-238.235333333,-214.706
229.52,-180.820111111,-148.557060606,-75.0,-83.3333333333,-106.349333333,-75.397,-73.81,-75.397,-169.047666667,-171.428666667
229.89,-95.4301666667,-76.2465454545,-31.4515,-38.1723333333,-62.9033333333,-36.0213333333,-46.774,-41.9353333333,-84.4086666667,-79.0323333333
230.27,-86.6978888889,-70.6784545455,-24.6475,-44.1316666667,-55.399,-47.887,-57.746,-53.0513333333,-76.526,-73.7086666667
230.65,-70.2221666667,-69.3738787879,-8.0,-41.778,-46.6666666667,-50.2223333333,-62.667,-58.2223333333,-73.778,-60.4443333333
231.02,-66.3703888889,-69.9395151515,-9.3335,-43.1113333333,-35.9996666667,-45.7776666667,-57.333,-52.8886666667,-57.3333333333,-52.0
231.40,-59.1881111111,-59.556969697,-33.333,-38.034,-30.342,-45.299,-60.256,-54.2733333333,-35.8976666667,-38.4616666667
231.78,-74.4611666667,-70.4204848485,-58.209,-44.2783333333,-37.8106666667,-52.239,-68.657,-66.667,-36.3183333333,-49.7513333333
232.15,-59.5239444444,-63.1601515152,-55.714,-34.7616666667,-28.5716666667,-44.286,-61.429,-61.429,-25.2383333333,-40.4763333333
232.53,-81.0,-93.0909090909,-69.0,-72.0,-47.3333333333,-70.0,-92.0,-90.6666666667,-38.0,-61.3333333333
232.90,-60.1678333333,-60.1484848485,-53.7735,-40.252,-29.5596666667,-56.6036666667,-81.132,-77.3583333333,-22.0126666667,-48.4276666667
233.28,-116.190888889,-107.446060606,-144.286,-106.666666667,-85.7143333333,-122.857333333,-171.429,-164.762333333,-85.7143333333,-85.7146666667
233.66,-169.259388889,-137.878818182,-223.3335,-163.333333333,-123.333666667,-164.444666667,-236.667,-222.222333333,-160.0,-128.889
234.03,-178.174555556,-144.372333333,-257.143,-155.952333333,-134.523666667,-151.190333333,-210.714,-198.809333333,-205.952666667,-140.476333333
234.41,-121.052555556,-99.1227878787,-198.6845,-115.789333333,-95.614,-103.508333333,-147.368,-125.438333333,-138.596333333,-96.4913333333
234.78,-179.166666667,-139.583333333,-270.3125,-168.75,-142.708333333,-170.833333333,-225.0,-191.666666667,-187.5,-142.708333333
235.16,-166.6665,-129.20869697,-256.9445,-156.481666667,-144.444333333,-154.629333333,-194.444,-166.666333333,-194.444333333,-146.296333333
235.54,-139.173722222,-115.77330303,-214.103,-134.188,-134.188,-125.641,-146.154,-133.333333333,-188.889,-134.188
235.91,-47.2224444444,-54.4036666667,-91.4065,-58.3333333333,-61.4586666667,-50.5213333333,-64.063,-53.6463333333,-84.8963333333,-50.0
236.29,-43.2268333333,-49.5226363636,-69.178,-48.8586666667,-52.968,-47.0316666667,-57.534,-45.2053333333,-71.6896666667,-46.1186666667
236.66,-36.6898333333,-30.1767878788,-50.521,-35.0696666667,-34.0276666667,-36.4583333333,-40.625,-31.25,-48.264,-36.4583333333
237.04,-58.2328888889,-53.1943030303,-66.265,-51.807,-49.3976666667,-51.004,-53.012,-43.775,-64.257,-54.217
237.41,-36.9841666667,-34.2281515152,-30.476,-34.6033333333,-32.6983333333,-28.2536666667,-28.571,-22.5393333333,-39.0473333333,-33.3333333333
237.79,-39.5362222222,-35.9225757576,-24.272,-35.9223333333,-43.6893333333,-30.0973333333,-25.243,-18.123,-37.217,-38.1876666667
238.17,-32.799,-25.1748484848,-12.5,-30.1283333333,-35.5766666667,-22.436,-12.5,-10.2563333333,-28.2053333333,-36.218
238.54,-35.9475555556,-20.5585151515,-12.745,-29.0853333333,-26.7973333333,-17.647,-7.843,-10.4573333333,-28.1043333333,-37.9083333333
238.92,-11.111,3.72009090909,2.8455,-15.989,-7.859,8.401,17.073,12.466,-6.504,-12.195
239.29,-5.42833333333,4.14048484849,1.9085,-11.7046666667,-8.14233333333,11.45,19.847,16.5393333333,0.763,-8.90566666667
239.67,-7.86088888889,1.21606060606,3.0615,-12.4716666667,-7.483,10.204,12.245,11.5646666667,2.72133333333,-11.7913333333
240.04,-14.5701666667,1.35342424242,0.0,-5.03133333333,-3.35466666667,11.9493333333,15.094,12.3686666667,0.209666666667,-18.0293333333
240.42,-6.58333333333,6.92424242424,2.0,-2.0,0.0,16.1666666667,17.0,14.8333333333,3.16666666667,-6.0
240.79,2.28444444444,10.2322727273,7.359,6.92633333333,3.46333333333,21.2123333333,19.481,16.8833333333,6.34933333333,3.03
241.17,7.06016666667,15.8774848485,13.021,9.722,9.37533333333,20.9493333333,18.056,17.7086666667,12.3843333333,8.68066666667
241.54,10.165,16.127030303,11.9195,12.7963333333,11.0423333333,18.06,13.932,14.3446666667,13.932,10.939
241.92,13.6742777778,14.5988787879,10.7735,12.431,12.1546666667,14.825,10.497,12.523,13.9043333333,15.562
242.29,12.5252222222,11.3811515152,5.6555,11.0536666667,11.7393333333,12.0823333333,6.684,10.8826666667,11.911,16.7953333333
242.67,16.0316111111,12.8880909091,8.759,14.8416666667,13.301,13.5446666667,8.273,13.3823333333,12.571,20.357
243.05,13.526,8.92557575757,7.3635,14.9646666667,10.61,12.2723333333,6.651,11.7183333333,10.9263333333,16.469
243.42,15.7343333333,12.1630606061,12.184,18.161,13.64,15.0956666667,9.885,13.9463333333,14.483,19.617
243.80,17.0328333333,13.0025454545,13.75,18.712,14.091,14.7726666667,10.227,13.712,16.0606666667,22.5756666667
244.17,18.2577777778,13.306,11.1365,15.7573333333,13.485,11.6666666667,6.818,10.9846666667,14.697,23.788
244.55,19.8556111111,15.7176363636,11.3895,16.4006666667,15.7173333333,12.756,8.428,12.832,16.6286666667,22.855
244.92,17.6499444444,13.9244242424,8.1855,14.9706666667,13.4216666667,10.398,5.973,10.103,16.2243333333,19.7643333333
245.30,18.7043888889,13.4126969697,6.045,15.232,13.9343333333,11.612,6.967,9.35766666667,14.276,19.5353333333
245.67,17.6048333333,13.3526666667,3.525,14.2236666667,13.853,12.3686666667,9.091,11.07,12.1826666667,17.9963333333
246.05,17.8182222222,13.4781515152,4.478,15.9753333333,14.87,13.5983333333,10.779,12.2163333333,12.8796666667,17.3576666667
246.42,17.1814444444,13.4403030303,6.9855,15.882,15.245,14.167,11.618,12.255,13.6763333333,15.6373333333
246.79,16.0719444444,12.9520606061,6.462,14.23,14.578,14.6213333333,12.402,12.576,13.9253333333,14.6213333333
247.17,14.3484444444,11.3277272727,4.01,13.0746666667,12.8653333333,11.612,10.15,10.693,11.4873333333,13.325
247.54,11.9008333333,8.73354545455,0.486,10.976,10.7333333333,9.11266666667,7.29,7.97866666667,8.42433333333,10.5306666667
247.92,12.3857222222,9.26627272727,1.3325,11.5873333333,12.051,10.0813333333,8.691,9.84966666667,7.918,10.5056666667
248.29,12.3818888889,8.77845454545,2.5485,12.3443333333,11.816,10.872,9.513,10.721,7.286,11.023
248.67,13.0445555556,7.94018181818,3.2315,13.3406666667,12.396,10.922,10.204,10.6576666667,7.21833333333,11.98
249.04,13.3827222222,8.59503030303,3.9135,13.2786666667,13.201,10.7866666667,10.631,11.5266666667,6.85333333333,12.3833333333
249.42,11.5166666667,7.45190909091,3.4035,11.9223333333,12.4173333333,10.1896666667,10.891,11.881,5.982,10.1896666667
249.79,11.294,7.12909090909,4.1445,11.4036666667,12.1493333333,10.0436666667,11.447,12.149,7.28066666667,9.82466666667
250.17,10.6146111111,6.84684848485,3.8295,10.9693333333,11.9623333333,11.0166666667,12.766,12.577,7.99033333333,8.88866666667
250.54,11.2633888889,7.73290909091,3.811,11.433,13.0083333333,12.9573333333,15.244,14.8883333333,9.29866666667,10.2133333333
250.92,11.0478333333,7.5586969697,2.9365,11.2016666667,12.017,13.8663333333,17.292,16.2043333333,9.62466666667,9.67933333333
251.29,13.7938333333,11.1476060606,6.607,12.181,15.552,17.7816666667,21.697,19.4673333333,13.7573333333,11.7453333333
251.66,15.0912777778,12.8216666667,7.951,12.0763333333,16.011,18.251,21.639,20.0543333333,13.9886666667,13.552
252.04,14.3407777778,11.8333939394,7.0335,11.469,14.181,17.6833333333,20.847,18.8133333333,14.1806666667,12.8246666667
252.41,13.5043888889,11.4204545455,5.692,9.86566666667,13.777,16.5793333333,19.615,18.2723333333,14.828,11.5
252.79,11.9032777778,11.5239090909,4.5775,7.981,11.8546666667,15.552,17.782,17.4296666667,14.2016666667,11.3263333333
253.16,11.7271666667,11.6801212121,4.333,7.10533333333,11.4963333333,18.544,20.277,18.7173333333,14.4426666667,10.803
253.54,13.78,13.2776363636,6.0475,9.48333333333,11.357,20.102,21.635,20.329,16.695,13.8556666667
253.91,13.0211111111,12.2639393939,5.4975,10.18,11.2856666667,19.6043333333,20.244,18.7896666667,15.2416666667,13.6126666667
254.28,13.1421666667,13.7560909091,6.4145,9.66633333333,12.3023333333,19.8006666667,20.035,18.629,15.583,14.4113333333
254.66,12.0368333333,12.6602121212,5.618,7.865,8.427,15.6053333333,15.73,14.981,12.9836666667,12.422
255.03,11.6418333333,11.932,6.725,8.447,8.902,12.9306666667,11.696,12.021,12.8003333333,11.8256666667
255.41,11.5298333333,12.067,8.234,12.765,9.39133333333,12.566,9.325,11.177,12.8306666667,12.8966666667
255.78,11.4997222222,11.2046666667,7.716,14.609,8.71066666667,12.4146666667,9.877,11.3173333333,12.963,12.14
256.15,12.5480555556,13.6085454545,8.7575,16.4293333333,9.50466666667,13.1706666667,9.98,11.9486666667,13.578,12.899
256.53,10.7096666667,12.4113939394,7.324,16.0153333333,7.29166666667,13.0206666667,9.57,10.742,13.2816666667,11.263
256.90,8.42161111111,9.51418181818,4.935,14.9596666667,6.207,11.0493333333,7.263,8.50433333333,10.366,7.387
257.28,7.62411111111,7.96263636364,2.7095,14.86,6.352,6.64333333333,4.021,6.585,7.69233333333,6.818
257.65,7.02172222222,6.41215151515,0.7155,12.3473333333,6.51833333333,4.82266666667,2.703,4.87566666667,5.45833333333,5.82933333333
258.02,6.65461111111,5.44878787879,1.03,11.264,7.097,5.08233333333,3.159,5.86066666667,5.632,5.861
258.40,6.68527777778,5.10151515152,2.226,10.75,7.22033333333,5.69566666667,4.091,6.97933333333,4.85366666667,5.57533333333
258.77,6.98327777778,4.98806060606,2.477,11.1796666667,8.73766666667,7.224,5.779,8.25566666667,5.814,6.261
259.15,7.09916666667,5.38772727273,1.952,10.6876666667,8.55033333333,7.65166666667,6.784,8.79766666667,5.04966666667,6.41266666667
259.52,6.32783333333,4.51848484848,1.066,8.35466666667,7.38866666667,6.70666666667,6.053,8.042,3.97833333333,5.48466666667
259.89,6.86711111111,5.4026969697,2.186,8.58533333333,8.532,7.843,7.154,8.92933333333,4.23933333333,6.20033333333
260.27,6.31661111111,4.56036363636,1.8745,7.26866666667,7.906,7.16633333333,6.809,8.28833333333,2.98366666667,5.713
260.64,6.83944444444,4.54066666667,2.228,7.27566666667,8.56,6.92366666667,6.798,8.35866666667,2.21566666667,5.91633333333
261.01,6.62111111111,4.53751515152,2.312,7.12666666667,8.289,6.697,6.975,8.466,1.87033333333,5.964
261.39,6.32077777778,4.33803030303,2.525,7.16633333333,7.54933333333,7.09,6.886,8.23766666667,1.98933333333,5.94233333333
261.76,6.446,5.26548484848,3.4565,8.091,7.96,7.33166666667,6.677,8.772,2.77566666667,6.31066666667
262.13,6.08444444444,4.62575757576,2.111,7.58833333333,6.76033333333,6.209,5.464,7.39533333333,2.20766666667,6.043
