wavelength,Back_SpoInam,Belly_SpoInam,Breast_SpoInam,Crissum_SpoInam,Crown_SpoInam,DorTail_SpoInam,Patch10_SpoInam,Rump_SpoInam,Throat_SpoInam,WingTip_SpoInam
559.89,15.1662777778,43.7081212121,17.041,46.6336666667,14.582,22.6516666667,27.598,24.2903333333,12.5686666667,11.5366666667
560.23,15.1827777778,43.7353333333,17.0835,46.6136666667,14.5743333333,22.6596666667,27.617,24.2786666667,12.6093333333,11.5526666667
560.58,15.1817222222,43.7934545455,17.0975,46.577,14.6573333333,22.666,27.632,24.322,12.653,11.606
560.92,15.1368333333,43.7746060606,17.0845,46.62,14.5866666667,22.6173333333,27.627,24.3233333333,12.623,11.579
561.26,15.2622222222,43.9054545455,17.2645,46.7006666667,14.675,22.7013333333,27.733,24.436,12.748,11.67
561.60,15.2204444444,43.8196969697,17.1975,46.594,14.656,22.6233333333,27.671,24.3623333333,12.77,11.618
561.94,15.2711111111,43.8336060606,17.352,46.659,14.7986666667,22.7196666667,27.79,24.4626666667,12.862,11.6643333333
562.28,15.2337777778,43.8380606061,17.309,46.6316666667,14.7116666667,22.6686666667,27.731,24.45,12.812,11.6396666667
562.62,15.1505555556,43.7798484848,17.2535,46.5503333333,14.5993333333,22.6,27.668,24.407,12.7826666667,11.5546666667
562.96,15.0797222222,43.7104545455,17.133,46.4033333333,14.5393333333,22.4853333333,27.553,24.322,12.6886666667,11.5
563.30,15.0992777778,43.794,17.1295,46.427,14.5696666667,22.5596666667,27.59,24.3646666667,12.7846666667,11.481
563.64,15.1306111111,43.8272424242,17.2005,46.474,14.6306666667,22.5683333333,27.602,24.4026666667,12.9333333333,11.5626666667
563.99,15.1576666667,43.7708787879,17.239,46.3946666667,14.628,22.5533333333,27.595,24.4003333333,12.969,11.6036666667
564.33,15.1698888889,43.8309090909,17.35,46.468,14.635,22.565,27.568,24.3343333333,13.0046666667,11.5833333333
564.67,15.1966111111,43.919969697,17.4615,46.4586666667,14.6166666667,22.549,27.524,24.299,13.0753333333,11.5926666667
565.01,15.1173333333,43.7381818182,17.4645,46.3143333333,14.5316666667,22.4683333333,27.428,24.2016666667,13.0186666667,11.5276666667
565.35,15.0996666667,43.767969697,17.5605,46.367,14.5223333333,22.421,27.384,24.168,13.0306666667,11.526
565.69,15.2085555556,43.9731212121,17.659,46.4813333333,14.5476666667,22.473,27.429,24.231,13.176,11.6366666667
566.03,15.2050555556,44.0359090909,17.734,46.467,14.65,22.464,27.39,24.1773333333,13.2513333333,11.619
566.37,15.2453333333,44.0967878788,17.803,46.4713333333,14.7016666667,22.492,27.43,24.1866666667,13.251,11.6576666667
566.71,15.3326111111,44.2192424242,18.0385,46.6613333333,14.7683333333,22.6496666667,27.566,24.3176666667,13.4506666667,11.7626666667
567.05,15.3456666667,44.1975454545,18.1285,46.6416666667,14.7406666667,22.62,27.592,24.32,13.455,11.779
567.39,15.3705555556,44.2937878788,18.163,46.604,14.8106666667,22.5883333333,27.522,24.269,13.3903333333,11.7786666667
567.73,15.4005555556,44.3494242424,18.1915,46.654,14.8496666667,22.576,27.472,24.2743333333,13.4086666667,11.798
568.07,15.4038888889,44.3932121212,18.193,46.6266666667,14.8346666667,22.584,27.512,24.3226666667,13.4083333333,11.7656666667
568.41,15.3900555556,44.3867272727,18.1945,46.6583333333,14.8476666667,22.6226666667,27.555,24.36,13.4303333333,11.709
568.75,15.4702222222,44.5412121212,18.22,46.7856666667,14.8503333333,22.716,27.69,24.457,13.47,11.7506666667
569.09,15.5432222222,44.5267575758,18.211,46.7403333333,14.8836666667,22.8276666667,27.824,24.5733333333,13.5406666667,11.8343333333
569.43,15.4256111111,44.4069090909,18.154,46.5593333333,14.81,22.6833333333,27.601,24.3846666667,13.4956666667,11.7373333333
569.77,15.4158333333,44.3766363636,18.23,46.6403333333,14.8096666667,22.6346666667,27.529,24.3203333333,13.4623333333,11.719
570.11,15.3837777778,44.2917878788,18.278,46.6833333333,14.8133333333,22.6326666667,27.514,24.331,13.5113333333,11.7056666667
570.45,15.36,44.1925151515,18.2215,46.607,14.832,22.5006666667,27.374,24.2153333333,13.436,11.6973333333
570.79,15.2846666667,44.1307272727,18.1675,46.602,14.824,22.443,27.255,24.1286666667,13.3866666667,11.6386666667
571.13,15.2768333333,44.0878181818,18.2195,46.586,14.7526666667,22.4553333333,27.293,24.1406666667,13.451,11.647
571.47,15.2520555556,44.1023939394,18.2975,46.636,14.7003333333,22.509,27.376,24.1876666667,13.4783333333,11.6243333333
571.81,15.2856666667,44.1524848485,18.3275,46.7316666667,14.7723333333,22.538,27.438,24.2576666667,13.528,11.677
572.15,15.3367222222,44.1695454545,18.4555,46.7816666667,14.839,22.6156666667,27.512,24.2993333333,13.6226666667,11.784
572.49,15.2787777778,44.1526969697,18.4875,46.811,14.8433333333,22.6413333333,27.555,24.3326666667,13.654,11.7876666667
572.83,15.239,44.1814242424,18.5935,46.8426666667,14.776,22.5966666667,27.501,24.2936666667,13.5966666667,11.7443333333
573.17,15.2233888889,44.1148484848,18.635,46.8186666667,14.793,22.499,27.41,24.2383333333,13.5756666667,11.7556666667
573.51,15.253,44.1643333333,18.6945,46.847,14.7496666667,22.6086666667,27.562,24.3786666667,13.6453333333,11.828
573.85,15.2813888889,44.2152121212,18.744,46.806,14.7266666667,22.5983333333,27.564,24.4116666667,13.647,11.8523333333
574.19,15.2586111111,44.1969393939,18.7745,46.7486666667,14.7156666667,22.6273333333,27.62,24.442,13.6893333333,11.81
574.53,15.3167222222,44.2147878788,18.829,46.7013333333,14.76,22.633,27.62,24.4536666667,13.7566666667,11.8706666667
574.87,15.3585555556,44.2661212121,18.907,46.736,14.7963333333,22.6956666667,27.687,24.5323333333,13.8163333333,11.9253333333
575.21,15.3625555556,44.2311212121,18.8885,46.7323333333,14.8443333333,22.6623333333,27.611,24.469,13.8266666667,11.9196666667
575.55,15.3655555556,44.2504545455,19.0225,46.707,14.7566666667,22.6376666667,27.553,24.429,13.8683333333,11.9486666667
575.89,15.3881666667,44.2966666667,18.9675,46.6646666667,14.7373333333,22.5796666667,27.502,24.404,13.839,11.936
576.22,15.4418888889,44.3371212121,19.0125,46.6033333333,14.7486666667,22.4603333333,27.292,24.2463333333,13.8643333333,11.9436666667
576.56,15.4765,44.3664545455,18.955,46.5386666667,14.7753333333,22.4646666667,27.311,24.2313333333,13.9243333333,11.9743333333
576.90,15.5296666667,44.4445454545,19.0015,46.5366666667,14.775,22.5753333333,27.457,24.3236666667,13.989,11.961
577.24,15.5396111111,44.4207575758,19.041,46.4976666667,14.8266666667,22.5313333333,27.401,24.267,14.0436666667,11.957
577.58,15.5593888889,44.4823333333,19.056,46.4636666667,14.8476666667,22.4936666667,27.348,24.182,14.1186666667,11.975
577.92,15.6232222222,44.6176666667,19.1745,46.594,14.8006666667,22.4886666667,27.305,24.1726666667,14.227,12.0426666667
578.26,15.6132777778,44.7591818182,19.331,46.707,14.8226666667,22.6193333333,27.449,24.2503333333,14.3696666667,12.0483333333
578.60,15.671,44.7799090909,19.4185,46.741,14.819,22.671,27.508,24.2706666667,14.4063333333,12.0776666667
578.94,15.6931111111,44.9504848485,19.492,46.7593333333,14.8436666667,22.7173333333,27.626,24.35,14.428,12.128
579.28,15.6012222222,44.917030303,19.458,46.7993333333,14.853,22.7546666667,27.657,24.32,14.428,12.0323333333
579.61,15.5905,44.8615151515,19.484,46.7413333333,14.8713333333,22.699,27.587,24.2853333333,14.4526666667,12.079
579.95,15.6363333333,44.9255151515,19.5935,46.8316666667,14.8936666667,22.8413333333,27.799,24.4683333333,14.511,12.117
580.29,15.5808333333,44.8596060606,19.688,46.925,14.773,22.748,27.604,24.3486666667,14.5163333333,12.0966666667
580.63,15.5901111111,44.8493939394,19.7435,46.966,14.723,22.8603333333,27.769,24.495,14.5513333333,12.1293333333
580.97,15.5528888889,44.815030303,19.773,46.886,14.613,22.811,27.716,24.4346666667,14.562,12.1586666667
581.31,15.6060555556,44.8902424242,19.9275,47.0523333333,14.6816666667,22.9543333333,27.918,24.622,14.6966666667,12.149
581.65,15.6937222222,44.9303030303,20.0715,47.1723333333,14.8693333333,23.0986666667,28.051,24.732,14.8026666667,12.2353333333
581.98,15.7713333333,44.8685151515,20.128,47.1166666667,14.8286666667,23.1236666667,28.088,24.8066666667,14.7493333333,12.267
582.32,15.7767777778,44.9436666667,20.18,47.2566666667,14.943,23.0846666667,27.994,24.7493333333,14.8983333333,12.2733333333
582.66,15.788,44.9307575758,20.223,47.2133333333,14.9823333333,23.036,27.968,24.7403333333,14.98,12.2256666667
583.00,15.8662222222,44.8631212121,20.2625,47.0743333333,15.007,23.0453333333,28.035,24.787,15.0173333333,12.2796666667
583.34,15.7789444444,44.9029393939,20.379,47.2353333333,15.0193333333,23.0376666667,28.034,24.818,15.08,12.1576666667
583.68,15.6427222222,44.7348181818,20.3315,47.0796666667,14.9893333333,22.8826666667,27.862,24.6636666667,15.0023333333,12.047
584.01,15.6612777778,44.8825454545,20.4355,47.0833333333,15.1116666667,22.9643333333,28.029,24.7486666667,15.078,12.0273333333
584.35,15.6532777778,45.0254848485,20.525,47.1723333333,15.138,22.9456666667,27.958,24.665,15.1303333333,12.0913333333
584.69,15.6853888889,45.0909393939,20.5715,47.2536666667,15.1163333333,22.926,27.932,24.659,15.2046666667,12.0546666667
585.03,15.7100555556,45.1094848485,20.5625,47.044,15.1453333333,22.921,27.912,24.6316666667,15.2546666667,12.1853333333
585.37,15.6482777778,45.1100606061,20.496,46.8456666667,15.0526666667,22.7846666667,27.786,24.5163333333,15.134,12.1386666667
585.70,15.547,45.0617878788,20.409,46.7983333333,15.0193333333,22.567,27.503,24.289,15.184,12.122
586.04,15.3953888889,44.955,20.325,46.5453333333,14.8163333333,22.5436666667,27.54,24.2686666667,14.9836666667,11.9353333333
586.38,15.3405555556,44.9323333333,20.4425,46.4926666667,14.7386666667,22.5156666667,27.448,24.2103333333,14.9796666667,11.9623333333
586.72,15.4067777778,45.0424848485,20.5115,46.4963333333,14.753,22.547,27.409,24.2233333333,15.0583333333,12.0423333333
587.06,15.3906666667,44.9743030303,20.34,46.2643333333,14.605,22.495,27.359,24.1483333333,14.9843333333,12.0653333333
587.39,15.5142222222,45.1153636364,20.3905,46.381,14.6496666667,22.594,27.49,24.2423333333,15.0973333333,12.2066666667
587.73,15.5945,45.1078181818,20.458,46.2756666667,14.684,22.7226666667,27.631,24.3383333333,15.1023333333,12.3106666667
588.07,15.6015,45.1451515152,20.493,46.3393333333,14.7643333333,22.7203333333,27.612,24.3076666667,15.1193333333,12.2793333333
588.41,15.7162777778,45.3098484848,20.632,46.401,14.959,22.93,27.831,24.5046666667,15.2406666667,12.368
588.74,15.7341111111,45.3283333333,20.697,46.58,14.9553333333,22.9573333333,27.881,24.5473333333,15.274,12.294
589.08,15.7648888889,45.3523030303,20.711,46.753,14.913,22.9936666667,27.914,24.585,15.3283333333,12.299
589.42,15.7668888889,45.4113333333,20.801,46.8453333333,14.9363333333,22.9803333333,27.929,24.604,15.3393333333,12.3043333333
589.76,15.8310555556,45.3917878788,20.832,46.9093333333,15.025,22.9426666667,27.859,24.5956666667,15.4553333333,12.436
590.09,15.8884444444,45.4699090909,20.8975,47.0106666667,15.0506666667,23.001,27.934,24.642,15.5223333333,12.4316666667
590.43,15.8309444444,45.4813636364,20.939,47.0726666667,15.0283333333,22.917,27.853,24.5833333333,15.507,12.4043333333
590.77,15.9436666667,45.5554848485,21.2195,47.131,15.125,23.0053333333,27.919,24.6726666667,15.5393333333,12.4583333333
591.11,15.9452777778,45.6262424242,21.346,47.155,15.065,22.956,27.871,24.6746666667,15.5146666667,12.433
591.44,15.9223333333,45.654030303,21.4205,47.2383333333,15.0386666667,22.8793333333,27.816,24.7116666667,15.609,12.397
591.78,15.9787222222,45.6285454545,21.6065,47.2833333333,15.081,22.907,27.879,24.8103333333,15.6233333333,12.4773333333
592.12,15.9377222222,45.5603939394,21.651,47.3343333333,15.015,22.8073333333,27.77,24.73,15.611,12.4826666667
592.46,15.9374444444,45.5413939394,21.6935,47.3653333333,15.0173333333,22.6983333333,27.563,24.6016666667,15.5253333333,12.52
592.79,15.8731111111,45.5073636364,21.7115,47.225,15.0516666667,22.6976666667,27.574,24.605,15.564,12.4913333333
593.13,15.9680555556,45.5164848485,21.811,47.226,15.0863333333,22.7376666667,27.571,24.578,15.6576666667,12.5566666667
593.47,15.9413888889,45.6828787879,21.962,47.3233333333,15.08,22.7606666667,27.611,24.591,15.7103333333,12.5003333333
593.80,15.8215555556,45.5252424242,21.848,47.174,14.9863333333,22.7363333333,27.6,24.5486666667,15.5893333333,12.399
594.14,15.8359444444,45.4852424242,21.92,47.1716666667,14.9996666667,22.839,27.691,24.5936666667,15.665,12.413
594.48,15.8675,45.6025151515,21.9925,47.3563333333,15.0926666667,22.961,27.85,24.714,15.8073333333,12.3753333333
594.81,15.8097777778,45.5701818182,21.9845,47.356,15.204,22.9753333333,27.836,24.724,15.9166666667,12.3643333333
595.15,15.8265,45.6128484848,22.017,47.4456666667,15.2546666667,22.963,27.805,24.6773333333,15.9273333333,12.3956666667
595.49,15.7617222222,45.6058484848,21.9475,47.2963333333,15.131,22.9663333333,27.858,24.638,15.9403333333,12.3303333333
595.82,15.7478888889,45.5542727273,21.959,47.2606666667,15.086,22.8693333333,27.703,24.499,15.9143333333,12.333
596.16,15.6801666667,45.5453030303,21.9195,47.1686666667,15.0323333333,22.9266666667,27.84,24.5606666667,15.911,12.3023333333
596.50,15.7143888889,45.6046060606,21.982,47.277,14.999,22.956,27.894,24.5976666667,15.9233333333,12.3306666667
596.83,15.7997777778,45.6568787879,22.01,47.227,15.069,23.0303333333,28.035,24.6983333333,15.968,12.3753333333
597.17,15.7986111111,45.5295757576,22.0215,47.1793333333,15.1083333333,23.081,28.05,24.654,15.9116666667,12.4026666667
597.51,15.9231666667,45.6734242424,22.164,47.3463333333,15.2323333333,23.0846666667,28.007,24.6686666667,16.069,12.543
597.84,15.9751666667,45.7064242424,22.219,47.3943333333,15.2933333333,23.0886666667,28.027,24.6823333333,16.0893333333,12.5783333333
598.18,16.0455,45.7937575758,22.2455,47.4166666667,15.3213333333,23.085,27.951,24.6183333333,16.1586666667,12.7173333333
598.52,16.1551111111,45.8997575758,22.288,47.489,15.3856666667,23.221,28.097,24.7123333333,16.2043333333,12.8126666667
598.85,16.1505555556,45.8455757576,22.226,47.266,15.2643333333,23.2163333333,28.088,24.665,16.1683333333,12.769
599.19,16.1962222222,45.9296060606,22.3385,47.4623333333,15.3516666667,23.148,27.919,24.609,16.2433333333,12.8076666667
599.53,16.2472777778,46.0106363636,22.4055,47.4873333333,15.3883333333,23.3076666667,28.176,24.8206666667,16.25,12.806
599.86,16.2974444444,46.1363939394,22.5795,47.5446666667,15.4413333333,23.2866666667,28.108,24.7636666667,16.3813333333,12.8726666667
600.20,16.3393333333,46.1290606061,22.628,47.4226666667,15.533,23.2436666667,28.075,24.7403333333,16.4493333333,12.9346666667
600.53,16.3115555556,46.241969697,22.703,47.5663333333,15.5286666667,23.316,28.204,24.8446666667,16.4526666667,12.9003333333
600.87,16.3708888889,46.3669090909,22.7325,47.6433333333,15.5436666667,23.327,28.258,24.9473333333,16.5336666667,12.944
601.21,16.2363333333,46.3551515152,22.709,47.6713333333,15.515,23.3046666667,28.258,24.9236666667,16.5266666667,12.8013333333
601.54,16.2062777778,46.3410909091,22.7735,47.6543333333,15.5093333333,23.175,28.11,24.8323333333,16.6326666667,12.771
601.88,16.1301111111,46.1330606061,22.793,47.588,15.4253333333,23.2073333333,28.177,24.8563333333,16.627,12.685
602.21,16.1399444444,46.0481818182,22.939,47.619,15.3916666667,23.229,28.199,24.908,16.684,12.6536666667
602.55,16.1083888889,46.0047575758,22.984,47.7286666667,15.4256666667,23.1733333333,28.101,24.874,16.712,12.7066666667
602.88,16.1455555556,46.0278484848,23.039,47.6113333333,15.4176666667,23.17,28.1,24.879,16.7303333333,12.75
603.22,16.0823888889,46.0021212121,22.9565,47.481,15.313,23.022,27.921,24.723,16.6803333333,12.6956666667
603.56,16.1427222222,46.063030303,23.0095,47.647,15.3353333333,23.1073333333,27.964,24.761,16.719,12.7053333333
603.89,16.1476111111,46.0841818182,23.1085,47.6993333333,15.3243333333,23.1043333333,27.959,24.7403333333,16.7753333333,12.7173333333
604.23,16.0993333333,46.0014545455,23.1105,47.6356666667,15.2476666667,23.0006666667,27.773,24.6543333333,16.786,12.7053333333
604.56,16.1231666667,46.0487575758,23.1655,47.608,15.281,23.0173333333,27.766,24.6573333333,16.906,12.7513333333
604.90,16.1987222222,45.9732121212,23.2055,47.521,15.2156666667,22.9926666667,27.749,24.5863333333,16.9076666667,12.8376666667
605.23,16.2084444444,46.0856666667,23.243,47.5956666667,15.2106666667,23.087,27.845,24.6843333333,16.905,12.8443333333
605.57,16.2456666667,46.1196666667,23.2605,47.4643333333,15.2266666667,23.052,27.841,24.659,16.906,12.935
605.90,16.2676666667,46.2630909091,23.2345,47.4293333333,15.2033333333,23.0833333333,27.868,24.6323333333,16.9423333333,12.9606666667
606.24,16.3825,46.4500606061,23.4195,47.5813333333,15.3573333333,23.2006666667,28.009,24.725,17.0926666667,13.0126666667
606.58,16.3691111111,46.405,23.351,47.633,15.3296666667,23.2153333333,28.001,24.718,17.0683333333,12.9776666667
606.91,16.338,46.366,23.3585,47.6263333333,15.4023333333,23.2476666667,28.04,24.7233333333,17.1526666667,12.9943333333
607.25,16.3318333333,46.3834242424,23.3845,47.5096666667,15.3746666667,23.2603333333,28.088,24.7986666667,17.2553333333,13.022
607.58,16.2493888889,46.3192424242,23.341,47.5093333333,15.333,23.2523333333,27.984,24.713,17.245,12.934
607.92,16.1982777778,46.2346363636,23.297,47.3786666667,15.2703333333,23.175,27.894,24.594,17.229,12.9186666667
608.25,16.2262222222,46.2286666667,23.332,47.402,15.2336666667,23.166,27.866,24.5673333333,17.308,12.944
608.59,16.2111666667,46.218030303,23.3275,47.4453333333,15.2566666667,23.1036666667,27.747,24.5476666667,17.384,12.9656666667
608.92,16.2068888889,46.0293636364,23.2525,47.2833333333,15.186,23.0376666667,27.645,24.431,17.4656666667,13.0246666667
609.26,16.1787777778,46.0083939394,23.212,47.328,15.1126666667,23.0066666667,27.576,24.399,17.6076666667,13.022
609.59,16.0688888889,45.7895151515,23.213,47.147,15.012,22.8133333333,27.372,24.2436666667,17.6833333333,12.978
609.93,15.9682777778,45.6501515152,23.0425,46.9103333333,14.867,22.753,27.258,24.1373333333,17.735,12.917
610.26,15.9346111111,45.6020606061,23.0665,46.721,14.8513333333,22.8203333333,27.319,24.1756666667,17.928,12.9266666667
610.60,16.0161111111,45.6106060606,23.1555,46.7153333333,14.8383333333,22.814,27.274,24.1833333333,18.0226666667,12.9736666667
610.93,15.8787222222,45.3962727273,23.0405,46.4873333333,14.751,22.7226666667,27.171,24.0516666667,17.98,12.8456666667
611.27,15.8893333333,45.4995151515,23.149,46.4303333333,14.7233333333,22.727,27.212,24.0836666667,18.1043333333,12.871
611.60,15.9432222222,45.6352424242,23.2715,46.4766666667,14.8503333333,22.8763333333,27.388,24.217,18.2083333333,12.9036666667
611.93,15.9035555556,45.5485757576,23.1965,46.3,14.824,22.8776666667,27.408,24.2203333333,18.163,12.839
612.27,15.9907777778,45.6258484848,23.3465,46.2466666667,14.8336666667,23.119,27.717,24.4243333333,18.269,12.916
612.60,16.0909444444,45.7771515152,23.565,46.2273333333,14.9726666667,23.2753333333,27.889,24.559,18.391,12.9353333333
612.94,16.0781666667,45.8789393939,23.632,46.311,15.0313333333,23.2546666667,27.853,24.52,18.3333333333,12.924
613.27,16.1725,46.0684242424,23.8475,46.5766666667,15.1896666667,23.4946666667,28.122,24.729,18.3296666667,12.9906666667
613.61,16.1456666667,46.0248787879,23.9325,46.6273333333,15.227,23.478,28.145,24.7593333333,18.3226666667,12.9303333333
613.94,16.2527777778,46.1551515152,24.094,46.8446666667,15.3306666667,23.4283333333,28.17,24.769,18.271,13.047
614.28,16.2591111111,46.2398787879,24.325,46.8926666667,15.3746666667,23.434,28.15,24.755,18.3243333333,13.0623333333
614.61,16.4714444444,46.3748484848,24.5525,47.0776666667,15.4816666667,23.5633333333,28.261,24.9386666667,18.3806666667,13.29
614.94,16.6172777778,46.3453030303,24.5755,47.074,15.5556666667,23.573,28.254,24.9673333333,18.391,13.4296666667
615.28,16.6411111111,46.3271515152,24.6285,47.1263333333,15.4663333333,23.5863333333,28.3,25.0,18.4186666667,13.4636666667
615.61,16.6664444444,46.4984848485,24.785,47.4243333333,15.4583333333,23.5023333333,28.216,24.9613333333,18.524,13.5266666667
615.95,16.6050555556,46.5363939394,24.7605,47.4926666667,15.5623333333,23.3416666667,28.012,24.8616666667,18.542,13.442
616.28,16.4549444444,46.4080909091,24.6695,47.5243333333,15.379,23.036,27.687,24.6423333333,18.3663333333,13.3353333333
616.61,16.4664444444,46.4894545455,24.9165,47.4733333333,15.339,23.0356666667,27.734,24.7073333333,18.4163333333,13.28
616.95,16.5346111111,46.5613636364,24.8715,47.5223333333,15.344,22.8426666667,27.512,24.5333333333,18.4653333333,13.374
617.28,16.6726111111,46.6299393939,25.0525,47.653,15.4263333333,22.8446666667,27.526,24.57,18.4966666667,13.5236666667
617.62,16.5685555556,46.5956666667,25.0,47.5326666667,15.4313333333,22.9033333333,27.566,24.5886666667,18.5353333333,13.3536666667
617.95,16.5291666667,46.6436060606,24.9145,47.5456666667,15.449,22.9233333333,27.645,24.6103333333,18.531,13.356
618.28,16.4852777778,46.6732727273,24.962,47.4213333333,15.5293333333,22.8376666667,27.561,24.4913333333,18.5423333333,13.2673333333
618.62,16.4052222222,46.7619090909,25.088,47.5086666667,15.4753333333,22.822,27.529,24.4523333333,18.4573333333,13.154
618.95,16.3705,46.7629090909,25.1835,47.615,15.5496666667,22.8113333333,27.534,24.4703333333,18.4446666667,13.0803333333
619.28,16.3429444444,46.7173939394,25.3235,47.5193333333,15.4876666667,22.82,27.539,24.476,18.324,13.0693333333
619.62,16.3552222222,46.7321818182,25.4205,47.4153333333,15.4276666667,22.825,27.613,24.5586666667,18.3156666667,13.095
619.95,16.2950555556,46.8104545455,25.4395,47.394,15.4363333333,22.8963333333,27.773,24.713,18.3063333333,12.9913333333
620.28,16.2002222222,46.7306666667,25.393,47.4006666667,15.4543333333,22.9893333333,27.851,24.748,18.354,12.875
620.62,16.1483333333,46.7621212121,25.529,47.3276666667,15.5703333333,23.1436666667,28.024,24.882,18.4096666667,12.805
620.95,16.0711111111,46.7808181818,25.575,47.362,15.4996666667,23.175,28.047,24.8883333333,18.437,12.697
621.28,16.1563888889,46.87,25.743,47.5193333333,15.5543333333,23.2,28.037,24.8966666667,18.524,12.8503333333
621.62,16.1891111111,46.8475757576,25.9015,47.5156666667,15.5886666667,23.2133333333,28.0,24.8823333333,18.466,12.8163333333
621.95,16.2189444444,46.9266363636,26.0285,47.8533333333,15.667,23.3103333333,28.115,24.9526666667,18.598,12.855
622.28,16.2637222222,46.8954545455,25.997,47.8246666667,15.8566666667,23.4023333333,28.204,25.0126666667,18.6733333333,12.904
622.62,16.3375555556,46.9753333333,26.0625,47.7926666667,15.8686666667,23.4486666667,28.192,25.0176666667,18.8176666667,13.0626666667
622.95,16.3701666667,47.090030303,26.0715,47.8496666667,15.995,23.5726666667,28.408,25.16,18.9356666667,13.1043333333
623.28,16.5818333333,47.2107878788,26.326,48.0063333333,16.1416666667,23.7016666667,28.45,25.19,19.1676666667,13.333
623.62,16.7645555556,47.3223333333,26.5525,48.1616666667,16.2613333333,23.909,28.634,25.3163333333,19.3216666667,13.5936666667
623.95,16.9360555556,47.425,26.7805,48.3413333333,16.4163333333,23.9286666667,28.67,25.379,19.446,13.7746666667
624.28,16.9575555556,47.4112424242,26.875,48.241,16.2503333333,23.817,28.55,25.261,19.472,13.7783333333
624.62,17.0639444444,47.5718181818,27.0115,48.2606666667,16.2136666667,23.873,28.606,25.3093333333,19.5353333333,13.8796666667
624.95,17.1156111111,47.6003030303,27.033,48.2716666667,16.1646666667,23.825,28.627,25.2973333333,19.4606666667,13.8543333333
625.28,17.2077777778,47.6433939394,26.967,48.42,16.1753333333,23.9356666667,28.844,25.4673333333,19.6273333333,13.9773333333
625.61,17.0691111111,47.4882121212,26.8405,48.182,15.9423333333,23.7773333333,28.623,25.2733333333,19.5613333333,13.8903333333
625.95,17.0636111111,47.4867272727,26.8985,48.146,15.932,23.7426666667,28.634,25.288,19.7123333333,13.8966666667
626.28,17.0262777778,47.5318787879,27.0145,48.1456666667,15.9666666667,23.6713333333,28.524,25.1803333333,19.6646666667,13.8403333333
626.61,16.9812777778,47.4246363636,26.9625,48.0413333333,15.8956666667,23.6546666667,28.528,25.182,19.5673333333,13.7633333333
626.94,16.8011666667,47.3683636364,26.8375,48.0406666667,15.7453333333,23.586,28.467,25.0993333333,19.4223333333,13.585
627.28,16.8618333333,47.4640909091,26.9205,48.1246666667,15.83,23.5656666667,28.454,25.0676666667,19.511,13.6063333333
627.61,16.821,47.4291212121,26.8705,47.9376666667,15.788,23.5723333333,28.447,25.0426666667,19.4233333333,13.573
627.94,16.7742777778,47.4075757576,26.8605,48.0226666667,15.724,23.603,28.502,25.1026666667,19.393,13.5466666667
628.27,16.7438333333,47.3146060606,26.857,48.075,15.838,23.5983333333,28.493,25.121,19.3303333333,13.548
628.61,16.7126111111,47.2056060606,26.899,48.076,15.8213333333,23.61,28.438,25.112,19.4433333333,13.5623333333
628.94,16.6917777778,47.1672727273,26.9875,48.0026666667,15.8566666667,23.668,28.391,25.054,19.4546666667,13.55
629.27,16.581,47.1405454545,27.0415,48.0193333333,15.82,23.553,28.262,24.9806666667,19.44,13.4456666667
629.60,16.5845555556,47.1803333333,27.0155,48.0666666667,15.703,23.6443333333,28.327,24.9973333333,19.4063333333,13.4886666667
629.94,16.5955,47.19,27.019,48.1016666667,15.6963333333,23.7226666667,28.473,25.124,19.471,13.4833333333
630.27,16.6133333333,47.1417878788,27.0525,48.012,15.655,23.6013333333,28.262,24.96,19.6376666667,13.5383333333
630.60,16.6307777778,47.2581515152,27.1115,48.0206666667,15.736,23.5843333333,28.268,24.9856666667,19.7073333333,13.4953333333
630.93,16.4742222222,47.0932121212,26.961,47.819,15.594,23.5473333333,28.217,24.9373333333,19.7213333333,13.3803333333
631.26,16.5392222222,47.2083030303,27.048,48.0783333333,15.6673333333,23.65,28.346,25.0486666667,19.823,13.4636666667
631.60,16.5687222222,47.1832727273,27.008,47.97,15.7393333333,23.6833333333,28.404,25.113,19.782,13.4566666667
631.93,16.6508888889,47.3511515152,27.106,47.9693333333,15.781,23.7203333333,28.452,25.1633333333,19.934,13.542
632.26,16.5811111111,47.4044242424,27.1885,47.9286666667,15.7516666667,23.7176666667,28.459,25.1563333333,19.915,13.5136666667
632.59,16.6505,47.4157272727,27.2515,47.9186666667,15.6986666667,23.7063333333,28.525,25.2513333333,19.9096666667,13.4713333333
632.92,17.0538888889,47.7261212121,27.633,48.126,16.025,24.1633333333,29.1,25.7453333333,20.1566666667,13.8046666667
633.26,17.1186111111,47.801969697,27.828,48.155,16.139,24.1933333333,29.091,25.8393333333,20.229,13.8036666667
633.59,17.0688333333,47.6886666667,27.725,48.1933333333,16.0103333333,24.1933333333,29.079,25.788,20.1523333333,13.7946666667
633.92,17.1444444444,47.8687272727,27.945,48.4006666667,16.077,24.3173333333,29.189,25.8983333333,20.1496666667,13.9146666667
634.25,17.296,47.9807272727,28.2035,48.47,16.245,24.4573333333,29.31,25.947,20.278,14.1736666667
634.58,17.4526111111,47.9923030303,28.4265,48.518,16.298,24.4553333333,29.287,25.9543333333,20.2553333333,14.2866666667
