wavelength,Back_EmbYpif,Belly_EmbYpif,Breast_EmbYpif,Crissum_EmbYpif,Crown_EmbYpif,DorTail_EmbYpif,Patch10_EmbYpif,Patch11_EmbYpif,Rump_EmbYpif,Throat_EmbYpif,WingTip_EmbYpif
185.63,674.074074073,2383.33333334,2516.66666666,1033.33333333,1750.0,1372.80701755,1366.66666667,999.999999999,3200.0,5350.0,2833.33333334
186.01,-45.6789629629,275.000166667,397.222166667,191.666666667,181.94425,183.04104386,169.4445,11.111,369.4445,844.444666665,336.111
186.39,-521.604685185,-94.4443333335,533.333166667,205.555333333,13.8888333335,183.333350877,111.111166667,-566.6665,288.888833335,1588.889,466.666833333
186.77,-34.1564444445,-11.111,175.0,87.0371666665,7.40725,63.4014298247,40.7405,-69.4445000002,60.185333333,318.518666666,126.851833333
187.15,-642.592592593,-429.166666667,545.833333333,-12.5,-329.166666667,-28.947368421,-129.166666667,-650.0,-91.666666665,1225.0,366.666666667
187.53,1793.51851852,1533.33333333,-783.333333332,191.666666667,1008.33333333,481.578947368,583.333333334,1750.0,875.0,-1875.0,-450.0
187.91,217.361222222,177.0835,-27.0831666667,75.6945000002,141.666666667,115.497254386,100.0,214.583333333,124.305333333,-90.2778333335,11.111
188.29,350.264537037,307.142833333,-58.3333333335,100.000166667,221.428583333,209.774596491,167.857166667,310.714166666,216.666833333,-164.285833333,-5.9525
188.67,272.398462963,222.222166667,13.492,103.1745,186.904666667,190.685017544,146.031833333,234.9205,189.682333333,-79.3653333335,15.873
189.05,814.550314815,604.762,-166.6665,242.8575,554.761916667,574.436114036,447.619,733.333333333,585.714333332,-259.523833333,57.1428333332
189.43,429.012407408,304.4445,-4.4445,158.889,298.888833333,306.374157895,302.222333333,392.222333334,336.666833333,-120.0,113.333
189.81,217.407574074,158.888833333,34.4445,77.7776666668,163.0555,145.935508772,154.444333333,185.0,174.4445,-42.2221666669,56.1111666667
190.19,198.084296296,134.482833333,20.6896666666,65.5171666667,179.310166666,143.980570176,149.425333334,168.9655,171.839,-29.885,35.6321666667
190.57,199.680666667,131.609166667,40.2298333334,63.2183333333,200.57475,155.38422807,145.402333333,140.8045,165.5175,-41.9538333333,44.2528333333
190.95,274.637611111,161.594166667,55.7971666665,73.9128333332,235.145,194.355508772,173.913,179.710333333,213.768,-63.0436666665,44.203
191.33,447.839611111,230.555666667,51.389,80.5555000002,351.388916666,341.666894737,261.111,281.9445,338.888666667,-169.4445,9.7221666667
191.71,389.153240741,165.476333333,29.762166667,98.8094999999,339.28575,293.295938597,239.285666666,270.238,276.1905,-134.523833333,2.38083333335
192.09,1006.2962963,320.0,-6.666666667,76.6666666667,913.333333335,574.210526316,400.0,596.666666666,610.000000001,-513.333333334,-140.0
192.47,637.242759259,238.889,88.8888333335,131.481333334,553.70375,374.853710526,231.4815,375.925833334,446.296166666,-229.629833333,0.0
192.85,1257.87037037,487.5,-112.5,-33.3333333333,979.166666669,590.789473684,420.833333333,720.833333333,804.166666669,-762.499999999,-58.333333333
193.23,341.782407407,121.875,30.208333333,20.8333333333,257.8125,168.037280702,101.041666667,180.208333333,213.541666667,-151.041666667,19.7916666666
193.61,305.119962963,116.666666667,27.451,-43.1371666667,225.49,126.677035088,71.5686666666,122.549,171.568666667,-106.862833334,-51.9608333333
193.99,273.29437037,119.298166667,17.5438333335,-17.5438333333,195.614,113.573201754,76.3158333333,97.3685000001,149.122833334,-90.3508333335,-60.5263333334
194.37,202.430555556,111.458333333,56.7708333333,34.375,126.302083333,88.952850877,75.0,80.2083333331,102.604166667,-28.6458333331,-6.25
194.75,189.4335,107.8435,55.3921666669,44.6078333333,106.12725,86.0681929825,80.8821666666,88.7253333333,117.647,5.39233333335,4.4118333333
195.13,213.973129629,135.353666667,84.3433333333,72.7273333334,142.42425,97.0227105262,98.4848333333,114.646666667,140.404166667,45.4546666669,27.2728333333
195.51,254.691444445,175.0,126.111166667,112.778,193.888833334,119.269114035,140.0,139.444333333,177.222166667,71.1110000002,78.3333333333
195.89,315.942092592,231.159333334,173.1885,135.507166667,244.565,136.3845,162.319,175.3625,197.826166667,63.7678333332,105.072333334
196.27,303.185185185,252.0,186.0,175.333333333,249.0,172.947368421,208.666666667,182.0,210.666666666,108.0,138.666666667
196.65,180.732907407,148.936333333,112.411666667,111.3475,159.22,113.624526316,132.624333333,119.148833333,131.560333334,78.7233333333,97.1631666665
197.03,189.743537037,167.307666667,136.5385,138.4615,173.87825,134.986692983,141.987166667,131.730833333,154.807666667,122.1155,109.615333333
197.40,187.35637037,172.413833334,143.9655,143.678166667,173.132166666,136.14645614,153.735666666,139.367833334,166.091833334,123.8505,112.931
197.78,208.168111111,191.071333333,155.059333333,176.488166667,195.982083333,152.835412281,164.285833333,156.845166667,187.499833333,138.988,134.8215
198.16,211.864462963,192.372833334,144.915166666,177.966,197.175083333,153.910307018,166.949166667,163.276833333,192.090333333,138.418,143.220333333
198.54,216.072592593,203.459,138.364666666,181.132,206.603916666,158.424298245,169.811333333,172.956,206.9185,138.050333333,140.566
198.92,235.34262963,220.922,152.837,204.609833333,238.297916666,164.053631579,185.461,186.8795,218.794333333,147.163333333,145.744833333
199.30,185.802537037,172.514666667,130.702,169.005666667,195.321583334,142.27445614,146.783666667,145.321666666,179.24,116.666666667,121.6375
199.68,155.202740741,143.650833334,107.672,136.243333333,169.0475,117.209754386,116.137666666,119.841166667,152.910166667,101.322833333,91.0053333331
200.06,157.376888889,148.633833334,113.661166667,136.0655,171.311666667,118.205192982,119.125666667,116.94,165.0275,109.562666667,88.2513333332
200.44,150.980388889,133.333333334,114.2155,129.656833333,159.313916667,104.502008772,109.068666667,115.686166667,160.539333333,102.695833333,89.4608333335
200.82,153.976074074,140.196166667,122.059,136.5195,164.093083333,104.682745614,116.911666666,125.735333333,158.5785,117.402166666,91.4214999998
201.19,144.019314815,125.683166667,116.666833333,130.601333333,156.147666666,91.760219298,106.557333333,112.021833333,143.442666667,91.2566666665,80.8743333335
201.57,161.894648148,148.397333334,134.6155,150.641166667,181.891083334,106.933201755,117.307666667,120.833333333,149.358833334,100.9615,82.6923333335
201.95,218.318222222,189.6395,178.378333333,188.2885,242.567666667,139.378842105,163.513333333,157.657666667,178.378333333,118.919,110.360333333
202.33,231.975277778,216.666666667,209.4445,208.333333333,279.999833333,156.666850877,175.0,174.444666667,190.555666667,134.444333333,106.111166667
202.71,243.518240741,209.722166667,232.638833333,207.639,321.875,184.978008772,177.0835,177.777666667,200.0,129.166666667,117.361166667
203.09,331.25,276.041666667,287.5,248.958333334,411.458333334,246.217105263,212.5,268.75,261.458333334,169.791666667,133.333333334
203.47,289.571111111,256.1405,252.6315,238.5965,350.877083333,235.410868421,201.754333333,264.912333333,242.105333333,164.035166667,141.228
203.85,482.996592592,442.424,460.606333333,412.121333333,568.939416667,419.617315789,327.272833333,443.939333334,395.4545,257.575666667,272.727333333
204.22,307.986111111,309.375,293.75,295.833333333,393.75,297.64254386,198.958333334,325.0,236.458333334,176.041666666,216.666666666
204.60,426.748870371,518.518666667,433.333333333,451.851833333,631.481416666,536.939482456,320.370333334,494.444166666,362.963,294.444333334,314.814666667
204.98,-697.407407409,-830.0,-673.333333332,-746.666666665,-994.999999999,-903.684210528,-480.0,-826.666666669,-613.333333333,-396.666666667,-480.0
205.36,-377.314944444,-461.111,-340.277833333,-383.333166667,-520.833416666,-408.625570176,-313.889,-456.9445,-343.055666666,-269.444666666,-305.5555
205.74,-95.4660925929,-124.712666666,-71.2641666665,-109.195166667,-171.551666667,-102.601350877,-70.6896666669,-139.0805,-93.6781666669,-75.8618333332,-89.6551666668
206.12,-70.888888889,-130.0,-59.3333333335,-124.0,-166.666666667,-101.157894737,-43.3333333335,-130.666666666,-95.3333333335,-62.6666666667,-96.6666666668
206.50,-67.0717592592,-105.208333333,-55.7291666667,-104.166666667,-145.572916667,-82.8399122807,-28.125,-105.729166667,-84.8958333333,-54.6875,-91.1458333332
206.87,-556.944444445,-731.25,-458.333333333,-720.833333331,-796.875,-563.486842106,-331.25,-685.416666667,-633.333333333,-533.333333333,-550.0
207.25,2547.22222222,3400.0,2241.66666666,3500.0,3700.0,2741.22807018,1608.33333333,2808.33333333,3075.0,2458.33333334,2666.66666667
207.63,566.666537037,777.777666667,464.814833333,755.555500001,838.88875,596.686078947,361.111166667,612.963,712.963,555.5555,607.407333333
208.01,391.79887037,539.285666666,320.237833334,577.380833333,591.071166666,394.924807017,290.476166667,445.238,539.285666667,396.4285,461.904666667
208.39,360.416666667,479.166666667,268.75,536.458333334,529.6875,337.554824562,272.916666667,371.875,509.375,365.625,377.083333333
208.77,343.8595,430.701666666,247.368333334,483.333166667,453.508833333,290.120192983,246.491333333,326.315666667,436.842,317.543833334,334.2105
209.14,339.765907407,442.105166666,243.8595,464.912166667,477.631666666,312.742385965,256.140333333,306.1405,435.964833333,323.684333333,352.631666666
209.52,395.601851851,489.583333333,289.583333333,519.791666666,555.208333333,391.885964912,262.5,360.416666666,511.458333334,378.125,426.041666666
209.90,265.409925926,326.785666666,202.381,328.5715,349.999916666,261.685429824,173.214166667,234.523833334,326.190666666,254.762166667,276.785666666
210.28,307.488,371.739166667,254.348166667,400.724666667,417.028916666,300.877043859,179.710166666,271.0145,394.202833333,346.376833333,329.71
210.66,227.513333333,282.737833333,189.880833333,316.071333333,303.571666666,233.082614036,119.642833333,193.452333333,308.333166667,252.381,263.6905
211.03,-1408.64203703,-2016.6665,-1050.0,-2400.0,-2147.22233333,-1416.08192105,-461.111166668,-1016.66666667,-2149.99983333,-1588.889,-2011.11116667
211.41,-4531.48148148,-5933.33333334,-3266.66666666,-7566.66666666,-6541.66666667,-4269.29824561,-1483.33333334,-3200.0,-6666.66666667,-4200.0,-5966.66666666
211.79,-259.375,-372.916666667,-227.083333333,-478.125,-421.875,-229.057017543,-94.7916666669,-194.791666666,-394.791666667,-247.916666667,-361.458333333
212.17,-303.549333333,-458.333166667,-262.500166667,-543.0555,-483.333333334,-246.491280702,-73.611,-199.999833333,-429.166666667,-273.611,-404.166833333
212.55,-325.757518518,-475.7575,-363.636166667,-530.303166666,-514.394,-299.202561403,-106.0605,-230.303,-434.848333333,-278.787833333,-490.909166667
212.92,-167.864851852,-260.784166667,-221.568666667,-288.235333333,-303.431416667,-175.180631579,-23.5295,-121.568666667,-268.627333333,-135.294,-274.509666667
213.30,-261.395925926,-366.6665,-325.641,-421.795166666,-405.12825,-205.128342105,-38.4615,-194.871833333,-383.333333333,-194.872,-366.666666667
213.68,1774.07407408,2433.33333334,1916.66666666,2691.66666666,2504.16666666,1300.43859649,366.666666669,1050.0,2300.0,1150.0,2050.0
214.06,-1535.18518519,-2100.0,-1716.66666667,-2700.0,-2254.16666666,-1048.24561403,-516.666666665,-841.666666666,-1825.0,-641.666666666,-1858.33333334
214.44,720.0,916.666666667,596.666666666,936.666666669,866.666666665,446.842105263,413.333333333,353.333333333,769.999999999,-3.33333333332,653.333333333
214.81,426.543203704,592.5925,325.926166667,461.111166667,479.6295,274.463912281,316.666833333,187.037,451.851833334,-12.9631666667,350.0
215.19,261.111111111,354.166666666,195.833333333,235.416666667,288.541666666,126.315789474,200.0,110.416666667,238.541666667,-15.625,191.666666667
215.57,525.661462963,714.285833333,380.952333334,435.714166666,578.571416666,159.523973684,385.714333333,173.8095,364.2855,-52.3808333333,359.523666666
215.95,1924.07407407,2433.33333334,1225.0,1350.0,1837.5,476.754385963,1400.0,366.666666668,1216.66666667,16.6666666666,858.333333331
216.32,405.0,533.333333333,253.333333333,278.333333334,415.833333333,153.50877193,288.333333334,86.6666666669,270.0,101.666666667,185.0
216.70,284.4135,418.0555,113.889,229.166666667,295.833416666,71.5643421055,172.222333333,20.8335,205.5555,69.4446666666,102.777833333
217.08,372.453703703,629.166666666,83.3333333335,327.083333333,411.458333333,36.73245614,179.166666667,-41.666666667,162.5,164.583333334,156.25
217.46,-271.851851852,-696.666666666,130.0,-220.0,-386.666666667,262.456140351,-26.6666666665,433.333333333,146.666666666,-26.6666666666,-96.6666666665
217.83,-88.5185185183,-306.666666667,100.0,-116.666666667,-165.0,192.192982456,56.6666666665,245.0,106.666666667,-1.66666666665,-80.0
218.21,568.518666667,1283.33333333,-177.777666665,366.666833333,725.000083332,-474.269122805,-166.666666667,-527.777666667,61.111,244.444333333,416.666499999
218.59,367.460111111,661.905,-59.5238333335,266.666833333,425.000083334,-115.288210527,-52.381,-71.4284999999,126.1905,302.381166667,314.285666667
218.97,-266.931259259,-507.142666667,157.143,-316.666666667,-375.000166667,188.095482456,142.857333333,54.7619999999,-45.2383333335,-280.952333334,-180.952333334
219.34,-234.567925926,-412.963166667,48.148166667,-329.629666667,-365.740666667,15.5945789475,22.2221666667,-61.1111666666,-161.111,-322.222166667,-207.4075
219.72,-266.975314815,-652.777666666,97.222333333,-536.111,-473.611,-0.438482456,8.3333333335,-102.777833333,-225.0,-502.777833333,-236.111
220.10,200.0,660.0,-183.333333333,576.666666666,503.333333333,-2.631578947,-170.0,160.0,233.333333334,443.333333333,313.333333333
220.47,-91.9752777775,-391.666666667,250.0,-441.666666667,-338.889,95.46777193,224.999666667,-122.222166667,-122.222333333,-258.3335,-172.222166667
220.85,-134.511574074,-304.545333334,57.5755,-313.6365,-277.27275,-9.8084473685,46.9698333335,-137.878833333,-154.545666667,-213.6365,-190.909166667
221.23,-206.995981482,-418.5185,35.185166667,-459.259166667,-395.3705,-112.18318421,-18.5184999999,-240.740666667,-244.444333333,-248.148166667,-270.370333333
221.61,-145.156722222,-300.000166666,12.8203333333,-347.436,-255.76925,-159.9865,-14.1026666667,-183.333166667,-217.948666667,-162.820666667,-139.743666667
221.98,-37.036925926,-126.389,28.4721666666,-145.139,-89.9305,-63.3770964914,2.0831666667,-65.9721666666,-97.9166666668,-50.0003333333,-6.94466666665
222.36,37.3394444444,-23.4695,48.2993333334,-35.374,-3.40125000002,-2.3986754386,41.1566666666,9.86400000002,-3.74166666665,6.12250000002,45.2381666667
222.74,42.215425926,-21.9135,33.3335,-37.3455,-6.63583333335,-4.6946140351,40.7408333333,19.753,7.716,5.55566666668,43.5186666666
223.11,40.4852222223,-16.6666666667,29.0228333334,-20.6896666667,-7.90216666668,-4.71859649125,41.6668333333,21.5518333333,17.816,6.322,33.6205
223.49,36.6667777778,-13.9395,16.9696666666,-30.303,-5.90924999999,-9.3460964912,40.9093333333,27.273,23.3335,10.606,30.9091666667
223.87,31.5234629629,-30.6818333333,7.1968333333,-46.2121666667,-22.7273333333,-35.8853157895,31.0606666667,31.4395,20.4546666666,-0.378833333333,12.8786666667
224.24,14.8146666667,-51.8516666667,13.4258333333,-78.241,-38.8889166666,-63.0116140351,24.5371666667,40.7408333333,20.3703333334,-17.5925,8.79616666665
224.62,-55.1529629629,-165.2175,-50.7246666665,-193.478333334,-117.391416667,-158.276,-44.9276666666,21.0145,-21.7391666667,-71.7391666667,-48.5508333333
225.00,-48.9814814815,-182.5,-44.1666666668,-211.666666666,-112.916666667,-177.675438596,-45.8333333333,12.5,-10.0,-42.5,-9.16666666668
225.38,-142.255722222,-363.636166667,-106.060666666,-375.7575,-210.606,-292.663657895,-137.878833333,-72.7273333334,-104.5455,-125.7575,-45.4548333333
225.75,552.962962963,863.333333333,379.999999999,986.666666669,566.666666667,725.789473686,586.666666667,343.333333333,363.333333333,413.333333333,256.666666667
226.13,-922.222277777,-1505.5555,-566.666833335,-1816.66683334,-1036.11108333,-1207.31017544,-1072.22216667,-477.777833333,-577.777833335,-905.555666666,-561.111333333
226.51,3677.77777778,4866.66666666,2333.33333333,6416.66666666,3325.0,4280.70175438,4050.0,1966.66666667,2050.0,2800.0,2816.66666666
226.88,-330.864277778,-409.259166667,-181.481333333,-592.5925,-250.926,-338.4015,-359.259166666,-172.222333333,-114.814833333,-190.740666667,-250.0
227.26,-236.026944445,-277.272833333,-107.575833334,-486.363666666,-167.42425,-210.127526316,-222.727166667,-74.2423333335,-84.8485000001,-137.878833333,-142.424166667
227.64,-367.901277778,-464.814833334,-162.962833333,-666.666666666,-272.222083333,-323.879324561,-350.0,-212.962833333,-203.703666667,-305.555833334,-274.074
228.01,-87.301462963,-115.873,7.9366666665,-203.174666667,-50.3968333333,-54.9290526316,-79.3651666666,-29.3649999999,-35.7145000001,-53.1745,-37.3018333334
228.39,8.26853703703,-22.093,29.8451666666,-60.0774999998,15.50375,16.5647105263,2.71333333335,13.1783333334,22.8683333334,-1.93783333333,14.3411666667
228.76,21.2962962963,-2.0835,42.262,-22.9168333333,20.0891666667,17.4341929824,16.6668333333,14.2856666667,16.6668333333,-0.892833333335,10.4168333333
229.14,32.5489259259,21.7648333333,44.5096666667,9.01966666665,28.9215833334,31.0836666666,29.6076666666,33.7255,31.9606666666,19.2155,22.941
229.52,37.6106666667,32.8906666667,45.1328333333,20.2065,30.8259166667,34.5675526316,33.3331666667,41.7405,36.7256666666,25.6635,31.416
229.89,43.9307592593,32.2386666666,44.2821666666,24.5741666667,31.3868333333,37.9626052631,40.5108333333,43.5523333333,38.0778333334,32.1168333334,33.6981666667
230.27,46.5166666666,33.8625,47.3543333333,29.8943333334,33.3994166666,43.6784649123,47.7511666667,45.238,42.857,40.2115,36.7723333334
230.65,46.1596481481,28.6885,46.9945,28.8251666666,25.3414166667,39.5744649123,44.1256666666,42.6228333334,36.612,36.8853333334,32.6503333333
231.02,47.9751481481,28.6603333333,45.1715,30.3736666666,22.6634166667,36.9322368421,43.9253333333,44.704,30.3738333333,35.358,34.112
231.40,44.4644074074,20.9676666667,39.068,27.7778333333,18.638,31.2676842106,36.38,42.8315,24.7313333334,35.4836666667,30.2868333333
231.78,49.9305,32.0873333333,45.3271666667,33.8006666667,21.8848333333,39.3260877193,42.3676666666,48.1306666667,36.9158333334,47.0403333333,39.8751666667
232.15,44.7696851852,34.224,43.3841666667,37.6591666667,25.8905833333,39.5206666667,38.2951666667,44.7836666666,36.005,44.6563333333,37.0226666666
232.53,36.3018518519,32.3528333333,39.093,32.8433333333,20.8335,31.9851315789,27.451,38.9706666666,29.902,44.3626666667,32.4755
232.90,35.1338888889,33.4481666666,34.9423333333,32.6438333334,23.0459166667,32.7889736843,29.5401666667,38.9656666667,33.5633333333,46.6666666667,35.9768333334
233.28,31.640425926,31.9046666667,28.6905,26.9048333333,21.84525,25.3445175438,24.881,33.9285,29.0476666667,42.0238333333,30.3571666667
233.66,34.801537037,32.9761666667,29.5238333333,29.2856666667,23.9285833333,23.7468245614,28.9286666667,36.0711666667,31.6668333333,46.7856666667,32.738
234.03,28.5421666666,26.9841666667,22.4868333333,25.9258333333,15.6085,13.519877193,23.9416666667,27.7776666666,27.381,36.6403333333,26.3228333333
234.41,25.0918888889,25.2251666667,19.5195,22.8226666667,10.2101666667,7.42842982458,23.1233333333,22.2223333334,23.1233333334,33.1833333333,21.6215
234.78,19.3679444445,21.4068333334,13.3028333333,21.7125,12.84425,11.4517280702,20.3365,17.2783333333,23.5473333334,34.4036666667,21.4066666666
235.16,18.5608703703,19.8475,15.3943333333,16.1575,12.7225833333,13.5998859649,19.4656666667,16.412,24.6818333333,34.6055,21.883
235.54,17.6730555556,20.1693333333,17.7536666667,13.0436666667,9.78241666667,14.3973070176,17.1496666666,14.6136666667,26.691,29.5893333333,21.4975
235.91,20.5968518519,22.302,22.6618333333,18.9448333334,16.54675,17.493245614,19.9041666666,17.626,26.4988333333,29.0166666666,23.741
236.29,6.6697037037,6.63866666665,4.66116666665,0.2825,0.635583333335,0.765754385965,6.0735,2.82483333331,13.418,19.0678333334,11.5818333333
236.66,5.86414814816,5.13883333334,0.55533333335,-3.75016666666,0.208166666665,2.45613157894,2.5,-0.27783333333,10.5555,14.1666666667,4.86133333334
237.04,3.31538888887,2.1506666667,-2.28466666669,-7.93016666668,-2.75533333333,-0.339543859645,-5.10750000001,-3.49466666666,8.60216666668,9.94633333333,1.74733333334
237.41,8.91133333331,6.51616666667,4.01,-0.2505,2.381,11.0339912281,0.626666666665,1.87966666667,15.6641666667,13.158,12.0301666667
237.79,11.2225370371,8.27049999998,7.143,-0.6265,4.6365,15.9478508772,2.63166666667,1.50383333333,18.1705,13.158,10.5263333333
238.17,16.4251481482,14.2513333333,16.6663333333,4.34783333333,10.5071666667,25.0509385965,7.12583333335,9.66166666668,20.5315,16.908,15.5795
238.54,9.5219814815,9.92916666665,7.80166666667,-3.78233333333,2.6595,16.4801666667,-3.3095,2.83683333333,13.1205,8.62883333335,9.69283333332
238.92,5.6432962963,12.0496666667,5.9685,-4.84233333335,-1.01358333333,11.5337631579,-3.26583333334,-1.12616666667,7.77033333332,3.829,8.67116666667
239.29,11.9744259259,18.405,9.20249999998,5.82816666665,6.69741666667,18.9806491228,1.32916666667,4.19216666666,9.91816666668,5.62366666667,14.9283333333
239.67,15.3206851852,20.1276666667,10.0181666666,11.4755,12.9328333333,22.8501403509,5.7375,7.65016666669,9.19866666666,11.5663333333,16.7573333334
240.04,15.3463703704,18.2343333334,8.66316666668,10.3136666667,11.675,21.0525263158,7.09583333333,9.57099999999,11.221,8.66333333334,15.5941666667
240.42,18.5343148148,19.7741666667,11.3701666667,13.7711666667,15.5014166666,22.4018333333,13.2061666667,12.2878333333,15.1835,12.0056666667,19.2795
240.79,17.1350925926,16.6026666667,10.5366666667,14.6233333333,15.1341666667,20.0813947369,15.7088333334,11.9411666667,15.4533333333,10.2811666667,19.4765
241.17,16.184,14.643,9.94066666667,12.619,12.1725833334,18.677754386,14.5833333333,9.22616666665,13.5118333333,7.02366666667,17.0236666667
241.54,13.7848703704,12.6473333333,9.3785,11.0396666667,10.3698333333,16.0011929825,14.3086666666,8.46733333335,10.5036666667,6.96666666667,14.3086666666
241.92,11.6202222222,11.0135,6.43283333333,10.234,8.82075000001,12.7398245614,12.768,7.60249999999,6.14033333333,6.384,12.9143333333
242.29,11.2227592593,11.8928333333,6.365,9.88283333335,10.1968333333,12.3313947368,13.4423333333,8.08233333335,6.82566666667,8.70999999998,12.6885
242.67,13.7280555556,13.2431666666,8.99183333334,11.851,12.829,13.7519385964,15.5001666667,9.89466666666,8.38966666665,10.0826666667,14.2965
243.05,15.5785925926,13.3548333334,11.859,12.7493333333,14.52975,15.3565350877,17.4501666667,12.5356666667,10.5058333333,11.8946666667,15.1353333333
243.42,12.8605370371,10.1418333333,10.6028333334,9.50349999998,12.1275,12.2434385965,17.0921666667,10.674,8.36866666666,10.2128333333,12.4468333333
243.80,10.6844074074,7.82233333334,8.4215,7.29400000002,9.12600000001,9.92171929824,15.8208333333,8.63283333333,7.39933333333,7.29383333333,10.5708333333
244.17,11.4914444444,9.03483333333,8.72666666667,7.35800000002,9.73658333334,10.4092807017,16.2216666666,8.82966666667,7.666,9.92466666665,12.3543333333
244.55,10.4928148148,7.971,7.905,6.12633333333,8.20158333333,9.91092105263,15.2503333333,8.36616666667,6.22533333333,8.33349999998,11.1658333333
244.92,11.1284814815,9.23183333334,8.891,6.31966666667,8.56566666667,10.6011140351,15.8301666667,9.60366666665,6.5675,9.91349999998,12.4536666666
245.30,13.5936296296,12.4243333334,11.7631666667,9.44916666665,12.452,13.1335350877,18.292,12.9203333333,9.55933333331,13.3335,15.8953333334
245.67,13.2880740741,12.4623333333,11.3365,8.95900000002,12.1995833333,12.2952807017,16.5916666666,11.8118333333,9.5095,13.5633333333,15.3153333334
246.05,12.8347222222,12.0635,11.0428333333,8.82083333333,11.9726666667,13.1174210527,15.8955,11.7458333333,10.4081666667,13.1973333333,15.4876666667
246.42,12.9768333334,11.8013333333,10.4141666667,9.77233333334,11.6664166667,13.4598596492,15.0518333334,11.5526666666,10.5381666666,13.3126666667,15.942
246.79,12.9738333334,11.6763333333,10.3085,9.98083333333,12.1193333333,13.6000614036,14.759,11.8498333334,10.6166666667,14.1618333333,16.339
247.17,13.2119074074,12.5935,10.4588333333,10.3168333333,12.531,13.8134210526,14.4075,12.0063333333,11.4373333333,14.781,17.0935
247.54,13.7221111111,13.0063333333,10.5096666667,10.3575,12.2469166667,13.7587807018,13.6133333333,11.9601666667,12.0108333333,14.811,17.4931666667
247.92,13.5795740741,13.0745,10.9546666667,10.1616666666,12.3380833333,13.387131579,13.4465,11.7798333334,11.521,14.725,17.5888333333
248.29,12.2475555556,12.3216666667,9.99033333332,9.64149999999,11.5525833333,12.6888859649,12.4961666667,10.7516666666,10.4505,13.3841666667,16.5875
248.67,11.9522037037,12.2673333333,10.2333333333,9.8235,11.6604166667,12.6839736842,11.7156666666,10.6905,10.3596666667,13.6391666666,16.509
249.04,11.6776666666,11.776,10.103,9.99033333335,11.4700833334,12.5964298246,10.843,10.1833333333,10.2155,14.3338333334,16.2646666667
249.42,11.096074074,11.1508333333,9.00566666667,8.88666666667,10.8529166667,12.2843245614,10.0611666667,9.24416666667,9.65283333333,14.3175,15.6963333333
