wavelength,Back_IncOrtm,Belly_IncOrtm,Breast_IncOrtm,Crissum_IncOrtm,Crown_IncOrtm,DorTail_IncOrtm,Patch10_IncOrtm,Patch11_IncOrtm,Rump_IncOrtm,Throat_IncOrtm,WingTip_IncOrtm
314.07,5.00283333334,16.0160833333,9.13716666666,6.06258333333,6.28358333333,4.46283333334,2.3705,22.4511666667,6.50783333333,10.4588333333,6.4005
314.43,4.90725,16.0185,9.15975000001,5.98675,6.25091666666,4.41308333333,2.36141666667,22.4200833333,6.42433333333,10.5001666667,6.40316666667
314.80,4.73833333333,16.0909166667,9.06916666666,5.8915,6.15525,4.26925,2.24316666667,22.4649166667,6.28375,10.4144166667,6.25216666667
315.17,4.59108333333,15.9835,8.88141666667,5.77983333333,5.96083333333,3.99841666667,2.07358333333,22.2485,6.10775,10.2633333334,6.09425
315.54,4.3825,16.0133333333,8.71583333334,5.64183333333,5.68533333334,3.682,1.82,22.25075,5.89158333333,10.2109166667,5.94391666667
315.91,4.32616666666,16.1345,8.92749999999,5.65133333333,5.7295,3.72516666667,1.84666666667,22.444,5.91383333333,10.3980833333,6.02558333333
316.28,4.11816666667,16.0968333333,8.94983333333,5.50891666666,5.62375,3.54308333333,1.78316666667,22.53775,5.82258333333,10.3063333333,5.78133333333
316.64,3.9255,16.0673333333,8.81908333333,5.27075,5.47491666666,3.37483333333,1.54925,22.5659166667,5.67175,10.0578333333,5.4895
317.01,4.0935,16.3575,9.04791666667,5.49341666667,5.54775,3.49833333333,1.72025,22.7495833333,5.75391666666,10.3375833333,5.5785
317.38,4.05375,16.49725,9.16749999999,5.5835,5.53975,3.47108333333,1.71358333333,22.9110833333,5.67266666667,10.3766666667,5.54158333333
317.75,4.08433333333,16.608,9.30916666666,5.6715,5.48475,3.44533333333,1.6915,23.0594166667,5.62016666666,10.4696666667,5.58541666667
318.12,3.982,16.60225,9.31416666667,5.591,5.455,3.27875,1.57225,23.09525,5.47716666667,10.4565833334,5.43133333333
318.49,3.98316666667,16.8160833333,9.39358333334,5.55625,5.39025,3.20875,1.52133333333,23.15775,5.47691666666,10.4595833333,5.33475
318.85,4.04241666666,17.0099166667,9.53675000001,5.56658333333,5.2645,3.11175,1.4515,23.3248333333,5.47541666667,10.4845,5.23475
319.22,4.06408333333,17.2411666667,9.69308333334,5.61033333334,5.25991666667,3.13758333333,1.53475,23.516,5.43116666666,10.59325,5.15441666667
319.59,4.50825,17.7805,10.2411666667,6.14308333333,5.8385,3.62183333334,2.09425,23.8844166667,5.93441666667,10.9561666667,5.59383333333
319.96,4.65766666667,18.0398333333,10.2958333333,6.3765,5.94191666667,3.69241666667,2.19483333334,23.9610833334,6.0555,10.9776666667,5.59458333334
320.32,4.74933333333,18.2384166667,10.4440833333,6.50433333333,5.9995,3.74116666667,2.27916666667,23.9673333334,6.10916666666,11.14575,5.59091666667
320.69,4.89708333333,18.47125,10.5519166667,6.61058333333,6.14508333334,3.76683333333,2.35358333334,24.0406666667,6.22483333333,11.3820833333,5.67391666667
321.06,5.13733333334,18.8038333333,10.83925,6.83316666667,6.39016666667,4.00591666667,2.622,24.3784166667,6.55575,11.691,5.87491666667
321.43,5.37083333333,19.09,11.0689166667,6.99783333332,6.57958333334,4.18841666667,2.83958333333,24.57825,6.8445,11.9825833334,6.05
321.80,5.45366666667,19.449,11.2168333333,7.11474999999,6.82983333333,4.41308333333,2.97525,24.6456666667,7.03791666667,12.1578333333,6.17541666666
322.16,5.35266666667,19.5213333333,11.23425,7.0675,6.77241666667,4.39308333333,2.91383333333,24.6344166667,6.98775,12.1306666667,6.16541666667
322.53,5.4135,19.77125,11.4196666667,7.28133333333,6.91208333333,4.59,3.06458333333,24.6980833333,7.05441666667,12.4295833333,6.26958333334
322.90,5.48658333333,19.91775,11.52725,7.4585,7.1435,4.80083333333,3.26708333333,24.78625,7.12908333333,12.6033333333,6.38991666667
323.27,5.55041666666,20.0938333333,11.69825,7.61483333334,7.21116666667,4.89933333333,3.31625,24.89775,7.27,12.7545833333,6.58941666667
323.63,5.38916666667,20.0914166667,11.67675,7.48733333333,7.02358333333,4.7275,3.09991666667,24.9239166667,7.16416666667,12.709,6.41958333333
324.00,5.30608333333,20.1914166666,11.76225,7.45416666666,6.97991666666,4.70458333334,3.03233333333,25.0248333333,7.14025,12.7949166666,6.34383333334
324.37,5.19733333334,20.247,11.59125,7.33550000001,6.81891666667,4.64075,2.88575,24.9821666667,7.03883333333,12.72225,6.28991666667
324.74,5.18566666667,20.4025833334,11.6620833334,7.47341666666,6.74475,4.63783333333,2.90266666667,25.0735,7.02566666667,12.72925,6.28433333333
325.10,4.95583333333,20.38325,11.5191666666,7.34041666667,6.58141666667,4.39633333333,2.69775,24.9361666667,6.74425,12.5470833333,6.07358333333
325.47,4.95816666667,20.5458333334,11.5468333333,7.41441666666,6.61383333333,4.426,2.71841666667,25.0148333333,6.734,12.58,6.03433333333
325.84,4.87041666667,20.5661666667,11.556,7.39441666667,6.54308333333,4.339,2.655,25.0364166667,6.6215,12.6548333334,5.95183333334
326.21,4.92391666667,20.73775,11.6175833333,7.50758333333,6.50058333334,4.45066666666,2.65541666667,25.15375,6.64141666667,12.715,5.92825
326.57,4.826,20.7226666666,11.5635833333,7.43325,6.33316666666,4.32875,2.53741666666,25.17425,6.51766666666,12.6208333333,5.79175
326.94,4.86,20.9126666667,11.6465833333,7.49925,6.30391666667,4.33016666667,2.47908333333,25.31575,6.57383333334,12.7905833333,5.84983333333
327.31,4.76408333333,20.9405833333,11.5794166666,7.42566666667,6.27208333333,4.27825,2.31416666666,25.3258333333,6.478,12.7715833333,5.69908333333
327.67,4.64816666667,20.8871666667,11.49625,7.3015,6.1535,4.20766666667,2.17133333333,25.25675,6.36008333333,12.7334166667,5.56508333333
328.04,4.51225,20.8189166667,11.3838333333,7.1695,6.0345,4.00325,2.06741666667,25.0969166667,6.22691666667,12.6635,5.436
328.41,4.44275,20.9659166667,11.511,7.23366666667,6.049,3.94491666667,2.0265,25.1815833333,6.17475,12.817,5.41341666667
328.78,4.43916666666,21.0270833333,11.5828333333,7.18391666667,6.05958333333,3.88666666667,1.94708333334,25.2139166667,6.11291666667,12.9655,5.42541666666
329.14,4.35566666666,21.1038333333,11.631,7.12275,5.90916666667,3.8055,1.81516666667,25.2765833333,6.03608333334,13.032,5.303
329.51,4.269,21.1224166667,11.6528333333,7.06275,5.87316666667,3.76758333333,1.70008333334,25.2355,5.9695,13.0565,5.26441666667
329.88,4.27441666667,21.26075,11.7364166666,7.09308333334,5.83433333333,3.66675,1.73225,25.2899166667,5.98541666667,13.0938333334,5.26658333333
330.24,4.45666666667,21.54025,11.9946666667,7.26366666666,6.07016666667,3.71858333333,1.90516666667,25.5378333333,6.14141666667,13.331,5.46716666667
330.61,4.46333333333,21.7188333333,12.0245833333,7.28933333333,6.24383333334,3.69275,1.86108333333,25.7238333333,6.21741666667,13.4694166667,5.47625
330.98,4.47458333333,21.8358333333,12.1658333333,7.3395,6.32983333333,3.70916666666,1.93708333333,25.7994166667,6.222,13.5473333333,5.47483333333
331.34,4.57933333333,22.05275,12.30725,7.43908333334,6.37416666667,3.7295,2.05616666666,25.9404166667,6.26358333333,13.6670833333,5.47983333333
331.71,4.64716666667,22.281,12.4126666667,7.52875000001,6.48108333333,3.77575,2.15741666667,26.0595833333,6.30358333333,13.7790833334,5.53075
332.08,4.58208333333,22.40275,12.42425,7.48308333334,6.41716666667,3.77966666667,2.07908333333,26.0659166667,6.227,13.69825,5.53091666667
332.44,4.62508333333,22.5380833334,12.4570833333,7.49783333332,6.44658333333,3.83258333333,2.02116666667,26.1563333333,6.29291666667,13.6961666667,5.53725
332.81,4.7285,22.8211666667,12.6185833333,7.61508333333,6.55991666667,4.01483333333,2.11933333333,26.2399166667,6.46841666667,13.8366666667,5.63125
333.18,4.72566666667,22.9438333333,12.6616666667,7.65700000001,6.61891666667,4.04358333333,2.10333333333,26.26675,6.463,13.7913333333,5.6265
333.54,4.64916666666,23.0394166667,12.6793333333,7.60358333333,6.53083333333,3.93091666666,2.04091666666,26.2619166667,6.32341666667,13.71825,5.52458333333
333.91,4.48841666666,22.98275,12.6054166667,7.49424999999,6.41925,3.81691666667,1.84841666667,26.2050833333,6.15541666666,13.5756666667,5.37908333333
334.28,4.47691666667,23.0738333333,12.6391666667,7.56333333333,6.48516666667,3.88508333333,1.91241666667,26.1398333333,6.18666666667,13.6404166667,5.44833333333
334.64,4.64758333333,23.30425,12.8515,7.72883333333,6.49325,3.98516666666,2.10041666667,26.1858333333,6.2625,13.758,5.60683333333
335.01,4.67466666666,23.4346666666,12.8786666667,7.77200000001,6.496,4.028,2.10266666666,26.2186666667,6.27466666667,13.7666666667,5.608
335.38,4.64233333333,23.5345,12.9045,7.74008333333,6.49166666667,4.08591666666,2.09958333333,26.284,6.30483333333,13.7701666667,5.68408333333
335.74,4.70766666667,23.5909166666,12.9268333333,7.848,6.48558333333,4.09658333333,2.14225,26.2573333333,6.32591666667,13.84675,5.72516666667
336.11,4.89983333333,23.7820833333,13.1525,8.08741666667,6.67616666667,4.239,2.3155,26.5098333334,6.43791666667,14.10775,5.868
336.47,4.90441666666,23.8419166667,13.2806666667,8.15366666668,6.75141666667,4.31266666666,2.40991666667,26.4994166667,6.40883333334,14.191,5.8665
336.84,4.69566666666,23.70025,13.128,8.08141666666,6.646,4.16916666667,2.30275,26.4591666667,6.24383333334,14.0606666667,5.691
337.21,4.74458333333,23.7325,13.13875,8.1655,6.69791666666,4.17025,2.3685,26.4774166667,6.29533333333,14.1403333333,5.73625
337.57,4.71208333333,23.7768333333,13.1529166667,8.25541666667,6.75183333333,4.21916666667,2.41266666667,26.5073333334,6.37266666667,14.1833333333,5.71775
337.94,4.85533333333,23.9895833333,13.2351666667,8.44849999998,6.85925,4.32425,2.51533333333,26.6458333333,6.58316666666,14.3585,5.77133333333
338.31,4.78775,24.0299166667,13.22925,8.41049999999,6.78058333333,4.21891666667,2.37416666667,26.7293333333,6.55866666667,14.3341666667,5.6965
338.67,4.68533333333,23.95025,13.1896666666,8.33683333335,6.73075,4.1655,2.24925,26.7099166667,6.45383333333,14.2391666667,5.60325
339.04,4.5635,23.9368333333,13.11375,8.24308333332,6.65333333333,4.04275,2.06525,26.7276666667,6.33875,14.19175,5.44866666667
339.40,4.57641666667,24.0261666667,13.1723333333,8.32475000002,6.66891666667,3.995,2.03158333333,26.7971666666,6.27241666667,14.2665833333,5.397
339.77,4.42408333334,24.0494166666,13.1143333333,8.17183333333,6.528,3.89358333334,1.84166666667,26.7846666667,6.12608333333,14.1499166667,5.23733333334
340.14,4.40966666667,24.1725833333,13.12775,8.13908333333,6.49625,3.90066666667,1.81275,26.8154166667,6.15025,14.16275,5.19375
340.50,4.38933333333,24.28025,13.13475,8.10091666668,6.42066666667,3.86716666667,1.75808333333,26.8288333333,6.14158333333,14.18025,5.20641666666
340.87,4.60116666666,24.5465833334,13.3155833333,8.23733333334,6.53566666667,4.003,1.862,27.0008333334,6.31241666667,14.369,5.38358333334
341.23,4.59333333333,24.6509166667,13.3994166667,8.21816666667,6.52508333333,4.02541666667,1.85858333333,27.03975,6.29816666666,14.39275,5.42466666667
341.60,4.643,24.7754166667,13.4699166667,8.20416666668,6.5125,3.99083333333,1.86625,27.12475,6.29475,14.4979166666,5.47058333334
341.96,4.73658333334,24.9055833334,13.6203333333,8.24816666667,6.61791666667,4.07575,2.01366666667,27.20025,6.34966666667,14.608,5.54716666667
342.33,4.78408333333,24.99775,13.67025,8.231,6.6195,4.0415,2.04458333333,27.28675,6.36916666667,14.65375,5.49025
342.70,4.86291666667,25.1489166667,13.772,8.32891666667,6.72908333333,4.10891666667,2.14175,27.38025,6.5365,14.8091666667,5.53725
343.06,5.09116666666,25.3790833333,14.043,8.50716666667,6.87591666666,4.29641666667,2.37633333333,27.518,6.70766666667,14.985,5.72208333333
343.43,5.1285,25.4909166667,14.1396666666,8.56583333335,6.91475,4.3315,2.46625,27.581,6.81316666667,15.1031666667,5.78591666667
343.79,5.28091666667,25.7718333333,14.33725,8.78741666667,7.09783333334,4.48241666667,2.64316666666,27.828,6.98741666667,15.31,5.9655
344.16,5.32483333333,25.8525833333,14.45925,8.88075000001,7.12125,4.54991666667,2.716,27.8333333333,7.02883333333,15.4011666667,6.05691666666
344.52,5.38383333333,25.90375,14.5161666667,8.97158333333,7.15508333333,4.57241666667,2.75566666667,27.9784166667,7.03891666667,15.4945833334,6.03791666667
344.89,5.24,25.8913333333,14.479,8.88108333334,7.047,4.44208333333,2.641,27.9035833333,6.86666666667,15.3815,5.84108333333
345.25,5.20566666666,25.9083333334,14.4505,8.86266666666,6.98383333333,4.36633333333,2.62058333333,27.86775,6.79991666667,15.34875,5.78383333333
345.62,5.213,25.9583333333,14.4420833333,8.89583333333,6.96783333333,4.36066666667,2.63883333333,27.85275,6.76591666667,15.29525,5.77741666667
345.99,5.1475,25.986,14.40925,8.83183333333,6.86508333333,4.2885,2.48616666666,27.8749166667,6.65675,15.2429166667,5.74958333333
346.35,5.05858333334,26.0314166666,14.38425,8.78458333334,6.78216666667,4.24475,2.42058333333,27.755,6.5515,15.1808333333,5.70825
346.72,4.941,26.0509166667,14.3109166666,8.69549999998,6.69558333333,4.13883333333,2.33033333333,27.68125,6.36708333333,15.106,5.59641666667
347.08,4.76383333333,25.9709166667,14.14325,8.566,6.56533333333,3.96158333334,2.13975,27.5306666667,6.19766666667,15.0011666667,5.48491666667
347.45,4.70991666667,26.0093333333,14.1046666667,8.54425000002,6.56441666667,3.90866666667,2.03483333333,27.49975,6.10783333333,14.9203333334,5.44591666667
347.81,4.714,26.0028333333,14.14525,8.52533333334,6.61141666667,3.942,2.064,27.47025,6.15091666667,14.9590833333,5.4605
348.18,4.77716666667,26.1145833333,14.1861666666,8.58966666667,6.68541666667,3.96191666667,2.10958333333,27.5356666667,6.191,14.977,5.46575
348.54,4.71733333333,26.1911666666,14.1766666667,8.61450000002,6.67375,3.91975,2.11883333333,27.4634166667,6.15316666667,14.9303333333,5.48941666666
348.91,4.83216666667,26.34925,14.3501666667,8.73275000001,6.79316666667,4.07325,2.25508333333,27.6371666667,6.28858333333,15.1018333333,5.66866666667
349.27,4.87458333333,26.5081666666,14.4841666667,8.83916666667,6.87116666667,4.19641666667,2.28258333334,27.7373333333,6.3715,15.2626666667,5.70858333334
349.64,4.84283333333,26.53925,14.5109166667,8.82741666667,6.87025,4.19308333334,2.20325,27.7514166667,6.33125,15.30425,5.66241666666
350.00,4.88116666667,26.6551666667,14.6091666667,8.92225,6.91641666667,4.24675,2.26616666667,27.8370833333,6.35808333333,15.3845,5.67875
350.37,4.90258333333,26.7425833333,14.6953333333,9.0315,6.9725,4.283,2.28466666667,27.9535833334,6.39341666666,15.4488333333,5.70425
350.73,4.92308333333,26.9331666667,14.8233333333,9.10374999999,7.0265,4.31875,2.3065,28.108,6.43816666667,15.5228333333,5.78775
351.10,5.02625,27.1089166667,14.9903333333,9.23316666667,7.09933333333,4.37808333333,2.40933333333,28.2653333333,6.54558333333,15.6713333333,5.8515
351.46,5.03941666667,27.2296666667,15.001,9.25741666666,7.08083333333,4.42208333333,2.43591666667,28.26625,6.57675,15.7268333333,5.78791666666
351.83,5.07125,27.384,15.0625833333,9.35649999999,7.08933333333,4.43058333333,2.44208333333,28.3288333333,6.58008333333,15.7699166666,5.80791666667
352.19,5.015,27.515,15.1008333333,9.30775,7.08325,4.37591666667,2.37216666667,28.4179166667,6.56733333333,15.8173333333,5.79108333333
352.55,5.054,27.7054166667,15.15975,9.34274999999,7.12025,4.39358333334,2.39208333334,28.5569166667,6.67041666667,15.9510833333,5.8675
352.92,5.02075,27.7919166666,15.1470833333,9.3525,7.07066666667,4.33475,2.37625,28.533,6.69916666667,15.97475,5.83016666667
353.28,5.06141666667,27.9533333333,15.2119166667,9.35125,7.10133333333,4.346,2.40316666667,28.6001666667,6.72733333334,15.9759166667,5.8835
353.65,5.12491666667,28.1234166667,15.3616666667,9.4235,7.13391666667,4.40125,2.52525,28.7936666667,6.85591666667,16.0965,5.99291666667
354.01,5.16025,28.26325,15.3689166667,9.43499999998,7.19166666667,4.42808333333,2.58791666667,28.8950833333,6.93983333333,16.2040833333,6.00641666667
354.38,5.19175,28.32825,15.3393333333,9.39458333333,7.18883333334,4.42233333333,2.58633333333,28.9055833333,6.91608333333,16.2449166667,5.96391666666
354.74,5.16916666667,28.3690833333,15.2945833333,9.37008333334,7.11958333333,4.41125,2.55091666667,28.8754166667,6.8955,16.2333333333,5.89125
355.11,5.17633333334,28.4530833333,15.2983333333,9.37749999998,7.14208333334,4.45741666667,2.57108333333,28.90675,6.90058333333,16.2303333333,5.88291666667
355.47,5.30516666667,28.6205,15.4736666667,9.48291666667,7.25183333334,4.56166666667,2.69616666667,29.1233333334,7.022,16.3625,5.99758333334
355.83,5.28916666667,28.7009166667,15.5069166666,9.47875,7.2415,4.57566666667,2.6675,29.2055,7.00391666667,16.4095833333,5.967
356.20,5.30516666667,28.7794166667,15.53925,9.52791666666,7.19866666666,4.59791666667,2.67708333333,29.1736666667,6.98233333333,16.4495,5.94066666666
356.56,5.39258333333,28.9474166666,15.7065,9.64916666668,7.28483333333,4.6965,2.75191666667,29.3425,7.04933333334,16.5448333333,5.97883333334
356.93,5.40775,29.0275833333,15.7199166667,9.69033333334,7.327,4.69925,2.76375,29.3773333333,7.04641666667,16.517,6.00708333333
357.29,5.47383333333,29.09475,15.81625,9.79016666666,7.42741666667,4.73375,2.85908333333,29.4945833334,7.11258333333,16.6135,6.08075
357.66,5.49633333333,29.2493333333,15.8246666667,9.86199999999,7.51625,4.79083333333,2.888,29.51625,7.11158333333,16.6675833333,6.08725
358.02,5.47058333334,29.2855,15.8253333333,9.87466666665,7.50025,4.78391666667,2.83791666666,29.4850833333,7.01283333333,16.6335,6.08233333333
358.38,5.49375,29.38425,15.90625,9.92441666666,7.51325,4.84325,2.88791666667,29.5859166667,7.06983333333,16.6911666667,6.136
358.75,5.47616666667,29.42975,15.9416666667,9.93133333333,7.50016666667,4.82858333333,2.88116666667,29.66425,7.05841666667,16.7125,6.14858333333
359.11,5.43783333333,29.458,15.9919166666,9.94441666667,7.47925,4.80525,2.8925,29.6815833333,7.04383333333,16.7359166666,6.1735
359.48,5.42991666667,29.5494166667,16.0501666667,9.97383333333,7.50075,4.80341666667,2.89691666667,29.75475,7.00875,16.7764166667,6.19058333333
359.84,5.40825,29.6594166666,16.0845,9.96158333333,7.48533333333,4.76783333334,2.91875,29.8266666666,6.99883333333,16.7911666666,6.19491666667
360.20,5.4065,29.7214166667,16.112,9.98441666668,7.48975,4.75325,2.93375,29.94175,7.05066666667,16.79375,6.18058333333
360.57,5.31925,29.6475,16.0336666666,9.8995,7.41275,4.68041666666,2.826,29.8468333333,6.973,16.689,6.0815
360.93,5.285,29.6956666666,16.0684166666,9.90783333332,7.369,4.684,2.77875,29.87825,6.93575,16.7316666667,6.05241666666
361.29,5.23783333334,29.7083333333,16.034,9.86783333332,7.31133333333,4.665,2.71783333333,29.8553333333,6.90758333333,16.7201666667,5.98733333334
361.66,5.22083333333,29.7473333333,16.0715833333,9.83916666667,7.26091666667,4.62875,2.66758333334,29.9079166666,6.89,16.72425,5.94383333333
362.02,5.25291666666,29.8326666666,16.14325,9.86658333332,7.28141666667,4.64675,2.71033333333,30.0260833333,6.9395,16.8018333334,5.97766666666
362.39,5.27291666667,29.8966666667,16.1774166667,9.91299999999,7.3085,4.649,2.73491666667,30.0391666667,6.94566666667,16.8409166667,5.97716666667
362.75,5.41283333333,30.0441666666,16.29625,10.04,7.44391666667,4.76283333333,2.86833333333,30.1380833333,7.07175,16.9736666667,6.08925
363.11,5.47941666667,30.162,16.345,10.0930833333,7.51775,4.81241666667,2.89775,30.2313333333,7.14241666667,17.0386666666,6.12983333333
363.48,5.40675,30.1305833333,16.2625,10.02275,7.4155,4.70508333333,2.81325,30.1270833333,7.07983333333,16.9610833333,6.02458333333
363.84,5.38575,30.1300833334,16.2601666667,10.00625,7.37133333333,4.6505,2.77191666667,30.0888333334,7.0505,16.9375833333,5.94833333334
364.20,5.3315,30.1664166667,16.2623333333,9.97233333333,7.36491666666,4.63175,2.73891666667,30.09575,6.97833333333,16.9735833333,5.93775
364.57,5.32625,30.2845833333,16.3018333333,9.96899999998,7.3435,4.59716666667,2.723,30.1278333333,6.975,17.0091666667,5.92466666666
364.93,5.38766666667,30.3816666666,16.3486666667,10.0028333333,7.40475,4.60675,2.77425,30.1909166667,7.00341666667,17.0508333333,5.9645
365.29,5.45658333333,30.5103333334,16.4426666667,10.08075,7.44083333334,4.64333333333,2.81358333333,30.2633333333,7.04975,17.1175833333,6.01708333333
365.66,5.41675,30.5058333333,16.4143333334,10.0699166667,7.40766666666,4.58158333333,2.774,30.1785,7.00858333334,17.1069166667,5.99275
366.02,5.39241666667,30.575,16.4295,10.0875833333,7.42625,4.55533333333,2.7515,30.089,7.02691666667,17.09325,5.97508333333
366.38,5.38291666667,30.7331666666,16.4676666667,10.0905833333,7.43558333333,4.54283333333,2.71583333333,30.1565833333,7.03083333333,17.0980833334,5.97716666667
366.75,5.33225,30.7760833333,16.4605833333,10.0915833333,7.39216666667,4.52425,2.68225,30.1158333334,6.98733333334,17.0308333333,5.91691666667
367.11,5.26258333333,30.85675,16.4541666667,10.0944166667,7.37066666667,4.46216666667,2.67608333333,30.0950833333,6.94408333333,17.0024166667,5.85108333333
367.47,5.28191666667,30.978,16.5223333333,10.1481666667,7.40275,4.4845,2.68158333333,30.1453333333,6.96208333333,17.0121666667,5.9015
367.84,5.318,31.0588333333,16.5533333333,10.2024166667,7.46475,4.52275,2.72716666667,30.15975,6.987,17.0575833333,5.944
368.20,5.39416666666,31.1840833333,16.6389166667,10.2953333333,7.53566666667,4.5495,2.76675,30.2024166667,7.0645,17.1318333333,5.97691666666
368.56,5.421,31.34225,16.7181666666,10.367,7.58883333333,4.60658333333,2.85741666667,30.262,7.11858333333,17.2099166667,5.99875
368.93,5.39275,31.4153333333,16.74975,10.4040833333,7.57108333333,4.58591666666,2.82875,30.3133333334,7.11625,17.2560833333,5.95233333333
369.29,5.34208333333,31.464,16.6716666667,10.3793333333,7.54308333333,4.5555,2.79225,30.293,7.09958333333,17.242,5.90308333334
369.65,5.37175,31.6230833333,16.738,10.3955,7.569,4.56858333333,2.7835,30.4125833333,7.10466666667,17.28675,5.90508333333
370.01,5.36091666667,31.6313333333,16.7598333333,10.4005833333,7.51858333334,4.56341666666,2.77116666667,30.452,7.09316666667,17.2994166666,5.88008333333
370.38,5.37466666667,31.6519166666,16.8418333333,10.436,7.56783333333,4.60866666667,2.81691666667,30.481,7.10916666667,17.39525,5.91516666667
370.74,5.33091666667,31.6881666667,16.8581666667,10.4109166667,7.53566666667,4.53816666667,2.73516666667,30.51975,7.05666666667,17.4473333333,5.89033333333
371.10,5.35291666667,31.7945,16.9375833333,10.4101666667,7.54991666667,4.5675,2.69533333334,30.61325,7.07091666667,17.4983333333,5.88225
371.46,5.37475,31.7963333333,16.9674166667,10.43775,7.58483333333,4.57308333334,2.71125,30.62725,7.08325,17.5648333333,5.871
371.83,5.36333333333,31.8265833334,16.9556666667,10.4396666667,7.52433333333,4.54016666667,2.6665,30.6325,7.07266666667,17.5915833333,5.83566666667
372.19,5.31383333333,31.8195,16.9070833333,10.3973333333,7.45908333333,4.48675,2.60908333334,30.595,7.02266666666,17.5225833333,5.76883333333
372.55,5.33575,31.8635,16.90975,10.3868333333,7.46783333333,4.46583333333,2.58908333334,30.6619166667,7.01325,17.5105,5.77025
372.92,5.3725,31.9925833333,16.961,10.4051666667,7.48508333333,4.47291666667,2.61533333333,30.7305,7.02958333333,17.53875,5.77658333333
373.28,5.42925,32.1483333334,17.0595833333,10.4635,7.53275,4.4945,2.6785,30.8310833333,7.04291666666,17.6240833334,5.82008333333
373.64,5.495,32.2328333334,17.1023333333,10.5406666667,7.59208333334,4.55666666667,2.769,30.84575,7.11825,17.6978333333,5.89191666667
374.00,5.4825,32.34425,17.0780833333,10.529,7.5995,4.51716666667,2.75475,30.8629166667,7.06683333333,17.7023333333,5.88408333333
374.37,5.51425,32.4233333333,17.1048333333,10.5521666667,7.59816666666,4.48866666667,2.76258333333,30.89975,7.10208333333,17.6890833333,5.87925
374.73,5.555,32.542,17.13225,10.5673333333,7.57958333333,4.47283333334,2.77833333333,30.96525,7.13358333333,17.7099166667,5.87291666667
375.09,5.60166666667,32.6175,17.15975,10.61575,7.59316666667,4.5155,2.82425,30.9040833333,7.16266666667,17.7790833333,5.92258333333
375.45,5.534,32.7180833334,17.1615,10.58425,7.54808333333,4.46775,2.78708333333,30.9720833333,7.12658333333,17.797,5.88966666667
375.81,5.53725,32.8725,17.2269166667,10.62075,7.59866666667,4.50591666667,2.79483333333,31.0440833333,7.13425,17.85,5.895
376.18,5.55816666667,33.0165,17.2795833334,10.63425,7.64433333333,4.53216666666,2.84058333334,31.0941666667,7.15933333333,17.9101666667,5.92058333333
376.54,5.58983333333,33.09875,17.3295,10.7103333333,7.65075,4.56075,2.889,31.1218333333,7.18125,17.9633333333,5.96558333333
376.90,5.64966666667,33.1945833333,17.3884166667,10.8005,7.75383333333,4.6315,2.97158333333,31.1746666667,7.24375,18.0368333333,6.03241666667
377.26,5.63858333333,33.1960833334,17.3949166667,10.7875833333,7.75825,4.60933333333,2.9445,31.1631666667,7.23133333333,17.992,6.00391666667
377.63,5.61941666666,33.2360833334,17.3893333333,10.7619166667,7.71958333333,4.58158333333,2.92441666667,31.1903333333,7.19833333334,17.9995833333,5.96416666667
377.99,5.606,33.26175,17.39675,10.7448333333,7.7105,4.58591666667,2.904,31.2095833334,7.20041666667,17.99225,5.92125
378.35,5.56583333333,33.299,17.3708333333,10.7015,7.661,4.49758333334,2.85433333333,31.20225,7.13475,17.9471666667,5.86683333333
378.71,5.56866666667,33.3630833333,17.375,10.7279166667,7.6825,4.50783333334,2.87716666667,31.2091666667,7.12108333334,17.94675,5.86041666667
379.07,5.52466666667,33.42725,17.3931666667,10.7139166667,7.63141666667,4.41491666667,2.82333333333,31.2778333333,7.07091666667,17.9040833333,5.80475
379.44,5.66766666667,33.59325,17.524,10.8413333333,7.73966666667,4.54833333334,2.938,31.38175,7.174,17.9971666666,5.9125
379.80,5.72541666666,33.6880833334,17.5950833333,10.908,7.771,4.57783333333,3.0055,31.4443333333,7.24416666667,18.055,5.96875
380.16,5.71925,33.80425,17.6235,10.9475,7.75291666667,4.577,2.97391666667,31.4870833334,7.21475,18.0580833333,5.95333333334
380.52,5.71975,33.8615,17.6506666667,10.9668333333,7.801,4.575,2.95266666667,31.4740833333,7.18133333333,18.0796666667,5.92575
380.88,5.67875,33.908,17.6604166667,10.9479166667,7.75716666667,4.54608333333,2.89616666666,31.4471666666,7.16341666667,18.0578333334,5.87183333334
381.24,5.65775,34.01625,17.6731666667,10.9659166667,7.73041666667,4.56266666666,2.89408333333,31.4669166667,7.15341666667,18.0816666667,5.85566666667
381.61,5.61208333333,34.1096666666,17.7114166667,11.00375,7.75366666667,4.52516666667,2.84216666667,31.4938333333,7.14033333333,18.0621666667,5.83483333334
381.97,5.6645,34.2341666666,17.8361666667,11.09275,7.79883333333,4.56691666667,2.85766666666,31.5858333334,7.18008333334,18.1249166667,5.88683333333
382.33,5.64958333333,34.3368333334,17.8466666667,11.1479166667,7.79958333333,4.59675,2.85591666667,31.6098333334,7.18975,18.1845833333,5.88366666667
382.69,5.64666666667,34.43775,17.91875,11.1753333333,7.80316666667,4.5975,2.84875,31.6470833333,7.19608333333,18.2215833333,5.88383333333
383.05,5.68358333334,34.558,17.9625,11.21375,7.86558333333,4.65616666667,2.90491666667,31.70575,7.23441666667,18.30275,5.93291666667
