wavelength,Back_IdiBraf,Belly_IdiBraf,Breast_IdiBraf,Crissum_IdiBraf,Crown_IdiBraf,DorTail_IdiBraf,Rump_IdiBraf,Throat_IdiBraf,WingTip_IdiBraf
188.67,217.948666667,185.68375,234.829,253.20525,222.435833333,238.4615,256.196583334,284.187916667,290.384583333
189.05,238.405833333,196.920166667,240.036166667,259.963833333,225.724666667,247.282583333,261.59425,288.768083333,288.76825
189.43,202.5,167.916583333,202.5,216.944583333,181.666666667,206.805666667,216.666666667,239.58325,238.888833333
189.81,301.422833334,234.959416667,290.447166667,308.13,252.642333334,299.999916667,317.886166667,342.276416666,345.325083333
190.19,415.476083334,300.0,399.702333333,426.78575,325.595166667,413.988083333,444.64275,464.881,478.869083333
190.57,547.083333334,386.666666667,550.0,553.75,414.166666667,556.25,600.416666667,600.416666667,655.000000001
190.95,485.0,345.833333333,492.5,483.333333333,343.75,491.666666666,540.833333333,544.166666666,608.75
191.33,351.612916666,263.172,344.085916667,345.699,244.892333333,340.591333334,383.602083333,389.247416667,437.63425
191.71,265.370416666,201.666666666,255.74075,254.25925,186.481416667,248.518583333,283.148,289.999916667,318.518416667
192.09,264.311583333,198.912916667,249.999916667,249.637583333,181.702916667,248.913083333,273.00725,290.760916667,318.115916667
192.47,231.166666667,162.833333333,216.833333333,212.333333333,154.833333333,215.666666666,243.666666667,250.166666666,279.0
192.85,201.249916666,140.000083333,192.083333333,184.583333333,138.611083333,182.083333333,211.527583333,210.416666667,240.138916666
193.23,186.15825,126.412416667,187.429333333,176.977333333,136.440666667,172.033916667,204.096,197.88125,230.084666666
193.61,185.4885,125.431083333,189.224166667,178.735583333,141.235583333,173.275916667,212.068833333,200.0,237.068916667
193.99,186.3095,130.059416667,196.279666666,183.1845,146.577333333,177.678666667,218.60125,209.672666667,248.214083333
194.37,195.535666667,139.5835,202.827583334,186.904666667,163.09525,187.351333334,222.172666667,219.345166667,260.119
194.75,170.465583334,120.588333333,175.24525,171.691,147.916583333,162.745083333,190.931333333,192.892166667,225.367666667
195.13,193.852333334,134.153,202.322416667,199.180416667,168.169333333,186.338833333,218.306083333,217.486333333,253.961666667
195.51,286.904916667,177.380916667,306.666583333,297.619166667,252.619,282.142833333,322.85725,315.952416667,383.809666667
195.89,632.051166667,328.84625,653.205083333,669.871833333,519.230916666,587.179416666,705.128166666,678.20525,882.692333333
196.27,3829.16666667,1791.66666667,3841.66666667,4191.66666667,3062.5,3320.83333333,4362.5,3900.0,5100.0
196.65,-517.777833333,-228.889,-487.77775,-559.444416667,-388.333333333,-413.333333333,-527.777666667,-487.777666667,-637.77775
197.03,-255.333333333,-62.6666666668,-222.666666667,-274.0,-186.666666667,-185.666666667,-247.333333333,-223.0,-302.0
197.40,-171.190583333,-19.7618333333,-131.428583333,-183.571416667,-106.66675,-114.761916667,-162.142833333,-136.904833333,-204.285833333
197.78,-116.3265,-4.25158333334,-78.9115000001,-120.5785,-63.2653333334,-73.12925,-106.97275,-82.8230833333,-133.16325
198.16,-126.041666667,-3.47233333334,-83.5070833334,-123.09025,-65.6249999999,-75.3471666666,-109.02775,-83.8541666666,-130.382083333
198.54,-132.46525,-5.55541666668,-85.2430833333,-128.993083333,-66.6667499999,-76.3889166667,-118.9235,-82.6389166666,-131.944416667
198.92,-102.923916667,3.80108333335,-53.9473333334,-83.7718333334,-42.5439999999,-48.2456666667,-85.6725000002,-50.0000833334,-99.9999166667
199.30,-123.833333333,-2.83333333335,-61.1666666666,-95.1666666668,-54.8333333333,-59.3333333333,-106.833333333,-59.0,-123.833333333
199.68,-152.777833333,-17.0369166667,-79.4443333334,-118.333333333,-72.96275,-82.9631666667,-147.037166667,-86.8518333334,-163.148083333
200.06,-158.503416666,-25.5101666667,-97.9590833333,-125.340083333,-88.6055833333,-100.68025,-157.653166667,-101.870916667,-165.476083333
200.44,-149.5,-16.5,-93.3333333333,-110.166666667,-76.3333333333,-97.6666666668,-149.666666667,-97.0,-169.833333333
200.82,-102.564,-1.41025000003,-55.7692499999,-68.2050000001,-47.0513333332,-67.4359166667,-108.718083333,-63.2051666666,-118.3335
201.19,-114.153416667,-17.328,-56.6138333332,-73.5449999999,-46.1639166668,-73.9418333333,-120.50275,-63.2275,-129.6295
201.57,-135.96475,-32.31,-70.7600833332,-85.6725833333,-57.8948333333,-88.0118333332,-137.134666667,-77.48525,-150.877166667
201.95,-101.877916667,-23.1220833333,-57.3941666667,-58.3332500001,-41.1970833334,-65.3756666667,-96.8310000001,-55.9859166666,-113.262833333
202.33,-102.347583333,-28.0515833333,-62.4414166667,-62.5585833333,-48.5915833333,-67.8402500001,-100.117333333,-60.68075,-116.3145
202.71,-83.0168333335,-15.8229166667,-51.0549166666,-45.4640833333,-36.2870000001,-50.2109999999,-76.1604166667,-50.6328333332,-94.0926666667
203.09,-49.8263333333,4.94799999998,-28.9930833333,-23.264,-13.6284166667,-26.6494166666,-44.5311666667,-29.34025,-60.5903333333
203.47,-25.542,16.6666666667,-11.31425,-4.40375,0.812999999975,-8.12991666667,-17.8184166666,-12.3306666667,-33.9430833333
203.85,-17.47525,20.0871666667,-3.10958333333,3.04741666668,8.02225000003,1.30591666668,-3.35833333335,-2.67424999998,-22.5745833333
204.22,-10.32325,24.8756666667,2.301,9.07958333333,14.0548333333,7.77358333334,3.91800000001,4.41541666666,-18.0348333333
204.60,-6.63141666665,23.7674166667,4.28408333333,11.5610833333,12.8520833333,8.09858333335,5.98591666666,6.98366666667,-12.7935
204.98,-17.8861666667,14.9729166667,-4.74258333335,0.609749999975,6.02966666665,0.94841666665,-1.4905,-3.11658333335,-28.523
205.36,-17.1528333333,20.5556666667,-4.16675,1.66683333332,6.59708333332,1.31933333333,1.45825000001,-5.06925,-26.1804166667
205.74,-16.9871666667,18.718,-5.96158333335,-0.833416666642,4.8716666667,1.66666666664,0.51283333335,-6.34625000001,-22.94875
206.12,-21.0785,19.1175833333,-7.98324999998,-3.29116666666,-0.70033333335,1.75066666667,-5.46216666667,-10.3641666666,-27.3809166667
206.50,-9.08516666667,26.31575,5.07508333333,7.33066666665,10.7143333333,12.1554166667,2.13033333334,1.31599999998,-16.4160833333
206.87,-11.3095,24.60325,2.97633333333,5.55541666665,11.706,10.8465,-2.44716666666,1.32274999999,-21.7593333333
207.25,-26.0144166667,13.3333333333,-9.05808333333,-8.62316666667,0.652166666675,-1.30433333333,-19.2754166667,-9.34783333335,-38.6956666667
207.63,-30.218,12.8504166667,-9.03433333334,-10.9035833334,-2.72574999998,-2.33633333332,-25.7788333334,-9.96883333332,-41.5108333333
208.01,-51.0988333332,0.457916666675,-23.7180833333,-28.4798333333,-17.8571666666,-15.4761666667,-48.7179166667,-27.7471666667,-59.89
208.39,-58.8889166667,-8.24074999997,-23.7036666667,-33.4260000001,-20.0,-18.70375,-55.1851666667,-32.8703333334,-61.5741666667
208.77,-90.63925,-33.904,-48.6301666667,-60.5023333334,-36.3015000001,-33.904,-86.3013333334,-58.4475833334,-96.4611666668
209.14,-63.2291666667,-16.6666666667,-33.0208333333,-35.6250000001,-20.9375000001,-18.5416666667,-65.7291666667,-39.5833333333,-69.5833333334
209.52,-49.5471666668,-16.7571666667,-32.6086666668,-29.0761666667,-18.0252499999,-16.0325833334,-58.7861666667,-34.9636666666,-60.6884166667
209.90,-40.5115,-11.9636666667,-22.77225,-15.67675,-13.3664166666,-12.2935833333,-50.0824166667,-25.99,-50.9901666666
210.28,-30.8996666667,-7.81691666668,-15.413,-8.25958333333,-2.28608333325,-6.34216666668,-37.09425,-17.8465833333,-41.9616666667
210.66,-25.2925,-2.70475,-9.35683333333,3.80124999999,4.2398333334,0.804249999993,-29.386,-9.79525000002,-37.2075833333
211.03,-14.959,6.42091666666,2.59558333334,14.2076666667,12.5681666667,10.5191666667,-19.8770833333,0.204916666658,-22.8825
211.41,-12.6516666666,12.87875,9.09099999997,26.36375,18.40925,13.9393333333,-14.2423333333,5.60608333334,-17.8030833333
211.79,-21.0280833334,4.90633333333,-2.80375,19.2368333333,12.8504166667,4.82866666665,-21.028,-1.63566666668,-25.6229166666
212.17,-7.23141666665,13.77425,4.82091666668,28.1680833333,20.73,14.4628333333,-8.05783333333,7.64466666665,-12.3278333333
212.55,1.75766666665,20.7031666667,8.85408333332,36.263,24.6745833333,20.3775,-0.911416666668,16.1459166667,-5.98966666668
212.92,5.92725,26.8779166667,12.6174166667,38.7321666667,24.3543333333,19.71825,5.34025000001,20.01175,1.64325000002
213.30,10.1425,32.23675,19.46275,43.4759166667,30.8114166667,25.8770833333,12.22575,27.8508333333,7.34650000001
213.68,15.6976666667,38.1299166667,26.4535,46.31775,37.1124166667,30.6685833333,19.91275,33.7695,13.9050833333
214.06,15.2334166667,37.3671666667,27.22925,50.0531666667,40.0744166667,33.5455833333,20.4884166667,34.97875,13.0043333334
214.44,14.9774166667,38.9640833334,28.0404166667,48.7048333333,37.9504166667,33.6710833333,17.5675,35.248,12.6125833334
214.81,13.2629166667,36.3263333333,24.237,43.9553333333,37.2653333333,29.6949166666,14.9061666667,32.6878333333,12.08925
215.19,13.8889166667,33.4444166667,21.8888333333,42.0,36.88875,28.889,15.4444166667,34.0,11.2778333333
215.57,11.4643333333,24.422,16.5704166667,32.659,29.865,22.6398333333,10.4045833333,28.1310833333,8.04433333334
215.95,17.2585,28.9163333333,24.0436666667,37.47725,34.42625,28.82525,14.6175833333,34.0619166667,13.5701666666
216.32,21.1340833333,31.4435833333,26.9759166667,40.20625,35.30925,30.15475,16.8384166667,35.6959166667,17.4829166667
216.70,18.948,32.9608333333,28.352,40.4098333334,35.1024166667,29.93475,15.9684166667,35.4281666667,16.108
217.08,20.3240833333,32.824,31.6203333334,41.1575,37.36125,32.4074166667,17.176,37.3610833333,18.0554166667
217.46,15.90475,29.5711666667,25.5715,36.6190833333,33.5714166666,28.7143333334,14.0951666667,34.9523333333,16.0000833333
217.83,7.96291666668,25.3704166667,18.5185833333,34.3825,27.7160833333,26.2345833334,6.17299999999,32.9628333334,10.9876666667
218.21,10.9375833333,25.6943333333,16.2615833333,30.6714166667,26.0415833333,27.0834166667,6.13424999999,32.69675,12.3840833333
218.59,10.6549166667,26.54775,17.20225,33.6904166667,28.9285833333,30.7143333333,5.53583333333,34.58325,14.34525
218.97,10.6909166667,25.0548333333,16.3376666667,32.182,25.54825,31.9626666667,5.97583333333,32.3465833333,13.2128333333
219.34,8.60383333335,20.99575,13.4739166667,28.03025,18.88525,26.6773333333,2.16466666665,26.29875,7.35933333333
219.72,8.701,23.46825,14.3383333333,33.76225,20.1594166667,31.4950833333,4.84075000001,27.94125,6.00491666667
220.10,0.97216666665,15.486,5.13891666666,27.7084166667,13.8889166667,26.1111666666,-1.31941666667,20.0695,-2.84725
220.47,-8.5585,8.18316666666,0.07508333334,19.29425,8.78383333332,19.8949166666,-7.58258333332,18.5435,-11.6366666667
220.85,-18.6274166667,-5.22891666666,-11.1110833333,10.2943333333,1.71566666667,10.3759166667,-15.441,9.80400000002,-18.9541666667
221.23,-18.1089166667,-6.4905,-15.0640833333,9.0545,-3.125,6.89108333335,-19.7115833333,6.00958333334,-21.9551666667
221.61,-37.1528333333,-24.4791666667,-30.2950833334,-8.33325,-20.7465000001,-11.6320833333,-38.0208333333,-15.9721666667,-43.7499166667
221.98,-23.98225,-16.53925,-18.2569166667,-4.45308333334,-11.4503333333,-8.33324999998,-26.5266666667,-9.35116666665,-32.2519166666
222.36,-36.0431666667,-28.72625,-28.99725,-13.2791666667,-23.6449166667,-22.1544166667,-37.4660833333,-20.6639166666,-44.9863333334
222.74,-47.8290833334,-41.5265,-40.8263333333,-25.1399166667,-34.9438333333,-33.4734166667,-46.2185833333,-31.3725,-57.5630833334
223.11,-55.5302500001,-45.6060833333,-44.5455,-29.7725833333,-42.0455,-39.4696666666,-52.5000833333,-37.0456666668,-64.2424166666
223.49,-49.9283333332,-38.9368333334,-35.7040833333,-25.0719166667,-35.7040833334,-31.39375,-44.6120833333,-31.8965833334,-55.8190833333
223.87,-43.1945000001,-32.9860833334,-31.0416666667,-22.5694166667,-31.0417500001,-25.0000833333,-39.3749166667,-26.25,-49.5138333333
224.24,-30.71425,-21.3095,-18.3928333333,-11.78575,-21.3690833333,-13.4525,-25.238,-15.8929166667,-35.0000833333
224.62,-22.6974166667,-13.1578333333,-13.3225,-3.72808333332,-16.1183333333,-7.40133333332,-19.2435,-13.2675,-29.9890833333
225.00,-11.4925833333,-3.52575000001,-5.54016666665,3.43416666668,-9.89025,8.33333324994e-05,-12.5459166667,-5.90658333333,-21.4286666667
225.38,-15.3809166667,-5.85708333333,-7.23816666665,2.00016666665,-10.8094166667,0.42858333335,-13.6666666667,-9.47633333332,-22.5239166666
225.75,-4.05975,3.16241666667,3.29066666665,10.85475,-1.41024999999,10.2136666666,-4.48708333334,1.02558333334,-9.87183333334
226.13,-5.46441666665,2.73224999998,2.41341666667,10.83775,-3.14216666665,11.1566666667,-6.14758333333,-0.865166666676,-11.0655833333
226.51,1.49666666667,10.2346666667,8.57591666667,15.453,3.96424999998,18.36575,1.09216666666,6.22983333335,-2.18433333333
226.88,6.27575,14.1976666667,12.38,18.6214166667,8.19616666665,20.3704166667,5.52133333332,9.80791666669,3.395
227.26,4.75299999999,12.0680833333,11.2345,16.2654166667,7.22225,17.3149166667,4.66050000002,8.70366666665,3.27158333334
227.64,2.08333333334,9.24999999998,7.86125000002,12.1110833333,4.5555,12.8889166667,2.49999999998,5.77775000001,2.0555
228.01,2.59266666665,9.00458333332,8.31024999999,11.551,5.62508333332,12.15275,2.75458333333,5.78691666667,3.86558333332
228.39,1.39241666669,7.00516666668,6.36241666668,9.04033333332,3.70600000003,9.40441666667,-0.235666666658,3.66316666668,1.43525
228.76,2.76483333335,7.34725000001,7.11525000001,9.76399999999,5.58783333332,10.5375,1.77883333333,5.04650000001,3.53825000001
229.14,1.65566666666,6.43858333334,5.7395,8.53575000001,4.83808333333,9.51074999999,1.17733333333,4.02875,2.88833333334
229.52,1.84433333333,6.89891666667,5.51566666668,7.66741666666,5.00333333334,8.98233333332,1.50275,4.13241666665,2.32233333332
229.89,2.46741666667,7.43466666666,5.22875,7.25491666667,4.99999999999,9.50966666668,1.55233333333,4.62408333334,2.02608333332
230.27,3.45408333333,7.74475000001,5.90133333333,8.07016666667,5.29758333332,9.86666666665,2.40091666667,5.94791666667,2.41641666666
230.65,3.887,7.60733333334,5.868,7.92483333334,5.38433333334,9.73983333334,2.51058333334,5.64133333332,2.22324999999
231.02,3.29391666667,6.92175,4.76625,7.21016666667,4.58416666667,8.51541666667,1.83658333333,4.58400000001,1.76075
231.40,2.30175000001,5.508,1.8255,5.68258333334,3.0635,7.12699999999,0.0317499999925,2.52366666668,-0.238166666658
231.78,3.07525000001,5.109,1.27341666668,6.48149999999,2.84391666667,7.70491666667,-0.066166666675,2.51325000001,-0.512583333343
232.15,1.91083333333,3.69775,-0.796166666676,5.37866666667,1.00849999999,5.99791666666,-1.83999999999,0.15933333334,-3.18458333332
232.53,1.36141666668,3.95516666666,-1.58216666666,5.39008333334,0.699250000008,6.42025000001,-1.49008333333,0.276083333343,-3.03541666667
232.90,-2.39841666668,0.873916666668,-5.00000000001,1.89041666666,-2.80491666666,3.5975,-5.38625,-3.10974999999,-6.95116666668
233.28,-2.92383333332,-0.334166666666,-6.09841666666,0.188083333332,-3.67599999999,4.1145,-6.30733333334,-3.75933333333,-8.20800000001
233.66,-3.87891666666,-1.96083333333,-7.63008333334,-0.724666666667,-5.45608333333,3.58041666667,-7.54466666668,-3.90008333334,-9.12191666666
234.03,-8.56975,-5.71291666666,-11.4475833333,-3.47933333333,-8.91333333332,-0.279333333336,-10.67425,-7.04458333332,-12.2423333333
234.41,-9.28308333333,-6.39025,-13.234,-4.72808333333,-9.28308333333,-1.14416666667,-11.3125833333,-8.39816666667,-13.5363333333
234.78,-11.29725,-7.92516666666,-14.60475,-6.57216666666,-11.4045833333,-3.8015,-12.7148333333,-9.38575,-14.8839166667
235.16,-9.71516666667,-5.15083333333,-12.0184166667,-5.00425,-9.33833333333,-1.96816666668,-10.7203333333,-7.76791666667,-12.7511666667
235.54,-6.61191666667,-1.5455,-7.21841666666,-2.26916666667,-5.92725,1.115,-6.41625,-4.40158333334,-8.84200000001
235.91,-8.04674999999,-0.802666666667,-7.32024999999,-3.55508333333,-6.24975,-0.11474999999,-7.30116666667,-5.23691666666,-9.42275
236.29,-10.8769166667,-2.96116666666,-9.83291666666,-6.1885,-8.59908333334,-1.91733333333,-9.24449999999,-6.90966666668,-10.1935833334
236.66,-11.1659166667,-3.70975,-10.0329166666,-7.0175,-8.79024999999,-3.78283333334,-9.55774999999,-7.34649999999,-10.1424166667
237.04,-10.8263333333,-3.81791666667,-10.2859166666,-7.04316666666,-9.44908333333,-4.16666666667,-9.39683333334,-7.13050000001,-9.65841666669
237.41,-11.6498333333,-3.78791666667,-9.83166666667,-6.66666666668,-9.04058333333,-5.13466666666,-8.48483333333,-6.76783333334,-8.95616666665
237.79,-9.67666666666,-2.41508333333,-7.90141666666,-5.32625,-7.70941666666,-4.63858333333,-6.25399999999,-4.89441666667,-7.27783333333
238.17,-5.96533333333,0.0303333333325,-5.54033333334,-3.77966666666,-5.50991666668,-2.32250000001,-3.94674999999,-3.38491666666,-4.75108333334
238.54,-5.50791666666,0.387250000001,-4.38891666666,-3.57149999999,-4.84791666666,-1.92208333334,-3.16966666667,-2.94050000001,-3.21283333332
238.92,-5.31966666667,0.1945,-4.15275000001,-3.34716666667,-4.11108333333,-1.81941666668,-3.33341666667,-3.16666666668,-3.11116666667
239.29,-5.95983333333,-1.43725,-5.82800000001,-4.28533333333,-5.97316666666,-2.3865,-4.16666666666,-3.53383333334,-4.58849999999
239.67,-5.69333333334,-1.545,-5.81508333334,-3.75925,-5.40158333333,-1.94641666667,-3.99025000001,-3.12658333333,-4.22125000001
240.04,-5.33383333332,-1.97425,-5.29025,-3.1085,-4.76650000001,-1.50541666667,-3.22875,-2.54158333333,-3.37041666667
240.42,-3.05250000001,-0.599250000001,-2.79025,-1.25466666667,-2.5655,0.5055,-1.48883333333,-0.524500000001,-1.32958333333
240.79,-1.94458333334,-0.0414166666673,-1.82075,-0.231749999999,-1.57233333333,2.00258333333,-0.537750000001,0.438500000003,-0.132333333335
241.17,-1.558,0.188333333332,-0.891333333333,0.268083333332,-0.883833333334,2.56525,-0.0653333333333,0.920249999998,0.188416666668
241.54,-0.204500000003,1.195,0.185166666668,1.23341666667,0.0319166666658,3.62983333333,0.683833333334,1.5465,1.32925
241.92,0.543833333333,1.91225,1.06433333333,1.92983333333,0.6025,4.67841666667,1.25158333333,2.041,2.1815
242.29,0.494666666666,1.93525,1.54391666666,2.27233333333,0.7555,4.85975,1.45675,2.43533333333,2.68525
242.67,0.665833333332,2.01833333334,1.68016666667,2.67366666666,0.785583333331,5.03016666667,1.64366666667,2.74658333333,2.85066666667
243.05,1.03591666667,2.67758333333,2.05708333334,3.13316666667,1.13625,5.58066666666,2.35233333333,3.27316666666,3.36325
243.42,0.788916666667,2.38666666667,2.01683333333,3.13125,1.10441666667,5.33516666667,2.37675,3.08683333333,3.358
243.80,0.578666666666,2.0955,1.87183333333,2.92191666667,0.666000000001,5.00775,2.20733333333,2.8685,3.12133333333
244.17,0.720416666667,2.29108333334,1.926,2.89608333333,0.581249999999,5.14408333333,2.291,2.86725,3.17958333333
244.55,0.856250000001,2.421,1.91675,2.99191666667,0.404416666668,5.30825,2.502,2.98233333333,3.04883333334
244.92,0.595166666667,2.28025,1.46975,2.68783333333,-0.0731666666657,4.94975,2.14741666667,2.69683333333,2.674
245.30,1.11441666667,2.79058333333,1.83041666667,3.01791666667,0.355750000001,5.25558333333,2.64483333333,2.95791666667,3.155
245.67,0.922333333333,2.52066666666,1.61825,2.66383333333,0.043666666665,4.73508333333,2.44508333334,2.63991666667,2.803
246.05,0.647249999997,2.08083333334,1.25058333334,2.25616666667,-0.263333333334,4.31091666667,2.14275,2.22675,2.54133333333
246.42,0.242083333332,1.74808333333,0.672333333335,1.83558333333,-0.551416666667,3.8255,1.87241666666,1.6675,2.10091666667
246.79,0.751416666667,2.30033333333,1.16858333333,2.29116666667,0.119750000001,4.46583333333,2.30025,2.02741666667,2.71133333333
247.17,1.23516666667,2.70808333333,1.73666666667,2.7425,0.550333333333,4.94891666667,2.62491666667,2.3585,3.15808333334
247.54,1.68683333334,3.19741666667,2.27416666667,3.00516666667,1.05858333333,5.40675,2.98875,2.832,3.68483333333
247.92,1.71733333333,3.32125,2.28983333333,2.98883333333,1.14491666667,5.49491666667,2.9915,2.92833333333,3.77483333333
248.29,2.23,3.93275,2.832,3.5505,1.67183333333,6.0155,3.57108333333,3.53491666667,4.354
248.67,2.49958333333,4.31558333333,3.06975,3.83383333333,2.00241666667,6.19366666667,3.75866666667,3.7405,4.7715
249.04,2.59433333333,4.36308333333,3.28625,3.88216666667,2.15875,6.31633333333,3.97841666667,3.73508333333,4.91075
249.42,2.27583333333,3.97716666667,2.82783333333,3.55258333333,1.71241666667,6.01208333333,3.67116666667,3.39958333333,4.60266666667
249.79,2.43525,4.20291666667,3.00533333333,3.8785,1.93783333334,6.35925,3.89991666667,3.70883333333,4.93383333333
250.17,2.96466666666,4.71741666667,3.47966666667,4.36108333333,2.495,6.87525,4.44541666667,4.22816666667,5.38808333333
250.54,3.62025,5.20758333333,4.1735,4.97583333333,3.02208333333,7.552,4.98616666667,4.85133333333,6.02341666667
250.92,2.98675,4.64166666667,3.70283333333,4.41158333333,2.29291666667,6.78991666667,4.47833333333,4.22225,5.33166666667
251.29,2.63225,4.34833333334,3.32008333333,4.20133333334,2.06408333333,6.57458333334,4.09325,4.00033333333,5.06341666667
251.66,2.39066666667,4.25666666667,3.14766666667,4.09258333333,1.89025,6.303,3.77216666667,3.85641666667,4.91741666667
252.04,2.87358333333,4.70433333333,3.64525,4.49825,2.42066666666,6.72491666666,4.06566666667,4.17475,5.359
252.41,2.11975,3.78541666667,2.9195,3.7565,1.72825,6.0345,3.23591666666,3.32741666667,4.50208333333
252.79,1.55583333333,3.34,2.62975,3.24291666667,1.22608333333,5.51758333333,2.85383333333,2.90466666667,4.04616666667
253.16,2.113,3.98,3.24175,3.98,1.96875,6.05466666667,3.16516666667,3.5895,4.64183333333
253.54,2.63816666667,4.695,3.75416666667,4.42108333333,2.51825,6.56308333334,3.42908333333,4.07916666667,5.118
253.91,2.47891666667,4.61483333333,3.72275,4.35575,2.44366666667,6.70708333333,3.19533333333,4.03475,4.87008333333
254.28,1.77108333334,4.24158333333,3.26983333333,4.07358333333,1.99825,6.24883333333,2.72025,3.45158333333,4.30983333333
254.66,1.53591666667,4.29783333333,3.01,3.8065,1.7125,6.11058333333,2.466,3.3725,3.91625
255.03,1.90816666667,4.6165,3.35425,4.09466666667,2.06233333333,6.47,2.51458333333,3.82116666666,4.194
255.41,1.92708333334,4.66158333333,3.36466666667,3.92191666667,1.94283333333,6.40625,2.6355,3.95841666667,4.14041666666
255.78,1.78258333334,4.36,3.20558333333,3.74791666667,1.69666666667,6.32525,2.37866666667,3.82841666666,3.71025
256.15,1.20441666667,3.91158333333,2.78325,3.39083333334,1.3455,5.816,2.09416666667,3.43425,3.22266666667
256.53,0.733,3.26108333334,1.95975,2.63983333333,0.722249999998,5.17858333333,1.45,2.7035,2.57575
256.90,0.794083333332,2.93516666666,1.63333333333,2.45783333333,0.537833333335,5.0615,1.37208333333,2.41758333333,2.33708333334
257.28,0.402250000001,2.48333333334,1.08216666667,1.88683333333,-0.0461666666675,4.49033333333,1.16533333333,1.97475,1.84975
257.65,-0.00416666666917,1.89158333333,0.767333333335,1.67408333333,-0.397833333333,4.058,0.873916666669,1.44841666667,1.66175
258.02,0.0816666666668,1.80216666667,0.809083333335,1.59283333333,-0.244833333334,4.10116666667,0.979083333333,1.29491666667,1.96533333334
258.40,0.633999999998,2.20058333334,1.38691666666,1.97483333334,0.332249999999,4.5935,1.46316666667,1.95058333333,2.64866666667
258.77,0.99425,2.43391666667,1.85591666666,2.33591666666,0.723916666669,4.90508333333,1.78966666667,2.27741666667,3.16041666667
259.15,1.46275,2.9135,2.26591666667,2.711,1.22708333333,5.49741666666,2.40241666667,2.76983333333,3.77808333333
259.52,1.65716666667,2.97591666666,2.42216666667,2.91133333333,1.44816666667,5.69566666666,2.57508333333,2.85966666667,3.98458333333
259.89,1.86358333333,3.14016666666,2.54125,3.10575,1.61333333333,5.78816666667,2.80733333333,2.88783333333,4.19891666667
