wavelength,Back_ThlOrnf,Belly_ThlOrnf,Breast_ThlOrnf,Crissum_ThlOrnf,Crown_ThlOrnf,DorTail_ThlOrnf,Rump_ThlOrnf,Throat_ThlOrnf,WingTip_ThlOrnf
372.55,6.04673333333,32.5994,7.78406666666,7.8736,4.97133333333,10.0472,7.0198,11.1882,9.57673333332
372.92,5.94746666667,32.6206,7.71386666666,7.79259999999,4.8832,9.94006666666,6.9084,11.1112,9.46419999999
373.28,5.93193333333,32.6122666667,7.61486666667,7.67586666666,4.8416,9.87686666667,6.86453333334,11.0694666667,9.39353333332
373.64,6.06453333334,32.7494,7.65906666667,7.75179999999,4.93966666667,9.94646666667,6.92826666666,11.1326,9.46426666666
374.00,6.13386666667,32.8758,7.70780000001,7.8472,5.01626666667,10.0038666667,6.98813333333,11.2317333333,9.50400000001
374.37,6.1814,32.9787333333,7.77340000001,7.92926666667,5.09086666667,10.0612666667,7.07926666667,11.3140666667,9.54886666668
374.73,6.09193333333,33.0213333333,7.69646666666,7.86819999999,5.02873333333,9.99039999999,7.07066666667,11.245,9.46786666665
375.09,6.02353333333,33.0259333333,7.6328,7.78859999999,4.9444,9.85346666667,7.05,11.202,9.35686666667
375.45,6.0034,33.1155333333,7.61133333333,7.76060000001,4.89853333333,9.83733333333,7.02613333333,11.1668666667,9.32813333332
375.81,6.0594,33.2122666667,7.68386666667,7.82306666667,4.9544,9.84246666666,7.09286666667,11.2228,9.35193333333
376.18,6.0044,33.2408666667,7.66499999999,7.8186,4.913,9.79940000001,7.10653333333,11.2109333333,9.30073333333
376.54,5.9754,33.2688666667,7.66019999999,7.80406666666,4.8762,9.74733333333,7.133,11.1620666667,9.25773333333
376.90,6.06453333333,33.4042666667,7.75533333333,7.84446666667,4.91993333333,9.86106666667,7.25493333333,11.2041333333,9.3282
377.26,6.10233333333,33.5502,7.83820000001,7.93640000001,4.98326666667,9.91613333333,7.3252,11.2526,9.37613333335
377.63,6.094,33.539,7.85013333333,7.91566666666,4.9968,9.8968,7.3326,11.2604,9.33826666668
377.99,6.0818,33.6482666667,7.83693333334,7.88480000001,4.9848,9.88613333334,7.3418,11.2554,9.36740000001
378.35,6.0606,33.6969333334,7.84100000001,7.86160000001,4.9564,9.81233333333,7.34033333333,11.2316,9.37653333333
378.71,6.10906666667,33.7220666667,7.90959999999,7.89313333333,5.0016,9.79546666665,7.34546666667,11.2857333333,9.38946666666
379.07,6.204,33.8536666667,8.00313333334,7.98953333333,5.0838,9.88693333332,7.4314,11.3455333333,9.41013333333
379.44,6.2008,33.8781333333,8.03639999999,8.01186666666,5.1046,9.93239999999,7.48686666667,11.4218666667,9.4272
379.80,6.25626666667,33.9544666667,8.08393333333,8.0564,5.1314,9.95286666667,7.51573333333,11.4706666667,9.4388
380.16,6.34786666667,34.0890666667,8.17593333333,8.13253333334,5.20073333333,10.0408666667,7.58126666667,11.5417333333,9.49753333333
380.52,6.33293333333,34.1958,8.15373333333,8.09106666667,5.17413333333,10.0420666667,7.5282,11.5369333333,9.45646666665
380.88,6.3212,34.2629333333,8.152,8.11439999999,5.18293333334,9.98253333333,7.5068,11.5610666667,9.45386666668
381.24,6.4044,34.3067333333,8.20420000001,8.16533333333,5.23993333333,10.0101333333,7.55866666667,11.5904,9.4876
381.61,6.43646666667,34.4383333333,8.25426666666,8.21480000001,5.2566,10.0298666667,7.59766666667,11.628,9.53733333332
381.97,6.41086666667,34.4956,8.18833333333,8.18733333333,5.18893333333,9.99313333333,7.582,11.5956,9.42179999999
382.33,6.46573333333,34.622,8.21666666666,8.22773333333,5.2126,10.0510666667,7.619,11.6084,9.44393333334
382.69,6.54133333333,34.8096,8.27826666667,8.2798,5.266,10.1198,7.6812,11.6666666666,9.51099999999
383.05,6.42726666667,34.7839333334,8.15319999999,8.1532,5.1396,10.0050666667,7.5698,11.5592,9.41753333333
383.41,6.49713333333,34.9139333333,8.20033333334,8.21593333334,5.18706666667,10.0487333333,7.60086666667,11.5444,9.48666666667
383.77,6.5286,35.0170666667,8.21966666666,8.20706666667,5.21313333333,10.1048666667,7.62286666667,11.5525333333,9.54400000001
384.14,6.512,35.0882666667,8.21026666666,8.18706666668,5.20546666667,10.1024666667,7.62526666667,11.5400666667,9.54020000001
384.50,6.5756,35.2208666667,8.28859999999,8.28066666666,5.2562,10.1578666667,7.70233333333,11.6296666667,9.62006666666
384.86,6.58046666667,35.3377333333,8.28880000001,8.28326666667,5.26333333333,10.2041333333,7.7332,11.6312666667,9.61099999999
385.22,6.57133333333,35.4495333333,8.30966666666,8.29293333333,5.24466666667,10.218,7.74213333333,11.6763333333,9.62266666667
385.58,6.52333333333,35.4833333333,8.28039999999,8.26799999999,5.1926,10.2073333333,7.70153333333,11.6360666667,9.58653333333
385.94,6.59046666667,35.5859333333,8.39466666667,8.35993333334,5.28686666667,10.2885333333,7.78346666667,11.7344,9.69959999999
386.30,6.56546666667,35.6404666667,8.39199999999,8.35673333334,5.28326666667,10.2796666667,7.77093333333,11.7696,9.69746666668
386.66,6.53013333333,35.664,8.35133333333,8.34073333334,5.2394,10.2398666667,7.75813333333,11.7292666667,9.67086666668
387.03,6.66406666667,35.8432,8.48073333333,8.47,5.37106666667,10.3386,7.876,11.8343333333,9.79959999999
387.39,6.658,35.9470666667,8.47533333333,8.45093333334,5.3518,10.3043333333,7.88366666666,11.8712,9.76606666665
387.75,6.66926666667,36.1072,8.5102,8.53393333334,5.36026666666,10.345,7.9208,11.9148666667,9.75693333333
388.11,6.64946666667,36.1761333333,8.47713333333,8.51206666666,5.32566666667,10.3006,7.8864,11.8923333333,9.72393333334
388.47,6.59786666667,36.2559333333,8.45199999999,8.48606666667,5.28366666667,10.2663333333,7.84026666667,11.8559333333,9.69400000001
388.83,6.57933333333,36.3206,8.45306666667,8.4754,5.27353333333,10.2362,7.81193333333,11.8349333333,9.67780000001
389.19,6.52346666667,36.3968666667,8.3852,8.41793333333,5.22073333333,10.1851333333,7.76186666667,11.7746,9.6034
389.55,6.51526666667,36.5164,8.35226666667,8.411,5.19513333333,10.1560666667,7.74706666667,11.7871333333,9.60286666667
389.91,6.4898,36.6304,8.3162,8.39119999999,5.155,10.1223333333,7.7228,11.7644666667,9.60413333333
390.27,6.49826666667,36.7558666667,8.32720000001,8.39493333334,5.15146666667,10.1098666667,7.72393333333,11.7546,9.5802
390.63,6.50386666667,36.8606666667,8.37200000001,8.41473333333,5.15606666667,10.1216666667,7.72486666666,11.7873333333,9.57766666666
391.00,6.43913333333,36.8314,8.33006666667,8.3732,5.09293333333,10.0810666667,7.67733333333,11.7286666667,9.50259999999
391.36,6.42046666667,36.9045333333,8.32820000001,8.39333333333,5.09513333333,10.0847333333,7.647,11.6984,9.47859999999
391.72,6.45406666667,36.9621333333,8.35720000001,8.42586666666,5.1144,10.0848,7.65673333333,11.7310666667,9.50293333333
392.08,6.46626666667,37.0109333333,8.37919999999,8.44293333334,5.10033333333,10.0834666667,7.6718,11.7394,9.52046666666
392.44,6.5074,37.0545333333,8.39086666667,8.45353333334,5.12873333333,10.1029333333,7.72266666667,11.7511333333,9.53793333335
392.80,6.5718,37.1582,8.43686666666,8.50826666667,5.15986666667,10.1476,7.77153333333,11.8169333333,9.59766666667
393.16,6.62126666667,37.2837333333,8.48986666667,8.56173333333,5.17846666667,10.2038,7.81033333333,11.8601333333,9.66419999999
393.52,6.65106666667,37.3513333333,8.55260000001,8.58473333333,5.201,10.2377333333,7.84666666667,11.8834666667,9.6818
393.88,6.68106666667,37.4094666667,8.59346666666,8.60933333334,5.2322,10.2718666667,7.85813333333,11.9166666667,9.66259999999
394.24,6.69066666667,37.5046666667,8.60619999999,8.61966666667,5.21633333333,10.2823333333,7.86053333333,11.9209333333,9.69486666666
394.60,6.6994,37.5499333334,8.58786666666,8.62066666667,5.2132,10.2784,7.8514,11.9178666667,9.67320000001
394.96,6.68326666667,37.6963333333,8.5826,8.62206666666,5.18593333333,10.2602,7.83266666667,11.9274,9.67619999999
395.32,6.69093333333,37.7426666667,8.58406666667,8.62353333333,5.18353333333,10.2566,7.84833333333,11.9327333333,9.68253333335
395.68,6.64753333333,37.7505333333,8.5484,8.55226666667,5.15933333333,10.2322666667,7.81933333333,11.8856666667,9.63833333333
396.04,6.69586666667,37.8994,8.61606666666,8.61646666666,5.2156,10.3203333333,7.88286666667,11.9385333333,9.68026666667
396.40,6.7274,37.9728666667,8.64393333334,8.64979999999,5.2158,10.3310666667,7.89813333333,11.9596,9.68153333333
396.76,6.7222,38.0138666667,8.62739999999,8.62473333333,5.1982,10.325,7.89046666667,11.9281333333,9.66606666667
397.12,6.73453333333,38.0692,8.66493333334,8.64200000001,5.21973333333,10.3386,7.90233333333,11.9387333333,9.63779999999
397.48,6.75453333333,38.1733333333,8.67233333333,8.65946666667,5.23553333333,10.3175333333,7.9156,11.9451333333,9.63393333334
397.84,6.7568,38.2276,8.65886666667,8.66720000001,5.2292,10.2974666667,7.9328,11.9261333333,9.65453333333
398.20,6.8276,38.358,8.73986666667,8.74500000001,5.29893333333,10.3571333333,8.0252,11.9911333333,9.6874
398.56,6.893,38.4678,8.80799999999,8.80179999999,5.3602,10.4324666667,8.1128,12.0226,9.76866666667
398.92,6.95053333333,38.5112,8.85646666666,8.83613333334,5.40053333333,10.4876,8.15306666667,12.0437333333,9.80086666665
399.28,6.98613333333,38.6301333333,8.91013333333,8.87213333334,5.418,10.5129333333,8.18813333333,12.0996666667,9.83073333333
399.64,6.99713333333,38.7136666667,8.92206666667,8.90253333334,5.396,10.4976,8.19226666667,12.1046,9.83053333333
400.00,6.98046666667,38.7209333334,8.91440000001,8.86660000001,5.36026666667,10.4378,8.185,12.0775333333,9.79119999999
400.36,6.9692,38.7916666667,8.9418,8.86366666667,5.374,10.4370666667,8.18386666667,12.0941333333,9.79673333333
400.72,6.953,38.8614,8.96606666667,8.87919999999,5.37186666667,10.4348,8.19833333333,12.0982666667,9.82653333335
401.08,6.95486666667,38.879,8.9434,8.88359999999,5.36433333333,10.4037333333,8.2034,12.0850666667,9.82853333333
401.44,6.96866666667,38.9501333333,8.96066666667,8.87779999999,5.3412,10.4279333333,8.21493333333,12.0828666667,9.83100000001
401.80,7.01086666667,39.0824,9.03859999999,8.92953333333,5.37633333333,10.4952666667,8.2354,12.1479333333,9.86960000001
402.16,7.0016,39.1672666667,9.02213333334,8.91953333334,5.3576,10.5059333333,8.21653333333,12.1478,9.88306666665
402.52,6.96813333333,39.2549333333,9.00593333333,8.91279999999,5.33453333333,10.4416,8.1776,12.1604,9.83873333333
402.88,6.95093333333,39.3456,9.01033333334,8.92673333333,5.32093333333,10.4203333333,8.18466666667,12.1742,9.84813333335
403.24,6.98373333333,39.3446666667,9.02879999999,8.9352,5.32933333333,10.4116666667,8.21,12.1642666667,9.85726666667
403.60,7.02786666667,39.4676666667,9.08653333334,8.99093333333,5.37233333333,10.4549333333,8.27753333333,12.2245333333,9.93473333334
403.95,7.1406,39.6532666667,9.18013333333,9.11286666666,5.47606666667,10.5686666667,8.37966666667,12.3388,10.042
404.31,7.18166666667,39.7881333333,9.20126666666,9.17533333333,5.52153333333,10.5983333333,8.4204,12.3704666667,10.0754
404.67,7.2304,39.8789333333,9.2084,9.2238,5.53173333333,10.6353333333,8.44786666667,12.4086666667,10.0606
405.03,7.21193333333,39.9262666667,9.18346666667,9.20193333334,5.49186666667,10.6091333333,8.42673333333,12.3874666667,10.035
405.39,7.2122,39.9663333333,9.18066666667,9.23793333334,5.49493333333,10.5966,8.43153333333,12.4169333333,10.0114666667
405.75,7.22793333333,39.9975333333,9.16793333332,9.22806666667,5.47313333333,10.5588,8.43886666667,12.4046,9.99333333333
406.11,7.18806666667,39.9487333333,9.12239999999,9.18193333333,5.41446666667,10.4962,8.40046666667,12.3434666667,9.91786666666
406.47,7.22713333333,40.0081333333,9.16013333333,9.1966,5.4152,10.5484666667,8.45953333333,12.3640666667,9.93586666668
406.83,7.29986666667,40.0970666667,9.20793333334,9.24033333334,5.46193333333,10.5991333333,8.50033333333,12.43,9.96006666667
407.19,7.34866666667,40.2791333333,9.25886666666,9.30066666667,5.49073333333,10.6658,8.538,12.4973333333,10.0017333333
407.55,7.366,40.3092,9.26413333333,9.31326666666,5.50233333333,10.6660666667,8.53506666667,12.5076,9.9652
407.90,7.32313333333,40.2741333333,9.2514,9.27013333334,5.478,10.6280666667,8.4922,12.4686,9.92853333334
408.26,7.3064,40.3298666667,9.25659999999,9.25326666667,5.43853333333,10.6416666667,8.48066666667,12.4751333333,9.91213333333
408.62,7.29166666667,40.4076666667,9.28633333334,9.24086666667,5.41906666667,10.6187333333,8.46406666667,12.4649333333,9.90313333335
408.98,7.34786666667,40.5766666666,9.36819999999,9.30166666666,5.4618,10.6792,8.50193333333,12.5329333333,9.94493333333
409.34,7.34173333333,40.6522666667,9.36013333333,9.28986666666,5.44073333333,10.6814666667,8.4806,12.5188,9.95133333334
409.70,7.29366666667,40.6872,9.34366666667,9.26500000001,5.41266666667,10.6578,8.44273333333,12.4760666667,9.91333333333
410.06,7.31206666667,40.8042,9.37746666667,9.28500000001,5.45113333333,10.6754,8.4584,12.5174666667,9.93446666666
410.42,7.2876,40.8560666667,9.36673333334,9.29193333333,5.444,10.6296666667,8.42553333334,12.502,9.89899999999
410.77,7.2136,40.8586666666,9.32820000001,9.23780000001,5.3762,10.5562,8.3808,12.4300666667,9.83553333333
411.13,7.15866666667,40.9108,9.28406666667,9.20073333334,5.34393333333,10.5008666667,8.3408,12.3907333333,9.78820000001
411.49,7.145,40.9762,9.29606666666,9.1822,5.3228,10.4838666667,8.32893333333,12.3553333333,9.79833333334
411.85,7.16113333333,41.0767333333,9.27959999999,9.18526666666,5.30593333333,10.4712666667,8.3442,12.3716,9.78500000001
412.21,7.13113333333,41.1266666667,9.27759999999,9.16653333334,5.26833333334,10.4054,8.32213333333,12.3534,9.74539999999
412.57,7.14946666667,41.1798,9.28840000001,9.16306666666,5.2768,10.3954666667,8.341,12.3805333333,9.7484
412.92,7.17293333333,41.1966,9.2996,9.17766666666,5.28546666667,10.3951333333,8.37946666667,12.3987333333,9.76746666668
413.28,7.21213333333,41.276,9.34559999999,9.22806666667,5.3454,10.4150666667,8.44486666667,12.418,9.81053333333
413.64,7.25373333333,41.3463333333,9.38433333333,9.25619999999,5.35793333333,10.4378666667,8.48513333333,12.4493333333,9.84799999999
414.00,7.302,41.4499333333,9.44073333333,9.32753333333,5.3848,10.4689333333,8.52866666667,12.4913333333,9.90273333335
414.36,7.3392,41.5284,9.48706666666,9.37573333334,5.4184,10.5446666667,8.58466666667,12.5318666667,9.97906666668
414.72,7.36933333334,41.6239333333,9.52906666666,9.42700000001,5.4502,10.5796,8.6284,12.5680666666,10.0156
415.07,7.393,41.6758666667,9.53106666666,9.45473333334,5.44726666667,10.595,8.6602,12.5785333333,10.0160666667
415.43,7.41046666667,41.8064666667,9.53833333333,9.49413333333,5.44666666667,10.6230666667,8.67966666667,12.6054666667,10.0336
415.79,7.3418,41.8427333333,9.50046666666,9.44653333333,5.37626666667,10.5748,8.60353333333,12.5460666666,9.97726666667
416.15,7.37513333333,41.8326666667,9.51206666667,9.47926666667,5.39213333333,10.628,8.63753333333,12.5415333333,10.0203333333
416.51,7.36273333333,41.8783333334,9.5076,9.49753333334,5.36706666667,10.6342,8.642,12.5158,10.0191333333
416.86,7.39053333333,41.9815333333,9.56173333333,9.55813333334,5.39806666667,10.6686666667,8.69086666667,12.5269333333,10.0478666667
417.22,7.40166666667,42.0598,9.57840000001,9.58060000001,5.3752,10.6983333333,8.707,12.5306666667,10.0599333333
417.58,7.40406666667,42.1316,9.58693333334,9.60380000001,5.36593333333,10.7165333333,8.72546666666,12.5232,10.0423333333
417.94,7.41026666667,42.1343333333,9.60960000001,9.61546666667,5.3526,10.7248666667,8.75026666667,12.511,10.0292
418.29,7.40326666667,42.1318,9.59346666667,9.59173333333,5.3114,10.6962,8.72366666667,12.4634,9.98886666666
418.65,7.41433333333,42.1882,9.6092,9.60806666667,5.30993333333,10.7095333333,8.734,12.4628666667,10.0124
419.01,7.42873333333,42.1774666667,9.62833333334,9.62140000001,5.30946666667,10.7176,8.74586666667,12.4494666667,10.0132
419.37,7.41066666667,42.1686666667,9.63253333334,9.6106,5.28106666667,10.6922,8.73026666667,12.4066666667,9.98806666666
419.73,7.46253333333,42.2532666667,9.68466666667,9.66413333333,5.31406666667,10.7414666667,8.77993333333,12.428,10.0208666667
420.08,7.49286666667,42.3134,9.71260000001,9.70426666667,5.33633333333,10.7464666667,8.79886666667,12.4290666667,10.0251333333
420.44,7.51106666666,42.3510666667,9.72166666666,9.72226666666,5.34613333333,10.7562666666,8.8096,12.4348,10.0194666667
420.80,7.4956,42.3576,9.69673333334,9.70086666667,5.31253333333,10.7321333333,8.77346666667,12.4061333333,9.994
421.16,7.50433333333,42.3974666667,9.70960000001,9.71173333334,5.31793333333,10.7311333333,8.78773333333,12.4048,9.98859999999
421.51,7.51453333333,42.4216666666,9.7176,9.7338,5.3266,10.7294,8.80373333333,12.3992666667,9.99459999999
421.87,7.52246666667,42.4700666667,9.70933333334,9.74180000001,5.32546666667,10.7311333333,8.80413333333,12.3894666667,10.0018666667
422.23,7.53566666667,42.5504,9.7314,9.77686666667,5.3358,10.742,8.82513333333,12.3985333333,10.0114
422.58,7.56013333333,42.5888666667,9.7472,9.80286666667,5.34386666667,10.7490666667,8.84393333333,12.3947333333,9.99753333333
422.94,7.5658,42.6647333333,9.76426666667,9.82039999999,5.34193333333,10.7529333333,8.85273333333,12.3866666667,10.0002
423.30,7.5878,42.7302,9.78706666666,9.85353333333,5.35553333334,10.787,8.882,12.4063333333,10.0172666667
423.66,7.5834,42.7427333334,9.78060000001,9.85346666666,5.34106666667,10.7552666667,8.87353333333,12.3828,10.0054
424.01,7.57553333333,42.8084666667,9.77406666667,9.84906666667,5.31266666667,10.7443333333,8.87246666667,12.3709333333,9.9932
424.37,7.591,42.8727333333,9.79346666667,9.86460000001,5.3172,10.7448,8.88780000001,12.3655333333,10.0008666667
424.73,7.5984,42.9105333333,9.8094,9.87866666666,5.32746666667,10.7442666667,8.90400000001,12.367,9.98600000001
425.08,7.62053333333,42.9318666667,9.83713333334,9.91273333333,5.3474,10.7651333334,8.91386666667,12.3699333334,10.0072666667
425.44,7.64013333333,43.0092,9.86120000001,9.92959999999,5.3516,10.7773333333,8.91766666666,12.3792666667,10.021
425.80,7.649,43.0630666667,9.8774,9.945,5.3592,10.7849333333,8.93266666666,12.3930666667,10.0222
426.16,7.6714,43.1354,9.90093333334,9.96673333333,5.37193333333,10.7992666667,8.95613333333,12.4141333333,10.043
426.51,7.6856,43.2352,9.92266666667,9.9854,5.3676,10.8132,8.96606666666,12.43,10.0565333333
426.87,7.69753333333,43.2772666667,9.93693333332,10.004,5.37866666667,10.8243333333,8.97659999999,12.4364,10.064
427.23,7.72126666667,43.3246666667,9.94166666667,10.0153333333,5.38686666667,10.8186,8.98953333334,12.4487333333,10.0621333333
427.58,7.75093333333,43.3747333333,9.97813333334,10.0662,5.42406666667,10.8572666666,9.03146666667,12.4945333333,10.0862
427.94,7.7732,43.4349333333,10.0091333333,10.0944666667,5.44833333333,10.8816666667,9.04706666667,12.5174666667,10.1027333333
428.30,7.798,43.4984666667,10.0507333333,10.1403333333,5.4666,10.9084666667,9.07133333335,12.5478666667,10.1169333333
428.65,7.84026666667,43.5887333333,10.0810666667,10.1817333333,5.48333333333,10.9426,9.10479999999,12.5845333333,10.1612
429.01,7.8224,43.6311333333,10.0681333333,10.1549333333,5.4426,10.9184,9.0994,12.5760666667,10.1209333333
429.37,7.82733333333,43.6687333333,10.0692,10.1528,5.43553333333,10.9080666667,9.10520000001,12.5816,10.1236666667
429.72,7.82533333333,43.7258,10.0788,10.157,5.42753333333,10.8956,9.10286666668,12.5747333334,10.1109333333
430.08,7.83446666667,43.7546666666,10.1084666667,10.1681333333,5.44766666667,10.9117333333,9.12513333333,12.5846666666,10.1192666667
430.44,7.8742,43.8218,10.1403333333,10.209,5.48693333333,10.9462,9.15753333333,12.6189333333,10.1468666667
430.79,7.89313333333,43.8778,10.1740666667,10.2204,5.47953333333,10.9385333333,9.16940000001,12.6439333333,10.1478
431.15,7.908,43.9426666667,10.1908666667,10.2407333333,5.48293333333,10.9528,9.16879999999,12.6498,10.1476666667
431.50,7.93713333333,44.0603333334,10.2362666667,10.2772666667,5.48913333333,10.9727333333,9.20460000001,12.6871333333,10.164
431.86,7.96193333333,44.1259333333,10.2735333333,10.3104,5.4942,10.9906666667,9.2274,12.7304666667,10.1668666667
432.22,7.97406666666,44.1968666667,10.2914666667,10.3162,5.50653333333,10.9970666666,9.25133333333,12.7422666667,10.2018
432.57,7.95593333334,44.2793333333,10.2938,10.3169333333,5.4922,10.9797333333,9.24166666667,12.7436,10.1952666667
432.93,7.97606666667,44.3356,10.3046666667,10.3384,5.49973333333,10.9843333333,9.25113333334,12.767,10.2029333333
433.29,8.00786666667,44.4188666667,10.3491333333,10.3878,5.5246,11.0185333333,9.29173333333,12.825,10.2214666667
433.64,8.04786666667,44.4642,10.3873333333,10.4107333333,5.5272,11.0388666667,9.31666666667,12.8630666667,10.2444
434.00,8.08766666667,44.5351333333,10.4116,10.4442,5.53766666667,11.0608,9.33313333333,12.909,10.2614
434.35,8.07893333333,44.5607333333,10.4262,10.4438,5.5226,11.0483333333,9.33533333335,12.9187333333,10.256
434.71,8.1104,44.6370666667,10.4508666667,10.4780666667,5.54826666667,11.0782666667,9.36926666666,12.9582,10.2787333333
435.07,8.14586666667,44.6740666667,10.4870666667,10.5086666667,5.574,11.0830666667,9.39893333333,13.0068666667,10.3047333333
435.42,8.13873333333,44.7098,10.4834666667,10.5099333333,5.56926666667,11.0773333333,9.38813333334,13.0107333333,10.3124
435.78,8.1582,44.7553333333,10.5010666667,10.5262,5.5816,11.0708,9.40826666665,13.0321333333,10.3256666667
436.13,8.1672,44.781,10.5162666667,10.5519333333,5.57633333333,11.0688666666,9.40986666667,13.0607333333,10.3157333333
436.49,8.17993333333,44.7838666667,10.5516666667,10.5753333333,5.59513333333,11.0934,9.43806666666,13.0886666667,10.3208
436.84,8.20046666667,44.8268666667,10.5868,10.6034666667,5.61026666667,11.1021333333,9.44893333334,13.1152666666,10.3346
437.20,8.1974,44.8696666667,10.5915333333,10.5984666667,5.5856,11.0853333333,9.43686666668,13.1034,10.3221333333
437.56,8.2194,44.9198666667,10.6232666667,10.6396666667,5.61146666667,11.1183333333,9.46520000001,13.1378666667,10.3326666667
437.91,8.2216,44.9841333333,10.6322666667,10.6624666667,5.60373333333,11.1267333333,9.47239999999,13.1453333333,10.3349333333
438.27,8.244,45.0072666666,10.6502,10.6978,5.6094,11.1438,9.48919999999,13.1619333333,10.3548
438.62,8.23273333333,45.0264,10.6617333333,10.6959333333,5.59506666667,11.1348,9.48573333334,13.1601333333,10.3411333333
438.98,8.24766666667,45.1230666667,10.7046,10.7239333333,5.61173333333,11.1702,9.52093333333,13.1836666667,10.3663333333
439.33,8.29466666667,45.1710666667,10.7332666667,10.7621333333,5.631,11.2058,9.55686666667,13.1992,10.3722666667
439.69,8.32533333333,45.2211333333,10.7638666667,10.798,5.65546666667,11.2432,9.59086666666,13.2206666667,10.4020666667
440.04,8.32806666667,45.2769333333,10.7798,10.8026,5.65773333333,11.2486,9.60213333333,13.2316,10.4003333333
440.40,8.3448,45.3359333333,10.7929333333,10.8259333333,5.6548,11.2574666667,9.60980000001,13.2378,10.4116666667
440.75,8.3814,45.4282666667,10.8463333333,10.8696,5.67933333333,11.2992,9.6488,13.2724666667,10.4408
441.11,8.40913333333,45.4704,10.876,10.9111333333,5.7118,11.3338,9.69000000001,13.2982666667,10.4720666667
441.47,8.43133333333,45.5662666667,10.9058,10.947,5.71766666667,11.3461333333,9.71146666667,13.3056,10.4873333333
441.82,8.416,45.5699333333,10.8953333333,10.9331333333,5.69593333333,11.3111333333,9.69966666668,13.2725333333,10.4589333333
442.18,8.41813333333,45.6325333333,10.9074666667,10.9419333333,5.69126666667,11.2936,9.70339999999,13.2742,10.4448
442.53,8.46993333333,45.6948,10.9504,10.9901333333,5.7124,11.3242666667,9.73626666667,13.2997333334,10.4788666667
442.89,8.49266666667,45.7819333333,10.9696666667,11.0261333333,5.71313333333,11.3334666667,9.74633333333,13.3005333333,10.4943333333
443.24,8.50613333333,45.8509333333,10.9982,11.0449333333,5.72113333333,11.3252,9.76673333333,13.3106666667,10.5168
443.60,8.49006666667,45.8859333334,10.991,11.0432,5.69646666667,11.3048,9.76420000001,13.2785333333,10.5024666667
443.95,8.52653333333,45.9164666667,10.9999333333,11.0762666667,5.70233333333,11.315,9.78866666667,13.2587333333,10.509
444.31,8.54673333333,45.9401333334,11.0188666667,11.0994666667,5.70406666667,11.3239333333,9.81866666665,13.2477333333,10.522
444.66,8.53146666667,45.9475333333,11.0021333333,11.0992666667,5.6822,11.2996666667,9.82506666665,13.2114,10.5102666667
445.02,8.51933333333,45.9456666667,10.9923333333,11.0806666667,5.66026666667,11.2862,9.80380000001,13.1688,10.4903333333
445.37,8.538,45.9818666667,11.0068666667,11.1032666667,5.67193333333,11.3028,9.82533333333,13.1706666666,10.5114666667
445.72,8.56446666667,46.0448,11.0448,11.1388666667,5.68486666667,11.3224666667,9.85059999999,13.1731333333,10.5332
446.08,8.5834,46.0682,11.0600666667,11.1568666667,5.69473333333,11.3339333333,9.87226666666,13.1579333333,10.5447333333
446.43,8.58146666667,46.0988666667,11.0624666667,11.1665333333,5.69453333333,11.3419333333,9.89020000002,13.1380666667,10.5437333333
446.79,8.5614,46.0748666667,11.05,11.1478,5.674,11.3218,9.88600000001,13.1012666667,10.5176
447.14,8.56026666667,46.1056666667,11.0514,11.1527333333,5.6586,11.3215333333,9.87433333333,13.0841333333,10.51
447.50,8.5864,46.1744,11.0821333333,11.1805333333,5.6756,11.3516666667,9.89433333333,13.0963333333,10.5318666667
447.85,8.5852,46.1798,11.0966,11.183,5.678,11.3526666666,9.89386666666,13.0866666667,10.5376666667
448.21,8.58966666667,46.2214,11.1046,11.1894666667,5.6724,11.3496666667,9.89093333333,13.0782666667,10.5356666667
448.56,8.5902,46.2591333333,11.1145333333,11.1994,5.66326666666,11.3445333333,9.8794,13.0592666667,10.5308666667
448.92,8.59726666667,46.3132666666,11.1251333333,11.2178666667,5.6534,11.3434666667,9.89213333332,13.0545333333,10.53
449.27,8.58606666667,46.3328,11.1170666667,11.2174,5.63806666667,11.3357333333,9.87926666667,13.0182,10.5141333333
449.62,8.636,46.3808666667,11.1514,11.245,5.67046666667,11.3693333333,9.91406666666,13.0376,10.5406
449.98,8.65413333333,46.4286666667,11.1706666667,11.2667333333,5.67066666667,11.3934666667,9.92046666667,13.039,10.5421333333
450.33,8.67913333333,46.5028666667,11.1985333333,11.2945333333,5.67906666667,11.409,9.93406666667,13.0527333333,10.5606666667
450.69,8.724,46.5761333333,11.2378,11.3476666667,5.70033333333,11.4378666667,9.97093333333,13.0794666667,10.5887333333
451.04,8.7222,46.5937333333,11.2478666667,11.36,5.68913333333,11.4454666667,9.99366666667,13.0608666667,10.5724
451.40,8.722,46.6513333333,11.2582666667,11.3674666667,5.67326666667,11.4187333333,9.99273333333,13.0474,10.5618
451.75,8.75593333333,46.7628,11.2872,11.4070666667,5.6712,11.4441333333,10.0106666667,13.0552,10.5642666667
452.10,8.78066666667,46.7797333333,11.3191333333,11.4409333333,5.68346666666,11.4672,10.0281333333,13.0595333333,10.5763333333
452.46,8.82673333333,46.8626666667,11.3545333333,11.4839333333,5.71406666667,11.4978,10.0793333333,13.1024666667,10.6088666667
452.81,8.868,46.9065333333,11.4016,11.5286,5.7348,11.5161333333,10.1322,13.1337333333,10.6438
