wavelength,Back_OryAngf,Belly_OryAngf,Breast_OryAngf,Crissum_OryAngf,Crown_OryAngf,DorTail_OryAngf,Rump_OryAngf,Throat_OryAngf,WingTip_OryAngf
186.39,84.0476666667,108.571566667,85.2382,82.3808666667,132.380933333,109.761866667,62.6191333334,154.762,66.7855999999
186.77,66.0606666667,90.7576333333,43.9394666667,73.4848999999,105.7576,101.818133333,17.8787333334,148.787733333,34.2424333333
187.15,60.7843333332,108.6275,37.6470666666,109.6079,127.843133333,127.451133333,9.01959999999,194.51,38.8236
187.53,-146.666666666,600.0,-266.666666666,833.333333334,780.0,760.0,-1286.66666666,1973.33333333,-906.666666667
187.91,87.2727333333,30.9091000001,137.5758,-1.212,43.0304666666,47.8787333334,201.2122,-90.3030000001,164.545466667
188.29,61.3333333333,74.2666666666,89.3333333332,26.1333333333,54.9333333333,59.7333333335,133.066666667,4.79999999999,105.466666667
188.67,40.5263333335,63.1578,62.4560666667,11.4033333333,43.1578666667,54.7367999999,99.2983999999,13.3334666667,76.8420333334
189.05,45.7143999999,64.3453333333,66.9048000001,29.5238333333,46.1903333333,61.1906,85.9523999999,41.6666666667,73.0355666667
189.43,54.8859999999,66.8492,70.3196666667,41.3243,52.5114,68.6757999999,86.3927333334,61.7352,77.1690666667
189.81,60.7406666667,75.3909,74.2386666667,46.0906333333,57.2016666667,73.7447999999,88.4773333334,71.0288666667,82.3455666667
190.19,66.8598666667,83.3334333333,83.5748666666,50.2899,62.1255999999,78.4540666667,98.8405999999,77.8744666665,93.7198
190.57,56.7151333334,70.7729666666,66.0869333334,44.1547333333,48.599,68.6957333333,88.1159333333,64.9274666666,83.5749
190.95,63.0953333334,71.8253333333,62.8571333333,54.8808,53.8889333333,76.3492,86.9048000001,71.9842000001,85.4365333333
191.33,61.9512666666,70.0813,61.138,58.9836666667,54.2275999999,78.9431333332,88.4554,79.5934000001,87.6829333334
191.71,45.8558666666,52.5225,46.7567333333,35.6305333333,33.3333333333,65.5857333334,68.1982666667,67.6574666667,69.9100333334
192.09,32.4674000001,38.1385666667,29.6104,20.2164666667,13.1603333333,45.7142666667,49.0909333333,59.3074,56.5366333333
192.47,19.7485333332,25.5974666667,22.8931333333,1.69816666666,-8.42773333326,37.7358666667,38.9937333333,64.9057333333,51.5095
192.85,-15.2381333333,-19.7619666667,-20.9523333333,-46.5476,-81.9048666664,13.3334,20.2382666667,63.3334666665,24.6428333333
193.23,-1680.0,-2303.33333333,-2233.33333333,-3040.0,-3420.0,-1120.0,-813.333333331,366.666666667,-613.333333332
193.61,240.0,286.333333333,272.0,374.0,420.666666667,198.666666667,168.666666667,41.3333333335,130.333333333
193.99,250.833333333,337.5,300.0,356.25,454.166666667,208.333333333,164.166666667,-32.5,97.0833333332
194.37,-123.333333333,-290.833333333,-280.0,-318.333333333,-465.0,11.6666666667,71.6666666666,541.666666666,185.0
194.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.51,-91.8518666666,-80.3704666667,-30.3702666667,-230.7408,-141.4816,-101.481533333,52.5925999999,277.036933333,50.3704
195.89,286.666666666,-166.666666666,-366.666666667,1043.33333333,460.000000001,520.000000002,-1580.0,-3206.66666667,-1013.33333333
196.27,26.4198,6.91349999994,9.87666666666,55.5556999999,18.2716000001,29.6297333333,-44.6913333334,-110.617133333,-6.17286666672
196.65,34.5455999998,14.3939,27.2727333333,71.8180333333,19.0908666667,41.2121999999,-51.5151333333,-139.394,-6.66676666666
197.03,-34.1666666665,-116.25,-92.5,80.8333333334,-140.0,-17.5,-254.166666667,-521.666666667,-200.0
197.40,51.1110666668,-42.9631333335,-2.9630000002,160.000066667,-58.5184666667,47.4074000001,-137.036933333,-381.4814,-115.5556
197.78,43.3333333334,-10.8333333333,28.3333333334,91.2499999999,-38.3333333333,29.1666666667,-76.6666666665,-214.166666667,-51.25
198.16,84.1666666667,35.6250000001,67.9166666667,130.833333333,6.6666666668,62.0833333333,-41.2500000001,-171.25,-9.7916666668
198.54,-364.444266667,-186.666633333,-384.444333333,-568.889033333,-57.7778000008,-359.999866667,251.111199999,846.666733334,30.0000666654
198.92,-960.000000001,-810.000000001,-1193.33333333,-1660.0,-200.000000001,-633.333333335,326.666666667,2913.33333333,-103.333333333
199.30,166.666599999,165.555566667,167.777866667,257.777933333,83.3333333332,97.7777333332,16.6667333335,-523.333266667,55.0000333333
199.68,238.0952,136.190366667,191.428666667,205.238166667,100.0,62.8571333335,102.8572,-416.1906,69.0476999998
200.06,-497.7778,-306.666633333,-437.7778,-376.666599999,-133.333333333,17.7778666672,-268.888866667,1091.11113333,-117.777866667
200.44,-45.1852,-26.4814000001,-31.4813333333,-24.8146999998,10.3704000001,29.2592666667,-9.99999999986,227.777866667,28.1481666666
200.82,-97.6191333332,-74.2857333333,-61.4284666666,-53.8094666666,-53.8094666666,7.61906666666,-36.1904666666,232.380933333,-7.3809999998
201.19,-14.6666666667,-0.44433333334,-12.0,8.6667,9.7777333334,72.0000000001,25.7778666667,304.444333333,40.0000666668
201.57,22.9166666665,51.0416666668,35.0,60.2083333332,43.7500000001,106.666666667,56.6666666667,349.166666667,74.375
201.95,15.9421333333,34.6379333333,33.3333333333,26.9565,24.6376666666,64.6375333333,28.1160666667,250.724533333,42.1738333333
202.33,-13.7777333334,18.4444,22.6666666667,-33.1112333332,4.00000000008,66.6666666667,16.8888666665,346.6666,-4.4445333334
202.71,208.5714,158.571366666,69.5239333334,293.809633333,150.476133333,-0.9523333332,121.9048,-612.380866667,198.095233333
203.09,192.381,161.9047,104.762066667,343.809666667,133.333333333,5.71440000014,131.4286,-578.095266667,210.476233333
203.47,-1033.33333333,-816.666666666,-373.333333334,-1973.33333333,-306.666666667,360.0,-306.666666666,4033.33333333,-866.666666666
203.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.22,-60.9524666667,-167.1429,-58.0951999999,-295.714366667,34.2856666666,34.2857333334,-76.1904,670.476133333,-146.190466667
204.60,-121.111066667,-214.444366667,-157.777933333,-395.000066667,-35.5557333334,-16.6667333332,-190.000066667,671.111066667,-235.555666667
204.98,-7.08333333334,-46.0416666668,-39.9999999999,-116.666666667,52.4999999999,58.3333333333,-29.5833333333,312.916666667,-42.9166666666
205.36,-44.6375999999,-77.9710000001,-56.2317333333,-104.057966667,11.8841333335,19.9999999999,-43.1883333333,185.217266667,-58.2609333332
205.74,-57.9166666666,-135.0,-117.083333333,-185.208333333,7.5,15.8333333332,-66.2500000001,230.0,-106.041666667
206.12,-228.8888,-423.3334,-366.666666666,-543.889,-7.7778666666,-10.0000666666,-274.4444,505.555666667,-364.999933333
206.50,-20.3509333335,-77.3683666667,-54.0352000001,-109.298233333,61.0527333333,45.9649333333,-57.1929333334,209.473533333,-45.4384666667
206.87,-7.12633333326,-28.3907666667,-28.2757333334,-50.8047333334,55.8621333334,38.8505333334,-33.7930666666,160.459666667,-11.6090999999
207.25,-11.8519333333,-38.7654666667,-29.1358666667,-41.8518666667,45.1853333334,36.0493333332,-40.9877333333,174.567933333,-17.9013666667
207.63,-3.76819999994,-31.1593999999,-22.3187333334,-26.5216,74.4927333334,52.1737333334,-38.5507333334,208.9854,-15.7970666666
208.01,44.4445999999,25.2524,30.7070666667,20.9091666667,103.434266667,72.9294,19.798,179.798,28.5858333333
208.39,56.6666,41.5475333333,62.3808000001,50.4762333333,137.8572,96.6666666667,47.3809333335,212.857066667,40.4761666666
208.77,39.1918000001,10.2021333333,48.4848,40.4041,116.565733333,75.5556,36.7676666667,174.141533334,30.8082333333
209.14,61.7022,45.2482333333,74.6100666667,64.8226666667,119.007066667,77.1631333332,51.3476,155.177133333,57.0921666667
209.52,97.6744000001,80.3875333333,106.0466,94.0309666667,158.1396,104.961333333,76.4341333332,184.186,87.9845333333
209.90,93.2181999999,80.4022666668,110.804733333,100.3449,140.919466667,95.1724666667,75.9770666667,158.735866667,83.0460000001
210.28,81.1428666666,69.4761999999,93.7144666667,87.6667666666,120.285733333,82.3809333334,69.9048000001,135.5238,73.5238666667
210.66,81.5261333333,71.7670333333,89.1567333333,86.2651000001,111.485933333,78.2329333333,70.9235999999,124.4176,70.2007666667
211.03,82.2443333334,69.8679666667,86.1388,83.8615666666,105.016466667,79.4058666667,70.5610000001,108.448866667,68.5478333333
211.41,75.8878666667,65.0779333333,81.7446666667,80.2181333334,100.747733333,72.8349333333,66.4798,98.0061333333,62.1495666667
211.79,72.4732,55.9856666667,76.4874666667,75.9497333333,96.9174666665,65.0897333333,55.4122,97.1327333333,51.3261
212.17,54.9018666667,34.6273666667,56.6276,65.0195999999,81.098,46.8235333333,38.1962,85.098,35.4116333333
212.55,43.0581333333,28.4708333333,43.3026,48.1041,66.2386,39.0216,30.2750666667,64.6482666667,28.1039666667
212.92,40.5866666667,34.0266666667,46.7733333333,48.0533333333,63.84,42.08,35.7866666667,60.64,28.2933333333
213.30,37.1428,31.7856666667,41.7858,50.8332666667,62.9166,39.7023333333,34.9405333333,57.0238,20.8333
213.68,25.9648666667,20.5262666667,30.7769333333,40.7267333333,48.8722,28.6216,24.6617333333,45.7142666666,12.9323333333
214.06,16.5011333333,12.506,21.3712,32.837,39.4325333333,22.4113333333,16.454,36.1703333333,6.4065
214.44,19.4166666667,14.9583333333,23.2916666667,34.7916666667,38.1666666667,25.5833333333,19.0,37.125,8.02083333332
214.81,15.658,10.1753666667,19.649,34.0131333333,35.7455333333,23.7280666667,15.7894666667,33.8596666667,4.75866666667
215.19,13.3830666667,8.68163333335,20.3482666667,35.398,38.1592,24.5273333334,15.8705333333,34.1295333333,1.89056666667
215.57,16.0400666667,12.3808333333,24.1604,38.5213,40.8520666667,28.6716666667,18.2956666667,36.7921333333,5.01253333335
215.95,18.6110666667,17.2686333333,27.0834,36.9677333333,41.8981333333,32.5463333333,21.6204666667,36.4815333333,10.8565666667
216.32,17.6416,18.4353666667,27.7098666667,35.5555666667,39.1384,30.9750666667,19.2290666667,31.7006666667,10.5668666667
216.70,11.3085333333,15.0617666667,25.679,33.6544666667,33.3826666667,25.2346,13.1851333333,30.6667333333,7.65433333334
217.08,5.88233333335,12.2967,21.8488,28.9076666667,30.0839333333,16.7507333333,3.52946666668,26.7226666667,1.03639999998
217.46,4.7768,8.89763333334,23.6744666667,21.6535666667,27.0340666667,11.7585333333,-0.41993333332,24.2520666667,-1.62733333334
217.83,4.66073333334,11.7699,29.1445333333,22.4484666667,27.4336,12.9203333333,-1.23886666668,24.6016666667,-5.28016666667
218.21,9.94046666666,15.8631,38.9286,25.2082333333,32.7976666667,16.1308666667,3.98820000002,29.0475333333,-0.119100000008
218.59,5.84273333333,13.5205666667,40.6740666667,22.8465333333,32.3595333333,6.14226666667,-0.824133333334,24.045,-2.77156666668
218.97,17.0717333333,24.6106333333,43.9251333333,29.5326666667,38.1932,13.8941333333,9.40813333336,33.0842,8.41123333332
219.34,19.5362666667,26.0290666667,39.1303333333,30.6375666667,33.6812,10.7825333333,10.3187333333,34.6086,9.73909999999
219.72,16.8628,22.2689333333,35.4622,23.8653,29.1316666667,8.29113333335,9.91593333333,30.8122666667,8.5154
220.10,24.6875333333,28.0989666667,45.0522,35.9897,36.8750666667,16.1459333333,22.0312666667,39.9999333333,16.9271666667
220.47,32.9928,33.2118,51.8734,43.7468333333,44.5742666667,24.2821333333,29.0996666667,47.6399333333,24.0389666667
220.85,38.0750666667,35.2113333333,54.4602,45.4929666667,46.244,27.9343333333,33.7088666666,49.1078,26.2206333333
221.23,37.7626,29.4520666667,51.2328,43.7214333333,43.9270666667,26.7579333334,31.7350666667,45.251,23.927
221.61,36.5412666667,25.3633333333,48.3208,44.3359333333,40.7016666667,26.0151333333,31.5288,43.5588,22.0550666667
221.98,34.5184,23.7530666667,47.6542666667,40.7654,38.5679333333,24.642,30.3209333333,41.3334,23.8766333333
222.36,30.274,21.3470333333,40.5479333333,36.9634,33.6529333333,21.1415333333,27.58,38.3560666667,20.3653333333
222.74,31.1398666667,20.7957333333,38.9676666667,36.3655333333,33.1612666667,23.914,26.4515333333,37.1612666667,20.9031333333
223.11,25.0118,14.1372666667,36.5958666667,32.0803,27.4704666667,17.8723333333,22.4112666667,31.7730666667,13.1677666667
223.49,18.0336666667,7.00249999999,33.3332,26.4507666667,23.9328,13.2373333333,17.6979333333,23.8846666667,5.92323333333
223.87,15.505,6.41413333333,31.6160666667,26.2374,22.0202666667,10.8585333333,15.5555333333,22.9798,3.40896666666
224.24,9.33333333333,0.426666666674,23.9466666667,20.32,15.5733333333,4.96,8.37333333332,17.4933333334,-2.13333333334
224.62,2.41893333335,-9.85253333333,16.0471333333,11.1797666667,5.30973333333,-4.48373333333,1.47493333333,9.85239999999,-15.3392666667
225.00,-2.76733333333,-17.1069666667,7.98740000001,5.3775,-1.00619999999,-12.0753333333,-5.9748,3.27046666667,-23.2390666667
225.38,4.76199999999,-3.83926666667,14.4047333333,12.5594666667,4.3452,-4.58326666668,0.65473333334,13.6905333333,-11.9642333333
225.75,5.27359999999,2.18923333333,12.6866,10.8954333333,7.11446666667,-1.04473333334,2.38806666665,12.0398666667,-7.16426666668
226.13,1.65446666667,0.121666666659,7.39653333333,5.83956666666,3.11440000001,-5.5474,-1.21653333334,8.41853333333,-11.4843333333
226.51,-3.75653333333,-3.06866666667,0.4762,0.37036666666,-4.76193333333,-11.4814666667,-10.6878666667,-1.16393333333,-19.0210666667
226.88,-2.40746666667,0.0232000000006,3.75,2.43060000001,-2.40740000002,-9.16666666666,-8.33326666666,0.046266666666,-17.963
227.26,-0.901933333334,0.235400000001,3.45086666668,2.47066666667,-1.17639999999,-4.98040000001,-8.66660000001,-0.627266666668,-12.1960666667
227.64,-1.1724,1.64153333333,2.47913333332,-0.050366666666,-2.14400000001,-3.8526,-8.77720000001,0.100466666667,-9.64819999998
228.01,1.57686666667,4.57813333333,5.86440000001,2.42053333333,-0.05526666666,-0.580933333334,-5.78146666667,2.10233333333,-5.72603333332
228.39,2.38093333333,5.7143,4.26193333333,2.1905,-0.618933333326,-0.6904,-5.88093333332,0.666800000001,-3.45236666667
228.76,5.2778,9.69253333333,6.70639999999,5.12906666667,2.63886666667,3.71033333333,-1.36893333333,3.889,2.49996666666
229.14,7.08339999999,12.1738333333,9.529,7.20106666666,4.52893333335,6.52173333333,1.68486666667,5.86946666666,5.20823333334
229.52,10.1010666667,13.4007,11.9362,9.82309999999,7.39059999999,9.94946666667,5.53873333333,7.77786666667,8.4848
229.89,12.6399333333,14.5231333333,14.2632,12.0330666667,10.1813333333,12.3246666667,8.32153333333,10.8906,11.2451333333
230.27,13.9866666667,15.1744,15.5900666667,14.8996666667,12.4720666667,13.8085333333,9.9332,12.9472666667,12.6726666667
230.65,15.1967333333,16.0732,16.7288,16.6666,13.8716666667,15.3486,12.2292,14.0511333333,14.1338333333
231.02,14.4376,15.3554,15.9696,15.2726333333,13.3885333333,14.2719333333,11.3872,12.7952,14.2719666667
231.40,13.9099333333,14.3670666667,14.4867333333,14.5148333333,12.4051333333,13.3332666667,11.3500666667,12.1517333333,13.5373
231.78,15.0527333333,15.2643333333,15.0810666667,16.3212666667,13.2769333333,13.8406,12.3890666667,13.3192,14.6159333333
232.15,15.0915333333,14.2638333333,14.1979333333,15.6409,13.128,13.7875333333,11.8680666667,13.3626666667,14.0879666666
232.53,16.3528,14.4842333333,16.0538,16.3602,14.0358,15.4559333333,14.0957333333,15.3214666667,13.8266
232.90,17.1608666667,15.2784,16.8472,16.3764333333,14.8706,16.3608666667,15.451,15.8588,14.3686666667
233.28,17.5455333333,15.4711,17.1339333333,16.6191333333,15.6136,17.5612666667,16.1204,16.5003333333,15.3601666667
233.66,16.0674666667,14.8540666667,15.6066666667,15.9678333333,15.0077333333,16.6052666667,15.2995333333,15.8062666667,14.0169333333
234.03,13.5803333333,12.5154333333,12.9784,13.2561666667,11.9599333333,14.1049333333,12.5308666667,13.0710666667,10.5169
234.41,12.2247333333,11.0392333333,11.7013333333,10.6005666667,9.65353333333,13.0408,10.6544,10.8390666667,9.4072
234.78,11.857,10.2020333333,11.0026,8.75693333333,8.51600000001,12.3544,10.132,11.2665333333,8.50813333334
235.16,12.4453333333,10.143,11.4222666667,9.42070000001,9.01433333333,13.3484,11.2414666667,12.4304,9.15743333334
235.54,13.7876,12.5421,13.3334,10.9743333333,10.3152,14.9157333333,12.9376666667,14.5934,10.3077
235.91,14.0662,12.4242,13.9534666667,9.94360000001,9.97873333333,14.9541333333,13.0514666666,15.0528,10.5778
236.29,14.3346,13.5374333333,14.4138,11.7392333333,10.7248,15.1251333333,13.6232666667,15.2833333333,11.7457333333
236.66,11.4836,11.1818,12.2799333333,8.95959999999,8.64486666668,12.6654666667,10.6615333333,12.2929333333,9.91010000001
237.04,10.7770666667,10.3194666667,11.4411333333,8.38953333333,7.73180000001,11.3784,9.49873333333,11.2029333333,8.82823333335
237.41,11.3802666667,10.6209,11.4166666667,8.75213333333,8.36646666667,11.8746666667,9.19846666665,11.501,8.80046666666
237.79,11.9927333333,10.7125,11.4492,7.89856666667,7.93479999999,11.7391333334,8.62333333333,11.5578,8.32716666666
238.17,12.8104666667,10.9803666667,11.8478666667,8.28886666667,8.3898,12.3350666667,8.9484,11.6339333333,9.24536666667
238.54,13.8888666667,11.5611333333,11.9,9.36106666666,9.51099999998,12.6333333333,9.73326666665,11.9776,10.0112
238.92,14.3322666667,12.2080666667,12.7025333333,10.0894,10.5259333333,13.4701333333,9.98953333332,11.8928,11.2987
239.29,12.4437333333,10.9395333333,10.8345333333,8.9054,8.63566666667,12.0938666667,8.04593333335,10.255,9.58513333334
239.67,11.9742,10.4728,10.4866666667,8.53066666667,8.45733333333,11.9284666667,7.59426666667,9.12753333332,9.73366666666
240.04,11.7955333333,10.6774666667,10.5569333333,9.09816666667,9.06059999999,12.4771333333,7.94686666667,8.83633333332,10.5236333333
240.42,11.5391333333,10.3341,10.2253333333,8.81756666667,9.14433333334,12.7551333333,8.21326666667,8.53593333333,10.5406333333
240.79,12.1522666666,10.9710666667,10.8660666667,9.7342,10.0918666667,13.5498666667,9.33726666666,9.58019999999,11.7127333333
241.17,11.5972666667,10.6554333333,10.7175333333,9.30923333334,10.0738,13.6995333333,9.55413333334,9.82599999999,12.0400666667
241.54,9.74466666667,9.11233333333,9.37793333333,8.31453333333,8.5008,12.0628666667,8.37313333333,7.99593333333,10.9118
241.92,8.36873333334,7.74013333333,8.04586666667,7.173,7.22433333333,11.0736,7.32706666666,6.52486666667,10.1346333333
242.29,7.59046666667,7.18543333333,7.24913333333,6.40496666667,6.37540000001,10.3072,6.72126666667,5.93413333333,9.73376666665
242.67,7.45073333333,7.24496666667,7.28186666667,6.3159,6.20746666667,10.3530666667,7.01313333332,6.13813333333,9.79630000001
243.05,7.53113333334,7.21376666667,7.1846,6.33876666667,6.16953333334,10.4134666667,7.1346,6.345,9.67206666668
243.42,7.90019999999,7.66473333333,7.67706666667,6.70113333333,6.69506666666,10.7283333333,7.52686666667,6.6788,10.0811666667
243.80,7.81286666668,7.6452,7.61326666667,6.57076666667,6.7386,10.7768666667,7.56540000001,6.60666666667,10.0580333333
244.17,7.5218,7.24986666667,7.12373333334,6.10906666667,6.30033333333,10.3586666667,7.21426666667,6.02846666667,9.5567
244.55,7.89013333333,7.4855,7.46426666667,6.43636666667,6.50793333333,10.6236,7.5146,6.53906666667,10.0908333333
244.92,7.67886666667,7.31,6.94506666667,6.26606666667,6.106,10.3348,7.02406666667,6.15106666667,9.81756666667
245.30,7.429,7.0598,6.4416,6.4137,5.83846666667,10.1801333333,6.67013333333,5.79006666667,9.51496666666
245.67,7.82453333333,7.4226,6.50706666667,6.39733333333,6.28073333333,10.5900666667,6.8708,6.22326666667,9.99513333333
246.05,7.8342,7.5696,6.66106666667,6.57273333333,6.61473333333,10.666,7.1434,6.3892,10.1589666667
246.42,7.82266666667,7.60623333333,6.5662,6.784,6.77233333333,10.6227333333,7.15226666667,6.42386666667,10.0688333333
246.79,7.35613333334,7.3004,6.12046666667,6.28783333333,6.36313333333,10.3205333333,6.65693333333,6.08393333333,9.72193333334
247.17,7.00753333333,6.99943333333,5.84846666666,6.01463333333,6.07146666667,10.0568,6.31673333333,5.74866666667,9.54106666667
247.54,6.91173333333,6.9596,5.7292,5.9754,5.90273333333,9.96753333333,6.32593333333,5.73773333333,9.61253333333
247.92,6.95486666666,6.9222,5.62306666667,5.99663333333,5.84606666667,9.89353333333,6.3132,5.78726666667,9.61910000001
248.29,6.71679999999,6.66773333333,5.4038,5.82996666667,5.55386666667,9.70706666667,6.04346666667,5.66426666667,9.40393333333
248.67,6.7168,6.68536666667,5.36013333333,5.5679,5.41013333333,9.66400000001,5.9298,5.5418,9.34156666667
249.04,6.62593333333,6.6678,5.28086666667,5.384,5.28733333333,9.7068,5.87386666667,5.5538,9.21456666667
249.42,6.58253333333,6.62906666667,5.27086666667,5.0774,5.26426666667,9.66986666666,5.70813333333,5.48953333333,9.08923333333
249.79,6.68126666667,6.748,5.44633333333,5.10896666667,5.2062,9.68213333333,5.6962,5.4682,8.95676666667
250.17,6.841,6.90596666667,5.53506666667,5.30906666667,5.14506666666,9.70473333333,5.5872,5.60526666667,9.07256666667
250.54,7.045,7.08863333333,5.89573333334,5.44293333333,5.26473333333,10.0868666667,5.8032,5.85933333333,9.46873333334
250.92,6.9706,6.9015,5.85146666667,5.5732,5.21966666667,10.0242,5.72213333334,5.63186666667,9.38029999999
251.29,6.60353333334,6.6587,5.5496,5.31403333333,5.03713333333,9.63453333333,5.32513333333,5.16053333333,9.04923333334
251.66,6.73153333334,6.8563,5.8466,5.55336666667,5.34433333333,9.83306666668,5.4514,5.3086,9.1232
252.04,5.88346666667,6.13626666667,5.1306,4.77563333333,4.66193333333,9.17673333332,4.65186666667,4.48793333333,8.31146666667
252.41,5.6376,5.94513333334,4.81913333333,4.4505,4.65606666667,8.96926666666,4.47273333333,4.1706,8.20693333334
252.79,4.94693333333,5.25373333333,4.212,4.0456,4.17393333333,8.17793333333,3.9104,3.57413333333,7.52099999999
253.16,4.70653333333,5.13106666667,4.06693333333,4.1981,4.13346666667,7.92806666667,3.96233333333,3.30886666667,7.46506666667
253.54,4.7036,5.22786666667,3.9892,4.6914,4.08806666667,7.8628,4.10546666667,3.37726666667,7.55323333333
253.91,4.914,5.18286666667,4.14686666667,5.04316666667,4.3082,7.92846666667,4.4266,3.5986,7.64506666667
254.28,5.12686666667,5.2457,4.27753333333,5.46466666667,4.6818,8.1804,4.7264,3.93246666666,7.80366666666
254.66,5.21139999999,5.387,4.28113333333,5.84246666667,4.99893333333,8.26866666666,4.7442,4.0068,7.76286666666
255.03,5.58100000001,6.01736666667,4.8894,6.33086666667,5.58506666667,8.70533333334,5.1588,4.423,8.3052
255.41,6.28686666666,6.6977,5.58913333333,7.0755,6.02673333334,9.46133333333,5.87406666667,5.22606666667,8.75143333334
255.78,5.62186666667,5.90666666667,4.8812,6.45033333333,5.26653333333,8.7562,4.88973333333,4.58586666667,8.00043333333
256.15,6.27693333333,6.44223333333,5.917,7.22356666667,5.81533333333,9.39439999999,5.41293333333,5.4088,8.70183333333
256.53,6.94466666666,7.23693333333,6.96106666667,8.1666,6.47866666667,10.1328666667,6.25373333333,6.5442,9.54423333332
256.90,7.04053333333,7.39703333333,7.15853333333,8.3068,6.8192,10.3472,6.44933333334,6.7924,9.69100000001
257.28,6.89506666667,7.16506666667,7.18926666667,7.84,6.71513333334,10.0277333333,6.1718,6.497,9.50333333333
257.65,6.76186666667,6.90023333333,7.12473333333,7.24273333333,6.5714,9.61433333333,6.11353333333,6.15946666667,9.40363333334
258.02,5.79226666667,6.04253333333,6.2552,6.13256666667,5.7438,8.66566666666,5.25966666667,5.343,8.65353333333
258.40,5.04606666667,5.3632,5.63593333333,5.18113333333,4.976,7.90713333333,4.62393333333,4.45386666667,8.00849999999
258.77,4.4788,4.80843333333,5.13353333333,4.5513,4.3124,7.34766666667,4.2006,3.85686666667,7.42816666666
259.15,4.5496,4.7354,5.02073333333,4.5369,4.25053333333,7.32826666667,4.25213333333,3.84813333333,7.3211
259.52,4.44386666667,4.7384,4.919,4.5052,4.25593333333,7.19886666667,4.313,3.73213333333,7.35163333333
259.89,4.70373333333,4.94676666667,5.07126666667,4.68053333333,4.4974,7.43546666667,4.6492,3.92233333333,7.57286666667
260.27,4.72266666666,5.0983,5.07486666667,4.7804,4.58993333333,7.5552,4.7692,3.941,7.71480000001
260.64,4.6114,4.93016666667,4.92353333333,4.6545,4.5286,7.45033333333,4.64406666666,3.76733333333,7.59889999999
261.01,4.85333333333,5.21206666667,5.13033333333,4.8447,4.696,7.708,4.85033333333,3.9962,7.87370000001
261.39,4.9662,5.30833333333,5.16386666666,4.91633333333,4.74633333333,7.81173333333,4.95726666667,4.07433333333,8.02863333334
261.76,5.03166666667,5.3572,5.1828,4.986,4.7788,7.919,5.0068,4.14313333333,8.06483333333
262.13,5.55086666667,5.89196666667,5.6428,5.55496666667,5.2564,8.41819999999,5.486,4.624,8.48853333334
