wavelength,Back_DolFrim,Belly_DolFrim,Breast_DolFrim,Crissum_DolFrim,Crown_DolFrim,DorTail_DolFrim,Patch10_DolFrim,Rump_DolFrim,Throat_DolFrim,WingTip_DolFrim
187.91,-24.6378333332,122.101583334,67.3913333333,103.623,30.4346666665,3.62316666665,103.623333333,100.000166667,43.4783333335,-10.8696666667
188.29,-60.4165000002,61.8056666666,32.6391666666,79.8611666667,-14.5835,-19.4443333333,53.4721666665,77.7778333335,41.6668333333,-31.9445
188.67,6.4395,77.0835,51.5153333333,76.8941666666,28.03,25.7576666667,58.7119999998,85.6059999998,72.3483333333,23.8635
189.05,-12.6666666667,62.0,28.0,52.6666666667,11.0,8.33333333335,35.3333333335,56.0,45.6666666667,6.00000000001
189.43,-17.778,45.9721666666,10.2778333333,31.6666666667,14.9998333333,-3.0555,20.0,41.1111666666,17.7778333333,5.0
189.81,-8.04599999998,43.0075833333,15.134,32.184,22.4138333333,6.51316666665,18.774,41.1875,25.8621666666,17.6245
190.19,-20.5883333334,29.5096666666,12.9413333334,18.0391666667,13.3333333334,-4.902,3.13716666665,36.2743333334,24.7056666667,5.68616666669
190.57,-27.0833333333,17.2743333334,14.4096666666,14.5833333333,7.81283333335,-9.72216666665,-5.90266666665,29.3401666667,19.271,-5.382
190.95,-28.6233333333,12.7718333333,2.35483333335,10.8693333333,3.98566666665,-12.6811666667,-9.239,25.1811666667,15.7608333333,-5.61583333335
191.33,-21.6116666666,21.2455,4.945,11.172,11.3551666666,-17.5823333334,-8.60816666665,31.3185,21.7948333333,3.47983333335
191.71,-18.6381666667,29.2115833333,13.0826666666,16.846,16.6666666666,-14.516,-4.83866666665,34.2293333333,27.5985,12.0071666666
192.09,-10.2563333333,34.6156666667,18.59,25.9615,26.1216666667,-3.045,3.68583333335,35.737,30.769,21.4745
192.47,0.9115,45.3125833334,32.9428333333,33.3331666667,30.5986666666,4.94783333331,13.6716666667,40.6246666667,29.557,31.3801666666
192.85,8.09516666667,48.03575,43.2145,41.0711666667,37.5,8.33333333332,19.8808333333,43.6906666667,32.7383333333,35.119
193.23,17.0046666666,55.518,53.8286666667,53.153,43.0181666667,17.6803333333,26.464,52.59,42.0045,44.8196666667
193.61,23.6301666666,65.3539166667,67.8083333333,61.3011666666,49.0865,27.283,32.0775,62.7855,52.1688333334,50.5706666666
193.99,16.925,65.6330833334,71.1886666667,60.9821666666,44.186,20.9301666667,26.6148333333,64.5995,49.225,45.9948333334
194.37,21.164,72.42075,74.3385,62.3015,48.5448333333,24.3388333333,28.3068333333,67.1956666666,49.3383333333,53.3068333333
194.75,25.5465,81.42075,74.3168333334,66.12,50.683,27.7321666667,30.0546666667,70.0821666666,52.8688333333,59.153
195.13,26.6906666666,79.4085,72.7053333333,65.0963333334,47.7051666667,25.7246666667,27.8985,65.0965,50.4831666666,53.8646666666
195.51,22.4178333333,72.41775,72.8871666667,62.5588333334,38.4978333334,21.7136666667,21.0095,54.2251666667,40.845,47.1831666666
195.89,24.8175,77.9195833334,75.3041666666,66.9098333334,39.9025,22.871,22.2626666667,56.2043333333,44.0388333333,48.6616666666
196.27,29.9515,78.2609166666,81.1596666666,67.7533333333,36.111,25.2413333333,23.5506666666,58.6958333334,46.2561666666,49.396
196.65,27.8736666667,80.2443333333,81.6091666666,68.8216666667,34.4825,17.9596666667,16.9538333334,60.4885,50.1438333333,46.983
197.03,13.9191666666,85.7144166667,75.641,71.6118333333,11.7218333334,5.1285,-5.4945,57.143,49.6335,36.4471666667
197.40,11.9565,80.0726666667,69.9278333333,60.1446666667,0.36233333335,3.0795,-19.9275,53.2608333333,46.0146666667,27.7173333333
197.78,6.48133333335,73.8888333333,62.5926666667,58.7035,-10.3706666666,0.7406666667,-28.3335,44.8146666666,43.889,17.7778333333
198.16,16.6663333334,68.3168333334,59.9008333333,63.8611666667,-2.97016666665,7.75566666665,-19.307,44.0593333333,45.2145,21.7821666666
198.54,12.4075,68.1480833334,56.1111666667,67.7776666667,-8.889,2.5926666667,-25.0001666667,39.9998333333,48.8888333333,12.5926666667
198.92,20.0,63.75,54.3333333333,65.3333333333,-6.0,7.83333333335,-19.8333333333,43.6666666667,49.3333333333,20.1666666667
199.30,12.1951666667,61.6870833334,43.2926666667,56.0978333333,-19.7153333333,-4.67483333335,-35.3656666667,46.3415,45.9348333335,11.7886666667
199.68,2.10733333335,47.318,19.3488333334,40.6128333333,-25.2873333333,-19.7316666667,-40.9961666666,36.0151666667,34.0995,0.38316666665
200.06,0.5435,44.3841666667,16.6665,38.9495,-30.0723333333,-21.3768333333,-46.1955,38.0433333333,33.5146666667,1.81150000002
200.44,-7.08816666665,38.7930833333,-0.1915,28.3525,-40.2298333334,-36.59,-63.2183333333,31.8006666666,25.8621666667,-7.27966666668
200.82,-8.4291666667,41.5708333333,2.68216666665,25.479,-43.6781666667,-30.268,-69.3486666667,29.6935,24.3295,-3.8313333333
201.19,-8.8355,37.249,9.03583333335,16.4656666666,-41.5665,-29.3171666666,-75.1005000001,35.7428333333,16.6665,3.012
201.57,-5.78966666665,34.5615833334,11.2281666667,17.1931666667,-23.1576666667,-21.9296666667,-52.4561666667,31.579,12.2806666667,5.08766666665
201.95,-3.405,39.4263333334,7.52683333333,16.846,-27.5986666667,-27.2401666666,-59.1398333333,35.8423333333,6.80966666665,11.111
202.33,-15.0603333334,41.5663333334,11.4456666667,9.03633333333,-42.3695,-32.7311666665,-70.6828333334,31.727,2.20883333335,17.6706666667
202.71,-20.0,33.9475,12.1051666666,2.80683333335,-46.6666666667,-35.9651666666,-71.579,23.3331666666,-2.98216666665,21.579
203.09,-41.3578333333,29.3210833333,3.498,-8.23033333335,-65.0206666667,-56.3785000001,-96.5018333333,15.8436666667,-16.2551666667,13.3746666667
203.47,-35.6836666666,33.2266666666,10.2565,-0.42716666665,-65.171,-56.8376666668,-95.2991666668,19.2308333333,-9.6155,21.581
203.85,-18.2433333333,42.22975,34.6846666667,7.43266666666,-57.2071666667,-42.5674999998,-89.4145000001,33.5586666667,7.20733333335,35.1351666667
204.22,-18.2016666667,47.478,50.4385,-0.877,-55.7018333333,-33.5528333334,-86.1843333331,27.8508333333,8.99116666665,34.649
204.60,-18.0365,59.7031666666,70.5476666667,7.5345,-58.6758333333,-26.9408333333,-85.16,32.1918333333,15.2968333333,47.0318333334
204.98,-47.8836666665,49.7353333333,51.0583333333,6.34916666665,-93.3865,-51.0583333335,-112.1695,14.0211666667,-2.91016666665,24.0741666666
205.36,-49.0475,44.28575,28.0953333333,-3.09516666665,-101.666666667,-54.524,-105.714333333,0.0,-5.23783333335,13.3331666667
205.74,-46.5688333331,48.1619166667,27.2058333334,-0.24516666665,-105.8825,-56.1276666666,-104.412,3.9215,5.63699999998,18.6273333333
206.12,-48.0099999999,41.1689166666,39.552,1.49216666665,-97.264,-53.9803333334,-99.0050000002,-0.248833333335,11.9401666667,17.6616666666
206.50,-49.2536666665,34.5771666667,24.3783333333,-9.204,-95.0246666667,-54.975,-106.467666667,3.23383333334,13.4328333334,-0.4975
206.87,-16.0256666667,52.0298333333,41.453,9.82883333335,-54.7006666667,-14.3163333333,-65.8116666667,31.8376666666,32.9061666667,16.6665
207.25,0.6735,56.1445833333,42.4241666666,17.845,-35.8585,3.8723333333,-42.9291666666,37.2053333333,38.889,23.064
207.63,-2.90516666665,52.2935833333,44.0368333333,13.9146666667,-34.7095,6.881,-38.9908333333,34.4036666667,32.263,18.5015
208.01,-1.66666666665,55.0,40.1515,23.485,-32.2728333334,5.9093333333,-35.303,34.8483333333,30.9091666667,18.6363333334
208.39,-4.4218333333,47.2789166667,30.6121666666,25.8503333334,-36.5643333333,-2.8911666667,-45.238,36.3943333333,27.5508333333,17.1768333333
208.77,-3.09266666665,40.9794166666,24.7423333334,25.9448333333,-35.3953333334,-2.40533333335,-44.1581666667,32.3025,25.6013333333,14.9486666667
209.14,18.006,51.1160833334,46.726,34.6728333333,-14.2855,18.6013333333,-24.4045,48.3631666667,40.774,36.1606666667
209.52,23.8095,53.0110833334,58.4035,38.6551666666,0.28,22.5488333333,-16.8068333333,48.8795,45.7983333334,39.2155
209.90,10.9261666667,48.6109166666,55.3705,26.2963333333,-23.5185,17.4073333333,-50.7406666667,44.2593333333,39.2591666666,31.111
210.28,-6.27716666665,39.3938333334,45.4546666666,9.74033333335,-56.9261666667,6.71016666665,-82.9005,32.0345,24.8918333333,11.2555
210.66,2.4343333333,39.7003333334,43.2585,16.105,-41.0111666667,5.618,-62.734,25.6553333334,25.6555,17.9775
211.03,-20.7791666666,25.2165,26.1908333333,1.7315,-72.5111666666,-19.9135,-94.5890000002,4.76183333333,5.62783333335,-3.2465
211.41,-49.6913333331,3.85791666665,23.1483333333,-12.9628333333,-116.357833333,-55.5556666667,-142.901,-21.6051666667,-23.4568333333,-28.7036666667
211.79,-55.8141666666,-5.23266666665,21.3175,-6.2015,-151.550666667,-71.7054999998,-184.496333333,-33.721,-29.4575,-34.8838333333
212.17,-105.5555,-42.1715,-10.101,-60.101,-229.798166667,-120.707166667,-288.889,-66.6666666669,-69.1918333334,-79.293
212.55,-59.1836666665,-14.1156666667,-3.40133333335,-19.0473333334,-149.66,-68.3671666666,-176.870666667,-31.2923333333,-40.4761666667,-46.2583333334
212.92,-56.4815,-1.54325,1.23433333335,-16.0496666667,-129.012333333,-61.42,-153.703666667,-10.1851666667,-34.2593333333,-41.0491666667
213.30,-37.0370000001,15.7405833334,5.5555,-2.91,-94.709,-40.2116666667,-113.227666666,-1.5873333333,-14.8148333333,-27.7776666666
213.68,-17.1498333333,23.42975,11.3526666666,21.2561666667,-83.0916666667,-24.6378333333,-86.4735000001,12.5605,-5.79699999999,-15.4588333333
214.06,-7.8433333333,30.9800833333,23.5295,34.9016666667,-62.7451666667,-21.3726666667,-58.0391666666,18.4315,-2.94116666667,2.54916666665
214.44,9.22,43.6169166666,28.7235,49.1136666667,-39.1841666667,-8.3333333333,-33.5105,32.4468333333,11.5248333333,25.8866666667
214.81,8.91466666665,52.3253333334,41.8603333333,58.1395,-36.2401666667,2.13166666665,-28.8758333333,39.7286666666,20.9303333333,26.9381666666
215.19,14.6953333333,55.1075,47.1326666667,58.7813333333,-29.7488333333,6.27233333335,-20.0715,45.699,27.4193333334,31.362
215.57,10.3976666667,49.4648333334,46.483,51.5288333333,-23.8533333334,8.25666666665,-20.0306666666,43.731,23.7005,27.0641666666
215.95,1.52899999999,44.6485,39.6025,47.0951666667,-24.9235,2.90516666665,-26.2996666667,40.214,18.5015,17.4311666667
216.32,-0.771666666665,39.9691666666,37.809,49.2286666666,-20.9878333333,-0.46316666665,-21.2961666667,34.568,19.5988333333,14.3518333333
216.70,-18.0895,44.1058333333,40.8535,48.171,-37.195,-4.26833333335,-38.0078333333,30.691,17.8861666667,10.569
217.08,-26.4443333334,29.4445,38.6666666667,35.3333333333,-50.2221666666,-17.5556666667,-48.0,18.0001666666,12.2221666667,0.44433333333
217.46,-71.242,-1.79733333335,21.5688333333,5.88233333335,-114.052333333,-87.5815,-111.764666667,-20.9148333333,-29.7386666667,-47.7125
217.83,-93.0000000002,-6.5,12.6666666667,-20.6666666667,-110.333333333,-97.0000000001,-116.666666666,-28.0,-37.0,-51.6666666667
218.21,-91.1111666667,-9.4445,9.25933333335,-39.2591666667,-109.259166667,-105.925833333,-125.925833333,-34.4445,-31.4813333334,-64.4445
218.59,-124.3245,0.22525,4.50433333335,-66.6668333333,-144.144166667,-140.990833334,-155.855833333,-51.3513333333,-49.5498333333,-94.1441666665
218.97,-157.527,-18.2799166666,-10.753,-93.0106666666,-201.075333333,-201.613,-222.580666667,-82.2581666666,-98.3871666665,-132.258
219.34,-535.0,-152.5,-130.0,-375.0,-640.0,-685.000000001,-736.666666667,-340.0,-421.666666666,-506.666666667
219.72,-294.791666667,-54.6875,-138.541666667,-246.875,-350.0,-407.291666667,-400.0,-193.75,-205.208333334,-303.125
220.10,-227.777833333,-33.33325,-81.4813333333,-195.370666667,-293.518333333,-316.666666666,-335.185166666,-154.6295,-150.925666667,-243.518333333
220.47,-327.272666667,-37.12125,-116.6665,-345.4545,-556.060833333,-466.6665,-551.515333333,-206.0605,-201.515,-327.272666667
220.85,-63.0951666665,25.2974166667,1.19066666665,-83.3331666667,-166.071166667,-151.785833333,-151.190333334,-35.7141666667,-32.738,-106.547666667
221.23,-6.5041666667,68.29275,20.7316666666,-24.7968333334,-77.2356666666,-55.2846666665,-69.9186666667,7.31716666665,17.073,-45.1218333333
221.61,-3.788,72.3485,17.8031666667,-6.06033333335,-65.9088333334,-16.288,-50.3785,18.1818333333,25.3786666666,-26.5151666667
221.98,-30.9525000001,65.1786666665,-13.0951666667,-42.8571666667,-148.809833333,-47.0238333335,-105.952666667,-16.0713333334,7.143,-88.6904999999
222.36,-25.0001666667,60.4164166665,16.6665,-11.5738333333,-100.926166667,-16.6665,-61.1113333333,9.72216666665,18.0555,-59.2593333333
222.74,-35.47,27.56425,-10.2561666666,-24.3591666667,-77.7778333334,-27.7776666667,-64.1025,-4.70083333335,0.4275,-62.8205
223.11,-68.8171666667,3.49441666665,-43.0108333333,-46.7743333334,-109.14,-58.0643333333,-95.1613333331,-30.1076666667,-21.5055,-83.8711666665
223.49,-74.9998333333,11.7646666667,-37.7453333334,-19.6078333334,-102.450833334,-54.9018333333,-92.6471666667,-36.2745,-9.3135,-70.5881666667
223.87,-189.215666666,-26.9609166667,-74.5098333335,-69.6081666666,-255.882666667,-173.529333334,-243.137166667,-135.294166667,-29.4118333333,-144.117833333
224.24,-341.0255,-107.051333333,-185.897333334,-182.051333333,-453.846166667,-356.410166667,-389.7435,-278.205,-121.794833333,-223.077
224.62,-188.0,-26.0,-69.3333333335,-87.3333333333,-203.333333333,-177.333333334,-200.0,-146.0,-52.6666666667,-119.333333333
225.00,-255.797,-92.7535,-107.971,-163.043666667,-277.536333334,-270.289833333,-297.826166667,-242.7535,-107.970833333,-172.463666667
225.38,-703.333333333,-365.833333333,-356.666666667,-445.0,-695.0,-811.666666669,-760.0,-700.0,-370.0,-453.333333333
225.75,-322.807166666,-154.824583333,-126.315833334,-211.403666666,-306.1405,-399.999833334,-347.3685,-315.789333333,-113.157833334,-199.122666667
226.13,-233.9745,-107.371916667,-62.1798333335,-131.4105,-207.692,-319.871666667,-255.769,-225.0,-69.8718333333,-144.230833333
226.51,-660.0,-404.166666666,-271.666666666,-458.333333333,-610.0,-941.666666665,-743.333333333,-681.666666667,-280.0,-488.333333333
226.88,-663.333333333,-458.333333334,-231.666666666,-388.333333334,-695.0,-924.999999999,-765.0,-713.333333333,-253.333333333,-493.333333334
227.26,-255.797166667,-157.60875,-98.5503333335,-178.261,-271.739,-378.260833333,-299.275333334,-300.7245,-94.2028333331,-189.130166667
227.64,-107.317,-74.3903333334,-45.5283333333,-82.5205,-121.5445,-178.861666667,-132.520333333,-136.5855,-30.8945,-82.1138333334
228.01,-86.7425000002,-48.1061666666,-24.2426666667,-81.0605,-97.7273333334,-137.121166667,-103.409333333,-116.288,-26.1363333333,-64.7726666667
228.39,-34.6153333333,-11.92325,1.02583333334,-43.846,-36.4103333334,-63.5898333333,-50.0,-60.7691666667,0.5126666667,-29.2306666667
228.76,-17.6471666666,-3.8235,1.17633333335,-24.1175,-16.4705,-39.0198333334,-26.0783333333,-38.4315,8.23516666668,-14.7056666666
229.14,-26.3886666667,-13.07875,-13.6571666667,-31.25,-26.62,-40.2776666666,-38.1943333333,-46.2963333333,4.861,-30.3241666667
229.52,-24.4443333334,-8.11091666665,-17.3333333333,-31.3333333333,-27.1113333334,-25.3333333333,-35.5556666666,-40.2221666667,4.44433333335,-27.7778333333
229.89,-28.6035,-9.6845,-21.3965,-31.081,-26.3513333333,-29.5046666666,-40.7656666667,-44.5946666666,-6.7568333333,-31.0811666667
230.27,-27.7025,-6.30625,-23.1985,-34.2345,-23.198,-11.2613333333,-35.5855,-31.982,-2.928,-26.3511666667
230.65,-14.0873333333,5.65483333335,-16.0715,-16.8648333333,-0.992,9.72233333333,-18.6506666667,-15.6748333333,9.72233333331,-18.4523333333
231.02,-17.4603333333,2.67866666665,-17.0633333333,-33.3333333333,-1.78583333334,6.54750000001,-21.8255,-20.0396666666,11.111,-27.1825
231.40,-15.4471666667,-4.675,-12.6016666667,-28.0488333334,-9.75616666666,15.0408333333,-24.1871666667,-14.8375,14.4308333333,-37.3983333334
231.78,-15.0,-0.9525,-10.9523333334,-28.5716666666,-12.6193333333,19.762,-33.5715,-19.7618333334,19.5238333333,-40.7143333333
232.15,-10.4165,-6.9445,-11.574,-16.2035,-6.25,22.4536666667,-32.4073333333,-18.9815,15.5095,-47.4536666667
232.53,-2.5641666667,3.58966666665,-2.82033333334,-11.2821666666,8.20533333334,34.6153333334,-20.5128333334,-11.0256666667,27.9488333333,-47.6925
232.90,-27.193,-6.79825,0.0,-42.5438333333,2.63183333333,45.1756666667,-52.6315,-23.2456666667,26.7543333334,-95.1756666665
233.28,-14.2856666667,4.01783333335,15.7738333333,-24.4048333333,3.869,33.3333333333,-25.2976666667,-9.52383333334,25.5951666667,-50.0
233.66,-22.3116666667,-0.53775,11.0213333333,-31.4518333334,-19.3548333333,20.1613333333,-41.9355,-12.6343333333,12.3656666667,-48.6558333333
234.03,-14.7435,-2.13675,10.2563333333,-23.0768333333,-17.3075,14.9573333334,-30.128,-7.05133333335,7.6925,-36.7521666666
234.41,5.4265,13.1784166667,17.248,-13.1783333333,-1.93816666666,23.6433333333,-15.1165,2.90683333333,15.8913333333,-21.5118333333
234.78,-16.886,1.53525,-0.43866666665,-33.5525,-39.2545,-1.3155,-46.7106666667,-19.298,-7.456,-37.4998333333
235.16,-4.735,11.5531666667,6.25,-16.4771666667,-22.9166666667,7.95466666667,-33.5225,-5.30283333334,-0.18933333335,-20.4546666666
235.54,-5.1725,19.5404166666,10.7278333334,-13.4101666667,-19.9233333333,-1.7243333333,-32.1836666667,-6.705,2.107,-12.6436666667
235.91,-14.9305,10.6770833333,4.16666666665,-22.7431666667,-24.479,-10.4166666667,-30.2081666667,-18.7498333333,-8.85416666666,-18.0555
236.29,-13.5311666667,6.43575,-0.16466666665,-17.6568333333,-25.2476666666,-17.6568333333,-29.373,-13.8615,-4.4555,-13.3663333333
236.66,-24.0548333334,-6.52941666665,-8.59116666666,-24.5705,-34.5361666666,-31.0998333333,-35.5671666667,-21.9931666667,-17.5258333334,-24.742
237.04,-16.808,-7.55625,-10.1693333333,-20.0565,-34.887,-23.1638333333,-25.8475,-19.9151666667,-15.3956666667,-19.9151666667
237.41,-3.93700000001,6.62708333334,-0.918666666665,-9.18633333333,-14.5668333334,-9.31733333335,-6.6928333333,-4.72449999998,-6.168,-8.92383333335
237.79,2.32816666667,12.9289166667,9.80383333335,1.59316666666,-3.92183333333,3.06350000001,2.69616666665,2.08366666667,3.06366666667,-4.04416666666
238.17,-2.285,9.20716666666,6.3175,-3.7635,-6.317,-0.806500000015,-0.8065,-3.89783333333,-1.34416666667,-10.4838333333
238.54,-18.5636666667,1.084,-2.981,-8.401,-18.2925,-10.4335,-12.466,-16.8021666666,-12.0595,-17.615
238.92,-3.33333333335,9.785,10.645,1.39816666666,-0.43,3.01066666667,3.7635,-5.16116666668,4.73116666667,-1.29016666669
239.29,-4.02283333332,8.42925,7.3755,0.670666666665,-5.45966666665,3.06533333333,4.3105,-4.98066666666,1.81983333335,-3.92716666669
239.67,-4.34033333331,7.16141666666,2.86466666666,-0.2605,-8.33316666665,6.337,3.73266666666,-3.906,-0.347,-4.3405
240.04,0.44633333333,10.4911666667,8.48216666666,3.34816666667,-3.27383333335,12.6488333333,7.96133333333,3.57133333333,4.16683333335,-1.33933333333
240.42,-0.268666666665,11.324,11.492,1.34416666666,-3.8305,16.3306666666,8.60216666666,3.0915,2.41916666669,-1.54583333334
240.79,1.143,11.67275,9.687,4.03133333334,-4.934,16.6665,7.64116666665,4.33216666666,3.97099999999,1.083
241.17,4.3525,12.71225,9.97883333334,5.25466666666,-0.5835,16.3483333333,8.49250000001,4.77716666667,5.30783333333,2.54766666667
241.54,1.36533333333,9.25141666667,8.004,3.81366666667,-3.90766666666,12.9001666667,3.7195,0.988666666669,3.81350000001,1.4125
241.92,2.69683333333,7.05125,6.76416666666,2.60833333334,-1.28183333334,10.8311666667,4.59783333334,-0.3095,4.73049999998,1.76833333333
242.29,2.94366666667,7.02083333334,7.51816666666,3.14233333334,0.039833333335,10.7401666666,5.29033333333,0.0795,6.52333333334,3.779
242.67,5.0335,7.60608333334,8.24016666666,3.69133333333,3.0945,12.7145,6.93483333333,1.78966666667,8.42666666668,4.84716666667
243.05,2.515,6.4565,4.65433333333,2.89033333334,0.300166666666,12.3123333334,4.20433333333,-0.150166666666,7.01966666667,2.5525
243.42,2.79,6.92016666666,6.3875,4.95583333334,0.734166666665,13.1423333333,4.295,1.24816666666,8.18633333331,4.33183333333
243.80,3.09416666667,6.59266666667,6.85616666667,4.57083333333,3.30533333333,14.17,4.2195,2.07433333333,9.4585,4.325
244.17,2.18933333333,5.96758333333,6.00283333333,3.95483333333,2.08333333334,12.6413333333,2.11866666666,1.62433333333,9.075,4.16666666666
244.55,4.4265,7.3945,6.47216666667,5.46616666666,5.2315,12.4415,4.59433333333,3.454,11.5693333333,5.90216666666
244.92,3.8535,6.67316666666,7.98866666665,5.79583333334,5.79566666666,11.4035,4.57383333334,3.13266666667,10.6516666666,5.138
245.30,1.95383333333,5.27308333334,6.81033333334,5.7755,4.9425,9.56883333335,3.04583333333,1.60933333333,9.08033333334,3.9655
245.67,1.94083333333,5.65491666667,6.7545,5.59016666667,4.736,8.98016666668,3.5455,2.588,8.54050000002,4.58083333333
246.05,0.527833333335,4.44208333333,5.44083333334,4.31583333334,3.87983333333,7.30016666667,3.05333333333,1.92833333333,6.91,3.12216666667
246.42,0.700333333332,5.11966666667,5.39783333333,4.59416666667,3.83216666666,7.56083333335,3.5435,2.18383333333,7.12816666667,3.02833333333
246.79,0.578500000002,4.9085,4.83383333334,4.81516666667,2.55733333333,6.64433333332,3.117,1.997,6.42016666667,2.66883333333
247.17,1.863,5.73175,6.6295,5.371,3.81033333333,7.16683333332,4.81716666667,3.50783333334,7.25083333334,4.41416666667
247.54,2.52516666667,6.3055,6.54983333334,5.72933333334,4.5925,7.68616666665,5.49233333333,3.50366666667,7.67033333333,4.92416666667
247.92,3.3365,6.61208333334,7.173,6.5665,5.14083333334,7.9315,6.718,3.92816666666,7.9615,5.4595
248.29,4.28533333334,7.29533333333,8.00733333333,7.10266666666,5.66416666667,8.34816666667,7.44366666666,4.37416666667,8.94116666667,6.09416666667
248.67,4.12633333333,7.56508333334,8.443,7.243,5.0485,8.70666666667,7.2725,4.1265,9.04316666667,6.71616666666
249.04,4.90033333334,8.74308333334,8.728,7.22383333333,5.6,9.42816666667,7.95333333334,4.23,9.96416666665,7.8195
249.42,5.72766666666,9.44458333334,9.38966666667,7.54283333334,5.94666666667,10.188,8.73233333333,5.03916666667,11.0643333333,8.4035
249.79,6.10783333333,9.6135,9.23683333335,7.68083333334,5.75633333334,10.4418333333,8.86883333334,4.75216666666,11.7806666666,8.53416666666
250.17,6.56916666666,10.475,9.539,7.883,5.54333333334,10.0971666667,8.855,4.85983333333,11.933,9.23316666666
250.54,7.282,10.7965833334,9.56016666665,8.333,6.50333333334,10.5335,9.79383333333,5.54916666667,12.3248333333,9.92999999999
250.92,8.867,11.669,11.0838333334,10.0575,8.046,11.9046666667,11.3301666667,6.23966666667,13.6696666667,11.6581666667
251.29,8.98433333333,10.6010833334,10.3733333334,10.243,7.422,10.8723333333,11.0243333334,4.90433333333,12.3481666667,10.6986666667
251.66,9.96833333333,11.1073333333,10.9835,10.1488333333,8.23166666666,11.2088333334,12.0433333333,5.548,12.4493333334,10.8703333333
252.04,9.55733333334,10.9816666666,10.9466666666,9.1805,7.36833333334,11.2523333334,11.3701666667,4.30783333333,11.6053333333,10.4756666666
252.41,8.49816666667,9.99308333334,9.157,8.7805,6.85033333333,10.3578333333,11.0641666666,3.484,10.4285,9.48683333335
252.79,8.59883333334,9.26316666667,8.33333333335,7.94683333335,5.72483333333,8.9615,10.1691666666,2.99533333334,10.338,8.1885
253.16,8.84066666667,9.61341666666,7.24633333335,8.6475,6.20783333333,9.46866666667,9.73433333333,4.2995,10.5073333333,7.87433333333
253.54,8.53966666666,10.153,7.52083333335,8.80633333335,5.992,9.97066666665,9.55833333333,4.46383333333,10.0438333333,7.71466666667
