wavelength,Back_PhrPlef,Belly_PhrPlef,Breast_PhrPlef,Crissum_PhrPlef,Crown_PhrPlef,DorTail_PhrPlef,Rump_PhrPlef,Throat_PhrPlef,WingTip_PhrPlef
184.49,-228.431333334,-135.293916667,-69.6078333332,5.3921666665,-294.117666667,-57.843,-64.7059166667,-262.254833333,-23.5293333333
184.87,-333.333416666,-194.0475,-161.904666667,-45.8333333333,-433.9285,-122.619,-131.547666667,-371.428583333,-92.2619166666
185.25,-6099.99999999,-3941.66666667,-3500.0,-2116.66666667,-7291.66666666,-3158.33333334,-3358.33333333,-6308.33333333,-2783.33333333
185.63,-2.55175547068e+15,-1.64193736415e+15,-1.46779249219e+15,-8.17414705095e+14,-3.08840599446e+15,-1.21901410368e+15,-1.47845442313e+15,-2.64415887213e+15,-1.20479819577e+15
186.01,1131.66666667,684.999999999,630.0,308.333333333,1436.66666666,526.666666668,598.333333334,1156.66666667,460.0
186.39,-835.000000001,-426.666666667,-373.333333333,-89.9999999991,-1208.33333333,-221.666666667,-278.333333333,-844.999999999,-176.666666666
186.77,781.944416666,400.000083334,322.22225,83.33325,1065.27775,151.388833334,297.222333333,723.611166667,166.666666667
187.15,542.857166667,227.381083333,151.190333333,-7.14283333332,819.047583333,-13.0952500002,161.904666667,527.381,-8.33332499965e-05
187.53,330.303,112.12125,32.5757500001,11.3637500001,494.696916666,-25.0000000001,82.5756666667,328.78775,-22.7274166667
187.91,396.666666667,86.6666666667,79.9999999998,62.5000000002,574.166666667,-35.8333333335,89.1666666667,382.5,-20.8333333332
188.29,344.696833333,109.8485,90.1514999998,126.515,531.818166667,-29.5454166665,74.2423333333,396.969583333,-15.1515833332
188.67,199.305666667,116.666833333,88.5414999998,131.597166667,302.083333333,37.5001666667,95.1389999999,236.805666667,44.4444166667
189.05,145.299083333,95.7264166666,74.35875,111.5385,202.350416667,51.2820833334,82.6921666667,158.97425,49.14525
189.43,107.547,70.7546666666,55.9748333333,84.9058333334,147.956083333,39.4653333334,60.22025,113.836583333,34.4340000001
189.81,91.5584166667,67.8569999999,57.9005,84.19925,118.614833333,46.8615833333,57.0345833333,94.2639166667,40.4760833333
190.19,106.159333333,82.0048333334,71.256,105.67625,139.855,59.7825833333,71.85975,112.198,55.4346666668
190.57,94.9234999999,74.2335833334,71.55175,94.8276666668,125.287166667,55.8429166667,68.4865,104.310333333,60.4405833334
190.95,89.2858333333,71.2301666667,79.6626666667,95.1389166667,128.174666667,57.9365833334,62.2023333333,105.456333333,60.1191666667
191.33,87.8876666667,71.31775,84.3024166667,101.162666667,130.135666667,58.9146666667,62.5000833333,103.294583334,64.53475
191.71,90.4039166667,80.4713333333,92.0035000001,101.767666667,129.20875,67.17175,69.0235833334,102.441,74.0740833334
192.09,85.8796666667,82.176,85.4167499999,96.5277499999,119.907333333,70.4476666667,69.5988333334,97.6081666667,70.7559999999
192.47,83.1425833333,78.49875,78.49875,90.5215833333,107.315416667,69.9108333333,70.1018333333,88.8040833333,72.2009166668
192.85,78.5230833334,73.2384166667,73.9838333333,84.7562500001,102.8455,68.02175,63.889,82.9268333334,71.2737499999
193.23,70.76275,69.0678333333,70.0565833333,82.0620833334,97.0338333334,61.2288333333,56.28525,80.0140833333,68.2204166666
193.61,70.3303333333,70.5459166667,72.3419166667,84.4825833333,96.5518333334,65.0861666667,56.1063333334,82.3276666667,71.6235833333
193.99,68.7675833333,68.2071666666,69.2575833333,80.7421666666,90.8963333334,66.5966666667,53.7115,78.5714166667,70.5182500001
194.37,62.1479166667,63.4389166667,60.6220833333,69.8356666667,75.0586666667,58.979,47.4179166667,66.5493333333,60.3873333334
194.75,64.2543333333,66.7214166667,58.6075,70.1754166667,71.9298333333,60.8003333333,48.5745833333,64.63825,59.8135833333
195.13,62.4731666667,65.1075,52.7958333334,70.3225,65.914,60.3226666667,48.9246666666,60.7525833333,56.6128333333
195.51,58.0838333333,61.3274166667,46.5569166667,63.9720833333,57.5846666666,56.6369166667,46.1078333333,55.58875,53.34325
195.89,52.77775,57.2531666667,42.9013333333,60.3395833333,50.97725,53.9095,42.8499166667,51.4918333334,49.1769166667
196.27,50.8143333333,54.9809166667,40.9481666667,58.7643333333,48.6590833333,50.4309166667,41.4271666667,48.0364166667,48.32375
196.65,47.7678333333,49.7518333333,37.4009166667,53.7698333334,42.9066666666,44.7420833333,34.5734166666,41.5675,42.90675
197.03,48.0525,48.2790833333,36.7300833333,52.4456666667,43.0254166667,42.2555,34.6015,41.1685,42.7083333333
197.40,46.2718333333,45.9649166666,32.4561666667,49.12275,39.8245833333,40.921,32.5,37.9824166667,39.2544166667
197.78,47.1340833333,46.3845,32.0986666667,50.044,40.3439166667,40.2558333333,34.74425,38.3598333333,39.1533333334
198.16,44.1123333333,44.88225,30.7971666667,47.8261666667,38.0886666666,36.1414166667,33.55975,35.3713333334,35.1901666667
198.54,39.67075,40.1198333334,27.44525,45.5089166667,37.7246666666,33.33325,31.1376666666,31.5869166667,31.2374166666
198.92,33.1223333333,33.96625,22.78475,41.35,33.1224166666,28.4283333333,27.1625833333,24.8418333333,26.68775
199.30,28.1455833333,29.5805833333,16.7771666667,34.43725,30.35325,21.7439166667,21.7991666667,18.43275,23.1235833333
199.68,28.35725,29.73625,18.9448333333,35.5515833333,32.9736666667,23.0215833333,19.8440833333,18.1654166666,23.1415833333
200.06,24.3969166667,26.864,15.6799166667,33.05925,29.1119166667,20.0111666667,17.0505,16.0088333333,22.5329166667
200.44,24.941,27.3050833333,16.194,35.5790833333,30.0236666667,20.4491666666,17.4350833333,17.6121666667,25.2955
200.82,26.5206666667,30.17025,19.8904166667,39.5983333333,32.6034166666,23.6010833333,21.4719166667,20.3770833333,25.9125
201.19,21.8344166667,28.10075,17.9585,37.9199166667,30.2326666667,24.16025,18.3461666667,14.1473333333,21.0594166667
201.57,16.8730833333,26.6528333334,17.2865,37.7409166667,27.3416666667,21.7631666667,17.5620833333,11.1570833333,17.90625
201.95,14.5663333333,23.103,14.0243333333,32.5203333333,26.15175,21.40925,13.8886666667,6.57174999999,16.3279166667
202.33,14.5514166667,22.2435,12.3075833333,32.3078333333,25.76925,21.4100833334,15.6410833333,6.73075000001,18.26925
202.71,10.4014166667,20.1339166666,7.42083333333,27.7980833333,18.5521666667,17.579,13.62525,2.55466666668,15.3285
203.09,7.75191666667,18.7985,3.68233333333,23.9664166667,14.47025,14.7934166667,7.62258333333,-2.45458333335,10.9174166667
203.47,12.5286666667,22.3564166667,10.6321666667,29.9425833334,20.5745833333,20.6895833333,12.6436666667,5.11491666668,17.7010833333
203.85,8.97441666666,19.8718333334,8.54708333332,27.51075,16.5598333333,18.376,13.9955833333,1.70933333332,14.6900833333
204.22,6.96350000001,15.29675,6.44974999998,26.7695,13.128,17.12325,13.2420833333,-4.10966666667,9.36066666666
204.60,1.27725,10.6448333334,1.94641666666,21.2285,7.1775,12.713,8.27258333334,-13.6254166667,1.58150000001
204.98,-8.59574999999,4.98708333333,-8.53025,11.811,-1.90291666667,6.10216666668,-0.328083333333,-26.24675,-7.28358333335
205.36,-13.6555833333,0.21,-13.9355833333,7.35291666667,-9.52383333332,0.70033333335,-3.01125000002,-34.3136666667,-14.2856666667
205.74,-10.5226666667,1.483,-11.7938333333,6.35600000002,-7.20341666666,1.27116666667,-3.24866666667,-35.94625,-13.7005833333
206.12,-23.7625,-5.69308333335,-19.1419166667,-1.56775000002,-20.0494166667,-9.73600000002,-12.95375,-52.8053333333,-24.0098333333
206.50,-40.535,-14.4033333333,-32.20175,-12.8600833333,-34.9794166667,-19.2386666667,-28.498,-77.5719166666,-38.37425
206.87,-53.1864166667,-25.9804166667,-41.9116666667,-16.299,-47.9166666667,-29.4118333333,-46.3235833333,-102.696083333,-51.9608333332
207.25,-74.4151666666,-46.4911666667,-62.2807500001,-29.9709166667,-77.193,-47.807,-62.2807499999,-138.304083333,-76.6080000001
207.63,-123.958333333,-77.2916666667,-107.083333333,-61.2499999999,-137.916666667,-84.7916666665,-102.083333333,-215.208333333,-127.083333333
208.01,-227.083333334,-153.472333333,-220.486083333,-127.430666667,-261.45825,-180.555416667,-198.958333333,-376.041666667,-208.680583333
208.39,-289.583333333,-190.833333333,-293.333333333,-168.75,-332.083333333,-255.833333333,-261.666666667,-457.916666667,-255.833333333
208.77,-207.09875,-139.814833333,-214.197583333,-115.43225,-255.246833333,-186.41975,-184.567833333,-324.073916667,-176.851833333
209.14,-221.296333333,-164.814833333,-223.45675,-124.382666667,-272.530833333,-203.086583333,-211.728416667,-318.209916667,-185.802416667
209.52,-796.296416666,-626.85175,-800.925833332,-471.296250001,-954.629666666,-745.370333334,-807.407499999,-1028.70366667,-649.074166667
209.90,-4191.66666666,-3450.0,-4208.33333334,-2625.0,-5070.83333334,-4012.5,-4220.83333333,-5104.16666667,-3345.83333333
210.28,-1062.5,-895.833333332,-1093.75,-638.541666667,-1288.54166666,-1081.25,-1062.5,-1289.58333333,-888.541666666
210.66,-645.512833334,-571.153916667,-642.94875,-362.179416667,-790.384583333,-683.974333333,-665.384583333,-787.820416668,-565.384583334
211.03,-1783.33333333,-1573.33333333,-1733.33333333,-1011.66666667,-2086.66666667,-1848.33333333,-1718.33333333,-2131.66666667,-1511.66666666
211.41,-393.18175,-340.530333333,-387.878916667,-201.893916667,-443.181833333,-401.136333333,-373.86375,-458.712083333,-317.424166667
211.79,-349.666666667,-324.333333333,-357.0,-193.666666667,-412.0,-366.666666667,-338.666666667,-429.0,-304.333333333
212.17,-272.043,-259.6775,-278.225666667,-149.1935,-324.1935,-281.182833333,-263.440833333,-336.559166667,-268.548416667
212.55,-394.097333333,-376.041583333,-406.25,-242.361,-448.263916667,-389.236083334,-385.41675,-480.902916667,-394.791666666
212.92,-965.277833333,-902.083333334,-979.166583335,-657.63875,-1016.66658333,-922.916583334,-938.889,-1144.44441666,-949.305666667
213.30,-1375.92591667,-1247.222,-1404.62966667,-926.851833335,-1382.4075,-1275.926,-1273.14808333,-1620.37041667,-1327.77791667
213.68,-628.070166666,-551.754333333,-647.368416667,-419.298166667,-614.473666667,-574.122833333,-559.649166666,-766.666833333,-617.54375
214.06,-1400.0,-1248.14825,-1494.44441667,-979.629666668,-1313.889,-1254.62975,-1246.29633333,-1678.70366666,-1381.4815
214.44,-2195.83333334,-1979.16666667,-2343.05541667,-1594.4445,-2065.27791666,-1895.83325,-1955.5555,-2593.05566666,-2124.99983333
214.81,-1147.72725,-1045.4545,-1289.39391667,-861.36375,-1113.63641667,-1037.87866667,-1032.57583333,-1390.15158333,-1118.9395
215.19,-562.083333333,-527.083333333,-660.0,-441.25,-571.666666667,-542.083333333,-530.833333333,-704.583333333,-575.0
215.57,-695.58825,-657.353083333,-792.647166666,-574.509833333,-709.803916667,-664.215666667,-663.235333333,-881.372416666,-718.137333334
215.95,-712.5,-672.395833333,-807.291666667,-590.625,-728.125,-674.479166667,-695.833333333,-898.4375,-745.3125
216.32,-763.33325,-710.0,-837.22225,-645.555583333,-778.333333334,-710.555583333,-757.222333333,-966.666666667,-781.111166668
216.70,-629.166666667,-583.333333333,-678.125,-513.541666667,-675.520833333,-589.0625,-628.125,-829.6875,-654.166666667
217.08,-624.40475,-597.02375,-699.40475,-480.357333333,-714.285833333,-613.095166667,-627.97625,-861.904749999,-660.119083333
217.46,-567.307666667,-567.307583334,-640.384833333,-457.69225,-715.384666667,-599.358833334,-607.05125,-839.743583332,-634.61525
217.83,-316.666666667,-323.75,-352.916666666,-252.5,-420.416666667,-331.666666667,-328.333333334,-477.916666667,-344.166666667
218.21,-215.972166667,-201.041583333,-217.01375,-146.1805,-305.5555,-227.4305,-211.458333334,-333.333333333,-228.8195
218.59,-225.378833333,-201.136416667,-224.242416667,-142.803,-315.909,-230.303,-223.863666667,-341.666666667,-246.212333333
218.97,-553.030333333,-504.5455,-540.151583333,-384.848416667,-715.151416667,-519.696916667,-528.03025,-734.848416667,-567.424333333
219.34,-1094.44441667,-1002.77775,-1058.33341667,-794.444416666,-1359.72225,-1005.5555,-1005.5555,-1351.38883333,-1056.94441667
219.72,646.666666666,596.666666666,601.666666667,416.666666667,802.5,629.166666666,573.333333334,769.166666667,604.166666667
220.10,458.33325,412.22225,421.666833333,270.555583333,538.3335,449.4445,386.111083334,526.111166667,420.0
220.47,299.621333333,270.454416666,298.484916666,154.545583333,345.454583333,307.954666667,261.363583333,334.46975,281.439333334
220.85,256.60925,219.827416666,254.022833333,138.793166667,263.793083334,260.919416667,222.413666667,269.252833333,236.7815
221.23,311.805583333,247.222083333,286.805666667,170.138916667,298.95825,300.34725,272.22225,301.388916666,287.152916667
221.61,461.111083334,356.9445,406.481416667,251.38875,406.481416667,429.629583333,393.0555,424.537083333,401.851833333
221.98,524.509833333,390.196166667,452.941,285.294083333,458.333333333,486.2745,464.215666667,455.88225,449.509833333
222.36,-982.291666665,-738.541666667,-859.374999999,-506.25,-826.041666667,-885.416666669,-911.458333333,-848.958333334,-844.791666667
222.74,-197.3215,-134.821416667,-150.2975,-63.3929166667,-145.83325,-187.797416667,-176.190583334,-159.523833333,-156.54775
223.11,-141.421583333,-86.5194166668,-87.2550000001,-29.4116666667,-93.8724166666,-127.450833333,-116.4215,-107.352833333,-107.107916667
223.49,-106.628916667,-53.7878333333,-57.9545833333,-15.7196666667,-64.0149166667,-81.0605000001,-83.7119166666,-77.6514166666,-85.0378333335
223.87,-56.86275,-22.549,-29.41175,-3.92158333333,-30.8823333333,-36.2744166667,-42.647,-34.6811666667,-48.7744166667
224.24,-44.753,-14.9176666667,-21.2964166667,-6.48141666667,-21.5020833334,-24.5884166667,-32.51025,-25.72,-36.934
224.62,-48.7805,-18.4961666667,-19.7155,-14.5325833333,-26.82925,-22.8659166667,-34.1465,-29.8779166667,-38.4145833333
225.00,-36.7188333333,-18.83675,-14.9305,-12.58675,-23.78475,-17.1875,-29.9478333333,-24.8265,-31.9445833333
225.38,-23.9795,-12.6700833333,-4.08175000001,-2.38083333334,-13.6905,-6.80275000001,-19.728,-14.2005833334,-19.3026666667
225.75,-10.8173333333,-4.00633333332,6.89099999997,5.9295,-6.00966666666,4.48733333333,-9.21466666668,-2.96483333333,-9.85566666667
226.13,-2.27983333333,-0.15725,13.36475,13.6006666666,0.550333333332,8.96216666666,-1.57233333333,1.17924999997,-3.22341666668
226.51,-6.35974999999,-2.48541666667,9.35674999998,11.91525,-2.04683333334,2.26608333333,-0.219250000001,-3.21641666669,-6.87133333332
226.88,-23.0350833333,-19.44425,-10.90775,-7.52025,-21.1380833333,-11.5175,-16.9375,-21.2059166667,-23.5770833333
227.26,-18.9235833333,-17.477,-11.0534166667,-7.3495,-16.5509166667,-11.4583333333,-15.4513333333,-18.7499166667,-21.0069166667
227.64,-13.1090833333,-13.1579166666,-7.65099999999,-5.16558333334,-11.696,-8.47941666667,-11.7934166667,-13.2553333333,-13.304
228.01,-15.2460833333,-16.4773333333,-10.9849166667,-9.51708333332,-13.0209166667,-11.0795833333,-15.38825,-16.6193333333,-13.2101666667
228.39,-14.8604166666,-17.2004166667,-9.77016666666,-7.63558333335,-13.4648333333,-10.3035,-15.7223333333,-14.4498333333,-10.55
228.76,-9.39641666667,-12.38,-4.8355,-3.63508333333,-9.01933333333,-5.86408333332,-9.08775,-8.88200000001,-5.10966666667
229.14,-6.75925000001,-9.38266666668,-2.90116666667,-2.09875,-5.64824999999,-3.70358333333,-5.1235,-5.24675000001,-0.895
229.52,-6.85625,-8.36116666665,-3.90175,-2.20183333333,-5.54616666666,-3.65108333333,-3.51175,-4.90533333334,-0.557333333333
229.89,-7.34508333333,-8.92100000002,-6.57050000001,-3.125,-6.41024999999,-4.781,-3.1785,-5.60900000001,-0.988250000001
230.27,-6.67641666667,-6.77374999999,-4.94641666666,-2.87525,-4.19108333334,-3.24075,-2.33925,-3.04608333332,-0.901583333335
230.65,-4.92858333333,-5.83325,-3.262,-2.71433333333,-3.40475,-0.999999999999,-1.38091666667,-1.19041666667,1.76191666666
231.02,-2.53833333333,-2.99333333333,-1.1255,0.431083333332,-1.6045,0.862083333333,1.02975,1.77208333333,4.23858333333
231.40,-2.87441666667,-2.36716666667,-0.869583333333,0.86958333333,-2.46358333333,1.25616666667,0.797166666667,3.261,4.80666666667
231.78,-3.52175,-2.57933333333,-1.41358333333,0.942416666665,-4.68775,-0.198416666668,-0.421583333335,2.55449999999,4.36516666667
232.15,-2.9265,-0.967416666665,7.49955653134e-13,2.33133333333,-4.41466666667,-0.272833333343,1.21541666667,4.04275,4.96033333333
232.53,-0.257166666665,2.7265,2.39191666667,4.65541666667,-2.13475,2.05758333333,4.44958333334,6.55858333333,7.63891666667
232.90,-0.393,4.69083333333,1.91308333333,4.76941666667,-1.54608333333,1.15308333334,4.35016666666,7.10166666667,8.20225
233.28,-1.30475,4.60600000001,2.10333333333,5.27158333333,-2.28975,1.30474999999,3.56766666668,5.93725000001,7.26833333333
233.66,-1.27416666667,3.28766666667,0.942916666664,3.87375,-2.7525,-0.101916666658,1.55458333332,5.50466666667,5.88691666667
234.03,2.81691666667,7.15974999999,5.18783333333,8.40366666667,1.784,3.89666666667,4.15483333333,9.50691666667,9.08450000001
234.41,3.77316666666,7.24533333333,5.30091666667,9.21299999999,2.17583333333,4.699,4.65291666667,8.42591666665,9.65283333332
234.78,4.4715,7.81383333334,6.43625,10.7270833333,2.82291666667,5.21675000001,5.28449999999,9.57533333333,9.16883333333
235.16,7.00175,9.42874999999,8.76299999999,12.3710833333,5.28358333333,7.98974999999,7.38833333333,12.1349166667,11.9415833333
235.54,7.28141666666,8.99333333333,8.18883333333,12.727,4.90933333333,8.37449999999,7.96200000001,10.5815833334,12.21125
235.91,7.00075,8.79083333334,8.73116666666,12.8878333333,6.16541666667,9.54650000001,9.12899999999,10.58075,12.5298333333
236.29,6.44283333333,8.27550000001,7.58100000001,12.38425,5.94133333333,9.70291666665,8.54541666666,9.62575,12.4228333333
236.66,5.925,7.47324999999,6.11616666666,11.5634166667,5.37075,8.77308333332,8.35249999999,8.98316666666,11.77375
237.04,7.86183333333,7.84299999999,7.12666666666,13.273,6.31608333333,10.8596666667,9.48341666667,10.1809166667,12.85825
237.41,8.24008333333,8.91124999999,7.60641666667,13.03125,6.58091666667,11.5399166667,10.1788333333,11.5771666667,13.21775
237.79,6.91325,8.33341666667,7.39891666668,11.8648333333,5.47441666667,10.8183333333,9.49183333333,10.1643333333,12.2383333333
238.17,4.70208333333,5.64641666666,5.21049999999,8.96866666666,2.7415,8.3515,7.62525000001,6.86275,10.875
238.54,5.43558333333,5.86416666666,6.13858333333,9.24208333333,2.94933333333,8.62466666666,7.956,7.68174999999,11.7455833333
238.92,3.68716666667,4.06758333333,4.89416666666,7.87025,1.43833333333,7.85391666668,6.99408333334,6.61383333333,10.7308333334
239.29,3.26825,3.91883333333,4.52291666667,6.98566666667,1.33191666667,7.72941666668,6.79991666667,5.60725,10.3469166667
239.67,3.04208333333,3.79166666667,4.05108333333,6.0265,1.64358333333,7.81424999999,6.34366666667,5.55075,10.0493333333
240.04,3.76141666667,4.05266666666,4.15391666667,5.9145,2.153,7.28216666666,6.34508333333,5.59775,9.86566666666
240.42,4.58058333333,4.29358333333,5.07733333333,5.78358333334,2.53866666667,7.67124999999,7.09716666667,5.87191666667,10.08825
240.79,5.20358333333,4.61375,5.52708333333,5.70766666667,3.20591666667,8.36183333333,7.09666666667,5.99308333333,10.2834166667
241.17,4.15,3.65833333333,4.525,4.81666666667,2.78333333333,7.1,5.95,5.125,9.35
241.54,4.50258333333,3.624,4.53208333333,4.65016666667,2.982,6.89399999999,6.15591666667,5.17416666667,9.52908333332
241.92,5.26875,4.24291666667,4.85183333333,5.282,3.60091666666,7.40016666668,6.639,5.63941666667,10.2066666667
242.29,4.8855,3.815,4.593,5.02858333333,3.79633333333,7.02641666667,6.32941666667,5.57641666666,9.98875
242.67,4.53583333333,3.18,4.04391666667,4.80575,3.636,6.52741666667,5.9995,5.41766666667,9.68916666667
243.05,4.6925,3.398,3.91241666667,4.577,4.04533333333,6.27008333334,5.85408333333,5.1375,9.55841666666
243.42,4.716,3.23983333333,4.05108333333,4.55816666667,4.10758333333,6.20916666667,5.82591666666,5.1725,9.2855
243.80,5.02666666667,3.58325,4.5455,4.91575,4.51766666667,6.57475,6.31491666667,5.64591666667,9.63291666667
244.17,5.00541666667,3.43216666667,4.30391666666,4.91225,4.35858333333,6.57358333333,6.22808333333,5.89366666667,9.59416666668
244.55,5.49683333333,3.79791666666,4.51375,5.55558333333,4.74341666667,6.87491666666,6.39958333333,6.31958333334,9.94658333333
244.92,5.68741666667,3.98175,4.60858333333,5.79025,5.00925,6.83308333333,6.58141666666,6.32966666667,10.1109166667
245.30,6.29641666667,4.56858333333,5.03508333333,6.21533333333,5.47775,7.40058333333,7.27199999999,6.64375,10.67
245.67,6.15283333333,4.43975,4.85916666667,6.34508333333,5.61516666667,7.41133333333,7.28458333333,6.24891666667,10.7805
246.05,5.7315,4.0065,4.37466666667,5.78375,5.2275,7.15675,6.92841666668,5.71975,10.2625833333
246.42,6.00183333333,4.4595,4.445,6.00525,5.307,7.55866666667,7.15116666668,5.94716666667,10.4975
246.79,6.22666666667,4.84108333333,4.594,6.00625,5.37858333333,7.79566666667,7.37166666667,6.13641666667,10.7305
247.17,6.21291666667,4.79291666667,4.56966666667,5.90908333333,5.17108333333,7.88058333333,7.33825,6.00508333333,10.702
247.54,5.86658333333,4.52333333333,4.23225,5.608,4.85308333333,7.59033333333,6.98700000001,5.69716666667,10.4999166666
247.92,6.07816666667,4.56233333333,4.2515,5.74175,4.97066666667,7.59991666667,7.07333333332,5.75875,10.4590833333
248.29,5.93258333333,4.4735,4.15666666667,5.5735,4.87225,7.46808333334,6.93083333333,5.44341666667,10.3156666667
248.67,5.544,4.27033333333,3.87516666667,5.16891666667,4.62875,7.13358333334,6.62733333333,5.13766666666,10.0135
249.04,5.202,4.08308333333,3.70241666667,5.02041666666,4.2735,6.89508333333,6.40316666667,4.98833333334,9.67483333332
249.42,4.85408333333,3.87341666667,3.4915,4.72366666667,3.86725,6.63241666667,6.19791666666,4.77675,9.32041666666
249.79,4.88583333333,4.09533333334,3.50408333334,4.79283333333,3.65025,6.7025,6.14458333333,4.95883333333,9.19041666668
250.17,5.06175,4.35491666666,3.88858333334,5.20516666667,3.84916666667,6.93058333333,6.39625,5.39891666667,9.40958333332
250.54,5.12166666667,4.26541666667,4.12583333333,5.13333333333,3.74633333333,7.08216666667,6.57441666667,5.36958333334,9.21649999999
250.92,4.67608333333,3.82566666667,3.91183333333,4.75025,3.15991666667,6.71433333334,6.254,4.9145,8.58399999999
251.29,4.80916666666,4.00766666667,3.98158333333,4.98775,3.14066666667,6.69108333333,6.21625,5.27958333333,8.70358333334
251.66,5.3495,4.47791666667,4.15783333334,5.26058333334,3.37066666667,7.12816666666,6.71025,5.74516666667,9.11583333334
252.04,5.1655,4.79925,4.21633333333,5.12925,3.26733333333,7.26658333333,6.67916666667,5.76633333333,9.30041666667
252.41,5.3515,5.09641666667,4.3175,5.24025,3.27391666666,7.60983333333,6.87716666667,6.04708333333,9.53433333332
252.79,5.92558333333,5.61983333333,4.96608333333,5.75608333333,3.74341666666,8.211,7.32691666667,6.5745,9.96508333333
253.16,6.59941666667,6.1065,5.614,6.28658333333,4.28741666667,8.89249999999,7.92116666668,7.20091666667,10.721
253.54,6.64741666667,6.20683333334,5.62741666667,6.274,4.47316666666,8.86016666667,7.90233333333,7.34675,10.8429166667
253.91,6.62358333333,6.04541666667,5.60933333333,6.17275,4.60016666667,8.90166666666,7.87266666666,7.24575,10.6800833333
254.28,6.54833333334,6.18933333334,5.446,6.06291666667,4.60658333333,8.84391666667,7.75683333334,7.06391666667,10.6289166667
254.66,6.41741666667,6.30666666667,5.31975,6.20633333333,4.54408333334,8.39666666667,7.69999999999,7.283,10.5235
255.03,6.878,6.99425,5.38391666666,6.72858333333,5.1625,8.682,8.21725000001,7.85741666667,11.2991666667
255.41,6.64508333334,7.02266666667,5.35141666667,6.56466666667,5.1855,8.39058333333,8.35058333334,7.721,11.092
255.78,6.30316666667,7.11158333334,5.60675,6.86383333333,5.34691666667,8.02641666667,8.31566666666,7.75491666668,10.9655
256.15,6.63358333333,6.88808333333,6.04125,7.23158333334,5.60891666667,8.01933333333,8.42808333333,7.84766666666,11.0045833333
256.53,7.0385,6.81983333333,6.30175,7.41833333334,5.85866666667,8.034,8.62108333334,7.80375,11.0784166666
256.90,6.29425,5.865,5.23183333333,6.847,5.21033333333,7.33516666666,8.14008333333,6.97033333333,10.3939166667
257.28,5.64425,5.004,4.29466666667,6.05783333333,4.57058333333,6.521,7.38775,6.12683333333,9.52050000001
257.65,5.39325,4.68675,4.12941666666,5.96358333333,4.384,6.41116666667,7.00799999999,5.81883333333,9.15825000001
258.02,5.16366666667,4.39508333334,4.11725,5.77991666667,4.01833333333,6.21758333333,6.659,5.62783333333,9.00683333332
258.40,5.24333333333,4.369,4.0915,5.81116666666,3.96433333333,6.41816666667,6.75091666667,5.6805,9.12291666666
258.77,5.04233333333,4.17783333333,3.93783333333,5.54216666667,3.84458333334,6.47741666667,6.42383333333,5.35016666667,9.02541666667
259.15,4.86358333333,4.06091666667,3.92275,5.35683333333,3.73133333333,6.40591666667,6.19725,5.14283333334,8.83150000001
259.52,4.81033333333,3.94125,3.84658333333,5.28875,3.68708333333,6.50716666667,6.091,5.05791666667,8.83024999999
259.89,4.83383333333,3.81841666667,3.74691666667,5.14833333333,3.64058333333,6.56525,5.90991666666,4.977,8.72174999999
