wavelength,Back_DigVenf,Belly_DigVenf,Breast_DigVenf,Crissum_DigVenf,Crown_DigVenf,DorTail_DigVenf,Patch10_DigVenf,Rump_DigVenf,Throat_DigVenf,WingTip_DigVenf
334.64,10.2468333334,7.10754545455,5.6645,4.3705,9.10516666666,6.58825,18.879,7.284,6.22433333334,7.49633333333
335.01,10.4688333333,7.27724242425,6.15533333334,4.54933333334,9.31300000001,6.84283333333,19.1446666667,7.6805,6.294,7.71233333333
335.38,10.249,6.95896969696,6.00083333334,4.33833333333,9.19100000002,6.57316666667,18.9991666667,7.54166666667,6.23266666666,7.4625
335.74,10.2616666667,6.96131818182,6.21833333333,4.25633333333,9.2805,6.49316666666,19.2566666666,7.78066666666,6.23883333334,7.48983333333
336.11,10.4893333334,6.91343939394,6.49583333333,4.16783333334,9.47425000002,6.52158333334,19.632,7.8015,6.12116666666,7.64716666667
336.47,10.8543333334,7.29945454545,6.87133333334,4.3935,9.79533333333,6.61558333333,20.087,7.87483333333,6.64333333333,7.895
336.84,10.9706666667,7.23306060607,6.76383333334,4.24683333333,9.95541666667,6.47075,20.0811666666,7.87683333333,6.55833333333,8.00733333333
337.21,10.8646666666,7.21568181818,6.6855,4.08,9.70058333335,6.30825,20.002,7.8965,6.646,7.7725
337.57,10.89,7.24456060606,6.69766666667,4.049,9.64266666667,6.25933333334,20.0623333333,7.99433333333,6.60333333333,7.727
337.94,11.0845,7.2411969697,6.781,4.01233333334,9.71516666669,6.23325,20.3236666666,8.10383333334,6.62316666666,7.79783333334
338.31,11.2041666666,7.2938030303,6.83433333333,4.07616666667,9.83750000001,6.29508333334,20.287,8.27433333334,7.02983333333,7.79933333333
338.67,11.291,7.28759090908,6.88516666667,4.2115,9.88358333334,6.25683333334,20.4173333333,8.35516666667,7.10316666667,7.84566666667
339.04,11.1626666667,7.0236060606,6.7035,4.14016666667,9.869,5.85941666667,20.5263333333,8.11566666666,7.0275,7.76266666667
339.40,11.3453333334,7.29966666667,7.09216666667,4.07033333333,10.116,5.84091666667,20.8478333333,8.12166666666,6.97666666667,8.059
339.77,11.2933333333,7.2331969697,6.97416666666,4.0025,10.0996666667,5.661,20.8033333334,7.85616666667,6.835,7.94266666666
340.14,11.2203333334,7.457,6.9315,4.03733333333,10.0271666667,5.77858333333,20.7136666666,7.9705,7.16366666666,7.93233333334
340.50,11.1423333333,7.37562121211,6.87583333333,4.13966666666,10.0183333333,5.75425,20.6233333333,7.82866666667,6.98383333333,7.92283333333
340.87,11.5771666667,7.82675757575,7.46033333334,4.645,10.3178333333,6.2195,21.14,8.20133333334,7.65,8.27083333334
341.23,11.8056666667,8.0558030303,7.61116666667,5.03466666667,10.6448333333,6.49691666667,21.4363333333,8.35166666667,7.85833333334,8.45183333333
341.60,12.0351666666,8.40125757575,7.6965,5.2705,10.9506666667,6.8275,21.7571666667,8.61933333333,8.04333333333,8.82150000001
341.96,11.8641666667,8.3281060606,7.559,5.2375,10.8544166666,6.67575,21.5091666666,8.49083333333,7.785,8.82366666666
342.33,12.12,8.59818181819,7.62616666667,5.34433333334,10.979,6.70991666667,21.9095,8.51616666667,7.71,9.00083333333
342.70,12.4385,9.03495454545,7.87233333333,5.5485,11.2631666667,6.87266666666,22.1545,8.80733333334,7.9155,9.26599999998
343.06,12.6355,9.3651060606,7.83333333334,5.824,11.4553333333,7.07658333333,22.1303333334,8.91816666667,8.011,9.47783333333
343.43,12.6695,9.20409090909,7.72183333334,6.10866666667,11.41075,7.22933333334,22.0503333334,9.0665,8.11966666667,9.44783333335
343.79,12.8078333333,9.4021969697,7.821,6.26383333333,11.47375,7.33258333334,22.0495,9.24116666666,8.38883333334,9.571
344.16,13.0703333333,9.48596969699,7.8235,6.48466666667,11.7900833334,7.51016666667,22.1926666667,9.369,8.26466666667,9.78583333333
344.52,13.0398333333,9.54407575759,7.76916666666,6.48583333333,11.8223333334,7.51158333334,22.221,9.413,8.36516666667,9.80483333331
344.89,12.9933333333,9.49515151515,7.72583333334,6.40766666666,11.9238333334,7.47333333334,22.1553333334,9.39866666667,8.002,9.73799999998
345.25,12.8501666667,9.3296969697,7.5465,6.268,11.6616666666,7.14675,21.919,9.0805,7.66483333334,9.62183333331
345.62,12.7925,9.23096969697,7.4915,6.17016666666,11.53925,6.94741666667,21.6556666667,8.91016666666,7.538,9.53383333334
345.99,12.8193333334,9.30495454545,7.30133333334,6.05083333333,11.6945833333,6.92508333333,21.6446666667,8.89866666667,7.56366666667,9.5085
346.35,12.5801666667,9.07357575759,6.97166666666,5.69333333333,11.60275,6.852,21.5643333333,8.7025,7.2575,9.36266666668
346.72,12.4621666667,8.89851515152,6.799,5.42966666667,11.45675,6.6025,21.447,8.386,7.10233333334,9.08599999999
347.08,12.4335,8.96233333333,6.98216666666,5.4515,11.43575,6.58391666666,21.4465,8.43883333333,6.98216666666,8.96983333335
347.45,12.2633333334,9.02513636363,6.948,5.31516666667,11.3043333334,6.46675,21.2258333333,8.22983333333,6.85833333334,8.75216666668
347.81,11.9755,8.62786363636,6.6405,4.85616666667,10.9830833333,6.03075,20.958,7.92333333334,6.65266666667,8.47666666669
348.18,11.6623333334,8.24578787878,6.26783333334,4.52383333333,10.6779166667,5.59683333334,20.7025,7.63033333333,6.39783333333,8.0795
348.54,11.5865,8.1595,6.10083333334,4.40216666666,10.5640833333,5.58841666667,20.6905,7.62983333334,6.29766666667,7.94133333333
348.91,11.54,8.1653939394,5.849,4.34516666666,10.4960833333,5.56066666666,20.7475,7.60916666667,6.34216666666,7.88166666666
349.27,11.6233333333,8.11012121212,5.56183333334,4.194,10.5875833333,5.59541666666,20.8056666666,7.80666666666,6.43083333334,7.89716666667
349.64,11.5251666666,8.02746969696,5.40683333333,4.279,10.5255,5.50866666667,20.8675,7.734,6.51583333333,7.80466666666
350.00,11.5481666666,8.02943939394,5.531,4.41783333334,10.43125,5.57941666666,20.9326666667,7.79616666667,6.57,7.86233333334
350.37,11.5098333333,8.06865151515,5.62216666667,4.66866666667,10.3638333333,5.56441666667,20.7355,7.91416666667,6.70283333334,7.841
350.73,11.2965,7.98509090908,5.57583333333,4.8065,10.2835,5.62716666666,20.5626666666,7.89933333334,6.783,7.85366666667
351.10,11.1801666666,7.71743939393,5.38066666667,4.73916666667,10.1144166667,5.57141666666,20.5796666666,7.77666666667,6.728,7.74666666666
351.46,11.1538333334,7.66413636364,5.37833333334,4.66183333334,10.081,5.4625,20.6496666666,7.77466666667,6.63083333333,7.6995
351.83,11.6215,8.14772727274,5.755,5.24966666667,10.57,5.83491666667,21.1435,8.1255,6.825,8.15116666667
352.19,11.9148333333,8.65822727273,6.16516666666,5.66466666666,10.908,6.204,21.5475,8.42183333333,7.1885,8.569
352.55,12.1148333333,8.8146969697,6.16116666667,5.7495,11.06075,6.17733333333,21.5571666667,8.45166666667,7.29,8.71750000002
352.92,11.978,8.79845454545,6.18183333333,5.77066666666,10.9716666667,6.12983333334,21.4131666666,8.38533333333,7.3255,8.65616666668
353.28,11.952,8.86336363637,6.445,6.05433333333,11.09775,6.32766666666,21.5306666667,8.374,7.60316666667,8.80766666665
353.65,12.0455,9.07895454545,6.7315,6.17233333334,11.3085833334,6.49925,21.8013333334,8.60583333333,7.63533333333,8.94699999998
354.01,12.1683333334,9.1678030303,6.9905,6.339,11.5981666667,6.65433333333,22.004,8.7475,7.79083333333,9.00049999998
354.38,12.3238333333,9.3521060606,7.16333333334,6.4415,11.75475,6.67291666667,22.1981666667,8.80516666667,8.0355,9.15250000001
354.74,12.494,9.40707575758,7.24183333334,6.41583333333,11.93075,6.75866666667,22.374,8.90333333333,8.05433333334,9.39166666666
355.11,12.6486666666,9.58178787879,7.42483333334,6.42316666667,12.1051666667,6.83025,22.4853333333,9.01166666667,8.25583333333,9.59666666668
355.47,12.7351666666,9.66786363637,7.45483333333,6.4495,12.202,6.83808333333,22.509,8.99983333334,8.41183333334,9.74483333332
355.83,12.5835,9.61486363637,7.457,6.40416666667,12.10875,6.84491666667,22.4025,8.9535,8.54733333334,9.57216666666
356.20,12.2643333334,9.3348030303,7.28483333333,6.0845,11.79925,6.496,22.1495,8.69083333333,8.27016666667,9.24650000002
356.56,12.1473333333,9.2913939394,7.43233333334,6.04066666667,11.712,6.45183333333,22.1528333334,8.67083333334,8.26366666666,9.18283333332
356.93,12.1495,9.34374242425,7.434,5.97866666667,11.6724166667,6.33858333334,22.0761666666,8.575,8.0945,9.18833333332
357.29,12.0566666667,9.33618181819,7.30333333333,5.77616666667,11.5644166667,6.19833333334,21.9916666666,8.52233333334,7.86583333334,9.09083333334
357.66,12.153,9.41984848485,7.414,5.78016666667,11.566,6.24725,21.9781666667,8.4635,7.95483333333,9.13716666669
358.02,12.2051666667,9.48059090909,7.3245,5.8285,11.5016666667,6.28841666667,21.9785,8.51183333333,7.89233333334,9.15683333331
358.38,12.1275,9.47418181819,7.29233333333,5.85916666667,11.49275,6.35583333333,21.942,8.42933333334,7.75216666666,9.01033333333
358.75,11.9561666666,9.359,7.15166666667,5.87033333334,11.3653333333,6.33366666666,21.8533333333,8.31666666667,7.603,8.7485
359.11,11.8641666667,9.34818181819,7.00733333333,5.86166666667,11.3006666667,6.3005,21.7833333333,8.20466666667,7.58966666666,8.64616666668
359.48,12.1826666667,9.55513636364,7.163,6.11516666666,11.6495,6.62175,22.1483333334,8.5245,7.8015,8.88899999998
359.84,12.2955,9.67084848485,7.2715,6.14783333333,11.7673333334,6.70833333334,22.2281666666,8.5365,7.79316666666,8.95050000001
360.20,12.4421666667,9.76856060607,7.3835,6.21116666667,11.9115833333,6.90958333334,22.3363333333,8.54666666667,7.938,9.03583333333
360.57,12.42,9.79559090908,7.30516666667,6.22583333334,11.9264166667,6.95458333334,22.3781666666,8.50816666667,7.933,8.97349999999
360.93,12.5741666667,9.81956060607,7.279,6.34483333333,12.0883333333,7.09266666667,22.528,8.59533333334,8.07833333333,9.06200000002
361.29,12.7203333334,9.90203030305,7.41783333334,6.4155,12.2816666667,7.2035,22.6698333333,8.65916666666,8.2585,9.12700000002
361.66,12.7381666666,9.8805909091,7.397,6.52316666667,12.3420833333,7.22033333333,22.7368333333,8.67183333333,8.287,9.16766666669
362.02,12.8301666667,10.0508030303,7.6145,6.68416666666,12.4933333333,7.33025,22.8416666666,8.75733333333,8.54983333334,9.3155
362.39,12.912,10.1131666666,7.66416666667,6.79916666667,12.56675,7.35891666666,22.9013333333,8.88983333333,8.58883333333,9.5025
362.75,13.0861666667,10.2810454546,7.8065,6.85216666667,12.7049166666,7.42325,23.0903333333,9.01483333334,8.69016666667,9.63983333335
363.11,13.3006666666,10.3557272728,7.93916666666,6.98266666667,12.8975,7.52616666667,23.2571666667,9.13066666667,8.734,9.78599999999
363.48,13.1908333333,10.2865606061,7.91666666666,6.98066666667,12.7340833334,7.42058333334,23.1426666667,8.978,8.62233333333,9.66600000001
363.84,13.0458333334,10.1753181818,7.73833333334,6.88116666667,12.63675,7.24608333334,23.0988333333,8.88766666666,8.52033333333,9.56316666668
364.20,13.1345,10.2411969697,7.85483333333,6.97416666667,12.6920833333,7.2615,23.1038333333,8.98016666666,8.51666666666,9.59566666669
364.57,13.2683333333,10.4292121212,8.05133333334,7.09633333334,12.86575,7.41333333334,23.1988333334,9.08833333334,8.73016666666,9.7575
364.93,13.1838333333,10.3762878788,8.05583333334,7.01566666667,12.7745,7.32508333333,23.1561666667,9.0225,8.72966666667,9.76516666665
365.29,13.1071666667,10.4027727273,7.88483333334,6.97416666666,12.6554166666,7.17916666666,23.0961666666,8.97933333333,8.61283333334,9.63449999998
365.66,13.0791666667,10.3601666666,7.868,6.82166666667,12.60925,7.09641666667,23.004,8.94866666667,8.56816666667,9.60999999998
366.02,12.8001666667,10.0212727273,7.489,6.3635,12.273,6.76033333333,22.7788333333,8.56516666667,8.1895,9.32683333333
366.38,12.719,9.90198484848,7.35383333334,6.14883333334,12.15725,6.59958333333,22.7496666667,8.37,8.18666666666,9.2125
366.75,12.6116666666,9.86704545455,7.31666666667,6.08116666667,12.0959166667,6.53166666667,22.593,8.30366666667,8.2055,9.15616666666
367.11,12.5123333333,9.98140909093,7.30766666666,6.02066666667,12.0425833333,6.59775,22.5666666667,8.321,8.13866666666,9.12966666666
367.47,12.3721666667,9.9205909091,7.19733333334,5.772,11.8961666667,6.54625,22.4283333334,8.20483333333,8.05383333333,8.96683333331
367.84,12.4565,9.95983333335,7.26266666666,5.78216666667,11.9461666667,6.6705,22.4713333333,8.23633333333,8.11,9.03633333335
368.20,12.2678333333,9.78777272727,6.98266666666,5.6455,11.8371666667,6.46833333333,22.4573333333,8.08433333333,7.92916666667,8.83049999999
368.56,12.1638333334,9.58363636363,6.77933333333,5.5055,11.6991666667,6.31175,22.3655,7.98533333333,7.759,8.76666666665
368.93,12.3526666667,9.81268181818,7.08616666667,5.72383333333,11.8415833334,6.52,22.593,8.11816666667,8.00366666666,8.88816666667
369.29,12.449,9.86718181818,7.30966666667,5.774,11.94725,6.5345,22.6745,8.11666666667,8.00216666666,9.04783333333
369.65,12.503,10.0030151515,7.34983333334,5.85216666667,12.0926666667,6.682,22.8735,8.1735,8.10666666666,9.10333333334
370.01,12.5181666666,9.97642424243,7.41616666667,5.9385,12.1851666667,6.73758333333,22.8998333333,8.2055,8.22533333333,9.1005
370.38,12.5135,9.9338030303,7.46283333334,5.9185,12.2423333333,6.75041666667,22.9113333334,8.2215,8.09983333334,9.03383333335
370.74,12.5783333333,10.0263636364,7.51316666666,5.945,12.2943333333,6.78075,23.0063333333,8.22283333333,8.20116666666,9.03549999998
371.10,12.6835,10.1613939394,7.61183333333,6.09133333333,12.491,6.8315,23.1521666667,8.34883333333,8.41316666666,9.09050000002
371.46,12.8961666667,10.2819090909,7.71083333333,6.33333333334,12.69425,6.85216666666,23.3831666666,8.40533333334,8.564,9.31950000001
371.83,12.9561666667,10.3604242424,7.83116666667,6.45233333333,12.7955,6.98933333334,23.445,8.54666666667,8.6215,9.38166666666
372.19,13.0968333334,10.5580454546,8.08216666666,6.63283333334,12.9105,7.14691666666,23.566,8.6725,8.793,9.60566666668
372.55,13.0601666667,10.5619090909,8.18566666666,6.69266666666,12.9113333333,7.12716666666,23.5711666667,8.6765,8.672,9.49499999998
372.92,12.8825,10.3913030303,8.0315,6.47816666667,12.7778333333,6.97025,23.3636666666,8.5385,8.46966666666,9.31750000002
373.28,12.9836666666,10.5478333333,8.089,6.64566666666,12.8346666667,7.147,23.3858333333,8.61683333334,8.6165,9.41516666668
373.64,12.8705,10.3638181818,7.93316666667,6.591,12.652,7.00958333333,23.182,8.50016666666,8.48866666667,9.26649999998
374.00,12.9266666667,10.5636969697,7.99383333334,6.78716666666,12.745,7.0735,23.197,8.65033333334,8.54366666667,9.29316666666
374.37,12.878,10.5899696969,7.96083333334,6.81183333334,12.6905833334,7.156,23.187,8.59083333334,8.638,9.27933333333
374.73,13.0238333333,10.6653939394,7.923,6.97716666667,12.74525,7.21083333333,23.2568333334,8.69683333333,8.5985,9.40766666666
375.09,13.078,10.6438333333,7.9415,6.8835,12.6265833333,7.17391666666,23.1636666667,8.58816666667,8.533,9.37233333333
375.45,13.0285,10.7486818182,8.034,6.838,12.6200833333,7.13483333334,23.1215,8.6645,8.5345,9.33633333335
375.81,13.0928333333,10.8543636364,8.1305,6.90416666667,12.6501666667,7.2105,23.1715,8.6465,8.59966666667,9.41466666665
376.18,12.9128333334,10.7828181818,8.02216666667,6.80666666667,12.5413333333,7.08375,23.0368333333,8.503,8.55516666667,9.27066666667
376.54,13.1286666667,10.9396969697,8.2325,6.86683333333,12.67375,7.224,23.1771666666,8.6315,8.68816666667,9.39516666667
376.90,13.2396666666,11.0992878787,8.31833333334,6.976,12.78175,7.26425,23.3911666667,8.787,8.72933333333,9.49516666666
377.26,13.0883333333,11.018530303,8.19766666667,6.84433333333,12.63525,7.22308333333,23.2716666667,8.76683333334,8.65716666666,9.35916666668
377.63,13.1346666667,11.1261363636,8.27616666666,6.89233333333,12.6719166666,7.2815,23.315,8.81616666667,8.6905,9.42399999998
377.99,13.119,11.0053030303,8.13683333333,6.7045,12.509,7.15566666666,23.2943333333,8.64866666667,8.54916666667,9.37166666668
378.35,13.2911666666,11.1558181818,8.21,6.80433333334,12.636,7.23633333333,23.3398333334,8.79866666666,8.658,9.46933333333
378.71,13.3525,11.2359848485,8.37666666667,6.79766666667,12.6836666666,7.28383333334,23.3515,8.859,8.71016666666,9.48650000001
379.07,13.2101666667,11.0487878788,8.263,6.73533333333,12.6334166666,7.16716666667,23.2988333334,8.75616666666,8.63966666667,9.40450000002
379.44,13.1808333333,10.9458333333,8.18033333333,6.631,12.582,7.08608333333,23.3273333334,8.7015,8.6585,9.37433333334
379.80,13.0525,10.8455454545,8.02666666667,6.4675,12.4933333333,6.88691666666,23.2106666666,8.57816666667,8.53366666666,9.21383333331
380.16,13.1781666667,10.8336060606,7.99566666667,6.53966666667,12.5239166666,6.96491666666,23.2398333333,8.69316666667,8.53983333334,9.29333333335
380.52,13.256,10.8764242424,7.96766666667,6.64583333334,12.612,6.9965,23.3685,8.74033333333,8.7105,9.44399999998
380.88,13.1976666667,10.8507727273,7.92766666666,6.637,12.58775,6.91066666666,23.2776666667,8.71883333333,8.77066666667,9.45016666666
381.24,13.143,10.7484090909,7.86516666666,6.58183333334,12.5514166666,6.73475,23.2835,8.55883333333,8.68833333333,9.37283333332
381.61,13.1508333334,10.8141666666,7.87583333334,6.5725,12.5386666667,6.62308333333,23.3295,8.5925,8.69883333333,9.36983333335
381.97,13.2336666667,10.9402727273,8.14733333333,6.80383333333,12.67375,6.763,23.4868333333,8.78633333333,8.92633333334,9.48700000001
382.33,13.2605,11.0923939394,8.33183333334,6.91183333333,12.7143333333,6.80466666666,23.5821666667,8.9,9.05916666666,9.52383333334
382.69,13.185,11.0636666667,8.29083333333,6.85566666667,12.7139166667,6.78783333333,23.6123333334,8.84233333333,9.04333333333,9.50449999999
383.05,13.2738333333,11.2569242424,8.35833333334,6.94666666667,12.7638333334,6.8895,23.7053333333,8.982,9.14633333334,9.62266666666
383.41,13.4046666667,11.3528181818,8.415,7.06616666666,12.8766666666,7.02216666667,23.745,9.03066666667,9.1125,9.71600000002
383.77,13.4331666666,11.3549848485,8.45516666667,7.119,12.8228333334,7.0455,23.7571666667,9.04266666666,9.07766666666,9.71833333331
384.14,13.4761666667,11.442060606,8.48616666666,7.06033333333,12.8504166667,7.08358333333,23.8455,9.03883333333,9.07683333333,9.70000000002
384.50,13.326,11.3770151516,8.31216666667,6.99033333333,12.708,7.00766666667,23.6621666667,8.95783333333,8.90933333334,9.56933333333
384.86,13.378,11.3348181818,8.3245,7.0015,12.7139166667,7.06308333334,23.7606666666,8.90483333333,8.9045,9.56466666666
385.22,13.5338333333,11.3984848484,8.44833333334,7.0375,12.81325,7.20533333334,23.8528333333,9.01,9.002,9.63099999999
385.58,13.5378333333,11.3367272727,8.42666666666,7.00466666667,12.8408333333,7.18175,23.7836666667,8.9395,9.0195,9.5955
385.94,13.5268333333,11.3433484849,8.36,6.91833333333,12.87075,7.14066666667,23.815,8.88583333333,8.994,9.58233333335
386.30,13.4168333333,11.1885757575,8.19533333334,6.78466666667,12.7441666667,7.01966666666,23.69,8.70116666666,8.78866666667,9.48616666669
386.66,13.3763333333,11.1989393939,8.21566666666,6.74,12.6999166667,6.98858333334,23.6621666667,8.6655,8.80683333333,9.45899999999
387.03,13.339,11.158409091,8.22416666666,6.71066666667,12.6665833333,6.90033333334,23.6118333333,8.58716666667,8.71766666667,9.36433333335
387.39,13.3033333333,11.1582727273,8.19,6.73666666667,12.6401666666,6.87641666666,23.601,8.5705,8.776,9.32016666668
387.75,13.4443333333,11.3511515152,8.341,6.81633333333,12.8193333333,6.96083333333,23.7406666667,8.72166666666,8.92283333333,9.43866666669
388.11,13.406,11.3921969697,8.39383333333,6.8995,12.8499166666,6.96791666666,23.7321666667,8.73633333334,8.98466666666,9.44833333335
388.47,13.3875,11.3418333333,8.4145,6.83833333333,12.8821666667,6.90641666666,23.7541666667,8.65533333333,9.01,9.42099999998
388.83,13.2151666667,11.227409091,8.18916666666,6.687,12.70925,6.73016666667,23.5128333333,8.47933333333,8.8565,9.22133333332
389.19,13.1336666667,11.2282121212,8.15833333334,6.70966666666,12.676,6.68,23.5515,8.44633333333,8.813,9.24283333331
389.55,13.1195,11.2950606061,8.22816666667,6.72833333333,12.6936666666,6.73625,23.5813333333,8.46,8.782,9.25866666669
389.91,13.124,11.3938181818,8.28683333334,6.788,12.6994166667,6.77941666666,23.5676666667,8.47833333333,8.7435,9.28416666666
390.27,13.2263333333,11.4940454546,8.35616666667,6.829,12.8331666667,6.82491666667,23.7113333333,8.56916666666,8.83933333333,9.36149999998
390.63,13.2411666667,11.4864393939,8.30966666666,6.85383333334,12.8085,6.75858333334,23.7095,8.54033333333,8.82833333333,9.34383333335
391.00,13.2113333334,11.379469697,8.21316666666,6.784,12.7646666667,6.7125,23.7138333333,8.53333333333,8.83966666666,9.28966666666
391.36,13.2448333333,11.4040757576,8.243,6.80733333334,12.79,6.7245,23.8145,8.55966666667,8.85366666666,9.29150000001
391.72,13.184,11.3573787879,8.11466666667,6.76283333333,12.6935833334,6.70058333334,23.7978333333,8.48333333334,8.90466666667,9.21800000001
392.08,13.2088333333,11.3276060606,8.07566666667,6.68,12.6675,6.65058333333,23.8235,8.46483333334,8.92483333334,9.22450000002
392.44,13.265,11.4494090909,8.08766666666,6.76616666667,12.67375,6.68066666667,23.9148333334,8.51133333333,8.97,9.24433333333
392.80,13.4875,11.682590909,8.34666666666,7.01566666667,12.88575,6.8555,24.1628333334,8.71433333333,9.17066666666,9.44333333331
393.16,13.5671666666,11.8186363636,8.35283333333,7.113,12.93825,6.94866666666,24.2451666667,8.80566666667,9.3245,9.48733333332
393.52,13.5808333334,11.8242727273,8.29266666666,7.15783333334,12.9183333333,6.95533333334,24.3055,8.81766666666,9.32233333333,9.4875
393.88,13.6001666667,11.7809242424,8.23716666667,7.1755,12.8968333333,6.913,24.327,8.8045,9.3985,9.4575
394.24,13.5248333333,11.7201060606,8.18533333334,7.12883333333,12.7676666667,6.78825,24.2551666666,8.6915,9.29566666666,9.40616666668
394.60,13.5183333334,11.7070909091,8.16783333334,7.15066666667,12.8078333334,6.84033333333,24.3035,8.72816666667,9.285,9.39333333334
394.96,13.5608333333,11.8644696969,8.24583333333,7.235,12.8450833334,6.889,24.3493333333,8.74533333334,9.33133333333,9.49283333333
395.32,13.4545,11.8558787879,8.1695,7.15733333333,12.7308333333,6.847,24.2065,8.66816666667,9.271,9.44166666667
395.68,13.3191666667,11.7374393939,8.05933333333,7.101,12.6504166666,6.7015,24.1018333334,8.54916666667,9.11216666667,9.355
396.04,13.3106666667,11.8034242424,8.09083333334,7.13566666667,12.6285,6.71025,24.1151666666,8.518,9.0775,9.36166666667
396.40,13.3355,11.8332727273,8.22133333334,7.11283333334,12.6105,6.70883333334,24.0916666667,8.535,9.04783333333,9.39900000002
396.76,13.3341666667,11.8785454546,8.18566666666,7.05183333333,12.611,6.72908333333,24.062,8.53716666666,9.0245,9.40583333331
397.12,13.3291666666,11.8246212121,8.24466666667,6.97316666666,12.60275,6.64316666666,23.9965,8.47966666667,8.9245,9.3995
397.48,13.2738333334,11.7948181818,8.2905,6.93166666667,12.5660833334,6.55583333334,23.9658333333,8.44066666667,8.966,9.40716666669
397.84,13.2505,11.8663484849,8.369,6.92683333333,12.5751666667,6.60475,23.9801666666,8.45316666667,8.989,9.42833333331
398.20,13.2715,11.8738181818,8.404,6.915,12.5766666666,6.6005,23.9958333333,8.45266666667,9.0725,9.44750000001
398.56,13.3656666667,11.9886969697,8.5385,6.9945,12.604,6.62658333333,24.0691666667,8.50066666667,9.17533333334,9.548
398.92,13.3726666667,11.9376363636,8.568,6.96566666666,12.59,6.60041666666,24.0788333333,8.50066666666,9.213,9.52783333333
399.28,13.4161666667,11.929560606,8.5905,6.96,12.5796666666,6.61916666667,24.0953333333,8.55666666667,9.18583333333,9.49899999998
399.64,13.4946666667,12.0398939394,8.75183333334,7.00666666666,12.64425,6.70683333334,24.168,8.62816666667,9.28383333334,9.57866666665
400.00,13.574,12.1089848485,8.85983333334,7.0855,12.7433333333,6.77341666666,24.2651666667,8.70433333333,9.40016666667,9.67266666669
400.36,13.5781666666,12.0607727273,8.76133333333,7.12033333334,12.7465833333,6.75683333333,24.2788333334,8.678,9.454,9.66333333335
400.72,13.4631666667,11.8963030303,8.73166666666,7.089,12.6323333333,6.62025,24.2398333333,8.57866666667,9.37766666667,9.53716666665
401.08,13.5148333333,11.9106969697,8.74,7.1425,12.6540833333,6.67508333333,24.2895,8.63716666667,9.466,9.53966666668
401.44,13.6618333333,12.0060151515,8.8365,7.24316666667,12.761,6.76891666666,24.4278333334,8.73116666667,9.55733333334,9.57366666665
401.80,13.7571666667,12.0187575757,8.86516666667,7.25833333333,12.8143333333,6.735,24.493,8.74533333334,9.55066666667,9.56933333333
402.16,13.823,12.0077272727,8.88883333334,7.32833333334,12.8695,6.7875,24.5831666667,8.78033333333,9.58,9.55833333333
402.52,13.7571666667,11.9231818182,8.82466666666,7.26433333334,12.801,6.75166666667,24.529,8.71883333333,9.49966666667,9.48666666665
402.88,13.8588333333,12.0364545454,8.93366666666,7.39916666666,12.87725,6.85766666667,24.6416666666,8.80633333334,9.57233333333,9.54433333334
403.24,13.8386666666,12.0630454546,8.92616666667,7.44133333333,12.9105,6.82416666667,24.6923333333,8.764,9.59933333334,9.58066666668
403.60,13.8743333333,12.0848636364,8.92816666666,7.47566666667,12.91225,6.83441666666,24.788,8.81016666667,9.59033333333,9.57299999998
403.95,13.8395,12.024530303,8.854,7.44383333334,12.8630833334,6.79025,24.759,8.771,9.54333333333,9.50116666667
404.31,13.792,11.9661818182,8.89133333333,7.38766666666,12.83575,6.76866666667,24.721,8.76,9.50766666666,9.45583333332
404.67,13.9315,12.0617575758,9.01816666666,7.38416666667,12.914,6.82675,24.8175,8.81533333334,9.55716666666,9.55600000002
405.03,13.953,12.1217121212,9.17066666666,7.44616666667,12.9465833333,6.86683333334,24.893,8.8645,9.52983333333,9.59783333332
405.39,13.9553333333,12.1688030303,9.19866666666,7.431,12.94625,6.88033333333,24.8961666667,8.86366666667,9.53583333334,9.62650000001
405.75,13.8905,12.115590909,9.18966666666,7.40866666666,12.8749166666,6.86791666666,24.8368333334,8.8525,9.43616666666,9.59899999999
406.11,13.8771666667,12.2142272727,9.2705,7.4475,12.9003333333,6.95483333333,24.8323333334,8.91516666666,9.452,9.65266666669
406.47,13.943,12.3330606061,9.35383333334,7.54583333334,12.98275,7.00925,24.928,9.004,9.58133333333,9.72450000002
406.83,13.9073333333,12.3258181818,9.327,7.48766666667,12.9695,6.97891666667,24.9151666667,8.95483333333,9.53833333334,9.72549999999
407.19,13.9508333333,12.3222878788,9.41866666667,7.51933333334,13.0069166666,7.02566666666,24.9106666667,8.98133333334,9.5725,9.76133333333
407.55,13.9755,12.3371212121,9.47283333334,7.51733333334,13.0359166666,7.01891666666,24.8551666666,8.958,9.5935,9.81149999998
407.90,14.0386666667,12.3963181818,9.551,7.5525,13.0165,7.0215,24.871,8.9785,9.62683333334,9.85366666666
408.26,14.1121666667,12.4872878788,9.59683333333,7.61066666666,13.07725,7.06033333334,24.963,9.01933333334,9.64983333333,9.89699999998
408.62,14.069,12.4959393939,9.58416666666,7.62866666666,13.0579166667,7.0725,24.956,9.04416666666,9.69266666667,9.87566666665
408.98,14.0586666666,12.5021212121,9.52583333334,7.55766666666,13.042,7.02625,24.9261666667,8.98666666667,9.71416666667,9.86783333335
409.34,14.0253333334,12.4351060606,9.49216666666,7.50383333334,12.9955833333,6.95483333333,24.9055,8.9645,9.672,9.81066666666
