wavelength,Back_SalMalf,Belly_SalMalf,Breast_SalMalf,Crissum_SalMalf,Crown_SalMalf,DorTail_SalMalf,Patch10_SalMalf,Patch11_SalMalf,Rump_SalMalf,Throat_SalMalf,WingTip_SalMalf
545.52,11.5175,27.0771666667,20.1865,22.7395,9.22416666665,11.3278333334,38.0938333333,9.16366666665,10.3481666667,34.752,13.3175
545.87,11.5303333334,27.128,20.2715,22.8235,9.19366666665,11.361,38.145,9.15266666667,10.359,34.85,13.32
546.21,11.5153333334,27.1825,20.2963333333,22.8655,9.13283333335,11.34,38.1258333334,9.09166666669,10.3041666667,34.9453333333,13.2778333333
546.55,11.6036666667,27.2923333334,20.409,22.9838333333,9.16566666665,11.4238333334,38.1895,9.14500000001,10.3763333333,35.1251666667,13.3545
546.90,11.64,27.3885,20.4775,23.084,9.225,11.4701666666,38.3031666667,9.20416666666,10.4305,35.272,13.4123333333
547.24,11.722,27.4881666666,20.5773333333,23.2188333333,9.29916666665,11.47925,38.4345,9.28833333332,10.5053333334,35.3931666667,13.4913333333
547.58,11.8186666667,27.608,20.6916666667,23.3258333333,9.43816666665,11.58175,38.513,9.428,10.6198333333,35.5611666666,13.5838333333
547.92,11.8623333333,27.6461666667,20.75,23.3743333334,9.48983333335,11.6015833333,38.607,9.49199999999,10.7078333333,35.6626666666,13.6588333333
548.27,11.8116666666,27.6801666667,20.761,23.3541666667,9.4545,11.6305833333,38.6461666667,9.46166666668,10.676,35.7441666667,13.6201666667
548.61,11.8545,27.8001666667,20.8561666666,23.457,9.49283333335,11.6788333333,38.7763333333,9.47633333335,10.7238333333,35.8731666667,13.6583333334
548.95,11.8815,27.8558333333,20.8743333333,23.5118333334,9.49016666665,11.6834166667,38.834,9.51033333335,10.7483333333,35.9645,13.6671666667
549.29,11.8753333333,27.9085,20.9205,23.5578333333,9.51066666665,11.6239166667,38.8333333333,9.53266666668,10.7806666667,35.9761666667,13.64
549.64,11.869,27.959,20.9823333333,23.633,9.56383333335,11.6123333334,38.9258333333,9.57499999998,10.7993333333,36.0763333334,13.6506666667
549.98,11.8923333333,28.0208333333,21.0345,23.6928333333,9.53266666665,11.605,38.9978333333,9.59100000002,10.8518333333,36.0856666666,13.6866666666
550.32,11.8291666667,28.0718333333,20.9698333333,23.672,9.49116666665,11.5625833334,38.9976666667,9.52133333334,10.7685,36.1066666666,13.6463333333
550.66,11.8421666666,28.1026666667,21.0035,23.6931666667,9.44116666665,11.5511666667,39.0125,9.48783333335,10.753,36.1955,13.6343333333
551.01,11.8936666667,28.223,21.079,23.7608333333,9.44283333335,11.6059166666,39.0596666667,9.51233333332,10.7945,36.3406666667,13.6795
551.35,11.8011666667,28.2221666667,21.027,23.7413333333,9.33583333335,11.55825,39.0351666667,9.45816666668,10.7653333334,36.3783333333,13.618
551.69,11.7763333333,28.2978333333,21.0776666666,23.749,9.35633333335,11.5364166666,39.0401666666,9.45966666668,10.732,36.4005,13.562
552.03,11.7531666666,28.3698333334,21.134,23.7885,9.32483333335,11.4835,39.0303333333,9.42333333335,10.7263333333,36.4263333334,13.5581666667
552.38,11.7373333334,28.3406666667,21.1428333333,23.8231666667,9.29366666665,11.4651666666,39.008,9.39633333335,10.6951666667,36.4841666666,13.5581666667
552.72,11.7863333333,28.362,21.1903333333,23.8846666667,9.412,11.5021666666,38.9931666667,9.47349999999,10.7671666667,36.5795,13.5888333333
553.06,11.8291666667,28.3966666666,21.2256666666,23.9191666667,9.4055,11.57075,39.0151666667,9.48933333335,10.7705,36.7068333334,13.6386666667
553.40,11.9455,28.4825,21.3146666667,23.989,9.4855,11.70475,39.0546666667,9.55416666669,10.8585,36.7998333333,13.7261666667
553.74,11.9911666667,28.5748333333,21.3828333333,24.0343333333,9.58816666665,11.7654166667,39.1506666666,9.64033333335,10.9158333333,36.9591666667,13.7898333333
554.09,12.0286666667,28.5888333333,21.4686666667,24.115,9.58416666665,11.7968333334,39.2328333333,9.68616666669,10.9603333334,37.1008333333,13.8143333333
554.43,12.0426666667,28.6316666666,21.5376666667,24.1728333333,9.607,11.8000833334,39.1975,9.66783333334,10.9946666667,37.1885,13.8538333333
554.77,12.0438333333,28.6071666666,21.5563333334,24.2326666667,9.63183333335,11.8026666667,39.258,9.67133333333,10.9926666666,37.2338333333,13.8643333334
555.11,12.1298333333,28.6588333333,21.669,24.3228333333,9.69333333335,11.86625,39.3546666667,9.70750000001,11.0466666667,37.332,13.9566666667
555.45,12.2081666667,28.7163333334,21.7145,24.4045,9.71366666665,11.92025,39.3368333333,9.75433333334,11.09,37.4605,13.997
555.80,12.3283333333,28.8035,21.8021666667,24.4925,9.78316666665,12.0546666667,39.4611666667,9.8425,11.1485,37.637,14.1028333333
556.14,12.4203333333,28.9278333333,21.874,24.5755,9.928,12.1276666667,39.5215,9.99216666665,11.2343333333,37.7436666667,14.139
556.48,12.5015,29.0586666666,21.9635,24.6876666667,9.95183333335,12.1966666666,39.7478333334,10.0046666667,11.2805,37.8523333334,14.2153333333
556.82,12.5473333334,29.1768333333,22.0208333334,24.7751666667,10.0065,12.2298333333,39.8788333334,10.0186666666,11.3148333333,37.9578333333,14.2435
557.16,12.4463333334,29.1628333334,21.9531666666,24.7395,9.96,12.1535833333,39.9155,9.97249999999,11.2601666667,37.979,14.2041666666
557.50,12.5603333333,29.2635,22.0616666666,24.8953333333,10.0373333334,12.2663333333,39.9678333334,10.0393333334,11.308,38.1103333333,14.2678333334
557.85,12.5586666666,29.2943333334,22.1005,24.8751666667,10.0758333334,12.2165,39.9556666667,10.076,11.3335,38.0968333334,14.3086666667
558.19,12.5076666667,29.2836666667,22.0988333334,24.909,10.0885,12.1790833334,39.9725,10.0936666666,11.3048333333,38.0146666667,14.2528333334
558.53,12.4493333333,29.2526666667,22.0828333334,24.8615,10.054,12.1036666666,39.8693333333,10.0686666667,11.2496666667,38.0016666667,14.1946666667
558.87,12.372,29.2693333334,22.0403333333,24.8788333334,10.0003333333,12.0043333334,39.8355,10.0025,11.211,38.0305,14.1465
559.21,12.298,29.2875,22.0565,24.8825,9.967,11.9676666667,39.809,9.94383333335,11.1861666666,38.066,14.1336666667
559.55,12.2395,29.3048333334,22.0901666666,24.9481666666,9.95566666665,11.9226666667,39.8283333334,9.94299999999,11.202,38.0971666666,14.0965
559.89,12.2135,29.302,22.0665,24.9526666666,9.85933333335,11.925,39.837,9.84483333335,11.161,38.0736666666,14.1048333334
560.23,12.1923333333,29.329,22.1105,24.944,9.855,11.8843333333,39.7643333333,9.89550000001,11.1498333333,38.0833333333,14.1028333334
560.58,12.2346666666,29.3288333333,22.145,24.9745,9.83266666665,11.8405833334,39.7181666667,9.91333333334,11.1388333334,38.0951666667,14.1265
560.92,12.294,29.3811666667,22.2316666666,25.0816666667,9.88516666665,11.9251666667,39.7328333333,9.96683333333,11.2135,38.1803333333,14.1883333333
561.26,12.1911666667,29.317,22.1428333333,25.0031666666,9.7665,11.7918333334,39.6473333334,9.82933333335,11.1131666667,38.1318333334,14.0536666666
561.60,12.1773333333,29.3508333333,22.1215,25.0356666667,9.74883333335,11.7871666666,39.6571666666,9.79116666665,11.0976666667,38.2268333333,14.0413333333
561.94,12.2398333333,29.4156666666,22.097,25.0483333334,9.706,11.83375,39.6895,9.78033333335,11.0995,38.3961666667,14.0405
562.28,12.1976666667,29.4511666666,22.0635,25.096,9.6985,11.8673333334,39.6481666666,9.77566666665,11.1126666667,38.3933333334,14.0481666667
562.62,12.1953333333,29.4718333333,22.1138333333,25.145,9.69416666665,11.9074166667,39.6476666667,9.79266666666,11.1036666666,38.4425,14.0291666667
562.96,12.2703333333,29.5108333333,22.1241666666,25.2441666667,9.715,11.95825,39.6366666667,9.83133333333,11.136,38.492,14.089
563.30,12.3536666666,29.5443333334,22.1616666666,25.264,9.8035,12.01825,39.6006666666,9.89949999999,11.202,38.5498333333,14.1498333333
563.64,12.3446666667,29.5683333333,22.179,25.2921666666,9.85616666665,11.9865,39.5423333334,9.98399999998,11.1971666667,38.5625,14.1578333333
563.99,12.3246666666,29.5483333334,22.1516666667,25.2975,9.80933333335,11.9966666667,39.5183333334,9.93483333331,11.1405,38.5811666667,14.1295
564.33,12.2606666667,29.5953333333,22.1391666667,25.3488333333,9.79183333335,12.0296666666,39.5315,9.91783333334,11.1545,38.6616666666,14.15
564.67,12.2565,29.6201666667,22.131,25.3381666667,9.77233333335,11.9528333334,39.5263333333,9.93166666667,11.1081666667,38.7146666667,14.1421666667
565.01,12.3271666667,29.6911666666,22.224,25.4403333333,9.83083333335,12.03575,39.5738333333,10.0043333333,11.1613333334,38.8006666667,14.247
565.35,12.3388333333,29.7356666667,22.2801666667,25.5171666666,9.88933333335,12.0966666667,39.6248333333,10.064,11.186,38.8511666667,14.2658333333
565.69,12.233,29.6913333333,22.2155,25.4966666667,9.8365,12.0311666666,39.536,9.99250000001,11.1203333334,38.7995,14.1855
566.03,12.3486666667,29.7503333333,22.2805,25.5018333333,9.8415,12.0551666666,39.5406666667,10.006,11.132,38.8743333333,14.2228333333
566.37,12.3233333333,29.6708333334,22.2018333333,25.4416666667,9.83783333335,12.0025833333,39.4553333333,9.97466666666,11.0965,38.8021666666,14.202
566.71,12.3291666666,29.7228333333,22.2048333334,25.4621666666,9.826,12.0011666667,39.5446666667,9.98166666669,11.0695,38.8941666666,14.2006666667
567.05,12.2558333334,29.7065,22.1585,25.4658333333,9.74233333335,11.8648333333,39.5501666667,9.91849999999,10.9745,38.9265,14.1325
567.39,12.2533333333,29.7315,22.1626666667,25.5171666666,9.70666666665,11.9044166667,39.603,9.86533333335,10.9718333333,38.9615,14.1126666667
567.73,12.3051666666,29.8226666667,22.1831666667,25.6595,9.71866666665,11.8931666666,39.675,9.83533333335,10.969,39.076,14.1648333333
568.07,12.3235,29.8563333334,22.243,25.7218333333,9.74066666665,11.8841666666,39.715,9.82466666669,10.9713333333,39.1386666666,14.1753333333
568.41,12.273,29.8376666667,22.2438333333,25.732,9.746,11.8894166666,39.6526666666,9.80283333335,10.9683333333,39.083,14.1065
568.75,12.2695,29.849,22.2528333333,25.7463333334,9.74333333335,11.8965,39.7103333334,9.81683333333,10.985,39.1258333333,14.0895
569.09,12.2503333333,29.8308333333,22.2168333334,25.8266666667,9.67316666665,11.8784166667,39.6463333334,9.76600000001,10.9508333333,39.133,14.0658333333
569.43,12.3456666667,29.8958333333,22.3496666667,25.9286666666,9.73383333335,11.9444166666,39.7375,9.89516666665,11.0391666667,39.2485,14.1745
569.77,12.2436666667,29.8738333333,22.3268333334,25.9598333333,9.711,11.94225,39.7838333333,9.88383333331,11.0263333333,39.26,14.1526666667
570.11,12.2865,30.0126666667,22.4003333333,26.0585,9.76983333335,11.9903333333,39.8315,9.94983333332,11.0585,39.4066666666,14.1775
570.45,12.2608333333,29.9601666667,22.3966666666,26.0876666667,9.7535,11.95625,39.779,9.91616666665,11.0485,39.4421666667,14.1525
570.79,12.294,29.994,22.4776666667,26.1228333334,9.77566666665,12.0010833333,39.7645,9.915,11.0608333334,39.4811666667,14.1958333333
571.13,12.3421666667,30.0491666667,22.5688333333,26.181,9.83966666665,12.0429166667,39.7691666666,9.99250000001,11.1235,39.5505,14.2886666667
571.47,12.3593333334,30.0895,22.6703333334,26.2113333333,9.9405,12.1455833334,39.83,10.1345,11.2333333333,39.6368333333,14.3488333334
571.81,12.3498333334,30.0583333333,22.6241666667,26.1976666667,9.91566666665,12.1610833333,39.7818333334,10.128,11.2116666667,39.6286666666,14.3245
572.15,12.4146666666,30.156,22.7055,26.2726666667,9.91133333335,12.17525,39.8466666666,10.1481666667,11.2601666667,39.7596666666,14.4126666667
572.49,12.3451666666,30.1375,22.6541666666,26.2815,9.84316666665,12.15525,39.76,10.1045,11.1953333333,39.7713333334,14.3921666667
572.83,12.384,30.1695,22.7338333333,26.3001666667,9.84866666665,12.16875,39.7635,10.1028333333,11.2191666667,39.8351666666,14.455
573.17,12.3935,30.1975,22.7493333333,26.3256666667,9.881,12.1768333334,39.7548333333,10.08,11.2166666667,39.8656666667,14.4835
573.51,12.4295,30.2016666667,22.7981666666,26.376,9.91733333335,12.1989166666,39.7528333333,10.1078333333,11.2613333334,39.9593333334,14.5271666667
573.85,12.4236666667,30.2241666666,22.8433333333,26.3951666666,9.875,12.247,39.79,10.0801666667,11.2621666666,39.9508333334,14.5338333333
574.19,12.4393333333,30.3203333333,22.9221666666,26.408,9.89033333335,12.27925,39.8021666667,10.0918333333,11.2795,39.9838333333,14.5731666666
574.53,12.4838333333,30.3703333334,22.9561666667,26.5615,9.95966666665,12.3591666667,39.889,10.1526666667,11.3228333333,40.0916666666,14.6365
574.87,12.4551666667,30.3551666666,22.9748333333,26.6023333333,9.9635,12.3105833333,39.9323333333,10.1445,11.307,40.1546666667,14.645
575.21,12.3803333333,30.3045,22.9096666666,26.5495,9.90566666665,12.20825,39.8275,10.0553333333,11.2168333333,40.1291666666,14.5788333334
575.55,12.3858333333,30.327,22.9773333333,26.6036666667,9.932,12.2001666666,39.8356666667,10.089,11.2465,40.1983333333,14.6011666667
575.89,12.4356666667,30.357,22.9958333333,26.6823333334,9.98033333335,12.2505,39.8351666666,10.1235,11.261,40.2168333333,14.6326666666
576.22,12.5455,30.4448333334,23.1285,26.809,10.0913333334,12.3315833334,39.9401666667,10.218,11.355,40.3056666666,14.7143333333
576.56,12.5456666666,30.5446666667,23.1298333333,26.8385,10.1696666666,12.35775,39.9998333333,10.3101666667,11.4018333333,40.3988333333,14.7266666667
576.90,12.5411666667,30.5631666666,23.1658333334,26.8891666667,10.191,12.37375,40.0266666667,10.3656666667,11.4231666667,40.4508333334,14.7876666667
577.24,12.5136666666,30.6543333333,23.1526666666,26.8988333333,10.1611666667,12.2835,40.0753333333,10.3203333333,11.3748333333,40.5066666666,14.7235
577.58,12.5855,30.6788333333,23.2063333334,27.0141666666,10.2075,12.2976666667,40.188,10.362,11.42,40.6555,14.7946666667
577.92,12.5615,30.6698333333,23.1311666667,27.0598333333,10.2315,12.3066666666,40.2041666667,10.3953333333,11.4168333333,40.6365,14.8296666666
578.26,12.4623333333,30.6348333334,23.0666666667,26.9173333333,10.1598333334,12.2545,40.124,10.3381666667,11.3783333333,40.5458333334,14.7626666667
578.60,12.4388333334,30.6593333333,22.9858333334,26.8621666667,10.1245,12.2205833333,40.0986666667,10.2828333333,11.369,40.574,14.7281666667
578.94,12.476,30.7006666667,22.9961666666,26.9078333333,10.1225,12.2396666666,40.2191666666,10.298,11.4058333333,40.6301666667,14.7746666666
579.28,12.4678333334,30.7091666666,22.8931666667,26.837,10.1123333333,12.2326666667,40.211,10.274,11.3646666667,40.6041666667,14.7721666667
579.61,12.3046666667,30.6078333333,22.7325,26.7301666666,9.96716666665,12.1491666667,40.1455,10.1168333333,11.2241666667,40.5538333333,14.7143333334
579.95,12.2365,30.5846666667,22.6191666667,26.6566666667,9.93233333335,12.09075,40.1313333333,10.0431666667,11.1671666667,40.538,14.6491666667
580.29,12.2535,30.555,22.6223333333,26.6641666667,9.91233333335,12.0681666667,40.1835,9.99983333333,11.1495,40.562,14.6866666667
580.63,12.2826666667,30.6635,22.6906666667,26.7208333334,9.90733333335,12.0614166667,40.2533333333,9.97183333332,11.151,40.6436666666,14.6871666667
580.97,12.3196666667,30.6455,22.7125,26.7383333333,9.93116666665,12.1300833334,40.2458333333,9.99116666665,11.175,40.6061666667,14.7496666667
581.31,12.2228333333,30.5898333334,22.6386666667,26.6785,9.90533333335,12.0369166667,40.1368333333,9.94233333332,11.121,40.5865,14.6988333333
581.65,12.2833333334,30.5738333334,22.7363333333,26.7311666667,9.92416666665,12.147,40.1208333333,9.96049999999,11.1756666666,40.6881666666,14.7163333334
581.98,12.2873333333,30.6251666666,22.7383333333,26.7505,9.92466666665,12.0860833334,40.1495,9.98533333335,11.1966666666,40.748,14.7255
582.32,12.246,30.5946666666,22.7655,26.7998333334,9.87433333335,12.1474166666,40.1335,9.97583333335,11.1878333333,40.7746666666,14.6913333333
582.66,12.2526666667,30.6195,22.8268333333,26.9088333333,9.88616666665,12.2155,40.0781666667,9.98699999998,11.2495,40.7686666666,14.6753333333
583.00,12.2586666667,30.7283333334,22.986,27.0863333333,9.93283333335,12.26475,40.1856666667,10.0448333333,11.3055,40.9183333334,14.7246666667
583.34,12.3738333333,30.8175,23.1005,27.1951666667,10.0553333334,12.3441666667,40.3518333334,10.1563333333,11.4136666667,41.036,14.7756666667
583.68,12.38,30.8228333333,23.1416666667,27.2861666667,10.039,12.3375,40.3886666666,10.1616666667,11.428,41.0825,14.8005
584.01,12.3906666667,30.8406666667,23.1788333333,27.2963333333,10.0613333333,12.403,40.3298333334,10.1453333333,11.3983333333,41.062,14.7616666666
584.35,12.3738333333,30.7815,23.0995,27.281,10.0856666667,12.4845833333,40.2703333333,10.1263333333,11.374,41.0048333333,14.7025
584.69,12.3868333333,30.7726666667,23.1796666667,27.3333333333,10.155,12.5230833333,40.2288333333,10.192,11.3638333333,41.076,14.7476666667
585.03,12.4928333333,30.8608333334,23.2355,27.4395,10.1716666667,12.61825,40.2806666666,10.1926666667,11.3756666667,41.1418333333,14.8426666667
585.37,12.4886666667,30.9441666667,23.2548333333,27.4118333333,10.2266666667,12.50525,40.2896666666,10.1976666667,11.3551666667,41.1865,14.8145
585.70,12.5788333334,30.9731666667,23.3528333333,27.5333333333,10.2738333333,12.658,40.316,10.1748333334,11.3468333334,41.3081666667,14.8741666666
586.04,12.6148333333,31.0871666666,23.38,27.6546666667,10.2573333334,12.6265833334,40.3825,10.1153333333,11.3146666667,41.4583333333,14.9008333334
586.38,12.5455,31.0226666667,23.3136666667,27.6286666667,10.1986666666,12.5559166666,40.328,10.0341666667,11.2141666667,41.5373333333,14.8813333333
586.72,12.6845,31.1428333333,23.4175,27.7178333334,10.239,12.6649166667,40.3058333333,10.057,11.2598333333,41.5775,15.0056666667
587.06,12.6626666667,31.1053333333,23.4138333333,27.7493333334,10.2085,12.6961666667,40.2543333334,10.0535,11.255,41.6961666667,14.9971666667
587.39,12.6815,31.182,23.4718333333,27.746,10.2485,12.6769166667,40.1826666667,10.1178333333,11.3486666667,41.8006666667,15.0343333334
587.73,12.6818333333,31.1758333333,23.4895,27.829,10.225,12.6380833334,40.1911666667,10.126,11.389,41.8558333333,14.9721666667
588.07,12.6793333333,31.2406666667,23.5775,27.9056666666,10.1916666667,12.5970833333,40.26,10.1305,11.387,41.9623333334,14.9888333333
588.41,12.683,31.2783333333,23.5993333333,27.9623333333,10.1448333334,12.6205,40.3718333333,10.0843333333,11.3848333333,42.0316666667,14.9643333333
588.74,12.6528333333,31.3388333333,23.7033333334,27.9778333333,10.2225,12.6208333333,40.4123333333,10.2071666667,11.4576666667,42.0728333333,14.9561666667
589.08,12.5578333333,31.2341666667,23.658,27.9851666666,10.184,12.5545833333,40.3718333333,10.207,11.4206666666,41.9738333334,14.8726666667
589.42,12.4933333333,31.3143333333,23.6368333333,28.0261666666,10.146,12.5095,40.3621666666,10.2276666667,11.4193333333,42.0173333333,14.9031666667
589.76,12.5271666667,31.3568333334,23.7111666667,28.0678333334,10.289,12.54625,40.3931666667,10.3886666667,11.47,42.0076666666,14.9283333333
590.09,12.5655,31.4225,23.8315,28.1051666666,10.3406666666,12.66225,40.4341666667,10.4581666667,11.5226666667,41.9941666667,14.9931666667
590.43,12.4453333333,31.2805,23.7641666666,28.0213333334,10.2833333334,12.5505833333,40.4118333334,10.399,11.4806666667,42.0546666667,14.876
590.77,12.4846666666,31.378,23.8148333334,28.1118333333,10.2865,12.5435833333,40.4231666667,10.4183333333,11.5058333334,42.037,14.8745
591.11,12.5423333334,31.4568333334,23.8918333334,28.2245,10.3818333333,12.6063333333,40.5945,10.4625,11.5213333333,42.1643333334,14.9255
591.44,12.4361666667,31.5301666667,23.9048333333,28.1848333333,10.3345,12.622,40.5583333333,10.459,11.4711666667,42.1725,14.9803333333
591.78,12.4816666666,31.5553333333,23.9126666667,28.2238333334,10.378,12.7046666666,40.5688333333,10.5316666667,11.5493333333,42.2195,15.0238333333
592.12,12.5543333333,31.6463333334,23.9151666667,28.339,10.4803333333,12.8148333333,40.5446666667,10.662,11.6305,42.3095,15.1033333334
592.46,12.6168333333,31.7,23.945,28.3766666666,10.4911666666,12.93425,40.5776666667,10.6795,11.7453333333,42.3598333333,15.1701666666
592.79,12.8008333333,31.9138333333,24.1636666667,28.5435,10.5853333334,13.1318333334,40.7131666667,10.7685,11.8795,42.6296666667,15.3381666667
593.13,12.863,31.9196666667,24.2356666667,28.6005,10.6675,13.1088333333,40.7935,10.8148333333,11.9401666667,42.6936666667,15.361
593.47,12.9178333333,31.9043333333,24.3491666666,28.6818333333,10.6321666667,13.1325,40.772,10.7761666666,11.9758333333,42.8325,15.4158333334
593.80,12.9973333333,31.9705,24.3493333334,28.7763333333,10.5963333333,13.1116666666,40.7886666667,10.7816666667,12.0381666667,42.9351666667,15.4503333334
594.14,13.0105,32.0065,24.4361666666,28.8485,10.5878333333,13.1515833334,40.8296666666,10.7768333333,12.041,43.0056666667,15.4775
594.48,13.0105,32.0416666667,24.4878333334,28.8801666666,10.6483333333,13.1378333334,40.8086666666,10.7956666667,12.05,43.0745,15.5161666667
594.81,13.0555,32.0565,24.5365,28.9586666667,10.5953333334,13.22775,40.7848333333,10.765,12.0406666667,43.0923333333,15.6083333333
595.15,13.1333333333,32.075,24.6123333333,29.0996666667,10.6536666667,13.2285,40.8068333333,10.7893333333,12.1128333334,43.22,15.6498333333
595.49,13.0351666666,32.0385,24.5836666667,29.1036666666,10.6126666667,13.1459166666,40.7465,10.7393333333,12.0491666667,43.2523333333,15.6726666667
595.82,13.0463333334,32.049,24.6141666667,29.0808333333,10.5358333334,13.0453333334,40.733,10.6891666666,12.0336666666,43.2421666667,15.6576666667
596.16,13.0485,32.158,24.6778333334,29.1511666666,10.5366666666,13.02275,40.7741666667,10.6803333333,11.951,43.3658333333,15.6748333333
596.50,12.9426666667,32.131,24.5748333333,29.138,10.4688333333,12.9659166666,40.7528333333,10.6311666667,11.8935,43.3318333333,15.6498333333
596.83,12.9805,32.1741666667,24.5495,29.1463333334,10.4771666666,13.0514166666,40.7526666667,10.6703333334,11.9408333333,43.3643333334,15.652
597.17,12.9923333333,32.2251666667,24.5088333333,29.1005,10.4923333334,13.0431666667,40.796,10.6965,11.9636666667,43.33,15.65
597.51,12.9605,32.236,24.5111666666,29.084,10.5656666666,13.02125,40.8703333334,10.7311666667,11.9375,43.3635,15.6291666667
597.84,12.9635,32.2696666666,24.4545,29.1315,10.5748333333,13.0101666667,40.8435,10.7718333333,11.9605,43.3275,15.6536666667
598.18,12.9163333333,32.279,24.4486666666,29.0996666667,10.54,12.9760833334,40.8136666667,10.7775,11.9431666667,43.3168333333,15.6503333333
598.52,12.8376666667,32.2243333334,24.384,29.0906666667,10.5196666667,12.8755,40.8015,10.7593333333,11.9341666667,43.3001666667,15.5528333334
598.85,12.876,32.285,24.3555,29.0696666667,10.5485,12.8881666667,40.8915,10.806,11.9451666667,43.3026666666,15.5856666666
599.19,12.9998333334,32.3908333333,24.4508333333,29.1485,10.5898333334,12.94625,41.0036666667,10.8495,11.9988333333,43.3478333333,15.6683333333
599.53,12.9898333333,32.4745,24.4571666667,29.2675,10.6431666666,13.0734166667,41.1161666667,10.8955,12.0481666667,43.3945,15.7601666667
599.86,12.9565,32.4013333333,24.3528333333,29.2513333333,10.6155,12.9535833334,41.1106666667,10.8798333333,12.035,43.3673333334,15.7018333334
600.20,13.0275,32.4248333333,24.3856666666,29.2633333334,10.5938333334,12.9991666666,41.0833333333,10.9046666667,12.0636666667,43.4035,15.7593333333
600.53,13.0591666667,32.4431666667,24.5011666667,29.3248333333,10.6108333333,12.9970833333,41.13,10.9545,12.0646666666,43.4698333333,15.8066666667
600.87,13.0393333333,32.4151666667,24.5171666666,29.2885,10.5815,12.9720833333,41.0561666667,10.8738333333,12.0095,43.4918333334,15.7841666667
601.21,13.0628333333,32.5161666667,24.5928333333,29.3816666667,10.537,13.01825,41.0943333333,10.863,12.0411666667,43.581,15.8185
601.54,13.0261666666,32.5958333334,24.5955,29.3775,10.534,13.0263333333,41.1343333333,10.8335,12.0456666667,43.6276666667,15.8258333333
601.88,13.099,32.6071666667,24.6733333334,29.4761666666,10.5265,13.0418333334,41.1711666666,10.7668333333,12.038,43.6648333334,15.8886666666
602.21,13.1018333333,32.6755,24.7326666667,29.5305,10.4473333333,13.119,41.1461666667,10.7208333333,11.9801666667,43.7565,15.8825
602.55,13.0735,32.6798333333,24.7598333334,29.5543333334,10.4256666667,13.1063333334,41.099,10.7238333334,11.9345,43.8716666667,15.8323333333
602.88,13.0893333333,32.7725,24.846,29.6825,10.4351666667,13.13225,41.0916666667,10.7616666667,11.9625,44.0655,15.8416666667
603.22,13.0906666667,32.7105,24.8986666667,29.645,10.3825,13.05175,41.0188333334,10.7261666667,11.8675,44.1405,15.786
603.56,13.0671666667,32.6491666666,24.8903333334,29.6438333333,10.3378333333,13.0805833334,40.9275,10.6573333333,11.8498333333,44.2175,15.781
603.89,13.0723333334,32.6291666667,24.9101666666,29.7223333334,10.3233333333,13.046,41.0023333333,10.603,11.8456666667,44.2918333333,15.757
604.23,13.024,32.6446666666,24.8756666667,29.7496666667,10.236,13.0378333334,40.9071666667,10.544,11.8471666667,44.2668333334,15.7108333334
604.56,13.0786666667,32.7076666666,24.91,29.8743333333,10.291,13.117,40.9433333333,10.6491666667,11.9198333334,44.3333333333,15.7626666667
604.90,13.0508333333,32.6496666666,24.953,29.916,10.334,13.1500833334,40.8708333334,10.6785,11.9073333333,44.3695,15.7805
605.23,13.1286666667,32.6786666667,25.0763333334,30.0378333333,10.3685,13.2381666666,40.9078333333,10.7043333334,11.9521666667,44.5003333333,15.8205
605.57,13.1525,32.7956666666,25.1105,30.07,10.4321666666,13.2986666666,40.947,10.772,11.9858333333,44.6516666667,15.8133333334
605.90,13.1591666667,32.779,25.1303333334,30.037,10.5271666667,13.2356666667,40.906,10.8443333333,12.0346666667,44.6393333333,15.8541666666
606.24,13.1616666666,32.796,25.1583333334,30.1076666667,10.5168333334,13.2780833334,40.9136666667,10.797,12.0685,44.621,15.8995
606.58,13.042,32.7283333333,25.0788333333,30.0645,10.494,13.2355,40.9266666667,10.7353333333,12.038,44.5676666666,15.8188333333
606.91,13.0326666666,32.7761666667,25.1033333334,30.0948333333,10.529,13.2299166667,40.94,10.7261666667,12.0823333334,44.562,15.8603333334
607.25,12.9988333333,32.8945,25.1755,30.1426666667,10.4888333333,13.25975,40.9563333334,10.7196666667,12.042,44.5636666667,15.9045
607.58,13.003,32.9841666666,25.2136666667,30.165,10.5765,13.2690833334,40.9698333333,10.7698333334,12.0525,44.5111666667,15.8938333334
607.92,13.0166666667,33.0293333333,25.2401666666,30.221,10.6811666667,13.2891666667,41.0325,10.798,12.0365,44.5545,15.9503333333
608.25,12.9151666667,32.9955,25.1928333334,30.2205,10.6706666666,13.26225,40.997,10.7463333333,11.9973333333,44.5471666666,15.9296666667
608.59,12.9011666666,32.9813333334,25.0498333334,30.1971666667,10.603,13.2443333333,40.952,10.6658333333,11.9293333333,44.349,15.9106666667
608.92,12.7413333333,32.8215,24.8456666667,29.9935,10.5285,13.06525,40.7861666667,10.5776666667,11.7981666666,44.0375,15.7806666667
609.26,12.7085,32.6676666666,24.7155,30.0093333333,10.5801666667,13.02675,40.7501666667,10.5916666667,11.7788333334,43.8958333333,15.76
609.59,12.6663333333,32.6828333333,24.6218333334,30.0175,10.5476666666,12.9773333333,40.7968333333,10.5465,11.7306666667,43.7833333334,15.7493333333
609.93,12.6531666667,32.5383333333,24.5291666667,30.0151666667,10.5696666667,12.9395,40.7818333334,10.58,11.7588333334,43.6691666666,15.7228333333
